,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19105,65,75.0,,132.0,,,,,35.0,158.4,25.0,,,,9.9,10.0,,67.0,,,,,-30.0,93.4,-40.0,,,,-55.1,,False,,,,,False,False,False,,,,False
19107,24,5.0,,0.0,,,,,10.0,15.4,1.9,,,,147.8,-19.0,,-24.0,,,,,-14.0,-8.6,-22.1,,,,123.8,,False,,,,,True,True,False,,,,False
19109,51,105.0,,0.0,,,,,66.0,87.9,20.2,,,,1.3,54.0,,-51.0,,,,,15.0,36.9,-30.8,,,,-49.7,,True,,,,,True,True,True,,,,True
19111,190,10.0,,17.0,,,,,43.0,74.9,16.3,,,,1.5,-180.0,,-173.0,,,,,-147.0,-115.1,-173.7,,,,-188.5,,True,,,,,True,True,True,,,,False
19113,1181,835.0,292.6,2052.0,,,,,875.0,1575.6,1254.4,636.2,1051.7,,1341.3,-346.0,-888.4,871.0,,,,,-306.0,394.6,73.4,-544.8,-129.3,,160.3,False,False,,,,,True,False,True,False,True,,True
19115,20,15.0,,0.0,,,,,27.0,37.5,2.6,2.0,,,0.0,-5.0,,-20.0,,,,,7.0,17.5,-17.4,-18.0,,,-20.0,,False,,,,,False,False,False,False,,,False
19117,42,15.0,,0.0,,,,,15.0,47.6,,,,,0.9,-27.0,,-42.0,,,,,-27.0,5.6,,,,,-41.1,,False,,,,,False,True,,,,,False
19119,68,55.0,,32.0,,,,,45.0,108.7,17.9,,,,4.8,-13.0,,-36.0,,,,,-23.0,40.7,-50.1,,,,-63.2,,False,,,,,False,False,False,,,,False
19121,77,70.0,,64.0,,,,,39.0,111.6,17.4,,,,570.2,-7.0,,-13.0,,,,,-38.0,34.6,-59.6,,,,493.2,,False,,,,,False,False,False,,,,False
19123,32,40.0,,51.0,,,,,37.0,62.0,6.8,14.9,,,689.8,8.0,,19.0,,,,,5.0,30.0,-25.2,-17.1,,,657.8,,False,,,,,True,False,False,False,,,False
19125,193,85.0,,114.0,,,,,71.0,230.8,50.2,,,,2.8,-108.0,,-79.0,,,,,-122.0,37.8,-142.8,,,,-190.2,,True,,,,,False,True,False,,,,False
19127,398,375.0,,727.0,,,,,270.0,226.0,173.6,30.2,,,185.6,-23.0,,329.0,,,,,-128.0,-172.0,-224.4,-367.8,,,-212.4,,False,,,,,False,False,False,False,,,False
19129,58,55.0,,66.0,,,,,79.0,97.1,12.8,,,,0.9,-3.0,,8.0,,,,,21.0,39.1,-45.2,,,,-57.1,,False,,,,,False,False,False,,,,False
19131,31,95.0,,0.0,,,,,18.0,105.9,39.3,,,,340.5,64.0,,-31.0,,,,,-13.0,74.9,8.3,,,,309.5,,True,,,,,True,False,True,,,,False
19133,21,15.0,,0.0,,,,,42.0,28.6,27.0,,,,345.0,-6.0,,-21.0,,,,,21.0,7.6,6.0,,,,324.0,,False,,,,,False,False,True,,,,False
19135,34,35.0,,0.0,,,,,10.0,21.1,7.9,,,,324.0,1.0,,-34.0,,,,,-24.0,-12.9,-26.1,,,,290.0,,False,,,,,False,False,False,,,,False
19137,52,30.0,,0.0,,,,,18.0,22.1,2.5,,,,0.2,-22.0,,-52.0,,,,,-34.0,-29.9,-49.5,,,,-51.8,,False,,,,,False,False,False,,,,False
19139,197,195.0,,651.0,,,,,144.0,243.0,109.7,48.8,,,17.1,-2.0,,454.0,,,,,-53.0,46.0,-87.3,-148.2,,,-179.9,,False,,,,,False,False,False,False,,,False
19141,57,55.0,,0.0,,,,,37.0,99.1,19.9,55.3,,,177.2,-2.0,,-57.0,,,,,-20.0,42.1,-37.1,-1.7,,,120.2,,False,,,,,False,False,False,True,,,False
19143,21,10.0,,0.0,,,,,40.0,36.9,15.7,,,,0.0,-11.0,,-21.0,,,,,19.0,15.9,-5.3,,,,-21.0,,False,,,,,False,False,True,,,,False
19145,81,20.0,,0.0,,,,,36.0,26.0,8.6,,,,728.2,-61.0,,-81.0,,,,,-45.0,-55.0,-72.4,,,,647.2,,False,,,,,True,True,False,,,,False
19147,50,45.0,,0.0,,,,,61.0,49.5,27.7,,,,136.9,-5.0,,-50.0,,,,,11.0,-0.5,-22.3,,,,86.9,,False,,,,,False,True,False,,,,False
19149,237,130.0,,106.0,,,,,137.0,215.3,29.9,117.4,,,13.3,-107.0,,-131.0,,,,,-100.0,-21.7,-207.1,-119.6,,,-223.7,,False,,,,,True,True,False,False,,,False
19151,17,10.0,,0.0,,,,,36.0,32.4,165.6,12.9,,,4.3,-7.0,,-17.0,,,,,19.0,15.4,148.6,-4.1,,,-12.7,,False,,,,,False,False,False,True,,,False
19153,3409,4560.0,1054.0,5195.0,,,,,3280.0,2365.3,2335.9,2690.5,4604.3,,2395.8,1151.0,-2355.1,1786.0,,,,,-129.0,-1043.7,-1073.1,-718.5,1195.3,,-1013.2,False,False,,,,,True,True,True,True,False,,True
19155,601,440.0,1192.3,949.0,,,,,407.0,683.5,140.3,343.3,,,263.5,-161.0,591.3,348.0,,,,,-194.0,82.5,-460.7,-257.7,,,-337.5,False,False,,,,,False,True,False,False,,,False
19157,63,15.0,,0.0,,,,,31.0,46.1,,20.7,,,0.2,-48.0,,-63.0,,,,,-32.0,-16.9,,-42.3,,,-62.8,,False,,,,,True,True,,True,,,False
19159,13,5.0,,0.0,,,,,5.0,11.7,3.6,,,,9.8,-8.0,,-13.0,,,,,-8.0,-1.3,-9.4,,,,-3.2,,False,,,,,False,True,False,,,,True
19161,27,25.0,,0.0,,,,,64.0,52.1,19.2,,,,13.4,-2.0,,-27.0,,,,,37.0,25.1,-7.8,,,,-13.6,,False,,,,,False,False,False,,,,False
19163,715,1230.0,1230.2,877.0,,,,,853.0,1103.8,1152.1,1327.0,390.4,,233.3,515.0,515.2,162.0,,,,,138.0,388.8,437.1,612.0,-324.6,,-481.7,False,True,,,,,True,True,True,False,True,,True
19165,82,25.0,,13.0,,,,,52.0,71.8,4.7,45.2,,,1.1,-57.0,,-69.0,,,,,-30.0,-10.2,-77.3,-36.8,,,-80.9,,False,,,,,True,True,False,True,,,False
19167,236,125.0,,101.0,,,,,203.0,310.7,43.3,114.6,,,1.8,-111.0,,-135.0,,,,,-33.0,74.7,-192.7,-121.4,,,-234.2,,False,,,,,True,True,False,False,,,False
19169,636,360.0,986.9,264.0,,,,,484.0,1055.0,229.2,439.1,,,24.3,-276.0,350.9,-372.0,,,,,-152.0,419.0,-406.8,-196.9,,,-611.7,False,False,,,,,True,False,False,True,,,False
19171,75,120.0,,177.0,,,,,45.0,53.2,26.2,18.5,,,132.6,45.0,,102.0,,,,,-30.0,-21.8,-48.8,-56.5,,,57.6,,False,,,,,True,True,False,False,,,False
19173,25,0.0,,0.0,,,,,17.0,8.6,11.1,,,,0.0,-25.0,,-25.0,,,,,-8.0,-16.4,-13.9,,,,-25.0,,False,,,,,True,True,True,,,,True
19175,37,80.0,,0.0,,,,,29.0,112.2,20.6,,,,1.2,43.0,,-37.0,,,,,-8.0,75.2,-16.4,,,,-35.8,,True,,,,,True,False,True,,,,True
19177,24,5.0,,0.0,,,,,5.0,8.7,2.9,,,,327.8,-19.0,,-24.0,,,,,-19.0,-15.3,-21.1,,,,303.8,,False,,,,,False,True,False,,,,False
19179,269,85.0,,22.0,,,,,198.0,114.1,24.6,12.1,,,907.0,-184.0,,-247.0,,,,,-71.0,-154.9,-244.4,-256.9,,,638.0,,False,,,,,True,True,False,False,,,False
19181,255,375.0,268.4,1015.0,,,,,150.0,545.6,166.8,301.8,,,560.8,120.0,13.4,760.0,,,,,-105.0,290.6,-88.2,46.8,,,305.8,True,False,,,,,True,False,True,True,,,False
19183,57,40.0,,78.0,,,,,41.0,61.8,9.4,50.2,,,28.9,-17.0,,21.0,,,,,-16.0,4.8,-47.6,-6.8,,,-28.1,,False,,,,,True,True,False,True,,,False
19185,23,0.0,,0.0,,,,,5.0,8.6,1.6,,,,0.0,-23.0,,-23.0,,,,,-18.0,-14.4,-21.4,,,,-23.0,,False,,,,,True,True,True,,,,True
19187,378,820.0,,1666.0,,,,,283.0,742.7,177.1,246.4,,,36.5,442.0,,1288.0,,,,,-95.0,364.7,-200.9,-131.6,,,-341.5,,False,,,,,True,True,True,True,,,True
19189,94,85.0,,0.0,,,,,26.0,94.7,19.4,,,,0.0,-9.0,,-94.0,,,,,-68.0,0.7,-74.6,,,,-94.0,,False,,,,,False,True,False,,,,False
19191,111,40.0,,17.0,,,,,25.0,87.5,10.1,,,,16.6,-71.0,,-94.0,,,,,-86.0,-23.5,-100.9,,,,-94.4,,False,,,,,False,True,False,,,,False
19193,499,525.0,168.2,876.0,,,,,637.0,725.8,202.5,74.9,639.2,,513.6,26.0,-330.8,377.0,,,,,138.0,226.8,-296.5,-424.1,140.2,,14.6,False,False,,,,,False,False,False,False,False,,True
19195,42,55.0,,0.0,,,,,15.0,66.5,17.9,,,,57.8,13.0,,-42.0,,,,,-27.0,24.5,-24.1,,,,15.8,,False,,,,,False,False,False,,,,False
19197,86,90.0,,0.0,,,,,75.0,156.7,12.8,8.9,,,9.9,4.0,,-86.0,,,,,-11.0,70.7,-73.2,-77.1,,,-76.1,,False,,,,,False,False,False,False,,,False
20001,12,20.0,,0.0,,,,,15.0,37.6,,,,,3.3,8.0,,-12.0,,,,,3.0,25.6,,,,,-8.7,,False,,,,,True,False,,,,,False
20003,11,70.0,,0.0,,,,,18.0,48.9,2.6,,,,43.3,59.0,,-11.0,,,,,7.0,37.9,-8.4,,,,32.3,,True,,,,,True,True,True,,,,True
20005,124,35.0,,38.0,,,,,45.0,88.3,2.9,,,,17.9,-89.0,,-86.0,,,,,-79.0,-35.7,-121.1,,,,-106.1,,True,,,,,True,True,False,,,,False
20007,3,5.0,,0.0,,,,,11.0,18.6,0.0,,,,0.5,2.0,,-3.0,,,,,8.0,15.6,-3.0,,,,-2.5,,False,,,,,False,False,False,,,,False
20009,157,60.0,,0.0,,,,,76.0,101.7,6.4,,,,61.6,-97.0,,-157.0,,,,,-81.0,-55.3,-150.6,,,,-95.4,,False,,,,,True,True,False,,,,True
20011,27,30.0,,0.0,,,,,44.0,54.7,12.4,,,,7.0,3.0,,-27.0,,,,,17.0,27.7,-14.6,,,,-20.0,,False,,,,,False,False,False,,,,False
20013,42,20.0,,0.0,,,,,27.0,26.1,1.7,,,,2.6,-22.0,,-42.0,,,,,-15.0,-15.9,-40.3,,,,-39.4,,False,,,,,True,True,False,,,,False
20015,266,135.0,122.1,285.0,,,,,248.0,305.8,20.7,260.5,,,73.3,-131.0,-143.9,19.0,,,,,-18.0,39.8,-245.3,-5.5,,,-192.7,False,True,,,,,True,True,False,True,,,False
20017,54,5.0,,0.0,,,,,2.0,6.1,0.1,,,,0.4,-49.0,,-54.0,,,,,-52.0,-47.9,-53.9,,,,-53.6,,False,,,,,False,True,False,,,,False
20019,2,0.0,,0.0,,,,,2.0,3.1,0.1,,,,0.0,-2.0,,-2.0,,,,,0.0,1.1,-1.9,,,,-2.0,,False,,,,,True,True,True,,,,False
20021,143,45.0,,84.0,,,,,86.0,154.7,7.3,,,,37.4,-98.0,,-59.0,,,,,-57.0,11.7,-135.7,,,,-105.6,,True,,,,,True,True,False,,,,False
20023,3,0.0,,0.0,,,,,0.0,4.4,0.0,,,,0.0,-3.0,,-3.0,,,,,-3.0,1.4,-3.0,,,,-3.0,,False,,,,,False,True,True,,,,False
20025,10,10.0,,0.0,,,,,6.0,1.2,2.7,,,,1.8,0.0,,-10.0,,,,,-4.0,-8.8,-7.3,,,,-8.2,,False,,,,,False,False,False,,,,False
20027,12,10.0,,0.0,,,,,15.0,15.8,0.8,,,,0.2,-2.0,,-12.0,,,,,3.0,3.8,-11.2,,,,-11.8,,False,,,,,False,False,False,,,,False
20029,17,0.0,,0.0,,,,,18.0,25.4,2.2,,,,0.3,-17.0,,-17.0,,,,,1.0,8.4,-14.8,,,,-16.7,,False,,,,,True,True,True,,,,True
20031,13,30.0,,0.0,,,,,24.0,9.0,3.6,,,,9.7,17.0,,-13.0,,,,,11.0,-4.0,-9.4,,,,-3.3,,True,,,,,True,True,True,,,,True
20033,6,0.0,,0.0,,,,,4.0,4.8,0.1,,,,0.0,-6.0,,-6.0,,,,,-2.0,-1.2,-5.9,,,,-6.0,,False,,,,,True,True,True,,,,False
20035,125,70.0,,0.0,,,,,156.0,197.6,22.7,,,,43.3,-55.0,,-125.0,,,,,31.0,72.6,-102.3,,,,-81.7,,False,,,,,True,False,False,,,,False
20037,102,140.0,,130.0,,,,,248.0,273.8,10.1,117.9,,,31.4,38.0,,28.0,,,,,146.0,171.8,-91.9,15.9,,,-70.6,,True,,,,,False,False,False,True,,,False
20039,3,15.0,,0.0,,,,,0.0,38.0,,,,,2.2,12.0,,-3.0,,,,,-3.0,35.0,,,,,-0.8,,True,,,,,True,False,,,,,True
20041,36,40.0,,0.0,,,,,56.0,56.8,4.1,,,,119.6,4.0,,-36.0,,,,,20.0,20.8,-31.9,,,,83.6,,False,,,,,False,False,False,,,,False
20043,29,25.0,,0.0,,,,,16.0,10.8,2.6,,,,14.0,-4.0,,-29.0,,,,,-13.0,-18.2,-26.4,,,,-15.0,,False,,,,,False,False,False,,,,False
20045,405,395.0,876.0,66.0,,,,,580.0,559.4,60.0,685.3,,,150.4,-10.0,471.0,-339.0,,,,,175.0,154.4,-345.0,280.3,,,-254.6,False,False,,,,,False,False,False,False,,,False
20047,8,0.0,,0.0,,,,,5.0,4.9,0.3,,,,0.2,-8.0,,-8.0,,,,,-3.0,-3.1,-7.7,,,,-7.8,,False,,,,,True,True,True,,,,True
20049,0,0.0,,0.0,,,,,0.0,5.2,,,,,0.0,0.0,,0.0,,,,,0.0,5.2,,,,,0.0,,True,,,,,True,False,,,,,True
20051,102,180.0,,0.0,,,,,54.0,212.6,11.7,,,,157.9,78.0,,-102.0,,,,,-48.0,110.6,-90.3,,,,55.9,,False,,,,,True,False,False,,,,True
20053,10,15.0,,0.0,,,,,11.0,18.7,0.5,,,,2.7,5.0,,-10.0,,,,,1.0,8.7,-9.5,,,,-7.3,,False,,,,,True,False,False,,,,False
20055,291,100.0,,183.0,,,,,175.0,176.6,12.1,8.9,,,2.0,-191.0,,-108.0,,,,,-116.0,-114.4,-278.9,-282.1,,,-289.0,,True,,,,,True,True,False,False,,,False
20057,246,85.0,,35.0,,,,,252.0,210.5,2.4,14.2,,,0.0,-161.0,,-211.0,,,,,6.0,-35.5,-243.6,-231.8,,,-246.0,,False,,,,,True,True,False,False,,,False
20059,136,125.0,,173.0,,,,,91.0,117.4,52.1,103.9,,,72.6,-11.0,,37.0,,,,,-45.0,-18.6,-83.9,-32.1,,,-63.4,,False,,,,,False,False,False,False,,,False
20061,146,20.0,,6.0,,,,,199.0,281.2,24.2,,,,23.3,-126.0,,-140.0,,,,,53.0,135.2,-121.8,,,,-122.7,,False,,,,,True,False,True,,,,True
20063,6,0.0,,0.0,,,,,0.0,6.4,0.0,,,,0.0,-6.0,,-6.0,,,,,-6.0,0.4,-6.0,,,,-6.0,,False,,,,,False,True,True,,,,False
20065,15,10.0,,0.0,,,,,0.0,30.5,,,,,2.2,-5.0,,-15.0,,,,,-15.0,15.5,,,,,-12.8,,False,,,,,False,False,,,,,False
20067,80,75.0,,0.0,,,,,18.0,70.5,12.8,,,,31.6,-5.0,,-80.0,,,,,-62.0,-9.5,-67.2,,,,-48.4,,False,,,,,False,False,False,,,,False
20069,62,45.0,,0.0,,,,,7.0,40.0,2.4,,,,18.2,-17.0,,-62.0,,,,,-55.0,-22.0,-59.6,,,,-43.8,,False,,,,,False,False,False,,,,False
20071,1,15.0,,0.0,,,,,0.0,15.1,,,,,4.4,14.0,,-1.0,,,,,-1.0,14.1,,,,,3.4,,True,,,,,True,False,,,,,True
20073,12,0.0,,0.0,,,,,10.0,0.8,0.4,,,,0.0,-12.0,,-12.0,,,,,-2.0,-11.2,-11.6,,,,-12.0,,False,,,,,True,True,True,,,,False
20075,8,10.0,,0.0,,,,,6.0,10.0,2.3,,,,2.3,2.0,,-8.0,,,,,-2.0,2.0,-5.7,,,,-5.7,,False,,,,,False,False,False,,,,False
20077,31,10.0,,0.0,,,,,18.0,10.2,0.1,,,,0.6,-21.0,,-31.0,,,,,-13.0,-20.8,-30.9,,,,-30.4,,False,,,,,True,True,False,,,,False
20079,168,210.0,,531.0,,,,,137.0,288.0,67.5,124.6,,,102.6,42.0,,363.0,,,,,-31.0,120.0,-100.5,-43.4,,,-65.4,,False,,,,,True,False,False,False,,,False
20081,18,5.0,,0.0,,,,,7.0,13.3,2.2,,,,0.6,-13.0,,-18.0,,,,,-11.0,-4.7,-15.8,,,,-17.4,,False,,,,,True,True,False,,,,False
20083,2,5.0,,0.0,,,,,0.0,2.4,0.2,,,,0.5,3.0,,-2.0,,,,,-2.0,0.4,-1.8,,,,-1.5,,True,,,,,True,True,True,,,,True
20085,57,35.0,,0.0,,,,,46.0,42.7,0.0,16.7,,,4.6,-22.0,,-57.0,,,,,-11.0,-14.3,-57.0,-40.3,,,-52.4,,False,,,,,True,True,False,False,,,False
20087,64,15.0,,0.0,,,,,50.0,44.0,2.4,,,,8.2,-49.0,,-64.0,,,,,-14.0,-20.0,-61.6,,,,-55.8,,False,,,,,True,True,False,,,,False
20089,9,5.0,,0.0,,,,,0.0,4.3,0.1,,,,3.2,-4.0,,-9.0,,,,,-9.0,-4.7,-8.9,,,,-5.8,,False,,,,,False,False,False,,,,False
20091,3574,4050.0,5157.8,4279.0,,,,,2763.0,2911.9,4634.9,5393.3,3665.6,,4214.1,476.0,1583.8,705.0,,,,,-811.0,-662.1,1060.9,1819.3,91.6,,640.1,False,False,,,,,False,False,False,False,True,,False
20093,16,20.0,,0.0,,,,,5.0,7.7,4.0,,,,5.7,4.0,,-16.0,,,,,-11.0,-8.3,-12.0,,,,-10.3,,False,,,,,False,False,False,,,,False
20095,30,5.0,,0.0,,,,,10.0,48.3,,,,,1.7,-25.0,,-30.0,,,,,-20.0,18.3,,,,,-28.3,,False,,,,,True,True,,,,,False
20097,3,10.0,,0.0,,,,,5.0,5.5,0.1,,,,2.9,7.0,,-3.0,,,,,2.0,2.5,-2.9,,,,-0.1,,True,,,,,True,True,True,,,,True
20099,92,100.0,,111.0,,,,,96.0,125.2,11.1,,,,23.3,8.0,,19.0,,,,,4.0,33.2,-80.9,,,,-68.7,,False,,,,,True,False,False,,,,False
20101,2,0.0,,0.0,,,,,0.0,1.8,0.1,,,,0.0,-2.0,,-2.0,,,,,-2.0,-0.2,-1.9,,,,-2.0,,False,,,,,False,True,True,,,,False
20103,321,195.0,68.2,0.0,,,,,531.0,333.2,47.5,38.6,223.2,,40.3,-126.0,-252.8,-321.0,,,,,210.0,12.2,-273.5,-282.4,-97.8,,-280.7,False,False,,,,,False,True,False,False,True,,False
20105,1,15.0,,0.0,,,,,0.0,33.9,,,,,6.3,14.0,,-1.0,,,,,-1.0,32.9,,,,,5.3,,True,,,,,True,False,,,,,True
20107,31,20.0,,0.0,,,,,14.0,13.5,1.9,,,,7.0,-11.0,,-31.0,,,,,-17.0,-17.5,-29.1,,,,-24.0,,False,,,,,False,False,False,,,,False
20109,0,0.0,,0.0,,,,,0.0,11.0,,,,,0.2,0.0,,0.0,,,,,0.0,11.0,,,,,0.2,,True,,,,,True,False,,,,,False
20111,376,135.0,,189.0,,,,,320.0,169.8,17.5,52.5,,,27.4,-241.0,,-187.0,,,,,-56.0,-206.2,-358.5,-323.5,,,-348.6,,True,,,,,True,True,False,False,,,False
20113,101,45.0,,11.0,,,,,96.0,175.3,13.2,,,,18.1,-56.0,,-90.0,,,,,-5.0,74.3,-87.8,,,,-82.9,,False,,,,,True,False,False,,,,False
20115,43,15.0,,0.0,,,,,26.0,49.4,0.8,,,,5.6,-28.0,,-43.0,,,,,-17.0,6.4,-42.2,,,,-37.4,,False,,,,,True,True,False,,,,False
20117,9,25.0,,0.0,,,,,15.0,78.6,,,,,3.0,16.0,,-9.0,,,,,6.0,69.6,,,,,-6.0,,True,,,,,True,False,,,,,True
20119,34,5.0,,0.0,,,,,5.0,14.5,1.3,,,,2.0,-29.0,,-34.0,,,,,-29.0,-19.5,-32.7,,,,-32.0,,False,,,,,False,True,False,,,,False
20121,100,85.0,,143.0,,,,,91.0,207.6,15.2,,,,43.4,-15.0,,43.0,,,,,-9.0,107.6,-84.8,,,,-56.6,,False,,,,,True,False,False,,,,False
20123,9,40.0,,0.0,,,,,8.0,12.8,0.7,,,,20.4,31.0,,-9.0,,,,,-1.0,3.8,-8.3,,,,11.4,,True,,,,,True,True,True,,,,True
20125,141,70.0,,142.0,,,,,151.0,203.0,6.5,,,,48.1,-71.0,,1.0,,,,,10.0,62.0,-134.5,,,,-92.9,,True,,,,,True,True,False,,,,False
20127,11,5.0,,0.0,,,,,7.0,2.2,0.1,,,,1.2,-6.0,,-11.0,,,,,-4.0,-8.8,-10.9,,,,-9.8,,False,,,,,True,False,False,,,,False
20129,3,0.0,,0.0,,,,,3.0,2.1,0.2,,,,0.0,-3.0,,-3.0,,,,,0.0,-0.9,-2.8,,,,-3.0,,False,,,,,True,True,True,,,,False
20131,16,35.0,,0.0,,,,,36.0,30.1,2.6,,,,14.8,19.0,,-16.0,,,,,20.0,14.1,-13.4,,,,-1.2,,True,,,,,False,True,True,,,,True
20133,26,55.0,,0.0,,,,,51.0,79.0,8.3,,,,22.8,29.0,,-26.0,,,,,25.0,53.0,-17.7,,,,-3.2,,True,,,,,True,False,True,,,,True
20135,6,5.0,,0.0,,,,,2.0,3.8,0.1,,,,0.8,-1.0,,-6.0,,,,,-4.0,-2.2,-5.9,,,,-5.2,,False,,,,,False,False,False,,,,False
20137,1,20.0,,0.0,,,,,5.0,40.1,1.8,,,,7.1,19.0,,-1.0,,,,,4.0,39.1,0.8,,,,6.1,,True,,,,,True,False,True,,,,True
20139,20,25.0,,0.0,,,,,35.0,77.9,1.7,,,,13.9,5.0,,-20.0,,,,,15.0,57.9,-18.3,,,,-6.1,,False,,,,,False,False,False,,,,False
20141,1,0.0,,0.0,,,,,0.0,8.9,0.0,,,,0.0,-1.0,,-1.0,,,,,-1.0,7.9,-1.0,,,,-1.0,,False,,,,,False,False,True,,,,False
20143,17,35.0,,0.0,,,,,12.0,20.9,1.2,,,,14.4,18.0,,-17.0,,,,,-5.0,3.9,-15.8,,,,-2.6,,True,,,,,True,True,True,,,,True
20145,70,15.0,,0.0,,,,,15.0,17.0,,,,,3.5,-55.0,,-70.0,,,,,-55.0,-53.0,,,,,-66.5,,False,,,,,False,True,,,,,False
20147,16,10.0,,0.0,,,,,4.0,65.1,4.6,,,,6.1,-6.0,,-16.0,,,,,-12.0,49.1,-11.4,,,,-9.9,,False,,,,,False,False,False,,,,False
20149,47,45.0,,47.0,,,,,153.0,112.1,17.7,,,,23.1,-2.0,,0.0,,,,,106.0,65.1,-29.3,,,,-23.9,,True,,,,,False,False,False,,,,False
20151,13,50.0,,0.0,,,,,29.0,26.0,3.3,,,,18.5,37.0,,-13.0,,,,,16.0,13.0,-9.7,,,,5.5,,True,,,,,True,True,True,,,,True
20153,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
20155,424,170.0,3.5,574.0,,,,,247.0,411.3,75.0,0.1,,,150.7,-254.0,-420.6,150.0,,,,,-177.0,-12.7,-349.0,-423.9,,,-273.3,False,True,,,,,True,True,False,False,,,False
20157,14,20.0,,0.0,,,,,8.0,28.6,1.8,,,,3.7,6.0,,-14.0,,,,,-6.0,14.6,-12.2,,,,-10.3,,False,,,,,False,False,False,,,,False
20159,30,20.0,,0.0,,,,,20.0,23.8,0.4,,,,7.1,-10.0,,-30.0,,,,,-10.0,-6.2,-29.6,,,,-22.9,,False,,,,,False,True,False,,,,False
20161,239,225.0,459.4,58.0,,,,,531.0,462.2,61.4,291.0,,,99.5,-14.0,220.4,-181.0,,,,,292.0,223.2,-177.6,52.0,,,-139.5,False,False,,,,,False,False,False,False,,,False
20163,11,0.0,,0.0,,,,,3.0,6.0,0.2,,,,0.0,-11.0,,-11.0,,,,,-8.0,-5.0,-10.8,,,,-11.0,,False,,,,,True,True,True,,,,False
20165,8,5.0,,0.0,,,,,2.0,19.7,,,,,0.8,-3.0,,-8.0,,,,,-6.0,11.7,,,,,-7.2,,False,,,,,False,False,,,,,False
20167,16,10.0,,0.0,,,,,5.0,37.3,,,,,3.3,-6.0,,-16.0,,,,,-11.0,21.3,,,,,-12.7,,False,,,,,False,False,,,,,False
20169,183,265.0,482.2,234.0,,,,,276.0,651.9,65.7,316.0,,,123.4,82.0,299.2,51.0,,,,,93.0,468.9,-117.3,133.0,,,-59.6,False,True,,,,,False,False,False,False,,,True
20171,83,10.0,,0.0,,,,,5.0,7.7,0.9,,,,1.6,-73.0,,-83.0,,,,,-78.0,-75.3,-82.1,,,,-81.4,,False,,,,,False,False,False,,,,False
20173,3947,2970.0,3347.3,3221.0,,,,,3085.0,2202.2,4224.4,3580.6,2878.9,,3466.0,-977.0,-599.7,-726.0,,,,,-862.0,-1744.8,277.4,-366.4,-1068.1,,-481.0,True,True,,,,,True,False,True,True,False,,True
20175,295,115.0,,126.0,,,,,178.0,174.9,13.7,12.7,,,0.0,-180.0,,-169.0,,,,,-117.0,-120.1,-281.3,-282.3,,,-295.0,,True,,,,,True,True,False,False,,,False
20177,787,845.0,1299.3,465.0,,,,,1412.0,1692.6,216.7,1101.5,255.9,,680.5,58.0,512.3,-322.0,,,,,625.0,905.6,-570.3,314.5,-531.1,,-106.5,False,False,,,,,False,False,False,False,False,,False
20179,2,5.0,,0.0,,,,,0.0,7.8,0.2,,,,1.0,3.0,,-2.0,,,,,-2.0,5.8,-1.8,,,,-1.0,,True,,,,,True,False,True,,,,True
20181,8,5.0,,0.0,,,,,0.0,2.9,0.3,,,,1.2,-3.0,,-8.0,,,,,-8.0,-5.1,-7.7,,,,-6.8,,False,,,,,False,False,False,,,,False
20183,0,0.0,,0.0,,,,,0.0,2.5,0.1,,,,0.0,0.0,,0.0,,,,,0.0,2.5,0.1,,,,0.0,,True,,,,,True,False,False,,,,True
20185,13,5.0,,0.0,,,,,8.0,7.9,0.1,,,,0.3,-8.0,,-13.0,,,,,-5.0,-5.1,-12.9,,,,-12.7,,False,,,,,True,True,False,,,,False
20187,29,0.0,,0.0,,,,,0.0,1.5,0.4,,,,0.0,-29.0,,-29.0,,,,,-29.0,-27.5,-28.6,,,,-29.0,,False,,,,,False,True,True,,,,False
