,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
06071,18428,12920.0,25521.0,15025.0,6773.0,,,,,,22168.0,21715.8,,15025.8,14515.8,10692.1,,,15532.4,24184.0,,,,,-5508.0,7093.0,-3403.0,-11655.0,,,,,,3740.0,3287.8,,-3402.2,-3912.2,-7735.9,,,-2895.6,5756.0,,,,,False,True,False,,,,,,True,True,,True,True,False,,,True,False,,,,
06073,10105,11936.0,23900.9,10645.0,5730.0,,,,,,14615.0,27710.3,,9408.5,11680.2,10921.4,,,10712.0,10422.0,,,,,1831.0,13795.9,540.0,-4375.0,,,,,,4510.0,17605.3,,-696.5,1575.2,816.4,,,607.0,317.0,,,,,False,True,False,,,,,,False,False,,True,True,True,,,True,True,,,,
06075,3004,2684.0,1645.5,2264.0,2356.0,,,,,,2168.0,5389.3,,2110.4,3438.6,2841.6,,,1972.7,4241.0,,,,,-320.0,-1358.5,-740.0,-648.0,,,,,,-836.0,2385.3,,-893.6,434.6,-162.4,,,-1031.3,1237.0,,,,,False,False,False,,,,,,False,False,,False,False,True,,,False,False,,,,
06077,5762,9228.0,11164.7,6928.0,15721.0,,,,,,7455.0,10037.5,,6996.8,5233.3,4908.2,,,7991.8,5649.0,,,,,3466.0,5402.7,1166.0,9959.0,,,,,,1693.0,4275.5,,1234.8,-528.7,-853.8,,,2229.8,-113.0,,,,,False,True,False,,,,,,True,False,,True,True,True,,,True,True,,,,
06079,1165,1148.0,1568.4,1020.0,1051.0,,,,,,2076.0,2230.6,,681.4,800.4,1685.9,,,1101.6,677.0,,,,,-17.0,403.4,-145.0,-114.0,,,,,,911.0,1065.6,,-483.6,-364.6,520.9,,,-63.4,-488.0,,,,,False,False,False,,,,,,False,False,,False,False,False,,,False,False,,,,
06081,2513,2228.0,1658.1,1876.0,2640.0,,,,,,2511.0,3104.7,,1455.8,1926.0,3524.8,,,2038.7,1761.0,,,,,-285.0,-854.9,-637.0,127.0,,,,,,-2.0,591.7,,-1057.2,-587.0,1011.8,,,-474.3,-752.0,,,,,False,False,True,,,,,,True,False,,False,False,False,,,False,False,,,,
06083,2077,3268.0,2963.5,2665.0,2942.0,,,,,,4476.0,4083.0,,2518.7,2099.5,2140.9,,,3268.2,1326.0,,,,,1191.0,886.5,588.0,865.0,,,,,,2399.0,2006.0,,441.7,22.5,63.9,,,1191.2,-751.0,,,,,True,True,True,,,,,,False,False,,True,True,True,,,False,True,,,,
06085,6663,6132.0,3964.4,6294.0,7130.0,,,,,,6709.0,8805.3,,6491.0,6379.5,6831.2,,,6174.4,4764.0,,,,,-531.0,-2698.6,-369.0,467.0,,,,,,46.0,2142.3,,-172.0,-283.5,168.2,,,-488.6,-1899.0,,,,,False,True,True,,,,,,True,False,,True,True,True,,,True,False,,,,
06087,719,504.0,888.4,455.0,252.0,,,,,,1032.0,1549.2,,243.6,451.1,1325.6,,,165.1,635.0,,,,,-215.0,169.4,-264.0,-467.0,,,,,,313.0,830.2,,-475.4,-267.9,606.6,,,-553.9,-84.0,,,,,True,False,False,,,,,,False,False,,False,False,False,,,False,True,,,,
06089,240,256.0,445.7,347.0,405.0,,,,,,368.0,1011.0,,250.8,211.9,419.7,,,499.0,160.0,,,,,16.0,205.7,107.0,165.0,,,,,,128.0,771.0,,10.8,-28.1,179.7,,,259.0,-80.0,,,,,False,False,False,,,,,,False,False,,True,False,False,,,False,False,,,,
06091,5,0.0,,0.0,0.0,,,,,,2.0,5.8,,0.0,0.6,,,,0.0,,,,,,-5.0,,-5.0,-5.0,,,,,,-3.0,0.8,,-5.0,-4.4,,,,-5.0,,,,,,,False,False,,,,,,True,True,,True,True,,,,True,,,,,
06093,62,68.0,,33.0,28.0,,,,,,44.0,122.5,,13.9,41.0,,,,57.7,,,,,,6.0,,-29.0,-34.0,,,,,,-18.0,60.5,,-48.1,-21.0,,,,-4.3,,,,,,,False,False,,,,,,False,False,,False,False,,,,True,,,,,
06095,1919,2300.0,2637.4,2222.0,2809.0,,,,,,2222.0,3540.2,,1329.1,1425.8,2631.0,,,2594.7,1063.0,,,,,381.0,718.4,303.0,890.0,,,,,,303.0,1621.2,,-589.9,-493.2,712.0,,,675.7,-856.0,,,,,False,True,False,,,,,,True,False,,False,False,False,,,False,False,,,,
06097,2601,1592.0,2546.5,2032.0,1939.0,,,,,,1331.0,3191.0,,2657.9,2489.3,2183.1,,,1564.7,1961.0,,,,,-1009.0,-54.5,-569.0,-662.0,,,,,,-1270.0,590.0,,56.9,-111.7,-417.9,,,-1036.3,-640.0,,,,,True,True,True,,,,,,False,True,,True,True,True,,,False,True,,,,
06099,5679,6104.0,13838.0,5789.0,5678.0,,,,,,6763.0,6890.2,,4546.5,4815.1,4948.6,,,8142.6,6792.0,,,,,425.0,8159.0,110.0,-1.0,,,,,,1084.0,1211.2,,-1132.5,-863.9,-730.4,,,2463.6,1113.0,,,,,False,True,True,,,,,,False,False,,False,False,False,,,False,False,,,,
06101,608,496.0,995.1,580.0,461.0,,,,,,672.0,992.5,,370.6,515.9,632.4,,,1346.6,,,,,,-112.0,387.1,-28.0,-147.0,,,,,,64.0,384.5,,-237.4,-92.1,24.4,,,738.6,,,,,,False,True,False,,,,,,True,False,,False,True,True,,,False,,,,,
06103,168,220.0,34.8,194.0,401.0,,,,,,180.0,496.9,,210.0,160.8,244.8,,,233.3,,,,,,52.0,-133.2,26.0,233.0,,,,,,12.0,328.9,,42.0,-7.2,76.8,,,65.3,,,,,,False,True,False,,,,,,True,False,,True,True,False,,,False,,,,,
06105,5,4.0,,0.0,0.0,,,,,,0.0,28.3,,0.0,1.0,,,,1.9,,,,,,-1.0,,-5.0,-5.0,,,,,,-5.0,23.3,,-5.0,-4.0,,,,-3.1,,,,,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,
06107,4907,6108.0,6492.7,4588.0,11518.0,,,,,,9698.0,3925.8,,3662.4,4388.9,2647.2,,,5916.9,1809.0,,,,,1201.0,1585.7,-319.0,6611.0,,,,,,4791.0,-981.2,,-1244.6,-518.1,-2259.8,,,1009.9,-3098.0,,,,,False,True,False,,,,,,False,True,,False,True,False,,,True,False,,,,
06109,46,164.0,0.0,139.0,213.0,,,,,,159.0,420.5,,146.4,107.1,136.1,,,180.2,,,,,,118.0,-46.0,93.0,167.0,,,,,,113.0,374.5,,100.4,61.1,90.1,,,134.2,,,,,,True,True,False,,,,,,True,False,,True,True,True,,,False,,,,,
06111,3473,4800.0,5986.8,4491.0,5378.0,,,,,,10029.0,7937.8,,2268.2,2615.7,4647.1,,,4877.4,4226.0,,,,,1327.0,2513.8,1018.0,1905.0,,,,,,6556.0,4464.8,,-1204.8,-857.3,1174.1,,,1404.4,753.0,,,,,False,True,False,,,,,,False,False,,True,True,True,,,False,True,,,,
06113,842,964.0,1472.5,1075.0,930.0,,,,,,1200.0,1814.5,,1236.6,1075.8,1187.2,,,640.1,885.0,,,,,122.0,630.5,233.0,88.0,,,,,,358.0,972.5,,394.6,233.8,345.2,,,-201.9,43.0,,,,,False,False,True,,,,,,False,False,,False,False,False,,,False,True,,,,
06115,488,416.0,373.0,402.0,585.0,,,,,,605.0,617.6,,375.9,453.6,344.9,,,373.9,,,,,,-72.0,-115.0,-86.0,97.0,,,,,,117.0,129.6,,-112.1,-34.4,-143.1,,,-114.1,,,,,,False,False,False,,,,,,False,False,,False,True,False,,,False,,,,,
08001,1597,1908.0,1126.4,1655.0,3789.0,,,,,,1655.0,2757.4,,1139.5,2394.4,1124.1,,,2850.6,2675.0,,,,,311.0,-470.6,58.0,2192.0,,,,,,58.0,1160.4,,-457.5,797.4,-472.9,,,1253.6,1078.0,,,,,False,True,False,,,,,,True,False,,False,False,False,,,False,False,,,,
08003,17,48.0,,15.0,0.0,,,,,,135.0,58.2,,10.0,45.1,2.8,,,37.5,,,,,,31.0,,-2.0,-17.0,,,,,,118.0,41.2,,-7.0,28.1,-14.2,,,20.5,,,,,,,True,True,,,,,,False,False,,True,True,True,,,True,,,,,
08005,1321,1920.0,498.4,1845.0,2608.0,,,,,,1863.0,2799.2,,1581.4,2610.7,749.0,,,2775.6,4418.0,,,,,599.0,-822.6,524.0,1287.0,,,,,,542.0,1478.2,,260.4,1289.7,-572.0,,,1454.6,3097.0,,,,,False,True,False,,,,,,True,False,,True,False,True,,,False,False,,,,
08007,21,28.0,,2.0,0.0,,,,,,50.0,19.9,,2.7,23.7,,,,,,,,,,7.0,,-19.0,-21.0,,,,,,29.0,-1.1,,-18.3,2.7,,,,,,,,,,,False,False,,,,,,False,True,,False,True,,,,,,,,,
08009,1,0.0,,0.0,0.0,,,,,,3.0,0.3,,0.3,0.9,,,,0.2,,,,,,-1.0,,-1.0,-1.0,,,,,,2.0,-0.7,,-0.7,-0.1,,,,-0.8,,,,,,,False,False,,,,,,False,True,,True,True,,,,True,,,,,
08011,6,0.0,,0.0,0.0,,,,,,0.0,10.2,,0.1,0.8,,,,0.0,,,,,,-6.0,,-6.0,-6.0,,,,,,-6.0,4.2,,-5.9,-5.2,,,,-6.0,,,,,,,False,False,,,,,,False,True,,True,True,,,,False,,,,,
08013,464,492.0,424.7,499.0,670.0,,,,,,481.0,990.7,,495.3,712.3,404.8,,,639.8,653.0,,,,,28.0,-39.3,35.0,206.0,,,,,,17.0,526.7,,31.3,248.3,-59.2,,,175.8,189.0,,,,,False,False,False,,,,,,True,False,,False,False,False,,,False,False,,,,
08014,133,80.0,37.3,54.0,54.0,,,,,,520.0,216.5,,40.0,106.0,,,,69.8,,,,,,-53.0,-95.7,-79.0,-79.0,,,,,,387.0,83.5,,-93.0,-27.0,,,,-63.2,,,,,,False,False,False,,,,,,False,False,,False,True,,,,False,,,,,
08015,69,132.0,,57.0,0.0,,,,,,70.0,39.1,,101.9,265.2,78.8,,,18.1,,,,,,63.0,,-12.0,-69.0,,,,,,1.0,-29.9,,32.9,196.2,9.8,,,-50.9,,,,,,,True,False,,,,,,True,True,,True,False,True,,,True,,,,,
08017,2,0.0,,0.0,0.0,,,,,,0.0,8.3,,1.1,3.0,,,,0.0,,,,,,-2.0,,-2.0,-2.0,,,,,,-2.0,6.3,,-0.9,1.0,,,,-2.0,,,,,,,False,False,,,,,,False,False,,True,True,,,,False,,,,,
08019,9,8.0,,5.0,0.0,,,,,,18.0,14.1,,1.7,7.7,,,,5.8,,,,,,-1.0,,-4.0,-9.0,,,,,,9.0,5.1,,-7.3,-1.3,,,,-3.2,,,,,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,
08021,10,8.0,,4.0,0.0,,,,,,46.0,29.7,,1.4,3.1,,,,5.7,,,,,,-2.0,,-6.0,-10.0,,,,,,36.0,19.7,,-8.6,-6.9,,,,-4.3,,,,,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,
08023,4,0.0,,0.0,0.0,,,,,,11.0,2.9,,1.0,1.5,,,,0.2,,,,,,-4.0,,-4.0,-4.0,,,,,,7.0,-1.1,,-3.0,-2.5,,,,-3.8,,,,,,,False,False,,,,,,False,True,,True,True,,,,True,,,,,
08025,1,0.0,,0.0,0.0,,,,,,18.0,1.6,,3.6,3.0,,,,0.3,,,,,,-1.0,,-1.0,-1.0,,,,,,17.0,0.6,,2.6,2.0,,,,-0.7,,,,,,,False,False,,,,,,False,True,,False,False,,,,True,,,,,
08027,3,8.0,,1.0,0.0,,,,,,1.0,16.2,,0.2,2.3,,,,2.3,,,,,,5.0,,-2.0,-3.0,,,,,,-2.0,13.2,,-2.8,-0.7,,,,-0.7,,,,,,,True,True,,,,,,True,False,,True,True,,,,True,,,,,
08029,43,48.0,,24.0,30.0,,,,,,84.0,102.8,,5.1,34.7,,,,26.0,,,,,,5.0,,-19.0,-13.0,,,,,,41.0,59.8,,-37.9,-8.3,,,,-17.0,,,,,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,
08031,1741,3124.0,659.7,3372.0,7226.0,,,,,,2694.0,3005.8,,3440.3,4365.5,1716.3,,,3569.7,5817.0,,,,,1383.0,-1081.3,1631.0,5485.0,,,,,,953.0,1264.8,,1699.3,2624.5,-24.7,,,1828.7,4076.0,,,,,True,False,False,,,,,,True,True,,False,False,True,,,False,False,,,,
08033,1,0.0,,0.0,0.0,,,,,,0.0,9.0,,,0.6,,,,0.0,,,,,,-1.0,,-1.0,-1.0,,,,,,-1.0,8.0,,,-0.4,,,,-1.0,,,,,,,False,False,,,,,,False,False,,,True,,,,False,,,,,
08035,400,736.0,241.2,717.0,717.0,,,,,,528.0,1272.7,,787.2,859.4,1921.0,,,643.8,920.0,,,,,336.0,-158.8,317.0,317.0,,,,,,128.0,872.7,,387.2,459.4,1521.0,,,243.8,520.0,,,,,True,True,True,,,,,,True,False,,False,False,False,,,True,False,,,,
08037,220,452.0,5.4,330.0,927.0,,,,,,274.0,247.5,,388.8,540.2,179.5,,,416.9,,,,,,232.0,-214.6,110.0,707.0,,,,,,54.0,27.5,,168.8,320.2,-40.5,,,196.9,,,,,,True,True,False,,,,,,True,True,,True,False,True,,,True,,,,,
08039,40,36.0,,17.0,25.0,,,,,,20.0,55.5,,3.6,26.5,,,,20.1,,,,,,-4.0,,-23.0,-15.0,,,,,,-20.0,15.5,,-36.4,-13.5,,,,-19.9,,,,,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,
08041,1662,2224.0,1447.7,2546.0,2304.0,,,,,,1335.0,3715.9,,2573.8,2963.1,3034.3,,,2635.9,3746.0,,,,,562.0,-214.3,884.0,642.0,,,,,,-327.0,2053.9,,911.8,1301.1,1372.3,,,973.9,2084.0,,,,,True,False,False,,,,,,True,False,,False,False,False,,,False,False,,,,
08043,59,60.0,,54.0,197.0,,,,,,46.0,172.3,,11.3,72.8,,,,74.2,,,,,,1.0,,-5.0,138.0,,,,,,-13.0,113.3,,-47.7,13.8,,,,15.2,,,,,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,
08045,202,428.0,461.7,454.0,603.0,,,,,,202.0,372.1,,459.5,451.9,380.0,,,654.7,,,,,,226.0,259.7,252.0,401.0,,,,,,0.0,170.1,,257.5,249.9,178.0,,,452.7,,,,,,False,False,False,,,,,,True,True,,False,False,True,,,False,,,,,
08047,4,4.0,,0.0,0.0,,,,,,32.0,14.8,,0.4,1.7,,,,,,,,,,0.0,,-4.0,-4.0,,,,,,28.0,10.8,,-3.6,-2.3,,,,,,,,,,,False,False,,,,,,False,False,,False,False,,,,,,,,,
08049,17,20.0,,14.0,28.0,,,,,,13.0,40.6,,1.2,17.6,,,,17.1,,,,,,3.0,,-3.0,11.0,,,,,,-4.0,23.6,,-15.8,0.6,,,,0.1,,,,,,,False,False,,,,,,False,False,,False,True,,,,True,,,,,
08051,70,68.0,,11.0,0.0,,,,,,44.0,30.5,,10.6,53.6,0.6,,,45.1,,,,,,-2.0,,-59.0,-70.0,,,,,,-26.0,-39.5,,-59.4,-16.4,-69.4,,,-24.9,,,,,,,False,False,,,,,,False,False,,False,False,False,,,False,,,,,
08053,0,0.0,,0.0,0.0,,,,,,4.0,0.1,,0.0,0.6,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,4.0,0.1,,0.0,0.6,,,,0.0,,,,,,,True,True,,,,,,False,False,,False,False,,,,False,,,,,
08055,2,4.0,,0.0,0.0,,,,,,0.0,7.0,,0.1,1.4,,,,3.9,,,,,,2.0,,-2.0,-2.0,,,,,,-2.0,5.0,,-1.9,-0.6,,,,1.9,,,,,,,False,False,,,,,,False,False,,True,True,,,,True,,,,,
08057,1,0.0,,0.0,0.0,,,,,,3.0,14.3,,,0.6,,,,0.0,,,,,,-1.0,,-1.0,-1.0,,,,,,2.0,13.3,,,-0.4,,,,-1.0,,,,,,,False,False,,,,,,False,False,,,True,,,,True,,,,,
08059,940,1480.0,300.9,1712.0,2443.0,,,,,,1034.0,2881.8,,1098.9,1886.6,1631.3,,,2557.8,2548.0,,,,,540.0,-639.1,772.0,1503.0,,,,,,94.0,1941.8,,158.9,946.6,691.3,,,1617.8,1608.0,,,,,False,False,False,,,,,,True,False,,True,False,False,,,False,False,,,,
08061,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.5,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.5,,,,,,,,,,,True,True,,,,,,True,True,,,False,,,,,,,,,
08063,28,24.0,,4.0,,,,,,,4.0,23.3,,1.9,6.8,,,,11.6,,,,,,-4.0,,-24.0,,,,,,,-24.0,-4.7,,-26.1,-21.2,,,,-16.4,,,,,,,False,,,,,,,False,False,,False,False,,,,False,,,,,
08065,20,4.0,,5.0,3.0,,,,,,32.0,26.1,,5.8,8.0,,,,0.7,,,,,,-16.0,,-15.0,-17.0,,,,,,12.0,6.1,,-14.2,-12.0,,,,-19.3,,,,,,,True,False,,,,,,True,True,,True,True,,,,False,,,,,
08067,53,112.0,40.3,76.0,219.0,,,,,,80.0,197.8,,47.8,116.5,102.4,,,81.5,,,,,,59.0,-12.7,23.0,166.0,,,,,,27.0,144.8,,-5.2,63.5,49.4,,,28.5,,,,,,True,True,False,,,,,,True,False,,True,False,True,,,True,,,,,
08069,552,732.0,285.8,765.0,813.0,,,,,,336.0,1332.0,,523.3,777.7,1026.6,,,1329.8,852.0,,,,,180.0,-266.2,213.0,261.0,,,,,,-216.0,780.0,,-28.7,225.7,474.6,,,777.8,300.0,,,,,False,False,False,,,,,,False,False,,True,False,False,,,False,False,,,,
08071,6,8.0,,0.0,0.0,,,,,,3.0,24.1,,0.5,2.7,,,,,,,,,,2.0,,-6.0,-6.0,,,,,,-3.0,18.1,,-5.5,-3.3,,,,,,,,,,,False,False,,,,,,False,False,,False,False,,,,,,,,,
08073,2,0.0,,0.0,0.0,,,,,,0.0,7.2,,0.1,1.0,,,,0.0,,,,,,-2.0,,-2.0,-2.0,,,,,,-2.0,5.2,,-1.9,-1.0,,,,-2.0,,,,,,,False,False,,,,,,False,False,,True,True,,,,False,,,,,
08075,18,12.0,,3.0,0.0,,,,,,78.0,52.5,,0.2,8.5,3.5,,,5.5,,,,,,-6.0,,-15.0,-18.0,,,,,,60.0,34.5,,-17.8,-9.5,-14.5,,,-12.5,,,,,,,False,False,,,,,,False,False,,False,False,False,,,False,,,,,
08077,150,188.0,95.9,209.0,343.0,,,,,,119.0,468.3,,97.9,208.6,313.6,,,251.3,330.0,,,,,38.0,-54.1,59.0,193.0,,,,,,-31.0,318.3,,-52.1,58.6,163.6,,,101.3,180.0,,,,,False,False,False,,,,,,True,False,,False,False,False,,,False,False,,,,
08079,1,4.0,,0.0,0.0,,,,,,8.0,3.1,,0.9,1.9,,,,,,,,,,3.0,,-1.0,-1.0,,,,,,7.0,2.1,,-0.1,0.9,,,,,,,,,,,True,True,,,,,,False,True,,True,True,,,,,,,,,
08081,10,20.0,,4.0,0.0,,,,,,4.0,36.7,,0.8,10.9,,,,26.1,,,,,,10.0,,-6.0,-10.0,,,,,,-6.0,26.7,,-9.2,0.9,,,,16.1,,,,,,,True,False,,,,,,True,False,,True,True,,,,False,,,,,
08083,25,28.0,,23.0,28.0,,,,,,40.0,90.3,,16.0,59.5,,,,6.9,,,,,,3.0,,-2.0,3.0,,,,,,15.0,65.3,,-9.0,34.5,,,,-18.1,,,,,,,True,False,,,,,,False,False,,False,False,,,,False,,,,,
08085,79,92.0,,63.0,82.0,,,,,,90.0,125.2,,53.1,124.4,20.4,,,63.0,,,,,,13.0,,-16.0,3.0,,,,,,11.0,46.2,,-25.9,45.4,-58.6,,,-16.0,,,,,,,False,True,,,,,,True,False,,False,False,False,,,False,,,,,
08087,32,28.0,,13.0,,,,,,,139.0,70.5,,3.0,33.7,3.2,,,21.9,,,,,,-4.0,,-19.0,,,,,,,107.0,38.5,,-29.0,1.7,-28.8,,,-10.1,,,,,,,False,,,,,,,False,False,,False,True,False,,,False,,,,,
08089,44,48.0,,11.0,0.0,,,,,,18.0,42.2,,3.4,34.4,,,,29.7,,,,,,4.0,,-33.0,-44.0,,,,,,-26.0,-1.8,,-40.6,-9.6,,,,-14.3,,,,,,,False,False,,,,,,False,True,,False,False,,,,False,,,,,
08091,3,0.0,,0.0,0.0,,,,,,12.0,1.6,,0.3,1.2,,,,0.0,,,,,,-3.0,,-3.0,-3.0,,,,,,9.0,-1.4,,-2.7,-1.8,,,,-3.0,,,,,,,False,False,,,,,,False,True,,True,True,,,,True,,,,,
08093,5,24.0,,9.0,,,,,,,9.0,38.8,,2.6,17.7,,,,19.5,,,,,,19.0,,4.0,,,,,,,4.0,33.8,,-2.4,12.7,,,,14.5,,,,,,,True,,,,,,,True,False,,True,True,,,,True,,,,,
08095,0,16.0,,0.0,0.0,,,,,,1.0,7.7,,0.4,3.0,,,,8.8,,,,,,16.0,,0.0,0.0,,,,,,1.0,7.7,,0.4,3.0,,,,8.8,,,,,,,True,True,,,,,,True,True,,True,True,,,,True,,,,,
08097,43,12.0,,56.0,165.0,,,,,,69.0,39.1,,0.7,63.8,54.9,,,20.5,,,,,,-31.0,,13.0,122.0,,,,,,26.0,-3.9,,-42.3,20.8,11.9,,,-22.5,,,,,,,True,False,,,,,,True,True,,False,True,True,,,True,,,,,
08099,31,4.0,,1.0,0.0,,,,,,6.0,27.4,,2.7,9.7,,,,0.1,,,,,,-27.0,,-30.0,-31.0,,,,,,-25.0,-3.6,,-28.3,-21.3,,,,-30.9,,,,,,,False,False,,,,,,True,True,,False,True,,,,False,,,,,
08101,246,280.0,155.6,270.0,577.0,,,,,,521.0,778.6,,72.7,285.1,220.0,,,284.7,298.0,,,,,34.0,-90.4,24.0,331.0,,,,,,275.0,532.6,,-173.3,39.1,-26.0,,,38.7,52.0,,,,,False,True,False,,,,,,False,False,,False,False,True,,,False,False,,,,
08103,15,0.0,,0.0,0.0,,,,,,4.0,5.1,,0.2,0.8,,,,0.5,,,,,,-15.0,,-15.0,-15.0,,,,,,-11.0,-9.9,,-14.8,-14.2,,,,-14.5,,,,,,,False,False,,,,,,True,True,,True,True,,,,True,,,,,
08105,7,20.0,,11.0,0.0,,,,,,76.0,36.8,,9.4,12.4,,,,26.9,,,,,,13.0,,4.0,-7.0,,,,,,69.0,29.8,,2.4,5.4,,,,19.9,,,,,,,True,True,,,,,,False,False,,True,True,,,,False,,,,,
08107,38,28.0,,12.0,0.0,,,,,,30.0,42.0,,4.2,21.1,,,,28.5,,,,,,-10.0,,-26.0,-38.0,,,,,,-8.0,4.0,,-33.8,-16.9,,,,-9.5,,,,,,,False,False,,,,,,True,True,,False,False,,,,True,,,,,
08109,2,8.0,,0.0,0.0,,,,,,16.0,17.7,,0.1,3.4,0.7,,,19.2,,,,,,6.0,,-2.0,-2.0,,,,,,14.0,15.7,,-1.9,1.4,-1.3,,,17.2,,,,,,,True,True,,,,,,False,False,,True,True,True,,,False,,,,,
08111,0,0.0,,0.0,0.0,,,,,,4.0,3.5,,0.0,0.6,,,,0.1,,,,,,0.0,,0.0,0.0,,,,,,4.0,3.5,,0.0,0.6,,,,0.1,,,,,,,True,True,,,,,,False,False,,False,False,,,,False,,,,,
08113,20,36.0,,21.0,28.0,,,,,,16.0,39.3,,5.5,33.5,,,,30.5,,,,,,16.0,,1.0,8.0,,,,,,-4.0,19.3,,-14.5,13.5,,,,10.5,,,,,,,True,True,,,,,,True,False,,True,True,,,,True,,,,,
08115,1,24.0,,8.0,,,,,,,0.0,28.1,,,3.1,,,,11.5,,,,,,23.0,,7.0,,,,,,,-1.0,27.1,,,2.1,,,,10.5,,,,,,,True,,,,,,,True,False,,,True,,,,True,,,,,
08117,36,44.0,,46.0,59.0,,,,,,81.0,89.4,,6.4,53.6,43.3,,,48.5,,,,,,8.0,,10.0,23.0,,,,,,45.0,53.4,,-29.6,17.6,7.3,,,12.5,,,,,,,False,False,,,,,,False,False,,False,False,True,,,False,,,,,
08119,58,100.0,,54.0,289.0,,,,,,42.0,108.6,,7.2,78.8,,,,78.7,,,,,,42.0,,-4.0,231.0,,,,,,-16.0,50.6,,-50.8,20.8,,,,20.7,,,,,,,True,False,,,,,,True,False,,False,True,,,,True,,,,,
08121,6,0.0,,0.0,0.0,,,,,,3.0,6.3,,1.5,1.4,,,,9.1,,,,,,-6.0,,-6.0,-6.0,,,,,,-3.0,0.3,,-4.5,-4.6,,,,3.1,,,,,,,False,False,,,,,,True,True,,True,True,,,,True,,,,,
08123,533,788.0,127.4,485.0,1072.0,,,,,,485.0,1237.0,,410.7,998.4,240.1,,,1381.0,1015.0,,,,,255.0,-405.6,-48.0,539.0,,,,,,-48.0,704.0,,-122.3,465.4,-292.9,,,848.0,482.0,,,,,False,True,False,,,,,,True,False,,True,False,False,,,False,False,,,,
08125,6,8.0,,4.0,0.0,,,,,,6.0,25.1,,2.5,3.9,,,,10.4,,,,,,2.0,,-2.0,-6.0,,,,,,0.0,19.1,,-3.5,-2.1,,,,4.4,,,,,,,False,False,,,,,,True,False,,False,False,,,,False,,,,,
09001,1013,1408.0,277.2,708.0,5740.0,,,,,,462.0,1881.8,,754.9,1059.8,511.4,,,999.0,1192.0,,,,,395.0,-735.8,-305.0,4727.0,,,,,,-551.0,868.8,,-258.1,46.8,-501.6,,,-14.0,179.0,,,,,False,True,False,,,,,,False,False,,True,True,False,,,True,True,,,,
09003,669,1176.0,816.2,838.0,3823.0,,,,,,1188.0,1437.7,,810.4,827.2,163.0,,,924.0,492.0,,,,,507.0,147.2,169.0,3154.0,,,,,,519.0,768.7,,141.4,158.2,-506.0,,,255.0,-177.0,,,,,True,True,False,,,,,,False,False,,True,True,True,,,True,True,,,,
09005,89,148.0,104.9,89.0,266.0,,,,,,32.0,198.5,,65.2,104.1,30.4,,,101.7,174.0,,,,,59.0,15.9,0.0,177.0,,,,,,-57.0,109.5,,-23.8,15.1,-58.6,,,12.7,85.0,,,,,True,True,False,,,,,,True,False,,True,True,True,,,True,False,,,,
