,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
45001,274,378.0,,,,,186.0,,570.5,85.3,234.8,,,399.0,104.0,,,,,-88.0,,296.5,-188.7,-39.2,,,125.0,,,,,True,,False,False,True,,,False
45003,1813,833.0,,,,,1315.0,,744.1,552.6,0.9,897.9,,147.0,-980.0,,,,,-498.0,,-1068.9,-1260.4,-1812.1,-915.1,,-1666.0,,,,,True,,False,False,False,True,,False
45005,44,63.0,,,,,82.0,,55.8,9.1,0.0,,,15.0,19.0,,,,,38.0,,11.8,-34.9,-44.0,,,-29.0,,,,,False,,True,False,False,,,False
45007,2995,1806.0,,,,,1562.0,,1396.8,1274.4,842.3,1365.9,,1010.0,-1189.0,,,,,-1433.0,,-1598.2,-1720.6,-2152.7,-1629.1,,-1985.0,,,,,False,,False,False,False,False,,False
45009,91,49.0,,,,,114.0,,40.0,0.9,0.0,,,9.0,-42.0,,,,,23.0,,-51.0,-90.1,-91.0,,,-82.0,,,,,True,,False,False,False,,,False
45011,195,175.0,,,,,128.0,,205.1,21.2,0.0,,,64.0,-20.0,,,,,-67.0,,10.1,-173.8,-195.0,,,-131.0,,,,,False,,True,False,False,,,False
45013,1234,812.0,,,,,471.0,,613.4,503.6,8.4,378.7,,338.0,-422.0,,,,,-763.0,,-620.6,-730.4,-1225.6,-855.3,,-896.0,,,,,False,,False,False,False,False,,False
45015,1454,679.0,,,,,776.0,,535.1,376.0,280.5,312.7,,167.0,-775.0,,,,,-678.0,,-918.9,-1078.0,-1173.5,-1141.3,,-1287.0,,,,,True,,False,False,False,False,,False
45017,70,161.0,,,,,96.0,,138.9,5.9,0.4,,,153.0,91.0,,,,,26.0,,68.9,-64.1,-69.6,,,83.0,,,,,True,,True,True,True,,,True
45019,3631,1603.0,,,,,1074.0,,1089.4,1224.9,53.4,606.8,,508.0,-2028.0,,,,,-2557.0,,-2541.6,-2406.1,-3577.6,-3024.2,,-3123.0,,,,,False,,False,False,False,False,,False
45021,791,469.0,,,,,747.0,,479.8,52.7,9.9,207.1,,381.0,-322.0,,,,,-44.0,,-311.2,-738.3,-781.1,-583.9,,-410.0,,,,,True,,True,False,False,False,,False
45023,424,343.0,,,,,378.0,,319.7,76.4,0.1,199.3,,660.0,-81.0,,,,,-46.0,,-104.3,-347.6,-423.9,-224.7,,236.0,,,,,True,,False,False,False,False,,False
45025,416,469.0,,,,,531.0,,416.3,148.8,0.1,378.6,,522.0,53.0,,,,,115.0,,0.3,-267.2,-415.9,-37.4,,106.0,,,,,False,,True,False,False,True,,False
45027,261,84.0,,,,,185.0,,93.9,24.4,0.1,113.6,,16.0,-177.0,,,,,-76.0,,-167.1,-236.6,-260.9,-147.4,,-245.0,,,,,True,,True,False,False,True,,False
45029,347,427.0,,,,,199.0,,386.2,139.7,0.3,196.8,,571.0,80.0,,,,,-148.0,,39.2,-207.3,-346.7,-150.2,,224.0,,,,,False,,True,False,False,False,,False
45031,754,819.0,,,,,623.0,,753.8,540.9,0.6,731.6,,490.0,65.0,,,,,-131.0,,-0.2,-213.1,-753.4,-22.4,,-264.0,,,,,False,,True,False,False,True,,False
45033,352,518.0,,,,,291.0,,503.8,191.7,234.2,229.9,,652.0,166.0,,,,,-61.0,,151.8,-160.3,-117.8,-122.1,,300.0,,,,,True,,True,True,True,True,,False
45035,1394,1085.0,,,,,633.0,,803.2,523.5,116.4,526.5,,768.0,-309.0,,,,,-761.0,,-590.8,-870.5,-1277.6,-867.5,,-626.0,,,,,False,,False,False,False,False,,False
45037,325,84.0,,,,,257.0,,132.7,24.2,0.0,,,11.0,-241.0,,,,,-68.0,,-192.3,-300.8,-325.0,,,-314.0,,,,,True,,True,False,False,,,False
45039,228,224.0,,,,,259.0,,213.3,22.4,0.1,,,232.0,-4.0,,,,,31.0,,-14.7,-205.6,-227.9,,,4.0,,,,,False,,False,False,False,,,False
45041,1513,1043.0,,,,,1060.0,,768.2,594.3,4.7,1013.9,,673.0,-470.0,,,,,-453.0,,-744.8,-918.7,-1508.3,-499.1,,-840.0,,,,,True,,False,False,False,False,,False
45043,766,525.0,,,,,212.0,,364.2,332.8,0.2,249.1,,465.0,-241.0,,,,,-554.0,,-401.8,-433.2,-765.8,-516.9,,-301.0,,,,,False,,False,False,False,False,,False
45045,8104,4438.0,,,,,3662.0,,3480.1,3280.4,261.1,2097.4,,5049.0,-3666.0,,,,,-4442.0,,-4623.9,-4823.6,-7842.9,-6006.6,,-3055.0,,,,,False,,False,False,False,False,,True
45047,665,588.0,,,,,594.0,,484.4,76.1,1.4,320.5,,588.0,-77.0,,,,,-71.0,,-180.6,-588.9,-663.6,-344.5,,-77.0,,,,,True,,False,False,False,False,,False
45049,140,182.0,,,,,143.0,,193.2,37.9,0.0,,,77.0,42.0,,,,,3.0,,53.2,-102.1,-140.0,,,-63.0,,,,,True,,False,False,False,,,False
45051,3556,4270.0,,,,,1230.0,,3062.5,3322.7,115.4,1562.6,,2234.0,714.0,,,,,-2326.0,,-493.5,-233.3,-3440.6,-1993.4,,-1322.0,,,,,False,,True,True,False,False,,False
45053,208,210.0,,,,,107.0,,181.7,65.7,0.0,,,68.0,2.0,,,,,-101.0,,-26.3,-142.3,-208.0,,,-140.0,,,,,False,,False,False,False,,,False
45055,751,686.0,,,,,628.0,,636.7,262.8,3.5,251.8,,457.0,-65.0,,,,,-123.0,,-114.3,-488.2,-747.5,-499.2,,-294.0,,,,,False,,False,False,False,False,,False
45057,1158,588.0,,,,,908.0,,561.1,200.1,4.8,377.8,,345.0,-570.0,,,,,-250.0,,-596.9,-957.9,-1153.2,-780.2,,-813.0,,,,,True,,False,False,False,False,,False
45059,725,294.0,,,,,575.0,,297.3,88.0,18.9,123.7,,326.0,-431.0,,,,,-150.0,,-427.7,-637.0,-706.1,-601.3,,-399.0,,,,,True,,True,False,False,False,,True
45061,152,112.0,,,,,153.0,,91.8,31.5,0.1,,,7.0,-40.0,,,,,1.0,,-60.2,-120.5,-151.9,,,-145.0,,,,,True,,False,False,False,,,False
45063,3246,2387.0,,,,,1903.0,,2061.9,1519.8,371.3,783.0,,1970.0,-859.0,,,,,-1343.0,,-1184.1,-1726.2,-2874.7,-2463.0,,-1276.0,,,,,False,,False,False,False,False,,False
45065,87,28.0,,,,,44.0,,52.9,5.9,0.0,,,19.0,-59.0,,,,,-43.0,,-34.1,-81.1,-87.0,,,-68.0,,,,,True,,True,False,False,,,False
45067,325,427.0,,,,,173.0,,412.1,240.1,161.9,,,273.0,102.0,,,,,-152.0,,87.1,-84.9,-163.1,,,-52.0,,,,,False,,True,True,False,,,True
45069,406,308.0,,,,,188.0,,317.9,51.7,0.0,,,214.0,-98.0,,,,,-218.0,,-88.1,-354.3,-406.0,,,-192.0,,,,,False,,True,False,False,,,False
45071,622,700.0,,,,,415.0,,844.2,141.0,236.8,172.2,,928.0,78.0,,,,,-207.0,,222.2,-481.0,-385.2,-449.8,,306.0,,,,,False,,False,False,False,False,,False
45073,1209,1659.0,,,,,657.0,,1924.8,965.7,0.4,567.1,,2242.0,450.0,,,,,-552.0,,715.8,-243.3,-1208.6,-641.9,,1033.0,,,,,False,,False,True,False,False,,False
45075,587,301.0,,,,,592.0,,246.8,93.1,0.1,162.0,,150.0,-286.0,,,,,5.0,,-340.2,-493.9,-586.9,-425.0,,-437.0,,,,,True,,False,False,False,False,,False
45077,2815,1911.0,,,,,1138.0,,1795.5,1119.0,932.7,598.7,,1497.0,-904.0,,,,,-1677.0,,-1019.5,-1696.0,-1882.3,-2216.3,,-1318.0,,,,,False,,False,False,False,False,,False
45079,4146,3101.0,,,,,2683.0,,2166.8,1741.8,23.0,1809.6,,903.0,-1045.0,,,,,-1463.0,,-1979.2,-2404.2,-4123.0,-2336.4,,-3243.0,,,,,False,,False,False,False,False,,False
45081,101,84.0,,,,,187.0,,91.7,8.2,0.2,,,4.0,-17.0,,,,,86.0,,-9.3,-92.8,-100.8,,,-97.0,,,,,False,,True,False,False,,,False
45083,4757,2646.0,,,,,2775.0,,1970.7,1387.8,730.1,1364.9,,1545.0,-2111.0,,,,,-1982.0,,-2786.3,-3369.2,-4026.9,-3392.1,,-3212.0,,,,,True,,False,False,False,False,,False
45085,849,287.0,,,,,873.0,,230.8,133.7,3.3,136.5,,95.0,-562.0,,,,,24.0,,-618.2,-715.3,-845.7,-712.5,,-754.0,,,,,True,,False,False,False,False,,False
45087,399,266.0,,,,,303.0,,339.3,94.4,107.1,,,244.0,-133.0,,,,,-96.0,,-59.7,-304.6,-291.9,,,-155.0,,,,,True,,True,False,False,,,False
45089,282,105.0,,,,,137.0,,88.1,17.2,0.1,70.0,,34.0,-177.0,,,,,-145.0,,-193.9,-264.8,-281.9,-212.0,,-248.0,,,,,True,,False,False,False,False,,False
45091,3703,1883.0,,,,,1933.0,,1707.4,1529.9,549.0,729.8,,1625.0,-1820.0,,,,,-1770.0,,-1995.6,-2173.1,-3154.0,-2973.2,,-2078.0,,,,,True,,False,False,False,False,,False
46003,230,406.0,,,,,31.0,,852.1,219.0,0.0,,,42.0,176.0,,,,,-199.0,,622.1,-11.0,-230.0,,,-188.0,,,,,False,,False,True,False,,,False
46005,1319,665.0,,,,,642.0,,529.6,241.6,349.3,,,141.0,-654.0,,,,,-677.0,,-789.4,-1077.4,-969.7,,,-1178.0,,,,,False,,False,False,False,,,False
46007,211,203.0,,,,,56.0,,261.3,,0.0,,,69.0,-8.0,,,,,-155.0,,50.3,,-211.0,,,-142.0,,,,,False,,False,,False,,,False
46009,1208,301.0,,,,,193.0,,538.0,98.2,0.1,,,131.0,-907.0,,,,,-1015.0,,-670.0,-1109.8,-1207.9,,,-1077.0,,,,,False,,True,False,False,,,False
46011,1455,812.0,,,,,1585.0,,608.5,857.5,0.0,,,345.0,-643.0,,,,,130.0,,-846.5,-597.5,-1455.0,,,-1110.0,,,,,True,,False,True,False,,,False
46013,2054,1456.0,,,,,1427.0,,1332.1,562.7,461.9,700.7,,933.0,-598.0,,,,,-627.0,,-721.9,-1491.3,-1592.1,-1353.3,,-1121.0,,,,,False,,False,False,False,False,,False
46015,389,196.0,,,,,51.0,,173.2,,35.8,,,17.0,-193.0,,,,,-338.0,,-215.8,,-353.2,,,-372.0,,,,,False,,False,,False,,,False
46017,203,182.0,,,,,17.0,,126.2,100.7,16.6,,,0.0,-21.0,,,,,-186.0,,-76.8,-102.3,-186.4,,,-203.0,,,,,False,,False,False,False,,,False
46019,547,273.0,,,,,145.0,,368.0,,76.8,,,36.0,-274.0,,,,,-402.0,,-179.0,,-470.2,,,-511.0,,,,,False,,True,,False,,,False
46021,52,105.0,,,,,35.0,,96.0,,,,,13.0,53.0,,,,,-17.0,,44.0,,,,,-39.0,,,,,True,,True,,,,,True
46023,595,343.0,,,,,97.0,,464.6,255.4,10.9,,,112.0,-252.0,,,,,-498.0,,-130.4,-339.6,-584.1,,,-483.0,,,,,False,,True,False,False,,,False
46025,198,49.0,,,,,127.0,,47.5,83.3,,,,14.0,-149.0,,,,,-71.0,,-150.5,-114.7,,,,-184.0,,,,,True,,False,True,,,,False
46027,715,371.0,,,,,370.0,,238.0,249.3,0.0,,,101.0,-344.0,,,,,-345.0,,-477.0,-465.7,-715.0,,,-614.0,,,,,False,,False,False,False,,,False
46029,1524,924.0,,,,,1468.0,,905.3,222.2,320.0,,,297.0,-600.0,,,,,-56.0,,-618.7,-1301.8,-1204.0,,,-1227.0,,,,,True,,False,False,False,,,False
46031,263,140.0,,,,,42.0,,164.6,79.6,0.0,,,84.0,-123.0,,,,,-221.0,,-98.4,-183.4,-263.0,,,-179.0,,,,,False,,True,False,False,,,False
46033,321,112.0,,,,,40.0,,111.9,,0.0,,,86.0,-209.0,,,,,-281.0,,-209.1,,-321.0,,,-235.0,,,,,False,,False,,False,,,False
46035,1845,938.0,,,,,585.0,,1670.7,447.9,281.3,,,256.0,-907.0,,,,,-1260.0,,-174.3,-1397.1,-1563.7,,,-1589.0,,,,,False,,True,False,False,,,False
46037,255,126.0,,,,,113.0,,148.8,9.7,36.5,,,42.0,-129.0,,,,,-142.0,,-106.2,-245.3,-218.5,,,-213.0,,,,,False,,True,False,False,,,False
46039,182,189.0,,,,,104.0,,224.5,42.2,0.0,,,75.0,7.0,,,,,-78.0,,42.5,-139.8,-182.0,,,-107.0,,,,,False,,False,False,False,,,False
46041,619,224.0,,,,,38.0,,267.1,187.1,0.0,,,0.0,-395.0,,,,,-581.0,,-351.9,-431.9,-619.0,,,-619.0,,,,,False,,True,False,False,,,False
46043,168,182.0,,,,,37.0,,209.7,77.5,79.7,,,32.0,14.0,,,,,-131.0,,41.7,-90.5,-88.3,,,-136.0,,,,,False,,False,False,False,,,False
46045,140,21.0,,,,,110.0,,15.1,4.9,0.0,,,6.0,-119.0,,,,,-30.0,,-124.9,-135.1,-140.0,,,-134.0,,,,,True,,False,False,False,,,False
46047,229,189.0,,,,,44.0,,228.5,82.4,0.0,,,197.0,-40.0,,,,,-185.0,,-0.5,-146.6,-229.0,,,-32.0,,,,,False,,True,False,False,,,True
46049,158,308.0,,,,,81.0,,423.2,289.6,0.0,,,13.0,150.0,,,,,-77.0,,265.2,131.6,-158.0,,,-145.0,,,,,True,,False,True,False,,,True
46051,397,287.0,,,,,301.0,,399.6,60.2,66.6,,,86.0,-110.0,,,,,-96.0,,2.6,-336.8,-330.4,,,-311.0,,,,,True,,True,False,False,,,False
46053,279,77.0,,,,,42.0,,53.4,7.6,0.0,,,17.0,-202.0,,,,,-237.0,,-225.6,-271.4,-279.0,,,-262.0,,,,,False,,False,False,False,,,False
46055,99,63.0,,,,,70.0,,160.0,,,,,33.0,-36.0,,,,,-29.0,,61.0,,,,,-66.0,,,,,True,,False,,,,,False
46057,353,105.0,,,,,151.0,,113.0,60.6,18.2,,,58.0,-248.0,,,,,-202.0,,-240.0,-292.4,-334.8,,,-295.0,,,,,True,,True,False,False,,,False
46059,207,126.0,,,,,70.0,,213.8,24.2,,,,3.0,-81.0,,,,,-137.0,,6.8,-182.8,,,,-204.0,,,,,False,,True,False,,,,False
46061,208,42.0,,,,,56.0,,54.9,,,,,14.0,-166.0,,,,,-152.0,,-153.1,,,,,-194.0,,,,,True,,True,,,,,False
46063,68,21.0,,,,,55.0,,35.0,,,,,57.0,-47.0,,,,,-13.0,,-33.0,,,,,-11.0,,,,,True,,True,,,,,True
46065,1016,658.0,,,,,373.0,,910.4,383.8,251.0,,,0.0,-358.0,,,,,-643.0,,-105.6,-632.2,-765.0,,,-1016.0,,,,,False,,True,False,False,,,False
46067,410,231.0,,,,,188.0,,334.1,59.6,2.0,,,94.0,-179.0,,,,,-222.0,,-75.9,-350.4,-408.0,,,-316.0,,,,,False,,True,False,False,,,False
46069,96,56.0,,,,,28.0,,58.9,19.5,,,,19.0,-40.0,,,,,-68.0,,-37.1,-76.5,,,,-77.0,,,,,False,,True,False,,,,False
46071,147,105.0,,,,,21.0,,169.4,25.0,,,,63.0,-42.0,,,,,-126.0,,22.4,-122.0,,,,-84.0,,,,,False,,True,False,,,,False
46073,90,343.0,,,,,72.0,,426.9,54.9,51.9,,,0.0,253.0,,,,,-18.0,,336.9,-35.1,-38.1,,,-90.0,,,,,True,,False,True,True,,,True
46075,42,14.0,,,,,14.0,,25.7,,,,,4.0,-28.0,,,,,-28.0,,-16.3,,,,,-38.0,,,,,False,,True,,,,,False
46077,341,231.0,,,,,127.0,,360.0,50.5,,,,99.0,-110.0,,,,,-214.0,,19.0,-290.5,,,,-242.0,,,,,False,,True,False,,,,False
46079,604,259.0,,,,,458.0,,221.8,81.6,107.9,,,138.0,-345.0,,,,,-146.0,,-382.2,-522.4,-496.1,,,-466.0,,,,,True,,False,False,False,,,False
46081,1428,651.0,,,,,513.0,,819.5,259.7,362.0,,,267.0,-777.0,,,,,-915.0,,-608.5,-1168.3,-1066.0,,,-1161.0,,,,,False,,True,False,False,,,False
46083,3565,1799.0,,,,,1332.0,,1927.2,2044.6,889.2,1158.4,,2017.0,-1766.0,,,,,-2233.0,,-1637.8,-1520.4,-2675.8,-2406.6,,-1548.0,,,,,False,,True,True,False,False,,True
46085,252,147.0,,,,,23.0,,157.1,57.8,0.0,,,0.0,-105.0,,,,,-229.0,,-94.9,-194.2,-252.0,,,-252.0,,,,,False,,True,False,False,,,False
46087,443,182.0,,,,,119.0,,247.0,46.8,109.2,,,39.0,-261.0,,,,,-324.0,,-196.0,-396.2,-333.8,,,-404.0,,,,,False,,True,False,False,,,False
46089,102,49.0,,,,,56.0,,29.5,15.6,,,,15.0,-53.0,,,,,-46.0,,-72.5,-86.4,,,,-87.0,,,,,True,,False,False,,,,False
46091,125,35.0,,,,,130.0,,39.1,17.2,,,,22.0,-90.0,,,,,5.0,,-85.9,-107.8,,,,-103.0,,,,,True,,True,False,,,,False
46093,1024,581.0,,,,,526.0,,731.9,395.6,276.9,,,277.0,-443.0,,,,,-498.0,,-292.1,-628.4,-747.1,,,-747.0,,,,,False,,True,False,False,,,False
46095,133,42.0,,,,,42.0,,81.4,,,,,76.0,-91.0,,,,,-91.0,,-51.6,,,,,-57.0,,,,,False,,True,,,,,True
46097,129,217.0,,,,,34.0,,591.1,65.1,,,,42.0,88.0,,,,,-95.0,,462.1,-63.9,,,,-87.0,,,,,False,,False,True,,,,True
46099,12400,5166.0,,,,,6189.0,,4210.3,5469.8,3791.6,7053.6,,2831.0,-7234.0,,,,,-6211.0,,-8189.7,-6930.2,-8608.4,-5346.4,,-9569.0,,,,,True,,False,True,False,True,,False
46101,270,224.0,,,,,98.0,,328.2,57.2,49.3,,,73.0,-46.0,,,,,-172.0,,58.2,-212.8,-220.7,,,-197.0,,,,,False,,False,False,False,,,False
46102,1206,560.0,,,,,56.0,,489.5,722.3,,,,134.0,-646.0,,,,,-1150.0,,-716.5,-483.7,,,,-1072.0,,,,,False,,False,True,,,,False
46103,5402,3465.0,,,,,1994.0,,4194.0,1957.3,1421.9,3704.3,,1400.0,-1937.0,,,,,-3408.0,,-1208.0,-3444.7,-3980.1,-1697.7,,-4002.0,,,,,False,,True,False,False,True,,False
46105,144,35.0,,,,,84.0,,45.6,,,,,3.0,-109.0,,,,,-60.0,,-98.4,,,,,-141.0,,,,,True,,True,,,,,False
46107,195,133.0,,,,,49.0,,261.5,,,,,0.0,-62.0,,,,,-146.0,,66.5,,,,,-195.0,,,,,False,,False,,,,,False
46109,448,105.0,,,,,275.0,,130.3,15.9,0.0,,,47.0,-343.0,,,,,-173.0,,-317.7,-432.1,-448.0,,,-401.0,,,,,True,,True,False,False,,,False
46111,214,119.0,,,,,22.0,,351.4,22.0,,,,56.0,-95.0,,,,,-192.0,,137.4,-192.0,,,,-158.0,,,,,False,,False,False,,,,False
46115,368,210.0,,,,,281.0,,180.4,82.5,88.8,,,63.0,-158.0,,,,,-87.0,,-187.6,-285.5,-279.2,,,-305.0,,,,,True,,False,False,False,,,False
46117,173,42.0,,,,,69.0,,39.9,29.1,,,,12.0,-131.0,,,,,-104.0,,-133.1,-143.9,,,,-161.0,,,,,True,,False,False,,,,False
46119,69,56.0,,,,,14.0,,117.2,4.8,,,,20.0,-13.0,,,,,-55.0,,48.2,-64.2,,,,-49.0,,,,,False,,False,False,,,,False
46121,726,448.0,,,,,90.0,,1148.7,246.9,0.1,,,199.0,-278.0,,,,,-636.0,,422.7,-479.1,-725.9,,,-527.0,,,,,False,,False,False,False,,,False
46123,303,119.0,,,,,129.0,,136.7,24.9,0.0,,,0.0,-184.0,,,,,-174.0,,-166.3,-278.1,-303.0,,,-303.0,,,,,True,,True,False,False,,,False
46125,501,665.0,,,,,155.0,,1130.5,563.9,199.8,,,142.0,164.0,,,,,-346.0,,629.5,62.9,-301.2,,,-359.0,,,,,False,,False,True,False,,,False
46127,698,595.0,,,,,353.0,,737.1,218.7,186.1,,,330.0,-103.0,,,,,-345.0,,39.1,-479.3,-511.9,,,-368.0,,,,,False,,True,False,False,,,False
46129,297,273.0,,,,,149.0,,238.3,233.3,50.4,,,48.0,-24.0,,,,,-148.0,,-58.7,-63.7,-246.6,,,-249.0,,,,,False,,False,False,False,,,False
46135,1224,441.0,,,,,670.0,,476.1,91.5,139.3,,,368.0,-783.0,,,,,-554.0,,-747.9,-1132.5,-1084.7,,,-856.0,,,,,True,,True,False,False,,,False
46137,103,35.0,,,,,40.0,,38.0,21.9,,,,46.0,-68.0,,,,,-63.0,,-65.0,-81.1,,,,-57.0,,,,,True,,True,False,,,,True
47001,1575,735.0,,,,,875.0,,795.7,234.1,2.5,326.0,,29.0,-840.0,,,,,-700.0,,-779.3,-1340.9,-1572.5,-1249.0,,-1546.0,,,,,True,,True,False,False,False,,False
47003,1290,483.0,,,,,714.0,,365.6,229.3,4.5,262.2,,202.0,-807.0,,,,,-576.0,,-924.4,-1060.7,-1285.5,-1027.8,,-1088.0,,,,,True,,False,False,False,False,,False
47005,458,91.0,,,,,258.0,,118.3,18.2,0.0,,,0.0,-367.0,,,,,-200.0,,-339.7,-439.8,-458.0,,,-458.0,,,,,True,,True,False,False,,,False
47007,285,168.0,,,,,177.0,,114.3,25.3,0.1,,,1.0,-117.0,,,,,-108.0,,-170.7,-259.7,-284.9,,,-284.0,,,,,True,,False,False,False,,,False
47009,2657,1232.0,,,,,1216.0,,1155.5,1100.2,6.6,588.0,,241.0,-1425.0,,,,,-1441.0,,-1501.5,-1556.8,-2650.4,-2069.0,,-2416.0,,,,,False,,False,False,False,False,,False
47011,1998,1239.0,,,,,1205.0,,996.5,208.6,5.5,670.3,,1376.0,-759.0,,,,,-793.0,,-1001.5,-1789.4,-1992.5,-1327.7,,-622.0,,,,,False,,False,False,False,False,,True
47013,888,1127.0,,,,,518.0,,1900.9,1763.3,282.7,,,7.0,239.0,,,,,-370.0,,1012.9,875.3,-605.3,,,-881.0,,,,,False,,False,False,False,,,False
47015,418,252.0,,,,,214.0,,281.5,54.8,147.6,,,51.0,-166.0,,,,,-204.0,,-136.5,-363.2,-270.4,,,-367.0,,,,,False,,True,False,False,,,False
47017,736,476.0,,,,,359.0,,501.7,164.1,2.0,,,405.0,-260.0,,,,,-377.0,,-234.3,-571.9,-734.0,,,-331.0,,,,,False,,True,False,False,,,False
47019,1427,609.0,,,,,613.0,,526.5,404.0,0.9,277.8,,530.0,-818.0,,,,,-814.0,,-900.5,-1023.0,-1426.1,-1149.2,,-897.0,,,,,True,,False,False,False,False,,False
47021,700,350.0,,,,,292.0,,321.8,120.0,2.5,,,294.0,-350.0,,,,,-408.0,,-378.2,-580.0,-697.5,,,-406.0,,,,,False,,False,False,False,,,False
47023,347,133.0,,,,,241.0,,149.9,26.2,0.1,,,22.0,-214.0,,,,,-106.0,,-197.1,-320.8,-346.9,,,-325.0,,,,,True,,True,False,False,,,False
47025,367,119.0,,,,,375.0,,175.3,51.8,0.0,,,149.0,-248.0,,,,,8.0,,-191.7,-315.2,-367.0,,,-218.0,,,,,True,,True,False,False,,,True
47027,248,385.0,,,,,60.0,,307.9,342.1,79.1,,,150.0,137.0,,,,,-188.0,,59.9,94.1,-168.9,,,-98.0,,,,,False,,True,True,False,,,True
47029,759,504.0,,,,,462.0,,532.6,208.2,0.2,,,769.0,-255.0,,,,,-297.0,,-226.4,-550.8,-758.8,,,10.0,,,,,False,,True,False,False,,,True
47031,1280,1351.0,,,,,806.0,,1364.7,273.8,781.2,774.5,,559.0,71.0,,,,,-474.0,,84.7,-1006.2,-498.8,-505.5,,-721.0,,,,,False,,False,False,False,False,,False
47033,514,511.0,,,,,185.0,,414.1,371.1,126.8,,,93.0,-3.0,,,,,-329.0,,-99.9,-142.9,-387.2,,,-421.0,,,,,False,,False,False,False,,,False
47035,1188,875.0,,,,,685.0,,894.7,489.8,2.1,608.8,,1370.0,-313.0,,,,,-503.0,,-293.3,-698.2,-1185.9,-579.2,,182.0,,,,,False,,True,False,False,False,,True
47037,14583,7637.0,,,,,3940.0,,5068.9,4531.0,225.3,3416.1,,4119.0,-6946.0,,,,,-10643.0,,-9514.1,-10052.0,-14357.7,-11166.9,,-10464.0,,,,,False,,False,False,False,False,,False
47039,371,189.0,,,,,209.0,,189.6,46.2,0.0,,,131.0,-182.0,,,,,-162.0,,-181.4,-324.8,-371.0,,,-240.0,,,,,True,,True,False,False,,,False
47041,577,210.0,,,,,328.0,,257.5,54.0,0.0,,,20.0,-367.0,,,,,-249.0,,-319.5,-523.0,-577.0,,,-557.0,,,,,True,,True,False,False,,,False
47043,1476,658.0,,,,,599.0,,600.4,141.5,7.3,474.4,,399.0,-818.0,,,,,-877.0,,-875.6,-1334.5,-1468.7,-1001.6,,-1077.0,,,,,False,,False,False,False,False,,False
47045,1507,1393.0,,,,,679.0,,1308.1,967.0,453.3,519.9,,1495.0,-114.0,,,,,-828.0,,-198.9,-540.0,-1053.7,-987.1,,-12.0,,,,,False,,False,False,False,False,,True
47047,891,756.0,,,,,411.0,,660.4,104.4,354.8,381.1,,385.0,-135.0,,,,,-480.0,,-230.6,-786.6,-536.2,-509.9,,-506.0,,,,,False,,False,False,False,False,,False
47049,470,756.0,,,,,185.0,,931.8,266.7,242.7,,,145.0,286.0,,,,,-285.0,,461.8,-203.3,-227.3,,,-325.0,,,,,True,,False,True,True,,,False
47051,977,560.0,,,,,537.0,,527.2,192.5,1.7,450.1,,316.0,-417.0,,,,,-440.0,,-449.8,-784.5,-975.3,-526.9,,-661.0,,,,,False,,False,False,False,False,,False
47053,1311,861.0,,,,,629.0,,791.3,362.1,577.4,557.3,,438.0,-450.0,,,,,-682.0,,-519.7,-948.9,-733.6,-753.7,,-873.0,,,,,False,,False,False,False,False,,False
47055,681,770.0,,,,,387.0,,881.5,403.1,281.6,,,14.0,89.0,,,,,-294.0,,200.5,-277.9,-399.4,,,-667.0,,,,,False,,False,False,False,,,False
47057,555,322.0,,,,,212.0,,421.0,134.4,88.9,,,199.0,-233.0,,,,,-343.0,,-134.0,-420.6,-466.1,,,-356.0,,,,,False,,True,False,False,,,False
47059,1774,756.0,,,,,708.0,,631.4,758.0,314.4,372.3,,946.0,-1018.0,,,,,-1066.0,,-1142.6,-1016.0,-1459.6,-1401.7,,-828.0,,,,,False,,False,True,False,False,,True
47061,349,483.0,,,,,171.0,,546.9,222.4,160.8,,,267.0,134.0,,,,,-178.0,,197.9,-126.6,-188.2,,,-82.0,,,,,False,,False,True,False,,,True
47063,1292,1099.0,,,,,714.0,,841.9,403.2,1.9,485.1,,1009.0,-193.0,,,,,-578.0,,-450.1,-888.8,-1290.1,-806.9,,-283.0,,,,,False,,False,False,False,False,,False
