,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19121,381,259.0,,,,,123.0,,280.7,114.7,154.3,,,107.0,-122.0,,,,,-258.0,,-100.3,-266.3,-226.7,,,-274.0,,,,,False,,True,False,False,,,False
19123,759,420.0,,,,,246.0,,350.4,175.7,169.4,,,148.0,-339.0,,,,,-513.0,,-408.6,-583.3,-589.6,,,-611.0,,,,,False,,False,False,False,,,False
19125,1185,420.0,,,,,344.0,,347.2,242.3,13.6,,,348.0,-765.0,,,,,-841.0,,-837.8,-942.7,-1171.4,,,-837.0,,,,,False,,False,False,False,,,False
19127,1615,266.0,,,,,440.0,,215.3,49.2,54.0,252.8,,124.0,-1349.0,,,,,-1175.0,,-1399.7,-1565.8,-1561.0,-1362.2,,-1491.0,,,,,True,,False,False,False,False,,False
19129,762,427.0,,,,,178.0,,491.9,324.4,210.0,,,406.0,-335.0,,,,,-584.0,,-270.1,-437.6,-552.0,,,-356.0,,,,,False,,True,False,False,,,False
19131,580,49.0,,,,,94.0,,29.2,17.1,0.0,,,4.0,-531.0,,,,,-486.0,,-550.8,-562.9,-580.0,,,-576.0,,,,,True,,False,False,False,,,False
19133,240,140.0,,,,,149.0,,146.7,66.7,82.9,,,91.0,-100.0,,,,,-91.0,,-93.3,-173.3,-157.1,,,-149.0,,,,,True,,True,False,False,,,False
19135,248,224.0,,,,,117.0,,181.9,43.7,49.8,,,156.0,-24.0,,,,,-131.0,,-66.1,-204.3,-198.2,,,-92.0,,,,,False,,False,False,False,,,False
19137,331,161.0,,,,,79.0,,227.0,32.1,70.2,,,370.0,-170.0,,,,,-252.0,,-104.0,-298.9,-260.8,,,39.0,,,,,False,,True,False,False,,,True
19139,1647,371.0,,,,,350.0,,294.6,300.3,3.9,190.9,,212.0,-1276.0,,,,,-1297.0,,-1352.4,-1346.7,-1643.1,-1456.1,,-1435.0,,,,,False,,False,False,False,False,,False
19141,777,364.0,,,,,393.0,,359.7,274.6,0.0,,,219.0,-413.0,,,,,-384.0,,-417.3,-502.4,-777.0,,,-558.0,,,,,True,,False,False,False,,,False
19143,311,182.0,,,,,157.0,,119.2,50.4,0.0,,,24.0,-129.0,,,,,-154.0,,-191.8,-260.6,-311.0,,,-287.0,,,,,False,,False,False,False,,,False
19145,843,287.0,,,,,154.0,,355.3,68.6,0.0,,,93.0,-556.0,,,,,-689.0,,-487.7,-774.4,-843.0,,,-750.0,,,,,False,,True,False,False,,,False
19147,394,175.0,,,,,173.0,,177.0,77.6,0.0,,,44.0,-219.0,,,,,-221.0,,-217.0,-316.4,-394.0,,,-350.0,,,,,False,,True,False,False,,,False
19149,1379,756.0,,,,,524.0,,616.3,188.5,474.5,272.5,,90.0,-623.0,,,,,-855.0,,-762.7,-1190.5,-904.5,-1106.5,,-1289.0,,,,,False,,False,False,False,False,,False
19151,366,98.0,,,,,70.0,,88.3,30.2,0.0,,,34.0,-268.0,,,,,-296.0,,-277.7,-335.8,-366.0,,,-332.0,,,,,False,,False,False,False,,,False
19153,16375,4382.0,,,,,3374.0,,2636.3,1933.5,112.5,3640.4,,2325.0,-11993.0,,,,,-13001.0,,-13738.7,-14441.5,-16262.5,-12734.6,,-14050.0,,,,,False,,False,False,False,False,,False
19155,3636,1967.0,,,,,1026.0,,1727.5,767.3,953.2,1082.7,,1556.0,-1669.0,,,,,-2610.0,,-1908.5,-2868.7,-2682.8,-2553.3,,-2080.0,,,,,False,,False,False,False,False,,False
19157,606,231.0,,,,,201.0,,246.3,99.1,28.1,,,102.0,-375.0,,,,,-405.0,,-359.7,-506.9,-577.9,,,-504.0,,,,,False,,True,False,False,,,False
19159,149,63.0,,,,,40.0,,92.4,51.3,,,,96.0,-86.0,,,,,-109.0,,-56.6,-97.7,,,,-53.0,,,,,False,,True,False,,,,True
19161,529,294.0,,,,,141.0,,271.0,123.5,0.0,,,191.0,-235.0,,,,,-388.0,,-258.0,-405.5,-529.0,,,-338.0,,,,,False,,False,False,False,,,False
19163,7622,1701.0,,,,,1583.0,,1535.7,1855.9,1296.9,631.4,,0.0,-5921.0,,,,,-6039.0,,-6086.3,-5766.1,-6325.1,-6990.6,,-7622.0,,,,,False,,False,True,False,False,,False
19165,456,161.0,,,,,153.0,,152.2,67.7,122.3,,,135.0,-295.0,,,,,-303.0,,-303.8,-388.3,-333.7,,,-321.0,,,,,False,,False,False,False,,,False
19167,1626,1442.0,,,,,959.0,,1058.2,806.1,25.4,696.1,,596.0,-184.0,,,,,-667.0,,-567.8,-819.9,-1600.6,-929.9,,-1030.0,,,,,False,,False,False,False,False,,False
19169,3074,1057.0,,,,,804.0,,687.3,677.1,0.0,807.6,,262.0,-2017.0,,,,,-2270.0,,-2386.7,-2396.9,-3074.0,-2266.4,,-2812.0,,,,,False,,False,False,False,False,,False
19171,690,399.0,,,,,134.0,,336.6,79.3,45.0,,,118.0,-291.0,,,,,-556.0,,-353.4,-610.7,-645.0,,,-572.0,,,,,False,,False,False,False,,,False
19173,268,224.0,,,,,58.0,,283.2,38.6,66.8,,,148.0,-44.0,,,,,-210.0,,15.2,-229.4,-201.2,,,-120.0,,,,,False,,True,False,False,,,False
19175,591,175.0,,,,,131.0,,231.7,266.3,75.2,,,11.0,-416.0,,,,,-460.0,,-359.3,-324.7,-515.8,,,-580.0,,,,,False,,True,True,False,,,False
19177,216,98.0,,,,,80.0,,95.6,16.8,0.0,,,79.0,-118.0,,,,,-136.0,,-120.4,-199.2,-216.0,,,-137.0,,,,,False,,False,False,False,,,False
19179,1135,287.0,,,,,514.0,,219.6,49.9,1.2,322.8,,125.0,-848.0,,,,,-621.0,,-915.4,-1085.1,-1133.8,-812.2,,-1010.0,,,,,True,,False,False,False,True,,False
19181,1753,336.0,,,,,391.0,,259.9,124.2,395.7,,,395.0,-1417.0,,,,,-1362.0,,-1493.1,-1628.8,-1357.3,,,-1358.0,,,,,True,,False,False,True,,,True
19183,847,287.0,,,,,189.0,,271.9,43.9,225.0,,,112.0,-560.0,,,,,-658.0,,-575.1,-803.1,-622.0,,,-735.0,,,,,False,,False,False,False,,,False
19185,197,70.0,,,,,70.0,,76.3,14.7,22.4,,,111.0,-127.0,,,,,-127.0,,-120.7,-182.3,-174.6,,,-86.0,,,,,False,,True,False,False,,,True
19187,2031,1106.0,,,,,478.0,,985.7,259.1,4.9,591.1,,533.0,-925.0,,,,,-1553.0,,-1045.3,-1771.9,-2026.1,-1439.9,,-1498.0,,,,,False,,False,False,False,False,,False
19189,556,168.0,,,,,97.0,,143.0,28.5,0.0,,,45.0,-388.0,,,,,-459.0,,-413.0,-527.5,-556.0,,,-511.0,,,,,False,,False,False,False,,,False
19191,580,203.0,,,,,252.0,,182.5,44.3,0.0,,,178.0,-377.0,,,,,-328.0,,-397.5,-535.7,-580.0,,,-402.0,,,,,True,,False,False,False,,,False
19193,3993,2968.0,,,,,1815.0,,2302.7,968.3,67.1,880.3,,5.0,-1025.0,,,,,-2178.0,,-1690.3,-3024.7,-3925.9,-3112.7,,-3988.0,,,,,False,,False,False,False,False,,False
19195,238,21.0,,,,,60.0,,32.2,2.2,0.0,,,8.0,-217.0,,,,,-178.0,,-205.8,-235.8,-238.0,,,-230.0,,,,,True,,True,False,False,,,False
19197,581,294.0,,,,,122.0,,232.5,67.8,15.3,,,411.0,-287.0,,,,,-459.0,,-348.5,-513.2,-565.7,,,-170.0,,,,,False,,False,False,False,,,True
20001,251,371.0,,,,,73.0,,4115.1,,,,,553.0,120.0,,,,,-178.0,,3864.1,,,,,302.0,,,,,False,,False,,,,,False
20003,285,70.0,,,,,72.0,,86.3,11.7,,,,47.0,-215.0,,,,,-213.0,,-198.7,-273.3,,,,-238.0,,,,,True,,True,False,,,,False
20005,450,238.0,,,,,138.0,,328.7,0.6,129.8,,,359.0,-212.0,,,,,-312.0,,-121.3,-449.4,-320.2,,,-91.0,,,,,False,,True,False,False,,,True
20007,172,56.0,,,,,33.0,,285.5,0.3,,,,205.0,-116.0,,,,,-139.0,,113.5,-171.7,,,,33.0,,,,,False,,True,False,,,,True
20009,1045,455.0,,,,,344.0,,561.7,36.1,237.7,,,464.0,-590.0,,,,,-701.0,,-483.3,-1008.9,-807.3,,,-581.0,,,,,False,,True,False,False,,,True
20011,317,378.0,,,,,193.0,,796.7,51.7,113.9,,,409.0,61.0,,,,,-124.0,,479.7,-265.3,-203.1,,,92.0,,,,,False,,False,False,False,,,False
20013,558,189.0,,,,,85.0,,253.6,4.5,29.0,,,121.0,-369.0,,,,,-473.0,,-304.4,-553.5,-529.0,,,-437.0,,,,,False,,True,False,False,,,False
20015,2242,651.0,,,,,391.0,,757.8,46.3,451.7,,,1009.0,-1591.0,,,,,-1851.0,,-1484.2,-2195.7,-1790.3,,,-1233.0,,,,,False,,True,False,False,,,True
20017,73,35.0,,,,,23.0,,26.4,3.4,,,,48.0,-38.0,,,,,-50.0,,-46.6,-69.6,,,,-25.0,,,,,False,,False,False,,,,True
20019,57,35.0,,,,,28.0,,105.7,0.3,,,,121.0,-22.0,,,,,-29.0,,48.7,-56.7,,,,64.0,,,,,False,,False,False,,,,False
20021,546,266.0,,,,,409.0,,199.6,48.2,0.1,,,67.0,-280.0,,,,,-137.0,,-346.4,-497.8,-545.9,,,-479.0,,,,,True,,False,False,False,,,False
20023,124,63.0,,,,,29.0,,88.7,3.7,,,,20.0,-61.0,,,,,-95.0,,-35.3,-120.3,,,,-104.0,,,,,False,,True,False,,,,False
20025,73,14.0,,,,,27.0,,18.5,2.6,,,,46.0,-59.0,,,,,-46.0,,-54.5,-70.4,,,,-27.0,,,,,True,,True,False,,,,True
20027,361,0.0,,,,,82.0,,3.6,4.7,,,,66.0,-361.0,,,,,-279.0,,-357.4,-356.3,,,,-295.0,,,,,True,,True,True,,,,True
20029,505,91.0,,,,,114.0,,101.0,6.8,,,,327.0,-414.0,,,,,-391.0,,-404.0,-498.2,,,,-178.0,,,,,True,,True,False,,,,True
20031,165,49.0,,,,,49.0,,72.1,0.3,58.9,,,150.0,-116.0,,,,,-116.0,,-92.9,-164.7,-106.1,,,-15.0,,,,,False,,True,False,True,,,True
20033,53,14.0,,,,,52.0,,27.1,0.4,,,,49.0,-39.0,,,,,-1.0,,-25.9,-52.6,,,,-4.0,,,,,True,,True,False,,,,True
20035,1143,182.0,,,,,290.0,,198.1,29.0,277.5,,,105.0,-961.0,,,,,-853.0,,-944.9,-1114.0,-865.5,,,-1038.0,,,,,True,,True,False,True,,,False
20037,1127,0.0,,,,,561.0,,37.4,0.2,0.0,56.9,,183.0,-1127.0,,,,,-566.0,,-1089.6,-1126.8,-1127.0,-1070.1,,-944.0,,,,,True,,True,True,True,True,,True
20039,160,77.0,,,,,25.0,,101.6,,,,,50.0,-83.0,,,,,-135.0,,-58.4,,,,,-110.0,,,,,False,,True,,,,,False
20041,473,140.0,,,,,130.0,,184.2,16.5,107.3,,,69.0,-333.0,,,,,-343.0,,-288.8,-456.5,-365.7,,,-404.0,,,,,False,,True,False,False,,,False
20043,362,126.0,,,,,51.0,,119.8,0.2,38.4,,,130.0,-236.0,,,,,-311.0,,-242.2,-361.8,-323.6,,,-232.0,,,,,False,,False,False,False,,,True
20045,2200,1134.0,,,,,898.0,,1086.3,428.6,0.1,462.1,,808.0,-1066.0,,,,,-1302.0,,-1113.7,-1771.4,-2199.9,-1737.9,,-1392.0,,,,,False,,False,False,False,False,,False
20047,112,21.0,,,,,42.0,,21.2,2.2,,,,8.0,-91.0,,,,,-70.0,,-90.8,-109.8,,,,-104.0,,,,,True,,True,False,,,,False
20049,41,84.0,,,,,21.0,,1218.5,,,,,139.0,43.0,,,,,-20.0,,1177.5,,,,,98.0,,,,,True,,False,,,,,False
20051,1165,630.0,,,,,499.0,,656.4,160.5,0.0,1361.3,,371.0,-535.0,,,,,-666.0,,-508.6,-1004.5,-1165.0,196.3,,-794.0,,,,,False,,True,False,False,True,,False
20053,573,434.0,,,,,63.0,,862.1,68.4,0.0,,,206.0,-139.0,,,,,-510.0,,289.1,-504.6,-573.0,,,-367.0,,,,,False,,False,False,False,,,False
20055,2209,1071.0,,,,,631.0,,916.0,253.5,59.7,340.8,,0.0,-1138.0,,,,,-1578.0,,-1293.0,-1955.5,-2149.3,-1868.2,,-2209.0,,,,,False,,False,False,False,False,,False
20057,1504,868.0,,,,,837.0,,623.0,109.1,56.5,299.5,,0.0,-636.0,,,,,-667.0,,-881.0,-1394.9,-1447.5,-1204.5,,-1504.0,,,,,False,,False,False,False,False,,False
20059,647,210.0,,,,,158.0,,279.5,31.1,103.2,,,223.0,-437.0,,,,,-489.0,,-367.5,-615.9,-543.8,,,-424.0,,,,,False,,True,False,False,,,True
20061,492,175.0,,,,,241.0,,189.0,100.8,0.0,,,158.0,-317.0,,,,,-251.0,,-303.0,-391.2,-492.0,,,-334.0,,,,,True,,True,False,False,,,False
20063,167,315.0,,,,,28.0,,532.6,21.0,83.7,,,27.0,148.0,,,,,-139.0,,365.6,-146.0,-83.3,,,-140.0,,,,,True,,False,True,True,,,True
20065,110,42.0,,,,,24.0,,69.4,,,,,44.0,-68.0,,,,,-86.0,,-40.6,,,,,-66.0,,,,,False,,True,,,,,True
20067,396,175.0,,,,,98.0,,185.3,30.9,0.0,,,39.0,-221.0,,,,,-298.0,,-210.7,-365.1,-396.0,,,-357.0,,,,,False,,True,False,False,,,False
20069,250,84.0,,,,,71.0,,69.7,0.0,0.0,,,43.0,-166.0,,,,,-179.0,,-180.3,-250.0,-250.0,,,-207.0,,,,,False,,False,False,False,,,False
20071,63,98.0,,,,,20.0,,163.3,,,,,51.0,35.0,,,,,-43.0,,100.3,,,,,-12.0,,,,,False,,False,,,,,True
20073,139,63.0,,,,,51.0,,91.3,2.1,,,,157.0,-76.0,,,,,-88.0,,-47.7,-136.9,,,,18.0,,,,,False,,True,False,,,,True
20075,101,21.0,,,,,28.0,,18.3,1.7,,,,55.0,-80.0,,,,,-73.0,,-82.7,-99.3,,,,-46.0,,,,,True,,False,False,,,,True
20077,192,0.0,,,,,62.0,,1.0,17.6,0.0,,,0.0,-192.0,,,,,-130.0,,-191.0,-174.4,-192.0,,,-192.0,,,,,True,,True,True,False,,,False
20079,1369,231.0,,,,,214.0,,280.1,32.3,252.7,,,610.0,-1138.0,,,,,-1155.0,,-1088.9,-1336.7,-1116.3,,,-759.0,,,,,False,,True,False,True,,,True
20081,118,0.0,,,,,70.0,,3.2,1.4,0.0,,,0.0,-118.0,,,,,-48.0,,-114.8,-116.6,-118.0,,,-118.0,,,,,True,,True,True,False,,,False
20083,105,28.0,,,,,19.0,,39.4,0.5,,,,24.0,-77.0,,,,,-86.0,,-65.6,-104.5,,,,-81.0,,,,,False,,True,False,,,,False
20085,409,105.0,,,,,72.0,,101.3,14.1,62.1,,,182.0,-304.0,,,,,-337.0,,-307.7,-394.9,-346.9,,,-227.0,,,,,False,,False,False,False,,,True
20087,481,133.0,,,,,83.0,,163.1,0.8,98.8,,,128.0,-348.0,,,,,-398.0,,-317.9,-480.2,-382.2,,,-353.0,,,,,False,,True,False,False,,,False
20089,51,14.0,,,,,36.0,,12.6,0.3,,,,14.0,-37.0,,,,,-15.0,,-38.4,-50.7,,,,-37.0,,,,,True,,False,False,,,,False
20091,14111,4480.0,,,,,3158.0,,3630.4,3553.5,1080.5,1958.5,,2844.0,-9631.0,,,,,-10953.0,,-10480.6,-10557.5,-13030.5,-12152.5,,-11267.0,,,,,False,,False,False,False,False,,False
20093,452,56.0,,,,,46.0,,50.6,0.4,0.0,,,27.0,-396.0,,,,,-406.0,,-401.4,-451.6,-452.0,,,-425.0,,,,,False,,False,False,False,,,False
20095,259,35.0,,,,,53.0,,38.5,,31.5,,,12.0,-224.0,,,,,-206.0,,-220.5,,-227.5,,,-247.0,,,,,True,,True,,False,,,False
20097,69,63.0,,,,,22.0,,51.9,1.2,,,,56.0,-6.0,,,,,-47.0,,-17.1,-67.8,,,,-13.0,,,,,False,,False,False,,,,False
20099,569,175.0,,,,,243.0,,212.7,15.3,127.5,,,341.0,-394.0,,,,,-326.0,,-356.3,-553.7,-441.5,,,-228.0,,,,,True,,True,False,False,,,True
20101,60,0.0,,,,,52.0,,3.6,0.3,,,,3.0,-60.0,,,,,-8.0,,-56.4,-59.7,,,,-57.0,,,,,True,,True,True,,,,True
20103,1343,693.0,,,,,618.0,,640.3,220.3,106.4,414.5,,373.0,-650.0,,,,,-725.0,,-702.7,-1122.7,-1236.6,-928.5,,-970.0,,,,,False,,False,False,False,False,,False
20105,63,14.0,,,,,30.0,,18.4,,,,,33.0,-49.0,,,,,-33.0,,-44.6,,,,,-30.0,,,,,True,,True,,,,,True
20107,201,42.0,,,,,62.0,,47.5,8.9,,,,43.0,-159.0,,,,,-139.0,,-153.5,-192.1,,,,-158.0,,,,,True,,True,False,,,,True
20109,176,154.0,,,,,23.0,,556.0,,,,,79.0,-22.0,,,,,-153.0,,380.0,,,,,-97.0,,,,,False,,False,,,,,False
20111,1407,266.0,,,,,296.0,,238.4,33.8,0.0,198.4,,156.0,-1141.0,,,,,-1111.0,,-1168.6,-1373.2,-1407.0,-1208.6,,-1251.0,,,,,True,,False,False,False,False,,False
20113,1060,210.0,,,,,225.0,,257.7,28.5,461.1,,,614.0,-850.0,,,,,-835.0,,-802.3,-1031.5,-598.9,,,-446.0,,,,,True,,True,False,True,,,True
20115,298,105.0,,,,,71.0,,129.2,3.3,,,,365.0,-193.0,,,,,-227.0,,-168.8,-294.7,,,,67.0,,,,,False,,True,False,,,,True
20117,399,98.0,,,,,71.0,,358.9,,,,,317.0,-301.0,,,,,-328.0,,-40.1,,,,,-82.0,,,,,False,,True,,,,,True
20119,156,70.0,,,,,37.0,,68.3,2.4,0.0,,,23.0,-86.0,,,,,-119.0,,-87.7,-153.6,-156.0,,,-133.0,,,,,False,,False,False,False,,,False
20121,561,182.0,,,,,246.0,,216.8,3.6,201.2,,,91.0,-379.0,,,,,-315.0,,-344.2,-557.4,-359.8,,,-470.0,,,,,True,,True,False,True,,,False
20123,148,63.0,,,,,72.0,,55.8,1.9,,,,241.0,-85.0,,,,,-76.0,,-92.2,-146.1,,,,93.0,,,,,True,,False,False,,,,False
20125,588,777.0,,,,,338.0,,407.7,14.6,48.2,,,183.0,189.0,,,,,-250.0,,-180.3,-573.4,-539.8,,,-405.0,,,,,False,,True,False,False,,,False
20127,119,28.0,,,,,34.0,,35.4,1.1,,,,28.0,-91.0,,,,,-85.0,,-83.6,-117.9,,,,-91.0,,,,,True,,True,False,,,,False
20129,134,70.0,,,,,36.0,,120.6,0.7,,,,100.0,-64.0,,,,,-98.0,,-13.4,-133.3,,,,-34.0,,,,,False,,True,False,,,,True
20131,833,238.0,,,,,90.0,,502.5,5.4,12.1,,,212.0,-595.0,,,,,-743.0,,-330.5,-827.6,-820.9,,,-621.0,,,,,False,,True,False,False,,,False
20133,480,28.0,,,,,186.0,,57.3,0.3,32.5,,,13.0,-452.0,,,,,-294.0,,-422.7,-479.7,-447.5,,,-467.0,,,,,True,,True,False,True,,,False
20135,164,0.0,,,,,28.0,,4.7,0.0,0.0,,,0.0,-164.0,,,,,-136.0,,-159.3,-164.0,-164.0,,,-164.0,,,,,True,,True,True,True,,,False
20137,923,749.0,,,,,61.0,,1838.6,1064.0,45.1,,,176.0,-174.0,,,,,-862.0,,915.6,141.0,-877.9,,,-747.0,,,,,False,,False,True,False,,,False
20139,390,63.0,,,,,63.0,,97.3,3.5,115.4,,,45.0,-327.0,,,,,-327.0,,-292.7,-386.5,-274.6,,,-345.0,,,,,False,,True,False,True,,,False
20141,69,28.0,,,,,46.0,,57.1,0.2,,,,67.0,-41.0,,,,,-23.0,,-11.9,-68.8,,,,-2.0,,,,,True,,True,False,,,,True
20143,151,224.0,,,,,51.0,,389.6,4.6,,,,229.0,73.0,,,,,-100.0,,238.6,-146.4,,,,78.0,,,,,False,,False,False,,,,False
20145,259,0.0,,,,,98.0,,1.5,,0.0,,,0.0,-259.0,,,,,-161.0,,-257.5,,-259.0,,,-259.0,,,,,True,,True,,True,,,False
20147,282,84.0,,,,,68.0,,108.8,17.0,0.0,,,14.0,-198.0,,,,,-214.0,,-173.2,-265.0,-282.0,,,-268.0,,,,,False,,True,False,False,,,False
20149,360,91.0,,,,,201.0,,155.2,1.1,179.8,,,147.0,-269.0,,,,,-159.0,,-204.8,-358.9,-180.2,,,-213.0,,,,,True,,True,False,True,,,True
20151,397,70.0,,,,,105.0,,74.0,12.3,,,,53.0,-327.0,,,,,-292.0,,-323.0,-384.7,,,,-344.0,,,,,True,,True,False,,,,False
20153,129,119.0,,,,,23.0,,341.3,,,,,52.0,-10.0,,,,,-106.0,,212.3,,,,,-77.0,,,,,False,,False,,,,,False
20155,3449,1918.0,,,,,827.0,,2084.0,1150.0,0.0,2188.4,,1457.0,-1531.0,,,,,-2622.0,,-1365.0,-2299.0,-3449.0,-1260.6,,-1992.0,,,,,False,,True,False,False,True,,False
20157,263,49.0,,,,,55.0,,57.3,3.9,,,,57.0,-214.0,,,,,-208.0,,-205.7,-259.1,,,,-206.0,,,,,True,,True,False,,,,True
20159,348,98.0,,,,,94.0,,82.2,4.0,,,,35.0,-250.0,,,,,-254.0,,-265.8,-344.0,,,,-313.0,,,,,False,,False,False,,,,False
20161,1607,616.0,,,,,755.0,,506.1,14.4,0.0,2363.5,,81.0,-991.0,,,,,-852.0,,-1100.9,-1592.6,-1607.0,756.5,,-1526.0,,,,,True,,False,False,False,True,,False
20163,219,98.0,,,,,69.0,,116.2,2.6,0.0,,,53.0,-121.0,,,,,-150.0,,-102.8,-216.4,-219.0,,,-166.0,,,,,False,,True,False,False,,,False
20165,170,0.0,,,,,27.0,,2.5,,,,,13.0,-170.0,,,,,-143.0,,-167.5,,,,,-157.0,,,,,True,,True,,,,,True
20167,394,203.0,,,,,79.0,,191.4,,56.5,,,133.0,-191.0,,,,,-315.0,,-202.6,,-337.5,,,-261.0,,,,,False,,False,,False,,,False
20169,1478,672.0,,,,,486.0,,664.2,80.0,402.9,,,403.0,-806.0,,,,,-992.0,,-813.8,-1398.0,-1075.1,,,-1075.0,,,,,False,,False,False,False,,,False
20171,213,91.0,,,,,47.0,,111.2,14.4,0.0,,,104.0,-122.0,,,,,-166.0,,-101.8,-198.6,-213.0,,,-109.0,,,,,False,,True,False,False,,,True
20173,17210,3010.0,,,,,3033.0,,2597.1,3242.5,634.4,1475.3,,2378.0,-14200.0,,,,,-14177.0,,-14612.9,-13967.5,-16575.6,-15734.7,,-14832.0,,,,,True,,False,True,False,False,,False
20175,1114,581.0,,,,,560.0,,316.0,191.2,23.6,152.1,,0.0,-533.0,,,,,-554.0,,-798.0,-922.8,-1090.4,-961.9,,-1114.0,,,,,False,,False,False,False,False,,False
20177,4526,945.0,,,,,1247.0,,913.1,135.9,492.4,465.6,,1020.0,-3581.0,,,,,-3279.0,,-3612.9,-4390.1,-4033.6,-4060.4,,-3506.0,,,,,True,,False,False,False,False,,True
20179,251,182.0,,,,,24.0,,534.7,2.2,,,,75.0,-69.0,,,,,-227.0,,283.7,-248.8,,,,-176.0,,,,,False,,False,False,,,,False
20181,334,462.0,,,,,35.0,,947.9,415.2,7.3,,,232.0,128.0,,,,,-299.0,,613.9,81.2,-326.7,,,-102.0,,,,,False,,False,True,False,,,True
20183,126,21.0,,,,,50.0,,75.7,0.3,,,,83.0,-105.0,,,,,-76.0,,-50.3,-125.7,,,,-43.0,,,,,True,,True,False,,,,True
20185,138,21.0,,,,,53.0,,28.1,7.3,,,,21.0,-117.0,,,,,-85.0,,-109.9,-130.7,,,,-117.0,,,,,True,,True,False,,,,False
20187,69,0.0,,,,,34.0,,1.0,1.4,,,,0.0,-69.0,,,,,-35.0,,-68.0,-67.6,,,,-69.0,,,,,True,,True,True,,,,False
20189,242,119.0,,,,,79.0,,138.1,17.0,0.0,,,53.0,-123.0,,,,,-163.0,,-103.9,-225.0,-242.0,,,-189.0,,,,,False,,True,False,False,,,False
20191,547,70.0,,,,,178.0,,99.1,6.5,164.4,,,42.0,-477.0,,,,,-369.0,,-447.9,-540.5,-382.6,,,-505.0,,,,,True,,True,False,True,,,False
20193,465,182.0,,,,,74.0,,212.5,,0.0,,,0.0,-283.0,,,,,-391.0,,-252.5,,-465.0,,,-465.0,,,,,False,,True,,False,,,False
20195,147,35.0,,,,,26.0,,35.8,3.1,,,,15.0,-112.0,,,,,-121.0,,-111.2,-143.9,,,,-132.0,,,,,False,,True,False,,,,False
20197,225,14.0,,,,,29.0,,15.3,2.6,,,,12.0,-211.0,,,,,-196.0,,-209.7,-222.4,,,,-213.0,,,,,True,,True,False,,,,False
20199,117,0.0,,,,,21.0,,4.7,,,,,2.0,-117.0,,,,,-96.0,,-112.3,,,,,-115.0,,,,,True,,True,,,,,True
20201,293,28.0,,,,,46.0,,38.0,,,,,52.0,-265.0,,,,,-247.0,,-255.0,,,,,-241.0,,,,,True,,True,,,,,True
20203,136,7.0,,,,,28.0,,7.8,,,,,18.0,-129.0,,,,,-108.0,,-128.2,,,,,-118.0,,,,,True,,True,,,,,True
20205,206,105.0,,,,,65.0,,140.5,5.5,,,,252.0,-101.0,,,,,-141.0,,-65.5,-200.5,,,,46.0,,,,,False,,True,False,,,,True
20207,44,49.0,,,,,33.0,,144.6,0.8,,,,95.0,5.0,,,,,-11.0,,100.6,-43.2,,,,51.0,,,,,False,,False,False,,,,False
20209,3818,2373.0,,,,,1499.0,,1561.9,602.0,17.9,1088.4,,3474.0,-1445.0,,,,,-2319.0,,-2256.1,-3216.0,-3800.1,-2729.6,,-344.0,,,,,False,,False,False,False,False,,True
21001,367,315.0,,,,,213.0,,246.7,269.6,67.7,,,386.0,-52.0,,,,,-154.0,,-120.3,-97.4,-299.3,,,19.0,,,,,False,,False,False,False,,,True
21003,285,322.0,,,,,228.0,,285.3,40.7,72.4,,,196.0,37.0,,,,,-57.0,,0.3,-244.3,-212.6,,,-89.0,,,,,False,,True,False,False,,,False
21005,313,91.0,,,,,75.0,,121.6,17.3,219.6,,,92.0,-222.0,,,,,-238.0,,-191.4,-295.7,-93.4,,,-221.0,,,,,False,,True,False,True,,,True
21007,86,14.0,,,,,52.0,,13.2,3.5,,,,6.0,-72.0,,,,,-34.0,,-72.8,-82.5,,,,-80.0,,,,,True,,False,False,,,,False
21009,1098,259.0,,,,,443.0,,226.5,60.4,200.1,,,105.0,-839.0,,,,,-655.0,,-871.5,-1037.6,-897.9,,,-993.0,,,,,True,,False,False,False,,,False
21011,171,14.0,,,,,118.0,,17.1,8.6,,,,19.0,-157.0,,,,,-53.0,,-153.9,-162.4,,,,-152.0,,,,,True,,True,False,,,,True
