,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
13143,735,294.0,,272.0,,,,,167.0,,223.1,186.6,139.0,125.6,,114.0,-441.0,,-463.0,,,,,-568.0,,-511.9,-548.4,-596.0,-609.4,,-621.0,,False,,,,,False,,False,False,False,False,,False
13145,204,138.0,,120.0,,,,,107.0,,98.8,141.9,12.7,3.3,,347.0,-66.0,,-84.0,,,,,-97.0,,-105.2,-62.1,-191.3,-200.7,,143.0,,False,,,,,False,,False,True,False,False,,False
13147,273,90.0,,57.0,,,,,186.0,,86.6,56.6,11.5,0.0,,111.0,-183.0,,-216.0,,,,,-87.0,,-186.4,-216.4,-261.5,-273.0,,-162.0,,False,,,,,True,,False,False,False,False,,True
13149,174,42.0,,0.0,,,,,42.0,,14.3,31.0,10.1,0.2,,140.0,-132.0,,-174.0,,,,,-132.0,,-159.7,-143.0,-163.9,-173.8,,-34.0,,False,,,,,False,,False,False,False,False,,True
13151,2834,1410.0,,1378.0,,,,,733.0,,932.5,1391.4,958.8,40.4,712.5,1017.0,-1424.0,,-1456.0,,,,,-2101.0,,-1901.5,-1442.6,-1875.2,-2793.6,-2121.5,-1817.0,,False,,,,,False,,False,False,False,False,False,False
13153,1398,768.0,,1861.0,,,,,573.0,,489.8,891.9,607.6,35.4,419.7,921.0,-630.0,,463.0,,,,,-825.0,,-908.2,-506.1,-790.4,-1362.6,-978.3,-477.0,,True,,,,,False,,False,True,False,False,False,True
13155,99,72.0,,44.0,,,,,35.0,,58.9,25.4,6.6,0.1,,19.0,-27.0,,-55.0,,,,,-64.0,,-40.1,-73.6,-92.4,-98.9,,-80.0,,False,,,,,False,,False,False,False,False,,False
13157,1129,630.0,,933.0,,,,,365.0,,387.3,350.4,270.3,37.1,527.1,1007.0,-499.0,,-196.0,,,,,-764.0,,-741.7,-778.6,-858.7,-1091.9,-601.9,-122.0,,True,,,,,False,,False,False,False,False,False,True
13159,234,72.0,,42.0,,,,,70.0,,78.7,45.3,6.3,0.0,,99.0,-162.0,,-192.0,,,,,-164.0,,-155.3,-188.7,-227.7,-234.0,,-135.0,,False,,,,,False,,True,False,False,False,,True
13161,192,168.0,,42.0,,,,,56.0,,82.5,73.3,22.0,0.2,,186.0,-24.0,,-150.0,,,,,-136.0,,-109.5,-118.7,-170.0,-191.8,,-6.0,,False,,,,,False,,False,False,False,False,,True
13163,167,36.0,,14.0,,,,,92.0,,47.8,36.2,3.0,0.0,,81.0,-131.0,,-153.0,,,,,-75.0,,-119.2,-130.8,-164.0,-167.0,,-86.0,,False,,,,,True,,True,True,False,False,,True
13165,38,60.0,,3.0,,,,,61.0,,36.2,22.3,2.6,0.4,,13.0,22.0,,-35.0,,,,,23.0,,-1.8,-15.7,-35.4,-37.6,,-25.0,,False,,,,,False,,True,True,False,False,,False
13167,92,66.0,,0.0,,,,,79.0,,41.8,38.0,4.2,0.0,,42.0,-26.0,,-92.0,,,,,-13.0,,-50.2,-54.0,-87.8,-92.0,,-50.0,,False,,,,,True,,False,False,False,False,,False
13169,167,162.0,,74.0,,,,,122.0,,170.6,101.8,16.2,1.8,,138.0,-5.0,,-93.0,,,,,-45.0,,3.6,-65.2,-150.8,-165.2,,-29.0,,False,,,,,False,,True,False,False,False,,False
13171,312,54.0,,0.0,,,,,102.0,,41.7,46.0,19.0,0.2,,19.0,-258.0,,-312.0,,,,,-210.0,,-270.3,-266.1,-293.0,-311.8,,-293.0,,False,,,,,True,,False,False,False,False,,False
13173,89,60.0,,1.0,,,,,22.0,,41.1,30.2,8.8,0.0,,59.0,-29.0,,-88.0,,,,,-67.0,,-47.9,-58.8,-80.2,-89.0,,-30.0,,False,,,,,False,,False,False,False,False,,False
13175,714,402.0,,410.0,,,,,290.0,,472.4,162.2,158.7,0.3,219.1,219.0,-312.0,,-304.0,,,,,-424.0,,-241.6,-551.8,-555.3,-713.7,-494.9,-495.0,,True,,,,,False,,True,False,False,False,False,False
13177,218,78.0,,42.0,,,,,113.0,,61.6,79.0,17.9,22.6,,40.0,-140.0,,-176.0,,,,,-105.0,,-156.4,-139.0,-200.1,-195.4,,-178.0,,False,,,,,True,,False,True,False,False,,False
13179,377,144.0,,51.0,,,,,244.0,,90.2,110.6,71.3,0.1,171.7,297.0,-233.0,,-326.0,,,,,-133.0,,-286.8,-266.4,-305.7,-376.9,-205.3,-80.0,,False,,,,,True,,False,False,False,False,True,True
13181,102,12.0,,0.0,,,,,43.0,,17.2,7.2,0.4,0.0,,23.0,-90.0,,-102.0,,,,,-59.0,,-84.8,-94.8,-101.6,-102.0,,-79.0,,False,,,,,True,,True,False,False,False,,True
13183,68,48.0,,32.0,,,,,43.0,,65.0,46.2,3.7,0.0,,39.0,-20.0,,-36.0,,,,,-25.0,,-3.0,-21.8,-64.3,-68.0,,-29.0,,False,,,,,False,,True,False,False,False,,False
13185,2059,1080.0,,2151.0,,,,,451.0,,542.9,552.0,334.4,8.8,486.2,1494.0,-979.0,,92.0,,,,,-1608.0,,-1516.1,-1507.0,-1724.6,-2050.2,-1572.8,-565.0,,True,,,,,False,,False,False,False,False,False,True
13187,276,252.0,,469.0,,,,,192.0,,186.3,138.7,143.9,0.0,,330.0,-24.0,,193.0,,,,,-84.0,,-89.7,-137.3,-132.1,-276.0,,54.0,,False,,,,,False,,False,False,False,False,,False
13189,272,138.0,,161.0,,,,,164.0,,116.4,116.5,21.6,0.1,,286.0,-134.0,,-111.0,,,,,-108.0,,-155.6,-155.5,-250.4,-271.9,,14.0,,True,,,,,True,,False,False,False,False,,True
13191,87,12.0,,0.0,,,,,29.0,,12.0,24.5,0.4,0.0,,11.0,-75.0,,-87.0,,,,,-58.0,,-75.0,-62.5,-86.6,-87.0,,-76.0,,False,,,,,True,,False,True,False,False,,False
13193,95,12.0,,0.0,,,,,64.0,,15.1,17.2,0.4,0.0,,8.0,-83.0,,-95.0,,,,,-31.0,,-79.9,-77.8,-94.6,-95.0,,-87.0,,False,,,,,True,,True,True,False,False,,False
13195,395,114.0,,43.0,,,,,188.0,,98.4,113.4,20.2,3.9,,135.0,-281.0,,-352.0,,,,,-207.0,,-296.6,-281.6,-374.8,-391.1,,-260.0,,False,,,,,True,,False,False,False,False,,True
13197,54,6.0,,0.0,,,,,34.0,,5.8,36.2,0.0,0.0,,3.0,-48.0,,-54.0,,,,,-20.0,,-48.2,-17.8,-54.0,-54.0,,-51.0,,False,,,,,True,,False,True,False,False,,False
13199,219,54.0,,7.0,,,,,85.0,,42.3,40.9,9.2,0.4,,23.0,-165.0,,-212.0,,,,,-134.0,,-176.7,-178.1,-209.8,-218.6,,-196.0,,False,,,,,True,,False,False,False,False,,False
13201,115,18.0,,0.0,,,,,35.0,,39.9,8.0,2.2,0.0,,7.0,-97.0,,-115.0,,,,,-80.0,,-75.1,-107.0,-112.8,-115.0,,-108.0,,False,,,,,True,,True,False,False,False,,False
13205,144,30.0,,47.0,,,,,94.0,,58.3,58.2,1.8,0.6,,28.0,-114.0,,-97.0,,,,,-50.0,,-85.7,-85.8,-142.2,-143.4,,-116.0,,True,,,,,True,,True,True,False,False,,False
13207,303,78.0,,49.0,,,,,122.0,,83.8,56.5,30.5,0.3,,0.0,-225.0,,-254.0,,,,,-181.0,,-219.2,-246.5,-272.5,-302.7,,-303.0,,False,,,,,True,,True,False,False,False,,False
13209,93,90.0,,42.0,,,,,35.0,,84.1,29.5,36.4,0.0,,91.0,-3.0,,-51.0,,,,,-58.0,,-8.9,-63.5,-56.6,-93.0,,-2.0,,False,,,,,False,,False,False,False,False,,True
13211,308,66.0,,0.0,,,,,94.0,,68.7,36.9,11.4,0.6,,65.0,-242.0,,-308.0,,,,,-214.0,,-239.3,-271.1,-296.6,-307.4,,-243.0,,False,,,,,True,,True,False,False,False,,False
13213,893,348.0,,569.0,,,,,307.0,,177.1,215.8,297.6,0.9,,431.0,-545.0,,-324.0,,,,,-586.0,,-715.9,-677.2,-595.4,-892.1,,-462.0,,True,,,,,False,,False,False,False,False,,True
13215,1048,432.0,,355.0,,,,,892.0,,269.0,443.8,76.4,13.1,217.6,284.0,-616.0,,-693.0,,,,,-156.0,,-779.0,-604.2,-971.6,-1034.9,-830.4,-764.0,,False,,,,,True,,False,True,False,False,False,False
13217,1081,552.0,,1152.0,,,,,386.0,,331.2,382.6,274.4,2.5,342.7,825.0,-529.0,,71.0,,,,,-695.0,,-749.8,-698.4,-806.6,-1078.5,-738.3,-256.0,,True,,,,,False,,False,False,False,False,False,True
13219,555,162.0,,89.0,,,,,144.0,,145.3,131.7,63.9,15.9,,101.0,-393.0,,-466.0,,,,,-411.0,,-409.7,-423.3,-491.1,-539.1,,-454.0,,False,,,,,False,,False,False,False,False,,False
13221,171,102.0,,33.0,,,,,83.0,,155.8,77.6,23.4,1.9,,53.0,-69.0,,-138.0,,,,,-88.0,,-15.2,-93.4,-147.6,-169.1,,-118.0,,False,,,,,False,,True,False,False,False,,False
13223,2076,576.0,,830.0,,,,,624.0,,432.2,439.9,300.5,31.8,394.7,805.0,-1500.0,,-1246.0,,,,,-1452.0,,-1643.8,-1636.1,-1775.5,-2044.2,-1681.3,-1271.0,,True,,,,,True,,False,False,False,False,False,True
13225,336,174.0,,158.0,,,,,111.0,,128.9,94.3,34.3,0.0,,299.0,-162.0,,-178.0,,,,,-225.0,,-207.1,-241.7,-301.7,-336.0,,-37.0,,False,,,,,False,,False,False,False,False,,True
13227,431,228.0,,238.0,,,,,177.0,,124.3,114.0,111.4,1.1,,48.0,-203.0,,-193.0,,,,,-254.0,,-306.7,-317.0,-319.6,-429.9,,-383.0,,True,,,,,False,,False,False,False,False,,False
13229,561,78.0,,42.0,,,,,60.0,,59.5,43.6,17.2,0.2,,83.0,-483.0,,-519.0,,,,,-501.0,,-501.5,-517.4,-543.8,-560.8,,-478.0,,False,,,,,False,,False,False,False,False,,True
13231,435,66.0,,42.0,,,,,73.0,,82.3,73.5,7.3,2.5,,45.0,-369.0,,-393.0,,,,,-362.0,,-352.7,-361.5,-427.7,-432.5,,-390.0,,False,,,,,True,,True,True,False,False,,False
13233,826,378.0,,326.0,,,,,283.0,,227.5,110.7,93.7,0.3,323.6,625.0,-448.0,,-500.0,,,,,-543.0,,-598.5,-715.3,-732.3,-825.7,-502.4,-201.0,,False,,,,,False,,False,False,False,False,False,True
13235,128,30.0,,3.0,,,,,56.0,,6.3,21.5,0.8,0.0,,43.0,-98.0,,-125.0,,,,,-72.0,,-121.7,-106.5,-127.2,-128.0,,-85.0,,False,,,,,True,,False,False,False,False,,True
13237,221,120.0,,76.0,,,,,96.0,,107.1,130.9,39.7,0.7,,71.0,-101.0,,-145.0,,,,,-125.0,,-113.9,-90.1,-181.3,-220.3,,-150.0,,False,,,,,False,,False,True,False,False,,False
13239,45,0.0,,0.0,,,,,10.0,,20.6,2.3,0.2,,,48.0,-45.0,,-45.0,,,,,-35.0,,-24.4,-42.7,-44.8,,,3.0,,False,,,,,True,,True,True,True,,,True
13241,173,72.0,,101.0,,,,,85.0,,123.8,55.8,23.1,0.0,,111.0,-101.0,,-72.0,,,,,-88.0,,-49.2,-117.2,-149.9,-173.0,,-62.0,,True,,,,,True,,True,False,False,False,,True
13243,31,12.0,,0.0,,,,,40.0,,17.0,10.4,0.2,0.3,,23.0,-19.0,,-31.0,,,,,9.0,,-14.0,-20.6,-30.8,-30.7,,-8.0,,False,,,,,True,,True,False,False,False,,True
13245,2619,1200.0,,1253.0,,,,,1359.0,,856.9,977.9,931.6,1.8,689.2,1730.0,-1419.0,,-1366.0,,,,,-1260.0,,-1762.1,-1641.1,-1687.4,-2617.2,-1929.8,-889.0,,True,,,,,True,,False,False,False,False,False,True
13247,736,456.0,,1033.0,,,,,309.0,,319.9,266.1,280.7,2.6,231.7,1687.0,-280.0,,297.0,,,,,-427.0,,-416.1,-469.9,-455.3,-733.4,-504.3,951.0,,False,,,,,False,,False,False,False,False,False,False
13249,55,6.0,,0.0,,,,,21.0,,6.0,4.9,0.0,0.0,,2.0,-49.0,,-55.0,,,,,-34.0,,-49.0,-50.1,-55.0,-55.0,,-53.0,,False,,,,,True,,True,False,False,False,,False
13251,66,72.0,,43.0,,,,,82.0,,60.1,43.2,19.1,0.0,,68.0,6.0,,-23.0,,,,,16.0,,-5.9,-22.8,-46.9,-66.0,,2.0,,False,,,,,False,,True,False,False,False,,True
13253,155,60.0,,0.0,,,,,51.0,,38.9,12.0,1.9,0.0,,78.0,-95.0,,-155.0,,,,,-104.0,,-116.1,-143.0,-153.1,-155.0,,-77.0,,False,,,,,False,,False,False,False,False,,True
13255,943,360.0,,528.0,,,,,288.0,,307.7,214.1,189.7,0.2,173.7,503.0,-583.0,,-415.0,,,,,-655.0,,-635.3,-728.9,-753.3,-942.8,-769.3,-440.0,,True,,,,,False,,False,False,False,False,False,True
13257,280,294.0,,284.0,,,,,220.0,,362.1,187.8,95.2,164.9,234.3,115.0,14.0,,4.0,,,,,-60.0,,82.1,-92.2,-184.8,-115.1,-45.7,-165.0,,True,,,,,False,,False,False,False,False,False,False
13259,102,18.0,,0.0,,,,,23.0,,4.9,15.7,0.0,0.0,,0.0,-84.0,,-102.0,,,,,-79.0,,-97.1,-86.3,-102.0,-102.0,,-102.0,,False,,,,,True,,False,False,False,False,,False
13261,282,48.0,,0.0,,,,,122.0,,38.3,64.7,10.6,0.4,,94.0,-234.0,,-282.0,,,,,-160.0,,-243.7,-217.3,-271.4,-281.6,,-188.0,,False,,,,,True,,False,True,False,False,,True
13263,66,6.0,,0.0,,,,,22.0,,5.5,10.3,1.0,0.0,,44.0,-60.0,,-66.0,,,,,-44.0,,-60.5,-55.7,-65.0,-66.0,,-22.0,,False,,,,,True,,False,True,False,False,,True
13265,17,6.0,,0.0,,,,,12.0,,9.3,3.8,0.1,,,1.0,-11.0,,-17.0,,,,,-5.0,,-7.7,-13.2,-16.9,,,-16.0,,False,,,,,True,,True,False,False,,,False
13267,248,174.0,,121.0,,,,,131.0,,74.4,72.2,100.3,0.0,,115.0,-74.0,,-127.0,,,,,-117.0,,-173.6,-175.8,-147.7,-248.0,,-133.0,,False,,,,,False,,False,False,False,False,,False
13269,134,30.0,,1.0,,,,,48.0,,29.2,18.7,2.1,0.0,,150.0,-104.0,,-133.0,,,,,-86.0,,-104.8,-115.3,-131.9,-134.0,,16.0,,False,,,,,True,,False,False,False,False,,True
13271,238,156.0,,38.0,,,,,68.0,,73.2,52.5,76.9,0.0,,219.0,-82.0,,-200.0,,,,,-170.0,,-164.8,-185.5,-161.1,-238.0,,-19.0,,False,,,,,False,,False,False,False,False,,True
13273,61,24.0,,0.0,,,,,43.0,,9.5,8.5,1.6,0.2,,1.0,-37.0,,-61.0,,,,,-18.0,,-51.5,-52.5,-59.4,-60.8,,-60.0,,False,,,,,True,,False,False,False,False,,False
13275,366,174.0,,234.0,,,,,186.0,,110.5,232.5,23.0,0.3,80.8,167.0,-192.0,,-132.0,,,,,-180.0,,-255.5,-133.5,-343.0,-365.7,-285.2,-199.0,,True,,,,,True,,False,True,False,False,False,False
13277,625,258.0,,138.0,,,,,192.0,,169.8,186.2,60.3,0.8,117.1,216.0,-367.0,,-487.0,,,,,-433.0,,-455.2,-438.8,-564.7,-624.2,-507.9,-409.0,,False,,,,,False,,False,False,False,False,False,False
13279,261,210.0,,153.0,,,,,173.0,,166.8,103.5,56.0,0.8,105.6,164.0,-51.0,,-108.0,,,,,-88.0,,-94.2,-157.5,-205.0,-260.2,-155.4,-97.0,,False,,,,,False,,False,False,False,False,False,False
13281,168,114.0,,66.0,,,,,59.0,,175.4,48.5,22.0,0.0,,76.0,-54.0,,-102.0,,,,,-109.0,,7.4,-119.5,-146.0,-168.0,,-92.0,,False,,,,,False,,True,False,False,False,,False
13283,102,96.0,,0.0,,,,,43.0,,64.9,21.7,21.2,0.0,,127.0,-6.0,,-102.0,,,,,-59.0,,-37.1,-80.3,-80.8,-102.0,,25.0,,False,,,,,False,,False,False,False,False,,False
13285,977,384.0,,570.0,,,,,305.0,,214.2,171.2,114.9,11.5,156.1,2.0,-593.0,,-407.0,,,,,-672.0,,-762.8,-805.8,-862.1,-965.5,-820.9,-975.0,,True,,,,,False,,False,False,False,False,False,False
13287,117,42.0,,0.0,,,,,26.0,,35.2,35.1,3.3,0.0,,26.0,-75.0,,-117.0,,,,,-91.0,,-81.8,-81.9,-113.7,-117.0,,-91.0,,False,,,,,False,,False,False,False,False,,False
13289,48,30.0,,12.0,,,,,41.0,,24.3,16.0,3.1,0.0,,79.0,-18.0,,-36.0,,,,,-7.0,,-23.7,-32.0,-44.9,-48.0,,31.0,,False,,,,,True,,False,False,False,False,,False
13291,1712,66.0,,20.0,,,,,130.0,,100.0,136.2,23.6,1.8,,13.0,-1646.0,,-1692.0,,,,,-1582.0,,-1612.0,-1575.8,-1688.4,-1710.2,,-1699.0,,False,,,,,True,,True,True,False,False,,False
13293,694,48.0,,42.0,,,,,137.0,,75.3,54.3,11.5,0.2,,35.0,-646.0,,-652.0,,,,,-557.0,,-618.7,-639.7,-682.5,-693.8,,-659.0,,False,,,,,True,,True,True,False,False,,False
13295,917,450.0,,620.0,,,,,681.0,,267.4,351.8,287.6,0.6,378.0,225.0,-467.0,,-297.0,,,,,-236.0,,-649.6,-565.2,-629.4,-916.4,-539.0,-692.0,,True,,,,,True,,False,False,False,False,False,False
13297,1251,480.0,,545.0,,,,,415.0,,485.3,531.0,152.3,17.8,412.5,558.0,-771.0,,-706.0,,,,,-836.0,,-765.7,-720.0,-1098.7,-1233.2,-838.5,-693.0,,True,,,,,False,,True,True,False,False,False,True
13299,913,846.0,,733.0,,,,,160.0,,373.5,194.2,372.9,1.5,337.9,230.0,-67.0,,-180.0,,,,,-753.0,,-539.5,-718.8,-540.1,-911.5,-575.1,-683.0,,False,,,,,False,,False,False,False,False,False,False
13301,53,12.0,,0.0,,,,,26.0,,15.1,9.7,0.4,0.0,,5.0,-41.0,,-53.0,,,,,-27.0,,-37.9,-43.3,-52.6,-53.0,,-48.0,,False,,,,,True,,True,False,False,False,,False
13303,383,84.0,,47.0,,,,,126.0,,67.1,68.0,29.7,0.1,,53.0,-299.0,,-336.0,,,,,-257.0,,-315.9,-315.0,-353.3,-382.9,,-330.0,,False,,,,,True,,False,False,False,False,,False
13305,465,114.0,,84.0,,,,,155.0,,88.3,64.3,41.7,0.3,40.8,0.0,-351.0,,-381.0,,,,,-310.0,,-376.7,-400.7,-423.3,-464.7,-424.2,-465.0,,False,,,,,True,,False,False,False,False,False,False
13307,19,0.0,,0.0,,,,,16.0,,0.4,1.8,0.4,,,0.0,-19.0,,-19.0,,,,,-3.0,,-18.6,-17.2,-18.6,,,-19.0,,False,,,,,True,,True,True,True,,,False
13309,74,0.0,,34.0,,,,,34.0,,26.6,21.0,1.2,0.0,,43.0,-74.0,,-40.0,,,,,-40.0,,-47.4,-53.0,-72.8,-74.0,,-31.0,,True,,,,,True,,True,True,True,True,,True
13311,328,162.0,,80.0,,,,,163.0,,241.4,138.3,23.3,9.2,,99.0,-166.0,,-248.0,,,,,-165.0,,-86.6,-189.7,-304.7,-318.8,,-229.0,,False,,,,,True,,True,False,False,False,,False
13313,2767,1284.0,,2128.0,,,,,945.0,,672.9,609.1,923.1,18.5,1171.8,1376.0,-1483.0,,-639.0,,,,,-1822.0,,-2094.1,-2157.9,-1843.9,-2748.5,-1595.2,-1391.0,,True,,,,,False,,False,False,False,False,False,True
13315,123,18.0,,0.0,,,,,34.0,,10.2,9.7,0.2,0.0,,1.0,-105.0,,-123.0,,,,,-89.0,,-112.8,-113.3,-122.8,-123.0,,-122.0,,False,,,,,True,,False,False,False,False,,False
13317,162,36.0,,0.0,,,,,63.0,,10.5,29.1,9.9,0.0,,134.0,-126.0,,-162.0,,,,,-99.0,,-151.5,-132.9,-152.1,-162.0,,-28.0,,False,,,,,True,,False,False,False,False,,True
13319,81,30.0,,0.0,,,,,39.0,,23.9,17.3,3.1,0.0,,28.0,-51.0,,-81.0,,,,,-42.0,,-57.1,-63.7,-77.9,-81.0,,-53.0,,False,,,,,True,,False,False,False,False,,False
13321,153,90.0,,75.0,,,,,91.0,,105.1,88.1,23.6,0.6,,56.0,-63.0,,-78.0,,,,,-62.0,,-47.9,-64.9,-129.4,-152.4,,-97.0,,False,,,,,True,,True,False,False,False,,False
15001,555,684.0,,761.0,,,,,,,1810.0,1287.2,502.2,738.6,,708.0,129.0,,206.0,,,,,,,1255.0,732.2,-52.8,183.6,,153.0,,False,,,,,,,False,False,True,False,,False
15003,2855,2664.0,,2238.0,,,,,,,2328.7,6891.7,2533.6,458.6,1230.3,269.0,-191.0,,-617.0,,,,,,,-526.3,4036.7,-321.4,-2396.4,-1624.7,-2586.0,,False,,,,,,,False,False,False,False,False,False
15005,3,0.0,,0.0,,,,,,,0.1,0.0,,,,,-3.0,,-3.0,,,,,,,-2.9,-3.0,,,,,,False,,,,,,,True,False,,,,
15007,55,6.0,,0.0,,,,,,,25.5,14.6,1.1,,,0.0,-49.0,,-55.0,,,,,,,-29.5,-40.4,-53.9,,,-55.0,,False,,,,,,,True,True,False,,,False
15009,308,84.0,,38.0,,,,,,,87.4,580.6,3.1,150.4,,51.0,-224.0,,-270.0,,,,,,,-220.6,272.6,-304.9,-157.6,,-257.0,,False,,,,,,,True,False,False,True,,False
16001,10118,4392.0,,3146.0,,,,,3426.0,,4442.3,4292.2,3995.9,273.2,1429.6,3612.0,-5726.0,,-6972.0,,,,,-6692.0,,-5675.7,-5825.8,-6122.1,-9844.8,-8688.4,-6506.0,,False,,,,,False,,True,False,False,False,False,False
16003,73,18.0,,0.0,,,,,3.0,,14.1,1.8,15.5,,,66.0,-55.0,,-73.0,,,,,-70.0,,-58.9,-71.2,-57.5,,,-7.0,,False,,,,,False,,False,False,False,,,True
16005,2554,2442.0,,5068.0,,,,,1364.0,,1447.5,465.3,1407.2,570.1,1288.4,622.0,-112.0,,2514.0,,,,,-1190.0,,-1106.5,-2088.7,-1146.8,-1983.9,-1265.6,-1932.0,,False,,,,,False,,False,False,False,False,False,False
16007,126,48.0,,0.0,,,,,42.0,,27.8,15.7,,,,59.0,-78.0,,-126.0,,,,,-84.0,,-98.2,-110.3,,,,-67.0,,False,,,,,False,,False,False,,,,True
16009,110,12.0,,2.0,,,,,21.0,,26.8,15.3,1.1,0.0,,1.0,-98.0,,-108.0,,,,,-89.0,,-83.2,-94.7,-108.9,-110.0,,-109.0,,False,,,,,True,,True,True,False,False,,False
16011,1371,1200.0,,968.0,,,,,1017.0,,430.7,296.3,1492.9,428.6,823.7,382.0,-171.0,,-403.0,,,,,-354.0,,-940.3,-1074.7,121.9,-942.4,-547.3,-989.0,,False,,,,,False,,False,False,True,False,False,False
16013,471,378.0,,332.0,,,,,145.0,,397.2,68.2,109.6,39.5,,269.0,-93.0,,-139.0,,,,,-326.0,,-73.8,-402.8,-361.4,-431.5,,-202.0,,False,,,,,False,,True,False,False,False,,False
16015,62,12.0,,0.0,,,,,27.0,,19.7,13.7,,,,1.0,-50.0,,-62.0,,,,,-35.0,,-42.3,-48.3,,,,-61.0,,False,,,,,True,,True,True,,,,False
16017,541,198.0,,243.0,,,,,270.0,,293.4,184.8,127.5,161.9,,166.0,-343.0,,-298.0,,,,,-271.0,,-247.6,-356.2,-413.5,-379.1,,-375.0,,True,,,,,True,,True,False,False,False,,False
16019,3603,2520.0,,3236.0,,,,,1523.0,,3535.2,956.6,814.9,1075.2,1375.5,1724.0,-1083.0,,-367.0,,,,,-2080.0,,-67.8,-2646.4,-2788.1,-2527.8,-2227.5,-1879.0,,True,,,,,False,,True,False,False,False,False,False
16021,258,156.0,,10.0,,,,,74.0,,152.2,23.3,,,,266.0,-102.0,,-248.0,,,,,-184.0,,-105.8,-234.7,,,,8.0,,False,,,,,False,,False,False,,,,True
16023,47,156.0,,0.0,,,,,9.0,,168.9,12.5,,,,63.0,109.0,,-47.0,,,,,-38.0,,121.9,-34.5,,,,16.0,,True,,,,,True,,False,True,,,,True
16025,15,0.0,,0.0,,,,,6.0,,3.4,3.1,7.2,,,0.0,-15.0,,-15.0,,,,,-9.0,,-11.6,-11.9,-7.8,,,-15.0,,False,,,,,True,,True,True,True,,,False
16027,6028,2316.0,,2806.0,,,,,1573.0,,1692.4,1150.8,1755.1,54.3,867.8,3370.0,-3712.0,,-3222.0,,,,,-4455.0,,-4335.6,-4877.2,-4272.9,-5973.7,-5160.2,-2658.0,,True,,,,,False,,False,False,False,False,False,True
16029,241,276.0,,20.0,,,,,55.0,,141.8,12.9,407.7,40.0,,141.0,35.0,,-221.0,,,,,-186.0,,-99.2,-228.1,166.7,-201.0,,-100.0,,False,,,,,False,,False,False,False,False,,False
16031,1042,996.0,,1562.0,,,,,317.0,,1435.1,45.9,485.2,280.4,,853.0,-46.0,,520.0,,,,,-725.0,,393.1,-996.1,-556.8,-761.6,,-189.0,,False,,,,,False,,False,False,False,False,,False
16033,8,12.0,,0.0,,,,,3.0,,21.1,0.8,,,,3.0,4.0,,-8.0,,,,,-5.0,,13.1,-7.2,,,,-5.0,,False,,,,,False,,False,False,,,,False
16035,413,144.0,,0.0,,,,,28.0,,1454.3,23.7,,0.1,,134.0,-269.0,,-413.0,,,,,-385.0,,1041.3,-389.3,,-412.9,,-279.0,,False,,,,,False,,False,False,,False,,False
16037,53,96.0,,0.0,,,,,25.0,,78.0,12.3,27.1,,,109.0,43.0,,-53.0,,,,,-28.0,,25.0,-40.7,-25.9,,,56.0,,False,,,,,True,,True,True,True,,,False
16039,442,204.0,,293.0,,,,,389.0,,260.2,86.0,116.1,0.0,,112.0,-238.0,,-149.0,,,,,-53.0,,-181.8,-356.0,-325.9,-442.0,,-330.0,,True,,,,,True,,True,False,False,False,,False
16041,414,402.0,,582.0,,,,,178.0,,511.6,32.7,711.3,29.1,,150.0,-12.0,,168.0,,,,,-236.0,,97.6,-381.3,297.3,-384.9,,-264.0,,False,,,,,False,,False,False,False,False,,False
16043,345,390.0,,455.0,,,,,86.0,,461.0,80.7,134.8,190.6,,60.0,45.0,,110.0,,,,,-259.0,,116.0,-264.3,-210.2,-154.4,,-285.0,,False,,,,,False,,False,False,False,False,,False
16045,560,180.0,,136.0,,,,,169.0,,161.7,52.6,53.1,0.0,,294.0,-380.0,,-424.0,,,,,-391.0,,-398.3,-507.4,-506.9,-560.0,,-266.0,,False,,,,,False,,False,False,False,False,,True
