,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01097,1414,1432.0,,1816.6,1553.7,1369.0,1806.0,,,,1635.1,,,1288.0,,719.0,,1636.0,1210.5,,1176.0,1710.9,,1865.0,392.0,,,,,1052.0,2024.0,,,,,1799.5,18.0,,402.6,139.7,-45.0,392.0,,,,221.1,,,-126.0,,-695.0,,222.0,-203.5,,-238.0,296.9,,451.0,-1022.0,,,,,-362.0,610.0,,,,,385.5,,False,False,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
01099,67,62.0,,62.3,,62.0,43.0,,,,34.5,,,56.0,,68.7,,43.0,,,77.0,99.1,,105.0,57.0,,,,,,61.9,,,,,61.8,-5.0,,-4.7,,-5.0,-24.0,,,,-32.5,,,-11.0,,1.7,,-24.0,,,10.0,32.1,,38.0,-10.0,,,,,,-5.1,,,,,-5.2,,True,,False,False,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,False,,,,,False
01101,814,896.0,,917.0,1177.7,866.0,1129.0,,,,1372.1,,,652.0,,454.3,,843.0,956.0,,858.5,1124.2,,885.0,2.0,,,,,665.7,1208.1,676.0,,,,953.4,82.0,,103.0,363.7,52.0,315.0,,,,558.1,,,-162.0,,-359.7,,29.0,142.0,,44.5,310.2,,71.0,-812.0,,,,,-148.3,394.1,-138.0,,,,139.4,,False,False,True,False,,,,False,,,False,,False,,True,False,,True,False,,True,False,,,,,False,False,False,,,,False
01103,1293,1030.0,,1026.9,,1006.0,1319.0,,,,1235.1,,,618.0,,851.7,,683.2,970.5,,1066.0,1173.8,,1003.0,433.0,,,,,752.5,1381.8,,,,,1138.2,-263.0,,-266.1,,-287.0,26.0,,,,-57.9,,,-675.0,,-441.3,,-609.8,-322.5,,-227.0,-119.2,,-290.0,-860.0,,,,,-540.5,88.8,,,,,-154.8,,False,,False,True,,,,True,,,False,,False,,False,False,,True,True,,False,False,,,,,False,True,,,,,True
01105,49,42.0,,40.6,,31.0,0.0,,,,28.4,,,27.0,,30.2,,17.5,,,21.0,40.0,,50.0,6.0,,,,,,23.2,,,,,67.3,-7.0,,-8.4,,-18.0,-49.0,,,,-20.6,,,-22.0,,-18.8,,-31.5,,,-28.0,-9.0,,1.0,-43.0,,,,,,-25.8,,,,,18.3,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,False
01107,168,152.0,,152.5,,128.0,84.0,,,,90.4,,,82.0,,70.8,,98.9,,,170.0,161.7,,146.0,116.0,,,,,,98.8,,,,,134.8,-16.0,,-15.5,,-40.0,-84.0,,,,-77.6,,,-86.0,,-97.2,,-69.1,,,2.0,-6.3,,-22.0,-52.0,,,,,,-69.2,,,,,-33.2,,True,,False,False,,,,False,,,False,,False,,False,,,True,True,,False,False,,,,,,False,,,,,False
01109,94,134.0,,128.1,,120.0,109.0,,,,89.1,,,106.0,,70.7,,88.6,108.0,,132.0,142.0,,152.0,76.0,,,,,146.6,239.0,,,,,127.6,40.0,,34.1,,26.0,15.0,,,,-4.9,,,12.0,,-23.3,,-5.4,14.0,,38.0,48.0,,58.0,-18.0,,,,,52.6,145.0,,,,,33.6,,True,,True,True,,,,True,,,True,,True,,True,True,,True,False,,False,True,,,,,False,False,,,,,True
01111,90,102.0,,104.9,,86.0,73.0,,,,61.1,,,86.0,,37.6,,60.1,,,69.0,115.5,,145.0,88.0,,,,,,133.6,,,,,88.9,12.0,,14.9,,-4.0,-17.0,,,,-28.9,,,-4.0,,-52.4,,-29.9,,,-21.0,25.5,,55.0,-2.0,,,,,,43.6,,,,,-1.1,,False,,True,False,,,,False,,,True,,False,,False,,,False,False,,False,True,,,,,,False,,,,,True
01113,161,72.0,,67.6,,71.0,52.0,,,,87.7,,,171.0,,9.6,,84.1,72.0,,84.0,118.4,,113.0,7.0,,,,,67.5,179.3,,,,,96.6,-89.0,,-93.4,,-90.0,-109.0,,,,-73.3,,,10.0,,-151.4,,-76.9,-89.0,,-77.0,-42.6,,-48.0,-154.0,,,,,-93.5,18.3,,,,,-64.4,,False,,False,False,,,,True,,,True,,False,,True,False,,True,True,,True,False,,,,,False,True,,,,,True
01115,486,524.0,,539.5,,518.0,468.0,,,,375.2,,,314.0,,233.8,,344.1,574.5,,570.0,595.2,,538.0,,,,,,396.0,491.0,,,,,555.4,38.0,,53.5,,32.0,-18.0,,,,-110.8,,,-172.0,,-252.2,,-141.9,88.5,,84.0,109.2,,52.0,,,,,,-90.0,5.0,,,,,69.4,,False,,True,True,,,,False,,,False,,False,,False,False,,False,False,,False,,,,,,False,True,,,,,False
01117,1402,1462.0,,1475.3,,1481.0,2149.0,,,,1753.4,,,661.0,,1560.5,,771.6,1293.5,,2219.0,1961.3,,1931.0,460.0,,,,,1145.9,2177.3,1719.0,,,,1322.0,60.0,,73.3,,79.0,747.0,,,,351.4,,,-741.0,,158.5,,-630.4,-108.5,,817.0,559.3,,529.0,-942.0,,,,,-256.1,775.3,317.0,,,,-80.0,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
01119,54,42.0,,41.2,,42.0,14.0,,,,29.3,,,34.0,,48.9,,25.6,,,57.0,60.2,,75.0,24.0,,,,,,24.3,,,,,58.1,-12.0,,-12.8,,-12.0,-40.0,,,,-24.7,,,-20.0,,-5.1,,-28.4,,,3.0,6.2,,21.0,-30.0,,,,,,-29.7,,,,,4.1,,False,,False,False,,,,False,,,False,,True,,False,,,True,True,,False,False,,,,,,False,,,,,True
01121,394,370.0,,365.8,,319.0,223.0,,,,287.2,,,319.0,,238.4,,235.9,337.5,,535.0,612.1,,595.0,221.0,,,,,362.4,349.6,,,,,40.9,-24.0,,-28.2,,-75.0,-171.0,,,,-106.8,,,-75.0,,-155.6,,-158.1,-56.5,,141.0,218.1,,201.0,-173.0,,,,,-31.6,-44.4,,,,,-353.1,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
01123,171,250.0,,248.0,,223.0,44.0,,,,146.9,,,127.0,,215.5,,136.1,207.0,,326.0,287.9,,314.0,209.0,,,,,194.5,194.3,,,,,238.3,79.0,,77.0,,52.0,-127.0,,,,-24.1,,,-44.0,,44.5,,-34.9,36.0,,155.0,116.9,,143.0,38.0,,,,,23.5,23.3,,,,,67.3,,True,,True,False,,,,True,,,True,,True,,True,True,,False,False,,False,True,,,,,True,True,,,,,True
01125,1323,1170.0,,1240.3,1204.3,1158.0,1186.0,,,,1885.1,,,890.0,,645.6,,718.9,1055.0,,1141.0,1518.4,,1625.0,782.0,,,,,1209.9,1146.9,1158.0,,,,1310.1,-153.0,,-82.7,-118.7,-165.0,-137.0,,,,562.1,,,-433.0,,-677.4,,-604.1,-268.0,,-182.0,195.4,,302.0,-541.0,,,,,-113.1,-176.1,-165.0,,,,-12.9,,True,True,False,True,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,True,False,False,,,,True
01127,379,298.0,,300.0,,298.0,291.0,,,,254.1,,,309.0,,74.8,,226.6,354.0,,245.0,338.8,,312.0,467.0,,,,,197.5,425.3,,,,,474.6,-81.0,,-79.0,,-81.0,-88.0,,,,-124.9,,,-70.0,,-304.2,,-152.4,-25.0,,-134.0,-40.2,,-67.0,88.0,,,,,-181.5,46.3,,,,,95.6,,True,,False,False,,,,False,,,True,,False,,False,True,,False,True,,True,False,,,,,False,True,,,,,False
01129,46,126.0,,103.3,,100.0,0.0,,,,58.9,,,52.0,,115.9,,59.2,,,125.0,118.7,,151.0,10.0,,,,,,96.7,,,,,115.8,80.0,,57.3,,54.0,-46.0,,,,12.9,,,6.0,,69.9,,13.2,,,79.0,72.7,,105.0,-36.0,,,,,,50.7,,,,,69.8,,True,,True,True,,,,True,,,True,,True,,True,,,True,True,,False,True,,,,,,True,,,,,True
01131,30,32.0,,29.2,,29.0,0.0,,,,21.7,,,24.0,,14.7,,19.6,,,40.0,33.7,,39.0,4.0,,,,,,23.1,,,,,34.3,2.0,,-0.8,,-1.0,-30.0,,,,-8.3,,,-6.0,,-15.3,,-10.4,,,10.0,3.7,,9.0,-26.0,,,,,,-6.9,,,,,4.3,,True,,True,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
01133,200,208.0,,198.1,,163.0,131.0,,,,94.8,,,136.0,,141.8,,117.6,,,174.0,172.3,,247.0,135.0,,,,,172.7,250.1,,,,,249.2,8.0,,-1.9,,-37.0,-69.0,,,,-105.2,,,-64.0,,-58.2,,-82.4,,,-26.0,-27.7,,47.0,-65.0,,,,,-27.3,50.1,,,,,49.2,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,False,False,,,,,False
02013,15,2.0,,1.7,,2.0,0.0,,,,4.6,,,,,2.8,,2.0,,,4.0,4.8,,,7.0,,,,,,,,,,,4.2,-13.0,,-13.3,,-13.0,-15.0,,,,-10.4,,,,,-12.2,,-13.0,,,-11.0,-10.2,,,-8.0,,,,,,,,,,,-10.8,,False,,False,False,,,,True,,,,,True,,False,,,True,True,,,True,,,,,,,,,,,True
02016,3,4.0,,4.1,,4.0,0.0,,,,17.1,,,,,4.3,,1.5,,,3.0,2.9,,7.0,19.0,,,,,,14.9,,,,,5.3,1.0,,1.1,,1.0,-3.0,,,,14.1,,,,,1.3,,-1.5,,,0.0,-0.1,,4.0,16.0,,,,,,11.9,,,,,2.3,,False,,False,False,,,,False,,,,,False,,False,,,True,True,,False,False,,,,,,False,,,,,False
02020,4451,4130.0,,4153.1,,4684.0,4684.0,,,,6031.9,,,,,4416.2,,2377.0,4893.5,,5972.0,5638.5,,5870.0,1570.0,,,,,3723.6,5557.5,6141.0,,,,6249.1,-321.0,,-297.9,,233.0,233.0,,,,1580.9,,,,,-34.8,,-2074.0,442.5,,1521.0,1187.5,,1419.0,-2881.0,,,,,-727.4,1106.5,1690.0,,,,1798.1,,True,,True,True,,,,False,,,,,True,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
02050,548,490.0,,468.5,,485.0,,,,,176.0,,,,,989.6,,184.1,,,474.5,406.7,,570.0,207.0,,,,,,560.7,,,,,933.7,-58.0,,-79.5,,-63.0,,,,,-372.0,,,,,441.6,,-363.9,,,-73.5,-141.3,,22.0,-341.0,,,,,,12.7,,,,,385.7,,False,,False,,,,,False,,,,,False,,False,,,False,False,,True,False,,,,,,True,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,0.8,,,,,0.0,,0.0,,,,0.0,,0.0,2.0,,,,,,,,,,,2.1,0.0,,0.0,,0.0,0.0,,,,0.8,,,,,0.0,,0.0,,,,0.0,,0.0,2.0,,,,,,,,,,,2.1,,True,,True,True,,,,False,,,,,True,,True,,,,False,,True,False,,,,,,,,,,,False
02068,5,10.0,,10.3,,5.0,0.0,,,,9.4,,,,,6.6,,7.2,,,6.0,4.1,,10.0,,,,,,,81.8,,,,,5.3,5.0,,5.3,,0.0,-5.0,,,,4.4,,,,,1.6,,2.2,,,1.0,-0.9,,5.0,,,,,,,76.8,,,,,0.3,,False,,True,False,,,,True,,,,,True,,True,,,True,True,,False,,,,,,,False,,,,,True
02070,21,26.0,,23.7,,23.0,0.0,,,,16.9,,,,,61.6,,26.0,,,23.0,20.6,,29.0,29.0,,,,,,44.5,,,,,28.7,5.0,,2.7,,2.0,-21.0,,,,-4.1,,,,,40.6,,5.0,,,2.0,-0.4,,8.0,8.0,,,,,,23.5,,,,,7.7,,True,,True,False,,,,True,,,,,False,,True,,,True,True,,False,False,,,,,,False,,,,,False
02090,573,628.0,,682.9,,632.0,10.0,,,,427.4,,,,,178.9,,317.7,631.0,,653.0,870.6,,905.0,619.0,,,,,649.6,834.7,,,,,575.1,55.0,,109.9,,59.0,-563.0,,,,-145.6,,,,,-394.1,,-255.3,58.0,,80.0,297.6,,332.0,46.0,,,,,76.6,261.7,,,,,2.1,,False,,False,False,,,,False,,,,,False,,False,False,,False,False,,False,True,,,,,False,False,,,,,True
02100,0,2.0,,1.7,,2.0,0.0,,,,2.6,,,,,2.8,,0.3,,,2.0,0.7,,4.0,5.0,,,,,,,,,,,3.6,2.0,,1.7,,2.0,0.0,,,,2.6,,,,,2.8,,0.3,,,2.0,0.7,,4.0,5.0,,,,,,,,,,,3.6,,True,,False,True,,,,False,,,,,False,,True,,,False,True,,False,False,,,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,4.1,,,,,0.0,,1.1,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,4.1,,,,,0.0,,1.1,,,,0.0,,0.0,,,,,,,,,,,,,,True,,True,True,,,,False,,,,,True,,False,,,,False,,True,,,,,,,,,,,,
02110,112,158.0,,142.6,,164.0,222.0,,,,99.2,,,,,52.4,,94.6,182.5,,225.0,209.3,,225.0,188.0,,,,,,,,,,,158.0,46.0,,30.6,,52.0,110.0,,,,-12.8,,,,,-59.6,,-17.4,70.5,,113.0,97.3,,113.0,76.0,,,,,,,,,,,46.0,,True,,False,False,,,,True,,,,,False,,True,False,,False,False,,False,False,,,,,,,,,,,False
02122,844,778.0,,757.9,,851.0,870.0,,,,322.5,,,,,952.1,,549.6,,,984.0,886.2,,983.0,336.0,,,,,534.7,499.1,,,,,786.7,-66.0,,-86.1,,7.0,26.0,,,,-521.5,,,,,108.1,,-294.4,,,140.0,42.2,,139.0,-508.0,,,,,-309.3,-344.9,,,,,-57.3,,False,,True,True,,,,False,,,,,False,,False,,,False,True,,False,False,,,,,False,False,,,,,True
02130,32,96.0,,95.9,,95.0,51.0,,,,55.6,,,,,692.4,,17.3,,,231.0,85.6,,123.0,,,,,,,,,,,,288.1,64.0,,63.9,,63.0,19.0,,,,23.6,,,,,660.4,,-14.7,,,199.0,53.6,,91.0,,,,,,,,,,,,256.1,,True,,True,True,,,,True,,,,,False,,True,,,False,True,,False,,,,,,,,,,,,False
02150,111,42.0,,41.4,,41.0,0.0,,,,31.9,,,,,28.5,,40.3,,,84.0,69.7,,74.0,84.0,,,,,,123.9,,,,,70.6,-69.0,,-69.6,,-70.0,-111.0,,,,-79.1,,,,,-82.5,,-70.7,,,-27.0,-41.3,,-37.0,-27.0,,,,,,12.9,,,,,-40.4,,False,,False,False,,,,False,,,,,False,,False,,,True,True,,True,True,,,,,,True,,,,,True
02158,62,68.0,,76.7,,43.0,28.0,,,,62.9,,,,,44.0,,,,,8.0,43.3,,48.0,,,,,,,,,,,,,6.0,,14.7,,-19.0,-34.0,,,,0.9,,,,,-18.0,,,,,-54.0,-18.7,,-14.0,,,,,,,,,,,,,,False,,False,False,,,,True,,,,,False,,,,,False,False,,False,,,,,,,,,,,,
02164,15,26.0,,24.7,,14.0,1.0,,,,20.7,,,,,14.8,,4.7,,,23.0,,,32.0,22.0,,,,,,34.9,,,,,8.0,11.0,,9.7,,-1.0,-14.0,,,,5.7,,,,,-0.2,,-10.3,,,8.0,,,17.0,7.0,,,,,,19.9,,,,,-7.0,,True,,True,False,,,,True,,,,,True,,True,,,True,,,False,True,,,,,,False,,,,,True
02170,971,780.0,,709.0,,701.0,35.0,,,,355.5,,,,,511.7,,770.5,1375.0,,596.0,837.3,,872.0,633.0,,,,,761.8,722.3,,,,,1054.6,-191.0,,-262.0,,-270.0,-936.0,,,,-615.5,,,,,-459.3,,-200.5,404.0,,-375.0,-133.7,,-99.0,-338.0,,,,,-209.2,-248.7,,,,,83.6,,False,,False,False,,,,False,,,,,False,,False,False,,False,True,,True,False,,,,,False,False,,,,,True
02180,62,22.0,,20.6,,21.0,0.0,,,,25.1,,,,,8.4,,15.8,,,29.0,36.4,,41.0,50.0,,,,,,41.2,,,,,31.9,-40.0,,-41.4,,-41.0,-62.0,,,,-36.9,,,,,-53.6,,-46.2,,,-33.0,-25.6,,-21.0,-12.0,,,,,,-20.8,,,,,-30.1,,False,,False,False,,,,True,,,,,False,,False,,,True,True,,True,True,,,,,,True,,,,,True
02185,77,126.0,,124.2,,119.0,0.0,,,,74.0,,,,,312.7,,56.2,,,74.0,117.5,,151.0,50.0,,,,,,181.4,,,,,132.0,49.0,,47.2,,42.0,-77.0,,,,-3.0,,,,,235.7,,-20.8,,,-3.0,40.5,,74.0,-27.0,,,,,,104.4,,,,,55.0,,True,,True,False,,,,True,,,,,False,,True,,,True,True,,False,True,,,,,,False,,,,,False
02188,51,46.0,,45.1,,36.0,0.0,,,,43.3,,,,,19.1,,30.3,,,28.0,52.1,,32.0,56.0,,,,,,78.4,,,,,81.4,-5.0,,-5.9,,-15.0,-51.0,,,,-7.7,,,,,-31.9,,-20.7,,,-23.0,1.1,,-19.0,5.0,,,,,,27.4,,,,,30.4,,False,,False,False,,,,False,,,,,False,,False,,,False,True,,False,False,,,,,,False,,,,,False
02195,2,4.0,,3.7,,2.0,0.0,,,,4.0,,,,,0.3,,0.5,,,3.0,2.0,,4.0,,,,,,,,,,,,,2.0,,1.7,,0.0,-2.0,,,,2.0,,,,,-1.7,,-1.5,,,1.0,0.0,,2.0,,,,,,,,,,,,,,True,,True,False,,,,False,,,,,True,,True,,,True,True,,False,,,,,,,,,,,,
02198,7,12.0,,11.6,,12.0,,,,,6.7,,,,,187.4,,3.5,,,7.0,15.2,,18.0,,,,,,,,,,,,,5.0,,4.6,,5.0,,,,,-0.3,,,,,180.4,,-3.5,,,0.0,8.2,,11.0,,,,,,,,,,,,,,True,,False,,,,,True,,,,,False,,True,,,True,False,,False,,,,,,,,,,,,
02220,64,44.0,,45.3,,59.0,10.0,,,,24.1,,,,,88.9,,22.3,,,132.0,77.4,,86.0,47.0,,,,,,,,,,,119.6,-20.0,,-18.7,,-5.0,-54.0,,,,-39.9,,,,,24.9,,-41.7,,,68.0,13.4,,22.0,-17.0,,,,,,,,,,,55.6,,True,,True,False,,,,False,,,,,False,,False,,,False,True,,False,True,,,,,,,,,,,False
02230,2,0.0,,0.2,,0.0,0.0,,,,2.8,,,,,0.0,,2.9,,,,0.0,,0.0,,,,,,,,,,,,,-2.0,,-1.8,,-2.0,-2.0,,,,0.8,,,,,-2.0,,0.9,,,,-2.0,,-2.0,,,,,,,,,,,,,,True,,False,False,,,,True,,,,,False,,True,,,,True,,False,,,,,,,,,,,,
02240,130,100.0,,99.2,,100.0,0.0,,,,51.0,,,,,154.9,,26.1,,,159.5,91.3,,115.0,43.0,,,,,,136.9,,,,,177.9,-30.0,,-30.8,,-30.0,-130.0,,,,-79.0,,,,,24.9,,-103.9,,,29.5,-38.7,,-15.0,-87.0,,,,,,6.9,,,,,47.9,,False,,False,False,,,,False,,,,,True,,False,,,True,False,,True,False,,,,,,True,,,,,False
02261,38,44.0,,42.1,,49.0,,,,,28.0,,,,,48.6,,35.3,,,61.0,48.8,,60.0,51.0,,,,,,57.1,,,,,67.3,6.0,,4.1,,11.0,,,,,-10.0,,,,,10.6,,-2.7,,,23.0,10.8,,22.0,13.0,,,,,,19.1,,,,,29.3,,True,,False,,,,,False,,,,,False,,True,,,False,False,,False,False,,,,,,False,,,,,False
02275,1,0.0,,0.0,,0.0,0.0,,,,1.6,,,,,0.0,,0.3,,,1.0,2.3,,3.0,,,,,,,,,,,,,-1.0,,-1.0,,-1.0,-1.0,,,,0.6,,,,,-1.0,,-0.7,,,0.0,1.3,,2.0,,,,,,,,,,,,,,False,,False,False,,,,True,,,,,False,,True,,,True,False,,False,,,,,,,,,,,,
02282,8,8.0,,7.2,,4.0,0.0,,,,8.8,,,,,6.1,,0.0,,,4.0,2.2,,,,,,,,,,,,,,3.5,0.0,,-0.8,,-4.0,-8.0,,,,0.8,,,,,-1.9,,-8.0,,,-4.0,-5.8,,,,,,,,,,,,,,-4.5,,False,,False,False,,,,False,,,,,False,,False,,,False,False,,,,,,,,,,,,,,False
02290,37,14.0,,14.5,,13.0,0.0,,,,10.7,,,,,4.4,,5.1,,,12.0,21.0,,27.0,,,,,,,18.7,,,,,14.3,-23.0,,-22.5,,-24.0,-37.0,,,,-26.3,,,,,-32.6,,-31.9,,,-25.0,-16.0,,-10.0,,,,,,,-18.3,,,,,-22.7,,True,,False,False,,,,False,,,,,False,,False,,,False,True,,True,,,,,,,True,,,,,True
04001,983,474.0,,467.2,,474.0,256.0,,,,573.8,,,711.0,,547.1,,361.0,361.0,,478.0,521.4,,600.0,55.0,,,,,318.3,472.0,,,,,542.6,-509.0,,-515.8,,-509.0,-727.0,,,,-409.2,,,-272.0,,-435.9,,-622.0,-622.0,,-505.0,-461.6,,-383.0,-928.0,,,,,-664.7,-511.0,,,,,-440.4,,False,,False,False,,,,True,,,True,,True,,False,False,,True,True,,True,False,,,,,False,False,,,,,True
04003,918,596.0,,587.0,,596.0,880.0,,,,317.0,,,553.0,,1529.6,,837.8,438.5,,716.0,626.5,,769.0,318.0,,,,,400.3,678.6,,,,,1162.6,-322.0,,-331.0,,-322.0,-38.0,,,,-601.0,,,-365.0,,611.6,,-80.2,-479.5,,-202.0,-291.5,,-149.0,-600.0,,,,,-517.7,-239.4,,,,,244.6,,False,,False,True,,,,False,,,False,,False,,True,False,,True,True,,True,False,,,,,False,True,,,,,True
04005,1198,950.0,,953.4,,952.0,1112.0,,,,1190.9,,,698.0,,1113.1,,716.8,1026.0,,903.0,928.8,,1070.0,602.0,,,,,653.5,869.7,1384.0,,,,1192.3,-248.0,,-244.6,,-246.0,-86.0,,,,-7.1,,,-500.0,,-84.9,,-481.2,-172.0,,-295.0,-269.2,,-128.0,-596.0,,,,,-544.5,-328.3,186.0,,,,-5.7,,True,,True,True,,,,True,,,False,,True,,False,True,,False,False,,True,False,,,,,False,False,True,,,,True
04007,566,410.0,,433.2,,346.0,338.0,,,,250.5,,,241.0,,317.7,,278.9,371.5,,283.0,385.1,,485.0,195.0,,,,,282.8,497.1,,,,,488.4,-156.0,,-132.8,,-220.0,-228.0,,,,-315.5,,,-325.0,,-248.3,,-287.1,-194.5,,-283.0,-180.9,,-81.0,-371.0,,,,,-283.2,-68.9,,,,,-77.6,,True,,False,False,,,,False,,,False,,False,,False,False,,False,False,,True,False,,,,,False,True,,,,,True
04009,510,480.0,,471.3,,475.0,570.0,,,,229.8,,,213.0,,585.4,,290.6,506.0,,464.0,474.7,,597.0,310.0,,,,,326.4,487.1,,,,,428.9,-30.0,,-38.7,,-35.0,60.0,,,,-280.2,,,-297.0,,75.4,,-219.4,-4.0,,-46.0,-35.3,,87.0,-200.0,,,,,-183.6,-22.9,,,,,-81.1,,False,,False,False,,,,False,,,False,,False,,False,True,,False,False,,False,False,,,,,False,True,,,,,False
04011,90,38.0,,42.7,,24.0,0.0,,,,13.5,,,37.0,,75.2,,18.0,,,6.0,23.9,,14.0,9.0,,,,,,95.6,,,,,16.6,-52.0,,-47.3,,-66.0,-90.0,,,,-76.5,,,-53.0,,-14.8,,-72.0,,,-84.0,-66.1,,-76.0,-81.0,,,,,,5.6,,,,,-73.4,,True,,False,False,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,True,,,,,False
04012,153,74.0,,68.4,,73.0,49.0,,,,31.5,,,76.0,,90.3,,35.4,,,85.0,69.4,,88.0,56.0,,,,,,49.5,,,,,126.4,-79.0,,-84.6,,-80.0,-104.0,,,,-121.5,,,-77.0,,-62.7,,-117.6,,,-68.0,-83.6,,-65.0,-97.0,,,,,,-103.5,,,,,-26.6,,False,,False,False,,,,False,,,True,,True,,False,,,True,False,,True,False,,,,,,False,,,,,True
04013,28706,18510.0,,18336.0,24664.4,21315.0,27454.0,,,,16596.6,,,14182.0,,16092.8,,24496.7,18740.5,,25131.0,23345.6,,25629.0,11888.0,,,,,12764.0,20714.2,24796.0,,,,28475.1,-10196.0,,-10370.0,-4041.6,-7391.0,-1252.0,,,,-12109.4,,,-14524.0,,-12613.2,,-4209.3,-9965.5,,-3575.0,-5360.4,,-3077.0,-16818.0,,,,,-15942.0,-7991.8,-3910.0,,,,-230.9,,False,True,True,True,,,,False,,,False,,False,,True,True,,True,True,,True,False,,,,,False,True,True,,,,True
04015,1094,680.0,,685.4,,673.0,943.0,,,,850.2,,,623.0,,623.6,,713.1,637.5,,1404.5,880.3,,992.0,589.0,,,,,468.9,971.2,968.0,,,,1347.6,-414.0,,-408.6,,-421.0,-151.0,,,,-243.8,,,-471.0,,-470.4,,-380.9,-456.5,,310.5,-213.7,,-102.0,-505.0,,,,,-625.1,-122.8,-126.0,,,,253.6,,True,,False,True,,,,True,,,False,,False,,True,False,,True,True,,True,False,,,,,False,True,True,,,,True
