,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UCSB-ACTS,UChicagoCHATTOPADHYAY-UnIT,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UCSB-ACTS,error-UChicagoCHATTOPADHYAY-UnIT,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UCSB-ACTS,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
Nevada,17496,12727.0,16209.1,12683.9,14311.0,13329.0,,12487.9,17141.0,16182.7,13291.3,14631.0,,13472.0,14202.0,13316.2,16798.4,15897.0,11049.1,15465.1,16235.5,14311.1,16543.0,15468.0,14447.0,,16009.7,1773.0,,11868.4,17287.7,13555.9,13990.8,14537.5,15096.0,11322.0,-4769.0,-1286.9,-4812.1,-3185.0,-4167.0,,-5008.1,-355.0,-1313.3,-4204.7,-2865.0,,-4024.0,-3294.0,-4179.8,-697.6,-1599.0,-6446.9,-2030.9,-1260.5,-3184.9,-953.0,-2028.0,-3049.0,,-1486.3,-15723.0,,-5627.6,-208.3,-3940.1,-3505.2,-2958.5,-2400.0,-6174.0,True,False,True,True,,False,True,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,,True,False,,False,True,True,True,True,True,False
New Hampshire,2710,2994.0,4274.9,2952.5,3229.0,3316.0,,2793.4,4767.0,2568.1,4017.9,3359.0,,3040.0,3944.0,3100.2,4844.6,3792.0,3598.7,4888.1,4064.0,3072.1,3945.9,3394.0,3863.0,,3979.6,3318.0,,3142.9,2647.1,3068.4,4420.8,2970.4,3503.0,3129.4,284.0,1564.9,242.5,519.0,606.0,,83.4,2057.0,-141.9,1307.9,649.0,,330.0,1234.0,390.2,2134.6,1082.0,888.7,2178.1,1354.0,362.1,1235.9,684.0,1153.0,,1269.6,608.0,,432.9,-62.9,358.4,1710.8,260.4,793.0,419.4,False,True,False,False,,True,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,True,False,False,True,False,False
New Jersey,27514,27303.0,34925.2,27119.8,31884.0,32053.0,,28198.7,39073.0,32932.2,31122.1,31675.9,,23367.0,27958.0,28637.0,37545.6,32169.0,26629.9,37142.8,34797.5,29202.2,32849.5,31126.0,30980.0,,33477.0,21877.3,,30902.1,35391.6,29127.4,39423.0,28251.8,25394.0,35613.1,-211.0,7411.2,-394.2,4370.0,4539.0,,684.7,11559.0,5418.2,3608.1,4161.9,,-4147.0,444.0,1123.0,10031.6,4655.0,-884.1,9628.8,7283.5,1688.2,5335.5,3612.0,3466.0,,5963.0,-5636.7,,3388.1,7877.6,1613.4,11909.0,737.8,-2120.0,8099.1,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False
New Mexico,14542,16269.0,18430.3,16102.2,16764.0,16538.0,,13679.8,15764.0,18756.3,21547.4,18262.4,,16190.0,20517.0,13859.2,14809.9,23089.0,10356.8,18573.8,20272.5,19562.5,18917.7,16293.0,19104.0,,26062.7,39765.5,,17052.2,15967.2,15307.3,20808.6,17835.2,16732.0,16764.3,1727.0,3888.3,1560.2,2222.0,1996.0,,-862.2,1222.0,4214.3,7005.4,3720.4,,1648.0,5975.0,-682.8,267.9,8547.0,-4185.2,4031.8,5730.5,5020.5,4375.7,1751.0,4562.0,,11520.7,25223.5,,2510.2,1425.2,765.3,6266.6,3293.2,2190.0,2222.3,False,True,False,False,,True,True,False,False,False,,True,False,True,True,False,False,False,False,False,False,False,False,,False,False,,False,True,True,False,False,False,False
New York,45483,34272.0,46340.2,34645.7,39439.0,36471.0,,35340.5,51559.0,43026.9,42647.3,41314.1,,24931.0,35270.0,38517.8,53282.1,40983.0,41378.8,49939.2,39634.0,42048.6,45415.1,43175.0,41755.0,,38311.1,32734.8,,39438.9,49965.5,38814.8,54698.2,40855.3,29439.0,37809.8,-11211.0,857.2,-10837.3,-6044.0,-9012.0,,-10142.5,6076.0,-2456.1,-2835.7,-4168.9,,-20552.0,-10213.0,-6965.2,7799.1,-4500.0,-4104.2,4456.2,-5849.0,-3434.4,-67.9,-2308.0,-3728.0,,-7171.9,-12748.2,,-6044.1,4482.5,-6668.2,9215.2,-4627.7,-16044.0,-7673.2,True,True,True,True,,True,True,True,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,,True,False,,True,True,True,True,True,False,True
North Carolina,25697,23143.0,30495.8,22932.5,23626.0,23626.0,,21856.6,22143.0,27500.0,25593.9,23454.4,,24435.0,25433.0,21743.3,19703.9,29461.0,19293.9,27004.2,26118.0,28811.5,29631.6,26569.0,28126.0,,30431.2,20879.4,,22907.5,29502.8,26614.9,21867.2,30468.5,25272.0,22216.9,-2554.0,4798.8,-2764.5,-2071.0,-2071.0,,-3840.4,-3554.0,1803.0,-103.1,-2242.6,,-1262.0,-264.0,-3953.7,-5993.1,3764.0,-6403.1,1307.2,421.0,3114.5,3934.6,872.0,2429.0,,4734.2,-4817.6,,-2789.5,3805.8,917.9,-3829.8,4771.5,-425.0,-3480.1,False,False,True,True,,False,False,True,True,True,,True,True,False,False,False,False,True,True,False,False,True,True,,False,False,,False,False,True,False,False,True,False
North Dakota,6395,8668.0,8324.6,8384.3,8663.0,6449.0,,9084.3,9584.0,8895.1,8636.8,10258.1,,9057.0,11056.0,10952.7,6689.2,9665.0,3867.6,8964.8,7382.5,8662.8,9287.9,9848.0,9654.0,,9115.6,8634.4,,8237.1,16659.6,8438.0,8093.2,7385.4,9739.0,7991.5,2273.0,1929.6,1989.3,2268.0,54.0,,2689.3,3189.0,2500.1,2241.8,3863.1,,2662.0,4661.0,4557.7,294.2,3270.0,-2527.4,2569.8,987.5,2267.8,2892.9,3453.0,3259.0,,2720.6,2239.4,,1842.1,10264.6,2043.0,1698.2,990.4,3344.0,1596.5,True,True,True,True,,False,False,False,True,False,,False,False,False,True,False,False,False,True,True,False,False,False,,False,True,,True,False,True,True,True,False,True
Ohio,63417,53043.0,61362.5,52850.2,58968.0,54158.0,,51882.8,77155.0,59738.0,56681.9,63586.9,,56246.0,64522.0,60996.8,68819.1,60565.0,43774.4,74155.7,54966.0,55426.0,61505.5,63612.0,62998.0,,63170.2,71911.6,,56685.0,76571.2,56792.7,58146.5,56040.6,56547.0,65412.7,-10374.0,-2054.5,-10566.8,-4449.0,-9259.0,,-11534.2,13738.0,-3679.0,-6735.1,169.9,,-7171.0,1105.0,-2420.2,5402.1,-2852.0,-19642.6,10738.7,-8451.0,-7991.0,-1911.5,195.0,-419.0,,-246.8,8494.6,,-6732.0,13154.2,-6624.3,-5270.5,-7376.4,-6870.0,1995.7,True,False,True,True,,False,False,True,True,True,,True,True,True,True,True,False,False,True,True,True,True,True,,True,True,,True,False,True,True,True,True,True
Oklahoma,22900,20719.0,30648.3,21233.7,21427.0,20854.0,,19390.6,21427.0,19114.8,24419.5,23503.1,,19685.0,21818.0,23451.5,25624.8,25039.0,10335.2,27699.5,21933.0,21243.5,25187.2,24765.0,23949.0,,30319.1,10253.2,,20223.0,22470.6,22209.3,21035.0,24357.4,22112.0,20911.7,-2181.0,7748.3,-1666.3,-1473.0,-2046.0,,-3509.4,-1473.0,-3785.2,1519.5,603.1,,-3215.0,-1082.0,551.5,2724.8,2139.0,-12564.8,4799.5,-967.0,-1656.5,2287.2,1865.0,1049.0,,7419.1,-12646.8,,-2677.0,-429.4,-690.7,-1865.0,1457.4,-788.0,-1988.3,False,True,True,True,,False,True,False,True,True,,False,True,True,False,True,False,False,True,True,False,True,True,,False,False,,False,True,True,True,True,True,True
Oregon,8838,7650.0,11357.1,7621.2,8818.0,8011.0,,7215.5,11306.0,8499.6,9031.4,9479.4,,8292.0,9018.0,8818.2,7567.5,9511.0,7416.3,11040.1,10156.0,9917.1,10417.3,9649.0,9732.0,,10811.0,4544.8,,8032.0,9728.6,9983.0,9674.4,12121.0,8161.0,8166.9,-1188.0,2519.1,-1216.8,-20.0,-827.0,,-1622.5,2468.0,-338.4,193.4,641.4,,-546.0,180.0,-19.8,-1270.5,673.0,-1421.7,2202.1,1318.0,1079.1,1579.3,811.0,894.0,,1973.0,-4293.2,,-806.0,890.6,1145.0,836.4,3283.0,-677.0,-671.1,False,False,True,True,,False,False,True,True,True,,True,True,True,False,True,False,False,False,True,False,True,True,,False,False,,True,True,True,True,False,True,True
Pennsylvania,48957,42766.0,65247.2,43244.1,49924.0,47917.0,,40731.4,53223.0,48491.2,52663.4,48444.1,,43126.0,49924.0,45836.2,67024.1,53230.0,41614.3,56622.0,62183.0,47831.1,52991.7,47532.0,51164.0,,52452.0,32817.8,,41023.3,48717.2,44840.8,60561.2,47339.5,51325.0,51282.6,-6191.0,16290.2,-5712.9,967.0,-1040.0,,-8225.6,4266.0,-465.8,3706.4,-512.9,,-5831.0,967.0,-3120.8,18067.1,4273.0,-7342.7,7665.0,13226.0,-1125.9,4034.7,-1425.0,2207.0,,3495.0,-16139.2,,-7933.7,-239.8,-4116.2,11604.2,-1617.5,2368.0,2325.6,False,True,True,True,,False,True,True,True,True,,True,True,True,False,True,False,False,False,True,True,True,True,,True,False,,False,True,True,False,True,True,True
Rhode Island,5953,6472.0,8019.1,6474.2,6907.0,6070.0,,6202.9,8322.0,65203.0,8446.0,5425.1,,5418.0,6907.0,7234.7,8131.3,8382.0,3248.3,8086.6,6539.0,6385.9,8075.6,5368.0,6235.0,,5820.5,8253.7,,6947.1,8479.1,5918.8,8551.0,3434.0,6487.0,6866.7,519.0,2066.1,521.2,954.0,117.0,,249.9,2369.0,59250.0,2493.0,-527.9,,-535.0,954.0,1281.7,2178.3,2429.0,-2704.7,2133.6,586.0,432.9,2122.6,-585.0,282.0,,-132.5,2300.7,,994.1,2526.1,-34.2,2598.0,-2519.0,534.0,913.7,False,False,False,True,,True,False,False,False,False,,False,False,False,False,False,False,False,False,True,False,False,True,,True,False,,False,False,True,False,False,False,False
South Carolina,9893,11004.0,17037.6,10976.1,11294.0,12161.0,,10510.3,14302.0,11394.1,13136.4,11820.1,,11365.0,13659.0,12224.5,10713.9,13179.0,6730.7,14491.6,11293.5,10902.6,12854.1,13461.0,12907.0,,14890.0,6919.6,,11062.8,14961.2,14520.9,10724.4,11538.0,12527.0,10391.0,1111.0,7144.6,1083.1,1401.0,2268.0,,617.3,4409.0,1501.1,3243.4,1927.1,,1472.0,3766.0,2331.5,820.9,3286.0,-3162.3,4598.6,1400.5,1009.6,2961.1,3568.0,3014.0,,4997.0,-2973.4,,1169.8,5068.2,4627.9,831.4,1645.0,2634.0,498.0,False,True,False,False,,True,False,False,False,False,,False,False,False,True,False,False,False,False,True,False,False,False,,False,False,,False,False,False,True,False,False,True
South Dakota,6885,8032.0,10543.8,8288.5,8442.0,6524.0,,8747.8,9096.0,7829.7,7442.5,9202.6,,8495.0,10354.0,10333.1,7620.9,8524.0,3459.5,8815.3,5539.5,6911.0,8324.9,9399.0,8754.0,,8441.9,8391.4,,5360.9,16647.8,8471.6,9251.1,5223.5,9553.0,8663.8,1147.0,3658.8,1403.5,1557.0,-361.0,,1862.8,2211.0,944.7,557.5,2317.6,,1610.0,3469.0,3448.1,735.9,1639.0,-3425.5,1930.3,-1345.5,26.0,1439.9,2514.0,1869.0,,1556.9,1506.4,,-1524.1,9762.8,1586.6,2366.1,-1661.5,2668.0,1778.8,False,False,False,True,,False,False,True,True,False,,False,False,False,True,False,False,False,False,True,False,False,False,,False,False,,False,False,False,False,False,False,False
Tennessee,27579,30767.0,45034.6,30710.9,30767.0,29475.0,,31150.9,35882.0,33978.3,29684.6,31913.8,,30071.0,28107.0,32334.3,40034.6,35530.0,17954.6,32789.5,28424.5,27305.1,33878.0,35189.0,35292.0,,28698.5,22660.2,,30883.7,41536.4,31589.5,27481.6,26622.6,30627.0,30699.1,3188.0,17455.6,3131.9,3188.0,1896.0,,3571.9,8303.0,6399.3,2105.6,4334.8,,2492.0,528.0,4755.3,12455.6,7951.0,-9624.4,5210.5,845.5,-273.9,6299.0,7610.0,7713.0,,1119.5,-4918.8,,3304.7,13957.4,4010.5,-97.4,-956.4,3048.0,3120.1,False,True,False,True,,False,False,False,True,False,,True,True,False,False,False,False,False,True,True,False,False,False,,True,False,,False,False,False,True,True,True,True
Texas,74275,76573.0,89606.1,78944.8,84390.0,78130.0,,73818.5,62122.0,95104.2,83459.9,85106.0,,77550.0,87076.0,84390.0,93328.4,94540.0,58508.8,89063.2,93207.5,84697.0,71319.2,90325.0,84457.0,,115636.7,62267.7,,79543.5,116140.0,94872.4,72428.2,71727.4,79165.0,79230.1,2298.0,15331.1,4669.8,10115.0,3855.0,,-456.5,-12153.0,20829.2,9184.9,10831.0,,3275.0,12801.0,10115.0,19053.4,20265.0,-15766.2,14788.2,18932.5,10422.0,-2955.8,16050.0,10182.0,,41361.7,-12007.3,,5268.5,41865.0,20597.4,-1846.8,-2547.6,4890.0,4955.1,False,False,False,False,,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False
Utah,18108,22838.0,23501.8,23022.4,24410.0,16118.0,,22276.4,27552.0,22717.8,28647.0,19970.9,,23814.0,32211.0,26984.3,22095.9,25751.0,14316.0,30952.2,24516.0,24269.7,26545.3,26858.0,26285.0,,29056.7,18453.9,,24410.3,33514.6,18098.4,26702.7,18183.8,24859.0,16525.1,4730.0,5393.8,4914.4,6302.0,-1990.0,,4168.4,9444.0,4609.8,10539.0,1862.9,,5706.0,14103.0,8876.3,3987.9,7643.0,-3792.0,12844.2,6408.0,6161.7,8437.3,8750.0,8177.0,,10948.7,345.9,,6302.3,15406.6,-9.6,8594.7,75.8,6751.0,-1582.9,False,False,False,True,,True,False,True,False,True,,False,False,False,True,False,True,False,False,False,False,False,False,,False,True,,False,False,True,False,True,False,True
Vermont,487,703.0,1679.7,732.0,776.0,980.0,,0.0,1896.0,630.9,1089.9,674.6,,478.0,928.0,643.6,1810.4,850.0,499.5,1237.2,1125.0,754.0,1083.7,840.0,1021.0,,1049.2,608.2,,702.1,585.7,949.1,1278.7,791.2,877.0,760.1,216.0,1192.7,245.0,289.0,493.0,,-487.0,1409.0,143.9,602.9,187.6,,-9.0,441.0,156.6,1323.4,363.0,12.5,750.2,638.0,267.0,596.7,353.0,534.0,,562.2,121.2,,215.1,98.7,462.1,791.7,304.2,390.0,273.1,False,False,False,False,,False,False,True,False,True,,True,False,True,False,False,True,False,False,False,False,False,False,,False,True,,True,True,False,False,False,False,False
Virginia,17938,14880.0,23788.3,14560.8,15407.0,16752.0,,13249.3,12010.0,14419.7,17761.9,15595.0,,14737.0,15676.0,13635.6,14673.2,20344.0,12955.4,16366.4,15890.0,16379.0,19294.7,16629.0,17473.0,,19074.8,4273.8,,16538.5,15406.7,19499.9,15052.8,17986.4,15473.0,13178.4,-3058.0,5850.3,-3377.2,-2531.0,-1186.0,,-4688.7,-5928.0,-3518.3,-176.1,-2343.0,,-3201.0,-2262.0,-4302.4,-3264.8,2406.0,-4982.6,-1571.6,-2048.0,-1559.0,1356.7,-1309.0,-465.0,,1136.8,-13664.2,,-1399.5,-2531.3,1561.9,-2885.2,48.4,-2465.0,-4759.6,False,False,True,True,,False,False,False,True,True,,False,True,False,False,True,False,True,True,True,True,True,True,,True,False,,True,True,True,True,True,True,False
Washington,19302,13529.0,17368.0,13322.2,14716.0,13036.0,,15514.5,21125.0,13428.1,17352.4,15429.4,,13705.0,15384.0,15847.8,23676.0,15187.0,13603.3,18690.5,8146.0,10138.2,15401.2,16670.0,17151.0,,14012.2,13127.2,,13804.1,19515.0,16811.5,14884.8,7352.9,14716.0,14623.3,-5773.0,-1934.0,-5979.8,-4586.0,-6266.0,,-3787.5,1823.0,-5873.9,-1949.6,-3872.6,,-5597.0,-3918.0,-3454.2,4374.0,-4115.0,-5698.7,-611.5,-11156.0,-9163.8,-3900.8,-2632.0,-2151.0,,-5289.8,-6174.8,,-5497.9,213.0,-2490.5,-4417.2,-11949.1,-4586.0,-4678.7,True,False,True,False,,True,True,False,True,True,,True,True,True,True,True,True,True,False,False,True,True,True,,True,False,,True,True,True,True,False,True,True
West Virginia,6247,6806.0,6945.1,6881.6,7064.0,8037.0,,6174.5,7078.0,5730.4,9327.1,7875.5,,6579.0,7691.0,6993.0,12900.3,8639.0,4464.6,8932.8,8672.0,7064.2,8356.4,8105.0,8289.0,,8853.8,8957.0,,7001.0,7032.7,8056.4,9695.5,7352.5,8409.0,6942.5,559.0,698.1,634.6,817.0,1790.0,,-72.5,831.0,-516.6,3080.1,1628.5,,332.0,1444.0,746.0,6653.3,2392.0,-1782.4,2685.8,2425.0,817.2,2109.4,1858.0,2042.0,,2606.8,2710.0,,754.0,785.7,1809.4,3448.5,1105.5,2162.0,695.5,False,False,False,False,,True,False,True,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False
Wisconsin,32780,48615.0,92110.9,48711.7,48712.0,46235.0,,47615.5,40002.0,53442.3,51078.1,55553.8,,57176.0,56622.0,59654.6,45649.2,55972.0,25579.0,60023.3,39573.5,42298.6,47508.4,55020.0,54875.0,,51482.1,48745.7,,47475.1,76768.4,45823.5,50019.9,35873.0,48642.0,51864.1,15835.0,59330.9,15931.7,15932.0,13455.0,,14835.5,7222.0,20662.3,18298.1,22773.8,,24396.0,23842.0,26874.6,12869.2,23192.0,-7201.0,27243.3,6793.5,9518.6,14728.4,22240.0,22095.0,,18702.1,15965.7,,14695.1,43988.4,13043.5,17239.9,3093.0,15862.0,19084.1,False,False,False,True,,True,True,False,False,False,,False,False,False,True,False,True,False,True,True,True,False,False,,False,False,,True,False,True,False,True,False,False
Wyoming,4518,5529.0,7878.0,5420.9,6459.0,4867.0,,5456.0,7547.0,5509.8,6919.7,5420.9,,5798.0,6485.0,6888.1,7593.3,6677.0,2444.2,7827.4,6538.5,5482.8,6618.8,6650.0,6309.0,,4629.0,6453.8,,5614.5,7890.8,5799.0,6499.6,4047.6,6275.0,6937.8,1011.0,3360.0,902.9,1941.0,349.0,,938.0,3029.0,991.8,2401.7,902.9,,1280.0,1967.0,2370.1,3075.3,2159.0,-2073.8,3309.4,2020.5,964.8,2100.8,2132.0,1791.0,,111.0,1935.8,,1096.5,3372.8,1281.0,1981.6,-470.4,1757.0,2419.8,False,True,False,True,,True,False,True,False,True,,False,False,False,False,False,False,False,False,True,False,False,False,,True,False,,False,False,False,False,True,False,False
US,1147563,1184520.0,1484604.0,1187414.6,1292124.0,1197877.0,1526138.0,1165403.5,1535469.0,1471364.6,1370626.1,,1345756.0,1211081.0,1364050.0,1312646.0,1446493.9,1404256.0,880816.7,1507387.0,1241257.0,1244281.6,1320607.3,1375393.0,1316303.0,1298941.3,1528623.4,979969.9,1252304.0,1267222.3,,1274483.8,1412659.7,1117870.5,1271603.0,1268915.2,36957.0,337041.0,39851.6,144561.0,50314.0,378575.0,17840.5,387906.0,323801.6,223063.1,,198193.0,63518.0,216487.0,165083.0,298930.9,256693.0,-266746.3,359824.0,93694.0,96718.6,173044.3,227830.0,168740.0,151378.3,381060.4,-167593.1,104741.0,119659.3,,126920.8,265096.7,-29692.5,124040.0,121352.2,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False
