,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
46073,52,54.0,,51.1,,57.0,,,,,,25.9,,77.0,,52.0,,,,85.0,55.6,,77.0,,,,,,,0.0,,40.0,2.0,,-0.9,,5.0,,,,,,-26.1,,25.0,,-0.0,,,,33.0,3.6,,25.0,,,,,,,-52.0,,-12.0,,True,,False,,,,,,False,,False,,True,,,,False,False,,False,,,,,,,False,,False
46075,19,30.0,,30.5,,23.0,,,,,,10.5,,9.0,,36.2,,,,3.0,17.4,,14.0,,,,,,,9.0,,30.5,11.0,,11.5,,4.0,,,,,,-8.5,,-10.0,,17.2,,,,-16.0,-1.6,,-5.0,,,,,,,-10.0,,11.5,,False,,True,,,,,,True,,True,,False,,,,False,True,,True,,,,,,,True,,False
46077,169,174.0,,174.8,,176.0,76.0,,,,,58.9,,96.0,,346.6,,,,195.0,185.5,,249.0,,,,,,,26.0,,215.6,5.0,,5.8,,7.0,-93.0,,,,,-110.1,,-73.0,,177.6,,,,26.0,16.5,,80.0,,,,,,,-143.0,,46.6,,False,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
46079,327,309.0,,316.7,,335.0,334.0,,,,,90.1,,363.0,,623.8,,,,399.0,326.1,,466.0,,,,,,,92.0,,726.8,-18.0,,-10.3,,8.0,7.0,,,,,-236.9,,36.0,,296.8,,,,72.0,-0.9,,139.0,,,,,,,-235.0,,399.8,,True,,True,True,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,False
46081,683,822.0,,836.7,,824.0,663.0,,,,,226.4,,529.0,,1918.5,,,,859.0,1038.0,,1210.0,,,,454.7,,,187.0,,2252.7,139.0,,153.7,,141.0,-20.0,,,,,-456.6,,-154.0,,1235.5,,,,176.0,355.0,,527.0,,,,-228.3,,,-496.0,,1569.7,,False,,False,True,,,,,False,,False,,False,,,,False,False,,False,,,,False,,,False,,False
46083,1755,1503.0,,1556.0,,1585.0,1251.0,,,,,466.4,,1585.0,,3010.7,,2604.5,,1901.0,1778.8,,1972.0,,,,1468.0,,,1697.0,,1916.4,-252.0,,-199.0,,-170.0,-504.0,,,,,-1288.6,,-170.0,,1255.7,,849.5,,146.0,23.8,,217.0,,,,-287.0,,,-58.0,,161.4,,True,,True,False,,,,,False,,True,,False,,False,,True,True,,True,,,,False,,,True,,True
46085,126,120.0,,127.5,,122.0,0.0,,,,,37.6,,43.0,,121.8,,,,139.0,137.0,,147.0,,,,,,,0.0,,118.4,-6.0,,1.5,,-4.0,-126.0,,,,,-88.4,,-83.0,,-4.2,,,,13.0,11.0,,21.0,,,,,,,-126.0,,-7.6,,True,,True,False,,,,,False,,False,,True,,,,False,False,,False,,,,,,,False,,False
46087,228,237.0,,231.7,,237.0,207.0,,,,,58.8,,109.0,,628.2,,,,356.0,262.9,,348.0,,,,,,,0.0,,532.8,9.0,,3.7,,9.0,-21.0,,,,,-169.2,,-119.0,,400.2,,,,128.0,34.9,,120.0,,,,,,,-228.0,,304.8,,True,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
46089,76,0.0,,0.0,,1.0,0.0,,,,,7.7,,43.0,,7.4,,,,1.0,12.9,,12.0,,,,,,,0.0,,29.3,-76.0,,-76.0,,-75.0,-76.0,,,,,-68.3,,-33.0,,-68.6,,,,-75.0,-63.1,,-64.0,,,,,,,-76.0,,-46.7,,False,,True,False,,,,,True,,True,,True,,,,True,True,,True,,,,,,,False,,True
46091,101,30.0,,29.0,,37.0,,,,,,10.6,,121.0,,34.7,,,,41.0,41.3,,17.0,,,,,,,24.0,,19.9,-71.0,,-72.0,,-64.0,,,,,,-90.4,,20.0,,-66.3,,,,-60.0,-59.7,,-84.0,,,,,,,-77.0,,-81.1,,False,,True,,,,,,False,,True,,True,,,,True,True,,False,,,,,,,False,,False
46093,539,483.0,,477.2,,516.0,486.0,,,,,160.7,,529.0,,813.1,,,,733.0,641.6,,747.0,,,,372.2,,,235.0,,854.8,-56.0,,-61.8,,-23.0,-53.0,,,,,-378.3,,-10.0,,274.1,,,,194.0,102.6,,208.0,,,,-166.8,,,-304.0,,315.8,,False,,True,True,,,,,False,,True,,False,,,,False,False,,False,,,,False,,,False,,False
46095,66,51.0,,48.8,,49.0,1.0,,,,,11.2,,30.0,,148.1,,,,47.0,51.5,,53.0,,,,,,,12.0,,76.6,-15.0,,-17.2,,-17.0,-65.0,,,,,-54.8,,-36.0,,82.1,,,,-19.0,-14.5,,-13.0,,,,,,,-54.0,,10.6,,False,,False,False,,,,,False,,False,,False,,,,False,True,,True,,,,,,,False,,True
46097,27,48.0,,47.6,,31.0,0.0,,,,,32.7,,31.0,,27.6,,,,4.0,42.3,,32.0,,,,,,,0.0,,61.2,21.0,,20.6,,4.0,-27.0,,,,,5.7,,4.0,,0.6,,,,-23.0,15.3,,5.0,,,,,,,-27.0,,34.2,,True,,True,False,,,,,True,,True,,True,,,,False,True,,True,,,,,,,False,,False
46099,6131,5373.0,,5115.3,5743.3,6316.0,5796.0,,,,,6837.7,,7859.0,,7700.1,,7704.0,,6294.0,6866.9,,8543.0,,,,5712.7,6325.0,,0.0,,8205.6,-758.0,,-1015.7,-387.7,185.0,-335.0,,,,,706.7,,1728.0,,1569.1,,1573.0,,163.0,735.9,,2412.0,,,,-418.3,194.0,,-6131.0,,2074.6,,False,True,True,True,,,,,True,,False,,False,,False,,True,True,,False,,,,True,True,,False,,False
46101,120,171.0,,168.1,,173.0,166.0,,,,,66.8,,91.0,,236.3,,,,254.0,192.0,,247.0,,,,,,,18.0,,,51.0,,48.1,,53.0,46.0,,,,,-53.2,,-29.0,,116.3,,,,134.0,72.0,,127.0,,,,,,,-102.0,,,,True,,False,True,,,,,False,,True,,False,,,,False,False,,False,,,,,,,False,,
46102,390,621.0,,654.7,,577.0,518.0,,,,,176.8,,89.0,,959.9,,,,493.0,630.0,,588.0,,,,266.7,,,0.0,,0.0,231.0,,264.7,,187.0,128.0,,,,,-213.2,,-301.0,,569.9,,,,103.0,240.0,,198.0,,,,-123.3,,,-390.0,,-390.0,,False,,True,True,,,,,True,,False,,False,,,,True,False,,True,,,,True,,,False,,False
46103,2826,2556.0,,2554.3,,2946.0,4874.0,,,,,5043.4,,2591.0,,4252.2,,3168.0,,2946.0,3233.9,,3997.0,,,,1561.8,,,776.0,,4002.8,-270.0,,-271.7,,120.0,2048.0,,,,,2217.4,,-235.0,,1426.2,,342.0,,120.0,407.9,,1171.0,,,,-1264.2,,,-2050.0,,1176.8,,False,,True,False,,,,,False,,True,,False,,False,,True,False,,False,,,,False,,,False,,False
46105,94,42.0,,39.2,,34.0,0.0,,,,,24.7,,25.0,,32.4,,,,31.0,51.7,,27.0,,,,,,,0.0,,34.9,-52.0,,-54.8,,-60.0,-94.0,,,,,-69.3,,-69.0,,-61.6,,,,-63.0,-42.3,,-67.0,,,,,,,-94.0,,-59.1,,False,,False,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,False
46107,92,147.0,,146.1,,147.0,,,,,,49.9,,48.0,,360.2,,,,167.0,111.8,,181.0,,,,,,,0.0,,253.2,55.0,,54.1,,55.0,,,,,,-42.1,,-44.0,,268.2,,,,75.0,19.8,,89.0,,,,,,,-92.0,,161.2,,True,,False,,,,,,True,,True,,False,,,,False,True,,False,,,,,,,False,,False
46109,245,249.0,,243.2,,262.0,291.0,,,,,79.9,,263.0,,282.8,,,,373.0,266.4,,334.0,,,,,,,101.0,,189.8,4.0,,-1.8,,17.0,46.0,,,,,-165.1,,18.0,,37.8,,,,128.0,21.4,,89.0,,,,,,,-144.0,,-55.2,,True,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
46111,114,126.0,,132.9,,126.0,3.0,,,,,51.2,,35.0,,206.7,,,,181.0,101.8,,175.0,,,,,,,0.0,,175.3,12.0,,18.9,,12.0,-111.0,,,,,-62.8,,-79.0,,92.7,,,,67.0,-12.2,,61.0,,,,,,,-114.0,,61.3,,False,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
46115,158,270.0,,263.4,,235.0,0.0,,,,,78.0,,183.0,,567.2,,,,216.0,235.3,,357.0,,,,,,,2.0,,,112.0,,105.4,,77.0,-158.0,,,,,-80.0,,25.0,,409.2,,,,58.0,77.3,,199.0,,,,,,,-156.0,,,,True,,True,False,,,,,True,,True,,False,,,,True,True,,False,,,,,,,False,,
46117,103,75.0,,72.9,,73.0,0.0,,,,,32.8,,33.0,,71.2,,,,71.0,96.2,,106.0,,,,,,,32.0,,133.1,-28.0,,-30.1,,-30.0,-103.0,,,,,-70.2,,-70.0,,-31.8,,,,-32.0,-6.8,,3.0,,,,,,,-71.0,,30.1,,False,,False,False,,,,,False,,False,,False,,,,False,True,,True,,,,,,,False,,False
46119,32,45.0,,47.1,,36.0,,,,,,15.6,,15.0,,77.1,,,,25.0,27.6,,25.0,,,,,,,17.0,,,13.0,,15.1,,4.0,,,,,,-16.4,,-17.0,,45.1,,,,-7.0,-4.4,,-7.0,,,,,,,-15.0,,,,False,,True,,,,,,False,,False,,False,,,,True,True,,True,,,,,,,False,,
46121,364,207.0,,187.8,,205.0,227.0,,,,,65.8,,114.0,,428.9,,,,158.0,253.9,,129.0,,,,,,,30.0,,248.5,-157.0,,-176.2,,-159.0,-137.0,,,,,-298.2,,-250.0,,64.9,,,,-206.0,-110.1,,-235.0,,,,,,,-334.0,,-115.5,,False,,False,True,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,True
46123,179,123.0,,122.3,,124.0,3.0,,,,,58.3,,133.0,,120.5,,,,119.0,167.9,,166.0,,,,,,,0.0,,,-56.0,,-56.7,,-55.0,-176.0,,,,,-120.7,,-46.0,,-58.5,,,,-60.0,-11.1,,-13.0,,,,,,,-179.0,,,,False,,True,False,,,,,False,,True,,False,,,,False,True,,True,,,,,,,False,,
46125,174,261.0,,264.4,,261.0,173.0,,,,,87.0,,194.0,,409.1,,,,198.5,285.0,,,,,,,,,0.0,,246.7,87.0,,90.4,,87.0,-1.0,,,,,-87.0,,20.0,,235.1,,,,24.5,111.0,,,,,,,,,-174.0,,72.7,,False,,False,True,,,,,False,,True,,False,,,,True,False,,,,,,,,,False,,True
46127,350,291.0,,286.5,,304.0,199.0,,,,,117.1,,395.0,,372.8,,339.5,,228.0,317.8,,310.0,,,,,,,51.0,,254.8,-59.0,,-63.5,,-46.0,-151.0,,,,,-232.9,,45.0,,22.8,,-10.5,,-122.0,-32.2,,-40.0,,,,,,,-299.0,,-95.2,,False,,True,False,,,,,False,,True,,True,,True,,False,True,,True,,,,,,,False,,False
46129,164,96.0,,105.2,,96.0,68.0,,,,,43.7,,151.0,,80.4,,,,53.0,101.3,,137.0,,,,,,,0.0,,99.0,-68.0,,-58.8,,-68.0,-96.0,,,,,-120.3,,-13.0,,-83.6,,,,-111.0,-62.7,,-27.0,,,,,,,-164.0,,-65.0,,True,,False,False,,,,,False,,True,,False,,,,False,True,,True,,,,,,,False,,True
46135,679,423.0,,457.3,,558.0,520.0,,,,,144.4,,865.0,,716.3,,,,566.0,557.7,,595.0,,,,,,,311.0,,,-256.0,,-221.7,,-121.0,-159.0,,,,,-534.6,,186.0,,37.3,,,,-113.0,-121.3,,-84.0,,,,,,,-368.0,,,,True,,True,True,,,,,False,,True,,True,,,,True,True,,True,,,,,,,False,,
46137,42,69.0,,70.0,,69.0,9.0,,,,,26.7,,40.0,,145.1,,,,84.5,60.1,,119.0,,,,,,,24.0,,,27.0,,28.0,,27.0,-33.0,,,,,-15.3,,-2.0,,103.1,,,,42.5,18.1,,77.0,,,,,,,-18.0,,,,False,,False,False,,,,,True,,True,,False,,,,False,True,,False,,,,,,,True,,
47001,885,579.0,,563.2,,572.0,566.0,,,,,277.8,,433.0,,595.8,,666.5,,657.0,962.2,,995.0,,,,460.1,,,0.0,,815.6,-306.0,,-321.8,,-313.0,-319.0,,,,,-607.2,,-452.0,,-289.2,,-218.5,,-228.0,77.2,,110.0,,,,-424.9,,,-885.0,,-69.4,,False,,False,False,,,,,False,,False,,True,,True,,True,True,,True,,,,False,,,False,,True
47003,784,450.0,,445.2,,444.0,399.0,,,,,203.6,,410.0,,534.2,,456.0,,366.0,472.8,,680.0,,,,368.8,,,339.0,,515.2,-334.0,,-338.8,,-340.0,-385.0,,,,,-580.4,,-374.0,,-249.8,,-328.0,,-418.0,-311.2,,-104.0,,,,-415.2,,,-445.0,,-268.8,,False,,False,False,,,,,False,,False,,True,,True,,False,True,,True,,,,False,,,False,,True
47005,301,216.0,,210.5,,211.0,406.0,,,,,84.8,,156.0,,256.8,,,,107.0,178.7,,293.0,,,,,,,0.0,,385.0,-85.0,,-90.5,,-90.0,105.0,,,,,-216.2,,-145.0,,-44.2,,,,-194.0,-122.3,,-8.0,,,,,,,-301.0,,84.0,,False,,False,False,,,,,False,,False,,True,,,,False,False,,True,,,,,,,False,,True
47007,111,63.0,,71.2,,75.0,,,,,,42.6,,93.0,,56.9,,,,113.0,79.7,,49.0,,,,41.9,,,0.0,,142.3,-48.0,,-39.8,,-36.0,,,,,,-68.4,,-18.0,,-54.1,,,,2.0,-31.3,,-62.0,,,,-69.1,,,-111.0,,31.3,,True,,True,,,,,,False,,True,,False,,,,True,True,,False,,,,False,,,False,,True
47009,1626,810.0,,793.0,,820.0,717.0,,,,,426.6,,696.0,,861.0,,934.5,,905.0,1081.2,,1230.0,,,,598.8,857.0,,0.0,,828.5,-816.0,,-833.0,,-806.0,-909.0,,,,,-1199.4,,-930.0,,-765.0,,-691.5,,-721.0,-544.8,,-396.0,,,,-1027.2,-769.0,,-1626.0,,-797.5,,False,,True,False,,,,,False,,False,,True,,True,,True,True,,True,,,,False,True,,False,,True
47011,1261,549.0,,539.2,,553.0,400.0,,,,,335.2,,694.0,,609.5,,607.5,,545.0,587.6,,686.0,,,,494.7,,,427.0,,539.9,-712.0,,-721.8,,-708.0,-861.0,,,,,-925.8,,-567.0,,-651.5,,-653.5,,-716.0,-673.4,,-575.0,,,,-766.3,,,-834.0,,-721.1,,False,,True,False,,,,,False,,True,,True,,True,,False,True,,True,,,,False,,,False,,False
47013,324,264.0,,257.5,,264.0,103.0,,,,,145.2,,267.0,,319.2,,433.0,,234.0,357.0,,236.0,,,,183.7,,,0.0,,353.1,-60.0,,-66.5,,-60.0,-221.0,,,,,-178.8,,-57.0,,-4.8,,109.0,,-90.0,33.0,,-88.0,,,,-140.3,,,-324.0,,29.1,,False,,False,False,,,,,False,,True,,True,,False,,False,True,,False,,,,False,,,False,,True
47015,283,135.0,,138.0,,135.0,103.0,,,,,56.3,,102.0,,211.6,,,,103.0,177.9,,175.0,,,,,,,17.0,,109.6,-148.0,,-145.0,,-148.0,-180.0,,,,,-226.7,,-181.0,,-71.4,,,,-180.0,-105.1,,-108.0,,,,,,,-266.0,,-173.4,,True,,False,False,,,,,False,,False,,True,,,,False,True,,True,,,,,,,False,,False
47017,478,279.0,,297.0,,286.0,228.0,,,,,148.3,,208.0,,322.8,,,,280.0,298.0,,420.0,,,,282.6,,,306.0,,148.0,-199.0,,-181.0,,-192.0,-250.0,,,,,-329.7,,-270.0,,-155.2,,,,-198.0,-180.0,,-58.0,,,,-195.4,,,-172.0,,-330.0,,True,,True,False,,,,,False,,False,,True,,,,True,True,,True,,,,True,,,True,,False
47019,801,534.0,,518.0,,579.0,601.0,,,,,220.9,,381.0,,871.4,,683.5,,737.0,614.0,,987.0,,,,386.1,,,384.0,,686.5,-267.0,,-283.0,,-222.0,-200.0,,,,,-580.1,,-420.0,,70.4,,-117.5,,-64.0,-187.0,,186.0,,,,-414.9,,,-417.0,,-114.5,,False,,True,True,,,,,False,,False,,True,,True,,True,True,,True,,,,False,,,False,,True
47021,376,264.0,,261.4,,249.0,201.0,,,,,151.7,,229.0,,268.0,,280.0,,229.0,310.1,,353.0,,,,201.4,,,188.0,,249.4,-112.0,,-114.6,,-127.0,-175.0,,,,,-224.3,,-147.0,,-108.0,,-96.0,,-147.0,-65.9,,-23.0,,,,-174.6,,,-188.0,,-126.6,,False,,False,False,,,,,False,,False,,True,,True,,False,True,,True,,,,False,,,False,,False
47023,235,120.0,,121.8,,126.0,75.0,,,,,70.0,,126.0,,177.0,,,,123.0,137.1,,185.0,,,,,,,87.0,,75.0,-115.0,,-113.2,,-109.0,-160.0,,,,,-165.0,,-109.0,,-58.0,,,,-112.0,-97.9,,-50.0,,,,,,,-148.0,,-160.0,,True,,True,False,,,,,False,,True,,True,,,,True,True,,True,,,,,,,False,,False
47025,267,48.0,,40.1,,78.0,57.0,,,,,44.7,,220.0,,128.0,,94.5,,64.0,91.9,,83.0,,,,,,,42.0,,75.5,-219.0,,-226.9,,-189.0,-210.0,,,,,-222.3,,-47.0,,-139.0,,-172.5,,-203.0,-175.1,,-184.0,,,,,,,-225.0,,-191.5,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,False,,True
47027,110,54.0,,50.8,,44.0,41.0,,,,,40.5,,38.0,,40.7,,,,30.0,63.5,,37.0,,,,,,,27.0,,121.3,-56.0,,-59.2,,-66.0,-69.0,,,,,-69.5,,-72.0,,-69.3,,,,-80.0,-46.5,,-73.0,,,,,,,-83.0,,11.3,,False,,False,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,True
47029,333,300.0,,347.0,,336.0,486.0,,,,,123.0,,265.0,,435.0,,397.0,,307.0,340.9,,353.0,,,,148.8,,,172.0,,338.5,-33.0,,14.0,,3.0,153.0,,,,,-210.0,,-68.0,,102.0,,64.0,,-26.0,7.9,,20.0,,,,-184.2,,,-161.0,,5.5,,True,,True,False,,,,,False,,False,,False,,False,,True,True,,True,,,,False,,,False,,True
47031,653,408.0,,428.6,,410.0,341.0,,,,,195.9,,424.0,,574.5,,495.5,,302.0,394.8,,365.0,,,,360.6,,,275.0,,497.3,-245.0,,-224.4,,-243.0,-312.0,,,,,-457.1,,-229.0,,-78.5,,-157.5,,-351.0,-258.2,,-288.0,,,,-292.4,,,-378.0,,-155.7,,True,,True,False,,,,,False,,True,,True,,True,,False,False,,False,,,,False,,,False,,True
47033,152,237.0,,240.1,,240.0,300.0,,,,,101.9,,95.0,,342.3,,,,170.0,264.7,,212.0,,,,,,,0.0,,259.5,85.0,,88.1,,88.0,148.0,,,,,-50.1,,-57.0,,190.3,,,,18.0,112.7,,60.0,,,,,,,-152.0,,107.5,,False,,False,False,,,,,True,,True,,False,,,,True,False,,True,,,,,,,False,,False
47035,700,501.0,,526.7,,483.0,528.0,,,,,240.2,,341.0,,438.2,,430.5,,583.0,601.0,,805.0,,,,319.0,,,511.0,,416.8,-199.0,,-173.3,,-217.0,-172.0,,,,,-459.8,,-359.0,,-261.8,,-269.5,,-117.0,-99.0,,105.0,,,,-381.0,,,-189.0,,-283.2,,True,,False,True,,,,,False,,False,,False,,False,,True,True,,True,,,,False,,,True,,False
47037,7828,5514.0,,5247.0,6065.4,5217.0,10212.0,,,,,7897.5,,3730.0,,4633.6,,5456.5,,4936.0,7068.3,,7242.0,,,,3185.9,5023.0,,2738.0,,5961.9,-2314.0,,-2581.0,-1762.6,-2611.0,2384.0,,,,,69.5,,-4098.0,,-3194.4,,-2371.5,,-2892.0,-759.7,,-586.0,,,,-4642.1,-2805.0,,-5090.0,,-1866.1,,False,True,False,False,,,,,True,,False,,False,,False,,False,True,,True,,,,False,False,,False,,True
47039,236,99.0,,101.3,,99.0,54.0,,,,,65.1,,117.0,,81.6,,,,97.0,129.8,,106.0,,,,,,,75.0,,100.6,-137.0,,-134.7,,-137.0,-182.0,,,,,-170.9,,-119.0,,-154.4,,,,-139.0,-106.2,,-130.0,,,,,,,-161.0,,-135.4,,True,,False,False,,,,,False,,True,,False,,,,False,True,,True,,,,,,,False,,True
47041,336,204.0,,208.7,,184.0,250.0,,,,,88.4,,148.0,,190.9,,,,107.0,168.2,,310.0,,,,,,,0.0,,220.0,-132.0,,-127.3,,-152.0,-86.0,,,,,-247.6,,-188.0,,-145.1,,,,-229.0,-167.8,,-26.0,,,,,,,-336.0,,-116.0,,True,,False,True,,,,,False,,False,,False,,,,False,False,,True,,,,,,,False,,True
47043,887,621.0,,626.4,,605.0,649.0,,,,,288.2,,406.0,,656.3,,564.5,,504.0,675.2,,929.0,,,,415.2,,,443.0,,1070.0,-266.0,,-260.6,,-282.0,-238.0,,,,,-598.8,,-481.0,,-230.7,,-322.5,,-383.0,-211.8,,42.0,,,,-471.8,,,-444.0,,183.0,,True,,False,True,,,,,False,,False,,True,,False,,False,True,,True,,,,False,,,False,,True
47045,656,477.0,,496.3,,477.0,372.0,,,,,274.5,,372.0,,574.5,,644.5,,412.0,680.0,,379.0,,,,320.9,,,348.0,,614.4,-179.0,,-159.7,,-179.0,-284.0,,,,,-381.5,,-284.0,,-81.5,,-11.5,,-244.0,24.0,,-277.0,,,,-335.1,,,-308.0,,-41.6,,True,,False,False,,,,,False,,False,,True,,True,,False,True,,False,,,,False,,,False,,True
47047,394,222.0,,209.6,,232.0,267.0,,,,,157.1,,228.0,,261.0,,314.5,,204.0,272.1,,199.0,,,,221.7,,,104.0,,422.1,-172.0,,-184.4,,-162.0,-127.0,,,,,-236.9,,-166.0,,-133.0,,-79.5,,-190.0,-121.9,,-195.0,,,,-172.3,,,-290.0,,28.1,,False,,True,True,,,,,False,,True,,True,,True,,False,True,,False,,,,False,,,False,,True
47049,211,156.0,,160.9,,148.0,118.0,,,,,102.4,,91.0,,195.8,,,,58.0,145.6,,115.0,,,,,,,41.0,,153.9,-55.0,,-50.1,,-63.0,-93.0,,,,,-108.6,,-120.0,,-15.2,,,,-153.0,-65.4,,-96.0,,,,,,,-170.0,,-57.1,,True,,False,False,,,,,False,,False,,True,,,,False,False,,False,,,,,,,False,,False
47051,618,333.0,,333.0,,328.0,436.0,,,,,164.5,,306.0,,390.1,,317.5,,275.0,347.1,,523.0,,,,253.6,,,236.0,,282.4,-285.0,,-285.0,,-290.0,-182.0,,,,,-453.5,,-312.0,,-227.9,,-300.5,,-343.0,-270.9,,-95.0,,,,-364.4,,,-382.0,,-335.6,,False,,False,True,,,,,False,,False,,True,,False,,False,True,,True,,,,False,,,False,,False
47053,853,420.0,,428.2,,421.0,598.0,,,,,243.4,,354.0,,399.9,,352.0,,293.0,477.0,,,,,,463.1,,,362.0,,352.4,-433.0,,-424.8,,-432.0,-255.0,,,,,-609.6,,-499.0,,-453.1,,-501.0,,-560.0,-376.0,,,,,,-389.9,,,-491.0,,-500.6,,True,,True,True,,,,,False,,False,,False,,False,,False,True,,,,,,True,,,False,,False
47055,357,258.0,,252.6,,245.0,167.0,,,,,127.6,,222.0,,329.1,,264.5,,216.5,230.5,,266.0,,,,254.5,,,0.0,,250.1,-99.0,,-104.4,,-112.0,-190.0,,,,,-229.4,,-135.0,,-27.9,,-92.5,,-140.5,-126.5,,-91.0,,,,-102.5,,,-357.0,,-106.9,,False,,False,False,,,,,False,,False,,True,,True,,False,False,,True,,,,False,,,False,,False
47057,278,273.0,,298.9,,227.0,227.0,,,,,85.1,,149.0,,446.9,,,,105.0,180.8,,351.0,,,,,,,209.0,,248.1,-5.0,,20.9,,-51.0,-51.0,,,,,-192.9,,-129.0,,168.9,,,,-173.0,-97.2,,73.0,,,,,,,-69.0,,-29.9,,False,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
47059,907,624.0,,635.5,,558.0,495.0,,,,,228.4,,480.0,,1185.6,,894.5,,446.0,518.5,,820.0,,,,371.6,,,507.0,,713.5,-283.0,,-271.5,,-349.0,-412.0,,,,,-678.6,,-427.0,,278.6,,-12.5,,-461.0,-388.5,,-87.0,,,,-535.4,,,-400.0,,-193.5,,True,,False,False,,,,,False,,False,,True,,True,,False,False,,True,,,,False,,,False,,True
47061,138,102.0,,104.1,,97.0,57.0,,,,,54.5,,87.0,,129.2,,,,39.0,101.0,,64.0,,,,,,,71.0,,156.3,-36.0,,-33.9,,-41.0,-81.0,,,,,-83.5,,-51.0,,-8.8,,,,-99.0,-37.0,,-74.0,,,,,,,-67.0,,18.3,,True,,False,False,,,,,False,,False,,True,,,,False,False,,False,,,,,,,False,,True
47063,749,375.0,,369.9,,377.0,266.0,,,,,211.3,,440.0,,359.6,,409.0,,456.0,549.6,,412.0,,,,319.9,,,287.0,,416.1,-374.0,,-379.1,,-372.0,-483.0,,,,,-537.7,,-309.0,,-389.4,,-340.0,,-293.0,-199.4,,-337.0,,,,-429.1,,,-462.0,,-332.9,,False,,True,False,,,,,False,,True,,False,,True,,True,True,,True,,,,False,,,False,,True
47065,3665,2208.0,,2242.9,2211.1,2288.0,3988.0,,,,,1359.7,,2022.0,,1783.4,,2627.0,,2772.0,3392.6,,2984.0,,,,2077.3,2754.0,,2053.0,,2126.8,-1457.0,,-1422.1,-1453.9,-1377.0,323.0,,,,,-2305.3,,-1643.0,,-1881.6,,-1038.0,,-893.0,-272.4,,-681.0,,,,-1587.7,-911.0,,-1612.0,,-1538.2,,True,True,True,True,,,,,False,,False,,False,,True,,True,True,,True,,,,False,True,,False,,False
