,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
01071,731,432.0,,431.2,,430.0,370.0,,,,,212.0,,318.0,,506.3,,556.0,,343.0,458.4,,409.0,,,,260.2,,,302.0,,473.6,-299.0,,-299.8,,-301.0,-361.0,,,,,-519.0,,-413.0,,-224.7,,-175.0,,-388.0,-272.6,,-322.0,,,,-470.8,,,-429.0,,-257.4,,False,,False,False,,,,,False,,False,,True,,True,,False,True,,False,,,,False,,,False,,True
01073,6529,4026.0,,3959.0,4727.5,4026.0,5061.0,,,,,5639.7,,2578.0,,3526.7,,3927.5,,4882.0,5278.4,,5271.0,,,,2670.0,6467.0,,3565.0,,4201.2,-2503.0,,-2570.0,-1801.5,-2503.0,-1468.0,,,,,-889.3,,-3951.0,,-3002.3,,-2601.5,,-1647.0,-1250.6,,-1258.0,,,,-3859.0,-62.0,,-2964.0,,-2327.8,,False,True,False,True,,,,,True,,False,,False,,False,,True,True,,True,,,,False,True,,False,,True
01075,127,69.0,,71.6,,69.0,94.0,,,,,47.5,,72.0,,59.6,,,,40.0,75.5,,58.0,,,,,,,41.0,,98.4,-58.0,,-55.4,,-58.0,-33.0,,,,,-79.5,,-55.0,,-67.4,,,,-87.0,-51.5,,-69.0,,,,,,,-86.0,,-28.6,,True,,False,True,,,,,False,,True,,False,,,,False,True,,False,,,,,,,False,,True
01077,1147,1338.0,,1400.4,,1338.0,2385.0,,,,,282.4,,614.0,,2043.4,,1365.5,,717.0,525.1,,717.0,,,,776.8,,,1025.0,,5797.5,191.0,,253.4,,191.0,1238.0,,,,,-864.6,,-533.0,,896.4,,218.5,,-430.0,-621.9,,-430.0,,,,-370.2,,,-122.0,,4650.5,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,True,,False
01079,277,237.0,,239.3,,239.0,271.0,,,,,88.8,,193.0,,319.0,,262.0,,183.0,216.0,,145.0,,,,,,,0.0,,227.5,-40.0,,-37.7,,-38.0,-6.0,,,,,-188.2,,-84.0,,42.0,,-15.0,,-94.0,-61.0,,-132.0,,,,,,,-277.0,,-49.5,,True,,True,True,,,,,False,,False,,False,,True,,False,False,,False,,,,,,,False,,False
01081,857,528.0,,518.7,,528.0,808.0,,,,,896.7,,484.0,,428.8,,490.0,,848.0,676.6,,788.0,,,,519.1,607.0,,645.0,,449.3,-329.0,,-338.3,,-329.0,-49.0,,,,,39.7,,-373.0,,-428.2,,-367.0,,-9.0,-180.4,,-69.0,,,,-337.9,-250.0,,-212.0,,-407.7,,False,,False,True,,,,,True,,False,,False,,False,,True,True,,True,,,,False,True,,True,,False
01083,896,840.0,,826.6,,817.0,1045.0,,,,,319.4,,510.0,,837.7,,753.5,,694.0,879.2,,670.0,,,,552.1,,,810.0,,662.2,-56.0,,-69.4,,-79.0,149.0,,,,,-576.6,,-386.0,,-58.3,,-142.5,,-202.0,-16.8,,-226.0,,,,-343.9,,,-86.0,,-233.8,,False,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,False,,,False,,False
01085,54,57.0,,55.4,,48.0,0.0,,,,,27.5,,24.0,,49.6,,,,36.0,57.3,,67.0,,,,,,,0.0,,57.2,3.0,,1.4,,-6.0,-54.0,,,,,-26.5,,-30.0,,-4.4,,,,-18.0,3.3,,13.0,,,,,,,-54.0,,3.2,,True,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
01087,127,120.0,,120.1,,124.0,137.0,,,,,35.0,,36.0,,148.5,,,,194.0,120.7,,180.0,,,,,,,137.0,,109.9,-7.0,,-6.9,,-3.0,10.0,,,,,-92.0,,-91.0,,21.5,,,,67.0,-6.3,,53.0,,,,,,,10.0,,-17.1,,True,,True,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,False
01089,2881,1812.0,,1735.5,,1669.0,3376.0,,,,,2241.4,,1409.0,,1551.2,,1615.0,,1527.0,2084.5,,1676.0,,,,1353.9,1845.0,,615.0,,2504.2,-1069.0,,-1145.5,,-1212.0,495.0,,,,,-639.6,,-1472.0,,-1329.8,,-1266.0,,-1354.0,-796.5,,-1205.0,,,,-1527.1,-1036.0,,-2266.0,,-376.8,,False,,False,True,,,,,True,,False,,False,,False,,False,True,,False,,,,False,True,,False,,True
01091,121,87.0,,93.4,,80.0,29.0,,,,,71.2,,85.0,,82.1,,,,53.0,118.2,,59.0,,,,67.4,,,34.0,,175.8,-34.0,,-27.6,,-41.0,-92.0,,,,,-49.8,,-36.0,,-38.9,,,,-68.0,-2.8,,-62.0,,,,-53.6,,,-87.0,,54.8,,True,,False,False,,,,,False,,False,,False,,,,False,True,,False,,,,False,,,False,,False
01093,193,246.0,,245.2,,245.0,433.0,,,,,76.4,,167.0,,248.1,,210.0,,320.0,207.6,,331.0,,,,171.2,,,234.0,,224.3,53.0,,52.2,,52.0,240.0,,,,,-116.6,,-26.0,,55.1,,17.0,,127.0,14.6,,138.0,,,,-21.8,,,41.0,,31.3,,True,,True,False,,,,,False,,True,,False,,True,,False,True,,False,,,,True,,,True,,True
01095,1421,816.0,,778.7,,778.0,1186.0,,,,,363.5,,589.0,,741.8,,716.5,,1222.0,998.8,,1203.0,,,,475.8,,,1145.0,,2572.3,-605.0,,-642.3,,-643.0,-235.0,,,,,-1057.5,,-832.0,,-679.2,,-704.5,,-199.0,-422.2,,-218.0,,,,-945.2,,,-276.0,,1151.3,,False,,False,True,,,,,False,,False,,False,,False,,True,True,,True,,,,False,,,True,,False
01097,2081,1404.0,,1159.0,1624.7,1457.0,1824.0,,,,,4024.2,,1496.0,,1227.9,,1465.5,,1653.0,1425.4,,2277.0,,,,950.9,,,487.0,,5667.0,-677.0,,-922.0,-456.3,-624.0,-257.0,,,,,1943.2,,-585.0,,-853.1,,-615.5,,-428.0,-655.6,,196.0,,,,-1130.1,,,-1594.0,,3586.0,,False,True,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,False,,,False,,False
01099,97,72.0,,72.7,,64.0,25.0,,,,,38.2,,60.0,,62.7,,,,58.0,79.3,,83.0,,,,,,,65.0,,67.4,-25.0,,-24.3,,-33.0,-72.0,,,,,-58.8,,-37.0,,-34.3,,,,-39.0,-17.7,,-14.0,,,,,,,-32.0,,-29.6,,True,,False,False,,,,,False,,False,,False,,,,False,True,,True,,,,,,,False,,False
01101,1247,1278.0,,1222.7,1480.9,1269.0,1612.0,,,,,1606.7,,636.0,,1165.2,,1487.5,,1286.5,1352.1,,1196.0,,,,849.2,1126.0,,1111.0,,1267.9,31.0,,-24.3,233.9,22.0,365.0,,,,,359.7,,-611.0,,-81.8,,240.5,,39.5,105.1,,-51.0,,,,-397.8,-121.0,,-136.0,,20.9,,True,False,True,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,False,,False,,True
01103,1754,1032.0,,1065.6,,1065.0,1234.0,,,,,461.4,,662.0,,1171.7,,1155.0,,988.0,1259.5,,889.0,,,,580.8,,,675.0,,1246.5,-722.0,,-688.4,,-689.0,-520.0,,,,,-1292.6,,-1092.0,,-582.3,,-599.0,,-766.0,-494.5,,-865.0,,,,-1173.2,,,-1079.0,,-507.5,,True,,True,True,,,,,False,,False,,True,,True,,False,True,,False,,,,False,,,False,,True
01105,70,42.0,,42.8,,35.0,0.0,,,,,29.5,,24.0,,37.4,,,,24.0,41.1,,66.0,,,,,,,35.0,,41.7,-28.0,,-27.2,,-35.0,-70.0,,,,,-40.5,,-46.0,,-32.6,,,,-46.0,-28.9,,-4.0,,,,,,,-35.0,,-28.3,,True,,False,False,,,,,False,,False,,False,,,,False,False,,True,,,,,,,False,,False
01107,241,225.0,,223.9,,201.0,143.0,,,,,83.7,,84.0,,276.1,,,,169.0,206.8,,282.0,,,,,,,121.0,,225.1,-16.0,,-17.1,,-40.0,-98.0,,,,,-157.3,,-157.0,,35.1,,,,-72.0,-34.2,,41.0,,,,,,,-120.0,,-15.9,,False,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,True
01109,158,138.0,,139.3,,128.0,114.0,,,,,80.7,,109.0,,128.4,,126.0,,137.0,143.2,,173.0,,,,86.4,,,153.0,,127.7,-20.0,,-18.7,,-30.0,-44.0,,,,,-77.3,,-49.0,,-29.6,,-32.0,,-21.0,-14.8,,15.0,,,,-71.6,,,-5.0,,-30.3,,True,,False,False,,,,,False,,False,,False,,False,,False,True,,True,,,,False,,,True,,False
01111,138,87.0,,83.8,,86.0,95.0,,,,,53.7,,90.0,,86.2,,,,47.0,84.7,,63.0,,,,,,,69.0,,108.5,-51.0,,-54.2,,-52.0,-43.0,,,,,-84.3,,-48.0,,-51.8,,,,-91.0,-53.3,,-75.0,,,,,,,-69.0,,-29.5,,False,,False,True,,,,,False,,True,,False,,,,False,False,,False,,,,,,,False,,True
01113,198,54.0,,69.8,,62.0,68.0,,,,,91.2,,169.0,,53.2,,126.0,,42.0,79.9,,47.0,,,,41.1,,,27.0,,148.4,-144.0,,-128.2,,-136.0,-130.0,,,,,-106.8,,-29.0,,-144.8,,-72.0,,-156.0,-118.1,,-151.0,,,,-156.9,,,-171.0,,-49.6,,True,,True,True,,,,,True,,True,,False,,True,,False,True,,False,,,,False,,,False,,True
01115,719,723.0,,729.8,,755.0,807.0,,,,,298.1,,327.0,,889.8,,836.0,,755.0,754.7,,1005.0,,,,410.1,,,19.0,,686.9,4.0,,10.8,,36.0,88.0,,,,,-420.9,,-392.0,,170.8,,117.0,,36.0,35.7,,286.0,,,,-308.9,,,-700.0,,-32.1,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,False,,False
01117,2067,1398.0,,1402.5,,1387.0,1671.0,,,,,2675.1,,668.0,,1192.8,,1309.0,,1694.0,1804.6,,1837.0,,,,1045.0,1348.0,,1113.0,,1225.9,-669.0,,-664.5,,-680.0,-396.0,,,,,608.1,,-1399.0,,-874.2,,-758.0,,-373.0,-262.4,,-230.0,,,,-1022.0,-719.0,,-954.0,,-841.1,,True,,False,True,,,,,True,,False,,False,,False,,True,True,,True,,,,False,False,,False,,False
01119,73,57.0,,56.2,,55.0,33.0,,,,,28.3,,37.0,,27.9,,,,57.0,62.5,,95.0,,,,,,,68.0,,41.8,-16.0,,-16.8,,-18.0,-40.0,,,,,-44.7,,-36.0,,-45.1,,,,-16.0,-10.5,,22.0,,,,,,,-5.0,,-31.2,,False,,False,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,True,,False
01121,578,414.0,,409.9,,405.0,282.0,,,,,240.3,,324.0,,391.8,,458.0,,480.0,402.3,,412.0,,,,311.2,,,340.0,,415.9,-164.0,,-168.1,,-173.0,-296.0,,,,,-337.7,,-254.0,,-186.2,,-120.0,,-98.0,-175.7,,-166.0,,,,-266.8,,,-238.0,,-162.1,,False,,False,False,,,,,False,,False,,False,,True,,True,False,,False,,,,False,,,False,,True
01123,289,207.0,,190.9,,207.0,21.0,,,,,98.1,,127.0,,212.5,,215.5,,293.0,264.0,,311.0,,,,130.9,,,159.0,,182.4,-82.0,,-98.1,,-82.0,-268.0,,,,,-190.9,,-162.0,,-76.5,,-73.5,,4.0,-25.0,,22.0,,,,-158.1,,,-130.0,,-106.6,,False,,False,False,,,,,False,,False,,True,,True,,True,True,,True,,,,False,,,False,,False
01125,1859,1221.0,,1313.0,1298.1,1205.0,1041.0,,,,,2037.9,,1018.0,,988.5,,1247.0,,1454.5,1486.1,,1039.0,,,,835.3,896.0,,653.0,,1335.0,-638.0,,-546.0,-560.9,-654.0,-818.0,,,,,178.9,,-841.0,,-870.5,,-612.0,,-404.5,-372.9,,-820.0,,,,-1023.7,-963.0,,-1206.0,,-524.0,,True,True,False,False,,,,,True,,False,,False,,True,,True,True,,False,,,,False,False,,False,,True
01127,527,540.0,,540.4,,549.0,681.0,,,,,235.0,,362.0,,619.8,,584.0,,532.0,506.8,,783.0,,,,340.5,,,435.0,,662.9,13.0,,13.4,,22.0,154.0,,,,,-292.0,,-165.0,,92.8,,57.0,,5.0,-20.2,,256.0,,,,-186.5,,,-92.0,,135.9,,False,,False,False,,,,,False,,False,,False,,False,,True,False,,False,,,,False,,,False,,False
01129,103,114.0,,80.8,,100.0,0.0,,,,,55.4,,69.0,,106.8,,,,147.0,98.0,,142.0,,,,,,,45.0,,286.9,11.0,,-22.2,,-3.0,-103.0,,,,,-47.6,,-34.0,,3.8,,,,44.0,-5.0,,39.0,,,,,,,-58.0,,183.9,,False,,True,False,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,False
01131,45,48.0,,52.9,,44.0,0.0,,,,,25.6,,25.0,,37.1,,,,45.0,46.1,,50.0,,,,,,,25.0,,37.4,3.0,,7.9,,-1.0,-45.0,,,,,-19.4,,-20.0,,-7.9,,,,0.0,1.1,,5.0,,,,,,,-20.0,,-7.6,,False,,True,False,,,,,False,,False,,False,,,,True,True,,False,,,,,,,False,,False
01133,292,186.0,,195.5,,186.0,105.0,,,,,66.6,,136.0,,185.8,,,,166.0,203.0,,226.0,,,,,,,154.0,,150.5,-106.0,,-96.5,,-106.0,-187.0,,,,,-225.4,,-156.0,,-106.2,,,,-126.0,-89.0,,-66.0,,,,,,,-138.0,,-141.5,,True,,False,False,,,,,False,,False,,False,,,,False,True,,True,,,,,,,False,,False
02013,16,9.0,,8.9,,6.0,0.0,,,,,4.7,,,,8.1,,,,3.0,1.1,,6.0,,,,,,,24.0,,4.6,-7.0,,-7.1,,-10.0,-16.0,,,,,-11.3,,,,-7.9,,,,-13.0,-14.9,,-10.0,,,,,,,8.0,,-11.4,,False,,False,False,,,,,False,,,,False,,,,False,False,,False,,,,,,,False,,False
02016,5,12.0,,12.5,,6.0,0.0,,,,,17.5,,,,9.8,,,,3.0,3.2,,,,,,,,,13.0,,113.1,7.0,,7.5,,1.0,-5.0,,,,,12.5,,,,4.8,,,,-2.0,-1.8,,,,,,,,,8.0,,108.1,,False,,True,True,,,,,False,,,,True,,,,True,True,,,,,,,,,False,,False
02020,6516,4545.0,,4646.3,,5709.0,5089.0,,,,,6841.7,,,,5709.1,,5686.0,,7931.0,7036.7,,7134.0,,,,4105.4,7225.0,,0.0,,9818.6,-1971.0,,-1869.7,,-807.0,-1427.0,,,,,325.7,,,,-806.9,,-830.0,,1415.0,520.7,,618.0,,,,-2410.6,709.0,,-6516.0,,3302.6,,True,,True,True,,,,,True,,,,True,,True,,True,True,,True,,,,False,True,,False,,False
02050,793,501.0,,516.4,,577.0,0.0,,,,,136.4,,,,1252.9,,,,790.0,638.0,,721.0,,,,,,,247.0,,779.0,-292.0,,-276.6,,-216.0,-793.0,,,,,-656.6,,,,459.9,,,,-3.0,-155.0,,-72.0,,,,,,,-546.0,,-14.0,,True,,True,False,,,,,False,,,,False,,,,True,True,,True,,,,,,,False,,True
02060,0,0.0,,0.0,,0.0,0.0,,,,,1.1,,,,0.1,,,,,0.0,,0.0,,,,,,,,,2.6,0.0,,0.0,,0.0,0.0,,,,,1.1,,,,0.1,,,,,0.0,,0.0,,,,,,,,,2.6,,True,,True,True,,,,,False,,,,False,,,,,False,,True,,,,,,,,,False
02068,10,6.0,,5.1,,6.0,0.0,,,,,6.0,,,,12.6,,,,8.0,2.5,,16.0,,,,,,,1.0,,11.3,-4.0,,-4.9,,-4.0,-10.0,,,,,-4.0,,,,2.6,,,,-2.0,-7.5,,6.0,,,,,,,-9.0,,1.3,,False,,False,False,,,,,False,,,,True,,,,True,False,,False,,,,,,,False,,True
02070,34,18.0,,24.4,,19.0,0.0,,,,,18.0,,,,14.1,,,,23.0,30.8,,41.0,,,,,,,9.0,,25.0,-16.0,,-9.6,,-15.0,-34.0,,,,,-16.0,,,,-19.9,,,,-11.0,-3.2,,7.0,,,,,,,-25.0,,-9.0,,True,,True,False,,,,,True,,,,False,,,,True,True,,True,,,,,,,False,,True
02090,887,732.0,,771.5,,753.0,0.0,,,,,264.5,,,,1091.5,,965.5,,655.5,699.6,,701.0,,,,828.8,,,339.0,,905.8,-155.0,,-115.5,,-134.0,-887.0,,,,,-622.5,,,,204.5,,78.5,,-231.5,-187.4,,-186.0,,,,-58.2,,,-548.0,,18.8,,True,,True,False,,,,,False,,,,False,,True,,False,False,,False,,,,True,,,False,,True
02100,1,6.0,,5.4,,3.0,0.0,,,,,2.7,,,,8.4,,,,3.0,0.7,,6.0,,,,,,,7.0,,5.7,5.0,,4.4,,2.0,-1.0,,,,,1.7,,,,7.4,,,,2.0,-0.3,,5.0,,,,,,,6.0,,4.7,,True,,True,True,,,,,True,,,,False,,,,True,True,,False,,,,,,,False,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,3.6,,,,1.0,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,3.6,,,,1.0,,,,,0.0,,0.0,,,,,,,,,0.0,,True,,True,True,,,,,False,,,,False,,,,,True,,True,,,,,,,,,True
02110,191,216.0,,227.6,,228.0,367.0,,,,,76.7,,,,332.2,,291.0,,182.0,212.5,,354.0,,,,,,,165.0,,366.2,25.0,,36.6,,37.0,176.0,,,,,-114.3,,,,141.2,,100.0,,-9.0,21.5,,163.0,,,,,,,-26.0,,175.2,,False,,False,False,,,,,False,,,,False,,False,,True,True,,False,,,,,,,False,,False
02122,1233,627.0,,611.9,,867.0,945.0,,,,,219.6,,,,1085.6,,,,2417.5,951.4,,1041.0,,,,293.5,,,465.0,,1934.8,-606.0,,-621.1,,-366.0,-288.0,,,,,-1013.4,,,,-147.4,,,,1184.5,-281.6,,-192.0,,,,-939.5,,,-768.0,,701.8,,False,,True,True,,,,,False,,,,True,,,,False,True,,True,,,,False,,,False,,False
02130,80,93.0,,93.9,,93.0,34.0,,,,,42.7,,,,69.4,,,,130.0,131.4,,127.0,,,,,,,428.0,,762.4,13.0,,13.9,,13.0,-46.0,,,,,-37.3,,,,-10.6,,,,50.0,51.4,,47.0,,,,,,,348.0,,682.4,,False,,False,False,,,,,False,,,,True,,,,False,False,,False,,,,,,,False,,False
02150,132,51.0,,55.6,,63.0,0.0,,,,,32.3,,,,130.6,,,,76.0,70.2,,70.0,,,,,,,63.0,,91.5,-81.0,,-76.4,,-69.0,-132.0,,,,,-99.7,,,,-1.4,,,,-56.0,-61.8,,-62.0,,,,,,,-69.0,,-40.5,,True,,True,False,,,,,False,,,,True,,,,True,True,,True,,,,,,,True,,True
02158,96,237.0,,234.3,,210.0,62.0,,,,,97.0,,,,447.3,,,,185.0,197.6,,256.0,,,,,,,95.0,,0.0,141.0,,138.3,,114.0,-34.0,,,,,1.0,,,,351.3,,,,89.0,101.6,,160.0,,,,,,,-1.0,,-96.0,,True,,True,True,,,,,True,,,,False,,,,True,True,,False,,,,,,,True,,True
02164,28,9.0,,4.7,,6.0,0.0,,,,,13.4,,,,20.5,,,,6.0,,,25.0,,,,,,,0.0,,198.5,-19.0,,-23.3,,-22.0,-28.0,,,,,-14.6,,,,-7.5,,,,-22.0,,,-3.0,,,,,,,-28.0,,170.5,,False,,False,False,,,,,True,,,,True,,,,False,,,True,,,,,,,False,,False
02170,1361,1332.0,,1445.8,,1496.0,7.0,,,,,355.9,,,,3146.8,,2396.5,,2221.5,1547.2,,2087.0,,,,1018.1,,,604.0,,9373.1,-29.0,,84.8,,135.0,-1354.0,,,,,-1005.1,,,,1785.8,,1035.5,,860.5,186.2,,726.0,,,,-342.9,,,-757.0,,8012.1,,False,,False,False,,,,,False,,,,False,,False,,False,False,,False,,,,False,,,False,,False
02180,73,42.0,,40.3,,44.0,0.0,,,,,26.1,,,,45.1,,,,66.0,60.5,,49.0,,,,,,,45.0,,38.6,-31.0,,-32.7,,-29.0,-73.0,,,,,-46.9,,,,-27.9,,,,-7.0,-12.5,,-24.0,,,,,,,-28.0,,-34.4,,False,,True,False,,,,,False,,,,True,,,,True,True,,True,,,,,,,True,,False
02185,140,111.0,,110.8,,98.0,0.0,,,,,60.3,,,,86.9,,,,54.0,141.2,,117.0,,,,,,,66.0,,106.6,-29.0,,-29.2,,-42.0,-140.0,,,,,-79.7,,,,-53.1,,,,-86.0,1.2,,-23.0,,,,,,,-74.0,,-33.4,,False,,False,False,,,,,False,,,,False,,,,False,True,,True,,,,,,,False,,False
02188,74,75.0,,70.5,,71.0,0.0,,,,,42.3,,,,130.7,,,,62.0,75.0,,71.0,,,,,,,0.0,,79.6,1.0,,-3.5,,-3.0,-74.0,,,,,-31.7,,,,56.7,,,,-12.0,1.0,,-3.0,,,,,,,-74.0,,5.6,,False,,False,False,,,,,False,,,,False,,,,False,True,,False,,,,,,,False,,False
02195,4,3.0,,2.9,,3.0,0.0,,,,,3.4,,,,4.2,,,,3.0,0.8,,,,,,,,,5.0,,0.0,-1.0,,-1.1,,-1.0,-4.0,,,,,-0.6,,,,0.2,,,,-1.0,-3.2,,,,,,,,,1.0,,-4.0,,False,,False,False,,,,,True,,,,True,,,,False,False,,,,,,,,,False,,False
02198,13,9.0,,8.9,,5.0,0.0,,,,,7.7,,,,3.5,,,,5.0,5.1,,,,,,,,,26.0,,0.0,-4.0,,-4.1,,-8.0,-13.0,,,,,-5.3,,,,-9.5,,,,-8.0,-7.9,,,,,,,,,13.0,,-13.0,,False,,False,False,,,,,False,,,,False,,,,False,False,,,,,,,,,False,,False
02220,86,45.0,,43.3,,42.0,14.0,,,,,21.2,,,,49.1,,,,15.0,43.5,,49.0,,,,,,,73.0,,40.8,-41.0,,-42.7,,-44.0,-72.0,,,,,-64.8,,,,-36.9,,,,-71.0,-42.5,,-37.0,,,,,,,-13.0,,-45.2,,False,,False,False,,,,,False,,,,True,,,,False,False,,True,,,,,,,True,,False
02230,2,0.0,,0.0,,0.0,0.0,,,,,2.8,,,,0.0,,,,,0.1,,2.0,,,,,,,0.0,,0.0,-2.0,,-2.0,,-2.0,-2.0,,,,,0.8,,,,-2.0,,,,,-1.9,,0.0,,,,,,,-2.0,,-2.0,,False,,False,False,,,,,True,,,,True,,,,,True,,True,,,,,,,False,,False
02240,180,42.0,,40.3,,42.0,0.0,,,,,20.7,,,,70.1,,,,37.0,62.6,,41.0,,,,,,,40.0,,76.2,-138.0,,-139.7,,-138.0,-180.0,,,,,-159.3,,,,-109.9,,,,-143.0,-117.4,,-139.0,,,,,,,-140.0,,-103.8,,False,,False,False,,,,,False,,,,True,,,,False,True,,False,,,,,,,False,,True
02261,60,66.0,,62.3,,65.0,,,,,,31.7,,,,77.1,,,,50.0,72.8,,93.0,,,,,,,89.0,,102.1,6.0,,2.3,,5.0,,,,,,-28.3,,,,17.1,,,,-10.0,12.8,,33.0,,,,,,,29.0,,42.1,,True,,True,,,,,,False,,,,False,,,,False,False,,False,,,,,,,False,,False
02275,1,0.0,,0.0,,0.0,0.0,,,,,2.0,,,,0.2,,,,0.0,0.1,,0.0,,,,,,,0.0,,0.0,-1.0,,-1.0,,-1.0,-1.0,,,,,1.0,,,,-0.8,,,,-1.0,-0.9,,-1.0,,,,,,,-1.0,,-1.0,,False,,False,False,,,,,False,,,,True,,,,False,True,,False,,,,,,,False,,False
02282,12,0.0,,0.1,,0.0,0.0,,,,,4.1,,,,0.3,,,,6.0,1.7,,4.0,,,,,,,0.0,,10.0,-12.0,,-11.9,,-12.0,-12.0,,,,,-7.9,,,,-11.7,,,,-6.0,-10.3,,-8.0,,,,,,,-12.0,,-2.0,,True,,False,False,,,,,True,,,,True,,,,True,True,,True,,,,,,,False,,True
02290,44,21.0,,21.0,,20.0,0.0,,,,,8.8,,,,39.7,,,,0.0,20.4,,39.0,,,,,,,15.0,,19.9,-23.0,,-23.0,,-24.0,-44.0,,,,,-35.2,,,,-4.3,,,,-44.0,-23.6,,-5.0,,,,,,,-29.0,,-24.1,,True,,False,False,,,,,False,,,,True,,,,False,False,,True,,,,,,,False,,False
04001,1220,372.0,,359.6,,354.0,361.0,,,,,258.8,,773.0,,268.3,,334.5,,356.5,353.2,,511.0,,,,169.1,,,164.0,,417.3,-848.0,,-860.4,,-866.0,-859.0,,,,,-961.2,,-447.0,,-951.7,,-885.5,,-863.5,-866.8,,-709.0,,,,-1050.9,,,-1056.0,,-802.7,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,False,,,False,,True
04003,1216,531.0,,518.5,,484.0,1250.0,,,,,231.2,,626.0,,446.2,,355.0,,286.0,484.3,,810.0,,,,308.5,,,542.0,,985.6,-685.0,,-697.5,,-732.0,34.0,,,,,-984.8,,-590.0,,-769.8,,-861.0,,-930.0,-731.7,,-406.0,,,,-907.5,,,-674.0,,-230.4,,False,,False,True,,,,,False,,True,,False,,False,,False,False,,True,,,,False,,,True,,True
04005,1673,1194.0,,1198.8,,1239.0,1366.0,,,,,1112.6,,724.0,,857.5,,1257.5,,1503.0,1593.1,,1705.0,,,,616.0,1917.0,,1012.0,,1046.1,-479.0,,-474.2,,-434.0,-307.0,,,,,-560.4,,-949.0,,-815.5,,-415.5,,-170.0,-79.9,,32.0,,,,-1057.0,244.0,,-661.0,,-626.9,,True,,True,True,,,,,False,,False,,False,,True,,True,True,,True,,,,False,True,,False,,False
