,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
19189,382,244.0,,227.5,,231.0,130.0,,,,,194.8,,124.0,,307.3,46.2,,,318.0,225.1,,,,,,,,61.0,,264.0,-138.0,,-154.5,,-151.0,-252.0,,,,,-187.2,,-258.0,,-74.7,-335.8,,,-64.0,-156.9,,,,,,,,-321.0,,-118.0,,False,,False,False,,,,,False,,False,,True,False,,,True,False,,,,,,,,False,,True
19191,425,284.0,,297.6,,289.0,330.0,,,,,239.2,,260.0,,271.3,54.0,,,304.0,285.9,,,,,,,,221.0,,309.9,-141.0,,-127.4,,-136.0,-95.0,,,,,-185.8,,-165.0,,-153.7,-371.0,,,-121.0,-139.1,,,,,,,,-204.0,,-115.1,,True,,True,True,,,,,False,,False,,False,False,,,True,True,,,,,,,,False,,True
19193,2673,2112.0,,2078.6,,2044.0,1886.0,,,,,1827.1,,2207.0,,1701.1,770.5,2005.0,,2075.5,2721.5,,,,,1120.1,,,79.0,,2435.5,-561.0,,-594.4,,-629.0,-787.0,,,,,-845.9,,-466.0,,-971.9,-1902.5,-668.0,,-597.5,48.5,,,,,-1552.9,,,-2594.0,,-237.5,,False,,False,False,,,,,False,,True,,False,False,False,,False,True,,,,,False,,,False,,True
19195,196,68.0,,69.9,,70.0,55.0,,,,,105.6,,65.0,,78.0,23.3,,,104.0,76.3,,,,,,,,49.0,,82.9,-128.0,,-126.1,,-126.0,-141.0,,,,,-90.4,,-131.0,,-118.0,-172.7,,,-92.0,-119.7,,,,,,,,-147.0,,-113.1,,True,,True,False,,,,,True,,False,,True,False,,,True,True,,,,,,,,False,,True
19197,444,292.0,,279.3,,279.0,0.0,,,,,227.8,,178.0,,231.2,108.7,,,371.0,348.7,,,,,,,,444.0,,366.3,-152.0,,-164.7,,-165.0,-444.0,,,,,-216.2,,-266.0,,-212.8,-335.4,,,-73.0,-95.3,,,,,,,,0.0,,-77.7,,False,,False,False,,,,,False,,False,,False,False,,,True,True,,,,,,,,True,,True
20001,225,0.0,,25.6,,14.0,0.0,,,,,30.2,,86.0,,35.2,25.4,,,31.0,2.8,,,,,,,,0.0,,14.6,-225.0,,-199.4,,-211.0,-225.0,,,,,-194.8,,-139.0,,-189.8,-199.6,,,-194.0,-222.2,,,,,,,,-225.0,,-210.4,,True,,True,False,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
20003,160,144.0,,133.1,,118.0,158.0,,,,,135.2,,81.0,,120.9,19.3,,,95.0,67.8,,,,,,,,50.0,,159.9,-16.0,,-26.9,,-42.0,-2.0,,,,,-24.8,,-79.0,,-39.1,-140.7,,,-65.0,-92.2,,,,,,,,-110.0,,-0.1,,False,,False,True,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
20005,313,100.0,,90.1,,97.0,94.0,,,,,179.7,,147.0,,37.6,58.3,,,141.0,27.6,,,,,,,,32.0,,119.3,-213.0,,-222.9,,-216.0,-219.0,,,,,-133.3,,-166.0,,-275.4,-254.7,,,-172.0,-285.4,,,,,,,,-281.0,,-193.7,,False,,False,False,,,,,True,,True,,False,False,,,True,False,,,,,,,,False,,True
20007,118,84.0,,85.8,,48.0,0.0,,,,,64.7,,37.0,,584.4,4.0,,,38.0,49.0,,,,,,,,56.0,,107.0,-34.0,,-32.2,,-70.0,-118.0,,,,,-53.3,,-81.0,,466.4,-114.0,,,-80.0,-69.0,,,,,,,,-62.0,,-11.0,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
20009,849,296.0,,299.5,,236.0,229.0,,,,,285.8,,355.0,,215.2,127.6,,,223.0,119.5,,,,,,,,223.0,,324.2,-553.0,,-549.5,,-613.0,-620.0,,,,,-563.2,,-494.0,,-633.8,-721.4,,,-626.0,-729.5,,,,,,,,-626.0,,-524.8,,True,,False,False,,,,,False,,True,,False,False,,,False,False,,,,,,,,False,,True
20011,236,0.0,,10.2,,17.0,21.0,,,,,63.0,,160.0,,36.3,23.1,,,87.5,6.5,,,,,,,,0.0,,33.3,-236.0,,-225.8,,-219.0,-215.0,,,,,-173.0,,-76.0,,-199.7,-212.9,,,-148.5,-229.5,,,,,,,,-236.0,,-202.7,,True,,True,True,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
20013,467,180.0,,179.0,,146.0,146.0,,,,,124.9,,90.0,,197.6,32.0,,,91.0,62.5,,,,,,,,106.0,,169.5,-287.0,,-288.0,,-321.0,-321.0,,,,,-342.1,,-377.0,,-269.4,-435.0,,,-376.0,-404.5,,,,,,,,-361.0,,-297.5,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,False
20015,1782,596.0,,599.9,,595.0,942.0,,,,,534.6,,410.0,,867.4,224.7,628.0,,708.0,484.6,,,,,,,,502.0,,620.2,-1186.0,,-1182.1,,-1187.0,-840.0,,,,,-1247.4,,-1372.0,,-914.6,-1557.3,-1154.0,,-1074.0,-1297.4,,,,,,,,-1280.0,,-1161.8,,True,,False,True,,,,,False,,False,,True,False,True,,True,False,,,,,,,,False,,True
20017,53,68.0,,68.8,,21.0,6.0,,,,,28.6,,21.0,,138.1,2.2,,,4.0,3.6,,,,,,,,37.0,,75.4,15.0,,15.8,,-32.0,-47.0,,,,,-24.4,,-32.0,,85.1,-50.8,,,-49.0,-49.4,,,,,,,,-16.0,,22.4,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,False
20019,49,16.0,,13.6,,14.0,0.0,,,,,16.2,,28.0,,21.2,2.5,,,8.0,1.5,,,,,,,,41.0,,39.6,-33.0,,-35.4,,-35.0,-49.0,,,,,-32.8,,-21.0,,-27.8,-46.5,,,-41.0,-47.5,,,,,,,,-8.0,,-9.4,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,True,,True
20021,404,240.0,,229.5,,228.0,131.0,,,,,206.9,,330.0,,291.9,45.1,,,168.0,119.6,,,,,,,,125.0,,247.8,-164.0,,-174.5,,-176.0,-273.0,,,,,-197.1,,-74.0,,-112.1,-358.9,,,-236.0,-284.4,,,,,,,,-279.0,,-156.2,,False,,False,False,,,,,False,,True,,True,False,,,False,False,,,,,,,,False,,True
20023,70,36.0,,32.9,,36.0,0.0,,,,,42.1,,53.0,,39.4,10.5,,,42.0,20.4,,,,,,,,7.0,,61.1,-34.0,,-37.1,,-34.0,-70.0,,,,,-27.9,,-17.0,,-30.6,-59.5,,,-28.0,-49.6,,,,,,,,-63.0,,-8.9,,False,,False,False,,,,,True,,True,,True,False,,,True,False,,,,,,,,False,,True
20025,55,20.0,,19.2,,16.0,0.0,,,,,17.4,,33.0,,16.2,1.4,,,15.0,10.1,,,,,,,,10.0,,27.6,-35.0,,-35.8,,-39.0,-55.0,,,,,-37.6,,-22.0,,-38.8,-53.6,,,-40.0,-44.9,,,,,,,,-45.0,,-27.4,,False,,False,False,,,,,False,,True,,False,False,,,False,False,,,,,,,,False,,True
20027,309,72.0,,76.1,,71.0,66.0,,,,,48.0,,76.0,,405.7,15.4,,,46.0,30.2,,,,,,,,30.0,,231.4,-237.0,,-232.9,,-238.0,-243.0,,,,,-261.0,,-233.0,,96.7,-293.6,,,-263.0,-278.8,,,,,,,,-279.0,,-77.6,,True,,False,False,,,,,False,,True,,True,False,,,False,False,,,,,,,,False,,True
20029,421,200.0,,206.3,,177.0,189.0,,,,,139.2,,95.0,,523.1,18.8,,,69.0,89.9,,,,,,,,131.0,,503.3,-221.0,,-214.7,,-244.0,-232.0,,,,,-281.8,,-326.0,,102.1,-402.2,,,-352.0,-331.1,,,,,,,,-290.0,,82.3,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20031,124,76.0,,81.7,,47.0,29.0,,,,,65.1,,59.0,,44.9,11.5,,,44.0,32.9,,,,,,,,46.0,,92.0,-48.0,,-42.3,,-77.0,-95.0,,,,,-58.9,,-65.0,,-79.1,-112.5,,,-80.0,-91.1,,,,,,,,-78.0,,-32.0,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
20033,51,0.0,,0.1,,0.0,0.0,,,,,9.0,,28.0,,1.7,0.5,,,6.0,0.1,,,,,,,,0.0,,2.9,-51.0,,-50.9,,-51.0,-51.0,,,,,-42.0,,-23.0,,-49.3,-50.5,,,-45.0,-50.9,,,,,,,,-51.0,,-48.1,,True,,False,False,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
20035,996,248.0,,250.9,,229.0,254.0,,,,,228.8,,280.0,,217.0,127.2,186.5,,143.0,124.1,,,,,,,,259.0,,238.1,-748.0,,-745.1,,-767.0,-742.0,,,,,-767.2,,-716.0,,-779.0,-868.8,-809.5,,-853.0,-871.9,,,,,,,,-737.0,,-757.9,,True,,False,True,,,,,False,,True,,False,False,False,,False,False,,,,,,,,True,,False
20037,823,260.0,,353.2,,335.0,449.0,,,,,291.4,,466.0,,623.1,108.6,313.5,,260.0,40.6,,,,,,,,53.0,,380.8,-563.0,,-469.8,,-488.0,-374.0,,,,,-531.6,,-357.0,,-199.9,-714.4,-509.5,,-563.0,-782.4,,,,,,,,-770.0,,-442.2,,True,,True,True,,,,,True,,True,,True,False,True,,False,False,,,,,,,,False,,True
20039,70,180.0,,170.5,,57.0,0.0,,,,,110.3,,40.0,,254.8,3.4,,,57.0,49.9,,,,,,,,30.0,,174.2,110.0,,100.5,,-13.0,-70.0,,,,,40.3,,-30.0,,184.8,-66.6,,,-13.0,-20.1,,,,,,,,-40.0,,104.2,,True,,True,True,,,,,True,,True,,False,True,,,True,True,,,,,,,,True,,True
20041,370,220.0,,217.7,,159.0,150.0,,,,,172.7,,143.0,,318.8,65.5,,,119.0,104.5,,,,,,,,167.0,,247.9,-150.0,,-152.3,,-211.0,-220.0,,,,,-197.3,,-227.0,,-51.2,-304.5,,,-251.0,-265.5,,,,,,,,-203.0,,-122.1,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20043,288,56.0,,27.0,,56.0,61.0,,,,,92.7,,57.0,,127.4,20.1,,,67.0,29.3,,,,,,,,10.0,,83.0,-232.0,,-261.0,,-232.0,-227.0,,,,,-195.3,,-231.0,,-160.6,-267.9,,,-221.0,-258.7,,,,,,,,-278.0,,-205.0,,False,,False,True,,,,,True,,True,,True,False,,,True,False,,,,,,,,False,,True
20045,1812,660.0,,620.3,,635.0,1616.0,,,,,690.1,,848.0,,544.6,260.8,490.0,,736.0,555.3,,,,,616.0,,,562.0,,675.5,-1152.0,,-1191.7,,-1177.0,-196.0,,,,,-1121.9,,-964.0,,-1267.4,-1551.2,-1322.0,,-1076.0,-1256.7,,,,,-1196.0,,,-1250.0,,-1136.5,,False,,False,True,,,,,True,,True,,False,False,False,,True,False,,,,,False,,,False,,True
20047,85,60.0,,59.9,,29.0,26.0,,,,,52.9,,27.0,,72.0,3.9,,,23.0,25.8,,,,,,,,32.0,,79.4,-25.0,,-25.1,,-56.0,-59.0,,,,,-32.1,,-58.0,,-13.0,-81.1,,,-62.0,-59.2,,,,,,,,-53.0,,-5.6,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20049,39,0.0,,1.5,,0.0,0.0,,,,,7.3,,16.0,,2.6,3.2,,,0.0,0.3,,,,,,,,0.0,,3.1,-39.0,,-37.5,,-39.0,-39.0,,,,,-31.7,,-23.0,,-36.4,-35.8,,,-39.0,-38.7,,,,,,,,-39.0,,-35.9,,True,,False,False,,,,,True,,True,,True,True,,,False,True,,,,,,,,False,,True
20051,896,396.0,,394.9,,391.0,293.0,,,,,410.7,,577.0,,417.4,111.9,,,366.0,183.2,,,,,,,,277.0,,407.3,-500.0,,-501.1,,-505.0,-603.0,,,,,-485.3,,-319.0,,-478.6,-784.1,,,-530.0,-712.8,,,,,,,,-619.0,,-488.7,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20053,367,484.0,,492.8,,474.0,552.0,,,,,281.5,,67.0,,1415.2,3.2,,,215.0,177.0,,,,,,,,34.0,,521.9,117.0,,125.8,,107.0,185.0,,,,,-85.5,,-300.0,,1048.2,-363.8,,,-152.0,-190.0,,,,,,,,-333.0,,154.9,,False,,True,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,False
20055,1512,840.0,,803.4,,821.0,1132.0,,,,,729.7,,1160.0,,775.2,42.1,965.0,,1184.0,761.2,,,,,744.1,,,0.0,,1013.5,-672.0,,-708.6,,-691.0,-380.0,,,,,-782.3,,-352.0,,-736.8,-1469.9,-547.0,,-328.0,-750.8,,,,,-767.9,,,-1512.0,,-498.5,,False,,False,True,,,,,False,,True,,False,False,True,,True,False,,,,,False,,,False,,True
20057,1107,436.0,,456.7,,429.0,371.0,,,,,327.8,,1249.0,,376.0,339.6,467.0,,410.0,192.8,,,,,896.6,,,0.0,,573.4,-671.0,,-650.3,,-678.0,-736.0,,,,,-779.2,,142.0,,-731.0,-767.4,-640.0,,-697.0,-914.2,,,,,-210.4,,,-1107.0,,-533.6,,True,,False,False,,,,,False,,True,,False,False,True,,False,False,,,,,True,,,False,,True
20059,497,216.0,,221.1,,215.0,240.0,,,,,184.3,,210.0,,287.6,50.1,,,171.0,110.9,,,,,,,,139.0,,231.1,-281.0,,-275.9,,-282.0,-257.0,,,,,-312.7,,-287.0,,-209.4,-446.9,,,-326.0,-386.1,,,,,,,,-358.0,,-265.9,,True,,False,True,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20061,389,36.0,,51.2,,56.0,42.0,,,,,140.0,,304.0,,93.4,69.2,139.0,,66.0,43.0,,,,,,,,7.0,,69.9,-353.0,,-337.8,,-333.0,-347.0,,,,,-249.0,,-85.0,,-295.6,-319.8,-250.0,,-323.0,-346.0,,,,,,,,-382.0,,-319.1,,True,,True,True,,,,,True,,True,,True,True,True,,True,True,,,,,,,,False,,True
20063,98,92.0,,91.9,,90.0,0.0,,,,,61.2,,40.0,,117.7,9.2,,,110.0,22.4,,,,,,,,0.0,,95.9,-6.0,,-6.1,,-8.0,-98.0,,,,,-36.8,,-58.0,,19.7,-88.8,,,12.0,-75.6,,,,,,,,-98.0,,-2.1,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
20065,97,4.0,,11.3,,4.0,0.0,,,,,14.2,,25.0,,7.4,1.4,,,4.0,0.1,,,,,,,,12.0,,13.7,-93.0,,-85.7,,-93.0,-97.0,,,,,-82.8,,-72.0,,-89.6,-95.6,,,-93.0,-96.9,,,,,,,,-85.0,,-83.3,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,True,,True
20067,269,184.0,,176.4,,151.0,90.0,,,,,237.1,,149.0,,87.4,31.9,,,165.0,150.8,,,,,,,,0.0,,177.4,-85.0,,-92.6,,-118.0,-179.0,,,,,-31.9,,-120.0,,-181.6,-237.1,,,-104.0,-118.2,,,,,,,,-269.0,,-91.6,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,False
20069,187,56.0,,44.3,,50.0,15.0,,,,,57.4,,69.0,,65.8,21.4,,,48.0,11.7,,,,,,,,24.0,,86.9,-131.0,,-142.7,,-137.0,-172.0,,,,,-129.6,,-118.0,,-121.2,-165.6,,,-139.0,-175.3,,,,,,,,-163.0,,-100.1,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20071,41,0.0,,11.5,,9.0,0.0,,,,,16.9,,33.0,,116.6,1.2,,,9.0,0.6,,,,,,,,0.0,,17.5,-41.0,,-29.5,,-32.0,-41.0,,,,,-24.1,,-8.0,,75.6,-39.8,,,-32.0,-40.4,,,,,,,,-41.0,,-23.5,,True,,True,False,,,,,True,,True,,False,True,,,True,True,,,,,,,,False,,True
20073,89,92.0,,90.5,,57.0,8.0,,,,,89.0,,50.0,,182.5,8.2,,,43.0,54.8,,,,,,,,56.0,,90.6,3.0,,1.5,,-32.0,-81.0,,,,,-0.0,,-39.0,,93.5,-80.8,,,-46.0,-34.2,,,,,,,,-33.0,,1.6,,True,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,True
20075,79,16.0,,18.7,,16.0,0.0,,,,,38.3,,50.0,,16.5,2.0,,,15.0,12.0,,,,,,,,4.0,,21.1,-63.0,,-60.3,,-63.0,-79.0,,,,,-40.7,,-29.0,,-62.5,-77.0,,,-64.0,-67.0,,,,,,,,-75.0,,-57.9,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20077,148,60.0,,57.3,,52.0,0.0,,,,,60.7,,54.0,,59.6,4.0,,,29.5,32.4,,,,,,,,27.0,,96.5,-88.0,,-90.7,,-96.0,-148.0,,,,,-87.3,,-94.0,,-88.4,-144.0,,,-118.5,-115.6,,,,,,,,-121.0,,-51.5,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,True
20079,1147,404.0,,412.0,,375.0,615.0,,,,,269.3,,217.0,,409.7,56.1,364.5,,191.0,230.3,,,,,,,,325.0,,522.0,-743.0,,-735.0,,-772.0,-532.0,,,,,-877.7,,-930.0,,-737.3,-1090.9,-782.5,,-956.0,-916.7,,,,,,,,-822.0,,-625.0,,True,,False,True,,,,,False,,False,,True,False,False,,False,False,,,,,,,,False,,True
20081,84,0.0,,0.0,,0.0,0.0,,,,,25.3,,101.0,,4.0,8.8,,,0.0,0.4,,,,,,,,0.0,,16.1,-84.0,,-84.0,,-84.0,-84.0,,,,,-58.7,,17.0,,-80.0,-75.2,,,-84.0,-83.6,,,,,,,,-84.0,,-67.9,,False,,False,False,,,,,True,,True,,True,True,,,False,True,,,,,,,,False,,True
20083,95,12.0,,8.9,,11.0,0.0,,,,,16.8,,23.0,,18.8,1.4,,,11.0,0.7,,,,,,,,7.0,,21.7,-83.0,,-86.1,,-84.0,-95.0,,,,,-78.2,,-72.0,,-76.2,-93.6,,,-84.0,-94.3,,,,,,,,-88.0,,-73.3,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20085,330,116.0,,115.6,,97.0,88.0,,,,,115.3,,90.0,,142.5,31.4,,,75.0,61.9,,,,,,,,48.0,,158.2,-214.0,,-214.4,,-233.0,-242.0,,,,,-214.7,,-240.0,,-187.5,-298.6,,,-255.0,-268.1,,,,,,,,-282.0,,-171.8,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20087,403,124.0,,126.0,,113.0,114.0,,,,,125.1,,106.0,,134.2,59.0,,,96.0,94.3,,,,,,,,94.0,,116.5,-279.0,,-277.0,,-290.0,-289.0,,,,,-277.9,,-297.0,,-268.8,-344.0,,,-307.0,-308.7,,,,,,,,-309.0,,-286.5,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,False
20089,41,4.0,,7.9,,4.0,0.0,,,,,8.3,,28.0,,10.7,2.9,,,4.0,0.6,,,,,,,,0.0,,5.2,-37.0,,-33.1,,-37.0,-41.0,,,,,-32.7,,-13.0,,-30.3,-38.1,,,-37.0,-40.4,,,,,,,,-41.0,,-35.8,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20091,10914,5004.0,,4690.1,6752.7,5301.0,9022.0,,,,,5561.1,,3029.0,,3914.0,2100.6,4562.0,,6297.0,6564.9,,,,,3292.4,5972.0,,5041.0,,5901.7,-5910.0,,-6223.9,-4161.3,-5613.0,-1892.0,,,,,-5352.9,,-7885.0,,-7000.0,-8813.4,-6352.0,,-4617.0,-4349.1,,,,,-7621.6,-4942.0,,-5873.0,,-5012.3,,False,True,True,True,,,,,True,,False,,False,False,False,,True,True,,,,,False,True,,True,,True
20093,402,80.0,,80.2,,54.0,0.0,,,,,50.0,,54.0,,218.0,9.9,,,38.0,12.9,,,,,,,,33.0,,70.8,-322.0,,-321.8,,-348.0,-402.0,,,,,-352.0,,-348.0,,-184.0,-392.1,,,-364.0,-389.1,,,,,,,,-369.0,,-331.2,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,False
20095,217,68.0,,66.0,,48.0,33.0,,,,,58.5,,45.0,,120.5,21.6,,,37.0,44.4,,,,,,,,27.0,,77.7,-149.0,,-151.0,,-169.0,-184.0,,,,,-158.5,,-172.0,,-96.5,-195.4,,,-180.0,-172.6,,,,,,,,-190.0,,-139.3,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20097,37,0.0,,3.5,,6.0,0.0,,,,,33.6,,22.0,,188.3,2.6,,,30.0,2.5,,,,,,,,0.0,,18.1,-37.0,,-33.5,,-31.0,-37.0,,,,,-3.4,,-15.0,,151.3,-34.4,,,-7.0,-34.5,,,,,,,,-37.0,,-18.9,,True,,True,False,,,,,True,,True,,False,True,,,True,True,,,,,,,,False,,True
20099,433,160.0,,147.1,,155.0,205.0,,,,,140.7,,246.0,,234.9,44.3,,,127.0,87.0,,,,,,,,75.0,,186.7,-273.0,,-285.9,,-278.0,-228.0,,,,,-292.3,,-187.0,,-198.1,-388.7,,,-306.0,-346.0,,,,,,,,-358.0,,-246.3,,False,,False,True,,,,,False,,True,,True,False,,,False,False,,,,,,,,False,,True
20101,48,24.0,,23.4,,21.0,,,,,,24.7,,21.0,,42.3,2.1,,,8.0,8.8,,,,,,,,13.0,,26.6,-24.0,,-24.6,,-27.0,,,,,,-23.3,,-27.0,,-5.7,-45.9,,,-40.0,-39.2,,,,,,,,-35.0,,-21.4,,False,,False,,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,True
20103,1042,332.0,,338.4,,350.0,,,,,,430.6,,655.0,,310.8,282.7,356.0,,378.0,185.2,,,,,423.6,,,167.0,,413.6,-710.0,,-703.6,,-692.0,,,,,,-611.4,,-387.0,,-731.2,-759.3,-686.0,,-664.0,-856.8,,,,,-618.4,,,-875.0,,-628.4,,True,,True,,,,,,True,,True,,False,False,True,,True,False,,,,,True,,,False,,True
20105,55,12.0,,12.1,,10.0,0.0,,,,,12.0,,23.0,,37.1,2.1,,,7.0,1.9,,,,,,,,4.0,,10.4,-43.0,,-42.9,,-45.0,-55.0,,,,,-43.0,,-32.0,,-17.9,-52.9,,,-48.0,-53.1,,,,,,,,-51.0,,-44.6,,True,,False,False,,,,,False,,True,,True,False,,,False,False,,,,,,,,False,,False
20107,168,28.0,,42.9,,28.0,23.0,,,,,47.0,,71.0,,30.4,12.2,,,27.0,6.5,,,,,,,,51.0,,24.7,-140.0,,-125.1,,-140.0,-145.0,,,,,-121.0,,-97.0,,-137.6,-155.8,,,-141.0,-161.5,,,,,,,,-117.0,,-143.3,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,True,,False
20109,103,0.0,,0.8,,3.0,0.0,,,,,26.2,,37.0,,5.8,11.6,,,44.0,0.7,,,,,,,,0.0,,95.5,-103.0,,-102.2,,-100.0,-103.0,,,,,-76.8,,-66.0,,-97.2,-91.5,,,-59.0,-102.3,,,,,,,,-103.0,,-7.5,,True,,True,False,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
20111,1221,356.0,,346.7,,325.0,432.0,,,,,298.5,,367.0,,231.2,100.4,260.5,,337.0,239.7,,,,,210.6,,,213.0,,377.5,-865.0,,-874.3,,-896.0,-789.0,,,,,-922.5,,-854.0,,-989.8,-1120.6,-960.5,,-884.0,-981.3,,,,,-1010.4,,,-1008.0,,-843.5,,False,,False,True,,,,,False,,True,,False,False,False,,False,False,,,,,False,,,False,,True
20113,908,328.0,,318.6,,303.0,692.0,,,,,231.6,,187.0,,354.4,40.5,,,141.0,176.6,,,,,,,,214.0,,445.4,-580.0,,-589.4,,-605.0,-216.0,,,,,-676.4,,-721.0,,-553.6,-867.5,,,-767.0,-731.4,,,,,,,,-694.0,,-462.6,,False,,False,True,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20115,254,56.0,,57.6,,44.0,29.0,,,,,50.9,,66.0,,43.9,18.8,,,38.0,38.8,,,,,,,,45.0,,51.2,-198.0,,-196.4,,-210.0,-225.0,,,,,-203.1,,-188.0,,-210.1,-235.2,,,-216.0,-215.2,,,,,,,,-209.0,,-202.8,,True,,False,False,,,,,False,,True,,False,False,,,False,False,,,,,,,,False,,False
20117,353,48.0,,47.1,,40.0,28.0,,,,,62.3,,66.0,,36.1,12.5,,,40.0,38.8,,,,,,,,61.0,,86.6,-305.0,,-305.9,,-313.0,-325.0,,,,,-290.7,,-287.0,,-316.9,-340.5,,,-313.0,-314.2,,,,,,,,-292.0,,-266.4,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,True,,True
20119,133,20.0,,20.9,,20.0,0.0,,,,,34.6,,57.0,,15.1,10.2,,,23.0,8.7,,,,,,,,24.0,,31.2,-113.0,,-112.1,,-113.0,-133.0,,,,,-98.4,,-76.0,,-117.9,-122.8,,,-110.0,-124.3,,,,,,,,-109.0,,-101.8,,True,,False,False,,,,,True,,True,,False,False,,,True,False,,,,,,,,True,,True
20121,430,216.0,,206.9,,185.0,191.0,,,,,216.0,,243.0,,150.0,88.8,208.5,,143.0,63.0,,,,,,,,102.0,,228.5,-214.0,,-223.1,,-245.0,-239.0,,,,,-214.0,,-187.0,,-280.0,-341.2,-221.5,,-287.0,-367.0,,,,,,,,-328.0,,-201.5,,False,,False,False,,,,,True,,True,,False,False,False,,False,False,,,,,,,,False,,True
