,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
47031,789,704.0,,738.6,,715.0,716.0,,,,,665.3,,705.0,,869.7,246.3,830.5,,439.0,529.3,,,,,997.9,,,421.0,,833.0,-85.0,,-50.4,,-74.0,-73.0,,,,,-123.7,,-84.0,,80.7,-542.7,41.5,,-350.0,-259.7,,,,,208.9,,,-368.0,,44.0,,True,,True,True,,,,,False,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47033,231,372.0,,386.1,,279.0,244.0,,,,,265.1,,133.0,,581.2,61.9,,,279.0,236.9,,,,,,,,3.0,,431.9,141.0,,155.1,,48.0,13.0,,,,,34.1,,-98.0,,350.2,-169.1,,,48.0,5.9,,,,,,,,-228.0,,200.9,,False,,True,True,,,,,True,,True,,False,False,,,True,True,,,,,,,,False,,False
47035,867,440.0,,484.5,,472.0,504.0,,,,,496.1,,580.0,,501.9,176.0,547.5,,460.0,386.7,,,,,202.8,,,282.0,,580.1,-427.0,,-382.5,,-395.0,-363.0,,,,,-370.9,,-287.0,,-365.1,-691.0,-319.5,,-407.0,-480.3,,,,,-664.2,,,-585.0,,-286.9,,True,,True,True,,,,,True,,True,,True,False,True,,True,False,,,,,False,,,False,,True
47037,9666,7324.0,,7611.1,9183.3,6726.0,3536.0,,,,,7801.2,,6334.0,,8540.8,2705.4,9262.0,,4928.0,4744.9,,,,,3229.8,7116.0,,2907.0,,9823.1,-2342.0,,-2054.9,-482.7,-2940.0,-6130.0,,,,,-1864.8,,-3332.0,,-1125.2,-6960.6,-404.0,,-4738.0,-4921.1,,,,,-6436.2,-2550.0,,-6759.0,,157.1,,True,True,False,False,,,,,True,,False,,True,False,True,,False,False,,,,,False,False,,False,,True
47039,269,124.0,,116.7,,120.0,34.0,,,,,138.4,,141.0,,119.0,38.3,,,116.0,109.2,,,,,,,,76.0,,154.6,-145.0,,-152.3,,-149.0,-235.0,,,,,-130.6,,-128.0,,-150.0,-230.7,,,-153.0,-159.8,,,,,,,,-193.0,,-114.4,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,False,,True
47041,404,268.0,,266.4,,264.0,316.0,,,,,193.9,,256.0,,551.1,71.2,,,209.0,160.9,,,,,,,,1.0,,375.9,-136.0,,-137.6,,-140.0,-88.0,,,,,-210.1,,-148.0,,147.1,-332.8,,,-195.0,-243.1,,,,,,,,-403.0,,-28.1,,False,,False,True,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
47043,1094,596.0,,595.6,,594.0,772.0,,,,,529.5,,608.0,,775.9,219.9,747.0,,455.0,420.7,,,,,384.0,,,324.0,,730.9,-498.0,,-498.4,,-500.0,-322.0,,,,,-564.5,,-486.0,,-318.1,-874.1,-347.0,,-639.0,-673.3,,,,,-710.0,,,-770.0,,-363.1,,False,,False,True,,,,,False,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47045,815,812.0,,745.2,,675.0,732.0,,,,,707.9,,555.0,,1214.0,155.9,1106.0,,528.0,597.4,,,,,508.6,,,497.0,,1089.4,-3.0,,-69.8,,-140.0,-83.0,,,,,-107.1,,-260.0,,399.0,-659.1,291.0,,-287.0,-217.6,,,,,-306.4,,,-318.0,,274.4,,False,,False,False,,,,,False,,False,,False,False,False,,False,False,,,,,False,,,False,,False
47047,468,472.0,,445.5,,435.0,468.0,,,,,472.6,,341.0,,741.1,166.9,634.0,,411.5,338.3,,,,,393.5,,,158.0,,674.5,4.0,,-22.5,,-33.0,0.0,,,,,4.6,,-127.0,,273.1,-301.1,166.0,,-56.5,-129.7,,,,,-74.5,,,-310.0,,206.5,,False,,False,True,,,,,False,,False,,False,False,False,,False,False,,,,,False,,,False,,False
47049,263,196.0,,194.7,,180.0,100.0,,,,,264.6,,175.0,,326.1,59.7,,,89.0,172.6,,,,,,,,62.0,,249.3,-67.0,,-68.3,,-83.0,-163.0,,,,,1.6,,-88.0,,63.1,-203.3,,,-174.0,-90.4,,,,,,,,-201.0,,-13.7,,False,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,True
47051,729,316.0,,301.0,,308.0,397.0,,,,,381.6,,486.0,,368.2,129.3,387.5,,196.0,270.9,,,,,209.9,,,162.0,,387.8,-413.0,,-428.0,,-421.0,-332.0,,,,,-347.4,,-243.0,,-360.8,-599.7,-341.5,,-533.0,-458.1,,,,,-519.1,,,-567.0,,-341.2,,False,,False,True,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47053,993,444.0,,440.9,,443.0,742.0,,,,,488.6,,531.0,,526.3,158.9,463.0,,198.0,306.0,,,,,324.0,,,305.0,,536.1,-549.0,,-552.1,,-550.0,-251.0,,,,,-504.4,,-462.0,,-466.7,-834.1,-530.0,,-795.0,-687.0,,,,,-669.0,,,-688.0,,-456.9,,False,,False,True,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47055,443,300.0,,323.1,,312.0,391.0,,,,,283.9,,315.0,,448.6,97.2,416.0,,115.0,236.1,,,,,,,,1.0,,383.7,-143.0,,-119.9,,-131.0,-52.0,,,,,-159.1,,-128.0,,5.6,-345.8,-27.0,,-328.0,-206.9,,,,,,,,-442.0,,-59.3,,True,,True,True,,,,,False,,True,,True,False,True,,False,False,,,,,,,,False,,True
47057,369,184.0,,179.6,,186.0,279.0,,,,,232.6,,283.0,,641.1,65.2,,,114.0,157.3,,,,,,,,120.0,,271.5,-185.0,,-189.4,,-183.0,-90.0,,,,,-136.4,,-86.0,,272.1,-303.8,,,-255.0,-211.7,,,,,,,,-249.0,,-97.5,,False,,True,True,,,,,True,,True,,False,False,,,False,False,,,,,,,,False,,True
47059,1115,1132.0,,1130.6,,1111.0,1301.0,,,,,918.8,,784.0,,1635.4,145.0,1399.0,,1222.5,820.7,,,,,595.8,,,849.0,,1530.1,17.0,,15.6,,-4.0,186.0,,,,,-196.2,,-331.0,,520.4,-970.0,284.0,,107.5,-294.3,,,,,-519.2,,,-266.0,,415.1,,True,,True,False,,,,,False,,False,,False,False,False,,False,False,,,,,False,,,False,,False
47061,172,208.0,,204.5,,158.0,129.0,,,,,190.2,,154.0,,262.6,25.1,,,89.0,144.4,,,,,,,,118.0,,233.9,36.0,,32.5,,-14.0,-43.0,,,,,18.2,,-18.0,,90.6,-146.9,,,-83.0,-27.6,,,,,,,,-54.0,,61.9,,True,,True,False,,,,,True,,True,,False,False,,,False,True,,,,,,,,False,,False
47063,874,548.0,,585.7,,522.0,497.0,,,,,618.6,,721.0,,643.0,210.7,643.5,,375.0,463.2,,,,,457.4,,,380.0,,777.6,-326.0,,-288.3,,-352.0,-377.0,,,,,-255.4,,-153.0,,-231.0,-663.3,-230.5,,-499.0,-410.8,,,,,-416.6,,,-494.0,,-96.4,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47065,4401,2728.0,,2622.8,3579.2,2576.0,2150.0,,,,,3518.7,,3316.0,,2904.7,1471.6,3528.0,,2248.0,2132.7,,,,,1692.5,1524.0,,2261.0,,3858.8,-1673.0,,-1778.2,-821.8,-1825.0,-2251.0,,,,,-882.3,,-1085.0,,-1496.3,-2929.4,-873.0,,-2153.0,-2268.3,,,,,-2708.5,-2877.0,,-2140.0,,-542.2,,False,True,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,False,,False,,True
47067,43,44.0,,41.9,,42.0,0.0,,,,,41.2,,70.0,,51.7,43.2,,,16.0,31.6,,,,,,,,60.0,,73.6,1.0,,-1.1,,-1.0,-43.0,,,,,-1.8,,27.0,,8.7,0.2,,,-27.0,-11.4,,,,,,,,17.0,,30.6,,False,,False,False,,,,,False,,False,,False,True,,,False,False,,,,,,,,False,,False
47069,295,356.0,,369.2,,341.0,353.0,,,,,316.6,,332.0,,479.9,112.1,,,273.0,231.7,,,,,174.2,,,243.0,,449.7,61.0,,74.2,,46.0,58.0,,,,,21.6,,37.0,,184.9,-182.9,,,-22.0,-63.3,,,,,-120.8,,,-52.0,,154.7,,False,,True,True,,,,,True,,True,,False,False,,,True,False,,,,,False,,,True,,False
47071,330,288.0,,264.2,,253.0,216.0,,,,,294.1,,302.0,,384.1,93.3,,,174.0,229.7,,,,,220.4,,,136.0,,341.2,-42.0,,-65.8,,-77.0,-114.0,,,,,-35.9,,-28.0,,54.1,-236.7,,,-156.0,-100.3,,,,,-109.6,,,-194.0,,11.2,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,False,,,False,,True
47073,650,444.0,,438.2,,438.0,450.0,,,,,439.4,,644.0,,692.0,141.8,639.0,,330.0,361.5,,,,,201.8,,,127.0,,548.5,-206.0,,-211.8,,-212.0,-200.0,,,,,-210.6,,-6.0,,42.0,-508.2,-11.0,,-320.0,-288.5,,,,,-448.2,,,-523.0,,-101.5,,False,,False,True,,,,,False,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47075,297,264.0,,282.2,,220.0,247.0,,,,,245.5,,153.0,,494.0,51.8,,,137.0,167.4,,,,,187.0,,,164.0,,364.1,-33.0,,-14.8,,-77.0,-50.0,,,,,-51.5,,-144.0,,197.0,-245.2,,,-160.0,-129.6,,,,,-110.0,,,-133.0,,67.1,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,False,,,False,,False
47077,402,208.0,,219.4,,201.0,193.0,,,,,281.8,,270.0,,262.6,85.0,,,94.0,164.3,,,,,126.1,,,67.0,,258.4,-194.0,,-182.6,,-201.0,-209.0,,,,,-120.2,,-132.0,,-139.4,-317.0,,,-308.0,-237.7,,,,,-275.9,,,-335.0,,-143.6,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,False,,,False,,True
47079,679,308.0,,316.6,,308.0,498.0,,,,,283.8,,289.0,,383.3,105.1,323.5,,203.0,237.1,,,,,,,,224.0,,392.6,-371.0,,-362.4,,-371.0,-181.0,,,,,-395.2,,-390.0,,-295.7,-573.9,-355.5,,-476.0,-441.9,,,,,,,,-455.0,,-286.4,,True,,False,True,,,,,False,,False,,True,False,True,,False,False,,,,,,,,False,,True
47081,336,268.0,,265.6,,251.0,177.0,,,,,264.3,,251.0,,422.6,53.5,,,156.0,174.2,,,,,,,,156.0,,329.8,-68.0,,-70.4,,-85.0,-159.0,,,,,-71.7,,-85.0,,86.6,-282.5,,,-180.0,-161.8,,,,,,,,-180.0,,-6.2,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
47083,152,112.0,,116.8,,104.0,41.0,,,,,121.4,,105.0,,139.0,14.5,,,30.0,83.7,,,,,,,,2.0,,140.4,-40.0,,-35.2,,-48.0,-111.0,,,,,-30.6,,-47.0,,-13.0,-137.5,,,-122.0,-68.3,,,,,,,,-150.0,,-11.6,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,True
47085,239,124.0,,122.6,,124.0,129.0,,,,,146.9,,155.0,,294.2,53.1,,,55.5,117.5,,,,,,,,1.0,,163.9,-115.0,,-116.4,,-115.0,-110.0,,,,,-92.1,,-84.0,,55.2,-185.9,,,-183.5,-121.5,,,,,,,,-238.0,,-75.1,,False,,False,True,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
47087,201,124.0,,125.7,,112.0,60.0,,,,,144.9,,108.0,,172.4,28.3,,,84.0,109.0,,,,,,,,56.0,,151.5,-77.0,,-75.3,,-89.0,-141.0,,,,,-56.1,,-93.0,,-28.6,-172.7,,,-117.0,-92.0,,,,,,,,-145.0,,-49.5,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,True
47089,634,392.0,,397.0,,384.0,356.0,,,,,459.6,,608.0,,460.5,115.8,492.0,,235.5,351.4,,,,,308.9,,,204.0,,464.7,-242.0,,-237.0,,-250.0,-278.0,,,,,-174.4,,-26.0,,-173.5,-518.2,-142.0,,-398.5,-282.6,,,,,-325.1,,,-430.0,,-169.3,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47091,196,352.0,,433.7,,267.0,237.0,,,,,303.9,,157.0,,279.6,47.0,,,209.0,262.3,,,,,337.0,,,2.0,,393.2,156.0,,237.7,,71.0,41.0,,,,,107.9,,-39.0,,83.6,-149.0,,,13.0,66.3,,,,,141.0,,,-194.0,,197.2,,False,,True,True,,,,,True,,True,,True,True,,,True,True,,,,,True,,,False,,False
47093,5319,3536.0,,3405.9,3617.6,3323.0,2660.0,,,,,5337.0,,3567.0,,3918.2,1881.5,3796.5,,2719.0,2980.6,,,,,3264.0,2099.0,,2059.0,,4788.7,-1783.0,,-1913.1,-1701.4,-1996.0,-2659.0,,,,,18.0,,-1752.0,,-1400.8,-3437.5,-1522.5,,-2600.0,-2338.4,,,,,-2055.0,-3220.0,,-3260.0,,-530.3,,False,True,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,False,,False,,True
47095,179,56.0,,51.2,,56.0,0.0,,,,,63.0,,75.0,,32.2,7.9,,,67.0,61.6,,,,,,,,38.0,,88.8,-123.0,,-127.8,,-123.0,-179.0,,,,,-116.0,,-104.0,,-146.8,-171.1,,,-112.0,-117.4,,,,,,,,-141.0,,-90.2,,False,,False,False,,,,,True,,True,,False,False,,,True,True,,,,,,,,False,,True
47097,541,360.0,,350.5,,346.0,228.0,,,,,378.2,,390.0,,596.9,105.4,,,257.0,307.7,,,,,348.0,,,214.0,,464.1,-181.0,,-190.5,,-195.0,-313.0,,,,,-162.8,,-151.0,,55.9,-435.6,,,-284.0,-233.3,,,,,-193.0,,,-327.0,,-76.9,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,False,,,False,,True
47099,960,612.0,,626.4,,615.0,658.0,,,,,518.6,,517.0,,1079.4,168.4,886.0,,649.0,513.6,,,,,524.6,,,274.0,,760.9,-348.0,,-333.6,,-345.0,-302.0,,,,,-441.4,,-443.0,,119.4,-791.6,-74.0,,-311.0,-446.4,,,,,-435.4,,,-686.0,,-199.1,,True,,True,True,,,,,False,,False,,True,False,True,,True,False,,,,,False,,,False,,True
47101,294,348.0,,361.0,,338.0,310.0,,,,,250.0,,114.0,,550.9,50.2,,,350.0,287.5,,,,,,,,26.0,,430.8,54.0,,67.0,,44.0,16.0,,,,,-44.0,,-180.0,,256.9,-243.8,,,56.0,-6.5,,,,,,,,-268.0,,136.8,,False,,True,True,,,,,True,,False,,False,False,,,False,True,,,,,,,,False,,False
47103,645,364.0,,355.3,,364.0,600.0,,,,,355.7,,391.0,,672.0,89.4,437.5,,324.0,297.4,,,,,,,,171.0,,444.5,-281.0,,-289.7,,-281.0,-45.0,,,,,-289.3,,-254.0,,27.0,-555.6,-207.5,,-321.0,-347.6,,,,,,,,-474.0,,-200.5,,False,,False,True,,,,,False,,True,,True,False,True,,False,False,,,,,,,,False,,True
47105,575,396.0,,378.3,,390.0,374.0,,,,,464.2,,489.0,,526.8,163.4,480.5,,251.0,349.8,,,,,391.0,,,230.0,,534.6,-179.0,,-196.7,,-185.0,-201.0,,,,,-110.8,,-86.0,,-48.2,-411.6,-94.5,,-324.0,-225.2,,,,,-184.0,,,-345.0,,-40.4,,False,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47107,779,516.0,,517.3,,493.0,471.0,,,,,577.5,,645.0,,672.4,319.6,711.0,,379.0,434.4,,,,,364.5,,,323.0,,668.4,-263.0,,-261.7,,-286.0,-308.0,,,,,-201.5,,-134.0,,-106.6,-459.4,-68.0,,-400.0,-344.6,,,,,-414.5,,,-456.0,,-110.6,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47109,233,232.0,,222.0,,212.0,120.0,,,,,256.9,,352.0,,256.0,55.9,,,90.0,158.1,,,,,214.1,,,89.0,,284.8,-1.0,,-11.0,,-21.0,-113.0,,,,,23.9,,119.0,,23.0,-177.1,,,-143.0,-74.9,,,,,-18.9,,,-144.0,,51.8,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,False,,,False,,False
47111,450,264.0,,253.8,,256.0,288.0,,,,,237.9,,248.0,,443.2,148.5,,,159.0,192.6,,,,,256.7,,,74.0,,365.5,-186.0,,-196.2,,-194.0,-162.0,,,,,-212.1,,-202.0,,-6.8,-301.5,,,-291.0,-257.4,,,,,-193.3,,,-376.0,,-84.5,,False,,False,True,,,,,False,,False,,True,False,,,False,False,,,,,False,,,False,,True
47113,1403,824.0,,883.4,,744.0,355.0,,,,,1052.7,,1118.0,,892.1,308.6,864.0,,498.5,621.3,,,,,522.6,,,472.0,,935.2,-579.0,,-519.6,,-659.0,-1048.0,,,,,-350.3,,-285.0,,-510.9,-1094.4,-539.0,,-904.5,-781.7,,,,,-880.4,,,-931.0,,-467.8,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47115,264,348.0,,348.4,,349.0,440.0,,,,,288.0,,358.0,,585.1,57.8,,,274.0,259.1,,,,,,,,170.0,,459.9,84.0,,84.4,,85.0,176.0,,,,,24.0,,94.0,,321.1,-206.2,,,10.0,-4.9,,,,,,,,-94.0,,195.9,,False,,False,False,,,,,True,,False,,False,False,,,True,True,,,,,,,,False,,False
47117,533,348.0,,373.6,,348.0,479.0,,,,,384.4,,329.0,,545.5,139.7,496.5,,294.0,347.1,,,,,191.9,,,192.0,,443.0,-185.0,,-159.4,,-185.0,-54.0,,,,,-148.6,,-204.0,,12.5,-393.3,-36.5,,-239.0,-185.9,,,,,-341.1,,,-341.0,,-90.0,,True,,False,True,,,,,True,,False,,True,False,True,,False,False,,,,,False,,,False,,True
47119,2192,1728.0,,1695.4,,1526.0,2376.0,,,,,1406.1,,922.0,,1598.6,403.7,1686.0,,1053.0,1007.5,,,,,1478.1,,,1113.0,,2283.4,-464.0,,-496.6,,-666.0,184.0,,,,,-785.9,,-1270.0,,-593.4,-1788.3,-506.0,,-1139.0,-1184.5,,,,,-713.9,,,-1079.0,,91.4,,False,,False,True,,,,,False,,False,,False,False,False,,False,False,,,,,False,,,False,,True
47121,151,128.0,,132.3,,128.0,103.0,,,,,98.4,,143.0,,296.0,27.9,,,32.0,59.9,,,,,,,,67.0,,148.3,-23.0,,-18.7,,-23.0,-48.0,,,,,-52.6,,-8.0,,145.0,-123.1,,,-119.0,-91.1,,,,,,,,-84.0,,-2.7,,True,,False,False,,,,,False,,True,,False,False,,,False,False,,,,,,,,False,,True
47123,581,412.0,,449.9,,432.0,813.0,,,,,435.3,,517.0,,601.5,179.9,532.5,,363.0,384.6,,,,,240.2,,,224.0,,544.8,-169.0,,-131.1,,-149.0,232.0,,,,,-145.7,,-64.0,,20.5,-401.1,-48.5,,-218.0,-196.4,,,,,-340.8,,,-357.0,,-36.2,,True,,True,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47125,2135,1344.0,,1295.8,,1267.0,997.0,,,,,1350.8,,1700.0,,1834.2,638.9,1840.5,,1272.5,1125.6,,,,,1087.3,1031.0,,395.0,,1747.5,-791.0,,-839.2,,-868.0,-1138.0,,,,,-784.2,,-435.0,,-300.8,-1496.1,-294.5,,-862.5,-1009.4,,,,,-1047.7,-1104.0,,-1740.0,,-387.5,,False,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,False,,False,,True
47127,110,84.0,,87.7,,78.0,54.0,,,,,85.1,,71.0,,129.3,24.7,,,63.0,75.4,,,,,,,,30.0,,106.0,-26.0,,-22.3,,-32.0,-56.0,,,,,-24.9,,-39.0,,19.3,-85.3,,,-47.0,-34.6,,,,,,,,-80.0,,-4.0,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,True
47129,268,108.0,,110.3,,115.0,152.0,,,,,140.5,,257.0,,236.0,42.3,,,52.0,108.4,,,,,,,,61.0,,140.9,-160.0,,-157.7,,-153.0,-116.0,,,,,-127.5,,-11.0,,-32.0,-225.7,,,-216.0,-159.6,,,,,,,,-207.0,,-127.1,,True,,True,True,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
47131,777,568.0,,568.7,,551.0,546.0,,,,,451.5,,341.0,,844.4,189.1,673.5,,197.0,352.5,,,,,610.7,,,0.0,,719.1,-209.0,,-208.3,,-226.0,-231.0,,,,,-325.5,,-436.0,,67.4,-587.9,-103.5,,-580.0,-424.5,,,,,-166.3,,,-777.0,,-57.9,,True,,False,False,,,,,False,,False,,True,False,True,,False,False,,,,,True,,,False,,True
47133,262,272.0,,311.5,,277.0,302.0,,,,,317.7,,202.0,,463.8,111.0,,,140.5,248.8,,,,,447.1,,,1.0,,346.2,10.0,,49.5,,15.0,40.0,,,,,55.7,,-60.0,,201.8,-151.0,,,-121.5,-13.2,,,,,185.1,,,-261.0,,84.2,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,False,,,False,,False
47135,133,252.0,,267.8,,270.0,328.0,,,,,171.2,,85.0,,1460.3,22.0,,,529.0,139.9,,,,,,,,53.0,,362.5,119.0,,134.8,,137.0,195.0,,,,,38.2,,-48.0,,1327.3,-111.0,,,396.0,6.9,,,,,,,,-80.0,,229.5,,False,,False,False,,,,,True,,True,,False,True,,,False,True,,,,,,,,True,,False
47137,101,68.0,,52.2,,52.0,54.0,,,,,78.7,,29.0,,145.6,22.0,,,5.0,65.4,,,,,,,,12.0,,91.4,-33.0,,-48.8,,-49.0,-47.0,,,,,-22.3,,-72.0,,44.6,-79.0,,,-96.0,-35.6,,,,,,,,-89.0,,-9.6,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,True
47139,123,156.0,,155.1,,158.0,1.0,,,,,147.1,,167.0,,367.0,60.3,,,192.0,116.4,,,,,,,,34.0,,232.3,33.0,,32.1,,35.0,-122.0,,,,,24.1,,44.0,,244.0,-62.7,,,69.0,-6.6,,,,,,,,-89.0,,109.3,,True,,False,False,,,,,True,,False,,False,False,,,False,True,,,,,,,,False,,False
47141,1283,960.0,,987.1,,935.0,767.0,,,,,1044.8,,985.0,,1271.6,420.2,1323.0,,860.5,757.2,,,,,837.6,,,635.0,,1402.5,-323.0,,-295.9,,-348.0,-516.0,,,,,-238.2,,-298.0,,-11.4,-862.8,40.0,,-422.5,-525.8,,,,,-445.4,,,-648.0,,119.5,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47143,536,288.0,,276.2,,290.0,,,,,,336.2,,394.0,,368.0,149.9,339.0,,323.0,232.5,,,,,175.7,,,3.0,,407.4,-248.0,,-259.8,,-246.0,,,,,,-199.8,,-142.0,,-168.0,-386.1,-197.0,,-213.0,-303.5,,,,,-360.3,,,-533.0,,-128.6,,False,,True,,,,,,True,,True,,True,False,True,,True,False,,,,,False,,,False,,True
47145,892,700.0,,703.9,,671.0,988.0,,,,,597.1,,542.0,,1001.7,173.8,784.0,,605.0,588.2,,,,,512.1,,,1.0,,841.1,-192.0,,-188.1,,-221.0,96.0,,,,,-294.9,,-350.0,,109.7,-718.1,-108.0,,-287.0,-303.8,,,,,-379.9,,,-891.0,,-50.9,,True,,False,True,,,,,False,,False,,True,False,True,,False,False,,,,,False,,,False,,True
47147,1069,464.0,,468.9,,466.0,728.0,,,,,512.2,,659.0,,601.2,205.9,586.0,,378.0,389.6,,,,,259.0,,,265.0,,628.9,-605.0,,-600.1,,-603.0,-341.0,,,,,-556.8,,-410.0,,-467.8,-863.1,-483.0,,-691.0,-679.4,,,,,-810.0,,,-804.0,,-440.1,,True,,True,True,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
47149,5221,3668.0,,3493.0,5219.4,3234.0,3307.0,,,,,3736.4,,3213.0,,4723.3,1646.3,4029.0,,2932.0,2674.8,,,,,2587.3,2472.0,,3095.0,,5062.0,-1553.0,,-1728.0,-1.6,-1987.0,-1914.0,,,,,-1484.6,,-2008.0,,-497.7,-3574.7,-1192.0,,-2289.0,-2546.2,,,,,-2633.7,-2749.0,,-2126.0,,-159.0,,False,True,False,False,,,,,True,,False,,True,False,True,,False,False,,,,,False,False,,False,,True
47151,650,192.0,,186.9,,196.0,264.0,,,,,199.5,,171.0,,521.2,34.1,,,200.0,188.9,,,,,,,,112.0,,246.5,-458.0,,-463.1,,-454.0,-386.0,,,,,-450.5,,-479.0,,-128.8,-615.9,,,-450.0,-461.1,,,,,,,,-538.0,,-403.5,,False,,True,True,,,,,True,,False,,True,False,,,True,False,,,,,,,,False,,True
47153,158,112.0,,142.2,,115.0,114.0,,,,,109.2,,130.0,,212.6,42.6,,,67.0,108.7,,,,,,,,47.0,,126.7,-46.0,,-15.8,,-43.0,-44.0,,,,,-48.8,,-28.0,,54.6,-115.4,,,-91.0,-49.3,,,,,,,,-111.0,,-31.3,,True,,True,True,,,,,False,,True,,False,False,,,False,False,,,,,,,,False,,True
47155,1301,876.0,,865.9,,826.0,774.0,,,,,1016.1,,802.0,,1023.6,321.9,970.0,,822.0,709.3,,,,,646.1,,,424.0,,1161.3,-425.0,,-435.1,,-475.0,-527.0,,,,,-284.9,,-499.0,,-277.4,-979.1,-331.0,,-479.0,-591.7,,,,,-654.9,,,-877.0,,-139.7,,False,,False,False,,,,,True,,False,,True,False,True,,False,False,,,,,False,,,False,,True
