,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01089,1131,937.0,,931.9,,937.0,941.0,,,,,968.9,,893.9,,,988.0,,1463.8,,679.1,,1039.0,870.4,,1236.0,1139.0,,,,,768.2,1120.5,1284.0,,,,726.0,423.3,-194.0,,-199.1,,-194.0,-190.0,,,,,-162.1,,-237.1,,,-143.0,,332.8,,-451.9,,-92.0,-260.6,,105.0,8.0,,,,,-362.8,-10.5,153.0,,,,-405.0,-707.7,,False,,False,True,,,,,True,,False,,,True,,False,,False,,True,False,,True,True,,,,,False,True,True,,,,False,False
01091,54,31.0,,33.3,,31.0,0.0,,,,,60.7,,42.9,,,63.0,,21.6,,30.9,,20.0,33.9,,27.0,52.0,,,,,30.5,32.9,,,,,43.2,21.6,-23.0,,-20.7,,-23.0,-54.0,,,,,6.7,,-11.1,,,9.0,,-32.4,,-23.1,,-34.0,-20.1,,-27.0,-2.0,,,,,-23.5,-21.1,,,,,-10.8,-32.4,,True,,False,False,,,,,True,,True,,,True,,False,,False,,False,True,,False,True,,,,,False,True,,,,,True,False
01093,72,67.0,,64.5,,65.0,79.0,,,,,78.6,,79.5,,,136.0,,54.0,,41.6,,55.0,66.4,,72.0,92.0,,,,,59.4,74.7,,,,,72.3,38.9,-5.0,,-7.5,,-7.0,7.0,,,,,6.6,,7.5,,,64.0,,-18.0,,-30.4,,-17.0,-5.6,,0.0,20.0,,,,,-12.6,2.7,,,,,0.3,-33.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,False,True,,,,,True,False
01095,562,467.0,,467.2,,468.0,563.0,,,,,483.4,,443.1,,,400.0,,701.7,,297.9,,664.0,468.8,,611.0,527.0,,,,,385.8,416.4,,,,,628.7,329.4,-95.0,,-94.8,,-94.0,1.0,,,,,-78.6,,-118.9,,,-162.0,,139.7,,-264.1,,102.0,-93.2,,49.0,-35.0,,,,,-176.2,-145.6,,,,,66.7,-232.6,,True,,True,True,,,,,True,,False,,,False,,False,,False,,False,True,,True,True,,,,,False,False,,,,,True,False
01097,670,744.0,,784.8,915.0,764.0,1467.0,,,,,976.1,,672.4,,,1003.0,,710.5,,665.8,,963.0,909.7,,973.0,1032.0,,,,,622.0,817.5,664.0,,,,612.0,584.5,74.0,,114.8,245.0,94.0,797.0,,,,,306.1,,2.4,,,333.0,,40.5,,-4.2,,293.0,239.7,,303.0,362.0,,,,,-48.0,147.5,-6.0,,,,-58.0,-85.5,,False,False,False,False,,,,,False,,True,,,False,,True,,True,,False,False,,False,False,,,,,True,False,True,,,,True,False
01099,24,43.0,,42.0,,42.0,25.0,,,,,47.7,,50.2,,,56.0,,35.4,,19.8,,46.0,41.3,,51.0,60.0,,,,,,32.1,,,,,46.8,25.0,19.0,,18.0,,18.0,1.0,,,,,23.7,,26.2,,,32.0,,11.4,,-4.2,,22.0,17.3,,27.0,36.0,,,,,,8.1,,,,,22.8,1.0,,True,,True,True,,,,,False,,False,,,False,,True,,True,,False,True,,False,False,,,,,,True,,,,,False,True
01101,390,424.0,,439.3,,415.0,447.0,,,,,646.2,,409.3,,,554.0,,420.8,,456.4,,358.0,415.5,,431.0,558.0,,,,,389.9,543.2,337.0,,,,402.5,510.9,34.0,,49.3,,25.0,57.0,,,,,256.2,,19.3,,,164.0,,30.8,,66.4,,-32.0,25.5,,41.0,168.0,,,,,-0.1,153.2,-53.0,,,,12.5,120.9,,False,,True,False,,,,,False,,True,,,False,,True,,False,,True,True,,False,False,,,,,True,False,False,,,,True,False
01103,595,698.0,,708.8,,695.0,798.0,,,,,650.3,,727.9,,,491.0,,692.8,,384.0,,773.0,678.5,,819.0,747.0,,,,,581.7,885.2,,,,,837.0,259.2,103.0,,113.8,,100.0,203.0,,,,,55.3,,132.9,,,-104.0,,97.8,,-211.0,,178.0,83.5,,224.0,152.0,,,,,-13.3,290.2,,,,,242.0,-335.8,,False,,True,False,,,,,True,,False,,,False,,True,,False,,False,True,,False,False,,,,,True,False,,,,,False,False
01105,22,27.0,,25.7,,22.0,0.0,,,,,33.4,,43.0,,,22.0,,12.2,,10.6,,21.0,31.0,,33.0,34.0,,,,,,31.6,,,,,23.9,10.9,5.0,,3.7,,0.0,-22.0,,,,,11.4,,21.0,,,0.0,,-9.8,,-11.4,,-1.0,9.0,,11.0,12.0,,,,,,9.6,,,,,1.9,-11.1,,True,,True,False,,,,,False,,False,,,True,,False,,False,,True,False,,False,False,,,,,,False,,,,,True,False
01107,102,66.0,,69.4,,60.0,40.0,,,,,90.0,,92.6,,,67.0,,35.4,,49.1,,69.0,69.4,,74.0,78.0,,,,,54.1,44.7,,,,,50.5,45.1,-36.0,,-32.6,,-42.0,-62.0,,,,,-12.0,,-9.4,,,-35.0,,-66.6,,-52.9,,-33.0,-32.6,,-28.0,-24.0,,,,,-47.9,-57.3,,,,,-51.5,-56.9,,True,,False,False,,,,,True,,True,,,True,,False,,False,,True,True,,True,True,,,,,False,False,,,,,False,False
01109,55,39.0,,35.7,,41.0,42.0,,,,,83.0,,53.7,,,95.0,,58.6,,40.9,,58.0,70.8,,56.0,67.0,,,,,36.2,73.7,,,,,39.2,40.4,-16.0,,-19.3,,-14.0,-13.0,,,,,28.0,,-1.3,,,40.0,,3.6,,-14.1,,3.0,15.8,,1.0,12.0,,,,,-18.8,18.7,,,,,-15.8,-14.6,,False,,True,True,,,,,False,,True,,,False,,True,,True,,True,True,,True,True,,,,,False,False,,,,,True,True
01111,39,51.0,,52.9,,46.0,32.0,,,,,60.5,,78.7,,,72.0,,85.7,,25.5,,35.0,45.6,,71.0,73.0,,,,,,55.7,,,,,44.4,55.4,12.0,,13.9,,7.0,-7.0,,,,,21.5,,39.7,,,33.0,,46.7,,-13.5,,-4.0,6.6,,32.0,34.0,,,,,,16.7,,,,,5.4,16.4,,False,,True,True,,,,,False,,False,,,False,,False,,False,,True,True,,False,False,,,,,,False,,,,,True,False
01113,61,100.0,,96.1,,98.0,65.0,,,,,104.0,,132.5,,,152.0,,175.6,,55.9,,156.0,116.2,,106.0,122.0,,,,,88.2,132.1,,,,,72.8,47.2,39.0,,35.1,,37.0,4.0,,,,,43.0,,71.5,,,91.0,,114.6,,-5.1,,95.0,55.2,,45.0,61.0,,,,,27.2,71.1,,,,,11.8,-13.8,,True,,True,True,,,,,False,,False,,,False,,False,,True,,False,False,,False,False,,,,,True,False,,,,,True,True
01115,265,221.0,,220.1,,221.0,191.0,,,,,287.3,,277.7,,,259.0,,158.9,,164.0,,271.0,232.8,,245.0,280.0,,,,,180.4,236.4,,,,,226.5,191.4,-44.0,,-44.9,,-44.0,-74.0,,,,,22.3,,12.7,,,-6.0,,-106.1,,-101.0,,6.0,-32.2,,-20.0,15.0,,,,,-84.6,-28.6,,,,,-38.5,-73.6,,False,,False,False,,,,,True,,True,,,True,,False,,False,,True,True,,True,True,,,,,False,True,,,,,True,False
01117,686,716.0,,712.1,,716.0,746.0,,,,,789.2,,696.6,,,581.0,,941.3,,393.4,,790.0,681.1,,953.0,848.0,,,,,576.7,796.7,783.0,,,,763.7,448.6,30.0,,26.1,,30.0,60.0,,,,,103.2,,10.6,,,-105.0,,255.3,,-292.6,,104.0,-4.9,,267.0,162.0,,,,,-109.3,110.7,97.0,,,,77.7,-237.4,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,True,,False,False,,,,,False,False,False,,,,False,False
01119,29,25.0,,24.9,,25.0,7.0,,,,,34.4,,30.5,,,26.0,,33.5,,14.0,,21.0,19.9,,33.0,34.0,,,,,,26.8,,,,,29.5,29.1,-4.0,,-4.1,,-4.0,-22.0,,,,,5.4,,1.5,,,-3.0,,4.5,,-15.0,,-8.0,-9.1,,4.0,5.0,,,,,,-2.2,,,,,0.5,0.1,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,False,False,,,,,,True,,,,,True,True
01121,196,198.0,,206.0,,194.0,143.0,,,,,217.5,,217.2,,,256.0,,254.5,,135.8,,230.0,190.9,,249.0,262.0,,,,,160.8,171.3,,,,,137.8,156.6,2.0,,10.0,,-2.0,-53.0,,,,,21.5,,21.2,,,60.0,,58.5,,-60.2,,34.0,-5.1,,53.0,66.0,,,,,-35.2,-24.7,,,,,-58.2,-39.4,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,False,False,,,,,False,False
01123,82,89.0,,89.1,,85.0,11.0,,,,,105.9,,110.3,,,108.0,,126.1,,89.0,,68.0,80.4,,131.0,124.0,,,,,69.3,78.8,,,,,100.4,80.9,7.0,,7.1,,3.0,-71.0,,,,,23.9,,28.3,,,26.0,,44.1,,7.0,,-14.0,-1.6,,49.0,42.0,,,,,-12.7,-3.2,,,,,18.4,-1.1,,False,,True,False,,,,,False,,False,,,False,,False,,False,,False,True,,False,False,,,,,False,True,,,,,False,True
01125,693,630.0,,627.5,754.4,659.0,883.0,,,,,812.0,,607.0,,,725.0,,832.6,,496.4,,674.0,700.9,,832.0,771.0,,,,,602.2,671.2,634.0,,,,644.5,374.3,-63.0,,-65.5,61.4,-34.0,190.0,,,,,119.0,,-86.0,,,32.0,,139.6,,-196.6,,-19.0,7.9,,139.0,78.0,,,,,-90.8,-21.8,-59.0,,,,-48.5,-318.7,,False,True,True,False,,,,,False,,False,,,True,,False,,False,,True,True,,False,False,,,,,False,True,True,,,,True,False
01127,199,180.0,,181.4,,171.0,149.0,,,,,229.1,,219.8,,,284.0,,201.1,,133.5,,161.0,177.4,,217.0,228.0,,,,,156.2,148.4,,,,,163.9,119.1,-19.0,,-17.6,,-28.0,-50.0,,,,,30.1,,20.8,,,85.0,,2.1,,-65.5,,-38.0,-21.6,,18.0,29.0,,,,,-42.8,-50.6,,,,,-35.1,-79.9,,True,,False,False,,,,,False,,False,,,False,,True,,False,,False,False,,True,False,,,,,False,False,,,,,False,False
01129,17,27.0,,32.9,,27.0,0.0,,,,,52.4,,48.4,,,56.0,,14.9,,25.1,,38.0,36.1,,32.0,44.0,,,,,,23.8,,,,,18.1,30.2,10.0,,15.9,,10.0,-17.0,,,,,35.4,,31.4,,,39.0,,-2.1,,8.1,,21.0,19.1,,15.0,27.0,,,,,,6.8,,,,,1.1,13.2,,False,,False,False,,,,,False,,False,,,False,,True,,True,,False,False,,False,False,,,,,,True,,,,,True,False
01131,14,16.0,,16.4,,16.0,0.0,,,,,29.6,,20.5,,,21.0,,10.9,,10.8,,12.0,18.1,,21.0,25.0,,,,,,17.4,,,,,21.7,11.9,2.0,,2.4,,2.0,-14.0,,,,,15.6,,6.5,,,7.0,,-3.1,,-3.2,,-2.0,4.1,,7.0,11.0,,,,,,3.4,,,,,7.7,-2.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
01133,120,80.0,,80.3,,83.0,63.0,,,,,96.7,,105.0,,,123.0,,129.4,,47.2,,87.0,87.0,,115.0,105.0,,,,,70.3,84.3,,,,,85.9,71.0,-40.0,,-39.7,,-37.0,-57.0,,,,,-23.3,,-15.0,,,3.0,,9.4,,-72.8,,-33.0,-33.0,,-5.0,-15.0,,,,,-49.7,-35.7,,,,,-34.1,-49.0,,True,,True,False,,,,,True,,True,,,True,,True,,False,,True,True,,True,True,,,,,False,True,,,,,True,False
02013,13,1.0,,1.3,,2.0,0.0,,,,,2.1,,3.0,,,,,1.8,,0.9,,2.0,1.9,,,3.0,,,,,,,,,,,1.9,7.5,-12.0,,-11.7,,-11.0,-13.0,,,,,-10.9,,-10.0,,,,,-11.2,,-12.1,,-11.0,-11.1,,,-10.0,,,,,,,,,,,-11.1,-5.5,,True,,True,False,,,,,True,,True,,,,,True,,False,,True,True,,,True,,,,,,,,,,,True,True
02016,2,1.0,,1.2,,1.0,0.0,,,,,6.8,,9.8,,,,,0.8,,0.6,,1.0,0.9,,2.0,5.0,,,,,,4.8,,,,,1.5,9.4,-1.0,,-0.8,,-1.0,-2.0,,,,,4.8,,7.8,,,,,-1.2,,-1.4,,-1.0,-1.1,,0.0,3.0,,,,,,2.8,,,,,-0.5,7.4,,True,,False,False,,,,,False,,False,,,,,False,,False,,False,False,,True,False,,,,,,False,,,,,True,False
02020,2034,2417.0,,2388.3,2282.0,2382.0,2382.0,,,,,2190.7,,2305.3,,,,,3592.5,,1141.5,,2616.0,2092.9,,2601.0,2437.0,,,,,1942.3,2710.7,2408.0,,,,2318.9,1237.6,383.0,,354.3,248.0,348.0,348.0,,,,,156.7,,271.3,,,,,1558.5,,-892.5,,582.0,58.9,,567.0,403.0,,,,,-91.7,676.7,374.0,,,,284.9,-796.4,,True,True,True,True,,,,,True,,True,,,,,False,,False,,False,True,,False,False,,,,,True,False,True,,,,True,False
02050,310,238.0,,235.8,,225.0,0.0,,,,,209.1,,261.9,,,,,116.2,,84.0,,270.0,214.7,,270.0,254.0,,,,,,289.5,,,,,249.4,22.3,-72.0,,-74.2,,-85.0,-310.0,,,,,-100.9,,-48.1,,,,,-193.8,,-226.0,,-40.0,-95.3,,-40.0,-56.0,,,,,,-20.5,,,,,-60.6,-287.7,,False,,False,False,,,,,False,,True,,,,,False,,False,,True,False,,True,True,,,,,,True,,,,,True,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,2.9,,0.1,,,,,0.0,,0.0,,,0.0,,0.0,1.0,,,,,,,,,,,1.1,3.1,0.0,,0.0,,0.0,0.0,,,,,2.9,,0.1,,,,,0.0,,0.0,,,0.0,,0.0,1.0,,,,,,,,,,,1.1,3.1,,True,,True,True,,,,,False,,False,,,,,True,,True,,,True,,True,False,,,,,,,,,,,False,False
02068,3,2.0,,1.7,,2.0,0.0,,,,,4.6,,5.3,,,,,0.9,,3.0,,4.0,2.3,,4.0,4.0,,,,,,13.3,,,,,1.4,2.2,-1.0,,-1.3,,-1.0,-3.0,,,,,1.6,,2.3,,,,,-2.1,,0.0,,1.0,-0.7,,1.0,1.0,,,,,,10.3,,,,,-1.6,-0.8,,False,,False,False,,,,,False,,False,,,,,False,,True,,False,True,,False,False,,,,,,False,,,,,False,True
02070,7,14.0,,14.1,,8.0,0.0,,,,,14.6,,39.4,,,,,4.1,,6.6,,7.0,11.9,,16.0,17.0,,,,,,34.7,,,,,8.6,4.8,7.0,,7.1,,1.0,-7.0,,,,,7.6,,32.4,,,,,-2.9,,-0.4,,0.0,4.9,,9.0,10.0,,,,,,27.7,,,,,1.6,-2.2,,False,,True,False,,,,,False,,False,,,,,True,,True,,True,True,,False,False,,,,,,False,,,,,True,True
02090,256,317.0,,310.1,,330.0,337.0,,,,,369.6,,457.9,,,,,340.0,,167.6,,330.0,357.4,,,384.0,,,,,289.6,315.7,,,,,330.8,339.6,61.0,,54.1,,74.0,81.0,,,,,113.6,,201.9,,,,,84.0,,-88.4,,74.0,101.4,,,128.0,,,,,33.6,59.7,,,,,74.8,83.6,,True,,False,False,,,,,False,,False,,,,,False,,False,,False,False,,,False,,,,,True,True,,,,,False,False
02100,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,1.2,,,,,0.1,,0.1,,1.0,0.2,,1.0,2.0,,,,,,,,,,,0.7,3.6,0.0,,0.0,,0.0,0.0,,,,,1.3,,1.2,,,,,0.1,,0.1,,1.0,0.2,,1.0,2.0,,,,,,,,,,,0.7,3.6,,True,,True,True,,,,,False,,False,,,,,False,,False,,False,False,,False,False,,,,,,,,,,,False,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.2,,,,,0.0,,0.4,,,0.0,,0.0,,,,,,,,,,,,,5.8,0.0,,0.0,,0.0,0.0,,,,,,,0.2,,,,,0.0,,0.4,,,0.0,,0.0,,,,,,,,,,,,,5.8,,True,,True,True,,,,,,,False,,,,,True,,False,,,True,,True,,,,,,,,,,,,,False
02110,58,54.0,,50.2,,56.0,76.0,,,,,79.9,,79.7,,,,,68.0,,35.7,,57.0,63.4,,63.0,55.0,,,,,,,,,,,45.3,89.5,-4.0,,-7.8,,-2.0,18.0,,,,,21.9,,21.7,,,,,10.0,,-22.3,,-1.0,5.4,,5.0,-3.0,,,,,,,,,,,-12.7,31.5,,False,,True,False,,,,,False,,False,,,,,False,,False,,True,False,,False,True,,,,,,,,,,,False,False
02122,443,401.0,,394.5,,394.0,491.0,,,,,359.6,,476.1,,,,,387.1,,181.5,,463.0,390.4,,509.0,454.0,,,,,319.5,360.2,,,,,506.9,231.7,-42.0,,-48.5,,-49.0,48.0,,,,,-83.4,,33.1,,,,,-55.9,,-261.5,,20.0,-52.6,,66.0,11.0,,,,,-123.5,-82.8,,,,,63.9,-211.3,,False,,False,False,,,,,False,,True,,,,,False,,False,,True,False,,False,True,,,,,False,False,,,,,False,False
02130,11,20.0,,24.3,,17.0,17.0,,,,,20.2,,30.9,,,,,13.4,,6.0,,3.0,16.2,,33.0,28.0,,,,,,,,,,,17.1,55.0,9.0,,13.3,,6.0,6.0,,,,,9.2,,19.9,,,,,2.4,,-5.0,,-8.0,5.2,,22.0,17.0,,,,,,,,,,,6.1,44.0,,False,,True,True,,,,,False,,False,,,,,True,,True,,True,True,,False,False,,,,,,,,,,,True,False
02150,54,57.0,,56.7,,48.0,0.0,,,,,40.8,,104.1,,,,,61.0,,15.4,,54.0,41.1,,56.0,60.0,,,,,,62.8,,,,,41.8,21.9,3.0,,2.7,,-6.0,-54.0,,,,,-13.2,,50.1,,,,,7.0,,-38.6,,0.0,-12.9,,2.0,6.0,,,,,,8.8,,,,,-12.2,-32.1,,True,,False,False,,,,,False,,False,,,,,False,,False,,True,False,,True,False,,,,,,False,,,,,False,False
02158,33,29.0,,25.7,,19.0,8.0,,,,,,,92.9,,,,,3.2,,,,12.0,28.4,,18.0,,,,,,,,,,,,,,-4.0,,-7.3,,-14.0,-25.0,,,,,,,59.9,,,,,-29.8,,,,-21.0,-4.6,,-15.0,,,,,,,,,,,,,,,False,,False,False,,,,,,,False,,,,,False,,,,False,False,,False,,,,,,,,,,,,,
02164,3,12.0,,12.5,,10.0,0.0,,,,,0.4,,16.9,,,,,23.3,,1.9,,8.0,,,15.0,13.0,,,,,,20.6,,,,,9.9,11.5,9.0,,9.5,,7.0,-3.0,,,,,-2.6,,13.9,,,,,20.3,,-1.1,,5.0,,,12.0,10.0,,,,,,17.6,,,,,6.9,8.5,,False,,True,True,,,,,True,,False,,,,,False,,True,,True,,,False,False,,,,,,False,,,,,True,True
02170,719,252.0,,254.7,,250.0,225.0,,,,,347.1,,340.7,,,,,127.2,,240.4,,170.0,263.6,,265.0,314.0,,,,,249.6,252.6,,,,,336.2,204.5,-467.0,,-464.3,,-469.0,-494.0,,,,,-371.9,,-378.3,,,,,-591.8,,-478.6,,-549.0,-455.4,,-454.0,-405.0,,,,,-469.4,-466.4,,,,,-382.8,-514.5,,True,,False,False,,,,,True,,True,,,,,False,,False,,False,True,,True,True,,,,,False,True,,,,,True,False
02180,42,20.0,,20.3,,16.0,0.0,,,,,22.1,,50.7,,,,,10.9,,9.6,,15.0,20.8,,23.0,24.0,,,,,,22.8,,,,,16.9,7.0,-22.0,,-21.7,,-26.0,-42.0,,,,,-19.9,,8.7,,,,,-31.1,,-32.4,,-27.0,-21.2,,-19.0,-18.0,,,,,,-19.2,,,,,-25.1,-35.0,,True,,False,False,,,,,True,,True,,,,,False,,False,,False,True,,True,True,,,,,,True,,,,,False,False
02185,47,30.0,,33.9,,28.0,0.0,,,,,47.6,,68.0,,,,,13.3,,23.9,,26.0,33.4,,39.0,39.0,,,,,,48.8,,,,,34.6,26.8,-17.0,,-13.1,,-19.0,-47.0,,,,,0.6,,21.0,,,,,-33.7,,-23.1,,-21.0,-13.6,,-8.0,-8.0,,,,,,1.8,,,,,-12.4,-20.2,,True,,False,False,,,,,True,,False,,,,,False,,False,,False,True,,True,True,,,,,,True,,,,,True,False
02188,19,32.0,,32.5,,25.0,0.0,,,,,36.0,,97.0,,,,,5.8,,17.7,,24.0,28.6,,37.0,35.0,,,,,,56.3,,,,,25.9,3.9,13.0,,13.5,,6.0,-19.0,,,,,17.0,,78.0,,,,,-13.2,,-1.3,,5.0,9.6,,18.0,16.0,,,,,,37.3,,,,,6.9,-15.1,,False,,True,False,,,,,False,,False,,,,,False,,True,,True,True,,False,False,,,,,,False,,,,,True,False
02195,1,1.0,,1.3,,0.0,0.0,,,,,1.5,,3.7,,,,,1.9,,0.1,,0.0,0.2,,2.0,3.0,,,,,,,,,,,,9.4,0.0,,0.3,,-1.0,-1.0,,,,,0.5,,2.7,,,,,0.9,,-0.9,,-1.0,-0.8,,1.0,2.0,,,,,,,,,,,,8.4,,False,,False,False,,,,,False,,False,,,,,False,,False,,False,False,,False,False,,,,,,,,,,,,False
02198,5,2.0,,1.8,,2.0,0.0,,,,,3.7,,3.0,,,,,2.4,,2.3,,2.0,1.4,,5.0,,,,,,,,,,,,,13.6,-3.0,,-3.2,,-3.0,-5.0,,,,,-1.3,,-2.0,,,,,-2.6,,-2.7,,-3.0,-3.6,,0.0,,,,,,,,,,,,,8.6,,False,,False,False,,,,,True,,True,,,,,True,,True,,False,False,,True,,,,,,,,,,,,,False
02220,30,34.0,,33.7,,34.0,6.0,,,,,27.5,,47.6,,,,,38.6,,9.1,,47.0,29.7,,40.0,38.0,,,,,,,,,,,44.6,64.4,4.0,,3.7,,4.0,-24.0,,,,,-2.5,,17.6,,,,,8.6,,-20.9,,17.0,-0.3,,10.0,8.0,,,,,,,,,,,14.6,34.4,,True,,False,False,,,,,True,,False,,,,,False,,False,,False,True,,False,False,,,,,,,,,,,False,False
02230,0,2.0,,2.3,,0.0,0.0,,,,,1.2,,4.4,,,,,0.0,,1.0,,,0.1,,,,,,,,,,,,,,,6.2,2.0,,2.3,,0.0,0.0,,,,,1.2,,4.4,,,,,0.0,,1.0,,,0.1,,,,,,,,,,,,,,,6.2,,False,,True,True,,,,,True,,False,,,,,True,,True,,,True,,,,,,,,,,,,,,,False
02240,59,70.0,,69.3,,73.0,0.0,,,,,53.7,,83.5,,,,,82.3,,20.1,,184.0,81.0,,83.0,71.0,,,,,,68.1,,,,,75.9,46.7,11.0,,10.3,,14.0,-59.0,,,,,-5.3,,24.5,,,,,23.3,,-38.9,,125.0,22.0,,24.0,12.0,,,,,,9.1,,,,,16.9,-12.3,,True,,False,False,,,,,True,,False,,,,,False,,False,,False,False,,False,False,,,,,,True,,,,,False,False
02261,18,20.0,,20.4,,20.0,,,,,,24.4,,26.6,,,,,11.0,,18.3,,18.0,21.7,,22.0,26.0,,,,,,24.3,,,,,20.7,14.4,2.0,,2.4,,2.0,,,,,,6.4,,8.6,,,,,-7.0,,0.3,,0.0,3.7,,4.0,8.0,,,,,,6.3,,,,,2.7,-3.6,,False,,False,,,,,,False,,False,,,,,False,,True,,True,False,,False,False,,,,,,False,,,,,False,False
02275,0,1.0,,1.0,,0.0,0.0,,,,,1.2,,1.0,,,,,157.0,,0.3,,0.0,0.3,,1.0,,,,,,,,,,,,,6.2,1.0,,1.0,,0.0,0.0,,,,,1.2,,1.0,,,,,157.0,,0.3,,0.0,0.3,,1.0,,,,,,,,,,,,,6.2,,False,,True,True,,,,,False,,False,,,,,False,,True,,True,True,,False,,,,,,,,,,,,,False
02282,4,3.0,,2.8,,2.0,0.0,,,,,,,5.8,,,,,21.2,,0.0,,2.0,1.7,,4.0,4.0,,,,,,,,,,,2.9,3.0,-1.0,,-1.2,,-2.0,-4.0,,,,,,,1.8,,,,,17.2,,-4.0,,-2.0,-2.3,,0.0,0.0,,,,,,,,,,,-1.1,-1.0,,False,,False,False,,,,,,,False,,,,,False,,False,,False,False,,True,True,,,,,,,,,,,False,True
02290,21,16.0,,15.5,,15.0,,,,,,15.3,,14.4,,,,,10.9,,3.0,,15.0,16.8,,14.0,17.0,,,,,,29.0,,,,,14.8,6.1,-5.0,,-5.5,,-6.0,,,,,,-5.7,,-6.6,,,,,-10.1,,-18.0,,-6.0,-4.2,,-7.0,-4.0,,,,,,8.0,,,,,-6.2,-14.9,,False,,False,,,,,,False,,False,,,,,False,,False,,False,True,,False,True,,,,,,False,,,,,False,False
04001,461,522.0,,534.1,,480.0,247.0,,,,,416.4,,667.1,,,469.0,,636.9,,278.9,,612.5,490.9,,537.0,494.0,,,,,434.7,359.1,,,,,291.2,409.7,61.0,,73.1,,19.0,-214.0,,,,,-44.6,,206.1,,,8.0,,175.9,,-182.1,,151.5,29.9,,76.0,33.0,,,,,-26.3,-101.9,,,,,-169.8,-51.3,,False,,True,False,,,,,True,,False,,,True,,False,,False,,False,True,,False,True,,,,,True,False,,,,,False,True
