,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
18179,1045,120.0,,,202.0,,103.3,106.8,84.0,-925.0,,,-843.0,,-941.7,-938.2,-961.0,,,True,,False,False,False
18181,832,128.0,,,143.0,,25.0,65.4,215.0,-704.0,,,-689.0,,-807.0,-766.6,-617.0,,,True,,False,False,True
18183,1137,240.0,,,176.0,,153.2,151.0,254.0,-897.0,,,-961.0,,-983.8,-986.0,-883.0,,,False,,False,False,True
19001,364,32.0,,,45.0,,3.0,32.5,13.0,-332.0,,,-319.0,,-361.0,-331.5,-351.0,,,True,,False,True,False
19003,129,56.0,,,33.0,,13.9,,55.0,-73.0,,,-96.0,,-115.1,,-74.0,,,False,,False,,False
19005,529,72.0,,,200.0,,9.2,43.4,21.0,-457.0,,,-329.0,,-519.8,-485.6,-508.0,,,True,,False,False,False
19007,638,112.0,,,132.0,,89.7,103.6,66.0,-526.0,,,-506.0,,-548.3,-534.4,-572.0,,,True,,False,False,False
19009,192,176.0,,,53.0,,29.5,104.8,67.0,-16.0,,,-139.0,,-162.4,-87.2,-125.0,,,False,,False,False,False
19011,1330,440.0,,,212.0,,60.1,211.8,229.0,-890.0,,,-1118.0,,-1269.9,-1118.2,-1101.0,,,False,,False,False,False
19013,6208,1216.0,,,2200.0,,786.7,655.5,691.0,-4992.0,,,-4008.0,,-5421.3,-5552.5,-5517.0,,,True,,False,False,False
19015,811,360.0,,,221.0,,201.4,313.2,156.0,-451.0,,,-590.0,,-609.6,-497.8,-655.0,,,False,,False,False,False
19017,1417,264.0,,,262.0,,93.9,287.2,143.0,-1153.0,,,-1155.0,,-1323.2,-1129.8,-1274.0,,,False,,False,True,False
19019,850,280.0,,,247.0,,80.5,116.1,155.0,-570.0,,,-603.0,,-769.5,-733.9,-695.0,,,False,,False,False,False
19021,995,440.0,,,419.0,,270.4,106.3,576.0,-555.0,,,-576.0,,-724.6,-888.7,-419.0,,,False,,False,False,True
19023,719,184.0,,,100.0,,49.4,153.4,177.0,-535.0,,,-619.0,,-669.6,-565.6,-542.0,,,False,,False,False,False
19025,855,184.0,,,112.0,,41.6,89.8,124.0,-671.0,,,-743.0,,-813.4,-765.2,-731.0,,,False,,False,False,False
19027,1228,664.0,,,354.0,,962.2,713.0,242.0,-564.0,,,-874.0,,-265.8,-515.0,-986.0,,,False,,True,True,False
19029,614,208.0,,,103.0,,48.2,291.4,153.0,-406.0,,,-511.0,,-565.8,-322.6,-461.0,,,False,,False,True,False
19031,794,272.0,,,125.0,,140.5,230.5,297.0,-522.0,,,-669.0,,-653.5,-563.5,-497.0,,,False,,False,False,True
19033,2410,384.0,,,785.0,,37.6,209.1,0.0,-2026.0,,,-1625.0,,-2372.4,-2200.9,-2410.0,,,True,,False,False,False
19035,545,344.0,,,256.0,,79.3,76.5,128.0,-201.0,,,-289.0,,-465.7,-468.5,-417.0,,,False,,False,False,False
19037,557,336.0,,,144.0,,29.7,390.6,150.0,-221.0,,,-413.0,,-527.3,-166.4,-407.0,,,False,,False,True,False
19039,213,80.0,,,76.0,,31.3,27.8,46.0,-133.0,,,-137.0,,-181.7,-185.2,-167.0,,,False,,False,False,False
19041,801,352.0,,,616.0,,336.1,113.9,213.0,-449.0,,,-185.0,,-464.9,-687.1,-588.0,,,True,,False,False,False
19043,826,256.0,,,183.0,,122.8,173.5,243.0,-570.0,,,-643.0,,-703.2,-652.5,-583.0,,,False,,False,False,False
19045,2082,576.0,,,622.0,,250.5,378.6,598.0,-1506.0,,,-1460.0,,-1831.5,-1703.4,-1484.0,,,True,,False,False,True
19047,593,496.0,,,296.0,,16.8,335.6,0.0,-97.0,,,-297.0,,-576.2,-257.4,-593.0,,,False,,False,False,False
19049,3410,1128.0,,,585.0,,183.6,923.8,908.0,-2282.0,,,-2825.0,,-3226.4,-2486.2,-2502.0,,,False,,False,False,False
19051,330,64.0,,,53.0,,34.9,77.6,22.0,-266.0,,,-277.0,,-295.1,-252.4,-308.0,,,False,,False,True,False
19053,242,72.0,,,45.0,,24.9,39.9,33.0,-170.0,,,-197.0,,-217.1,-202.1,-209.0,,,False,,False,False,False
19055,933,776.0,,,267.0,,31.7,785.7,415.0,-157.0,,,-666.0,,-901.3,-147.3,-518.0,,,False,,False,True,False
19057,1985,880.0,,,838.0,,88.9,699.0,911.0,-1105.0,,,-1147.0,,-1896.1,-1286.0,-1074.0,,,False,,False,False,True
19059,810,360.0,,,426.0,,32.4,93.8,245.0,-450.0,,,-384.0,,-777.6,-716.2,-565.0,,,True,,False,False,False
19061,5486,3512.0,,,1640.0,,198.9,906.8,1338.0,-1974.0,,,-3846.0,,-5287.1,-4579.2,-4148.0,,,False,,False,False,False
19063,463,256.0,,,242.0,,94.2,108.3,175.0,-207.0,,,-221.0,,-368.9,-354.7,-288.0,,,False,,False,False,False
19065,784,216.0,,,291.0,,19.3,137.1,155.0,-568.0,,,-493.0,,-764.6,-646.9,-629.0,,,True,,False,False,False
19067,666,208.0,,,192.0,,17.2,242.0,95.0,-458.0,,,-474.0,,-648.8,-424.0,-571.0,,,False,,False,True,False
19069,382,56.0,,,98.0,,10.3,40.4,15.0,-326.0,,,-284.0,,-371.7,-341.6,-367.0,,,True,,False,False,False
19071,218,168.0,,,45.0,,24.7,,0.0,-50.0,,,-173.0,,-193.3,,-218.0,,,False,,False,,False
19073,396,200.0,,,69.0,,86.9,100.8,157.0,-196.0,,,-327.0,,-309.1,-295.2,-239.0,,,False,,False,False,False
19075,618,152.0,,,80.0,,47.1,245.1,55.0,-466.0,,,-538.0,,-570.9,-372.9,-563.0,,,False,,False,True,False
19077,463,352.0,,,71.0,,180.3,148.6,185.0,-111.0,,,-392.0,,-282.7,-314.4,-278.0,,,False,,False,False,False
19079,764,152.0,,,141.0,,30.0,58.8,176.0,-612.0,,,-623.0,,-734.0,-705.2,-588.0,,,False,,False,False,True
19081,649,224.0,,,91.0,,40.7,103.2,275.0,-425.0,,,-558.0,,-608.3,-545.8,-374.0,,,False,,False,False,True
19083,823,224.0,,,131.0,,54.9,114.0,80.0,-599.0,,,-692.0,,-768.1,-709.0,-743.0,,,False,,False,False,False
19085,757,704.0,,,164.0,,44.5,295.4,964.0,-53.0,,,-593.0,,-712.5,-461.6,207.0,,,False,,False,False,False
19087,986,744.0,,,187.0,,43.4,667.0,126.0,-242.0,,,-799.0,,-942.6,-319.0,-860.0,,,False,,False,False,False
19089,356,64.0,,,125.0,,27.9,116.5,34.0,-292.0,,,-231.0,,-328.1,-239.5,-322.0,,,True,,False,True,False
19091,567,96.0,,,138.0,,7.5,72.5,64.0,-471.0,,,-429.0,,-559.5,-494.5,-503.0,,,True,,False,False,False
19093,341,192.0,,,114.0,,15.8,137.0,73.0,-149.0,,,-227.0,,-325.2,-204.0,-268.0,,,False,,False,False,False
19095,700,320.0,,,94.0,,18.6,222.2,310.0,-380.0,,,-606.0,,-681.4,-477.8,-390.0,,,False,,False,False,False
19097,1043,408.0,,,282.0,,474.6,260.9,212.0,-635.0,,,-761.0,,-568.4,-782.1,-831.0,,,False,,True,False,False
19099,1265,568.0,,,260.0,,20.5,305.7,249.0,-697.0,,,-1005.0,,-1244.5,-959.3,-1016.0,,,False,,False,False,False
19101,561,96.0,,,105.0,,117.2,84.1,244.0,-465.0,,,-456.0,,-443.8,-476.9,-317.0,,,True,,True,False,True
19103,4227,1064.0,,,1818.0,,549.7,957.0,120.0,-3163.0,,,-2409.0,,-3677.3,-3270.0,-4107.0,,,True,,False,False,False
19105,1987,296.0,,,295.0,,42.6,173.5,264.0,-1691.0,,,-1692.0,,-1944.4,-1813.5,-1723.0,,,False,,False,False,False
19107,472,128.0,,,71.0,,8.5,174.5,86.0,-344.0,,,-401.0,,-463.5,-297.5,-386.0,,,False,,False,True,False
19109,744,336.0,,,299.0,,113.1,175.1,157.0,-408.0,,,-445.0,,-630.9,-568.9,-587.0,,,False,,False,False,False
19111,1330,440.0,,,251.0,,70.4,606.6,438.0,-890.0,,,-1079.0,,-1259.6,-723.4,-892.0,,,False,,False,True,False
19113,9834,2896.0,,,2568.0,,556.5,2862.1,2664.0,-6938.0,,,-7266.0,,-9277.5,-6971.9,-7170.0,,,False,,False,False,False
19115,415,112.0,,,60.0,,0.0,68.1,61.0,-303.0,,,-355.0,,-415.0,-346.9,-354.0,,,False,,False,False,False
19117,163,32.0,,,86.0,,0.3,54.0,4.0,-131.0,,,-77.0,,-162.7,-109.0,-159.0,,,True,,False,True,False
19119,604,768.0,,,240.0,,64.4,263.9,82.0,164.0,,,-364.0,,-539.6,-340.1,-522.0,,,False,,False,False,False
19121,418,344.0,,,94.0,,138.4,146.0,483.0,-74.0,,,-324.0,,-279.6,-272.0,65.0,,,False,,False,False,True
19123,819,288.0,,,176.0,,28.1,101.8,118.0,-531.0,,,-643.0,,-790.9,-717.2,-701.0,,,False,,False,False,False
19125,1245,280.0,,,258.0,,114.2,344.9,105.0,-965.0,,,-987.0,,-1130.8,-900.1,-1140.0,,,False,,False,True,False
19127,1653,328.0,,,434.0,,63.5,247.7,331.0,-1325.0,,,-1219.0,,-1589.5,-1405.3,-1322.0,,,True,,False,False,True
19129,823,312.0,,,138.0,,52.6,226.5,1052.0,-511.0,,,-685.0,,-770.4,-596.5,229.0,,,False,,False,False,True
19131,587,88.0,,,105.0,,1.8,53.3,11.0,-499.0,,,-482.0,,-585.2,-533.7,-576.0,,,True,,False,False,False
19133,260,168.0,,,129.0,,15.4,72.5,108.0,-92.0,,,-131.0,,-244.6,-187.5,-152.0,,,False,,False,False,False
19135,281,40.0,,,67.0,,5.0,56.7,12.0,-241.0,,,-214.0,,-276.0,-224.3,-269.0,,,True,,False,True,False
19137,354,104.0,,,60.0,,32.9,50.1,279.0,-250.0,,,-294.0,,-321.1,-303.9,-75.0,,,False,,False,False,True
19139,1700,448.0,,,341.0,,225.8,253.3,497.0,-1252.0,,,-1359.0,,-1474.2,-1446.7,-1203.0,,,False,,False,False,True
19141,829,624.0,,,454.0,,176.9,486.0,793.0,-205.0,,,-375.0,,-652.1,-343.0,-36.0,,,False,,False,False,True
19143,337,184.0,,,180.0,,16.2,111.6,62.0,-153.0,,,-157.0,,-320.8,-225.4,-275.0,,,False,,False,False,False
19145,884,600.0,,,123.0,,40.3,331.9,562.0,-284.0,,,-761.0,,-843.7,-552.1,-322.0,,,False,,False,False,False
19147,419,240.0,,,195.0,,35.1,59.7,86.0,-179.0,,,-224.0,,-383.9,-359.3,-333.0,,,False,,False,False,False
19149,1487,912.0,,,608.0,,618.2,857.9,177.0,-575.0,,,-879.0,,-868.8,-629.1,-1310.0,,,False,,False,False,False
19151,380,144.0,,,69.0,,18.7,50.6,140.0,-236.0,,,-311.0,,-361.3,-329.4,-240.0,,,False,,False,False,False
19153,17001,4624.0,,,4237.0,,602.9,3555.2,2625.0,-12377.0,,,-12764.0,,-16398.1,-13445.8,-14376.0,,,False,,False,False,False
19155,3917,1720.0,,,929.0,,678.7,1069.8,1306.0,-2197.0,,,-2988.0,,-3238.3,-2847.2,-2611.0,,,False,,False,False,False
19157,639,448.0,,,140.0,,38.7,351.6,292.0,-191.0,,,-499.0,,-600.4,-287.4,-347.0,,,False,,False,False,False
19159,158,48.0,,,30.0,,3.4,37.0,19.0,-110.0,,,-128.0,,-154.6,-121.0,-139.0,,,False,,False,False,False
19161,571,288.0,,,158.0,,27.9,62.7,97.0,-283.0,,,-413.0,,-543.1,-508.3,-474.0,,,False,,False,False,False
19163,7865,2296.0,,,1727.0,,782.3,1071.8,0.0,-5569.0,,,-6138.0,,-7082.7,-6793.2,-7865.0,,,False,,False,False,False
19165,479,136.0,,,136.0,,12.6,67.8,95.0,-343.0,,,-343.0,,-466.4,-411.2,-384.0,,,False,,False,False,False
19167,1832,1928.0,,,1168.0,,258.2,971.5,1307.0,96.0,,,-664.0,,-1573.8,-860.5,-525.0,,,False,,False,False,False
19169,3225,856.0,,,1095.0,,110.3,195.1,247.0,-2369.0,,,-2130.0,,-3114.7,-3029.9,-2978.0,,,True,,False,False,False
19171,747,624.0,,,105.0,,33.3,284.0,194.0,-123.0,,,-642.0,,-713.7,-463.0,-553.0,,,False,,False,False,False
19173,300,272.0,,,43.0,,81.7,86.8,174.0,-28.0,,,-257.0,,-218.3,-213.2,-126.0,,,False,,False,False,False
19175,616,136.0,,,92.0,,5.8,47.6,27.0,-480.0,,,-524.0,,-610.2,-568.4,-589.0,,,False,,False,False,False
19177,230,96.0,,,52.0,,88.2,137.3,186.0,-134.0,,,-178.0,,-141.8,-92.7,-44.0,,,False,,False,True,True
19179,1176,328.0,,,433.0,,132.3,338.4,106.0,-848.0,,,-743.0,,-1043.7,-837.6,-1070.0,,,True,,False,True,False
19181,1802,312.0,,,320.0,,30.2,273.7,365.0,-1490.0,,,-1482.0,,-1771.8,-1528.3,-1437.0,,,True,,False,False,True
19183,888,440.0,,,137.0,,51.3,292.5,324.0,-448.0,,,-751.0,,-836.7,-595.5,-564.0,,,False,,False,False,False
19185,207,40.0,,,60.0,,4.7,,14.0,-167.0,,,-147.0,,-202.3,,-193.0,,,True,,False,,False
19187,2189,1072.0,,,519.0,,125.0,557.9,539.0,-1117.0,,,-1670.0,,-2064.0,-1631.1,-1650.0,,,False,,False,False,False
19189,581,272.0,,,107.0,,42.9,161.4,74.0,-309.0,,,-474.0,,-538.1,-419.6,-507.0,,,False,,False,False,False
19191,609,144.0,,,286.0,,14.4,234.5,55.0,-465.0,,,-323.0,,-594.6,-374.5,-554.0,,,True,,False,True,False
19193,4417,3672.0,,,1983.0,,1105.4,2139.1,346.0,-745.0,,,-2434.0,,-3311.6,-2277.9,-4071.0,,,False,,False,False,False
19195,244,48.0,,,66.0,,43.6,20.9,47.0,-196.0,,,-178.0,,-200.4,-223.1,-197.0,,,True,,False,False,False
19197,623,232.0,,,123.0,,53.6,92.2,229.0,-391.0,,,-500.0,,-569.4,-530.8,-394.0,,,False,,False,False,False
20001,279,80.0,,,51.0,,31.8,,224.0,-199.0,,,-228.0,,-247.2,,-55.0,,,False,,False,,True
20003,292,48.0,,,59.0,,0.0,,7.0,-244.0,,,-233.0,,-292.0,,-285.0,,,True,,False,,False
20005,484,280.0,,,117.0,,102.0,237.0,149.0,-204.0,,,-367.0,,-382.0,-247.0,-335.0,,,False,,False,False,False
20007,181,40.0,,,40.0,,9.7,,140.0,-141.0,,,-141.0,,-171.3,,-41.0,,,False,,False,,True
20009,1110,352.0,,,350.0,,12.3,231.8,128.0,-758.0,,,-760.0,,-1097.7,-878.2,-982.0,,,False,,False,False,False
20011,361,88.0,,,143.0,,5.0,40.3,15.0,-273.0,,,-218.0,,-356.0,-320.7,-346.0,,,True,,False,False,False
20013,580,64.0,,,73.0,,8.8,60.5,8.0,-516.0,,,-507.0,,-571.2,-519.5,-572.0,,,True,,False,False,False
20015,2342,416.0,,,385.0,,8.9,287.5,246.0,-1926.0,,,-1957.0,,-2333.1,-2054.5,-2096.0,,,False,,False,False,False
20017,77,8.0,,,25.0,,6.4,,38.0,-69.0,,,-52.0,,-70.6,,-39.0,,,True,,False,,True
20019,61,32.0,,,26.0,,6.8,,100.0,-29.0,,,-35.0,,-54.2,,39.0,,,False,,False,,False
20021,584,368.0,,,335.0,,18.4,391.8,103.0,-216.0,,,-249.0,,-565.6,-192.2,-481.0,,,False,,False,True,False
20023,135,112.0,,,38.0,,35.5,,10.0,-23.0,,,-97.0,,-99.5,,-125.0,,,False,,False,,False
20025,75,40.0,,,66.0,,49.7,16.1,41.0,-35.0,,,-9.0,,-25.3,-58.9,-34.0,,,True,,True,False,True
20027,361,120.0,,,79.0,,131.2,,204.0,-241.0,,,-282.0,,-229.8,,-157.0,,,False,,True,,True
20029,517,32.0,,,96.0,,9.6,69.2,27.0,-485.0,,,-421.0,,-507.4,-447.8,-490.0,,,True,,False,True,False
20031,172,112.0,,,45.0,,5.9,98.2,70.0,-60.0,,,-127.0,,-166.1,-73.8,-102.0,,,False,,False,False,False
20033,55,40.0,,,43.0,,13.3,,39.0,-15.0,,,-12.0,,-41.7,,-16.0,,,True,,False,,False
20035,1172,224.0,,,286.0,,72.5,230.9,76.0,-948.0,,,-886.0,,-1099.5,-941.1,-1096.0,,,True,,False,True,False
20037,1219,720.0,,,536.0,,40.2,196.8,248.0,-499.0,,,-683.0,,-1178.8,-1022.2,-971.0,,,False,,False,False,False
20039,172,48.0,,,29.0,,2.9,,16.0,-124.0,,,-143.0,,-169.1,,-156.0,,,False,,False,,False
20041,493,304.0,,,114.0,,15.8,485.7,58.0,-189.0,,,-379.0,,-477.2,-7.3,-435.0,,,False,,False,True,False
20043,380,104.0,,,57.0,,54.8,81.3,86.0,-276.0,,,-323.0,,-325.2,-298.7,-294.0,,,False,,False,False,False
20045,2362,1896.0,,,1022.0,,57.3,851.3,926.0,-466.0,,,-1340.0,,-2304.7,-1510.7,-1436.0,,,False,,False,False,False
20047,115,48.0,,,41.0,,3.5,,26.0,-67.0,,,-74.0,,-111.5,,-89.0,,,False,,False,,False
20049,47,0.0,,,18.0,,0.0,,0.0,-47.0,,,-29.0,,-47.0,,-47.0,,,True,,False,,False
20051,1255,944.0,,,583.0,,23.4,1855.4,202.0,-311.0,,,-672.0,,-1231.6,600.4,-1053.0,,,False,,False,False,False
20053,635,240.0,,,63.0,,42.9,81.1,158.0,-395.0,,,-572.0,,-592.0,-553.9,-477.0,,,False,,False,False,False
20055,2362,1008.0,,,608.0,,38.7,368.2,0.0,-1354.0,,,-1754.0,,-2323.3,-1993.8,-2362.0,,,False,,False,False,False
20057,1656,792.0,,,706.0,,73.0,147.3,0.0,-864.0,,,-950.0,,-1583.0,-1508.7,-1656.0,,,False,,False,False,False
20059,682,496.0,,,132.0,,16.8,236.7,252.0,-186.0,,,-550.0,,-665.2,-445.3,-430.0,,,False,,False,False,False
20061,522,88.0,,,275.0,,6.4,78.3,19.0,-434.0,,,-247.0,,-515.6,-443.7,-503.0,,,True,,False,False,False
20063,212,416.0,,,44.0,,133.7,,50.0,204.0,,,-168.0,,-78.3,,-162.0,,,True,,True,,True
20065,115,16.0,,,24.0,,3.9,,1.0,-99.0,,,-91.0,,-111.1,,-114.0,,,True,,False,,False
20067,421,368.0,,,103.0,,69.7,69.5,49.0,-53.0,,,-318.0,,-351.3,-351.5,-372.0,,,False,,False,False,False
20069,262,0.0,,,44.0,,1.4,35.8,3.0,-262.0,,,-218.0,,-260.6,-226.2,-259.0,,,True,,True,True,True
20071,73,8.0,,,31.0,,1.9,,4.0,-65.0,,,-42.0,,-71.1,,-69.0,,,True,,False,,False
20073,147,16.0,,,58.0,,0.3,19.0,82.0,-131.0,,,-89.0,,-146.7,-128.0,-65.0,,,True,,False,True,True
20075,104,0.0,,,42.0,,0.6,1.9,0.0,-104.0,,,-62.0,,-103.4,-102.1,-104.0,,,True,,True,True,False
20077,193,0.0,,,67.0,,4.7,,0.0,-193.0,,,-126.0,,-188.3,,-193.0,,,True,,True,,False
20079,1425,136.0,,,197.0,,14.9,138.0,72.0,-1289.0,,,-1228.0,,-1410.1,-1287.0,-1353.0,,,True,,False,True,False
20081,134,0.0,,,69.0,,0.7,22.2,0.0,-134.0,,,-65.0,,-133.3,-111.8,-134.0,,,True,,True,True,False
20083,109,32.0,,,23.0,,3.8,,35.0,-77.0,,,-86.0,,-105.2,,-74.0,,,False,,False,,True
20085,429,128.0,,,62.0,,122.1,49.0,151.0,-301.0,,,-367.0,,-306.9,-380.0,-278.0,,,False,,False,False,True
20087,500,128.0,,,66.0,,12.4,95.5,86.0,-372.0,,,-434.0,,-487.6,-404.5,-414.0,,,False,,False,False,False
20089,53,0.0,,,29.0,,0.2,,0.0,-53.0,,,-24.0,,-52.8,,-53.0,,,True,,True,,False
20091,14931,5384.0,,,3615.0,,999.4,1824.2,2766.0,-9547.0,,,-11316.0,,-13931.6,-13106.8,-12165.0,,,False,,False,False,False
20093,460,32.0,,,45.0,,30.0,25.4,3.0,-428.0,,,-415.0,,-430.0,-434.6,-457.0,,,True,,False,False,False
20095,266,80.0,,,57.0,,5.8,,18.0,-186.0,,,-209.0,,-260.2,,-248.0,,,False,,False,,False
20097,78,32.0,,,36.0,,3.7,,6.0,-46.0,,,-42.0,,-74.3,,-72.0,,,True,,False,,False
20099,594,96.0,,,210.0,,17.5,48.7,39.0,-498.0,,,-384.0,,-576.5,-545.3,-555.0,,,True,,False,False,False
20101,60,16.0,,,48.0,,6.9,,12.0,-44.0,,,-12.0,,-53.1,,-48.0,,,True,,False,,False
20103,1436,1568.0,,,651.0,,52.0,776.7,596.0,132.0,,,-785.0,,-1384.0,-659.3,-840.0,,,False,,False,False,False
20105,64,8.0,,,30.0,,0.2,,59.0,-56.0,,,-34.0,,-63.8,,-5.0,,,True,,False,,True
20107,208,96.0,,,45.0,,4.7,74.2,116.0,-112.0,,,-163.0,,-203.3,-133.8,-92.0,,,False,,False,False,True
20109,192,176.0,,,29.0,,14.3,,86.0,-16.0,,,-163.0,,-177.7,,-106.0,,,False,,False,,False
20111,1445,328.0,,,348.0,,70.9,218.4,116.0,-1117.0,,,-1097.0,,-1374.1,-1226.6,-1329.0,,,True,,False,False,False
20113,1090,104.0,,,215.0,,10.8,91.6,102.0,-986.0,,,-875.0,,-1079.2,-998.4,-988.0,,,True,,False,False,False
20115,316,24.0,,,66.0,,34.3,18.9,11.0,-292.0,,,-250.0,,-281.7,-297.1,-305.0,,,True,,True,False,False
20117,413,88.0,,,60.0,,87.8,,131.0,-325.0,,,-353.0,,-325.2,,-282.0,,,False,,False,,True
20119,167,72.0,,,50.0,,9.3,76.9,11.0,-95.0,,,-117.0,,-157.7,-90.1,-156.0,,,False,,False,True,False
20121,595,400.0,,,193.0,,8.8,388.7,104.0,-195.0,,,-402.0,,-586.2,-206.3,-491.0,,,False,,False,False,False
20123,157,16.0,,,66.0,,3.6,,32.0,-141.0,,,-91.0,,-153.4,,-125.0,,,True,,False,,True
20125,671,176.0,,,280.0,,78.6,85.5,36.0,-495.0,,,-391.0,,-592.4,-585.5,-635.0,,,True,,False,False,False
20127,123,64.0,,,38.0,,7.0,,42.0,-59.0,,,-85.0,,-116.0,,-81.0,,,False,,False,,False
20129,144,40.0,,,43.0,,7.6,,60.0,-104.0,,,-101.0,,-136.4,,-84.0,,,True,,False,,True
20131,876,280.0,,,97.0,,20.6,153.7,107.0,-596.0,,,-779.0,,-855.4,-722.3,-769.0,,,False,,False,False,False
20133,484,80.0,,,159.0,,5.1,96.8,31.0,-404.0,,,-325.0,,-478.9,-387.2,-453.0,,,True,,False,True,False
20135,168,152.0,,,27.0,,38.3,,0.0,-16.0,,,-141.0,,-129.7,,-168.0,,,False,,False,,False
20137,1030,72.0,,,59.0,,59.5,41.2,89.0,-958.0,,,-971.0,,-970.5,-988.8,-941.0,,,False,,False,False,True
20139,399,64.0,,,50.0,,12.7,56.5,17.0,-335.0,,,-349.0,,-386.3,-342.5,-382.0,,,False,,False,False,False
20141,72,40.0,,,41.0,,4.4,,73.0,-32.0,,,-31.0,,-67.6,,1.0,,,True,,False,,True
20143,183,48.0,,,45.0,,2.8,25.0,26.0,-135.0,,,-138.0,,-180.2,-158.0,-157.0,,,False,,False,False,False
20145,261,392.0,,,102.0,,0.6,,51.0,131.0,,,-159.0,,-260.4,,-210.0,,,False,,False,,False
20147,294,112.0,,,57.0,,6.8,82.2,10.0,-182.0,,,-237.0,,-287.2,-211.8,-284.0,,,False,,False,False,False
20149,382,392.0,,,260.0,,228.6,162.5,257.0,10.0,,,-122.0,,-153.4,-219.5,-125.0,,,False,,False,False,False
20151,407,40.0,,,112.0,,6.0,26.1,9.0,-367.0,,,-295.0,,-401.0,-380.9,-398.0,,,True,,False,False,False
20153,145,120.0,,,34.0,,15.9,,31.0,-25.0,,,-111.0,,-129.1,,-114.0,,,False,,False,,False
20155,3672,744.0,,,748.0,,185.2,699.6,306.0,-2928.0,,,-2924.0,,-3486.8,-2972.4,-3366.0,,,True,,False,False,False
20157,269,0.0,,,55.0,,3.1,5.5,0.0,-269.0,,,-214.0,,-265.9,-263.5,-269.0,,,True,,True,True,False
20159,361,64.0,,,93.0,,4.9,,17.0,-297.0,,,-268.0,,-356.1,,-344.0,,,True,,False,,False
20161,1695,496.0,,,977.0,,20.1,266.3,62.0,-1199.0,,,-718.0,,-1674.9,-1428.7,-1633.0,,,True,,False,False,False
20163,232,352.0,,,53.0,,179.2,,92.0,120.0,,,-179.0,,-52.8,,-140.0,,,False,,True,,False
20165,178,176.0,,,28.0,,12.5,,69.0,-2.0,,,-150.0,,-165.5,,-109.0,,,False,,False,,False
20167,423,216.0,,,80.0,,36.1,,139.0,-207.0,,,-343.0,,-386.9,,-284.0,,,False,,False,,False
20169,1574,496.0,,,461.0,,11.1,114.8,124.0,-1078.0,,,-1113.0,,-1562.9,-1459.2,-1450.0,,,False,,False,False,False
20171,226,96.0,,,56.0,,11.8,90.6,62.0,-130.0,,,-170.0,,-214.2,-135.4,-164.0,,,False,,False,False,False
20173,17773,3480.0,,,2769.0,,1029.1,1885.9,2251.0,-14293.0,,,-15004.0,,-16743.9,-15887.1,-15522.0,,,False,,False,False,False
20175,1197,688.0,,,565.0,,15.1,254.8,0.0,-509.0,,,-632.0,,-1181.9,-942.2,-1197.0,,,False,,False,False,False
20177,4682,1200.0,,,1158.0,,303.0,733.9,553.0,-3482.0,,,-3524.0,,-4379.1,-3948.1,-4129.0,,,False,,False,False,False
20179,282,120.0,,,45.0,,13.1,,62.0,-162.0,,,-237.0,,-268.9,,-220.0,,,False,,False,,False
20181,399,96.0,,,51.0,,67.5,,63.0,-303.0,,,-348.0,,-331.5,,-336.0,,,False,,False,,False
20183,129,24.0,,,37.0,,11.0,,21.0,-105.0,,,-92.0,,-118.0,,-108.0,,,True,,False,,False
20185,145,32.0,,,49.0,,1.3,,18.0,-113.0,,,-96.0,,-143.7,,-127.0,,,True,,False,,False
20187,74,0.0,,,27.0,,0.0,24.8,0.0,-74.0,,,-47.0,,-74.0,-49.2,-74.0,,,True,,False,True,False
20189,259,216.0,,,104.0,,118.4,173.2,49.0,-43.0,,,-155.0,,-140.6,-85.8,-210.0,,,False,,False,False,False
20191,561,104.0,,,171.0,,104.0,47.4,27.0,-457.0,,,-390.0,,-457.0,-513.6,-534.0,,,True,,False,False,False
20193,491,448.0,,,77.0,,121.7,359.2,20.0,-43.0,,,-414.0,,-369.3,-131.8,-471.0,,,False,,False,False,False
20195,152,40.0,,,26.0,,3.1,,7.0,-112.0,,,-126.0,,-148.8,,-145.0,,,False,,False,,False
20197,227,24.0,,,39.0,,5.7,44.7,44.0,-203.0,,,-188.0,,-221.3,-182.3,-183.0,,,True,,False,True,True
20199,118,16.0,,,17.0,,0.0,,25.0,-102.0,,,-101.0,,-118.0,,-93.0,,,True,,False,,True
20201,297,32.0,,,50.0,,0.0,,95.0,-265.0,,,-247.0,,-297.0,,-202.0,,,True,,False,,True
20203,138,0.0,,,24.0,,0.0,,0.0,-138.0,,,-114.0,,-138.0,,-138.0,,,True,,False,,False
20205,222,40.0,,,55.0,,0.8,,151.0,-182.0,,,-167.0,,-221.2,,-71.0,,,True,,False,,True
