,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
04015,1890,440.0,,449.0,,,,,898.0,,479.6,752.6,,149.4,32.9,,377.9,,685.0,-1450.0,,-1441.0,,,,,-992.0,,-1410.4,-1137.4,,-1740.6,-1857.1,,-1512.1,,-1205.0,,True,,,,,True,,True,True,,False,False,,False,,True
04017,1774,640.0,,134.0,,,,,1540.0,,649.8,344.7,,569.0,3.8,,220.7,,663.0,-1134.0,,-1640.0,,,,,-234.0,,-1124.2,-1429.3,,-1205.0,-1770.2,,-1553.3,,-1111.0,,False,,,,,True,,True,False,,False,False,,False,,True
04019,11881,2870.0,,12563.0,,,,,1960.0,,1950.7,4273.8,,2104.9,43.3,,1727.9,,2380.0,-9011.0,,682.0,,,,,-9921.0,,-9930.3,-7607.2,,-9776.1,-11837.7,,-10153.1,,-9501.0,,True,,,,,False,,False,True,,False,False,,False,,False
04021,4623,1910.0,,2025.0,,,,,998.0,,1829.6,1563.9,,1116.7,8.6,,1030.2,,2323.0,-2713.0,,-2598.0,,,,,-3625.0,,-2793.4,-3059.1,,-3506.3,-4614.4,,-3592.8,,-2300.0,,True,,,,,False,,False,False,,False,False,,False,,True
04023,905,155.0,,0.0,,,,,224.0,,214.0,114.0,,26.6,0.3,,71.6,,0.0,-750.0,,-905.0,,,,,-681.0,,-691.0,-791.0,,-878.4,-904.7,,-833.4,,-905.0,,False,,,,,True,,True,False,,False,False,,False,,False
04025,2307,540.0,,559.0,,,,,911.0,,473.6,980.9,,464.2,369.1,,468.4,,485.0,-1767.0,,-1748.0,,,,,-1396.0,,-1833.4,-1326.1,,-1842.8,-1937.9,,-1838.6,,-1822.0,,True,,,,,True,,False,True,,False,False,,False,,False
04027,4246,1550.0,,1172.0,,,,,305.0,,831.7,771.3,,640.1,1.7,,1309.1,,3077.0,-2696.0,,-3074.0,,,,,-3941.0,,-3414.3,-3474.7,,-3605.9,-4244.3,,-2936.9,,-1169.0,,False,,,,,False,,False,False,,False,False,,False,,True
05001,302,280.0,,278.0,,,,,217.0,,335.5,92.4,,146.4,0.0,,,,0.0,-22.0,,-24.0,,,,,-85.0,,33.5,-209.6,,-155.6,-302.0,,,,-302.0,,False,,,,,False,,False,False,,False,False,,,,False
05003,318,165.0,,0.0,,,,,184.0,,207.2,38.0,,124.7,0.5,,,,121.0,-153.0,,-318.0,,,,,-134.0,,-110.8,-280.0,,-193.3,-317.5,,,,-197.0,,False,,,,,True,,True,False,,False,False,,,,False
05005,738,555.0,,827.0,,,,,525.0,,1208.9,182.2,,230.2,186.1,,,,432.0,-183.0,,89.0,,,,,-213.0,,470.9,-555.8,,-507.8,-551.9,,,,-306.0,,True,,,,,False,,False,False,,False,False,,,,False
05007,3866,2375.0,,2882.0,,,,,2910.0,,1806.8,770.9,,1092.1,2773.1,,1552.2,,2028.0,-1491.0,,-984.0,,,,,-956.0,,-2059.2,-3095.1,,-2773.9,-1092.9,,-2313.8,,-1838.0,,True,,,,,True,,False,False,,False,True,,False,,False
05009,728,365.0,,249.0,,,,,566.0,,472.1,134.3,,227.5,0.4,,,,371.0,-363.0,,-479.0,,,,,-162.0,,-255.9,-593.7,,-500.5,-727.6,,,,-357.0,,False,,,,,True,,True,False,,False,False,,,,True
05011,120,70.0,,0.0,,,,,109.0,,180.2,13.8,,10.7,0.0,,,,231.0,-50.0,,-120.0,,,,,-11.0,,60.2,-106.2,,-109.3,-120.0,,,,111.0,,False,,,,,True,,False,False,,False,False,,,,False
05013,100,30.0,,0.0,,,,,32.0,,89.6,14.0,,,,,,,108.0,-70.0,,-100.0,,,,,-68.0,,-10.4,-86.0,,,,,,,8.0,,False,,,,,True,,True,False,,,,,,,True
05015,426,300.0,,219.0,,,,,278.0,,437.9,161.2,,114.4,0.0,,,,138.0,-126.0,,-207.0,,,,,-148.0,,11.9,-264.8,,-311.6,-426.0,,,,-288.0,,False,,,,,False,,True,False,,False,False,,,,False
05017,134,100.0,,0.0,,,,,136.0,,73.9,14.3,,15.1,0.2,,60.3,,225.0,-34.0,,-134.0,,,,,2.0,,-60.1,-119.8,,-118.9,-133.8,,-73.7,,91.0,,False,,,,,True,,False,False,,False,False,,False,,False
05019,314,140.0,,170.0,,,,,238.0,,353.9,52.0,,33.1,116.0,,,,100.0,-174.0,,-144.0,,,,,-76.0,,39.9,-262.0,,-280.9,-198.0,,,,-214.0,,True,,,,,True,,True,False,,False,False,,,,False
05021,388,240.0,,226.0,,,,,214.0,,522.6,106.8,,139.9,69.6,,,,152.0,-148.0,,-162.0,,,,,-174.0,,134.6,-281.2,,-248.1,-318.4,,,,-236.0,,False,,,,,False,,True,False,,False,False,,,,False
05023,267,130.0,,149.0,,,,,406.0,,400.1,29.5,,52.3,74.8,,,,182.0,-137.0,,-118.0,,,,,139.0,,133.1,-237.5,,-214.7,-192.2,,,,-85.0,,True,,,,,False,,True,False,,False,False,,,,True
05025,135,120.0,,0.0,,,,,60.0,,99.3,11.9,,33.2,20.8,,,,210.0,-15.0,,-135.0,,,,,-75.0,,-35.7,-123.1,,-101.8,-114.2,,,,75.0,,False,,,,,False,,False,False,,False,False,,,,False
05027,396,205.0,,255.0,,,,,233.0,,293.7,99.5,,88.2,0.0,,,,121.0,-191.0,,-141.0,,,,,-163.0,,-102.3,-296.5,,-307.8,-396.0,,,,-275.0,,True,,,,,True,,True,False,,False,False,,,,False
05029,324,65.0,,62.0,,,,,444.0,,205.9,39.1,,25.9,0.0,,,,55.0,-259.0,,-262.0,,,,,120.0,,-118.1,-284.9,,-298.1,-324.0,,,,-269.0,,False,,,,,True,,True,False,,False,False,,,,False
05031,2627,1900.0,,1581.0,,,,,2021.0,,2277.4,722.8,,890.6,1195.5,,1124.9,,2025.0,-727.0,,-1046.0,,,,,-606.0,,-349.6,-1904.2,,-1736.4,-1431.5,,-1502.1,,-602.0,,False,,,,,True,,True,False,,False,False,,False,,True
05033,1056,705.0,,551.0,,,,,1197.0,,843.0,500.5,,304.6,463.7,,423.0,,625.0,-351.0,,-505.0,,,,,141.0,,-213.0,-555.5,,-751.4,-592.3,,-633.0,,-431.0,,False,,,,,True,,True,False,,False,False,,False,,False
05035,900,800.0,,998.0,,,,,733.0,,792.1,172.5,,381.4,277.4,,399.8,,402.0,-100.0,,98.0,,,,,-167.0,,-107.9,-727.5,,-518.6,-622.6,,-500.2,,-498.0,,True,,,,,False,,False,False,,False,False,,False,,False
05037,279,170.0,,112.0,,,,,297.0,,324.3,73.8,,51.3,0.8,,,,0.0,-109.0,,-167.0,,,,,18.0,,45.3,-205.2,,-227.7,-278.2,,,,-279.0,,False,,,,,True,,True,False,,False,False,,,,False
05039,117,10.0,,0.0,,,,,84.0,,25.9,12.5,,0.3,0.0,,,,2.0,-107.0,,-117.0,,,,,-33.0,,-91.1,-104.5,,-116.7,-117.0,,,,-115.0,,False,,,,,True,,True,True,,False,False,,,,False
05041,156,150.0,,62.0,,,,,111.0,,192.8,23.2,,88.9,38.6,,,,95.0,-6.0,,-94.0,,,,,-45.0,,36.8,-132.8,,-67.1,-117.4,,,,-61.0,,False,,,,,False,,False,False,,False,False,,,,False
05043,301,125.0,,38.0,,,,,186.0,,293.6,35.2,,62.3,0.0,,,,223.0,-176.0,,-263.0,,,,,-115.0,,-7.4,-265.8,,-238.7,-301.0,,,,-78.0,,False,,,,,True,,True,False,,False,False,,,,True
05045,1427,915.0,,773.0,,,,,1536.0,,996.6,368.3,,728.2,4.0,,461.1,,608.0,-512.0,,-654.0,,,,,109.0,,-430.4,-1058.7,,-698.8,-1423.0,,-965.9,,-819.0,,False,,,,,True,,True,False,,False,False,,False,,False
05047,274,315.0,,328.0,,,,,336.0,,451.2,117.5,,280.2,0.0,,,,0.0,41.0,,54.0,,,,,62.0,,177.2,-156.5,,6.2,-274.0,,,,-274.0,,False,,,,,False,,False,False,,True,False,,,,False
05049,235,225.0,,218.0,,,,,125.0,,646.2,77.3,,109.8,71.3,,,,134.0,-10.0,,-17.0,,,,,-110.0,,411.2,-157.7,,-125.2,-163.7,,,,-101.0,,False,,,,,False,,False,False,,False,False,,,,False
05051,1348,980.0,,2115.0,,,,,1317.0,,719.3,334.7,,932.1,402.4,,468.2,,338.0,-368.0,,767.0,,,,,-31.0,,-628.7,-1013.3,,-415.9,-945.6,,-879.8,,-1010.0,,False,,,,,True,,False,False,,False,False,,False,,False
05053,242,110.0,,107.0,,,,,158.0,,152.0,42.3,,73.4,0.1,,,,57.0,-132.0,,-135.0,,,,,-84.0,,-90.0,-199.7,,-168.6,-241.9,,,,-185.0,,False,,,,,True,,True,False,,False,False,,,,False
05055,1464,960.0,,1077.0,,,,,746.0,,1277.7,247.8,,1066.8,351.9,,548.0,,539.0,-504.0,,-387.0,,,,,-718.0,,-186.3,-1216.2,,-397.2,-1112.1,,-916.0,,-925.0,,True,,,,,False,,True,False,,True,False,,False,,False
05057,307,220.0,,344.0,,,,,219.0,,360.5,70.6,,90.8,142.3,,,,1.0,-87.0,,37.0,,,,,-88.0,,53.5,-236.4,,-216.2,-164.7,,,,-306.0,,True,,,,,False,,True,False,,False,False,,,,False
05059,724,455.0,,971.0,,,,,509.0,,279.7,100.1,,288.1,3.2,,193.9,,0.0,-269.0,,247.0,,,,,-215.0,,-444.3,-623.9,,-435.9,-720.8,,-530.1,,-724.0,,True,,,,,True,,False,False,,False,False,,False,,False
05061,232,155.0,,1.0,,,,,158.0,,193.6,29.7,,78.5,0.8,,,,111.0,-77.0,,-231.0,,,,,-74.0,,-38.4,-202.3,,-153.5,-231.2,,,,-121.0,,False,,,,,True,,True,False,,False,False,,,,False
05063,624,405.0,,295.0,,,,,923.0,,501.3,138.7,,126.5,1.2,,373.7,,263.0,-219.0,,-329.0,,,,,299.0,,-122.7,-485.3,,-497.5,-622.8,,-250.3,,-361.0,,False,,,,,False,,True,False,,False,False,,False,,False
05065,431,775.0,,678.0,,,,,201.0,,2434.3,96.1,,109.0,39.0,,,,256.0,344.0,,247.0,,,,,-230.0,,2003.3,-334.9,,-322.0,-392.0,,,,-175.0,,True,,,,,True,,False,True,,True,False,,,,True
05067,1087,415.0,,412.0,,,,,435.0,,793.4,164.9,,708.3,265.4,,,,46.0,-672.0,,-675.0,,,,,-652.0,,-293.6,-922.1,,-378.7,-821.6,,,,-1041.0,,False,,,,,True,,True,False,,True,False,,,,False
05069,1041,1000.0,,495.0,,,,,875.0,,881.8,375.2,,613.0,0.3,,849.8,,2.0,-41.0,,-546.0,,,,,-166.0,,-159.2,-665.8,,-428.0,-1040.7,,-191.2,,-1039.0,,False,,,,,False,,False,False,,False,False,,False,,False
05071,262,335.0,,318.0,,,,,598.0,,271.8,42.9,,161.5,2.5,,,,341.0,73.0,,56.0,,,,,336.0,,9.8,-219.1,,-100.5,-259.5,,,,79.0,,True,,,,,False,,True,False,,False,False,,,,False
05073,95,90.0,,41.0,,,,,50.0,,126.5,18.6,,22.9,33.1,,,,65.0,-5.0,,-54.0,,,,,-45.0,,31.5,-76.4,,-72.1,-61.9,,,,-30.0,,False,,,,,False,,False,False,,False,False,,,,False
05075,366,385.0,,426.0,,,,,328.0,,920.2,129.0,,111.2,147.2,,,,110.0,19.0,,60.0,,,,,-38.0,,554.2,-237.0,,-254.8,-218.8,,,,-256.0,,False,,,,,False,,False,False,,False,False,,,,False
05077,69,50.0,,0.0,,,,,163.0,,39.5,24.9,,4.1,0.1,,51.4,,42.0,-19.0,,-69.0,,,,,94.0,,-29.5,-44.1,,-64.9,-68.9,,-17.6,,-27.0,,False,,,,,False,,False,False,,False,False,,True,,False
05079,153,465.0,,,,,,,182.0,,176.2,82.0,,122.5,0.3,,322.0,,1639.0,312.0,,,,,,,29.0,,23.2,-71.0,,-30.5,-152.7,,169.0,,1486.0,,,,,,,True,,True,True,,True,True,,True,,False
05081,194,165.0,,47.0,,,,,143.0,,147.7,48.8,,96.2,0.0,,,,111.0,-29.0,,-147.0,,,,,-51.0,,-46.3,-145.2,,-97.8,-194.0,,,,-83.0,,False,,,,,False,,False,False,,False,False,,,,False
05083,367,225.0,,0.0,,,,,442.0,,416.1,45.3,,95.5,0.0,,,,185.0,-142.0,,-367.0,,,,,75.0,,49.1,-321.7,,-271.5,-367.0,,,,-182.0,,False,,,,,True,,True,False,,False,False,,,,False
05085,985,865.0,,1852.0,,,,,760.0,,846.8,244.3,,680.6,472.9,,529.2,,630.0,-120.0,,867.0,,,,,-225.0,,-138.2,-740.7,,-304.4,-512.1,,-455.8,,-355.0,,False,,,,,False,,False,False,,False,False,,False,,False
05087,192,85.0,,74.0,,,,,223.0,,206.3,91.1,,7.8,0.1,,,,17.0,-107.0,,-118.0,,,,,31.0,,14.3,-100.9,,-184.2,-191.9,,,,-175.0,,False,,,,,True,,True,True,,False,False,,,,False
05089,286,90.0,,95.0,,,,,138.0,,179.5,74.7,,29.5,42.9,,,,161.0,-196.0,,-191.0,,,,,-148.0,,-106.5,-211.3,,-256.5,-243.1,,,,-125.0,,True,,,,,True,,True,False,,False,False,,,,True
05091,768,1045.0,,1155.0,,,,,445.0,,1301.2,191.2,,830.3,376.8,,443.8,,0.0,277.0,,387.0,,,,,-323.0,,533.2,-576.8,,62.3,-391.2,,-324.2,,-768.0,,False,,,,,False,,False,False,,True,False,,False,,False
05093,956,910.0,,876.0,,,,,813.0,,1281.7,137.3,,693.3,199.0,,645.8,,917.0,-46.0,,-80.0,,,,,-143.0,,325.7,-818.7,,-262.7,-757.0,,-310.2,,-39.0,,False,,,,,False,,False,False,,False,False,,False,,True
05095,96,60.0,,46.0,,,,,114.0,,89.2,19.9,,16.7,0.0,,,,23.0,-36.0,,-50.0,,,,,18.0,,-6.8,-76.1,,-79.3,-96.0,,,,-73.0,,False,,,,,True,,True,False,,False,False,,,,False
05097,111,15.0,,2.0,,,,,107.0,,49.0,24.3,,0.3,0.0,,,,14.0,-96.0,,-109.0,,,,,-4.0,,-62.0,-86.7,,-110.7,-111.0,,,,-97.0,,False,,,,,True,,True,True,,False,False,,,,False
05099,162,145.0,,112.0,,,,,111.0,,178.5,33.1,,23.1,0.0,,,,107.0,-17.0,,-50.0,,,,,-51.0,,16.5,-128.9,,-138.9,-162.0,,,,-55.0,,False,,,,,False,,True,False,,False,False,,,,False
05101,141,70.0,,0.0,,,,,89.0,,90.0,35.9,,30.9,0.0,,,,19.0,-71.0,,-141.0,,,,,-52.0,,-51.0,-105.1,,-110.1,-141.0,,,,-122.0,,False,,,,,True,,True,False,,False,False,,,,False
05103,360,205.0,,269.0,,,,,260.0,,438.0,61.3,,99.2,90.3,,,,262.0,-155.0,,-91.0,,,,,-100.0,,78.0,-298.7,,-260.8,-269.7,,,,-98.0,,True,,,,,True,,True,False,,False,False,,,,True
05105,115,60.0,,56.0,,,,,85.0,,115.4,31.1,,19.3,0.0,,,,38.0,-55.0,,-59.0,,,,,-30.0,,0.4,-83.9,,-95.7,-115.0,,,,-77.0,,False,,,,,True,,True,False,,False,False,,,,False
05107,212,225.0,,35.0,,,,,319.0,,295.0,54.2,,174.7,108.0,,,,0.0,13.0,,-177.0,,,,,107.0,,83.0,-157.8,,-37.3,-104.0,,,,-212.0,,False,,,,,False,,False,False,,False,False,,,,False
05109,106,40.0,,3.0,,,,,123.0,,55.1,21.3,,5.1,0.0,,,,29.0,-66.0,,-103.0,,,,,17.0,,-50.9,-84.7,,-100.9,-106.0,,,,-77.0,,False,,,,,True,,True,False,,False,False,,,,False
05111,636,585.0,,134.0,,,,,459.0,,966.4,128.9,,198.6,256.1,,,,100.0,-51.0,,-502.0,,,,,-177.0,,330.4,-507.1,,-437.4,-379.9,,,,-536.0,,False,,,,,False,,False,False,,False,False,,,,False
05113,426,45.0,,69.0,,,,,299.0,,266.7,28.4,,24.0,0.1,,,,50.0,-381.0,,-357.0,,,,,-127.0,,-159.3,-397.6,,-402.0,-425.9,,,,-376.0,,True,,,,,True,,True,False,,False,False,,,,True
05115,1001,825.0,,1035.0,,,,,1035.0,,873.0,208.2,,321.2,443.4,,642.9,,483.0,-176.0,,34.0,,,,,34.0,,-128.0,-792.8,,-679.8,-557.6,,-358.1,,-518.0,,True,,,,,True,,True,False,,False,False,,False,,False
05117,153,60.0,,31.0,,,,,99.0,,83.7,30.4,,19.0,0.0,,,,49.0,-93.0,,-122.0,,,,,-54.0,,-69.3,-122.5,,-134.0,-153.0,,,,-104.0,,False,,,,,True,,True,False,,False,False,,,,False
05119,4803,3480.0,,3426.0,,,,,3890.0,,2892.5,1667.8,,2678.8,2344.8,,1469.1,,2394.0,-1323.0,,-1377.0,,,,,-913.0,,-1910.5,-3135.2,,-2124.2,-2458.2,,-3333.9,,-2409.0,,False,,,,,True,,False,False,,False,False,,False,,False
05121,331,295.0,,132.0,,,,,361.0,,450.6,61.7,,121.0,86.4,,,,63.0,-36.0,,-199.0,,,,,30.0,,119.6,-269.3,,-210.0,-244.6,,,,-268.0,,False,,,,,True,,False,False,,False,False,,,,False
05123,352,215.0,,255.0,,,,,606.0,,146.6,102.2,,66.6,1.1,,154.4,,0.0,-137.0,,-97.0,,,,,254.0,,-205.4,-249.8,,-285.4,-350.9,,-197.6,,-352.0,,True,,,,,False,,False,False,,False,False,,False,,False
05125,1977,990.0,,1240.0,,,,,1335.0,,1021.9,433.1,,492.4,708.9,,611.3,,1156.0,-987.0,,-737.0,,,,,-642.0,,-955.1,-1543.9,,-1484.6,-1268.1,,-1365.7,,-821.0,,True,,,,,True,,True,False,,False,False,,False,,True
05127,166,305.0,,284.0,,,,,168.0,,249.5,50.4,,375.2,54.2,,,,301.0,139.0,,118.0,,,,,2.0,,83.5,-115.6,,209.2,-111.8,,,,135.0,,True,,,,,True,,True,True,,False,True,,,,True
05129,96,110.0,,1.0,,,,,118.0,,76.8,8.2,,22.6,0.0,,,,151.0,14.0,,-95.0,,,,,22.0,,-19.2,-87.8,,-73.4,-96.0,,,,55.0,,False,,,,,False,,False,False,,False,False,,,,False
05131,2228,1290.0,,1014.0,,,,,2437.0,,1248.4,341.6,,657.1,1.8,,829.8,,855.0,-938.0,,-1214.0,,,,,209.0,,-979.6,-1886.4,,-1570.9,-2226.2,,-1398.2,,-1373.0,,False,,,,,True,,False,False,,False,False,,False,,False
05133,377,315.0,,1.0,,,,,239.0,,294.7,34.5,,95.8,3.9,,154.0,,0.0,-62.0,,-376.0,,,,,-138.0,,-82.3,-342.5,,-281.2,-373.1,,-223.0,,-377.0,,False,,,,,False,,False,False,,False,False,,False,,False
05135,352,210.0,,188.0,,,,,232.0,,359.0,95.4,,128.3,79.6,,,,359.0,-142.0,,-164.0,,,,,-120.0,,7.0,-256.6,,-223.7,-272.4,,,,7.0,,False,,,,,True,,True,False,,False,False,,,,True
05137,78,35.0,,8.0,,,,,174.0,,34.2,24.1,,6.6,0.0,,,,5.0,-43.0,,-70.0,,,,,96.0,,-43.8,-53.9,,-71.4,-78.0,,,,-73.0,,False,,,,,False,,False,False,,False,False,,,,False
05139,418,235.0,,239.0,,,,,386.0,,351.8,143.4,,75.9,232.3,,187.7,,170.0,-183.0,,-179.0,,,,,-32.0,,-66.2,-274.6,,-342.1,-185.7,,-230.3,,-248.0,,True,,,,,True,,True,False,,False,False,,False,,False
05141,169,30.0,,0.0,,,,,254.0,,180.2,18.8,,5.1,0.0,,,,26.0,-139.0,,-169.0,,,,,85.0,,11.2,-150.2,,-163.9,-169.0,,,,-143.0,,False,,,,,True,,True,False,,False,False,,,,False
05143,4049,2465.0,,2757.0,,,,,2887.0,,1906.5,959.4,,817.4,139.0,,2179.9,,1210.0,-1584.0,,-1292.0,,,,,-1162.0,,-2142.5,-3089.6,,-3231.6,-3910.0,,-1869.1,,-2839.0,,True,,,,,True,,False,False,,False,False,,False,,False
05145,1563,860.0,,695.0,,,,,1399.0,,1294.7,262.9,,726.8,499.1,,393.7,,574.0,-703.0,,-868.0,,,,,-164.0,,-268.3,-1300.1,,-836.2,-1063.9,,-1169.3,,-989.0,,False,,,,,True,,True,False,,False,False,,False,,False
05147,88,135.0,,128.0,,,,,73.0,,331.6,28.0,,116.2,13.1,,,,119.0,47.0,,40.0,,,,,-15.0,,243.6,-60.0,,28.2,-74.9,,,,31.0,,True,,,,,True,,False,False,,True,False,,,,True
05149,309,105.0,,0.0,,,,,331.0,,114.7,55.5,,15.8,0.6,,57.6,,0.0,-204.0,,-309.0,,,,,22.0,,-194.3,-253.5,,-293.2,-308.4,,-251.4,,-309.0,,False,,,,,True,,True,False,,False,False,,False,,False
06001,5901,3780.0,,7352.0,,,,,3153.0,,2672.9,3491.2,,2242.3,172.3,,3005.7,,5284.0,-2121.0,,1451.0,,,,,-2748.0,,-3228.1,-2409.8,,-3658.7,-5728.7,,-2895.3,,-617.0,,True,,,,,False,,False,False,,False,False,,False,,True
06003,47,0.0,,0.0,,,,,0.0,,36.3,2.6,,0.0,,,,,0.0,-47.0,,-47.0,,,,,-47.0,,-10.7,-44.4,,-47.0,,,,,-47.0,,False,,,,,False,,True,True,,True,,,,,False
06005,258,75.0,,60.0,,,,,50.0,,178.8,33.7,,24.5,63.3,,,,56.0,-183.0,,-198.0,,,,,-208.0,,-79.2,-224.3,,-233.5,-194.7,,,,-202.0,,False,,,,,False,,True,False,,False,False,,,,False
06007,835,275.0,,188.0,,,,,497.0,,248.9,491.2,,112.3,383.1,,233.8,,115.0,-560.0,,-647.0,,,,,-338.0,,-586.1,-343.8,,-722.7,-451.9,,-601.2,,-720.0,,False,,,,,True,,False,True,,False,True,,False,,False
06009,136,45.0,,0.0,,,,,47.0,,176.9,62.8,,2.7,56.2,,,,106.0,-91.0,,-136.0,,,,,-89.0,,40.9,-73.2,,-133.3,-79.8,,,,-30.0,,False,,,,,True,,True,True,,False,True,,,,True
06011,144,25.0,,0.0,,,,,58.0,,37.1,25.8,,1.8,0.2,,,,16.0,-119.0,,-144.0,,,,,-86.0,,-106.9,-118.2,,-142.2,-143.8,,,,-128.0,,False,,,,,True,,True,True,,False,False,,,,False
06013,5372,2630.0,,4462.0,,,,,2243.0,,1937.8,2037.0,,2077.6,118.7,,2023.5,,2342.0,-2742.0,,-910.0,,,,,-3129.0,,-3434.2,-3335.0,,-3294.4,-5253.3,,-3348.5,,-3030.0,,True,,,,,False,,False,False,,False,False,,False,,False
06015,135,25.0,,32.0,,,,,58.0,,147.0,70.5,,1.5,40.4,,,,24.0,-110.0,,-103.0,,,,,-77.0,,12.0,-64.5,,-133.5,-94.6,,,,-111.0,,True,,,,,True,,True,True,,False,True,,,,False
06017,1000,200.0,,127.0,,,,,232.0,,324.0,583.8,,38.8,528.4,,139.7,,160.0,-800.0,,-873.0,,,,,-768.0,,-676.0,-416.2,,-961.2,-471.6,,-860.3,,-840.0,,False,,,,,True,,True,True,,False,True,,False,,False
06019,7404,3970.0,,6849.0,,,,,2362.0,,2571.4,1592.7,,3422.1,20.5,,2678.3,,3728.0,-3434.0,,-555.0,,,,,-5042.0,,-4832.6,-5811.3,,-3981.9,-7383.5,,-4725.7,,-3676.0,,True,,,,,False,,False,False,,False,False,,False,,False
06021,235,90.0,,68.0,,,,,103.0,,177.3,53.7,,23.3,0.0,,,,61.0,-145.0,,-167.0,,,,,-132.0,,-57.7,-181.3,,-211.7,-235.0,,,,-174.0,,False,,,,,True,,True,False,,False,False,,,,False
06023,288,90.0,,66.0,,,,,679.0,,220.2,108.5,,2.0,166.9,,,,47.0,-198.0,,-222.0,,,,,391.0,,-67.8,-179.5,,-286.0,-121.1,,,,-241.0,,False,,,,,False,,True,True,,False,True,,,,False
06025,3260,1450.0,,1186.0,,,,,326.0,,1003.5,395.7,,501.1,0.8,,933.5,,0.0,-1810.0,,-2074.0,,,,,-2934.0,,-2256.5,-2864.3,,-2758.9,-3259.2,,-2326.5,,-3260.0,,False,,,,,False,,False,False,,False,False,,False,,False
06027,66,75.0,,3.0,,,,,81.0,,226.5,25.5,,15.0,8.8,,,,116.0,9.0,,-63.0,,,,,15.0,,160.5,-40.5,,-51.0,-57.2,,,,50.0,,False,,,,,False,,False,False,,False,False,,,,False
06029,7553,2445.0,,2122.0,,,,,3478.0,,1812.0,2046.8,,1339.8,22.4,,2182.2,,1749.0,-5108.0,,-5431.0,,,,,-4075.0,,-5741.0,-5506.2,,-6213.2,-7530.6,,-5370.8,,-5804.0,,False,,,,,True,,False,False,,False,False,,False,,False
06031,2875,360.0,,70.0,,,,,969.0,,317.2,303.6,,89.5,0.7,,528.2,,87.0,-2515.0,,-2805.0,,,,,-1906.0,,-2557.8,-2571.4,,-2785.5,-2874.3,,-2346.8,,-2788.0,,False,,,,,True,,False,False,,False,False,,True,,False
06033,221,155.0,,132.0,,,,,156.0,,349.2,66.4,,65.1,182.3,,,,113.0,-66.0,,-89.0,,,,,-65.0,,128.2,-154.6,,-155.9,-38.7,,,,-108.0,,False,,,,,True,,False,False,,False,True,,,,False
06035,1008,45.0,,5.0,,,,,114.0,,168.0,60.0,,2.2,0.0,,,,215.0,-963.0,,-1003.0,,,,,-894.0,,-840.0,-948.0,,-1005.8,-1008.0,,,,-793.0,,False,,,,,True,,True,True,,False,False,,,,True
06037,92288,54005.0,,127045.0,,,,,27910.0,,17532.3,15782.4,,49837.2,1751.7,,28464.1,,66971.0,-38283.0,,34757.0,,,,,-64378.0,,-74755.7,-76505.6,,-42450.8,-90536.3,,-63823.9,,-25317.0,,True,,,,,False,,False,False,,False,False,,False,,True
06039,1069,725.0,,712.0,,,,,466.0,,611.2,383.2,,114.1,1.3,,565.2,,1182.0,-344.0,,-357.0,,,,,-603.0,,-457.8,-685.8,,-954.9,-1067.7,,-503.8,,113.0,,False,,,,,False,,False,False,,False,False,,False,,True
06041,698,375.0,,189.0,,,,,342.0,,502.1,274.6,,153.9,16.4,,289.8,,311.0,-323.0,,-509.0,,,,,-356.0,,-195.9,-423.4,,-544.1,-681.6,,-408.2,,-387.0,,False,,,,,False,,True,False,,False,False,,False,,False
06043,53,0.0,,0.0,,,,,20.0,,45.2,5.9,,8.6,,,,,31.0,-53.0,,-53.0,,,,,-33.0,,-7.8,-47.1,,-44.4,,,,,-22.0,,False,,,,,True,,True,True,,True,,,,,True
