,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13291,127,44.0,,77.0,,,,39.0,64.7,31.5,,,,,,53.9,-83.0,,-50.0,,,,-88.0,-62.3,-95.5,,,,,,-73.1,,True,,,,False,True,False,,,,,,True
13293,104,116.0,,385.0,,,,213.0,82.2,58.8,93.4,,,,,163.0,12.0,,281.0,,,,109.0,-21.8,-45.2,-10.6,,,,,59.0,,False,,,,False,False,False,True,,,,,False
13295,205,120.0,,134.0,,,,427.0,544.7,49.9,417.0,,54.1,,,639.8,-85.0,,-71.0,,,,222.0,339.7,-155.1,212.0,,-150.9,,,434.8,,True,,,,False,False,False,False,,False,,,False
13297,475,312.0,,1344.0,,,,309.0,336.5,172.9,463.2,,381.2,,,2052.4,-163.0,,869.0,,,,-166.0,-138.5,-302.1,-11.8,,-93.8,,,1577.4,,False,,,,False,True,False,True,,True,,,False
13299,571,456.0,,1714.0,,,,218.0,157.7,341.1,427.6,,,,,806.5,-115.0,,1143.0,,,,-353.0,-413.3,-229.9,-143.4,,,,,235.5,,False,,,,False,False,False,False,,,,,False
13301,30,28.0,,0.0,,,,5.0,7.4,2.8,,,,,,63.1,-2.0,,-30.0,,,,-25.0,-22.6,-27.2,,,,,,33.1,,False,,,,False,False,False,,,,,,False
13303,277,168.0,,132.0,,,,37.0,43.4,127.8,102.7,,,,,834.1,-109.0,,-145.0,,,,-240.0,-233.7,-149.2,-174.3,,,,,557.1,,False,,,,False,False,False,False,,,,,False
13305,516,176.0,,351.0,,,,57.0,105.7,359.1,,,,,,1279.9,-340.0,,-165.0,,,,-459.0,-410.3,-156.9,,,,,,763.9,,True,,,,False,False,True,,,,,,False
13307,13,12.0,,0.0,,,,6.0,7.9,5.7,,,,,,12.2,-1.0,,-13.0,,,,-7.0,-5.1,-7.3,,,,,,-0.8,,False,,,,False,False,False,,,,,,True
13309,31,44.0,,0.0,,,,7.0,34.2,21.1,,,,,,26.0,13.0,,-31.0,,,,-24.0,3.2,-9.9,,,,,,-5.0,,False,,,,False,True,True,,,,,,True
13311,149,44.0,,58.0,,,,95.0,61.4,5.7,117.7,,,,,117.6,-105.0,,-91.0,,,,-54.0,-87.6,-143.3,-31.3,,,,,-31.4,,True,,,,True,True,False,True,,,,,True
13313,1860,1196.0,,1635.0,,,,1837.0,440.8,1410.1,2339.1,,1873.3,,,841.0,-664.0,,-225.0,,,,-23.0,-1419.2,-449.9,479.1,,13.3,,,-1019.0,,True,,,,True,False,True,True,,True,,,False
13315,34,20.0,,21.0,,,,15.0,12.9,6.8,14.9,,,,,64.5,-14.0,,-13.0,,,,-19.0,-21.1,-27.2,-19.1,,,,,30.5,,True,,,,False,False,False,False,,,,,False
13317,102,88.0,,0.0,,,,27.0,38.4,34.7,,,,,,351.9,-14.0,,-102.0,,,,-75.0,-63.6,-67.3,,,,,,249.9,,False,,,,False,False,False,,,,,,False
13319,96,28.0,,47.0,,,,19.0,17.2,18.0,,,,,,273.1,-68.0,,-49.0,,,,-77.0,-78.8,-78.0,,,,,,177.1,,True,,,,False,False,False,,,,,,False
13321,97,96.0,,152.0,,,,132.0,48.0,23.1,148.2,,,,,60.6,-1.0,,55.0,,,,35.0,-49.0,-73.9,51.2,,,,,-36.4,,False,,,,False,False,False,False,,,,,False
15001,24,28.0,,0.0,,,,,65.7,5.4,,,,,,312.1,4.0,,-24.0,,,,,41.7,-18.6,,,,,,288.1,,False,,,,,False,False,,,,,,False
15003,1122,428.0,,1107.0,,,,,410.8,449.2,496.7,,516.3,,,827.2,-694.0,,-15.0,,,,,-711.2,-672.8,-625.3,,-605.7,,,-294.8,,True,,,,,False,True,True,,True,,,True
15005,0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,True,,,,,True,,,,,,,
15007,7,20.0,,32.0,,,,,15.8,1.0,,,,,,8.6,13.0,,25.0,,,,,8.8,-6.0,,,,,,1.6,,False,,,,,True,True,,,,,,True
15009,43,24.0,,0.0,,,,,59.5,3.8,0.5,,,,,895.2,-19.0,,-43.0,,,,,16.5,-39.2,-42.5,,,,,852.2,,False,,,,,True,False,False,,,,,False
16001,5373,3160.0,,6449.0,,,,9662.0,1107.8,6088.4,5454.8,,10949.2,,,4159.0,-2213.0,,1076.0,,,,4289.0,-4265.2,715.4,81.8,,5576.2,,,-1214.0,,True,,,,False,False,True,True,,False,,,True
16003,7,4.0,,0.0,,,,11.0,11.5,9.6,,,,,,1.3,-3.0,,-7.0,,,,4.0,4.5,2.6,,,,,,-5.7,,False,,,,False,False,True,,,,,,False
16005,190,68.0,,177.0,,,,406.0,237.9,15.2,323.1,,,,,90.8,-122.0,,-13.0,,,,216.0,47.9,-174.8,133.1,,,,,-99.2,,True,,,,False,True,False,False,,,,,True
16007,4,8.0,,0.0,,,,5.0,24.1,,,,,,,64.6,4.0,,-4.0,,,,1.0,20.1,,,,,,,60.6,,False,,,,True,False,,,,,,,False
16009,28,8.0,,0.0,,,,49.0,18.9,8.3,,,,,,4.7,-20.0,,-28.0,,,,21.0,-9.1,-19.7,,,,,,-23.3,,False,,,,False,True,True,,,,,,False
16011,131,48.0,,0.0,,,,157.0,50.7,80.0,,,,,,52.2,-83.0,,-131.0,,,,26.0,-80.3,-51.0,,,,,,-78.8,,False,,,,True,True,True,,,,,,True
16013,32,40.0,,0.0,,,,148.0,31.8,3.6,0.5,,,,,10.4,8.0,,-32.0,,,,116.0,-0.2,-28.4,-31.5,,,,,-21.6,,False,,,,False,True,False,False,,,,,False
16015,34,8.0,,0.0,,,,18.0,43.1,,,,,,,2.6,-26.0,,-34.0,,,,-16.0,9.1,,,,,,,-31.4,,False,,,,True,True,,,,,,,False
16017,114,56.0,,3.0,,,,292.0,89.0,54.5,,,,,,67.7,-58.0,,-111.0,,,,178.0,-25.0,-59.5,,,,,,-46.3,,False,,,,False,True,False,,,,,,True
16019,578,96.0,,81.0,,,,516.0,250.6,16.2,285.1,,,,,107.3,-482.0,,-497.0,,,,-62.0,-327.4,-561.8,-292.9,,,,,-470.7,,False,,,,True,True,False,True,,,,,True
16021,34,0.0,,0.0,,,,79.0,9.2,,,,,,,0.0,-34.0,,-34.0,,,,45.0,-24.8,,,,,,,-34.0,,False,,,,False,True,,,,,,,False
16023,0,0.0,,0.0,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,True,,,,True,True,,,,,,,
16025,0,0.0,,0.0,,,,2.0,2.5,0.1,,,,,,0.0,0.0,,0.0,,,,2.0,2.5,0.1,,,,,,0.0,,True,,,,False,False,False,,,,,,True
16027,3525,2244.0,,13322.0,,,,5522.0,511.6,8094.3,4175.8,,3438.5,,,5091.9,-1281.0,,9797.0,,,,1997.0,-3013.4,4569.3,650.8,,-86.5,,,1566.9,,False,,,,False,False,False,True,,True,,,False
16029,12,4.0,,0.0,,,,12.0,27.9,7.7,,,,,,2.3,-8.0,,-12.0,,,,0.0,15.9,-4.3,,,,,,-9.7,,False,,,,True,False,True,,,,,,False
16031,211,212.0,,17.0,,,,110.0,183.2,34.5,397.0,,,,,127.4,1.0,,-194.0,,,,-101.0,-27.8,-176.5,186.0,,,,,-83.6,,False,,,,False,False,False,False,,,,,False
16033,1,0.0,,0.0,,,,0.0,0.0,,,,,,,,-1.0,,-1.0,,,,-1.0,-1.0,,,,,,,,,False,,,,False,False,,,,,,,
16035,13,4.0,,0.0,,,,0.0,26.1,,,,,,,20.7,-9.0,,-13.0,,,,-13.0,13.1,,,,,,,7.7,,False,,,,False,False,,,,,,,True
16037,3,4.0,,0.0,,,,0.0,15.6,1.0,,,,,,1.1,1.0,,-3.0,,,,-3.0,12.6,-2.0,,,,,,-1.9,,False,,,,False,False,False,,,,,,False
16039,136,48.0,,0.0,,,,363.0,75.3,85.8,,,,,,41.6,-88.0,,-136.0,,,,227.0,-60.7,-50.2,,,,,,-94.4,,False,,,,False,True,True,,,,,,False
16041,20,16.0,,0.0,,,,53.0,34.6,31.2,,,,,,9.4,-4.0,,-20.0,,,,33.0,14.6,11.2,,,,,,-10.6,,False,,,,False,False,False,,,,,,False
16043,42,12.0,,0.0,,,,10.0,22.0,1.9,,,,,,11.7,-30.0,,-42.0,,,,-32.0,-20.0,-40.1,,,,,,-30.3,,False,,,,False,True,False,,,,,,False
16045,112,72.0,,0.0,,,,298.0,31.2,31.1,,,,,,361.2,-40.0,,-112.0,,,,186.0,-80.8,-80.9,,,,,,249.2,,False,,,,False,False,False,,,,,,False
16047,68,16.0,,0.0,,,,298.0,40.9,39.6,,,,,,9.3,-52.0,,-68.0,,,,230.0,-27.1,-28.4,,,,,,-58.7,,False,,,,False,True,True,,,,,,False
16049,24,8.0,,0.0,,,,0.0,26.8,0.9,,,,,,7.9,-16.0,,-24.0,,,,-24.0,2.8,-23.1,,,,,,-16.1,,False,,,,False,True,False,,,,,,False
16051,116,4.0,,0.0,,,,24.0,26.8,9.3,,,,,,3.7,-112.0,,-116.0,,,,-92.0,-89.2,-106.7,,,,,,-112.3,,False,,,,True,True,True,,,,,,False
16053,173,60.0,,65.0,,,,278.0,105.0,5.0,78.0,,,,,32.6,-113.0,,-108.0,,,,105.0,-68.0,-168.0,-95.0,,,,,-140.4,,True,,,,True,True,False,True,,,,,False
16055,1173,856.0,,9164.0,,,,973.0,318.1,2121.6,1665.7,,,,,3482.3,-317.0,,7991.0,,,,-200.0,-854.9,948.6,492.7,,,,,2309.3,,False,,,,True,False,False,False,,,,,False
16057,54,56.0,,0.0,,,,242.0,61.4,21.7,,,,,,162.5,2.0,,-54.0,,,,188.0,7.4,-32.3,,,,,,108.5,,False,,,,False,False,False,,,,,,False
16059,10,0.0,,0.0,,,,0.0,19.0,0.4,,,,,,0.0,-10.0,,-10.0,,,,-10.0,9.0,-9.6,,,,,,-10.0,,False,,,,False,True,True,,,,,,False
16061,1,0.0,,0.0,,,,4.0,0.0,,,,,,,,-1.0,,-1.0,,,,3.0,-1.0,,,,,,,,,False,,,,False,False,,,,,,,
16063,16,0.0,,0.0,,,,27.0,6.4,12.5,,,,,,0.0,-16.0,,-16.0,,,,11.0,-9.6,-3.5,,,,,,-16.0,,False,,,,True,True,True,,,,,,False
16065,94,20.0,,23.0,,,,137.0,48.8,13.2,,,,,,14.0,-74.0,,-71.0,,,,43.0,-45.2,-80.8,,,,,,-80.0,,True,,,,True,True,False,,,,,,False
16067,226,196.0,,446.0,,,,110.0,137.4,29.0,354.7,,,,,132.6,-30.0,,220.0,,,,-116.0,-88.6,-197.0,128.7,,,,,-93.4,,False,,,,False,False,False,False,,,,,False
16069,32,20.0,,22.0,,,,313.0,65.3,76.5,,,,,,10.3,-12.0,,-10.0,,,,281.0,33.3,44.5,,,,,,-21.7,,True,,,,False,False,False,,,,,,False
16071,4,16.0,,0.0,,,,4.0,33.9,,,,,,,107.5,12.0,,-4.0,,,,0.0,29.9,,,,,,,103.5,,True,,,,True,False,,,,,,,False
16073,182,64.0,,13.0,,,,157.0,35.2,74.7,,,,,,48.1,-118.0,,-169.0,,,,-25.0,-146.8,-107.3,,,,,,-133.9,,False,,,,True,False,True,,,,,,False
16075,195,196.0,,649.0,,,,635.0,58.7,214.5,283.5,,,,,273.1,1.0,,454.0,,,,440.0,-136.3,19.5,88.5,,,,,78.1,,False,,,,False,False,False,False,,,,,False
16077,25,4.0,,0.0,,,,8.0,17.2,18.1,,,,,,1.6,-21.0,,-25.0,,,,-17.0,-7.8,-6.9,,,,,,-23.4,,False,,,,True,True,True,,,,,,False
16079,71,8.0,,0.0,,,,44.0,9.0,,,,,,,628.3,-63.0,,-71.0,,,,-27.0,-62.0,,,,,,,557.3,,False,,,,True,True,,,,,,,False
16081,36,24.0,,0.0,,,,62.0,15.3,13.5,,,,,,62.3,-12.0,,-36.0,,,,26.0,-20.7,-22.5,,,,,,26.3,,False,,,,False,False,False,,,,,,False
16083,544,444.0,,1172.0,,,,742.0,390.6,258.1,377.9,,249.0,,,393.9,-100.0,,628.0,,,,198.0,-153.4,-285.9,-166.1,,-295.0,,,-150.1,,False,,,,False,False,False,False,,False,,,False
16085,29,24.0,,0.0,,,,17.0,30.0,18.8,,,,,,38.3,-5.0,,-29.0,,,,-12.0,1.0,-10.2,,,,,,9.3,,False,,,,False,True,False,,,,,,False
16087,75,64.0,,0.0,,,,227.0,50.2,46.4,122.2,,,,,30.6,-11.0,,-75.0,,,,152.0,-24.8,-28.6,47.2,,,,,-44.4,,False,,,,False,False,False,False,,,,,False
17001,304,144.0,,550.0,,,,212.0,241.0,214.0,248.9,,,,,387.3,-160.0,,246.0,,,,-92.0,-63.0,-90.0,-55.1,,,,,83.3,,False,,,,True,True,True,True,,,,,True
17003,14,0.0,,0.0,,,,11.0,21.7,2.2,,,,,,0.0,-14.0,,-14.0,,,,-3.0,7.7,-11.8,,,,,,-14.0,,False,,,,True,True,True,,,,,,True
17005,35,12.0,,0.0,,,,8.0,15.3,0.8,,,,,,723.0,-23.0,,-35.0,,,,-27.0,-19.7,-34.2,,,,,,688.0,,False,,,,False,True,False,,,,,,False
17007,120,144.0,,282.0,,,,170.0,366.6,29.1,204.7,,94.8,,,305.0,24.0,,162.0,,,,50.0,246.6,-90.9,84.7,,-25.2,,,185.0,,False,,,,False,False,False,False,,False,,,False
17009,3,0.0,,0.0,,,,2.0,13.7,0.4,,,,,,0.0,-3.0,,-3.0,,,,-1.0,10.7,-2.6,,,,,,-3.0,,False,,,,True,False,True,,,,,,False
17011,102,24.0,,0.0,,,,40.0,78.1,2.4,,,,,,24.6,-78.0,,-102.0,,,,-62.0,-23.9,-99.6,,,,,,-77.4,,False,,,,True,True,False,,,,,,True
17013,7,0.0,,0.0,,,,0.0,13.0,0.0,,,,,,0.0,-7.0,,-7.0,,,,-7.0,6.0,-7.0,,,,,,-7.0,,False,,,,False,True,True,,,,,,False
17015,25,4.0,,0.0,,,,25.0,57.1,2.0,,,,,,8.8,-21.0,,-25.0,,,,0.0,32.1,-23.0,,,,,,-16.2,,False,,,,True,False,False,,,,,,True
17017,62,36.0,,0.0,,,,23.0,94.9,8.2,129.7,,,,,14.1,-26.0,,-62.0,,,,-39.0,32.9,-53.8,67.7,,,,,-47.9,,False,,,,False,False,False,False,,,,,False
17019,574,408.0,,3138.0,,,,578.0,1089.7,320.1,542.5,,102.8,,,1659.2,-166.0,,2564.0,,,,4.0,515.7,-253.9,-31.5,,-471.2,,,1085.2,,False,,,,True,False,False,True,,False,,,False
17021,67,8.0,,17.0,,,,23.0,47.9,5.0,,,,,,50.7,-59.0,,-50.0,,,,-44.0,-19.1,-62.0,,,,,,-16.3,,True,,,,True,True,False,,,,,,True
17023,52,4.0,,0.0,,,,13.0,26.3,0.9,,,,,,9.1,-48.0,,-52.0,,,,-39.0,-25.7,-51.1,,,,,,-42.9,,False,,,,True,True,False,,,,,,True
17025,11,0.0,,0.0,,,,4.0,20.8,0.0,,,,,,0.0,-11.0,,-11.0,,,,-7.0,9.8,-11.0,,,,,,-11.0,,False,,,,True,True,True,,,,,,False
17027,93,40.0,,51.0,,,,76.0,188.7,6.1,137.5,,,,,25.1,-53.0,,-42.0,,,,-17.0,95.7,-86.9,44.5,,,,,-67.9,,True,,,,True,False,False,True,,,,,False
17029,213,56.0,,107.0,,,,170.0,169.6,6.2,104.5,,,,,82.5,-157.0,,-106.0,,,,-43.0,-43.4,-206.8,-108.5,,,,,-130.5,,True,,,,True,True,False,True,,,,,True
17031,13891,11332.0,,51312.0,,,,14540.0,22092.4,7050.0,7228.9,,7256.4,,,13670.7,-2559.0,,37421.0,,,,649.0,8201.4,-6841.0,-6662.1,,-6634.6,,,-220.3,,False,,,,True,False,False,False,,False,,,True
17033,12,0.0,,0.0,,,,19.0,20.3,1.5,,,,,,0.0,-12.0,,-12.0,,,,7.0,8.3,-10.5,,,,,,-12.0,,False,,,,True,True,True,,,,,,True
17035,33,20.0,,0.0,,,,5.0,25.5,1.0,,,,,,509.2,-13.0,,-33.0,,,,-28.0,-7.5,-32.0,,,,,,476.2,,False,,,,False,True,False,,,,,,False
17037,255,140.0,,213.0,,,,310.0,629.2,29.7,292.6,,81.6,,,277.0,-115.0,,-42.0,,,,55.0,374.2,-225.3,37.6,,-173.4,,,22.0,,True,,,,True,False,False,True,,False,,,True
17039,16,28.0,,0.0,,,,4.0,41.8,0.6,,,,,,687.0,12.0,,-16.0,,,,-12.0,25.8,-15.4,,,,,,671.0,,False,,,,False,False,False,,,,,,False
17041,49,28.0,,61.0,,,,20.0,79.3,10.8,,,,,,11.1,-21.0,,12.0,,,,-29.0,30.3,-38.2,,,,,,-37.9,,True,,,,False,False,False,,,,,,False
17043,2113,1392.0,,7095.0,,,,2225.0,4073.2,865.3,1115.7,,943.2,,,2878.3,-721.0,,4982.0,,,,112.0,1960.2,-1247.7,-997.3,,-1169.8,,,765.3,,False,,,,True,False,False,False,,False,,,False
17045,24,4.0,,0.0,,,,12.0,52.5,0.7,,,,,,0.1,-20.0,,-24.0,,,,-12.0,28.5,-23.3,,,,,,-23.9,,False,,,,True,False,False,,,,,,False
17047,11,0.0,,0.0,,,,0.0,19.2,0.0,,,,,,0.0,-11.0,,-11.0,,,,-11.0,8.2,-11.0,,,,,,-11.0,,False,,,,False,True,True,,,,,,False
17049,79,24.0,,0.0,,,,28.0,34.3,1.7,,,,,,1623.9,-55.0,,-79.0,,,,-51.0,-44.7,-77.3,,,,,,1544.9,,False,,,,True,True,False,,,,,,False
17051,32,0.0,,0.0,,,,17.0,19.8,1.4,,,,,,0.0,-32.0,,-32.0,,,,-15.0,-12.2,-30.6,,,,,,-32.0,,False,,,,True,True,True,,,,,,False
17053,12,28.0,,0.0,,,,10.0,69.4,4.2,,,,,,90.2,16.0,,-12.0,,,,-2.0,57.4,-7.8,,,,,,78.2,,True,,,,True,False,True,,,,,,False
17055,91,60.0,,98.0,,,,83.0,40.1,3.7,,,,,,1589.7,-31.0,,7.0,,,,-8.0,-50.9,-87.3,,,,,,1498.7,,True,,,,True,False,False,,,,,,False
17057,13,0.0,,0.0,,,,21.0,47.6,0.9,,,,,,0.0,-13.0,,-13.0,,,,8.0,34.6,-12.1,,,,,,-13.0,,False,,,,True,False,True,,,,,,True
17059,41,0.0,,0.0,,,,4.0,7.6,0.0,,,,,,0.0,-41.0,,-41.0,,,,-37.0,-33.4,-41.0,,,,,,-41.0,,False,,,,True,True,True,,,,,,False
17061,11,0.0,,0.0,,,,10.0,20.9,0.6,,,,,,0.0,-11.0,,-11.0,,,,-1.0,9.9,-10.4,,,,,,-11.0,,False,,,,True,True,True,,,,,,True
17063,105,44.0,,73.0,,,,53.0,266.0,10.7,239.0,,,,,59.9,-61.0,,-32.0,,,,-52.0,161.0,-94.3,134.0,,,,,-45.1,,True,,,,True,False,False,False,,,,,True
17065,15,4.0,,0.0,,,,8.0,36.1,0.3,,,,,,0.7,-11.0,,-15.0,,,,-7.0,21.1,-14.7,,,,,,-14.3,,False,,,,True,False,False,,,,,,False
17067,11,4.0,,1.0,,,,17.0,26.3,0.8,,,,,,444.8,-7.0,,-10.0,,,,6.0,15.3,-10.2,,,,,,433.8,,False,,,,True,False,False,,,,,,False
17069,16,0.0,,0.0,,,,0.0,6.7,0.0,,,,,,0.0,-16.0,,-16.0,,,,-16.0,-9.3,-16.0,,,,,,-16.0,,False,,,,False,True,True,,,,,,False
17071,1,0.0,,0.0,,,,4.0,9.0,0.2,,,,,,0.0,-1.0,,-1.0,,,,3.0,8.0,-0.8,,,,,,-1.0,,False,,,,False,False,True,,,,,,False
17073,100,64.0,,135.0,,,,110.0,154.2,14.6,,,,,,310.4,-36.0,,35.0,,,,10.0,54.2,-85.4,,,,,,210.4,,True,,,,True,False,False,,,,,,False
17075,85,20.0,,62.0,,,,51.0,100.9,3.2,66.2,,,,,16.0,-65.0,,-23.0,,,,-34.0,15.9,-81.8,-18.8,,,,,-69.0,,True,,,,True,True,False,True,,,,,False
17077,295,28.0,,24.0,,,,347.0,241.5,4.1,64.7,,22.5,,,42.0,-267.0,,-271.0,,,,52.0,-53.5,-290.9,-230.3,,-272.5,,,-253.0,,False,,,,True,True,False,True,,False,,,True
17079,5,4.0,,0.0,,,,8.0,11.5,3.5,,,,,,427.8,-1.0,,-5.0,,,,3.0,6.5,-1.5,,,,,,422.8,,False,,,,False,False,False,,,,,,False
17081,79,0.0,,0.0,,,,107.0,52.2,0.2,5.4,,,,,0.0,-79.0,,-79.0,,,,28.0,-26.8,-78.8,-73.6,,,,,-79.0,,False,,,,True,True,True,True,,,,,True
17083,30,0.0,,0.0,,,,23.0,62.1,5.6,,,,,,0.0,-30.0,,-30.0,,,,-7.0,32.1,-24.4,,,,,,-30.0,,False,,,,True,False,True,,,,,,True
17085,68,20.0,,21.0,,,,48.0,70.9,5.4,,,,,,24.9,-48.0,,-47.0,,,,-20.0,2.9,-62.6,,,,,,-43.1,,True,,,,True,True,False,,,,,,True
17087,38,0.0,,0.0,,,,21.0,24.0,1.9,,,,,,0.0,-38.0,,-38.0,,,,-17.0,-14.0,-36.1,,,,,,-38.0,,False,,,,True,True,True,,,,,,True
17089,1319,860.0,,1385.0,,,,1881.0,3455.6,363.9,964.9,,581.6,,,509.7,-459.0,,66.0,,,,562.0,2136.6,-955.1,-354.1,,-737.4,,,-809.3,,True,,,,False,False,False,True,,False,,,False
17091,368,152.0,,497.0,,,,276.0,802.8,60.9,449.7,,156.9,,,97.9,-216.0,,129.0,,,,-92.0,434.8,-307.1,81.7,,-211.1,,,-270.1,,True,,,,True,False,False,True,,True,,,False
17093,291,172.0,,691.0,,,,229.0,737.2,79.2,325.4,,125.5,,,419.1,-119.0,,400.0,,,,-62.0,446.2,-211.8,34.4,,-165.5,,,128.1,,False,,,,True,False,False,True,,False,,,False
17095,114,52.0,,130.0,,,,133.0,205.1,18.1,92.9,,,,,113.6,-62.0,,16.0,,,,19.0,91.1,-95.9,-21.1,,,,,-0.4,,True,,,,True,False,False,True,,,,,True
17097,2033,1244.0,,5047.0,,,,2988.0,4609.8,778.7,1260.9,,1289.7,,,1470.1,-789.0,,3014.0,,,,955.0,2576.8,-1254.3,-772.1,,-743.3,,,-562.9,,False,,,,False,False,False,True,,True,,,True
17099,272,80.0,,151.0,,,,216.0,575.7,9.8,239.7,,115.3,,,86.0,-192.0,,-121.0,,,,-56.0,303.7,-262.2,-32.3,,-156.7,,,-186.0,,True,,,,True,False,False,True,,True,,,True
17101,34,0.0,,0.0,,,,9.0,33.5,0.4,,,,,,0.0,-34.0,,-34.0,,,,-25.0,-0.5,-33.6,,,,,,-34.0,,False,,,,True,True,True,,,,,,True
17103,45,16.0,,13.0,,,,76.0,71.3,0.9,47.6,,,,,89.8,-29.0,,-32.0,,,,31.0,26.3,-44.1,2.6,,,,,44.8,,False,,,,False,True,False,True,,,,,False
17105,41,40.0,,22.0,,,,27.0,131.5,4.0,,,,,,455.5,-1.0,,-19.0,,,,-14.0,90.5,-37.0,,,,,,414.5,,False,,,,False,False,False,,,,,,False
17107,69,16.0,,0.0,,,,8.0,42.5,1.7,,,,,,303.7,-53.0,,-69.0,,,,-61.0,-26.5,-67.3,,,,,,234.7,,False,,,,False,True,False,,,,,,False
17109,25,8.0,,0.0,,,,69.0,71.8,0.1,33.9,,,,,1076.2,-17.0,,-25.0,,,,44.0,46.8,-24.9,8.9,,,,,1051.2,,False,,,,False,False,False,True,,,,,False
17111,806,448.0,,1857.0,,,,821.0,2224.0,144.2,513.2,,238.5,,,850.6,-358.0,,1051.0,,,,15.0,1418.0,-661.8,-292.8,,-567.5,,,44.6,,False,,,,True,False,False,True,,False,,,True
17113,279,68.0,,89.0,,,,270.0,321.9,30.7,177.2,,45.1,,,650.5,-211.0,,-190.0,,,,-9.0,42.9,-248.3,-101.8,,-233.9,,,371.5,,True,,,,True,True,False,True,,False,,,False
17115,216,28.0,,28.0,,,,172.0,241.0,1.6,80.2,,33.9,,,8.9,-188.0,,-188.0,,,,-44.0,25.0,-214.4,-135.8,,-182.1,,,-207.1,,False,,,,True,True,False,True,,True,,,False
17117,76,16.0,,19.0,,,,43.0,88.6,5.8,,,,,,95.2,-60.0,,-57.0,,,,-33.0,12.6,-70.2,,,,,,19.2,,True,,,,True,True,False,,,,,,True
17119,1130,416.0,,1247.0,,,,784.0,1939.6,438.1,872.8,,536.0,,,657.5,-714.0,,117.0,,,,-346.0,809.6,-691.9,-257.2,,-594.0,,,-472.5,,True,,,,True,False,True,True,,True,,,True
17121,63,16.0,,33.0,,,,78.0,94.9,6.8,,,,,,28.1,-47.0,,-30.0,,,,15.0,31.9,-56.2,,,,,,-34.9,,True,,,,True,True,False,,,,,,True
17123,11,8.0,,0.0,,,,3.0,28.5,0.6,,,,,,48.3,-3.0,,-11.0,,,,-8.0,17.5,-10.4,,,,,,37.3,,False,,,,False,False,False,,,,,,False
17125,20,0.0,,0.0,,,,7.0,24.7,1.5,,,,,,0.0,-20.0,,-20.0,,,,-13.0,4.7,-18.5,,,,,,-20.0,,False,,,,True,True,True,,,,,,True
17127,20,20.0,,0.0,,,,56.0,37.5,1.1,,,,,,115.7,0.0,,-20.0,,,,36.0,17.5,-18.9,,,,,,95.7,,False,,,,False,False,False,,,,,,False
17129,23,0.0,,0.0,,,,5.0,20.9,1.0,,,,,,0.0,-23.0,,-23.0,,,,-18.0,-2.1,-22.0,,,,,,-23.0,,False,,,,True,True,True,,,,,,True
17131,45,12.0,,0.0,,,,18.0,32.5,1.2,,,,,,714.4,-33.0,,-45.0,,,,-27.0,-12.5,-43.8,,,,,,669.4,,False,,,,True,True,False,,,,,,False
17133,141,24.0,,58.0,,,,53.0,136.7,2.1,130.6,,,,,6.5,-117.0,,-83.0,,,,-88.0,-4.3,-138.9,-10.4,,,,,-134.5,,True,,,,True,True,False,True,,,,,False
17135,93,28.0,,1.0,,,,29.0,53.4,4.3,,,,,,598.9,-65.0,,-92.0,,,,-64.0,-39.6,-88.7,,,,,,505.9,,False,,,,True,True,False,,,,,,False
17137,59,16.0,,4.0,,,,63.0,124.7,0.8,102.1,,,,,5.3,-43.0,,-55.0,,,,4.0,65.7,-58.2,43.1,,,,,-53.7,,False,,,,True,False,False,False,,,,,False
17139,34,8.0,,0.0,,,,6.0,32.2,2.1,,,,,,73.1,-26.0,,-34.0,,,,-28.0,-1.8,-31.9,,,,,,39.1,,False,,,,False,True,False,,,,,,False
