,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18043,1230,490.0,,,,,212.0,,359.5,576.5,395.4,409.8,,192.0,-740.0,,,,,-1018.0,,-870.5,-653.5,-834.6,-820.2,,-1038.0,,,,,False,,False,True,False,False,,False
18045,460,84.0,,,,,41.0,,13.6,140.8,17.4,109.6,,30.0,-376.0,,,,,-419.0,,-446.4,-319.2,-442.6,-350.4,,-430.0,,,,,False,,False,True,False,True,,False
18047,216,112.0,,,,,63.0,,14.9,49.5,2.3,61.0,,164.0,-104.0,,,,,-153.0,,-201.1,-166.5,-213.7,-155.0,,-52.0,,,,,False,,False,False,False,False,,True
18049,412,77.0,,,,,65.0,,5.9,151.6,4.9,57.1,,21.0,-335.0,,,,,-347.0,,-406.1,-260.4,-407.1,-354.9,,-391.0,,,,,False,,False,True,False,False,,False
18051,870,406.0,,,,,173.0,,279.8,222.5,121.9,172.8,,220.0,-464.0,,,,,-697.0,,-590.2,-647.5,-748.1,-697.2,,-650.0,,,,,False,,False,False,False,False,,False
18053,1034,406.0,,,,,193.0,,77.5,744.1,88.7,266.0,,257.0,-628.0,,,,,-841.0,,-956.5,-289.9,-945.3,-768.0,,-777.0,,,,,False,,False,True,False,False,,False
18055,399,77.0,,,,,116.0,,8.6,126.2,31.0,76.3,,33.0,-322.0,,,,,-283.0,,-390.4,-272.8,-368.0,-322.7,,-366.0,,,,,True,,False,True,False,False,,False
18057,4997,1729.0,,,,,972.0,,1269.1,1159.5,1057.3,1304.4,,783.0,-3268.0,,,,,-4025.0,,-3727.9,-3837.5,-3939.7,-3692.6,,-4214.0,,,,,False,,False,False,False,False,,False
18059,1002,210.0,,,,,193.0,,25.7,362.5,113.5,104.3,,82.0,-792.0,,,,,-809.0,,-976.3,-639.5,-888.5,-897.7,,-920.0,,,,,False,,False,True,False,False,,False
18061,538,182.0,,,,,144.0,,68.6,206.7,75.5,130.7,,147.0,-356.0,,,,,-394.0,,-469.4,-331.3,-462.5,-407.3,,-391.0,,,,,False,,False,True,False,False,,False
18063,1901,721.0,,,,,425.0,,293.5,887.9,346.4,533.4,,431.0,-1180.0,,,,,-1476.0,,-1607.5,-1013.1,-1554.5,-1367.6,,-1470.0,,,,,False,,False,True,False,False,,False
18065,1166,343.0,,,,,163.0,,152.9,230.8,176.8,277.2,,241.0,-823.0,,,,,-1003.0,,-1013.1,-935.2,-989.2,-888.8,,-925.0,,,,,False,,False,False,False,False,,False
18067,1067,301.0,,,,,200.0,,61.1,546.6,257.0,252.8,,126.0,-766.0,,,,,-867.0,,-1005.9,-520.4,-810.0,-814.2,,-941.0,,,,,False,,False,True,False,False,,False
18069,631,133.0,,,,,107.0,,123.2,241.1,116.1,102.7,,320.0,-498.0,,,,,-524.0,,-507.8,-389.9,-514.9,-528.3,,-311.0,,,,,False,,False,True,False,False,,True
18071,917,189.0,,,,,176.0,,79.1,342.7,34.5,130.3,,342.0,-728.0,,,,,-741.0,,-837.9,-574.3,-882.5,-786.7,,-575.0,,,,,False,,False,True,False,False,,True
18073,718,112.0,,,,,81.0,,18.1,249.8,73.0,89.8,,100.0,-606.0,,,,,-637.0,,-699.9,-468.2,-645.0,-628.2,,-618.0,,,,,False,,False,True,False,False,,False
18075,517,119.0,,,,,64.0,,31.0,100.1,47.9,92.9,,85.0,-398.0,,,,,-453.0,,-486.0,-416.9,-469.1,-424.1,,-432.0,,,,,False,,False,False,False,False,,False
18077,538,56.0,,,,,95.0,,2.4,230.3,20.8,28.4,,74.0,-482.0,,,,,-443.0,,-535.6,-307.7,-517.2,-509.6,,-464.0,,,,,True,,False,True,False,False,,True
18079,315,42.0,,,,,75.0,,9.0,123.5,23.1,59.5,,9.0,-273.0,,,,,-240.0,,-306.0,-191.5,-291.9,-255.5,,-306.0,,,,,True,,False,True,False,True,,False
18081,2502,546.0,,,,,524.0,,243.0,393.3,137.5,228.3,,94.0,-1956.0,,,,,-1978.0,,-2259.0,-2108.7,-2364.5,-2273.7,,-2408.0,,,,,False,,False,False,False,False,,False
18083,880,287.0,,,,,217.0,,82.9,488.9,231.5,444.2,,170.0,-593.0,,,,,-663.0,,-797.1,-391.1,-648.5,-435.8,,-710.0,,,,,False,,False,True,False,True,,False
18085,2166,217.0,,,,,323.0,,101.9,456.5,243.3,170.5,,207.0,-1949.0,,,,,-1843.0,,-2064.1,-1709.5,-1922.7,-1995.5,,-1959.0,,,,,True,,False,True,True,False,,False
18087,554,63.0,,,,,222.0,,6.8,53.2,23.7,39.8,,9.0,-491.0,,,,,-332.0,,-547.2,-500.8,-530.3,-514.2,,-545.0,,,,,True,,False,False,False,False,,False
18089,11470,2758.0,,,,,1786.0,,1591.3,621.9,2264.7,1772.1,,2423.0,-8712.0,,,,,-9684.0,,-9878.7,-10848.1,-9205.3,-9697.9,,-9047.0,,,,,False,,False,False,False,False,,False
18091,2184,616.0,,,,,565.0,,247.1,601.5,414.7,409.6,,346.0,-1568.0,,,,,-1619.0,,-1936.9,-1582.5,-1769.3,-1774.4,,-1838.0,,,,,False,,False,False,False,False,,False
18093,965,84.0,,,,,142.0,,16.2,204.6,24.6,135.0,,38.0,-881.0,,,,,-823.0,,-948.8,-760.4,-940.4,-830.0,,-927.0,,,,,True,,False,True,False,True,,False
18095,2111,735.0,,,,,382.0,,231.1,847.1,313.0,688.8,,654.0,-1376.0,,,,,-1729.0,,-1879.9,-1263.9,-1798.0,-1422.2,,-1457.0,,,,,False,,False,True,False,False,,False
18097,13311,4739.0,,,,,3048.0,,1821.3,289.9,769.3,3450.7,,2777.0,-8572.0,,,,,-10263.0,,-11489.7,-13021.1,-12541.7,-9860.3,,-10534.0,,,,,False,,False,False,False,False,,False
18099,1385,189.0,,,,,203.0,,27.0,137.5,100.8,128.1,,147.0,-1196.0,,,,,-1182.0,,-1358.0,-1247.5,-1284.2,-1256.9,,-1238.0,,,,,True,,False,False,False,False,,False
18101,118,49.0,,,,,42.0,,7.0,66.7,14.8,51.1,,12.0,-69.0,,,,,-76.0,,-111.0,-51.3,-103.2,-66.9,,-106.0,,,,,False,,False,True,False,True,,False
18103,702,98.0,,,,,138.0,,18.5,374.0,18.9,76.4,,12.0,-604.0,,,,,-564.0,,-683.5,-328.0,-683.1,-625.6,,-690.0,,,,,True,,False,True,False,False,,False
18105,1713,1610.0,,,,,799.0,,1064.8,897.8,192.5,3230.4,,395.0,-103.0,,,,,-914.0,,-648.2,-815.2,-1520.5,1517.4,,-1318.0,,,,,False,,False,False,False,False,,False
18107,553,63.0,,,,,84.0,,4.0,374.0,7.3,50.0,,26.0,-490.0,,,,,-469.0,,-549.0,-179.0,-545.7,-503.0,,-527.0,,,,,True,,False,True,False,False,,False
18109,857,210.0,,,,,166.0,,75.3,399.7,160.0,126.0,,109.0,-647.0,,,,,-691.0,,-781.7,-457.3,-697.0,-731.0,,-748.0,,,,,False,,False,True,False,False,,False
18111,270,21.0,,,,,45.0,,1.1,75.8,19.5,31.9,,21.0,-249.0,,,,,-225.0,,-268.9,-194.2,-250.5,-238.1,,-249.0,,,,,True,,False,True,False,True,,False
18113,1053,273.0,,,,,111.0,,62.2,183.7,126.5,176.5,,411.0,-780.0,,,,,-942.0,,-990.8,-869.3,-926.5,-876.5,,-642.0,,,,,False,,False,False,False,False,,True
18115,110,14.0,,,,,19.0,,1.1,,0.9,18.2,,76.0,-96.0,,,,,-91.0,,-108.9,,-109.2,-91.8,,-34.0,,,,,True,,False,,False,True,,True
18117,283,42.0,,,,,86.0,,4.2,179.3,7.0,49.0,,17.0,-241.0,,,,,-197.0,,-278.8,-103.7,-276.0,-234.0,,-266.0,,,,,True,,False,True,False,True,,False
18119,269,35.0,,,,,48.0,,4.1,74.8,12.6,34.6,,28.0,-234.0,,,,,-221.0,,-264.9,-194.2,-256.4,-234.4,,-241.0,,,,,True,,False,True,False,False,,False
18121,313,49.0,,,,,44.0,,8.7,78.3,14.7,29.3,,25.0,-264.0,,,,,-269.0,,-304.3,-234.7,-298.3,-283.7,,-288.0,,,,,False,,False,True,False,False,,False
18123,493,119.0,,,,,95.0,,7.8,47.9,25.6,52.1,,381.0,-374.0,,,,,-398.0,,-485.2,-445.1,-467.4,-440.9,,-112.0,,,,,False,,False,False,False,False,,True
18125,298,105.0,,,,,55.0,,39.4,71.5,56.9,82.9,,45.0,-193.0,,,,,-243.0,,-258.6,-226.5,-241.1,-215.1,,-253.0,,,,,False,,False,False,False,False,,False
18127,4009,847.0,,,,,676.0,,533.6,1219.2,528.5,526.4,,1132.0,-3162.0,,,,,-3333.0,,-3475.4,-2789.8,-3480.5,-3482.6,,-2877.0,,,,,False,,False,True,False,False,,True
18129,691,287.0,,,,,109.0,,151.0,210.0,205.8,117.3,,110.0,-404.0,,,,,-582.0,,-540.0,-481.0,-485.2,-573.7,,-581.0,,,,,False,,False,False,False,False,,False
18131,207,0.0,,,,,49.0,,0.1,99.8,11.6,43.8,,1.0,-207.0,,,,,-158.0,,-206.9,-107.2,-195.4,-163.2,,-206.0,,,,,True,,True,True,True,True,,True
18133,416,413.0,,,,,98.0,,56.8,301.9,163.2,324.0,,309.0,-3.0,,,,,-318.0,,-359.2,-114.1,-252.8,-92.0,,-107.0,,,,,False,,False,False,False,False,,False
18135,694,70.0,,,,,58.0,,19.9,96.5,6.5,50.1,,105.0,-624.0,,,,,-636.0,,-674.1,-597.5,-687.5,-643.9,,-589.0,,,,,False,,False,True,False,False,,True
18137,619,140.0,,,,,96.0,,53.7,166.0,54.4,54.8,,170.0,-479.0,,,,,-523.0,,-565.3,-453.0,-564.6,-564.2,,-449.0,,,,,False,,False,True,False,False,,True
18139,275,42.0,,,,,53.0,,4.8,78.8,0.4,53.3,,43.0,-233.0,,,,,-222.0,,-270.2,-196.2,-274.6,-221.7,,-232.0,,,,,True,,False,True,False,True,,True
18141,7370,3367.0,,,,,1313.0,,2109.0,2191.0,1710.3,2206.3,,2105.0,-4003.0,,,,,-6057.0,,-5261.0,-5179.0,-5659.6,-5163.7,,-5265.0,,,,,False,,False,False,False,False,,False
18143,380,168.0,,,,,65.0,,58.1,76.7,149.0,118.9,,233.0,-212.0,,,,,-315.0,,-321.9,-303.3,-231.0,-261.1,,-147.0,,,,,False,,False,False,False,False,,True
18145,759,77.0,,,,,170.0,,11.6,169.0,47.8,39.1,,118.0,-682.0,,,,,-589.0,,-747.4,-590.0,-711.2,-719.9,,-641.0,,,,,True,,False,True,False,False,,True
18147,412,217.0,,,,,63.0,,120.1,94.9,453.5,92.8,,262.0,-195.0,,,,,-349.0,,-291.9,-317.1,41.5,-319.2,,-150.0,,,,,False,,False,False,True,False,,True
18149,474,112.0,,,,,75.0,,31.3,54.5,72.5,43.5,,185.0,-362.0,,,,,-399.0,,-442.7,-419.5,-401.5,-430.5,,-289.0,,,,,False,,False,False,False,False,,True
18151,721,147.0,,,,,83.0,,28.0,263.6,36.9,104.8,,205.0,-574.0,,,,,-638.0,,-693.0,-457.4,-684.1,-616.2,,-516.0,,,,,False,,False,True,False,False,,True
18153,318,63.0,,,,,89.0,,5.9,72.1,14.5,143.9,,38.0,-255.0,,,,,-229.0,,-312.1,-245.9,-303.5,-174.1,,-280.0,,,,,True,,False,True,False,True,,False
18155,133,7.0,,,,,43.0,,0.1,,1.9,4.2,,31.0,-126.0,,,,,-90.0,,-132.9,,-131.1,-128.8,,-102.0,,,,,True,,False,,False,False,,True
18157,3935,2093.0,,,,,974.0,,1675.9,1779.1,997.2,1717.9,,928.0,-1842.0,,,,,-2961.0,,-2259.1,-2155.9,-2937.8,-2217.1,,-3007.0,,,,,False,,False,False,False,False,,False
18159,201,84.0,,,,,35.0,,8.0,79.0,4.8,56.8,,84.0,-117.0,,,,,-166.0,,-193.0,-122.0,-196.2,-144.2,,-117.0,,,,,False,,False,False,False,False,,False
18161,137,14.0,,,,,22.0,,0.1,,1.2,34.6,,2.0,-123.0,,,,,-115.0,,-136.9,,-135.8,-102.4,,-135.0,,,,,True,,False,,False,True,,False
18163,4416,2667.0,,,,,920.0,,2115.2,2062.8,2628.8,1614.6,,1479.0,-1749.0,,,,,-3496.0,,-2300.8,-2353.2,-1787.2,-2801.4,,-2937.0,,,,,False,,False,False,False,False,,False
18165,309,35.0,,,,,44.0,,2.5,93.6,19.3,38.0,,23.0,-274.0,,,,,-265.0,,-306.5,-215.4,-289.7,-271.0,,-286.0,,,,,True,,False,True,False,True,,False
18167,2751,546.0,,,,,465.0,,93.4,809.0,115.7,696.2,,481.0,-2205.0,,,,,-2286.0,,-2657.6,-1942.0,-2635.3,-2054.8,,-2270.0,,,,,False,,False,True,False,True,,False
18169,781,56.0,,,,,72.0,,9.2,138.1,29.1,112.7,,13.0,-725.0,,,,,-709.0,,-771.8,-642.9,-751.9,-668.3,,-768.0,,,,,True,,False,True,False,True,,False
18171,134,0.0,,,,,30.0,,0.1,,6.6,8.7,,31.0,-134.0,,,,,-104.0,,-133.9,,-127.4,-125.3,,-103.0,,,,,True,,True,,True,True,,True
18173,1375,1477.0,,,,,338.0,,1227.3,770.2,627.8,721.5,,611.0,102.0,,,,,-1037.0,,-147.7,-604.8,-747.2,-653.5,,-764.0,,,,,False,,False,False,False,False,,False
18175,286,63.0,,,,,104.0,,11.7,142.3,0.4,44.8,,178.0,-223.0,,,,,-182.0,,-274.3,-143.7,-285.6,-241.2,,-108.0,,,,,True,,False,True,False,False,,True
18177,1596,168.0,,,,,201.0,,65.6,627.9,82.2,133.9,,48.0,-1428.0,,,,,-1395.0,,-1530.4,-968.1,-1513.8,-1462.1,,-1548.0,,,,,True,,False,True,False,False,,False
18179,638,112.0,,,,,94.0,,48.5,175.6,11.2,63.1,,158.0,-526.0,,,,,-544.0,,-589.5,-462.4,-626.8,-574.9,,-480.0,,,,,False,,False,True,False,False,,True
18181,468,56.0,,,,,69.0,,3.5,194.5,10.6,41.5,,131.0,-412.0,,,,,-399.0,,-464.5,-273.5,-457.4,-426.5,,-337.0,,,,,True,,False,True,False,False,,True
18183,702,203.0,,,,,93.0,,131.3,297.7,75.5,143.0,,447.0,-499.0,,,,,-609.0,,-570.7,-404.3,-626.5,-559.0,,-255.0,,,,,False,,False,True,False,False,,True
19001,270,56.0,,,,,46.0,,7.8,,5.0,40.0,,95.0,-214.0,,,,,-224.0,,-262.2,,-264.9,-230.0,,-175.0,,,,,False,,False,,False,False,,True
19003,101,35.0,,,,,29.0,,2.0,,3.8,,,46.0,-66.0,,,,,-72.0,,-99.0,,-97.2,,,-55.0,,,,,False,,False,,False,,,True
19005,346,133.0,,,,,270.0,,18.1,96.6,46.8,107.5,,68.0,-213.0,,,,,-76.0,,-327.9,-249.4,-299.2,-238.5,,-278.0,,,,,True,,False,False,False,False,,False
19007,471,112.0,,,,,209.0,,18.1,73.6,83.9,119.1,,149.0,-359.0,,,,,-262.0,,-452.9,-397.4,-387.1,-351.9,,-322.0,,,,,True,,False,False,False,True,,True
19009,171,161.0,,,,,35.0,,5.6,,18.0,67.0,,99.0,-10.0,,,,,-136.0,,-165.4,,-153.0,-104.0,,-72.0,,,,,False,,False,,False,False,,False
19011,1033,203.0,,,,,484.0,,65.1,289.5,154.6,88.4,,232.0,-830.0,,,,,-549.0,,-967.9,-743.5,-878.4,-944.6,,-801.0,,,,,True,,False,True,False,False,,True
19013,4479,1071.0,,,,,2594.0,,614.3,236.5,469.9,600.4,,698.0,-3408.0,,,,,-1885.0,,-3864.7,-4242.5,-4009.1,-3878.6,,-3781.0,,,,,True,,False,False,False,False,,False
19015,557,315.0,,,,,241.0,,45.5,183.4,50.4,370.3,,275.0,-242.0,,,,,-316.0,,-511.5,-373.6,-506.6,-186.7,,-282.0,,,,,False,,False,False,False,True,,False
19017,963,203.0,,,,,496.0,,31.0,339.1,44.9,251.8,,109.0,-760.0,,,,,-467.0,,-932.0,-623.9,-918.1,-711.2,,-854.0,,,,,True,,False,True,False,True,,False
19019,602,308.0,,,,,504.0,,48.9,232.1,146.7,153.4,,324.0,-294.0,,,,,-98.0,,-553.1,-369.9,-455.3,-448.6,,-278.0,,,,,True,,False,False,False,False,,True
19021,718,350.0,,,,,503.0,,38.5,5.6,37.0,91.2,,819.0,-368.0,,,,,-215.0,,-679.5,-712.4,-681.0,-626.8,,101.0,,,,,True,,False,False,False,False,,True
19023,486,84.0,,,,,202.0,,21.3,136.4,60.9,63.9,,73.0,-402.0,,,,,-284.0,,-464.7,-349.6,-425.1,-422.1,,-413.0,,,,,True,,False,True,False,False,,False
19025,681,98.0,,,,,130.0,,27.8,92.7,25.2,54.3,,61.0,-583.0,,,,,-551.0,,-653.2,-588.3,-655.8,-626.7,,-620.0,,,,,True,,False,False,False,False,,False
19027,1022,224.0,,,,,292.0,,115.6,2.5,61.7,101.5,,65.0,-798.0,,,,,-730.0,,-906.4,-1019.5,-960.3,-920.5,,-957.0,,,,,True,,False,False,False,False,,False
19029,479,273.0,,,,,63.0,,63.3,151.5,29.2,187.1,,234.0,-206.0,,,,,-416.0,,-415.7,-327.5,-449.8,-291.9,,-245.0,,,,,False,,False,False,False,False,,False
19031,591,189.0,,,,,229.0,,34.2,153.2,34.1,182.8,,172.0,-402.0,,,,,-362.0,,-556.8,-437.8,-556.9,-408.2,,-419.0,,,,,True,,False,False,False,False,,False
19033,1535,448.0,,,,,888.0,,218.1,315.1,94.5,276.5,,272.0,-1087.0,,,,,-647.0,,-1316.9,-1219.9,-1440.5,-1258.5,,-1263.0,,,,,True,,False,False,False,False,,False
19035,370,448.0,,,,,182.0,,154.2,173.7,45.4,161.4,,169.0,78.0,,,,,-188.0,,-215.8,-196.3,-324.6,-208.6,,-201.0,,,,,False,,False,False,False,False,,False
19037,368,301.0,,,,,255.0,,136.7,143.4,100.4,158.0,,131.0,-67.0,,,,,-113.0,,-231.3,-224.6,-267.6,-210.0,,-237.0,,,,,False,,False,False,False,False,,False
19039,166,70.0,,,,,112.0,,3.4,0.0,25.1,35.4,,67.0,-96.0,,,,,-54.0,,-162.6,-166.0,-140.9,-130.6,,-99.0,,,,,True,,False,False,False,False,,False
19041,554,266.0,,,,,509.0,,51.7,225.4,23.3,82.4,,200.0,-288.0,,,,,-45.0,,-502.3,-328.6,-530.7,-471.6,,-354.0,,,,,True,,False,False,False,False,,False
19043,577,154.0,,,,,317.0,,43.9,0.4,102.5,108.0,,166.0,-423.0,,,,,-260.0,,-533.1,-576.6,-474.5,-469.0,,-411.0,,,,,True,,False,False,False,False,,True
19045,1460,413.0,,,,,632.0,,184.3,85.6,300.0,361.9,,336.0,-1047.0,,,,,-828.0,,-1275.7,-1374.4,-1160.0,-1098.1,,-1124.0,,,,,True,,False,False,False,False,,False
19047,506,658.0,,,,,355.0,,161.8,11.5,45.6,231.7,,0.0,152.0,,,,,-151.0,,-344.2,-494.5,-460.4,-274.3,,-506.0,,,,,True,,False,False,False,False,,False
19049,2426,770.0,,,,,668.0,,392.6,180.5,391.2,569.7,,533.0,-1656.0,,,,,-1758.0,,-2033.4,-2245.5,-2034.8,-1856.3,,-1893.0,,,,,False,,False,False,False,False,,False
19051,192,77.0,,,,,166.0,,11.9,40.4,32.8,79.3,,89.0,-115.0,,,,,-26.0,,-180.1,-151.6,-159.2,-112.7,,-103.0,,,,,True,,False,False,False,True,,True
19053,196,63.0,,,,,70.0,,12.9,,21.1,56.8,,44.0,-133.0,,,,,-126.0,,-183.1,,-174.9,-139.2,,-152.0,,,,,True,,False,,False,False,,False
19055,777,511.0,,,,,486.0,,466.2,241.3,82.8,607.5,,217.0,-266.0,,,,,-291.0,,-310.8,-535.7,-694.2,-169.5,,-560.0,,,,,False,,False,False,False,True,,False
19057,1537,329.0,,,,,1125.0,,92.3,73.0,100.2,354.9,,229.0,-1208.0,,,,,-412.0,,-1444.7,-1464.0,-1436.8,-1182.1,,-1308.0,,,,,True,,False,False,False,True,,False
19059,573,308.0,,,,,315.0,,44.0,52.5,36.5,120.4,,125.0,-265.0,,,,,-258.0,,-529.0,-520.5,-536.5,-452.6,,-448.0,,,,,True,,False,False,False,False,,False
19061,4487,3479.0,,,,,1840.0,,3163.7,1739.1,557.5,1598.1,,895.0,-1008.0,,,,,-2647.0,,-1323.3,-2747.9,-3929.4,-2888.9,,-3592.0,,,,,False,,False,False,False,False,,False
19063,351,91.0,,,,,290.0,,38.3,0.0,54.0,45.2,,67.0,-260.0,,,,,-61.0,,-312.7,-351.0,-297.0,-305.8,,-284.0,,,,,True,,False,False,False,False,,False
19065,561,245.0,,,,,522.0,,46.5,174.1,78.2,137.9,,331.0,-316.0,,,,,-39.0,,-514.5,-386.9,-482.8,-423.1,,-230.0,,,,,True,,False,False,False,False,,True
19067,386,371.0,,,,,285.0,,290.1,148.8,180.9,241.8,,183.0,-15.0,,,,,-101.0,,-95.9,-237.2,-205.1,-144.2,,-203.0,,,,,False,,False,False,False,False,,False
19069,233,91.0,,,,,162.0,,12.4,0.0,47.9,66.8,,42.0,-142.0,,,,,-71.0,,-220.6,-233.0,-185.1,-166.2,,-191.0,,,,,True,,False,False,False,False,,False
19071,164,252.0,,,,,29.0,,95.0,45.5,44.9,,,124.0,88.0,,,,,-135.0,,-69.0,-118.5,-119.1,,,-40.0,,,,,False,,True,False,False,,,True
19073,286,119.0,,,,,58.0,,19.8,57.3,24.4,93.7,,95.0,-167.0,,,,,-228.0,,-266.2,-228.7,-261.6,-192.3,,-191.0,,,,,False,,False,False,False,False,,False
19075,414,133.0,,,,,162.0,,19.8,85.0,13.5,293.2,,52.0,-281.0,,,,,-252.0,,-394.2,-329.0,-400.5,-120.8,,-362.0,,,,,True,,False,False,False,True,,False
19077,367,196.0,,,,,66.0,,9.2,126.1,61.5,87.4,,110.0,-171.0,,,,,-301.0,,-357.8,-240.9,-305.5,-279.6,,-257.0,,,,,False,,False,False,False,False,,False
19079,433,56.0,,,,,181.0,,11.5,0.0,39.8,21.3,,34.0,-377.0,,,,,-252.0,,-421.5,-433.0,-393.2,-411.7,,-399.0,,,,,True,,False,False,False,False,,False
19081,476,84.0,,,,,111.0,,28.8,79.8,39.5,56.1,,180.0,-392.0,,,,,-365.0,,-447.2,-396.2,-436.5,-419.9,,-296.0,,,,,True,,False,False,False,False,,True
19083,586,161.0,,,,,218.0,,59.8,112.6,160.1,92.2,,218.0,-425.0,,,,,-368.0,,-526.2,-473.4,-425.9,-493.8,,-368.0,,,,,True,,False,False,False,False,,True
19085,660,315.0,,,,,133.0,,328.5,118.7,213.3,199.3,,269.0,-345.0,,,,,-527.0,,-331.5,-541.3,-446.7,-460.7,,-391.0,,,,,False,,True,False,False,False,,False
19087,769,980.0,,,,,416.0,,221.3,397.2,396.3,506.9,,174.0,211.0,,,,,-353.0,,-547.7,-371.8,-372.7,-262.1,,-595.0,,,,,False,,False,False,False,False,,False
19089,210,42.0,,,,,161.0,,8.3,1.0,1.1,148.5,,28.0,-168.0,,,,,-49.0,,-201.7,-209.0,-208.9,-61.5,,-182.0,,,,,True,,False,False,False,True,,False
19091,377,133.0,,,,,142.0,,42.9,51.6,12.9,105.3,,115.0,-244.0,,,,,-235.0,,-334.1,-325.4,-364.1,-271.7,,-262.0,,,,,True,,False,False,False,False,,False
19093,261,182.0,,,,,112.0,,24.1,0.4,22.7,82.6,,111.0,-79.0,,,,,-149.0,,-236.9,-260.6,-238.3,-178.4,,-150.0,,,,,False,,False,False,False,False,,False
19095,527,189.0,,,,,313.0,,29.7,157.7,125.8,158.9,,107.0,-338.0,,,,,-214.0,,-497.3,-369.3,-401.2,-368.1,,-420.0,,,,,True,,False,False,False,False,,False
19097,852,371.0,,,,,326.0,,139.5,183.0,42.6,235.8,,221.0,-481.0,,,,,-526.0,,-712.5,-669.0,-809.4,-616.2,,-631.0,,,,,False,,False,False,False,False,,False
19099,936,574.0,,,,,412.0,,283.6,285.4,287.8,377.2,,377.0,-362.0,,,,,-524.0,,-652.4,-650.6,-648.2,-558.8,,-559.0,,,,,False,,False,False,False,False,,False
19101,348,35.0,,,,,370.0,,4.2,156.7,19.8,24.2,,98.0,-313.0,,,,,22.0,,-343.8,-191.3,-328.2,-323.8,,-250.0,,,,,True,,False,True,False,False,,True
19103,2998,987.0,,,,,2644.0,,675.5,0.4,101.6,2115.2,,481.0,-2011.0,,,,,-354.0,,-2322.5,-2997.6,-2896.4,-882.8,,-2517.0,,,,,True,,False,False,False,True,,False
19105,1543,217.0,,,,,510.0,,52.6,205.9,112.2,113.1,,182.0,-1326.0,,,,,-1033.0,,-1490.4,-1337.1,-1430.8,-1429.9,,-1361.0,,,,,True,,False,False,False,False,,False
19107,316,133.0,,,,,256.0,,20.1,102.8,32.9,151.6,,174.0,-183.0,,,,,-60.0,,-295.9,-213.2,-283.1,-164.4,,-142.0,,,,,True,,False,False,False,True,,True
19109,495,371.0,,,,,369.0,,128.8,237.4,41.1,134.9,,166.0,-124.0,,,,,-126.0,,-366.2,-257.6,-453.9,-360.1,,-329.0,,,,,False,,False,False,False,False,,False
19111,969,301.0,,,,,425.0,,83.6,219.3,39.9,217.6,,187.0,-668.0,,,,,-544.0,,-885.4,-749.7,-929.1,-751.4,,-782.0,,,,,True,,False,False,False,False,,False
19113,7485,1736.0,,,,,3147.0,,2307.4,2085.0,1038.9,1033.0,,1458.0,-5749.0,,,,,-4338.0,,-5177.6,-5400.0,-6446.1,-6452.0,,-6027.0,,,,,True,,True,True,False,False,,False
19115,278,28.0,,,,,133.0,,1.3,11.8,11.8,14.5,,35.0,-250.0,,,,,-145.0,,-276.7,-266.2,-266.1,-263.5,,-243.0,,,,,True,,False,False,False,False,,True
19117,123,126.0,,,,,153.0,,3.0,36.6,6.3,148.6,,93.0,3.0,,,,,30.0,,-120.0,-86.4,-116.7,25.6,,-30.0,,,,,False,,False,False,False,False,,False
19119,445,595.0,,,,,164.0,,379.0,150.0,83.0,231.8,,130.0,150.0,,,,,-281.0,,-66.0,-295.0,-362.0,-213.2,,-315.0,,,,,False,,True,False,False,False,,False
19121,330,126.0,,,,,104.0,,30.4,128.0,50.1,54.1,,82.0,-204.0,,,,,-226.0,,-299.6,-202.0,-279.9,-275.9,,-248.0,,,,,False,,False,True,False,False,,False
19123,634,532.0,,,,,389.0,,152.6,166.4,27.6,222.4,,335.0,-102.0,,,,,-245.0,,-481.4,-467.6,-606.4,-411.6,,-299.0,,,,,False,,False,False,False,False,,False
19125,834,392.0,,,,,427.0,,99.1,233.8,6.2,469.8,,196.0,-442.0,,,,,-407.0,,-734.9,-600.2,-827.8,-364.2,,-638.0,,,,,True,,False,False,False,True,,False
19127,1156,175.0,,,,,755.0,,40.5,37.2,94.9,192.5,,14.0,-981.0,,,,,-401.0,,-1115.5,-1118.8,-1061.1,-963.5,,-1142.0,,,,,True,,False,False,False,True,,False
