,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17111,4844,2220.0,,2088.0,,2084.0,3316.0,,,,,2395.9,,2136.0,,1663.4,,1544.2,2075.5,,1627.5,2605.9,1379.2,3367.0,,,,1383.0,5282.0,,,2620.0,928.4,-2624.0,,-2756.0,,-2760.0,-1528.0,,,,,-2448.1,,-2708.0,,-3180.6,,-3299.8,-2768.5,,-3216.5,-2238.1,-3464.8,-1477.0,,,,-3461.0,438.0,,,-2224.0,-3915.6,,False,,False,True,,,,,True,,False,,False,,False,False,,False,True,False,True,,,,False,True,,,True,False
17113,2365,807.0,,815.3,,799.0,749.0,,,,,601.4,,987.0,,585.8,,844.3,699.5,,753.9,1113.6,71.2,1088.0,,,,802.4,1079.0,,,594.0,,-1558.0,,-1549.7,,-1566.0,-1616.0,,,,,-1763.6,,-1378.0,,-1779.2,,-1520.7,-1665.5,,-1611.1,-1251.4,-2293.8,-1277.0,,,,-1562.6,-1286.0,,,-1771.0,,,True,,False,False,,,,,False,,True,,False,,True,False,,False,True,False,True,,,,False,True,,,False,
17115,2114,1620.0,,1602.5,,1586.0,1581.0,,,,,1289.7,,736.0,,2618.9,,857.4,1860.5,,1644.2,1683.2,1046.6,2439.0,,,,998.4,,,,0.0,,-494.0,,-511.5,,-528.0,-533.0,,,,,-824.3,,-1378.0,,504.9,,-1256.6,-253.5,,-469.8,-430.8,-1067.4,325.0,,,,-1115.6,,,,-2114.0,,,False,,False,False,,,,,False,,False,,False,,False,True,,True,True,False,True,,,,False,,,,False,
17117,674,225.0,,212.1,,225.0,280.0,,,,,156.4,,251.0,,313.6,,197.6,252.0,,153.4,264.3,140.4,350.0,,,,,,,,257.0,,-449.0,,-461.9,,-449.0,-394.0,,,,,-517.6,,-423.0,,-360.4,,-476.4,-422.0,,-520.6,-409.7,-533.6,-324.0,,,,,,,,-417.0,,,False,,False,True,,,,,False,,True,,True,,False,True,,False,True,False,True,,,,,,,,True,
17119,3693,1197.0,,1170.4,,1180.0,1090.0,,,,,1648.7,,1410.0,,999.3,,1155.7,1141.5,,1165.5,1416.5,1324.8,1358.0,,,,920.4,1215.0,,,1191.0,,-2496.0,,-2522.6,,-2513.0,-2603.0,,,,,-2044.3,,-2283.0,,-2693.7,,-2537.3,-2551.5,,-2527.5,-2276.5,-2368.2,-2335.0,,,,-2772.6,-2478.0,,,-2502.0,,,False,,False,False,,,,,True,,True,,False,,False,False,,False,True,True,True,,,,False,True,,,False,
17121,771,504.0,,498.4,,400.0,594.0,,,,,328.8,,257.0,,427.2,,185.1,480.5,,347.6,399.7,215.8,759.0,,,,,,,,639.0,,-267.0,,-272.6,,-371.0,-177.0,,,,,-442.2,,-514.0,,-343.8,,-585.9,-290.5,,-423.4,-371.3,-555.2,-12.0,,,,,,,,-132.0,,,False,,False,True,,,,,False,,False,,False,,False,False,,False,False,False,True,,,,,,,,True,
17123,102,54.0,,54.7,,53.0,37.0,,,,,40.9,,71.0,,75.7,,27.0,,,31.9,63.6,31.1,89.0,,,,,,,,37.0,,-48.0,,-47.3,,-49.0,-65.0,,,,,-61.1,,-31.0,,-26.3,,-75.0,,,-70.1,-38.4,-70.9,-13.0,,,,,,,,-65.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,False,
17125,180,216.0,,223.8,,132.0,250.0,,,,,189.1,,78.0,,138.4,,49.3,,,159.5,94.3,65.6,316.0,,,,,,,,272.0,,36.0,,43.8,,-48.0,70.0,,,,,9.1,,-102.0,,-41.6,,-130.7,,,-20.5,-85.7,-114.4,136.0,,,,,,,,92.0,,,False,,False,False,,,,,True,,False,,False,,False,,,True,False,False,False,,,,,,,,False,
17127,149,48.0,,53.4,,38.0,38.0,,,,,56.1,,91.0,,59.8,,21.1,,,20.5,34.6,16.8,53.0,,,,,,,,47.0,,-101.0,,-95.6,,-111.0,-111.0,,,,,-92.9,,-58.0,,-89.2,,-127.9,,,-128.5,-114.4,-132.2,-96.0,,,,,,,,-102.0,,,True,,False,False,,,,,True,,True,,True,,False,,,False,False,False,True,,,,,,,,False,
17129,125,69.0,,72.1,,62.0,64.0,,,,,67.6,,49.0,,79.6,,26.4,,,20.4,68.9,29.7,124.0,,,,,,,,57.0,,-56.0,,-52.9,,-63.0,-61.0,,,,,-57.4,,-76.0,,-45.4,,-98.6,,,-104.6,-56.1,-95.3,-1.0,,,,,,,,-68.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,
17131,303,126.0,,125.1,,125.0,163.0,,,,,90.1,,91.0,,252.2,,51.4,,,76.5,147.2,65.2,241.0,,,,,,,,146.0,,-177.0,,-177.9,,-178.0,-140.0,,,,,-212.9,,-212.0,,-50.8,,-251.6,,,-226.5,-155.8,-237.8,-62.0,,,,,,,,-157.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,True,False,True,,,,,,,,True,
17133,616,204.0,,192.4,,202.0,219.0,,,,,105.9,,137.0,,209.1,,159.3,189.0,,139.2,229.4,195.6,228.0,,,,,,,,223.0,,-412.0,,-423.6,,-414.0,-397.0,,,,,-510.1,,-479.0,,-406.9,,-456.7,-427.0,,-476.8,-386.6,-420.4,-388.0,,,,,,,,-393.0,,,False,,False,True,,,,,False,,False,,True,,False,False,,False,True,False,True,,,,,,,,True,
17135,288,249.0,,250.0,,213.0,312.0,,,,,177.1,,212.0,,328.1,,125.0,,,93.4,189.3,147.9,360.0,,,,,,,,278.0,,-39.0,,-38.0,,-75.0,24.0,,,,,-110.9,,-76.0,,40.1,,-163.0,,,-194.6,-98.7,-140.1,72.0,,,,,,,,-10.0,,,True,,False,True,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,True,
17137,716,309.0,,315.1,,259.0,491.0,,,,,221.9,,215.0,,294.7,,111.4,184.5,,118.9,244.6,187.6,472.0,,,,,,,,1.0,,-407.0,,-400.9,,-457.0,-225.0,,,,,-494.1,,-501.0,,-421.3,,-604.6,-531.5,,-597.1,-471.4,-528.4,-244.0,,,,,,,,-715.0,,,True,,False,True,,,,,False,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,
17139,272,177.0,,176.1,,171.0,338.0,,,,,106.8,,114.0,,586.0,,50.6,,,78.2,151.9,162.6,352.0,,,,,,,,167.0,,-95.0,,-95.9,,-101.0,66.0,,,,,-165.2,,-158.0,,314.0,,-221.4,,,-193.8,-120.1,-109.4,80.0,,,,,,,,-105.0,,,False,,False,True,,,,,False,,False,,False,,False,,,False,False,False,True,,,,,,,,False,
17141,950,522.0,,528.7,,445.0,694.0,,,,,322.8,,405.0,,762.8,,419.2,500.5,,205.7,423.6,318.2,777.0,,,,418.2,,,,477.0,,-428.0,,-421.3,,-505.0,-256.0,,,,,-627.2,,-545.0,,-187.2,,-530.8,-449.5,,-744.3,-526.4,-631.8,-173.0,,,,-531.8,,,,-473.0,,,True,,False,True,,,,,False,,False,,True,,False,False,,False,False,False,True,,,,False,,,,False,
17143,2335,957.0,,931.2,,957.0,1056.0,,,,,705.8,,1296.0,,818.8,,843.1,909.0,,512.1,1105.1,839.3,1148.0,,,,756.2,1368.0,,,992.0,,-1378.0,,-1403.8,,-1378.0,-1279.0,,,,,-1629.2,,-1039.0,,-1516.2,,-1491.8,-1426.0,,-1822.9,-1229.9,-1495.7,-1187.0,,,,-1578.8,-967.0,,,-1343.0,,,False,,False,True,,,,,False,,True,,False,,False,False,,False,True,False,True,,,,False,True,,,True,
17145,306,87.0,,87.4,,87.0,39.0,,,,,72.6,,129.0,,115.9,,55.7,,,63.1,128.4,5.4,190.0,,,,,,,,83.0,,-219.0,,-218.6,,-219.0,-267.0,,,,,-233.4,,-177.0,,-190.1,,-250.3,,,-242.9,-177.6,-300.6,-116.0,,,,,,,,-223.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,False,
17147,332,138.0,,132.7,,129.0,178.0,,,,,58.0,,96.0,,260.3,,29.0,,,86.0,127.1,85.2,241.0,,,,,,,,163.0,,-194.0,,-199.3,,-203.0,-154.0,,,,,-274.0,,-236.0,,-71.7,,-303.0,,,-246.0,-204.9,-246.8,-91.0,,,,,,,,-169.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,True,
17149,449,285.0,,289.0,,285.0,452.0,,,,,142.9,,87.0,,539.5,,104.5,,,371.8,255.4,111.5,433.0,,,,,,,,320.0,,-164.0,,-160.0,,-164.0,3.0,,,,,-306.1,,-362.0,,90.5,,-344.5,,,-77.2,-193.6,-337.5,-16.0,,,,,,,,-129.0,,,True,,False,True,,,,,False,,False,,True,,False,,,True,False,False,True,,,,,,,,True,
17151,19,18.0,,19.8,,14.0,0.0,,,,,19.0,,20.0,,17.6,,8.9,,,0.9,10.9,,18.0,,,,,,,,17.0,,-1.0,,0.8,,-5.0,-19.0,,,,,-0.0,,1.0,,-1.4,,-10.1,,,-18.1,-8.1,,-1.0,,,,,,,,-2.0,,,True,,False,False,,,,,True,,False,,False,,False,,,False,False,,False,,,,,,,,False,
17153,76,36.0,,34.2,,28.0,21.0,,,,,27.4,,30.0,,33.5,,14.1,,,7.8,33.0,0.0,57.0,,,,,,,,23.0,,-40.0,,-41.8,,-48.0,-55.0,,,,,-48.6,,-46.0,,-42.5,,-61.9,,,-68.2,-43.0,-76.0,-19.0,,,,,,,,-53.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,True,,,,,,,,False,
17155,72,24.0,,25.2,,24.0,20.0,,,,,12.5,,38.0,,95.1,,18.1,,,4.9,26.7,,38.0,,,,,,,,41.0,,-48.0,,-46.8,,-48.0,-52.0,,,,,-59.5,,-34.0,,23.1,,-53.9,,,-67.1,-45.3,,-34.0,,,,,,,,-31.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,,True,,,,,,,,True,
17157,503,357.0,,358.3,,331.0,649.0,,,,,200.4,,260.0,,342.1,,169.6,293.0,,202.7,362.9,229.6,510.0,,,,276.2,,,,342.0,324.0,-146.0,,-144.7,,-172.0,146.0,,,,,-302.6,,-243.0,,-160.9,,-333.4,-210.0,,-300.3,-140.1,-273.4,7.0,,,,-226.8,,,,-161.0,-179.0,,True,,False,False,,,,,False,,False,,False,,False,False,,False,True,False,True,,,,False,,,,False,False
17159,165,72.0,,72.8,,70.0,113.0,,,,,46.1,,112.0,,111.1,,32.4,,,17.1,54.5,0.0,102.0,,,,,,,,35.0,,-93.0,,-92.2,,-95.0,-52.0,,,,,-118.9,,-53.0,,-53.9,,-132.6,,,-147.9,-110.5,-165.0,-63.0,,,,,,,,-130.0,,,True,,False,True,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,False,
17161,2687,1128.0,,1150.7,,1123.0,1908.0,,,,,912.7,,1237.0,,881.4,,867.2,1078.0,,1034.0,1222.2,572.1,1463.0,,,,811.0,1451.0,,,1291.0,,-1559.0,,-1536.3,,-1564.0,-779.0,,,,,-1774.3,,-1450.0,,-1805.6,,-1819.8,-1609.0,,-1653.0,-1464.8,-2114.9,-1224.0,,,,-1876.0,-1236.0,,,-1396.0,,,True,,False,True,,,,,False,,True,,False,,False,False,,False,True,False,True,,,,False,True,,,True,
17163,2434,1254.0,,1240.3,,1256.0,1865.0,,,,,1648.7,,1267.0,,930.6,,982.0,1279.5,,812.9,1322.2,1245.9,1313.0,,,,1299.7,1329.0,,,1189.0,,-1180.0,,-1193.7,,-1178.0,-569.0,,,,,-785.3,,-1167.0,,-1503.4,,-1452.0,-1154.5,,-1621.1,-1111.8,-1188.1,-1121.0,,,,-1134.3,-1105.0,,,-1245.0,,,False,,True,True,,,,,True,,True,,False,,False,True,,False,True,False,True,,,,True,True,,,False,
17165,317,228.0,,211.2,,190.0,236.0,,,,,150.6,,198.0,,229.5,,64.2,,,84.4,166.4,101.4,341.0,,,,,,,,154.0,,-89.0,,-105.8,,-127.0,-81.0,,,,,-166.4,,-119.0,,-87.5,,-252.8,,,-232.6,-150.6,-215.6,24.0,,,,,,,,-163.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,
17167,3477,1638.0,,1658.9,,1643.0,1764.0,,,,,1152.2,,1022.0,,1800.9,,1171.9,1800.5,,1565.3,1744.5,996.5,2418.0,,,,1079.5,2383.0,,,402.0,1399.2,-1839.0,,-1818.1,,-1834.0,-1713.0,,,,,-2324.8,,-2455.0,,-1676.1,,-2305.1,-1676.5,,-1911.7,-1732.5,-2480.5,-1059.0,,,,-2397.5,-1094.0,,,-3075.0,-2077.8,,True,,True,True,,,,,False,,False,,True,,False,True,,False,True,False,True,,,,False,True,,,False,False
17169,74,36.0,,33.3,,32.0,21.0,,,,,30.2,,49.0,,49.0,,11.1,,,3.5,32.8,,49.0,,,,,,,,30.0,,-38.0,,-40.7,,-42.0,-53.0,,,,,-43.8,,-25.0,,-25.0,,-62.9,,,-70.5,-41.2,,-25.0,,,,,,,,-44.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,,True,,,,,,,,False,
17171,75,42.0,,39.8,,35.0,1.0,,,,,10.5,,22.0,,80.7,,30.0,,,,36.1,24.6,40.0,,,,,,,,17.0,,-33.0,,-35.2,,-40.0,-74.0,,,,,-64.5,,-53.0,,5.7,,-45.0,,,,-38.9,-50.4,-35.0,,,,,,,,-58.0,,,False,,False,False,,,,,False,,False,,True,,False,,,,False,False,False,,,,,,,,False,
17173,383,264.0,,263.4,,244.0,243.0,,,,,179.8,,173.0,,338.0,,53.5,,,143.0,232.5,201.5,344.0,,,,,,,,271.0,,-119.0,,-119.6,,-139.0,-140.0,,,,,-203.2,,-210.0,,-45.0,,-329.4,,,-240.0,-150.5,-181.5,-39.0,,,,,,,,-112.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,True,
17175,72,21.0,,18.5,,24.0,38.0,,,,,16.5,,32.0,,70.2,,8.5,,,3.9,28.2,,51.0,,,,,,,,16.0,,-51.0,,-53.5,,-48.0,-34.0,,,,,-55.5,,-40.0,,-1.8,,-63.5,,,-68.1,-43.8,,-21.0,,,,,,,,-56.0,,,False,,True,True,,,,,False,,True,,True,,False,,,False,True,,True,,,,,,,,False,
17177,1012,600.0,,597.1,,599.0,805.0,,,,,454.9,,484.0,,608.3,,269.0,563.0,,627.8,620.7,223.1,835.0,,,,,,,,460.0,,-412.0,,-414.9,,-413.0,-207.0,,,,,-557.1,,-528.0,,-403.7,,-743.0,-449.0,,-384.2,-391.3,-788.9,-177.0,,,,,,,,-552.0,,,False,,False,True,,,,,False,,False,,True,,False,False,,True,True,False,True,,,,,,,,False,
17179,2017,660.0,,630.8,,688.0,547.0,,,,,559.4,,858.0,,819.4,,573.7,822.0,,629.0,847.9,623.3,1061.0,,,,614.8,812.0,,,825.0,,-1357.0,,-1386.2,,-1329.0,-1470.0,,,,,-1457.6,,-1159.0,,-1197.6,,-1443.3,-1195.0,,-1388.0,-1169.1,-1393.7,-956.0,,,,-1402.2,-1205.0,,,-1192.0,,,False,,True,False,,,,,False,,True,,True,,False,True,,False,True,False,True,,,,False,True,,,True,
17181,168,195.0,,176.3,,145.0,153.0,,,,,234.2,,99.0,,193.7,,101.2,,,84.1,155.8,0.1,274.0,,,,,,,,41.0,,27.0,,8.3,,-23.0,-15.0,,,,,66.2,,-69.0,,25.7,,-66.8,,,-83.9,-12.2,-167.9,106.0,,,,,,,,-127.0,,,True,,True,True,,,,,False,,False,,True,,False,,,False,True,False,False,,,,,,,,False,
17183,1131,654.0,,644.5,,644.0,450.0,,,,,436.3,,687.0,,939.2,,380.5,1052.5,,604.0,608.5,505.0,1023.0,,,,806.1,,,,0.0,,-477.0,,-486.5,,-487.0,-681.0,,,,,-694.7,,-444.0,,-191.8,,-750.5,-78.5,,-527.0,-522.5,-626.0,-108.0,,,,-324.9,,,,-1131.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,False,False,False,True,,,,True,,,,False,
17185,157,57.0,,56.5,,56.0,42.0,,,,,30.1,,97.0,,96.5,,18.7,,,30.0,73.1,0.0,119.0,,,,,,,,85.0,61.6,-100.0,,-100.5,,-101.0,-115.0,,,,,-126.9,,-60.0,,-60.5,,-138.3,,,-127.0,-83.9,-157.0,-38.0,,,,,,,,-72.0,-95.4,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,True,True
17187,325,150.0,,141.4,,124.0,12.0,,,,,92.2,,126.0,,204.4,,86.3,,,36.3,134.2,82.0,263.0,,,,,,,,137.0,,-175.0,,-183.6,,-201.0,-313.0,,,,,-232.8,,-199.0,,-120.6,,-238.7,,,-288.7,-190.8,-243.0,-62.0,,,,,,,,-188.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,
17189,185,90.0,,85.7,,80.0,61.0,,,,,51.5,,68.0,,104.6,,42.4,,,34.1,94.9,59.0,107.0,,,,,,,,70.0,73.2,-95.0,,-99.3,,-105.0,-124.0,,,,,-133.5,,-117.0,,-80.4,,-142.6,,,-150.9,-90.1,-126.0,-78.0,,,,,,,,-115.0,-111.8,,False,,False,False,,,,,False,,False,,True,,False,,,False,True,False,True,,,,,,,,False,False
17191,235,156.0,,161.6,,156.0,157.0,,,,,107.4,,136.0,,237.5,,39.0,,,67.5,117.3,134.8,222.0,,,,,,,,123.0,,-79.0,,-73.4,,-79.0,-78.0,,,,,-127.6,,-99.0,,2.5,,-196.0,,,-167.5,-117.7,-100.2,-13.0,,,,,,,,-112.0,,,True,,False,True,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,
17193,146,99.0,,96.7,,89.0,120.0,,,,,66.2,,89.0,,131.0,,60.2,,,71.9,86.7,60.0,186.0,,,,,,,,119.0,,-47.0,,-49.3,,-57.0,-26.0,,,,,-79.8,,-57.0,,-15.0,,-85.8,,,-74.1,-59.3,-86.0,40.0,,,,,,,,-27.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,True,
17195,1480,861.0,,810.6,,657.0,1178.0,,,,,634.8,,552.0,,816.7,,468.2,759.0,,528.4,696.6,295.5,1219.0,,,,567.9,,,,1081.0,607.9,-619.0,,-669.4,,-823.0,-302.0,,,,,-845.2,,-928.0,,-663.3,,-1011.8,-721.0,,-951.6,-783.4,-1184.5,-261.0,,,,-912.1,,,,-399.0,-872.1,,False,,False,True,,,,,False,,False,,False,,False,False,,False,False,False,True,,,,False,,,,True,False
17197,10913,5094.0,,5166.6,4723.3,4873.0,6254.0,,,,,6378.4,,4036.0,,4321.3,,6745.6,4918.5,,3509.3,5803.4,4353.8,6728.0,,,,3608.4,5378.0,,,5579.0,,-5819.0,,-5746.4,-6189.7,-6040.0,-4659.0,,,,,-4534.6,,-6877.0,,-6591.7,,-4167.4,-5994.5,,-7403.7,-5109.6,-6559.2,-4185.0,,,,-7304.6,-5535.0,,,-5334.0,,,True,False,False,True,,,,,True,,False,,False,,True,False,,False,True,False,True,,,,False,True,,,True,
17199,956,567.0,,545.6,,503.0,864.0,,,,,405.7,,454.0,,480.1,,271.5,476.0,,344.1,588.1,277.8,751.0,,,,529.8,,,,823.0,,-389.0,,-410.4,,-453.0,-92.0,,,,,-550.3,,-502.0,,-475.9,,-684.5,-480.0,,-611.9,-367.9,-678.2,-205.0,,,,-426.2,,,,-133.0,,,False,,False,True,,,,,False,,False,,False,,False,False,,False,True,False,True,,,,False,,,,True,
17201,5268,3837.0,,3836.9,3945.6,3544.0,3471.0,,,,,2281.6,,2911.0,,4314.9,,2286.1,4312.5,,2029.2,3558.7,2182.8,5141.0,,,,3383.2,3998.0,,,2776.0,,-1431.0,,-1431.1,-1322.4,-1724.0,-1797.0,,,,,-2986.4,,-2357.0,,-953.1,,-2981.9,-955.5,,-3238.8,-1709.3,-3085.2,-127.0,,,,-1884.8,-1270.0,,,-2492.0,,,False,True,False,False,,,,,False,,False,,True,,False,True,,False,False,False,True,,,,False,True,,,False,
17203,599,165.0,,162.5,,194.0,257.0,,,,,130.7,,240.0,,219.8,,95.4,171.0,,167.8,232.3,143.1,313.0,,,,,,,,1.0,,-434.0,,-436.5,,-405.0,-342.0,,,,,-468.3,,-359.0,,-379.2,,-503.6,-428.0,,-431.2,-366.7,-455.9,-286.0,,,,,,,,-598.0,,,False,,True,True,,,,,False,,True,,True,,False,True,,True,True,False,True,,,,,,,,False,
18001,724,183.0,,165.7,,202.0,208.0,,,,,80.0,,289.0,,377.8,,83.2,297.0,,156.1,221.5,156.3,360.0,,,,,,,,201.0,244.2,-541.0,,-558.3,,-522.0,-516.0,,,,,-644.0,,-435.0,,-346.2,,-640.9,-427.0,,-567.9,-502.5,-567.7,-364.0,,,,,,,,-523.0,-479.8,,False,,True,True,,,,,False,,True,,True,,False,True,,False,True,False,True,,,,,,,,True,True
18003,5354,2271.0,,2296.6,,2302.0,2280.0,,,,,3349.7,,2519.0,,1685.4,,2052.2,2413.0,,2315.6,2796.2,1917.7,2941.0,,,,1684.2,3898.0,,,2452.0,,-3083.0,,-3057.4,,-3052.0,-3074.0,,,,,-2004.3,,-2835.0,,-3668.6,,-3301.8,-2941.0,,-3038.4,-2557.8,-3436.3,-2413.0,,,,-3669.8,-1456.0,,,-2902.0,,,True,,True,True,,,,,True,,True,,False,,False,True,,True,True,False,True,,,,False,True,,,True,
18005,810,270.0,,262.4,,265.0,338.0,,,,,228.0,,460.0,,232.2,,241.9,320.0,,167.8,325.0,246.5,411.0,,,,197.4,,,,277.0,255.7,-540.0,,-547.6,,-545.0,-472.0,,,,,-582.0,,-350.0,,-577.8,,-568.1,-490.0,,-642.2,-485.0,-563.5,-399.0,,,,-612.6,,,,-533.0,-554.3,,False,,False,True,,,,,False,,True,,False,,False,True,,False,True,False,True,,,,False,,,,True,False
18007,112,12.0,,8.3,,22.0,22.0,,,,,5.6,,46.0,,75.4,,17.7,,,4.4,26.3,24.3,39.0,,,,,,,,54.0,,-100.0,,-103.7,,-90.0,-90.0,,,,,-106.4,,-66.0,,-36.6,,-94.3,,,-107.6,-85.7,-87.7,-73.0,,,,,,,,-58.0,,,False,,True,True,,,,,False,,True,,True,,True,,,False,True,True,True,,,,,,,,True,
18009,147,153.0,,149.8,,127.0,179.0,,,,,121.7,,95.0,,139.7,,32.0,,,87.2,128.4,70.9,216.0,,,,,,,,149.0,73.4,6.0,,2.8,,-20.0,32.0,,,,,-25.3,,-52.0,,-7.3,,-115.0,,,-59.8,-18.6,-76.1,69.0,,,,,,,,2.0,-73.6,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,True,False
18011,646,294.0,,291.6,,292.0,404.0,,,,,292.7,,408.0,,199.8,,253.3,298.5,,240.5,311.4,437.6,413.0,,,,218.7,,,,351.0,,-352.0,,-354.4,,-354.0,-242.0,,,,,-353.3,,-238.0,,-446.2,,-392.7,-347.5,,-405.5,-334.6,-208.4,-233.0,,,,-427.3,,,,-295.0,,,False,,False,True,,,,,False,,True,,False,,False,True,,False,True,True,True,,,,False,,,,True,
18013,96,57.0,,54.4,,54.0,67.0,,,,,54.6,,72.0,,45.4,,28.3,,,18.7,45.3,45.8,66.0,,,,,,,,70.0,44.0,-39.0,,-41.6,,-42.0,-29.0,,,,,-41.4,,-24.0,,-50.6,,-67.7,,,-77.3,-50.7,-50.2,-30.0,,,,,,,,-26.0,-52.0,,False,,False,True,,,,,False,,True,,False,,False,,,False,False,False,True,,,,,,,,True,False
18015,209,81.0,,68.1,,69.0,18.0,,,,,50.7,,138.0,,95.3,,55.3,,,52.5,95.0,32.3,121.0,,,,,,,,143.0,56.7,-128.0,,-140.9,,-140.0,-191.0,,,,,-158.3,,-71.0,,-113.7,,-153.7,,,-156.5,-114.0,-176.7,-88.0,,,,,,,,-66.0,-152.3,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,True,False
18017,432,216.0,,210.3,,193.0,0.0,,,,,125.8,,346.0,,197.7,,212.1,289.5,,161.1,266.2,65.0,211.0,,,,188.8,,,,21.0,363.4,-216.0,,-221.7,,-239.0,-432.0,,,,,-306.2,,-86.0,,-234.3,,-219.9,-142.5,,-270.9,-165.8,-367.0,-221.0,,,,-243.2,,,,-411.0,-68.6,,False,,False,False,,,,,False,,True,,False,,False,True,,False,True,False,False,,,,False,,,,False,True
18019,1143,648.0,,663.8,,652.0,621.0,,,,,548.2,,744.0,,678.7,,565.0,804.5,,436.3,656.0,621.0,877.0,,,,390.2,,,,740.0,,-495.0,,-479.2,,-491.0,-522.0,,,,,-594.8,,-399.0,,-464.3,,-578.0,-338.5,,-706.7,-487.0,-522.0,-266.0,,,,-752.8,,,,-403.0,,,True,,True,False,,,,,False,,True,,True,,False,True,,False,True,False,True,,,,False,,,,True,
