,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20011,156,270.0,527.0,,,,,146.0,,495.4,37.7,,37.3,94.3,,,,344.0,114.0,371.0,,,,,-10.0,,339.4,-118.3,,-118.7,-61.7,,,,188.0,False,,,,,True,,False,False,,False,True,,,,False
20013,283,135.0,119.0,,,,,66.0,,176.7,31.3,,4.0,24.0,,,,99.0,-148.0,-164.0,,,,,-217.0,,-106.3,-251.7,,-279.0,-259.0,,,,-184.0,False,,,,,False,,True,False,,False,False,,,,False
20015,1213,465.0,850.0,,,,,296.0,,525.8,225.1,,44.3,363.8,,,,695.0,-748.0,-363.0,,,,,-917.0,,-687.2,-987.9,,-1168.7,-849.2,,,,-518.0,True,,,,,False,,True,False,,False,False,,,,True
20017,37,25.0,0.0,,,,,17.0,,20.0,4.0,,3.3,,,,,39.0,-12.0,-37.0,,,,,-20.0,,-17.0,-33.0,,-33.7,,,,,2.0,False,,,,,False,,False,False,,False,,,,,True
20019,17,25.0,0.0,,,,,20.0,,62.6,4.3,,0.3,,,,,93.0,8.0,-17.0,,,,,3.0,,45.6,-12.7,,-16.7,,,,,76.0,False,,,,,True,,False,False,,False,,,,,False
20021,350,190.0,86.0,,,,,309.0,,146.6,65.2,,42.2,0.0,,,,60.0,-160.0,-264.0,,,,,-41.0,,-203.4,-284.8,,-307.8,-350.0,,,,-290.0,False,,,,,True,,False,False,,False,False,,,,False
20023,93,45.0,0.0,,,,,22.0,,64.6,12.2,,3.4,,,,,19.0,-48.0,-93.0,,,,,-71.0,,-28.4,-80.8,,-89.6,,,,,-74.0,False,,,,,False,,True,False,,False,,,,,False
20025,31,10.0,0.0,,,,,21.0,,13.8,0.8,,2.3,,,,,39.0,-21.0,-31.0,,,,,-10.0,,-17.2,-30.2,,-28.7,,,,,8.0,False,,,,,True,,True,False,,False,,,,,True
20027,219,0.0,0.0,,,,,61.0,,1.9,15.9,,4.0,,,,,49.0,-219.0,-219.0,,,,,-158.0,,-217.1,-203.1,,-215.0,,,,,-170.0,False,,,,,True,,True,True,,True,,,,,True
20029,306,65.0,0.0,,,,,86.0,,73.9,15.4,,5.9,,,,,245.0,-241.0,-306.0,,,,,-220.0,,-232.1,-290.6,,-300.1,,,,,-61.0,False,,,,,True,,True,False,,False,,,,,True
20031,107,35.0,31.0,,,,,37.0,,51.4,15.7,,0.3,46.0,,,,112.0,-72.0,-76.0,,,,,-70.0,,-55.6,-91.3,,-106.7,-61.0,,,,5.0,False,,,,,True,,True,False,,False,True,,,,True
20033,11,10.0,0.0,,,,,39.0,,18.5,0.5,,0.4,,,,,39.0,-1.0,-11.0,,,,,28.0,,7.5,-10.5,,-10.6,,,,,28.0,False,,,,,False,,False,False,,False,,,,,False
20035,553,130.0,117.0,,,,,219.0,,142.3,141.4,,22.8,217.7,,,,87.0,-423.0,-436.0,,,,,-334.0,,-410.7,-411.6,,-530.2,-335.3,,,,-466.0,False,,,,,True,,True,True,,False,True,,,,False
20037,659,0.0,63.0,,,,,428.0,,20.6,151.4,,0.2,0.0,,39.1,,163.0,-659.0,-596.0,,,,,-231.0,,-638.4,-507.6,,-658.8,-659.0,,-619.9,,-496.0,True,,,,,True,,True,True,,True,True,,True,,True
20039,142,55.0,0.0,,,,,19.0,,72.1,5.0,,,,,,,41.0,-87.0,-142.0,,,,,-123.0,,-69.9,-137.0,,,,,,,-101.0,False,,,,,False,,True,False,,,,,,,False
20041,324,100.0,184.0,,,,,101.0,,130.5,54.9,,13.1,91.4,,,,63.0,-224.0,-140.0,,,,,-223.0,,-193.5,-269.1,,-310.9,-232.6,,,,-261.0,True,,,,,True,,True,False,,False,False,,,,False
20043,181,90.0,64.0,,,,,39.0,,90.6,21.2,,0.2,33.6,,,,103.0,-91.0,-117.0,,,,,-142.0,,-90.4,-159.8,,-180.8,-147.4,,,,-78.0,False,,,,,False,,True,False,,False,False,,,,True
20045,1148,810.0,453.0,,,,,704.0,,819.4,430.1,,368.4,0.0,,407.2,,677.0,-338.0,-695.0,,,,,-444.0,,-328.6,-717.9,,-779.6,-1148.0,,-740.8,,-471.0,False,,,,,False,,True,False,,False,False,,False,,False
20047,59,15.0,0.0,,,,,31.0,,15.8,4.8,,2.1,,,,,7.0,-44.0,-59.0,,,,,-28.0,,-43.2,-54.2,,-56.9,,,,,-52.0,False,,,,,True,,True,False,,False,,,,,False
20049,16,60.0,5.0,,,,,15.0,,1087.3,7.8,,,,,,,139.0,44.0,-11.0,,,,,-1.0,,1071.3,-8.2,,,,,,,123.0,True,,,,,True,,False,True,,,,,,,False
20051,638,450.0,364.0,,,,,403.0,,496.0,136.6,,137.1,0.0,,914.9,,323.0,-188.0,-274.0,,,,,-235.0,,-142.0,-501.4,,-500.9,-638.0,,276.9,,-315.0,False,,,,,False,,True,False,,False,False,,False,,False
20053,354,310.0,118.0,,,,,48.0,,605.9,3.6,,66.1,0.0,,,,202.0,-44.0,-236.0,,,,,-306.0,,251.9,-350.4,,-287.9,-354.0,,,,-152.0,False,,,,,False,,False,False,,False,False,,,,False
20055,1461,765.0,1185.0,,,,,543.0,,718.9,29.5,,235.7,48.0,,301.2,,0.0,-696.0,-276.0,,,,,-918.0,,-742.1,-1431.5,,-1225.3,-1413.0,,-1159.8,,-1461.0,True,,,,,False,,False,False,,False,False,,False,,False
20057,1034,620.0,688.0,,,,,723.0,,501.4,323.9,,106.1,39.7,,261.8,,0.0,-414.0,-346.0,,,,,-311.0,,-532.6,-710.1,,-927.9,-994.3,,-772.2,,-1034.0,True,,,,,True,,False,False,,False,False,,False,,False
20059,380,150.0,332.0,,,,,124.0,,200.3,48.2,,25.6,90.4,,,,185.0,-230.0,-48.0,,,,,-256.0,,-179.7,-331.8,,-354.4,-289.6,,,,-195.0,True,,,,,False,,True,False,,False,False,,,,True
20061,233,125.0,111.0,,,,,185.0,,138.6,96.2,,72.3,0.0,,,,114.0,-108.0,-122.0,,,,,-48.0,,-94.4,-136.8,,-160.7,-233.0,,,,-119.0,False,,,,,True,,True,False,,False,False,,,,False
20063,117,225.0,0.0,,,,,22.0,,411.5,12.0,,20.4,73.7,,,,27.0,108.0,-117.0,,,,,-95.0,,294.5,-105.0,,-96.6,-43.3,,,,-90.0,False,,,,,True,,False,True,,True,True,,,,True
20065,54,30.0,0.0,,,,,18.0,,47.1,2.6,,,,,,,35.0,-24.0,-54.0,,,,,-36.0,,-6.9,-51.4,,,,,,,-19.0,False,,,,,False,,True,False,,,,,,,True
20067,260,125.0,132.0,,,,,78.0,,140.6,31.8,,25.4,0.0,,,,39.0,-135.0,-128.0,,,,,-182.0,,-119.4,-228.2,,-234.6,-260.0,,,,-221.0,True,,,,,False,,True,False,,False,False,,,,False
20069,153,60.0,0.0,,,,,54.0,,52.1,19.3,,0.0,0.0,,,,36.0,-93.0,-153.0,,,,,-99.0,,-100.9,-133.7,,-153.0,-153.0,,,,-117.0,False,,,,,False,,False,False,,False,False,,,,False
20071,45,70.0,1.0,,,,,14.0,,119.2,1.9,,,,,,,51.0,25.0,-44.0,,,,,-31.0,,74.2,-43.1,,,,,,,6.0,False,,,,,False,,False,False,,,,,,,True
20073,103,45.0,8.0,,,,,39.0,,62.8,5.8,,2.0,,,,,102.0,-58.0,-95.0,,,,,-64.0,,-40.2,-97.2,,-101.0,,,,,-1.0,False,,,,,False,,True,False,,False,,,,,True
20075,38,15.0,0.0,,,,,21.0,,14.0,0.7,,1.6,,,,,35.0,-23.0,-38.0,,,,,-17.0,,-24.0,-37.3,,-36.4,,,,,-3.0,False,,,,,True,,False,False,,False,,,,,True
20077,104,0.0,0.0,,,,,48.0,,0.5,4.1,,16.0,0.0,,,,0.0,-104.0,-104.0,,,,,-56.0,,-103.5,-99.9,,-88.0,-104.0,,,,-104.0,False,,,,,True,,True,True,,True,False,,,,False
20079,847,165.0,250.0,,,,,163.0,,198.6,81.3,,26.1,183.6,,,,389.0,-682.0,-597.0,,,,,-684.0,,-648.4,-765.7,,-820.9,-663.4,,,,-458.0,True,,,,,False,,True,False,,False,True,,,,True
20081,66,0.0,0.0,,,,,54.0,,1.9,8.7,,1.3,0.0,,,,0.0,-66.0,-66.0,,,,,-12.0,,-64.1,-57.3,,-64.7,-66.0,,,,-66.0,False,,,,,True,,True,True,,True,False,,,,False
20083,75,20.0,0.0,,,,,14.0,,27.6,0.8,,0.5,,,,,19.0,-55.0,-75.0,,,,,-61.0,,-47.4,-74.2,,-74.5,,,,,-56.0,False,,,,,False,,True,False,,False,,,,,False
20085,214,75.0,39.0,,,,,56.0,,76.2,30.9,,13.2,51.0,,,,131.0,-139.0,-175.0,,,,,-158.0,,-137.8,-183.1,,-200.8,-163.0,,,,-83.0,False,,,,,False,,True,False,,False,False,,,,True
20087,254,95.0,76.0,,,,,64.0,,114.0,62.2,,0.8,82.3,,,,96.0,-159.0,-178.0,,,,,-190.0,,-140.0,-191.8,,-253.2,-171.7,,,,-158.0,False,,,,,False,,True,False,,False,False,,,,True
20089,19,10.0,0.0,,,,,26.0,,9.6,2.8,,0.3,,,,,9.0,-9.0,-19.0,,,,,7.0,,-9.4,-16.2,,-18.7,,,,,-10.0,False,,,,,True,,False,False,,False,,,,,False
20091,8326,3200.0,3775.0,,,,,2462.0,,2744.7,3188.8,,2790.6,984.1,,1659.9,,2315.0,-5126.0,-4551.0,,,,,-5864.0,,-5581.3,-5137.2,,-5535.4,-7341.9,,-6666.1,,-6011.0,True,,,,,False,,False,False,,False,False,,False,,False
20093,110,40.0,1.0,,,,,35.0,,37.8,8.7,,0.4,0.0,,,,24.0,-70.0,-109.0,,,,,-75.0,,-72.2,-101.3,,-109.6,-110.0,,,,-86.0,False,,,,,False,,False,False,,False,False,,,,False
20095,121,25.0,3.0,,,,,41.0,,28.0,31.4,,,26.1,,,,11.0,-96.0,-118.0,,,,,-80.0,,-93.0,-89.6,,,-94.9,,,,-110.0,False,,,,,True,,True,True,,,True,,,,False
20097,63,45.0,0.0,,,,,16.0,,40.6,2.9,,1.1,,,,,46.0,-18.0,-63.0,,,,,-47.0,,-22.4,-60.1,,-61.9,,,,,-17.0,False,,,,,False,,False,False,,False,,,,,True
20099,337,125.0,72.0,,,,,183.0,,152.6,42.3,,14.0,102.0,,,,232.0,-212.0,-265.0,,,,,-154.0,,-184.4,-294.7,,-323.0,-235.0,,,,-105.0,False,,,,,True,,True,False,,False,False,,,,True
20101,33,0.0,0.0,,,,,37.0,,2.1,0.4,,0.3,,,,,3.0,-33.0,-33.0,,,,,4.0,,-30.9,-32.6,,-32.7,,,,,-30.0,False,,,,,True,,True,True,,True,,,,,True
20103,709,495.0,,,,,,489.0,,487.0,497.0,,169.6,89.3,,321.7,,333.0,-214.0,,,,,,-220.0,,-222.0,-212.0,,-539.4,-619.7,,-387.3,,-376.0,,,,,,False,,False,True,,False,False,,False,,False
20105,18,10.0,0.0,,,,,20.0,,12.5,2.2,,,,,,,19.0,-8.0,-18.0,,,,,2.0,,-5.5,-15.8,,,,,,,1.0,False,,,,,True,,True,False,,,,,,,True
20107,106,30.0,30.0,,,,,47.0,,33.5,15.0,,7.2,,,,,33.0,-76.0,-76.0,,,,,-59.0,,-72.5,-91.0,,-98.8,,,,,-73.0,False,,,,,True,,True,False,,False,,,,,True
20109,130,110.0,4.0,,,,,17.0,,364.3,8.3,,,,,,,76.0,-20.0,-126.0,,,,,-113.0,,234.3,-121.7,,,,,,,-54.0,False,,,,,False,,False,False,,,,,,,False
20111,632,190.0,140.0,,,,,241.0,,182.2,105.8,,32.0,0.0,,155.6,,133.0,-442.0,-492.0,,,,,-391.0,,-449.8,-526.2,,-600.0,-632.0,,-476.4,,-499.0,False,,,,,True,,False,False,,False,False,,False,,False
20113,554,150.0,91.0,,,,,169.0,,183.9,42.2,,25.5,320.6,,,,382.0,-404.0,-463.0,,,,,-385.0,,-370.1,-511.8,,-528.5,-233.4,,,,-172.0,False,,,,,True,,True,False,,False,True,,,,True
20115,195,75.0,73.0,,,,,54.0,,90.5,17.2,,3.2,,,,,239.0,-120.0,-122.0,,,,,-141.0,,-104.5,-177.8,,-191.8,,,,,44.0,False,,,,,False,,True,False,,False,,,,,True
20117,208,70.0,51.0,,,,,54.0,,202.0,15.8,,,,,,,230.0,-138.0,-157.0,,,,,-154.0,,-6.0,-192.2,,,,,,,22.0,False,,,,,False,,True,False,,,,,,,True
20119,76,50.0,0.0,,,,,29.0,,51.4,15.4,,2.3,0.0,,,,22.0,-26.0,-76.0,,,,,-47.0,,-24.6,-60.6,,-73.7,-76.0,,,,-54.0,False,,,,,False,,True,False,,False,False,,,,False
20121,295,130.0,84.0,,,,,190.0,,155.8,133.3,,2.9,170.0,,,,83.0,-165.0,-211.0,,,,,-105.0,,-139.2,-161.7,,-292.1,-125.0,,,,-212.0,False,,,,,True,,True,True,,False,True,,,,False
20123,57,45.0,21.0,,,,,52.0,,42.7,6.8,,1.9,,,,,185.0,-12.0,-36.0,,,,,-5.0,,-14.3,-50.2,,-55.1,,,,,128.0,False,,,,,True,,False,False,,False,,,,,False
20125,322,555.0,511.0,,,,,256.0,,291.2,107.5,,14.1,36.9,,,,138.0,233.0,189.0,,,,,-66.0,,-30.8,-214.5,,-307.9,-285.1,,,,-184.0,True,,,,,True,,True,True,,False,False,,,,True
20127,76,20.0,0.0,,,,,26.0,,25.5,6.1,,1.1,,,,,23.0,-56.0,-76.0,,,,,-50.0,,-50.5,-69.9,,-74.9,,,,,-53.0,False,,,,,True,,True,False,,False,,,,,True
20129,75,50.0,0.0,,,,,26.0,,81.6,1.1,,0.6,,,,,91.0,-25.0,-75.0,,,,,-49.0,,6.6,-73.9,,-74.4,,,,,16.0,False,,,,,False,,True,False,,False,,,,,True
20131,525,170.0,234.0,,,,,69.0,,324.8,18.5,,5.0,9.1,,,,184.0,-355.0,-291.0,,,,,-456.0,,-200.2,-506.5,,-520.0,-515.9,,,,-341.0,True,,,,,False,,True,False,,False,False,,,,True
20133,297,20.0,5.0,,,,,138.0,,36.4,32.2,,0.3,25.0,,,,12.0,-277.0,-292.0,,,,,-159.0,,-260.6,-264.8,,-296.7,-272.0,,,,-285.0,False,,,,,True,,True,True,,False,True,,,,False
20135,84,0.0,0.0,,,,,21.0,,2.6,5.5,,0.0,0.0,,,,0.0,-84.0,-84.0,,,,,-63.0,,-81.4,-78.5,,-84.0,-84.0,,,,-84.0,False,,,,,True,,True,True,,True,True,,,,False
20137,814,535.0,229.0,,,,,45.0,,1516.7,2.7,,993.2,36.1,,,,176.0,-279.0,-585.0,,,,,-769.0,,702.7,-811.3,,179.2,-777.9,,,,-638.0,False,,,,,False,,False,False,,True,False,,,,False
20139,182,45.0,35.0,,,,,48.0,,67.5,36.7,,3.4,85.0,,,,36.0,-137.0,-147.0,,,,,-134.0,,-114.5,-145.3,,-178.6,-97.0,,,,-146.0,False,,,,,True,,True,False,,False,True,,,,False
20141,32,20.0,0.0,,,,,33.0,,36.5,3.1,,0.2,,,,,46.0,-12.0,-32.0,,,,,1.0,,4.5,-28.9,,-31.8,,,,,14.0,False,,,,,True,,True,False,,False,,,,,False
20143,67,160.0,121.0,,,,,39.0,,266.7,8.9,,4.3,,,,,223.0,93.0,54.0,,,,,-28.0,,199.7,-58.1,,-62.7,,,,,156.0,True,,,,,True,,False,True,,True,,,,,False
20145,94,0.0,18.0,,,,,83.0,,0.8,16.4,,,0.0,,,,0.0,-94.0,-76.0,,,,,-11.0,,-93.2,-77.6,,,-94.0,,,,-94.0,True,,,,,True,,True,True,,,True,,,,False
20147,166,60.0,0.0,,,,,52.0,,79.0,1.4,,13.9,0.0,,,,14.0,-106.0,-166.0,,,,,-114.0,,-87.0,-164.6,,-152.1,-166.0,,,,-152.0,False,,,,,False,,True,False,,False,False,,,,False
20149,218,65.0,101.0,,,,,157.0,,109.4,84.6,,0.9,154.7,,,,120.0,-153.0,-117.0,,,,,-61.0,,-108.6,-133.4,,-217.1,-63.3,,,,-98.0,True,,,,,True,,True,True,,False,True,,,,True
20151,279,50.0,23.0,,,,,81.0,,53.2,11.6,,9.1,,,,,40.0,-229.0,-256.0,,,,,-198.0,,-225.8,-267.4,,-269.9,,,,,-239.0,False,,,,,True,,True,False,,False,,,,,False
20153,84,85.0,4.0,,,,,17.0,,216.3,53.1,,,,,,,49.0,1.0,-80.0,,,,,-67.0,,132.3,-30.9,,,,,,,-35.0,False,,,,,False,,False,False,,,,,,,False
20155,1987,1370.0,3631.0,,,,,633.0,,1497.7,284.0,,939.2,0.0,,1523.6,,1274.0,-617.0,1644.0,,,,,-1354.0,,-489.3,-1703.0,,-1047.8,-1987.0,,-463.4,,-713.0,False,,,,,False,,True,False,,False,False,,True,,False
20157,104,35.0,1.0,,,,,41.0,,41.5,7.0,,3.3,,,,,38.0,-69.0,-103.0,,,,,-63.0,,-62.5,-97.0,,-100.7,,,,,-66.0,False,,,,,True,,True,False,,False,,,,,True
20159,147,70.0,61.0,,,,,69.0,,57.5,20.4,,3.9,,,,,28.0,-77.0,-86.0,,,,,-78.0,,-89.5,-126.6,,-143.1,,,,,-119.0,False,,,,,False,,False,False,,False,,,,,False
20161,850,440.0,184.0,,,,,585.0,,387.9,110.5,,11.7,0.0,,1491.9,,79.0,-410.0,-666.0,,,,,-265.0,,-462.1,-739.5,,-838.3,-850.0,,641.9,,-771.0,False,,,,,True,,False,False,,False,False,,False,,False
20163,93,70.0,35.0,,,,,53.0,,85.3,10.4,,2.5,0.0,,,,49.0,-23.0,-58.0,,,,,-40.0,,-7.7,-82.6,,-90.5,-93.0,,,,-44.0,False,,,,,False,,True,False,,False,False,,,,False
20165,59,0.0,0.0,,,,,20.0,,1.4,13.8,,,,,,,13.0,-59.0,-59.0,,,,,-39.0,,-57.6,-45.2,,,,,,,-46.0,False,,,,,True,,True,True,,,,,,,True
20167,198,145.0,30.0,,,,,62.0,,146.4,37.8,,,45.1,,,,116.0,-53.0,-168.0,,,,,-136.0,,-51.6,-160.2,,,-152.9,,,,-82.0,False,,,,,False,,True,False,,,False,,,,False
20169,721,480.0,469.0,,,,,371.0,,478.3,229.4,,63.1,345.6,,,,334.0,-241.0,-252.0,,,,,-350.0,,-242.7,-491.6,,-657.9,-375.4,,,,-387.0,False,,,,,False,,False,False,,False,False,,,,False
20171,131,65.0,0.0,,,,,38.0,,81.5,12.8,,13.3,0.0,,,,93.0,-66.0,-131.0,,,,,-93.0,,-49.5,-118.2,,-117.7,-131.0,,,,-38.0,False,,,,,False,,True,False,,False,False,,,,True
20173,9665,2150.0,2179.0,,,,,2335.0,,1962.7,3105.5,,2391.7,572.1,,1219.5,,1917.0,-7515.0,-7486.0,,,,,-7330.0,,-7702.3,-6559.5,,-7273.3,-9092.9,,-8445.5,,-7748.0,True,,,,,True,,False,True,,True,False,,False,,False
20175,629,415.0,274.0,,,,,454.0,,249.6,202.3,,147.1,19.7,,142.5,,0.0,-214.0,-355.0,,,,,-175.0,,-379.4,-426.7,,-481.9,-609.3,,-486.5,,-629.0,False,,,,,True,,False,False,,False,False,,False,,False
20177,2315,675.0,522.0,,,,,974.0,,687.6,578.0,,131.5,419.6,,385.7,,772.0,-1640.0,-1793.0,,,,,-1341.0,,-1627.4,-1737.0,,-2183.5,-1895.4,,-1929.3,,-1543.0,False,,,,,True,,True,False,,False,False,,False,,True
20179,205,130.0,3.0,,,,,18.0,,368.2,1.2,,2.1,,,,,73.0,-75.0,-202.0,,,,,-187.0,,163.2,-203.8,,-202.9,,,,,-132.0,False,,,,,False,,False,False,,False,,,,,False
20181,236,330.0,77.0,,,,,27.0,,675.2,7.7,,391.6,5.0,,,,231.0,94.0,-159.0,,,,,-209.0,,439.2,-228.3,,155.6,-231.0,,,,-5.0,False,,,,,False,,False,False,,False,False,,,,True
20183,59,15.0,0.0,,,,,35.0,,42.6,2.6,,0.2,,,,,53.0,-44.0,-59.0,,,,,-24.0,,-16.4,-56.4,,-58.8,,,,,-6.0,False,,,,,True,,True,False,,False,,,,,True
20185,82,15.0,0.0,,,,,40.0,,20.1,17.1,,5.6,,,,,16.0,-67.0,-82.0,,,,,-42.0,,-61.9,-64.9,,-76.4,,,,,-66.0,False,,,,,True,,True,True,,False,,,,,True
20187,43,0.0,0.0,,,,,26.0,,0.6,3.3,,1.4,,,,,0.0,-43.0,-43.0,,,,,-17.0,,-42.4,-39.7,,-41.6,,,,,-43.0,False,,,,,True,,True,True,,True,,,,,False
20189,148,85.0,37.0,,,,,63.0,,103.1,21.1,,15.4,0.0,,,,50.0,-63.0,-111.0,,,,,-85.0,,-44.9,-126.9,,-132.6,-148.0,,,,-98.0,False,,,,,False,,True,False,,False,False,,,,False
20191,309,50.0,52.0,,,,,133.0,,69.5,66.3,,6.1,125.2,,,,36.0,-259.0,-257.0,,,,,-176.0,,-239.5,-242.7,,-302.9,-183.8,,,,-273.0,True,,,,,True,,True,True,,False,True,,,,False
20193,310,130.0,77.0,,,,,60.0,,151.4,9.9,,,0.0,,,,0.0,-180.0,-233.0,,,,,-250.0,,-158.6,-300.1,,,-310.0,,,,-310.0,False,,,,,False,,True,False,,,False,,,,False
20195,85,25.0,0.0,,,,,20.0,,26.6,6.8,,2.8,,,,,13.0,-60.0,-85.0,,,,,-65.0,,-58.4,-78.2,,-82.2,,,,,-72.0,False,,,,,False,,True,False,,False,,,,,False
20197,131,10.0,0.0,,,,,22.0,,11.1,12.6,,2.5,,,,,9.0,-121.0,-131.0,,,,,-109.0,,-119.9,-118.4,,-128.5,,,,,-122.0,False,,,,,True,,True,True,,False,,,,,False
20199,96,0.0,0.0,,,,,15.0,,2.6,3.5,,,,,,,1.0,-96.0,-96.0,,,,,-81.0,,-93.4,-92.5,,,,,,,-95.0,False,,,,,True,,True,True,,,,,,,True
20201,181,20.0,0.0,,,,,33.0,,25.8,10.3,,,,,,,34.0,-161.0,-181.0,,,,,-148.0,,-155.2,-170.7,,,,,,,-147.0,False,,,,,True,,True,False,,,,,,,True
20203,82,5.0,0.0,,,,,20.0,,5.6,1.5,,,,,,,9.0,-77.0,-82.0,,,,,-62.0,,-76.4,-80.5,,,,,,,-73.0,False,,,,,True,,True,False,,,,,,,True
20205,122,75.0,0.0,,,,,48.0,,97.7,20.1,,4.9,,,,,176.0,-47.0,-122.0,,,,,-74.0,,-24.3,-101.9,,-117.1,,,,,54.0,False,,,,,False,,True,False,,False,,,,,False
20207,26,35.0,,,,,,24.0,,82.9,1.3,,0.7,,,,,70.0,9.0,,,,,,-2.0,,56.9,-24.7,,-25.3,,,,,44.0,,,,,,True,,False,False,,False,,,,,False
20209,2096,1695.0,1926.0,,,,,1178.0,,1248.0,637.1,,567.1,16.6,,911.0,,2489.0,-401.0,-170.0,,,,,-918.0,,-848.0,-1458.9,,-1528.9,-2079.4,,-1185.0,,393.0,True,,,,,False,,False,False,,False,False,,False,,True
21001,207,225.0,115.0,,,,,168.0,,186.5,68.2,,197.7,52.4,,,,341.0,18.0,-92.0,,,,,-39.0,,-20.5,-138.8,,-9.3,-154.6,,,,134.0,False,,,,,False,,False,False,,True,False,,,,False
21003,188,230.0,388.0,,,,,170.0,,210.7,142.6,,38.2,58.7,,,,161.0,42.0,200.0,,,,,-18.0,,22.7,-45.4,,-149.8,-129.3,,,,-27.0,False,,,,,True,,True,False,,False,False,,,,True
21005,180,65.0,80.0,,,,,60.0,,87.5,64.8,,16.7,165.2,,,,74.0,-115.0,-100.0,,,,,-120.0,,-92.5,-115.2,,-163.3,-14.8,,,,-106.0,True,,,,,False,,True,False,,False,True,,,,True
21007,55,10.0,0.0,,,,,39.0,,9.8,12.9,,3.4,,,,,5.0,-45.0,-55.0,,,,,-16.0,,-45.2,-42.1,,-51.6,,,,,-50.0,False,,,,,True,,False,True,,False,,,,,False
21009,780,185.0,34.0,,,,,338.0,,172.9,206.0,,54.5,169.6,,,,97.0,-595.0,-746.0,,,,,-442.0,,-607.1,-574.0,,-725.5,-610.4,,,,-683.0,False,,,,,True,,False,True,,False,False,,,,False
21011,102,10.0,1.0,,,,,90.0,,12.5,26.0,,8.1,,,,,15.0,-92.0,-101.0,,,,,-12.0,,-89.5,-76.0,,-93.9,,,,,-87.0,False,,,,,True,,True,True,,False,,,,,True
21013,499,140.0,137.0,,,,,279.0,,98.2,119.7,,114.2,1.0,,,,102.0,-359.0,-362.0,,,,,-220.0,,-400.8,-379.3,,-384.8,-498.0,,,,-397.0,False,,,,,True,,False,False,,False,False,,,,False
21015,1474,505.0,658.0,,,,,661.0,,387.4,584.1,,218.8,565.5,,518.2,,617.0,-969.0,-816.0,,,,,-813.0,,-1086.6,-889.9,,-1255.2,-908.5,,-955.8,,-857.0,True,,,,,True,,False,True,,False,True,,True,,True
21017,192,135.0,147.0,,,,,150.0,,133.5,63.0,,71.7,100.8,,,,91.0,-57.0,-45.0,,,,,-42.0,,-58.5,-129.0,,-120.3,-91.2,,,,-101.0,True,,,,,True,,False,False,,False,False,,,,False
21019,454,240.0,268.0,,,,,233.0,,255.2,158.0,,59.4,199.8,,,,173.0,-214.0,-186.0,,,,,-221.0,,-198.8,-296.0,,-394.6,-254.2,,,,-281.0,True,,,,,False,,True,False,,False,False,,,,False
21021,318,205.0,279.0,,,,,171.0,,191.7,89.4,,86.4,279.2,,,,217.0,-113.0,-39.0,,,,,-147.0,,-126.3,-228.6,,-231.6,-38.8,,,,-101.0,True,,,,,False,,False,False,,False,True,,,,True
21023,62,0.0,0.0,,,,,50.0,,1.9,5.3,,2.7,,,,,5.0,-62.0,-62.0,,,,,-12.0,,-60.1,-56.7,,-59.3,,,,,-57.0,False,,,,,True,,True,True,,True,,,,,True
21025,124,25.0,16.0,,,,,77.0,,22.0,35.7,,1.5,20.4,,,,28.0,-99.0,-108.0,,,,,-47.0,,-102.0,-88.3,,-122.5,-103.6,,,,-96.0,False,,,,,True,,False,True,,False,False,,,,True
21027,187,30.0,35.0,,,,,75.0,,43.1,47.8,,7.1,81.5,,,,46.0,-157.0,-152.0,,,,,-112.0,,-143.9,-139.2,,-179.9,-105.5,,,,-141.0,True,,,,,True,,True,True,,False,True,,,,True
21029,1108,490.0,658.0,,,,,330.0,,430.2,380.2,,423.6,253.6,,,,728.0,-618.0,-450.0,,,,,-778.0,,-677.8,-727.8,,-684.4,-854.4,,,,-380.0,True,,,,,False,,False,False,,False,False,,,,True
