,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01079,278,284.0,,281.7,,252.0,357.0,,,,,353.0,,183.0,,303.0,56.7,,179.4,252.5,74.0,,,,,,,,49.0,215.3,6.0,,3.7,,-26.0,79.0,,,,,75.0,,-95.0,,25.0,-221.3,,-98.6,-25.5,-204.0,,,,,,,,-229.0,-62.7,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
01081,773,560.0,,393.6,,379.0,304.0,,,,,1852.3,,479.0,,389.2,384.4,,321.0,599.3,4.3,,,,,445.5,164.0,,336.0,715.2,-213.0,,-379.4,,-394.0,-469.0,,,,,1079.3,,-294.0,,-383.8,-388.6,,-452.0,-173.7,-768.7,,,,,-327.5,-609.0,,-437.0,-57.8,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,True
01083,915,720.0,,669.6,,656.0,877.0,,,,,950.0,,486.0,,934.1,147.8,,608.4,740.0,457.9,,,,,288.7,,,563.0,489.9,-195.0,,-245.4,,-259.0,-38.0,,,,,35.0,,-429.0,,19.1,-767.2,,-306.6,-175.0,-457.1,,,,,-626.3,,,-352.0,-425.1,,False,,False,True,,,,,True,,False,,True,False,,False,True,False,,,,,False,,,False,False
01085,60,68.0,,45.5,,22.0,0.0,,,,,75.0,,22.0,,47.0,22.2,,14.5,74.2,0.1,,,,,,,,0.0,75.6,8.0,,-14.5,,-38.0,-60.0,,,,,15.0,,-38.0,,-13.0,-37.8,,-45.5,14.2,-59.9,,,,,,,,-60.0,15.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
01087,123,60.0,,39.0,,33.0,28.0,,,,,70.0,,33.0,,71.4,24.3,,7.2,70.4,0.0,,,,,,,,52.0,77.4,-63.0,,-84.0,,-90.0,-95.0,,,,,-53.0,,-90.0,,-51.6,-98.7,,-115.8,-52.6,-123.0,,,,,,,,-71.0,-45.6,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,,,,False,True
01089,2291,1640.0,,1647.5,1701.9,1514.0,2539.0,,,,,2106.7,,1339.0,,1163.9,586.8,,1419.1,1730.1,62.1,,,,,898.4,2016.0,,798.0,1401.5,-651.0,,-643.5,-589.1,-777.0,248.0,,,,,-184.3,,-952.0,,-1127.1,-1704.2,,-871.9,-560.9,-2228.9,,,,,-1392.6,-275.0,,-1493.0,-889.5,,True,True,False,True,,,,,True,,False,,False,False,,False,True,False,,,,,False,True,,False,False
01091,174,320.0,,300.6,,138.0,19.0,,,,,138.4,,102.0,,583.6,29.8,,137.8,274.2,85.1,,,,,,,,194.0,561.4,146.0,,126.6,,-36.0,-155.0,,,,,-35.6,,-72.0,,409.6,-144.2,,-36.2,100.2,-88.9,,,,,,,,20.0,387.4,,True,,True,False,,,,,True,,True,,False,True,,True,True,True,,,,,,,,True,False
01093,231,68.0,,11.6,,44.0,42.0,,,,,136.2,,157.0,,47.6,43.1,,30.6,92.9,0.2,,,,,48.7,,,39.0,66.4,-163.0,,-219.4,,-187.0,-189.0,,,,,-94.8,,-74.0,,-183.4,-187.9,,-200.4,-138.1,-230.8,,,,,-182.3,,,-192.0,-164.6,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,False,,,False,False
01095,1010,412.0,,405.3,,370.0,517.0,,,,,562.9,,563.0,,338.4,128.6,,264.3,480.1,6.6,,,,,213.2,,,496.0,313.3,-598.0,,-604.7,,-640.0,-493.0,,,,,-447.1,,-447.0,,-671.6,-881.4,,-745.7,-529.9,-1003.4,,,,,-796.8,,,-514.0,-696.7,,False,,False,True,,,,,True,,True,,False,False,,False,True,False,,,,,False,,,True,False
01097,4189,1188.0,,1246.7,1286.0,1108.0,1170.0,,,,,1391.2,,1936.0,,768.4,603.7,,1046.4,1525.1,15.4,,,,,983.6,929.0,,1542.0,1018.0,-3001.0,,-2942.3,-2903.0,-3081.0,-3019.0,,,,,-2797.8,,-2253.0,,-3420.6,-3585.3,,-3142.6,-2663.9,-4173.6,,,,,-3205.4,-3260.0,,-2647.0,-3171.0,,True,True,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,False,False,,True,False
01099,97,64.0,,29.8,,27.0,0.0,,,,,91.3,,87.0,,48.5,17.4,,8.0,68.3,0.0,,,,,,,,93.0,67.1,-33.0,,-67.2,,-70.0,-97.0,,,,,-5.7,,-10.0,,-48.5,-79.5,,-89.0,-28.7,-97.0,,,,,,,,-4.0,-29.9,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,,,,True,True
01101,1946,1496.0,,1644.0,1251.2,1321.0,2025.0,,,,,992.9,,555.0,,971.3,376.4,,846.2,1603.8,29.3,,,,,1404.3,1873.0,,3386.0,874.3,-450.0,,-302.0,-694.8,-625.0,79.0,,,,,-953.1,,-1391.0,,-974.7,-1569.6,,-1099.8,-342.2,-1916.7,,,,,-541.7,-73.0,,1440.0,-1071.7,,True,False,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,False,False
01103,1389,1012.0,,1042.3,,791.0,1429.0,,,,,852.9,,591.0,,851.1,186.1,,708.8,1204.0,405.6,,,,,625.3,,,1285.0,480.0,-377.0,,-346.7,,-598.0,40.0,,,,,-536.1,,-798.0,,-537.9,-1202.9,,-680.2,-185.0,-983.4,,,,,-763.7,,,-104.0,-909.0,,True,,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,,,True,False
01105,60,44.0,,2.7,,6.0,0.0,,,,,70.7,,24.0,,73.6,8.4,,4.6,48.2,0.0,,,,,,,,175.0,76.0,-16.0,,-57.3,,-54.0,-60.0,,,,,10.7,,-36.0,,13.6,-51.6,,-55.4,-11.8,-60.0,,,,,,,,115.0,16.0,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,,,,False,True
01107,275,264.0,,268.7,,203.0,100.0,,,,,107.6,,94.0,,207.2,49.7,,205.5,251.0,53.9,,,,,,,,266.0,226.1,-11.0,,-6.3,,-72.0,-175.0,,,,,-167.4,,-181.0,,-67.8,-225.3,,-69.5,-24.0,-221.1,,,,,,,,-9.0,-48.9,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
01109,194,132.0,,48.6,,108.0,117.0,,,,,202.4,,110.0,,113.1,71.9,,24.0,134.0,0.0,,,,,198.4,,,159.0,91.5,-62.0,,-145.4,,-86.0,-77.0,,,,,8.4,,-84.0,,-80.9,-122.1,,-170.0,-60.0,-194.0,,,,,4.4,,,-35.0,-102.5,,False,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,,True,,,True,False
01111,147,180.0,,175.4,,164.0,220.0,,,,,117.3,,81.0,,168.8,64.6,,127.1,218.5,0.5,,,,,,,,119.0,129.7,33.0,,28.4,,17.0,73.0,,,,,-29.7,,-66.0,,21.8,-82.4,,-19.9,71.5,-146.5,,,,,,,,-28.0,-17.3,,True,,True,False,,,,,True,,False,,True,False,,True,False,False,,,,,,,,True,True
01113,166,220.0,,218.9,,153.0,288.0,,,,,263.1,,168.0,,127.2,86.8,,47.8,178.7,0.2,,,,,140.0,,,306.0,115.9,54.0,,52.9,,-13.0,122.0,,,,,97.1,,2.0,,-38.8,-79.2,,-118.2,12.7,-165.8,,,,,-26.0,,,140.0,-50.1,,True,,True,False,,,,,False,,True,,True,False,,False,True,False,,,,,True,,,False,True
01115,949,648.0,,624.0,,537.0,797.0,,,,,801.0,,299.0,,512.7,149.4,,545.3,843.6,17.0,,,,,431.0,,,282.0,510.1,-301.0,,-325.0,,-412.0,-152.0,,,,,-148.0,,-650.0,,-436.3,-799.6,,-403.7,-105.4,-932.0,,,,,-518.0,,,-667.0,-438.9,,False,,False,True,,,,,True,,False,,False,False,,False,True,False,,,,,False,,,False,False
01117,1901,1272.0,,1182.9,,1015.0,1625.0,,,,,2248.0,,516.0,,1128.7,648.3,,1015.0,1422.5,138.3,,,,,823.6,712.0,,1257.0,2692.7,-629.0,,-718.1,,-886.0,-276.0,,,,,347.0,,-1385.0,,-772.3,-1252.7,,-886.0,-478.5,-1762.7,,,,,-1077.4,-1189.0,,-644.0,791.7,,False,,False,True,,,,,True,,False,,False,False,,False,True,False,,,,,False,False,,False,False
01119,63,40.0,,64.3,,36.0,0.0,,,,,71.0,,50.0,,50.6,21.3,,3.2,38.1,0.0,,,,,,,,134.0,31.1,-23.0,,1.3,,-27.0,-63.0,,,,,8.0,,-13.0,,-12.4,-41.7,,-59.8,-24.9,-63.0,,,,,,,,71.0,-31.9,,True,,False,False,,,,,True,,True,,True,False,,False,False,False,,,,,,,,False,False
01121,592,616.0,,797.2,,449.0,462.0,,,,,907.5,,301.0,,608.0,194.8,,246.6,564.5,0.4,,,,,469.2,,,628.0,355.5,24.0,,205.2,,-143.0,-130.0,,,,,315.5,,-291.0,,16.0,-397.2,,-345.4,-27.5,-591.6,,,,,-122.8,,,36.0,-236.5,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,False,,,False,False
01123,331,188.0,,149.3,,108.0,55.0,,,,,118.7,,116.0,,98.2,60.4,,96.8,181.2,0.4,,,,,133.0,,,97.0,166.5,-143.0,,-181.7,,-223.0,-276.0,,,,,-212.3,,-215.0,,-232.8,-270.6,,-234.2,-149.8,-330.6,,,,,-198.0,,,-234.0,-164.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
01125,1898,1408.0,,1772.0,1012.5,1063.0,1545.0,,,,,4440.2,,849.0,,1071.9,702.0,,1069.7,1539.4,4.6,,,,,1257.2,605.0,,738.0,2000.2,-490.0,,-126.0,-885.5,-835.0,-353.0,,,,,2542.2,,-1049.0,,-826.1,-1196.0,,-828.3,-358.6,-1893.4,,,,,-640.8,-1293.0,,-1160.0,102.2,,True,False,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,True
01127,647,400.0,,422.3,,367.0,440.0,,,,,514.6,,336.0,,410.6,119.4,,112.7,411.3,0.7,,,,,190.9,,,259.0,481.9,-247.0,,-224.7,,-280.0,-207.0,,,,,-132.4,,-311.0,,-236.4,-527.6,,-534.3,-235.7,-646.3,,,,,-456.1,,,-388.0,-165.1,,True,,False,True,,,,,True,,False,,True,False,,False,True,False,,,,,False,,,False,True
01129,251,60.0,,65.1,,60.0,0.0,,,,,82.1,,107.0,,88.3,19.9,,14.7,73.6,0.0,,,,,,,,93.0,44.1,-191.0,,-185.9,,-191.0,-251.0,,,,,-168.9,,-144.0,,-162.7,-231.1,,-236.3,-177.4,-251.0,,,,,,,,-158.0,-206.9,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,True,False
01131,53,12.0,,12.3,,10.0,0.0,,,,,66.3,,26.0,,26.7,10.4,,0.2,19.1,0.0,,,,,,,,10.0,26.3,-41.0,,-40.7,,-43.0,-53.0,,,,,13.3,,-27.0,,-26.3,-42.6,,-52.8,-33.9,-53.0,,,,,,,,-43.0,-26.7,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,False,True
01133,254,264.0,,296.8,,200.0,200.0,,,,,128.9,,134.0,,281.8,53.9,,108.2,227.9,70.3,,,,,,,,171.0,162.4,10.0,,42.8,,-54.0,-54.0,,,,,-125.1,,-120.0,,27.8,-200.1,,-145.8,-26.1,-183.7,,,,,,,,-83.0,-91.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
02013,5,0.0,,0.0,,0.0,0.0,,,,,10.0,,,,3.7,2.8,,,0.6,,,,,,,,,0.0,5.0,-5.0,,-5.0,,-5.0,-5.0,,,,,5.0,,,,-1.3,-2.2,,,-4.4,,,,,,,,,-5.0,-0.0,,False,,False,False,,,,,True,,,,True,True,,,True,,,,,,,,,False,True
02016,8,4.0,,6.5,,0.0,0.0,,,,,19.9,,,,0.1,0.6,,,1.2,,,,,,,,,0.0,4.0,-4.0,,-1.5,,-8.0,-8.0,,,,,11.9,,,,-7.9,-7.4,,,-6.8,,,,,,,,,-8.0,-4.0,,True,,False,False,,,,,False,,,,False,False,,,False,,,,,,,,,False,True
02020,5744,2844.0,,2884.0,,2636.0,2664.0,,,,,3541.5,,,,4075.4,1474.0,,1950.8,2617.3,1291.6,,,,,1309.1,3232.0,,1113.0,2333.3,-2900.0,,-2860.0,,-3108.0,-3080.0,,,,,-2202.5,,,,-1668.6,-4270.0,,-3793.2,-3126.7,-4452.4,,,,,-4434.9,-2512.0,,-4631.0,-3410.7,,True,,False,False,,,,,True,,,,True,False,,False,False,False,,,,,False,True,,False,False
02050,645,264.0,,250.9,,235.0,0.0,,,,,63.5,,,,850.6,31.3,,224.7,264.9,0.0,,,,,,,,438.0,117.6,-381.0,,-394.1,,-410.0,-645.0,,,,,-581.5,,,,205.6,-613.7,,-420.3,-380.1,-645.0,,,,,,,,-207.0,-527.4,,False,,False,False,,,,,False,,,,True,False,,False,True,False,,,,,,,,True,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,17.6,,,,0.1,0.0,,0.6,0.2,,,,,,,,,0.0,4.0,0.0,,0.0,,0.0,0.0,,,,,17.6,,,,0.1,0.0,,0.6,0.2,,,,,,,,,0.0,4.0,,True,,True,True,,,,,False,,,,False,True,,False,False,,,,,,,,,True,False
02068,17,16.0,,16.2,,12.0,0.0,,,,,13.0,,,,26.5,7.2,,,8.8,,,,,,,,,9.0,8.4,-1.0,,-0.8,,-5.0,-17.0,,,,,-4.0,,,,9.5,-9.8,,,-8.2,,,,,,,,,-8.0,-8.6,,True,,False,False,,,,,False,,,,False,False,,,False,,,,,,,,,False,False
02070,43,12.0,,11.6,,4.0,0.0,,,,,16.9,,,,18.1,7.5,,1.2,4.5,,,,,,,,,76.0,7.9,-31.0,,-31.4,,-39.0,-43.0,,,,,-26.1,,,,-24.9,-35.5,,-41.8,-38.5,,,,,,,,,33.0,-35.1,,False,,False,False,,,,,True,,,,True,False,,False,False,,,,,,,,,False,False
02090,1040,824.0,,812.8,,784.0,959.0,,,,,1217.3,,,,1828.7,261.2,,638.4,784.3,504.7,,,,,524.0,,,513.0,1424.7,-216.0,,-227.2,,-256.0,-81.0,,,,,177.3,,,,788.7,-778.8,,-401.6,-255.7,-535.3,,,,,-516.0,,,-527.0,384.7,,False,,False,True,,,,,True,,,,False,False,,False,False,False,,,,,False,,,False,False
02100,5,4.0,,4.7,,4.0,0.0,,,,,18.9,,,,4.3,0.4,,,1.7,,,,,,,,,44.0,4.0,-1.0,,-0.3,,-1.0,-5.0,,,,,13.9,,,,-0.7,-4.6,,,-3.3,,,,,,,,,39.0,-1.0,,True,,False,False,,,,,False,,,,True,False,,,False,,,,,,,,,False,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,10.2,,,,0.5,1.5,,,0.1,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,10.2,,,,0.5,1.5,,,0.1,,,,,,,,,,,,True,,True,True,,,,,False,,,,False,False,,,False,,,,,,,,,,
02110,283,184.0,,181.9,,156.0,152.0,,,,,96.4,,,,126.4,69.9,,69.3,159.7,134.7,,,,,,,,310.0,101.8,-99.0,,-101.1,,-127.0,-131.0,,,,,-186.6,,,,-156.6,-213.1,,-213.7,-123.3,-148.3,,,,,,,,27.0,-181.2,,False,,False,False,,,,,False,,,,False,False,,False,False,False,,,,,,,,True,False
02122,956,192.0,,203.6,,188.0,113.0,,,,,137.2,,,,303.8,73.7,,59.0,212.6,127.3,,,,,,,,453.0,332.9,-764.0,,-752.4,,-768.0,-843.0,,,,,-818.8,,,,-652.2,-882.3,,-897.0,-743.4,-828.7,,,,,,,,-503.0,-623.1,,True,,False,False,,,,,False,,,,True,False,,False,True,False,,,,,,,,True,True
02130,88,16.0,,15.5,,11.0,0.0,,,,,52.6,,,,11.5,4.2,,4.5,14.6,,,,,,,,,64.0,37.8,-72.0,,-72.5,,-77.0,-88.0,,,,,-35.4,,,,-76.5,-83.8,,-83.5,-73.4,,,,,,,,,-24.0,-50.2,,False,,False,False,,,,,True,,,,False,False,,False,False,,,,,,,,,True,True
02150,67,24.0,,25.6,,21.0,0.0,,,,,32.8,,,,27.5,12.2,,3.5,30.6,,,,,,,,,20.0,41.0,-43.0,,-41.4,,-46.0,-67.0,,,,,-34.2,,,,-39.5,-54.8,,-63.5,-36.4,,,,,,,,,-47.0,-26.0,,True,,False,False,,,,,True,,,,True,False,,False,True,,,,,,,,,False,True
02158,320,36.0,,34.8,,36.0,,,,,,27.3,,,,85.6,,,,29.8,,,,,,,,,102.0,,-284.0,,-285.2,,-284.0,,,,,,-292.7,,,,-234.4,,,,-290.2,,,,,,,,,-218.0,,,False,,False,,,,,,False,,,,True,,,,False,,,,,,,,,True,
02164,31,0.0,,0.0,,0.0,0.0,,,,,10.5,,,,2.6,1.1,,,0.1,,,,,,,,,,4.0,-31.0,,-31.0,,-31.0,-31.0,,,,,-20.5,,,,-28.4,-29.9,,,-30.9,,,,,,,,,,-27.0,,False,,False,False,,,,,True,,,,True,True,,,True,,,,,,,,,,True
02170,1446,388.0,,390.0,,359.0,0.0,,,,,201.5,,,,430.6,275.3,,336.5,443.3,220.2,,,,,,,,457.0,328.9,-1058.0,,-1056.0,,-1087.0,-1446.0,,,,,-1244.5,,,,-1015.4,-1170.7,,-1109.5,-1002.7,-1225.8,,,,,,,,-989.0,-1117.1,,True,,False,False,,,,,False,,,,True,False,,False,True,False,,,,,,,,True,False
02180,51,24.0,,35.0,,16.0,0.0,,,,,49.5,,,,94.7,12.3,,0.9,30.5,0.0,,,,,,,,22.0,34.7,-27.0,,-16.0,,-35.0,-51.0,,,,,-1.5,,,,43.7,-38.6,,-50.1,-20.5,-51.0,,,,,,,,-29.0,-16.3,,True,,False,False,,,,,True,,,,False,False,,False,True,False,,,,,,,,False,True
02185,165,168.0,,147.7,,88.0,0.0,,,,,60.5,,,,140.0,30.2,,44.0,141.4,0.0,,,,,,,,132.0,280.7,3.0,,-17.3,,-77.0,-165.0,,,,,-104.5,,,,-25.0,-134.8,,-121.0,-23.6,-165.0,,,,,,,,-33.0,115.7,,False,,False,False,,,,,False,,,,False,False,,False,False,False,,,,,,,,False,False
02188,100,144.0,,144.3,,79.0,0.0,,,,,59.4,,,,374.4,13.4,,32.7,128.4,0.0,,,,,,,,11.0,145.9,44.0,,44.3,,-21.0,-100.0,,,,,-40.6,,,,274.4,-86.6,,-67.3,28.4,-100.0,,,,,,,,-89.0,45.9,,False,,True,False,,,,,True,,,,False,False,,False,True,False,,,,,,,,False,False
02195,7,12.0,,11.4,,0.0,0.0,,,,,14.7,,,,0.3,0.2,,0.4,3.9,,,,,,,,,0.0,,5.0,,4.4,,-7.0,-7.0,,,,,7.7,,,,-6.7,-6.8,,-6.6,-3.1,,,,,,,,,-7.0,,,True,,False,False,,,,,False,,,,False,False,,False,True,,,,,,,,,False,
02198,10,12.0,,10.4,,3.0,0.0,,,,,29.9,,,,0.1,4.4,,3.0,4.9,,,,,,,,,246.0,,2.0,,0.4,,-7.0,-10.0,,,,,19.9,,,,-9.9,-5.6,,-7.0,-5.1,,,,,,,,,236.0,,,True,,False,False,,,,,False,,,,False,False,,False,False,,,,,,,,,False,
02220,48,4.0,,0.8,,3.0,0.0,,,,,37.0,,,,3.9,7.1,,4.2,2.5,,,,,,,,,1.0,12.0,-44.0,,-47.2,,-45.0,-48.0,,,,,-11.0,,,,-44.1,-40.9,,-43.8,-45.5,,,,,,,,,-47.0,-36.0,,False,,False,False,,,,,True,,,,False,True,,True,False,,,,,,,,,False,True
02230,7,4.0,,4.0,,3.0,0.0,,,,,10.3,,,,0.0,20.0,,,1.5,,,,,,,,,0.0,,-3.0,,-3.0,,-4.0,-7.0,,,,,3.3,,,,-7.0,13.0,,,-5.5,,,,,,,,,-7.0,,,False,,False,False,,,,,False,,,,False,False,,,False,,,,,,,,,False,
02240,93,40.0,,40.4,,9.0,0.0,,,,,41.8,,,,5.0,2.7,,7.1,40.3,,,,,,,,,3.0,37.7,-53.0,,-52.6,,-84.0,-93.0,,,,,-51.2,,,,-88.0,-90.3,,-85.9,-52.7,,,,,,,,,-90.0,-55.3,,True,,False,False,,,,,True,,,,False,False,,False,True,,,,,,,,,False,False
02261,66,52.0,,52.7,,45.0,,,,,,38.8,,,,60.4,3.3,,9.2,37.6,,,,,,,,,167.0,20.4,-14.0,,-13.3,,-21.0,,,,,,-27.2,,,,-5.6,-62.7,,-56.8,-28.4,,,,,,,,,101.0,-45.6,,True,,False,,,,,,False,,,,True,False,,False,False,,,,,,,,,False,False
02275,0,0.0,,0.0,,0.0,0.0,,,,,21.3,,,,0.1,0.3,,,0.4,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,21.3,,,,0.1,0.3,,,0.4,,,,,,,,,0.0,,,False,,True,True,,,,,False,,,,False,False,,,False,,,,,,,,,True,
02282,9,4.0,,3.0,,0.0,0.0,,,,,15.8,,,,0.1,0.0,,,0.9,,,,,,,,,2.0,4.7,-5.0,,-6.0,,-9.0,-9.0,,,,,6.8,,,,-8.9,-9.0,,,-8.1,,,,,,,,,-7.0,-4.3,,False,,False,False,,,,,False,,,,False,False,,,False,,,,,,,,,False,True
02290,34,36.0,,35.0,,22.0,0.0,,,,,32.8,,,,48.4,1.2,,7.8,36.3,0.8,,,,,,,,57.0,26.4,2.0,,1.0,,-12.0,-34.0,,,,,-1.2,,,,14.4,-32.8,,-26.2,2.3,-33.2,,,,,,,,23.0,-7.6,,True,,False,False,,,,,True,,,,False,False,,False,False,False,,,,,,,,False,False
04001,585,264.0,,311.5,,260.0,307.0,,,,,413.3,,725.0,,265.9,162.6,,82.0,315.0,0.8,,,,,128.3,,,138.0,80.5,-321.0,,-273.5,,-325.0,-278.0,,,,,-171.7,,140.0,,-319.1,-422.4,,-503.0,-270.0,-584.2,,,,,-456.7,,,-447.0,-504.5,,True,,False,True,,,,,True,,True,,True,False,,False,True,False,,,,,False,,,False,False
04003,655,284.0,,274.7,,173.0,90.0,,,,,354.9,,232.0,,178.3,146.5,,97.8,310.1,0.1,,,,,163.1,,,420.0,222.3,-371.0,,-380.3,,-482.0,-565.0,,,,,-300.1,,-423.0,,-476.7,-508.5,,-557.2,-344.9,-654.9,,,,,-491.9,,,-235.0,-432.7,,False,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,,False,,,True,False
04005,1564,956.0,,986.9,,735.0,1311.0,,,,,1424.4,,504.0,,590.0,431.3,,742.7,899.4,0.4,,,,,545.2,780.0,,753.0,899.7,-608.0,,-577.1,,-829.0,-253.0,,,,,-139.6,,-1060.0,,-974.0,-1132.7,,-821.3,-664.6,-1563.6,,,,,-1018.8,-784.0,,-811.0,-664.3,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,False,,False,False
04007,622,808.0,,723.5,,581.0,817.0,,,,,887.7,,97.0,,504.8,267.7,,888.4,624.4,292.2,,,,,400.2,,,1575.0,412.1,186.0,,101.5,,-41.0,195.0,,,,,265.7,,-525.0,,-117.2,-354.3,,266.4,2.4,-329.8,,,,,-221.8,,,953.0,-209.9,,True,,True,False,,,,,False,,False,,True,False,,False,True,False,,,,,False,,,False,False
04009,626,336.0,,334.2,,233.0,256.0,,,,,229.8,,73.0,,226.1,80.9,,236.0,321.2,0.0,,,,,,,,420.0,184.9,-290.0,,-291.8,,-393.0,-370.0,,,,,-396.2,,-553.0,,-399.9,-545.1,,-390.0,-304.8,-626.0,,,,,,,,-206.0,-441.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
04011,59,40.0,,43.4,,23.0,0.0,,,,,32.4,,20.0,,24.2,9.5,,4.0,33.9,,,,,,,,,74.0,31.0,-19.0,,-15.6,,-36.0,-59.0,,,,,-26.6,,-39.0,,-34.8,-49.5,,-55.0,-25.1,,,,,,,,,15.0,-28.0,,True,,False,False,,,,,False,,False,,False,False,,False,False,,,,,,,,,True,False
04012,87,84.0,,85.1,,31.0,29.0,,,,,98.6,,23.0,,122.5,38.6,,19.1,83.1,0.0,,,,,,,,138.0,110.3,-3.0,,-1.9,,-56.0,-58.0,,,,,11.6,,-64.0,,35.5,-48.4,,-67.9,-3.9,-87.0,,,,,,,,51.0,23.3,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
04013,25755,13420.0,,13684.1,13385.6,12448.0,15279.0,,,,,4249.1,,8125.0,,9581.3,3068.7,,11807.7,18706.1,385.5,,,,,9489.4,25521.0,,13326.0,,-12335.0,,-12070.9,-12369.4,-13307.0,-10476.0,,,,,-21505.9,,-17630.0,,-16173.7,-22686.3,,-13947.3,-7048.9,-25369.5,,,,,-16265.6,-234.0,,-12429.0,,,True,False,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,False,
04015,885,352.0,,343.7,,283.0,275.0,,,,,239.9,,404.0,,203.4,417.7,,189.5,395.7,84.6,,,,,262.8,319.0,,280.0,185.4,-533.0,,-541.3,,-602.0,-610.0,,,,,-645.1,,-481.0,,-681.6,-467.3,,-695.5,-489.3,-800.4,,,,,-622.2,-566.0,,-605.0,-699.6,,False,,False,False,,,,,False,,True,,False,True,,False,True,False,,,,,False,False,,False,False
