,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05009,554,510.0,373.0,,,,601.0,,601.3,224.1,341.9,207.7,363.1,307.0,-44.0,-181.0,,,,47.0,,47.3,-329.9,-212.1,-346.3,-190.9,-247.0,False,,,,False,,False,False,False,False,False,False
05011,48,18.0,0.0,,,,123.0,,22.2,27.7,0.7,4.4,37.1,4.0,-30.0,-48.0,,,,75.0,,-25.8,-20.3,-47.3,-43.6,-10.9,-44.0,False,,,,False,,True,True,False,False,True,False
05013,69,0.0,0.0,,,,40.0,,3.9,10.1,,0.8,,1.0,-69.0,-69.0,,,,-29.0,,-65.1,-58.9,,-68.2,,-68.0,False,,,,True,,True,True,,True,,True
05015,424,564.0,543.0,,,,308.0,,585.5,136.1,272.8,267.8,247.8,329.0,140.0,119.0,,,,-116.0,,161.5,-287.9,-151.2,-156.2,-176.2,-95.0,True,,,,True,,False,False,False,False,False,True
05017,75,48.0,0.0,,,,137.0,,43.9,20.4,4.8,6.0,59.6,18.0,-27.0,-75.0,,,,62.0,,-31.1,-54.6,-70.2,-69.0,-15.4,-57.0,False,,,,False,,False,False,False,False,True,False
05019,301,234.0,279.0,,,,282.0,,253.8,64.1,64.2,57.5,125.4,198.0,-67.0,-22.0,,,,-19.0,,-47.2,-236.9,-236.8,-243.4,-175.6,-103.0,True,,,,True,,True,False,False,False,False,False
05021,338,228.0,264.0,,,,181.0,,278.9,103.8,194.7,182.5,232.5,218.0,-110.0,-74.0,,,,-157.0,,-59.1,-234.2,-143.3,-155.5,-105.5,-120.0,True,,,,False,,True,False,False,False,True,False
05023,235,180.0,222.0,,,,368.0,,160.7,53.8,101.8,46.3,97.8,277.0,-55.0,-13.0,,,,133.0,,-74.3,-181.2,-133.2,-188.7,-137.2,42.0,True,,,,False,,False,False,False,False,False,True
05025,108,36.0,20.0,,,,59.0,,39.9,23.9,4.2,88.2,24.1,10.0,-72.0,-88.0,,,,-49.0,,-68.1,-84.1,-103.8,-19.8,-83.9,-98.0,False,,,,True,,True,False,False,True,False,False
05027,320,612.0,1007.0,,,,215.0,,858.1,126.2,541.9,140.9,268.9,548.0,292.0,687.0,,,,-105.0,,538.1,-193.8,221.9,-179.1,-51.1,228.0,False,,,,True,,False,True,True,True,True,True
05029,193,180.0,170.0,,,,500.0,,153.4,65.2,114.3,125.0,79.8,268.0,-13.0,-23.0,,,,307.0,,-39.6,-127.8,-78.7,-68.0,-113.2,75.0,False,,,,False,,False,False,False,False,False,False
05031,2726,1758.0,1364.0,,,,1694.0,,1882.7,1105.7,698.1,536.3,1066.9,1492.0,-968.0,-1362.0,,,,-1032.0,,-843.3,-1620.3,-2027.9,-2189.7,-1659.1,-1234.0,False,,,,False,,True,False,False,False,False,False
05033,1070,960.0,996.0,,,,971.0,,1074.1,409.9,470.7,377.3,526.2,756.0,-110.0,-74.0,,,,-99.0,,4.1,-660.1,-599.3,-692.8,-543.8,-314.0,True,,,,True,,True,False,False,False,False,False
05035,871,366.0,444.0,,,,656.0,,363.7,260.0,94.7,40.5,221.0,212.0,-505.0,-427.0,,,,-215.0,,-507.3,-611.0,-776.3,-830.5,-650.0,-659.0,True,,,,True,,False,False,False,False,False,False
05037,203,258.0,204.0,,,,299.0,,243.1,118.1,78.5,110.0,305.3,35.0,55.0,1.0,,,,96.0,,40.1,-84.9,-124.5,-93.0,102.3,-168.0,True,,,,False,,True,False,False,False,False,False
05039,62,42.0,27.0,,,,85.0,,37.4,21.8,8.0,28.6,40.8,29.0,-20.0,-35.0,,,,23.0,,-24.6,-40.2,-54.0,-33.4,-21.2,-33.0,False,,,,False,,False,False,False,False,False,False
05041,160,132.0,37.0,,,,129.0,,127.7,35.8,60.5,121.4,57.2,149.0,-28.0,-123.0,,,,-31.0,,-32.3,-124.2,-99.5,-38.6,-102.8,-11.0,False,,,,False,,False,False,False,False,False,True
05043,148,36.0,3.0,,,,205.0,,40.3,43.0,6.8,7.2,29.9,17.0,-112.0,-145.0,,,,57.0,,-107.7,-105.0,-141.2,-140.8,-118.1,-131.0,False,,,,True,,True,True,False,False,False,False
05045,1393,1362.0,856.0,,,,1608.0,,1329.8,482.1,1136.0,464.7,418.5,792.0,-31.0,-537.0,,,,215.0,,-63.2,-910.9,-257.0,-928.3,-974.5,-601.0,False,,,,False,,False,False,False,False,False,False
05047,337,246.0,378.0,,,,316.0,,348.5,126.2,249.7,279.2,161.0,65.0,-91.0,41.0,,,,-21.0,,11.5,-210.8,-87.3,-57.8,-176.0,-272.0,True,,,,True,,True,False,True,True,False,False
05049,234,234.0,320.0,,,,112.0,,421.2,91.1,110.9,25.6,291.1,130.0,0.0,86.0,,,,-122.0,,187.2,-142.9,-123.1,-208.4,57.1,-104.0,False,,,,False,,False,False,False,False,False,False
05051,1181,810.0,631.0,,,,1186.0,,842.8,655.2,569.0,185.4,367.3,424.0,-371.0,-550.0,,,,5.0,,-338.2,-525.8,-612.0,-995.6,-813.7,-757.0,False,,,,True,,True,False,False,False,False,False
05053,177,78.0,86.0,,,,135.0,,103.6,51.1,12.8,37.1,41.0,56.0,-99.0,-91.0,,,,-42.0,,-73.4,-125.9,-164.2,-139.9,-136.0,-121.0,True,,,,True,,True,False,False,False,False,False
05055,1239,480.0,567.0,,,,514.0,,551.7,276.0,316.0,67.2,341.1,299.0,-759.0,-672.0,,,,-725.0,,-687.3,-963.0,-923.0,-1171.8,-897.9,-940.0,True,,,,True,,True,False,False,False,False,False
05057,315,228.0,124.0,,,,185.0,,197.2,60.9,119.5,19.9,154.1,85.0,-87.0,-191.0,,,,-130.0,,-117.8,-254.1,-195.5,-295.1,-160.9,-230.0,False,,,,False,,False,False,False,False,False,False
05059,628,252.0,68.0,,,,417.0,,210.3,91.7,153.9,227.7,61.7,78.0,-376.0,-560.0,,,,-211.0,,-417.7,-536.3,-474.1,-400.3,-566.3,-550.0,False,,,,True,,False,False,False,False,False,False
05061,213,204.0,21.0,,,,161.0,,181.6,24.9,36.9,19.5,156.3,197.0,-9.0,-192.0,,,,-52.0,,-31.4,-188.1,-176.1,-193.5,-56.7,-16.0,False,,,,False,,False,False,False,False,False,False
05063,633,714.0,811.0,,,,827.0,,582.1,234.3,336.8,70.8,563.5,395.0,81.0,178.0,,,,194.0,,-50.9,-398.7,-296.2,-562.2,-69.5,-238.0,False,,,,False,,True,False,False,False,True,False
05065,617,150.0,195.0,,,,169.0,,292.8,100.2,17.2,12.1,81.7,43.0,-467.0,-422.0,,,,-448.0,,-324.2,-516.8,-599.8,-604.9,-535.3,-574.0,True,,,,True,,True,False,False,False,False,False
05067,839,588.0,690.0,,,,388.0,,594.4,117.3,1503.3,925.3,594.6,187.0,-251.0,-149.0,,,,-451.0,,-244.6,-721.7,664.3,86.3,-244.4,-652.0,True,,,,False,,True,False,False,True,True,False
05069,1236,2232.0,2510.0,,,,943.0,,1732.6,640.5,927.2,485.2,1531.0,443.0,996.0,1274.0,,,,-293.0,,496.6,-595.5,-308.8,-750.8,295.0,-793.0,False,,,,True,,True,True,True,True,True,True
05071,259,174.0,172.0,,,,608.0,,177.6,73.0,48.3,106.4,56.9,182.0,-85.0,-87.0,,,,349.0,,-81.4,-186.0,-210.7,-152.6,-202.1,-77.0,False,,,,False,,True,False,False,False,False,True
05073,109,96.0,70.0,,,,55.0,,121.4,22.7,8.7,10.5,34.3,40.0,-13.0,-39.0,,,,-54.0,,12.4,-86.3,-100.3,-98.5,-74.7,-69.0,False,,,,False,,True,False,False,False,False,False
05075,530,288.0,791.0,,,,252.0,,421.6,157.2,86.0,110.4,171.7,117.0,-242.0,261.0,,,,-278.0,,-108.4,-372.8,-444.0,-419.6,-358.3,-413.0,False,,,,False,,True,False,False,False,False,False
05077,58,138.0,0.0,,,,124.0,,80.0,21.4,21.2,129.2,93.6,304.0,80.0,-58.0,,,,66.0,,22.0,-36.6,-36.8,71.2,35.6,246.0,True,,,,True,,True,True,True,True,True,False
05079,279,450.0,,,,,176.0,,215.6,134.8,115.5,60.3,927.3,518.0,171.0,,,,,-103.0,,-63.4,-144.2,-163.5,-218.7,648.3,239.0,,,,,True,,True,True,True,False,False,False
05081,185,96.0,42.0,,,,134.0,,86.2,72.6,42.4,58.8,94.0,52.0,-89.0,-143.0,,,,-51.0,,-98.8,-112.4,-142.6,-126.2,-91.0,-133.0,False,,,,True,,False,False,False,False,False,False
05083,288,222.0,0.0,,,,393.0,,225.4,74.7,139.0,137.5,130.1,553.0,-66.0,-288.0,,,,105.0,,-62.6,-213.3,-149.0,-150.5,-157.9,265.0,False,,,,False,,True,False,False,False,False,False
05085,954,786.0,618.0,,,,749.0,,979.7,398.2,460.9,186.8,302.0,656.0,-168.0,-336.0,,,,-205.0,,25.7,-555.8,-493.1,-767.2,-652.0,-298.0,False,,,,False,,True,False,False,False,False,False
05087,148,144.0,71.0,,,,264.0,,166.1,78.9,20.8,32.5,61.8,47.0,-4.0,-77.0,,,,116.0,,18.1,-69.1,-127.2,-115.5,-86.2,-101.0,False,,,,False,,False,False,False,False,False,False
05089,169,72.0,124.0,,,,114.0,,148.9,85.9,12.1,6.1,81.9,72.0,-97.0,-45.0,,,,-55.0,,-20.1,-83.1,-156.9,-162.9,-87.1,-97.0,True,,,,True,,True,True,False,False,True,False
05091,991,468.0,449.0,,,,386.0,,410.4,214.2,283.3,260.7,200.8,69.0,-523.0,-542.0,,,,-605.0,,-580.6,-776.8,-707.7,-730.3,-790.2,-922.0,False,,,,False,,False,False,False,False,False,False
05093,1042,564.0,643.0,,,,706.0,,463.2,166.5,416.5,520.7,373.0,388.0,-478.0,-399.0,,,,-336.0,,-578.8,-875.5,-625.5,-521.3,-669.0,-654.0,True,,,,True,,False,False,False,False,False,False
05095,119,72.0,48.0,,,,131.0,,111.2,16.8,22.6,12.4,29.6,43.0,-47.0,-71.0,,,,12.0,,-7.8,-102.2,-96.4,-106.6,-89.4,-76.0,False,,,,True,,True,False,False,False,False,False
05097,49,102.0,42.0,,,,112.0,,138.3,49.7,17.4,34.5,,135.0,53.0,-7.0,,,,63.0,,89.3,0.7,-31.6,-14.5,,86.0,True,,,,False,,False,True,True,True,,False
05099,155,66.0,42.0,,,,98.0,,51.9,30.4,10.2,83.2,26.5,18.0,-89.0,-113.0,,,,-57.0,,-103.1,-124.6,-144.8,-71.8,-128.5,-137.0,False,,,,True,,False,False,False,True,False,False
05101,121,72.0,0.0,,,,119.0,,95.0,48.5,22.7,15.6,,20.0,-49.0,-121.0,,,,-2.0,,-26.0,-72.5,-98.3,-105.4,,-101.0,False,,,,True,,True,False,False,False,,False
05103,215,102.0,75.0,,,,222.0,,105.1,73.1,19.8,17.3,80.5,59.0,-113.0,-140.0,,,,7.0,,-109.9,-141.9,-195.2,-197.7,-134.5,-156.0,False,,,,True,,True,False,False,False,False,False
05105,103,36.0,42.0,,,,93.0,,36.6,36.4,17.5,6.8,15.1,17.0,-67.0,-61.0,,,,-10.0,,-66.4,-66.6,-85.5,-96.2,-87.9,-86.0,True,,,,True,,True,True,False,False,False,False
05107,286,348.0,42.0,,,,288.0,,366.0,55.6,143.2,54.3,153.0,0.0,62.0,-244.0,,,,2.0,,80.0,-230.4,-142.8,-231.7,-133.0,-286.0,False,,,,True,,False,False,False,False,False,False
05109,79,60.0,37.0,,,,124.0,,45.1,36.4,5.0,6.6,53.7,35.0,-19.0,-42.0,,,,45.0,,-33.9,-42.6,-74.0,-72.4,-25.3,-44.0,False,,,,False,,False,False,False,False,False,False
05111,743,342.0,122.0,,,,324.0,,346.4,140.6,75.5,57.8,289.6,140.0,-401.0,-621.0,,,,-419.0,,-396.6,-602.4,-667.5,-685.2,-453.4,-603.0,False,,,,False,,True,False,False,False,False,False
05113,278,120.0,40.0,,,,263.0,,101.9,30.3,21.0,30.8,131.1,312.0,-158.0,-238.0,,,,-15.0,,-176.1,-247.7,-257.0,-247.2,-146.9,34.0,False,,,,True,,False,False,False,False,True,True
05115,958,816.0,1342.0,,,,1018.0,,596.6,323.9,313.7,376.4,702.2,588.0,-142.0,384.0,,,,60.0,,-361.4,-634.1,-644.3,-581.6,-255.8,-370.0,False,,,,True,,False,False,False,False,False,False
05117,153,54.0,0.0,,,,102.0,,80.7,29.4,14.0,24.0,33.3,78.0,-99.0,-153.0,,,,-51.0,,-72.3,-123.6,-139.0,-129.0,-119.7,-75.0,False,,,,True,,True,False,False,False,False,True
05119,4536,3510.0,3022.0,,,,3729.0,,3182.2,2521.3,1923.1,1075.6,1533.4,2373.0,-1026.0,-1514.0,,,,-807.0,,-1353.8,-2014.7,-2612.9,-3460.4,-3002.6,-2163.0,False,,,,True,,False,False,False,False,False,False
05121,356,336.0,207.0,,,,321.0,,365.3,102.8,131.0,71.7,150.6,146.0,-20.0,-149.0,,,,-35.0,,9.3,-253.2,-225.0,-284.3,-205.4,-210.0,False,,,,False,,True,False,False,False,False,False
05123,344,336.0,316.0,,,,540.0,,272.7,122.5,65.9,78.2,261.9,0.0,-8.0,-28.0,,,,196.0,,-71.3,-221.5,-278.1,-265.8,-82.1,-344.0,False,,,,False,,False,False,False,False,False,False
05125,1572,1224.0,2213.0,,,,1126.0,,1201.9,579.9,515.9,223.3,761.5,1798.0,-348.0,641.0,,,,-446.0,,-370.1,-992.1,-1056.1,-1348.7,-810.5,226.0,False,,,,False,,False,False,False,False,False,True
05127,185,72.0,50.0,,,,171.0,,82.4,31.2,9.8,39.1,44.2,110.0,-113.0,-135.0,,,,-14.0,,-102.6,-153.8,-175.2,-145.9,-140.8,-75.0,False,,,,True,,True,False,False,False,False,True
05129,102,78.0,18.0,,,,135.0,,67.7,12.6,5.6,12.7,83.8,114.0,-24.0,-84.0,,,,33.0,,-34.3,-89.4,-96.4,-89.3,-18.2,12.0,False,,,,False,,False,False,False,False,True,True
05131,2141,1494.0,876.0,,,,2148.0,,1481.4,410.1,647.1,722.4,1135.4,1108.0,-647.0,-1265.0,,,,7.0,,-659.6,-1730.9,-1493.9,-1418.6,-1005.6,-1033.0,False,,,,True,,False,False,False,False,False,False
05133,358,66.0,1.0,,,,209.0,,48.9,27.0,5.5,20.8,66.0,0.0,-292.0,-357.0,,,,-149.0,,-309.1,-331.0,-352.5,-337.2,-292.0,-358.0,False,,,,True,,False,False,False,False,False,False
05135,270,192.0,290.0,,,,161.0,,238.3,122.6,48.9,58.4,135.0,136.0,-78.0,20.0,,,,-109.0,,-31.7,-147.4,-221.1,-211.7,-135.0,-134.0,True,,,,False,,True,False,False,False,False,False
05137,60,156.0,105.0,,,,171.0,,167.5,47.8,12.1,49.1,178.8,57.0,96.0,45.0,,,,111.0,,107.5,-12.2,-47.9,-10.9,118.8,-3.0,True,,,,False,,False,True,True,True,False,True
05139,391,306.0,724.0,,,,328.0,,313.7,199.3,101.2,53.5,257.6,283.0,-85.0,333.0,,,,-63.0,,-77.3,-191.7,-289.8,-337.5,-133.4,-108.0,False,,,,True,,True,False,False,False,False,False
05141,88,30.0,0.0,,,,251.0,,48.0,32.0,1.2,10.1,85.5,8.0,-58.0,-88.0,,,,163.0,,-40.0,-56.0,-86.8,-77.9,-2.5,-80.0,False,,,,False,,True,True,False,False,True,False
05143,3548,2988.0,2105.0,,,,2989.0,,2517.7,649.2,794.8,292.5,2267.4,1226.0,-560.0,-1443.0,,,,-559.0,,-1030.3,-2898.8,-2753.2,-3255.5,-1280.6,-2322.0,False,,,,True,,False,False,False,False,False,False
05145,1323,726.0,1086.0,,,,1408.0,,969.3,383.1,589.9,72.1,314.7,459.0,-597.0,-237.0,,,,85.0,,-353.7,-939.9,-733.1,-1250.9,-1008.3,-864.0,True,,,,True,,True,False,False,False,False,False
05147,107,48.0,0.0,,,,79.0,,72.4,11.6,9.2,15.8,,24.0,-59.0,-107.0,,,,-28.0,,-34.6,-95.4,-97.8,-91.2,,-83.0,False,,,,True,,True,False,False,False,,False
05149,230,90.0,1.0,,,,301.0,,74.3,38.1,8.8,104.6,62.4,15.0,-140.0,-229.0,,,,71.0,,-155.7,-191.9,-221.2,-125.4,-167.6,-215.0,False,,,,True,,False,False,False,True,False,False
06001,4139,2910.0,1638.0,,,,2458.0,,2212.5,6034.6,1928.8,451.2,2210.3,2032.0,-1229.0,-2501.0,,,,-1681.0,,-1926.5,1895.6,-2210.2,-3687.8,-1928.7,-2107.0,False,,,,False,,False,False,False,False,False,False
06003,28,0.0,0.0,,,,0.0,,1.5,0.7,0.0,0.0,,0.0,-28.0,-28.0,,,,-28.0,,-26.5,-27.3,-28.0,-28.0,,-28.0,False,,,,False,,True,True,True,False,,False
06005,101,0.0,41.0,,,,22.0,,22.3,66.7,1.1,2.5,70.0,4.0,-101.0,-60.0,,,,-79.0,,-78.7,-34.3,-99.9,-98.5,-31.0,-97.0,True,,,,True,,True,True,True,True,True,True
06007,523,360.0,299.0,,,,302.0,,282.2,681.1,132.5,239.8,326.0,142.0,-163.0,-224.0,,,,-221.0,,-240.8,158.1,-390.5,-283.2,-197.0,-381.0,False,,,,False,,False,True,False,False,False,False
06009,66,42.0,1.0,,,,20.0,,47.6,115.8,1.3,10.4,77.0,20.0,-24.0,-65.0,,,,-46.0,,-18.4,49.8,-64.7,-55.6,11.0,-46.0,False,,,,False,,True,False,False,False,True,False
06011,61,54.0,36.0,,,,23.0,,57.0,58.4,12.1,4.6,48.7,21.0,-7.0,-25.0,,,,-38.0,,-4.0,-2.6,-48.9,-56.4,-12.3,-40.0,False,,,,False,,True,True,False,False,False,False
06013,3799,3600.0,2643.0,,,,1766.0,,2973.0,3755.2,2771.7,2111.7,2006.3,2964.0,-199.0,-1156.0,,,,-2033.0,,-826.0,-43.8,-1027.3,-1687.3,-1792.7,-835.0,False,,,,False,,False,True,False,False,False,False
06015,74,42.0,48.0,,,,109.0,,35.3,79.0,0.6,15.2,33.7,53.0,-32.0,-26.0,,,,35.0,,-38.7,5.0,-73.4,-58.8,-40.3,-21.0,True,,,,False,,False,True,False,False,False,True
06017,457,426.0,893.0,,,,134.0,,322.2,926.6,98.1,76.2,202.1,1023.0,-31.0,436.0,,,,-323.0,,-134.8,469.6,-358.9,-380.8,-254.9,566.0,False,,,,False,,False,False,False,False,False,False
06019,4905,3936.0,3976.0,,,,1954.0,,2947.7,3646.5,2948.8,2967.6,2887.0,2604.0,-969.0,-929.0,,,,-2951.0,,-1957.3,-1258.5,-1956.2,-1937.4,-2018.0,-2301.0,True,,,,False,,False,False,False,False,False,False
06021,167,150.0,184.0,,,,69.0,,128.4,79.5,12.1,30.0,112.9,97.0,-17.0,17.0,,,,-98.0,,-38.6,-87.5,-154.9,-137.0,-54.1,-70.0,False,,,,False,,False,False,False,False,False,False
06023,140,102.0,46.0,,,,80.0,,106.8,280.7,10.7,12.0,100.3,57.0,-38.0,-94.0,,,,-60.0,,-33.2,140.7,-129.3,-128.1,-39.7,-83.0,False,,,,False,,True,False,False,False,False,False
06025,1799,1272.0,1167.0,,,,282.0,,952.0,669.4,563.4,255.6,724.3,0.0,-527.0,-632.0,,,,-1517.0,,-847.0,-1129.6,-1235.6,-1543.4,-1074.7,-1799.0,False,,,,False,,False,False,False,False,False,False
06027,71,24.0,0.0,,,,14.0,,95.7,21.3,5.2,100.9,32.3,54.0,-47.0,-71.0,,,,-57.0,,24.7,-49.7,-65.8,29.9,-38.7,-17.0,False,,,,False,,True,False,False,True,True,True
06029,3884,2868.0,1601.0,,,,2348.0,,1706.6,2677.7,2126.2,2196.7,5694.7,1456.0,-1016.0,-2283.0,,,,-1536.0,,-2177.4,-1206.3,-1757.8,-1687.3,1810.7,-2428.0,False,,,,False,,False,False,False,False,False,False
06031,1712,510.0,350.0,,,,489.0,,370.6,374.3,520.2,142.9,322.5,117.0,-1202.0,-1362.0,,,,-1223.0,,-1341.4,-1337.7,-1191.8,-1569.1,-1389.5,-1595.0,False,,,,False,,False,False,True,False,False,False
06033,196,252.0,215.0,,,,96.0,,228.6,92.8,123.2,30.1,164.0,95.0,56.0,19.0,,,,-100.0,,32.6,-103.2,-72.8,-165.9,-32.0,-101.0,True,,,,False,,True,False,False,False,True,False
06035,320,12.0,0.0,,,,56.0,,34.3,90.5,1.5,7.5,,14.0,-308.0,-320.0,,,,-264.0,,-285.7,-229.5,-318.5,-312.5,,-306.0,False,,,,True,,True,True,False,False,,True
06037,62911,39900.0,33258.0,,,,17541.0,,31166.4,21015.5,33432.1,19841.6,24783.7,41057.0,-23011.0,-29653.0,,,,-45370.0,,-31744.6,-41895.5,-29478.9,-43069.4,-38127.3,-21854.0,False,,,,False,,False,False,False,False,False,True
06039,784,966.0,1012.0,,,,370.0,,845.8,546.1,154.9,137.0,518.0,539.0,182.0,228.0,,,,-414.0,,61.8,-237.9,-629.1,-647.0,-266.0,-245.0,False,,,,False,,True,False,False,False,False,False
06041,580,420.0,186.0,,,,436.0,,309.1,429.5,160.5,283.3,276.2,267.0,-160.0,-394.0,,,,-144.0,,-270.9,-150.5,-419.5,-296.7,-303.8,-313.0,False,,,,True,,False,True,False,False,False,False
06043,16,6.0,0.0,,,,8.0,,13.0,6.8,1.4,43.2,5.3,12.0,-10.0,-16.0,,,,-8.0,,-3.0,-9.2,-14.6,27.2,-10.7,-4.0,False,,,,True,,True,True,False,False,False,True
06045,281,480.0,682.0,,,,103.0,,388.8,337.5,256.5,32.1,374.1,357.0,199.0,401.0,,,,-178.0,,107.8,56.5,-24.5,-248.9,93.1,76.0,False,,,,True,,True,True,True,False,True,True
06047,1280,966.0,661.0,,,,618.0,,806.0,1028.6,188.8,32.0,647.4,738.0,-314.0,-619.0,,,,-662.0,,-474.0,-251.4,-1091.2,-1248.0,-632.6,-542.0,False,,,,False,,False,True,False,False,False,False
06049,66,0.0,0.0,,,,8.0,,15.7,24.8,0.2,0.5,,2.0,-66.0,-66.0,,,,-58.0,,-50.3,-41.2,-65.8,-65.5,,-64.0,False,,,,True,,True,True,True,True,,True
06051,303,24.0,0.0,,,,8.0,,28.3,18.8,0.5,4.2,14.9,104.0,-279.0,-303.0,,,,-295.0,,-274.7,-284.2,-302.5,-298.8,-288.1,-199.0,False,,,,False,,True,False,False,False,False,True
06053,2482,2472.0,1827.0,,,,1310.0,,1987.3,2439.4,1059.4,2042.0,1659.5,1255.0,-10.0,-655.0,,,,-1172.0,,-494.7,-42.6,-1422.6,-440.0,-822.5,-1227.0,False,,,,False,,False,False,False,False,False,False
06055,703,408.0,472.0,,,,254.0,,339.1,379.7,70.5,297.6,291.5,303.0,-295.0,-231.0,,,,-449.0,,-363.9,-323.3,-632.5,-405.4,-411.5,-400.0,True,,,,False,,False,False,False,False,False,False
06057,279,60.0,49.0,,,,41.0,,83.1,200.1,6.3,11.0,67.7,25.0,-219.0,-230.0,,,,-238.0,,-195.9,-78.9,-272.7,-268.0,-211.3,-254.0,False,,,,False,,True,True,False,False,True,False
06059,10229,7728.0,5624.0,,,,3481.0,,5802.7,5334.5,6921.7,5707.3,4435.9,7540.0,-2501.0,-4605.0,,,,-6748.0,,-4426.3,-4894.5,-3307.3,-4521.7,-5793.1,-2689.0,False,,,,False,,False,False,False,False,False,False
06061,1506,366.0,162.0,,,,382.0,,395.1,950.0,203.4,331.5,410.4,174.0,-1140.0,-1344.0,,,,-1124.0,,-1110.9,-556.0,-1302.6,-1174.5,-1095.6,-1332.0,False,,,,True,,True,True,False,False,True,False
06063,85,6.0,0.0,,,,2.0,,7.5,31.3,0.6,0.1,4.4,2.0,-79.0,-85.0,,,,-83.0,,-77.5,-53.7,-84.4,-84.9,-80.6,-83.0,False,,,,False,,True,True,False,False,False,False
06065,14246,10536.0,9999.0,,,,6945.0,,8670.0,6404.6,4255.7,3264.5,6845.2,7037.0,-3710.0,-4247.0,,,,-7301.0,,-5576.0,-7841.4,-9990.3,-10981.5,-7400.8,-7209.0,False,,,,False,,False,False,False,False,False,False
06067,6982,4032.0,2737.0,,,,2102.0,,3416.0,8164.2,4419.2,2990.4,2140.5,2308.0,-2950.0,-4245.0,,,,-4880.0,,-3566.0,1182.2,-2562.8,-3991.6,-4841.5,-4674.0,False,,,,False,,False,True,True,False,False,False
06069,231,132.0,97.0,,,,142.0,,139.8,121.3,26.9,21.6,138.5,64.0,-99.0,-134.0,,,,-89.0,,-91.2,-109.7,-204.1,-209.4,-92.5,-167.0,False,,,,True,,True,False,False,False,True,False
06071,17904,9750.0,5148.0,,,,6649.0,,8726.4,8293.2,7277.1,3751.4,5038.4,10934.0,-8154.0,-12756.0,,,,-11255.0,,-9177.6,-9610.8,-10626.9,-14152.6,-12865.6,-6970.0,False,,,,False,,False,False,False,False,False,True
06073,15481,11214.0,11488.0,,,,3909.0,,8651.8,12816.0,7027.7,8057.2,6176.8,9802.0,-4267.0,-3993.0,,,,-11572.0,,-6829.2,-2665.0,-8453.3,-7423.8,-9304.2,-5679.0,True,,,,False,,False,True,False,False,False,False
06075,2102,2028.0,1574.0,,,,1360.0,,1717.6,3688.4,795.6,1077.0,1292.4,1413.0,-74.0,-528.0,,,,-742.0,,-384.4,1586.4,-1306.4,-1025.0,-809.6,-689.0,False,,,,False,,False,False,False,False,False,False
06077,3032,1746.0,1270.0,,,,1297.0,,1507.9,2110.7,517.5,120.8,1047.1,624.0,-1286.0,-1762.0,,,,-1735.0,,-1524.1,-921.3,-2514.5,-2911.2,-1984.9,-2408.0,False,,,,False,,False,True,False,False,False,False
06079,1353,846.0,754.0,,,,1093.0,,714.4,1395.2,481.7,216.3,416.3,908.0,-507.0,-599.0,,,,-260.0,,-638.6,42.2,-871.3,-1136.7,-936.7,-445.0,False,,,,True,,False,True,False,False,False,True
06081,2258,2184.0,3143.0,,,,1243.0,,1754.1,3972.7,1200.2,233.0,1939.0,2054.0,-74.0,885.0,,,,-1015.0,,-503.9,1714.7,-1057.8,-2025.0,-319.0,-204.0,False,,,,False,,False,False,False,False,False,False
06083,1166,1272.0,1579.0,,,,1112.0,,1008.2,1362.0,626.9,534.1,1022.2,1024.0,106.0,413.0,,,,-54.0,,-157.8,196.0,-539.1,-631.9,-143.8,-142.0,False,,,,True,,False,False,False,False,False,False
06085,6243,4224.0,4169.0,,,,2554.0,,3321.4,7681.2,3928.6,2733.8,2902.8,3252.0,-2019.0,-2074.0,,,,-3689.0,,-2921.6,1438.2,-2314.4,-3509.2,-3340.2,-2991.0,False,,,,False,,False,True,False,False,False,False
06087,875,906.0,872.0,,,,347.0,,594.4,1356.3,557.1,106.2,661.2,347.0,31.0,-3.0,,,,-528.0,,-280.6,481.3,-317.9,-768.8,-213.8,-528.0,True,,,,False,,False,False,False,False,False,False
06089,1937,1440.0,5603.0,,,,280.0,,1877.8,894.4,2564.1,1737.4,566.5,1312.0,-497.0,3666.0,,,,-1657.0,,-59.2,-1042.6,627.1,-199.6,-1370.5,-625.0,False,,,,False,,True,False,False,True,False,False
