,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
08119,213,12.0,0.0,,,,18.0,,21.9,34.8,0.2,1.0,5.2,4.0,-201.0,-213.0,,,,-195.0,,-191.1,-178.2,-212.8,-212.0,-207.8,-209.0,False,,,,True,,True,True,False,False,False,False
08121,85,36.0,0.0,,,,31.0,,48.8,13.0,2.0,14.5,14.2,51.0,-49.0,-85.0,,,,-54.0,,-36.2,-72.0,-83.0,-70.5,-70.8,-34.0,False,,,,False,,True,False,False,False,False,True
08123,4602,1362.0,1528.0,,,,1264.0,,915.0,2317.9,639.3,1132.4,864.3,1319.0,-3240.0,-3074.0,,,,-3338.0,,-3687.0,-2284.1,-3962.7,-3469.6,-3737.7,-3283.0,True,,,,False,,False,True,False,False,False,False
08125,134,102.0,,,,,74.0,,148.6,26.9,8.1,9.5,25.6,77.0,-32.0,,,,,-60.0,,14.6,-107.1,-125.9,-124.5,-108.4,-57.0,,,,,False,,True,False,False,False,False,False
09001,9442,2310.0,4268.0,,,,1166.0,,1507.1,5806.4,552.2,50.5,2381.1,1746.0,-7132.0,-5174.0,,,,-8276.0,,-7934.9,-3635.6,-8889.8,-9391.5,-7060.9,-7696.0,True,,,,False,,False,True,False,False,True,False
09003,7094,2700.0,5398.0,,,,1623.0,,1926.8,3573.0,1319.1,87.6,2654.6,2569.0,-4394.0,-1696.0,,,,-5471.0,,-5167.2,-3521.0,-5774.9,-7006.4,-4439.4,-4525.0,True,,,,False,,False,True,False,False,False,False
09005,1121,252.0,173.0,,,,143.0,,201.9,712.4,41.5,26.4,190.2,173.0,-869.0,-948.0,,,,-978.0,,-919.1,-408.6,-1079.5,-1094.6,-930.8,-948.0,False,,,,False,,False,True,False,False,False,False
09007,988,288.0,356.0,,,,216.0,,234.7,378.5,39.2,179.6,172.6,399.0,-700.0,-632.0,,,,-772.0,,-753.3,-609.5,-948.8,-808.4,-815.4,-589.0,True,,,,False,,False,True,False,False,False,True
09009,7432,1458.0,2062.0,,,,1299.0,,991.6,2524.4,316.5,28.1,1400.9,1335.0,-5974.0,-5370.0,,,,-6133.0,,-6440.4,-4907.6,-7115.5,-7403.9,-6031.1,-6097.0,True,,,,False,,False,True,False,False,False,False
09011,2462,2178.0,5885.0,,,,642.0,,1888.5,1650.8,1729.2,42.5,1160.7,3196.0,-284.0,3423.0,,,,-1820.0,,-573.5,-811.2,-732.8,-2419.5,-1301.3,734.0,False,,,,False,,False,False,False,False,False,False
09013,760,672.0,3050.0,,,,289.0,,549.2,526.0,281.8,22.0,581.3,1238.0,-88.0,2290.0,,,,-471.0,,-210.8,-234.0,-478.2,-738.0,-178.7,478.0,False,,,,False,,False,False,False,False,False,False
09015,812,402.0,427.0,,,,399.0,,355.9,617.9,140.3,585.1,267.8,263.0,-410.0,-385.0,,,,-413.0,,-456.1,-194.1,-671.7,-226.9,-544.2,-549.0,True,,,,False,,False,True,False,True,False,False
10001,890,1356.0,562.0,,,,555.0,,717.2,646.5,680.8,138.4,713.4,2718.0,466.0,-328.0,,,,-335.0,,-172.8,-243.5,-209.2,-751.6,-176.6,1828.0,True,,,,True,,True,True,True,False,True,False
10003,4405,5442.0,8220.0,,,,1448.0,,2765.4,3221.5,4133.9,3596.9,3402.1,5689.0,1037.0,3815.0,,,,-2957.0,,-1639.6,-1183.5,-271.1,-808.1,-1002.9,1284.0,False,,,,False,,False,False,True,True,True,False
10005,1970,1410.0,1277.0,,,,714.0,,243.9,913.3,981.1,1500.2,989.8,1733.0,-560.0,-693.0,,,,-1256.0,,-1726.1,-1056.7,-988.9,-469.8,-980.2,-237.0,False,,,,False,,False,False,False,True,False,True
12001,3157,2604.0,1544.0,,,,1121.0,,2404.5,1965.2,1926.8,250.5,1625.3,1108.0,-553.0,-1613.0,,,,-2036.0,,-752.5,-1191.8,-1230.2,-2906.5,-1531.7,-2049.0,False,,,,False,,False,False,False,False,False,False
12003,376,300.0,0.0,,,,149.0,,278.6,115.7,153.5,194.1,124.7,115.0,-76.0,-376.0,,,,-227.0,,-97.4,-260.3,-222.5,-181.9,-251.3,-261.0,False,,,,False,,False,False,False,False,False,False
12005,1321,858.0,409.0,,,,738.0,,713.9,963.1,216.4,103.1,368.7,702.0,-463.0,-912.0,,,,-583.0,,-607.1,-357.9,-1104.6,-1217.9,-952.3,-619.0,False,,,,False,,False,True,False,False,False,False
12007,148,348.0,190.0,,,,90.0,,294.6,98.8,34.8,51.4,162.5,137.0,200.0,42.0,,,,-58.0,,146.6,-49.2,-113.2,-96.6,14.5,-11.0,True,,,,True,,True,True,True,True,True,True
12009,4117,3210.0,3917.0,,,,1572.0,,2635.3,5630.0,2433.8,949.9,1660.0,2471.0,-907.0,-200.0,,,,-2545.0,,-1481.7,1513.0,-1683.2,-3167.1,-2457.0,-1646.0,True,,,,False,,False,False,False,False,False,False
12011,16106,6372.0,4107.0,,,,3844.0,,4806.1,10182.0,4612.9,4178.6,7804.6,5180.0,-9734.0,-11999.0,,,,-12262.0,,-11299.9,-5924.0,-11493.1,-11927.4,-8301.4,-10926.0,False,,,,False,,False,True,False,False,True,False
12013,163,90.0,1.0,,,,75.0,,79.4,55.4,12.4,50.2,140.9,104.0,-73.0,-162.0,,,,-88.0,,-83.6,-107.6,-150.6,-112.8,-22.1,-59.0,False,,,,False,,False,False,False,False,True,True
12015,1110,636.0,930.0,,,,242.0,,437.7,1122.1,343.0,433.2,399.2,808.0,-474.0,-180.0,,,,-868.0,,-672.3,12.1,-767.0,-676.8,-710.8,-302.0,True,,,,False,,False,True,False,False,False,True
12017,1034,510.0,300.0,,,,335.0,,386.6,680.0,386.1,257.1,236.7,247.0,-524.0,-734.0,,,,-699.0,,-647.4,-354.0,-647.9,-776.9,-797.3,-787.0,False,,,,False,,False,True,False,False,False,False
12019,1581,1506.0,1245.0,,,,557.0,,1185.0,1282.7,974.0,1183.5,911.9,905.0,-75.0,-336.0,,,,-1024.0,,-396.0,-298.3,-607.0,-397.5,-669.1,-676.0,False,,,,False,,False,False,False,False,False,False
12021,2974,1236.0,946.0,,,,401.0,,857.7,1022.1,447.4,620.6,664.1,1000.0,-1738.0,-2028.0,,,,-2573.0,,-2116.3,-1951.9,-2526.6,-2353.4,-2309.9,-1974.0,False,,,,False,,False,False,False,False,False,False
12023,614,684.0,1052.0,,,,253.0,,484.6,348.8,114.9,68.3,372.4,246.0,70.0,438.0,,,,-361.0,,-129.4,-265.2,-499.1,-545.7,-241.6,-368.0,False,,,,False,,False,False,False,False,False,False
12027,191,120.0,44.0,,,,126.0,,101.3,75.1,12.2,18.8,89.0,191.0,-71.0,-147.0,,,,-65.0,,-89.7,-115.9,-178.8,-172.2,-102.0,0.0,False,,,,True,,False,False,False,False,False,True
12029,99,18.0,2.0,,,,49.0,,13.4,57.6,1.2,18.5,11.6,3.0,-81.0,-97.0,,,,-50.0,,-85.6,-41.4,-97.8,-80.5,-87.4,-96.0,False,,,,True,,False,True,False,True,False,False
12031,7084,4800.0,3160.0,,,,3194.0,,3664.5,8037.7,3666.8,1817.8,3063.8,3628.0,-2284.0,-3924.0,,,,-3890.0,,-3419.5,953.7,-3417.2,-5266.2,-4020.2,-3456.0,False,,,,False,,False,True,False,False,False,False
12033,2531,1374.0,3174.0,,,,1792.0,,1023.6,1542.1,753.6,298.3,986.2,638.0,-1157.0,643.0,,,,-739.0,,-1507.4,-988.9,-1777.4,-2232.7,-1544.8,-1893.0,True,,,,True,,False,True,False,False,False,False
12035,599,348.0,177.0,,,,151.0,,301.8,678.4,193.8,69.5,333.4,122.0,-251.0,-422.0,,,,-448.0,,-297.2,79.4,-405.2,-529.5,-265.6,-477.0,False,,,,False,,False,True,False,False,False,False
12037,169,162.0,0.0,,,,45.0,,119.9,80.2,33.7,38.2,139.4,58.0,-7.0,-169.0,,,,-124.0,,-49.1,-88.8,-135.3,-130.8,-29.6,-111.0,False,,,,False,,False,False,False,False,False,False
12039,242,558.0,501.0,,,,200.0,,362.2,397.4,259.7,186.4,773.6,0.0,316.0,259.0,,,,-42.0,,120.2,155.4,17.7,-55.6,531.6,-242.0,True,,,,True,,True,True,True,True,False,True
12041,137,30.0,2.0,,,,44.0,,50.5,50.0,11.6,10.9,29.9,18.0,-107.0,-135.0,,,,-93.0,,-86.5,-87.0,-125.4,-126.1,-107.1,-119.0,False,,,,True,,True,True,False,False,False,False
12043,84,66.0,28.0,,,,48.0,,92.3,55.3,5.4,28.1,41.1,73.0,-18.0,-56.0,,,,-36.0,,8.3,-28.7,-78.6,-55.9,-42.9,-11.0,False,,,,False,,True,False,False,False,False,True
12045,130,54.0,,,,,51.0,,43.3,58.9,13.2,42.9,67.6,0.0,-76.0,,,,,-79.0,,-86.7,-71.1,-116.8,-87.1,-62.4,-130.0,,,,,False,,False,True,False,False,True,False
12047,74,96.0,116.0,,,,51.0,,81.7,122.3,17.9,13.1,42.8,9.0,22.0,42.0,,,,-23.0,,7.7,48.3,-56.1,-60.9,-31.2,-65.0,False,,,,False,,True,False,False,False,False,False
12049,300,186.0,251.0,,,,106.0,,204.1,228.9,54.9,130.9,74.5,164.0,-114.0,-49.0,,,,-194.0,,-95.9,-71.1,-245.1,-169.1,-225.5,-136.0,True,,,,False,,True,True,False,False,False,False
12051,258,96.0,28.0,,,,89.0,,113.4,145.2,20.2,109.5,86.5,98.0,-162.0,-230.0,,,,-169.0,,-144.6,-112.8,-237.8,-148.5,-171.5,-160.0,False,,,,False,,True,True,False,True,False,True
12053,1020,678.0,597.0,,,,427.0,,579.1,608.1,453.9,92.2,344.3,519.0,-342.0,-423.0,,,,-593.0,,-440.9,-411.9,-566.1,-927.8,-675.7,-501.0,False,,,,False,,False,False,False,False,False,False
12055,951,390.0,290.0,,,,348.0,,366.4,672.5,177.3,514.4,167.6,291.0,-561.0,-661.0,,,,-603.0,,-584.6,-278.5,-773.7,-436.6,-783.4,-660.0,False,,,,False,,False,True,False,True,False,False
12057,9716,6258.0,5279.0,,,,3376.0,,4646.4,7644.0,5262.6,4039.3,3069.5,4911.0,-3458.0,-4437.0,,,,-6340.0,,-5069.6,-2072.0,-4453.4,-5676.7,-6646.5,-4805.0,False,,,,False,,False,True,False,False,False,False
12059,265,84.0,42.0,,,,94.0,,62.0,77.8,10.6,15.9,89.0,72.0,-181.0,-223.0,,,,-171.0,,-203.0,-187.2,-254.4,-249.1,-176.0,-193.0,False,,,,True,,False,False,False,False,True,False
12061,1090,672.0,571.0,,,,580.0,,577.9,517.1,421.4,535.3,295.3,748.0,-418.0,-519.0,,,,-510.0,,-512.1,-572.9,-668.6,-554.7,-794.7,-342.0,False,,,,False,,False,False,False,False,False,True
12063,641,396.0,251.0,,,,205.0,,276.8,269.6,71.7,140.3,272.0,124.0,-245.0,-390.0,,,,-436.0,,-364.2,-371.4,-569.3,-500.7,-369.0,-517.0,False,,,,False,,False,False,False,False,False,False
12065,150,72.0,0.0,,,,31.0,,55.2,51.8,4.9,77.9,65.3,40.0,-78.0,-150.0,,,,-119.0,,-94.8,-98.2,-145.1,-72.1,-84.7,-110.0,False,,,,False,,False,False,False,True,False,False
12067,61,0.0,0.0,,,,30.0,,1.8,19.8,0.1,0.6,366.7,0.0,-61.0,-61.0,,,,-31.0,,-59.2,-41.2,-60.9,-60.4,305.7,-61.0,False,,,,True,,True,True,True,True,False,False
12069,1877,1236.0,1764.0,,,,1170.0,,919.8,1757.5,1015.2,639.8,732.2,740.0,-641.0,-113.0,,,,-707.0,,-957.2,-119.5,-861.8,-1237.2,-1144.8,-1137.0,True,,,,False,,False,True,False,False,False,False
12071,5142,2502.0,2650.0,,,,1035.0,,1701.2,2555.9,1678.2,756.0,1485.2,2038.0,-2640.0,-2492.0,,,,-4107.0,,-3440.8,-2586.1,-3463.8,-4386.0,-3656.8,-3104.0,True,,,,False,,False,True,False,False,False,False
12073,2642,2268.0,1949.0,,,,880.0,,1994.5,2411.1,1438.7,816.6,2089.8,738.0,-374.0,-693.0,,,,-1762.0,,-647.5,-230.9,-1203.3,-1825.4,-552.2,-1904.0,False,,,,False,,False,True,False,False,False,False
12075,193,108.0,107.0,,,,100.0,,110.4,133.9,17.9,22.1,56.8,90.0,-85.0,-86.0,,,,-93.0,,-82.6,-59.1,-175.1,-170.9,-136.2,-103.0,False,,,,False,,True,True,False,False,False,False
12077,37,12.0,0.0,,,,42.0,,25.6,46.5,1.5,24.5,67.5,0.0,-25.0,-37.0,,,,5.0,,-11.4,9.5,-35.5,-12.5,30.5,-37.0,False,,,,True,,True,True,False,True,False,False
12079,150,54.0,37.0,,,,47.0,,32.6,41.8,6.5,48.1,145.3,10.0,-96.0,-113.0,,,,-103.0,,-117.4,-108.2,-143.5,-101.9,-4.7,-140.0,False,,,,False,,False,False,False,False,True,False
12081,2821,1776.0,1644.0,,,,789.0,,1329.6,1839.1,1126.1,488.6,1110.7,1470.0,-1045.0,-1177.0,,,,-2032.0,,-1491.4,-981.9,-1694.9,-2332.4,-1710.3,-1351.0,False,,,,False,,False,True,False,False,False,False
12083,1773,1494.0,1072.0,,,,1061.0,,1099.1,2100.0,882.3,406.9,1884.0,1023.0,-279.0,-701.0,,,,-712.0,,-673.9,327.0,-890.7,-1366.1,111.0,-750.0,False,,,,False,,False,False,False,False,True,False
12085,714,582.0,906.0,,,,454.0,,452.0,715.3,257.0,165.7,298.3,356.0,-132.0,192.0,,,,-260.0,,-262.0,1.3,-457.0,-548.3,-415.7,-358.0,False,,,,False,,False,True,False,False,False,False
12086,28383,16392.0,12313.0,,,,7987.0,,10877.7,17275.0,11396.4,6495.8,11763.9,0.0,-11991.0,-16070.0,,,,-20396.0,,-17505.3,-11108.0,-16986.6,-21887.2,-16619.1,-28383.0,False,,,,False,,False,True,False,False,False,False
12087,891,162.0,198.0,,,,29.0,,176.5,177.7,78.9,187.6,86.7,182.0,-729.0,-693.0,,,,-862.0,,-714.5,-713.3,-812.1,-703.4,-804.3,-709.0,True,,,,False,,True,True,False,True,False,True
12089,565,474.0,550.0,,,,173.0,,372.6,374.6,279.8,666.8,385.8,198.0,-91.0,-15.0,,,,-392.0,,-192.4,-190.4,-285.2,101.8,-179.2,-367.0,True,,,,False,,False,False,False,False,False,False
12091,2365,1356.0,3131.0,,,,973.0,,1162.4,1058.4,1115.5,422.5,948.4,1552.0,-1009.0,766.0,,,,-1392.0,,-1202.6,-1306.6,-1249.5,-1942.5,-1416.6,-813.0,True,,,,False,,False,False,False,False,False,True
12093,272,300.0,205.0,,,,282.0,,273.7,183.9,28.8,123.4,157.2,150.0,28.0,-67.0,,,,10.0,,1.7,-88.1,-243.2,-148.6,-114.8,-122.0,False,,,,True,,True,False,False,False,False,False
12095,9989,5796.0,6233.0,,,,4166.0,,4342.8,12234.4,3994.5,3375.9,2442.3,5071.0,-4193.0,-3756.0,,,,-5823.0,,-5646.2,2245.4,-5994.5,-6613.1,-7546.7,-4918.0,True,,,,False,,False,True,False,False,False,False
12097,3015,1992.0,1746.0,,,,1273.0,,1596.0,2516.5,1505.6,1028.5,1598.2,1667.0,-1023.0,-1269.0,,,,-1742.0,,-1419.0,-498.5,-1509.4,-1986.5,-1416.8,-1348.0,False,,,,False,,False,True,False,False,False,False
12099,10699,4674.0,3137.0,,,,2886.0,,3520.8,6079.1,3444.1,1236.7,2880.7,2991.0,-6025.0,-7562.0,,,,-7813.0,,-7178.2,-4619.9,-7254.9,-9462.3,-7818.3,-7708.0,False,,,,False,,False,True,False,False,False,False
12101,2959,1692.0,930.0,,,,1312.0,,1489.0,4554.3,1204.8,9.6,826.7,1559.0,-1267.0,-2029.0,,,,-1647.0,,-1470.0,1595.3,-1754.2,-2949.4,-2132.3,-1400.0,False,,,,False,,False,False,False,False,False,False
12103,6424,2862.0,2901.0,,,,1779.0,,2252.8,3432.7,2506.9,505.6,1345.1,2696.0,-3562.0,-3523.0,,,,-4645.0,,-4171.2,-2991.3,-3917.1,-5918.4,-5078.9,-3728.0,True,,,,False,,False,True,False,False,False,False
12105,4666,3534.0,2433.0,,,,2630.0,,2570.7,3101.7,3021.8,1832.2,1685.2,2441.0,-1132.0,-2233.0,,,,-2036.0,,-2095.3,-1564.3,-1644.2,-2833.8,-2980.8,-2225.0,False,,,,False,,False,False,False,False,False,False
12107,370,240.0,110.0,,,,230.0,,209.5,454.0,53.1,53.4,225.5,107.0,-130.0,-260.0,,,,-140.0,,-160.5,84.0,-316.9,-316.6,-144.5,-263.0,False,,,,False,,False,True,False,False,False,False
12109,1919,1308.0,1559.0,,,,549.0,,974.6,1847.7,940.3,638.7,684.2,1015.0,-611.0,-360.0,,,,-1370.0,,-944.4,-71.3,-978.7,-1280.3,-1234.8,-904.0,True,,,,False,,False,True,False,False,False,False
12111,1592,1176.0,1092.0,,,,863.0,,962.4,1520.8,577.1,178.8,729.9,1009.0,-416.0,-500.0,,,,-729.0,,-629.6,-71.2,-1014.9,-1413.2,-862.1,-583.0,False,,,,False,,False,True,False,False,False,False
12113,1101,744.0,1772.0,,,,836.0,,550.5,813.2,507.0,112.1,466.3,820.0,-357.0,671.0,,,,-265.0,,-550.5,-287.8,-594.0,-988.9,-634.7,-281.0,False,,,,True,,False,True,False,False,False,True
12115,2684,1332.0,887.0,,,,607.0,,952.7,2718.9,858.0,692.0,531.1,951.0,-1352.0,-1797.0,,,,-2077.0,,-1731.3,34.9,-1826.0,-1992.0,-2152.9,-1733.0,False,,,,False,,False,True,False,False,False,False
12117,2200,1368.0,1859.0,,,,1155.0,,1004.0,1525.0,886.2,909.5,672.9,1138.0,-832.0,-341.0,,,,-1045.0,,-1196.0,-675.0,-1313.8,-1290.5,-1527.1,-1062.0,True,,,,False,,False,True,False,False,False,False
12119,712,1326.0,8409.0,,,,412.0,,1052.2,896.9,1212.0,233.5,1014.6,8209.0,614.0,7697.0,,,,-300.0,,340.2,184.9,500.0,-478.5,302.6,7497.0,False,,,,True,,True,True,True,True,True,False
12121,349,498.0,94.0,,,,128.0,,316.2,224.1,132.7,175.1,257.4,0.0,149.0,-255.0,,,,-221.0,,-32.8,-124.9,-216.3,-173.9,-91.6,-349.0,False,,,,False,,True,True,False,False,True,False
12123,221,138.0,7.0,,,,81.0,,125.1,98.9,39.4,127.9,273.6,0.0,-83.0,-214.0,,,,-140.0,,-95.9,-122.1,-181.6,-93.1,52.6,-221.0,False,,,,False,,False,False,False,False,True,False
12125,202,324.0,93.0,,,,81.0,,261.1,137.5,27.6,181.6,365.6,0.0,122.0,-109.0,,,,-121.0,,59.1,-64.5,-174.4,-20.4,163.6,-202.0,True,,,,True,,True,True,False,True,False,False
12127,3081,1728.0,1922.0,,,,1477.0,,1404.7,3461.0,1295.5,1117.7,1092.3,703.0,-1353.0,-1159.0,,,,-1604.0,,-1676.3,380.0,-1785.5,-1963.3,-1988.7,-2378.0,True,,,,False,,False,True,False,False,False,False
12129,292,204.0,125.0,,,,63.0,,165.7,191.4,23.8,26.5,223.5,78.0,-88.0,-167.0,,,,-229.0,,-126.3,-100.6,-268.2,-265.5,-68.5,-214.0,False,,,,False,,False,False,False,False,True,False
12131,1199,306.0,223.0,,,,245.0,,275.6,201.6,81.6,38.3,317.0,202.0,-893.0,-976.0,,,,-954.0,,-923.4,-997.4,-1117.4,-1160.7,-882.0,-997.0,False,,,,False,,False,False,False,False,True,False
12133,268,102.0,0.0,,,,122.0,,88.9,94.4,10.1,66.6,60.7,104.0,-166.0,-268.0,,,,-146.0,,-179.1,-173.6,-257.9,-201.4,-207.3,-164.0,False,,,,True,,False,False,False,False,False,True
13001,247,210.0,42.0,,,,98.0,,153.6,71.6,31.8,115.4,200.9,30.0,-37.0,-205.0,,,,-149.0,,-93.4,-175.4,-215.2,-131.6,-46.1,-217.0,False,,,,False,,False,False,False,False,False,False
13003,113,36.0,0.0,,,,19.0,,26.9,14.9,4.7,11.8,30.6,10.0,-77.0,-113.0,,,,-94.0,,-86.1,-98.1,-108.3,-101.2,-82.4,-103.0,False,,,,False,,False,False,False,False,False,False
13005,134,42.0,12.0,,,,61.0,,35.5,25.5,3.9,33.1,18.8,11.0,-92.0,-122.0,,,,-73.0,,-98.5,-108.5,-130.1,-100.9,-115.2,-123.0,False,,,,True,,False,False,False,False,False,False
13007,36,0.0,0.0,,,,18.0,,2.8,2.0,0.3,0.7,2.9,6.0,-36.0,-36.0,,,,-18.0,,-33.2,-34.0,-35.7,-35.3,-33.1,-30.0,False,,,,True,,True,True,True,True,True,True
13009,385,228.0,189.0,,,,244.0,,141.5,247.2,12.2,24.7,573.6,69.0,-157.0,-196.0,,,,-141.0,,-243.5,-137.8,-372.8,-360.3,188.6,-316.0,False,,,,True,,False,True,False,False,False,False
13011,157,132.0,81.0,,,,133.0,,135.4,72.8,21.4,38.6,130.4,83.0,-25.0,-76.0,,,,-24.0,,-21.6,-84.2,-135.6,-118.4,-26.6,-74.0,False,,,,True,,True,False,False,False,False,False
13013,796,600.0,580.0,,,,421.0,,537.4,358.8,337.1,99.4,412.0,412.0,-196.0,-216.0,,,,-375.0,,-258.6,-437.2,-458.9,-696.6,-384.0,-384.0,False,,,,False,,False,False,False,False,False,False
13015,1485,570.0,475.0,,,,641.0,,477.3,290.2,291.4,174.4,259.8,515.0,-915.0,-1010.0,,,,-844.0,,-1007.7,-1194.8,-1193.6,-1310.6,-1225.2,-970.0,False,,,,True,,False,False,False,False,False,False
13017,162,210.0,92.0,,,,73.0,,159.7,74.6,48.7,186.4,143.6,85.0,48.0,-70.0,,,,-89.0,,-2.3,-87.4,-113.3,24.4,-18.4,-77.0,False,,,,False,,True,False,False,True,True,False
13019,171,72.0,40.0,,,,61.0,,84.0,38.4,13.4,33.5,57.4,50.0,-99.0,-131.0,,,,-110.0,,-87.0,-132.6,-157.6,-137.5,-113.6,-121.0,False,,,,False,,True,False,False,False,False,False
13021,1043,534.0,649.0,,,,738.0,,331.5,543.1,276.8,49.3,501.0,201.0,-509.0,-394.0,,,,-305.0,,-711.5,-499.9,-766.2,-993.7,-542.0,-842.0,True,,,,True,,False,True,False,False,False,False
13023,259,84.0,2.0,,,,107.0,,75.6,42.2,9.4,75.1,141.3,34.0,-175.0,-257.0,,,,-152.0,,-183.4,-216.8,-249.6,-183.9,-117.7,-225.0,False,,,,True,,False,False,False,False,True,False
13025,370,42.0,3.0,,,,37.0,,48.1,24.3,8.2,9.8,27.6,10.0,-328.0,-367.0,,,,-333.0,,-321.9,-345.7,-361.8,-360.2,-342.4,-360.0,False,,,,False,,True,False,False,False,False,False
13027,89,42.0,1.0,,,,43.0,,40.3,31.0,1.6,15.3,23.8,24.0,-47.0,-88.0,,,,-46.0,,-48.7,-58.0,-87.4,-73.7,-65.2,-65.0,False,,,,True,,False,False,False,False,False,False
13029,247,150.0,81.0,,,,126.0,,111.7,125.6,73.9,13.9,65.3,84.0,-97.0,-166.0,,,,-121.0,,-135.3,-121.4,-173.1,-233.2,-181.7,-163.0,False,,,,False,,False,False,False,False,False,False
13031,706,228.0,266.0,,,,588.0,,189.2,231.2,115.5,14.0,144.0,83.0,-478.0,-440.0,,,,-118.0,,-516.8,-474.8,-590.5,-692.0,-562.0,-623.0,True,,,,True,,False,True,False,False,False,False
13033,328,228.0,98.0,,,,166.0,,182.2,119.1,101.5,21.6,242.0,140.0,-100.0,-230.0,,,,-162.0,,-145.8,-208.9,-226.5,-306.4,-86.0,-188.0,False,,,,False,,False,False,False,False,True,False
13035,293,204.0,224.0,,,,97.0,,159.6,115.2,29.7,65.7,141.2,278.0,-89.0,-69.0,,,,-196.0,,-133.4,-177.8,-263.3,-227.3,-151.8,-15.0,True,,,,False,,False,False,False,False,False,True
13037,65,42.0,0.0,,,,26.0,,43.9,11.6,6.9,4.5,25.5,65.0,-23.0,-65.0,,,,-39.0,,-21.1,-53.4,-58.1,-60.5,-39.5,0.0,False,,,,False,,True,False,False,False,False,True
13039,302,222.0,115.0,,,,139.0,,173.6,223.5,104.3,125.1,256.6,120.0,-80.0,-187.0,,,,-163.0,,-128.4,-78.5,-197.7,-176.9,-45.4,-182.0,False,,,,False,,False,True,False,False,True,False
13043,128,114.0,44.0,,,,55.0,,79.6,37.4,18.5,72.2,112.9,66.0,-14.0,-84.0,,,,-73.0,,-48.4,-90.6,-109.5,-55.8,-15.1,-62.0,False,,,,False,,False,False,False,False,False,False
13045,2013,642.0,441.0,,,,552.0,,501.7,419.0,168.0,298.5,342.6,62.0,-1371.0,-1572.0,,,,-1461.0,,-1511.3,-1594.0,-1845.0,-1714.5,-1670.4,-1951.0,False,,,,False,,False,False,False,False,False,False
13047,496,342.0,199.0,,,,603.0,,329.6,319.4,109.5,51.1,242.1,234.0,-154.0,-297.0,,,,107.0,,-166.4,-176.6,-386.5,-444.9,-253.9,-262.0,False,,,,True,,False,False,False,False,False,False
13049,117,90.0,2.0,,,,58.0,,47.9,44.0,12.9,9.3,78.6,37.0,-27.0,-115.0,,,,-59.0,,-69.1,-73.0,-104.1,-107.7,-38.4,-80.0,False,,,,False,,False,False,False,False,False,False
13051,1521,1434.0,1009.0,,,,1226.0,,1002.5,846.1,859.8,373.4,730.5,887.0,-87.0,-512.0,,,,-295.0,,-518.5,-674.9,-661.2,-1147.6,-790.5,-634.0,False,,,,False,,False,False,False,False,False,False
13053,253,300.0,93.0,,,,65.0,,121.9,44.9,48.0,16.7,131.8,51.0,47.0,-160.0,,,,-188.0,,-131.1,-208.1,-205.0,-236.3,-121.2,-202.0,False,,,,False,,False,False,False,False,False,False
13055,338,276.0,159.0,,,,192.0,,242.7,97.9,166.6,56.2,277.3,212.0,-62.0,-179.0,,,,-146.0,,-95.3,-240.1,-171.4,-281.8,-60.7,-126.0,False,,,,False,,False,False,False,False,True,False
13057,2824,1344.0,1093.0,,,,1044.0,,1102.0,1023.3,976.7,685.5,902.0,1038.0,-1480.0,-1731.0,,,,-1780.0,,-1722.0,-1800.7,-1847.3,-2138.5,-1922.0,-1786.0,False,,,,False,,False,False,False,False,False,False
13059,2228,984.0,532.0,,,,912.0,,655.4,584.1,616.7,756.0,1097.0,244.0,-1244.0,-1696.0,,,,-1316.0,,-1572.6,-1643.9,-1611.3,-1472.0,-1131.0,-1984.0,False,,,,False,,False,False,False,False,True,False
13061,22,0.0,0.0,,,,6.0,,1.6,3.2,0.0,0.9,13.8,1.0,-22.0,-22.0,,,,-16.0,,-20.4,-18.8,-22.0,-21.1,-8.2,-21.0,False,,,,True,,True,True,True,True,True,True
13063,2470,390.0,389.0,,,,959.0,,184.1,584.9,214.3,269.6,547.4,130.0,-2080.0,-2081.0,,,,-1511.0,,-2285.9,-1885.1,-2255.7,-2200.4,-1922.6,-2340.0,False,,,,True,,False,True,False,False,True,False
