,actual_cases,COVIDhub-baseline,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17037,2503,920.0,,,1013.0,,521.9,276.2,582.0,,727.0,-1583.0,,,-1490.0,,-1981.1,-2226.8,-1921.0,,-1776.0,,,True,,False,False,False,,False
17039,393,200.0,,,88.0,,206.9,52.5,,,169.0,-193.0,,,-305.0,,-186.1,-340.5,,,-224.0,,,False,,True,False,,,False
17041,823,152.0,,,111.0,,179.1,25.7,,,99.0,-671.0,,,-712.0,,-643.9,-797.3,,,-724.0,,,False,,True,False,,,False
17043,17985,5472.0,,,3776.0,,1101.3,3158.0,4591.7,,3029.0,-12513.0,,,-14209.0,,-16883.7,-14827.0,-13393.3,,-14956.0,,,False,,False,False,False,,False
17045,460,64.0,,,87.0,,172.1,4.1,,,36.0,-396.0,,,-373.0,,-287.9,-455.9,,,-424.0,,,True,,True,False,,,False
17047,99,56.0,,,33.0,,,9.5,,,18.0,-43.0,,,-66.0,,,-89.5,,,-81.0,,,False,,,False,,,False
17049,1166,576.0,,,377.0,,174.9,208.6,,,160.0,-590.0,,,-789.0,,-991.1,-957.4,,,-1006.0,,,False,,False,False,,,False
17051,849,480.0,,,252.0,,209.2,679.1,,,340.0,-369.0,,,-597.0,,-639.8,-169.9,,,-509.0,,,False,,False,True,,,False
17053,409,80.0,,,79.0,,,238.7,,,167.0,-329.0,,,-330.0,,,-170.3,,,-242.0,,,False,,,True,,,True
17055,1100,496.0,,,275.0,,301.3,385.4,,,409.0,-604.0,,,-825.0,,-798.7,-714.6,,,-691.0,,,False,,False,False,,,False
17057,858,216.0,,,310.0,,318.0,39.9,,,215.0,-642.0,,,-548.0,,-540.0,-818.1,,,-643.0,,,True,,True,False,,,False
17059,94,0.0,,,42.0,,,0.0,,,0.0,-94.0,,,-52.0,,,-94.0,,,-94.0,,,True,,,False,,,False
17061,395,200.0,,,271.0,,105.7,61.7,,,54.0,-195.0,,,-124.0,,-289.3,-333.3,,,-341.0,,,True,,False,False,,,False
17063,1325,464.0,,,326.0,,372.6,109.3,,,498.0,-861.0,,,-999.0,,-952.4,-1215.7,,,-827.0,,,False,,False,False,,,True
17065,218,104.0,,,81.0,,,27.4,,,120.0,-114.0,,,-137.0,,,-190.6,,,-98.0,,,False,,,False,,,True
17067,548,96.0,,,173.0,,265.3,11.5,,,137.0,-452.0,,,-375.0,,-282.7,-536.5,,,-411.0,,,True,,True,False,,,True
17069,56,72.0,,,26.0,,,5.3,,,50.0,16.0,,,-30.0,,,-50.7,,,-6.0,,,False,,,False,,,True
17071,149,16.0,,,64.0,,,1.6,,,2.0,-133.0,,,-85.0,,,-147.4,,,-147.0,,,True,,,False,,,False
17073,1111,320.0,,,536.0,,444.6,45.7,,,106.0,-791.0,,,-575.0,,-666.4,-1065.3,,,-1005.0,,,True,,True,False,,,False
17075,814,152.0,,,127.0,,90.0,54.2,,,196.0,-662.0,,,-687.0,,-724.0,-759.8,,,-618.0,,,False,,False,False,,,True
17077,888,720.0,,,1313.0,,379.8,148.2,554.3,,306.0,-168.0,,,425.0,,-508.2,-739.8,-333.7,,-582.0,,,False,,False,False,False,,False
17079,292,96.0,,,58.0,,49.5,18.1,,,35.0,-196.0,,,-234.0,,-242.5,-273.9,,,-257.0,,,False,,False,False,,,False
17081,851,368.0,,,433.0,,310.3,79.2,,,385.0,-483.0,,,-418.0,,-540.7,-771.8,,,-466.0,,,True,,False,False,,,True
17083,522,200.0,,,202.0,,275.5,72.0,,,52.0,-322.0,,,-320.0,,-246.5,-450.0,,,-470.0,,,True,,True,False,,,False
17085,625,200.0,,,142.0,,291.0,41.7,,,166.0,-425.0,,,-483.0,,-334.0,-583.3,,,-459.0,,,False,,True,False,,,False
17087,412,112.0,,,95.0,,112.1,31.5,,,114.0,-300.0,,,-317.0,,-299.9,-380.5,,,-298.0,,,False,,True,False,,,True
17089,12724,4160.0,,,2996.0,,671.8,1915.4,3539.4,,2914.0,-8564.0,,,-9728.0,,-12052.2,-10808.6,-9184.6,,-9810.0,,,False,,False,False,False,,False
17091,3614,960.0,,,634.0,,598.6,286.6,1307.8,,410.0,-2654.0,,,-2980.0,,-3015.4,-3327.4,-2306.2,,-3204.0,,,False,,False,False,True,,False
17093,2816,656.0,,,636.0,,387.7,587.8,475.9,,693.0,-2160.0,,,-2180.0,,-2428.3,-2228.2,-2340.1,,-2123.0,,,False,,False,False,False,,True
17095,1499,480.0,,,578.0,,415.7,445.9,,,654.0,-1019.0,,,-921.0,,-1083.3,-1053.1,,,-845.0,,,True,,False,False,,,True
17097,13746,4680.0,,,4324.0,,1166.2,632.6,4140.0,,2094.0,-9066.0,,,-9422.0,,-12579.8,-13113.4,-9606.0,,-11652.0,,,False,,False,False,False,,False
17099,2969,920.0,,,742.0,,714.7,332.9,554.5,,684.0,-2049.0,,,-2227.0,,-2254.3,-2636.1,-2414.5,,-2285.0,,,False,,False,False,False,,False
17101,335,136.0,,,169.0,,122.0,70.6,,,47.0,-199.0,,,-166.0,,-213.0,-264.4,,,-288.0,,,True,,False,False,,,False
17103,1059,216.0,,,389.0,,228.4,33.8,,,129.0,-843.0,,,-670.0,,-830.6,-1025.2,,,-930.0,,,True,,True,False,,,False
17105,1260,392.0,,,237.0,,376.1,27.1,,,292.0,-868.0,,,-1023.0,,-883.9,-1232.9,,,-968.0,,,False,,False,False,,,False
17107,705,384.0,,,205.0,,275.8,130.4,,,86.0,-321.0,,,-500.0,,-429.2,-574.6,,,-619.0,,,False,,False,False,,,False
17109,805,368.0,,,628.0,,35.2,95.5,,,74.0,-437.0,,,-177.0,,-769.8,-709.5,,,-731.0,,,True,,False,False,,,False
17111,6684,1200.0,,,1835.0,,884.1,660.0,786.2,,715.0,-5484.0,,,-4849.0,,-5799.9,-6024.0,-5897.8,,-5969.0,,,True,,False,False,False,,False
17113,3348,1912.0,,,1591.0,,1520.7,1693.4,1706.1,,586.0,-1436.0,,,-1757.0,,-1827.3,-1654.6,-1641.9,,-2762.0,,,False,,False,False,False,,False
17115,3725,1192.0,,,721.0,,1097.1,368.6,964.0,,758.0,-2533.0,,,-3004.0,,-2627.9,-3356.4,-2761.0,,-2967.0,,,False,,False,False,False,,False
17117,974,432.0,,,411.0,,488.7,537.6,,,353.0,-542.0,,,-563.0,,-485.3,-436.4,,,-621.0,,,False,,True,True,,,False
17119,5486,3352.0,,,2843.0,,2446.0,2247.3,2106.1,,1471.0,-2134.0,,,-2643.0,,-3040.0,-3238.7,-3379.9,,-4015.0,,,False,,False,False,False,,False
17121,1271,616.0,,,286.0,,430.8,192.8,,,226.0,-655.0,,,-985.0,,-840.2,-1078.2,,,-1045.0,,,False,,False,False,,,False
17123,161,200.0,,,55.0,,,73.1,,,157.0,39.0,,,-106.0,,,-87.9,,,-4.0,,,False,,,False,,,True
17125,358,120.0,,,92.0,,140.3,296.6,,,137.0,-238.0,,,-266.0,,-217.7,-61.4,,,-221.0,,,False,,True,True,,,True
17127,210,80.0,,,115.0,,,60.7,,,47.0,-130.0,,,-95.0,,,-149.3,,,-163.0,,,True,,,False,,,False
17129,192,176.0,,,59.0,,135.9,15.3,,,89.0,-16.0,,,-133.0,,-56.1,-176.7,,,-103.0,,,False,,False,False,,,False
17131,429,88.0,,,126.0,,149.4,19.3,,,135.0,-341.0,,,-303.0,,-279.6,-409.7,,,-294.0,,,True,,True,False,,,True
17133,897,408.0,,,266.0,,319.3,70.5,,,134.0,-489.0,,,-631.0,,-577.7,-826.5,,,-763.0,,,False,,False,False,,,False
17135,579,240.0,,,357.0,,224.2,403.7,,,199.0,-339.0,,,-222.0,,-354.8,-175.3,,,-380.0,,,True,,False,True,,,False
17137,994,176.0,,,399.0,,329.3,46.9,,,147.0,-818.0,,,-595.0,,-664.7,-947.1,,,-847.0,,,True,,True,False,,,False
17139,474,144.0,,,90.0,,138.8,24.0,,,99.0,-330.0,,,-384.0,,-335.2,-450.0,,,-375.0,,,False,,False,False,,,False
17141,1516,496.0,,,258.0,,397.8,214.3,,,342.0,-1020.0,,,-1258.0,,-1118.2,-1301.7,,,-1174.0,,,False,,False,False,,,False
17143,3646,2632.0,,,2009.0,,1446.0,962.7,2127.3,,1431.0,-1014.0,,,-1637.0,,-2200.0,-2683.3,-1518.7,,-2215.0,,,False,,False,False,False,,False
17145,404,112.0,,,210.0,,127.3,19.6,,,141.0,-292.0,,,-194.0,,-276.7,-384.4,,,-263.0,,,True,,True,False,,,True
17147,448,168.0,,,70.0,,213.9,27.7,,,141.0,-280.0,,,-378.0,,-234.1,-420.3,,,-307.0,,,False,,True,False,,,False
17149,673,72.0,,,183.0,,173.8,18.4,,,12.0,-601.0,,,-490.0,,-499.2,-654.6,,,-661.0,,,True,,True,False,,,False
17151,35,24.0,,,26.0,,,4.6,,,83.0,-11.0,,,-9.0,,,-30.4,,,48.0,,,True,,,False,,,False
17153,155,80.0,,,49.0,,0.0,8.2,,,25.0,-75.0,,,-106.0,,-155.0,-146.8,,,-130.0,,,False,,False,False,,,False
17155,121,88.0,,,29.0,,,26.4,,,44.0,-33.0,,,-92.0,,,-94.6,,,-77.0,,,False,,,False,,,False
17157,841,560.0,,,537.0,,145.9,21.3,,,199.0,-281.0,,,-304.0,,-695.1,-819.7,,,-642.0,,,False,,False,False,,,False
17159,354,280.0,,,107.0,,167.6,27.9,,,126.0,-74.0,,,-247.0,,-186.4,-326.1,,,-228.0,,,False,,False,False,,,False
17161,3876,1512.0,,,1599.0,,679.1,608.0,850.6,,747.0,-2364.0,,,-2277.0,,-3196.9,-3268.0,-3025.4,,-3129.0,,,True,,False,False,False,,False
17163,4073,2184.0,,,2706.0,,936.0,1446.1,1427.7,,879.0,-1889.0,,,-1367.0,,-3137.0,-2626.9,-2645.3,,-3194.0,,,True,,False,False,False,,False
17165,627,336.0,,,296.0,,173.2,292.0,,,331.0,-291.0,,,-331.0,,-453.8,-335.0,,,-296.0,,,False,,False,False,,,False
17167,5151,992.0,,,1673.0,,1047.6,535.9,789.2,,474.0,-4159.0,,,-3478.0,,-4103.4,-4615.1,-4361.8,,-4677.0,,,True,,True,False,False,,False
17169,121,88.0,,,84.0,,,7.8,,,114.0,-33.0,,,-37.0,,,-113.2,,,-7.0,,,False,,,False,,,True
17171,110,64.0,,,62.0,,,6.5,,,32.0,-46.0,,,-48.0,,,-103.5,,,-78.0,,,False,,,False,,,False
17173,691,408.0,,,139.0,,177.4,32.4,,,145.0,-283.0,,,-552.0,,-513.6,-658.6,,,-546.0,,,False,,False,False,,,False
17175,107,56.0,,,44.0,,,14.1,,,39.0,-51.0,,,-63.0,,,-92.9,,,-68.0,,,False,,,False,,,False
17177,1500,320.0,,,389.0,,311.7,85.7,,,284.0,-1180.0,,,-1111.0,,-1188.3,-1414.3,,,-1216.0,,,True,,False,False,,,False
17179,3073,1368.0,,,932.0,,1149.2,208.1,1236.7,,1067.0,-1705.0,,,-2141.0,,-1923.8,-2864.9,-1836.3,,-2006.0,,,False,,False,False,False,,False
17181,457,248.0,,,153.0,,16.2,6.2,,,106.0,-209.0,,,-304.0,,-440.8,-450.8,,,-351.0,,,False,,False,False,,,False
17183,2240,1104.0,,,450.0,,971.8,33.1,,,954.0,-1136.0,,,-1790.0,,-1268.2,-2206.9,,,-1286.0,,,False,,False,False,,,False
17185,243,32.0,,,82.0,,81.4,0.9,,,12.0,-211.0,,,-161.0,,-161.6,-242.1,,,-231.0,,,True,,True,False,,,False
17187,518,144.0,,,178.0,,99.7,34.1,,,177.0,-374.0,,,-340.0,,-418.3,-483.9,,,-341.0,,,True,,False,False,,,True
17189,298,296.0,,,97.0,,99.9,173.3,,,174.0,-2.0,,,-201.0,,-198.1,-124.7,,,-124.0,,,False,,False,False,,,False
17191,476,504.0,,,150.0,,134.0,21.1,,,167.0,28.0,,,-326.0,,-342.0,-454.9,,,-309.0,,,False,,False,False,,,False
17193,256,72.0,,,95.0,,111.4,20.8,,,83.0,-184.0,,,-161.0,,-144.6,-235.2,,,-173.0,,,True,,True,False,,,True
17195,2191,376.0,,,522.0,,587.4,89.3,,,137.0,-1815.0,,,-1669.0,,-1603.6,-2101.7,,,-2054.0,,,True,,True,False,,,False
17197,15762,4480.0,,,3101.0,,1001.5,4855.5,3029.1,,2635.0,-11282.0,,,-12661.0,,-14760.5,-10906.5,-12732.9,,-13127.0,,,False,,False,True,False,,False
17199,1517,1240.0,,,876.0,,654.9,925.7,1300.8,,583.0,-277.0,,,-641.0,,-862.1,-591.3,-216.2,,-934.0,,,False,,False,False,True,,False
17201,10102,3688.0,,,2230.0,,1902.1,2001.6,2646.0,,2576.0,-6414.0,,,-7872.0,,-8199.9,-8100.4,-7456.0,,-7526.0,,,False,,False,False,False,,False
17203,810,304.0,,,257.0,,408.4,162.4,,,233.0,-506.0,,,-553.0,,-401.6,-647.6,,,-577.0,,,False,,True,False,,,False
18001,994,168.0,,,91.0,,313.9,84.2,,,108.0,-826.0,,,-903.0,,-680.1,-909.8,,,-886.0,,,False,,True,False,,,False
18003,7857,2632.0,,,1694.0,,2627.6,2056.4,1674.8,,1563.0,-5225.0,,,-6163.0,,-5229.4,-5800.6,-6182.2,,-6294.0,,,False,,False,False,False,,False
18005,1118,240.0,,,420.0,,689.4,20.3,166.0,,175.0,-878.0,,,-698.0,,-428.6,-1097.7,-952.0,,-943.0,,,True,,True,False,False,,False
18007,140,8.0,,,30.0,,,2.9,,,2.0,-132.0,,,-110.0,,,-137.1,,,-138.0,,,True,,,False,,,False
18009,265,144.0,,,29.0,,73.4,29.4,,,65.0,-121.0,,,-236.0,,-191.6,-235.6,,,-200.0,,,False,,False,False,,,False
18011,971,208.0,,,670.0,,310.7,39.1,,,65.0,-763.0,,,-301.0,,-660.3,-931.9,,,-906.0,,,True,,True,False,,,False
18013,143,80.0,,,42.0,,91.5,7.7,,,326.0,-63.0,,,-101.0,,-51.5,-135.3,,,183.0,,,False,,True,False,,,False
18015,272,32.0,,,60.0,,60.2,8.9,,,25.0,-240.0,,,-212.0,,-211.8,-263.1,,,-247.0,,,True,,True,False,,,False
18017,774,136.0,,,143.0,,11.2,5.4,53.7,,2.0,-638.0,,,-631.0,,-762.8,-768.6,-720.3,,-772.0,,,True,,False,False,False,,False
18019,2049,1024.0,,,619.0,,813.9,343.4,999.3,,615.0,-1025.0,,,-1430.0,,-1235.1,-1705.6,-1049.7,,-1434.0,,,False,,False,False,False,,False
18021,526,168.0,,,113.0,,306.8,25.4,,,55.0,-358.0,,,-413.0,,-219.2,-500.6,,,-471.0,,,False,,True,False,,,False
18023,837,64.0,,,101.0,,203.9,6.3,,,17.0,-773.0,,,-736.0,,-633.1,-830.7,,,-820.0,,,True,,True,False,,,False
18025,124,80.0,,,46.0,,85.6,28.8,,,20.0,-44.0,,,-78.0,,-38.4,-95.2,,,-104.0,,,False,,True,False,,,False
18027,587,504.0,,,335.0,,396.5,79.1,,,279.0,-83.0,,,-252.0,,-190.5,-507.9,,,-308.0,,,False,,False,False,,,False
18029,1007,152.0,,,100.0,,109.6,30.3,,,202.0,-855.0,,,-907.0,,-897.4,-976.7,,,-805.0,,,False,,False,False,,,True
18031,544,104.0,,,104.0,,229.5,11.1,,,40.0,-440.0,,,-440.0,,-314.5,-532.9,,,-504.0,,,False,,True,False,,,False
18033,895,336.0,,,93.0,,462.9,247.6,,,329.0,-559.0,,,-802.0,,-432.1,-647.4,,,-566.0,,,False,,True,False,,,False
18035,2207,1128.0,,,459.0,,1521.1,420.5,941.5,,498.0,-1079.0,,,-1748.0,,-685.9,-1786.5,-1265.5,,-1709.0,,,False,,True,False,False,,False
18037,1104,272.0,,,241.0,,173.3,1.8,,,192.0,-832.0,,,-863.0,,-930.7,-1102.2,,,-912.0,,,False,,False,False,,,False
18039,7657,2608.0,,,1024.0,,304.5,1972.5,1617.2,,1377.0,-5049.0,,,-6633.0,,-7352.5,-5684.5,-6039.8,,-6280.0,,,False,,False,False,False,,False
18041,805,176.0,,,58.0,,238.5,30.8,,,50.0,-629.0,,,-747.0,,-566.5,-774.1,,,-755.0,,,False,,True,False,,,False
18043,1300,688.0,,,347.0,,487.6,196.1,577.5,,340.0,-612.0,,,-953.0,,-812.4,-1103.9,-722.5,,-960.0,,,False,,False,False,False,,False
18045,472,56.0,,,56.0,,144.2,1.4,,,19.0,-416.0,,,-416.0,,-327.8,-470.6,,,-453.0,,,False,,True,False,,,False
18047,232,48.0,,,52.0,,43.8,0.3,,,88.0,-184.0,,,-180.0,,-188.2,-231.7,,,-144.0,,,True,,False,False,,,True
18049,424,88.0,,,51.0,,170.8,431.7,,,124.0,-336.0,,,-373.0,,-253.2,7.7,,,-300.0,,,False,,True,True,,,True
18051,928,688.0,,,202.0,,227.7,314.2,,,485.0,-240.0,,,-726.0,,-700.3,-613.8,,,-443.0,,,False,,False,False,,,False
18053,1092,472.0,,,165.0,,742.0,810.5,,,270.0,-620.0,,,-927.0,,-350.0,-281.5,,,-822.0,,,False,,True,True,,,False
18055,410,224.0,,,183.0,,171.1,23.2,,,378.0,-186.0,,,-227.0,,-238.9,-386.8,,,-32.0,,,False,,False,False,,,True
18057,5244,1768.0,,,1460.0,,1920.0,594.9,1020.7,,897.0,-3476.0,,,-3784.0,,-3324.0,-4649.1,-4223.3,,-4347.0,,,False,,True,False,False,,False
18059,1032,336.0,,,225.0,,393.1,97.5,,,729.0,-696.0,,,-807.0,,-638.9,-934.5,,,-303.0,,,False,,True,False,,,True
18061,565,224.0,,,185.0,,249.3,67.5,,,218.0,-341.0,,,-380.0,,-315.7,-497.5,,,-347.0,,,False,,True,False,,,False
18063,2004,888.0,,,672.0,,840.1,354.1,712.4,,711.0,-1116.0,,,-1332.0,,-1163.9,-1649.9,-1291.6,,-1293.0,,,False,,False,False,False,,False
18065,1215,504.0,,,133.0,,271.6,225.1,,,402.0,-711.0,,,-1082.0,,-943.4,-989.9,,,-813.0,,,False,,False,False,,,False
18067,1110,448.0,,,201.0,,531.8,325.6,305.7,,184.0,-662.0,,,-909.0,,-578.2,-784.4,-804.3,,-926.0,,,False,,True,False,False,,False
18069,651,192.0,,,78.0,,270.2,62.3,,,322.0,-459.0,,,-573.0,,-380.8,-588.7,,,-329.0,,,False,,True,False,,,True
18071,944,80.0,,,259.0,,319.2,10.9,,,101.0,-864.0,,,-685.0,,-624.8,-933.1,,,-843.0,,,True,,True,False,,,True
18073,734,112.0,,,97.0,,316.3,79.0,,,33.0,-622.0,,,-637.0,,-417.7,-655.0,,,-701.0,,,False,,True,False,,,False
18075,534,136.0,,,51.0,,134.0,40.3,,,141.0,-398.0,,,-483.0,,-400.0,-493.7,,,-393.0,,,False,,False,False,,,True
18077,546,88.0,,,119.0,,221.6,22.1,,,124.0,-458.0,,,-427.0,,-324.4,-523.9,,,-422.0,,,True,,True,False,,,True
18079,321,56.0,,,88.0,,142.5,26.4,,,12.0,-265.0,,,-233.0,,-178.5,-294.6,,,-309.0,,,True,,True,False,,,False
18081,2580,912.0,,,762.0,,421.3,293.5,801.4,,1126.0,-1668.0,,,-1818.0,,-2158.7,-2286.5,-1778.6,,-1454.0,,,False,,False,False,False,,True
18083,921,400.0,,,355.0,,497.4,291.4,,,233.0,-521.0,,,-566.0,,-423.6,-629.6,,,-688.0,,,False,,True,False,,,False
18085,2197,392.0,,,239.0,,508.7,216.1,214.6,,172.0,-1805.0,,,-1958.0,,-1688.3,-1980.9,-1982.4,,-2025.0,,,False,,True,False,False,,False
18087,563,32.0,,,179.0,,53.6,50.4,,,13.0,-531.0,,,-384.0,,-509.4,-512.6,,,-550.0,,,True,,True,True,,,False
18089,11864,3048.0,,,1593.0,,676.4,1232.0,2078.2,,1922.0,-8816.0,,,-10271.0,,-11187.6,-10632.0,-9785.8,,-9942.0,,,False,,False,False,False,,False
18091,2272,432.0,,,454.0,,713.6,428.9,364.8,,191.0,-1840.0,,,-1818.0,,-1558.4,-1843.1,-1907.2,,-2081.0,,,True,,True,False,False,,False
18093,977,80.0,,,227.0,,325.2,59.9,,,56.0,-897.0,,,-750.0,,-651.8,-917.1,,,-921.0,,,True,,True,False,,,False
18095,2216,736.0,,,355.0,,1087.5,323.7,777.6,,562.0,-1480.0,,,-1861.0,,-1128.5,-1892.3,-1438.4,,-1654.0,,,False,,True,False,True,,False
18097,13988,7928.0,,,4235.0,,311.0,2097.6,6995.5,,6934.0,-6060.0,,,-9753.0,,-13677.0,-11890.4,-6992.5,,-7054.0,,,False,,False,False,False,,False
18099,1413,232.0,,,143.0,,143.4,82.3,,,173.0,-1181.0,,,-1270.0,,-1269.6,-1330.7,,,-1240.0,,,False,,False,False,,,False
18101,125,152.0,,,56.0,,78.5,0.0,,,82.0,27.0,,,-69.0,,-46.5,-125.0,,,-43.0,,,False,,False,False,,,False
18103,716,88.0,,,113.0,,280.4,18.6,,,10.0,-628.0,,,-603.0,,-435.6,-697.4,,,-706.0,,,True,,True,False,,,False
18105,1943,3360.0,,,1567.0,,463.0,871.4,1459.3,,913.0,1417.0,,,-376.0,,-1480.0,-1071.6,-483.7,,-1030.0,,,True,,False,True,True,,True
18107,562,96.0,,,124.0,,429.4,42.8,,,28.0,-466.0,,,-438.0,,-132.6,-519.2,,,-534.0,,,True,,True,False,,,False
18109,888,392.0,,,280.0,,490.9,169.2,,,463.0,-496.0,,,-608.0,,-397.1,-718.8,,,-425.0,,,False,,True,False,,,True
18111,273,144.0,,,45.0,,61.7,23.4,,,250.0,-129.0,,,-228.0,,-211.3,-249.6,,,-23.0,,,False,,False,False,,,True
18113,1092,224.0,,,89.0,,205.5,126.1,,,349.0,-868.0,,,-1003.0,,-886.5,-965.9,,,-743.0,,,False,,False,False,,,True
18115,112,8.0,,,16.0,,,0.2,,,2.0,-104.0,,,-96.0,,,-111.8,,,-110.0,,,True,,,False,,,False
18117,289,88.0,,,125.0,,169.8,15.1,,,38.0,-201.0,,,-164.0,,-119.2,-273.9,,,-251.0,,,True,,True,False,,,False
18119,274,24.0,,,71.0,,123.9,4.4,,,7.0,-250.0,,,-203.0,,-150.1,-269.6,,,-267.0,,,True,,True,False,,,False
18121,321,40.0,,,69.0,,,1.2,,,10.0,-281.0,,,-252.0,,,-319.8,,,-311.0,,,True,,,False,,,False
18123,513,24.0,,,108.0,,47.0,84.7,,,415.0,-489.0,,,-405.0,,-466.0,-428.4,,,-98.0,,,True,,True,True,,,True
18125,314,88.0,,,62.0,,77.3,92.3,,,80.0,-226.0,,,-252.0,,-236.7,-221.7,,,-234.0,,,False,,False,True,,,False
18127,4130,944.0,,,690.0,,1184.0,614.5,556.8,,1002.0,-3186.0,,,-3440.0,,-2946.0,-3515.5,-3573.2,,-3128.0,,,False,,True,False,False,,True
18129,732,176.0,,,108.0,,222.6,483.9,,,67.0,-556.0,,,-624.0,,-509.4,-248.1,,,-665.0,,,False,,True,True,,,False
18131,210,48.0,,,42.0,,106.6,19.6,,,79.0,-162.0,,,-168.0,,-103.4,-190.4,,,-131.0,,,False,,True,False,,,True
18133,475,208.0,,,150.0,,319.9,87.6,,,152.0,-267.0,,,-325.0,,-155.1,-387.4,,,-323.0,,,False,,True,False,,,False
18135,704,88.0,,,44.0,,154.3,42.4,,,123.0,-616.0,,,-660.0,,-549.7,-661.6,,,-581.0,,,False,,True,False,,,True
18137,640,128.0,,,84.0,,146.3,3.8,,,89.0,-512.0,,,-556.0,,-493.7,-636.2,,,-551.0,,,False,,True,False,,,False
18139,281,32.0,,,49.0,,91.7,4.3,,,17.0,-249.0,,,-232.0,,-189.3,-276.7,,,-264.0,,,True,,True,False,,,False
18141,7851,2936.0,,,1325.0,,2151.4,538.7,2247.2,,1997.0,-4915.0,,,-6526.0,,-5699.6,-7312.3,-5603.8,,-5854.0,,,False,,False,False,False,,False
18143,404,136.0,,,98.0,,69.6,1.3,,,70.0,-268.0,,,-306.0,,-334.4,-402.7,,,-334.0,,,False,,False,False,,,False
18145,770,168.0,,,190.0,,195.2,45.2,,,411.0,-602.0,,,-580.0,,-574.8,-724.8,,,-359.0,,,True,,True,False,,,True
18147,449,280.0,,,67.0,,107.5,174.0,,,359.0,-169.0,,,-382.0,,-341.5,-275.0,,,-90.0,,,False,,False,False,,,True
18149,490,200.0,,,62.0,,70.6,158.5,,,331.0,-290.0,,,-428.0,,-419.4,-331.5,,,-159.0,,,False,,False,False,,,True
18151,742,296.0,,,69.0,,309.1,233.2,,,409.0,-446.0,,,-673.0,,-432.9,-508.8,,,-333.0,,,False,,True,False,,,True
18153,327,72.0,,,124.0,,101.3,4.0,,,24.0,-255.0,,,-203.0,,-225.7,-323.0,,,-303.0,,,True,,True,False,,,False
18155,135,24.0,,,35.0,,,0.0,,,94.0,-111.0,,,-100.0,,,-135.0,,,-41.0,,,True,,,False,,,True
18157,4234,1760.0,,,1694.0,,1940.5,778.0,985.5,,779.0,-2474.0,,,-2540.0,,-2293.5,-3456.0,-3248.5,,-3455.0,,,False,,True,False,False,,False
18159,213,16.0,,,33.0,,103.0,0.4,,,6.0,-197.0,,,-180.0,,-110.0,-212.6,,,-207.0,,,True,,True,False,,,False
18161,139,40.0,,,16.0,,,15.6,,,21.0,-99.0,,,-123.0,,,-123.4,,,-118.0,,,False,,,False,,,False
18163,4797,2320.0,,,1172.0,,1692.1,2782.3,1865.1,,1443.0,-2477.0,,,-3625.0,,-3104.9,-2014.7,-2931.9,,-3354.0,,,False,,False,True,False,,False
18165,314,72.0,,,72.0,,140.4,6.7,,,44.0,-242.0,,,-242.0,,-173.6,-307.4,,,-270.0,,,False,,True,False,,,False
18167,2829,968.0,,,773.0,,1186.2,159.5,771.2,,323.0,-1861.0,,,-2056.0,,-1642.8,-2669.5,-2057.8,,-2506.0,,,False,,True,False,False,,False
18169,791,112.0,,,51.0,,191.1,99.3,,,64.0,-679.0,,,-740.0,,-599.9,-691.7,,,-727.0,,,False,,True,False,,,False
18171,135,16.0,,,36.0,,,0.9,,,180.0,-119.0,,,-99.0,,,-134.1,,,45.0,,,True,,,False,,,True
18173,1586,1456.0,,,418.0,,523.8,769.0,,,772.0,-130.0,,,-1168.0,,-1062.2,-817.0,,,-814.0,,,False,,False,False,,,False
18175,295,112.0,,,154.0,,198.5,1.4,,,343.0,-183.0,,,-141.0,,-96.5,-293.6,,,48.0,,,True,,True,False,,,True
18177,1620,360.0,,,157.0,,827.0,31.2,,,101.0,-1260.0,,,-1463.0,,-793.0,-1588.8,,,-1519.0,,,False,,True,False,,,False
18179,654,144.0,,,65.0,,237.1,29.9,,,143.0,-510.0,,,-589.0,,-416.9,-624.1,,,-511.0,,,False,,True,False,,,False
18181,476,112.0,,,73.0,,198.3,13.0,,,280.0,-364.0,,,-403.0,,-277.7,-463.0,,,-196.0,,,False,,True,False,,,True
18183,733,80.0,,,62.0,,316.1,0.0,,,167.0,-653.0,,,-671.0,,-416.9,-733.0,,,-566.0,,,False,,True,False,,,True
19001,278,64.0,,,33.0,,,132.2,,,58.0,-214.0,,,-245.0,,,-145.8,,,-220.0,,,False,,,True,,,False
