,actual_cases,COVIDhub-baseline,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
45033,486,608.0,,,220.0,,188.2,170.9,,,200.0,122.0,,,-266.0,,-297.8,-315.1,,,-286.0,,,False,,False,False,,,False
45035,1256,1752.0,,,1307.0,,402.5,75.5,776.3,,1313.0,496.0,,,51.0,,-853.5,-1180.5,-479.7,,57.0,,,True,,False,False,True,,True
45037,523,136.0,,,264.0,,0.1,54.5,,,357.0,-387.0,,,-259.0,,-522.9,-468.6,,,-166.0,,,True,,False,False,,,True
45039,225,280.0,,,121.0,,0.4,136.8,,,114.0,55.0,,,-104.0,,-224.6,-88.2,,,-111.0,,,False,,False,False,,,False
45041,1331,1232.0,,,1407.0,,13.9,465.1,876.6,,460.0,-99.0,,,76.0,,-1317.1,-866.0,-454.4,,-871.0,,,True,,False,False,False,,False
45043,736,336.0,,,665.0,,0.7,129.7,171.1,,167.0,-400.0,,,-71.0,,-735.3,-606.3,-564.9,,-569.0,,,True,,False,False,False,,False
45045,6814,4760.0,,,5174.0,,328.2,455.3,2512.0,,1926.0,-2054.0,,,-1640.0,,-6485.8,-6358.7,-4302.0,,-4888.0,,,True,,False,False,False,,False
45047,641,736.0,,,617.0,,3.5,178.1,429.0,,248.0,95.0,,,-24.0,,-637.5,-462.9,-212.0,,-393.0,,,True,,False,False,False,,False
45049,207,208.0,,,208.0,,0.0,59.9,,,93.0,1.0,,,1.0,,-207.0,-147.1,,,-114.0,,,False,,False,False,,,False
45051,3440,2240.0,,,2012.0,,157.6,70.8,1036.3,,1058.0,-1200.0,,,-1428.0,,-3282.4,-3369.2,-2403.7,,-2382.0,,,False,,False,False,False,,False
45053,228,288.0,,,289.0,,0.1,57.6,,,172.0,60.0,,,61.0,,-227.9,-170.4,,,-56.0,,,False,,False,False,,,True
45055,875,856.0,,,413.0,,173.0,292.5,427.4,,496.0,-19.0,,,-462.0,,-702.0,-582.5,-447.6,,-379.0,,,False,,False,False,False,,False
45057,975,1272.0,,,430.0,,407.1,462.1,633.4,,631.0,297.0,,,-545.0,,-567.9,-512.9,-341.6,,-344.0,,,False,,False,False,False,,False
45059,599,400.0,,,417.0,,76.9,0.1,198.6,,537.0,-199.0,,,-182.0,,-522.1,-598.9,-400.4,,-62.0,,,True,,False,False,False,,True
45061,156,128.0,,,88.0,,0.1,50.8,,,67.0,-28.0,,,-68.0,,-155.9,-105.2,,,-89.0,,,False,,False,False,,,False
45063,3595,3144.0,,,2169.0,,446.2,837.6,1816.8,,1832.0,-451.0,,,-1426.0,,-3148.8,-2757.4,-1778.2,,-1763.0,,,False,,False,False,False,,False
45065,112,64.0,,,26.0,,0.0,132.1,,,54.0,-48.0,,,-86.0,,-112.0,20.1,,,-58.0,,,False,,False,True,,,False
45067,431,464.0,,,174.0,,0.2,72.8,,,293.0,33.0,,,-257.0,,-430.8,-358.2,,,-138.0,,,False,,False,False,,,False
45069,370,424.0,,,148.0,,0.0,133.4,,,122.0,54.0,,,-222.0,,-370.0,-236.6,,,-248.0,,,False,,False,False,,,False
45071,738,848.0,,,283.0,,8.1,35.2,322.3,,312.0,110.0,,,-455.0,,-729.9,-702.8,-415.7,,-426.0,,,False,,False,False,False,,False
45073,1451,672.0,,,796.0,,340.0,81.9,457.9,,408.0,-779.0,,,-655.0,,-1111.0,-1369.1,-993.1,,-1043.0,,,True,,False,False,False,,False
45075,518,552.0,,,614.0,,0.3,132.5,271.8,,196.0,34.0,,,96.0,,-517.7,-385.5,-246.2,,-322.0,,,False,,False,False,False,,False
45077,2585,1360.0,,,1513.0,,402.5,288.0,449.4,,629.0,-1225.0,,,-1072.0,,-2182.5,-2297.0,-2135.6,,-1956.0,,,True,,False,False,False,,False
45079,4482,7792.0,,,3976.0,,4758.3,3.5,3085.9,,1641.0,3310.0,,,-506.0,,276.3,-4478.5,-1396.1,,-2841.0,,,True,,True,False,True,,True
45081,102,96.0,,,122.0,,95.4,54.9,,,10.0,-6.0,,,20.0,,-6.6,-47.1,,,-92.0,,,False,,False,False,,,False
45083,4285,3840.0,,,3094.0,,1347.0,706.3,1834.5,,1804.0,-445.0,,,-1191.0,,-2938.0,-3578.7,-2450.5,,-2481.0,,,False,,False,False,False,,False
45085,730,1064.0,,,804.0,,108.6,184.4,464.9,,556.0,334.0,,,74.0,,-621.4,-545.6,-265.1,,-174.0,,,True,,False,False,True,,True
45087,365,232.0,,,135.0,,79.4,42.1,,,132.0,-133.0,,,-230.0,,-285.6,-322.9,,,-233.0,,,False,,False,False,,,False
45089,263,264.0,,,222.0,,0.3,89.2,174.3,,58.0,1.0,,,-41.0,,-262.7,-173.8,-88.7,,-205.0,,,False,,False,False,False,,False
45091,2968,2816.0,,,1858.0,,1149.1,0.1,1352.1,,1429.0,-152.0,,,-1110.0,,-1818.9,-2967.9,-1615.9,,-1539.0,,,False,,False,False,False,,False
46003,240,16.0,,,36.0,,,85.9,,,49.0,-224.0,,,-204.0,,,-154.1,,,-191.0,,,True,,,True,,,True
46005,1197,272.0,,,417.0,,3.7,147.0,,,103.0,-925.0,,,-780.0,,-1193.3,-1050.0,,,-1094.0,,,True,,False,False,,,False
46007,204,168.0,,,55.0,,,13.0,,,43.0,-36.0,,,-149.0,,,-191.0,,,-161.0,,,False,,,False,,,False
46009,1129,96.0,,,103.0,,,8.2,,,72.0,-1033.0,,,-1026.0,,,-1120.8,,,-1057.0,,,True,,,False,,,False
46011,1367,552.0,,,1378.0,,0.0,180.9,,,142.0,-815.0,,,11.0,,-1367.0,-1186.1,,,-1225.0,,,True,,False,False,,,False
46013,1830,896.0,,,833.0,,0.2,696.5,,,241.0,-934.0,,,-997.0,,-1829.8,-1133.5,,,-1589.0,,,False,,False,False,,,False
46015,366,96.0,,,39.0,,,27.0,,,64.0,-270.0,,,-327.0,,,-339.0,,,-302.0,,,False,,,False,,,False
46017,218,32.0,,,31.0,,0.0,0.0,,,0.0,-186.0,,,-187.0,,-218.0,-218.0,,,-218.0,,,False,,False,False,,,False
46019,521,72.0,,,57.0,,,12.4,,,28.0,-449.0,,,-464.0,,,-508.6,,,-493.0,,,False,,,False,,,False
46021,84,40.0,,,34.0,,,97.9,,,31.0,-44.0,,,-50.0,,,13.9,,,-53.0,,,False,,,True,,,False
46023,472,88.0,,,68.0,,0.1,44.5,,,114.0,-384.0,,,-404.0,,-471.9,-427.5,,,-358.0,,,False,,False,False,,,True
46025,154,40.0,,,103.0,,,6.1,,,18.0,-114.0,,,-51.0,,,-147.9,,,-136.0,,,True,,,False,,,False
46027,569,256.0,,,383.0,,0.0,34.3,,,46.0,-313.0,,,-186.0,,-569.0,-534.7,,,-523.0,,,True,,False,False,,,False
46029,1492,1000.0,,,831.0,,98.7,398.8,,,264.0,-492.0,,,-661.0,,-1393.3,-1093.2,,,-1228.0,,,False,,False,False,,,False
46031,240,72.0,,,91.0,,,22.6,,,30.0,-168.0,,,-149.0,,,-217.4,,,-210.0,,,True,,,False,,,False
46033,264,128.0,,,27.0,,0.0,35.9,,,43.0,-136.0,,,-237.0,,-264.0,-228.2,,,-221.0,,,False,,False,False,,,False
46035,1603,248.0,,,318.0,,199.7,11.9,,,263.0,-1355.0,,,-1285.0,,-1403.3,-1591.1,,,-1340.0,,,True,,False,False,,,True
46037,201,104.0,,,67.0,,,59.5,,,90.0,-97.0,,,-134.0,,,-141.5,,,-111.0,,,False,,,False,,,False
46039,174,88.0,,,41.0,,,17.3,,,25.0,-86.0,,,-133.0,,,-156.7,,,-149.0,,,False,,,False,,,False
46041,575,96.0,,,41.0,,0.0,4.6,,,34.0,-479.0,,,-534.0,,-575.0,-570.4,,,-541.0,,,False,,False,False,,,False
46043,190,120.0,,,32.0,,,22.9,,,42.0,-70.0,,,-158.0,,,-167.1,,,-148.0,,,False,,,False,,,False
46045,123,184.0,,,93.0,,,36.7,,,40.0,61.0,,,-30.0,,,-86.3,,,-83.0,,,True,,,False,,,False
46047,222,96.0,,,68.0,,,51.2,,,34.0,-126.0,,,-154.0,,,-170.8,,,-188.0,,,False,,,False,,,False
46049,201,88.0,,,61.0,,,4.1,,,24.0,-113.0,,,-140.0,,,-196.9,,,-177.0,,,False,,,False,,,False
46051,375,216.0,,,112.0,,,93.0,,,114.0,-159.0,,,-263.0,,,-282.0,,,-261.0,,,False,,,False,,,False
46053,263,312.0,,,38.0,,,58.5,,,62.0,49.0,,,-225.0,,,-204.5,,,-201.0,,,False,,,False,,,False
46055,101,56.0,,,59.0,,,20.8,,,24.0,-45.0,,,-42.0,,,-80.2,,,-77.0,,,True,,,False,,,False
46057,241,24.0,,,103.0,,,6.7,,,6.0,-217.0,,,-138.0,,,-234.3,,,-235.0,,,True,,,False,,,False
46059,207,56.0,,,44.0,,,60.2,,,49.0,-151.0,,,-163.0,,,-146.8,,,-158.0,,,False,,,True,,,False
46061,153,32.0,,,58.0,,,6.2,,,102.0,-121.0,,,-95.0,,,-146.8,,,-51.0,,,True,,,False,,,True
46063,65,0.0,,,31.0,,,0.0,,,0.0,-65.0,,,-34.0,,,-65.0,,,-65.0,,,True,,,False,,,False
46065,981,1080.0,,,248.0,,143.8,793.4,,,359.0,99.0,,,-733.0,,-837.2,-187.6,,,-622.0,,,False,,False,False,,,False
46067,337,80.0,,,93.0,,,22.7,,,77.0,-257.0,,,-244.0,,,-314.3,,,-260.0,,,True,,,False,,,False
46069,79,56.0,,,33.0,,,4.7,,,30.0,-23.0,,,-46.0,,,-74.3,,,-49.0,,,False,,,False,,,False
46071,154,96.0,,,43.0,,,50.0,,,87.0,-58.0,,,-111.0,,,-104.0,,,-67.0,,,False,,,False,,,False
46073,142,136.0,,,40.0,,,114.3,,,22.0,-6.0,,,-102.0,,,-27.7,,,-120.0,,,False,,,False,,,False
46075,40,8.0,,,16.0,,,0.1,,,13.0,-32.0,,,-24.0,,,-39.9,,,-27.0,,,True,,,False,,,True
46077,292,80.0,,,59.0,,,168.8,,,58.0,-212.0,,,-233.0,,,-123.2,,,-234.0,,,False,,,True,,,False
46079,504,192.0,,,160.0,,126.4,0.0,,,106.0,-312.0,,,-344.0,,-377.6,-504.0,,,-398.0,,,False,,False,False,,,False
46081,1286,304.0,,,210.0,,68.9,76.6,,,241.0,-982.0,,,-1076.0,,-1217.1,-1209.4,,,-1045.0,,,False,,False,False,,,False
46083,3203,1008.0,,,1104.0,,615.3,704.6,1162.4,,551.0,-2195.0,,,-2099.0,,-2587.7,-2498.4,-2040.6,,-2652.0,,,True,,False,False,True,,False
46085,258,32.0,,,25.0,,0.0,15.0,,,30.0,-226.0,,,-233.0,,-258.0,-243.0,,,-228.0,,,False,,False,False,,,False
46087,395,96.0,,,67.0,,,81.3,,,54.0,-299.0,,,-328.0,,,-313.7,,,-341.0,,,False,,,False,,,False
46089,66,72.0,,,24.0,,,7.5,,,28.0,6.0,,,-42.0,,,-58.5,,,-38.0,,,False,,,False,,,False
46091,77,72.0,,,132.0,,,50.9,,,69.0,-5.0,,,55.0,,,-26.1,,,-8.0,,,False,,,False,,,False
46093,935,528.0,,,500.0,,62.2,237.3,,,313.0,-407.0,,,-435.0,,-872.8,-697.7,,,-622.0,,,False,,False,False,,,False
46095,99,32.0,,,47.0,,,19.8,,,40.0,-67.0,,,-52.0,,,-79.2,,,-59.0,,,True,,,False,,,True
46097,153,16.0,,,33.0,,,6.5,,,46.0,-137.0,,,-120.0,,,-146.5,,,-107.0,,,True,,,False,,,True
46099,10600,2648.0,,,4820.0,,418.2,2097.7,1388.3,,1010.0,-7952.0,,,-5780.0,,-10181.8,-8502.3,-9211.7,,-9590.0,,,True,,False,False,False,,False
46101,260,48.0,,,45.0,,,22.9,,,13.0,-212.0,,,-215.0,,,-237.1,,,-247.0,,,False,,,False,,,False
46102,1160,152.0,,,141.0,,,199.0,,,191.0,-1008.0,,,-1019.0,,,-961.0,,,-969.0,,,False,,,True,,,True
46103,4887,1552.0,,,1460.0,,958.9,365.8,807.3,,795.0,-3335.0,,,-3427.0,,-3928.1,-4521.2,-4079.7,,-4092.0,,,False,,False,False,False,,False
46105,85,32.0,,,70.0,,,6.9,,,58.0,-53.0,,,-15.0,,,-78.1,,,-27.0,,,True,,,False,,,True
46107,173,56.0,,,40.0,,,6.5,,,30.0,-117.0,,,-133.0,,,-166.5,,,-143.0,,,False,,,False,,,False
46109,412,208.0,,,160.0,,100.3,108.8,,,144.0,-204.0,,,-252.0,,-311.7,-303.2,,,-268.0,,,False,,False,False,,,False
46111,175,16.0,,,31.0,,,8.2,,,52.0,-159.0,,,-144.0,,,-166.8,,,-123.0,,,True,,,False,,,True
46115,354,184.0,,,203.0,,68.8,96.0,,,81.0,-170.0,,,-151.0,,-285.2,-258.0,,,-273.0,,,True,,False,False,,,False
46117,127,56.0,,,59.0,,,68.0,,,44.0,-71.0,,,-68.0,,,-59.0,,,-83.0,,,True,,,True,,,False
46119,65,8.0,,,24.0,,,0.0,,,30.0,-57.0,,,-41.0,,,-65.0,,,-35.0,,,True,,,False,,,True
46121,592,112.0,,,39.0,,1.2,38.1,,,137.0,-480.0,,,-553.0,,-590.8,-553.9,,,-455.0,,,False,,False,False,,,True
46123,309,408.0,,,77.0,,,294.3,,,113.0,99.0,,,-232.0,,,-14.7,,,-196.0,,,False,,,True,,,False
46125,558,240.0,,,65.0,,71.8,134.2,,,119.0,-318.0,,,-493.0,,-486.2,-423.8,,,-439.0,,,False,,False,False,,,False
46127,665,248.0,,,197.0,,97.7,26.0,,,101.0,-417.0,,,-468.0,,-567.3,-639.0,,,-564.0,,,False,,False,False,,,False
46129,282,184.0,,,106.0,,,100.1,,,67.0,-98.0,,,-176.0,,,-181.9,,,-215.0,,,False,,,False,,,False
46135,946,456.0,,,403.0,,45.2,471.3,,,278.0,-490.0,,,-543.0,,-900.8,-474.7,,,-668.0,,,False,,False,True,,,False
46137,90,16.0,,,26.0,,,3.1,,,2.0,-74.0,,,-64.0,,,-86.9,,,-88.0,,,True,,,False,,,False
47001,1194,824.0,,,924.0,,610.2,41.4,334.4,,453.0,-370.0,,,-270.0,,-583.8,-1152.6,-859.6,,-741.0,,,True,,False,False,False,,False
47003,906,624.0,,,963.0,,248.8,562.6,371.1,,281.0,-282.0,,,57.0,,-657.2,-343.4,-534.9,,-625.0,,,True,,False,False,False,,False
47005,303,272.0,,,210.0,,0.0,21.2,,,162.0,-31.0,,,-93.0,,-303.0,-281.8,,,-141.0,,,False,,False,False,,,False
47007,256,176.0,,,263.0,,0.1,54.9,,,2.0,-80.0,,,7.0,,-255.9,-201.1,,,-254.0,,,True,,False,False,,,False
47009,1814,952.0,,,1385.0,,746.6,245.5,480.1,,226.0,-862.0,,,-429.0,,-1067.4,-1568.5,-1333.9,,-1588.0,,,True,,False,False,False,,False
47011,1486,1080.0,,,1596.0,,18.1,546.1,761.9,,608.0,-406.0,,,110.0,,-1467.9,-939.9,-724.1,,-878.0,,,True,,False,False,False,,False
47013,904,208.0,,,564.0,,222.0,58.9,,,85.0,-696.0,,,-340.0,,-682.0,-845.1,,,-819.0,,,True,,True,False,,,False
47015,320,232.0,,,205.0,,101.0,184.1,,,183.0,-88.0,,,-115.0,,-219.0,-135.9,,,-137.0,,,False,,False,False,,,False
47017,608,640.0,,,390.0,,1.4,133.2,,,226.0,32.0,,,-218.0,,-606.6,-474.8,,,-382.0,,,False,,False,False,,,False
47019,1094,504.0,,,408.0,,106.6,69.5,254.3,,301.0,-590.0,,,-686.0,,-987.4,-1024.5,-839.7,,-793.0,,,False,,False,False,False,,False
47021,536,280.0,,,319.0,,42.2,57.9,,,199.0,-256.0,,,-217.0,,-493.8,-478.1,,,-337.0,,,True,,False,False,,,False
47023,282,576.0,,,253.0,,216.6,362.7,,,134.0,294.0,,,-29.0,,-65.4,80.7,,,-148.0,,,True,,True,True,,,True
47025,212,208.0,,,450.0,,104.1,71.1,,,143.0,-4.0,,,238.0,,-107.9,-140.9,,,-69.0,,,False,,False,False,,,False
47027,288,320.0,,,60.0,,55.8,0.0,,,107.0,32.0,,,-228.0,,-232.2,-288.0,,,-181.0,,,False,,False,False,,,False
47029,677,176.0,,,489.0,,0.2,19.2,,,33.0,-501.0,,,-188.0,,-676.8,-657.8,,,-644.0,,,True,,False,False,,,False
47031,1277,1272.0,,,821.0,,475.5,739.3,,,650.0,-5.0,,,-456.0,,-801.5,-537.7,,,-627.0,,,False,,False,False,,,False
47033,550,312.0,,,206.0,,1.7,261.1,,,98.0,-238.0,,,-344.0,,-548.3,-288.9,,,-452.0,,,False,,False,False,,,False
47035,987,704.0,,,430.0,,412.2,385.8,1219.9,,350.0,-283.0,,,-557.0,,-574.8,-601.2,232.9,,-637.0,,,False,,False,False,True,,False
47037,11524,5944.0,,,5787.0,,229.7,422.7,2785.8,,1683.0,-5580.0,,,-5737.0,,-11294.3,-11101.3,-8738.2,,-9841.0,,,False,,False,False,False,,False
47039,350,472.0,,,226.0,,58.7,122.9,,,74.0,122.0,,,-124.0,,-291.3,-227.1,,,-276.0,,,False,,False,False,,,False
47041,450,152.0,,,370.0,,0.0,47.2,,,65.0,-298.0,,,-80.0,,-450.0,-402.8,,,-385.0,,,True,,False,False,,,False
47043,1099,528.0,,,654.0,,86.3,195.7,357.8,,183.0,-571.0,,,-445.0,,-1012.7,-903.3,-741.2,,-916.0,,,True,,False,False,False,,False
47045,1550,1024.0,,,696.0,,436.3,599.0,436.3,,265.0,-526.0,,,-854.0,,-1113.7,-951.0,-1113.7,,-1285.0,,,False,,False,False,False,,False
47047,862,576.0,,,357.0,,306.4,389.1,329.1,,381.0,-286.0,,,-505.0,,-555.6,-472.9,-532.9,,-481.0,,,False,,False,False,False,,False
47049,641,680.0,,,258.0,,145.1,467.0,,,221.0,39.0,,,-383.0,,-495.9,-174.0,,,-420.0,,,False,,False,False,,,False
47051,772,1128.0,,,552.0,,429.7,867.9,,,433.0,356.0,,,-220.0,,-342.3,95.9,,,-339.0,,,True,,True,True,,,True
47053,1120,1352.0,,,730.0,,558.2,1010.9,934.8,,392.0,232.0,,,-390.0,,-561.8,-109.1,-185.2,,-728.0,,,False,,False,True,True,,False
47055,692,336.0,,,446.0,,0.3,2.8,,,274.0,-356.0,,,-246.0,,-691.7,-689.2,,,-418.0,,,True,,False,False,,,False
47057,452,280.0,,,299.0,,75.6,105.5,,,214.0,-172.0,,,-153.0,,-376.4,-346.5,,,-238.0,,,True,,False,False,,,False
47059,1372,824.0,,,595.0,,384.8,286.2,,,803.0,-548.0,,,-777.0,,-987.2,-1085.8,,,-569.0,,,False,,False,False,,,False
47061,452,440.0,,,174.0,,122.8,865.9,,,233.0,-12.0,,,-278.0,,-329.2,413.9,,,-219.0,,,False,,False,False,,,False
47063,1133,624.0,,,773.0,,1.7,0.0,318.5,,230.0,-509.0,,,-360.0,,-1131.3,-1133.0,-814.5,,-903.0,,,True,,False,False,False,,False
47065,5169,2488.0,,,4086.0,,192.8,1193.8,1727.0,,2037.0,-2681.0,,,-1083.0,,-4976.2,-3975.2,-3442.0,,-3132.0,,,True,,False,False,False,,False
47067,32,24.0,,,41.0,,0.0,5.7,,,11.0,-8.0,,,9.0,,-32.0,-26.3,,,-21.0,,,False,,False,False,,,False
47069,587,528.0,,,443.0,,252.2,145.4,176.7,,14.0,-59.0,,,-144.0,,-334.8,-441.6,-410.3,,-573.0,,,False,,False,False,False,,False
47071,634,656.0,,,406.0,,267.5,127.5,,,134.0,22.0,,,-228.0,,-366.5,-506.5,,,-500.0,,,False,,False,False,,,False
47073,828,280.0,,,506.0,,114.1,13.2,,,775.0,-548.0,,,-322.0,,-713.9,-814.8,,,-53.0,,,True,,False,False,,,True
47075,574,424.0,,,162.0,,0.4,418.2,,,9.0,-150.0,,,-412.0,,-573.6,-155.8,,,-565.0,,,False,,False,False,,,False
47077,505,592.0,,,321.0,,3.5,615.1,526.7,,146.0,87.0,,,-184.0,,-501.5,110.1,21.7,,-359.0,,,False,,False,False,True,,False
47079,570,392.0,,,300.0,,29.6,30.9,,,332.0,-178.0,,,-270.0,,-540.4,-539.1,,,-238.0,,,False,,False,False,,,False
47081,455,448.0,,,307.0,,134.9,275.5,,,196.0,-7.0,,,-148.0,,-320.1,-179.5,,,-259.0,,,False,,False,False,,,False
47083,354,368.0,,,125.0,,13.4,274.3,,,122.0,14.0,,,-229.0,,-340.6,-79.7,,,-232.0,,,False,,False,False,,,False
47085,356,200.0,,,194.0,,84.8,42.4,,,102.0,-156.0,,,-162.0,,-271.2,-313.6,,,-254.0,,,False,,False,False,,,False
47087,297,184.0,,,106.0,,0.0,100.3,,,72.0,-113.0,,,-191.0,,-297.0,-196.7,,,-225.0,,,False,,False,False,,,False
47089,841,392.0,,,600.0,,116.4,270.8,195.0,,132.0,-449.0,,,-241.0,,-724.6,-570.2,-646.0,,-709.0,,,True,,False,False,False,,False
47091,676,816.0,,,66.0,,97.6,41.5,,,140.0,140.0,,,-610.0,,-578.4,-634.5,,,-536.0,,,False,,False,False,,,False
47093,6848,6544.0,,,5074.0,,4491.9,3209.6,2111.0,,2574.0,-304.0,,,-1774.0,,-2356.1,-3638.4,-4737.0,,-4274.0,,,False,,False,False,False,,False
47095,229,120.0,,,119.0,,0.1,5.0,,,173.0,-109.0,,,-110.0,,-228.9,-224.0,,,-56.0,,,False,,False,False,,,True
47097,911,488.0,,,434.0,,0.3,184.6,,,99.0,-423.0,,,-477.0,,-910.7,-726.4,,,-812.0,,,False,,False,False,,,False
47099,1278,728.0,,,734.0,,218.2,329.8,,,404.0,-550.0,,,-544.0,,-1059.8,-948.2,,,-874.0,,,True,,False,False,,,False
47101,473,112.0,,,158.0,,0.0,72.0,,,179.0,-361.0,,,-315.0,,-473.0,-401.0,,,-294.0,,,True,,False,False,,,True
47103,681,488.0,,,579.0,,182.9,64.4,,,154.0,-193.0,,,-102.0,,-498.1,-616.6,,,-527.0,,,True,,False,False,,,False
47105,870,576.0,,,488.0,,37.8,375.5,510.3,,341.0,-294.0,,,-382.0,,-832.2,-494.5,-359.7,,-529.0,,,False,,False,False,False,,False
47107,1030,896.0,,,870.0,,299.9,853.5,,,511.0,-134.0,,,-160.0,,-730.1,-176.5,,,-519.0,,,False,,False,False,,,False
47109,520,696.0,,,454.0,,192.8,586.7,,,213.0,176.0,,,-66.0,,-327.2,66.7,,,-307.0,,,True,,False,True,,,False
47111,607,280.0,,,339.0,,0.7,89.5,,,91.0,-327.0,,,-268.0,,-606.3,-517.5,,,-516.0,,,True,,False,False,,,False
47113,1934,2592.0,,,1656.0,,1218.6,1564.2,1871.2,,891.0,658.0,,,-278.0,,-715.4,-369.8,-62.8,,-1043.0,,,True,,False,True,True,,False
47115,466,504.0,,,463.0,,96.1,145.7,,,224.0,38.0,,,-3.0,,-369.9,-320.3,,,-242.0,,,True,,False,False,,,False
47117,762,592.0,,,361.0,,0.3,319.7,,,401.0,-170.0,,,-401.0,,-761.7,-442.3,,,-361.0,,,False,,False,False,,,False
47119,2558,1384.0,,,981.0,,820.1,4264.9,854.3,,789.0,-1174.0,,,-1577.0,,-1737.9,1706.9,-1703.7,,-1769.0,,,False,,False,False,False,,False
47121,190,128.0,,,187.0,,23.1,49.8,,,44.0,-62.0,,,-3.0,,-166.9,-140.2,,,-146.0,,,True,,False,False,,,False
47123,759,408.0,,,655.0,,0.3,17.1,,,91.0,-351.0,,,-104.0,,-758.7,-741.9,,,-668.0,,,True,,False,False,,,False
47125,2452,1288.0,,,2223.0,,707.5,237.0,427.8,,707.0,-1164.0,,,-229.0,,-1744.5,-2215.0,-2024.2,,-1745.0,,,True,,False,False,False,,False
47127,186,160.0,,,133.0,,51.5,79.5,,,90.0,-26.0,,,-53.0,,-134.5,-106.5,,,-96.0,,,False,,False,False,,,False
47129,255,168.0,,,473.0,,0.0,118.3,,,91.0,-87.0,,,218.0,,-255.0,-136.7,,,-164.0,,,False,,False,False,,,False
47131,1152,760.0,,,467.0,,339.4,759.0,,,226.0,-392.0,,,-685.0,,-812.6,-393.0,,,-926.0,,,False,,False,False,,,False
47133,725,640.0,,,235.0,,227.9,98.3,,,152.0,-85.0,,,-490.0,,-497.1,-626.7,,,-573.0,,,False,,False,False,,,False
47135,288,64.0,,,135.0,,22.6,53.4,,,31.0,-224.0,,,-153.0,,-265.4,-234.6,,,-257.0,,,True,,False,False,,,False
47137,241,48.0,,,47.0,,,3.6,,,17.0,-193.0,,,-194.0,,,-237.4,,,-224.0,,,False,,,False,,,False
47139,224,80.0,,,263.0,,0.0,101.3,,,28.0,-144.0,,,39.0,,-224.0,-122.7,,,-196.0,,,True,,False,True,,,False
47141,2252,2592.0,,,1413.0,,1288.8,1469.2,1500.1,,492.0,340.0,,,-839.0,,-963.2,-782.8,-751.9,,-1760.0,,,False,,False,False,False,,False
47143,604,360.0,,,428.0,,14.2,304.8,,,148.0,-244.0,,,-176.0,,-589.8,-299.2,,,-456.0,,,True,,False,False,,,False
47145,1073,672.0,,,591.0,,292.5,54.4,,,368.0,-401.0,,,-482.0,,-780.5,-1018.6,,,-705.0,,,False,,False,False,,,False
47147,927,768.0,,,588.0,,19.3,105.8,663.6,,351.0,-159.0,,,-339.0,,-907.7,-821.1,-263.4,,-576.0,,,False,,False,False,False,,False
47149,5981,3280.0,,,3274.0,,139.8,442.5,1931.7,,1828.0,-2701.0,,,-2707.0,,-5841.2,-5538.5,-4049.3,,-4153.0,,,False,,False,False,False,,False
47151,498,120.0,,,196.0,,164.9,0.0,,,81.0,-378.0,,,-302.0,,-333.1,-498.0,,,-417.0,,,True,,True,False,,,False
47153,227,208.0,,,148.0,,97.8,34.8,,,97.0,-19.0,,,-79.0,,-129.2,-192.2,,,-130.0,,,False,,False,False,,,False
47155,1582,792.0,,,1031.0,,21.3,421.5,472.4,,425.0,-790.0,,,-551.0,,-1560.7,-1160.5,-1109.6,,-1157.0,,,True,,False,False,False,,False
47157,12205,9392.0,,,7525.0,,433.6,3415.8,4948.8,,5187.0,-2813.0,,,-4680.0,,-11771.4,-8789.2,-7256.2,,-7018.0,,,False,,False,False,False,,False
47159,556,440.0,,,177.0,,1.6,136.1,,,120.0,-116.0,,,-379.0,,-554.4,-419.9,,,-436.0,,,False,,False,False,,,False
47161,309,384.0,,,131.0,,114.6,0.0,,,254.0,75.0,,,-178.0,,-194.4,-309.0,,,-55.0,,,False,,False,False,,,True
47163,3021,824.0,,,1376.0,,1294.4,267.6,308.1,,593.0,-2197.0,,,-1645.0,,-1726.6,-2753.4,-2712.9,,-2428.0,,,True,,True,False,False,,False
47165,3147,1368.0,,,1458.0,,209.5,240.0,423.6,,760.0,-1779.0,,,-1689.0,,-2937.5,-2907.0,-2723.4,,-2387.0,,,True,,False,False,False,,False
47167,1283,848.0,,,719.0,,16.8,540.8,667.6,,505.0,-435.0,,,-564.0,,-1266.2,-742.2,-615.4,,-778.0,,,False,,False,False,False,,False
47169,212,72.0,,,196.0,,0.6,4.7,13.5,,132.0,-140.0,,,-16.0,,-211.4,-207.3,-198.5,,-80.0,,,True,,False,False,False,,True
