,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
New York,34526,34334.4,34893.1,34158.4,34481.0,34213.4,34159.0,34308.0,34394.8,34198.0,34004.6,34258.0,34132.6,34034.1,34092.6,,34246.0,34008.9,34374.7,34168.0,34050.2,33976.0,34231.9,34018.0,34354.6,34188.0,34335.7,34160.5,,33946.1,34393.5,33686.0,,33903.7,33811.1,34143.0,35066.9,34159.0,33776.6,,33973.9,34382.9,34306.0,34156.5,34379.0,34257.4,34091.0,33655.5,34166.0,-191.6,367.1,-367.6,-45.0,-312.6,-367.0,-218.0,-131.2,-328.0,-521.4,-268.0,-393.4,-491.9,-433.4,,-280.0,-517.1,-151.3,-358.0,-475.8,-550.0,-294.1,-508.0,-171.4,-338.0,-190.3,-365.5,,-579.9,-132.5,-840.0,,-622.3,-714.9,-383.0,540.9,-367.0,-749.4,,-552.1,-143.1,-220.0,-369.5,-147.0,-268.6,-435.0,-870.5,-360.0,False,False,True,False,False,False,True,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,True,False,True,False,,False,True,False,,False,False,False,False,False,False,,False,True,False,False,True,False,False,False,False
North Carolina,5219,5247.0,5468.0,5275.9,5344.0,5285.6,5279.0,5406.0,5259.9,5409.0,5420.1,5085.0,5272.6,5249.3,5324.8,,5200.0,5394.6,5198.3,5291.0,5077.3,5282.0,5529.8,5398.0,5337.7,5266.0,5272.8,5367.2,,4999.1,5359.2,5509.0,,5211.7,5332.1,5425.0,4844.1,5279.0,5192.1,,5283.2,5273.1,5334.0,5210.9,5426.0,5291.7,5307.5,4957.9,5220.0,28.0,249.0,56.9,125.0,66.6,60.0,187.0,40.9,190.0,201.1,-134.0,53.6,30.3,105.8,,-19.0,175.6,-20.7,72.0,-141.7,63.0,310.8,179.0,118.7,47.0,53.8,148.2,,-219.9,140.2,290.0,,-7.3,113.1,206.0,-374.9,60.0,-26.9,,64.2,54.1,115.0,-8.1,207.0,72.7,88.5,-261.1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,,True,False,False,False,False,True,,False,False,False,True,False,False,False,False,True
North Dakota,921,947.6,1188.6,944.5,970.0,940.0,970.0,809.0,961.5,1086.0,977.9,942.0,1050.0,1023.9,1008.5,,906.0,1014.3,908.3,936.0,666.0,909.0,1070.8,1044.0,1001.3,886.0,978.2,951.2,,1034.2,1099.9,868.0,,,1139.2,976.0,860.7,965.0,854.5,,901.7,994.6,1100.0,1038.6,1060.0,923.3,921.0,753.9,935.0,26.6,267.6,23.5,49.0,19.0,49.0,-112.0,40.5,165.0,56.9,21.0,129.0,102.9,87.5,,-15.0,93.3,-12.7,15.0,-255.0,-12.0,149.8,123.0,80.3,-35.0,57.2,30.2,,113.2,178.9,-53.0,,,218.2,55.0,-60.3,44.0,-66.5,,-19.3,73.6,179.0,117.6,139.0,2.3,0.0,-167.1,14.0,False,True,False,True,False,False,False,False,False,True,False,False,False,,True,False,True,True,False,True,False,False,False,False,False,False,,False,False,False,,,False,False,False,False,False,,True,False,False,False,False,True,True,False,True
Ohio,7693,6128.4,6684.6,6142.0,6407.0,6120.4,6200.0,7428.0,6275.7,6370.0,6081.8,5970.0,5986.4,6079.7,6330.8,,6216.0,6146.4,6246.4,6196.0,6036.6,5961.5,6553.6,6896.0,6469.4,6155.0,6312.5,6357.2,6600.0,5831.2,6367.3,6332.0,,5872.9,6491.6,6381.0,6061.6,6424.0,6200.5,,5739.0,6322.6,6538.0,6011.4,6525.0,6111.6,6172.0,5791.8,6108.0,-1369.6,-813.4,-1356.0,-1091.0,-1377.6,-1298.0,-70.0,-1222.3,-1128.0,-1416.2,-1528.0,-1511.6,-1418.3,-1167.2,,-1282.0,-1351.6,-1251.6,-1302.0,-1461.4,-1536.5,-944.4,-602.0,-1028.6,-1343.0,-1185.5,-1140.8,-898.0,-1666.8,-1130.7,-1166.0,,-1625.1,-1006.4,-1117.0,-1436.4,-1074.0,-1297.5,,-1759.0,-1175.4,-960.0,-1486.6,-973.0,-1386.4,-1326.0,-1706.2,-1390.0,True,True,True,False,True,True,True,True,False,False,False,False,True,,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,,False,True,True,False,True,True,,False,True,True,False,True,False,True,False,False
Oklahoma,1717,1703.7,1809.1,1698.7,1805.0,1705.0,1734.0,1556.0,1734.5,1791.0,1753.5,1685.0,1795.2,1660.5,1724.5,,1807.0,1766.1,1690.2,1758.0,1594.9,1753.5,1736.1,1753.0,1746.6,1772.0,1720.7,1781.9,,1646.5,1782.0,1665.0,,,1715.8,1752.0,1637.9,1903.0,1661.9,,1749.4,1734.0,1752.0,1697.9,1725.0,1706.7,1700.0,1559.7,1735.0,-13.3,92.1,-18.3,88.0,-12.0,17.0,-161.0,17.5,74.0,36.5,-32.0,78.2,-56.5,7.5,,90.0,49.1,-26.8,41.0,-122.1,36.5,19.1,36.0,29.6,55.0,3.7,64.9,,-70.5,65.0,-52.0,,,-1.2,35.0,-79.1,186.0,-55.1,,32.4,17.0,35.0,-19.1,8.0,-10.3,-17.0,-157.3,18.0,False,False,False,True,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,,,True,False,False,False,False,,False,False,False,False,True,True,False,False,False
Oregon,896,841.4,907.7,841.0,880.0,849.0,863.0,941.0,876.1,914.0,864.5,805.0,862.7,853.9,862.9,,859.0,873.3,862.1,878.0,865.1,839.5,888.0,912.0,878.5,892.0,890.7,889.6,,774.7,896.5,893.0,,,926.9,892.0,893.3,888.0,837.7,,846.4,906.6,921.0,827.8,921.0,864.3,850.0,782.4,846.0,-54.6,11.7,-55.0,-16.0,-47.0,-33.0,45.0,-19.9,18.0,-31.5,-91.0,-33.3,-42.1,-33.1,,-37.0,-22.7,-33.9,-18.0,-30.9,-56.5,-8.0,16.0,-17.5,-4.0,-5.3,-6.4,,-121.3,0.5,-3.0,,,30.9,-4.0,-2.7,-8.0,-58.3,,-49.6,10.6,25.0,-68.2,25.0,-31.7,-46.0,-113.6,-50.0,True,False,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,,False,True,True,,,True,True,True,True,False,,True,True,True,False,True,True,True,False,True
Pennsylvania,10234,9582.1,9866.7,9593.8,9690.0,9603.8,9775.0,10261.0,9780.4,9926.0,9926.7,9608.0,9633.1,,9774.5,,9612.0,9831.2,9786.1,9664.0,9495.6,9558.0,10011.5,9681.0,9744.3,9574.0,9831.1,9771.2,,9830.2,9818.7,9394.0,,9498.2,9854.4,9881.0,9739.1,9834.0,9552.5,,9585.8,9839.4,9862.0,9599.8,9859.0,9645.9,9447.0,9277.8,9589.0,-651.9,-367.3,-640.2,-544.0,-630.2,-459.0,27.0,-453.6,-308.0,-307.3,-626.0,-600.9,,-459.5,,-622.0,-402.8,-447.9,-570.0,-738.4,-676.0,-222.5,-553.0,-489.7,-660.0,-402.9,-462.8,,-403.8,-415.3,-840.0,,-735.8,-379.6,-353.0,-494.9,-400.0,-681.5,,-648.2,-394.6,-372.0,-634.2,-375.0,-588.1,-787.0,-956.2,-645.0,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,False,False,True,True,True,False,True,True,,True,True,False,,False,True,True,True,True,False,,True,True,True,True,True,True,False,False,True
Rhode Island,1399,1289.7,1298.0,1294.4,1318.0,1294.7,1322.0,1343.0,1283.5,1363.0,1450.3,1345.0,1393.4,1324.5,1336.6,,1314.0,1339.7,1371.5,1277.0,1272.1,1287.0,1345.5,1340.0,1304.1,1290.0,1305.8,1374.3,,1376.0,1300.6,1270.0,,,1286.2,1342.0,1568.8,1262.0,1241.9,,1308.9,1321.9,1357.0,1296.6,1313.0,1306.3,1290.0,1231.5,1296.0,-86.3,-78.0,-81.6,-58.0,-81.3,-54.0,-33.0,-92.5,-13.0,74.3,-31.0,17.4,-51.5,-39.4,,-62.0,-36.3,-4.5,-99.0,-103.9,-89.0,-30.5,-36.0,-71.9,-86.0,-70.2,-1.7,,0.0,-75.4,-106.0,,,-89.8,-34.0,192.8,-114.0,-134.1,,-67.1,-54.1,-19.0,-79.4,-63.0,-69.7,-86.0,-144.5,-80.0,True,True,True,True,True,True,False,True,True,True,True,True,True,,True,True,True,False,False,False,True,True,True,True,True,True,,True,True,False,,,False,True,False,False,False,,True,True,True,True,True,True,True,False,True
South Carolina,4346,4321.7,4205.8,4305.2,4340.0,4255.1,4358.0,4412.0,4341.7,4561.0,4601.6,4252.0,4363.8,4290.1,4364.6,,4386.0,4323.9,4361.7,4312.0,4179.0,4300.5,4400.0,4383.0,4383.7,4334.0,4304.7,4393.8,,4272.4,4445.4,4323.0,,4369.0,4167.5,4358.0,4598.3,4408.0,4218.1,,4494.2,4317.1,4397.0,4349.2,4430.0,4375.8,4333.0,4269.0,4381.0,-24.3,-140.2,-40.8,-6.0,-90.9,12.0,66.0,-4.3,215.0,255.6,-94.0,17.8,-55.9,18.6,,40.0,-22.1,15.7,-34.0,-167.0,-45.5,54.0,37.0,37.7,-12.0,-41.3,47.8,,-73.6,99.4,-23.0,,23.0,-178.5,12.0,252.3,62.0,-127.9,,148.2,-28.9,51.0,3.2,84.0,29.8,-13.0,-77.0,35.0,False,False,True,False,True,False,True,False,False,False,True,False,True,,False,True,True,False,False,False,False,False,False,True,False,False,,False,False,True,,True,False,True,False,False,False,,False,False,False,True,False,False,True,False,False
South Dakota,942,818.9,1029.8,818.9,822.0,817.0,840.0,674.0,807.4,881.0,821.7,750.0,1063.2,910.3,843.1,,763.0,867.5,759.6,831.0,550.8,769.0,911.2,809.0,865.0,803.0,930.2,837.0,,733.4,894.7,744.0,,,1045.4,893.0,651.8,908.0,780.8,,751.7,947.4,836.0,1000.1,897.0,794.7,1147.5,616.8,848.0,-123.1,87.8,-123.1,-120.0,-125.0,-102.0,-268.0,-134.6,-61.0,-120.3,-192.0,121.2,-31.7,-98.9,,-179.0,-74.5,-182.4,-111.0,-391.2,-173.0,-30.8,-133.0,-77.0,-139.0,-11.8,-105.0,,-208.6,-47.3,-198.0,,,103.4,-49.0,-290.2,-34.0,-161.2,,-190.3,5.4,-106.0,58.1,-45.0,-147.3,205.5,-325.2,-94.0,True,True,True,False,True,False,False,True,True,False,True,True,True,,False,True,False,True,False,False,True,False,True,False,True,True,,False,True,False,,,True,True,False,True,False,,False,True,True,True,True,False,False,False,True
Tennessee,4541,4286.4,4179.2,4309.8,4191.0,4301.0,4301.0,4307.0,4299.3,4296.0,4490.4,4079.0,4315.1,4108.7,4355.3,,4155.0,4467.2,4170.1,4276.0,3955.6,4211.0,4579.3,4413.0,4320.8,4239.0,4514.0,4385.0,,4033.4,4448.4,4563.0,,4492.7,4276.0,4434.0,3079.1,4407.0,4245.2,,4347.6,4525.0,4292.0,4301.7,4414.0,4298.7,4150.0,3881.4,4313.0,-254.6,-361.8,-231.2,-350.0,-240.0,-240.0,-234.0,-241.7,-245.0,-50.6,-462.0,-225.9,-432.3,-185.7,,-386.0,-73.8,-370.9,-265.0,-585.4,-330.0,38.3,-128.0,-220.2,-302.0,-27.0,-156.0,,-507.6,-92.6,22.0,,-48.3,-265.0,-107.0,-1461.9,-134.0,-295.8,,-193.4,-16.0,-249.0,-239.3,-127.0,-242.3,-391.0,-659.6,-228.0,False,True,False,True,True,True,True,True,True,False,True,False,True,,False,True,False,False,False,False,True,True,True,False,True,True,,False,True,True,,True,False,True,False,True,False,,True,True,True,True,True,True,False,False,True
Texas,22130,21132.6,22208.8,21148.8,21278.0,21190.2,21248.0,22178.0,21027.1,21860.0,21175.9,20210.0,20770.8,21550.1,21434.9,,20970.0,21294.8,21421.7,21054.0,20094.3,19395.5,21644.9,21435.0,21808.7,20720.0,21752.7,21033.4,,20879.1,21610.2,20493.0,,21723.2,22010.7,21584.0,21050.6,21233.0,21207.2,,20588.6,21748.4,21425.0,21274.4,21721.0,20496.2,20905.0,20315.9,21341.0,-646.4,429.8,-630.2,-501.0,-588.8,-531.0,399.0,-751.9,81.0,-603.1,-1569.0,-1008.2,-228.9,-344.1,,-809.0,-484.2,-357.3,-725.0,-1684.7,-2383.5,-134.1,-344.0,29.7,-1059.0,-26.3,-745.6,,-899.9,-168.8,-1286.0,,-55.8,231.7,-195.0,-728.4,-546.0,-571.8,,-1190.4,-30.6,-354.0,-504.6,-58.0,-1282.8,-874.0,-1463.1,-438.0,True,True,True,True,True,True,False,True,True,False,False,True,True,,False,True,True,False,False,False,True,True,True,False,True,False,,False,True,False,,True,True,True,False,True,True,,False,True,True,True,True,False,False,False,True
Utah,863,787.6,933.0,819.6,898.0,820.0,838.0,841.0,869.1,833.0,930.5,722.0,880.6,780.1,657.6,,834.0,798.7,611.3,752.0,758.9,785.0,855.3,831.0,933.9,835.0,860.3,843.0,,710.3,855.0,829.0,,,930.0,849.0,794.2,865.0,842.8,,791.4,876.9,870.0,770.4,836.0,819.8,779.0,556.4,845.0,-75.4,70.0,-43.4,35.0,-43.0,-25.0,-22.0,6.1,-30.0,67.5,-141.0,17.6,-82.9,-205.4,,-29.0,-64.3,-251.7,-111.0,-104.1,-78.0,-7.7,-32.0,70.9,-28.0,-2.7,-20.0,,-152.7,-8.0,-34.0,,,67.0,-14.0,-68.8,2.0,-20.2,,-71.6,13.9,7.0,-92.6,-27.0,-43.2,-84.0,-306.6,-18.0,True,True,True,True,True,True,True,True,True,False,True,False,False,,True,True,False,False,False,False,True,True,True,True,True,True,,False,True,True,,,True,True,True,True,True,,True,True,True,False,True,True,False,False,True
Vermont,67,61.9,81.7,62.2,60.0,62.0,62.0,60.0,61.9,59.0,58.2,63.0,62.3,63.1,62.1,,61.0,59.0,58.8,64.0,65.2,59.0,61.1,60.0,59.4,87.0,62.1,86.3,,61.9,60.1,59.0,,,58.8,62.0,61.5,81.0,59.5,,59.1,78.9,62.0,61.1,60.0,62.2,60.0,59.3,,-5.1,14.7,-4.8,-7.0,-5.0,-5.0,-7.0,-5.1,-8.0,-8.8,-4.0,-4.7,-3.9,-4.9,,-6.0,-8.0,-8.2,-3.0,-1.8,-8.0,-5.9,-7.0,-7.6,20.0,-4.9,19.3,,-5.1,-6.9,-8.0,,,-8.2,-5.0,-5.5,14.0,-7.5,,-7.9,11.9,-5.0,-5.9,-7.0,-4.8,-7.0,-7.7,,False,True,False,True,True,False,True,False,False,True,True,True,True,,False,False,False,True,True,False,False,False,False,False,True,False,,True,False,False,,,False,True,False,False,False,,False,False,True,False,False,True,False,False,
Virginia,4054,3855.6,3769.7,3883.1,3967.0,3857.5,3961.0,4526.0,3996.0,4011.0,4105.7,3907.0,3860.6,4035.6,3927.4,,4030.0,3914.7,4010.8,4011.0,3993.1,3932.5,4012.4,3930.0,3948.5,4145.0,4064.4,4018.1,,3925.4,3962.6,4056.0,,4068.8,3837.9,3960.0,3892.3,3913.0,3808.3,,4000.1,4072.9,4048.0,4013.4,3904.0,3924.0,3838.0,3904.2,3959.0,-198.4,-284.3,-170.9,-87.0,-196.5,-93.0,472.0,-58.0,-43.0,51.7,-147.0,-193.4,-18.4,-126.6,,-24.0,-139.3,-43.2,-43.0,-60.9,-121.5,-41.6,-124.0,-105.5,91.0,10.4,-35.9,,-128.6,-91.4,2.0,,14.8,-216.1,-94.0,-161.7,-141.0,-245.7,,-53.9,18.9,-6.0,-40.6,-150.0,-130.0,-216.0,-149.8,-95.0,False,True,True,True,True,False,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,False,True,True,True,False,,True,True,True,True,True,True,False,True,True
Washington,2714,2647.6,2768.4,2657.3,2704.0,2658.1,2704.0,2925.0,2695.1,2766.0,2727.4,2554.0,2630.5,2712.8,2757.3,,2702.0,2711.3,2703.6,2677.0,2640.4,2630.5,2726.9,2782.0,2761.4,2676.0,2778.7,2701.5,,2589.0,2726.7,2688.0,,2640.3,2621.2,2718.0,2762.3,2735.0,2656.8,,2638.5,2774.4,2776.0,2625.4,2716.0,2694.5,2633.0,2546.9,2723.0,-83.4,37.4,-73.7,-27.0,-72.9,-27.0,194.0,-35.9,35.0,-3.6,-177.0,-100.5,-18.2,26.3,,-29.0,-19.7,-27.4,-54.0,-90.6,-100.5,-4.1,51.0,30.4,-55.0,47.7,-29.5,,-142.0,-4.3,-43.0,,-90.7,-109.8,-13.0,31.3,4.0,-74.2,,-92.5,43.4,45.0,-105.6,-15.0,-36.5,-98.0,-184.1,-8.0,True,True,True,True,True,False,True,True,True,False,False,True,True,,True,True,True,True,False,False,True,True,True,True,True,True,,False,True,True,,False,False,True,True,True,True,,False,True,True,False,True,True,False,False,True
West Virginia,718,629.7,713.6,639.3,627.0,635.0,644.0,650.0,660.5,771.0,608.1,611.0,594.5,605.0,652.8,,685.0,655.7,636.3,651.0,594.2,613.5,681.0,678.0,652.9,671.0,684.3,,,593.1,684.1,593.0,,,838.5,668.0,691.9,685.0,624.1,,613.4,701.6,669.0,615.3,683.0,647.0,646.0,554.4,643.0,-88.3,-4.4,-78.7,-91.0,-83.0,-74.0,-68.0,-57.5,53.0,-109.9,-107.0,-123.5,-113.0,-65.2,,-33.0,-62.3,-81.7,-67.0,-123.8,-104.5,-37.0,-40.0,-65.1,-47.0,-33.7,,,-124.9,-33.9,-125.0,,,120.5,-50.0,-26.1,-33.0,-93.9,,-104.6,-16.4,-49.0,-102.7,-35.0,-71.0,-72.0,-163.6,-75.0,True,True,False,True,True,True,True,True,False,False,False,False,True,,True,True,True,True,False,False,True,True,True,True,True,,,False,True,False,,,False,True,True,True,False,,False,True,True,False,True,True,True,False,True
Wisconsin,3464,3069.1,3323.5,3102.6,3401.0,3110.9,3299.0,3239.0,3333.2,3824.0,3614.6,2804.0,3950.7,,3385.8,,3041.0,3550.9,3419.9,3278.0,2713.5,3232.5,3424.6,3218.0,3444.4,3155.0,3605.6,,2835.0,2956.3,3400.6,3133.0,,2903.4,3306.7,3449.0,3080.4,3416.0,2959.5,,3241.9,3612.0,3292.0,3665.3,3325.0,3082.0,3126.0,2535.5,3349.0,-136.9,117.5,-103.4,195.0,-95.1,93.0,33.0,127.2,618.0,408.6,-402.0,744.7,,179.8,,-165.0,344.9,213.9,72.0,-492.5,26.5,218.6,12.0,238.4,-51.0,399.6,,-371.0,-249.7,194.6,-73.0,,-302.6,100.7,243.0,-125.6,210.0,-246.5,,35.9,406.0,86.0,459.3,119.0,-124.0,-80.0,-670.5,143.0,True,True,False,True,True,True,True,False,False,False,False,,False,,False,False,False,True,False,True,False,True,False,True,False,,False,False,False,True,,False,True,False,True,False,False,,True,False,True,False,True,True,True,False,False
Wyoming,215,191.1,186.7,194.7,194.0,195.0,197.0,205.0,221.9,264.0,249.3,162.0,214.9,220.3,243.8,,186.0,193.3,218.2,189.0,143.2,163.0,237.8,159.0,207.1,209.0,258.3,,,126.0,227.7,175.0,,,262.1,203.0,199.3,201.0,133.7,,203.2,274.7,197.0,134.1,219.0,194.1,229.0,134.2,246.0,-23.9,-28.3,-20.3,-21.0,-20.0,-18.0,-10.0,6.9,49.0,34.3,-53.0,-0.1,5.3,28.8,,-29.0,-21.7,3.2,-26.0,-71.8,-52.0,22.8,-56.0,-7.9,-6.0,43.3,,,-89.0,12.7,-40.0,,,47.1,-12.0,-15.7,-14.0,-81.3,,-11.8,59.7,-18.0,-80.9,4.0,-20.9,14.0,-80.8,31.0,False,True,True,True,True,True,True,False,False,False,True,True,False,,False,True,True,False,False,False,True,False,True,True,False,,,False,True,False,,,False,True,True,True,False,,True,False,True,False,True,True,True,False,False
US,268482,256530.4,264824.6,256412.5,,256657.4,259803.0,269752.0,260890.4,262406.0,264059.3,256133.0,258904.5,256868.7,,265056.0,255355.0,262140.8,260356.3,256502.0,249235.2,,266221.2,263469.5,264084.4,257421.0,260829.3,260152.5,,253897.2,262809.3,254393.5,262578.3,256464.4,260121.8,267518.0,262290.4,263985.0,257321.8,256656.0,,261526.1,266298.0,257125.1,264135.5,257288.6,256876.0,248374.6,259422.0,-10301.6,-2007.4,-10419.5,,-10174.6,-7029.0,2920.0,-5941.6,-4426.0,-2772.7,-10699.0,-7927.5,-9963.3,,-1776.0,-11477.0,-4691.2,-6475.7,-10330.0,-17596.8,,-610.8,-3362.5,-2747.6,-9411.0,-6002.7,-6679.5,,-12934.8,-4022.7,-12438.5,-4253.7,-10367.6,-6710.2,686.0,-4541.6,-2847.0,-9510.2,-10176.0,,-5305.9,-534.0,-9706.9,-2696.5,-9543.4,-9956.0,-18457.4,-7410.0,True,False,,True,True,True,True,True,True,False,True,True,,True,False,True,True,False,False,,True,True,True,True,True,True,,False,True,False,True,False,True,True,True,True,True,True,,True,True,True,True,True,True,False,True
