,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
08119,184,312.0,,,265.0,217.0,,,,,187.8,258.2,,,300.0,,315.6,236.9,,,152.0,266.9,,234.0,319.4,,,,,,,,,420.0,128.0,,,81.0,33.0,,,,,3.8,74.2,,,116.0,,131.6,52.9,,,-32.0,82.9,,50.0,135.4,,,,,,,,,236.0,,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,True,False,,,,,,,,,False
08121,32,120.0,,,57.0,0.0,,,,,61.9,39.8,,,56.0,,1.9,74.1,,,12.0,64.3,,67.0,114.6,,,,,,,,,108.9,88.0,,,25.0,-32.0,,,,,29.9,7.8,,,24.0,,-30.1,42.1,,,-20.0,32.3,,35.0,82.6,,,,,,,,,76.9,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
08123,4072,4880.0,,4910.0,3527.0,3805.0,,,,,2926.8,3157.7,,2885.7,4721.0,,1644.2,4471.0,5369.0,,3448.5,3545.6,,3586.0,,,,,,2074.0,2193.0,,,4885.7,808.0,,838.0,-545.0,-267.0,,,,,-1145.2,-914.3,,-1186.3,649.0,,-2427.8,399.0,1297.0,,-623.5,-526.4,,-486.0,,,,,,-1998.0,-1879.0,,,813.7,,False,True,True,,,,,False,False,,False,True,,False,True,False,,True,True,,True,,,,,,False,False,,,False
08125,122,236.0,,,177.0,,,,,,130.0,157.9,,,255.0,,389.3,174.5,,,183.0,168.2,,164.0,154.0,,,,,,,,,345.0,114.0,,,55.0,,,,,,8.0,35.9,,,133.0,,267.3,52.5,,,61.0,46.2,,42.0,32.0,,,,,,,,,223.0,,,True,,,,,,True,True,,,False,,False,True,,,True,True,,True,True,,,,,,,,,False
09001,15111,15996.0,,16298.4,13764.0,9197.0,,,,,12584.4,14984.1,,16296.0,13752.0,,8742.8,18142.7,16999.5,,13171.5,14112.9,,13844.0,12351.1,,,,,15807.9,3935.0,,,16097.3,885.0,,1187.4,-1347.0,-5914.0,,,,,-2526.6,-126.9,,1185.0,-1359.0,,-6368.2,3031.7,1888.5,,-1939.5,-998.1,,-1267.0,-2759.9,,,,,696.9,-11176.0,,,986.3,,False,False,False,,,,,False,True,,False,False,,False,False,False,,False,False,,False,False,,,,,True,False,,,False
09003,15681,18932.0,,17653.8,18266.0,22141.0,,,,,12909.1,28679.9,,26603.2,17942.0,,19340.5,17856.6,20165.5,,18097.0,17145.3,,15138.0,17902.2,,,,,21529.3,6426.0,,,13862.9,3251.0,,1972.8,2585.0,6460.0,,,,,-2771.9,12998.9,,10922.2,2261.0,,3659.5,2175.6,4484.5,,2416.0,1464.3,,-543.0,2221.2,,,,,5848.3,-9255.0,,,-1818.1,,True,True,False,,,,,True,False,,False,True,,False,True,False,,True,True,,True,True,,,,,False,False,,,True
09005,2364,2876.0,,,2435.0,2118.0,,,,,1736.2,2358.5,,2663.3,2323.0,,1202.4,3633.1,2478.5,,2423.0,2474.7,,2789.0,2515.2,,,,,2546.1,1348.0,,,5704.8,512.0,,,71.0,-246.0,,,,,-627.8,-5.5,,299.3,-41.0,,-1161.6,1269.1,114.5,,59.0,110.7,,425.0,151.2,,,,,182.1,-1016.0,,,3340.8,,,True,True,,,,,False,True,,True,True,,False,False,True,,True,True,,True,True,,,,,True,False,,,False
09007,2743,2536.0,,,2227.0,2527.0,,,,,1420.6,2559.8,,3489.3,2587.0,,2043.9,3000.7,2152.0,,2584.5,2169.1,,2311.0,2253.2,,,,,2218.7,1385.0,,,3357.6,-207.0,,,-516.0,-216.0,,,,,-1322.4,-183.2,,746.3,-156.0,,-699.1,257.7,-591.0,,-158.5,-573.9,,-432.0,-489.8,,,,,-524.3,-1358.0,,,614.6,,,False,False,,,,,False,True,,False,True,,False,False,False,,True,False,,False,False,,,,,False,False,,,False
09009,14789,15548.0,,15790.9,14213.0,11255.0,,,,,11184.9,16493.0,,19212.5,15003.0,,11101.6,19735.7,18100.0,,12177.5,13826.5,,13769.0,16959.3,,,,,10984.8,3951.0,,,20153.6,759.0,,1001.9,-576.0,-3534.0,,,,,-3604.1,1704.0,,4423.5,214.0,,-3687.4,4946.7,3311.0,,-2611.5,-962.5,,-1020.0,2170.3,,,,,-3804.2,-10838.0,,,5364.6,,False,True,False,,,,,False,False,,False,True,,False,False,False,,False,False,,False,False,,,,,False,False,,,False
09011,5227,5024.0,,,4530.0,4766.0,,,,,2839.1,5280.4,,,5200.0,,6743.9,5750.4,3949.0,,5291.0,4283.4,,4599.0,4021.3,,,,,5222.1,2578.0,,,4346.2,-203.0,,,-697.0,-461.0,,,,,-2387.9,53.4,,,-27.0,,1516.9,523.4,-1278.0,,64.0,-943.6,,-628.0,-1205.7,,,,,-4.9,-2649.0,,,-880.8,,,False,False,,,,,False,True,,,True,,False,False,False,,True,False,,False,False,,,,,True,False,,,False
09013,1770,1840.0,,,1854.0,1592.0,,,,,1050.4,1993.2,,3250.4,2181.0,,2310.4,2030.6,1576.5,,5987.0,1570.7,,2131.0,1771.9,,,,,2441.0,823.0,,,2136.6,70.0,,,84.0,-178.0,,,,,-719.6,223.2,,1480.4,411.0,,540.4,260.6,-193.5,,4217.0,-199.3,,361.0,1.9,,,,,671.0,-947.0,,,366.6,,,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,True,,,,,False,False,,,False
09015,2798,2904.0,,,2436.0,3077.0,,,,,1190.6,2154.9,,,2247.0,,3274.2,2766.4,2277.0,,5600.0,2339.6,,2367.0,2133.5,,,,,3032.5,,,,4889.8,106.0,,,-362.0,279.0,,,,,-1607.4,-643.1,,,-551.0,,476.2,-31.6,-521.0,,2802.0,-458.4,,-431.0,-664.5,,,,,234.5,,,,2091.8,,,False,False,,,,,False,False,,,False,,False,True,False,,False,False,,False,False,,,,,False,,,,False
10001,3377,3704.0,,,3489.0,2076.0,,,,,2760.2,4684.1,,3451.3,2257.0,,2945.4,3538.8,5171.0,,3739.0,3363.8,,3574.0,2549.7,,,,,4542.4,4237.0,,,4756.2,327.0,,,112.0,-1301.0,,,,,-616.8,1307.1,,74.3,-1120.0,,-431.6,161.8,1794.0,,362.0,-13.2,,197.0,-827.3,,,,,1165.4,860.0,,,1379.2,,,True,False,,,,,False,False,,True,False,,False,True,False,,False,True,,True,False,,,,,False,False,,,False
10003,10809,12392.0,,12232.7,11126.0,8187.0,,,,,8317.5,18800.0,,13032.8,8061.0,,12180.6,9377.3,14667.5,,11136.5,10718.6,,10321.0,8794.8,,,,,16338.0,10783.0,,,12341.1,1583.0,,1423.7,317.0,-2622.0,,,,,-2491.5,7991.0,,2223.8,-2748.0,,1371.6,-1431.7,3858.5,,327.5,-90.4,,-488.0,-2014.2,,,,,5529.0,-26.0,,,1532.1,,True,True,False,,,,,False,False,,False,False,,True,True,False,,True,True,,True,False,,,,,False,True,,,True
10005,5010,4840.0,,,5223.0,5700.0,,,,,4088.7,4269.2,,7448.2,2715.0,,6195.3,4121.8,5594.0,,6492.5,4669.6,,4901.0,4640.9,,,,,5046.5,6174.0,,,7438.6,-170.0,,,213.0,690.0,,,,,-921.3,-740.8,,2438.2,-2295.0,,1185.3,-888.2,584.0,,1482.5,-340.4,,-109.0,-369.1,,,,,36.5,1164.0,,,2428.6,,,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,True,False,,,,,True,False,,,False
12001,3939,2980.0,,,3146.0,3498.0,,,,,3140.6,4535.3,,3641.7,2492.0,,2116.4,3160.4,3013.5,,3109.5,3097.4,,3437.0,4725.7,,,,,2068.9,3400.0,,,3516.4,-959.0,,,-793.0,-441.0,,,,,-798.4,596.3,,-297.3,-1447.0,,-1822.6,-778.6,-925.5,,-829.5,-841.6,,-502.0,786.7,,,,,-1870.1,-539.0,,,-422.6,,,True,True,,,,,True,True,,True,False,,False,True,True,,True,True,,True,True,,,,,False,True,,,True
12003,535,400.0,,,466.0,238.0,,,,,518.3,221.6,,,425.0,,296.5,317.0,,,487.0,530.8,,495.0,703.7,,,,,285.0,,,,800.1,-135.0,,,-69.0,-297.0,,,,,-16.7,-313.4,,,-110.0,,-238.5,-218.0,,,-48.0,-4.2,,-40.0,168.7,,,,,-250.0,,,,265.1,,,True,False,,,,,True,False,,,True,,False,False,,,True,True,,True,False,,,,,False,,,,False
12005,3462,3288.0,,,3214.0,3518.0,,,,,2749.1,1115.0,,,2309.0,,2292.1,2208.3,3067.0,,3845.0,3768.2,,3462.0,2762.3,,,,,2943.8,3099.0,,,5661.0,-174.0,,,-248.0,56.0,,,,,-712.9,-2347.0,,,-1153.0,,-1169.9,-1253.7,-395.0,,383.0,306.2,,0.0,-699.7,,,,,-518.2,-363.0,,,2199.0,,,False,True,,,,,False,False,,,False,,False,False,False,,False,False,,True,False,,,,,False,False,,,False
12007,763,672.0,,,631.0,822.0,,,,,546.3,306.6,,,237.0,,2329.3,416.5,,,771.0,666.9,,578.0,517.3,,,,,,,,,736.2,-91.0,,,-132.0,59.0,,,,,-216.7,-456.4,,,-526.0,,1566.3,-346.5,,,8.0,-96.1,,-185.0,-245.7,,,,,,,,,-26.8,,,False,True,,,,,False,False,,,False,,False,False,,,True,False,,False,False,,,,,,,,,True
12009,6928,5088.0,,7340.5,5247.0,6156.0,,,,,4254.6,17885.9,,,4802.0,,3836.7,6396.2,5727.0,,5023.0,5409.7,,6700.0,7500.3,,,,,4714.6,4923.0,,,11154.3,-1840.0,,412.5,-1681.0,-772.0,,,,,-2673.4,10957.9,,,-2126.0,,-3091.3,-531.8,-1201.0,,-1905.0,-1518.3,,-228.0,572.3,,,,,-2213.4,-2005.0,,,4226.3,,True,True,True,,,,,False,False,,,False,,False,True,True,,False,True,,True,True,,,,,False,False,,,False
12011,31188,27892.0,,29952.8,27561.0,27997.0,,,,,23670.3,79293.2,,28836.5,23728.0,,12461.7,30503.5,30304.0,,27069.0,30458.1,,28845.0,30182.4,,,,,21761.2,25717.0,,,33536.1,-3296.0,,-1235.2,-3627.0,-3191.0,,,,,-7517.7,48105.2,,-2351.5,-7460.0,,-18726.3,-684.5,-884.0,,-4119.0,-729.9,,-2343.0,-1005.6,,,,,-9426.8,-5471.0,,,2348.1,,True,False,True,,,,,False,False,,True,False,,False,True,True,,False,True,,True,True,,,,,False,False,,,True
12013,377,312.0,,,255.0,28.0,,,,,237.5,48.6,,,200.0,,226.8,270.4,,,201.0,317.7,,281.0,303.3,,,,,,,,,393.7,-65.0,,,-122.0,-349.0,,,,,-139.5,-328.4,,,-177.0,,-150.2,-106.6,,,-176.0,-59.3,,-96.0,-73.7,,,,,,,,,16.7,,,False,False,,,,,False,False,,,False,,False,False,,,False,True,,False,False,,,,,,,,,True
12015,2446,1884.0,,,1941.0,1399.0,,,,,1652.0,965.8,,2891.0,1864.0,,1017.8,2115.1,2175.0,,2158.0,2170.7,,2405.0,2406.5,,,,,1692.0,1592.0,,,2276.1,-562.0,,,-505.0,-1047.0,,,,,-794.0,-1480.2,,445.0,-582.0,,-1428.2,-330.9,-271.0,,-288.0,-275.3,,-41.0,-39.5,,,,,-754.0,-854.0,,,-169.9,,,True,False,,,,,False,False,,True,False,,False,True,True,,True,True,,True,True,,,,,False,False,,,True
12017,1919,1892.0,,,1821.0,1853.0,,,,,1457.2,800.0,,,1704.0,,928.8,1677.8,1914.5,,1600.0,1987.9,,2191.0,1603.1,,,,,1254.9,960.0,,,1989.0,-27.0,,,-98.0,-66.0,,,,,-461.8,-1119.0,,,-215.0,,-990.2,-241.2,-4.5,,-319.0,68.9,,272.0,-315.9,,,,,-664.1,-959.0,,,70.0,,,False,False,,,,,False,False,,,False,,False,False,True,,False,False,,False,False,,,,,False,False,,,False
12019,4094,3012.0,,,2822.0,3706.0,,,,,2662.9,2495.0,,,2354.0,,1651.3,2304.8,3067.0,,2757.5,3167.0,,3446.0,3090.8,,,,,2733.7,2593.0,,,3855.9,-1082.0,,,-1272.0,-388.0,,,,,-1431.1,-1599.0,,,-1740.0,,-2442.7,-1789.2,-1027.0,,-1336.5,-927.0,,-648.0,-1003.2,,,,,-1360.3,-1501.0,,,-238.1,,,False,True,,,,,False,False,,,False,,False,False,True,,False,True,,True,True,,,,,False,False,,,True
12021,4875,3664.0,,4934.5,3619.0,2558.0,,,,,4036.9,2505.4,,3075.5,4168.0,,1548.9,4874.8,4526.0,,2377.5,3605.8,,4657.0,5254.6,,,,,2140.1,2160.0,,,4525.2,-1211.0,,59.5,-1256.0,-2317.0,,,,,-838.1,-2369.6,,-1799.5,-707.0,,-3326.1,-0.2,-349.0,,-2497.5,-1269.2,,-218.0,379.6,,,,,-2734.9,-2715.0,,,-349.8,,True,False,False,,,,,True,False,,False,True,,False,True,True,,False,False,,True,True,,,,,False,False,,,True
12023,1365,1308.0,,,1306.0,825.0,,,,,1178.0,608.7,,,855.0,,1437.4,928.2,1227.0,,1656.5,1451.9,,1466.0,1441.0,,,,,755.2,,,,1880.8,-57.0,,,-59.0,-540.0,,,,,-187.0,-756.3,,,-510.0,,72.4,-436.8,-138.0,,291.5,86.9,,101.0,76.0,,,,,-609.8,,,,515.8,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,,,,,False,,,,False
12027,482,504.0,,,424.0,306.0,,,,,566.4,134.9,,,420.0,,126.3,548.3,420.5,,326.0,435.0,,582.0,822.5,,,,,570.4,,,,305.1,22.0,,,-58.0,-176.0,,,,,84.4,-347.1,,,-62.0,,-355.7,66.3,-61.5,,-156.0,-47.0,,100.0,340.5,,,,,88.4,,,,-176.9,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,,,,,False,,,,False
12029,275,144.0,,,146.0,0.0,,,,,255.4,37.9,,,156.0,,35.5,126.7,,,118.0,178.3,,225.0,355.0,,,,,,,,,172.1,-131.0,,,-129.0,-275.0,,,,,-19.6,-237.1,,,-119.0,,-239.5,-148.3,,,-157.0,-96.7,,-50.0,80.0,,,,,,,,,-102.9,,,True,False,,,,,True,False,,,True,,False,False,,,False,True,,True,True,,,,,,,,,True
12031,20668,16752.0,,18136.8,16471.0,23823.0,,,,,14019.3,38270.4,,19433.4,13037.0,,9716.0,13376.6,18282.0,,16493.0,17817.2,,15977.0,15464.5,,,,,10011.5,11247.0,,,28914.7,-3916.0,,-2531.2,-4197.0,3155.0,,,,,-6648.7,17602.4,,-1234.6,-7631.0,,-10952.0,-7291.4,-2386.0,,-4175.0,-2850.8,,-4691.0,-5203.5,,,,,-10656.5,-9421.0,,,8246.7,,True,False,True,,,,,False,False,,True,False,,False,False,True,,False,True,,False,False,,,,,False,False,,,False
12033,7215,5644.0,,5619.0,5918.0,6617.0,,,,,5221.9,5104.8,,,5040.0,,5675.8,5078.7,5868.5,,6585.5,6401.6,,6004.0,5497.8,,,,,4275.1,6535.0,,,5001.2,-1571.0,,-1596.0,-1297.0,-598.0,,,,,-1993.1,-2110.2,,,-2175.0,,-1539.2,-2136.3,-1346.5,,-629.5,-813.4,,-1211.0,-1717.2,,,,,-2939.9,-680.0,,,-2213.8,,False,True,True,,,,,False,False,,,False,,True,False,True,,True,True,,True,False,,,,,False,True,,,False
12035,1425,892.0,,,912.0,1319.0,,,,,821.7,470.9,,,941.0,,653.4,1033.6,934.0,,843.0,987.6,,1230.0,896.8,,,,,579.2,,,,785.3,-533.0,,,-513.0,-106.0,,,,,-603.3,-954.1,,,-484.0,,-771.6,-391.4,-491.0,,-582.0,-437.4,,-195.0,-528.2,,,,,-845.8,,,,-639.7,,,True,True,,,,,False,False,,,True,,False,True,True,,False,True,,True,True,,,,,False,,,,False
12037,248,36.0,,,44.0,0.0,,,,,163.6,26.1,,,80.0,,32.9,63.5,,,20.0,55.6,,130.0,84.4,,,,,,,,,44.8,-212.0,,,-204.0,-248.0,,,,,-84.4,-221.9,,,-168.0,,-215.1,-184.5,,,-228.0,-192.4,,-118.0,-163.6,,,,,,,,,-203.2,,,True,False,,,,,True,False,,,True,,False,True,,,False,True,,True,True,,,,,,,,,True
12039,1094,548.0,,,550.0,551.0,,,,,753.8,312.9,,,643.0,,257.5,536.0,557.0,,519.0,720.9,,658.0,857.4,,,,,330.6,,,,804.2,-546.0,,,-544.0,-543.0,,,,,-340.2,-781.1,,,-451.0,,-836.5,-558.0,-537.0,,-575.0,-373.1,,-436.0,-236.6,,,,,-763.4,,,,-289.8,,,True,True,,,,,True,False,,,True,,False,False,True,,False,True,,True,True,,,,,False,,,,True
12041,215,220.0,,,220.0,236.0,,,,,225.6,112.0,,,129.0,,60.3,210.3,,,198.0,280.0,,275.0,228.7,,,,,,,,,195.6,5.0,,,5.0,21.0,,,,,10.6,-103.0,,,-86.0,,-154.7,-4.7,,,-17.0,65.0,,60.0,13.7,,,,,,,,,-19.4,,,False,False,,,,,False,False,,,False,,False,True,,,False,False,,False,False,,,,,,,,,False
12043,94,104.0,,,97.0,28.0,,,,,147.2,55.8,,,91.0,,25.0,102.3,,,90.0,110.6,,151.0,171.1,,,,,,,,,161.0,10.0,,,3.0,-66.0,,,,,53.2,-38.2,,,-3.0,,-69.0,8.3,,,-4.0,16.6,,57.0,77.1,,,,,,,,,67.0,,,True,False,,,,,False,False,,,True,,False,True,,,True,False,,False,False,,,,,,,,,False
12045,339,252.0,,,263.0,,,,,,316.4,124.6,,,138.0,,124.6,232.5,,,286.5,304.8,,269.0,297.8,,,,,,,,,260.1,-87.0,,,-76.0,,,,,,-22.6,-214.4,,,-201.0,,-214.4,-106.5,,,-52.5,-34.2,,-70.0,-41.2,,,,,,,,,-78.9,,,True,,,,,,True,False,,,False,,False,False,,,True,True,,True,True,,,,,,,,,True
12047,291,280.0,,,221.0,93.0,,,,,271.5,148.7,,,108.0,,105.4,235.1,,,331.0,266.1,,213.0,266.3,,,,,,,,,360.0,-11.0,,,-70.0,-198.0,,,,,-19.5,-142.3,,,-183.0,,-185.6,-55.9,,,40.0,-24.9,,-78.0,-24.7,,,,,,,,,69.0,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
12049,427,392.0,,,386.0,4.0,,,,,484.4,129.8,,,384.0,,532.3,336.7,,,353.0,368.6,,422.0,456.9,,,,,,,,,645.0,-35.0,,,-41.0,-423.0,,,,,57.4,-297.2,,,-43.0,,105.3,-90.3,,,-74.0,-58.4,,-5.0,29.9,,,,,,,,,218.0,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,True,True,,,,,,,,,False
12051,799,936.0,,,844.0,471.0,,,,,823.1,433.3,,,399.0,,1792.3,727.3,824.0,,1050.0,891.0,,868.0,697.2,,,,,602.8,,,,1560.3,137.0,,,45.0,-328.0,,,,,24.1,-365.7,,,-400.0,,993.3,-71.7,25.0,,251.0,92.0,,69.0,-101.8,,,,,-196.2,,,,761.3,,,True,False,,,,,True,False,,,False,,False,True,True,,False,True,,True,True,,,,,False,,,,False
12053,2404,2328.0,,,2334.0,2280.0,,,,,1924.6,1330.6,,,2428.0,,2593.0,1901.4,2558.5,,2322.0,2599.0,,2631.0,2293.6,,,,,1752.3,1515.0,,,3675.7,-76.0,,,-70.0,-124.0,,,,,-479.4,-1073.4,,,24.0,,189.0,-502.6,154.5,,-82.0,195.0,,227.0,-110.4,,,,,-651.7,-889.0,,,1271.7,,,True,False,,,,,False,False,,,True,,False,False,False,,False,False,,False,False,,,,,False,False,,,False
12055,1280,1168.0,,,1097.0,1042.0,,,,,1030.5,547.3,,,824.0,,609.0,1033.7,1194.0,,887.5,1188.0,,1324.0,1366.0,,,,,1143.7,,,,1237.4,-112.0,,,-183.0,-238.0,,,,,-249.5,-732.7,,,-456.0,,-671.0,-246.3,-86.0,,-392.5,-92.0,,44.0,86.0,,,,,-136.3,,,,-42.6,,,False,False,,,,,False,False,,,False,,False,False,True,,False,True,,True,True,,,,,False,,,,True
12057,22102,18124.0,,21412.4,20506.0,17623.0,,,,,18388.8,18482.6,,31198.2,17328.0,,25185.0,18457.3,21195.5,,21466.0,20751.2,,19550.0,23057.7,,,,,18273.3,19955.0,,,20888.1,-3978.0,,-689.6,-1596.0,-4479.0,,,,,-3713.2,-3619.4,,9096.2,-4774.0,,3083.0,-3644.7,-906.5,,-636.0,-1350.8,,-2552.0,955.7,,,,,-3828.7,-2147.0,,,-1213.9,,True,True,False,,,,,True,True,,False,False,,True,True,True,,True,True,,True,True,,,,,True,True,,,True
12059,525,500.0,,,399.0,0.0,,,,,452.9,214.0,,,373.0,,124.7,360.9,,,350.5,420.9,,449.0,461.4,,,,,,,,,536.2,-25.0,,,-126.0,-525.0,,,,,-72.1,-311.0,,,-152.0,,-400.3,-164.1,,,-174.5,-104.1,,-76.0,-63.6,,,,,,,,,11.2,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,True
12061,2793,1540.0,,,1519.0,2103.0,,,,,1387.5,691.4,,,1055.0,,786.9,1355.3,1365.0,,1887.5,1925.5,,2011.0,2059.3,,,,,1451.3,1934.0,,,2164.2,-1253.0,,,-1274.0,-690.0,,,,,-1405.5,-2101.6,,,-1738.0,,-2006.1,-1437.7,-1428.0,,-905.5,-867.5,,-782.0,-733.7,,,,,-1341.7,-859.0,,,-628.8,,,False,True,,,,,False,False,,,False,,False,False,False,,True,True,,True,True,,,,,False,True,,,True
12063,956,844.0,,,766.0,471.0,,,,,882.4,362.7,,,816.0,,308.2,717.6,666.5,,843.0,879.9,,893.0,1025.6,,,,,539.1,,,,725.1,-112.0,,,-190.0,-485.0,,,,,-73.6,-593.3,,,-140.0,,-647.8,-238.4,-289.5,,-113.0,-76.1,,-63.0,69.6,,,,,-416.9,,,,-230.9,,,False,False,,,,,True,False,,,False,,False,False,False,,False,True,,True,True,,,,,False,,,,False
12065,301,168.0,,,188.0,0.0,,,,,222.6,37.3,,,104.0,,184.6,140.9,,,254.5,214.5,,187.0,270.2,,,,,,,,,211.9,-133.0,,,-113.0,-301.0,,,,,-78.4,-263.7,,,-197.0,,-116.4,-160.1,,,-46.5,-86.5,,-114.0,-30.8,,,,,,,,,-89.1,,,True,False,,,,,True,False,,,False,,True,False,,,True,True,,True,True,,,,,,,,,True
12067,88,76.0,,,74.0,,,,,,262.1,0.7,,,57.0,,12.6,118.6,,,16.0,101.8,,144.0,285.1,,,,,,,,,55.5,-12.0,,,-14.0,,,,,,174.1,-87.3,,,-31.0,,-75.4,30.6,,,-72.0,13.8,,56.0,197.1,,,,,,,,,-32.5,,,False,,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
12069,5867,4820.0,,,5258.0,4895.0,,,,,4108.9,3444.6,,9894.8,4062.0,,9474.1,4680.8,5217.0,,6582.0,5467.0,,5250.0,4925.1,,,,,4844.6,6844.0,,,9171.5,-1047.0,,,-609.0,-972.0,,,,,-1758.1,-2422.4,,4027.8,-1805.0,,3607.1,-1186.2,-650.0,,715.0,-400.0,,-617.0,-941.9,,,,,-1022.4,977.0,,,3304.5,,,True,True,,,,,False,False,,False,False,,False,False,True,,True,True,,True,True,,,,,True,True,,,False
12071,11283,9372.0,,11429.8,9405.0,9344.0,,,,,8807.8,7841.7,,10840.2,7995.0,,5283.5,9110.7,10340.0,,9020.0,9342.0,,10435.0,10975.7,,,,,9251.2,9291.0,,,12674.3,-1911.0,,146.8,-1878.0,-1939.0,,,,,-2475.2,-3441.3,,-442.8,-3288.0,,-5999.5,-2172.3,-943.0,,-2263.0,-1941.0,,-848.0,-307.3,,,,,-2031.8,-1992.0,,,1391.3,,True,True,False,,,,,False,False,,True,False,,False,False,True,,False,False,,True,True,,,,,False,False,,,True
12073,5709,3752.0,,4273.3,3566.0,3182.0,,,,,3568.4,5044.9,,,3231.0,,2540.5,3068.0,4105.5,,3366.0,3883.6,,3888.0,5209.0,,,,,1956.3,2621.0,,,5283.7,-1957.0,,-1435.7,-2143.0,-2527.0,,,,,-2140.6,-664.1,,,-2478.0,,-3168.5,-2641.0,-1603.5,,-2343.0,-1825.4,,-1821.0,-500.0,,,,,-3752.7,-3088.0,,,-425.3,,True,False,False,,,,,False,True,,,False,,False,False,True,,False,True,,True,True,,,,,False,False,,,True
12075,637,408.0,,,425.0,469.0,,,,,412.2,171.7,,,344.0,,265.2,441.6,446.5,,364.0,417.5,,548.0,533.3,,,,,,,,,407.1,-229.0,,,-212.0,-168.0,,,,,-224.8,-465.3,,,-293.0,,-371.8,-195.4,-190.5,,-273.0,-219.5,,-89.0,-103.7,,,,,,,,,-229.9,,,True,True,,,,,True,False,,,False,,False,True,True,,False,True,,True,True,,,,,,,,,False
12077,254,108.0,,,117.0,0.0,,,,,157.6,55.6,,,87.0,,28.9,136.2,,,136.0,135.3,,129.0,180.5,,,,,,,,,139.3,-146.0,,,-137.0,-254.0,,,,,-96.4,-198.4,,,-167.0,,-225.1,-117.8,,,-118.0,-118.7,,-125.0,-73.5,,,,,,,,,-114.7,,,True,False,,,,,True,False,,,False,,False,True,,,True,True,,True,True,,,,,,,,,True
