,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01091,44,113.0,,109.5,,100.0,78.0,,,,,115.4,,142.3,,,100.0,37.0,63.1,,,73.0,114.8,,,115.0,112.0,86.4,,,,,,,110.6,,,,113.9,93.6,69.0,,65.5,,56.0,34.0,,,,,71.4,,98.3,,,56.0,-7.0,19.1,,,29.0,70.8,,,71.0,68.0,42.4,,,,,,,66.6,,,,69.9,49.6,,True,,True,True,,,,,False,,False,,,True,True,True,,,True,False,,,False,True,True,,,,,,,True,,,,False,True
01093,142,170.0,,170.2,,170.0,182.0,,,,,145.3,,182.9,,,186.0,143.3,97.1,128.0,,144.0,168.8,,,186.0,172.0,178.4,,,,,,147.9,157.5,,,,237.9,122.2,28.0,,28.2,,28.0,40.0,,,,,3.3,,40.9,,,44.0,1.3,-44.9,-14.0,,2.0,26.8,,,44.0,30.0,36.4,,,,,,5.9,15.5,,,,95.9,-19.8,,False,,False,False,,,,,True,,False,,,False,True,False,True,,True,True,,,False,False,False,,,,,,True,True,,,,False,True
01095,339,526.0,,528.4,,502.0,533.0,,,,,514.0,,670.7,,506.7,698.0,350.2,289.4,315.0,,313.0,531.2,,,530.0,554.0,399.0,,,,,,449.7,429.9,,,,496.6,340.7,187.0,,189.4,,163.0,194.0,,,,,175.0,,331.7,,167.7,359.0,11.2,-49.6,-24.0,,-26.0,192.2,,,191.0,215.0,60.0,,,,,,110.7,90.9,,,,157.6,1.7,,False,,True,False,,,,,True,,False,,True,False,True,True,True,,True,False,,,False,False,True,,,,,,True,True,,,,True,True
01097,1792,1835.0,,1802.3,2209.1,1936.0,1439.0,,,,,1553.3,,1923.3,,2189.8,2062.0,2114.4,1395.2,1343.5,,2075.0,2268.6,,,2132.0,2038.0,1987.5,,,,,,1628.2,1625.9,1426.0,,,2321.1,1519.0,43.0,,10.3,417.1,144.0,-353.0,,,,,-238.7,,131.3,,397.8,270.0,322.4,-396.8,-448.5,,283.0,476.6,,,340.0,246.0,195.5,,,,,,-163.8,-166.1,-366.0,,,529.1,-273.0,,True,False,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,False
01099,72,147.0,,152.1,,139.0,158.0,,,,,97.5,,145.7,,,97.0,140.9,72.1,,,112.0,132.1,,,176.0,145.0,110.2,,,,,,,115.7,,,,430.2,96.5,75.0,,80.1,,67.0,86.0,,,,,25.5,,73.7,,,25.0,68.9,0.1,,,40.0,60.1,,,104.0,73.0,38.2,,,,,,,43.7,,,,358.2,24.5,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,True,,,,False,True
01101,960,1583.0,,1626.3,,1468.0,1862.0,,,,,1090.4,,1455.1,,1685.7,1059.0,1084.8,525.7,996.5,,1320.0,1467.7,,,1550.0,1587.0,1235.8,,,,,,1422.9,1750.1,1712.0,,,2175.7,1155.7,623.0,,666.3,,508.0,902.0,,,,,130.4,,495.1,,725.7,99.0,124.8,-434.3,36.5,,360.0,507.7,,,590.0,627.0,275.8,,,,,,462.9,790.1,752.0,,,1215.7,195.7,,False,,True,False,,,,,True,,True,,False,True,True,True,True,,True,True,,,True,False,True,,,,,,True,False,False,,,False,True
01103,541,722.0,,712.8,,713.0,686.0,,,,,671.6,,942.7,,,870.0,545.4,431.7,537.0,,588.0,792.8,,,775.0,735.0,869.4,,,,,,592.0,611.4,,,,769.7,541.0,181.0,,171.8,,172.0,145.0,,,,,130.6,,401.7,,,329.0,4.4,-109.3,-4.0,,47.0,251.8,,,234.0,194.0,328.4,,,,,,51.0,70.4,,,,228.7,-0.0,,True,,True,True,,,,,True,,False,,,False,True,True,True,,True,False,,,False,False,False,,,,,,True,True,,,,False,True
01105,48,42.0,,42.9,,46.0,47.0,,,,,54.4,,60.3,,,39.0,51.3,26.1,,,38.0,45.5,,,58.0,49.0,45.7,,,,,,,64.5,,,,45.6,46.9,-6.0,,-5.1,,-2.0,-1.0,,,,,6.4,,12.3,,,-9.0,3.3,-21.9,,,-10.0,-2.5,,,10.0,1.0,-2.3,,,,,,,16.5,,,,-2.4,-1.1,,True,,True,True,,,,,False,,False,,,False,True,False,,,False,True,,,False,True,True,,,,,,,False,,,,True,True
01107,86,114.0,,109.7,,110.0,93.0,,,,,101.5,,139.5,,,110.0,72.7,62.5,,,82.0,110.2,,,116.0,119.0,118.6,,,,,,,107.3,,,,173.1,83.9,28.0,,23.7,,24.0,7.0,,,,,15.5,,53.5,,,24.0,-13.3,-23.5,,,-4.0,24.2,,,30.0,33.0,32.6,,,,,,,21.3,,,,87.1,-2.1,,True,,True,True,,,,,True,,False,,,True,True,True,,,True,True,,,False,False,False,,,,,,,True,,,,False,True
01109,148,292.0,,305.1,,193.0,395.0,,,,,137.6,,292.8,,,156.0,180.4,74.5,171.0,,170.0,260.0,,,291.0,263.0,299.5,,,,,,261.6,297.9,,,,571.1,188.9,144.0,,157.1,,45.0,247.0,,,,,-10.4,,144.8,,,8.0,32.4,-73.5,23.0,,22.0,112.0,,,143.0,115.0,151.5,,,,,,113.6,149.9,,,,423.1,40.9,,False,,True,False,,,,,True,,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,True,False,,,,False,True
01111,54,67.0,,66.9,,75.0,75.0,,,,,69.6,,72.4,,,122.0,80.8,39.1,,,67.0,82.3,,,71.0,86.0,65.8,,,,,,,96.6,,,,154.3,46.2,13.0,,12.9,,21.0,21.0,,,,,15.6,,18.4,,,68.0,26.8,-14.9,,,13.0,28.3,,,17.0,32.0,11.8,,,,,,,42.6,,,,100.3,-7.8,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,False,True,,,,,,,False,,,,False,True
01113,216,210.0,,208.5,,210.0,252.0,,,,,183.8,,239.2,,,254.0,249.7,136.5,149.5,,194.0,208.7,,,239.0,245.0,276.0,,,,,,202.1,232.6,,,,353.7,155.6,-6.0,,-7.5,,-6.0,36.0,,,,,-32.2,,23.2,,,38.0,33.7,-79.5,-66.5,,-22.0,-7.3,,,23.0,29.0,60.0,,,,,,-13.9,16.6,,,,137.7,-60.4,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
01115,335,458.0,,457.3,,458.0,600.0,,,,,426.6,,637.6,,,469.0,446.0,300.9,312.5,,365.5,494.2,,,541.0,492.0,522.8,,,,,,344.7,443.8,,,,593.3,326.6,123.0,,122.3,,123.0,265.0,,,,,91.6,,302.6,,,134.0,111.0,-34.1,-22.5,,30.5,159.2,,,206.0,157.0,187.8,,,,,,9.7,108.8,,,,258.3,-8.4,,True,,False,False,,,,,True,,False,,,False,True,True,True,,True,False,,,False,False,False,,,,,,True,True,,,,False,True
01117,972,1415.0,,1455.6,,1258.0,1380.0,,,,,1031.3,,1488.4,,1371.8,1258.0,1045.3,638.8,1046.0,,1070.0,1326.2,,,1417.0,1376.0,1142.4,,,,,,1171.2,1346.4,1246.0,,,2351.6,868.6,443.0,,483.6,,286.0,408.0,,,,,59.3,,516.4,,399.8,286.0,73.3,-333.2,74.0,,98.0,354.2,,,445.0,404.0,170.4,,,,,,199.2,374.4,274.0,,,1379.6,-103.4,,False,,True,True,,,,,True,,False,,True,True,True,True,True,,True,True,,,False,True,True,,,,,,True,True,True,,,False,True
01119,5,24.0,,24.1,,24.0,20.0,,,,,51.7,,34.5,,,45.0,23.4,49.3,,,12.0,27.9,,,39.0,42.0,54.8,,,,,,,40.8,,,,12.8,35.6,19.0,,19.1,,19.0,15.0,,,,,46.7,,29.5,,,40.0,18.4,44.3,,,7.0,22.9,,,34.0,37.0,49.8,,,,,,,35.8,,,,7.8,30.6,,False,,False,True,,,,,False,,False,,,False,True,False,,,True,False,,,False,False,False,,,,,,,False,,,,True,False
01121,379,512.0,,508.5,,472.0,484.0,,,,,336.0,,547.3,,,476.0,389.3,207.2,293.0,,622.0,462.3,,,513.0,497.0,432.3,,,,,,490.7,422.4,,,,573.3,321.2,133.0,,129.5,,93.0,105.0,,,,,-43.0,,168.3,,,97.0,10.3,-171.8,-86.0,,243.0,83.3,,,134.0,118.0,53.3,,,,,,111.7,43.4,,,,194.3,-57.8,,True,,True,True,,,,,True,,False,,,True,True,False,True,,False,True,,,False,True,True,,,,,,True,True,,,,False,True
01123,74,145.0,,146.8,,129.0,96.0,,,,,137.0,,142.3,,,197.0,97.9,83.8,105.0,,120.5,141.5,,,133.0,164.0,131.7,,,,,,124.5,153.7,,,,142.5,101.0,71.0,,72.8,,55.0,22.0,,,,,63.0,,68.3,,,123.0,23.9,9.8,31.0,,46.5,67.5,,,59.0,90.0,57.7,,,,,,50.5,79.7,,,,68.5,27.0,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,True,False,True,,,,,,True,False,,,,True,True
01125,590,1115.0,,1129.4,,1143.0,1594.0,,,,,1072.5,,1360.8,,1150.8,1237.0,1042.6,724.8,746.0,,988.5,1142.8,,,1069.0,1225.0,1264.6,,,,,,965.8,944.5,1934.0,,,1370.8,1006.4,525.0,,539.4,,553.0,1004.0,,,,,482.5,,770.8,,560.8,647.0,452.6,134.8,156.0,,398.5,552.8,,,479.0,635.0,674.6,,,,,,375.8,354.5,1344.0,,,780.8,416.4,,False,,False,False,,,,,True,,False,,False,False,True,True,True,,True,False,,,True,False,False,,,,,,True,True,False,,,False,True
01127,166,357.0,,364.9,,333.0,476.0,,,,,320.0,,461.0,,,448.0,272.2,189.8,172.5,,300.0,360.1,,,350.0,376.0,347.4,,,,,,330.0,295.8,,,,147.6,243.0,191.0,,198.9,,167.0,310.0,,,,,154.0,,295.0,,,282.0,106.2,23.8,6.5,,134.0,194.1,,,184.0,210.0,181.4,,,,,,164.0,129.8,,,,-18.4,77.0,,False,,True,False,,,,,True,,False,,,False,True,True,True,,True,False,,,True,False,True,,,,,,True,True,,,,True,True
01129,58,101.0,,101.4,,92.0,86.0,,,,,71.4,,93.2,,,103.0,68.1,34.7,,,69.0,92.1,,,110.0,96.0,70.8,,,,,,,127.1,,,,101.0,77.8,43.0,,43.4,,34.0,28.0,,,,,13.4,,35.2,,,45.0,10.1,-23.3,,,11.0,34.1,,,52.0,38.0,12.8,,,,,,,69.1,,,,43.0,19.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,True
01131,62,70.0,,68.7,,63.0,70.0,,,,,54.8,,98.1,,,32.0,39.4,31.1,,,63.0,78.1,,,81.0,65.0,45.6,,,,,,,68.7,,,,43.8,39.6,8.0,,6.7,,1.0,8.0,,,,,-7.2,,36.1,,,-30.0,-22.6,-30.9,,,1.0,16.1,,,19.0,3.0,-16.4,,,,,,,6.7,,,,-18.2,-22.4,,True,,True,False,,,,,True,,False,,,False,False,False,,,True,False,,,False,True,False,,,,,,,True,,,,False,False
01133,80,154.0,,160.5,,144.0,165.0,,,,,126.2,,201.5,,,174.0,97.9,81.4,,,101.0,147.0,,,163.0,152.0,130.3,,,,,,138.4,151.1,,,,140.4,92.2,74.0,,80.5,,64.0,85.0,,,,,46.2,,121.5,,,94.0,17.9,1.4,,,21.0,67.0,,,83.0,72.0,50.3,,,,,,58.4,71.1,,,,60.4,12.2,,False,,True,False,,,,,True,,False,,,False,True,True,,,True,True,,,False,True,True,,,,,,True,True,,,,True,True
02013,1,0.0,,0.0,,0.0,0.0,,,,,1.1,,1.8,,,,0.1,0.1,,,0.0,0.0,,,0.0,3.0,0.4,,,,,,,,,,,0.6,,-1.0,,-1.0,,-1.0,-1.0,,,,,0.1,,0.8,,,,-0.9,-0.9,,,-1.0,-1.0,,,-1.0,2.0,-0.6,,,,,,,,,,,-0.4,,,False,,False,False,,,,,True,,True,,,,True,True,,,False,True,,,False,False,True,,,,,,,,,,,True,
02016,21,19.0,,17.9,,16.0,,,,,,21.1,,28.8,,,,36.6,28.9,,,11.0,13.6,,,27.0,20.0,7.7,,,,,,,33.3,,,,5.7,,-2.0,,-3.1,,-5.0,,,,,,0.1,,7.8,,,,15.6,7.9,,,-10.0,-7.4,,,6.0,-1.0,-13.3,,,,,,,12.3,,,,-15.3,,,False,,False,,,,,,True,,False,,,,False,False,,,False,False,,,False,True,False,,,,,,,False,,,,False,
02020,595,761.0,,738.1,764.0,762.0,797.0,,,,,708.3,,934.8,,690.1,,803.4,446.0,706.0,,743.0,844.1,,,795.0,912.0,814.7,,,,,,935.2,963.2,660.0,,,1008.0,,166.0,,143.1,169.0,167.0,202.0,,,,,113.3,,339.8,,95.1,,208.4,-149.0,111.0,,148.0,249.1,,,200.0,317.0,219.7,,,,,,340.2,368.2,65.0,,,413.0,,,True,False,False,False,,,,,True,,False,,True,,False,True,True,,True,False,,,False,False,False,,,,,,False,False,True,,,False,
02050,163,238.0,,221.5,,213.0,0.0,,,,,114.9,,161.9,,,,1856.5,114.3,,,36.0,152.6,,,359.0,187.0,422.0,,,,,,,208.8,,,,327.7,,75.0,,58.5,,50.0,-163.0,,,,,-48.1,,-1.1,,,,1693.5,-48.7,,,-127.0,-10.4,,,196.0,24.0,259.0,,,,,,,45.8,,,,164.7,,,True,,True,False,,,,,True,,True,,,,False,True,,,False,True,,,False,True,False,,,,,,,True,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,,,,,2.4,,0.2,,,,0.0,0.0,,,,0.0,,,0.0,1.0,0.0,,,,,,,,,,,0.9,,0.0,,0.0,,0.0,0.0,,,,,2.4,,0.2,,,,0.0,0.0,,,,0.0,,,0.0,1.0,0.0,,,,,,,,,,,0.9,,,True,,True,True,,,,,False,,False,,,,False,True,,,,True,,,True,False,True,,,,,,,,,,,False,
02068,3,0.0,,0.0,,0.0,0.0,,,,,1.4,,2.3,,,,0.0,1.2,,,3.0,1.1,,,0.0,2.0,,,,,,,,18.3,,,,0.4,,-3.0,,-3.0,,-3.0,-3.0,,,,,-1.6,,-0.7,,,,-3.0,-1.8,,,0.0,-1.9,,,-3.0,-1.0,,,,,,,,15.3,,,,-2.6,,,False,,False,False,,,,,True,,True,,,,True,True,,,True,True,,,False,True,,,,,,,,False,,,,True,
02070,3,22.0,,21.5,,11.0,,,,,,5.5,,24.4,,,,26.8,4.8,,,4.0,10.4,,,24.0,19.0,5.8,,,,,,,53.2,,,,10.8,,19.0,,18.5,,8.0,,,,,,2.5,,21.4,,,,23.8,1.8,,,1.0,7.4,,,21.0,16.0,2.8,,,,,,,50.2,,,,7.8,,,True,,True,,,,,,True,,False,,,,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,
02090,263,294.0,,289.3,,289.0,,,,,,200.4,,386.2,,,,315.9,138.5,218.5,,255.0,310.1,,,321.0,302.0,245.4,,,,,,287.1,307.4,,,,289.4,,31.0,,26.3,,26.0,,,,,,-62.6,,123.2,,,,52.9,-124.5,-44.5,,-8.0,47.1,,,58.0,39.0,-17.6,,,,,,24.1,44.4,,,,26.4,,,True,,True,,,,,,False,,False,,,,False,False,False,,True,False,,,False,False,True,,,,,,True,False,,,,True,
02100,0,1.0,,0.6,,1.0,0.0,,,,,0.2,,1.4,,,,2.6,1.5,,,1.0,0.2,,,1.0,3.0,3.7,,,,,,,,,,,0.7,,1.0,,0.6,,1.0,0.0,,,,,0.2,,1.4,,,,2.6,1.5,,,1.0,0.2,,,1.0,3.0,3.7,,,,,,,,,,,0.7,,,True,,False,True,,,,,True,,False,,,,False,False,,,False,True,,,False,False,False,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.5,,,,0.1,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.5,,,,0.1,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,False,True,,,,True,,,True,,,,,,,,,,,,,,
02110,28,13.0,,15.2,,19.0,13.0,,,,,38.8,,32.7,,,,27.3,28.8,21.0,,2.0,20.4,,,22.0,30.0,28.2,,,,,,,,,,,17.7,,-15.0,,-12.8,,-9.0,-15.0,,,,,10.8,,4.7,,,,-0.7,0.8,-7.0,,-26.0,-7.6,,,-6.0,2.0,0.2,,,,,,,,,,,-10.3,,,True,,True,False,,,,,True,,True,,,,True,True,True,,False,True,,,True,True,True,,,,,,,,,,,True,
02122,78,94.0,,93.1,,94.0,67.0,,,,,126.3,,160.2,,,,38.8,76.2,,,176.0,100.4,,,84.0,128.0,66.6,,,,,,80.5,125.6,,,,106.7,,16.0,,15.1,,16.0,-11.0,,,,,48.3,,82.2,,,,-39.2,-1.8,,,98.0,22.4,,,6.0,50.0,-11.4,,,,,,2.5,47.6,,,,28.7,,,True,,False,True,,,,,False,,False,,,,False,True,,,False,False,,,True,False,True,,,,,,True,False,,,,False,
02130,11,13.0,,13.4,,13.0,,,,,,9.9,,18.8,,,,46.9,4.7,,,13.0,12.3,,,15.0,19.0,,,,,,,,,,,,13.7,,2.0,,2.4,,2.0,,,,,,-1.1,,7.8,,,,35.9,-6.3,,,2.0,1.3,,,4.0,8.0,,,,,,,,,,,,2.7,,,False,,False,,,,,,True,,False,,,,False,False,,,False,True,,,False,False,,,,,,,,,,,,False,
02150,36,35.0,,31.0,,38.0,,,,,,52.5,,50.7,,,,17.4,35.0,,,15.0,44.4,,,44.0,40.0,48.8,,,,,,,56.4,,,,41.5,,-1.0,,-5.0,,2.0,,,,,,16.5,,14.7,,,,-18.6,-1.0,,,-21.0,8.4,,,8.0,4.0,12.8,,,,,,,20.4,,,,5.5,,,False,,False,,,,,,False,,False,,,,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,
02158,54,83.0,,98.2,,65.0,,,,,,,,66.8,,,,1438.0,67.6,,,9.0,35.6,,,160.0,,,,,,,,,,,,,,,29.0,,44.2,,11.0,,,,,,,,12.8,,,,1384.0,13.6,,,-45.0,-18.4,,,106.0,,,,,,,,,,,,,,,,False,,True,,,,,,,,True,,,,False,True,,,False,True,,,False,,,,,,,,,,,,,,
02164,3,3.0,,3.3,,2.0,0.0,,,,,0.0,,8.7,,,,7.6,1.7,,,0.0,,,,4.0,4.0,1.9,,,,,,,21.7,,,,2.8,,0.0,,0.3,,-1.0,-3.0,,,,,-3.0,,5.7,,,,4.6,-1.3,,,-3.0,,,,1.0,1.0,-1.1,,,,,,,18.7,,,,-0.2,,,False,,False,False,,,,,False,,False,,,,False,False,,,False,,,,False,False,False,,,,,,,False,,,,False,
02170,267,369.0,,361.1,,351.0,313.0,,,,,277.4,,415.8,,,,397.7,155.6,265.0,,289.0,396.3,,,416.0,360.0,345.7,,,,,,369.3,348.9,,,,332.5,,102.0,,94.1,,84.0,46.0,,,,,10.4,,148.8,,,,130.7,-111.4,-2.0,,22.0,129.3,,,149.0,93.0,78.7,,,,,,102.3,81.9,,,,65.5,,,True,,True,True,,,,,True,,False,,,,False,False,True,,True,False,,,False,True,True,,,,,,False,True,,,,True,
02180,11,4.0,,3.5,,4.0,0.0,,,,,8.1,,15.4,,,,12.9,5.8,,,0.0,3.0,,,8.0,14.0,8.5,,,,,,,26.2,,,,5.8,,-7.0,,-7.5,,-7.0,-11.0,,,,,-2.9,,4.4,,,,1.9,-5.2,,,-11.0,-8.0,,,-3.0,3.0,-2.5,,,,,,,15.2,,,,-5.2,,,False,,False,False,,,,,True,,True,,,,True,True,,,False,False,,,True,True,True,,,,,,,False,,,,True,
02185,100,36.0,,32.3,,36.0,0.0,,,,,34.2,,48.0,,,,23.0,25.3,,,39.0,49.2,,,35.0,35.0,46.7,,,,,,,56.2,,,,53.6,,-64.0,,-67.7,,-64.0,-100.0,,,,,-65.8,,-52.0,,,,-77.0,-74.7,,,-61.0,-50.8,,,-65.0,-65.0,-53.3,,,,,,,-43.8,,,,-46.4,,,False,,False,False,,,,,False,,True,,,,False,False,,,True,True,,,False,False,True,,,,,,,True,,,,True,
02188,37,74.0,,72.6,,48.0,,,,,,15.7,,109.4,,,,11.3,6.1,,,52.0,44.8,,,63.0,51.0,22.0,,,,,,,96.1,,,,77.4,,37.0,,35.6,,11.0,,,,,,-21.3,,72.4,,,,-25.7,-30.9,,,15.0,7.8,,,26.0,14.0,-15.0,,,,,,,59.1,,,,40.4,,,True,,True,,,,,,True,,False,,,,True,True,,,True,True,,,True,True,True,,,,,,,False,,,,False,
02195,8,7.0,,7.5,,5.0,,,,,,1.1,,4.2,,,,61.6,1.0,,,2.0,2.3,,,,7.0,,,,,,,,,,,,,,-1.0,,-0.5,,-3.0,,,,,,-6.9,,-3.8,,,,53.6,-7.0,,,-6.0,-5.7,,,,-1.0,,,,,,,,,,,,,,,True,,False,,,,,,False,,False,,,,False,False,,,False,False,,,,False,,,,,,,,,,,,,
02198,1,2.0,,2.1,,2.0,0.0,,,,,3.1,,3.1,,,,1.4,3.5,,,3.0,0.7,,,2.0,,,,,,,,,,,,,,,1.0,,1.1,,1.0,-1.0,,,,,2.1,,2.1,,,,0.4,2.5,,,2.0,-0.3,,,1.0,,,,,,,,,,,,,,,,False,,False,False,,,,,False,,False,,,,True,False,,,False,True,,,False,,,,,,,,,,,,,,
02220,13,8.0,,9.1,,5.0,0.0,,,,,9.5,,18.5,,,,0.3,4.8,,,1.0,7.1,,,,14.0,2.2,,,,,,,,,,,4.6,,-5.0,,-3.9,,-8.0,-13.0,,,,,-3.5,,5.5,,,,-12.7,-8.2,,,-12.0,-5.9,,,,1.0,-10.8,,,,,,,,,,,-8.4,,,True,,False,False,,,,,True,,False,,,,False,False,,,False,False,,,,True,False,,,,,,,,,,,False,
02230,0,0.0,,0.0,,0.0,0.0,,,,,0.6,,0.8,,,,0.0,1.4,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.6,,0.8,,,,0.0,1.4,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,False,,False,,,,False,False,,,False,False,,,True,,,,,,,,,,,,,,
02240,0,7.0,,6.6,,6.0,,,,,,11.4,,15.4,,,,1.5,4.9,,,0.0,6.3,,,8.0,13.0,5.9,,,,,,,23.9,,,,8.7,,7.0,,6.6,,6.0,,,,,,11.4,,15.4,,,,1.5,4.9,,,0.0,6.3,,,8.0,13.0,5.9,,,,,,,23.9,,,,8.7,,,True,,True,,,,,,False,,False,,,,True,True,,,True,True,,,False,False,True,,,,,,,False,,,,False,
02261,19,19.0,,20.6,,21.0,,,,,,15.6,,26.2,,,,56.3,17.4,,,10.0,22.3,,,36.0,24.0,24.0,,,,,,,45.0,,,,23.2,,0.0,,1.6,,2.0,,,,,,-3.4,,7.2,,,,37.3,-1.6,,,-9.0,3.3,,,17.0,5.0,5.0,,,,,,,26.0,,,,4.2,,,False,,False,,,,,,False,,False,,,,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,
02275,0,0.0,,0.1,,0.0,0.0,,,,,0.6,,1.0,,,,24.3,2.3,,,1.0,0.2,,,1.0,,,,,,,,,,,,,,,0.0,,0.1,,0.0,0.0,,,,,0.6,,1.0,,,,24.3,2.3,,,1.0,0.2,,,1.0,,,,,,,,,,,,,,,,False,,True,True,,,,,False,,False,,,,False,False,,,False,False,,,False,,,,,,,,,,,,,,
02282,1,7.0,,7.2,,5.0,,,,,,,,6.6,,,,182.6,0.6,,,0.0,1.0,,,,5.0,3.3,,,,,,,,,,,6.2,,6.0,,6.2,,4.0,,,,,,,,5.6,,,,181.6,-0.4,,,-1.0,0.0,,,,4.0,2.3,,,,,,,,,,,5.2,,,False,,True,,,,,,,,True,,,,False,True,,,True,True,,,,True,True,,,,,,,,,,,True,
02290,16,26.0,,24.2,,20.0,,,,,,8.3,,21.9,,,,16.1,3.6,,,23.0,16.0,,,,21.0,,,,,,,,43.6,,,,20.2,,10.0,,8.2,,4.0,,,,,,-7.7,,5.9,,,,0.1,-12.4,,,7.0,-0.0,,,,5.0,,,,,,,,27.6,,,,4.2,,,True,,True,,,,,,True,,True,,,,True,False,,,True,True,,,,True,,,,,,,,False,,,,True,
04001,368,540.0,,549.3,,540.0,525.0,,,,,465.0,,605.6,,,623.0,795.1,251.2,490.5,,257.0,471.1,,,534.0,566.0,522.7,,,,,,546.9,406.1,,,,613.5,332.1,172.0,,181.3,,172.0,157.0,,,,,97.0,,237.6,,,255.0,427.1,-116.8,122.5,,-111.0,103.1,,,166.0,198.0,154.7,,,,,,178.9,38.1,,,,245.5,-35.9,,False,,False,True,,,,,True,,False,,,False,False,True,True,,True,True,,,True,False,True,,,,,,False,True,,,,False,True
