,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
51013,673,702.0,,704.6,,716.0,712.0,,,,,584.1,,1019.2,,857.5,572.0,741.2,579.0,691.0,,721.0,911.5,,,754.0,837.0,648.7,,,,,,668.6,773.0,846.0,,,979.6,,29.0,,31.6,,43.0,39.0,,,,,-88.9,,346.2,,184.5,-101.0,68.2,-94.0,18.0,,48.0,238.5,,,81.0,164.0,-24.3,,,,,,-4.4,100.0,173.0,,,306.6,,,False,,False,False,,,,,False,,False,,False,False,False,False,True,,False,False,,,False,False,True,,,,,,True,False,False,,,False,
51015,355,553.0,,529.6,,474.0,725.0,,,,,332.9,,562.6,,,409.0,546.4,270.9,448.5,,373.0,477.3,,,595.0,513.0,311.7,,,,,,497.0,487.9,,,,471.2,,198.0,,174.6,,119.0,370.0,,,,,-22.1,,207.6,,,54.0,191.4,-84.1,93.5,,18.0,122.3,,,240.0,158.0,-43.3,,,,,,142.0,132.9,,,,116.2,,,True,,True,False,,,,,True,,False,,,True,True,True,True,,True,True,,,False,True,True,,,,,,True,True,,,,True,
51017,24,29.0,,28.7,,28.0,30.0,,,,,16.6,,36.1,,,20.0,103.5,28.8,,,32.0,23.0,,,47.0,28.0,29.3,,,,,,,48.0,,,,50.0,,5.0,,4.7,,4.0,6.0,,,,,-7.4,,12.1,,,-4.0,79.5,4.8,,,8.0,-1.0,,,23.0,4.0,5.3,,,,,,,24.0,,,,26.0,,,True,,True,False,,,,,False,,False,,,True,False,True,,,False,True,,,False,True,False,,,,,,,False,,,,False,
51019,589,511.0,,511.2,,488.0,700.0,,,,,271.3,,609.5,,,360.0,370.9,261.5,,,590.0,543.0,,,532.0,461.0,284.7,,,,,,491.2,427.2,,,,826.3,,-78.0,,-77.8,,-101.0,111.0,,,,,-317.7,,20.5,,,-229.0,-218.1,-327.5,,,1.0,-46.0,,,-57.0,-128.0,-304.3,,,,,,-97.8,-161.8,,,,237.3,,,True,,False,False,,,,,False,,True,,,False,False,False,,,True,True,,,True,False,False,,,,,,False,False,,,,False,
51021,32,50.0,,53.3,,42.0,14.0,,,,,35.9,,45.1,,,33.0,75.4,9.0,,,34.0,38.9,,,53.0,46.0,43.5,,,,,,,77.9,,,,36.8,,18.0,,21.3,,10.0,-18.0,,,,,3.9,,13.1,,,1.0,43.4,-23.0,,,2.0,6.9,,,21.0,14.0,11.5,,,,,,,45.9,,,,4.8,,,False,,True,False,,,,,True,,True,,,True,False,False,,,True,True,,,False,True,True,,,,,,,False,,,,True,
51023,161,145.0,,148.5,,145.0,154.0,,,,,92.2,,158.5,,,132.0,94.8,94.4,131.5,,149.0,162.8,,,164.0,142.0,174.8,,,,,,,157.0,,,,188.7,,-16.0,,-12.5,,-16.0,-7.0,,,,,-68.8,,-2.5,,,-29.0,-66.2,-66.6,-29.5,,-12.0,1.8,,,3.0,-19.0,13.8,,,,,,,-4.0,,,,27.7,,,True,,False,True,,,,,False,,True,,,False,False,False,False,,True,True,,,True,False,True,,,,,,,True,,,,False,
51025,104,123.0,,120.4,,98.0,153.0,,,,,53.2,,160.8,,,68.0,97.6,47.4,,,93.0,99.3,,,131.0,103.0,79.9,,,,,,,131.7,,,,139.9,,19.0,,16.4,,-6.0,49.0,,,,,-50.8,,56.8,,,-36.0,-6.4,-56.6,,,-11.0,-4.7,,,27.0,-1.0,-24.1,,,,,,,27.7,,,,35.9,,,True,,True,False,,,,,False,,False,,,False,True,False,,,True,True,,,False,True,False,,,,,,,False,,,,False,
51027,49,57.0,,70.8,,81.0,49.0,,,,,74.3,,78.6,,,129.0,253.4,97.5,,,46.0,67.3,,,125.0,90.0,102.1,,,,,,,67.2,,,,109.8,,8.0,,21.8,,32.0,0.0,,,,,25.3,,29.6,,,80.0,204.4,48.5,,,-3.0,18.3,,,76.0,41.0,53.1,,,,,,,18.2,,,,60.8,,,False,,False,True,,,,,False,,False,,,False,False,False,,,True,False,,,False,False,False,,,,,,,False,,,,False,
51029,104,84.0,,79.2,,81.0,83.0,,,,,93.0,,102.0,,,64.0,472.5,62.3,,,51.0,75.5,,,163.0,95.0,82.7,,,,,,,85.2,,,,140.5,,-20.0,,-24.8,,-23.0,-21.0,,,,,-11.0,,-2.0,,,-40.0,368.5,-41.7,,,-53.0,-28.5,,,59.0,-9.0,-21.3,,,,,,,-18.8,,,,36.5,,,False,,False,False,,,,,True,,True,,,False,False,False,,,False,False,,,False,True,False,,,,,,,True,,,,False,
51031,462,331.0,,329.4,,315.0,401.0,,,,,183.8,,402.0,,,276.0,284.4,192.3,287.0,,306.0,349.4,,,363.0,320.0,205.5,,,,,,347.9,273.4,,,,364.3,,-131.0,,-132.6,,-147.0,-61.0,,,,,-278.2,,-60.0,,,-186.0,-177.6,-269.7,-175.0,,-156.0,-112.6,,,-99.0,-142.0,-256.5,,,,,,-114.1,-188.6,,,,-97.7,,,False,,False,True,,,,,False,,True,,,False,False,False,False,,False,True,,,True,False,False,,,,,,True,False,,,,True,
51033,151,77.0,,78.0,,85.0,67.0,,,,,74.8,,82.7,,,96.0,118.4,88.6,96.5,,68.0,84.0,,,104.0,102.0,88.5,,,,,,,99.8,,,,134.2,,-74.0,,-73.0,,-66.0,-84.0,,,,,-76.2,,-68.3,,,-55.0,-32.6,-62.4,-54.5,,-83.0,-67.0,,,-47.0,-49.0,-62.5,,,,,,,-51.2,,,,-16.8,,,True,,True,False,,,,,False,,True,,,True,True,True,True,,False,True,,,True,True,True,,,,,,,True,,,,True,
51035,119,196.0,,202.0,,162.0,293.0,,,,,103.2,,168.4,,,172.0,92.2,56.6,138.0,,166.0,162.1,,,153.0,164.0,112.2,,,,,,,158.3,,,,90.5,,77.0,,83.0,,43.0,174.0,,,,,-15.8,,49.4,,,53.0,-26.8,-62.4,19.0,,47.0,43.1,,,34.0,45.0,-6.8,,,,,,,39.3,,,,-28.5,,,False,,True,False,,,,,True,,True,,,True,True,True,True,,True,True,,,True,True,True,,,,,,,True,,,,True,
51036,44,31.0,,30.4,,27.0,33.0,,,,,15.1,,24.3,,,24.0,22.8,10.7,,,37.0,41.6,,,34.0,30.0,24.0,,,,,,,47.0,,,,20.2,,-13.0,,-13.6,,-17.0,-11.0,,,,,-28.9,,-19.7,,,-20.0,-21.2,-33.3,,,-7.0,-2.4,,,-10.0,-14.0,-20.0,,,,,,,3.0,,,,-23.8,,,False,,False,True,,,,,False,,False,,,False,False,False,,,True,True,,,True,False,False,,,,,,,True,,,,False,
51037,57,34.0,,34.3,,37.0,41.0,,,,,26.8,,32.8,,,59.0,56.6,30.9,,,28.0,25.3,,,47.0,41.0,39.1,,,,,,,50.5,,,,47.3,,-23.0,,-22.7,,-20.0,-16.0,,,,,-30.2,,-24.2,,,2.0,-0.4,-26.1,,,-29.0,-31.7,,,-10.0,-16.0,-17.9,,,,,,,-6.5,,,,-9.7,,,True,,True,True,,,,,False,,False,,,True,True,False,,,False,False,,,True,True,True,,,,,,,True,,,,True,
51041,1238,1157.0,,1152.7,,1232.0,1174.0,,,,,880.5,,1509.9,,,1305.0,1444.0,926.9,1105.0,,1279.0,1303.7,,,1258.0,1295.0,980.8,,,,,,1139.7,1336.5,1236.0,,,1655.1,,-81.0,,-85.3,,-6.0,-64.0,,,,,-357.5,,271.9,,,67.0,206.0,-311.1,-133.0,,41.0,65.7,,,20.0,57.0,-257.2,,,,,,-98.3,98.5,-2.0,,,417.1,,,False,,True,True,,,,,False,,False,,,True,False,False,False,,True,True,,,True,True,False,,,,,,False,False,True,,,False,
51043,58,49.0,,50.2,,50.0,52.0,,,,,30.9,,51.9,,,61.0,67.9,44.2,,,23.0,39.9,,,62.0,53.0,37.1,,,,,,,68.7,,,,51.2,,-9.0,,-7.8,,-8.0,-6.0,,,,,-27.1,,-6.1,,,3.0,9.9,-13.8,,,-35.0,-18.1,,,4.0,-5.0,-20.9,,,,,,,10.7,,,,-6.8,,,True,,True,True,,,,,False,,True,,,True,False,False,,,False,False,,,True,True,False,,,,,,,False,,,,True,
51045,24,4.0,,3.6,,6.0,6.0,,,,,7.8,,7.1,,,23.0,3.2,8.9,,,7.0,12.6,,,,10.0,15.4,,,,,,,32.5,,,,5.6,,-20.0,,-20.4,,-18.0,-18.0,,,,,-16.2,,-16.9,,,-1.0,-20.8,-15.1,,,-17.0,-11.4,,,,-14.0,-8.6,,,,,,,8.5,,,,-18.4,,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,True,True,,,,,,,True,,,,True,
51047,170,235.0,,227.4,,222.0,253.0,,,,,168.1,,281.5,,,198.0,217.5,128.4,208.0,,183.0,249.8,,,246.0,232.0,228.6,,,,,,228.7,225.8,,,,193.4,,65.0,,57.4,,52.0,83.0,,,,,-1.9,,111.5,,,28.0,47.5,-41.6,38.0,,13.0,79.8,,,76.0,62.0,58.6,,,,,,58.7,55.8,,,,23.4,,,True,,True,False,,,,,True,,False,,,True,True,True,True,,True,False,,,False,True,True,,,,,,True,True,,,,True,
51049,31,17.0,,16.6,,17.0,19.0,,,,,11.7,,14.1,,,36.0,98.1,12.3,,,15.0,15.2,,,24.0,25.0,24.3,,,,,,,34.0,,,,6.2,,-14.0,,-14.4,,-14.0,-12.0,,,,,-19.3,,-16.9,,,5.0,67.1,-18.7,,,-16.0,-15.8,,,-7.0,-6.0,-6.7,,,,,,,3.0,,,,-24.8,,,False,,False,True,,,,,False,,False,,,True,False,False,,,False,False,,,True,True,True,,,,,,,True,,,,False,
51051,42,85.0,,84.1,,76.0,114.0,,,,,51.5,,72.4,,,85.0,79.4,33.8,,,63.0,63.4,,,87.0,73.0,50.1,,,,,,,89.1,,,,146.2,,43.0,,42.1,,34.0,72.0,,,,,9.5,,30.4,,,43.0,37.4,-8.2,,,21.0,21.4,,,45.0,31.0,8.1,,,,,,,47.1,,,,104.2,,,True,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,
51053,141,115.0,,115.4,,120.0,144.0,,,,,64.8,,134.1,,,126.0,144.8,79.3,,,125.0,132.3,,,127.0,117.0,74.8,,,,,,,109.7,,,,200.9,,-26.0,,-25.6,,-21.0,3.0,,,,,-76.2,,-6.9,,,-15.0,3.8,-61.7,,,-16.0,-8.7,,,-14.0,-24.0,-66.2,,,,,,,-31.3,,,,59.9,,,True,,True,True,,,,,False,,True,,,True,True,False,,,True,True,,,True,True,False,,,,,,,False,,,,False,
51057,49,62.0,,62.3,,59.0,73.0,,,,,27.4,,60.3,,,40.0,61.6,35.5,,,79.0,56.0,,,67.0,55.0,29.9,,,,,,,86.2,,,,101.8,,13.0,,13.3,,10.0,24.0,,,,,-21.6,,11.3,,,-9.0,12.6,-13.5,,,30.0,7.0,,,18.0,6.0,-19.1,,,,,,,37.2,,,,52.8,,,False,,True,False,,,,,False,,True,,,True,True,False,,,False,True,,,False,True,False,,,,,,,False,,,,False,
51059,4035,3299.0,,3255.3,3532.3,3532.0,3456.0,,,,,2791.5,,4318.4,,4063.1,3500.0,3848.3,4129.4,3311.0,,3305.0,3880.1,,,3734.0,3878.0,3601.3,,,,,,3314.7,3277.1,3920.0,,,3624.9,,-736.0,,-779.7,-502.7,-503.0,-579.0,,,,,-1243.5,,283.4,,28.1,-535.0,-186.7,94.4,-724.0,,-730.0,-154.9,,,-301.0,-157.0,-433.7,,,,,,-720.3,-757.9,-115.0,,,-410.1,,,False,True,True,True,,,,,False,,True,,True,True,True,True,True,,True,True,,,True,True,True,,,,,,True,False,True,,,True,
51061,224,321.0,,311.3,,317.0,371.0,,,,,188.7,,346.2,,,244.0,432.8,242.5,290.0,,316.0,317.4,,,357.0,301.0,350.9,,,,,,343.8,343.8,,,,437.0,,97.0,,87.3,,93.0,147.0,,,,,-35.3,,122.2,,,20.0,208.8,18.5,66.0,,92.0,93.4,,,133.0,77.0,126.9,,,,,,119.8,119.8,,,,213.0,,,True,,True,False,,,,,True,,False,,,True,False,True,True,,True,True,,,False,True,False,,,,,,False,False,,,,False,
51063,42,51.0,,52.4,,53.0,55.0,,,,,37.2,,55.8,,,69.0,48.7,32.2,,,35.0,48.7,,,53.0,54.0,58.5,,,,,,,75.5,,,,59.8,,9.0,,10.4,,11.0,13.0,,,,,-4.8,,13.8,,,27.0,6.7,-9.8,,,-7.0,6.7,,,11.0,12.0,16.5,,,,,,,33.5,,,,17.8,,,False,,False,False,,,,,True,,False,,,False,True,False,,,True,True,,,False,False,False,,,,,,,False,,,,False,
51065,71,98.0,,95.8,,104.0,128.0,,,,,64.5,,108.5,,,92.0,151.3,115.7,,,128.0,106.9,,,131.0,108.0,93.7,,,,,,,133.8,,,,134.7,,27.0,,24.8,,33.0,57.0,,,,,-6.5,,37.5,,,21.0,80.3,44.7,,,57.0,35.9,,,60.0,37.0,22.7,,,,,,,62.8,,,,63.7,,,True,,False,False,,,,,True,,False,,,True,False,False,,,False,False,,,False,False,True,,,,,,,False,,,,False,
51067,254,261.0,,271.0,,254.0,364.0,,,,,143.5,,314.1,,,267.0,136.5,126.6,204.5,,278.0,286.2,,,237.0,244.0,229.3,,,,,,240.6,234.9,,,,265.1,,7.0,,17.0,,0.0,110.0,,,,,-110.5,,60.1,,,13.0,-117.5,-127.4,-49.5,,24.0,32.2,,,-17.0,-10.0,-24.7,,,,,,-13.4,-19.1,,,,11.1,,,False,,True,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,
51069,435,432.0,,434.2,,421.0,450.0,,,,,272.0,,489.9,,,392.0,479.8,201.7,412.5,,329.0,399.9,,,479.0,426.0,421.8,,,,,,395.7,423.3,,,,468.2,,-3.0,,-0.8,,-14.0,15.0,,,,,-163.0,,54.9,,,-43.0,44.8,-233.3,-22.5,,-106.0,-35.1,,,44.0,-9.0,-13.2,,,,,,-39.3,-11.7,,,,33.2,,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,
51071,80,125.0,,128.3,,105.0,152.0,,,,,56.7,,118.9,,,77.0,131.1,55.1,,,82.0,96.9,,,135.0,114.0,64.7,,,,,,,139.2,,,,210.9,,45.0,,48.3,,25.0,72.0,,,,,-23.3,,38.9,,,-3.0,51.1,-24.9,,,2.0,16.9,,,55.0,34.0,-15.3,,,,,,,59.2,,,,130.9,,,False,,True,False,,,,,True,,True,,,True,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,
51073,155,168.0,,159.4,,154.0,264.0,,,,,75.7,,180.9,,,120.0,97.0,106.7,128.5,,154.0,163.0,,,176.0,163.0,132.1,,,,,,,176.7,,,,202.3,,13.0,,4.4,,-1.0,109.0,,,,,-79.3,,25.9,,,-35.0,-58.0,-48.3,-26.5,,-1.0,8.0,,,21.0,8.0,-22.9,,,,,,,21.7,,,,47.3,,,True,,True,False,,,,,False,,False,,,False,False,False,False,,True,True,,,False,True,False,,,,,,,False,,,,False,
51075,118,55.0,,56.3,,61.0,63.0,,,,,44.0,,66.0,,,88.0,50.2,72.4,,,115.0,98.8,,,72.0,75.0,86.6,,,,,,,65.5,,,,57.6,,-63.0,,-61.7,,-57.0,-55.0,,,,,-74.0,,-52.0,,,-30.0,-67.8,-45.6,,,-3.0,-19.2,,,-46.0,-43.0,-31.4,,,,,,,-52.5,,,,-60.4,,,True,,True,True,,,,,False,,True,,,True,False,True,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51077,71,70.0,,74.2,,66.0,63.0,,,,,50.4,,67.6,,,96.0,34.5,37.8,,,46.0,74.6,,,63.0,67.0,51.9,,,,,,,69.8,,,,79.5,,-1.0,,3.2,,-5.0,-8.0,,,,,-20.6,,-3.4,,,25.0,-36.5,-33.2,,,-25.0,3.6,,,-8.0,-4.0,-19.1,,,,,,,-1.2,,,,8.5,,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,
51079,62,81.0,,83.5,,79.0,95.0,,,,,43.8,,82.8,,,64.0,76.1,72.3,,,103.0,91.7,,,98.0,83.0,57.2,,,,,,,115.0,,,,64.7,,19.0,,21.5,,17.0,33.0,,,,,-18.2,,20.8,,,2.0,14.1,10.3,,,41.0,29.7,,,36.0,21.0,-4.8,,,,,,,53.0,,,,2.7,,,False,,True,False,,,,,True,,False,,,True,True,True,,,False,False,,,False,False,True,,,,,,,False,,,,True,
51081,43,24.0,,22.8,,30.0,25.0,,,,,50.7,,46.1,,,70.0,16.2,14.4,,,49.0,49.4,,,31.0,35.0,31.8,,,,,,,47.3,,,,39.1,,-19.0,,-20.2,,-13.0,-18.0,,,,,7.7,,3.1,,,27.0,-26.8,-28.6,,,6.0,6.4,,,-12.0,-8.0,-11.2,,,,,,,4.3,,,,-3.9,,,False,,True,True,,,,,True,,True,,,False,False,False,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51083,294,207.0,,209.2,,160.0,329.0,,,,,92.4,,207.5,,,209.0,106.8,79.1,141.5,,146.0,160.3,,,202.0,174.0,114.3,,,,,,,196.2,,,,286.3,,-87.0,,-84.8,,-134.0,35.0,,,,,-201.6,,-86.5,,,-85.0,-187.2,-214.9,-152.5,,-148.0,-133.7,,,-92.0,-120.0,-179.7,,,,,,,-97.8,,,,-7.7,,,True,,False,True,,,,,False,,True,,,True,False,False,False,,False,False,,,False,False,False,,,,,,,False,,,,True,
51085,441,505.0,,505.5,,510.0,512.0,,,,,317.2,,582.8,,,424.0,687.8,311.0,487.5,,516.0,697.2,,,578.0,486.0,534.8,,,,,,497.5,539.3,,,,599.6,,64.0,,64.5,,69.0,71.0,,,,,-123.8,,141.8,,,-17.0,246.8,-130.0,46.5,,75.0,256.2,,,137.0,45.0,93.8,,,,,,56.5,98.3,,,,158.6,,,False,,False,False,,,,,False,,False,,,True,False,False,True,,False,False,,,False,True,False,,,,,,True,False,,,,False,
51087,1384,1382.0,,1394.3,,1428.0,1580.0,,,,,939.9,,1596.4,,1713.0,1239.0,1752.6,848.6,1317.5,,1557.0,1540.1,,,1545.0,1454.0,890.8,,,,,,1262.8,1666.7,1474.0,,,2236.7,,-2.0,,10.3,,44.0,196.0,,,,,-444.1,,212.4,,329.0,-145.0,368.6,-535.4,-66.5,,173.0,156.1,,,161.0,70.0,-493.2,,,,,,-121.2,282.7,90.0,,,852.7,,,False,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,
51089,254,304.0,,306.5,,302.0,357.0,,,,,188.0,,313.0,,,301.0,418.4,127.0,277.5,,364.0,360.0,,,338.0,297.0,261.2,,,,,,299.4,285.0,,,,417.7,,50.0,,52.5,,48.0,103.0,,,,,-66.0,,59.0,,,47.0,164.4,-127.0,23.5,,110.0,106.0,,,84.0,43.0,7.2,,,,,,45.4,31.0,,,,163.7,,,False,,True,False,,,,,False,,False,,,True,False,False,True,,False,False,,,False,True,True,,,,,,True,True,,,,False,
51091,4,2.0,,2.9,,5.0,0.0,,,,,3.6,,4.8,,,8.0,0.0,1.9,,,9.0,4.6,,,,5.0,4.2,,,,,,,21.1,,,,6.0,,-2.0,,-1.1,,1.0,-4.0,,,,,-0.4,,0.8,,,4.0,-4.0,-2.1,,,5.0,0.6,,,,1.0,0.2,,,,,,,17.1,,,,2.0,,,True,,True,False,,,,,True,,True,,,False,False,False,,,False,True,,,,True,True,,,,,,,False,,,,True,
51093,147,138.0,,137.6,,140.0,155.0,,,,,114.0,,152.5,,,140.0,104.4,143.0,140.0,,107.0,132.1,,,148.0,154.0,150.5,,,,,,,170.6,,,,177.2,,-9.0,,-9.4,,-7.0,8.0,,,,,-33.0,,5.5,,,-7.0,-42.6,-4.0,-7.0,,-40.0,-14.9,,,1.0,7.0,3.5,,,,,,,23.6,,,,30.2,,,False,,True,True,,,,,False,,True,,,True,False,True,True,,False,False,,,True,True,True,,,,,,,False,,,,False,
51095,326,283.0,,296.2,,284.0,246.0,,,,,172.2,,259.9,,351.6,271.0,460.2,266.6,299.0,,284.0,327.9,,,360.0,302.0,203.7,,,,,,,335.3,,,,223.7,,-43.0,,-29.8,,-42.0,-80.0,,,,,-153.8,,-66.1,,25.6,-55.0,134.2,-59.4,-27.0,,-42.0,1.9,,,34.0,-24.0,-122.3,,,,,,,9.3,,,,-102.3,,,True,,True,False,,,,,False,,False,,True,False,False,False,True,,True,True,,,True,True,False,,,,,,,True,,,,False,
51097,20,17.0,,10.6,,14.0,7.0,,,,,13.4,,19.8,,,25.0,2.3,17.9,,,11.0,15.5,,,12.0,21.0,13.7,,,,,,,39.9,,,,18.5,,-3.0,,-9.4,,-6.0,-13.0,,,,,-6.6,,-0.2,,,5.0,-17.7,-2.1,,,-9.0,-4.5,,,-8.0,1.0,-6.3,,,,,,,19.9,,,,-1.5,,,False,,False,False,,,,,False,,True,,,False,False,True,,,False,False,,,False,True,False,,,,,,,False,,,,True,
51099,104,64.0,,50.2,,73.0,56.0,,,,,56.4,,64.3,,,83.0,195.0,95.6,,,67.0,73.6,,,111.0,89.0,80.7,,,,,,,111.0,,,,72.6,,-40.0,,-53.8,,-31.0,-48.0,,,,,-47.6,,-39.7,,,-21.0,91.0,-8.4,,,-37.0,-30.4,,,7.0,-15.0,-23.3,,,,,,,7.0,,,,-31.4,,,False,,True,False,,,,,False,,True,,,True,False,True,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51101,72,61.0,,63.6,,62.0,58.0,,,,,37.1,,73.6,,,71.0,32.2,42.4,,,69.0,70.8,,,68.0,65.0,47.1,,,,,,,74.2,,,,70.2,,-11.0,,-8.4,,-10.0,-14.0,,,,,-34.9,,1.6,,,-1.0,-39.8,-29.6,,,-3.0,-1.2,,,-4.0,-7.0,-24.9,,,,,,,2.2,,,,-1.8,,,True,,True,False,,,,,False,,True,,,True,False,False,,,True,True,,,True,True,False,,,,,,,True,,,,True,
51103,41,45.0,,46.1,,47.0,56.0,,,,,29.7,,50.8,,,29.0,121.4,33.6,,,71.0,47.1,,,66.0,48.0,20.3,,,,,,,57.4,,,,52.3,,4.0,,5.1,,6.0,15.0,,,,,-11.3,,9.8,,,-12.0,80.4,-7.4,,,30.0,6.1,,,25.0,7.0,-20.7,,,,,,,16.4,,,,11.3,,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,
51105,124,215.0,,220.2,,165.0,228.0,,,,,113.9,,290.7,,,190.0,150.9,80.0,,,133.0,185.0,,,208.0,173.0,147.5,,,,,,,202.2,,,,156.6,,91.0,,96.2,,41.0,104.0,,,,,-10.1,,166.7,,,66.0,26.9,-44.0,,,9.0,61.0,,,84.0,49.0,23.5,,,,,,,78.2,,,,32.6,,,False,,True,False,,,,,True,,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51107,959,805.0,,835.2,,839.0,595.0,,,,,851.7,,983.2,,787.3,1378.0,1073.2,1076.9,933.0,,679.0,843.5,,,979.0,1149.0,1312.7,,,,,,813.9,880.8,684.0,,,925.8,,-154.0,,-123.8,,-120.0,-364.0,,,,,-107.3,,24.2,,-171.7,419.0,114.2,117.9,-26.0,,-280.0,-115.5,,,20.0,190.0,353.7,,,,,,-145.1,-78.2,-275.0,,,-33.2,,,True,,True,False,,,,,True,,True,,False,False,True,True,True,,False,True,,,True,False,False,,,,,,True,True,False,,,True,
51109,165,126.0,,129.5,,134.0,126.0,,,,,77.1,,137.8,,,142.0,141.8,117.2,125.5,,166.0,157.3,,,161.0,143.0,108.0,,,,,,,132.4,,,,145.6,,-39.0,,-35.5,,-31.0,-39.0,,,,,-87.9,,-27.2,,,-23.0,-23.2,-47.8,-39.5,,1.0,-7.7,,,-4.0,-22.0,-57.0,,,,,,,-32.6,,,,-19.4,,,True,,True,False,,,,,False,,True,,,True,True,False,False,,True,True,,,True,True,False,,,,,,,True,,,,True,
51111,46,81.0,,83.3,,55.0,76.0,,,,,36.1,,97.6,,,52.0,16.2,51.9,,,23.0,57.3,,,80.0,70.0,39.6,,,,,,,79.8,,,,115.3,,35.0,,37.3,,9.0,30.0,,,,,-9.9,,51.6,,,6.0,-29.8,5.9,,,-23.0,11.3,,,34.0,24.0,-6.4,,,,,,,33.8,,,,69.3,,,False,,True,True,,,,,True,,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,True,,,,False,
