,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
47105,597,674.0,,646.6,,584.0,363.0,,,,,630.5,1282.5,,,550.0,439.1,490.2,647.0,,460.5,611.4,0.0,,945.0,625.0,151.9,,,,,649.1,828.4,,,,1215.2,714.0,77.0,,49.6,,-13.0,-234.0,,,,,33.5,685.5,,,-47.0,-157.9,-106.8,50.0,,-136.5,14.4,-597.0,,348.0,28.0,-445.1,,,,,52.1,231.4,,,,618.2,117.0,,True,,True,False,,,,,True,False,,,True,False,False,True,,False,True,False,,False,True,False,,,,,True,False,,,,False,False
47107,534,620.0,,599.3,,500.0,429.0,,,,,523.7,2200.9,,,674.0,353.3,382.2,352.0,,500.0,495.5,0.0,,776.0,563.0,144.0,,,,,696.2,481.6,,,,892.1,656.0,86.0,,65.3,,-34.0,-105.0,,,,,-10.3,1666.9,,,140.0,-180.7,-151.8,-182.0,,-34.0,-38.5,-534.0,,242.0,29.0,-390.0,,,,,162.2,-52.4,,,,358.1,122.0,,True,,True,False,,,,,True,False,,,False,False,False,False,,True,True,False,,False,True,False,,,,,False,True,,,,False,False
47109,260,314.0,,325.3,,271.0,196.0,,,,,288.4,724.3,,,370.0,220.2,205.3,,,277.0,267.1,0.0,,435.0,304.0,181.1,,,,,,287.1,,,,296.1,295.0,54.0,,65.3,,11.0,-64.0,,,,,28.4,464.3,,,110.0,-39.8,-54.7,,,17.0,7.1,-260.0,,175.0,44.0,-78.9,,,,,,27.1,,,,36.1,35.0,,False,,True,False,,,,,True,False,,,False,True,False,,,True,True,False,,False,True,False,,,,,,True,,,,True,True
47111,234,292.0,,327.2,,218.0,134.0,,,,,273.5,1186.6,,,198.0,163.5,179.7,,,107.0,230.5,0.0,,317.0,267.0,206.1,,,,,246.3,286.0,,,,344.2,285.0,58.0,,93.2,,-16.0,-100.0,,,,,39.5,952.6,,,-36.0,-70.5,-54.3,,,-127.0,-3.5,-234.0,,83.0,33.0,-27.9,,,,,12.3,52.0,,,,110.2,51.0,,False,,True,False,,,,,True,False,,,True,False,True,,,False,True,False,,False,True,True,,,,,True,True,,,,False,True
47113,828,1072.0,,1158.2,,961.0,419.0,,,,,965.1,2069.7,,,874.0,776.8,705.1,998.0,,1175.0,882.5,0.0,,1246.0,1057.0,1260.2,,,,,840.3,1071.5,,,,1394.5,1123.0,244.0,,330.2,,133.0,-409.0,,,,,137.1,1241.7,,,46.0,-51.2,-122.9,170.0,,347.0,54.5,-828.0,,418.0,229.0,432.2,,,,,12.3,243.5,,,,566.5,295.0,,False,,True,False,,,,,True,False,,,True,True,True,True,,False,True,False,,False,True,False,,,,,True,True,,,,False,False
47115,334,314.0,,303.8,,261.0,198.0,,,,,231.8,939.9,,,358.0,254.6,189.7,,,155.0,256.8,0.0,,404.0,256.0,311.3,,,,,,274.7,,,,402.8,253.0,-20.0,,-30.2,,-73.0,-136.0,,,,,-102.2,605.9,,,24.0,-79.4,-144.3,,,-179.0,-77.2,-334.0,,70.0,-78.0,-22.7,,,,,,-59.3,,,,68.8,-81.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
47117,472,416.0,,397.4,,359.0,239.0,,,,,377.4,1243.2,,,359.0,285.2,242.7,220.0,,258.0,397.1,0.0,,535.0,384.0,597.7,,,,,429.4,299.9,,,,533.0,469.0,-56.0,,-74.6,,-113.0,-233.0,,,,,-94.6,771.2,,,-113.0,-186.8,-229.3,-252.0,,-214.0,-74.9,-472.0,,63.0,-88.0,125.7,,,,,-42.6,-172.1,,,,61.0,-3.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,False,True
47119,1373,1260.0,,1219.1,,972.0,557.0,,,,,1058.0,3946.7,,,866.0,759.7,751.6,942.0,,909.0,1098.8,0.0,,1505.0,1126.0,1664.1,,,,,798.3,874.3,,,,1785.5,1301.0,-113.0,,-153.9,,-401.0,-816.0,,,,,-315.0,2573.7,,,-507.0,-613.3,-621.4,-431.0,,-464.0,-274.2,-1373.0,,132.0,-247.0,291.1,,,,,-574.7,-498.7,,,,412.5,-72.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,,False,True
47121,148,126.0,,118.1,,113.0,62.0,,,,,130.7,230.0,,,168.0,95.7,99.1,,,99.0,103.4,0.0,,184.0,129.0,247.8,,,,,,147.4,,,,230.0,146.0,-22.0,,-29.9,,-35.0,-86.0,,,,,-17.3,82.0,,,20.0,-52.3,-48.9,,,-49.0,-44.6,-148.0,,36.0,-19.0,99.8,,,,,,-0.6,,,,82.0,-2.0,,False,,False,False,,,,,True,False,,,True,False,False,,,False,False,False,,False,True,False,,,,,,True,,,,False,True
47123,569,548.0,,581.7,,512.0,292.0,,,,,566.0,1112.3,,,580.0,391.4,355.9,390.5,,550.0,495.3,0.0,,759.0,517.0,307.1,,,,,611.5,431.0,,,,675.9,593.0,-21.0,,12.7,,-57.0,-277.0,,,,,-3.0,543.3,,,11.0,-177.6,-213.1,-178.5,,-19.0,-73.7,-569.0,,190.0,-52.0,-261.9,,,,,42.5,-138.0,,,,106.9,24.0,,True,,False,False,,,,,True,False,,,True,False,False,False,,True,False,False,,False,False,False,,,,,False,False,,,,False,False
47125,2360,1836.0,,1665.4,,1637.0,2188.0,,,,,1541.4,4936.4,,,1209.0,1288.2,1465.4,1293.0,,2552.0,1766.5,0.1,,2443.0,1877.0,464.0,,,,,1924.9,1421.8,1711.0,,,2270.8,1662.0,-524.0,,-694.6,,-723.0,-172.0,,,,,-818.6,2576.4,,,-1151.0,-1071.8,-894.6,-1067.0,,192.0,-593.5,-2359.9,,83.0,-483.0,-1896.0,,,,,-435.1,-938.2,-649.0,,,-89.2,-698.0,,False,,False,True,,,,,False,False,,,False,False,False,False,,True,False,False,,True,True,False,,,,,True,False,False,,,True,False
47127,79,120.0,,112.3,,91.0,93.0,,,,,96.5,242.0,,,81.0,74.6,75.7,,,54.0,91.6,0.0,,118.0,97.0,168.3,,,,,,108.2,,,,106.6,138.0,41.0,,33.3,,12.0,14.0,,,,,17.5,163.0,,,2.0,-4.4,-3.3,,,-25.0,12.6,-79.0,,39.0,18.0,89.3,,,,,,29.2,,,,27.6,59.0,,True,,True,True,,,,,True,False,,,True,True,True,,,True,True,False,,True,True,False,,,,,,True,,,,True,False
47129,267,306.0,,315.7,,233.0,144.0,,,,,231.0,799.3,,,228.0,196.7,185.1,,,195.0,272.0,0.0,,421.0,264.0,431.3,,,,,,272.9,,,,549.8,305.0,39.0,,48.7,,-34.0,-123.0,,,,,-36.0,532.3,,,-39.0,-70.3,-81.9,,,-72.0,5.0,-267.0,,154.0,-3.0,164.3,,,,,,5.9,,,,282.8,38.0,,False,,True,False,,,,,True,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,,True,,,,False,True
47131,289,352.0,,339.9,,288.0,291.0,,,,,355.5,1001.1,,,299.0,218.7,210.8,200.5,,211.0,282.4,0.0,,367.0,350.0,491.2,,,,,257.1,402.2,,,,432.8,363.0,63.0,,50.9,,-1.0,2.0,,,,,66.5,712.1,,,10.0,-70.3,-78.2,-88.5,,-78.0,-6.6,-289.0,,78.0,61.0,202.2,,,,,-31.9,113.2,,,,143.8,74.0,,True,,True,True,,,,,False,False,,,True,False,False,False,,False,True,False,,False,True,False,,,,,True,False,,,,False,False
47133,270,296.0,,263.4,,253.0,284.0,,,,,262.7,1007.5,,,223.0,210.7,189.7,,,125.0,258.3,0.0,,400.0,261.0,402.2,,,,,222.0,250.9,,,,435.5,264.0,26.0,,-6.6,,-17.0,14.0,,,,,-7.3,737.5,,,-47.0,-59.3,-80.3,,,-145.0,-11.7,-270.0,,130.0,-9.0,132.2,,,,,-48.0,-19.1,,,,165.5,-6.0,,True,,True,True,,,,,True,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,False,True,,,,False,True
47135,78,76.0,,75.6,,74.0,36.0,,,,,106.6,438.0,,,99.0,34.7,56.7,,,16.0,66.1,0.0,,117.0,83.0,226.7,,,,,,114.4,,,,109.5,99.0,-2.0,,-2.4,,-4.0,-42.0,,,,,28.6,360.0,,,21.0,-43.3,-21.3,,,-62.0,-11.9,-78.0,,39.0,5.0,148.7,,,,,,36.4,,,,31.5,21.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
47137,89,92.0,,90.6,,72.0,66.0,,,,,60.8,264.1,,,32.0,60.3,45.5,,,80.0,72.7,7.5,,101.0,74.0,91.6,,,,,,109.4,,,,96.4,53.0,3.0,,1.6,,-17.0,-23.0,,,,,-28.2,175.1,,,-57.0,-28.7,-43.5,,,-9.0,-16.3,-81.5,,12.0,-15.0,2.6,,,,,,20.4,,,,7.4,-36.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,True,,,,,,False,,,,False,False
47139,200,228.0,,252.3,,191.0,125.0,,,,,176.0,388.0,,,164.0,160.5,120.6,,,227.0,197.2,21.8,,318.0,196.0,233.1,,,,,,217.2,,,,229.6,159.0,28.0,,52.3,,-9.0,-75.0,,,,,-24.0,188.0,,,-36.0,-39.5,-79.4,,,27.0,-2.8,-178.2,,118.0,-4.0,33.1,,,,,,17.2,,,,29.6,-41.0,,False,,True,False,,,,,True,False,,,False,False,False,,,True,True,False,,False,True,False,,,,,,True,,,,False,False
47141,939,1076.0,,1155.5,,931.0,1452.0,,,,,1029.9,3542.0,,,747.0,642.9,806.2,458.5,,601.5,993.1,0.1,,1395.0,979.0,1544.6,,,,,677.3,1102.9,,,,2038.4,994.0,137.0,,216.5,,-8.0,513.0,,,,,90.9,2603.0,,,-192.0,-296.1,-132.8,-480.5,,-337.5,54.1,-938.9,,456.0,40.0,605.6,,,,,-261.7,163.9,,,,1099.4,55.0,,False,,True,False,,,,,True,False,,,False,False,True,False,,False,True,False,,False,True,False,,,,,False,False,,,,False,True
47143,491,546.0,,563.6,,389.0,303.0,,,,,446.6,1989.2,,,391.0,326.3,344.2,320.5,,355.0,490.4,0.0,,689.0,458.0,215.8,,,,,,515.0,,,,1046.2,551.0,55.0,,72.6,,-102.0,-188.0,,,,,-44.4,1498.2,,,-100.0,-164.7,-146.8,-170.5,,-136.0,-0.6,-491.0,,198.0,-33.0,-275.2,,,,,,24.0,,,,555.2,60.0,,False,,False,False,,,,,True,False,,,False,False,False,False,,False,True,False,,False,True,False,,,,,,True,,,,False,False
47145,610,890.0,,887.3,,659.0,613.0,,,,,606.5,2880.0,,,558.0,605.5,430.1,570.0,,629.0,741.6,0.0,,1081.0,738.0,999.9,,,,,,736.6,,,,1407.9,698.0,280.0,,277.3,,49.0,3.0,,,,,-3.5,2270.0,,,-52.0,-4.5,-179.9,-40.0,,19.0,131.6,-610.0,,471.0,128.0,389.9,,,,,,126.6,,,,797.9,88.0,,True,,True,True,,,,,True,False,,,True,True,True,True,,True,True,False,,False,True,False,,,,,,True,,,,False,True
47147,853,936.0,,943.6,,657.0,423.0,,,,,855.2,2335.4,,,511.0,548.6,564.0,483.5,,646.0,874.2,0.0,,1257.0,894.0,385.8,,,,,835.6,739.7,,,,898.9,956.0,83.0,,90.6,,-196.0,-430.0,,,,,2.2,1482.4,,,-342.0,-304.4,-289.0,-369.5,,-207.0,21.2,-853.0,,404.0,41.0,-467.2,,,,,-17.4,-113.3,,,,45.9,103.0,,False,,False,False,,,,,True,False,,,False,False,False,False,,False,True,False,,False,True,False,,,,,True,False,,,,True,False
47149,3657,3686.0,,3629.8,2446.3,3151.0,3497.0,,,,,3518.1,8651.1,,2842.6,3095.0,2439.6,2932.7,2717.5,,3682.0,3314.7,0.7,,3972.0,3354.0,5348.5,,,,,3146.7,3304.9,2134.0,,,4101.4,3556.0,29.0,,-27.2,-1210.7,-506.0,-160.0,,,,,-138.9,4994.1,,-814.4,-562.0,-1217.4,-724.3,-939.5,,25.0,-342.3,-3656.3,,315.0,-303.0,1691.5,,,,,-510.3,-352.1,-1523.0,,,444.4,-101.0,,True,False,False,False,,,,,False,False,,False,False,False,False,False,,True,False,False,,False,False,False,,,,,False,False,False,,,False,False
47151,188,300.0,,294.0,,229.0,323.0,,,,,218.9,1477.1,,,168.0,175.4,155.2,,,69.5,222.2,0.0,,345.0,256.0,435.8,,,,,,263.8,,,,289.5,256.0,112.0,,106.0,,41.0,135.0,,,,,30.9,1289.1,,,-20.0,-12.6,-32.8,,,-118.5,34.2,-188.0,,157.0,68.0,247.8,,,,,,75.8,,,,101.5,68.0,,True,,True,False,,,,,True,False,,,True,True,True,,,False,True,False,,False,True,False,,,,,,True,,,,True,True
47153,159,174.0,,168.1,,141.0,67.0,,,,,181.3,679.2,,,150.0,106.2,126.9,,,71.0,147.4,0.0,,204.0,170.0,46.1,,,,,,179.9,,,,239.6,262.0,15.0,,9.1,,-18.0,-92.0,,,,,22.3,520.2,,,-9.0,-52.8,-32.1,,,-88.0,-11.6,-159.0,,45.0,11.0,-112.9,,,,,,20.9,,,,80.6,103.0,,True,,False,False,,,,,False,False,,,True,False,False,,,False,True,False,,False,True,False,,,,,,False,,,,False,False
47155,1226,1350.0,,1135.5,,1050.0,729.0,,,,,1344.0,3877.8,,,954.0,793.1,1036.1,1017.0,,1303.5,1216.6,0.0,,1798.0,1129.0,1520.6,,,,,1042.4,1145.7,,,,2515.1,1266.0,124.0,,-90.5,,-176.0,-497.0,,,,,118.0,2651.8,,,-272.0,-432.9,-189.9,-209.0,,77.5,-9.4,-1226.0,,572.0,-97.0,294.6,,,,,-183.6,-80.3,,,,1289.1,40.0,,True,,False,False,,,,,True,False,,,False,False,False,False,,True,True,False,,False,True,False,,,,,False,True,,,,False,True
47157,7321,8140.0,,8197.4,8216.3,8029.0,11125.0,,,,,7609.3,22669.5,,7261.3,8296.0,6245.6,5821.2,8171.5,,8021.5,7312.3,6.6,,7536.0,8613.0,9968.3,,,,,7333.1,6835.6,3131.0,,,13890.6,7356.0,819.0,,876.4,895.3,708.0,3804.0,,,,,288.3,15348.5,,-59.7,975.0,-1075.4,-1499.8,850.5,,700.5,-8.7,-7314.4,,215.0,1292.0,2647.3,,,,,12.1,-485.4,-4190.0,,,6569.6,35.0,,False,False,True,False,,,,,True,False,,True,False,False,False,False,,True,True,False,,True,False,False,,,,,True,True,False,,,False,True
47159,227,134.0,,135.3,,125.0,91.0,,,,,196.7,455.1,,,188.0,60.9,144.5,,,28.0,130.5,0.0,,213.0,170.0,348.5,,,,,113.7,179.8,,,,155.7,224.0,-93.0,,-91.7,,-102.0,-136.0,,,,,-30.3,228.1,,,-39.0,-166.1,-82.5,,,-199.0,-96.5,-227.0,,-14.0,-57.0,121.5,,,,,-113.3,-47.2,,,,-71.3,-3.0,,True,,False,False,,,,,True,False,,,True,False,True,,,False,False,False,,True,True,False,,,,,False,True,,,,True,True
47161,128,140.0,,136.4,,107.0,140.0,,,,,90.1,628.5,,,85.0,105.1,88.8,,,26.0,102.7,20.3,,178.0,134.0,147.6,,,,,,173.8,,,,128.3,114.0,12.0,,8.4,,-21.0,12.0,,,,,-37.9,500.5,,,-43.0,-22.9,-39.2,,,-102.0,-25.3,-107.7,,50.0,6.0,19.6,,,,,,45.8,,,,0.3,-14.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,False,,,,True,False
47163,1367,1464.0,,1517.0,,1284.0,813.0,,,,,1214.4,4186.6,,,1238.0,969.8,1034.7,1059.5,,1519.0,1333.8,0.0,,1874.0,1376.0,2032.3,,,,,1377.1,1557.8,914.0,,,2860.1,1472.0,97.0,,150.0,,-83.0,-554.0,,,,,-152.6,2819.6,,,-129.0,-397.2,-332.3,-307.5,,152.0,-33.2,-1367.0,,507.0,9.0,665.3,,,,,10.1,190.8,-453.0,,,1493.1,105.0,,False,,True,False,,,,,False,False,,,False,False,False,False,,False,True,False,,False,True,False,,,,,True,False,False,,,False,False
47165,1826,2330.0,,2340.7,,1963.0,2101.0,,,,,1872.1,6262.3,,1637.7,1424.0,1479.0,1672.3,1766.0,,2001.5,2041.4,0.1,,2716.0,2072.0,2897.1,,,,,2964.7,2013.3,1200.0,,,3017.4,1794.0,504.0,,514.7,,137.0,275.0,,,,,46.1,4436.3,,-188.3,-402.0,-347.0,-153.7,-60.0,,175.5,215.4,-1825.9,,890.0,246.0,1071.1,,,,,1138.7,187.3,-626.0,,,1191.4,-32.0,,False,,True,True,,,,,True,False,,True,True,True,True,True,,True,True,False,,False,True,False,,,,,False,True,False,,,False,True
47167,606,662.0,,668.8,,535.0,475.0,,,,,576.8,2181.3,,,650.0,466.9,404.4,465.5,,506.0,594.4,0.0,,836.0,673.0,369.9,,,,,487.3,619.4,,,,883.4,652.0,56.0,,62.8,,-71.0,-131.0,,,,,-29.2,1575.3,,,44.0,-139.1,-201.6,-140.5,,-100.0,-11.6,-606.0,,230.0,67.0,-236.1,,,,,-118.7,13.4,,,,277.4,46.0,,False,,False,False,,,,,True,False,,,True,False,False,False,,False,True,False,,False,False,False,,,,,False,True,,,,False,True
47169,104,102.0,,107.3,,99.0,,,,,,185.4,362.2,,,104.0,50.6,68.3,,,52.0,82.3,0.0,,151.0,101.0,161.5,,,,,56.3,121.5,,,,147.9,406.0,-2.0,,3.3,,-5.0,,,,,,81.4,258.2,,,0.0,-53.4,-35.7,,,-52.0,-21.7,-104.0,,47.0,-3.0,57.5,,,,,-47.7,17.5,,,,43.9,302.0,,False,,False,,,,,,False,False,,,True,False,False,,,False,False,False,,False,False,False,,,,,False,False,,,,False,False
47171,177,210.0,,202.7,,176.0,67.0,,,,,148.7,778.6,,,189.0,152.2,86.1,,,111.0,177.6,0.0,,235.0,186.0,285.2,,,,,,274.7,,,,419.7,198.0,33.0,,25.7,,-1.0,-110.0,,,,,-28.3,601.6,,,12.0,-24.8,-90.9,,,-66.0,0.6,-177.0,,58.0,9.0,108.2,,,,,,97.7,,,,242.7,21.0,,True,,True,False,,,,,True,False,,,True,True,False,,,False,True,False,,False,True,False,,,,,,False,,,,False,True
47173,122,162.0,,158.1,,125.0,54.0,,,,,151.3,474.3,,,201.0,95.9,108.9,,,59.0,113.7,0.0,,222.0,171.0,208.4,,,,,,169.3,,,,111.1,197.0,40.0,,36.1,,3.0,-68.0,,,,,29.3,352.3,,,79.0,-26.1,-13.1,,,-63.0,-8.3,-122.0,,100.0,49.0,86.4,,,,,,47.3,,,,-10.9,75.0,,True,,True,False,,,,,True,False,,,False,True,True,,,False,True,False,,False,False,False,,,,,,False,,,,True,False
47175,94,56.0,,62.0,,51.0,29.0,,,,,54.6,205.3,,,64.0,41.0,33.3,,,21.0,50.4,0.0,,73.0,57.0,106.2,,,,,,77.1,,,,62.1,51.0,-38.0,,-32.0,,-43.0,-65.0,,,,,-39.4,111.3,,,-30.0,-53.0,-60.7,,,-73.0,-43.6,-94.0,,-21.0,-37.0,12.2,,,,,,-16.9,,,,-31.9,-43.0,,True,,False,False,,,,,False,False,,,True,False,False,,,False,False,False,,True,True,True,,,,,,True,,,,True,False
47177,448,480.0,,456.4,,398.0,249.0,,,,,598.2,1626.9,,,516.0,259.5,431.2,429.0,,299.0,397.9,0.0,,749.0,459.0,1165.4,,,,,300.1,337.8,,,,1093.1,790.0,32.0,,8.4,,-50.0,-199.0,,,,,150.2,1178.9,,,68.0,-188.5,-16.8,-19.0,,-149.0,-50.1,-448.0,,301.0,11.0,717.4,,,,,-147.9,-110.2,,,,645.1,342.0,,True,,False,False,,,,,False,False,,,False,False,True,True,,False,False,False,,False,True,False,,,,,False,False,,,,False,False
47179,1276,1546.0,,1572.2,,1301.0,1467.0,,,,,1166.9,4326.6,,,975.0,1039.4,895.1,1188.0,,1349.0,1408.4,0.0,,1759.0,1298.0,2042.1,,,,,1526.5,1653.6,960.0,,,1591.3,1266.0,270.0,,296.2,,25.0,191.0,,,,,-109.1,3050.6,,,-301.0,-236.6,-380.9,-88.0,,73.0,132.4,-1276.0,,483.0,22.0,766.1,,,,,250.5,377.6,-316.0,,,315.3,-10.0,,False,,True,True,,,,,True,False,,,False,True,False,True,,True,True,False,,False,True,False,,,,,True,False,False,,,False,True
47181,147,202.0,,199.5,,200.0,169.0,,,,,229.2,267.1,,,214.0,133.5,136.5,,,372.0,221.9,0.0,,260.0,184.0,272.0,,,,,,192.6,,,,280.3,434.0,55.0,,52.5,,53.0,22.0,,,,,82.2,120.1,,,67.0,-13.5,-10.5,,,225.0,74.9,-147.0,,113.0,37.0,125.0,,,,,,45.6,,,,133.3,287.0,,True,,True,True,,,,,False,False,,,False,True,True,,,False,False,False,,False,True,False,,,,,,True,,,,False,False
47183,241,350.0,,368.0,,313.0,327.0,,,,,349.2,941.5,,,269.0,221.7,247.0,280.0,,177.0,315.8,0.0,,438.0,356.0,520.5,,,,,242.1,389.9,,,,486.0,377.0,109.0,,127.0,,72.0,86.0,,,,,108.2,700.5,,,28.0,-19.3,6.0,39.0,,-64.0,74.8,-241.0,,197.0,115.0,279.5,,,,,1.1,148.9,,,,245.0,136.0,,False,,True,True,,,,,True,False,,,True,True,True,True,,True,True,False,,False,False,False,,,,,True,False,,,,False,False
47185,263,316.0,,332.8,,274.0,163.0,,,,,310.1,1320.5,,,319.0,189.6,195.6,,,87.0,261.0,0.0,,410.0,315.0,519.0,,,,,232.1,269.2,,,,336.4,330.0,53.0,,69.8,,11.0,-100.0,,,,,47.1,1057.5,,,56.0,-73.4,-67.4,,,-176.0,-2.0,-263.0,,147.0,52.0,256.0,,,,,-30.9,6.2,,,,73.4,67.0,,False,,True,False,,,,,True,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,True,True,,,,False,False
47187,2693,3054.0,,3247.2,,2791.0,3707.0,,,,,2290.2,8154.3,,3120.2,1624.0,2403.8,1716.6,2227.5,,3052.5,2847.2,1105.9,,2939.0,2512.0,3153.7,,,,,2813.5,2801.4,2429.0,,,4134.2,2671.0,361.0,,554.2,,98.0,1014.0,,,,,-402.8,5461.3,,427.2,-1069.0,-289.2,-976.4,-465.5,,359.5,154.2,-1587.1,,246.0,-181.0,460.7,,,,,120.5,108.4,-264.0,,,1441.2,-22.0,,False,,True,False,,,,,False,False,,False,False,True,False,False,,True,True,False,,True,True,False,,,,,True,True,True,,,False,True
47189,1499,1812.0,,1768.8,,1436.0,1153.0,,,,,1602.0,5002.9,,,1208.0,1152.3,1177.8,1205.0,,1440.0,1717.6,0.1,,2286.0,1581.0,2131.3,,,,,1486.0,1450.7,1332.0,,,2274.3,1649.0,313.0,,269.8,,-63.0,-346.0,,,,,103.0,3503.9,,,-291.0,-346.7,-321.2,-294.0,,-59.0,218.6,-1498.9,,787.0,82.0,632.3,,,,,-13.0,-48.3,-167.0,,,775.3,150.0,,True,,True,False,,,,,True,False,,,True,False,False,True,,True,True,False,,False,True,False,,,,,True,True,True,,,False,True
48001,838,1088.0,,975.8,,746.0,3546.0,,,,,548.7,101.5,,,563.0,3036.8,452.7,970.5,,215.0,676.6,0.1,,1145.0,986.0,308.6,,,,,816.4,886.1,,,,692.4,632.0,250.0,,137.8,,-92.0,2708.0,,,,,-289.3,-736.5,,,-275.0,2198.8,-385.3,132.5,,-623.0,-161.4,-837.9,,307.0,148.0,-529.4,,,,,-21.6,48.1,,,,-145.6,-206.0,,True,,True,False,,,,,False,False,,,False,False,False,True,,False,True,False,,False,True,False,,,,,True,True,,,,True,True
48003,173,144.0,,168.9,,132.0,124.0,,,,,124.2,162.1,,,132.0,81.8,102.0,,,151.0,97.3,0.0,,125.0,168.0,184.4,,,,,,208.8,,,,150.8,147.0,-29.0,,-4.1,,-41.0,-49.0,,,,,-48.8,-10.9,,,-41.0,-91.2,-71.0,,,-22.0,-75.7,-173.0,,-48.0,-5.0,11.4,,,,,,35.8,,,,-22.2,-26.0,,True,,False,False,,,,,False,True,,,False,False,False,,,True,False,False,,False,True,True,,,,,,False,,,,True,True
48005,856,1020.0,,1051.8,,829.0,1429.0,,,,,787.9,96.2,,,680.0,868.4,602.4,1300.0,,754.5,823.7,0.0,,1259.0,1047.0,585.0,,,,,743.0,1372.2,,,,1984.0,729.0,164.0,,195.8,,-27.0,573.0,,,,,-68.1,-759.8,,,-176.0,12.4,-253.6,444.0,,-101.5,-32.3,-856.0,,403.0,191.0,-271.0,,,,,-113.0,516.2,,,,1128.0,-127.0,,False,,True,False,,,,,True,False,,,False,True,False,False,,True,True,False,,False,False,False,,,,,True,False,,,,False,True
