,actual_deaths,Baseline,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,GT_CHHS-COVID19,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MOBS-GLEAM_COVID,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RobertWalraven-ESG,STH-3PU,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UT-Mobility,YYG-ParamSearch,epiforecasts-ensemble1,error-Baseline,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-GT_CHHS-COVID19,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MOBS-GLEAM_COVID,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RobertWalraven-ESG,error-STH-3PU,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UT-Mobility,error-YYG-ParamSearch,error-epiforecasts-ensemble1,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-GT_CHHS-COVID19,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-YYG-ParamSearch,beat_baseline-epiforecasts-ensemble1
New Jersey,15869,15937.4,15933.0,15964.5,16036.0,16104.0,,15901.2,15959.0,16121.1,,,16424.4,15922.0,15848.6,15955.2,16059.3,16284.1,15976.1,15867.5,16388.2,,16018.7,16036.0,15990.0,,16160.5,,15985.0,15839.4,,15966.0,,16088.0,15954.0,16096.0,15933.2,14210.0,68.4,64.0,95.5,167.0,235.0,,32.2,90.0,252.1,,,555.4,53.0,-20.4,86.2,190.3,415.1,107.1,-1.5,519.2,,149.7,167.0,121.0,,291.5,,116.0,-29.6,,97.0,,219.0,85.0,227.0,64.2,-1659.0,True,False,False,False,,True,False,False,,,False,True,True,False,False,False,False,True,False,,False,False,False,,False,,False,True,,False,,False,False,False,True,False
New Mexico,681,693.9,672.0,683.0,681.0,676.0,,656.8,681.0,673.9,681.1,,676.2,679.0,708.7,720.9,658.8,663.7,681.0,673.5,672.1,,640.2,699.0,697.0,,658.9,,701.0,692.4,,688.0,678.5,724.6,687.0,709.0,687.5,,12.9,-9.0,2.0,0.0,-5.0,,-24.2,0.0,-7.1,0.1,,-4.8,-2.0,27.7,39.9,-22.2,-17.3,-0.0,-7.5,-8.9,,-40.8,18.0,16.0,,-22.1,,20.0,11.4,,7.0,-2.5,43.6,6.0,28.0,6.5,,True,True,True,True,,False,True,True,True,,True,True,False,False,False,False,True,True,True,,False,False,False,,False,,False,True,,True,True,False,True,False,True,
New York,32753,32880.7,32850.0,32901.8,32870.0,32942.0,,32562.7,32664.0,32895.5,32899.6,,33215.3,32928.0,32878.1,32572.2,25231.5,32863.5,32842.4,28237.4,32734.0,,32327.9,32868.9,32747.0,,32902.1,,32722.0,32830.8,,32863.0,,33247.1,32883.0,32948.0,32831.1,32886.0,126.7,96.0,147.8,116.0,188.0,,-191.3,-90.0,141.5,145.6,,461.3,174.0,124.1,-181.8,-7522.5,109.5,88.4,-4516.6,-20.0,,-426.1,114.9,-7.0,,148.1,,-32.0,76.8,,109.0,,493.1,129.0,194.0,77.1,132.0,True,False,True,False,,False,True,False,False,,False,False,True,False,False,True,True,False,True,,False,True,True,,False,,True,True,,True,,False,False,False,True,False
North Carolina,2184,2123.4,2145.0,2137.0,2106.0,2306.0,,2140.8,2264.0,2199.2,,2518.7,2018.9,1983.0,2172.4,2389.9,2028.8,2017.6,2138.3,1947.8,2092.8,,1933.5,2175.9,2106.5,,1933.3,,2120.0,2150.5,,2069.0,2043.4,2214.6,2094.0,2158.0,2116.1,2150.0,-60.6,-39.0,-47.0,-78.0,122.0,,-43.2,80.0,15.2,,334.7,-165.1,-201.0,-11.6,205.9,-155.2,-166.4,-45.7,-236.2,-91.2,,-250.5,-8.1,-77.5,,-250.7,,-64.0,-33.5,,-115.0,-140.6,30.6,-90.0,-26.0,-67.9,-34.0,True,True,False,False,,True,False,True,,False,False,False,True,False,False,False,True,False,False,,False,True,False,,False,,False,True,,False,False,True,False,True,False,True
North Dakota,112,112.0,114.0,117.0,113.0,117.0,,111.0,111.0,110.3,118.9,,108.3,103.0,119.0,130.2,94.8,111.5,110.4,115.2,106.7,,105.7,121.7,111.0,,107.8,,113.0,126.1,,116.0,,118.2,118.0,113.0,113.7,,0.0,2.0,5.0,1.0,5.0,,-1.0,-1.0,-1.7,6.9,,-3.7,-9.0,7.0,18.2,-17.2,-0.5,-1.6,3.2,-5.3,,-6.3,9.7,-1.0,,-4.2,,1.0,14.1,,4.0,,6.2,6.0,1.0,1.7,,False,False,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,,False,,False,False,,False,,False,False,False,False,
Ohio,3668,3554.0,3613.0,3627.0,3600.0,3690.0,,3614.1,3711.0,3566.6,,,3443.3,3448.0,3738.1,3784.1,3623.2,3476.8,3534.6,3787.4,3797.2,3658.0,3446.9,3600.1,3415.0,,3492.5,,3650.0,3695.7,,3574.0,3572.5,3975.3,3589.0,3550.0,3593.3,3635.0,-114.0,-55.0,-41.0,-68.0,22.0,,-53.9,43.0,-101.4,,,-224.7,-220.0,70.1,116.1,-44.8,-191.2,-133.4,119.4,129.2,-10.0,-221.1,-67.9,-253.0,,-175.5,,-18.0,27.7,,-94.0,-95.5,307.3,-79.0,-118.0,-74.7,-33.0,True,True,True,True,,True,True,True,,,False,False,True,False,True,False,False,False,False,True,False,True,False,,False,,True,True,,True,True,False,True,False,True,True
Oklahoma,603,579.6,585.0,586.0,607.0,621.0,,611.2,619.0,628.6,607.4,,564.1,549.0,615.8,684.7,574.1,594.2,577.6,545.3,579.5,,509.6,601.0,638.0,,520.1,,609.0,589.4,,590.0,,631.9,602.0,637.0,566.4,,-23.4,-18.0,-17.0,4.0,18.0,,8.2,16.0,25.6,4.4,,-38.9,-54.0,12.8,81.7,-28.9,-8.8,-25.4,-57.7,-23.5,,-93.4,-2.0,35.0,,-82.9,,6.0,-13.6,,-13.0,,28.9,-1.0,34.0,-36.6,,True,True,True,True,,True,True,False,True,,False,False,True,False,False,True,False,False,False,,False,True,False,,False,,True,True,,True,,False,True,False,False,
Oregon,355,342.9,333.0,332.0,348.0,321.0,,331.8,348.0,372.6,335.3,,336.0,324.0,347.8,410.6,350.1,337.1,333.4,365.4,336.0,,351.1,334.5,362.0,,313.6,,348.0,336.3,,344.0,,359.6,344.0,409.5,356.1,,-12.1,-22.0,-23.0,-7.0,-34.0,,-23.2,-7.0,17.6,-19.7,,-19.0,-31.0,-7.2,55.6,-4.9,-17.9,-21.6,10.4,-19.0,,-3.9,-20.5,7.0,,-41.4,,-7.0,-18.7,,-11.0,,4.6,-11.0,54.5,1.1,,False,False,True,False,,False,True,False,False,,False,False,True,False,True,False,False,True,False,,True,False,True,,False,,True,False,,True,,True,True,False,True,
Pennsylvania,7310,7322.0,7334.0,7342.4,7345.0,7456.0,,7334.1,7326.0,7306.5,7386.5,,7354.7,7324.0,7331.2,7414.1,7360.7,7296.4,7308.9,7536.6,7685.1,,7299.2,7344.6,7232.0,,7327.7,,7357.0,7339.8,,7345.0,7447.7,7794.9,7316.0,7361.0,7330.0,7293.0,12.0,24.0,32.4,35.0,146.0,,24.1,16.0,-3.5,76.5,,44.7,14.0,21.2,104.1,50.7,-13.6,-1.1,226.6,375.1,,-10.8,34.6,-78.0,,17.7,,47.0,29.8,,35.0,137.7,484.9,6.0,51.0,20.0,-17.0,False,False,False,False,,False,False,True,False,,False,False,False,False,False,False,True,False,False,,True,False,False,,False,,False,False,,False,False,False,True,False,False,False
Rhode Island,1014,1024.3,1023.0,1026.0,1026.0,1017.0,,1051.6,1019.0,1014.4,1025.0,,1030.4,1059.0,1046.1,983.6,1022.0,1038.9,1012.6,1024.9,1037.1,,1021.1,1026.7,1010.0,,1026.2,,1034.0,1027.5,,1015.0,1056.7,1043.0,1023.0,1015.0,1031.3,,10.3,9.0,12.0,12.0,3.0,,37.6,5.0,0.4,11.0,,16.4,45.0,32.1,-30.4,8.0,24.9,-1.4,10.9,23.1,,7.1,12.7,-4.0,,12.2,,20.0,13.5,,1.0,42.7,29.0,9.0,1.0,17.3,,True,False,False,True,,False,True,True,False,,False,False,False,False,True,False,True,False,False,,True,False,True,,False,,False,False,,True,False,False,True,True,False,
South Carolina,2007,2115.0,2043.0,2124.8,2000.0,1977.0,,1648.6,1917.0,2457.3,,,1523.9,1793.0,2292.1,1978.6,1939.3,1903.2,2034.4,1488.5,1938.5,,1880.3,2268.3,2423.0,,1923.1,,2033.0,2193.7,,2022.0,1969.2,1926.9,2092.0,2507.0,2082.6,2394.0,108.0,36.0,117.8,-7.0,-30.0,,-358.4,-90.0,450.3,,,-483.1,-214.0,285.1,-28.4,-67.7,-103.8,27.4,-518.5,-68.5,,-126.7,261.3,416.0,,-83.9,,26.0,186.7,,15.0,-37.8,-80.1,85.0,500.0,75.6,387.0,True,False,True,True,,False,True,False,,,False,False,False,True,True,True,True,False,True,,False,False,False,,True,,True,False,,True,True,True,True,False,True,False
South Dakota,146,132.3,135.0,134.0,137.0,123.0,,121.5,135.0,146.0,134.7,,146.6,141.0,134.5,150.8,140.7,139.4,130.0,139.8,133.6,,144.1,136.2,138.0,,126.1,,134.0,137.1,,136.0,,133.7,137.0,146.0,138.0,,-13.7,-11.0,-12.0,-9.0,-23.0,,-24.5,-11.0,-0.0,-11.3,,0.6,-5.0,-11.5,4.8,-5.3,-6.6,-16.0,-6.2,-12.4,,-1.9,-9.8,-8.0,,-19.9,,-12.0,-8.9,,-10.0,,-12.3,-9.0,0.0,-8.0,,True,True,True,False,,False,True,True,True,,True,True,True,True,True,True,False,True,True,,True,True,True,,False,,True,True,,True,,True,True,True,True,
Tennessee,1215,1197.3,1223.0,1216.0,1238.0,1396.0,,1327.7,1280.0,1424.3,1200.9,,1171.4,1159.0,1310.6,1361.5,1281.1,1254.8,1239.1,1184.8,1263.5,,1134.3,1243.8,1118.0,,1091.1,,1257.0,1225.5,,1225.0,1155.3,1208.6,1191.0,1291.0,1206.3,1233.0,-17.7,8.0,1.0,23.0,181.0,,112.7,65.0,209.3,-14.1,,-43.6,-56.0,95.6,146.5,66.1,39.8,24.1,-30.2,48.5,,-80.7,28.8,-97.0,,-123.9,,42.0,10.5,,10.0,-59.7,-6.4,-24.0,76.0,-8.7,18.0,True,True,False,False,,False,False,False,True,,False,False,False,False,False,False,False,False,False,,False,False,False,,False,,False,True,,True,False,True,False,False,True,False
Texas,9058,7052.0,7018.0,7092.1,6952.0,7101.0,,6233.0,6770.0,9075.1,,,6956.9,7176.0,7541.6,6806.3,6889.9,5994.5,7134.2,5220.0,6437.1,,6704.8,7410.9,9014.0,,6356.3,7296.0,7487.0,7099.3,,6706.0,6763.7,6701.4,6806.0,8712.5,7091.9,7358.0,-1284.0,-1318.0,-1243.9,-1384.0,-1235.0,,-2103.0,-1566.0,739.1,,,-1379.1,-1160.0,-794.4,-1529.7,-1446.1,-2341.5,-1201.8,-3116.0,-1898.9,,-1631.2,-925.1,678.0,,-1979.7,-1040.0,-849.0,-1236.7,,-1630.0,-1572.3,-1634.6,-1530.0,376.5,-1244.1,-978.0,False,True,False,True,,False,False,True,,,False,True,True,False,False,False,True,False,False,,False,True,True,,False,True,True,True,,False,False,False,False,True,True,True
Utah,335,331.6,330.0,336.0,347.0,349.0,,424.0,348.0,363.0,327.7,,359.9,330.0,389.3,383.9,339.3,311.8,319.4,294.2,351.2,,350.4,331.9,376.0,,360.5,,337.0,333.5,,324.0,327.5,320.3,322.0,357.0,348.7,,-3.4,-5.0,1.0,12.0,14.0,,89.0,13.0,28.0,-7.3,,24.9,-5.0,54.3,48.9,4.3,-23.2,-15.6,-40.8,16.2,,15.4,-3.1,41.0,,25.5,,2.0,-1.5,,-11.0,-7.5,-14.7,-13.0,22.0,13.7,,False,True,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,True,False,,False,,True,True,,False,False,False,False,False,False,
Vermont,58,56.0,56.0,56.0,57.0,56.0,,59.2,56.0,57.0,56.6,,56.6,56.0,57.3,58.6,59.8,56.9,56.0,58.7,56.7,,58.6,56.1,56.0,,54.2,,56.0,56.0,,57.0,,59.7,56.0,57.0,57.1,,-2.0,-2.0,-2.0,-1.0,-2.0,,1.2,-2.0,-1.0,-1.4,,-1.4,-2.0,-0.7,0.6,1.8,-1.1,-2.0,0.7,-1.3,,0.6,-1.9,-2.0,,-3.8,,-2.0,-2.0,,-1.0,,1.7,-2.0,-1.0,-0.9,,False,False,True,False,,True,False,True,True,,True,False,True,True,True,True,True,True,True,,True,True,False,,False,,False,True,,True,,True,False,True,True,
Virginia,2322,2172.7,2197.0,2175.3,2208.0,2269.0,,2230.6,2199.0,2189.2,2214.6,,2228.6,2185.0,2237.8,2353.4,2376.7,2196.9,2185.8,2295.0,2357.2,,2217.4,2187.5,2169.0,,2251.1,,2174.0,2169.7,,2198.0,2236.2,2350.3,2136.0,2203.0,2183.4,2182.0,-149.3,-125.0,-146.7,-114.0,-53.0,,-91.4,-123.0,-132.8,-107.4,,-93.4,-137.0,-84.2,31.4,54.7,-125.1,-136.2,-27.0,35.2,,-104.6,-134.5,-153.0,,-70.9,,-148.0,-152.3,,-124.0,-85.8,28.3,-186.0,-119.0,-138.6,-140.0,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,False,,True,,True,False,,True,True,True,False,True,True,True
Washington,1688,1601.3,1604.0,1594.1,1629.0,1670.0,,1635.7,1687.0,1638.1,1602.2,,1671.8,1633.0,1720.7,1652.5,1598.0,1571.2,1598.2,1731.0,1635.2,,1638.0,1613.2,1577.0,,1593.3,,1621.0,1626.4,,1619.0,,1791.8,1600.0,1705.0,1567.6,1666.0,-86.7,-84.0,-93.9,-59.0,-18.0,,-52.3,-1.0,-49.9,-85.8,,-16.2,-55.0,32.7,-35.5,-90.0,-116.8,-89.8,43.0,-52.8,,-50.0,-74.8,-111.0,,-94.7,,-67.0,-61.6,,-69.0,,103.8,-88.0,17.0,-120.4,-22.0,True,False,True,True,,True,True,True,True,,True,True,True,True,False,False,False,True,True,,True,True,False,,False,,True,True,,True,,False,False,True,False,True
West Virginia,131,108.6,112.0,109.2,111.0,121.0,,128.2,124.0,108.3,111.7,,107.6,107.0,124.6,136.1,112.9,111.4,109.0,115.3,112.4,,112.1,109.8,105.0,,105.8,,110.0,107.9,,111.0,,129.8,110.0,119.0,110.6,,-22.4,-19.0,-21.8,-20.0,-10.0,,-2.8,-7.0,-22.7,-19.3,,-23.4,-24.0,-6.4,5.1,-18.1,-19.6,-22.0,-15.7,-18.6,,-18.9,-21.2,-26.0,,-25.2,,-21.0,-23.1,,-20.0,,-1.2,-21.0,-12.0,-20.4,,True,True,True,True,,True,True,False,True,,False,False,True,True,True,True,True,True,True,,True,True,False,,False,,True,False,,True,,True,True,True,True,
Wisconsin,996,981.1,989.0,986.9,976.0,1054.0,,1060.7,1001.0,961.0,1011.9,,904.4,925.0,1029.1,1109.2,980.6,950.5,975.8,975.9,933.3,971.0,912.9,997.8,916.0,,928.5,,995.0,1010.5,,980.0,954.2,1077.8,987.0,951.0,993.5,,-14.9,-7.0,-9.1,-20.0,58.0,,64.7,5.0,-35.0,15.9,,-91.6,-71.0,33.1,113.2,-15.4,-45.5,-20.2,-20.1,-62.7,-25.0,-83.1,1.8,-80.0,,-67.5,,-1.0,14.5,,-16.0,-41.8,81.8,-9.0,-45.0,-2.5,,True,True,False,False,,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,,True,True,,False,False,False,True,False,True,
Wyoming,28,25.0,28.0,27.0,28.0,25.0,,33.1,30.0,29.1,28.8,,21.4,25.0,31.5,39.5,33.2,28.0,25.2,31.6,26.8,,37.4,27.5,26.0,,24.7,,28.0,25.6,,28.0,,29.9,28.0,31.0,27.3,,-3.0,0.0,-1.0,0.0,-3.0,,5.1,2.0,1.1,0.8,,-6.6,-3.0,3.5,11.5,5.2,0.0,-2.8,3.6,-1.2,,9.4,-0.5,-2.0,,-3.3,,0.0,-2.4,,0.0,,1.9,0.0,3.0,-0.7,,True,True,True,False,,False,True,True,True,,False,False,False,False,False,True,True,False,True,,False,True,True,,False,,True,True,,True,,True,True,False,True,
US,162408,158822.6,,159141.9,159956.0,162559.0,160012.0,153885.3,159956.0,165630.0,160102.4,,158391.6,158023.0,161421.9,159874.8,153068.0,155941.8,160656.7,149303.4,160805.2,,154925.4,160304.3,162090.0,160753.6,155350.5,162067.0,160928.0,159965.2,154184.0,158893.0,156330.2,164044.5,157479.0,165761.5,159233.7,158148.0,-2864.4,,-2545.1,-1731.0,872.0,-1675.0,-7801.7,-1731.0,3943.0,-1584.6,,-3295.4,-3664.0,-265.1,-1812.2,-8619.0,-5745.2,-1030.3,-12383.6,-881.8,,-6761.6,-1382.7,403.0,-933.4,-6336.5,380.0,-759.0,-1721.8,-7503.0,-2794.0,-5356.8,2357.5,-4208.0,4074.5,-2453.3,-3539.0,,True,True,True,True,False,True,False,True,,False,False,True,True,False,False,True,False,True,,False,True,True,True,False,True,True,True,False,True,False,True,False,False,True,False
