,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47123,133,135.0,136.8,,135.0,179.0,,,,,,,53.0,185.3,79.0,,119.5,104.5,51.7,,155.0,,142.7,146.4,,,,127.0,325.4,165.8,2.0,3.8,,2.0,46.0,,,,,,,-80.0,52.3,-54.0,,-13.5,-28.5,-81.3,,22.0,,9.7,13.4,,,,-6.0,192.4,32.8,False,,False,False,,,,,,,False,False,False,,False,False,False,,False,,False,False,,,,False,False,False
47125,124,158.0,168.5,,144.0,143.0,,,,,,,220.0,199.7,223.3,,127.8,131.9,110.5,143.0,156.0,,122.7,145.9,124.0,,,144.0,266.5,241.2,34.0,44.5,,20.0,19.0,,,,,,,96.0,75.7,99.3,,3.8,7.9,-13.5,19.0,32.0,,-1.3,21.9,0.0,,,20.0,142.5,117.2,False,,True,True,,,,,,,False,False,False,,True,True,True,True,True,,True,True,True,,,True,False,False
47127,24,10.0,11.5,,9.0,7.0,,,,,,,11.0,11.8,9.8,,5.8,7.0,,7.0,24.0,,5.3,11.5,,,,7.0,15.2,20.1,-14.0,-12.5,,-15.0,-17.0,,,,,,,-13.0,-12.2,-14.2,,-18.2,-17.0,,-17.0,0.0,,-18.7,-12.5,,,,-17.0,-8.8,-3.9,True,,False,False,,,,,,,True,True,False,,False,False,,False,True,,False,True,,,,False,True,True
47129,56,29.0,31.2,,23.0,29.0,,,,,,,23.0,46.7,32.0,,12.5,20.1,9.0,21.0,1.0,,13.0,25.0,,,,28.0,81.8,52.6,-27.0,-24.8,,-33.0,-27.0,,,,,,,-33.0,-9.3,-24.0,,-43.5,-35.9,-47.0,-35.0,-55.0,,-43.0,-31.0,,,,-28.0,25.8,-3.4,True,,False,False,,,,,,,False,True,True,,False,False,False,False,False,,False,False,,,,False,True,True
47131,108,74.0,75.3,,56.0,51.0,,,,,,,72.0,81.2,65.4,,49.0,61.4,1.6,57.0,100.0,,15.2,55.8,,,,59.0,165.1,121.5,-34.0,-32.7,,-52.0,-57.0,,,,,,,-36.0,-26.8,-42.6,,-59.0,-46.6,-106.4,-51.0,-8.0,,-92.8,-52.2,,,,-49.0,57.1,13.5,True,,False,False,,,,,,,False,True,False,,False,False,False,False,True,,False,False,,,,False,False,True
47133,101,80.0,80.1,,61.0,84.0,,,,,,,20.0,145.9,46.9,,55.0,61.4,24.7,69.0,56.0,,60.5,83.0,,,,77.0,134.1,101.2,-21.0,-20.9,,-40.0,-17.0,,,,,,,-81.0,44.9,-54.1,,-46.0,-39.6,-76.3,-32.0,-45.0,,-40.5,-18.0,,,,-24.0,33.1,0.2,True,,False,True,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,False,False,True
47135,14,10.0,10.1,,8.0,7.0,,,,,,,17.0,11.2,7.7,,4.0,7.5,0.0,7.0,14.0,,14.5,8.5,,,,10.0,12.9,19.4,-4.0,-3.9,,-6.0,-7.0,,,,,,,3.0,-2.8,-6.3,,-10.0,-6.5,-14.0,-7.0,0.0,,0.5,-5.5,,,,-4.0,-1.1,5.4,True,,False,False,,,,,,,True,True,False,,False,False,False,False,True,,True,False,,,,False,True,False
47137,20,14.0,14.2,,7.0,,,,,,,,2.0,16.9,5.2,,4.9,8.3,,14.0,4.0,,5.9,,,,,17.0,17.3,19.6,-6.0,-5.8,,-13.0,,,,,,,,-18.0,-3.1,-14.8,,-15.1,-11.7,,-6.0,-16.0,,-14.1,,,,,-3.0,-2.7,-0.4,True,,False,,,,,,,,False,True,False,,False,False,,False,False,,False,,,,,True,True,True
47139,24,28.0,32.3,,23.0,23.0,,,,,,,17.0,39.7,29.3,,13.2,16.8,0.0,22.0,60.0,,17.7,24.0,,,,18.0,55.4,40.1,4.0,8.3,,-1.0,-1.0,,,,,,,-7.0,15.7,5.3,,-10.8,-7.2,-24.0,-2.0,36.0,,-6.3,0.0,,,,-6.0,31.4,16.1,False,,True,True,,,,,,,False,False,False,,False,False,False,True,False,,False,True,,,,False,False,False
47141,154,224.0,221.8,,222.0,260.0,,,,,,,135.0,246.3,100.7,,190.1,169.1,124.3,210.0,187.0,,340.6,222.2,,,,209.0,335.4,346.9,70.0,67.8,,68.0,106.0,,,,,,,-19.0,92.3,-53.3,,36.1,15.1,-29.7,56.0,33.0,,186.6,68.2,,,,55.0,181.4,192.9,True,,True,False,,,,,,,True,False,True,,True,True,True,True,True,,False,True,,,,True,False,False
47143,36,32.0,30.9,,31.0,29.0,,,,,,,41.0,42.1,47.2,,21.3,28.0,22.4,34.0,34.0,,14.8,42.0,,,,31.0,59.2,76.1,-4.0,-5.1,,-5.0,-7.0,,,,,,,5.0,6.1,11.2,,-14.7,-8.0,-13.6,-2.0,-2.0,,-21.2,6.0,,,,-5.0,23.2,40.1,False,,False,False,,,,,,,False,False,False,,False,False,False,True,True,,False,False,,,,False,False,False
47145,51,51.0,52.9,,53.0,42.0,,,,,,,54.0,74.9,80.0,,53.1,57.1,40.9,48.0,59.0,,15.6,55.7,,,,49.0,126.8,117.0,0.0,1.9,,2.0,-9.0,,,,,,,3.0,23.9,29.0,,2.1,6.1,-10.1,-3.0,8.0,,-35.5,4.7,,,,-2.0,75.8,66.0,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47147,102,137.0,127.7,,97.0,152.0,,,,,,,76.0,92.9,60.9,,96.5,98.4,12.8,131.0,376.0,,70.7,138.9,,,,151.0,229.6,252.1,35.0,25.7,,-5.0,50.0,,,,,,,-26.0,-9.1,-41.1,,-5.5,-3.6,-89.2,29.0,274.0,,-31.3,36.9,,,,49.0,127.6,150.1,True,,True,False,,,,,,,True,True,False,,True,True,False,True,False,,True,False,,,,False,False,False
47149,340,366.0,346.3,333.7,295.0,295.0,,,,,,,349.0,387.4,263.3,,288.4,279.4,96.8,363.0,317.0,,214.6,346.8,273.0,,,326.0,614.1,467.3,26.0,6.3,-6.3,-45.0,-45.0,,,,,,,9.0,47.4,-76.7,,-51.6,-60.6,-243.2,23.0,-23.0,,-125.4,6.8,-67.0,,,-14.0,274.1,127.3,True,True,False,False,,,,,,,True,False,False,,False,False,False,True,True,,False,True,False,,,True,False,False
47151,12,2.0,3.5,,3.0,4.0,,,,,,,14.0,9.6,11.2,,0.3,3.2,8.1,,0.0,,2.5,6.0,,,,2.0,9.3,13.4,-10.0,-8.5,,-9.0,-8.0,,,,,,,2.0,-2.4,-0.8,,-11.7,-8.8,-3.9,,-12.0,,-9.5,-6.0,,,,-10.0,-2.7,1.4,True,,True,True,,,,,,,True,True,True,,False,True,True,,False,,True,True,,,,False,True,True
47153,28,7.0,7.8,,8.0,7.0,,,,,,,13.0,18.7,13.2,,0.4,4.7,10.3,7.0,17.0,,9.2,8.2,,,,4.0,11.9,20.7,-21.0,-20.1,,-20.0,-21.0,,,,,,,-15.0,-9.3,-14.8,,-27.6,-23.3,-17.7,-21.0,-11.0,,-18.8,-19.8,,,,-24.0,-16.1,-7.3,True,,True,False,,,,,,,True,True,True,,False,False,True,False,True,,True,True,,,,False,True,True
47155,96,79.0,72.0,,72.0,70.0,,,,,,,101.0,124.1,121.1,,58.7,74.8,56.1,89.0,83.0,,58.6,75.6,,,,67.0,158.3,162.8,-17.0,-24.0,,-24.0,-26.0,,,,,,,5.0,28.1,25.1,,-37.3,-21.2,-39.9,-7.0,-13.0,,-37.4,-20.4,,,,-29.0,62.3,66.8,False,,False,False,,,,,,,True,False,False,,False,False,False,True,True,,False,False,,,,False,False,False
47157,792,1312.0,1412.7,992.5,1052.0,1470.0,,,,,,,1332.0,1051.5,1044.8,,1052.5,963.2,223.7,1153.0,1408.0,,647.6,1281.7,888.0,,,1195.0,2168.8,1204.4,520.0,620.7,200.5,260.0,678.0,,,,,,,540.0,259.5,252.8,,260.5,171.2,-568.3,361.0,616.0,,-144.4,489.7,96.0,,,403.0,1376.8,412.4,False,True,True,False,,,,,,,False,True,True,,True,True,False,True,False,,True,True,True,,,True,False,True
47159,52,17.0,21.2,,17.0,10.0,,,,,,,24.0,23.8,25.3,,6.6,13.5,0.0,23.0,2.0,,5.2,17.7,,,,17.0,51.2,48.0,-35.0,-30.8,,-35.0,-42.0,,,,,,,-28.0,-28.2,-26.7,,-45.4,-38.5,-52.0,-29.0,-50.0,,-46.8,-34.3,,,,-35.0,-0.8,-4.0,True,,False,False,,,,,,,True,True,True,,False,False,False,True,False,,False,True,,,,False,True,True
47161,12,6.0,6.0,,6.0,2.0,,,,,,,13.0,11.4,9.3,,5.8,4.4,,7.0,13.0,,3.3,6.2,,,,4.0,11.5,15.9,-6.0,-6.0,,-6.0,-10.0,,,,,,,1.0,-0.6,-2.7,,-6.2,-7.6,,-5.0,1.0,,-8.7,-5.8,,,,-8.0,-0.5,3.9,False,,False,False,,,,,,,True,True,True,,False,False,,True,True,,False,True,,,,False,True,True
47163,240,160.0,153.7,,153.0,154.0,,,,,,,137.0,372.7,285.5,,108.7,120.7,136.2,131.0,0.0,,97.7,151.7,157.0,,,331.0,322.0,218.6,-80.0,-86.3,,-87.0,-86.0,,,,,,,-103.0,132.7,45.5,,-131.3,-119.3,-103.8,-109.0,-240.0,,-142.3,-88.3,-83.0,,,91.0,82.0,-21.4,False,,False,False,,,,,,,False,False,True,,False,False,False,False,False,,False,False,False,,,False,False,True
47165,195,205.0,204.8,,176.0,189.0,,,,,,,181.0,196.7,187.5,,166.3,171.2,56.7,201.0,284.0,,144.6,184.8,165.0,,,201.0,386.1,378.8,10.0,9.8,,-19.0,-6.0,,,,,,,-14.0,1.7,-7.5,,-28.7,-23.8,-138.3,6.0,89.0,,-50.4,-10.2,-30.0,,,6.0,191.1,183.8,True,,False,True,,,,,,,False,True,True,,False,False,False,True,False,,False,False,False,,,True,False,False
47167,84,139.0,142.6,,121.0,201.0,,,,,,,121.0,135.0,65.4,,92.1,99.7,9.7,120.0,155.0,,79.5,137.9,,,,141.0,220.2,261.3,55.0,58.6,,37.0,117.0,,,,,,,37.0,51.0,-18.6,,8.1,15.7,-74.3,36.0,71.0,,-4.5,53.9,,,,57.0,136.2,177.3,False,,True,False,,,,,,,True,True,True,,True,True,False,True,False,,True,True,,,,False,False,False
47169,13,25.0,25.5,,17.0,,,,,,,,28.0,4.4,6.3,,8.4,14.5,0.3,47.0,,,40.9,20.4,,,,33.0,26.2,97.5,12.0,12.5,,4.0,,,,,,,,15.0,-8.6,-6.7,,-4.6,1.5,-12.7,34.0,,,27.9,7.4,,,,20.0,13.2,84.5,False,,True,,,,,,,,False,True,True,,True,True,False,False,,,False,True,,,,False,False,False
47171,16,14.0,13.1,,13.0,14.0,,,,,,,20.0,26.6,5.2,,2.4,9.0,0.0,13.0,0.0,,5.6,14.6,,,,17.0,28.4,26.8,-2.0,-2.9,,-3.0,-2.0,,,,,,,4.0,10.6,-10.8,,-13.6,-7.0,-16.0,-3.0,-16.0,,-10.4,-1.4,,,,1.0,12.4,10.8,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,True,False,False
47173,24,20.0,20.8,,19.0,15.0,,,,,,,20.0,35.1,31.1,,5.9,14.0,18.9,14.0,20.0,,0.0,18.6,,,,17.0,36.4,38.4,-4.0,-3.2,,-5.0,-9.0,,,,,,,-4.0,11.1,7.1,,-18.1,-10.0,-5.1,-10.0,-4.0,,-24.0,-5.4,,,,-7.0,12.4,14.4,True,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47175,39,19.0,16.7,,13.0,16.0,,,,,,,6.0,31.5,6.8,,4.8,10.3,,,10.0,,0.2,16.8,,,,20.0,20.7,29.8,-20.0,-22.3,,-26.0,-23.0,,,,,,,-33.0,-7.5,-32.2,,-34.2,-28.7,,,-29.0,,-38.8,-22.2,,,,-19.0,-18.3,-9.2,False,,False,False,,,,,,,False,True,False,,False,False,,,False,,False,False,,,,True,True,True
47177,70,126.0,128.8,,108.0,132.0,,,,,,,68.0,165.5,89.5,,108.1,103.2,31.3,91.0,84.0,,76.0,111.1,,,,110.0,250.4,148.9,56.0,58.8,,38.0,62.0,,,,,,,-2.0,95.5,19.5,,38.1,33.2,-38.7,21.0,14.0,,6.0,41.1,,,,40.0,180.4,78.9,False,,True,False,,,,,,,True,False,True,,True,True,True,True,True,,True,True,,,,True,False,False
47179,165,145.0,145.8,,139.0,142.0,,,,,,,136.0,156.3,179.6,,101.0,110.9,108.0,115.0,218.0,,100.3,161.7,150.0,,,133.0,257.8,179.9,-20.0,-19.2,,-26.0,-23.0,,,,,,,-29.0,-8.7,14.6,,-64.0,-54.1,-57.0,-50.0,53.0,,-64.7,-3.3,-15.0,,,-32.0,92.8,14.9,True,,False,False,,,,,,,False,True,True,,False,False,False,False,False,,False,True,True,,,False,False,True
47181,1204,44.0,43.5,,43.0,0.0,,,,,,,40.0,41.3,5.0,,44.3,51.8,13.8,39.0,56.0,,94.7,43.8,,,,44.0,53.2,63.8,-1160.0,-1160.5,,-1161.0,-1204.0,,,,,,,-1164.0,-1162.7,-1199.0,,-1159.7,-1152.2,-1190.2,-1165.0,-1148.0,,-1109.3,-1160.2,,,,-1160.0,-1150.8,-1140.2,False,,False,False,,,,,,,False,False,False,,True,True,False,False,True,,True,False,,,,False,True,True
47183,130,121.0,124.9,,84.0,84.0,,,,,,,81.0,165.3,87.9,,77.8,77.0,0.0,87.0,107.0,,92.8,256.1,,,,103.0,189.1,129.4,-9.0,-5.1,,-46.0,-46.0,,,,,,,-49.0,35.3,-42.1,,-52.2,-53.0,-130.0,-43.0,-23.0,,-37.2,126.1,,,,-27.0,59.1,-0.6,True,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,True
47185,67,136.0,145.8,,131.0,139.0,,,,,,,29.0,187.4,57.4,,130.6,95.1,24.5,122.0,113.0,,164.3,118.2,,,,126.0,241.4,163.4,69.0,78.8,,64.0,72.0,,,,,,,-38.0,120.4,-9.6,,63.6,28.1,-42.5,55.0,46.0,,97.3,51.2,,,,59.0,174.4,96.4,False,,True,False,,,,,,,True,False,True,,True,True,True,True,True,,False,True,,,,True,False,False
47187,214,232.0,243.4,,189.0,182.0,,,,,,,253.0,273.6,248.7,,162.9,163.9,92.0,214.0,96.0,,104.9,194.2,164.0,,,217.0,456.1,414.4,18.0,29.4,,-25.0,-32.0,,,,,,,39.0,59.6,34.7,,-51.1,-50.1,-122.0,0.0,-118.0,,-109.1,-19.8,-50.0,,,3.0,242.1,200.4,False,,False,False,,,,,,,False,False,False,,False,False,False,True,False,,False,False,False,,,True,False,False
47189,202,164.0,169.6,,146.0,142.0,,,,,,,139.0,188.0,157.1,,152.0,150.6,63.2,152.0,194.0,,109.7,152.5,128.0,,,155.0,301.4,298.5,-38.0,-32.4,,-56.0,-60.0,,,,,,,-63.0,-14.0,-44.9,,-50.0,-51.4,-138.8,-50.0,-8.0,,-92.3,-49.5,-74.0,,,-47.0,99.4,96.5,True,,False,False,,,,,,,False,True,False,,False,False,False,False,True,,False,False,False,,,False,False,False
48001,60,77.0,65.9,,35.0,0.0,,,,,,,207.0,46.9,36.0,,2.0,34.8,7.2,,72.0,,5.8,70.3,,,,65.0,83.2,173.6,17.0,5.9,,-25.0,-60.0,,,,,,,147.0,-13.1,-24.0,,-58.0,-25.2,-52.8,,12.0,,-54.2,10.3,,,,5.0,23.2,113.6,True,,False,False,,,,,,,False,True,False,,False,False,False,,True,,False,True,,,,True,False,False
48003,26,6.0,7.0,,6.0,12.0,,,,,,,23.0,12.7,10.2,,2.2,3.9,0.0,9.0,5.0,,1.2,8.4,,,,5.0,18.3,25.6,-20.0,-19.0,,-20.0,-14.0,,,,,,,-3.0,-13.3,-15.8,,-23.8,-22.1,-26.0,-17.0,-21.0,,-24.8,-17.6,,,,-21.0,-7.7,-0.4,True,,False,True,,,,,,,True,True,True,,False,False,False,True,False,,False,True,,,,False,True,True
48005,11,49.0,48.8,,44.0,34.0,,,,,,,168.0,47.1,57.0,,17.1,15.2,44.9,55.0,65.0,,36.1,46.5,,,,32.0,84.2,99.0,38.0,37.8,,33.0,23.0,,,,,,,157.0,36.1,46.0,,6.1,4.2,33.9,44.0,54.0,,25.1,35.5,,,,21.0,73.2,88.0,True,,True,True,,,,,,,False,True,False,,True,True,True,False,False,,True,True,,,,True,False,False
48007,89,11.0,10.9,,10.0,7.0,,,,,,,8.0,22.1,23.4,,4.4,8.6,14.1,10.0,16.0,,1.3,10.2,,,,12.0,15.4,32.7,-78.0,-78.1,,-79.0,-82.0,,,,,,,-81.0,-66.9,-65.6,,-84.6,-80.4,-74.9,-79.0,-73.0,,-87.7,-78.8,,,,-77.0,-73.6,-56.3,False,,False,False,,,,,,,False,True,True,,False,False,True,False,True,,False,False,,,,True,True,True
48009,11,10.0,10.2,,8.0,7.0,,,,,,,2.0,18.1,10.5,,0.6,4.3,,,0.0,,10.6,8.5,,,,13.0,14.8,18.6,-1.0,-0.8,,-3.0,-4.0,,,,,,,-9.0,7.1,-0.5,,-10.4,-6.7,,,-11.0,,-0.4,-2.5,,,,2.0,3.8,7.6,True,,False,False,,,,,,,False,False,True,,False,False,,,False,,True,False,,,,False,False,False
48011,0,1.0,0.9,,0.0,0.0,,,,,,,0.0,3.6,0.6,,0.1,0.0,,0.0,1.0,,0.2,1.1,,,,2.0,1.5,4.8,1.0,0.9,,0.0,0.0,,,,,,,0.0,3.6,0.6,,0.1,0.0,,0.0,1.0,,0.2,1.1,,,,2.0,1.5,4.8,True,,True,True,,,,,,,True,False,True,,True,True,,True,False,,True,False,,,,False,False,False
48013,8,24.0,22.0,,24.0,35.0,,,,,,,41.0,46.8,49.9,,8.1,15.4,38.7,28.0,0.0,,23.9,22.4,,,,28.0,45.3,50.1,16.0,14.0,,16.0,27.0,,,,,,,33.0,38.8,41.9,,0.1,7.4,30.7,20.0,-8.0,,15.9,14.4,,,,20.0,37.3,42.1,True,,False,False,,,,,,,False,False,False,,True,True,False,False,True,,True,True,,,,False,False,False
48015,27,42.0,43.1,,39.0,48.0,,,,,,,38.0,61.5,36.0,,11.1,25.3,61.9,15.0,94.0,,24.7,38.9,,,,36.0,81.4,43.1,15.0,16.1,,12.0,21.0,,,,,,,11.0,34.5,9.0,,-15.9,-1.7,34.9,-12.0,67.0,,-2.3,11.9,,,,9.0,54.4,16.1,False,,True,False,,,,,,,True,False,True,,False,True,False,True,False,,True,True,,,,True,False,False
48017,1,6.0,6.4,,5.0,7.0,,,,,,,4.0,4.8,8.0,,0.8,2.8,0.0,7.0,6.0,,3.0,5.7,,,,4.0,10.6,13.8,5.0,5.4,,4.0,6.0,,,,,,,3.0,3.8,7.0,,-0.2,1.8,-1.0,6.0,5.0,,2.0,4.7,,,,3.0,9.6,12.8,False,,True,False,,,,,,,True,True,False,,True,True,True,False,False,,True,True,,,,True,False,False
48019,0,3.0,2.7,,3.0,0.0,,,,,,,8.0,16.7,10.6,,0.2,0.8,7.2,,0.0,,0.4,2.6,,,,4.0,6.3,15.6,3.0,2.7,,3.0,0.0,,,,,,,8.0,16.7,10.6,,0.2,0.8,7.2,,0.0,,0.4,2.6,,,,4.0,6.3,15.6,True,,False,True,,,,,,,False,False,False,,True,True,False,,True,,True,True,,,,False,False,False
48021,59,57.0,55.5,,55.0,79.0,,,,,,,85.0,59.7,61.2,,21.3,38.3,46.1,54.0,47.0,,12.1,62.3,,,,57.0,101.1,105.3,-2.0,-3.5,,-4.0,20.0,,,,,,,26.0,0.7,2.2,,-37.7,-20.7,-12.9,-5.0,-12.0,,-46.9,3.3,,,,-2.0,42.1,46.3,False,,False,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,False,False
48023,0,4.0,3.5,,2.0,0.0,,,,,,,1.0,4.0,1.5,,,0.1,,,7.0,,2.8,,,,,3.0,2.6,10.6,4.0,3.5,,2.0,0.0,,,,,,,1.0,4.0,1.5,,,0.1,,,7.0,,2.8,,,,,3.0,2.6,10.6,True,,True,True,,,,,,,True,False,True,,,True,,,False,,True,,,,,True,True,False
48025,201,135.0,100.3,,76.0,107.0,,,,,,,76.0,38.7,93.7,,108.5,64.0,0.0,116.0,468.0,,34.6,144.5,,,,11.0,341.4,170.9,-66.0,-100.7,,-125.0,-94.0,,,,,,,-125.0,-162.3,-107.3,,-92.5,-137.0,-201.0,-85.0,267.0,,-166.4,-56.5,,,,-190.0,140.4,-30.1,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,False,False,True
48027,219,234.0,254.8,,210.0,200.0,,,,,,,314.0,248.1,277.3,,128.1,141.9,192.8,250.0,253.0,,219.8,228.1,165.0,,,203.0,374.2,347.7,15.0,35.8,,-9.0,-19.0,,,,,,,95.0,29.1,58.3,,-90.9,-77.1,-26.2,31.0,34.0,,0.8,9.1,-54.0,,,-16.0,155.2,128.7,False,,True,False,,,,,,,False,False,False,,False,False,False,False,False,,True,True,False,,,False,False,False
48029,1024,1477.0,1616.2,1203.8,1096.0,1758.0,,,,,,,1484.0,1095.9,1072.0,,1056.6,947.1,455.5,1323.0,2530.0,,215.5,2052.9,728.0,,,1222.0,3129.0,1678.3,453.0,592.2,179.8,72.0,734.0,,,,,,,460.0,71.9,48.0,,32.6,-76.9,-568.5,299.0,1506.0,,-808.5,1028.9,-296.0,,,198.0,2105.0,654.3,False,True,True,False,,,,,,,False,True,True,,True,True,False,True,False,,False,False,True,,,True,False,False
48031,8,0.0,0.0,,3.0,3.0,,,,,,,5.0,7.5,4.9,,5.0,0.2,12.4,0.0,2.0,,3.9,0.3,,,,0.0,4.7,12.0,-8.0,-8.0,,-5.0,-5.0,,,,,,,-3.0,-0.5,-3.1,,-3.0,-7.8,4.4,-8.0,-6.0,,-4.2,-7.7,,,,-8.0,-3.3,4.0,False,,True,True,,,,,,,True,True,True,,True,True,True,False,True,,True,True,,,,False,True,True
48033,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.9,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,1.0,1.7,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.9,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,1.0,1.7,True,,True,True,,,,,,,True,False,True,,,True,,True,True,,True,,,,,,False,False
48035,26,19.0,17.0,,13.0,13.0,,,,,,,11.0,25.8,27.7,,7.4,13.0,22.8,17.0,25.0,,12.0,19.3,,,,17.0,38.8,32.2,-7.0,-9.0,,-13.0,-13.0,,,,,,,-15.0,-0.2,1.7,,-18.6,-13.0,-3.2,-9.0,-1.0,,-14.0,-6.7,,,,-9.0,12.8,6.2,False,,False,False,,,,,,,False,True,True,,False,False,True,False,True,,False,True,,,,False,False,True
48037,129,111.0,113.1,,106.0,164.0,,,,,,,138.0,76.6,83.2,,36.4,41.7,38.6,106.0,318.0,,288.3,106.5,,,,141.0,134.1,82.4,-18.0,-15.9,,-23.0,35.0,,,,,,,9.0,-52.4,-45.8,,-92.6,-87.3,-90.4,-23.0,189.0,,159.3,-22.5,,,,12.0,5.1,-46.6,True,,False,False,,,,,,,True,False,False,,False,False,False,False,False,,False,False,,,,True,True,False
48039,451,615.0,535.2,499.5,549.0,549.0,,,,,,,738.0,553.3,490.3,,620.2,570.6,346.8,570.0,663.0,,439.1,573.6,450.0,,,524.0,1079.1,1053.4,164.0,84.2,48.5,98.0,98.0,,,,,,,287.0,102.3,39.3,,169.2,119.6,-104.2,119.0,212.0,,-11.9,122.6,-1.0,,,73.0,628.1,602.4,True,True,True,True,,,,,,,False,True,True,,False,True,True,True,False,,True,True,True,,,True,False,False
48041,538,352.0,367.3,,316.0,596.0,,,,,,,490.0,249.3,122.6,,322.1,317.9,85.4,280.0,298.0,,27.4,307.0,314.0,,,424.0,477.2,446.3,-186.0,-170.7,,-222.0,58.0,,,,,,,-48.0,-288.7,-415.4,,-215.9,-220.1,-452.6,-258.0,-240.0,,-510.6,-231.0,-224.0,,,-114.0,-60.8,-91.7,True,,False,True,,,,,,,True,False,False,,False,False,False,False,False,,False,False,False,,,True,True,True
48043,12,2.0,2.2,,2.0,0.0,,,,,,,19.0,2.4,2.3,,0.0,0.2,0.0,,0.0,,5.1,3.0,,,,6.0,2.9,10.1,-10.0,-9.8,,-10.0,-12.0,,,,,,,7.0,-9.6,-9.7,,-12.0,-11.8,-12.0,,-12.0,,-6.9,-9.0,,,,-6.0,-9.1,-1.9,True,,False,False,,,,,,,True,True,True,,False,False,False,,False,,True,True,,,,True,True,True
48045,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.1,0.1,,0.1,0.0,,0.0,0.0,,0.0,,,,,0.0,1.7,3.1,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.1,0.1,,0.1,0.0,,0.0,0.0,,0.0,,,,,0.0,1.7,3.1,False,,True,True,,,,,,,True,False,False,,False,False,,True,True,,True,,,,,True,False,False
48047,63,19.0,16.5,,18.0,26.0,,,,,,,11.0,88.2,22.2,,14.4,17.7,0.8,14.0,16.0,,8.5,18.6,,,,24.0,49.4,29.6,-44.0,-46.5,,-45.0,-37.0,,,,,,,-52.0,25.2,-40.8,,-48.6,-45.3,-62.2,-49.0,-47.0,,-54.5,-44.4,,,,-39.0,-13.6,-33.4,False,,False,True,,,,,,,False,True,True,,False,False,False,False,False,,False,False,,,,True,True,True
