,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
16079,190,48.0,,,,,93.0,,,,327.2,-142.0,,,,,-97.0,,,,137.2,,,,,True,,,,True
16081,100,56.0,,,,,102.0,,,,251.0,-44.0,,,,,2.0,,,,151.0,,,,,True,,,,False
16083,918,1232.0,409.7,,,,991.0,415.1,2061.4,,1196.7,314.0,-508.3,,,,73.0,-502.9,1143.4,,278.7,False,,,,True,False,False,,True
16085,61,56.0,,,,,24.0,,,,10.4,-5.0,,,,,-37.0,,,,-50.6,,,,,False,,,,False
16087,162,136.0,,,,,622.0,97.6,,,74.6,-26.0,,,,,460.0,-64.4,,,-87.4,,,,,False,False,,,False
17001,653,432.0,124.7,,,,455.0,353.1,,,1475.6,-221.0,-528.3,,,,-198.0,-299.9,,,822.6,False,,,,True,False,,,False
17003,26,16.0,,,,,9.0,,,,259.4,-10.0,,,,,-17.0,,,,233.4,,,,,False,,,,False
17005,184,32.0,,,,,42.0,,,,71.0,-152.0,,,,,-142.0,,,,-113.0,,,,,True,,,,True
17007,279,216.0,784.1,,,,376.0,126.4,174.4,,241.4,-63.0,505.1,,,,97.0,-152.6,-104.6,,-37.6,False,,,,False,False,False,,True
17009,16,0.0,,,,,38.0,,,,0.0,-16.0,,,,,22.0,,,,-16.0,,,,,False,,,,False
17011,400,56.0,,,,,61.0,,,,493.9,-344.0,,,,,-339.0,,,,93.9,,,,,True,,,,True
17013,34,0.0,,,,,6.0,,,,0.0,-34.0,,,,,-28.0,,,,-34.0,,,,,True,,,,False
17015,131,0.0,,,,,62.0,,,,0.0,-131.0,,,,,-69.0,,,,-131.0,,,,,True,,,,False
17017,197,16.0,,,,,90.0,74.5,,,6.0,-181.0,,,,,-107.0,-122.5,,,-191.0,,,,,True,True,,,False
17019,2333,792.0,766.2,,,,897.0,603.9,693.0,,1299.2,-1541.0,-1566.8,,,,-1436.0,-1729.1,-1640.0,,-1033.8,False,,,,True,False,False,,True
17021,218,40.0,,,,,80.0,,,,536.4,-178.0,,,,,-138.0,,,,318.4,,,,,True,,,,False
17023,83,200.0,,,,,59.0,,,,725.3,117.0,,,,,-24.0,,,,642.3,,,,,True,,,,False
17025,107,24.0,,,,,8.0,,,,644.2,-83.0,,,,,-99.0,,,,537.2,,,,,False,,,,False
17027,586,48.0,,,,,152.0,73.5,,,24.4,-538.0,,,,,-434.0,-512.5,,,-561.6,,,,,True,True,,,False
17029,926,144.0,345.3,,,,473.0,124.7,,,270.5,-782.0,-580.7,,,,-453.0,-801.3,,,-655.5,True,,,,True,False,,,True
17031,35478,23184.0,36974.5,,,,13095.0,3798.3,28366.3,,58775.1,-12294.0,1496.5,,,,-22383.0,-31679.7,-7111.7,,23297.1,True,,,,False,False,True,,False
17033,131,16.0,,,,,69.0,,,,912.9,-115.0,,,,,-62.0,,,,781.9,,,,,True,,,,False
17035,132,104.0,,,,,37.0,,,,498.1,-28.0,,,,,-95.0,,,,366.1,,,,,False,,,,False
17037,578,520.0,583.3,,,,445.0,212.5,310.8,,3050.0,-58.0,5.3,,,,-133.0,-365.5,-267.2,,2472.0,True,,,,False,False,False,,False
17039,45,56.0,,,,,24.0,,,,432.3,11.0,,,,,-21.0,,,,387.3,,,,,False,,,,False
17041,177,56.0,,,,,60.0,,,,845.7,-121.0,,,,,-117.0,,,,668.7,,,,,True,,,,False
17043,5606,2992.0,784.7,,,,3900.0,666.3,6236.3,,5826.3,-2614.0,-4821.3,,,,-1706.0,-4939.7,630.3,,220.3,False,,,,True,False,True,,True
17045,88,72.0,,,,,41.0,,,,808.2,-16.0,,,,,-47.0,,,,720.2,,,,,False,,,,False
17047,41,24.0,,,,,8.0,,,,314.1,-17.0,,,,,-33.0,,,,273.1,,,,,False,,,,False
17049,614,104.0,,,,,118.0,,,,1500.4,-510.0,,,,,-496.0,,,,886.4,,,,,True,,,,False
17051,178,8.0,,,,,36.0,,,,1008.3,-170.0,,,,,-142.0,,,,830.3,,,,,True,,,,False
17053,53,40.0,,,,,43.0,,,,6.3,-13.0,,,,,-10.0,,,,-46.7,,,,,True,,,,False
17055,333,136.0,,,,,37.0,,,,345.6,-197.0,,,,,-296.0,,,,12.6,,,,,False,,,,True
17057,89,8.0,,,,,26.0,,,,1453.4,-81.0,,,,,-63.0,,,,1364.4,,,,,True,,,,False
17059,61,32.0,,,,,2.0,,,,68.3,-29.0,,,,,-59.0,,,,7.3,,,,,False,,,,True
17061,150,0.0,,,,,52.0,,,,0.0,-150.0,,,,,-98.0,,,,-150.0,,,,,True,,,,False
17063,351,176.0,263.4,,,,197.0,192.5,,,1181.1,-175.0,-87.6,,,,-154.0,-158.5,,,830.1,True,,,,True,True,,,False
17065,42,16.0,,,,,11.0,,,,5.2,-26.0,,,,,-31.0,,,,-36.8,,,,,False,,,,False
17067,138,8.0,,,,,21.0,,,,104.9,-130.0,,,,,-117.0,,,,-33.1,,,,,True,,,,True
17069,20,8.0,,,,,0.0,,,,188.7,-12.0,,,,,-20.0,,,,168.7,,,,,False,,,,False
17071,44,0.0,,,,,8.0,,,,0.0,-44.0,,,,,-36.0,,,,-44.0,,,,,True,,,,False
17073,416,128.0,,,,,173.0,131.5,,,1138.7,-288.0,,,,,-243.0,-284.5,,,722.7,,,,,True,True,,,False
17075,151,112.0,,,,,83.0,92.4,,,310.1,-39.0,,,,,-68.0,-58.6,,,159.1,,,,,False,False,,,False
17077,692,120.0,215.2,,,,201.0,30.0,69.3,,1558.4,-572.0,-476.8,,,,-491.0,-662.0,-622.7,,866.4,True,,,,True,False,False,,False
17079,113,0.0,,,,,35.0,,,,0.0,-113.0,,,,,-78.0,,,,-113.0,,,,,True,,,,True
17081,373,64.0,,,,,105.0,3.2,,,1605.3,-309.0,,,,,-268.0,-369.8,,,1232.3,,,,,True,False,,,False
17083,277,40.0,,,,,77.0,,,,989.3,-237.0,,,,,-200.0,,,,712.3,,,,,True,,,,False
17085,142,72.0,,,,,102.0,,,,726.4,-70.0,,,,,-40.0,,,,584.4,,,,,True,,,,False
17087,101,56.0,,,,,10.0,,,,592.0,-45.0,,,,,-91.0,,,,491.0,,,,,False,,,,False
17089,3582,2072.0,6502.6,,,,2570.0,492.9,1255.7,,5651.4,-1510.0,2920.6,,,,-1012.0,-3089.1,-2326.3,,2069.4,False,,,,True,False,False,,False
17091,957,880.0,755.8,,,,585.0,277.6,550.0,,3350.7,-77.0,-201.2,,,,-372.0,-679.4,-407.0,,2393.7,False,,,,False,False,False,,False
17093,677,472.0,327.4,,,,527.0,210.4,488.3,,1986.4,-205.0,-349.6,,,,-150.0,-466.6,-188.7,,1309.4,False,,,,True,False,True,,False
17095,316,248.0,92.7,,,,247.0,136.2,,,1341.5,-68.0,-223.3,,,,-69.0,-179.8,,,1025.5,False,,,,False,False,,,False
17097,4833,3192.0,3628.5,,,,4672.0,761.5,3221.3,,8356.6,-1641.0,-1204.5,,,,-161.0,-4071.5,-1611.7,,3523.6,True,,,,True,False,True,,False
17099,1122,232.0,239.5,,,,221.0,279.0,258.1,,1266.8,-890.0,-882.5,,,,-901.0,-843.0,-863.9,,144.8,True,,,,False,True,True,,True
17101,184,40.0,,,,,43.0,,,,766.3,-144.0,,,,,-141.0,,,,582.3,,,,,True,,,,False
17103,170,32.0,,,,,159.0,47.3,,,1.1,-138.0,,,,,-11.0,-122.7,,,-168.9,,,,,True,True,,,False
17105,177,16.0,,,,,49.0,,,,0.8,-161.0,,,,,-128.0,,,,-176.2,,,,,True,,,,False
17107,291,24.0,,,,,25.0,,,,39.1,-267.0,,,,,-266.0,,,,-251.9,,,,,True,,,,True
17109,210,32.0,,,,,141.0,19.7,,,1284.1,-178.0,,,,,-69.0,-190.3,,,1074.1,,,,,True,False,,,False
17111,1812,1160.0,883.0,,,,1179.0,332.3,1255.4,,5338.9,-652.0,-929.0,,,,-633.0,-1479.7,-556.6,,3526.9,False,,,,True,False,True,,False
17113,2235,336.0,171.5,,,,377.0,387.1,272.9,,1237.3,-1899.0,-2063.4,,,,-1858.0,-1847.9,-1962.1,,-997.7,False,,,,True,True,False,,True
17115,844,128.0,97.4,,,,317.0,56.4,102.4,,3186.0,-716.0,-746.5,,,,-527.0,-787.6,-741.6,,2342.0,False,,,,True,False,False,,False
17117,324,96.0,,,,,78.0,,,,873.1,-228.0,,,,,-246.0,,,,549.1,,,,,False,,,,False
17119,3281,1280.0,1245.1,,,,1444.0,734.4,1837.7,,5130.8,-2001.0,-2035.9,,,,-1837.0,-2546.6,-1443.3,,1849.8,False,,,,True,False,True,,True
17121,257,64.0,,,,,117.0,,,,762.8,-193.0,,,,,-140.0,,,,505.8,,,,,True,,,,False
17123,43,16.0,,,,,12.0,,,,0.1,-27.0,,,,,-31.0,,,,-42.9,,,,,False,,,,False
17125,73,16.0,,,,,19.0,,,,54.3,-57.0,,,,,-54.0,,,,-18.7,,,,,True,,,,True
17127,58,8.0,,,,,22.0,,,,1.7,-50.0,,,,,-36.0,,,,-56.3,,,,,True,,,,False
17129,51,56.0,,,,,22.0,,,,577.0,5.0,,,,,-29.0,,,,526.0,,,,,False,,,,False
17131,87,48.0,,,,,37.0,,,,294.6,-39.0,,,,,-50.0,,,,207.6,,,,,False,,,,False
17133,358,208.0,,,,,95.0,201.6,,,1252.1,-150.0,,,,,-263.0,-156.4,,,894.1,,,,,False,False,,,False
17135,195,200.0,,,,,78.0,,,,713.3,5.0,,,,,-117.0,,,,518.3,,,,,False,,,,False
17137,441,32.0,,,,,166.0,60.1,,,14.2,-409.0,,,,,-275.0,-380.9,,,-426.8,,,,,True,True,,,False
17139,157,40.0,,,,,34.0,,,,657.5,-117.0,,,,,-123.0,,,,500.5,,,,,False,,,,False
17141,221,216.0,62.7,,,,213.0,141.9,,,851.8,-5.0,-158.3,,,,-8.0,-79.1,,,630.8,False,,,,False,False,,,False
17143,1937,744.0,1291.1,,,,1028.0,832.1,732.7,,3562.9,-1193.0,-645.9,,,,-909.0,-1104.9,-1204.3,,1625.9,True,,,,True,True,False,,False
17145,248,40.0,,,,,32.0,,,,14.5,-208.0,,,,,-216.0,,,,-233.5,,,,,False,,,,False
17147,81,8.0,,,,,21.0,,,,666.7,-73.0,,,,,-60.0,,,,585.7,,,,,True,,,,False
17149,73,24.0,,,,,16.0,,,,159.7,-49.0,,,,,-57.0,,,,86.7,,,,,False,,,,False
17151,23,0.0,,,,,0.0,,,,0.0,-23.0,,,,,-23.0,,,,-23.0,,,,,False,,,,False
17153,53,64.0,,,,,33.0,,,,72.3,11.0,,,,,-20.0,,,,19.3,,,,,False,,,,False
17155,22,0.0,,,,,1.0,,,,0.0,-22.0,,,,,-21.0,,,,-22.0,,,,,True,,,,False
17157,485,176.0,,,,,147.0,9.8,,,1220.3,-309.0,,,,,-338.0,-475.2,,,735.3,,,,,False,False,,,False
17159,71,40.0,,,,,48.0,,,,759.1,-31.0,,,,,-23.0,,,,688.1,,,,,True,,,,False
17161,1193,1208.0,708.3,,,,1419.0,447.8,1830.9,,1371.6,15.0,-484.7,,,,226.0,-745.2,637.9,,178.6,False,,,,False,False,False,,False
17163,3382,2216.0,2281.6,,,,1658.0,1081.2,2095.3,,6489.9,-1166.0,-1100.4,,,,-1724.0,-2300.8,-1286.7,,3107.9,True,,,,False,False,False,,False
17165,167,56.0,,,,,41.0,,,,1157.0,-111.0,,,,,-126.0,,,,990.0,,,,,False,,,,False
17167,1451,584.0,263.4,,,,737.0,307.2,644.2,,6123.0,-867.0,-1187.6,,,,-714.0,-1143.8,-806.8,,4672.0,False,,,,True,False,True,,False
17169,18,0.0,,,,,18.0,,,,0.0,-18.0,,,,,0.0,,,,-18.0,,,,,True,,,,False
17171,51,0.0,,,,,7.0,,,,0.0,-51.0,,,,,-44.0,,,,-51.0,,,,,True,,,,False
17173,228,8.0,,,,,23.0,,,,173.4,-220.0,,,,,-205.0,,,,-54.6,,,,,True,,,,True
17175,34,16.0,,,,,9.0,,,,0.3,-18.0,,,,,-25.0,,,,-33.7,,,,,False,,,,False
17177,116,56.0,,,,,296.0,97.4,,,10.1,-60.0,,,,,180.0,-18.6,,,-105.9,,,,,False,True,,,False
17179,1104,184.0,187.2,,,,268.0,444.4,,,360.3,-920.0,-916.8,,,,-836.0,-659.6,,,-743.7,True,,,,True,True,,,True
17181,241,88.0,,,,,80.0,18.4,,,275.8,-153.0,,,,,-161.0,-222.6,,,34.8,,,,,False,False,,,True
17183,308,96.0,0.0,,,,178.0,,,,552.9,-212.0,-308.0,,,,-130.0,,,,244.9,False,,,,True,,,,False
17185,103,8.0,,,,,56.0,,,,0.2,-95.0,,,,,-47.0,,,,-102.8,,,,,True,,,,False
17187,121,48.0,,,,,134.0,41.5,,,3.4,-73.0,,,,,13.0,-79.5,,,-117.6,,,,,True,False,,,False
17189,103,32.0,,,,,13.0,,,,2.5,-71.0,,,,,-90.0,,,,-100.5,,,,,False,,,,False
17191,116,32.0,,,,,27.0,,,,449.3,-84.0,,,,,-89.0,,,,333.3,,,,,False,,,,False
17193,131,32.0,,,,,10.0,,,,87.9,-99.0,,,,,-121.0,,,,-43.1,,,,,False,,,,True
17195,368,128.0,83.3,,,,318.0,121.4,,,301.6,-240.0,-284.7,,,,-50.0,-246.6,,,-66.4,False,,,,True,False,,,True
17197,4966,2720.0,5548.7,,,,2545.0,736.7,2142.5,,5384.0,-2246.0,582.7,,,,-2421.0,-4229.3,-2823.5,,418.0,True,,,,False,False,False,,True
17199,871,232.0,364.9,,,,237.0,273.2,,,2100.1,-639.0,-506.1,,,,-634.0,-597.8,,,1229.1,True,,,,True,True,,,False
17201,1313,576.0,130.8,,,,1439.0,183.1,445.7,,169.7,-737.0,-1182.2,,,,126.0,-1129.9,-867.3,,-1143.3,False,,,,True,False,False,,False
17203,273,88.0,,,,,58.0,,,,1874.1,-185.0,,,,,-215.0,,,,1601.1,,,,,False,,,,False
18001,145,0.0,,,,,15.0,,,,0.0,-145.0,,,,,-130.0,,,,-145.0,,,,,True,,,,True
18003,2311,1616.0,4582.4,,,,2468.0,334.9,1337.5,,2302.8,-695.0,2271.4,,,,157.0,-1976.1,-973.5,,-8.2,False,,,,True,False,False,,True
18005,488,120.0,193.5,,,,342.0,32.5,92.2,,404.4,-368.0,-294.5,,,,-146.0,-455.5,-395.8,,-83.6,True,,,,True,False,False,,True
18007,34,24.0,,,,,10.0,,,,252.1,-10.0,,,,,-24.0,,,,218.1,,,,,False,,,,False
18009,42,24.0,,,,,10.0,,,,9.7,-18.0,,,,,-32.0,,,,-32.3,,,,,False,,,,False
18011,403,360.0,187.7,,,,349.0,256.2,250.2,,1783.0,-43.0,-215.3,,,,-54.0,-146.8,-152.8,,1380.0,False,,,,False,False,False,,False
18013,48,40.0,,,,,10.0,,,,648.9,-8.0,,,,,-38.0,,,,600.9,,,,,False,,,,False
18015,147,32.0,,,,,53.0,25.6,,,518.6,-115.0,,,,,-94.0,-121.4,,,371.6,,,,,True,False,,,False
18017,247,48.0,,,,,608.0,5.5,,,112.7,-199.0,,,,,361.0,-241.5,,,-134.3,,,,,False,False,,,True
18019,1152,440.0,244.3,,,,318.0,87.0,310.3,,2234.4,-712.0,-907.7,,,,-834.0,-1065.0,-841.7,,1082.4,False,,,,False,False,False,,False
18021,184,32.0,,,,,63.0,,,,930.1,-152.0,,,,,-121.0,,,,746.1,,,,,True,,,,False
18023,280,16.0,,,,,147.0,38.1,,,1.5,-264.0,,,,,-133.0,-241.9,,,-278.5,,,,,True,True,,,False
18025,41,24.0,,,,,2.0,,,,4.2,-17.0,,,,,-39.0,,,,-36.8,,,,,False,,,,False
18027,387,64.0,,,,,110.0,56.2,,,22.0,-323.0,,,,,-277.0,-330.8,,,-365.0,,,,,True,False,,,False
18029,327,240.0,,,,,129.0,133.0,,,837.3,-87.0,,,,,-198.0,-194.0,,,510.3,,,,,False,False,,,False
18031,170,56.0,,,,,85.0,20.7,,,5.5,-114.0,,,,,-85.0,-149.3,,,-164.5,,,,,True,False,,,False
18033,201,72.0,,,,,108.0,127.6,,,77.9,-129.0,,,,,-93.0,-73.4,,,-123.1,,,,,True,True,,,True
18035,1040,320.0,183.5,,,,729.0,31.3,602.9,,1490.4,-720.0,-856.5,,,,-311.0,-1008.7,-437.1,,450.4,False,,,,True,False,True,,True
18037,566,304.0,,,,,119.0,41.6,,,1279.2,-262.0,,,,,-447.0,-524.4,,,713.2,,,,,False,False,,,False
18039,2252,2624.0,1555.0,,,,2672.0,634.4,2814.9,,2323.5,372.0,-697.0,,,,420.0,-1617.6,562.9,,71.5,False,,,,False,False,False,,True
18041,255,64.0,,,,,115.0,38.9,,,139.0,-191.0,,,,,-140.0,-216.1,,,-116.0,,,,,True,False,,,True
18043,726,280.0,104.2,,,,239.0,66.1,655.5,,2109.8,-446.0,-621.8,,,,-487.0,-659.9,-70.5,,1383.8,False,,,,False,False,True,,False
18045,66,40.0,,,,,22.0,,,,67.1,-26.0,,,,,-44.0,,,,1.1,,,,,False,,,,True
18047,152,24.0,,,,,22.0,19.7,,,31.3,-128.0,,,,,-130.0,-132.3,,,-120.7,,,,,False,False,,,True
18049,135,32.0,,,,,54.0,,,,10.7,-103.0,,,,,-81.0,,,,-124.3,,,,,True,,,,False
18051,222,424.0,,,,,64.0,206.4,,,774.2,202.0,,,,,-158.0,-15.6,,,552.2,,,,,True,True,,,False
18053,416,216.0,106.8,,,,388.0,44.9,137.5,,2778.7,-200.0,-309.2,,,,-28.0,-371.1,-278.5,,2362.7,False,,,,True,False,False,,False
18055,185,72.0,,,,,95.0,17.0,,,469.8,-113.0,,,,,-90.0,-168.0,,,284.8,,,,,True,False,,,False
18057,2462,1224.0,508.5,,,,1748.0,680.2,1176.1,,4128.6,-1238.0,-1953.5,,,,-714.0,-1781.8,-1285.9,,1666.6,False,,,,True,False,False,,False
18059,380,216.0,106.9,,,,337.0,175.7,23.1,,186.9,-164.0,-273.1,,,,-43.0,-204.3,-356.9,,-193.1,False,,,,True,False,False,,False
18061,289,40.0,,,,,27.0,11.7,,,1.2,-249.0,,,,,-262.0,-277.3,,,-287.8,,,,,False,False,,,False
18063,980,512.0,369.7,,,,845.0,180.2,310.4,,1847.2,-468.0,-610.3,,,,-135.0,-799.8,-669.6,,867.2,False,,,,True,False,False,,False
18065,355,336.0,,,,,122.0,133.4,,,201.6,-19.0,,,,,-233.0,-221.6,,,-153.4,,,,,False,False,,,False
18067,538,264.0,271.3,,,,556.0,142.9,139.8,,162.2,-274.0,-266.7,,,,18.0,-395.1,-398.2,,-375.8,True,,,,True,False,False,,False
18069,93,160.0,,,,,56.0,,,,1444.9,67.0,,,,,-37.0,,,,1351.9,,,,,True,,,,False
18071,235,72.0,,,,,164.0,44.3,,,17.5,-163.0,,,,,-71.0,-190.7,,,-217.5,,,,,True,False,,,False
18073,205,168.0,,,,,62.0,109.5,,,677.0,-37.0,,,,,-143.0,-95.5,,,472.0,,,,,False,False,,,False
18075,70,16.0,,,,,12.0,,,,266.6,-54.0,,,,,-58.0,,,,196.6,,,,,False,,,,False
18077,134,112.0,,,,,37.0,,,,1267.8,-22.0,,,,,-97.0,,,,1133.8,,,,,False,,,,False
18079,105,40.0,,,,,46.0,71.3,,,18.6,-65.0,,,,,-59.0,-33.7,,,-86.4,,,,,True,True,,,False
18081,737,672.0,402.0,,,,1059.0,76.7,520.8,,3206.1,-65.0,-335.0,,,,322.0,-660.3,-216.2,,2469.1,False,,,,False,False,False,,False
18083,308,56.0,,,,,113.0,,,,419.2,-252.0,,,,,-195.0,,,,111.2,,,,,True,,,,True
18085,509,320.0,920.6,,,,542.0,248.0,,,52.4,-189.0,411.6,,,,33.0,-261.0,,,-456.6,False,,,,True,False,,,False
18087,133,136.0,,,,,347.0,114.6,,,59.5,3.0,,,,,214.0,-18.4,,,-73.5,,,,,False,False,,,False
18089,3841,3872.0,2432.1,,,,1272.0,1837.1,3862.3,,10427.6,31.0,-1408.9,,,,-2569.0,-2003.9,21.3,,6586.6,False,,,,False,False,True,,False
18091,608,424.0,340.4,,,,325.0,188.9,175.7,,973.3,-184.0,-267.6,,,,-283.0,-419.1,-432.3,,365.3,False,,,,False,False,False,,False
18093,223,80.0,,,,,107.0,227.7,,,12.6,-143.0,,,,,-116.0,4.7,,,-210.4,,,,,True,True,,,False
18095,713,152.0,113.7,,,,593.0,20.3,74.6,,138.8,-561.0,-599.3,,,,-120.0,-692.7,-638.4,,-574.2,False,,,,True,False,False,,False
18097,7054,3784.0,2556.1,,,,5601.0,245.9,3221.0,,7607.9,-3270.0,-4497.9,,,,-1453.0,-6808.1,-3833.0,,553.9,False,,,,True,False,False,,True
18099,382,496.0,,,,,411.0,253.9,,,730.8,114.0,,,,,29.0,-128.1,,,348.8,,,,,True,False,,,False
18101,104,32.0,,,,,9.0,,,,484.9,-72.0,,,,,-95.0,,,,380.9,,,,,False,,,,False
18103,150,88.0,,,,,121.0,36.3,,,1354.8,-62.0,,,,,-29.0,-113.7,,,1204.8,,,,,True,False,,,False
18105,1045,512.0,155.5,,,,424.0,475.5,407.3,,1128.0,-533.0,-889.5,,,,-621.0,-569.5,-637.7,,83.0,False,,,,False,False,False,,True
18107,168,32.0,,,,,148.0,26.5,,,0.7,-136.0,,,,,-20.0,-141.5,,,-167.3,,,,,True,False,,,False
18109,280,120.0,67.7,,,,218.0,29.3,62.3,,1230.4,-160.0,-212.3,,,,-62.0,-250.7,-217.7,,950.4,False,,,,True,False,False,,False
18111,50,16.0,,,,,22.0,13.3,,,2.6,-34.0,,,,,-28.0,-36.7,,,-47.4,,,,,True,False,,,False
18113,321,352.0,,,,,239.0,145.8,,,258.1,31.0,,,,,-82.0,-175.2,,,-62.9,,,,,False,False,,,False
18115,54,72.0,,,,,1.0,,,,249.0,18.0,,,,,-53.0,,,,195.0,,,,,False,,,,False
18117,127,8.0,,,,,36.0,5.3,,,173.5,-119.0,,,,,-91.0,-121.7,,,46.5,,,,,True,False,,,True
18119,102,40.0,,,,,32.0,,,,42.0,-62.0,,,,,-70.0,,,,-60.0,,,,,False,,,,True
18121,61,40.0,,,,,32.0,,,,794.5,-21.0,,,,,-29.0,,,,733.5,,,,,False,,,,False
18123,65,160.0,,,,,20.0,113.1,,,416.4,95.0,,,,,-45.0,48.1,,,351.4,,,,,True,True,,,False
18125,102,8.0,,,,,8.0,,,,0.0,-94.0,,,,,-94.0,,,,-102.0,,,,,False,,,,False
18127,998,848.0,471.9,,,,458.0,311.2,410.8,,5927.2,-150.0,-526.1,,,,-540.0,-686.8,-587.2,,4929.2,False,,,,False,False,False,,False
18129,172,152.0,,,,,17.0,,,,799.7,-20.0,,,,,-155.0,,,,627.7,,,,,False,,,,False
18131,43,16.0,,,,,32.0,,,,0.1,-27.0,,,,,-11.0,,,,-42.9,,,,,True,,,,False
18133,279,40.0,,,,,89.0,23.6,,,34.6,-239.0,,,,,-190.0,-255.4,,,-244.4,,,,,True,False,,,False
18135,109,8.0,,,,,15.0,,,,0.0,-101.0,,,,,-94.0,,,,-109.0,,,,,True,,,,False
18137,127,120.0,,,,,30.0,5.4,,,923.6,-7.0,,,,,-97.0,-121.6,,,796.6,,,,,False,False,,,False
18139,87,40.0,,,,,19.0,,,,107.8,-47.0,,,,,-68.0,,,,20.8,,,,,False,,,,True
18141,3285,1584.0,1787.2,,,,2323.0,636.4,1066.3,,4282.5,-1701.0,-1497.8,,,,-962.0,-2648.6,-2218.7,,997.5,True,,,,True,False,False,,True
18143,159,32.0,,,,,57.0,24.2,,,9.8,-127.0,,,,,-102.0,-134.8,,,-149.2,,,,,True,False,,,False
18145,180,248.0,,,,,268.0,22.2,,,1599.0,68.0,,,,,88.0,-157.8,,,1419.0,,,,,False,False,,,False
18147,117,136.0,,,,,4.0,,,,781.0,19.0,,,,,-113.0,,,,664.0,,,,,False,,,,False
18149,114,96.0,,,,,115.0,101.5,,,124.3,-18.0,,,,,1.0,-12.5,,,10.3,,,,,True,True,,,True
18151,175,64.0,,,,,70.0,89.8,,,103.8,-111.0,,,,,-105.0,-85.2,,,-71.2,,,,,True,True,,,True
18153,254,48.0,,,,,40.0,,,,963.9,-206.0,,,,,-214.0,,,,709.9,,,,,False,,,,False
18155,33,48.0,,,,,4.0,,,,415.9,15.0,,,,,-29.0,,,,382.9,,,,,False,,,,False
18157,936,608.0,948.7,,,,693.0,845.1,686.0,,262.0,-328.0,12.7,,,,-243.0,-90.9,-250.0,,-674.0,True,,,,True,True,True,,False
18159,167,16.0,,,,,16.0,,,,8.1,-151.0,,,,,-151.0,,,,-158.9,,,,,False,,,,False
18161,53,8.0,,,,,1.0,,,,335.1,-45.0,,,,,-52.0,,,,282.1,,,,,False,,,,False
18163,1995,1800.0,848.3,,,,852.0,831.0,2254.9,,6048.7,-195.0,-1146.7,,,,-1143.0,-1164.0,259.9,,4053.7,False,,,,False,False,False,,False
18165,88,48.0,,,,,50.0,,,,742.3,-40.0,,,,,-38.0,,,,654.3,,,,,True,,,,False
18167,1220,168.0,232.7,,,,302.0,74.9,291.1,,2371.3,-1052.0,-987.3,,,,-918.0,-1145.1,-928.9,,1151.3,True,,,,True,False,True,,False
18169,107,32.0,,,,,72.0,121.6,,,13.7,-75.0,,,,,-35.0,14.6,,,-93.3,,,,,True,True,,,False
18171,23,8.0,,,,,8.0,,,,394.9,-15.0,,,,,-15.0,,,,371.9,,,,,False,,,,False
18173,591,304.0,73.0,,,,148.0,149.3,872.8,,1864.2,-287.0,-518.0,,,,-443.0,-441.7,281.8,,1273.2,False,,,,False,False,True,,False
18175,172,0.0,,,,,19.0,,,,3.7,-172.0,,,,,-153.0,,,,-168.3,,,,,True,,,,True
18177,474,144.0,334.3,,,,333.0,163.5,,,361.6,-330.0,-139.7,,,,-141.0,-310.5,,,-112.4,True,,,,True,True,,,True
18179,135,88.0,,,,,41.0,,,,814.9,-47.0,,,,,-94.0,,,,679.9,,,,,False,,,,False
18181,187,112.0,,,,,80.0,15.2,,,502.9,-75.0,,,,,-107.0,-171.8,,,315.9,,,,,False,False,,,False
18183,122,128.0,,,,,78.0,92.8,,,333.2,6.0,,,,,-44.0,-29.2,,,211.2,,,,,False,False,,,False
19001,38,16.0,,,,,65.0,,,,16.0,-22.0,,,,,27.0,,,,-22.0,,,,,False,,,,True
19003,15,0.0,,,,,28.0,,,,0.0,-15.0,,,,,13.0,,,,-15.0,,,,,True,,,,True
19005,54,80.0,,,,,102.0,4.9,,,34.8,26.0,,,,,48.0,-49.1,,,-19.2,,,,,False,False,,,True
19007,73,8.0,,,,,87.0,,,,0.0,-65.0,,,,,14.0,,,,-73.0,,,,,True,,,,False
19009,27,16.0,,,,,51.0,,,,256.6,-11.0,,,,,24.0,,,,229.6,,,,,False,,,,False
19011,145,80.0,,,,,236.0,,,,204.1,-65.0,,,,,91.0,,,,59.1,,,,,False,,,,True
