,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17065,20,36.0,,35.3,,21.0,0.0,,,,,44.2,,6.1,22.7,,28.0,,,,,68.0,,16.0,,15.3,,1.0,-20.0,,,,,24.2,,-13.9,2.7,,8.0,,,,,48.0,,,True,,True,False,,,,,False,,True,True,,True,,,,,False,
17067,105,92.0,,91.2,,61.0,162.0,,,,,90.8,,7.9,53.4,,59.8,47.3,,,,363.0,,-13.0,,-13.8,,-44.0,57.0,,,,,-14.2,,-97.1,-51.6,,-45.2,-57.7,,,,258.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
17069,3,8.0,,4.7,,4.0,8.0,,,,,9.9,,1.3,0.9,,8.7,,,,,3.0,,5.0,,1.7,,1.0,5.0,,,,,6.9,,-1.7,-2.1,,5.7,,,,,0.0,,,True,,True,False,,,,,False,,True,True,,False,,,,,True,
17071,40,12.0,,10.7,,3.0,0.0,,,,,10.9,,0.8,2.5,,2.1,5.6,,,,75.0,,-28.0,,-29.3,,-37.0,-40.0,,,,,-29.1,,-39.2,-37.5,,-37.9,-34.4,,,,35.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
17073,293,156.0,,154.6,,137.0,240.0,,,,,348.2,,55.3,106.3,,180.8,100.9,,,,179.0,,-137.0,,-138.4,,-156.0,-53.0,,,,,55.2,,-237.7,-186.7,,-112.2,-192.1,,,,-114.0,,,False,,False,True,,,,,True,,False,False,,True,False,,,,True,
17075,58,64.0,,47.7,,61.0,115.0,,,,,136.7,,19.2,71.8,,68.2,61.3,,,,46.0,,6.0,,-10.3,,3.0,57.0,,,,,78.7,,-38.8,13.8,,10.2,3.3,,,,-12.0,,,False,,True,False,,,,,False,,False,False,,False,True,,,,False,
17077,335,308.0,231.3,289.3,,235.0,163.0,,,,,405.7,,131.6,269.3,,111.0,326.1,,,,265.0,,-27.0,-103.7,-45.7,,-100.0,-172.0,,,,,70.7,,-203.4,-65.7,,-224.0,-8.9,,,,-70.0,,False,False,,False,False,,,,,False,,False,False,,False,True,,,,False,
17079,99,28.0,,30.0,,18.0,0.0,,,,,13.3,,11.1,23.1,,83.9,13.5,,,,110.0,,-71.0,,-69.0,,-81.0,-99.0,,,,,-85.7,,-87.9,-75.9,,-15.1,-85.5,,,,11.0,,,True,,False,False,,,,,False,,False,False,,True,False,,,,True,
17081,204,392.0,,415.6,,403.0,1037.0,,,,,378.3,,480.3,301.0,,15139.4,275.8,,,,844.0,,188.0,,211.6,,199.0,833.0,,,,,174.3,,276.3,97.0,,14935.4,71.8,,,,640.0,,,False,,False,False,,,,,True,,False,True,,False,True,,,,False,
17083,213,156.0,,147.2,,149.0,432.0,,,,,131.4,,248.0,91.2,,715.8,99.2,,,,528.0,,-57.0,,-65.8,,-64.0,219.0,,,,,-81.6,,35.0,-121.8,,502.8,-113.8,,,,315.0,,,False,,False,False,,,,,False,,True,False,,False,False,,,,False,
17085,71,48.0,,44.0,,41.0,34.0,,,,,103.3,,14.7,50.4,,46.1,39.7,,,,29.0,,-23.0,,-27.0,,-30.0,-37.0,,,,,32.3,,-56.3,-20.6,,-24.9,-31.3,,,,-42.0,,,False,,False,False,,,,,False,,False,True,,False,False,,,,False,
17087,59,44.0,,38.3,,33.0,63.0,,,,,65.0,,25.5,26.3,,23.5,55.0,,,,44.0,,-15.0,,-20.7,,-26.0,4.0,,,,,6.0,,-33.5,-32.7,,-35.5,-4.0,,,,-15.0,,,False,,False,True,,,,,True,,False,False,,False,True,,,,False,
17089,1950,2288.0,2420.6,2309.0,2849.9,2316.0,2855.0,,,,,2435.1,,1300.7,2501.4,,1271.1,2207.9,3395.0,,,3020.0,,338.0,470.6,359.0,899.9,366.0,905.0,,,,,485.1,,-649.3,551.4,,-678.9,257.9,1445.0,,,1070.0,,False,False,False,False,False,,,,,False,,False,False,,False,True,False,,,False,
17091,603,384.0,81.2,390.5,,339.0,448.0,,,,,393.8,,310.3,401.0,,311.5,342.5,,,,354.0,,-219.0,-521.8,-212.5,,-264.0,-155.0,,,,,-209.2,,-292.7,-202.0,,-291.5,-260.5,,,,-249.0,,False,True,,False,True,,,,,True,,False,True,,False,False,,,,False,
17093,358,348.0,152.7,355.7,,351.0,362.0,,,,,519.5,,250.0,388.6,,454.6,349.2,426.0,,,387.0,,-10.0,-205.3,-2.3,,-7.0,4.0,,,,,161.5,,-108.0,30.6,,96.6,-8.8,68.0,,,29.0,,False,True,,True,True,,,,,False,,False,False,,False,True,False,,,False,
17095,187,184.0,108.7,188.3,,150.0,301.0,,,,,363.5,,134.0,138.0,,229.6,123.0,,,,291.0,,-3.0,-78.3,1.3,,-37.0,114.0,,,,,176.5,,-53.0,-49.0,,42.6,-64.0,,,,104.0,,False,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
17097,2534,2660.0,2066.9,2701.0,3079.6,2609.0,3219.0,,,,,3264.6,,1703.8,2580.9,,2442.5,2811.0,2668.0,,,2706.0,,126.0,-467.1,167.0,545.6,75.0,685.0,,,,,730.6,,-830.2,46.9,,-91.5,277.0,134.0,,,172.0,,False,False,False,True,False,,,,,False,,False,True,,True,False,False,,,False,
17099,637,968.0,439.1,975.4,,944.0,2658.0,,,,,1132.3,,964.7,802.2,,1517.6,917.0,,,,1685.0,,331.0,-197.9,338.4,,307.0,2021.0,,,,,495.3,,327.7,165.2,,880.6,280.0,,,,1048.0,,True,False,,True,False,,,,,False,,True,True,,False,True,,,,False,
17101,147,32.0,,33.6,,18.0,29.0,,,,,64.6,,15.3,19.5,,6.6,,,,,14.0,,-115.0,,-113.4,,-129.0,-118.0,,,,,-82.4,,-131.7,-127.5,,-140.3,,,,,-133.0,,,True,,False,False,,,,,True,,False,False,,False,,,,,False,
17103,105,96.0,,93.5,,85.0,233.0,,,,,191.8,,32.2,83.0,,92.0,66.5,,,,251.0,,-9.0,,-11.5,,-20.0,128.0,,,,,86.8,,-72.8,-22.0,,-13.0,-38.5,,,,146.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
17105,120,72.0,,73.2,,73.0,155.0,,,,,175.8,,40.1,94.0,,34.4,106.7,,,,142.0,,-48.0,,-46.8,,-47.0,35.0,,,,,55.8,,-79.9,-26.0,,-85.6,-13.3,,,,22.0,,,True,,True,True,,,,,False,,False,True,,False,True,,,,True,
17107,199,104.0,,103.2,,95.0,110.0,,,,,237.8,,94.6,83.0,,103.1,60.3,,,,143.0,,-95.0,,-95.8,,-104.0,-89.0,,,,,38.8,,-104.4,-116.0,,-95.9,-138.7,,,,-56.0,,,False,,False,True,,,,,True,,False,False,,False,False,,,,True,
17109,174,64.0,,63.0,,63.0,120.0,,,,,135.8,,13.6,52.0,,65.7,86.0,,,,150.0,,-110.0,,-111.0,,-111.0,-54.0,,,,,-38.2,,-160.4,-122.0,,-108.3,-88.0,,,,-24.0,,,False,,False,True,,,,,True,,False,False,,True,True,,,,True,
17111,897,1016.0,632.0,1033.4,,978.0,1121.0,,,,,1568.7,,546.8,940.2,,1124.0,1101.6,927.0,,,1138.0,,119.0,-265.0,136.4,,81.0,224.0,,,,,671.7,,-350.2,43.2,,227.0,204.6,30.0,,,241.0,,False,False,,True,False,,,,,False,,False,True,,False,False,True,,,False,
17113,1912,344.0,292.7,355.6,,317.0,275.0,,,,,1201.8,,292.6,352.4,,303.1,278.1,351.0,,,414.0,,-1568.0,-1619.3,-1556.4,,-1595.0,-1637.0,,,,,-710.2,,-1619.4,-1559.6,,-1609.0,-1633.9,-1561.0,,,-1498.0,,False,True,,False,False,,,,,True,,False,True,,False,False,True,,,True,
17115,483,644.0,173.0,648.9,,644.0,955.0,,,,,1081.2,,702.3,541.4,,651.7,649.5,,,,941.0,,161.0,-310.0,165.9,,161.0,472.0,,,,,598.2,,219.3,58.4,,168.7,166.5,,,,458.0,,False,False,,False,False,,,,,False,,False,True,,False,False,,,,False,
17117,221,156.0,,159.3,,144.0,297.0,,,,,336.2,,123.2,172.0,,101.7,130.0,,,,231.0,,-65.0,,-61.7,,-77.0,76.0,,,,,115.2,,-97.8,-49.0,,-119.3,-91.0,,,,10.0,,,True,,False,False,,,,,False,,False,True,,False,False,,,,True,
17119,1918,1572.0,1319.5,1620.5,,1627.0,2039.0,,,,,2179.2,,2016.7,1354.0,,1632.3,3514.2,2342.0,,,1451.0,,-346.0,-598.5,-297.5,,-291.0,121.0,,,,,261.2,,98.7,-564.0,,-285.7,1596.2,424.0,,,-467.0,,False,True,,True,True,,,,,True,,True,False,,True,False,False,,,False,
17121,177,96.0,,95.0,,68.0,159.0,,,,,251.9,,23.5,72.3,,39.5,65.2,,,,104.0,,-81.0,,-82.0,,-109.0,-18.0,,,,,74.9,,-153.5,-104.7,,-137.5,-111.8,,,,-73.0,,,False,,False,True,,,,,True,,False,False,,False,False,,,,True,
17123,28,20.0,,18.5,,11.0,37.0,,,,,48.5,,5.0,11.2,,5.5,,,,,78.0,,-8.0,,-9.5,,-17.0,9.0,,,,,20.5,,-23.0,-16.8,,-22.5,,,,,50.0,,,False,,False,False,,,,,False,,False,False,,False,,,,,False,
17125,50,20.0,,18.7,,10.0,0.0,,,,,51.1,,10.0,4.2,,9.1,16.8,,,,12.0,,-30.0,,-31.3,,-40.0,-50.0,,,,,1.1,,-40.0,-45.8,,-40.9,-33.2,,,,-38.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,False,
17127,34,20.0,,22.7,,14.0,57.0,,,,,45.9,,10.1,13.3,,11.5,15.3,,,,14.0,,-14.0,,-11.3,,-20.0,23.0,,,,,11.9,,-23.9,-20.7,,-22.5,-18.7,,,,-20.0,,,True,,False,False,,,,,True,,False,False,,False,False,,,,False,
17129,26,36.0,,33.3,,29.0,89.0,,,,,55.0,,9.9,30.6,,24.7,19.1,,,,59.0,,10.0,,7.3,,3.0,63.0,,,,,29.0,,-16.1,4.6,,-1.3,-6.9,,,,33.0,,,True,,True,False,,,,,False,,False,True,,True,True,,,,False,
17131,42,24.0,,22.2,,24.0,58.0,,,,,67.1,,16.0,27.3,,12.2,97.7,,,,46.0,,-18.0,,-19.8,,-18.0,16.0,,,,,25.1,,-26.0,-14.7,,-29.8,55.7,,,,4.0,,,False,,False,True,,,,,False,,False,True,,False,False,,,,True,
17133,201,168.0,,173.6,,172.0,225.0,,,,,268.3,,109.8,166.4,,201.3,211.0,,,,222.0,,-33.0,,-27.4,,-29.0,24.0,,,,,67.3,,-91.2,-34.6,,0.3,10.0,,,,21.0,,,True,,True,True,,,,,False,,False,False,,True,True,,,,True,
17135,103,96.0,,92.0,,85.0,94.0,,,,,221.1,,40.8,92.6,,77.9,81.4,,,,94.0,,-7.0,,-11.0,,-18.0,-9.0,,,,,118.1,,-62.2,-10.4,,-25.1,-21.6,,,,-9.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
17137,333,212.0,,204.9,,197.0,524.0,,,,,253.8,,90.9,196.8,,208.8,131.9,,,,425.0,,-121.0,,-128.1,,-136.0,191.0,,,,,-79.2,,-242.1,-136.2,,-124.2,-201.1,,,,92.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,True,
17139,107,84.0,,94.9,,72.0,153.0,,,,,119.1,,32.5,49.8,,60.5,89.1,,,,83.0,,-23.0,,-12.1,,-35.0,46.0,,,,,12.1,,-74.5,-57.2,,-46.5,-17.9,,,,-24.0,,,True,,False,False,,,,,True,,False,False,,False,True,,,,False,
17141,108,152.0,102.2,161.2,,112.0,187.0,,,,,201.1,,49.6,114.0,,87.6,133.2,,,,204.0,,44.0,-5.8,53.2,,4.0,79.0,,,,,93.1,,-58.4,6.0,,-20.4,25.2,,,,96.0,,True,False,,True,False,,,,,False,,False,True,,True,True,,,,False,
17143,1007,1176.0,1307.5,1156.9,,1169.0,1186.0,,,,,1670.6,,566.6,973.9,,1225.2,1417.2,1290.0,,,1410.0,,169.0,300.5,149.9,,162.0,179.0,,,,,663.6,,-440.4,-33.1,,218.2,410.2,283.0,,,403.0,,False,True,,True,False,,,,,False,,False,True,,False,False,False,,,False,
17145,153,220.0,,212.4,,238.0,417.0,,,,,190.2,,287.3,232.4,,322.1,237.2,,,,308.0,,67.0,,59.4,,85.0,264.0,,,,,37.2,,134.3,79.4,,169.1,84.2,,,,155.0,,,True,,False,False,,,,,True,,False,False,,False,False,,,,False,
17147,39,84.0,,81.7,,60.0,103.0,,,,,87.0,,22.1,48.7,,58.0,70.2,,,,216.0,,45.0,,42.7,,21.0,64.0,,,,,48.0,,-16.9,9.7,,19.0,31.2,,,,177.0,,,True,,True,False,,,,,False,,True,True,,True,True,,,,False,
17149,58,32.0,,30.8,,22.0,,,,,,31.6,,3.8,13.9,,76.2,,,,,113.0,,-26.0,,-27.2,,-36.0,,,,,,-26.4,,-54.2,-44.1,,18.2,,,,,55.0,,,False,,False,,,,,,False,,False,False,,True,,,,,False,
17151,14,8.0,,10.9,,3.0,0.0,,,,,16.0,,0.5,0.5,,0.3,7.5,,,,4.0,,-6.0,,-3.1,,-11.0,-14.0,,,,,2.0,,-13.5,-13.5,,-13.7,-6.5,,,,-10.0,,,True,,False,False,,,,,True,,False,False,,False,False,,,,False,
17153,43,12.0,,12.4,,6.0,0.0,,,,,15.0,,37.1,3.2,,5.4,7.7,,,,7.0,,-31.0,,-30.6,,-37.0,-43.0,,,,,-28.0,,-5.9,-39.8,,-37.5,-35.3,,,,-36.0,,,True,,False,False,,,,,True,,True,False,,False,False,,,,False,
17155,11,16.0,,21.2,,6.0,0.0,,,,,22.8,,2.9,8.3,,3.1,8.4,,,,11.0,,5.0,,10.2,,-5.0,-11.0,,,,,11.8,,-8.1,-2.7,,-7.9,-2.6,,,,0.0,,,False,,False,False,,,,,False,,False,True,,False,True,,,,True,
17157,337,140.0,,141.4,,133.0,167.0,,,,,253.8,,34.6,123.3,,123.6,143.3,,,,87.0,,-197.0,,-195.6,,-204.0,-170.0,,,,,-83.2,,-302.4,-213.7,,-213.4,-193.7,,,,-250.0,,,True,,False,True,,,,,True,,False,False,,False,True,,,,False,
17159,59,28.0,,24.2,,23.0,44.0,,,,,9.5,,2.5,11.0,,80.2,,,,,121.0,,-31.0,,-34.8,,-36.0,-15.0,,,,,-49.5,,-56.5,-48.0,,21.2,,,,,62.0,,,False,,False,True,,,,,False,,False,False,,True,,,,,False,
17161,631,668.0,562.9,668.4,,586.0,1153.0,,,,,786.0,,543.4,553.3,,516.6,571.9,958.0,,,721.0,,37.0,-68.1,37.4,,-45.0,522.0,,,,,155.0,,-87.6,-77.7,,-114.4,-59.1,327.0,,,90.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
17163,1694,1536.0,1753.1,1482.3,,1470.0,1453.0,,,,,1678.7,,1177.5,1318.3,,1725.1,2388.0,1293.0,,,1264.0,,-158.0,59.1,-211.7,,-224.0,-241.0,,,,,-15.3,,-516.5,-375.7,,31.1,694.0,-401.0,,,-430.0,,True,False,,False,False,,,,,True,,False,False,,True,False,False,,,False,
17165,52,104.0,,91.8,,82.0,103.0,,,,,181.3,,23.6,69.1,,82.4,,,,,89.0,,52.0,,39.8,,30.0,51.0,,,,,129.3,,-28.4,17.1,,30.4,,,,,37.0,,,True,,True,True,,,,,False,,True,True,,True,,,,,True,
17167,741,972.0,578.1,996.7,,984.0,1373.0,,,,,1871.8,,1034.3,792.0,,2065.8,949.2,1302.0,,,1366.0,,231.0,-162.9,255.7,,243.0,632.0,,,,,1130.8,,293.3,51.0,,1324.8,208.2,561.0,,,625.0,,True,False,,False,False,,,,,False,,False,True,,False,True,False,,,False,
17169,13,12.0,,12.4,,4.0,0.0,,,,,12.9,,2.0,2.5,,1.4,6.3,,,,38.0,,-1.0,,-0.6,,-9.0,-13.0,,,,,-0.1,,-11.0,-10.5,,-11.6,-6.7,,,,25.0,,,True,,False,False,,,,,True,,False,False,,False,False,,,,False,
17171,32,36.0,,37.3,,33.0,,,,,,58.3,,,28.5,,653.4,19.3,,,,79.0,,4.0,,5.3,,1.0,,,,,,26.3,,,-3.5,,621.4,-12.7,,,,47.0,,,False,,True,,,,,,False,,,True,,False,False,,,,False,
17173,169,92.0,,86.9,,80.0,181.0,,,,,126.1,,15.9,68.3,,325.3,48.5,,,,150.0,,-77.0,,-82.1,,-89.0,12.0,,,,,-42.9,,-153.1,-100.7,,156.3,-120.5,,,,-19.0,,,False,,False,True,,,,,True,,False,False,,False,False,,,,True,
17175,30,0.0,,0.1,,0.0,0.0,,,,,1.7,,0.4,0.2,,0.7,1.1,,,,0.0,,-30.0,,-29.9,,-30.0,-30.0,,,,,-28.3,,-29.6,-29.8,,-29.4,-28.9,,,,-30.0,,,True,,False,False,,,,,True,,True,True,,True,True,,,,False,
17177,72,56.0,,49.7,,41.0,62.0,,,,,93.2,,8.1,43.4,,32.3,43.3,,,,42.0,,-16.0,,-22.3,,-31.0,-10.0,,,,,21.2,,-63.9,-28.6,,-39.7,-28.7,,,,-30.0,,,False,,False,True,,,,,False,,False,False,,False,False,,,,False,
17179,779,544.0,397.2,530.4,,595.0,972.0,,,,,1066.1,,649.4,520.0,,1761.4,736.4,1546.0,,,1140.0,,-235.0,-381.8,-248.6,,-184.0,193.0,,,,,287.1,,-129.6,-259.0,,982.4,-42.6,767.0,,,361.0,,False,False,,True,True,,,,,False,,True,False,,False,True,False,,,False,
17181,125,100.0,,97.4,,90.0,218.0,,,,,143.0,,13.7,65.4,,81.1,192.5,,,,111.0,,-25.0,,-27.6,,-35.0,93.0,,,,,18.0,,-111.3,-59.6,,-43.9,67.5,,,,-14.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,True,
17183,163,136.0,151.4,142.2,,116.0,117.0,,,,,395.9,,45.0,87.2,,91.8,325.9,,,,109.0,,-27.0,-11.6,-20.8,,-47.0,-46.0,,,,,232.9,,-118.0,-75.8,,-71.2,162.9,,,,-54.0,,True,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
17185,92,16.0,,17.2,,12.0,0.0,,,,,12.2,,12.4,8.9,,10.7,13.7,,,,40.0,,-76.0,,-74.8,,-80.0,-92.0,,,,,-79.8,,-79.6,-83.1,,-81.3,-78.3,,,,-52.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,True,
17187,80,40.0,,45.4,,32.0,0.0,,,,,88.8,,3.9,41.1,,45.8,16.4,,,,35.0,,-40.0,,-34.6,,-48.0,-80.0,,,,,8.8,,-76.1,-38.9,,-34.2,-63.6,,,,-45.0,,,True,,False,False,,,,,True,,False,True,,True,False,,,,False,
17189,62,40.0,,45.2,,37.0,55.0,,,,,75.8,,9.5,34.4,,45.4,14.7,,,,30.0,,-22.0,,-16.8,,-25.0,-7.0,,,,,13.8,,-52.5,-27.6,,-16.6,-47.3,,,,-32.0,,,True,,False,True,,,,,True,,False,False,,True,False,,,,False,
17191,71,72.0,,71.3,,63.0,115.0,,,,,106.9,,17.0,48.0,,249.9,57.7,,,,153.0,,1.0,,0.3,,-8.0,44.0,,,,,35.9,,-54.0,-23.0,,178.9,-13.3,,,,82.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
17193,74,40.0,,39.1,,36.0,28.0,,,,,104.7,,30.6,34.7,,3.9,,,,,26.0,,-34.0,,-34.9,,-38.0,-46.0,,,,,30.7,,-43.4,-39.3,,-70.1,,,,,-48.0,,,False,,False,False,,,,,True,,False,False,,False,,,,,False,
17195,226,176.0,115.7,176.6,,161.0,226.0,,,,,342.2,,55.2,162.0,,120.4,221.7,,,,159.0,,-50.0,-110.3,-49.4,,-65.0,0.0,,,,,116.2,,-170.8,-64.0,,-105.6,-4.3,,,,-67.0,,False,True,,False,True,,,,,False,,False,False,,False,True,,,,False,
17197,3038,2596.0,1224.0,2600.8,2778.4,2625.0,4120.0,,,,,3339.3,,1673.8,2709.7,,2667.1,3286.1,3973.0,,,3148.0,,-442.0,-1814.0,-437.2,-259.6,-413.0,1082.0,,,,,301.3,,-1364.2,-328.3,,-370.9,248.1,935.0,,,110.0,,False,True,True,True,False,,,,,True,,False,True,,True,True,False,,,True,
17199,636,292.0,304.9,296.6,,284.0,329.0,,,,,478.5,,144.7,262.0,,221.1,390.2,,,,362.0,,-344.0,-331.1,-339.4,,-352.0,-307.0,,,,,-157.5,,-491.3,-374.0,,-414.9,-245.8,,,,-274.0,,True,True,,False,True,,,,,True,,False,False,,False,True,,,,True,
17201,697,436.0,329.8,466.0,,352.0,219.0,,,,,526.2,,125.8,395.6,,510.5,477.4,231.0,,,361.0,,-261.0,-367.2,-231.0,,-345.0,-478.0,,,,,-170.8,,-571.2,-301.4,,-186.5,-219.6,-466.0,,,-336.0,,False,True,,False,False,,,,,True,,False,False,,True,True,False,,,False,
17203,171,220.0,,234.6,,228.0,693.0,,,,,195.6,,442.8,180.2,,589.6,186.4,,,,604.0,,49.0,,63.6,,57.0,522.0,,,,,24.6,,271.8,9.2,,418.6,15.4,,,,433.0,,,False,,False,False,,,,,True,,False,True,,False,True,,,,False,
18001,98,68.0,,65.0,,67.0,155.0,,,,,102.2,,76.2,72.9,,61.8,59.3,,,,119.0,,-30.0,,-33.0,,-31.0,57.0,,,,,4.2,,-21.8,-25.1,,-36.2,-38.7,,,,21.0,,,False,,False,False,,,,,True,,True,True,,False,False,,,,True,
18003,1415,1112.0,1326.8,1120.3,,1135.0,1412.0,,,,,885.2,,1000.2,1435.5,,1060.6,1027.5,1494.0,,,1313.0,,-303.0,-88.2,-294.7,,-280.0,-3.0,,,,,-529.8,,-414.8,20.5,,-354.4,-387.5,79.0,,,-102.0,,True,True,,True,True,,,,,False,,False,True,,False,False,True,,,True,
18005,305,212.0,110.5,208.0,,211.0,219.0,,,,,277.5,,107.8,262.2,,336.0,254.9,,,,217.0,,-93.0,-194.5,-97.0,,-94.0,-86.0,,,,,-27.5,,-197.2,-42.8,,31.0,-50.1,,,,-88.0,,False,False,,False,True,,,,,True,,False,True,,True,True,,,,True,
18007,24,4.0,,1.9,,4.0,0.0,,,,,26.3,,9.9,2.1,,3.3,4.5,,,,11.0,,-20.0,,-22.1,,-20.0,-24.0,,,,,2.3,,-14.1,-21.9,,-20.7,-19.5,,,,-13.0,,,False,,False,False,,,,,True,,True,False,,False,True,,,,True,
18009,19,48.0,,46.9,,41.0,77.0,,,,,46.2,,7.2,31.7,,855.6,33.1,,,,85.0,,29.0,,27.9,,22.0,58.0,,,,,27.2,,-11.8,12.7,,836.6,14.1,,,,66.0,,,True,,True,False,,,,,True,,True,True,,False,True,,,,False,
18011,213,184.0,163.3,190.8,,183.0,164.0,,,,,231.0,,87.8,191.6,,247.5,280.9,,,,191.0,,-29.0,-49.7,-22.2,,-30.0,-49.0,,,,,18.0,,-125.2,-21.4,,34.5,67.9,,,,-22.0,,False,True,,False,False,,,,,True,,False,True,,False,False,,,,True,
18013,18,16.0,,15.2,,14.0,6.0,,,,,65.2,,6.7,8.0,,16.5,16.8,,,,10.0,,-2.0,,-2.8,,-4.0,-12.0,,,,,47.2,,-11.3,-10.0,,-1.5,-1.2,,,,-8.0,,,False,,False,False,,,,,False,,False,False,,True,True,,,,False,
18015,76,184.0,,182.1,,181.0,425.0,,,,,72.2,,229.3,141.0,,828.2,100.8,,,,570.0,,108.0,,106.1,,105.0,349.0,,,,,-3.8,,153.3,65.0,,752.2,24.8,,,,494.0,,,True,,True,False,,,,,True,,False,True,,False,True,,,,False,
18017,105,172.0,,152.3,,132.0,0.0,,,,,232.4,,112.2,208.2,,165.3,102.9,,,,46.0,,67.0,,47.3,,27.0,-105.0,,,,,127.4,,7.2,103.2,,60.3,-2.1,,,,-59.0,,,True,,True,False,,,,,False,,True,False,,True,True,,,,True,
18019,645,560.0,252.7,583.1,,573.0,385.0,,,,,958.5,,418.9,605.6,,727.8,762.0,,,,689.0,,-85.0,-392.3,-61.9,,-72.0,-260.0,,,,,313.5,,-226.1,-39.4,,82.8,117.0,,,,44.0,,False,True,,True,False,,,,,False,,False,True,,True,False,,,,True,
18021,132,88.0,,92.4,,90.0,217.0,,,,,175.2,,42.0,92.3,,87.0,94.1,,,,126.0,,-44.0,,-39.6,,-42.0,85.0,,,,,43.2,,-90.0,-39.7,,-45.0,-37.9,,,,-6.0,,,True,,True,False,,,,,True,,False,True,,False,True,,,,True,
18023,140,324.0,,313.2,,277.0,843.0,,,,,151.8,,157.2,226.0,,477.5,188.0,,,,669.0,,184.0,,173.2,,137.0,703.0,,,,,11.8,,17.2,86.0,,337.5,48.0,,,,529.0,,,True,,True,False,,,,,True,,True,True,,False,True,,,,False,
18025,30,12.0,,11.2,,5.0,9.0,,,,,21.3,,5.4,4.7,,4.0,9.5,,,,13.0,,-18.0,,-18.8,,-25.0,-21.0,,,,,-8.7,,-24.6,-25.3,,-25.9,-20.5,,,,-17.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,True,
18027,273,96.0,,90.9,,96.0,117.0,,,,,193.2,,40.8,131.5,,52.6,206.6,,,,98.0,,-177.0,,-182.1,,-177.0,-156.0,,,,,-79.8,,-232.2,-141.5,,-220.4,-66.4,,,,-175.0,,,False,,False,True,,,,,True,,False,True,,False,True,,,,True,
18029,89,160.0,,134.5,,150.0,103.0,,,,,384.1,,80.6,205.9,,160.1,155.8,,,,118.0,,71.0,,45.5,,61.0,14.0,,,,,295.1,,-8.4,116.9,,71.1,66.8,,,,29.0,,,True,,True,True,,,,,False,,True,False,,False,True,,,,True,
18031,91,100.0,,102.1,,109.0,234.0,,,,,109.3,,19.2,116.0,,149.9,173.7,,,,137.0,,9.0,,11.1,,18.0,143.0,,,,,18.3,,-71.8,25.0,,58.9,82.7,,,,46.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
18033,139,64.0,,65.0,,64.0,141.0,,,,,129.0,,9.9,69.8,,55.6,78.4,,,,56.0,,-75.0,,-74.0,,-75.0,2.0,,,,,-10.0,,-129.1,-69.2,,-83.4,-60.6,,,,-83.0,,,True,,False,True,,,,,True,,False,True,,False,True,,,,False,
