,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17201,1151,1134.0,54.5,,,,,1822.0,323.8,149.1,730.5,,676.5,-17.0,-1096.5,,,,,671.0,-827.2,-1001.9,-420.5,,-474.5,False,,,,,False,False,False,False,,False
17203,255,119.0,,,,,,104.0,72.6,,,,1168.1,-136.0,,,,,,-151.0,-182.4,,,,913.1,,,,,,False,False,,,,False
18001,139,42.0,,,,,,64.0,25.8,,,,955.8,-97.0,,,,,,-75.0,-113.2,,,,816.8,,,,,,True,False,,,,False
18003,2147,1148.0,3112.5,,,,,2444.0,760.4,338.1,1121.6,,9314.2,-999.0,965.5,,,,,297.0,-1386.6,-1808.9,-1025.4,,7167.2,True,,,,,True,False,False,False,,False
18005,457,217.0,74.2,,,,,360.0,61.8,29.9,123.9,,3044.1,-240.0,-382.8,,,,,-97.0,-395.2,-427.1,-333.1,,2587.1,False,,,,,True,False,False,False,,False
18007,32,14.0,,,,,,21.0,14.8,,,,379.1,-18.0,,,,,,-11.0,-17.2,,,,347.1,,,,,,True,True,,,,False
18009,38,28.0,,,,,,14.0,5.9,,,,529.8,-10.0,,,,,,-24.0,-32.1,,,,491.8,,,,,,False,False,,,,False
18011,365,266.0,136.5,,,,,366.0,121.9,268.2,160.4,,1527.2,-99.0,-228.5,,,,,1.0,-243.1,-96.8,-204.6,,1162.2,False,,,,,True,False,True,False,,False
18013,38,70.0,,,,,,29.0,6.3,,,,620.0,32.0,,,,,,-9.0,-31.7,,,,582.0,,,,,,True,True,,,,False
18015,142,35.0,,,,,,63.0,6.2,26.0,,,290.0,-107.0,,,,,,-79.0,-135.8,-116.0,,,148.0,,,,,,True,False,False,,,False
18017,228,133.0,,,,,,309.0,36.5,5.0,,,29.8,-95.0,,,,,,81.0,-191.5,-223.0,,,-198.2,,,,,,True,False,False,,,False
18019,1088,448.0,108.3,,,,,407.0,134.7,220.3,674.6,,245.6,-640.0,-979.7,,,,,-681.0,-953.3,-867.7,-413.4,,-842.4,False,,,,,False,False,False,True,,False
18021,178,42.0,,,,,,110.0,11.4,,,,162.3,-136.0,,,,,,-68.0,-166.6,,,,-15.7,,,,,,True,False,,,,True
18023,269,77.0,,,,,,143.0,22.0,31.3,,,38.0,-192.0,,,,,,-126.0,-247.0,-237.7,,,-231.0,,,,,,True,False,False,,,False
18025,38,21.0,,,,,,28.0,4.3,,,,0.3,-17.0,,,,,,-10.0,-33.7,,,,-37.7,,,,,,True,False,,,,False
18027,374,91.0,,,,,,184.0,15.3,49.2,,,1471.8,-283.0,,,,,,-190.0,-358.7,-324.8,,,1097.8,,,,,,True,False,False,,,False
18029,275,364.0,,,,,,132.0,197.4,140.2,,,958.5,89.0,,,,,,-143.0,-77.6,-134.8,,,683.5,,,,,,False,True,False,,,False
18031,165,35.0,,,,,,73.0,5.8,30.6,,,547.7,-130.0,,,,,,-92.0,-159.2,-134.4,,,382.7,,,,,,True,False,False,,,False
18033,196,35.0,,,,,,103.0,2.7,81.1,,,0.7,-161.0,,,,,,-93.0,-193.3,-114.9,,,-195.3,,,,,,True,False,True,,,False
18035,1011,203.0,140.0,,,,,729.0,63.9,78.5,387.3,,3.1,-808.0,-871.0,,,,,-282.0,-947.1,-932.5,-623.7,,-1007.9,False,,,,,True,False,False,True,,False
18037,468,686.0,,,,,,203.0,253.0,120.6,,,547.8,218.0,,,,,,-265.0,-215.0,-347.4,,,79.8,,,,,,False,True,False,,,True
18039,1863,2723.0,2036.2,,,,,1976.0,1421.9,1463.1,2589.2,,442.9,860.0,173.2,,,,,113.0,-441.1,-399.9,726.2,,-1420.1,True,,,,,True,True,True,True,,False
18041,247,56.0,,,,,,45.0,7.8,48.5,,,1.4,-191.0,,,,,,-202.0,-239.2,-198.5,,,-245.6,,,,,,False,False,False,,,False
18043,664,434.0,70.7,,,,,271.0,301.9,176.7,851.0,,1836.4,-230.0,-593.3,,,,,-393.0,-362.1,-487.3,187.0,,1172.4,False,,,,,False,False,False,True,,False
18045,58,56.0,,,,,,47.0,5.3,,,,1.5,-2.0,,,,,,-11.0,-52.7,,,,-56.5,,,,,,False,False,,,,False
18047,141,77.0,,,,,,32.0,17.0,25.1,,,889.9,-64.0,,,,,,-109.0,-124.0,-115.9,,,748.9,,,,,,False,False,False,,,False
18049,122,91.0,,,,,,74.0,19.6,,,,278.8,-31.0,,,,,,-48.0,-102.4,,,,156.8,,,,,,False,False,,,,False
18051,189,231.0,,,,,,124.0,200.7,253.2,,,675.4,42.0,,,,,,-65.0,11.7,64.2,,,486.4,,,,,,False,True,False,,,False
18053,354,434.0,266.8,,,,,301.0,156.8,113.6,273.1,,126.9,80.0,-87.2,,,,,-53.0,-197.2,-240.4,-80.9,,-227.1,False,,,,,True,False,False,False,,False
18055,173,84.0,,,,,,147.0,7.0,24.9,,,315.6,-89.0,,,,,,-26.0,-166.0,-148.1,,,142.6,,,,,,True,False,False,,,False
18057,2265,1379.0,454.8,,,,,1551.0,1469.2,1771.4,1617.1,,7329.9,-886.0,-1810.2,,,,,-714.0,-795.8,-493.6,-647.9,,5064.9,False,,,,,True,True,True,True,,False
18059,347,217.0,102.6,,,,,256.0,54.9,179.7,155.0,,3238.9,-130.0,-244.4,,,,,-91.0,-292.1,-167.3,-192.0,,2891.9,False,,,,,True,False,False,False,,False
18061,280,63.0,,,,,,134.0,16.8,16.9,,,93.2,-217.0,,,,,,-146.0,-263.2,-263.1,,,-186.8,,,,,,True,False,False,,,True
18063,895,595.0,241.6,,,,,698.0,296.0,211.5,593.5,,4745.6,-300.0,-653.4,,,,,-197.0,-599.0,-683.5,-301.5,,3850.6,False,,,,,True,False,False,False,,False
18065,335,112.0,,,,,,174.0,48.8,258.8,,,126.5,-223.0,,,,,,-161.0,-286.2,-76.2,,,-208.5,,,,,,True,False,True,,,True
18067,484,378.0,394.4,,,,,434.0,128.1,160.3,312.4,,2447.2,-106.0,-89.6,,,,,-50.0,-355.9,-323.7,-171.6,,1963.2,True,,,,,True,False,False,False,,False
18069,84,56.0,,,,,,93.0,57.5,137.2,,,970.5,-28.0,,,,,,9.0,-26.5,53.2,,,886.5,,,,,,True,True,False,,,False
18071,214,147.0,,,,,,186.0,53.2,46.7,,,1671.1,-67.0,,,,,,-28.0,-160.8,-167.3,,,1457.1,,,,,,True,False,False,,,False
18073,182,161.0,,,,,,122.0,,113.5,,,1310.7,-21.0,,,,,,-60.0,,-68.5,,,1128.7,,,,,,False,,False,,,False
18075,68,14.0,,,,,,28.0,14.5,,,,0.0,-54.0,,,,,,-40.0,-53.5,,,,-68.0,,,,,,True,True,,,,False
18077,98,252.0,,,,,,88.0,64.6,123.0,,,575.7,154.0,,,,,,-10.0,-33.4,25.0,,,477.7,,,,,,True,True,True,,,False
18079,99,42.0,,,,,,72.0,18.4,55.7,,,1080.6,-57.0,,,,,,-27.0,-80.6,-43.3,,,981.6,,,,,,True,False,True,,,False
18081,659,546.0,291.2,,,,,754.0,260.8,197.0,1233.0,,810.0,-113.0,-367.8,,,,,95.0,-398.2,-462.0,574.0,,151.0,False,,,,,True,False,False,False,,False
18083,299,63.0,,,,,,184.0,34.1,,,,216.0,-236.0,,,,,,-115.0,-264.9,,,,-83.0,,,,,,True,False,,,,True
18085,452,399.0,936.5,,,,,469.0,189.1,224.9,,,3149.7,-53.0,484.5,,,,,17.0,-262.9,-227.1,,,2697.7,False,,,,,True,False,False,,,False
18087,119,98.0,,,,,,272.0,5.1,61.6,,,10.1,-21.0,,,,,,153.0,-113.9,-57.4,,,-108.9,,,,,,False,False,False,,,False
18089,3346,3465.0,1141.8,,,,,1678.0,2166.5,1947.4,3936.5,,6057.7,119.0,-2204.2,,,,,-1668.0,-1179.5,-1398.6,590.5,,2711.7,False,,,,,False,False,False,False,,False
18091,540,476.0,330.9,,,,,485.0,100.6,288.9,511.0,,2245.1,-64.0,-209.1,,,,,-55.0,-439.4,-251.1,-29.0,,1705.1,False,,,,,True,False,False,True,,False
18093,200,161.0,,,,,,186.0,65.2,153.1,,,1917.9,-39.0,,,,,,-14.0,-134.8,-46.9,,,1717.9,,,,,,True,False,False,,,False
18095,683,210.0,37.7,,,,,683.0,47.7,36.1,130.7,,8.3,-473.0,-645.3,,,,,0.0,-635.3,-646.9,-552.3,,-674.7,False,,,,,True,False,False,False,,False
18097,6464,4130.0,2166.8,,,,,6289.0,2164.1,268.2,7454.7,,19021.2,-2334.0,-4297.2,,,,,-175.0,-4299.9,-6195.8,990.7,,12557.2,False,,,,,True,False,False,True,,False
18099,281,707.0,,,,,,326.0,192.6,334.5,,,115.4,426.0,,,,,,45.0,-88.4,53.5,,,-165.6,,,,,,True,True,True,,,True
18101,100,28.0,,,,,,28.0,16.3,,,,0.5,-72.0,,,,,,-72.0,-83.7,,,,-99.5,,,,,,False,False,,,,False
18103,137,91.0,,,,,,155.0,16.0,39.8,,,101.1,-46.0,,,,,,18.0,-121.0,-97.2,,,-35.9,,,,,,True,False,False,,,True
18105,939,742.0,158.8,,,,,517.0,1456.3,683.4,676.5,,5592.6,-197.0,-780.2,,,,,-422.0,517.3,-255.6,-262.5,,4653.6,False,,,,,False,False,False,False,,False
18107,158,63.0,,,,,,157.0,4.5,22.0,,,1301.1,-95.0,,,,,,-1.0,-153.5,-136.0,,,1143.1,,,,,,True,False,False,,,False
18109,256,161.0,87.7,,,,,269.0,54.9,50.3,210.0,,45.4,-95.0,-168.3,,,,,13.0,-201.1,-205.7,-46.0,,-210.6,False,,,,,True,False,False,True,,False
18111,49,7.0,,,,,,44.0,0.1,18.7,,,0.0,-42.0,,,,,,-5.0,-48.9,-30.3,,,-49.0,,,,,,True,False,True,,,False
18113,283,266.0,,,,,,203.0,45.2,179.6,,,110.9,-17.0,,,,,,-80.0,-237.8,-103.4,,,-172.1,,,,,,False,False,False,,,False
18115,47,49.0,,,,,,2.0,3.6,,,,2.4,2.0,,,,,,-45.0,-43.4,,,,-44.6,,,,,,False,False,,,,False
18117,118,63.0,,,,,,83.0,5.8,7.3,,,626.2,-55.0,,,,,,-35.0,-112.2,-110.7,,,508.2,,,,,,True,False,False,,,False
18119,99,21.0,,,,,,66.0,6.2,,,,0.2,-78.0,,,,,,-33.0,-92.8,,,,-98.8,,,,,,True,False,,,,False
18121,58,21.0,,,,,,51.0,4.5,,,,767.2,-37.0,,,,,,-7.0,-53.5,,,,709.2,,,,,,True,False,,,,False
18123,43,77.0,,,,,,60.0,10.7,122.6,,,19.9,34.0,,,,,,17.0,-32.3,79.6,,,-23.1,,,,,,True,True,False,,,True
18125,95,49.0,,,,,,32.0,2.1,,,,0.6,-46.0,,,,,,-63.0,-92.9,,,,-94.4,,,,,,False,False,,,,False
18127,922,532.0,428.4,,,,,466.0,194.8,423.1,149.2,,28.3,-390.0,-493.6,,,,,-456.0,-727.2,-498.9,-772.8,,-893.7,False,,,,,False,False,False,False,,False
18129,138,238.0,,,,,,71.0,771.3,,,,269.0,100.0,,,,,,-67.0,633.3,,,,131.0,,,,,,True,False,,,,False
18131,42,7.0,,,,,,42.0,7.3,,,,0.4,-35.0,,,,,,0.0,-34.7,,,,-41.6,,,,,,True,True,,,,False
18133,263,112.0,,,,,,155.0,15.4,23.2,,,1383.3,-151.0,,,,,,-108.0,-247.6,-239.8,,,1120.3,,,,,,True,False,False,,,False
18135,106,21.0,,,,,,29.0,14.0,,,,1117.3,-85.0,,,,,,-77.0,-92.0,,,,1011.3,,,,,,True,False,,,,False
18137,106,147.0,,,,,,66.0,66.7,34.3,,,260.8,41.0,,,,,,-40.0,-39.3,-71.7,,,154.8,,,,,,True,True,False,,,False
18139,81,42.0,,,,,,22.0,8.1,,,,647.7,-39.0,,,,,,-59.0,-72.9,,,,566.7,,,,,,False,False,,,,False
18141,2958,2289.0,2099.4,,,,,2008.0,1478.8,791.8,2460.6,,1689.5,-669.0,-858.6,,,,,-950.0,-1479.2,-2166.2,-497.4,,-1268.5,False,,,,,False,False,False,True,,False
18143,140,133.0,,,,,,84.0,91.4,21.7,,,177.0,-7.0,,,,,,-56.0,-48.6,-118.3,,,37.0,,,,,,False,False,False,,,False
18145,160,140.0,,,,,,188.0,9.2,27.7,,,14.4,-20.0,,,,,,28.0,-150.8,-132.3,,,-145.6,,,,,,False,False,False,,,False
18147,85,224.0,,,,,,49.0,18.0,,,,173.6,139.0,,,,,,-36.0,-67.0,,,,88.6,,,,,,True,True,,,,True
18149,88,182.0,,,,,,115.0,158.8,121.2,,,24.4,94.0,,,,,,27.0,70.8,33.2,,,-63.6,,,,,,True,True,True,,,True
18151,163,84.0,,,,,,96.0,25.0,94.0,,,1112.4,-79.0,,,,,,-67.0,-138.0,-69.0,,,949.4,,,,,,True,False,True,,,False
18153,240,98.0,,,,,,87.0,6.9,,,,11.0,-142.0,,,,,,-153.0,-233.1,,,,-229.0,,,,,,False,False,,,,False
18155,29,21.0,,,,,,14.0,2.3,,,,469.7,-8.0,,,,,,-15.0,-26.7,,,,440.7,,,,,,False,False,,,,False
18157,854,574.0,756.8,,,,,825.0,441.3,704.2,734.5,,7476.9,-280.0,-97.2,,,,,-29.0,-412.7,-149.8,-119.5,,6622.9,True,,,,,True,False,True,True,,False
18159,160,42.0,,,,,,25.0,9.5,,,,649.9,-118.0,,,,,,-135.0,-150.5,,,,489.9,,,,,,False,False,,,,False
18161,50,21.0,,,,,,0.0,0.9,,,,0.1,-29.0,,,,,,-50.0,-49.1,,,,-49.9,,,,,,False,False,,,,False
18163,1664,2317.0,1883.6,,,,,1122.0,4379.8,1372.8,2679.6,,1647.4,653.0,219.6,,,,,-542.0,2715.8,-291.2,1015.6,,-16.6,True,,,,,True,False,True,False,,True
18165,88,0.0,,,,,,51.0,1.2,,,,0.0,-88.0,,,,,,-37.0,-86.8,,,,-88.0,,,,,,True,True,,,,True
18167,1189,217.0,238.0,,,,,470.0,56.8,183.5,324.8,,564.2,-972.0,-951.0,,,,,-719.0,-1132.2,-1005.5,-864.2,,-624.8,True,,,,,True,False,False,True,,True
18169,100,49.0,,,,,,70.0,10.2,91.8,,,0.1,-51.0,,,,,,-30.0,-89.8,-8.2,,,-99.9,,,,,,True,False,True,,,False
18171,22,7.0,,,,,,24.0,1.2,,,,0.0,-15.0,,,,,,2.0,-20.8,,,,-22.0,,,,,,True,False,,,,False
18173,522,483.0,170.5,,,,,254.0,872.8,269.8,930.1,,96.1,-39.0,-351.5,,,,,-268.0,350.8,-252.2,408.1,,-425.9,False,,,,,False,False,False,False,,False
18175,166,42.0,,,,,,86.0,20.6,,,,1246.0,-124.0,,,,,,-80.0,-145.4,,,,1080.0,,,,,,True,False,,,,False
18177,434,280.0,152.7,,,,,203.0,199.8,221.1,,,2405.1,-154.0,-281.3,,,,,-231.0,-234.2,-212.9,,,1971.1,False,,,,,False,False,False,,,False
18179,126,63.0,,,,,,56.0,37.0,,,,458.4,-63.0,,,,,,-70.0,-89.0,,,,332.4,,,,,,False,False,,,,False
18181,166,147.0,,,,,,98.0,30.0,26.5,,,623.8,-19.0,,,,,,-68.0,-136.0,-139.5,,,457.8,,,,,,False,False,False,,,False
18183,113,63.0,,,,,,96.0,19.0,105.3,,,157.1,-50.0,,,,,,-17.0,-94.0,-7.7,,,44.1,,,,,,True,False,True,,,True
19001,35,21.0,,,,,,25.0,2.6,,,,330.3,-14.0,,,,,,-10.0,-32.4,,,,295.3,,,,,,True,False,,,,False
19003,11,28.0,,,,,,14.0,0.9,,,,167.7,17.0,,,,,,3.0,-10.1,,,,156.7,,,,,,True,True,,,,False
19005,53,7.0,,,,,,28.0,0.1,9.4,,,0.2,-46.0,,,,,,-25.0,-52.9,-43.6,,,-52.8,,,,,,True,False,True,,,False
19007,61,84.0,,,,,,21.0,4.5,,,,0.8,23.0,,,,,,-40.0,-56.5,,,,-60.2,,,,,,False,False,,,,False
19009,25,7.0,,,,,,23.0,3.5,,,,0.6,-18.0,,,,,,-2.0,-21.5,,,,-24.4,,,,,,True,False,,,,False
19011,132,91.0,,,,,,63.0,22.1,,,,59.3,-41.0,,,,,,-69.0,-109.9,,,,-72.7,,,,,,False,False,,,,False
19013,1333,1169.0,925.9,,,,,1048.0,1117.3,517.0,1446.7,,66.5,-164.0,-407.1,,,,,-285.0,-215.7,-816.0,113.7,,-1266.5,False,,,,,False,False,False,True,,False
19015,193,91.0,,,,,,173.0,11.9,146.6,,,106.3,-102.0,,,,,,-20.0,-181.1,-46.4,,,-86.7,,,,,,True,False,True,,,True
19017,241,168.0,,,,,,95.0,18.5,127.3,,,85.5,-73.0,,,,,,-146.0,-222.5,-113.7,,,-155.5,,,,,,False,False,False,,,False
19019,120,56.0,,,,,,62.0,12.4,,,,69.7,-64.0,,,,,,-58.0,-107.6,,,,-50.3,,,,,,True,False,,,,True
19021,107,98.0,,,,,,286.0,12.7,23.4,,,0.0,-9.0,,,,,,179.0,-94.3,-83.6,,,-107.0,,,,,,False,False,False,,,False
19023,144,84.0,,,,,,42.0,61.9,,,,1.6,-60.0,,,,,,-102.0,-82.1,,,,-142.4,,,,,,False,False,,,,False
19025,98,35.0,,,,,,86.0,45.0,,,,0.3,-63.0,,,,,,-12.0,-53.0,,,,-97.7,,,,,,True,True,,,,False
19027,359,98.0,,,,,,197.0,52.0,212.8,,,1.4,-261.0,,,,,,-162.0,-307.0,-146.2,,,-357.6,,,,,,True,False,True,,,False
19029,111,7.0,,,,,,52.0,3.9,,,,0.0,-104.0,,,,,,-59.0,-107.1,,,,-111.0,,,,,,True,False,,,,False
19031,72,56.0,,,,,,31.0,3.5,119.7,,,1.5,-16.0,,,,,,-41.0,-68.5,47.7,,,-70.5,,,,,,False,False,False,,,False
19033,490,952.0,,,,,,370.0,1191.8,307.3,,,1079.3,462.0,,,,,,-120.0,701.8,-182.7,,,589.3,,,,,,True,False,True,,,False
19035,86,28.0,,,,,,36.0,25.5,,,,0.0,-58.0,,,,,,-50.0,-60.5,,,,-86.0,,,,,,True,False,,,,False
19037,96,56.0,,,,,,28.0,12.8,,,,467.0,-40.0,,,,,,-68.0,-83.2,,,,371.0,,,,,,False,False,,,,False
19039,95,63.0,,,,,,42.0,4.3,0.1,,,1.6,-32.0,,,,,,-53.0,-90.7,-94.9,,,-93.4,,,,,,False,False,False,,,False
19041,88,63.0,,,,,,191.0,7.9,106.9,,,109.4,-25.0,,,,,,103.0,-80.1,18.9,,,21.4,,,,,,False,False,True,,,True
19043,136,35.0,,,,,,35.0,9.9,,,,55.8,-101.0,,,,,,-101.0,-126.1,,,,-80.2,,,,,,False,False,,,,True
19045,749,252.0,,,,,,174.0,258.2,285.4,,,1660.0,-497.0,,,,,,-575.0,-490.8,-463.6,,,911.0,,,,,,False,True,True,,,False
19047,185,42.0,,,,,,228.0,6.6,9.0,,,4.2,-143.0,,,,,,43.0,-178.4,-176.0,,,-180.8,,,,,,True,False,False,,,False
19049,959,1001.0,723.2,,,,,626.0,676.9,826.0,1321.9,,1475.3,42.0,-235.8,,,,,-333.0,-282.1,-133.0,362.9,,516.3,False,,,,,False,False,False,False,,False
19051,61,14.0,,,,,,11.0,7.4,,,,0.5,-47.0,,,,,,-50.0,-53.6,,,,-60.5,,,,,,False,False,,,,False
19053,34,14.0,,,,,,14.0,3.2,,,,1.6,-20.0,,,,,,-20.0,-30.8,,,,-32.4,,,,,,False,False,,,,False
19055,194,42.0,,,,,,42.0,32.6,,,,4.9,-152.0,,,,,,-152.0,-161.4,,,,-189.1,,,,,,False,False,,,,False
19057,520,98.0,,,,,,383.0,17.4,161.1,,,273.0,-422.0,,,,,,-137.0,-502.6,-358.9,,,-247.0,,,,,,True,False,True,,,True
19059,184,210.0,,,,,,122.0,38.1,118.3,,,236.0,26.0,,,,,,-62.0,-145.9,-65.7,,,52.0,,,,,,False,False,False,,,False
19061,995,1610.0,1506.6,,,,,592.0,1591.5,843.1,474.0,,662.5,615.0,511.6,,,,,-403.0,596.5,-151.9,-521.0,,-332.5,True,,,,,True,True,True,True,,True
19063,117,119.0,,,,,,88.0,90.3,106.6,,,153.8,2.0,,,,,,-29.0,-26.7,-10.4,,,36.8,,,,,,False,False,False,,,False
19065,95,42.0,,,,,,58.0,12.0,,,,0.2,-53.0,,,,,,-37.0,-83.0,,,,-94.8,,,,,,True,False,,,,False
19067,160,70.0,,,,,,63.0,60.1,,,,120.3,-90.0,,,,,,-97.0,-99.9,,,,-39.7,,,,,,False,False,,,,True
19069,185,175.0,,,,,,50.0,82.5,56.4,,,3.2,-10.0,,,,,,-135.0,-102.5,-128.6,,,-181.8,,,,,,False,False,False,,,False
19071,54,21.0,,,,,,20.0,2.5,,,,0.5,-33.0,,,,,,-34.0,-51.5,,,,-53.5,,,,,,False,False,,,,False
19073,33,35.0,,,,,,35.0,16.7,,,,407.7,2.0,,,,,,2.0,-16.3,,,,374.7,,,,,,False,False,,,,False
19075,87,56.0,,,,,,42.0,13.1,,,,25.5,-31.0,,,,,,-45.0,-73.9,,,,-61.5,,,,,,False,False,,,,False
19077,83,147.0,,,,,,56.0,39.0,,,,12.6,64.0,,,,,,-27.0,-44.0,,,,-70.4,,,,,,True,True,,,,False
19079,107,70.0,,,,,,104.0,4.4,52.7,,,147.5,-37.0,,,,,,-3.0,-102.6,-54.3,,,40.5,,,,,,True,False,False,,,False
19081,122,98.0,,,,,,49.0,33.5,,,,97.7,-24.0,,,,,,-73.0,-88.5,,,,-24.3,,,,,,False,False,,,,False
19083,145,91.0,,,,,,84.0,37.5,75.4,,,48.8,-54.0,,,,,,-61.0,-107.5,-69.6,,,-96.2,,,,,,False,False,False,,,False
19085,87,63.0,,,,,,89.0,20.4,,,,18.4,-24.0,,,,,,2.0,-66.6,,,,-68.6,,,,,,True,False,,,,False
19087,292,49.0,,,,,,58.0,3.5,35.4,,,533.7,-243.0,,,,,,-234.0,-288.5,-256.6,,,241.7,,,,,,True,False,False,,,True
19089,110,28.0,,,,,,15.0,7.6,,,,126.7,-82.0,,,,,,-95.0,-102.4,,,,16.7,,,,,,False,False,,,,True
19091,127,70.0,,,,,,70.0,33.0,,,,155.7,-57.0,,,,,,-57.0,-94.0,,,,28.7,,,,,,False,False,,,,True
19093,28,7.0,,,,,,86.0,2.0,,,,1.0,-21.0,,,,,,58.0,-26.0,,,,-27.0,,,,,,False,False,,,,False
19095,65,7.0,,,,,,35.0,9.9,,,,0.1,-58.0,,,,,,-30.0,-55.1,,,,-64.9,,,,,,True,True,,,,False
19097,143,245.0,,,,,,44.0,35.4,,,,656.7,102.0,,,,,,-99.0,-107.6,,,,513.7,,,,,,True,False,,,,False
19099,245,280.0,,,,,,159.0,141.5,62.2,,,10.8,35.0,,,,,,-86.0,-103.5,-182.8,,,-234.2,,,,,,False,False,False,,,False
19101,60,14.0,,,,,,25.0,18.9,,,,0.1,-46.0,,,,,,-35.0,-41.1,,,,-59.9,,,,,,True,True,,,,False
19103,2877,1281.0,863.5,,,,,1021.0,1057.5,1153.8,877.2,,274.6,-1596.0,-2013.5,,,,,-1856.0,-1819.5,-1723.2,-1999.8,,-2602.4,False,,,,,False,False,False,False,,False
19105,106,105.0,,,,,,49.0,26.8,,,,10.0,-1.0,,,,,,-57.0,-79.2,,,,-96.0,,,,,,False,False,,,,False
19107,50,7.0,,,,,,14.0,2.0,,,,336.4,-43.0,,,,,,-36.0,-48.0,,,,286.4,,,,,,True,False,,,,False
19109,71,147.0,,,,,,95.0,22.4,,,,1.3,76.0,,,,,,24.0,-48.6,,,,-69.7,,,,,,True,True,,,,True
19111,429,14.0,,,,,,63.0,19.9,,,,1.6,-415.0,,,,,,-366.0,-409.1,,,,-427.4,,,,,,True,True,,,,False
19113,1631,1169.0,393.0,,,,,1236.0,1903.0,846.7,1468.9,,2146.5,-462.0,-1238.0,,,,,-395.0,272.0,-784.3,-162.1,,515.5,False,,,,,True,True,False,True,,False
19115,41,21.0,,,,,,33.0,2.6,2.3,,,0.0,-20.0,,,,,,-8.0,-38.4,-38.7,,,-41.0,,,,,,True,False,False,,,False
19117,63,21.0,,,,,,21.0,,,,,0.9,-42.0,,,,,,-42.0,,,,,-62.1,,,,,,False,,,,,False
19119,97,77.0,,,,,,64.0,21.5,,,,4.9,-20.0,,,,,,-33.0,-75.5,,,,-92.1,,,,,,False,False,,,,False
19121,105,98.0,,,,,,55.0,19.5,,,,585.0,-7.0,,,,,,-50.0,-85.5,,,,480.0,,,,,,False,False,,,,False
19123,127,56.0,,,,,,51.0,7.2,19.1,,,912.8,-71.0,,,,,,-76.0,-119.8,-107.9,,,785.8,,,,,,False,False,False,,,False
19125,481,119.0,,,,,,101.0,62.8,,,,2.8,-362.0,,,,,,-380.0,-418.2,,,,-478.2,,,,,,False,False,,,,False
19127,546,525.0,,,,,,365.0,184.6,34.1,,,217.1,-21.0,,,,,,-181.0,-361.4,-511.9,,,-328.9,,,,,,False,False,False,,,False
19129,80,77.0,,,,,,114.0,15.4,,,,0.9,-3.0,,,,,,34.0,-64.6,,,,-79.1,,,,,,False,False,,,,False
19131,80,133.0,,,,,,24.0,62.6,,,,370.4,53.0,,,,,,-56.0,-17.4,,,,290.4,,,,,,False,True,,,,False
19133,29,21.0,,,,,,60.0,35.7,,,,345.0,-8.0,,,,,,31.0,6.7,,,,316.0,,,,,,False,True,,,,False
19135,64,49.0,,,,,,14.0,8.4,,,,324.7,-15.0,,,,,,-50.0,-55.6,,,,260.7,,,,,,False,False,,,,False
19137,70,42.0,,,,,,26.0,2.6,,,,0.2,-28.0,,,,,,-44.0,-67.4,,,,-69.8,,,,,,False,False,,,,False
19139,269,273.0,,,,,,191.0,143.8,58.9,,,17.2,4.0,,,,,,-78.0,-125.2,-210.1,,,-251.8,,,,,,False,False,False,,,False
19141,119,77.0,,,,,,50.0,27.7,74.6,,,301.6,-42.0,,,,,,-69.0,-91.3,-44.4,,,182.6,,,,,,False,False,False,,,False
19143,31,14.0,,,,,,56.0,18.1,,,,0.0,-17.0,,,,,,25.0,-12.9,,,,-31.0,,,,,,False,True,,,,False
19145,103,28.0,,,,,,52.0,8.7,,,,728.5,-75.0,,,,,,-51.0,-94.3,,,,625.5,,,,,,True,False,,,,False
19147,68,63.0,,,,,,87.0,43.5,,,,201.8,-5.0,,,,,,19.0,-24.5,,,,133.8,,,,,,False,False,,,,False
19149,465,182.0,,,,,,191.0,31.0,139.2,,,13.4,-283.0,,,,,,-274.0,-434.0,-325.8,,,-451.6,,,,,,True,False,False,,,False
19151,60,14.0,,,,,,50.0,257.9,16.1,,,4.4,-46.0,,,,,,-10.0,197.9,-43.9,,,-55.6,,,,,,True,False,True,,,False
19153,5749,6384.0,1245.9,,,,,4560.0,2565.4,3206.2,6793.9,,2651.0,635.0,-4503.1,,,,,-1189.0,-3183.6,-2542.8,1044.9,,-3098.0,False,,,,,False,False,False,False,,False
