,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19059,110,22.0,19.9,,17.0,14.0,,,,,32.0,20.4,,6.7,21.3,45.0,30.0,,13.3,,23.9,,,,27.0,22.1,-88.0,-90.1,,-93.0,-96.0,,,,,-78.0,-89.6,,-103.3,-88.7,-65.0,-80.0,,-96.7,,-86.1,,,,-83.0,-87.9,False,,False,False,,,,,True,False,,False,False,True,True,,False,,True,,,,True,True
19061,266,208.0,204.3,,170.0,168.0,,,,,155.0,282.5,,137.2,168.2,264.0,289.0,,167.4,,219.4,,,,206.0,223.9,-58.0,-61.7,,-96.0,-98.0,,,,,-111.0,16.5,,-128.8,-97.8,-2.0,23.0,,-98.6,,-46.6,,,,-60.0,-42.1,False,,False,False,,,,,False,True,,False,False,True,True,,False,,True,,,,False,True
19063,17,28.0,24.4,,16.0,15.0,,,,,19.0,23.6,,7.5,11.9,32.0,51.0,,3.8,,35.7,,,,32.0,21.6,11.0,7.4,,-1.0,-2.0,,,,,2.0,6.6,,-9.5,-5.1,15.0,34.0,,-13.2,,18.7,,,,15.0,4.6,True,,True,True,,,,,True,True,,True,True,False,False,,False,,False,,,,False,True
19065,35,46.0,43.8,,31.0,71.0,,,,,32.0,44.6,,16.1,30.6,32.0,12.0,,27.3,,41.2,,,,53.0,27.2,11.0,8.8,,-4.0,36.0,,,,,-3.0,9.6,,-18.9,-4.4,-3.0,-23.0,,-7.7,,6.2,,,,18.0,-7.8,True,,True,False,,,,,True,True,,False,True,True,False,,True,,True,,,,False,True
19067,54,12.0,15.6,,19.0,46.0,,,,,38.0,37.7,,3.2,28.7,20.0,60.0,,16.3,,10.6,,,,8.0,20.2,-42.0,-38.4,,-35.0,-8.0,,,,,-16.0,-16.3,,-50.8,-25.3,-34.0,6.0,,-37.7,,-43.4,,,,-46.0,-33.8,True,,True,True,,,,,True,True,,False,True,True,True,,True,,False,,,,False,True
19069,36,18.0,12.1,,24.0,40.0,,,,,28.0,32.2,,5.6,21.9,,0.0,,24.9,,29.0,,,,18.0,31.8,-18.0,-23.9,,-12.0,4.0,,,,,-8.0,-3.8,,-30.4,-14.1,,-36.0,,-11.1,,-7.0,,,,-18.0,-4.2,False,,True,True,,,,,True,True,,False,True,,False,,True,,True,,,,False,True
19071,10,18.0,20.4,,9.0,11.0,,,,,10.0,14.3,,4.0,10.6,14.0,19.0,,4.6,,,,,,19.0,11.5,8.0,10.4,,-1.0,1.0,,,,,0.0,4.3,,-6.0,0.6,4.0,9.0,,-5.4,,,,,,9.0,1.5,False,,True,True,,,,,True,True,,True,True,True,False,,True,,,,,,False,True
19073,21,8.0,8.1,,4.0,0.0,,,,,8.0,6.2,,3.0,2.0,12.0,6.0,,5.9,,5.3,,,,12.0,3.9,-13.0,-12.9,,-17.0,-21.0,,,,,-13.0,-14.8,,-18.0,-19.0,-9.0,-15.0,,-15.1,,-15.7,,,,-9.0,-17.1,True,,False,False,,,,,False,False,,False,False,True,False,,False,,False,,,,True,False
19075,32,42.0,41.3,,32.0,45.0,,,,,26.0,34.7,,22.1,31.8,34.0,,,33.5,,32.9,,,,55.0,26.2,10.0,9.3,,0.0,13.0,,,,,-6.0,2.7,,-9.9,-0.2,2.0,,,1.5,,0.9,,,,23.0,-5.8,True,,True,False,,,,,True,True,,True,True,True,,,True,,True,,,,False,True
19077,22,22.0,21.3,,14.0,14.0,,,,,14.0,29.5,,4.7,16.6,25.0,57.0,,17.6,,15.6,,,,26.0,19.7,0.0,-0.7,,-8.0,-8.0,,,,,-8.0,7.5,,-17.3,-5.4,3.0,35.0,,-4.4,,-6.4,,,,4.0,-2.3,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19079,46,0.0,0.0,,8.0,24.0,,,,,32.0,6.0,,1.8,13.9,,0.0,,29.1,,0.0,,,,0.0,15.7,-46.0,-46.0,,-38.0,-22.0,,,,,-14.0,-40.0,,-44.2,-32.1,,-46.0,,-16.9,,-46.0,,,,-46.0,-30.3,False,,True,True,,,,,True,True,,True,True,,False,,True,,True,,,,False,True
19081,60,12.0,12.8,,10.0,6.0,,,,,22.0,16.5,,2.7,13.6,18.0,35.0,,0.0,,27.1,,,,15.0,13.3,-48.0,-47.2,,-50.0,-54.0,,,,,-38.0,-43.5,,-57.3,-46.4,-42.0,-25.0,,-60.0,,-32.9,,,,-45.0,-46.7,True,,False,False,,,,,True,True,,False,True,True,True,,False,,True,,,,True,True
19083,36,34.0,33.8,,27.0,19.0,,,,,39.0,44.5,,23.3,30.5,41.0,86.0,,21.2,,31.1,,,,42.0,30.6,-2.0,-2.2,,-9.0,-17.0,,,,,3.0,8.5,,-12.7,-5.5,5.0,50.0,,-14.8,,-4.9,,,,6.0,-5.4,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19085,21,38.0,38.3,,23.0,34.0,,,,,20.0,25.2,,19.9,24.3,32.0,39.0,,15.1,,43.2,,,,38.0,32.6,17.0,17.3,,2.0,13.0,,,,,-1.0,4.2,,-1.1,3.3,11.0,18.0,,-5.9,,22.2,,,,17.0,11.6,False,,True,True,,,,,True,True,,True,True,True,False,,True,,False,,,,False,True
19087,190,108.0,109.1,,49.0,186.0,,,,,36.0,49.7,,37.6,60.5,62.0,148.0,,22.4,,87.2,,,,107.0,91.5,-82.0,-80.9,,-141.0,-4.0,,,,,-154.0,-140.3,,-152.4,-129.5,-128.0,-42.0,,-167.6,,-102.8,,,,-83.0,-98.5,True,,False,True,,,,,False,False,,False,False,False,True,,False,,False,,,,False,False
19089,67,54.0,54.3,,37.0,65.0,,,,,16.0,17.6,,9.8,30.3,31.0,93.0,,98.2,,45.7,,,,65.0,34.8,-13.0,-12.7,,-30.0,-2.0,,,,,-51.0,-49.4,,-57.2,-36.7,-36.0,26.0,,31.2,,-21.3,,,,-2.0,-32.2,True,,False,True,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
19091,58,0.0,0.0,,5.0,16.0,,,,,16.0,8.0,,3.2,15.0,,0.0,,6.5,,0.0,,,,0.0,12.7,-58.0,-58.0,,-53.0,-42.0,,,,,-42.0,-50.0,,-54.8,-43.0,,-58.0,,-51.5,,-58.0,,,,-58.0,-45.3,False,,True,True,,,,,True,True,,True,True,,False,,True,,False,,,,False,True
19093,14,6.0,5.7,,2.0,0.0,,,,,10.0,5.2,,1.4,2.2,,4.0,,2.1,,4.3,,,,4.0,4.1,-8.0,-8.3,,-12.0,-14.0,,,,,-4.0,-8.8,,-12.6,-11.8,,-10.0,,-11.9,,-9.7,,,,-10.0,-9.9,False,,False,False,,,,,True,False,,False,False,,False,,False,,False,,,,False,False
19095,18,18.0,16.7,,9.0,9.0,,,,,27.0,17.6,,3.6,9.9,,17.0,,2.9,,22.1,,,,34.0,10.1,0.0,-1.3,,-9.0,-9.0,,,,,9.0,-0.4,,-14.4,-8.1,,-1.0,,-15.1,,4.1,,,,16.0,-7.9,False,,False,False,,,,,False,False,,False,False,,False,,False,,False,,,,False,False
19097,55,22.0,19.4,,18.0,14.0,,,,,16.0,46.0,,5.7,18.3,26.0,0.0,,17.1,,24.9,,,,21.0,24.5,-33.0,-35.6,,-37.0,-41.0,,,,,-39.0,-9.0,,-49.3,-36.7,-29.0,-55.0,,-37.9,,-30.1,,,,-34.0,-30.5,False,,False,False,,,,,False,True,,False,False,True,False,,False,,True,,,,False,True
19099,109,50.0,51.0,,46.0,71.0,,,,,63.0,64.3,,22.5,46.3,70.0,91.0,,23.9,,45.9,,,,64.0,40.2,-59.0,-58.0,,-63.0,-38.0,,,,,-46.0,-44.7,,-86.5,-62.7,-39.0,-18.0,,-85.1,,-63.1,,,,-45.0,-68.8,True,,False,True,,,,,True,True,,False,False,True,True,,False,,False,,,,True,False
19101,20,24.0,24.6,,18.0,29.0,,,,,28.0,25.9,,7.6,16.0,18.0,54.0,,9.1,,18.8,,,,33.0,12.4,4.0,4.6,,-2.0,9.0,,,,,8.0,5.9,,-12.4,-4.0,-2.0,34.0,,-10.9,,-1.2,,,,13.0,-7.6,False,,True,False,,,,,False,False,,False,False,True,False,,False,,True,,,,False,False
19103,2032,544.0,511.3,,640.0,1369.0,,,,,254.0,367.4,,776.3,701.7,580.0,469.0,,785.0,,624.4,870.0,,,680.0,330.3,-1488.0,-1520.7,,-1392.0,-663.0,,,,,-1778.0,-1664.6,,-1255.7,-1330.3,-1452.0,-1563.0,,-1247.0,,-1407.6,-1162.0,,,-1352.0,-1701.7,False,,True,True,,,,,False,False,,True,True,True,False,,True,,True,True,,,True,False
19105,41,28.0,28.2,,21.0,15.0,,,,,26.0,42.2,,15.6,29.0,30.0,70.0,,16.8,,23.8,,,,31.0,24.9,-13.0,-12.8,,-20.0,-26.0,,,,,-15.0,1.2,,-25.4,-12.0,-11.0,29.0,,-24.2,,-17.2,,,,-10.0,-16.1,True,,False,False,,,,,False,True,,False,True,True,False,,False,,False,,,,True,False
19107,26,8.0,8.8,,5.0,0.0,,,,,15.0,15.0,,2.0,4.4,12.0,13.0,,5.0,,7.4,,,,6.0,6.5,-18.0,-17.2,,-21.0,-26.0,,,,,-11.0,-11.0,,-24.0,-21.6,-14.0,-13.0,,-21.0,,-18.6,,,,-20.0,-19.5,True,,False,False,,,,,True,True,,False,False,True,True,,False,,False,,,,False,False
19109,20,14.0,15.0,,14.0,14.0,,,,,24.0,26.6,,2.5,13.9,14.0,15.0,,19.4,,12.8,,,,10.0,13.8,-6.0,-5.0,,-6.0,-6.0,,,,,4.0,6.6,,-17.5,-6.1,-6.0,-5.0,,-0.6,,-7.2,,,,-10.0,-6.2,True,,False,False,,,,,True,False,,False,False,False,True,,True,,False,,,,False,False
19111,239,192.0,187.2,,180.0,381.0,,,,,51.0,103.8,,273.9,160.7,,237.0,,272.4,,176.0,,,,232.0,98.9,-47.0,-51.8,,-59.0,142.0,,,,,-188.0,-135.2,,34.9,-78.3,,-2.0,,33.4,,-63.0,,,,-7.0,-140.1,False,,False,False,,,,,False,False,,True,False,,True,,True,,False,,,,True,False
19113,450,396.0,428.3,,366.0,425.0,,,,,370.0,630.3,,348.8,303.8,437.0,649.0,,353.9,,502.7,299.0,,,401.0,360.3,-54.0,-21.7,,-84.0,-25.0,,,,,-80.0,180.3,,-101.2,-146.2,-13.0,199.0,,-96.1,,52.7,-151.0,,,-49.0,-89.7,True,,False,True,,,,,False,False,,False,False,True,False,,False,,True,False,,,True,False
19115,21,6.0,5.8,,6.0,0.0,,,,,21.0,7.2,,1.5,5.3,,29.0,,11.1,,7.2,,,,10.0,5.9,-15.0,-15.2,,-15.0,-21.0,,,,,0.0,-13.8,,-19.5,-15.7,,8.0,,-9.9,,-13.8,,,,-11.0,-15.1,False,,False,False,,,,,True,True,,False,False,,True,,True,,True,,,,True,False
19117,21,8.0,3.3,,8.0,12.0,,,,,10.0,19.6,,6.3,7.2,,25.0,,7.2,,11.7,,,,4.0,6.3,-13.0,-17.7,,-13.0,-9.0,,,,,-11.0,-1.4,,-14.7,-13.8,,4.0,,-13.8,,-9.3,,,,-17.0,-14.7,False,,False,True,,,,,True,True,,False,False,,True,,False,,True,,,,False,False
19119,29,18.0,18.2,,14.0,14.0,,,,,15.0,26.7,,3.1,13.8,,0.0,,17.2,,12.8,,,,17.0,22.8,-11.0,-10.8,,-15.0,-15.0,,,,,-14.0,-2.3,,-25.9,-15.2,,-29.0,,-11.8,,-16.2,,,,-12.0,-6.2,True,,False,False,,,,,False,True,,False,False,,False,,False,,False,,,,False,True
19121,28,26.0,26.7,,24.0,28.0,,,,,18.0,42.6,,14.0,31.3,30.0,46.0,,29.9,,19.9,,,,26.0,29.7,-2.0,-1.3,,-4.0,0.0,,,,,-10.0,14.6,,-14.0,3.3,2.0,18.0,,1.9,,-8.1,,,,-2.0,1.7,True,,False,True,,,,,False,False,,False,False,False,False,,True,,False,,,,False,True
19123,95,26.0,25.7,,20.0,26.0,,,,,32.0,25.3,,5.5,19.3,26.0,53.0,,20.7,,21.6,,,,35.0,12.3,-69.0,-69.3,,-75.0,-69.0,,,,,-63.0,-69.7,,-89.5,-75.7,-69.0,-42.0,,-74.3,,-73.4,,,,-60.0,-82.7,False,,False,False,,,,,True,False,,False,False,False,True,,False,,False,,,,True,False
19125,288,184.0,179.6,,148.0,347.0,,,,,49.0,112.9,,261.5,168.4,,262.0,,98.1,,128.2,,,,233.0,119.0,-104.0,-108.4,,-140.0,59.0,,,,,-239.0,-175.1,,-26.5,-119.6,,-26.0,,-189.9,,-159.8,,,,-55.0,-169.0,False,,False,True,,,,,False,False,,True,False,,True,,False,,False,,,,True,False
19127,148,142.0,145.8,,103.0,111.0,,,,,121.0,106.0,,44.7,95.3,197.0,215.0,,68.9,,147.5,,,,136.0,123.7,-6.0,-2.2,,-45.0,-37.0,,,,,-27.0,-42.0,,-103.3,-52.7,49.0,67.0,,-79.1,,-0.5,,,,-12.0,-24.3,True,,False,False,,,,,False,False,,False,False,False,False,,False,,True,,,,False,False
19129,22,36.0,34.8,,29.0,34.0,,,,,27.0,41.7,,19.0,26.6,33.0,80.0,,57.5,,40.4,,,,45.0,21.1,14.0,12.8,,7.0,12.0,,,,,5.0,19.7,,-3.0,4.6,11.0,58.0,,35.5,,18.4,,,,23.0,-0.9,True,,True,True,,,,,True,False,,True,True,True,False,,False,,False,,,,False,True
19131,49,18.0,18.5,,11.0,0.0,,,,,22.0,15.1,,9.2,13.3,17.0,19.0,,6.8,,20.8,,,,21.0,12.6,-31.0,-30.5,,-38.0,-49.0,,,,,-27.0,-33.9,,-39.8,-35.7,-32.0,-30.0,,-42.1,,-28.2,,,,-28.0,-36.4,True,,False,False,,,,,True,False,,False,False,False,True,,False,,True,,,,True,False
19133,8,18.0,17.9,,12.0,0.0,,,,,12.0,7.9,,8.8,15.1,,,,11.6,,13.7,,,,25.0,8.2,10.0,9.9,,4.0,-8.0,,,,,4.0,-0.1,,0.8,7.1,,,,3.6,,5.7,,,,17.0,0.2,True,,True,True,,,,,True,True,,True,True,,,,True,,True,,,,False,True
19135,30,28.0,25.8,,18.0,20.0,,,,,10.0,13.3,,6.7,20.3,22.0,42.0,,26.2,,21.3,,,,41.0,13.7,-2.0,-4.2,,-12.0,-10.0,,,,,-20.0,-16.7,,-23.3,-9.7,-8.0,12.0,,-3.8,,-8.7,,,,11.0,-16.3,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19137,18,10.0,12.6,,6.0,0.0,,,,,12.0,18.5,,3.9,5.6,13.0,0.0,,7.3,,8.0,,,,13.0,13.8,-8.0,-5.4,,-12.0,-18.0,,,,,-6.0,0.5,,-14.1,-12.4,-5.0,-18.0,,-10.7,,-10.0,,,,-5.0,-4.2,True,,False,False,,,,,True,True,,False,False,True,False,,False,,False,,,,True,True
19139,72,72.0,71.7,,60.0,80.0,,,,,80.0,95.4,,22.1,52.5,117.0,204.0,,47.7,,68.7,,,,76.0,69.2,0.0,-0.3,,-12.0,8.0,,,,,8.0,23.4,,-49.9,-19.5,45.0,132.0,,-24.3,,-3.3,,,,4.0,-2.8,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19141,62,30.0,31.3,,26.0,29.0,,,,,20.0,31.4,,16.6,22.9,28.0,56.0,,39.5,,30.2,,,,32.0,15.5,-32.0,-30.7,,-36.0,-33.0,,,,,-42.0,-30.6,,-45.4,-39.1,-34.0,-6.0,,-22.5,,-31.8,,,,-30.0,-46.5,True,,False,False,,,,,False,True,,False,False,False,True,,True,,True,,,,True,False
19143,10,4.0,3.6,,3.0,0.0,,,,,8.0,7.7,,6.6,1.6,10.0,8.0,,6.2,,3.2,,,,4.0,8.1,-6.0,-6.4,,-7.0,-10.0,,,,,-2.0,-2.3,,-3.4,-8.4,0.0,-2.0,,-3.8,,-6.8,,,,-6.0,-1.9,False,,False,False,,,,,True,True,,True,False,True,True,,True,,False,,,,False,True
19145,22,10.0,7.8,,6.0,2.0,,,,,22.0,24.3,,1.8,7.3,,0.0,,2.0,,14.7,,,,6.0,16.2,-12.0,-14.2,,-16.0,-20.0,,,,,0.0,2.3,,-20.2,-14.7,,-22.0,,-20.0,,-7.3,,,,-16.0,-5.8,False,,False,False,,,,,True,True,,False,False,,False,,False,,True,,,,False,True
19147,18,12.0,9.6,,12.0,14.0,,,,,12.0,14.7,,1.8,11.5,,17.0,,14.6,,11.9,,,,9.0,15.3,-6.0,-8.4,,-6.0,-4.0,,,,,-6.0,-3.3,,-16.2,-6.5,,-1.0,,-3.4,,-6.1,,,,-9.0,-2.7,False,,False,True,,,,,False,True,,False,False,,True,,True,,False,,,,False,True
19149,228,212.0,217.7,,146.0,297.0,,,,,45.0,54.3,,128.2,155.1,160.0,259.0,,149.8,,162.8,,,,199.0,110.1,-16.0,-10.3,,-82.0,69.0,,,,,-183.0,-173.7,,-99.8,-72.9,-68.0,31.0,,-78.2,,-65.2,,,,-29.0,-117.9,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19151,43,0.0,0.0,,2.0,0.0,,,,,8.0,5.8,,1.0,4.8,14.0,0.0,,16.7,,1.5,,,,0.0,4.8,-43.0,-43.0,,-41.0,-43.0,,,,,-35.0,-37.2,,-42.0,-38.2,-29.0,-43.0,,-26.3,,-41.5,,,,-43.0,-38.2,False,,True,False,,,,,True,True,,True,True,True,False,,True,,True,,,,False,True
19153,2340,1464.0,1454.5,1275.9,1367.0,1478.0,,,,,992.0,951.4,,1212.8,1321.2,1808.0,1929.0,,1391.9,,1521.9,1429.0,,,1422.0,1294.2,-876.0,-885.5,-1064.1,-973.0,-862.0,,,,,-1348.0,-1388.6,,-1127.2,-1018.8,-532.0,-411.0,,-948.1,,-818.1,-911.0,,,-918.0,-1045.8,False,False,False,True,,,,,False,False,,False,False,True,True,,False,,True,False,,,False,False
19155,207,188.0,198.8,,150.0,158.0,,,,,142.0,172.8,,98.4,144.1,232.0,269.0,,204.1,,164.6,,,,183.0,196.8,-19.0,-8.2,,-57.0,-49.0,,,,,-65.0,-34.2,,-108.6,-62.9,25.0,62.0,,-2.9,,-42.4,,,,-24.0,-10.2,True,,False,False,,,,,False,False,,False,False,False,False,,True,,False,,,,False,True
19157,26,28.0,29.2,,18.0,14.0,,,,,32.0,23.6,,10.9,20.7,28.0,67.0,,14.1,,36.8,,,,44.0,15.8,2.0,3.2,,-8.0,-12.0,,,,,6.0,-2.4,,-15.1,-5.3,2.0,41.0,,-11.9,,10.8,,,,18.0,-10.2,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19159,6,10.0,9.7,,2.0,0.0,,,,,4.0,4.0,,1.6,2.3,,28.0,,0.3,,9.1,,,,10.0,8.0,4.0,3.7,,-4.0,-6.0,,,,,-2.0,-2.0,,-4.4,-3.7,,22.0,,-5.7,,3.1,,,,4.0,2.0,True,,False,False,,,,,True,True,,False,True,,False,,False,,True,,,,False,True
19161,25,22.0,22.7,,13.0,6.0,,,,,13.0,19.5,,10.9,15.1,19.0,50.0,,0.0,,17.2,,,,30.0,11.7,-3.0,-2.3,,-12.0,-19.0,,,,,-12.0,-5.5,,-14.1,-9.9,-6.0,25.0,,-25.0,,-7.8,,,,5.0,-13.3,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19163,371,300.0,289.6,,279.0,329.0,,,,,264.0,438.8,,254.2,268.2,329.0,507.0,,210.8,,265.5,300.0,,,361.0,271.8,-71.0,-81.4,,-92.0,-42.0,,,,,-107.0,67.8,,-116.8,-102.8,-42.0,136.0,,-160.2,,-105.5,-71.0,,,-10.0,-99.2,False,,False,True,,,,,False,True,,False,False,True,False,,False,,False,False,,,True,False
19165,18,22.0,22.0,,20.0,24.0,,,,,17.0,27.0,,15.5,24.4,34.0,,,32.7,,18.2,,,,19.0,18.4,4.0,4.0,,2.0,6.0,,,,,-1.0,9.0,,-2.5,6.4,16.0,,,14.7,,0.2,,,,1.0,0.4,True,,True,False,,,,,True,False,,True,False,False,,,False,,True,,,,True,True
19167,208,146.0,146.4,,135.0,198.0,,,,,72.0,73.5,,118.2,143.4,151.0,186.0,,204.4,,125.3,,,,164.0,88.6,-62.0,-61.6,,-73.0,-10.0,,,,,-136.0,-134.5,,-89.8,-64.6,-57.0,-22.0,,-3.6,,-82.7,,,,-44.0,-119.4,True,,False,True,,,,,False,False,,False,False,True,True,,True,,False,,,,True,False
19169,1311,364.0,385.5,,244.0,715.0,,,,,143.0,187.7,,246.2,261.6,315.0,566.0,,137.5,,271.2,,,,851.0,298.2,-947.0,-925.5,,-1067.0,-596.0,,,,,-1168.0,-1123.3,,-1064.8,-1049.4,-996.0,-745.0,,-1173.5,,-1039.8,,,,-460.0,-1012.8,True,,False,True,,,,,False,False,,False,False,False,True,,False,,False,,,,True,False
19171,68,40.0,39.1,,32.0,31.0,,,,,35.0,31.1,,17.7,33.8,76.0,70.0,,20.0,,40.9,,,,36.0,32.3,-28.0,-28.9,,-36.0,-37.0,,,,,-33.0,-36.9,,-50.3,-34.2,8.0,2.0,,-48.0,,-27.1,,,,-32.0,-35.7,False,,False,False,,,,,False,False,,False,False,True,True,,False,,True,,,,False,False
19173,9,2.0,1.3,,3.0,0.0,,,,,10.0,7.7,,2.2,4.0,,19.0,,5.7,,3.4,,,,9.0,5.4,-7.0,-7.7,,-6.0,-9.0,,,,,1.0,-1.3,,-6.8,-5.0,,10.0,,-3.3,,-5.6,,,,0.0,-3.6,False,,True,False,,,,,True,True,,True,True,,False,,True,,True,,,,True,True
19175,4,6.0,7.5,,9.0,10.0,,,,,14.0,23.1,,8.1,2.7,10.0,0.0,,11.2,,6.8,,,,11.0,8.1,2.0,3.5,,5.0,6.0,,,,,10.0,19.1,,4.1,-1.3,6.0,-4.0,,7.2,,2.8,,,,7.0,4.1,False,,False,False,,,,,False,False,,False,True,False,False,,False,,False,,,,False,False
19177,63,10.0,11.2,,4.0,0.0,,,,,8.0,7.1,,3.5,4.0,13.0,10.0,,5.1,,10.6,,,,11.0,14.2,-53.0,-51.8,,-59.0,-63.0,,,,,-55.0,-55.9,,-59.5,-59.0,-50.0,-53.0,,-57.9,,-52.4,,,,-52.0,-48.8,True,,False,False,,,,,False,False,,False,False,True,False,,False,,True,,,,True,True
19179,124,106.0,105.5,,96.0,113.0,,,,,93.0,100.6,,37.3,88.3,141.0,111.0,,108.4,,99.2,,,,75.0,99.8,-18.0,-18.5,,-28.0,-11.0,,,,,-31.0,-23.4,,-86.7,-35.7,17.0,-13.0,,-15.6,,-24.8,,,,-49.0,-24.2,False,,False,True,,,,,False,False,,False,False,True,True,,True,,False,,,,False,False
19181,196,92.0,91.0,,79.0,78.0,,,,,76.0,99.2,,62.6,89.0,111.0,203.0,,75.4,,97.1,,,,93.0,75.4,-104.0,-105.0,,-117.0,-118.0,,,,,-120.0,-96.8,,-133.4,-107.0,-85.0,7.0,,-120.6,,-98.9,,,,-103.0,-120.6,False,,False,False,,,,,False,True,,False,False,True,True,,False,,True,,,,True,False
19183,46,16.0,16.3,,14.0,14.0,,,,,35.0,21.7,,2.8,12.8,,53.0,,17.0,,15.5,,,,12.0,16.7,-30.0,-29.7,,-32.0,-32.0,,,,,-11.0,-24.3,,-43.2,-33.2,,7.0,,-29.0,,-30.5,,,,-34.0,-29.3,True,,False,False,,,,,True,True,,False,False,,True,,True,,False,,,,False,True
19185,38,26.0,24.2,,4.0,0.0,,,,,4.0,8.6,,1.8,9.5,15.0,36.0,,10.9,,,,,,37.0,12.9,-12.0,-13.8,,-34.0,-38.0,,,,,-34.0,-29.4,,-36.2,-28.5,-23.0,-2.0,,-27.1,,,,,,-1.0,-25.1,False,,False,False,,,,,False,False,,False,False,False,True,,False,,,,,,True,False
19187,387,0.0,0.0,,31.0,73.0,,,,,80.0,16.2,,7.9,51.3,,0.0,,64.4,,4.3,,,,0.0,83.1,-387.0,-387.0,,-356.0,-314.0,,,,,-307.0,-370.8,,-379.1,-335.7,,-387.0,,-322.6,,-382.7,,,,-387.0,-303.9,False,,True,True,,,,,True,True,,True,True,,False,,True,,True,,,,False,True
19189,30,58.0,56.8,,37.0,84.0,,,,,22.0,39.4,,33.4,40.1,45.0,,,27.2,,52.1,,,,56.0,44.7,28.0,26.8,,7.0,54.0,,,,,-8.0,9.4,,3.4,10.1,15.0,,,-2.8,,22.1,,,,26.0,14.7,True,,True,False,,,,,True,True,,True,True,True,,,True,,True,,,,True,True
19191,74,114.0,104.8,,83.0,171.0,,,,,28.0,52.7,,96.0,75.7,97.0,197.0,,72.3,,96.1,,,,143.0,58.3,40.0,30.8,,9.0,97.0,,,,,-46.0,-21.3,,22.0,1.7,23.0,123.0,,-1.7,,22.1,,,,69.0,-15.7,True,,True,False,,,,,False,True,,True,True,True,False,,True,,True,,,,False,True
19193,366,260.0,249.9,,222.0,386.0,,,,,225.0,134.9,,160.0,282.2,487.0,299.0,,196.9,,219.1,,,,254.0,168.9,-106.0,-116.1,,-144.0,20.0,,,,,-141.0,-231.1,,-206.0,-83.8,121.0,-67.0,,-169.1,,-146.9,,,,-112.0,-197.1,False,,False,True,,,,,False,False,,False,True,False,True,,False,,False,,,,False,False
19195,10,8.0,8.3,,6.0,0.0,,,,,16.0,16.7,,6.2,1.9,12.0,28.0,,4.1,,7.2,,,,7.0,10.2,-2.0,-1.7,,-4.0,-10.0,,,,,6.0,6.7,,-3.8,-8.1,2.0,18.0,,-5.9,,-2.8,,,,-3.0,0.2,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,True
