,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
08099,26,30.0,,30.8,,29.0,,,,,,10.0,34.8,,8.7,37.0,,,,146.1,,29.1,,,,,,60.7,4.0,,4.8,,3.0,,,,,,-16.0,8.8,,-17.3,11.0,,,,120.1,,3.1,,,,,,34.7,,False,,True,,,,,,False,False,,False,False,,,,False,,True,,,,,,False
08101,170,189.0,174.1,195.0,,170.0,198.0,,,,,332.0,541.0,,77.4,162.9,163.9,101.0,,121.3,,262.7,159.0,,,,,286.5,19.0,4.1,25.0,,0.0,28.0,,,,,162.0,371.0,,-92.6,-7.1,-6.1,-69.0,,-48.7,,92.7,-11.0,,,,,116.5,True,False,,True,False,,,,,False,False,,False,True,True,False,,False,,False,True,,,,,False
08103,4,12.0,,11.4,,0.0,0.0,,,,,0.0,10.0,,0.4,5.6,,5.0,,0.8,,,,,,,,92.5,8.0,,7.4,,-4.0,-4.0,,,,,-4.0,6.0,,-3.6,1.6,,1.0,,-3.2,,,,,,,,88.5,,True,,True,True,,,,,True,True,,True,True,,True,,True,,,,,,,,False
08105,2,9.0,,6.8,,6.0,0.0,,,,,11.0,19.0,,4.6,2.0,,6.0,,14.4,,10.3,,,,,,16.8,7.0,,4.8,,4.0,-2.0,,,,,9.0,17.0,,2.6,-0.0,,4.0,,12.4,,8.3,,,,,,14.8,,True,,True,True,,,,,False,False,,True,True,,True,,False,,False,,,,,,False
08107,9,15.0,,12.4,,16.0,25.0,,,,,12.0,40.7,,0.8,14.8,27.9,,,20.9,,30.8,,,,,,81.7,6.0,,3.4,,7.0,16.0,,,,,3.0,31.7,,-8.2,5.8,18.9,,,11.9,,21.8,,,,,,72.7,,True,,False,False,,,,,True,False,,False,True,False,,,False,,False,,,,,,False
08109,5,0.0,,0.3,,1.0,0.0,,,,,4.0,6.0,,8.9,2.3,0.8,2.0,,1.6,,4.5,,,,,,8.9,-5.0,,-4.7,,-4.0,-5.0,,,,,-1.0,1.0,,3.9,-2.7,-4.2,-3.0,,-3.4,,-0.5,,,,,,3.9,,True,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,,True
08111,4,0.0,,0.0,,0.0,0.0,,,,,0.0,1.1,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,28.5,-4.0,,-4.0,,-4.0,-4.0,,,,,-4.0,-2.9,,-4.0,-4.0,,-4.0,,-4.0,,-4.0,,,,,,24.5,,False,,False,False,,,,,False,True,,True,True,,False,,False,,True,,,,,,False
08113,2,15.0,,15.3,,7.0,0.0,,,,,1.0,14.7,,3.9,9.3,,,,16.4,,14.9,,,,,,17.2,13.0,,13.3,,5.0,-2.0,,,,,-1.0,12.7,,1.9,7.3,,,,14.4,,12.9,,,,,,15.2,,False,,True,True,,,,,True,True,,True,True,,,,False,,True,,,,,,False
08115,1,0.0,,0.1,,0.0,0.0,,,,,0.0,1.8,,,0.0,,0.0,,0.0,,,,,,,,25.0,-1.0,,-0.9,,-1.0,-1.0,,,,,-1.0,0.8,,,-1.0,,-1.0,,-1.0,,,,,,,,24.0,,True,,False,False,,,,,False,True,,,True,,False,,False,,,,,,,,False
08117,22,51.0,,51.8,,26.0,55.0,,,,,30.0,38.0,,2.8,30.1,23.6,34.0,,17.2,,37.3,,,,,,83.2,29.0,,29.8,,4.0,33.0,,,,,8.0,16.0,,-19.2,8.1,1.6,12.0,,-4.8,,15.3,,,,,,61.2,,False,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,,False
08119,20,66.0,,66.5,,36.0,74.0,,,,,21.0,71.6,,8.2,35.3,50.7,26.0,,11.4,,62.8,,,,,,120.1,46.0,,46.5,,16.0,54.0,,,,,1.0,51.6,,-11.8,15.3,30.7,6.0,,-8.6,,42.8,,,,,,100.1,,False,,True,False,,,,,True,False,,True,True,True,True,,True,,True,,,,,,False
08121,4,9.0,,9.2,,4.0,0.0,,,,,2.0,6.3,,2.0,4.1,,,,13.5,,7.3,,,,,,49.3,5.0,,5.2,,0.0,-4.0,,,,,-2.0,2.3,,-2.0,0.1,,,,9.5,,3.3,,,,,,45.3,,False,,True,True,,,,,True,True,,True,True,,,,False,,True,,,,,,False
08123,356,315.0,142.6,313.7,,284.0,241.0,,,,,362.0,585.7,,176.5,323.5,208.4,355.0,,299.2,,340.0,231.0,,,,,559.1,-41.0,-213.4,-42.3,,-72.0,-115.0,,,,,6.0,229.7,,-179.5,-32.5,-147.6,-1.0,,-56.8,,-16.0,-125.0,,,,,203.1,False,False,,False,False,,,,,True,False,,False,True,False,True,,False,,True,False,,,,,False
08125,4,0.0,,1.2,,0.0,0.0,,,,,4.0,11.3,,1.5,1.1,,0.0,,1.1,,0.7,,,,,,19.4,-4.0,,-2.8,,-4.0,-4.0,,,,,0.0,7.3,,-2.5,-2.9,,-4.0,,-2.9,,-3.3,,,,,,15.4,,True,,False,False,,,,,True,False,,True,True,,False,,True,,True,,,,,,False
09001,871,612.0,155.9,492.7,1271.2,382.0,441.0,,,,,487.0,938.1,,110.0,386.6,438.6,322.0,,221.6,,672.6,155.0,,,,,2936.1,-259.0,-715.0,-378.3,400.2,-489.0,-430.0,,,,,-384.0,67.1,,-761.0,-484.4,-432.4,-549.0,,-649.5,,-198.4,-716.0,,,,,2065.1,False,False,False,False,False,,,,,False,True,,False,False,False,False,,False,,True,False,,,,,False
09003,771,330.0,465.1,353.8,783.5,204.0,70.0,,,,,495.0,562.6,,93.7,244.6,137.1,215.0,,42.6,,468.4,116.0,,,,,309.0,-441.0,-305.9,-417.2,12.5,-567.0,-701.0,,,,,-276.0,-208.4,,-677.3,-526.4,-633.9,-556.0,,-728.4,,-302.6,-655.0,,,,,-462.0,True,True,True,False,False,,,,,True,True,,False,False,False,False,,False,,True,False,,,,,False
09005,97,66.0,23.6,51.4,,33.0,42.0,,,,,10.0,134.9,,20.6,46.5,49.8,31.0,,18.3,,62.7,34.0,,,,,127.5,-31.0,-73.4,-45.6,,-64.0,-55.0,,,,,-87.0,37.9,,-76.4,-50.5,-47.2,-66.0,,-78.7,,-34.3,-63.0,,,,,30.5,False,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,,,True
09007,71,54.0,33.4,55.0,,32.0,67.0,,,,,6.0,74.0,,3.3,38.0,31.4,,,37.8,,44.9,22.0,,,,,123.7,-17.0,-37.6,-16.0,,-39.0,-4.0,,,,,-65.0,3.0,,-67.7,-33.0,-39.6,,,-33.2,,-26.1,-49.0,,,,,52.7,False,True,,False,True,,,,,False,True,,False,False,False,,,False,,False,False,,,,,False
09009,479,513.0,362.5,519.2,947.6,278.0,969.0,,,,,192.0,888.3,,142.2,319.5,78.6,236.0,,207.9,,614.8,183.0,,,,,649.6,34.0,-116.5,40.2,468.6,-201.0,490.0,,,,,-287.0,409.3,,-336.8,-159.5,-400.4,-243.0,,-271.1,,135.8,-296.0,,,,,170.6,False,False,False,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,,,False
09011,145,132.0,79.3,136.1,,71.0,140.0,,,,,29.0,259.5,,10.5,74.9,40.9,,,62.8,,127.9,74.0,,,,,165.5,-13.0,-65.7,-8.9,,-74.0,-5.0,,,,,-116.0,114.5,,-134.5,-70.1,-104.1,,,-82.2,,-17.1,-71.0,,,,,20.5,False,True,,False,True,,,,,False,False,,False,False,False,,,False,,False,False,,,,,False
09013,105,0.0,39.2,1.0,,13.0,10.0,,,,,22.0,60.6,,164.0,12.2,43.4,16.0,,0.2,,13.3,10.0,,,,,0.0,-105.0,-65.8,-104.0,,-92.0,-95.0,,,,,-83.0,-44.4,,59.0,-92.8,-61.6,-89.0,,-104.8,,-91.7,-95.0,,,,,-105.0,True,True,,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,,,False
09015,58,87.0,51.8,77.0,,49.0,119.0,,,,,26.0,94.8,,12.7,66.9,51.2,27.0,,15.0,,70.2,,,,,,75.6,29.0,-6.2,19.0,,-9.0,61.0,,,,,-32.0,36.8,,-45.3,8.9,-6.8,-31.0,,-43.0,,12.2,,,,,,17.6,True,True,,True,False,,,,,False,False,,False,True,True,False,,False,,True,,,,,,True
10001,228,594.0,203.7,651.4,,388.0,1966.0,,,,,231.0,418.2,,436.3,416.1,165.4,690.0,,308.2,,648.6,447.0,,,764.0,,822.1,366.0,-24.3,423.4,,160.0,1738.0,,,,,3.0,190.2,,208.3,188.1,-62.6,462.0,,80.2,,420.6,219.0,,,536.0,,594.1,True,False,,True,False,,,,,True,True,,True,True,True,False,,True,,False,True,,,False,,False
10003,1026,987.0,780.9,991.6,1058.0,824.0,1558.0,,,,,846.0,916.1,,775.6,783.8,348.8,1738.0,,961.7,,1077.0,522.0,,,759.0,,1138.3,-39.0,-245.1,-34.4,32.0,-202.0,532.0,,,,,-180.0,-109.9,,-250.4,-242.2,-677.2,712.0,,-64.3,,51.0,-504.0,,,-267.0,,112.3,False,True,True,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,False
10005,298,1053.0,317.4,994.1,929.1,614.0,2948.0,,,,,356.0,565.5,,707.0,520.8,181.5,1551.0,,170.5,,959.6,928.0,,,1169.0,,1775.6,755.0,19.4,696.1,631.1,316.0,2650.0,,,,,58.0,267.5,,409.0,222.8,-116.5,1253.0,,-127.5,,661.6,630.0,,,871.0,,1477.6,True,True,True,True,False,,,,,True,True,,True,True,True,False,,True,,True,True,,,False,,False
12001,954,1368.0,2117.1,1366.6,,1206.0,1382.0,,,,,1194.0,1592.6,,1517.8,1257.1,741.3,774.0,,1108.8,,798.8,1194.0,,,1026.0,,4859.7,414.0,1163.1,412.6,,252.0,428.0,,,,,240.0,638.6,,563.8,303.1,-212.7,-180.0,,154.8,,-155.2,240.0,,,72.0,,3905.7,False,True,,True,False,,,,,True,False,,False,True,True,True,,True,,True,True,,,True,,False
12003,178,729.0,,626.2,,385.0,1191.0,,,,,452.0,155.7,,298.0,334.8,95.1,214.0,,845.1,,410.2,,,,298.0,,12316.6,551.0,,448.2,,207.0,1013.0,,,,,274.0,-22.3,,120.0,156.8,-82.9,36.0,,667.1,,232.2,,,,120.0,,12138.6,,True,,True,False,,,,,True,True,,True,True,True,True,,False,,True,,,,True,,False
12005,704,1197.0,3451.0,1100.6,,738.0,564.0,,,,,1381.0,1316.3,,643.5,818.7,622.6,713.0,,447.1,,1117.3,702.0,,,850.0,,3973.5,493.0,2747.0,396.6,,34.0,-140.0,,,,,677.0,612.3,,-60.5,114.7,-81.4,9.0,,-256.9,,413.3,-2.0,,,146.0,,3269.5,False,True,,True,True,,,,,False,False,,True,True,True,True,,True,,True,True,,,True,,False
12007,272,282.0,,300.3,,199.0,279.0,,,,,357.0,209.2,,80.4,161.0,119.3,99.0,,199.9,,272.9,,,,305.0,,1397.6,10.0,,28.3,,-73.0,7.0,,,,,85.0,-62.8,,-191.6,-111.0,-152.7,-173.0,,-72.1,,0.9,,,,33.0,,1125.6,,False,,False,True,,,,,False,False,,False,False,False,False,,False,,True,,,,False,,False
12009,1120,1545.0,3870.0,1643.6,1528.1,1251.0,1710.0,,,,,1749.0,2315.7,,1166.5,1047.4,579.2,890.0,,1161.3,,1254.2,772.0,,,1245.0,,6054.4,425.0,2750.0,523.6,408.1,131.0,590.0,,,,,629.0,1195.7,,46.5,-72.6,-540.8,-230.0,,41.3,,134.2,-348.0,,,125.0,,4934.4,False,False,True,True,False,,,,,False,False,,True,True,False,True,,True,,True,True,,,True,,False
12011,7101,13191.0,38353.9,12898.2,10723.4,9337.0,16934.0,,,,,7960.0,10841.2,,10550.4,8091.6,4114.5,8581.0,,6112.2,,12424.5,7270.0,,,4945.0,,27097.5,6090.0,31252.9,5797.2,3622.4,2236.0,9833.0,,,,,859.0,3740.2,,3449.4,990.6,-2986.5,1480.0,,-988.8,,5323.5,169.0,,,-2156.0,,19996.5,False,True,True,True,False,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,,False
12013,90,105.0,,133.1,,117.0,193.0,,,,,238.0,94.7,,21.3,91.9,53.9,67.0,,127.9,,144.6,,,,88.0,,861.5,15.0,,43.1,,27.0,103.0,,,,,148.0,4.7,,-68.7,1.9,-36.1,-23.0,,37.9,,54.6,,,,-2.0,,771.5,,False,,False,False,,,,,False,True,,False,True,False,False,,False,,False,,,,True,,False
12015,409,465.0,1382.2,495.6,,328.0,280.0,,,,,666.0,782.5,,290.4,297.5,336.9,300.0,,162.6,,373.6,260.0,,,490.0,,1783.0,56.0,973.2,86.6,,-81.0,-129.0,,,,,257.0,373.5,,-118.6,-111.5,-72.1,-109.0,,-246.4,,-35.4,-149.0,,,81.0,,1374.0,False,False,,False,False,,,,,False,False,,False,False,False,False,,False,,True,False,,,False,,False
12017,547,708.0,1315.5,720.8,,655.0,757.0,,,,,642.0,844.2,,718.4,685.0,431.6,345.0,,657.3,,434.6,550.0,,,683.0,,2132.4,161.0,768.5,173.8,,108.0,210.0,,,,,95.0,297.2,,171.4,138.0,-115.4,-202.0,,110.3,,-112.4,3.0,,,136.0,,1585.4,False,False,,True,False,,,,,True,False,,False,True,True,False,,True,,True,True,,,True,,False
12019,839,585.0,2395.1,630.3,,412.0,310.0,,,,,1108.0,849.6,,433.4,387.6,442.3,428.0,,286.9,,410.3,414.0,,,634.0,,2968.0,-254.0,1556.1,-208.7,,-427.0,-529.0,,,,,269.0,10.6,,-405.6,-451.4,-396.7,-411.0,,-552.1,,-428.7,-425.0,,,-205.0,,2129.0,False,True,,False,False,,,,,False,True,,False,False,False,False,,False,,False,False,,,True,,False
12021,1111,1725.0,2747.3,1857.8,1582.4,1329.0,1789.0,,,,,1254.0,909.2,,873.1,1213.5,454.5,1297.0,,1390.0,,1954.4,943.0,,,836.0,,8585.2,614.0,1636.3,746.8,471.4,218.0,678.0,,,,,143.0,-201.8,,-237.9,102.5,-656.5,186.0,,279.0,,843.4,-168.0,,,-275.0,,7474.2,False,False,True,True,False,,,,,True,True,,True,True,False,True,,True,,False,True,,,True,,False
12023,402,576.0,1622.9,587.4,,396.0,126.0,,,,,752.0,682.7,,232.0,278.0,8.0,377.0,,103.0,,910.0,,,,125.0,,1680.7,174.0,1220.9,185.4,,-6.0,-276.0,,,,,350.0,280.7,,-170.0,-124.0,-394.0,-25.0,,-299.0,,508.0,,,,-277.0,,1278.7,False,False,,True,False,,,,,False,False,,True,True,False,True,,False,,False,,,,False,,False
12027,110,222.0,,231.2,,118.0,118.0,,,,,212.0,131.1,,55.1,165.1,14.2,173.0,,81.0,,261.0,,,,50.0,,651.3,112.0,,121.2,,8.0,8.0,,,,,102.0,21.1,,-54.9,55.1,-95.8,63.0,,-29.0,,151.0,,,,-60.0,,541.3,,False,,True,True,,,,,True,True,,True,True,True,True,,True,,False,,,,True,,False
12029,185,327.0,,370.3,,223.0,678.0,,,,,574.0,160.3,,35.1,145.6,33.1,82.0,,222.1,,254.1,,,,160.0,,1003.7,142.0,,185.3,,38.0,493.0,,,,,389.0,-24.7,,-149.9,-39.4,-151.9,-103.0,,37.1,,69.1,,,,-25.0,,818.7,,False,,True,False,,,,,False,True,,False,True,False,True,,True,,True,,,,True,,False
12031,3035,4029.0,18002.3,3984.1,4090.6,2942.0,2705.0,,,,,4621.0,4639.8,,3249.0,2724.7,1416.4,3007.0,,2862.0,,2403.1,1849.0,,,2391.0,,7349.4,994.0,14967.3,949.1,1055.6,-93.0,-330.0,,,,,1586.0,1604.8,,214.0,-310.3,-1618.6,-28.0,,-173.0,,-631.9,-1186.0,,,-644.0,,4314.4,False,True,False,True,True,,,,,False,False,,True,True,False,True,,True,,True,False,,,True,,False
12033,1277,2724.0,4203.5,2989.2,1752.9,1953.0,1614.0,,,,,3441.0,2527.3,,1532.0,1439.2,1700.2,1391.0,,2031.7,,3003.0,1744.0,,,1325.0,,5062.4,1447.0,2926.5,1712.2,475.9,676.0,337.0,,,,,2164.0,1250.3,,255.0,162.2,423.2,114.0,,754.7,,1726.0,467.0,,,48.0,,3785.4,False,False,True,True,True,,,,,False,True,,True,True,True,True,,True,,False,True,,,True,,False
12035,239,306.0,516.2,297.2,,244.0,243.0,,,,,374.0,502.1,,188.8,217.1,224.7,165.0,,130.2,,238.1,,,,338.0,,1273.0,67.0,277.2,58.2,,5.0,4.0,,,,,135.0,263.1,,-50.2,-21.9,-14.3,-74.0,,-108.8,,-0.9,,,,99.0,,1034.0,False,True,,True,True,,,,,False,False,,True,True,True,False,,False,,True,,,,False,,False
12037,102,198.0,,202.1,,162.0,338.0,,,,,1098.0,124.3,,84.8,162.0,47.1,75.0,,72.6,,229.1,,,,107.0,,2118.7,96.0,,100.1,,60.0,236.0,,,,,996.0,22.3,,-17.2,60.0,-54.9,-27.0,,-29.4,,127.1,,,,5.0,,2016.7,,False,,True,False,,,,,False,True,,True,True,True,True,,True,,False,,,,True,,False
12039,499,471.0,,494.8,,335.0,264.0,,,,,602.0,475.4,,287.2,276.5,209.5,282.0,,169.5,,564.8,,,,90.0,,1791.1,-28.0,,-4.2,,-164.0,-235.0,,,,,103.0,-23.6,,-211.8,-222.5,-289.5,-217.0,,-329.5,,65.8,,,,-409.0,,1292.1,,True,,False,False,,,,,False,True,,False,False,False,False,,False,,False,,,,False,,False
12041,80,132.0,,118.1,,71.0,68.0,,,,,227.0,110.7,,51.6,82.1,58.4,64.0,,46.2,,196.2,,,,67.0,,627.1,52.0,,38.1,,-9.0,-12.0,,,,,147.0,30.7,,-28.4,2.1,-21.6,-16.0,,-33.8,,116.2,,,,-13.0,,547.1,,True,,True,True,,,,,False,True,,True,True,True,True,,True,,False,,,,True,,False
12043,42,54.0,,2.1,,20.0,18.0,,,,,80.0,41.7,,11.6,36.4,0.0,51.0,,76.8,,74.6,,,,17.0,,603.4,12.0,,-39.9,,-22.0,-24.0,,,,,38.0,-0.3,,-30.4,-5.6,-42.0,9.0,,34.8,,32.6,,,,-25.0,,561.4,,False,,False,False,,,,,False,True,,False,True,False,True,,False,,False,,,,False,,False
12045,116,381.0,,445.5,,230.0,470.0,,,,,1238.0,207.0,,153.6,218.2,128.1,134.0,,166.2,,369.8,,,,0.0,,1961.8,265.0,,329.5,,114.0,354.0,,,,,1122.0,91.0,,37.6,102.2,12.1,18.0,,50.2,,253.8,,,,-116.0,,1845.8,,False,,True,False,,,,,False,True,,True,True,True,True,,True,,True,,,,True,,False
12047,77,51.0,,45.6,,41.0,45.0,,,,,375.0,56.4,,12.0,45.3,1.4,70.0,,0.3,,84.9,,,,6.0,,293.4,-26.0,,-31.4,,-36.0,-32.0,,,,,298.0,-20.6,,-65.0,-31.7,-75.6,-7.0,,-76.7,,7.9,,,,-71.0,,216.4,,False,,False,False,,,,,False,True,,False,False,False,True,,False,,True,,,,False,,False
12049,141,177.0,,165.2,,143.0,147.0,,,,,144.0,118.3,,25.9,103.7,127.5,115.0,,157.5,,117.5,,,,59.0,,1639.1,36.0,,24.2,,2.0,6.0,,,,,3.0,-22.7,,-115.1,-37.3,-13.5,-26.0,,16.5,,-23.5,,,,-82.0,,1498.1,,True,,True,True,,,,,True,True,,False,False,True,True,,True,,True,,,,False,,False
12051,116,384.0,,392.5,,232.0,234.0,,,,,267.0,173.7,,109.8,258.3,4.5,237.0,,61.9,,371.4,,,,29.0,,3580.5,268.0,,276.5,,116.0,118.0,,,,,151.0,57.7,,-6.2,142.3,-111.5,121.0,,-54.1,,255.4,,,,-87.0,,3464.5,,False,,True,True,,,,,True,True,,True,True,True,True,,True,,True,,,,True,,False
12053,564,675.0,1275.2,649.8,,541.0,494.0,,,,,796.0,920.6,,580.0,537.1,407.8,351.0,,553.7,,403.4,433.0,,,634.0,,1572.8,111.0,711.2,85.8,,-23.0,-70.0,,,,,232.0,356.6,,16.0,-26.9,-156.2,-213.0,,-10.3,,-160.6,-131.0,,,70.0,,1008.8,False,True,,True,True,,,,,False,False,,True,True,False,False,,True,,False,False,,,True,,False
12055,307,555.0,1340.8,544.5,,474.0,575.0,,,,,460.0,557.5,,365.7,431.6,359.6,268.0,,490.8,,522.5,,,,452.0,,2391.0,248.0,1033.8,237.5,,167.0,268.0,,,,,153.0,250.5,,58.7,124.6,52.6,-39.0,,183.8,,215.5,,,,145.0,,2084.0,False,True,,True,False,,,,,True,False,,True,True,True,True,,True,,True,,,,True,,False
12057,4222,5316.0,5993.4,5218.1,4172.9,3916.0,4121.0,,,,,4936.0,3573.1,,4752.3,3764.4,1951.8,4167.0,,2314.2,,3015.0,3496.0,,,3578.0,,12036.4,1094.0,1771.4,996.1,-49.1,-306.0,-101.0,,,,,714.0,-648.9,,530.3,-457.6,-2270.2,-55.0,,-1907.8,,-1207.0,-726.0,,,-644.0,,7814.4,False,True,True,True,True,,,,,True,True,,True,True,False,True,,False,,False,True,,,True,,False
12059,149,102.0,,103.3,,84.0,101.0,,,,,223.0,114.3,,26.5,73.7,50.3,70.0,,81.9,,128.7,,,,61.0,,249.2,-47.0,,-45.7,,-65.0,-48.0,,,,,74.0,-34.7,,-122.5,-75.3,-98.7,-79.0,,-67.1,,-20.3,,,,-88.0,,100.2,,True,,False,False,,,,,False,True,,False,False,False,False,,False,,True,,,,False,,False
12061,254,456.0,1635.3,416.7,,312.0,282.0,,,,,578.0,515.6,,293.6,298.6,308.8,318.0,,317.1,,324.8,205.0,,,404.0,,1806.4,202.0,1381.3,162.7,,58.0,28.0,,,,,324.0,261.6,,39.6,44.6,54.8,64.0,,63.1,,70.8,-49.0,,,150.0,,1552.4,False,True,,True,True,,,,,False,False,,True,True,True,True,,True,,True,True,,,True,,False
12063,460,603.0,,674.2,,315.0,262.0,,,,,499.0,573.0,,118.7,295.2,3.2,281.0,,224.1,,390.1,,,,82.0,,1878.4,143.0,,214.2,,-145.0,-198.0,,,,,39.0,113.0,,-341.3,-164.8,-456.8,-179.0,,-235.9,,-69.9,,,,-378.0,,1418.4,,False,,False,False,,,,,True,True,,False,False,False,False,,False,,True,,,,False,,False
12065,48,57.0,,45.6,,40.0,88.0,,,,,253.0,64.3,,2.6,40.8,0.0,50.0,,106.0,,639.8,,,,81.0,,556.8,9.0,,-2.4,,-8.0,40.0,,,,,205.0,16.3,,-45.4,-7.2,-48.0,2.0,,58.0,,591.8,,,,33.0,,508.8,,True,,True,False,,,,,False,False,,False,True,False,True,,False,,False,,,,False,,False
12067,276,2406.0,,2210.4,,1325.0,1644.0,,,,,64.0,79.5,,2615.4,971.5,160.7,,,7793.9,,1365.1,,,,6254.0,,20217.4,2130.0,,1934.4,,1049.0,1368.0,,,,,-212.0,-196.5,,2339.4,695.5,-115.3,,,7517.9,,1089.1,,,,5978.0,,19941.4,,True,,True,True,,,,,True,True,,False,True,True,,,False,,True,,,,False,,False
12069,1167,1542.0,1918.4,1500.4,1475.9,1248.0,2305.0,,,,,1342.0,1454.9,,1357.8,982.3,717.8,838.0,,976.7,,1210.5,1101.0,,,1160.0,,12528.3,375.0,751.4,333.4,308.9,81.0,1138.0,,,,,175.0,287.9,,190.8,-184.7,-449.2,-329.0,,-190.3,,43.5,-66.0,,,-7.0,,11361.3,False,True,True,True,False,,,,,True,True,,True,True,False,True,,True,,True,True,,,True,,False
12071,1794,2622.0,11615.2,1946.6,2430.8,2146.0,2945.0,,,,,2423.0,2042.6,,2313.9,2125.5,684.7,2121.0,,1355.3,,2125.1,1334.0,,,1637.0,,6372.4,828.0,9821.2,152.6,636.8,352.0,1151.0,,,,,629.0,248.6,,519.9,331.5,-1109.3,327.0,,-438.7,,331.1,-460.0,,,-157.0,,4578.4,False,True,True,True,False,,,,,True,True,,True,True,False,True,,True,,True,True,,,True,,False
12073,2113,1323.0,4749.6,1424.8,,1033.0,749.0,,,,,1512.0,1588.1,,1057.0,855.3,1005.0,784.0,,1293.8,,981.1,736.0,,,1098.0,,3277.3,-790.0,2636.6,-688.2,,-1080.0,-1364.0,,,,,-601.0,-524.9,,-1056.0,-1257.7,-1108.0,-1329.0,,-819.2,,-1131.9,-1377.0,,,-1015.0,,1164.3,False,True,,False,False,,,,,True,True,,False,False,False,False,,False,,False,False,,,False,,False
12075,181,243.0,,242.4,,184.0,136.0,,,,,340.0,251.8,,129.9,215.2,194.6,132.0,,134.3,,235.0,,,,187.0,,1202.3,62.0,,61.4,,3.0,-45.0,,,,,159.0,70.8,,-51.1,34.2,13.6,-49.0,,-46.7,,54.0,,,,6.0,,1021.3,,True,,True,True,,,,,False,False,,True,True,True,True,,True,,True,,,,True,,False
12077,36,33.0,,39.3,,31.0,,,,,,249.0,45.0,,1.1,25.5,1.0,45.0,,183.9,,46.0,,,,0.0,,327.2,-3.0,,3.3,,-5.0,,,,,,213.0,9.0,,-34.9,-10.5,-35.0,9.0,,147.9,,10.0,,,,-36.0,,291.2,,False,,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
12079,153,162.0,,168.4,,124.0,118.0,,,,,379.0,127.2,,128.0,130.9,0.9,110.0,,124.6,,96.4,,,,33.0,,462.3,9.0,,15.4,,-29.0,-35.0,,,,,226.0,-25.8,,-25.0,-22.1,-152.1,-43.0,,-28.4,,-56.6,,,,-120.0,,309.3,,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
12081,898,1608.0,2625.3,1563.1,1380.8,1262.0,1428.0,,,,,1429.0,1347.6,,1258.2,1116.7,508.7,1196.0,,1060.1,,1352.3,771.0,,,945.0,,5716.6,710.0,1727.3,665.1,482.8,364.0,530.0,,,,,531.0,449.6,,360.2,218.7,-389.3,298.0,,162.1,,454.3,-127.0,,,47.0,,4818.6,False,True,True,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,,False
