,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
51710,537,732.0,2846.7,736.0,,646.0,400.0,,,,,1017.0,1030.6,,479.0,675.9,686.0,837.0,,359.7,,671.5,443.0,,,513.0,1164.8,2672.5,195.0,2309.7,199.0,,109.0,-137.0,,,,,480.0,493.6,,-58.0,138.9,149.0,300.0,,-177.3,,134.5,-94.0,,,-24.0,627.8,2135.5,False,False,,True,True,,,,,False,False,,True,True,True,False,,True,,True,True,,,True,False,False
51720,5,15.0,,15.1,,3.0,0.0,,,,,24.0,11.0,,1.1,3.5,,,,2.0,,,,,,10.0,17.2,29.7,10.0,,10.1,,-2.0,-5.0,,,,,19.0,6.0,,-3.9,-1.5,,,,-3.0,,,,,,5.0,12.2,24.7,,False,,True,True,,,,,False,True,,True,True,,,,True,,,,,,True,False,False
51730,115,90.0,,93.1,,75.0,40.0,,,,,109.0,101.3,,18.5,79.7,0.2,96.0,,74.5,,87.0,,,,42.0,112.3,89.7,-25.0,,-21.9,,-40.0,-75.0,,,,,-6.0,-13.7,,-96.5,-35.3,-114.8,-19.0,,-40.5,,-28.0,,,,-73.0,-2.7,-25.3,,True,,False,False,,,,,True,True,,False,False,False,True,,False,,False,,,,False,True,False
51735,26,6.0,,8.6,,4.0,0.0,,,,,11.0,10.8,,4.3,4.3,,,,3.6,,13.8,,,,2.0,5.1,30.9,-20.0,,-17.4,,-22.0,-26.0,,,,,-15.0,-15.2,,-21.7,-21.7,,,,-22.4,,-12.2,,,,-24.0,-20.9,4.9,,True,,False,False,,,,,True,True,,False,False,,,,False,,True,,,,False,False,True
51740,313,618.0,816.0,614.4,,412.0,449.0,,,,,375.0,676.3,,284.3,365.3,361.6,465.0,,116.4,,415.9,,,,400.0,848.0,2245.4,305.0,503.0,301.4,,99.0,136.0,,,,,62.0,363.3,,-28.7,52.3,48.6,152.0,,-196.6,,102.9,,,,87.0,535.0,1932.4,False,True,,True,True,,,,,True,False,,True,True,True,True,,True,,True,,,,True,False,False
51750,499,42.0,,47.3,,32.0,64.0,,,,,31.0,54.6,,7.0,40.1,,27.0,,25.3,,33.7,,,,35.0,45.0,111.0,-457.0,,-451.7,,-467.0,-435.0,,,,,-468.0,-444.4,,-492.0,-458.9,,-472.0,,-473.7,,-465.3,,,,-464.0,-454.0,-388.0,,True,,False,True,,,,,False,True,,False,False,,False,,False,,False,,,,False,True,True
51760,760,621.0,741.1,585.4,,507.0,601.0,,,,,709.0,591.3,,262.7,507.4,350.9,627.0,,345.0,,553.8,413.0,,,523.0,747.6,980.7,-139.0,-18.9,-174.6,,-253.0,-159.0,,,,,-51.0,-168.7,,-497.3,-252.6,-409.1,-133.0,,-415.0,,-206.2,-347.0,,,-237.0,-12.4,220.7,True,False,,False,False,,,,,True,False,,False,False,False,True,,False,,False,False,,,False,True,False
51770,184,141.0,,111.6,,131.0,51.0,,,,,316.0,271.5,,56.2,130.9,208.7,195.0,,217.0,,203.9,,,,61.0,217.3,263.0,-43.0,,-72.4,,-53.0,-133.0,,,,,132.0,87.5,,-127.8,-53.1,24.7,11.0,,33.0,,19.9,,,,-123.0,33.3,79.0,,False,,False,False,,,,,False,False,,False,False,True,True,,True,,True,,,,False,True,False
51775,55,12.0,,12.3,,13.0,19.0,,,,,52.0,73.4,,1.5,16.3,6.9,23.0,,6.7,,17.2,,,,8.0,17.5,50.6,-43.0,,-42.7,,-42.0,-36.0,,,,,-3.0,18.4,,-53.5,-38.7,-48.1,-32.0,,-48.3,,-37.8,,,,-47.0,-37.5,-4.4,,True,,True,True,,,,,True,True,,False,True,False,True,,False,,True,,,,False,True,True
51790,19,21.0,,19.7,,16.0,43.0,,,,,31.0,62.3,,4.3,15.6,9.2,20.0,,16.5,,16.4,,,,41.0,26.5,49.4,2.0,,0.7,,-3.0,24.0,,,,,12.0,43.3,,-14.7,-3.4,-9.8,1.0,,-2.5,,-2.6,,,,22.0,7.5,30.4,,True,,False,False,,,,,False,False,,False,False,False,True,,False,,False,,,,False,False,False
51800,318,429.0,519.4,451.1,,411.0,323.0,,,,,236.0,533.8,,397.5,379.1,404.4,330.0,,435.4,,451.1,,,,323.0,572.8,972.4,111.0,201.4,133.1,,93.0,5.0,,,,,-82.0,215.8,,79.5,61.1,86.4,12.0,,117.4,,133.1,,,,5.0,254.8,654.4,False,False,,True,True,,,,,True,False,,True,True,True,True,,False,,False,,,,True,False,False
51810,861,1281.0,3788.7,1379.4,1111.7,957.0,758.0,,,,,944.0,1888.3,,1125.1,918.5,874.6,1085.0,,670.8,,1696.7,601.0,,,975.0,1833.9,3193.9,420.0,2927.7,518.4,250.7,96.0,-103.0,,,,,83.0,1027.3,,264.1,57.5,13.6,224.0,,-190.2,,835.7,-260.0,,,114.0,972.9,2332.9,False,False,True,True,True,,,,,True,False,,True,True,True,True,,True,,False,True,,,True,False,False
51820,37,42.0,,52.2,,28.0,150.0,,,,,31.0,39.7,,13.7,29.7,4.8,43.0,,16.9,,33.3,,,,120.0,43.7,89.2,5.0,,15.2,,-9.0,113.0,,,,,-6.0,2.7,,-23.3,-7.3,-32.2,6.0,,-20.1,,-3.7,,,,83.0,6.7,52.2,,False,,False,False,,,,,False,True,,False,False,False,False,,False,,True,,,,False,False,False
51830,25,33.0,,33.0,,24.0,56.0,,,,,21.0,41.0,,6.5,28.6,0.0,22.0,,23.3,,35.9,,,,24.0,29.0,44.9,8.0,,8.0,,-1.0,31.0,,,,,-4.0,16.0,,-18.5,3.6,-25.0,-3.0,,-1.7,,10.9,,,,-1.0,4.0,19.9,,True,,True,False,,,,,True,False,,False,True,False,True,,True,,False,,,,True,True,False
51840,44,51.0,,56.3,,52.0,59.0,,,,,63.0,32.5,,22.5,58.2,7.2,85.0,,115.0,,38.1,,,,65.0,50.4,134.6,7.0,,12.3,,8.0,15.0,,,,,19.0,-11.5,,-21.5,14.2,-36.8,41.0,,71.0,,-5.9,,,,21.0,6.4,90.6,,False,,False,False,,,,,False,False,,False,False,False,False,,False,,True,,,,False,True,False
53001,202,180.0,,180.0,,111.0,183.0,,,,,89.0,97.1,,103.6,153.4,88.7,104.0,,101.0,,157.6,,,,151.0,,597.6,-22.0,,-22.0,,-91.0,-19.0,,,,,-113.0,-104.9,,-98.4,-48.6,-113.3,-98.0,,-101.0,,-44.4,,,,-51.0,,395.6,,False,,False,True,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
53003,17,36.0,,36.7,,34.0,59.0,,,,,59.0,31.3,,3.9,27.8,,,,115.1,,33.1,,,,252.0,,78.1,19.0,,19.7,,17.0,42.0,,,,,42.0,14.3,,-13.1,10.8,,,,98.1,,16.1,,,,235.0,,61.1,,False,,True,False,,,,,False,True,,True,True,,,,False,,True,,,,False,,False
53005,383,393.0,1498.5,372.0,,270.0,205.0,,,,,806.0,414.1,,154.2,286.0,305.3,506.0,,223.8,,442.6,173.0,,,247.0,,1160.1,10.0,1115.5,-11.0,,-113.0,-178.0,,,,,423.0,31.1,,-228.8,-97.0,-77.7,123.0,,-159.2,,59.6,-210.0,,,-136.0,,777.1,False,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,False
53007,304,585.0,745.7,584.1,,564.0,608.0,,,,,158.0,503.1,,688.2,507.0,287.2,342.0,,749.2,,543.1,,,,471.0,,1411.9,281.0,441.7,280.1,,260.0,304.0,,,,,-146.0,199.1,,384.2,203.0,-16.8,38.0,,445.2,,239.1,,,,167.0,,1107.9,False,True,,True,False,,,,,True,True,,False,True,True,True,,False,,True,,,,True,,False
53009,55,147.0,11.3,153.2,,69.0,327.0,,,,,70.0,276.6,,62.4,104.1,54.9,,,55.3,,102.5,,,,271.0,,182.5,92.0,-43.6,98.2,,14.0,272.0,,,,,15.0,221.6,,7.4,49.1,-0.1,,,0.3,,47.5,,,,216.0,,127.5,True,False,,True,False,,,,,True,False,,True,True,True,,,True,,True,,,,False,,False
53011,380,480.0,834.6,472.2,,416.0,313.0,,,,,476.0,1485.5,,318.0,387.9,709.3,343.0,,275.2,,359.8,420.0,,,308.0,,892.6,100.0,454.6,92.2,,36.0,-67.0,,,,,96.0,1105.5,,-62.0,7.9,329.3,-37.0,,-104.8,,-20.2,40.0,,,-72.0,,512.6,False,True,,True,True,,,,,True,False,,True,True,False,True,,False,,True,True,,,True,,False
53013,1,0.0,,0.4,,0.0,0.0,,,,,21.0,0.4,,0.7,0.1,,0.0,,0.5,,,,,,0.0,,49.1,-1.0,,-0.6,,-1.0,-1.0,,,,,20.0,-0.6,,-0.3,-0.9,,-1.0,,-0.5,,,,,,-1.0,,48.1,,True,,False,False,,,,,False,True,,True,True,,False,,True,,,,,,False,,False
53015,53,81.0,312.9,61.9,,65.0,67.0,,,,,86.0,222.9,,12.7,52.0,82.0,74.0,,31.1,,78.5,,,,65.0,,98.0,28.0,259.9,8.9,,12.0,14.0,,,,,33.0,169.9,,-40.3,-1.0,29.0,21.0,,-21.9,,25.5,,,,12.0,,45.0,False,True,,True,True,,,,,False,False,,False,True,False,True,,True,,True,,,,True,,False
53017,168,219.0,,201.9,,151.0,140.0,,,,,123.0,237.7,,203.0,185.5,2.4,174.0,,194.4,,129.6,,,,147.0,,731.9,51.0,,33.9,,-17.0,-28.0,,,,,-45.0,69.7,,35.0,17.5,-165.6,6.0,,26.4,,-38.4,,,,-21.0,,563.9,,True,,True,True,,,,,True,False,,True,True,False,True,,True,,True,,,,True,,False
53019,5,0.0,,2.9,,2.0,0.0,,,,,8.0,5.3,,0.9,2.3,,0.0,,7.4,,,,,,0.0,,58.1,-5.0,,-2.1,,-3.0,-5.0,,,,,3.0,0.3,,-4.1,-2.7,,-5.0,,2.4,,,,,,-5.0,,53.1,,True,,True,False,,,,,True,True,,True,True,,False,,True,,,,,,False,,False
53021,333,657.0,739.3,639.0,,446.0,641.0,,,,,461.0,282.5,,386.0,429.3,15.0,558.0,,261.5,,526.2,,,,360.0,,1609.3,324.0,406.3,306.0,,113.0,308.0,,,,,128.0,-50.5,,53.0,96.3,-318.0,225.0,,-71.5,,193.2,,,,27.0,,1276.3,False,True,,True,True,,,,,True,True,,True,True,True,True,,True,,True,,,,True,,False
53023,0,0.0,,0.0,,0.0,0.0,,,,,12.0,6.1,,,0.3,,0.0,,0.9,,0.2,,,,12.0,,28.5,0.0,,0.0,,0.0,0.0,,,,,12.0,6.1,,,0.3,,0.0,,0.9,,0.2,,,,12.0,,28.5,,False,,True,True,,,,,False,False,,,False,,True,,False,,False,,,,False,,False
53025,641,861.0,858.2,875.9,,877.0,1222.0,,,,,308.0,516.0,,1120.3,972.9,296.5,,,2169.8,,799.5,,,,966.0,,2931.5,220.0,217.2,234.9,,236.0,581.0,,,,,-333.0,-125.0,,479.3,331.9,-344.5,,,1528.8,,158.5,,,,325.0,,2290.5,True,False,,False,False,,,,,False,True,,False,False,False,,,False,,True,,,,False,,False
53027,163,57.0,41.6,60.0,,53.0,66.0,,,,,67.0,181.2,,43.4,65.0,58.0,35.0,,44.5,,34.7,,,,98.0,,150.4,-106.0,-121.4,-103.0,,-110.0,-97.0,,,,,-96.0,18.2,,-119.6,-98.0,-105.0,-128.0,,-118.5,,-128.3,,,,-65.0,,-12.6,False,True,,False,True,,,,,True,True,,False,True,True,False,,False,,False,,,,True,,True
53029,22,3.0,0.0,3.8,,8.0,3.0,,,,,48.0,73.9,,5.1,23.3,12.1,,,13.6,,9.4,,,,6.0,,21.7,-19.0,-22.0,-18.2,,-14.0,-19.0,,,,,26.0,51.9,,-16.9,1.3,-9.9,,,-8.4,,-12.6,,,,-16.0,,-0.3,False,True,,True,False,,,,,False,False,,True,True,True,,,True,,True,,,,True,,True
53031,10,9.0,,10.3,,7.0,0.0,,,,,15.0,9.4,,6.0,10.0,,7.0,,4.3,,12.0,,,,9.0,,41.7,-1.0,,0.3,,-3.0,-10.0,,,,,5.0,-0.6,,-4.0,-0.0,,-3.0,,-5.7,,2.0,,,,-1.0,,31.7,,True,,False,False,,,,,False,True,,False,True,,False,,False,,False,,,,False,,False
53033,2763,3156.0,1572.5,3135.0,3942.8,2822.0,3183.0,,,,,2318.0,5544.6,,3247.3,2768.5,2745.3,2728.0,,2567.4,,2755.9,2804.0,,,3307.0,,7188.6,393.0,-1190.5,372.0,1179.8,59.0,420.0,,,,,-445.0,2781.6,,484.3,5.5,-17.7,-35.0,,-195.6,,-7.1,41.0,,,544.0,,4425.6,False,True,False,True,False,,,,,False,False,,False,True,True,True,,True,,True,True,,,False,,False
53035,240,213.0,479.8,191.3,,164.0,131.0,,,,,226.0,882.5,,128.3,157.2,349.2,142.0,,158.9,,172.3,106.0,,,142.0,,633.4,-27.0,239.8,-48.7,,-76.0,-109.0,,,,,-14.0,642.5,,-111.7,-82.8,109.2,-98.0,,-81.1,,-67.7,-134.0,,,-98.0,,393.4,False,False,,False,False,,,,,True,False,,False,False,False,False,,False,,False,False,,,False,,False
53037,7,216.0,,205.3,,130.0,628.0,,,,,49.0,153.2,,129.3,168.4,60.7,122.0,,58.5,,191.2,,,,390.0,,699.8,209.0,,198.3,,123.0,621.0,,,,,42.0,146.2,,122.3,161.4,53.7,115.0,,51.5,,184.2,,,,383.0,,692.8,,True,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,False,,False
53039,53,66.0,,61.4,,44.0,50.0,,,,,21.0,58.6,,27.3,45.9,41.0,36.0,,14.0,,57.7,,,,132.0,,260.7,13.0,,8.4,,-9.0,-3.0,,,,,-32.0,5.6,,-25.7,-7.1,-12.0,-17.0,,-39.0,,4.7,,,,79.0,,207.7,,True,,True,True,,,,,False,True,,False,True,True,False,,False,,True,,,,False,,False
53041,107,132.0,104.6,129.2,,110.0,168.0,,,,,33.0,235.2,,80.5,113.4,177.5,,,90.2,,128.1,,,,167.0,,561.2,25.0,-2.4,22.2,,3.0,61.0,,,,,-74.0,128.2,,-26.5,6.4,70.5,,,-16.8,,21.1,,,,60.0,,454.2,True,True,,True,False,,,,,False,False,,False,True,False,,,True,,True,,,,False,,False
53043,2,9.0,,10.0,,6.0,0.0,,,,,21.0,24.9,,1.4,11.8,,,,6.2,,,,,,18.0,,266.8,7.0,,8.0,,4.0,-2.0,,,,,19.0,22.9,,-0.6,9.8,,,,4.2,,,,,,16.0,,264.8,,False,,True,True,,,,,False,False,,True,False,,,,True,,,,,,False,,False
53045,75,135.0,157.2,120.5,,123.0,146.0,,,,,57.0,227.6,,55.9,123.6,221.0,66.0,,60.2,,205.1,,,,134.0,,430.3,60.0,82.2,45.5,,48.0,71.0,,,,,-18.0,152.6,,-19.1,48.6,146.0,-9.0,,-14.8,,130.1,,,,59.0,,355.3,False,True,,True,False,,,,,True,False,,True,True,False,True,,True,,False,,,,True,,False
53047,81,138.0,,92.6,,85.0,86.0,,,,,55.0,262.8,,75.3,121.7,95.8,141.0,,55.8,,141.6,,,,102.0,,496.5,57.0,,11.6,,4.0,5.0,,,,,-26.0,181.8,,-5.7,40.7,14.8,60.0,,-25.2,,60.6,,,,21.0,,415.5,,True,,True,True,,,,,True,False,,True,True,True,False,,True,,False,,,,True,,False
53049,9,24.0,,25.9,,11.0,31.0,,,,,7.0,62.3,,6.5,23.3,,,,5.7,,15.4,,,,16.0,,41.4,15.0,,16.9,,2.0,22.0,,,,,-2.0,53.3,,-2.5,14.3,,,,-3.3,,6.4,,,,7.0,,32.4,,False,,True,False,,,,,True,False,,True,True,,,,True,,True,,,,True,,False
53051,7,24.0,,27.7,,7.0,10.0,,,,,5.0,22.5,,5.6,15.9,,,,7.0,,,,,,38.0,,87.7,17.0,,20.7,,0.0,3.0,,,,,-2.0,15.5,,-1.4,8.9,,,,-0.0,,,,,,31.0,,80.7,,False,,True,True,,,,,True,True,,True,True,,,,True,,,,,,False,,False
53053,958,1464.0,1743.5,1390.8,1509.3,1289.0,1412.0,,,,,780.0,2192.8,,1317.2,1111.5,1375.3,1031.0,,967.2,,1530.8,799.0,,,1180.0,,3510.7,506.0,785.5,432.8,551.3,331.0,454.0,,,,,-178.0,1234.8,,359.2,153.5,417.3,73.0,,9.2,,572.8,-159.0,,,222.0,,2552.7,False,True,False,True,True,,,,,True,False,,True,True,True,True,,True,,False,True,,,True,,False
53055,0,6.0,,3.5,,3.0,0.0,,,,,4.0,7.2,,2.1,1.2,,0.0,,3.2,,8.3,,,,18.0,,19.7,6.0,,3.5,,3.0,0.0,,,,,4.0,7.2,,2.1,1.2,,0.0,,3.2,,8.3,,,,18.0,,19.7,,True,,True,True,,,,,True,False,,True,True,,True,,True,,False,,,,False,,False
53057,121,138.0,93.3,119.6,,110.0,113.0,,,,,112.0,382.7,,104.6,140.4,223.0,139.0,,88.5,,112.9,105.0,,,126.0,,181.5,17.0,-27.7,-1.4,,-11.0,-8.0,,,,,-9.0,261.7,,-16.4,19.4,102.0,18.0,,-32.5,,-8.1,-16.0,,,5.0,,60.5,False,True,,True,True,,,,,True,False,,True,False,False,False,,False,,True,True,,,True,,False
53059,2,3.0,,3.4,,3.0,0.0,,,,,4.0,19.2,,4.3,1.5,,,,2.6,,6.0,,,,1.0,,100.6,1.0,,1.4,,1.0,-2.0,,,,,2.0,17.2,,2.3,-0.5,,,,0.6,,4.0,,,,-1.0,,98.6,,False,,False,False,,,,,False,False,,False,True,,,,True,,False,,,,False,,False
53061,719,879.0,365.5,879.6,1064.9,695.0,719.0,,,,,838.0,1607.4,,661.0,627.7,697.4,835.0,,464.1,,934.5,677.0,,,771.0,,1355.0,160.0,-353.5,160.6,345.9,-24.0,0.0,,,,,119.0,888.4,,-58.0,-91.3,-21.6,116.0,,-254.9,,215.5,-42.0,,,52.0,,636.0,False,False,False,True,True,,,,,True,False,,True,True,True,True,,False,,False,True,,,True,,False
53063,743,1029.0,3077.0,1041.1,,942.0,489.0,,,,,1450.0,2037.5,,520.8,786.7,1337.6,780.0,,562.8,,926.9,776.0,,,881.0,,2281.8,286.0,2334.0,298.1,,199.0,-254.0,,,,,707.0,1294.5,,-222.2,43.7,594.6,37.0,,-180.2,,183.9,33.0,,,138.0,,1538.8,False,False,,True,True,,,,,False,False,,True,True,False,True,,True,,True,True,,,True,,False
53065,16,27.0,,31.4,,22.0,26.0,,,,,33.0,101.9,,5.5,22.4,56.5,20.0,,6.0,,20.5,,,,20.0,,136.2,11.0,,15.4,,6.0,10.0,,,,,17.0,85.9,,-10.5,6.4,40.5,4.0,,-10.0,,4.5,,,,4.0,,120.2,,False,,True,True,,,,,False,False,,True,True,False,True,,True,,True,,,,True,,False
53067,186,219.0,468.0,224.5,,194.0,212.0,,,,,208.0,634.8,,135.1,195.8,260.6,139.0,,154.5,,201.4,123.0,,,210.0,,343.0,33.0,282.0,38.5,,8.0,26.0,,,,,22.0,448.8,,-50.9,9.8,74.6,-47.0,,-31.5,,15.4,-63.0,,,24.0,,157.0,False,False,,True,True,,,,,True,False,,False,True,False,False,,True,,True,False,,,True,,False
53069,1,0.0,,0.0,,0.0,0.0,,,,,0.0,0.7,,0.1,0.3,,0.0,,0.0,,0.1,,,,0.0,,31.9,-1.0,,-1.0,,-1.0,-1.0,,,,,-1.0,-0.3,,-0.9,-0.7,,-1.0,,-1.0,,-0.9,,,,-1.0,,30.9,,False,,False,False,,,,,False,True,,True,True,,False,,False,,True,,,,False,,False
53071,160,195.0,312.0,196.7,,230.0,155.0,,,,,243.0,340.2,,301.3,295.7,71.5,,,228.3,,273.4,,,,190.0,,580.9,35.0,152.0,36.7,,70.0,-5.0,,,,,83.0,180.2,,141.3,135.7,-88.5,,,68.3,,113.4,,,,30.0,,420.9,False,False,,False,True,,,,,False,False,,False,False,False,,,False,,False,,,,True,,False
53073,119,108.0,211.6,101.6,,113.0,49.0,,,,,142.0,255.2,,73.1,113.6,149.2,142.0,,130.9,,244.0,75.0,,,76.0,,188.5,-11.0,92.6,-17.4,,-6.0,-70.0,,,,,23.0,136.2,,-45.9,-5.4,30.2,23.0,,11.9,,125.0,-44.0,,,-43.0,,69.5,False,False,,True,False,,,,,False,False,,False,True,False,False,,False,,False,False,,,False,,False
53075,690,60.0,,53.0,,40.0,99.0,,,,,70.0,125.3,,23.8,44.4,0.4,34.0,,28.3,,47.2,,,,72.0,,275.7,-630.0,,-637.0,,-650.0,-591.0,,,,,-620.0,-564.7,,-666.2,-645.6,-689.6,-656.0,,-661.7,,-642.8,,,,-618.0,,-414.3,,False,,False,True,,,,,True,True,,False,False,False,False,,False,,False,,,,True,,True
53077,523,963.0,1121.0,996.0,903.0,797.0,852.0,,,,,733.0,610.6,,624.4,808.4,104.9,1373.0,,807.2,,1028.3,749.0,,,590.0,,2365.5,440.0,598.0,473.0,380.0,274.0,329.0,,,,,210.0,87.6,,101.4,285.4,-418.1,850.0,,284.2,,505.3,226.0,,,67.0,,1842.5,False,False,True,True,True,,,,,True,True,,True,True,True,False,,True,,False,True,,,True,,False
54001,3,6.0,,4.4,,4.0,0.0,,,,,4.0,18.5,,4.3,5.4,,,,3.6,,4.9,,,,2.0,,46.1,3.0,,1.4,,1.0,-3.0,,,,,1.0,15.5,,1.3,2.4,,,,0.6,,1.9,,,,-1.0,,43.1,,True,,True,False,,,,,True,False,,True,True,,,,True,,True,,,,True,,False
54003,89,120.0,161.1,115.8,,102.0,104.0,,,,,94.0,245.2,,60.3,97.8,88.7,178.0,,104.2,,120.1,,,,116.0,,201.8,31.0,72.1,26.8,,13.0,15.0,,,,,5.0,156.2,,-28.7,8.8,-0.3,89.0,,15.2,,31.1,,,,27.0,,112.8,False,True,,True,True,,,,,True,False,,True,True,True,False,,True,,False,,,,True,,False
54005,35,51.0,,55.0,,33.0,60.0,,,,,16.0,108.9,,24.2,43.8,44.5,45.0,,28.8,,29.8,,,,63.0,,96.3,16.0,,20.0,,-2.0,25.0,,,,,-19.0,73.9,,-10.8,8.8,9.5,10.0,,-6.2,,-5.2,,,,28.0,,61.3,,False,,True,False,,,,,False,False,,True,True,True,True,,True,,True,,,,False,,False
54007,2,0.0,,0.0,,0.0,0.0,,,,,3.0,1.2,,0.2,0.2,,0.0,,0.4,,0.9,,,,0.0,,12.0,-2.0,,-2.0,,-2.0,-2.0,,,,,1.0,-0.8,,-1.8,-1.8,,-2.0,,-1.6,,-1.1,,,,-2.0,,10.0,,True,,False,False,,,,,True,True,,True,True,,False,,True,,True,,,,False,,False
54009,25,36.0,,36.4,,22.0,67.0,,,,,18.0,61.8,,9.1,24.8,,26.0,,12.5,,41.3,,,,24.0,,76.0,11.0,,11.4,,-3.0,42.0,,,,,-7.0,36.8,,-15.9,-0.2,,1.0,,-12.5,,16.3,,,,-1.0,,51.0,,False,,True,False,,,,,True,False,,False,True,,True,,False,,False,,,,True,,False
54011,131,174.0,213.1,169.2,,161.0,167.0,,,,,188.0,477.6,,114.1,130.9,156.7,135.0,,82.9,,158.3,,,,214.0,,234.3,43.0,82.1,38.2,,30.0,36.0,,,,,57.0,346.6,,-16.9,-0.1,25.7,4.0,,-48.1,,27.3,,,,83.0,,103.3,False,True,,True,True,,,,,False,False,,True,True,True,True,,False,,True,,,,False,,False
54013,9,0.0,,0.2,,0.0,0.0,,,,,0.0,2.0,,1.2,1.6,,1.0,,0.8,,0.2,,,,0.0,,12.7,-9.0,,-8.8,,-9.0,-9.0,,,,,-9.0,-7.0,,-7.8,-7.4,,-8.0,,-8.2,,-8.8,,,,-9.0,,3.7,,True,,False,False,,,,,False,True,,True,True,,True,,True,,True,,,,False,,True
54015,11,0.0,,0.0,,0.0,0.0,,,,,3.0,2.7,,1.0,0.3,,0.0,,0.8,,2.1,,,,1.0,,16.5,-11.0,,-11.0,,-11.0,-11.0,,,,,-8.0,-8.3,,-10.0,-10.7,,-11.0,,-10.2,,-8.9,,,,-10.0,,5.5,,False,,False,False,,,,,True,True,,True,True,,False,,True,,True,,,,True,,True
54017,5,0.0,,0.4,,0.0,0.0,,,,,0.0,13.1,,,0.3,,0.0,,1.8,,0.2,,,,3.0,,32.5,-5.0,,-4.6,,-5.0,-5.0,,,,,-5.0,8.1,,,-4.7,,-5.0,,-3.2,,-4.8,,,,-2.0,,27.5,,True,,False,False,,,,,False,False,,,True,,False,,True,,True,,,,True,,False
54019,232,66.0,,65.9,,58.0,124.0,,,,,42.0,160.2,,34.0,56.6,59.4,50.0,,100.1,,55.1,,,,70.0,,97.3,-166.0,,-166.1,,-174.0,-108.0,,,,,-190.0,-71.8,,-198.0,-175.4,-172.6,-182.0,,-131.9,,-176.9,,,,-162.0,,-134.7,,False,,False,True,,,,,False,True,,False,False,False,False,,True,,False,,,,True,,True
54021,2,6.0,,5.1,,0.0,0.0,,,,,3.0,2.7,,0.6,0.9,,0.0,,0.0,,4.7,,,,3.0,,15.3,4.0,,3.1,,-2.0,-2.0,,,,,1.0,0.7,,-1.4,-1.1,,-2.0,,-2.0,,2.7,,,,1.0,,13.3,,True,,True,True,,,,,True,True,,True,True,,True,,True,,True,,,,True,,False
54023,13,36.0,,39.0,,33.0,30.0,,,,,4.0,48.0,,4.7,27.1,48.1,40.0,,98.9,,66.5,,,,83.0,,82.6,23.0,,26.0,,20.0,17.0,,,,,-9.0,35.0,,-8.3,14.1,35.1,27.0,,85.9,,53.5,,,,70.0,,69.6,,False,,True,True,,,,,True,False,,True,True,False,False,,False,,False,,,,False,,False
54025,14,9.0,,7.6,,8.0,0.0,,,,,16.0,76.2,,13.0,6.7,,19.0,,8.0,,16.8,,,,11.0,,26.0,-5.0,,-6.4,,-6.0,-14.0,,,,,2.0,62.2,,-1.0,-7.3,,5.0,,-6.0,,2.8,,,,-3.0,,12.0,,False,,False,False,,,,,True,False,,True,False,,False,,False,,True,,,,True,,False
