,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18117,40,15.0,,0.0,,,,5.0,47.4,0.1,13.7,,,762.3,-25.0,,-40.0,,,,-35.0,7.4,-39.9,-26.3,,,722.3,,False,,,,False,True,False,False,,,False
18119,40,25.0,,43.0,,,,3.0,79.0,3.4,,,,157.3,-15.0,,3.0,,,,-37.0,39.0,-36.6,,,,117.3,,True,,,,False,False,False,,,,False
18121,33,0.0,,0.0,,,,4.0,26.4,1.2,,,,0.0,-33.0,,-33.0,,,,-29.0,-6.6,-31.8,,,,-33.0,,False,,,,True,True,True,,,,True
18123,69,45.0,,110.0,,,,3.0,174.3,13.4,223.2,,,73.3,-24.0,,41.0,,,,-66.0,105.3,-55.6,154.2,,,4.3,,False,,,,False,False,False,False,,,True
18125,43,20.0,,0.0,,,,0.0,16.7,0.4,,,,546.1,-23.0,,-43.0,,,,-43.0,-26.3,-42.6,,,,503.1,,False,,,,False,False,False,,,,False
18127,574,300.0,,2716.0,,,,236.0,770.0,166.2,328.1,904.3,,573.7,-274.0,,2142.0,,,,-338.0,196.0,-407.8,-245.9,330.3,,-0.3,,False,,,,False,True,False,True,False,,True
18129,133,50.0,,61.0,,,,4.0,76.1,6.4,,,,177.8,-83.0,,-72.0,,,,-129.0,-56.9,-126.6,,,,44.8,,True,,,,False,True,False,,,,True
18131,17,45.0,,0.0,,,,10.0,18.6,4.5,,,,190.2,28.0,,-17.0,,,,-7.0,1.6,-12.5,,,,173.2,,True,,,,True,True,True,,,,False
18133,118,30.0,,5.0,,,,14.0,71.7,0.8,71.0,,,28.1,-88.0,,-113.0,,,,-104.0,-46.3,-117.2,-47.0,,,-89.9,,False,,,,False,True,False,True,,,False
18135,41,15.0,,9.0,,,,2.0,107.5,10.2,,,,28.4,-26.0,,-32.0,,,,-39.0,66.5,-30.8,,,,-12.6,,False,,,,False,False,False,,,,True
18137,89,15.0,,0.0,,,,3.0,32.9,0.6,7.3,,,1186.8,-74.0,,-89.0,,,,-86.0,-56.1,-88.4,-81.7,,,1097.8,,False,,,,False,True,False,False,,,False
18139,30,15.0,,0.0,,,,2.0,44.5,4.0,,,,2.3,-15.0,,-30.0,,,,-28.0,14.5,-26.0,,,,-27.7,,False,,,,False,True,False,,,,False
18141,1515,550.0,,119.0,,,,951.0,1688.5,350.8,1195.2,473.8,,468.3,-965.0,,-1396.0,,,,-564.0,173.5,-1164.2,-319.8,-1041.2,,-1046.7,,False,,,,True,True,False,True,False,,False
18143,106,30.0,,47.0,,,,8.0,98.5,6.7,86.1,,,560.9,-76.0,,-59.0,,,,-98.0,-7.5,-99.3,-19.9,,,454.9,,True,,,,False,True,False,True,,,False
18145,123,65.0,,0.0,,,,43.0,113.9,6.6,101.7,,,584.6,-58.0,,-123.0,,,,-80.0,-9.1,-116.4,-21.3,,,461.6,,False,,,,False,True,False,True,,,False
18147,96,35.0,,30.0,,,,0.0,69.4,3.4,,,,471.9,-61.0,,-66.0,,,,-96.0,-26.6,-92.6,,,,375.9,,False,,,,False,True,False,,,,False
18149,86,135.0,,263.0,,,,30.0,130.4,24.7,,,,871.4,49.0,,177.0,,,,-56.0,44.4,-61.3,,,,785.4,,False,,,,False,True,False,,,,False
18151,79,40.0,,70.0,,,,25.0,113.9,6.1,168.7,,,26.6,-39.0,,-9.0,,,,-54.0,34.9,-72.9,89.7,,,-52.4,,True,,,,False,True,False,False,,,False
18153,69,0.0,,0.0,,,,4.0,47.9,3.0,,,,0.0,-69.0,,-69.0,,,,-65.0,-21.1,-66.0,,,,-69.0,,False,,,,True,True,True,,,,False
18155,21,15.0,,0.0,,,,0.0,20.7,1.3,,,,53.5,-6.0,,-21.0,,,,-21.0,-0.3,-19.7,,,,32.5,,False,,,,False,True,False,,,,False
18157,495,475.0,,1637.0,,,,297.0,975.1,363.2,1268.4,322.0,,663.0,-20.0,,1142.0,,,,-198.0,480.1,-131.8,773.4,-173.0,,168.0,,False,,,,False,False,False,False,False,,False
18159,109,0.0,,0.0,,,,2.0,32.3,2.2,,,,0.0,-109.0,,-109.0,,,,-107.0,-76.7,-106.8,,,,-109.0,,False,,,,True,True,True,,,,True
18161,26,0.0,,0.0,,,,0.0,12.7,0.5,,,,0.0,-26.0,,-26.0,,,,-26.0,-13.3,-25.5,,,,-26.0,,False,,,,False,True,True,,,,True
18163,1420,570.0,,5297.0,,,,503.0,649.1,899.8,844.1,867.8,,3883.6,-850.0,,3877.0,,,,-917.0,-770.9,-520.2,-575.9,-552.2,,2463.6,,False,,,,False,True,True,True,True,,False
18165,36,5.0,,0.0,,,,5.0,17.1,0.6,,,,719.8,-31.0,,-36.0,,,,-31.0,-18.9,-35.4,,,,683.8,,False,,,,False,True,False,,,,False
18167,393,60.0,,35.0,,,,100.0,283.0,9.6,142.9,44.1,,277.1,-333.0,,-358.0,,,,-293.0,-110.0,-383.4,-250.1,-348.9,,-115.9,,False,,,,True,True,False,True,False,,True
18169,53,35.0,,93.0,,,,21.0,118.8,3.3,155.6,,,17.9,-18.0,,40.0,,,,-32.0,65.8,-49.7,102.6,,,-35.1,,False,,,,False,False,False,False,,,False
18171,8,0.0,,0.0,,,,0.0,15.8,0.8,,,,0.0,-8.0,,-8.0,,,,-8.0,7.8,-7.2,,,,-8.0,,False,,,,False,True,True,,,,False
18173,367,135.0,,101.0,,,,35.0,153.8,60.8,129.2,,,430.2,-232.0,,-266.0,,,,-332.0,-213.2,-306.2,-237.8,,,63.2,,False,,,,False,True,False,False,,,True
18175,73,25.0,,12.0,,,,1.0,63.1,9.5,,,,823.5,-48.0,,-61.0,,,,-72.0,-9.9,-63.5,,,,750.5,,False,,,,False,True,False,,,,False
18177,232,80.0,,209.0,,,,46.0,252.6,21.4,245.5,,,66.3,-152.0,,-23.0,,,,-186.0,20.6,-210.6,13.5,,,-165.7,,True,,,,False,True,False,True,,,False
18179,91,25.0,,15.0,,,,9.0,69.6,15.7,,,,450.5,-66.0,,-76.0,,,,-82.0,-21.4,-75.3,,,,359.5,,False,,,,False,True,False,,,,False
18181,101,35.0,,26.0,,,,25.0,69.1,1.9,36.5,,,14.0,-66.0,,-75.0,,,,-76.0,-31.9,-99.1,-64.5,,,-87.0,,False,,,,False,True,False,True,,,False
18183,63,65.0,,148.0,,,,19.0,137.9,29.5,,,,684.9,2.0,,85.0,,,,-44.0,74.9,-33.5,,,,621.9,,False,,,,False,False,False,,,,False
19001,17,5.0,,0.0,,,,5.0,8.0,1.2,,,,0.0,-12.0,,-17.0,,,,-12.0,-9.0,-15.8,,,,-17.0,,False,,,,False,True,False,,,,False
19003,8,0.0,,0.0,,,,4.0,10.1,0.4,,,,0.0,-8.0,,-8.0,,,,-4.0,2.1,-7.6,,,,-8.0,,False,,,,True,True,True,,,,True
19005,28,30.0,,0.0,,,,35.0,3.4,1.1,5.8,,,526.5,2.0,,-28.0,,,,7.0,-24.6,-26.9,-22.2,,,498.5,,False,,,,False,False,False,False,,,False
19007,29,0.0,,0.0,,,,13.0,14.7,1.3,,,,0.0,-29.0,,-29.0,,,,-16.0,-14.3,-27.7,,,,-29.0,,False,,,,True,True,True,,,,True
19009,14,0.0,,0.0,,,,10.0,3.7,0.8,,,,0.0,-14.0,,-14.0,,,,-4.0,-10.3,-13.2,,,,-14.0,,False,,,,True,True,True,,,,False
19011,91,50.0,,39.0,,,,35.0,16.5,8.3,,,,339.0,-41.0,,-52.0,,,,-56.0,-74.5,-82.7,,,,248.0,,False,,,,False,False,False,,,,False
19013,863,1220.0,,5152.0,,,,516.0,593.5,1143.1,361.6,1233.3,,2603.9,357.0,,4289.0,,,,-347.0,-269.5,280.1,-501.4,370.3,,1740.9,,False,,,,True,True,True,False,False,,False
19015,108,85.0,,188.0,,,,60.0,105.7,8.6,365.1,,,90.5,-23.0,,80.0,,,,-48.0,-2.3,-99.4,257.1,,,-17.5,,False,,,,False,True,False,False,,,True
19017,132,35.0,,64.0,,,,69.0,31.3,10.6,,,,489.1,-97.0,,-68.0,,,,-63.0,-100.7,-121.4,,,,357.1,,True,,,,True,False,False,,,,False
19019,77,40.0,,54.0,,,,12.0,31.6,4.3,,,,75.7,-37.0,,-23.0,,,,-65.0,-45.4,-72.7,,,,-1.3,,True,,,,False,False,False,,,,True
19021,81,110.0,,0.0,,,,307.0,217.6,10.3,177.1,,,0.0,29.0,,-81.0,,,,226.0,136.6,-70.7,96.1,,,-81.0,,False,,,,False,False,False,False,,,False
19023,68,60.0,,27.0,,,,20.0,27.9,19.1,,,,116.4,-8.0,,-41.0,,,,-48.0,-40.1,-48.9,,,,48.4,,False,,,,False,False,False,,,,False
19025,34,50.0,,0.0,,,,27.0,51.6,16.0,,,,17.2,16.0,,-34.0,,,,-7.0,17.6,-18.0,,,,-16.8,,False,,,,True,False,False,,,,False
19027,93,100.0,,233.0,,,,43.0,35.6,38.3,,,,274.6,7.0,,140.0,,,,-50.0,-57.4,-54.7,,,,181.6,,False,,,,False,False,False,,,,False
19029,51,25.0,,0.0,,,,10.0,26.6,1.5,,,,523.7,-26.0,,-51.0,,,,-41.0,-24.4,-49.5,,,,472.7,,False,,,,False,True,False,,,,False
19031,49,60.0,,62.0,,,,14.0,16.3,8.8,,,,55.4,11.0,,13.0,,,,-35.0,-32.7,-40.2,,,,6.4,,False,,,,False,False,False,,,,True
19033,458,355.0,,1819.0,,,,160.0,36.3,2169.3,626.8,,,1877.1,-103.0,,1361.0,,,,-298.0,-421.7,1711.3,168.8,,,1419.1,,False,,,,False,False,False,False,,,False
19035,33,30.0,,0.0,,,,30.0,65.2,14.7,,,,21.7,-3.0,,-33.0,,,,-3.0,32.2,-18.3,,,,-11.3,,False,,,,False,False,False,,,,False
19037,30,20.0,,0.0,,,,22.0,25.1,5.7,,,,20.7,-10.0,,-30.0,,,,-8.0,-4.9,-24.3,,,,-9.3,,False,,,,True,True,False,,,,True
19039,68,55.0,,0.0,,,,31.0,65.9,3.9,49.1,,,22.5,-13.0,,-68.0,,,,-37.0,-2.1,-64.1,-18.9,,,-45.5,,False,,,,False,True,False,False,,,False
19041,53,85.0,,11.0,,,,178.0,63.0,16.2,323.7,,,235.0,32.0,,-42.0,,,,125.0,10.0,-36.8,270.7,,,182.0,,False,,,,False,True,False,False,,,False
19043,61,25.0,,0.0,,,,24.0,19.3,4.4,,,,391.8,-36.0,,-61.0,,,,-37.0,-41.7,-56.6,,,,330.8,,False,,,,False,False,False,,,,False
19045,273,100.0,,255.0,,,,40.0,39.7,68.0,203.1,,,95.8,-173.0,,-18.0,,,,-233.0,-233.3,-205.0,-69.9,,,-177.2,,True,,,,False,False,False,True,,,False
19047,57,95.0,,143.0,,,,126.0,85.2,9.0,60.9,,,53.1,38.0,,86.0,,,,69.0,28.2,-48.0,3.9,,,-3.9,,False,,,,False,True,False,True,,,True
19049,616,615.0,,1159.0,,,,269.0,251.5,378.5,905.0,712.6,,1844.3,-1.0,,543.0,,,,-347.0,-364.5,-237.5,289.0,96.6,,1228.3,,False,,,,False,False,False,False,False,,False
19051,17,10.0,,0.0,,,,10.0,25.4,4.1,,,,110.8,-7.0,,-17.0,,,,-7.0,8.4,-12.9,,,,93.8,,False,,,,False,False,False,,,,False
19053,13,10.0,,0.0,,,,5.0,46.8,1.3,,,,77.0,-3.0,,-13.0,,,,-8.0,33.8,-11.7,,,,64.0,,False,,,,False,False,False,,,,False
19055,63,45.0,,0.0,,,,40.0,56.8,14.1,,,,214.8,-18.0,,-63.0,,,,-23.0,-6.2,-48.9,,,,151.8,,False,,,,False,True,False,,,,False
19057,90,30.0,,32.0,,,,30.0,40.4,11.3,,,,27.6,-60.0,,-58.0,,,,-60.0,-49.6,-78.7,,,,-62.4,,True,,,,False,True,False,,,,False
19059,118,145.0,,153.0,,,,181.0,107.0,32.3,453.6,,,224.8,27.0,,35.0,,,,63.0,-11.0,-85.7,335.6,,,106.8,,False,,,,False,True,False,False,,,False
19061,982,940.0,,5084.0,,,,254.0,277.1,1692.2,1046.0,578.1,,3459.0,-42.0,,4102.0,,,,-728.0,-704.9,710.2,64.0,-403.9,,2477.0,,False,,,,False,False,False,False,False,,False
19063,107,55.0,,0.0,,,,152.0,71.8,32.6,,,,38.2,-52.0,,-107.0,,,,45.0,-35.2,-74.4,,,,-68.8,,False,,,,True,True,False,,,,False
19065,36,85.0,,0.0,,,,26.0,13.0,5.4,,,,932.8,49.0,,-36.0,,,,-10.0,-23.0,-30.6,,,,896.8,,True,,,,True,True,True,,,,False
19067,85,55.0,,111.0,,,,43.0,50.1,25.3,,,,16.1,-30.0,,26.0,,,,-42.0,-34.9,-59.7,,,,-68.9,,True,,,,False,False,False,,,,False
19069,150,90.0,,0.0,,,,30.0,67.6,35.8,,,,260.0,-60.0,,-150.0,,,,-120.0,-82.4,-114.2,,,,110.0,,False,,,,False,False,False,,,,False
19071,38,5.0,,0.0,,,,0.0,14.0,0.4,,,,0.0,-33.0,,-38.0,,,,-38.0,-24.0,-37.6,,,,-38.0,,False,,,,False,True,False,,,,False
19073,13,5.0,,0.0,,,,18.0,10.1,6.3,,,,360.4,-8.0,,-13.0,,,,5.0,-2.9,-6.7,,,,347.4,,False,,,,True,True,True,,,,False
19075,42,50.0,,0.0,,,,25.0,16.7,4.7,,,,180.7,8.0,,-42.0,,,,-17.0,-25.3,-37.3,,,,138.7,,False,,,,False,False,False,,,,False
19077,65,10.0,,0.0,,,,15.0,22.3,8.6,,,,432.5,-55.0,,-65.0,,,,-50.0,-42.7,-56.4,,,,367.5,,False,,,,True,True,False,,,,False
19079,60,25.0,,213.0,,,,66.0,63.2,1.2,307.3,,,2.1,-35.0,,153.0,,,,6.0,3.2,-58.8,247.3,,,-57.9,,False,,,,True,True,False,False,,,False
19081,72,40.0,,0.0,,,,25.0,20.7,13.2,,,,25.3,-32.0,,-72.0,,,,-47.0,-51.3,-58.8,,,,-46.7,,False,,,,False,False,False,,,,False
19083,109,45.0,,0.0,,,,31.0,50.3,22.1,,,,55.4,-64.0,,-109.0,,,,-78.0,-58.7,-86.9,,,,-53.6,,False,,,,False,True,False,,,,True
19085,53,20.0,,6.0,,,,29.0,11.8,9.6,,,,23.0,-33.0,,-47.0,,,,-24.0,-41.2,-43.4,,,,-30.0,,False,,,,True,False,False,,,,True
19087,34,30.0,,20.0,,,,30.0,24.4,10.7,,,,105.6,-4.0,,-14.0,,,,-4.0,-9.6,-23.3,,,,71.6,,False,,,,False,False,False,,,,False
19089,16,90.0,,0.0,,,,23.0,7.4,3.7,,,,391.1,74.0,,-16.0,,,,7.0,-8.6,-12.3,,,,375.1,,True,,,,True,True,True,,,,False
19091,56,45.0,,0.0,,,,19.0,38.4,14.7,,,,106.9,-11.0,,-56.0,,,,-37.0,-17.6,-41.3,,,,50.9,,False,,,,False,False,False,,,,False
19093,8,10.0,,0.0,,,,33.0,14.3,1.6,,,,9.0,2.0,,-8.0,,,,25.0,6.3,-6.4,,,,1.0,,False,,,,False,False,False,,,,True
19095,49,20.0,,27.0,,,,24.0,26.1,4.9,,,,23.1,-29.0,,-22.0,,,,-25.0,-22.9,-44.1,,,,-25.9,,True,,,,True,True,False,,,,True
19097,122,30.0,,0.0,,,,20.0,24.0,4.8,,,,138.8,-92.0,,-122.0,,,,-102.0,-98.0,-117.2,,,,16.8,,False,,,,False,False,False,,,,True
19099,153,70.0,,141.0,,,,66.0,81.0,8.2,78.7,,,19.1,-83.0,,-12.0,,,,-87.0,-72.0,-144.8,-74.3,,,-133.9,,True,,,,False,True,False,True,,,False
19101,27,45.0,,47.0,,,,11.0,39.7,11.7,,,,370.3,18.0,,20.0,,,,-16.0,12.7,-15.3,,,,343.3,,False,,,,True,True,True,,,,False
19103,803,1380.0,,2489.0,,,,606.0,36.8,920.8,1799.2,1865.7,,285.4,577.0,,1686.0,,,,-197.0,-766.2,117.8,996.2,1062.7,,-517.6,,False,,,,True,False,True,False,False,,True
19105,74,25.0,,0.0,,,,25.0,18.5,8.0,,,,10.3,-49.0,,-74.0,,,,-49.0,-55.5,-66.0,,,,-63.7,,False,,,,False,False,False,,,,False
19107,17,5.0,,0.0,,,,5.0,10.6,1.3,,,,4.3,-12.0,,-17.0,,,,-12.0,-6.4,-15.7,,,,-12.7,,False,,,,False,True,False,,,,False
19109,56,10.0,,0.0,,,,39.0,24.2,4.6,,,,4.2,-46.0,,-56.0,,,,-17.0,-31.8,-51.4,,,,-51.8,,False,,,,True,True,False,,,,False
19111,61,40.0,,86.0,,,,14.0,77.5,11.3,,,,211.8,-21.0,,25.0,,,,-47.0,16.5,-49.7,,,,150.8,,False,,,,False,True,False,,,,False
19113,1086,465.0,,854.0,,,,456.0,317.7,373.5,632.0,589.7,,544.9,-621.0,,-232.0,,,,-630.0,-768.3,-712.5,-454.0,-496.3,,-541.1,,True,,,,False,False,False,True,True,,True
19115,24,10.0,,0.0,,,,22.0,10.4,0.0,9.2,,,0.1,-14.0,,-24.0,,,,-2.0,-13.6,-24.0,-14.8,,,-23.9,,False,,,,True,True,False,False,,,False
19117,34,5.0,,0.0,,,,10.0,31.6,3.7,,,,0.0,-29.0,,-34.0,,,,-24.0,-2.4,-30.3,,,,-34.0,,False,,,,True,True,False,,,,False
19119,72,15.0,,0.0,,,,26.0,20.8,7.5,,,,6.2,-57.0,,-72.0,,,,-46.0,-51.2,-64.5,,,,-65.8,,False,,,,True,True,False,,,,False
19121,73,50.0,,23.0,,,,15.0,29.1,6.8,,,,751.2,-23.0,,-50.0,,,,-58.0,-43.9,-66.2,,,,678.2,,False,,,,False,False,False,,,,False
19123,25,0.0,,0.0,,,,40.0,55.6,27.1,68.9,,,0.0,-25.0,,-25.0,,,,15.0,30.6,2.1,43.9,,,-25.0,,False,,,,True,False,True,False,,,True
19125,100,60.0,,167.0,,,,41.0,105.2,16.6,,,,6.7,-40.0,,67.0,,,,-59.0,5.2,-83.4,,,,-93.3,,False,,,,False,True,False,,,,False
19127,395,170.0,,900.0,,,,195.0,136.7,48.5,74.0,,,435.3,-225.0,,505.0,,,,-200.0,-258.3,-346.5,-321.0,,,40.3,,False,,,,True,False,False,False,,,True
19129,55,20.0,,0.0,,,,29.0,27.6,5.9,,,,14.3,-35.0,,-55.0,,,,-26.0,-27.4,-49.1,,,,-40.7,,False,,,,True,True,False,,,,False
19131,43,105.0,,0.0,,,,17.0,12.0,13.1,,,,320.0,62.0,,-43.0,,,,-26.0,-31.0,-29.9,,,,277.0,,True,,,,True,True,True,,,,False
19133,15,45.0,,0.0,,,,31.0,21.4,21.4,,,,29.8,30.0,,-15.0,,,,16.0,6.4,6.4,,,,14.8,,True,,,,True,True,True,,,,True
19135,24,0.0,,0.0,,,,19.0,9.9,5.6,,,,0.0,-24.0,,-24.0,,,,-5.0,-14.1,-18.4,,,,-24.0,,False,,,,True,True,True,,,,True
19137,50,0.0,,0.0,,,,5.0,8.1,0.5,,,,0.0,-50.0,,-50.0,,,,-45.0,-41.9,-49.5,,,,-50.0,,False,,,,True,True,True,,,,True
19139,217,135.0,,5.0,,,,124.0,54.0,66.2,26.3,,,81.2,-82.0,,-212.0,,,,-93.0,-163.0,-150.8,-190.7,,,-135.8,,False,,,,False,False,False,False,,,False
19141,51,30.0,,7.0,,,,64.0,51.5,37.1,,,,8.4,-21.0,,-44.0,,,,13.0,0.5,-13.9,,,,-42.6,,False,,,,True,True,True,,,,False
19143,24,45.0,,0.0,,,,69.0,15.4,10.3,,,,225.2,21.0,,-24.0,,,,45.0,-8.6,-13.7,,,,201.2,,False,,,,False,True,True,,,,False
19145,75,0.0,,0.0,,,,5.0,11.5,1.1,,,,0.0,-75.0,,-75.0,,,,-70.0,-63.5,-73.9,,,,-75.0,,False,,,,True,True,True,,,,True
19147,45,85.0,,0.0,,,,25.0,65.0,13.4,,,,226.5,40.0,,-45.0,,,,-20.0,20.0,-31.6,,,,181.5,,False,,,,True,True,True,,,,False
19149,141,140.0,,211.0,,,,105.0,226.5,23.3,489.1,,,51.6,-1.0,,70.0,,,,-36.0,85.5,-117.7,348.1,,,-89.4,,False,,,,False,False,False,False,,,False
19151,23,145.0,,0.0,,,,40.0,69.6,35.4,,,,133.8,122.0,,-23.0,,,,17.0,46.6,12.4,,,,110.8,,True,,,,True,True,True,,,,True
19153,3759,3065.0,,6510.0,,,,1286.0,2260.8,1485.3,2250.4,3098.3,,6267.5,-694.0,,2751.0,,,,-2473.0,-1498.2,-2273.7,-1508.6,-660.7,,2508.5,,False,,,,False,False,False,False,True,,False
19155,593,265.0,,113.0,,,,249.0,376.9,33.9,1253.5,361.3,,111.7,-328.0,,-480.0,,,,-344.0,-216.1,-559.1,660.5,-231.7,,-481.3,,False,,,,False,True,False,False,True,,False
19157,56,5.0,,0.0,,,,45.0,18.0,0.1,33.2,,,0.0,-51.0,,-56.0,,,,-11.0,-38.0,-55.9,-22.8,,,-56.0,,False,,,,True,True,False,True,,,False
19159,8,15.0,,0.0,,,,1.0,28.9,2.6,,,,5.6,7.0,,-8.0,,,,-7.0,20.9,-5.4,,,,-2.4,,False,,,,False,False,True,,,,True
19161,22,25.0,,0.0,,,,34.0,57.6,13.7,,,,0.1,3.0,,-22.0,,,,12.0,35.6,-8.3,,,,-21.9,,False,,,,False,False,False,,,,False
19163,938,1010.0,,4673.0,,,,321.0,177.5,1496.8,1912.8,939.1,,3602.1,72.0,,3735.0,,,,-617.0,-760.5,558.8,974.8,1.1,,2664.1,,False,,,,False,False,False,False,True,,False
19165,72,60.0,,152.0,,,,33.0,30.5,19.3,267.7,,,22.1,-12.0,,80.0,,,,-39.0,-41.5,-52.7,195.7,,,-49.9,,False,,,,False,False,False,False,,,False
19167,162,90.0,,75.0,,,,150.0,130.3,22.5,576.6,,,18.4,-72.0,,-87.0,,,,-12.0,-31.7,-139.5,414.6,,,-143.6,,False,,,,True,True,False,False,,,False
19169,399,555.0,,223.0,,,,294.0,447.5,446.7,2115.2,,,198.3,156.0,,-176.0,,,,-105.0,48.5,47.7,1716.2,,,-200.7,,False,,,,True,True,True,False,,,False
19171,87,125.0,,108.0,,,,56.0,18.8,23.8,37.1,,,366.8,38.0,,21.0,,,,-31.0,-68.2,-63.2,-49.9,,,279.8,,True,,,,True,False,False,False,,,False
19173,20,10.0,,0.0,,,,6.0,17.9,9.2,,,,7.7,-10.0,,-20.0,,,,-14.0,-2.1,-10.8,,,,-12.3,,False,,,,False,True,False,,,,False
19175,52,15.0,,27.0,,,,13.0,25.5,6.2,,,,8.0,-37.0,,-25.0,,,,-39.0,-26.5,-45.8,,,,-44.0,,True,,,,False,True,False,,,,False
19177,15,10.0,,0.0,,,,5.0,2.3,2.3,,,,2.0,-5.0,,-15.0,,,,-10.0,-12.7,-12.7,,,,-13.0,,False,,,,False,False,False,,,,False
19179,176,60.0,,0.0,,,,276.0,155.1,3.9,81.3,,,39.4,-116.0,,-176.0,,,,100.0,-20.9,-172.1,-94.7,,,-136.6,,False,,,,True,True,False,True,,,False
19181,284,225.0,,270.0,,,,74.0,157.0,88.1,577.8,,,957.5,-59.0,,-14.0,,,,-210.0,-127.0,-195.9,293.8,,,673.5,,True,,,,False,False,False,False,,,False
19183,64,80.0,,78.0,,,,38.0,24.8,12.4,90.8,,,341.0,16.0,,14.0,,,,-26.0,-39.2,-51.6,26.8,,,277.0,,True,,,,False,False,False,False,,,False
19185,9,10.0,,0.0,,,,5.0,27.4,1.2,,,,36.1,1.0,,-9.0,,,,-4.0,18.4,-7.8,,,,27.1,,False,,,,False,False,False,,,,False
19187,588,350.0,,228.0,,,,115.0,218.6,154.3,641.1,,,1207.4,-238.0,,-360.0,,,,-473.0,-369.4,-433.7,53.1,,,619.4,,False,,,,False,False,False,True,,,False
19189,53,40.0,,0.0,,,,28.0,20.0,4.2,,,,20.3,-13.0,,-53.0,,,,-25.0,-33.0,-48.8,,,,-32.7,,False,,,,False,False,False,,,,False
19191,57,70.0,,0.0,,,,37.0,11.5,3.3,,,,305.9,13.0,,-57.0,,,,-20.0,-45.5,-53.7,,,,248.9,,False,,,,False,False,False,,,,False
19193,501,440.0,,655.0,,,,535.0,634.1,117.6,223.8,202.8,,300.0,-61.0,,154.0,,,,34.0,133.1,-383.4,-277.2,-298.2,,-201.0,,False,,,,True,False,False,False,False,,False
19195,47,40.0,,0.0,,,,13.0,19.1,3.5,,,,71.4,-7.0,,-47.0,,,,-34.0,-27.9,-43.5,,,,24.4,,False,,,,False,False,False,,,,False
19197,86,90.0,,0.0,,,,56.0,113.2,11.6,186.5,,,20.9,4.0,,-86.0,,,,-30.0,27.2,-74.4,100.5,,,-65.1,,False,,,,False,False,False,False,,,False
20001,11,0.0,,0.0,,,,5.0,87.5,,,,,0.0,-11.0,,-11.0,,,,-6.0,76.5,,,,,-11.0,,False,,,,True,False,,,,,True
20003,25,5.0,,0.0,,,,3.0,36.4,0.4,,,,0.7,-20.0,,-25.0,,,,-22.0,11.4,-24.6,,,,-24.3,,False,,,,False,True,False,,,,False
20005,25,40.0,,0.0,,,,32.0,61.2,3.4,,,,144.5,15.0,,-25.0,,,,7.0,36.2,-21.6,,,,119.5,,False,,,,True,False,False,,,,False
20007,2,5.0,,0.0,,,,0.0,14.9,0.0,,,,218.9,3.0,,-2.0,,,,-2.0,12.9,-2.0,,,,216.9,,True,,,,True,False,True,,,,False
20009,82,10.0,,0.0,,,,22.0,86.8,7.4,,,,3.0,-72.0,,-82.0,,,,-60.0,4.8,-74.6,,,,-79.0,,False,,,,True,True,False,,,,False
20011,45,35.0,,0.0,,,,38.0,29.5,8.3,,,,0.9,-10.0,,-45.0,,,,-7.0,-15.5,-36.7,,,,-44.1,,False,,,,True,False,False,,,,False
20013,23,0.0,,0.0,,,,8.0,18.4,1.5,,,,0.0,-23.0,,-23.0,,,,-15.0,-4.6,-21.5,,,,-23.0,,False,,,,True,True,True,,,,True
20015,188,80.0,,36.0,,,,43.0,146.3,8.5,,,,2628.4,-108.0,,-152.0,,,,-145.0,-41.7,-179.5,,,,2440.4,,False,,,,False,True,False,,,,False
20017,37,5.0,,0.0,,,,0.0,6.5,0.2,,,,112.9,-32.0,,-37.0,,,,-37.0,-30.5,-36.8,,,,75.9,,False,,,,False,True,False,,,,False
20019,1,0.0,,0.0,,,,0.0,9.3,0.1,,,,0.0,-1.0,,-1.0,,,,-1.0,8.3,-0.9,,,,-1.0,,False,,,,False,False,True,,,,False
20021,79,50.0,,0.0,,,,183.0,78.7,7.1,,,,206.4,-29.0,,-79.0,,,,104.0,-0.3,-71.9,,,,127.4,,False,,,,False,True,False,,,,False
20023,1,0.0,,0.0,,,,0.0,8.1,0.1,,,,0.0,-1.0,,-1.0,,,,-1.0,7.1,-0.9,,,,-1.0,,False,,,,False,False,True,,,,False
