,actual_deaths,Baseline,AIpert-pwllnod,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SigSci-TS,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-AIpert-pwllnod,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SigSci-TS,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-AIpert-pwllnod,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
Maryland,7536,7704.9,7542.9,7484.0,7745.5,7908.0,7721.7,7784.0,7762.0,7595.4,7964.0,7706.5,13584.0,7791.4,7994.4,7947.1,,7723.1,7686.0,7758.0,7649.3,7843.7,7783.0,7699.2,7835.0,7157.2,7795.9,7889.1,7785.4,7346.0,,8501.4,7549.7,,7949.0,7559.6,7407.0,7570.6,,8247.8,7839.9,7623.0,7785.2,7935.0,,6859.7,7856.0,168.9,6.9,-52.0,209.5,372.0,185.7,248.0,226.0,59.4,428.0,170.5,6048.0,255.4,458.4,411.1,,187.1,150.0,222.0,113.3,307.7,247.0,163.2,299.0,-378.8,259.9,353.1,249.4,-190.0,,965.4,13.7,,413.0,23.6,-129.0,34.6,,711.8,303.9,87.0,249.2,399.0,,-676.3,320.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,,False,True,False,True,False,False,True,False,False,False,False,False,False,,False,True,,False,True,True,True,,False,False,True,False,False,,False,False
Massachusetts,15424,15584.4,15623.7,15532.6,15502.8,16247.0,15618.9,15838.0,15849.0,15306.8,16055.0,15666.8,16279.0,15634.0,16010.5,16034.2,,16093.8,15717.0,15851.0,15400.7,15913.2,15415.0,15651.6,15927.0,16239.3,15926.8,16431.1,15700.4,15242.0,,16404.9,15402.1,,15944.0,16813.8,15838.0,14858.8,,18175.3,15969.0,15710.0,15965.3,15999.0,,14410.1,15761.0,160.4,199.7,108.6,78.8,823.0,194.9,414.0,425.0,-117.2,631.0,242.8,855.0,210.0,586.5,610.2,,669.8,293.0,427.0,-23.3,489.2,-9.0,227.6,503.0,815.3,502.8,1007.1,276.4,-182.0,,980.9,-21.9,,520.0,1389.8,414.0,-565.2,,2751.3,545.0,286.0,541.3,575.0,,-1013.9,337.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,True,False,True,False,False,False,False,False,False,False,,False,True,,False,False,False,False,,False,False,False,False,False,,False,False
Michigan,16119,16690.1,16749.1,16682.2,17036.1,17084.0,16763.4,16763.0,16365.0,16270.9,17206.0,16162.9,16808.0,17133.5,16559.8,16962.7,,17940.3,17654.0,17415.0,16335.5,16036.4,16262.5,16669.9,17127.0,15950.6,16868.7,17072.0,16501.7,16482.0,,18074.8,16400.2,,16447.0,15377.3,15509.0,15842.3,,17789.7,16901.9,16220.0,17580.6,17736.0,,15659.0,16395.0,571.1,630.1,563.2,917.1,965.0,644.4,644.0,246.0,151.9,1087.0,43.9,689.0,1014.5,440.8,843.7,,1821.3,1535.0,1296.0,216.5,-82.6,143.5,550.9,1008.0,-168.4,749.7,953.0,382.7,363.0,,1955.8,281.2,,328.0,-741.7,-610.0,-276.7,,1670.7,782.9,101.0,1461.6,1617.0,,-460.0,276.0,False,True,False,False,False,False,True,True,False,True,False,False,True,False,,False,False,False,True,True,True,True,False,True,False,False,True,True,,False,True,,True,False,False,True,,False,False,True,False,False,,True,True
Minnesota,6437,6843.6,6549.2,6642.7,6864.7,6998.0,6850.8,6758.0,6359.0,6638.4,6623.0,6632.2,6507.0,6928.0,6831.1,6758.4,,7024.3,7179.0,7008.0,6658.8,6482.5,6664.0,6796.0,6951.0,6318.0,6754.6,6919.7,6708.0,6932.0,,7648.5,6720.1,,6673.0,5439.6,6926.0,6798.4,,7248.2,6787.9,6624.0,7396.4,6888.0,,6558.4,6582.0,406.6,112.2,205.7,427.7,561.0,413.8,321.0,-78.0,201.4,186.0,195.2,70.0,491.0,394.1,321.4,,587.3,742.0,571.0,221.8,45.5,227.0,359.0,514.0,-119.0,317.6,482.7,271.0,495.0,,1211.5,283.1,,236.0,-997.4,489.0,361.4,,811.2,350.9,187.0,959.4,451.0,,121.4,145.0,True,True,False,False,False,True,True,True,True,True,True,False,True,True,,False,False,False,True,True,True,True,False,True,True,False,True,False,,False,True,,True,False,False,True,,False,True,True,False,False,,True,True
Mississippi,6461,6886.4,7333.4,6526.1,6828.7,6758.0,6821.1,6723.0,6133.0,6484.1,6608.0,6387.1,6484.0,7271.6,6526.1,6706.2,,6733.8,6754.0,6647.0,6248.2,6931.8,7128.0,6770.3,6764.0,6839.5,6837.8,6906.9,6678.6,6583.0,,6762.9,6813.4,,6685.0,6369.5,6510.0,6768.5,,7157.9,6889.8,6740.0,6582.0,6854.0,,5998.0,7058.0,425.4,872.4,65.1,367.7,297.0,360.1,262.0,-328.0,23.1,147.0,-73.9,23.0,810.6,65.1,245.2,,272.8,293.0,186.0,-212.8,470.8,667.0,309.3,303.0,378.5,376.8,445.9,217.6,122.0,,301.9,352.4,,224.0,-91.5,49.0,307.5,,696.9,428.8,279.0,121.0,393.0,,-463.0,597.0,False,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,True,True,True,False,False,True,True,True,True,False,True,True,,True,True,,True,True,True,True,,False,False,True,True,True,,False,False
Missouri,7780,7760.1,7867.7,7680.0,7756.3,8001.0,7818.3,7646.0,7186.0,7494.4,8020.0,7645.8,7287.0,8207.0,7586.4,7873.2,,8192.5,8197.0,7823.0,7370.9,7447.9,7432.0,7549.7,7926.0,7088.5,7855.9,7837.2,7551.7,7626.0,,8877.4,6919.8,,7559.0,7141.6,6943.0,6920.1,,8777.4,7941.6,7374.0,8271.0,7808.0,,6797.5,6214.0,38.1,145.7,-42.0,34.3,279.0,96.3,-76.0,-536.0,-227.6,298.0,-76.2,-435.0,485.0,-135.6,151.2,,470.5,475.0,101.0,-351.1,-274.1,-290.0,-172.3,204.0,-633.5,133.9,115.2,-170.3,-96.0,,1155.4,-802.2,,-163.0,-580.4,-779.0,-801.9,,1055.4,219.6,-348.0,549.0,86.0,,-924.5,-1508.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,,False,False,False,False,False,,False,False
Montana,1327,1230.9,1227.5,1257.9,1222.5,1280.0,1224.0,1266.0,1224.0,1287.3,1331.0,1219.6,1162.0,1288.6,1280.2,1319.6,,1409.1,1342.0,1327.0,1313.9,1214.8,1234.0,1262.2,1429.0,1273.2,1228.2,1313.2,1272.4,1236.0,,,1243.5,,1266.0,1059.1,1272.0,1260.6,,1483.1,1278.7,1247.0,1330.3,1211.0,,1209.2,1272.0,-96.1,-99.5,-69.1,-104.5,-47.0,-103.0,-61.0,-103.0,-39.7,4.0,-107.4,-165.0,-38.4,-46.8,-7.4,,82.1,15.0,0.0,-13.1,-112.2,-93.0,-64.8,102.0,-53.8,-98.8,-13.8,-54.6,-91.0,,,-83.5,,-61.0,-267.9,-55.0,-66.4,,156.1,-48.3,-80.0,3.3,-116.0,,-117.8,-55.0,False,True,False,True,False,True,False,True,True,False,False,True,True,True,,True,True,True,True,False,True,True,False,True,False,True,True,True,,,True,,True,False,True,True,,False,True,True,True,False,,False,True
Nebraska,2002,2134.0,2040.2,2040.6,2265.9,2292.0,2236.9,2156.0,2103.0,2176.0,2140.0,2075.1,1992.0,2279.7,2109.5,2164.0,,2162.3,2202.0,2199.0,2224.9,2043.7,2127.0,2206.9,2440.0,,2169.0,2276.0,2099.4,2049.0,,,1975.3,,2163.0,1758.1,2081.0,2041.3,,2306.6,2217.6,2062.0,2407.2,2154.0,,2031.9,2313.0,132.0,38.2,38.6,263.9,290.0,234.9,154.0,101.0,174.0,138.0,73.1,-10.0,277.7,107.5,162.0,,160.3,200.0,197.0,222.9,41.7,125.0,204.9,438.0,,167.0,274.0,97.4,47.0,,,-26.7,,161.0,-243.9,79.0,39.3,,304.6,215.6,60.0,405.2,152.0,,29.9,311.0,True,True,False,False,False,False,True,False,False,True,True,False,True,False,,False,False,False,False,True,True,False,False,,False,False,True,True,,,True,,False,False,True,True,,False,False,True,False,False,,True,False
Nevada,4694,4982.4,4880.7,4705.1,4967.9,4973.0,5005.2,4946.0,4775.0,4544.3,4680.0,4407.5,4735.0,5323.5,4791.4,4888.7,,5037.3,4946.0,4845.0,4412.8,4576.1,5196.0,4903.7,5033.0,5021.6,4943.4,5024.6,5056.0,5051.0,,5336.2,4889.9,,4696.0,4454.0,4383.0,4845.8,,5587.1,4988.5,4594.0,5267.9,5157.0,,4212.5,5201.0,288.4,186.7,11.1,273.9,279.0,311.2,252.0,81.0,-149.7,-14.0,-286.5,41.0,629.5,97.4,194.7,,343.3,252.0,151.0,-281.2,-117.9,502.0,209.7,339.0,327.6,249.4,330.6,362.0,357.0,,642.2,195.9,,2.0,-240.0,-311.0,151.8,,893.1,294.5,-100.0,573.9,463.0,,-481.5,507.0,True,True,True,True,False,True,True,True,True,True,True,False,True,True,,False,True,True,True,True,False,True,False,False,True,False,False,False,,False,True,,True,True,False,True,,False,False,True,False,False,,False,False
New Hampshire,1130,1179.9,1152.9,1227.4,1217.4,1231.0,1187.0,1222.0,1131.0,1234.5,1205.0,1216.3,1276.0,1167.5,1233.9,1229.6,,1350.7,1281.0,1306.0,1341.3,1191.7,1155.0,1184.3,1288.0,,1130.7,1297.6,1214.4,1487.0,,,1174.0,,1217.0,1247.1,1235.0,1047.1,,1527.3,1182.0,1185.0,1252.5,1208.0,,1007.9,1293.0,49.9,22.9,97.4,87.4,101.0,57.0,92.0,1.0,104.5,75.0,86.3,146.0,37.5,103.9,99.6,,220.7,151.0,176.0,211.3,61.7,25.0,54.3,158.0,,0.7,167.6,84.4,357.0,,,44.0,,87.0,117.1,105.0,-82.9,,397.3,52.0,55.0,122.5,78.0,,-122.1,163.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,False,False,False,True,False,False,,True,False,False,False,,,True,,False,False,False,False,,False,False,False,False,False,,False,False
New Jersey,22440,22695.4,23715.4,22402.0,22684.1,23193.0,22654.3,23002.0,23529.0,22805.7,23331.0,22432.4,23268.0,22119.1,22981.8,23254.5,,23328.5,22740.0,23092.0,22494.6,22719.3,25012.5,22938.7,23024.0,22770.4,22785.7,22998.9,23056.3,21842.5,,23184.3,22058.8,,22486.0,20827.2,23088.0,22437.7,,24983.6,22831.4,23002.0,21706.7,23172.0,,20982.7,23550.0,255.4,1275.4,-38.0,244.1,753.0,214.3,562.0,1089.0,365.7,891.0,-7.6,828.0,-320.9,541.8,814.5,,888.5,300.0,652.0,54.6,279.3,2572.5,498.7,584.0,330.4,345.7,558.9,616.3,-597.5,,744.3,-381.2,,46.0,-1612.8,648.0,-2.3,,2543.6,391.4,562.0,-733.3,732.0,,-1457.3,1110.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,,True,False,False,True,,False,False,False,False,False,,False,False
New Mexico,3516,3637.9,3494.5,3455.1,3660.3,3608.0,3621.9,3584.0,3438.0,3453.6,3610.0,3439.8,3518.0,3562.5,3572.1,3587.8,,3733.0,3655.0,3627.0,3362.4,3436.7,3617.0,3596.8,3665.0,,3569.5,3690.5,3592.6,3480.0,,,3466.6,,3591.0,3436.7,3581.0,3390.1,,3503.0,3616.8,3533.0,3724.9,3657.0,,3318.9,3617.0,121.9,-21.5,-60.9,144.3,92.0,105.9,68.0,-78.0,-62.4,94.0,-76.2,2.0,46.5,56.1,71.8,,217.0,139.0,111.0,-153.6,-79.3,101.0,80.8,149.0,,53.5,174.5,76.6,-36.0,,,-49.4,,75.0,-79.3,65.0,-125.9,,-13.0,100.8,17.0,208.9,141.0,,-197.1,101.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,,False,False,True,False,True,True,True,False,,True,False,True,True,,,True,,True,True,True,False,,True,True,True,False,False,,False,True
New York,45751,46242.6,46967.1,45348.7,46176.1,47770.0,46151.8,46722.0,47735.0,45582.2,48290.0,46394.9,49584.0,44508.9,46097.6,47185.8,,45484.9,45794.0,46996.0,47102.4,47314.1,47121.0,46788.2,46657.0,45072.5,46850.7,47092.0,46898.1,44469.5,,45414.4,46708.6,,46444.0,44157.9,45249.0,46438.8,,46764.8,46912.9,46130.0,46737.7,47404.0,,41633.6,46808.0,491.6,1216.1,-402.3,425.1,2019.0,400.8,971.0,1984.0,-168.8,2539.0,643.9,3833.0,-1242.1,346.6,1434.8,,-266.1,43.0,1245.0,1351.4,1563.1,1370.0,1037.2,906.0,-678.5,1099.7,1341.0,1147.1,-1281.5,,-336.6,957.6,,693.0,-1593.1,-502.0,687.8,,1013.8,1161.9,379.0,986.7,1653.0,,-4117.4,1057.0,False,True,True,False,True,False,False,True,False,False,False,False,True,False,,True,True,False,False,False,False,False,False,False,False,False,False,False,,True,False,,False,False,False,False,,False,False,True,False,False,,False,False
North Carolina,10453,10073.3,9658.3,10394.9,10432.1,11318.0,10380.9,10499.0,10089.0,9839.6,10887.0,9846.9,9595.0,10532.1,10503.8,10582.6,,10682.3,10568.0,11479.0,11011.2,10736.5,10380.5,10575.3,10697.0,10040.3,10880.6,10878.2,10785.3,9900.0,,10230.3,10496.5,,10487.0,10842.1,10955.0,9579.7,,12475.6,10922.1,10508.0,10295.4,11880.0,,8912.5,10414.0,-379.7,-794.7,-58.1,-20.9,865.0,-72.1,46.0,-364.0,-613.4,434.0,-606.1,-858.0,79.1,50.8,129.6,,229.3,115.0,1026.0,558.2,283.5,-72.5,122.3,244.0,-412.7,427.6,425.2,332.3,-553.0,,-222.7,43.5,,34.0,389.1,502.0,-873.3,,2022.6,469.1,55.0,-157.6,1427.0,,-1540.5,-39.0,False,True,True,False,True,True,True,False,False,False,False,True,True,True,,True,True,False,False,True,True,True,True,False,False,False,True,False,,True,True,,True,False,False,False,,False,False,True,True,False,,False,True
North Dakota,1461,1583.4,1517.4,1453.5,1577.7,1539.0,1575.0,1516.0,1399.0,1496.9,1489.0,1476.1,1512.0,1569.1,1497.7,1516.1,,1340.9,1545.0,1549.0,1492.5,1475.2,1520.0,1535.6,1643.0,1450.5,1483.7,1544.5,1526.7,1459.0,,,1556.8,,1476.0,1232.9,1513.0,1412.8,,1417.5,1534.5,1499.0,1660.2,1500.0,,1503.8,1530.0,122.4,56.4,-7.5,116.7,78.0,114.0,55.0,-62.0,35.9,28.0,15.1,51.0,108.1,36.7,55.1,,-120.1,84.0,88.0,31.5,14.2,59.0,74.6,182.0,-10.5,22.7,83.5,65.7,-2.0,,,95.8,,15.0,-228.1,52.0,-48.2,,-43.5,73.5,38.0,199.2,39.0,,42.8,69.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,False,True,True,True,True,True,,,True,,True,False,True,True,,True,True,True,False,True,,True,True
Ohio,17746,12410.1,12559.3,11970.2,12242.3,13147.0,12279.4,12242.0,11546.0,11749.9,11752.0,11506.8,11895.0,13226.2,11761.3,12174.9,,12623.4,12240.0,12337.0,13134.4,11837.9,12504.0,12459.1,12773.0,11062.2,12351.8,12805.8,12085.1,11793.5,,13324.9,11971.9,,12292.0,13776.4,11395.0,12632.7,,14130.5,12377.4,12136.0,12423.6,12418.0,,11281.3,12332.0,196.1,345.3,-243.8,28.3,933.0,65.4,28.0,-668.0,-464.1,-462.0,-707.2,-319.0,1012.2,-452.7,-39.1,,409.4,26.0,123.0,920.4,-376.1,290.0,245.1,559.0,-1151.8,137.8,591.8,-128.9,-420.5,,1110.9,-242.1,,78.0,1562.4,-819.0,418.7,,1916.5,163.4,-78.0,209.6,204.0,,-932.7,118.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,,False,True,True,False,False,False,False,False,False,True,False,True,False,,False,False,,True,False,False,False,,False,True,True,False,False,,False,True
Oklahoma,3994,3858.7,4097.6,3741.6,3807.7,4212.0,3808.0,3861.0,3547.0,3835.9,4128.0,3646.8,3798.0,3878.3,3746.9,3805.1,,3786.7,3981.0,4325.0,4144.5,3752.3,3697.0,3918.7,4048.0,3940.1,3866.6,4025.3,3872.3,3823.0,,,3798.7,,3931.0,3253.1,3938.0,3895.3,,4961.6,3913.8,3866.0,3786.2,4001.0,,3351.1,3877.0,-135.3,103.6,-252.4,-186.3,218.0,-186.0,-133.0,-447.0,-158.1,134.0,-347.2,-196.0,-115.7,-247.1,-188.9,,-207.3,-13.0,331.0,150.5,-241.7,-297.0,-75.3,54.0,-53.9,-127.4,31.3,-121.7,-171.0,,,-195.3,,-63.0,-740.9,-56.0,-98.7,,967.6,-80.2,-128.0,-207.8,7.0,,-642.9,-117.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,,False,True,False,False,False,False,True,True,True,True,True,True,False,,,False,,True,False,True,True,,False,True,True,False,True,,False,True
Oregon,2137,2556.0,4151.4,2192.5,2553.8,2468.0,2583.2,2404.0,2044.0,2248.6,2165.0,2020.3,2123.0,2296.0,2336.3,2315.0,,2098.1,2453.0,2317.0,2509.5,2246.0,2446.0,2392.8,2420.0,,2231.6,2382.1,2603.2,2655.0,,,2517.2,,2261.0,2250.5,2478.0,2624.2,,2545.7,2277.0,2311.0,2417.4,2593.0,,2056.1,2618.0,419.0,2014.4,55.5,416.8,331.0,446.2,267.0,-93.0,111.6,28.0,-116.7,-14.0,159.0,199.3,178.0,,-38.9,316.0,180.0,372.5,109.0,309.0,255.8,283.0,,94.6,245.1,466.2,518.0,,,380.2,,124.0,113.5,341.0,487.2,,408.7,140.0,174.0,280.4,456.0,,-80.9,481.0,False,True,True,True,False,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,False,False,,,True,,True,True,True,False,,True,True,True,True,False,,True,False
Pennsylvania,23043,25187.3,26160.1,23872.3,25338.4,24937.0,25212.5,24291.0,22750.0,23214.6,23310.0,22666.5,23267.0,25330.1,24328.4,23907.4,,23991.8,25516.0,24677.0,22804.6,23455.5,25450.0,24961.7,24305.0,27128.6,25024.1,25339.9,24141.0,22183.5,,27924.3,24229.4,,24475.0,23682.1,23712.0,24257.5,,25724.5,25097.7,23290.0,25456.4,25362.0,,21160.2,24618.0,2144.3,3117.1,829.3,2295.4,1894.0,2169.5,1248.0,-293.0,171.6,267.0,-376.5,224.0,2287.1,1285.4,864.4,,948.8,2473.0,1634.0,-238.4,412.5,2407.0,1918.7,1262.0,4085.6,1981.1,2296.9,1098.0,-859.5,,4881.3,1186.4,,1432.0,639.1,669.0,1214.5,,2681.5,2054.7,247.0,2413.4,2319.0,,-1882.8,1575.0,False,True,False,True,False,True,True,True,True,True,True,False,True,True,,True,False,True,True,True,False,True,True,False,True,False,True,True,,False,True,,True,True,True,True,,False,True,True,False,False,,True,True
Rhode Island,2459,2348.3,2604.3,2368.9,2342.8,2422.0,2360.7,2406.0,2540.0,2172.4,2460.0,2417.3,2330.0,3208.3,2435.2,2564.4,,2583.5,2485.0,2404.0,2264.9,2338.8,2568.0,2334.2,2414.0,2045.4,2479.3,2503.5,2332.9,2225.0,,,2203.2,,2304.0,2193.4,2080.0,2181.7,,2813.1,2517.7,2372.0,2306.3,2484.0,,2041.1,2406.0,53.3,309.3,73.9,47.8,127.0,65.7,111.0,245.0,-122.6,165.0,122.3,35.0,913.3,140.2,269.4,,288.5,190.0,109.0,-30.1,43.8,273.0,39.2,119.0,-249.6,184.3,208.5,37.9,-70.0,,,-91.8,,9.0,-101.6,-215.0,-113.3,,518.1,222.7,77.0,11.3,189.0,,-253.9,111.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,True,True,False,True,False,False,False,False,True,False,,,False,,True,False,False,False,,False,False,False,True,False,,False,False
South Carolina,7911,7880.1,8256.6,7581.2,7434.1,7975.0,7507.9,7761.0,7704.0,7356.5,8164.0,7638.0,8725.0,7848.4,7721.9,7745.1,,8114.4,7486.0,7728.0,7729.2,8201.2,7817.0,8244.3,7709.0,7753.9,7709.6,8165.9,8004.5,7157.0,,9768.9,8286.9,,7831.0,9129.8,8431.0,7761.1,,8764.6,7761.5,8596.0,6957.4,8235.0,,6745.5,8184.0,-30.9,345.6,-329.8,-476.9,64.0,-403.1,-150.0,-207.0,-554.5,253.0,-273.0,814.0,-62.6,-189.1,-165.9,,203.4,-425.0,-183.0,-181.8,290.2,-94.0,333.3,-202.0,-157.1,-201.4,254.9,93.5,-754.0,,1857.9,375.9,,-80.0,1218.8,520.0,-149.9,,853.6,-149.5,685.0,-953.6,324.0,,-1165.5,273.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,,False,False,False,False,False,,False,False
South Dakota,1838,1929.9,1950.9,1739.0,1897.3,1893.0,1885.0,1868.0,1715.0,1819.9,1825.0,1735.9,1899.0,1990.2,1767.3,1882.4,,1828.4,1881.0,1873.0,1794.4,1794.2,1800.0,1848.4,1971.0,,1870.7,1883.3,1830.9,1796.0,,,1912.1,,1755.0,1366.0,1897.0,1806.1,,1768.0,1920.1,1868.0,2013.6,1879.0,,1819.5,1799.0,91.9,112.9,-99.0,59.3,55.0,47.0,30.0,-123.0,-18.1,-13.0,-102.1,61.0,152.2,-70.7,44.4,,-9.6,43.0,35.0,-43.6,-43.8,-38.0,10.4,133.0,,32.7,45.3,-7.1,-42.0,,,74.1,,-83.0,-472.0,59.0,-31.9,,-70.0,82.1,30.0,175.6,41.0,,-18.5,-39.0,False,False,True,True,True,True,False,True,True,False,True,False,True,True,,True,True,True,True,True,True,True,False,,True,True,True,True,,,True,,True,False,True,True,,True,True,True,False,True,,True,True
Tennessee,10902,10728.4,11049.8,10906.1,10983.6,11425.0,10959.6,10641.0,9801.0,10196.7,10171.0,9791.1,9969.0,10937.4,10509.2,10700.9,,11147.5,11290.0,11613.0,10228.3,10436.3,10265.0,10631.2,10707.0,11506.5,10768.2,11303.3,10253.7,10738.0,,12019.2,10411.8,,10641.0,10060.4,10167.0,10398.4,,12862.7,10810.1,10156.0,11078.8,10350.0,,9273.1,10670.0,-173.6,147.8,4.1,81.6,523.0,57.6,-261.0,-1101.0,-705.3,-731.0,-1110.9,-933.0,35.4,-392.8,-201.1,,245.5,388.0,711.0,-673.7,-465.7,-637.0,-270.8,-195.0,604.5,-133.8,401.3,-648.3,-164.0,,1117.2,-490.2,,-261.0,-841.6,-735.0,-503.6,,1960.7,-91.9,-746.0,176.8,-552.0,,-1628.9,-232.0,True,True,True,False,True,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,True,,False,False,,False,False,False,False,,False,True,False,False,False,,False,False
Texas,41149,40781.0,43363.2,39196.5,40617.1,42323.0,40886.6,41361.0,41254.0,38623.7,44778.0,37859.5,39322.0,41928.1,41735.1,41732.7,,38260.9,42112.0,42525.0,40022.5,41180.2,43509.5,42592.5,41062.0,40638.8,41308.7,42548.5,42312.1,39058.0,,44673.4,40414.3,,39853.0,37487.1,42647.0,39086.6,,41679.1,41439.3,42174.0,40286.5,42980.0,,35715.6,42357.0,-368.0,2214.2,-1952.5,-531.9,1174.0,-262.4,212.0,105.0,-2525.3,3629.0,-3289.5,-1827.0,779.1,586.1,583.7,,-2888.1,963.0,1376.0,-1126.5,31.2,2360.5,1443.5,-87.0,-510.2,159.7,1399.5,1163.1,-2091.0,,3524.4,-734.7,,-1296.0,-3661.9,1498.0,-2062.4,,530.1,290.3,1025.0,-862.5,1831.0,,-5433.4,1208.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,,False,False,False,False,,False,True,False,False,False,,False,False
