,actual_deaths,Baseline,AIpert-pwllnod,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FDANIHASU-Sweight,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SigSci-TS,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UT-Mobility,UpstateSU-GRU,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-AIpert-pwllnod,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FDANIHASU-Sweight,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SigSci-TS,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UT-Mobility,error-UpstateSU-GRU,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-AIpert-pwllnod,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FDANIHASU-Sweight,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-UpstateSU-GRU,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
North Carolina,10453,10443.6,9964.2,10168.7,10326.1,10421.0,10296.0,10303.0,9932.0,10312.0,10333.1,9899.0,10904.5,,10267.6,10035.7,,10096.5,10327.0,10138.0,10277.0,10663.0,10087.9,11135.0,10688.6,10712.0,10502.5,10173.8,10681.9,10316.7,10303.0,,10281.6,10360.4,,10386.0,10842.1,10680.0,10065.3,,10177.1,10185.1,10436.0,10194.4,10542.0,11091.0,,9409.2,10578.0,-9.4,-488.8,-284.3,-126.9,-32.0,-157.0,-150.0,-521.0,-141.0,-119.9,-554.0,451.5,,-185.4,-417.3,,-356.5,-126.0,-315.0,-176.0,210.0,-365.1,682.0,235.6,259.0,49.5,-279.2,228.9,-136.3,-150.0,,-171.4,-92.6,,-67.0,389.1,227.0,-387.7,,-275.9,-267.9,-17.0,-258.6,89.0,638.0,,-1043.8,125.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,,False,False,False,False,False,False,,False,False
North Dakota,1461,1521.7,1519.7,1485.0,1546.9,1523.0,1535.0,1511.0,1445.0,1521.0,1467.9,1493.0,1513.4,,1518.0,1477.2,,1541.9,1553.0,1517.6,1552.0,1485.1,1480.9,1490.0,1499.0,1533.0,1476.6,1504.1,1514.3,1514.4,1532.0,,,1519.1,,1502.0,1232.9,1514.0,1475.2,,1444.1,1533.4,1500.0,1594.5,1521.0,1489.0,,1499.8,1539.0,60.7,58.7,24.0,85.9,62.0,74.0,50.0,-16.0,60.0,6.9,32.0,52.4,,57.0,16.2,,80.9,92.0,56.6,91.0,24.1,19.9,29.0,38.0,72.0,15.6,43.1,53.3,53.4,71.0,,,58.1,,41.0,-228.1,53.0,14.2,,-16.9,72.4,39.0,133.5,60.0,28.0,,38.8,78.0,True,True,False,False,False,True,True,True,True,True,True,,True,True,,False,False,True,False,True,True,True,True,False,True,True,True,True,False,,,True,,True,False,True,True,,True,False,True,False,True,True,,True,False
Ohio,17746,12171.0,12373.4,12020.8,12338.5,12437.0,12314.8,12099.0,11652.0,11867.0,11737.7,11726.0,13667.5,,12088.9,11824.3,,12051.0,12578.0,11835.9,12264.0,12681.6,11918.5,11769.0,12251.7,12661.0,12045.1,12197.2,12371.6,12068.8,12914.0,,12476.0,11813.7,,12153.0,13776.4,11614.0,12462.7,,12301.2,12212.4,11902.0,12311.4,12207.0,12009.0,,11580.9,12096.0,178.0,380.4,27.8,345.5,444.0,321.8,106.0,-341.0,-126.0,-255.3,-267.0,1674.5,,95.9,-168.7,,58.0,585.0,-157.1,271.0,688.6,-74.5,-224.0,258.7,668.0,52.1,204.2,378.6,75.8,921.0,,483.0,-179.3,,160.0,1783.4,-379.0,469.7,,308.2,219.4,-91.0,318.4,214.0,16.0,,-412.1,103.0,False,True,False,False,False,True,False,True,False,False,False,,True,True,,True,False,True,False,False,True,False,False,False,True,False,False,True,False,,False,False,,True,False,False,False,,False,False,True,False,False,True,,False,True
Oklahoma,3994,4113.3,4145.0,3862.7,4080.4,4048.0,4068.0,3972.0,3579.0,3981.0,3753.1,3821.0,4297.7,,3800.6,3823.2,,3800.2,3979.0,3724.9,4119.0,4089.8,3745.8,3926.0,4126.5,4079.0,4043.0,4023.8,4027.2,4198.1,3911.0,,,3788.2,,3935.0,3253.1,4041.0,4121.6,,3913.5,4046.4,3964.0,4039.2,4091.0,4430.5,,3601.1,4002.0,119.3,151.0,-131.3,86.4,54.0,74.0,-22.0,-415.0,-13.0,-240.9,-173.0,303.7,,-193.4,-170.8,,-193.8,-15.0,-269.1,125.0,95.8,-248.2,-68.0,132.5,85.0,49.0,29.8,33.2,204.1,-83.0,,,-205.8,,-59.0,-740.9,47.0,127.6,,-80.5,52.4,-30.0,45.2,97.0,436.5,,-392.9,8.0,False,False,True,True,True,True,False,True,False,False,False,,False,False,,False,True,False,False,True,False,True,False,True,True,True,True,False,True,,,False,,True,False,True,False,,True,True,True,True,True,False,,False,True
Oregon,2137,2108.6,2434.2,2192.8,2078.3,2179.0,2111.0,2155.0,2062.0,2178.0,2064.8,2127.0,2387.1,,2147.7,2213.0,,2424.5,2334.0,2211.1,2174.0,2349.8,2148.6,2155.0,2164.4,2291.0,,2114.8,2216.8,2089.1,2618.0,,,2190.7,,2173.0,2251.4,2096.0,2106.3,,2183.9,2140.5,2115.0,2233.8,2136.0,2106.0,,2071.4,2177.0,-28.4,297.2,55.8,-58.7,42.0,-26.0,18.0,-75.0,41.0,-72.2,-10.0,250.1,,10.7,76.0,,287.5,197.0,74.1,37.0,212.8,11.6,18.0,27.4,154.0,,-22.2,79.8,-47.9,481.0,,,53.7,,36.0,114.4,-41.0,-30.7,,46.9,3.5,-22.0,96.8,-1.0,-31.0,,-65.6,40.0,False,False,False,False,True,True,False,False,False,True,False,,True,False,,False,False,False,False,False,True,True,True,False,,True,False,False,False,,,False,,False,False,False,False,,False,True,True,False,True,False,,False,False
Pennsylvania,23043,24180.6,25103.0,24205.2,24517.3,24462.0,24387.3,23795.0,23378.0,23473.0,23220.9,23262.0,26451.7,,23979.0,23273.8,,23867.2,24898.0,23077.8,24037.0,23011.9,23502.7,23801.0,23964.5,24126.0,25995.5,24061.4,24599.6,23607.9,23005.0,,24703.8,23671.1,,23707.0,23682.1,23957.0,23700.1,,25381.0,24125.3,23258.0,24860.8,23769.0,23956.0,,22207.8,23941.0,1137.6,2060.0,1162.2,1474.3,1419.0,1344.3,752.0,335.0,430.0,177.9,219.0,3408.7,,936.0,230.8,,824.2,1855.0,34.8,994.0,-31.1,459.7,758.0,921.5,1083.0,2952.5,1018.4,1556.6,564.9,-38.0,,1660.8,628.1,,664.0,639.1,914.0,657.1,,2338.0,1082.3,215.0,1817.8,726.0,913.0,,-835.2,898.0,False,False,False,False,False,True,True,True,True,True,False,,True,True,,True,False,True,True,True,True,True,True,True,False,True,False,True,True,,False,True,,True,True,True,True,,False,True,True,False,True,True,,True,True
Rhode Island,2459,2305.9,2234.2,2286.1,2307.3,2310.0,2317.0,2315.0,2388.0,2332.0,2408.4,2256.0,2961.3,,2408.3,2347.7,,2323.0,2406.0,2313.8,2346.0,2226.5,2324.9,2279.0,2257.9,2369.0,2284.8,2339.8,2375.6,2295.9,2283.0,,,2278.2,,2258.0,2192.1,2140.0,2169.5,,2292.6,2360.6,2314.0,2327.2,2219.0,2261.5,,2107.9,2397.0,35.9,-35.8,16.1,37.3,40.0,47.0,45.0,118.0,62.0,138.4,-14.0,691.3,,138.3,77.7,,53.0,136.0,43.8,76.0,-43.5,54.9,9.0,-12.1,99.0,14.8,69.8,105.6,25.9,13.0,,,8.2,,-12.0,-77.9,-130.0,-100.5,,22.6,90.6,44.0,57.2,-51.0,-8.5,,-162.1,127.0,True,True,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,False,True,True,False,True,False,False,True,True,,,True,,True,False,False,False,,True,False,False,False,False,True,,False,False
South Carolina,7911,7432.7,8136.9,7492.5,7582.7,7717.0,7592.0,7777.0,7777.0,7983.0,7877.6,8137.0,8371.0,,7804.4,7493.3,,8041.0,7691.0,8243.8,7781.0,7691.4,7474.5,7104.0,7650.6,7813.0,7942.1,7636.4,7860.7,7676.3,7755.5,,8097.9,7515.9,,7819.0,8286.4,8124.0,7502.8,,7379.0,7666.4,7775.0,7284.9,7910.0,7897.0,,6974.6,7997.0,-478.3,225.9,-418.5,-328.3,-194.0,-319.0,-134.0,-134.0,72.0,-33.4,226.0,460.0,,-106.6,-417.7,,130.0,-220.0,332.8,-130.0,-219.6,-436.5,-807.0,-260.4,-98.0,31.1,-274.6,-50.3,-234.7,-155.5,,186.9,-395.1,,-92.0,375.4,213.0,-408.2,,-532.0,-244.6,-136.0,-626.1,-1.0,-14.0,,-936.4,86.0,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,True,True,,True,True,True,True,,False,True,True,False,True,True,,False,True
South Dakota,1838,1845.0,1877.2,1792.7,1890.5,1830.0,1885.0,1837.0,1748.0,1842.0,1754.1,1833.0,1890.0,,1842.7,1818.1,,1913.3,1839.0,1837.8,1893.0,1810.7,1795.1,1790.0,1817.1,1865.0,1743.3,1838.8,1843.8,1826.5,1823.0,,,1826.8,,1810.0,1764.4,1869.0,1812.9,,1740.8,1868.7,1835.0,1941.2,1842.0,1850.0,,1831.9,1865.0,7.0,39.2,-45.3,52.5,-8.0,47.0,-1.0,-90.0,4.0,-83.9,-5.0,52.0,,4.7,-19.9,,75.3,1.0,-0.2,55.0,-27.3,-42.9,-48.0,-20.9,27.0,-94.7,0.8,5.8,-11.5,-15.0,,,-11.2,,-28.0,-73.6,31.0,-25.1,,-97.2,30.7,-3.0,103.2,4.0,12.0,,-6.1,27.0,False,False,False,False,False,True,False,True,False,True,False,,True,False,,False,True,True,False,False,False,False,False,False,False,True,True,False,False,,,False,,False,False,False,False,,False,False,True,False,True,False,,True,False
Tennessee,10902,10196.1,10178.9,10307.9,10254.5,10438.0,10211.0,10070.0,9543.0,9892.0,10172.9,9736.0,11550.0,,9943.1,9893.9,,10543.3,10470.0,9634.3,10209.0,9983.1,9980.0,9752.0,10227.1,10380.0,10124.2,10224.6,10555.4,9824.6,10530.0,,10997.2,10029.5,,10225.0,10060.4,9708.0,10002.9,,10061.0,10214.3,9963.0,10601.3,9973.0,10079.5,,9488.9,10193.0,-705.9,-723.1,-594.1,-647.5,-464.0,-691.0,-832.0,-1359.0,-1010.0,-729.1,-1166.0,648.0,,-958.9,-1008.1,,-358.7,-432.0,-1267.7,-693.0,-918.9,-922.0,-1150.0,-674.9,-522.0,-777.8,-677.4,-346.6,-1077.4,-372.0,,95.2,-872.5,,-677.0,-841.6,-1194.0,-899.1,,-841.0,-687.7,-939.0,-300.7,-929.0,-822.5,,-1413.1,-709.0,False,True,True,True,True,False,False,False,False,False,True,,False,False,,True,True,False,True,False,False,False,True,True,False,True,True,False,True,,True,False,,True,False,False,False,,False,True,False,True,False,False,,False,False
Texas,41149,41513.9,43223.8,40426.2,41534.3,41672.0,41617.0,41360.0,40634.0,43703.0,39804.8,40636.0,48943.9,,41324.2,40819.9,,40726.8,41452.0,42807.4,42121.0,40085.2,41859.5,40704.5,42245.1,41908.0,41882.6,40980.1,42185.4,41695.9,40940.0,,43429.1,39698.0,,41421.0,37488.6,39642.0,40467.1,,42403.0,41069.9,40352.0,41236.0,42414.0,43034.0,,37577.6,41993.0,364.9,2074.8,-722.8,385.3,523.0,468.0,211.0,-515.0,2554.0,-1344.2,-513.0,7794.9,,175.2,-329.1,,-422.2,303.0,1658.4,972.0,-1063.8,710.5,-444.5,1096.1,759.0,733.6,-168.9,1036.4,546.9,-209.0,,2280.1,-1451.0,,272.0,-3660.4,-1507.0,-681.9,,1254.0,-79.1,-797.0,87.0,1265.0,1885.0,,-3571.4,844.0,False,False,False,False,False,True,False,False,False,False,False,,True,True,,False,True,False,False,False,False,False,False,False,False,True,False,False,True,,False,False,,True,False,False,False,,False,True,False,True,False,False,,False,False
Utah,1790,1886.4,1947.6,1822.1,1866.9,1989.0,1873.0,1843.0,1713.0,1887.0,1775.2,1903.0,1887.0,,1824.0,1865.5,,1848.2,1834.0,1827.0,1866.0,1433.1,1812.6,1789.0,1928.0,1898.0,,1884.9,1886.4,1808.1,1829.0,,,1867.6,,1830.0,1474.4,1789.0,1859.2,,2016.1,1912.1,1813.0,1878.7,1781.0,1828.0,,1215.8,1835.0,96.4,157.6,32.1,76.9,199.0,83.0,53.0,-77.0,97.0,-14.8,113.0,97.0,,34.0,75.5,,58.2,44.0,37.0,76.0,-356.9,22.6,-1.0,138.0,108.0,,94.9,96.4,18.1,39.0,,,77.6,,40.0,-315.6,-1.0,69.2,,226.1,122.1,23.0,88.7,-9.0,38.0,,-574.2,45.0,False,True,True,False,True,True,True,False,True,False,False,,True,True,,True,True,True,True,False,True,True,False,False,,True,True,True,True,,,True,,True,False,True,True,,False,False,True,True,True,True,,False,True
Vermont,189,190.0,186.7,187.9,193.8,196.0,191.0,198.0,192.0,210.0,233.0,225.0,198.5,,212.2,195.0,,215.1,221.0,184.2,213.0,269.6,220.4,180.0,183.8,262.0,170.7,195.5,211.8,194.4,198.0,,,186.6,,203.0,210.3,237.0,185.5,,180.2,225.0,195.0,197.3,191.0,186.0,,183.7,219.0,1.0,-2.3,-1.1,4.8,7.0,2.0,9.0,3.0,21.0,44.0,36.0,9.5,,23.2,6.0,,26.1,32.0,-4.8,24.0,80.6,31.4,-9.0,-5.2,73.0,-18.3,6.5,22.8,5.4,9.0,,,-2.4,,14.0,21.3,48.0,-3.5,,-8.8,36.0,6.0,8.3,2.0,-3.0,,-5.3,30.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,False,False,False,False,,False,False,False,False,False,False,,False,False
Virginia,6996,7075.1,7358.4,7000.1,7215.7,7344.0,7198.5,7177.0,6984.0,7327.0,6975.5,7039.0,7596.4,,7125.6,7105.6,,7235.6,7108.0,7395.2,7500.0,7608.7,7076.2,7152.0,7137.1,7273.0,7082.2,7290.1,7226.1,7184.2,7382.0,,7053.6,7134.8,,7453.0,7616.1,6592.0,6928.8,,6986.9,7305.4,7048.0,7171.2,7266.0,6987.0,,6484.1,7319.0,79.1,362.4,4.1,219.7,348.0,202.5,181.0,-12.0,331.0,-20.5,43.0,600.4,,129.6,109.6,,239.6,112.0,399.2,504.0,612.7,80.2,156.0,141.1,277.0,86.2,294.1,230.1,188.2,386.0,,57.6,138.8,,457.0,620.1,-404.0,-67.2,,-9.1,309.4,52.0,175.2,270.0,-9.0,,-511.9,323.0,False,True,False,False,False,False,True,False,True,True,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,False,False,False,True,,True,False,True,False,False,True,,False,False
Washington,4675,4716.9,4629.7,4662.4,4774.4,4658.0,4747.1,4689.0,4689.0,4761.0,4862.9,4525.0,4649.6,,4596.1,4619.9,,4872.7,4736.5,4614.1,4860.0,4824.0,4646.0,4448.0,4509.3,4913.0,4777.1,4822.0,4775.8,4658.2,5012.0,,4596.6,4520.4,,4766.0,4841.3,4870.0,4694.9,,4640.0,4826.3,4611.0,4590.8,4449.0,4402.0,,4395.3,4713.0,41.9,-45.3,-12.6,99.4,-17.0,72.1,14.0,14.0,86.0,187.9,-150.0,-25.4,,-78.9,-55.1,,197.7,61.5,-60.9,185.0,149.0,-29.0,-227.0,-165.7,238.0,102.1,147.0,100.8,-16.8,337.0,,-78.4,-154.6,,91.0,166.3,195.0,19.9,,-35.0,151.3,-64.0,-84.2,-226.0,-273.0,,-279.7,38.0,False,True,False,True,False,True,True,False,False,False,True,,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,,False,False,False,True,,True,False,False,False,False,False,,False,True
West Virginia,2201,2235.0,2241.1,2312.7,2235.4,2229.0,2205.0,2283.0,2122.0,2310.0,2338.7,2283.0,2657.7,,2235.8,2234.8,,2423.6,2334.0,2305.8,2310.0,2375.7,2251.2,2210.0,2260.9,2325.0,,2215.5,2368.5,2143.2,2370.0,,,2188.3,,2211.0,2575.3,2132.0,2191.9,,2291.1,2237.3,2203.0,2362.8,2317.0,2290.5,,2133.0,2284.0,34.0,40.1,111.7,34.4,28.0,4.0,82.0,-79.0,109.0,137.7,82.0,456.7,,34.8,33.8,,222.6,133.0,104.8,109.0,174.7,50.2,9.0,59.9,124.0,,14.5,167.5,-57.8,169.0,,,-12.7,,10.0,374.3,-69.0,-9.1,,90.1,36.3,2.0,161.8,116.0,89.5,,-68.0,83.0,False,False,False,True,True,False,False,False,False,False,False,,False,True,,False,False,False,False,False,False,True,False,False,,True,False,False,False,,,True,,True,False,False,True,,False,False,True,False,False,False,,False,False
Wisconsin,6744,7001.4,6950.5,6856.9,6963.8,7179.0,7021.2,6890.0,6690.0,7072.0,6586.5,6686.0,6831.4,,6735.7,6841.8,,6617.1,7124.0,6766.3,7038.0,6932.3,6708.7,6809.0,7019.1,7041.0,6782.2,6876.9,6980.5,6817.1,7380.0,,6984.4,6899.8,,6946.0,5351.0,6997.0,6805.1,,6805.2,6890.7,6737.0,7140.8,6932.0,6972.0,,6717.1,6938.0,257.4,206.5,112.9,219.8,435.0,277.2,146.0,-54.0,328.0,-157.5,-58.0,87.4,,-8.3,97.8,,-126.9,380.0,22.3,294.0,188.3,-35.3,65.0,275.1,297.0,38.2,132.9,236.5,73.1,636.0,,240.4,155.8,,202.0,-1393.0,253.0,61.1,,61.2,146.7,-7.0,396.8,188.0,228.0,,-26.9,194.0,True,True,True,False,False,True,True,False,True,True,True,,True,True,,True,False,True,False,True,True,True,False,False,True,True,True,True,False,,True,True,,True,False,True,True,,True,True,True,False,True,True,,True,True
Wyoming,647,711.0,677.6,663.5,721.7,698.0,718.0,675.0,636.0,756.0,687.0,675.0,729.8,,661.8,624.2,,651.5,633.0,654.0,687.0,644.5,633.2,710.0,611.0,661.0,,680.9,691.9,684.3,676.0,,,619.4,,695.0,523.0,695.0,598.3,,651.0,708.8,656.0,688.6,682.0,644.0,,638.0,719.0,64.0,30.6,16.5,74.7,51.0,71.0,28.0,-11.0,109.0,40.0,28.0,82.8,,14.8,-22.8,,4.5,-14.0,7.0,40.0,-2.5,-13.8,63.0,-36.0,14.0,,33.9,44.9,37.3,29.0,,,-27.6,,48.0,-124.0,48.0,-48.7,,4.0,61.8,9.0,41.6,35.0,-3.0,,-9.0,72.0,True,True,False,True,False,True,True,False,True,True,False,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,,True,False,True,True,,True,True,True,True,True,True,,True,False
US,485911,480968.3,493936.1,475095.8,481455.8,,482205.0,478070.0,468312.0,481057.0,500869.0,481387.0,534487.2,474472.0,477806.7,,492220.0,480768.1,481394.0,473338.7,483886.0,473653.7,474000.8,477100.5,486356.9,488541.0,455194.6,479460.6,489134.8,476876.2,490652.5,476417.5,492632.1,478468.3,476320.0,472423.0,472515.2,471360.0,459715.3,484024.0,,480753.8,470059.0,486598.8,480538.0,486780.5,469437.7,449859.4,478820.0,2572.3,15540.1,-3300.2,3059.8,,3809.0,-326.0,-10084.0,2661.0,22473.0,2991.0,56091.2,-3924.0,-589.3,,13824.0,2372.1,2998.0,-5057.3,5490.0,-4742.3,-4395.2,-1295.5,7960.9,10145.0,-23201.4,1064.6,10738.8,-1519.8,12256.5,-1978.5,14236.1,72.3,-2076.0,-5973.0,-5880.8,-7036.0,-18680.7,5628.0,,2357.8,-8337.0,8202.8,2142.0,8384.5,-8958.3,-28536.6,424.0,False,False,False,,False,True,False,False,False,False,False,False,True,,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,,True,False,False,True,False,False,False,True
