,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
17019,1540,2271.0,,2173.7,,2077.0,2003.0,,,,,2732.5,3368.1,,,2479.0,1972.1,1254.6,1853.5,,2362.0,2512.8,,,2316.0,1463.0,2843.1,,,,,,2667.9,1795.0,,,2493.6,1325.0,731.0,,633.7,,537.0,463.0,,,,,1192.5,1828.1,,,939.0,432.1,-285.4,313.5,,822.0,972.8,,,776.0,-77.0,1303.1,,,,,,1127.9,255.0,,,953.6,-215.0,,True,,True,True,,,,,False,False,,,False,True,True,True,,False,False,,,False,True,False,,,,,,False,True,,,False,True
17021,294,504.0,,492.8,,487.0,738.0,,,,,617.0,616.4,,,519.0,495.2,274.4,437.0,,405.0,527.3,,,543.0,354.0,367.3,,,,,,724.4,,,,360.9,349.9,210.0,,198.8,,193.0,444.0,,,,,323.0,322.4,,,225.0,201.2,-19.6,143.0,,111.0,233.3,,,249.0,60.0,73.3,,,,,,430.4,,,,66.9,55.9,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,True,True,,,,,,False,,,,True,True
17023,216,426.0,,427.6,,341.0,647.0,,,,,353.8,392.1,,,274.0,392.3,153.2,,,299.0,360.3,,,490.0,239.0,217.2,,,,,,,,,,437.2,314.1,210.0,,211.6,,125.0,431.0,,,,,137.8,176.1,,,58.0,176.3,-62.8,,,83.0,144.3,,,274.0,23.0,1.2,,,,,,,,,,221.2,98.1,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
17025,87,177.0,,190.9,,166.0,156.0,,,,,258.3,240.3,,,193.0,224.2,59.2,,,122.0,162.5,,,169.0,114.0,158.7,,,,,,,,,,175.2,157.3,90.0,,103.9,,79.0,69.0,,,,,171.3,153.3,,,106.0,137.2,-27.8,,,35.0,75.5,,,82.0,27.0,71.7,,,,,,,,,,88.2,70.3,,False,,True,True,,,,,False,False,,,False,False,True,,,True,True,,,True,True,True,,,,,,,,,,True,True
17027,528,738.0,,728.5,,587.0,563.0,,,,,1109.1,924.2,,,580.0,392.0,388.5,565.5,,504.0,714.9,,,662.0,560.0,630.4,,,,,,556.5,,,,514.3,663.9,210.0,,200.5,,59.0,35.0,,,,,581.1,396.2,,,52.0,-136.0,-139.5,37.5,,-24.0,186.9,,,134.0,32.0,102.4,,,,,,28.5,,,,-13.7,135.9,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,True,,,,,,True,,,,True,True
17029,329,618.0,,621.3,,567.0,1098.0,,,,,1067.6,873.5,,,939.0,307.5,345.2,571.5,,494.0,615.2,,,596.0,476.0,767.4,,,,,,354.4,,,,582.7,509.9,289.0,,292.3,,238.0,769.0,,,,,738.6,544.5,,,610.0,-21.5,16.2,242.5,,165.0,286.2,,,267.0,147.0,438.4,,,,,,25.4,,,,253.7,180.9,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,True,,,True,True,False,,,,,,True,,,,True,True
17031,36751,54147.0,,53676.7,51714.1,49992.0,96273.0,,,,,68056.2,56895.9,,52360.1,47850.0,36429.5,34081.1,41849.0,,53266.0,63131.3,,,50316.0,41257.0,40143.9,,,,,,50469.1,50228.0,,,61462.8,35357.5,17396.0,,16925.7,14963.1,13241.0,59522.0,,,,,31305.2,20144.9,,15609.1,11099.0,-321.5,-2669.9,5098.0,,16515.0,26380.3,,,13565.0,4506.0,3392.9,,,,,,13718.1,13477.0,,,24711.8,-1393.5,,True,True,True,False,,,,,False,False,,True,True,True,True,True,,True,False,,,True,True,True,,,,,,True,True,,,False,True
17033,208,282.0,,309.3,,209.0,114.0,,,,,397.1,332.6,,,330.0,94.6,143.1,,,127.0,233.5,,,203.0,182.0,150.2,,,,,,,,,,222.8,246.9,74.0,,101.3,,1.0,-94.0,,,,,189.1,124.6,,,122.0,-113.4,-64.9,,,-81.0,25.5,,,-5.0,-26.0,-57.8,,,,,,,,,,14.8,38.9,,False,,True,False,,,,,False,False,,,False,False,True,,,False,True,,,True,True,True,,,,,,,,,,True,True
17035,105,222.0,,228.7,,179.0,242.0,,,,,252.5,222.9,,,187.0,128.2,78.1,,,179.0,176.0,,,197.0,140.0,164.6,,,,,,,,,,226.6,125.6,117.0,,123.7,,74.0,137.0,,,,,147.5,117.9,,,82.0,23.2,-26.9,,,74.0,71.0,,,92.0,35.0,59.6,,,,,,,,,,121.6,20.6,,False,,True,False,,,,,False,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,False,True
17037,755,1002.0,,1040.7,,1007.0,1114.0,,,,,1385.2,1344.4,,,876.0,1015.4,707.7,1030.5,,1180.5,1154.5,,,1006.0,756.0,1003.3,,,,,,736.8,,,,726.2,618.4,247.0,,285.7,,252.0,359.0,,,,,630.2,589.4,,,121.0,260.4,-47.3,275.5,,425.5,399.5,,,251.0,1.0,248.3,,,,,,-18.2,,,,-28.8,-136.6,,False,,False,False,,,,,False,False,,,True,False,True,False,,False,False,,,False,True,False,,,,,,True,,,,True,True
17039,158,366.0,,345.6,,265.0,761.0,,,,,269.7,335.2,,,230.0,261.1,102.8,,,244.0,285.1,,,383.0,212.0,171.3,,,,,,,,,,408.1,213.6,208.0,,187.6,,107.0,603.0,,,,,111.7,177.2,,,72.0,103.1,-55.2,,,86.0,127.1,,,225.0,54.0,13.3,,,,,,,,,,250.1,55.6,,True,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
17041,165,204.0,,198.0,,194.0,139.0,,,,,422.2,314.8,,,333.0,114.6,138.0,,,101.0,215.6,,,167.0,167.0,308.5,,,,,,,,,,238.2,173.2,39.0,,33.0,,29.0,-26.0,,,,,257.2,149.8,,,168.0,-50.4,-27.0,,,-64.0,50.6,,,2.0,2.0,143.5,,,,,,,,,,73.2,8.2,,True,,True,True,,,,,False,False,,,False,False,True,,,False,False,,,True,True,False,,,,,,,,,,False,True
17043,6495,9324.0,,9411.5,9730.3,9025.0,13581.0,,,,,12493.5,10037.2,,9683.0,8868.0,10539.3,4815.0,7980.0,,8323.5,10496.9,,,9054.0,7189.0,6812.9,,,,,,7574.7,7716.0,,,11111.7,5082.7,2829.0,,2916.5,3235.3,2530.0,7086.0,,,,,5998.5,3542.2,,3188.0,2373.0,4044.3,-1680.0,1485.0,,1828.5,4001.9,,,2559.0,694.0,317.9,,,,,,1079.7,1221.0,,,4616.7,-1412.3,,False,False,True,False,,,,,False,False,,False,True,False,True,True,,True,False,,,True,True,True,,,,,,True,True,,,False,True
17045,111,144.0,,125.2,,129.0,13.0,,,,,296.4,213.1,,,357.0,35.3,90.3,,,93.0,150.4,,,97.0,102.0,149.0,,,,,,,,,,134.0,202.0,33.0,,14.2,,18.0,-98.0,,,,,185.4,102.1,,,246.0,-75.7,-20.7,,,-18.0,39.4,,,-14.0,-9.0,38.0,,,,,,,,,,23.0,91.0,,True,,True,False,,,,,False,False,,,False,False,True,,,True,False,,,True,True,False,,,,,,,,,,True,False
17047,47,111.0,,97.2,,95.0,61.0,,,,,120.3,126.7,,,90.0,225.1,53.5,,,97.0,94.0,,,106.0,70.0,68.6,,,,,,,,,,131.6,60.9,64.0,,50.2,,48.0,14.0,,,,,73.3,79.7,,,43.0,178.1,6.5,,,50.0,47.0,,,59.0,23.0,21.6,,,,,,,,,,84.6,13.9,,True,,True,True,,,,,False,False,,,True,False,True,,,True,True,,,True,True,True,,,,,,,,,,False,True
17049,246,678.0,,714.8,,538.0,319.0,,,,,927.4,754.4,,,576.0,520.6,270.1,522.5,,470.5,639.3,,,551.0,493.0,494.4,,,,,,,,,,511.5,448.6,432.0,,468.8,,292.0,73.0,,,,,681.4,508.4,,,330.0,274.6,24.1,276.5,,224.5,393.3,,,305.0,247.0,248.4,,,,,,,,,,265.5,202.6,,False,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,True,,,,,,,,,,True,True
17051,201,390.0,,368.8,,289.0,71.0,,,,,611.4,461.0,,,395.0,129.8,186.4,,,104.0,322.1,,,305.0,286.0,279.5,,,,,,253.5,,,,130.1,277.2,189.0,,167.8,,88.0,-130.0,,,,,410.4,260.0,,,194.0,-71.2,-14.6,,,-97.0,121.1,,,104.0,85.0,78.5,,,,,,52.5,,,,-70.9,76.2,,True,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,True,,,,,,True,,,,True,True
17053,114,195.0,,183.3,,175.0,174.0,,,,,315.6,252.4,,,188.0,95.2,114.1,,,158.0,182.9,,,171.0,126.0,123.4,,,,,,,,,,192.7,196.1,81.0,,69.3,,61.0,60.0,,,,,201.6,138.4,,,74.0,-18.8,0.1,,,44.0,68.9,,,57.0,12.0,9.4,,,,,,,,,,78.7,82.1,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,True,False
17055,342,657.0,,681.6,,508.0,488.0,,,,,949.2,780.2,,,588.0,395.8,440.5,738.0,,340.0,541.9,,,611.0,432.0,489.7,,,,,,,,,,574.2,479.4,315.0,,339.6,,166.0,146.0,,,,,607.2,438.2,,,246.0,53.8,98.5,396.0,,-2.0,199.9,,,269.0,90.0,147.7,,,,,,,,,,232.2,137.4,,False,,True,True,,,,,False,False,,,True,True,True,False,,True,True,,,True,True,True,,,,,,,,,,True,True
17057,207,336.0,,303.4,,289.0,214.0,,,,,552.6,457.9,,,419.0,110.9,296.2,389.0,,134.0,268.6,,,226.0,269.0,345.4,,,,,,,,,,358.1,272.4,129.0,,96.4,,82.0,7.0,,,,,345.6,250.9,,,212.0,-96.1,89.2,182.0,,-73.0,61.6,,,19.0,62.0,138.4,,,,,,,,,,151.1,65.4,,True,,True,True,,,,,False,False,,,False,True,True,False,,True,True,,,True,True,False,,,,,,,,,,False,True
17059,39,102.0,,99.9,,84.0,57.0,,,,,114.5,95.3,,,88.0,54.7,51.8,,,85.0,81.7,,,100.0,54.0,56.4,,,,,,,,,,132.0,54.6,63.0,,60.9,,45.0,18.0,,,,,75.5,56.3,,,49.0,15.7,12.8,,,46.0,42.7,,,61.0,15.0,17.4,,,,,,,,,,93.0,15.6,,True,,True,True,,,,,False,True,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,False,True
17061,111,213.0,,211.2,,186.0,177.0,,,,,247.5,227.4,,,218.0,181.8,67.9,,,105.0,191.8,,,187.0,132.0,207.8,,,,,,,,,,194.5,180.9,102.0,,100.2,,75.0,66.0,,,,,136.5,116.4,,,107.0,70.8,-43.1,,,-6.0,80.8,,,76.0,21.0,96.8,,,,,,,,,,83.5,69.9,,True,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,True,,,,,,,,,,True,True
17063,512,630.0,,583.2,,595.0,1217.0,,,,,865.3,748.6,,,581.0,625.4,273.5,569.0,,563.0,683.7,,,619.0,470.0,911.4,,,,,,686.9,,,,592.2,404.2,118.0,,71.2,,83.0,705.0,,,,,353.3,236.6,,,69.0,113.4,-238.5,57.0,,51.0,171.7,,,107.0,-42.0,399.4,,,,,,174.9,,,,80.2,-107.8,,True,,True,False,,,,,False,False,,,True,True,False,True,,True,False,,,True,True,False,,,,,,False,,,,True,True
17065,87,168.0,,169.6,,143.0,184.0,,,,,154.9,203.3,,,160.0,121.4,53.5,,,128.0,147.2,,,186.0,96.0,107.0,,,,,,,,,,161.8,104.8,81.0,,82.6,,56.0,97.0,,,,,67.9,116.3,,,73.0,34.4,-33.5,,,41.0,60.2,,,99.0,9.0,20.0,,,,,,,,,,74.8,17.8,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
17067,170,255.0,,263.5,,203.0,76.0,,,,,300.9,293.9,,,225.0,187.5,109.2,,,222.0,258.9,,,258.0,182.0,186.5,,,,,,,,,,298.1,177.2,85.0,,93.5,,33.0,-94.0,,,,,130.9,123.9,,,55.0,17.5,-60.8,,,52.0,88.9,,,88.0,12.0,16.5,,,,,,,,,,128.1,7.2,,False,,True,False,,,,,False,False,,,True,True,True,,,True,False,,,False,True,True,,,,,,,,,,False,True
17069,63,111.0,,114.8,,65.0,9.0,,,,,70.2,105.9,,,66.0,65.1,22.0,,,49.0,73.8,,,124.0,55.0,46.1,,,,,,,,,,110.4,38.7,48.0,,51.8,,2.0,-54.0,,,,,7.2,42.9,,,3.0,2.1,-41.0,,,-14.0,10.8,,,61.0,-8.0,-16.9,,,,,,,,,,47.4,-24.3,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
17071,49,78.0,,89.2,,59.0,11.0,,,,,81.5,106.4,,,94.0,11.4,27.0,,,52.0,68.8,,,84.0,50.0,56.8,,,,,,,,,,64.6,44.1,29.0,,40.2,,10.0,-38.0,,,,,32.5,57.4,,,45.0,-37.6,-22.0,,,3.0,19.8,,,35.0,1.0,7.8,,,,,,,,,,15.6,-4.9,,False,,True,False,,,,,False,False,,,False,False,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
17073,299,507.0,,494.8,,413.0,971.0,,,,,724.7,581.3,,,526.0,158.5,234.6,405.5,,450.0,528.6,,,429.0,341.0,437.4,,,,,,546.2,,,,395.3,374.8,208.0,,195.8,,114.0,672.0,,,,,425.7,282.3,,,227.0,-140.5,-64.4,106.5,,151.0,229.6,,,130.0,42.0,138.4,,,,,,247.2,,,,96.3,75.8,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,True,,,,,,False,,,,True,True
17075,174,420.0,,433.1,,379.0,353.0,,,,,520.9,458.7,,,377.0,402.1,137.8,,,305.0,429.8,,,578.0,281.0,417.3,,,,,,323.2,,,,349.1,326.2,246.0,,259.1,,205.0,179.0,,,,,346.9,284.7,,,203.0,228.1,-36.2,,,131.0,255.8,,,404.0,107.0,243.3,,,,,,149.2,,,,175.1,152.2,,False,,True,True,,,,,False,False,,,True,True,True,,,True,False,,,False,True,True,,,,,,True,,,,True,True
17077,467,717.0,,755.3,,681.0,1922.0,,,,,839.4,825.1,,,641.0,432.9,291.0,569.5,,722.0,787.2,,,666.0,609.0,697.1,,,,,,438.5,,,,700.1,317.8,250.0,,288.3,,214.0,1455.0,,,,,372.4,358.1,,,174.0,-34.1,-176.0,102.5,,255.0,320.2,,,199.0,142.0,230.1,,,,,,-28.5,,,,233.1,-149.2,,False,,True,False,,,,,False,False,,,True,True,True,True,,False,False,,,True,True,True,,,,,,True,,,,True,True
17079,91,240.0,,248.3,,175.0,390.0,,,,,251.0,226.0,,,181.0,129.9,55.5,,,121.0,187.4,,,253.0,130.0,119.4,,,,,,,,,,290.6,158.6,149.0,,157.3,,84.0,299.0,,,,,160.0,135.0,,,90.0,38.9,-35.5,,,30.0,96.4,,,162.0,39.0,28.4,,,,,,,,,,199.6,67.6,,False,,True,False,,,,,False,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
17081,535,570.0,,559.8,,560.0,851.0,,,,,806.7,672.1,,,608.0,221.5,285.7,556.0,,638.0,679.0,,,499.0,356.0,368.4,,,,,,354.2,,,,434.2,407.0,35.0,,24.8,,25.0,316.0,,,,,271.7,137.1,,,73.0,-313.5,-249.3,21.0,,103.0,144.0,,,-36.0,-179.0,-166.6,,,,,,-180.8,,,,-100.8,-128.0,,True,,True,False,,,,,False,False,,,False,False,False,True,,False,False,,,False,False,False,,,,,,False,,,,False,False
17083,252,309.0,,313.1,,263.0,218.0,,,,,498.9,360.5,,,313.0,132.4,155.8,,,115.0,243.2,,,260.0,263.0,211.8,,,,,,,,,,310.5,267.3,57.0,,61.1,,11.0,-34.0,,,,,246.9,108.5,,,61.0,-119.6,-96.2,,,-137.0,-8.8,,,8.0,11.0,-40.2,,,,,,,,,,58.5,15.3,,False,,True,True,,,,,False,False,,,False,False,False,,,False,True,,,True,True,True,,,,,,,,,,False,True
17085,120,117.0,,106.2,,115.0,17.0,,,,,259.9,224.7,,,205.0,19.9,75.2,,,44.0,130.7,,,103.0,79.0,237.0,,,,,,,,,,170.6,120.2,-3.0,,-13.8,,-5.0,-103.0,,,,,139.9,104.7,,,85.0,-100.1,-44.8,,,-76.0,10.7,,,-17.0,-41.0,117.0,,,,,,,,,,50.6,0.2,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,,,,False,True
17087,141,429.0,,418.0,,308.0,229.0,,,,,294.3,350.6,,,208.0,517.2,87.6,,,291.0,335.8,,,516.0,255.0,174.9,,,,,,,,,,619.3,239.6,288.0,,277.0,,167.0,88.0,,,,,153.3,209.6,,,67.0,376.2,-53.4,,,150.0,194.8,,,375.0,114.0,33.9,,,,,,,,,,478.3,98.6,,True,,True,True,,,,,True,True,,,True,False,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
17089,4217,5910.0,,6020.8,5886.0,5421.0,10358.0,,,,,7997.1,6282.4,,5673.5,5343.0,3756.3,3022.1,5278.0,,5462.5,6197.6,,,5412.0,4464.0,4375.7,,,,,,4318.0,5413.0,,,8046.2,4230.5,1693.0,,1803.8,1669.0,1204.0,6141.0,,,,,3780.1,2065.4,,1456.5,1126.0,-460.7,-1194.9,1061.0,,1245.5,1980.6,,,1195.0,247.0,158.7,,,,,,101.0,1196.0,,,3829.2,13.5,,False,True,True,False,,,,,False,False,,True,True,True,True,True,,True,False,,,True,True,True,,,,,,True,True,,,False,True
17091,768,1029.0,,955.2,,988.0,2249.0,,,,,1789.0,1332.0,,,1355.0,490.2,468.2,825.0,,757.0,1241.2,,,918.0,791.0,1676.4,,,,,,1181.4,,,,1075.0,914.3,261.0,,187.2,,220.0,1481.0,,,,,1021.0,564.0,,,587.0,-277.8,-299.8,57.0,,-11.0,473.2,,,150.0,23.0,908.4,,,,,,413.4,,,,307.0,146.3,,True,,True,False,,,,,False,False,,,False,False,False,True,,True,False,,,True,True,False,,,,,,False,,,,False,True
17093,1214,1551.0,,1645.0,,1572.0,2421.0,,,,,1884.4,1659.6,,,1255.0,1170.0,797.0,1776.5,,1661.0,1842.4,,,1582.0,1082.0,1881.4,,,,,,973.7,1754.0,,,1239.2,1030.6,337.0,,431.0,,358.0,1207.0,,,,,670.4,445.6,,,41.0,-44.0,-417.0,562.5,,447.0,628.4,,,368.0,-132.0,667.4,,,,,,-240.3,540.0,,,25.2,-183.4,,False,,False,False,,,,,False,False,,,True,True,False,False,,False,False,,,False,True,False,,,,,,True,False,,,True,True
17095,454,687.0,,684.8,,566.0,608.0,,,,,966.2,1021.1,,,635.0,277.3,310.2,582.0,,547.0,845.9,,,561.0,507.0,594.0,,,,,,783.2,,,,642.3,479.0,233.0,,230.8,,112.0,154.0,,,,,512.2,567.1,,,181.0,-176.7,-143.8,128.0,,93.0,391.9,,,107.0,53.0,140.0,,,,,,329.2,,,,188.3,25.0,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,False,,,True,True,True,,,,,,False,,,,True,True
17097,4982,6153.0,,6038.0,6757.0,5378.0,7459.0,,,,,9581.0,6642.6,,5397.6,6721.0,4746.3,5079.1,5419.0,,4373.5,7082.8,,,5880.0,5272.0,5337.5,,,,,,4404.7,4468.0,,,14255.9,3600.0,1171.0,,1056.0,1775.0,396.0,2477.0,,,,,4599.0,1660.6,,415.6,1739.0,-235.7,97.1,437.0,,-608.5,2100.8,,,898.0,290.0,355.5,,,,,,-577.3,-514.0,,,9273.9,-1382.0,,True,False,True,False,,,,,False,False,,True,False,True,True,True,,True,False,,,True,True,True,,,,,,True,True,,,False,False
17099,1150,1305.0,,1298.1,,1254.0,1657.0,,,,,1854.4,1578.2,,,1157.0,1556.0,598.9,975.0,,1169.0,1505.4,,,1186.0,1010.0,1191.7,,,,,,1844.5,,,,1260.2,,155.0,,148.1,,104.0,507.0,,,,,704.4,428.2,,,7.0,406.0,-551.1,-175.0,,19.0,355.4,,,36.0,-140.0,41.7,,,,,,694.5,,,,110.2,,,True,,True,False,,,,,False,False,,,True,False,False,False,,True,False,,,True,True,True,,,,,,False,,,,True,
17101,147,261.0,,242.9,,175.0,99.0,,,,,529.9,359.9,,,298.0,105.5,210.7,,,51.0,202.4,,,273.0,181.0,153.8,,,,,,,,,,212.0,176.1,114.0,,95.9,,28.0,-48.0,,,,,382.9,212.9,,,151.0,-41.5,63.7,,,-96.0,55.4,,,126.0,34.0,6.8,,,,,,,,,,65.0,29.1,,True,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
17103,338,384.0,,363.7,,343.0,312.0,,,,,575.3,487.9,,,355.0,148.0,181.7,362.5,,243.0,388.9,,,322.0,279.0,416.6,,,,,,378.4,,,,295.0,354.2,46.0,,25.7,,5.0,-26.0,,,,,237.3,149.9,,,17.0,-190.0,-156.3,24.5,,-95.0,50.9,,,-16.0,-59.0,78.6,,,,,,40.4,,,,-43.0,16.2,,True,,True,True,,,,,False,False,,,True,False,False,True,,False,False,,,True,False,False,,,,,,True,,,,True,True
17105,558,588.0,,574.1,,518.0,604.0,,,,,664.4,680.4,,,466.0,184.7,235.8,406.0,,553.0,677.3,,,503.0,432.0,465.8,,,,,,494.6,,,,385.6,417.0,30.0,,16.1,,-40.0,46.0,,,,,106.4,122.4,,,-92.0,-373.3,-322.2,-152.0,,-5.0,119.3,,,-55.0,-126.0,-92.2,,,,,,-63.4,,,,-172.4,-141.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,True,False,,,False,False,False,,,,,,False,,,,False,False
17107,285,567.0,,546.9,,396.0,295.0,,,,,652.1,593.1,,,394.0,270.1,184.7,,,457.0,545.8,,,530.0,392.0,298.9,,,,,,,,,,481.3,347.8,282.0,,261.9,,111.0,10.0,,,,,367.1,308.1,,,109.0,-14.9,-100.3,,,172.0,260.8,,,245.0,107.0,13.9,,,,,,,,,,196.3,62.8,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,True,True
17109,174,171.0,,156.3,,178.0,163.0,,,,,361.8,297.0,,,326.0,83.4,123.2,196.5,,98.0,198.9,,,162.0,141.0,328.7,,,,,,,,,,212.9,172.7,-3.0,,-17.7,,4.0,-11.0,,,,,187.8,123.0,,,152.0,-90.6,-50.8,22.5,,-76.0,24.9,,,-12.0,-33.0,154.7,,,,,,,,,,38.9,-1.3,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,,,,False,True
17111,2239,3135.0,,3038.4,,2892.0,3588.0,,,,,4033.7,3281.8,,3587.6,2453.0,2090.8,1715.7,2964.5,,2781.0,3688.3,,,3140.0,2378.0,2453.9,,,,,,2662.2,2954.0,,,5994.9,1816.7,896.0,,799.4,,653.0,1349.0,,,,,1794.7,1042.8,,1348.6,214.0,-148.2,-523.3,725.5,,542.0,1449.3,,,901.0,139.0,214.9,,,,,,423.2,715.0,,,3755.9,-422.3,,True,,True,False,,,,,False,False,,False,True,True,True,True,,True,False,,,False,True,True,,,,,,True,True,,,False,True
17113,1316,2184.0,,2225.4,,1976.0,4393.0,,,,,2496.5,2674.8,,,1931.0,1857.5,1143.6,1847.5,,2621.0,2429.5,,,2146.0,1475.0,2333.6,,,,,,2029.4,1634.0,,,2034.9,1189.6,868.0,,909.4,,660.0,3077.0,,,,,1180.5,1358.8,,,615.0,541.5,-172.4,531.5,,1305.0,1113.5,,,830.0,159.0,1017.6,,,,,,713.4,318.0,,,718.9,-126.4,,False,,True,False,,,,,False,False,,,True,True,True,True,,False,False,,,True,True,False,,,,,,True,True,,,True,True
17115,694,1083.0,,1054.1,,1088.0,2188.0,,,,,1544.3,1921.1,,,1305.0,667.5,622.1,827.0,,1238.0,1313.5,,,1050.0,717.0,1497.3,,,,,,858.5,,,,952.9,812.3,389.0,,360.1,,394.0,1494.0,,,,,850.3,1227.1,,,611.0,-26.5,-71.9,133.0,,544.0,619.5,,,356.0,23.0,803.3,,,,,,164.5,,,,258.9,118.3,,True,,False,False,,,,,False,False,,,False,True,True,True,,False,False,,,True,True,False,,,,,,True,,,,True,True
17117,581,696.0,,657.3,,542.0,1063.0,,,,,834.2,815.1,,,617.0,482.2,279.9,539.5,,944.0,812.9,,,975.0,513.0,456.9,,,,,,586.3,,,,472.7,335.9,115.0,,76.3,,-39.0,482.0,,,,,253.2,234.1,,,36.0,-98.8,-301.1,-41.5,,363.0,231.9,,,394.0,-68.0,-124.1,,,,,,5.3,,,,-108.3,-245.1,,True,,True,False,,,,,False,False,,,True,True,False,True,,False,False,,,False,True,False,,,,,,True,,,,True,False
