,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
40153,190,396.0,,407.3,,300.0,,,,,,250.6,238.7,,,204.0,403.8,180.5,,178.0,208.1,,,,355.0,294.0,297.9,,,,,,,321.4,,,,360.8,636.1,206.0,,217.3,,110.0,,,,,,60.6,48.7,,,14.0,213.8,-9.5,,-12.0,18.1,,,,165.0,104.0,107.9,,,,,,,131.4,,,,170.8,446.1,,False,,True,,,,,,True,True,,,True,False,True,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
41001,23,108.0,,97.0,,79.0,93.0,,,,,72.2,130.7,,,70.0,24.6,78.1,,71.0,81.8,,,,120.0,71.0,75.9,,,,,,,106.3,,,,102.6,52.9,85.0,,74.0,,56.0,70.0,,,,,49.2,107.7,,,47.0,1.6,55.1,,48.0,58.8,,,,97.0,48.0,52.9,,,,,,,83.3,,,,79.6,29.9,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
41003,215,286.0,,283.4,,275.0,240.0,,,,,242.4,353.0,,,283.0,511.7,287.4,,355.0,261.8,,,,414.0,177.0,305.1,,,,,,,227.3,,,,322.1,201.2,71.0,,68.4,,60.0,25.0,,,,,27.4,138.0,,,68.0,296.7,72.4,,140.0,46.8,,,,199.0,-38.0,90.1,,,,,,,12.3,,,,107.1,-13.8,,True,,True,True,,,,,True,False,,,True,False,False,,False,True,,,,False,True,False,,,,,,,True,,,,False,True
41005,892,1162.0,,1118.8,,1105.0,773.0,,,,,1495.2,1380.9,,1033.4,1875.0,1216.0,1168.2,,925.0,1071.1,,,,1357.0,756.0,1333.3,,,,,,1074.6,1171.9,1433.0,,,1172.8,899.4,270.0,,226.8,,213.0,-119.0,,,,,603.2,488.9,,141.4,983.0,324.0,276.2,,33.0,179.1,,,,465.0,-136.0,441.3,,,,,,182.6,279.9,541.0,,,280.8,7.4,,True,,True,True,,,,,False,False,,True,False,False,False,,True,True,,,,False,True,False,,,,,,True,False,False,,,False,True
41007,63,98.0,,93.1,,93.0,,,,,,107.8,121.8,,,80.0,61.4,107.7,,102.0,130.5,,,,124.0,64.0,90.7,,,,,,,116.7,,,,97.0,129.5,35.0,,30.1,,30.0,,,,,,44.8,58.8,,,17.0,-1.6,44.7,,39.0,67.5,,,,61.0,1.0,27.7,,,,,,,53.7,,,,34.0,66.5,,True,,True,,,,,,False,False,,,True,True,False,,False,False,,,,False,True,True,,,,,,,False,,,,True,False
41009,83,180.0,,180.5,,164.0,199.0,,,,,154.7,219.6,,,173.0,139.6,146.9,,142.0,162.2,,,,206.0,95.0,179.9,,,,,,,152.2,,,,205.7,114.0,97.0,,97.5,,81.0,116.0,,,,,71.7,136.6,,,90.0,56.6,63.9,,59.0,79.2,,,,123.0,12.0,96.9,,,,,,,69.2,,,,122.7,31.0,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
41011,153,116.0,,91.3,,122.0,62.0,,,,,142.9,148.3,,,157.0,163.1,160.9,,123.0,121.6,,,,157.0,90.0,106.0,,,,,,,112.2,,,,147.2,106.6,-37.0,,-61.7,,-31.0,-91.0,,,,,-10.1,-4.7,,,4.0,10.1,7.9,,-30.0,-31.4,,,,4.0,-63.0,-47.0,,,,,,,-40.8,,,,-5.8,-46.4,,False,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,True,False,False,,,,,,,False,,,,True,False
41013,85,148.0,,152.8,,130.0,195.0,,,,,85.0,179.9,,,140.0,157.4,101.7,,123.0,124.8,,,,208.0,95.0,68.2,,,,,,,124.9,,,,145.6,130.4,63.0,,67.8,,45.0,110.0,,,,,0.0,94.9,,,55.0,72.4,16.7,,38.0,39.8,,,,123.0,10.0,-16.8,,,,,,,39.9,,,,60.6,45.4,,False,,True,False,,,,,True,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
41015,13,26.0,,26.8,,26.0,13.0,,,,,43.6,40.3,,,49.0,25.2,26.1,,12.0,32.8,,,,37.0,21.0,37.4,,,,,,,73.2,,,,38.1,25.6,13.0,,13.8,,13.0,0.0,,,,,30.6,27.3,,,36.0,12.2,13.1,,-1.0,19.8,,,,24.0,8.0,24.4,,,,,,,60.2,,,,25.1,12.6,,False,,False,True,,,,,False,False,,,False,True,False,,True,False,,,,False,True,False,,,,,,,False,,,,False,True
41017,496,836.0,,856.2,,753.0,709.0,,,,,711.2,911.5,,,953.0,668.0,601.0,,788.0,733.8,,,,988.0,533.0,557.2,,,,,,729.2,759.4,1254.0,,,757.9,560.2,340.0,,360.2,,257.0,213.0,,,,,215.2,415.5,,,457.0,172.0,105.0,,292.0,237.8,,,,492.0,37.0,61.2,,,,,,233.2,263.4,758.0,,,261.9,64.2,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,False,,,True,True
41019,184,248.0,,248.0,,247.0,295.0,,,,,216.9,299.2,,,456.0,282.6,215.4,,246.0,250.5,,,,312.0,200.0,212.6,,,,,,,153.6,,,,285.3,148.9,64.0,,64.0,,63.0,111.0,,,,,32.9,115.2,,,272.0,98.6,31.4,,62.0,66.5,,,,128.0,16.0,28.6,,,,,,,-30.4,,,,101.3,-35.1,,True,,True,False,,,,,True,False,,,False,False,True,,True,False,,,,False,True,True,,,,,,,True,,,,False,True
41021,5,6.0,,8.4,,6.0,0.0,,,,,5.1,10.1,,,16.0,15.2,8.6,,12.0,10.8,,,,11.0,5.0,5.7,,,,,,,27.7,,,,7.5,,1.0,,3.4,,1.0,-5.0,,,,,0.1,5.1,,,11.0,10.2,3.6,,7.0,5.8,,,,6.0,0.0,0.7,,,,,,,22.7,,,,2.5,,,False,,False,False,,,,,True,False,,,False,False,False,,False,False,,,,False,True,True,,,,,,,False,,,,False,
41023,4,78.0,,79.4,,29.0,,,,,,19.1,80.3,,,39.0,24.6,29.4,,9.0,27.3,,,,86.0,41.0,41.8,,,,,,,68.7,,,,26.7,59.5,74.0,,75.4,,25.0,,,,,,15.1,76.3,,,35.0,20.6,25.4,,5.0,23.3,,,,82.0,37.0,37.8,,,,,,,64.7,,,,22.7,55.5,,False,,True,,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
41025,22,34.0,,34.7,,31.0,,,,,,19.9,48.0,,,27.0,38.2,19.5,,74.0,32.2,,,,48.0,24.0,18.7,,,,,,,56.3,,,,41.1,28.5,12.0,,12.7,,9.0,,,,,,-2.1,26.0,,,5.0,16.2,-2.5,,52.0,10.2,,,,26.0,2.0,-3.3,,,,,,,34.3,,,,19.1,6.5,,False,,True,,,,,,True,False,,,True,False,True,,False,True,,,,False,True,True,,,,,,,False,,,,False,True
41027,64,108.0,,115.3,,98.0,130.0,,,,,121.6,147.6,,,98.0,85.8,106.6,,95.0,90.6,,,,135.0,72.0,151.9,,,,,,,121.3,,,,172.4,77.6,44.0,,51.3,,34.0,66.0,,,,,57.6,83.6,,,34.0,21.8,42.6,,31.0,26.6,,,,71.0,8.0,87.9,,,,,,,57.3,,,,108.4,13.6,,False,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
41029,594,752.0,,724.0,,714.0,508.0,,,,,874.8,958.1,,,1027.0,768.8,657.4,,611.0,722.1,,,,935.0,550.0,887.0,,,,,,596.7,660.8,633.0,,,826.4,571.2,158.0,,130.0,,120.0,-86.0,,,,,280.8,364.1,,,433.0,174.8,63.4,,17.0,128.1,,,,341.0,-44.0,293.0,,,,,,2.7,66.8,39.0,,,232.4,-22.8,,True,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
41031,87,190.0,,186.7,,159.0,176.0,,,,,222.6,207.5,,,137.0,92.2,119.0,,144.5,163.5,,,,207.0,134.0,110.7,,,,,,,127.3,,,,300.5,159.3,103.0,,99.7,,72.0,89.0,,,,,135.6,120.5,,,50.0,5.2,32.0,,57.5,76.5,,,,120.0,47.0,23.7,,,,,,,40.3,,,,213.5,72.3,,True,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
41033,248,472.0,,482.2,,408.0,537.0,,,,,322.1,446.1,,,334.0,428.4,477.3,,454.0,406.8,,,,653.0,312.0,216.5,,,,,,,383.2,,,,625.3,363.0,224.0,,234.2,,160.0,289.0,,,,,74.1,198.1,,,86.0,180.4,229.3,,206.0,158.8,,,,405.0,64.0,-31.5,,,,,,,135.2,,,,377.3,115.0,,False,,True,False,,,,,True,True,,,True,True,False,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
41035,212,408.0,,408.8,,379.0,438.0,,,,,375.9,532.9,,,332.0,510.2,253.3,,113.0,294.5,,,,567.0,288.0,374.7,,,,,,339.8,342.5,,,,516.9,377.1,196.0,,196.8,,167.0,226.0,,,,,163.9,320.9,,,120.0,298.2,41.3,,-99.0,82.5,,,,355.0,76.0,162.7,,,,,,127.8,130.5,,,,304.9,165.1,,False,,True,False,,,,,True,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
41037,39,20.0,,21.0,,21.0,,,,,,20.5,30.6,,,35.0,61.9,14.0,,12.0,21.9,,,,36.0,18.0,24.6,,,,,,,38.3,,,,21.8,,-19.0,,-18.0,,-18.0,,,,,,-18.5,-8.4,,,-4.0,22.9,-25.0,,-27.0,-17.1,,,,-3.0,-21.0,-14.4,,,,,,,-0.7,,,,-17.2,,,True,,True,,,,,,True,True,,,True,False,False,,False,True,,,,True,False,True,,,,,,,True,,,,True,
41039,872,1202.0,,1225.3,,1054.0,1111.0,,,,,1146.0,1361.6,,,1590.0,870.1,1095.0,,997.5,1054.2,,,,1324.0,859.0,1088.9,,,,,,1039.2,1203.6,1116.0,,,1139.4,912.9,330.0,,353.3,,182.0,239.0,,,,,274.0,489.6,,,718.0,-1.9,223.0,,125.5,182.2,,,,452.0,-13.0,216.9,,,,,,167.2,331.6,244.0,,,267.4,40.9,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,False,True,,,True,True
41041,81,76.0,,86.2,,85.0,58.0,,,,,127.9,121.5,,,91.0,60.8,204.4,,86.0,88.9,,,,105.0,45.0,84.2,,,,,,,119.8,,,,97.4,203.1,-5.0,,5.2,,4.0,-23.0,,,,,46.9,40.5,,,10.0,-20.2,123.4,,5.0,7.9,,,,24.0,-36.0,3.2,,,,,,,38.8,,,,16.4,122.1,,False,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,True,,,,,,,False,,,,False,False
41043,203,362.0,,371.8,,356.0,312.0,,,,,424.9,490.9,,349.5,636.0,339.0,358.8,,187.0,313.5,,,,416.0,225.0,392.0,,,,,,483.1,318.9,441.0,,,369.6,432.7,159.0,,168.8,,153.0,109.0,,,,,221.9,287.9,,146.5,433.0,136.0,155.8,,-16.0,110.5,,,,213.0,22.0,189.0,,,,,,280.1,115.9,238.0,,,166.6,229.7,,False,,True,True,,,,,False,False,,True,False,True,True,,True,True,,,,False,True,False,,,,,,False,True,False,,,False,False
41045,135,168.0,,162.7,,164.0,162.0,,,,,315.2,181.3,,,159.0,168.4,164.0,,85.0,156.6,,,,190.0,136.0,268.6,,,,,,154.9,147.7,,,,207.6,185.8,33.0,,27.7,,29.0,27.0,,,,,180.2,46.3,,,24.0,33.4,29.0,,-50.0,21.6,,,,55.0,1.0,133.6,,,,,,19.9,12.7,,,,72.6,50.8,,True,,True,True,,,,,False,False,,,True,False,True,,False,True,,,,False,True,False,,,,,,True,True,,,,False,False
41047,1096,1748.0,,1717.1,,1372.0,1315.0,,,,,1967.7,1751.3,,1402.3,1954.0,1233.7,1375.5,,1137.0,1309.3,,,,1773.0,1250.0,1671.5,,,,,,1314.4,1404.8,1274.0,,,1715.2,1095.4,652.0,,621.1,,276.0,219.0,,,,,871.7,655.3,,306.3,858.0,137.7,279.5,,41.0,213.3,,,,677.0,154.0,575.5,,,,,,218.4,308.8,178.0,,,619.2,-0.6,,True,,True,True,,,,,False,False,,True,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,True,True
41049,59,92.0,,89.3,,90.0,108.0,,,,,94.8,99.0,,,106.0,77.8,62.5,,106.0,87.0,,,,121.0,69.0,90.7,,,,,,,77.2,,,,133.5,70.6,33.0,,30.3,,31.0,49.0,,,,,35.8,40.0,,,47.0,18.8,3.5,,47.0,28.0,,,,62.0,10.0,31.7,,,,,,,18.2,,,,74.5,11.6,,True,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,,True,,,,False,True
41051,1683,2650.0,,2560.4,2361.9,2430.0,2629.0,,,,,3114.2,2849.3,,2265.4,3344.0,1234.5,2411.1,,1646.0,2087.8,,,,2601.0,1557.0,3037.5,,,,,,2376.5,2586.3,2903.0,,,1192.6,2392.3,967.0,,877.4,678.9,747.0,946.0,,,,,1431.2,1166.3,,582.4,1661.0,-448.5,728.1,,-37.0,404.8,,,,918.0,-126.0,1354.5,,,,,,693.5,903.3,1220.0,,,-490.4,709.3,,True,True,True,True,,,,,False,False,,True,False,True,True,,True,True,,,,True,True,False,,,,,,True,True,False,,,True,True
41053,271,364.0,,357.2,,346.0,271.0,,,,,343.7,391.8,,,312.0,395.3,278.0,,400.0,354.6,,,,410.0,214.0,363.6,,,,,,280.4,276.0,,,,383.4,233.3,93.0,,86.2,,75.0,0.0,,,,,72.7,120.8,,,41.0,124.3,7.0,,129.0,83.6,,,,139.0,-57.0,92.6,,,,,,9.4,5.0,,,,112.4,-37.7,,True,,True,True,,,,,True,False,,,True,False,True,,False,True,,,,False,True,True,,,,,,True,True,,,,False,True
41055,2,0.0,,0.0,,5.0,8.0,,,,,4.4,5.8,,,8.0,530.6,9.1,,4.0,4.2,,,,20.0,6.0,5.2,,,,,,,20.1,,,,15.3,9.5,-2.0,,-2.0,,3.0,6.0,,,,,2.4,3.8,,,6.0,528.6,7.1,,2.0,2.2,,,,18.0,4.0,3.2,,,,,,,18.1,,,,13.3,7.5,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
41057,17,16.0,,12.5,,29.0,23.0,,,,,61.3,66.5,,,45.0,41.2,57.4,,20.0,47.1,,,,,10.0,37.2,,,,,,,40.7,,,,29.4,34.8,-1.0,,-4.5,,12.0,6.0,,,,,44.3,49.5,,,28.0,24.2,40.4,,3.0,30.1,,,,,-7.0,20.2,,,,,,,23.7,,,,12.4,17.8,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,,False,False,,,,,,,False,,,,False,False
41059,441,878.0,,893.6,,715.0,943.0,,,,,740.3,932.7,,,596.0,815.5,600.0,,721.0,741.8,,,,1116.0,633.0,569.9,,,,,,639.5,649.7,,,,964.5,570.3,437.0,,452.6,,274.0,502.0,,,,,299.3,491.7,,,155.0,374.5,159.0,,280.0,300.8,,,,675.0,192.0,128.9,,,,,,198.5,208.7,,,,523.5,129.3,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
41061,69,110.0,,101.0,,110.0,109.0,,,,,98.2,135.9,,,126.0,430.8,80.2,,212.5,126.5,,,,188.0,79.0,124.0,,,,,,,159.4,,,,116.0,90.6,41.0,,32.0,,41.0,40.0,,,,,29.2,66.9,,,57.0,361.8,11.2,,143.5,57.5,,,,119.0,10.0,55.0,,,,,,,90.4,,,,47.0,21.6,,True,,False,True,,,,,True,False,,,False,False,True,,False,False,,,,False,True,False,,,,,,,False,,,,False,True
41063,4,16.0,,16.3,,14.0,,,,,,9.1,19.6,,,27.0,115.4,17.0,,8.0,10.9,,,,23.0,16.0,12.8,,,,,,,42.0,,,,15.8,9.2,12.0,,12.3,,10.0,,,,,,5.1,15.6,,,23.0,111.4,13.0,,4.0,6.9,,,,19.0,12.0,8.8,,,,,,,38.0,,,,11.8,5.2,,False,,True,,,,,,True,False,,,False,False,False,,True,True,,,,False,False,True,,,,,,,False,,,,True,True
41065,96,152.0,,160.0,,138.0,158.0,,,,,149.3,182.3,,,142.0,99.9,96.1,,136.0,137.8,,,,189.0,119.0,138.3,,,,,,,142.4,,,,187.1,125.0,56.0,,64.0,,42.0,62.0,,,,,53.3,86.3,,,46.0,3.9,0.1,,40.0,41.8,,,,93.0,23.0,42.3,,,,,,,46.4,,,,91.1,29.0,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
41067,1257,2372.0,,2313.0,,2033.0,2523.0,,,,,2249.4,2210.9,,2080.7,2138.0,1430.6,1691.0,,1560.5,1896.0,,,,2292.0,1370.0,2134.5,,,,,,2285.0,2275.5,2018.0,,,2199.6,1644.1,1115.0,,1056.0,,776.0,1266.0,,,,,992.4,953.9,,823.7,881.0,173.6,434.0,,303.5,639.0,,,,1035.0,113.0,877.5,,,,,,1028.0,1018.5,761.0,,,942.6,387.1,,True,,True,False,,,,,True,True,,True,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True,True
41069,2,6.0,,5.5,,2.0,0.0,,,,,2.1,8.3,,,14.0,0.3,5.8,,2.0,0.8,,,,,3.0,1.9,,,,,,,23.3,,,,2.7,,4.0,,3.5,,0.0,-2.0,,,,,0.1,6.3,,,12.0,-1.7,3.8,,0.0,-1.2,,,,,1.0,-0.1,,,,,,,21.3,,,,0.7,,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,,True,True,,,,,,,False,,,,True,
41071,237,386.0,,377.8,,375.0,278.0,,,,,453.3,484.3,,,364.0,635.3,278.6,,322.0,372.3,,,,516.0,243.0,406.2,,,,,,328.2,376.3,,,,505.1,339.7,149.0,,140.8,,138.0,41.0,,,,,216.3,247.3,,,127.0,398.3,41.6,,85.0,135.3,,,,279.0,6.0,169.2,,,,,,91.2,139.3,,,,268.1,102.7,,True,,True,True,,,,,False,False,,,True,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
42001,758,1038.0,,1049.7,,840.0,1098.0,,,,,957.8,1010.9,,,881.0,751.8,698.9,,790.0,886.7,,,,1117.0,743.0,832.2,,,,,,852.8,653.4,,,,1031.3,694.8,280.0,,291.7,,82.0,340.0,,,,,199.8,252.9,,,123.0,-6.2,-59.1,,32.0,128.7,,,,359.0,-15.0,74.2,,,,,,94.8,-104.6,,,,273.3,-63.2,,False,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
42003,5251,7392.0,,7378.6,9604.3,7225.0,4669.0,,,,,7615.3,7977.1,,7561.4,9211.0,7686.9,6920.7,,6004.5,6730.8,,,,8429.0,5110.0,9034.8,,,,,,7407.9,5639.8,5860.0,,,10524.4,6530.3,2141.0,,2127.6,4353.3,1974.0,-582.0,,,,,2364.3,2726.1,,2310.4,3960.0,2435.9,1669.7,,753.5,1479.8,,,,3178.0,-141.0,3783.8,,,,,,2156.9,388.8,609.0,,,5273.4,1279.3,,True,False,True,True,,,,,False,False,,False,False,False,True,,True,True,,,,False,True,False,,,,,,False,True,True,,,False,True
42005,337,608.0,,621.0,,568.0,473.0,,,,,558.3,702.8,,,608.0,508.6,442.5,,542.0,531.0,,,,711.0,432.0,640.1,,,,,,519.3,343.9,,,,1052.7,550.0,271.0,,284.0,,231.0,136.0,,,,,221.3,365.8,,,271.0,171.6,105.5,,205.0,194.0,,,,374.0,95.0,303.1,,,,,,182.3,6.9,,,,715.7,213.0,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
42007,772,1376.0,,1323.3,,1183.0,1131.0,,,,,1322.1,1539.6,,,1446.0,1182.3,1107.2,,1100.0,1210.4,,,,1602.0,903.0,1177.1,,,,,,1337.8,834.7,1109.0,,,1389.0,984.7,604.0,,551.3,,411.0,359.0,,,,,550.1,767.6,,,674.0,410.3,335.2,,328.0,438.4,,,,830.0,131.0,405.1,,,,,,565.8,62.7,337.0,,,617.0,212.7,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
42009,241,388.0,,393.5,,323.0,488.0,,,,,387.9,440.6,,,363.0,304.9,198.6,,205.0,322.2,,,,347.0,260.0,305.7,,,,,,313.6,259.8,,,,297.9,319.9,147.0,,152.5,,82.0,247.0,,,,,146.9,199.6,,,122.0,63.9,-42.4,,-36.0,81.2,,,,106.0,19.0,64.7,,,,,,72.6,18.8,,,,56.9,78.9,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
42011,4108,4350.0,,4381.1,4146.6,3642.0,4132.0,,,,,3865.8,4332.7,,4418.8,3594.0,2752.9,3239.7,,3572.5,3638.3,,,,4417.0,2990.0,3781.4,,,,,,2815.1,3198.8,3825.0,,,9028.4,3067.5,242.0,,273.1,38.6,-466.0,24.0,,,,,-242.2,224.7,,310.8,-514.0,-1355.1,-868.3,,-535.5,-469.7,,,,309.0,-1118.0,-326.6,,,,,,-1292.9,-909.2,-283.0,,,4920.4,-1040.5,,False,True,False,True,,,,,False,True,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
42013,669,1096.0,,1142.2,,929.0,1194.0,,,,,1100.9,1114.4,,,1066.0,849.7,647.3,,822.0,952.0,,,,1050.0,805.0,945.4,,,,,,950.2,690.6,,,,794.6,794.3,427.0,,473.2,,260.0,525.0,,,,,431.9,445.4,,,397.0,180.7,-21.7,,153.0,283.0,,,,381.0,136.0,276.4,,,,,,281.2,21.6,,,,125.6,125.3,,False,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
42015,315,444.0,,453.3,,425.0,466.0,,,,,441.9,519.0,,,594.0,366.6,276.1,,471.0,421.7,,,,493.0,313.0,422.2,,,,,,334.8,319.8,,,,497.7,304.9,129.0,,138.3,,110.0,151.0,,,,,126.9,204.0,,,279.0,51.6,-38.9,,156.0,106.7,,,,178.0,-2.0,107.2,,,,,,19.8,4.8,,,,182.7,-10.1,,False,,True,False,,,,,True,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,,False,True
42017,3864,4436.0,,4424.4,4843.3,3892.0,3063.0,,,,,4652.0,4529.7,,4577.6,4773.0,4026.3,3762.9,,3825.5,4053.4,,,,4985.0,3033.0,2880.1,,,,,,4216.3,3369.1,3442.0,,,5301.7,3631.6,572.0,,560.4,979.3,28.0,-801.0,,,,,788.0,665.7,,713.6,909.0,162.3,-101.1,,-38.5,189.4,,,,1121.0,-831.0,-983.9,,,,,,352.3,-494.9,-422.0,,,1437.7,-232.4,,True,False,True,False,,,,,False,False,,False,False,True,True,,True,True,,,,False,False,False,,,,,,True,True,True,,,False,True
42019,1099,1678.0,,1705.0,,1478.0,1346.0,,,,,1502.8,1885.8,,1758.1,1677.0,1630.9,1046.7,,1283.0,1481.8,,,,1757.0,1136.0,1738.7,,,,,,1536.8,1103.4,1411.0,,,1371.3,1326.2,579.0,,606.0,,379.0,247.0,,,,,403.8,786.8,,659.1,578.0,531.9,-52.3,,184.0,382.8,,,,658.0,37.0,639.7,,,,,,437.8,4.4,312.0,,,272.3,227.2,,False,,True,True,,,,,True,False,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
42021,671,1024.0,,1042.3,,1018.0,1509.0,,,,,1098.6,1332.3,,,1120.0,738.5,560.6,,1037.0,854.1,,,,1006.0,751.0,1079.0,,,,,,1256.6,664.2,872.0,,,2354.9,785.9,353.0,,371.3,,347.0,838.0,,,,,427.6,661.3,,,449.0,67.5,-110.4,,366.0,183.1,,,,335.0,80.0,408.0,,,,,,585.6,-6.8,201.0,,,1683.9,114.9,,False,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,True,True,False,,,,,,False,True,True,,,False,True
42023,31,50.0,,50.6,,37.0,20.0,,,,,37.6,51.0,,,21.0,42.5,36.1,,58.0,35.9,,,,60.0,31.0,41.8,,,,,,,43.9,,,,59.0,33.2,19.0,,19.6,,6.0,-11.0,,,,,6.6,20.0,,,-10.0,11.5,5.1,,27.0,4.9,,,,29.0,0.0,10.8,,,,,,,12.9,,,,28.0,2.2,,False,,True,True,,,,,True,False,,,True,True,True,,False,True,,,,False,True,True,,,,,,,True,,,,False,True
