,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
13283,284,200.0,4.0,,,,,186.0,,1712.9,87.6,,214.0,24.5,,,,,,-84.0,-280.0,,,,,-98.0,,1428.9,-196.4,,-70.0,-259.5,,,,,,False,,,,,False,,False,False,,True,False,,,,,
13285,1666,1350.0,973.0,,,,,1956.0,,1363.1,810.1,,1911.0,1.6,,,905.9,,,-316.0,-693.0,,,,,290.0,,-302.9,-855.9,,245.0,-1664.4,,,-760.1,,,False,,,,,True,,True,False,,True,False,,,False,,
13287,303,175.0,0.0,,,,,181.0,,416.7,172.5,,201.0,0.0,,,,,,-128.0,-303.0,,,,,-122.0,,113.7,-130.5,,-102.0,-303.0,,,,,,False,,,,,True,,True,False,,True,False,,,,,
13289,192,205.0,370.0,,,,,188.0,,674.0,110.5,,434.0,22.2,,,,,,13.0,178.0,,,,,-4.0,,482.0,-81.5,,242.0,-169.8,,,,,,False,,,,,True,,False,False,,False,False,,,,,
13291,523,390.0,272.0,,,,,640.0,,289.1,205.8,,417.0,0.6,,,175.5,,,-133.0,-251.0,,,,,117.0,,-233.9,-317.2,,-106.0,-522.4,,,-347.5,,,False,,,,,True,,False,False,,True,False,,,False,,
13293,1039,720.0,753.0,,,,,829.0,,1130.7,413.9,,1436.0,0.0,,,,,,-319.0,-286.0,,,,,-210.0,,91.7,-625.1,,397.0,-1039.0,,,,,,True,,,,,True,,True,False,,False,False,,,,,
13295,1747,1485.0,1296.0,,,,,3288.0,,2065.3,1394.5,,2161.0,251.2,,,1619.5,,,-262.0,-451.0,,,,,1541.0,,318.3,-352.5,,414.0,-1495.8,,,-127.5,,,False,,,,,False,,False,False,,False,False,,,True,,
13297,3229,3095.0,3385.0,,,,,2421.0,,2504.9,1818.2,,3675.0,539.8,,,2079.1,,,-134.0,156.0,,,,,-808.0,,-724.1,-1410.8,,446.0,-2689.2,,,-1149.9,,,False,,,,,False,,False,False,,False,False,,,False,,
13299,1149,1130.0,888.0,,,,,986.0,,1977.2,465.2,,1780.0,0.0,,,617.1,,,-19.0,-261.0,,,,,-163.0,,828.2,-683.8,,631.0,-1149.0,,,-531.9,,,False,,,,,False,,False,False,,False,False,,,False,,
13301,187,75.0,0.0,,,,,102.0,,104.4,45.5,,95.0,19.9,,,,,,-112.0,-187.0,,,,,-85.0,,-82.6,-141.5,,-92.0,-167.1,,,,,,False,,,,,True,,True,False,,True,False,,,,,
13303,495,230.0,189.0,,,,,497.0,,143.8,135.1,,224.0,0.0,,,,,,-265.0,-306.0,,,,,2.0,,-351.2,-359.9,,-271.0,-495.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
13305,966,635.0,15.0,,,,,839.0,,655.3,321.0,,594.5,0.0,,,,,,-331.0,-951.0,,,,,-127.0,,-310.7,-645.0,,-371.5,-966.0,,,,,,False,,,,,True,,True,False,,False,False,,,,,
13307,36,40.0,16.0,,,,,52.0,,759.2,30.6,,18.0,,,,,,,4.0,-20.0,,,,,16.0,,723.2,-5.4,,-18.0,,,,,,,False,,,,,False,,False,False,,False,,,,,,
13309,118,55.0,0.0,,,,,196.0,,350.0,50.5,,41.0,0.0,,,,,,-63.0,-118.0,,,,,78.0,,232.0,-67.5,,-77.0,-118.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
13311,815,970.0,1004.0,,,,,745.0,,1141.2,663.0,,1345.0,218.0,,,,,,155.0,189.0,,,,,-70.0,,326.2,-152.0,,530.0,-597.0,,,,,,False,,,,,True,,False,True,,False,False,,,,,
13313,3764,3930.0,4002.0,,,,,5239.0,,3385.9,2058.7,,5601.0,946.1,,,2373.4,,,166.0,238.0,,,,,1475.0,,-378.1,-1705.3,,1837.0,-2817.9,,,-1390.6,,,False,,,,,False,,False,False,,False,False,,,False,,
13315,162,280.0,192.0,,,,,246.0,,524.8,166.1,,179.5,33.3,,,,,,118.0,30.0,,,,,84.0,,362.8,4.1,,17.5,-128.7,,,,,,True,,,,,True,,False,True,,True,False,,,,,
13317,307,225.0,227.0,,,,,226.0,,118.2,126.0,,224.0,40.0,,,,,,-82.0,-80.0,,,,,-81.0,,-188.8,-181.0,,-83.0,-267.0,,,,,,True,,,,,True,,False,False,,False,False,,,,,
13319,223,165.0,0.0,,,,,188.0,,185.7,138.3,,333.0,27.0,,,,,,-58.0,-223.0,,,,,-35.0,,-37.3,-84.7,,110.0,-196.0,,,,,,False,,,,,True,,True,False,,False,False,,,,,
13321,581,410.0,605.0,,,,,608.0,,378.0,286.1,,521.0,55.8,,,,,,-171.0,24.0,,,,,27.0,,-203.0,-294.9,,-60.0,-525.2,,,,,,True,,,,,True,,False,False,,True,False,,,,,
15001,300,350.0,124.0,,,,,,,444.7,1136.7,,447.0,7.5,,,,149.0,,50.0,-176.0,,,,,,,144.7,836.7,,147.0,-292.5,,,,-151.0,,False,,,,,,,False,False,,False,False,,,,False,
15003,3380,3295.0,2279.0,,,,,,,3225.4,9107.9,,3995.5,8.5,,,1924.5,1849.0,,-85.0,-1101.0,,,,,,,-154.6,5727.9,,615.5,-3371.5,,,-1455.5,-1531.0,,False,,,,,,,False,False,,False,False,,,False,False,
15005,0,0.0,0.0,,,,,,,0.2,0.0,,,,,,,,,0.0,0.0,,,,,,,0.2,0.0,,,,,,,,,True,,,,,,,False,True,,,,,,,,
15007,37,25.0,0.0,,,,,,,15.2,351.1,,0.0,76.7,,,,,,-12.0,-37.0,,,,,,,-21.8,314.1,,-37.0,39.7,,,,,,False,,,,,,,False,False,,False,False,,,,,
15009,1021,735.0,1250.0,,,,,,,489.3,2886.3,,667.0,785.8,,,,1114.0,,-286.0,229.0,,,,,,,-531.7,1865.3,,-354.0,-235.2,,,,93.0,,True,,,,,,,False,False,,False,True,,,,True,
16001,8045,12560.0,9063.0,,,,,10199.0,,9319.7,9978.7,,15915.5,4225.5,,,10047.1,5230.0,,4515.0,1018.0,,,,,2154.0,,1274.7,1933.7,,7870.5,-3819.5,,,2002.1,-2815.0,,True,,,,,True,,True,True,,False,True,,,True,True,
16003,86,255.0,,,,,,47.0,,467.1,123.4,,263.0,25.3,,,,,,169.0,,,,,,-39.0,,381.1,37.4,,177.0,-60.7,,,,,,,,,,,True,,False,True,,False,True,,,,,
16005,1214,1170.0,333.0,,,,,1397.0,,459.6,883.5,,1231.0,0.0,,,864.6,,,-44.0,-881.0,,,,,183.0,,-754.4,-330.5,,17.0,-1214.0,,,-349.4,,,False,,,,,False,,False,False,,True,False,,,False,,
16007,78,60.0,7.0,,,,,63.0,,18.1,44.6,,21.0,0.0,,,,,,-18.0,-71.0,,,,,-15.0,,-59.9,-33.4,,-57.0,-78.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
16009,130,150.0,135.0,,,,,593.0,,308.6,130.0,,129.0,13.1,,,,,,20.0,5.0,,,,,463.0,,178.6,0.0,,-1.0,-116.9,,,,,,True,,,,,False,,False,True,,True,False,,,,,
16011,528,480.0,198.0,,,,,848.0,,203.8,451.3,,463.5,0.0,,,,,,-48.0,-330.0,,,,,320.0,,-324.2,-76.7,,-64.5,-528.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16013,407,50.0,24.0,,,,,137.0,,37.6,155.5,,123.0,0.1,,,,,,-357.0,-383.0,,,,,-270.0,,-369.4,-251.5,,-284.0,-406.9,,,,,,False,,,,,True,,False,True,,True,False,,,,,
16015,51,65.0,0.0,,,,,69.0,,73.1,94.6,,84.0,0.0,,,,,,14.0,-51.0,,,,,18.0,,22.1,43.6,,33.0,-51.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16017,884,1075.0,715.0,,,,,937.0,,938.4,836.1,,1765.0,165.1,,,,,,191.0,-169.0,,,,,53.0,,54.4,-47.9,,881.0,-718.9,,,,,,True,,,,,True,,True,True,,False,False,,,,,
16019,1372,2695.0,2262.0,,,,,1983.0,,880.2,1503.9,,1152.5,0.1,,,1758.3,,,1323.0,890.0,,,,,611.0,,-491.8,131.9,,-219.5,-1371.9,,,386.3,,,True,,,,,True,,True,True,,True,False,,,True,,
16021,215,175.0,89.0,,,,,264.0,,125.1,157.6,,146.0,0.0,,,,,,-40.0,-126.0,,,,,49.0,,-89.9,-57.4,,-69.0,-215.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16023,27,55.0,0.0,,,,,24.0,,12.2,40.6,,31.0,0.0,,,,,,28.0,-27.0,,,,,-3.0,,-14.8,13.6,,4.0,-27.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
16025,10,0.0,0.0,,,,,5.0,,0.6,1.8,,5.0,,,,,,,-10.0,-10.0,,,,,-5.0,,-9.4,-8.2,,-5.0,,,,,,,False,,,,,True,,True,True,,True,,,,,,
16027,3840,3490.0,1089.0,,,,,6038.0,,1871.9,3714.4,,3773.5,0.2,,,4873.0,1017.0,,-350.0,-2751.0,,,,,2198.0,,-1968.1,-125.6,,-66.5,-3839.8,,,1033.0,-2823.0,,False,,,,,False,,False,True,,True,False,,,False,False,
16029,104,115.0,16.0,,,,,87.0,,13.6,67.3,,13.0,0.0,,,,,,11.0,-88.0,,,,,-17.0,,-90.4,-36.7,,-91.0,-104.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16031,281,200.0,103.0,,,,,283.0,,110.1,230.4,,221.5,0.0,,,265.6,,,-81.0,-178.0,,,,,2.0,,-170.9,-50.6,,-59.5,-281.0,,,-15.4,,,False,,,,,True,,False,True,,True,False,,,True,,
16033,1,0.0,0.0,,,,,30.0,,0.2,3.2,,5.0,,,,,,,-1.0,-1.0,,,,,29.0,,-0.8,2.2,,4.0,,,,,,,False,,,,,False,,True,False,,False,,,,,,
16035,176,115.0,0.0,,,,,254.0,,35.1,75.3,,75.5,0.0,,,,,,-61.0,-176.0,,,,,78.0,,-140.9,-100.7,,-100.5,-176.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16037,30,35.0,,,,,,27.0,,7.3,27.2,,2.0,0.0,,,,,,5.0,,,,,,-3.0,,-22.7,-2.8,,-28.0,-30.0,,,,,,,,,,,True,,False,True,,False,False,,,,,
16039,195,635.0,628.0,,,,,318.0,,505.3,416.0,,530.0,191.2,,,,,,440.0,433.0,,,,,123.0,,310.3,221.0,,335.0,-3.8,,,,,,True,,,,,True,,True,True,,True,True,,,,,
16041,121,150.0,41.0,,,,,173.0,,77.5,119.3,,95.0,0.0,,,,,,29.0,-80.0,,,,,52.0,,-43.5,-1.7,,-26.0,-121.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
16043,94,115.0,29.0,,,,,153.0,,23.3,61.6,,51.5,0.0,,,,,,21.0,-65.0,,,,,59.0,,-70.7,-32.4,,-42.5,-94.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16045,273,220.0,63.0,,,,,428.0,,81.5,211.7,,149.0,0.0,,,,,,-53.0,-210.0,,,,,155.0,,-191.5,-61.3,,-124.0,-273.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16047,109,120.0,24.0,,,,,139.0,,29.3,112.1,,110.0,0.0,,,,,,11.0,-85.0,,,,,30.0,,-79.7,3.1,,1.0,-109.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
16049,165,275.0,0.0,,,,,343.0,,112.3,149.7,,227.0,0.0,,,,,,110.0,-165.0,,,,,178.0,,-52.7,-15.3,,62.0,-165.0,,,,,,False,,,,,False,,True,True,,True,False,,,,,
16051,245,610.0,430.0,,,,,302.0,,127.6,300.5,,123.0,0.0,,,,,,365.0,185.0,,,,,57.0,,-117.4,55.5,,-122.0,-245.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
16053,254,155.0,40.0,,,,,332.0,,38.1,135.6,,106.0,0.0,,,286.3,,,-99.0,-214.0,,,,,78.0,,-215.9,-118.4,,-148.0,-254.0,,,32.3,,,False,,,,,True,,False,False,,False,False,,,True,,
16055,3768,3985.0,2085.0,,,,,5291.0,,3233.1,3015.8,,4646.5,0.1,,,3936.3,1263.0,,217.0,-1683.0,,,,,1523.0,,-534.9,-752.2,,878.5,-3767.9,,,168.3,-2505.0,,False,,,,,False,,False,False,,False,False,,,True,False,
16057,387,310.0,187.0,,,,,2301.0,,155.9,262.7,,258.0,0.0,,,,,,-77.0,-200.0,,,,,1914.0,,-231.1,-124.3,,-129.0,-387.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16059,20,55.0,,,,,,71.0,,17.6,17.7,,26.0,0.0,,,,,,35.0,,,,,,51.0,,-2.4,-2.3,,6.0,-20.0,,,,,,,,,,,False,,True,True,,True,True,,,,,
16061,33,90.0,28.0,,,,,298.0,,23.5,50.1,,41.5,0.0,,,,,,57.0,-5.0,,,,,265.0,,-9.5,17.1,,8.5,-33.0,,,,,,True,,,,,False,,True,True,,True,True,,,,,
16063,47,30.0,7.0,,,,,29.0,,19.9,36.6,,38.0,0.0,,,,,,-17.0,-40.0,,,,,-18.0,,-27.1,-10.4,,-9.0,-47.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
16065,700,940.0,152.0,,,,,409.0,,182.4,456.7,,303.0,0.0,,,473.8,,,240.0,-548.0,,,,,-291.0,,-517.6,-243.3,,-397.0,-700.0,,,-226.2,,,False,,,,,False,,False,False,,False,False,,,True,,
16067,216,325.0,14.0,,,,,304.0,,186.9,184.6,,324.0,0.0,,,,,,109.0,-202.0,,,,,88.0,,-29.1,-31.4,,108.0,-216.0,,,,,,False,,,,,True,,True,True,,True,False,,,,,
16069,345,475.0,99.0,,,,,3570.0,,234.7,314.6,,458.5,0.0,,,452.5,,,130.0,-246.0,,,,,3225.0,,-110.3,-30.4,,113.5,-345.0,,,107.5,,,False,,,,,False,,True,True,,True,False,,,True,,
16071,66,60.0,0.0,,,,,51.0,,21.7,41.6,,38.5,0.0,,,,,,-6.0,-66.0,,,,,-15.0,,-44.3,-24.4,,-27.5,-66.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16073,106,130.0,6.0,,,,,133.0,,33.6,105.2,,63.0,0.0,,,,,,24.0,-100.0,,,,,27.0,,-72.4,-0.8,,-43.0,-106.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
16075,313,365.0,338.0,,,,,643.0,,137.0,275.5,,371.0,0.0,,,,,,52.0,25.0,,,,,330.0,,-176.0,-37.5,,58.0,-313.0,,,,,,True,,,,,False,,False,True,,False,False,,,,,
16077,68,50.0,15.0,,,,,92.0,,22.1,52.8,,27.0,0.0,,,,,,-18.0,-53.0,,,,,24.0,,-45.9,-15.2,,-41.0,-68.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
16079,161,280.0,247.0,,,,,645.0,,433.8,365.9,,374.0,15.9,,,,,,119.0,86.0,,,,,484.0,,272.8,204.9,,213.0,-145.1,,,,,,True,,,,,False,,False,False,,False,False,,,,,
16081,310,215.0,37.0,,,,,127.0,,50.6,98.4,,117.0,0.0,,,,,,-95.0,-273.0,,,,,-183.0,,-259.4,-211.6,,-193.0,-310.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
16083,977,675.0,361.0,,,,,991.0,,253.4,605.2,,717.0,0.0,,,1258.1,,,-302.0,-616.0,,,,,14.0,,-723.6,-371.8,,-260.0,-977.0,,,281.1,,,False,,,,,True,,False,False,,True,False,,,True,,
16085,272,370.0,,,,,,153.0,,188.7,286.5,,264.5,8.9,,,,,,98.0,,,,,,-119.0,,-83.3,14.5,,-7.5,-263.1,,,,,,,,,,,False,,True,True,,True,False,,,,,
16087,194,210.0,20.0,,,,,284.0,,132.7,119.8,,271.5,0.0,,,,,,16.0,-174.0,,,,,90.0,,-61.3,-74.2,,77.5,-194.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17001,1591,1735.0,934.0,,,,,1458.0,,1129.7,960.8,,1884.0,0.1,,,2275.1,,,144.0,-657.0,,,,,-133.0,,-461.3,-630.2,,293.0,-1590.9,,,684.1,,,False,,,,,True,,False,False,,False,False,,,False,,
17003,79,55.0,12.0,,,,,114.0,,40.7,46.5,,49.0,0.0,,,,,,-24.0,-67.0,,,,,35.0,,-38.3,-32.5,,-30.0,-79.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17005,322,380.0,99.0,,,,,412.0,,159.3,212.1,,292.0,0.0,,,,,,58.0,-223.0,,,,,90.0,,-162.7,-109.9,,-30.0,-322.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
17007,786,1000.0,503.0,,,,,831.0,,414.6,714.1,,854.0,0.2,,,1131.3,,,214.0,-283.0,,,,,45.0,,-371.4,-71.9,,68.0,-785.8,,,345.3,,,False,,,,,True,,False,True,,True,False,,,False,,
17009,211,115.0,27.0,,,,,153.0,,87.6,68.0,,197.0,0.0,,,,,,-96.0,-184.0,,,,,-58.0,,-123.4,-143.0,,-14.0,-211.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
17011,403,555.0,335.0,,,,,545.0,,159.8,365.9,,395.0,0.1,,,323.7,,,152.0,-68.0,,,,,142.0,,-243.2,-37.1,,-8.0,-402.9,,,-79.3,,,True,,,,,True,,False,True,,True,False,,,True,,
17013,97,25.0,10.0,,,,,81.0,,14.4,29.2,,18.0,0.0,,,,,,-72.0,-87.0,,,,,-16.0,,-82.6,-67.8,,-79.0,-97.0,,,,,,False,,,,,True,,False,True,,False,False,,,,,
17015,202,185.0,34.0,,,,,217.0,,45.5,138.8,,130.0,0.1,,,,,,-17.0,-168.0,,,,,15.0,,-156.5,-63.2,,-72.0,-201.9,,,,,,False,,,,,True,,False,False,,False,False,,,,,
17017,334,380.0,73.0,,,,,243.0,,151.6,222.6,,256.0,0.0,,,,,,46.0,-261.0,,,,,-91.0,,-182.4,-111.4,,-78.0,-334.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17019,2908,2535.0,2783.0,,,,,3766.0,,774.7,2020.9,,1887.0,1.3,,,2341.0,1124.0,,-373.0,-125.0,,,,,858.0,,-2133.3,-887.1,,-1021.0,-2906.7,,,-567.0,-1784.0,,True,,,,,False,,False,False,,False,False,,,False,False,
17021,618,445.0,280.0,,,,,825.0,,296.3,340.3,,440.0,0.0,,,633.8,,,-173.0,-338.0,,,,,207.0,,-321.7,-277.7,,-178.0,-618.0,,,15.8,,,False,,,,,False,,False,False,,False,False,,,True,,
17023,459,325.0,163.0,,,,,461.0,,307.6,207.0,,420.0,0.4,,,,,,-134.0,-296.0,,,,,2.0,,-151.4,-252.0,,-39.0,-458.6,,,,,,False,,,,,True,,False,False,,True,False,,,,,
17025,199,175.0,40.0,,,,,339.0,,48.4,119.7,,95.0,0.1,,,,,,-24.0,-159.0,,,,,140.0,,-150.6,-79.3,,-104.0,-198.9,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17027,977,975.0,261.0,,,,,857.0,,390.4,587.5,,790.0,0.1,,,599.1,,,-2.0,-716.0,,,,,-120.0,,-586.6,-389.5,,-187.0,-976.9,,,-377.9,,,False,,,,,False,,False,False,,False,False,,,False,,
17029,707,1055.0,548.0,,,,,1440.0,,751.1,613.4,,1203.0,0.1,,,631.0,,,348.0,-159.0,,,,,733.0,,44.1,-93.6,,496.0,-706.9,,,-76.0,,,True,,,,,False,,True,True,,False,False,,,True,,
17031,69262,73280.0,57147.0,,,,,80453.0,,34950.2,77327.3,,66595.5,446.4,,,67622.6,29547.0,,4018.0,-12115.0,,,,,11191.0,,-34311.8,8065.3,,-2666.5,-68815.6,,,-1639.4,-39715.0,,False,,,,,False,,False,False,,True,False,,,True,False,
17033,364,385.0,27.0,,,,,569.0,,243.3,305.6,,445.0,2.7,,,,,,21.0,-337.0,,,,,205.0,,-120.7,-58.4,,81.0,-361.3,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17035,224,210.0,59.0,,,,,285.0,,99.4,139.5,,216.0,0.0,,,,,,-14.0,-165.0,,,,,61.0,,-124.6,-84.5,,-8.0,-224.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
17037,1403,1185.0,528.0,,,,,1432.0,,413.4,908.9,,1177.0,1.6,,,406.3,,,-218.0,-875.0,,,,,29.0,,-989.6,-494.1,,-226.0,-1401.4,,,-996.7,,,False,,,,,True,,False,False,,False,False,,,False,,
17039,335,300.0,139.0,,,,,376.0,,209.5,161.1,,352.0,0.1,,,,,,-35.0,-196.0,,,,,41.0,,-125.5,-173.9,,17.0,-334.9,,,,,,False,,,,,False,,False,False,,True,False,,,,,
17041,321,510.0,108.0,,,,,550.0,,155.3,248.1,,409.5,0.8,,,,,,189.0,-213.0,,,,,229.0,,-165.7,-72.9,,88.5,-320.2,,,,,,False,,,,,False,,True,True,,True,False,,,,,
17043,12521,11685.0,9746.0,,,,,14088.0,,3738.5,11662.7,,9508.0,24.6,,,8968.3,4810.0,,-836.0,-2775.0,,,,,1567.0,,-8782.5,-858.3,,-3013.0,-12496.4,,,-3552.7,-7711.0,,False,,,,,False,,False,False,,False,False,,,False,False,
17045,204,325.0,102.0,,,,,543.0,,256.5,208.5,,448.0,0.7,,,,,,121.0,-102.0,,,,,339.0,,52.5,4.5,,244.0,-203.3,,,,,,True,,,,,False,,True,True,,False,False,,,,,
17047,126,105.0,36.0,,,,,141.0,,76.6,88.1,,94.0,0.0,,,,,,-21.0,-90.0,,,,,15.0,,-49.4,-37.9,,-32.0,-126.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
17049,675,665.0,191.0,,,,,940.0,,206.0,437.4,,509.0,0.2,,,,,,-10.0,-484.0,,,,,265.0,,-469.0,-237.6,,-166.0,-674.8,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17051,436,395.0,27.0,,,,,606.0,,155.0,446.3,,283.0,0.4,,,573.1,,,-41.0,-409.0,,,,,170.0,,-281.0,10.3,,-153.0,-435.6,,,137.1,,,False,,,,,False,,False,True,,False,False,,,False,,
17053,250,375.0,96.0,,,,,322.0,,301.6,199.8,,466.0,1.4,,,,,,125.0,-154.0,,,,,72.0,,51.6,-50.2,,216.0,-248.6,,,,,,False,,,,,True,,True,True,,False,False,,,,,
17055,802,1410.0,550.0,,,,,978.0,,1056.9,749.4,,1749.0,353.5,,,,,,608.0,-252.0,,,,,176.0,,254.9,-52.6,,947.0,-448.5,,,,,,True,,,,,True,,True,True,,False,True,,,,,
17057,437,1040.0,497.0,,,,,712.0,,373.2,545.4,,788.0,130.6,,,,,,603.0,60.0,,,,,275.0,,-63.8,108.4,,351.0,-306.4,,,,,,True,,,,,True,,True,True,,True,True,,,,,
17059,96,165.0,69.0,,,,,129.0,,137.2,114.1,,185.0,37.7,,,,,,69.0,-27.0,,,,,33.0,,41.2,18.1,,89.0,-58.3,,,,,,True,,,,,True,,True,True,,False,True,,,,,
17061,222,175.0,49.0,,,,,360.0,,48.3,112.9,,128.0,0.0,,,,,,-47.0,-173.0,,,,,138.0,,-173.7,-109.1,,-94.0,-222.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17063,922,735.0,259.0,,,,,1004.0,,231.0,547.1,,548.0,0.2,,,740.0,,,-187.0,-663.0,,,,,82.0,,-691.0,-374.9,,-374.0,-921.8,,,-182.0,,,False,,,,,True,,False,False,,False,False,,,True,,
17065,192,145.0,32.0,,,,,239.0,,152.6,107.0,,227.0,0.0,,,,,,-47.0,-160.0,,,,,47.0,,-39.4,-85.0,,35.0,-192.0,,,,,,False,,,,,False,,True,False,,True,False,,,,,
17067,326,340.0,47.0,,,,,356.0,,126.1,158.9,,262.0,0.0,,,,,,14.0,-279.0,,,,,30.0,,-199.9,-167.1,,-64.0,-326.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17069,113,55.0,8.0,,,,,109.0,,47.4,36.6,,70.0,0.0,,,,,,-58.0,-105.0,,,,,-4.0,,-65.6,-76.4,,-43.0,-113.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
17071,88,110.0,22.0,,,,,131.0,,13.5,72.2,,35.0,0.0,,,,,,22.0,-66.0,,,,,43.0,,-74.5,-15.8,,-53.0,-88.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
17073,591,875.0,454.0,,,,,847.0,,248.8,537.9,,538.0,0.4,,,907.7,,,284.0,-137.0,,,,,256.0,,-342.2,-53.1,,-53.0,-590.6,,,316.7,,,True,,,,,True,,False,True,,True,False,,,False,,
17075,426,325.0,83.0,,,,,648.0,,105.8,259.1,,221.0,0.3,,,476.9,,,-101.0,-343.0,,,,,222.0,,-320.2,-166.9,,-205.0,-425.7,,,50.9,,,False,,,,,False,,False,False,,False,False,,,True,,
17077,865,695.0,371.0,,,,,954.0,,349.7,510.1,,721.0,0.1,,,399.0,,,-170.0,-494.0,,,,,89.0,,-515.3,-354.9,,-144.0,-864.9,,,-466.0,,,False,,,,,True,,False,False,,True,False,,,False,,
17079,205,205.0,92.0,,,,,263.0,,67.3,120.9,,144.5,0.2,,,,,,0.0,-113.0,,,,,58.0,,-137.7,-84.1,,-60.5,-204.8,,,,,,False,,,,,False,,False,False,,False,False,,,,,
17081,900,1060.0,599.0,,,,,994.0,,678.8,631.0,,1260.0,166.0,,,455.3,,,160.0,-301.0,,,,,94.0,,-221.2,-269.0,,360.0,-734.0,,,-444.7,,,False,,,,,True,,False,False,,False,False,,,False,,
17083,481,585.0,373.0,,,,,486.0,,250.7,312.7,,588.5,0.5,,,,,,104.0,-108.0,,,,,5.0,,-230.3,-168.3,,107.5,-480.5,,,,,,False,,,,,True,,False,False,,False,False,,,,,
17085,186,190.0,68.0,,,,,291.0,,176.1,183.3,,317.5,0.2,,,,,,4.0,-118.0,,,,,105.0,,-9.9,-2.7,,131.5,-185.8,,,,,,False,,,,,False,,False,True,,False,False,,,,,
17087,345,205.0,20.0,,,,,325.0,,61.6,143.9,,183.0,0.7,,,,,,-140.0,-325.0,,,,,-20.0,,-283.4,-201.1,,-162.0,-344.3,,,,,,False,,,,,True,,False,False,,False,False,,,,,
17089,7789,8310.0,4239.0,,,,,9214.0,,3355.3,7351.4,,7655.5,20.7,,,4461.3,3325.0,,521.0,-3550.0,,,,,1425.0,,-4433.7,-437.6,,-133.5,-7768.3,,,-3327.7,-4464.0,,False,,,,,False,,False,True,,True,False,,,False,False,
17091,1398,1425.0,643.0,,,,,2352.0,,331.5,1181.8,,990.0,0.1,,,1935.4,,,27.0,-755.0,,,,,954.0,,-1066.5,-216.2,,-408.0,-1397.9,,,537.4,,,False,,,,,False,,False,False,,False,False,,,False,,
