,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
20055,48,59.0,,64.0,,66.0,59.0,,,,,73.8,,,76.5,,,137.0,54.8,84.8,116.0,,93.0,54.5,,,,70.0,88.0,105.9,,,,,,52.9,127.2,,,,54.3,68.5,11.0,,16.0,,18.0,11.0,,,,,25.8,,,28.5,,,89.0,6.8,36.8,68.0,,45.0,6.5,,,,22.0,40.0,57.9,,,,,,4.9,79.2,,,,6.3,20.5,,False,,False,False,,,,,False,,,False,,,False,True,False,False,,False,True,,,,False,False,False,,,,,,True,False,,,,True,False
20057,35,43.0,,41.7,,63.0,38.0,,,,,71.3,,,28.5,,,129.0,24.5,74.4,75.0,,71.0,29.9,,,,47.0,66.0,98.1,,,,,,44.6,130.8,,,,59.6,66.9,8.0,,6.7,,28.0,3.0,,,,,36.3,,,-6.5,,,94.0,-10.5,39.4,40.0,,36.0,-5.1,,,,12.0,31.0,63.1,,,,,,9.6,95.8,,,,24.6,31.9,,True,,False,True,,,,,False,,,True,,,False,False,False,False,,False,True,,,,False,False,False,,,,,,False,False,,,,False,False
20059,76,116.0,,118.0,,88.0,56.0,,,,,58.3,,,67.1,,,127.0,35.1,67.3,,,113.0,48.2,,,,98.0,105.0,86.4,,,,,,120.7,64.2,,,,160.6,87.6,40.0,,42.0,,12.0,-20.0,,,,,-17.7,,,-8.9,,,51.0,-40.9,-8.7,,,37.0,-27.8,,,,22.0,29.0,10.4,,,,,,44.7,-11.8,,,,84.6,11.6,,False,,True,True,,,,,True,,,True,,,False,False,True,,,True,True,,,,True,True,True,,,,,,False,True,,,,False,True
20061,126,151.0,,107.0,,142.0,135.0,,,,,86.2,,,107.5,,,151.0,329.3,135.7,166.5,,149.0,79.8,,,,295.0,156.0,124.7,,,,,,132.9,119.5,,,,200.8,160.6,25.0,,-19.0,,16.0,9.0,,,,,-39.8,,,-18.5,,,25.0,203.3,9.7,40.5,,23.0,-46.2,,,,169.0,30.0,-1.3,,,,,,6.9,-6.5,,,,74.8,34.6,,True,,True,True,,,,,False,,,True,,,False,False,True,False,,True,False,,,,False,False,True,,,,,,True,True,,,,False,False
20063,11,3.0,,2.0,,6.0,0.0,,,,,5.2,,,3.8,,,7.0,12.4,4.1,,,5.0,3.3,,,,7.0,7.0,8.3,,,,,,,9.1,,,,5.3,7.4,-8.0,,-9.0,,-5.0,-11.0,,,,,-5.8,,,-7.2,,,-4.0,1.4,-6.9,,,-6.0,-7.7,,,,-4.0,-4.0,-2.7,,,,,,,-1.9,,,,-5.7,-3.6,,False,,True,False,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
20065,6,12.0,,12.2,,7.0,,,,,,4.0,,,4.9,,,5.0,12.1,5.5,,,7.0,5.1,,,,9.0,11.0,7.6,,,,,,,15.8,,,,13.3,,6.0,,6.2,,1.0,,,,,,-2.0,,,-1.1,,,-1.0,6.1,-0.5,,,1.0,-0.9,,,,3.0,5.0,1.6,,,,,,,9.8,,,,7.3,,,False,,True,,,,,,True,,,True,,,True,False,True,,,True,True,,,,True,True,True,,,,,,,False,,,,False,
20067,7,6.0,,7.6,,8.0,0.0,,,,,11.3,,,7.6,,,37.0,5.6,6.4,,,8.0,4.9,,,,,13.0,8.5,,,,,,,25.3,,,,7.7,0.0,-1.0,,0.6,,1.0,-7.0,,,,,4.3,,,0.6,,,30.0,-1.4,-0.6,,,1.0,-2.1,,,,,6.0,1.5,,,,,,,18.3,,,,0.7,-7.0,,True,,False,False,,,,,False,,,True,,,False,False,True,,,False,False,,,,,False,False,,,,,,,False,,,,True,False
20069,4,11.0,,7.6,,8.0,5.0,,,,,7.6,,,7.2,,,15.0,10.0,7.6,,,8.0,5.8,,,,11.0,15.0,2.5,,,,,,,13.9,,,,6.3,10.2,7.0,,3.6,,4.0,1.0,,,,,3.6,,,3.2,,,11.0,6.0,3.6,,,4.0,1.8,,,,7.0,11.0,-1.5,,,,,,,9.9,,,,2.3,6.2,,True,,True,True,,,,,True,,,True,,,False,True,True,,,True,True,,,,False,False,True,,,,,,,False,,,,True,True
20071,0,3.0,,4.3,,2.0,0.0,,,,,1.2,,,1.7,,,6.0,2.2,1.6,,,2.0,0.8,,,,2.0,3.0,2.3,,,,,,,8.9,,,,2.7,,3.0,,4.3,,2.0,0.0,,,,,1.2,,,1.7,,,6.0,2.2,1.6,,,2.0,0.8,,,,2.0,3.0,2.3,,,,,,,8.9,,,,2.7,,,False,,True,True,,,,,True,,,True,,,False,True,True,,,True,True,,,,True,False,True,,,,,,,False,,,,True,
20073,9,22.0,,21.1,,21.0,12.0,,,,,12.6,,,14.3,,,37.0,34.7,11.2,,,19.0,7.8,,,,29.0,22.0,24.7,,,,,,,29.7,,,,24.7,21.1,13.0,,12.1,,12.0,3.0,,,,,3.6,,,5.3,,,28.0,25.7,2.2,,,10.0,-1.2,,,,20.0,13.0,15.7,,,,,,,20.7,,,,15.7,12.1,,True,,True,True,,,,,True,,,True,,,False,False,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False,True
20075,2,2.0,,2.0,,3.0,0.0,,,,,2.6,,,2.5,,,12.0,0.3,2.2,,,3.0,0.9,,,,1.0,4.0,4.2,,,,,,,9.3,,,,4.1,3.2,0.0,,-0.0,,1.0,-2.0,,,,,0.6,,,0.5,,,10.0,-1.7,0.2,,,1.0,-1.1,,,,-1.0,2.0,2.2,,,,,,,7.3,,,,2.1,1.2,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
20077,12,45.0,,44.2,,28.0,0.0,,,,,11.7,,,20.7,,,23.0,118.0,24.0,,,27.0,20.5,,,,51.0,37.0,38.5,,,,,,,31.8,,,,38.5,28.8,33.0,,32.2,,16.0,-12.0,,,,,-0.3,,,8.7,,,11.0,106.0,12.0,,,15.0,8.5,,,,39.0,25.0,26.5,,,,,,,19.8,,,,26.5,16.8,,True,,True,True,,,,,True,,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
20079,91,0.0,,0.0,,100.0,81.0,,,,,79.4,,,61.7,,,145.0,104.8,74.2,106.0,,158.0,64.4,,,,,57.0,159.2,,,,,,,30.4,,,,126.1,0.0,-91.0,,-91.0,,9.0,-10.0,,,,,-11.6,,,-29.3,,,54.0,13.8,-16.8,15.0,,67.0,-26.6,,,,,-34.0,68.2,,,,,,,-60.6,,,,35.1,-91.0,,False,,True,True,,,,,True,,,True,,,True,True,True,True,,True,True,,,,,True,True,,,,,,,True,,,,True,False
20081,5,4.0,,3.0,,8.0,0.0,,,,,6.9,,,4.1,,,16.0,6.7,5.8,,,8.0,4.0,,,,7.0,8.0,10.8,,,,,,,11.7,,,,9.1,8.6,-1.0,,-2.0,,3.0,-5.0,,,,,1.9,,,-0.9,,,11.0,1.7,0.8,,,3.0,-1.0,,,,2.0,3.0,5.8,,,,,,,6.7,,,,4.1,3.6,,False,,False,False,,,,,False,,,True,,,False,False,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
20083,7,2.0,,1.8,,3.0,0.0,,,,,2.2,,,1.8,,,5.0,1.3,1.8,,,2.0,1.3,,,,2.0,4.0,3.4,,,,,,,8.1,,,,3.8,6.0,-5.0,,-5.2,,-4.0,-7.0,,,,,-4.8,,,-5.2,,,-2.0,-5.7,-5.2,,,-5.0,-5.7,,,,-5.0,-3.0,-3.6,,,,,,,1.1,,,,-3.2,-1.0,,False,,True,False,,,,,True,,,False,,,True,False,False,,,False,False,,,,False,True,True,,,,,,,True,,,,True,True
20085,25,40.0,,44.2,,41.0,35.0,,,,,23.5,,,29.6,,,55.0,21.4,30.9,,,44.0,22.6,,,,50.0,44.0,48.0,,,,,,,38.4,,,,63.7,38.2,15.0,,19.2,,16.0,10.0,,,,,-1.5,,,4.6,,,30.0,-3.6,5.9,,,19.0,-2.4,,,,25.0,19.0,23.0,,,,,,,13.4,,,,38.7,13.2,,False,,False,True,,,,,True,,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,True,,,,False,True
20087,39,57.0,,43.6,,53.0,51.0,,,,,33.4,,,46.3,,,76.0,71.9,49.0,,,78.0,36.9,,,,77.0,68.0,86.6,,,,,,,48.2,,,,54.5,43.6,18.0,,4.6,,14.0,12.0,,,,,-5.6,,,7.3,,,37.0,32.9,10.0,,,39.0,-2.1,,,,38.0,29.0,47.6,,,,,,,9.2,,,,15.5,4.6,,True,,True,True,,,,,True,,,True,,,False,False,True,,,False,True,,,,False,False,False,,,,,,,True,,,,True,True
20089,0,4.0,,1.1,,6.0,0.0,,,,,5.0,,,5.1,,,9.0,3.0,4.4,,,9.0,2.3,,,,6.0,7.0,11.4,,,,,,,9.7,,,,7.6,6.6,4.0,,1.1,,6.0,0.0,,,,,5.0,,,5.1,,,9.0,3.0,4.4,,,9.0,2.3,,,,6.0,7.0,11.4,,,,,,,9.7,,,,7.6,6.6,,True,,False,True,,,,,False,,,False,,,False,True,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
20091,1744,2924.0,,3071.8,2653.8,2426.0,2911.0,,,,,1220.8,,,2008.7,,3175.2,2426.0,2115.0,1846.8,2118.0,,2064.0,1309.4,,,,2708.0,2382.0,2682.5,,,,,,3080.0,2091.3,1194.0,,,3260.1,1854.1,1180.0,,1327.8,909.8,682.0,1167.0,,,,,-523.2,,,264.7,,1431.2,682.0,371.0,102.8,374.0,,320.0,-434.6,,,,964.0,638.0,938.5,,,,,,1336.0,347.3,-550.0,,,1516.1,110.1,,False,True,True,True,,,,,True,,,True,,False,True,True,True,True,,True,True,,,,True,True,True,,,,,,False,True,True,,,False,True
20093,5,16.0,,16.0,,12.0,7.0,,,,,8.2,,,8.3,,,14.0,10.4,8.4,,,12.0,7.3,,,,10.0,14.0,11.8,,,,,,,18.3,,,,3.6,49.3,11.0,,11.0,,7.0,2.0,,,,,3.2,,,3.3,,,9.0,5.4,3.4,,,7.0,2.3,,,,5.0,9.0,6.8,,,,,,,13.3,,,,-1.4,44.3,,True,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,False,,,,True,False
20095,33,22.0,,22.1,,18.0,11.0,,,,,11.1,,,15.6,,,28.0,17.9,14.5,,,20.0,11.2,,,,23.0,24.0,19.6,,,,,,,14.8,,,,21.5,,-11.0,,-10.9,,-15.0,-22.0,,,,,-21.9,,,-17.4,,,-5.0,-15.1,-18.5,,,-13.0,-21.8,,,,-10.0,-9.0,-13.4,,,,,,,-18.2,,,,-11.5,,,True,,False,False,,,,,False,,,False,,,True,False,False,,,False,False,,,,True,True,False,,,,,,,False,,,,False,
20097,9,9.0,,13.8,,9.0,,,,,,4.9,,,5.5,,,9.0,6.5,7.2,,,11.0,4.0,,,,10.0,10.0,15.7,,,,,,,10.2,,,,11.8,14.0,0.0,,4.8,,0.0,,,,,,-4.1,,,-3.5,,,0.0,-2.5,-1.8,,,2.0,-5.0,,,,1.0,1.0,6.7,,,,,,,1.2,,,,2.8,5.0,,False,,True,,,,,,False,,,False,,,True,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
20099,55,78.0,,71.2,,81.0,51.0,,,,,76.3,,,48.7,,,116.0,51.2,69.1,,,145.0,39.4,,,,87.0,82.0,115.3,,,,,,81.2,64.7,,,,116.0,61.6,23.0,,16.2,,26.0,-4.0,,,,,21.3,,,-6.3,,,61.0,-3.8,14.1,,,90.0,-15.6,,,,32.0,27.0,60.3,,,,,,26.2,9.7,,,,61.0,6.6,,True,,False,True,,,,,True,,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,False,True,,,,False,True
20101,3,3.0,,1.6,,2.0,0.0,,,,,2.0,,,2.8,,,3.0,1.2,0.9,,,2.0,1.5,,,,,3.0,0.0,,,,,,,8.0,,,,1.5,1.8,0.0,,-1.4,,-1.0,-3.0,,,,,-1.0,,,-0.2,,,0.0,-1.8,-2.1,,,-1.0,-1.5,,,,,0.0,-3.0,,,,,,,5.0,,,,-1.5,-1.2,,False,,False,False,,,,,False,,,False,,,True,False,False,,,False,False,,,,,True,False,,,,,,,False,,,,False,False
20103,218,302.0,,306.0,,291.0,300.0,,,,,130.7,,,199.5,,330.9,319.0,222.1,178.8,235.0,,207.0,139.1,,,,303.0,268.0,303.8,,,,,,292.8,230.2,,,,395.5,316.7,84.0,,88.0,,73.0,82.0,,,,,-87.3,,,-18.5,,112.9,101.0,4.1,-39.2,17.0,,-11.0,-78.9,,,,85.0,50.0,85.8,,,,,,74.8,12.2,,,,177.5,98.7,,False,,True,True,,,,,False,,,True,,False,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
20105,4,8.0,,7.9,,8.0,5.0,,,,,5.5,,,5.2,,,10.0,2.9,6.1,,,10.0,3.6,,,,7.0,8.0,8.9,,,,,,,12.7,,,,7.7,,4.0,,3.9,,4.0,1.0,,,,,1.5,,,1.2,,,6.0,-1.1,2.1,,,6.0,-0.4,,,,3.0,4.0,4.9,,,,,,,8.7,,,,3.7,,,True,,False,True,,,,,True,,,True,,,False,True,True,,,False,True,,,,True,False,False,,,,,,,False,,,,True,
20107,34,34.0,,31.6,,30.0,28.0,,,,,14.9,,,21.8,,,42.0,16.9,20.3,,,39.0,16.1,,,,34.0,31.0,44.6,,,,,,,23.4,,,,36.9,22.7,0.0,,-2.4,,-4.0,-6.0,,,,,-19.1,,,-12.2,,,8.0,-17.1,-13.7,,,5.0,-17.9,,,,0.0,-3.0,10.6,,,,,,,-10.6,,,,2.9,-11.3,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
20109,1,3.0,,3.5,,3.0,0.0,,,,,3.5,,,3.1,,,8.0,2.5,2.0,,,3.0,1.8,,,,3.0,5.0,3.9,,,,,,,10.0,,,,2.1,,2.0,,2.5,,2.0,-1.0,,,,,2.5,,,2.1,,,7.0,1.5,1.0,,,2.0,0.8,,,,2.0,4.0,2.9,,,,,,,9.0,,,,1.1,,,False,,False,True,,,,,False,,,False,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,False,,,,True,
20111,79,104.0,,99.3,,100.0,101.0,,,,,65.4,,,66.2,,,200.0,64.4,81.9,72.0,,102.0,60.9,,,,100.0,108.0,155.6,,,,,,126.6,119.9,,,,110.5,95.3,25.0,,20.3,,21.0,22.0,,,,,-13.6,,,-12.8,,,121.0,-14.6,2.9,-7.0,,23.0,-18.1,,,,21.0,29.0,76.6,,,,,,47.6,40.9,,,,31.5,16.3,,True,,True,True,,,,,True,,,True,,,False,True,True,True,,True,True,,,,True,False,False,,,,,,False,False,,,,False,True
20113,97,110.0,,107.1,,107.0,132.0,,,,,70.4,,,78.3,,,118.0,115.8,77.8,,,108.0,60.4,,,,148.0,118.0,108.0,,,,,,105.1,80.1,,,,153.1,92.1,13.0,,10.1,,10.0,35.0,,,,,-26.6,,,-18.7,,,21.0,18.8,-19.2,,,11.0,-36.6,,,,51.0,21.0,11.0,,,,,,8.1,-16.9,,,,56.1,-4.9,,True,,True,False,,,,,False,,,False,,,False,False,False,,,True,False,,,,False,False,True,,,,,,True,False,,,,False,True
20115,43,61.0,,53.0,,54.0,61.0,,,,,21.1,,,35.4,,,54.0,57.9,35.5,,,57.0,28.9,,,,75.0,53.0,51.3,,,,,,,40.2,,,,64.6,34.3,18.0,,10.0,,11.0,18.0,,,,,-21.9,,,-7.6,,,11.0,14.9,-7.5,,,14.0,-14.1,,,,32.0,10.0,8.3,,,,,,,-2.8,,,,21.6,-8.7,,True,,True,False,,,,,False,,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
20117,45,22.0,,5.1,,19.0,17.0,,,,,16.0,,,14.8,,,42.0,27.6,11.9,,,28.0,12.0,,,,,27.0,4.7,,,,,,,24.4,,,,22.7,,-23.0,,-39.9,,-26.0,-28.0,,,,,-29.0,,,-30.2,,,-3.0,-17.4,-33.1,,,-17.0,-33.0,,,,,-18.0,-40.3,,,,,,,-20.6,,,,-22.3,,,False,,False,False,,,,,False,,,False,,,True,True,False,,,True,False,,,,,True,False,,,,,,,True,,,,True,
20119,15,21.0,,21.6,,14.0,0.0,,,,,8.4,,,12.6,,,13.0,34.8,13.5,,,15.0,11.0,,,,29.0,20.0,17.7,,,,,,,16.9,,,,27.4,13.7,6.0,,6.6,,-1.0,-15.0,,,,,-6.6,,,-2.4,,,-2.0,19.8,-1.5,,,0.0,-4.0,,,,14.0,5.0,2.7,,,,,,,1.9,,,,12.4,-1.3,,False,,True,False,,,,,False,,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
20121,98,175.0,,170.3,,127.0,127.0,,,,,63.7,,,106.6,,,155.0,71.2,104.4,118.5,,142.0,73.5,,,,160.0,144.0,170.7,,,,,,,110.7,,,,176.9,108.7,77.0,,72.3,,29.0,29.0,,,,,-34.3,,,8.6,,,57.0,-26.8,6.4,20.5,,44.0,-24.5,,,,62.0,46.0,72.7,,,,,,,12.7,,,,78.9,10.7,,True,,True,True,,,,,True,,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
20123,9,18.0,,15.3,,20.0,20.0,,,,,14.4,,,12.4,,,21.0,21.9,17.2,,,23.0,15.5,,,,34.0,22.0,36.2,,,,,,,16.9,,,,28.4,16.1,9.0,,6.3,,11.0,11.0,,,,,5.4,,,3.4,,,12.0,12.9,8.2,,,14.0,6.5,,,,25.0,13.0,27.2,,,,,,,7.9,,,,19.4,7.1,,True,,False,False,,,,,True,,,True,,,False,False,True,,,False,True,,,,False,False,False,,,,,,,True,,,,False,True
20125,100,145.0,,133.6,,135.0,136.0,,,,,98.8,,,95.6,,,199.0,124.9,103.6,125.0,,180.5,77.0,,,,171.0,144.0,142.2,,,,,,114.6,114.0,,,,166.0,147.2,45.0,,33.6,,35.0,36.0,,,,,-1.2,,,-4.4,,,99.0,24.9,3.6,25.0,,80.5,-23.0,,,,71.0,44.0,42.2,,,,,,14.6,14.0,,,,66.0,47.2,,True,,True,True,,,,,True,,,True,,,False,True,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,,False,False
20127,29,29.0,,30.8,,20.0,7.0,,,,,12.1,,,16.7,,,22.0,22.3,13.0,,,17.0,10.0,,,,26.0,23.0,20.3,,,,,,,34.9,,,,34.4,21.2,0.0,,1.8,,-9.0,-22.0,,,,,-16.9,,,-12.3,,,-7.0,-6.7,-16.0,,,-12.0,-19.0,,,,-3.0,-6.0,-8.7,,,,,,,5.9,,,,5.4,-7.8,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
20129,10,5.0,,3.9,,5.0,0.0,,,,,2.9,,,4.0,,,13.0,6.3,3.5,,,3.0,3.0,,,,4.0,6.0,5.0,,,,,,,12.3,,,,7.0,8.0,-5.0,,-6.1,,-5.0,-10.0,,,,,-7.1,,,-6.0,,,3.0,-3.7,-6.5,,,-7.0,-7.0,,,,-6.0,-4.0,-5.0,,,,,,,2.3,,,,-3.0,-2.0,,False,,False,False,,,,,False,,,False,,,True,True,False,,,False,False,,,,False,True,True,,,,,,,True,,,,True,True
20131,4,12.0,,10.1,,19.0,8.0,,,,,17.4,,,10.2,,,42.0,6.6,16.8,,,20.0,8.0,,,,9.0,24.0,27.2,,,,,,,16.6,,,,26.1,17.1,8.0,,6.1,,15.0,4.0,,,,,13.4,,,6.2,,,38.0,2.6,12.8,,,16.0,4.0,,,,5.0,20.0,23.2,,,,,,,12.6,,,,22.1,13.1,,True,,False,True,,,,,False,,,True,,,False,True,False,,,False,True,,,,True,False,False,,,,,,,False,,,,False,False
20133,37,56.0,,51.4,,56.0,43.0,,,,,45.6,,,40.9,,,100.0,33.9,47.9,,,90.0,31.4,,,,72.0,61.0,80.6,,,,,,,42.8,,,,84.3,42.5,19.0,,14.4,,19.0,6.0,,,,,8.6,,,3.9,,,63.0,-3.1,10.9,,,53.0,-5.6,,,,35.0,24.0,43.6,,,,,,,5.8,,,,47.3,5.5,,True,,False,True,,,,,True,,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,True,,,,False,True
20135,18,4.0,,4.0,,6.0,0.0,,,,,4.6,,,3.5,,,7.0,7.4,1.9,,,3.0,2.4,,,,4.0,7.0,20.4,,,,,,,12.1,,,,6.3,4.9,-14.0,,-14.0,,-12.0,-18.0,,,,,-13.4,,,-14.5,,,-11.0,-10.6,-16.1,,,-15.0,-15.6,,,,-14.0,-11.0,2.4,,,,,,,-5.9,,,,-11.7,-13.1,,True,,True,False,,,,,True,,,False,,,True,True,False,,,False,False,,,,False,True,True,,,,,,,True,,,,True,True
20137,2,5.0,,3.8,,7.0,0.0,,,,,17.2,,,2.8,,,13.0,1.2,6.9,,,7.0,7.8,,,,3.0,10.0,6.8,,,,,,,12.4,,,,5.6,11.8,3.0,,1.8,,5.0,-2.0,,,,,15.2,,,0.8,,,11.0,-0.8,4.9,,,5.0,5.8,,,,1.0,8.0,4.8,,,,,,,10.4,,,,3.6,9.8,,True,,False,True,,,,,False,,,True,,,False,True,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
20139,30,34.0,,35.9,,34.0,30.0,,,,,24.2,,,27.6,,,65.0,28.3,35.9,,,49.0,22.7,,,,47.0,41.0,60.6,,,,,,,31.9,,,,40.9,31.7,4.0,,5.9,,4.0,0.0,,,,,-5.8,,,-2.4,,,35.0,-1.7,5.9,,,19.0,-7.3,,,,17.0,11.0,30.6,,,,,,,1.9,,,,10.9,1.7,,False,,False,True,,,,,False,,,True,,,False,True,False,,,False,False,,,,False,False,False,,,,,,,True,,,,False,True
20141,7,6.0,,6.8,,10.0,0.0,,,,,6.4,,,7.1,,,9.0,12.0,7.8,,,17.0,6.6,,,,,11.0,11.1,,,,,,,9.8,,,,16.0,10.1,-1.0,,-0.2,,3.0,-7.0,,,,,-0.6,,,0.1,,,2.0,5.0,0.8,,,10.0,-0.4,,,,,4.0,4.1,,,,,,,2.8,,,,9.0,3.1,,True,,False,False,,,,,True,,,True,,,False,False,True,,,False,True,,,,,False,False,,,,,,,False,,,,False,False
20143,19,36.0,,34.8,,23.0,23.0,,,,,11.0,,,20.5,,,22.0,18.7,14.0,,,23.0,14.7,,,,32.0,31.0,29.1,,,,,,,29.7,,,,29.3,22.8,17.0,,15.8,,4.0,4.0,,,,,-8.0,,,1.5,,,3.0,-0.3,-5.0,,,4.0,-4.3,,,,13.0,12.0,10.1,,,,,,,10.7,,,,10.3,3.8,,True,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
20145,13,29.0,,27.0,,25.0,22.0,,,,,19.5,,,14.9,,,20.0,21.3,18.8,,,31.0,13.6,,,,26.0,27.0,40.6,,,,,,,33.2,,,,29.5,,16.0,,14.0,,12.0,9.0,,,,,6.5,,,1.9,,,7.0,8.3,5.8,,,18.0,0.6,,,,13.0,14.0,27.6,,,,,,,20.2,,,,16.5,,,True,,True,True,,,,,True,,,True,,,True,True,True,,,False,True,,,,True,True,False,,,,,,,False,,,,False,
20147,13,4.0,,3.2,,12.0,7.0,,,,,9.8,,,5.7,,,18.0,8.9,8.6,,,13.0,4.6,,,,,13.0,18.3,,,,,,,17.7,,,,11.6,11.5,-9.0,,-9.8,,-1.0,-6.0,,,,,-3.2,,,-7.3,,,5.0,-4.1,-4.4,,,0.0,-8.4,,,,,0.0,5.3,,,,,,,4.7,,,,-1.4,-1.5,,False,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,,True,True,,,,,,,True,,,,True,True
20149,84,73.0,,68.5,,67.0,57.0,,,,,37.4,,,55.5,,,110.0,52.0,57.6,,,84.0,39.9,,,,88.0,69.0,81.3,,,,,,,56.0,,,,107.0,65.5,-11.0,,-15.5,,-17.0,-27.0,,,,,-46.6,,,-28.5,,,26.0,-32.0,-26.4,,,0.0,-44.1,,,,4.0,-15.0,-2.7,,,,,,,-28.0,,,,23.0,-18.5,,False,,False,False,,,,,False,,,False,,,False,False,False,,,True,False,,,,True,False,True,,,,,,,False,,,,False,False
