,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01079,95,108.0,,109.8,,86.0,77.0,,,,,78.2,,,110.0,,,168.0,60.8,85.6,92.0,,65.0,77.8,,,,105.0,88.0,107.7,,,,,,90.5,87.5,,,,125.7,119.2,13.0,,14.8,,-9.0,-18.0,,,,,-16.8,,,15.0,,,73.0,-34.2,-9.4,-3.0,,-30.0,-17.2,,,,10.0,-7.0,12.7,,,,,,-4.5,-7.5,,,,30.7,24.2,,False,,True,False,,,,,False,,,False,,,False,False,True,True,,False,False,,,,True,True,True,,,,,,True,True,,,,False,False
01081,542,744.0,,744.8,,603.0,590.0,,,,,463.4,,,574.3,,801.3,523.0,783.7,570.0,442.5,,678.0,593.9,,,,903.0,611.0,545.7,,,,,,660.3,407.9,632.0,,,728.5,839.1,202.0,,202.8,,61.0,48.0,,,,,-78.6,,,32.3,,259.3,-19.0,241.7,28.0,-99.5,,136.0,51.9,,,,361.0,69.0,3.7,,,,,,118.3,-134.1,90.0,,,186.5,297.1,,False,,True,True,,,,,True,,,True,,False,True,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,True,False
01083,298,358.0,,331.5,,310.0,310.0,,,,,269.3,,,277.5,,,397.0,282.9,269.8,300.0,,234.0,257.7,,,,368.0,309.0,339.6,,,,,,359.3,279.6,,,,338.2,401.3,60.0,,33.5,,12.0,12.0,,,,,-28.7,,,-20.5,,,99.0,-15.1,-28.2,2.0,,-64.0,-40.3,,,,70.0,11.0,41.6,,,,,,61.3,-18.4,,,,40.2,103.3,,True,,True,True,,,,,True,,,True,,,False,True,True,True,,False,True,,,,False,True,True,,,,,,False,True,,,,True,False
01085,57,53.0,,46.4,,42.0,51.0,,,,,27.6,,,46.1,,,24.0,28.5,39.4,,,43.0,41.8,,,,56.0,42.0,33.6,,,,,,,38.8,,,,48.5,56.9,-4.0,,-10.6,,-15.0,-6.0,,,,,-29.4,,,-10.9,,,-33.0,-28.5,-17.6,,,-14.0,-15.2,,,,-1.0,-15.0,-23.4,,,,,,,-18.2,,,,-8.5,-0.1,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,True
01087,54,76.0,,74.6,,61.0,78.0,,,,,32.2,,,59.5,,,42.0,62.5,46.3,,,59.0,53.6,,,,75.0,56.0,58.3,,,,,,,65.2,,,,140.2,63.1,22.0,,20.6,,7.0,24.0,,,,,-21.8,,,5.5,,,-12.0,8.5,-7.7,,,5.0,-0.4,,,,21.0,2.0,4.3,,,,,,,11.2,,,,86.2,9.1,,True,,True,False,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
01089,1175,1306.0,,1377.4,1967.0,1124.0,1274.0,,,,,919.9,,,1202.4,,1194.8,1445.0,1014.8,1156.2,944.5,,1003.0,1046.0,,,,1380.0,1055.0,1217.0,,,,,,1157.4,975.5,1684.0,,,1023.8,1429.6,131.0,,202.4,792.0,-51.0,99.0,,,,,-255.1,,,27.4,,19.8,270.0,-160.2,-18.8,-230.5,,-172.0,-129.0,,,,205.0,-120.0,42.0,,,,,,-17.6,-199.5,509.0,,,-151.2,254.6,,False,False,True,True,,,,,False,,,True,,True,False,False,True,False,,False,True,,,,False,True,True,,,,,,True,False,False,,,False,False
01091,88,104.0,,98.4,,76.0,71.0,,,,,58.3,,,80.8,,,80.0,39.7,64.2,,,77.0,67.3,,,,84.0,71.0,86.7,,,,,,,89.3,,,,118.8,96.6,16.0,,10.4,,-12.0,-17.0,,,,,-29.7,,,-7.2,,,-8.0,-48.3,-23.8,,,-11.0,-20.7,,,,-4.0,-17.0,-1.3,,,,,,,1.3,,,,30.8,8.6,,True,,True,False,,,,,False,,,True,,,True,False,False,,,True,False,,,,True,False,True,,,,,,,True,,,,False,True
01093,66,85.0,,85.2,,81.0,65.0,,,,,74.0,,,81.5,,,133.0,98.1,74.1,66.0,,51.0,67.8,,,,102.0,79.0,163.6,,,,,,64.6,60.8,,,,82.6,93.2,19.0,,19.2,,15.0,-1.0,,,,,8.0,,,15.5,,,67.0,32.1,8.1,0.0,,-15.0,1.8,,,,36.0,13.0,97.6,,,,,,-1.4,-5.2,,,,16.6,27.2,,False,,True,True,,,,,True,,,True,,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
01095,294,262.0,,265.6,,245.0,215.0,,,,,272.7,,,267.0,,264.9,480.0,213.5,262.0,155.0,,151.0,244.9,,,,277.0,230.0,352.1,,,,,,248.1,191.4,,,,313.9,318.0,-32.0,,-28.4,,-49.0,-79.0,,,,,-21.3,,,-27.0,,-29.1,186.0,-80.5,-32.0,-139.0,,-143.0,-49.1,,,,-17.0,-64.0,58.1,,,,,,-45.9,-102.6,,,,19.9,24.0,,True,,False,False,,,,,True,,,True,,True,False,False,True,False,,False,False,,,,True,False,False,,,,,,False,False,,,,True,True
01097,1312,1377.0,,1321.7,2068.7,1247.0,1247.0,,,,,987.9,,,1110.2,,1349.0,1600.0,817.3,1151.0,1065.0,,1307.0,1100.2,,,,1613.0,1106.0,1324.4,,,,,,1260.9,1105.8,1187.0,,,2123.2,1384.9,65.0,,9.7,756.7,-65.0,-65.0,,,,,-324.1,,,-201.8,,37.0,288.0,-494.7,-161.0,-247.0,,-5.0,-211.8,,,,301.0,-206.0,12.4,,,,,,-51.1,-206.2,-125.0,,,811.2,72.9,,True,False,False,False,,,,,False,,,False,,True,False,False,False,False,,True,False,,,,False,False,True,,,,,,True,False,False,,,False,False
01099,39,70.0,,78.6,,57.0,40.0,,,,,46.9,,,52.2,,,67.0,40.6,64.1,,,53.0,46.9,,,,74.0,55.0,64.5,,,,,,,68.7,,,,100.2,63.1,31.0,,39.6,,18.0,1.0,,,,,7.9,,,13.2,,,28.0,1.6,25.1,,,14.0,7.9,,,,35.0,16.0,25.5,,,,,,,29.7,,,,61.2,24.1,,False,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
01101,824,997.0,,1055.5,,764.0,1208.0,,,,,617.2,,,810.8,,879.7,683.0,671.4,807.9,701.0,,778.0,747.7,,,,1040.0,844.0,725.3,,,,,,980.5,951.2,906.0,,,2314.1,1039.5,173.0,,231.5,,-60.0,384.0,,,,,-206.8,,,-13.2,,55.7,-141.0,-152.6,-16.1,-123.0,,-46.0,-76.3,,,,216.0,20.0,-98.7,,,,,,156.5,127.2,82.0,,,1490.1,215.5,,False,,True,False,,,,,False,,,True,,True,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,False
01103,342,419.0,,402.2,,332.0,356.0,,,,,367.0,,,356.6,,,575.0,321.2,357.3,319.0,,270.0,305.1,,,,424.0,358.0,396.5,,,,,,353.5,328.3,,,,273.3,480.7,77.0,,60.2,,-10.0,14.0,,,,,25.0,,,14.6,,,233.0,-20.8,15.3,-23.0,,-72.0,-36.9,,,,82.0,16.0,54.5,,,,,,11.5,-13.7,,,,-68.7,138.7,,True,,True,True,,,,,True,,,True,,,False,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,False
01105,18,30.0,,30.9,,32.0,34.0,,,,,23.8,,,30.0,,,27.0,48.3,29.1,,,21.0,19.9,,,,42.0,27.0,45.7,,,,,,,25.9,,,,32.1,37.6,12.0,,12.9,,14.0,16.0,,,,,5.8,,,12.0,,,9.0,30.3,11.1,,,3.0,1.9,,,,24.0,9.0,27.7,,,,,,,7.9,,,,14.1,19.6,,False,,False,False,,,,,True,,,False,,,True,False,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
01107,65,33.0,,30.4,,36.0,34.0,,,,,43.6,,,35.6,,,87.0,31.1,53.3,,,10.0,28.7,,,,45.0,40.0,40.7,,,,,,,35.8,,,,84.4,44.9,-32.0,,-34.6,,-29.0,-31.0,,,,,-21.4,,,-29.4,,,22.0,-33.9,-11.7,,,-55.0,-36.3,,,,-20.0,-25.0,-24.3,,,,,,,-29.2,,,,19.4,-20.1,,False,,True,True,,,,,True,,,True,,,True,False,True,,,False,False,,,,True,True,True,,,,,,,True,,,,True,True
01109,107,148.0,,171.5,,105.0,109.0,,,,,88.6,,,105.6,,,108.0,88.7,101.1,116.0,,102.0,94.5,,,,171.0,119.0,87.5,,,,,,130.7,130.2,,,,285.4,142.0,41.0,,64.5,,-2.0,2.0,,,,,-18.4,,,-1.4,,,1.0,-18.3,-5.9,9.0,,-5.0,-12.5,,,,64.0,12.0,-19.5,,,,,,23.7,23.2,,,,178.4,35.0,,False,,True,True,,,,,True,,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
01111,57,67.0,,66.8,,52.0,63.0,,,,,34.1,,,59.0,,,77.0,46.9,45.0,,,52.0,52.9,,,,61.0,55.0,50.7,,,,,,,64.3,,,,123.4,48.4,10.0,,9.8,,-5.0,6.0,,,,,-22.9,,,2.0,,,20.0,-10.1,-12.0,,,-5.0,-4.1,,,,4.0,-2.0,-6.3,,,,,,,7.3,,,,66.4,-8.6,,True,,True,True,,,,,False,,,True,,,False,False,False,,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
01113,154,274.0,,272.9,,214.0,291.0,,,,,119.9,,,222.7,,,181.0,347.6,162.7,188.0,,319.0,210.1,,,,320.0,215.0,233.4,,,,,,258.4,216.7,,,,204.2,236.0,120.0,,118.9,,60.0,137.0,,,,,-34.1,,,68.7,,,27.0,193.6,8.7,34.0,,165.0,56.1,,,,166.0,61.0,79.4,,,,,,104.4,62.7,,,,50.2,82.0,,True,,True,False,,,,,True,,,True,,,True,False,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,,True,True
01115,283,306.0,,305.1,,253.0,218.0,,,,,237.2,,,256.8,,,346.0,224.9,255.2,142.5,,253.0,251.6,,,,285.0,253.0,298.3,,,,,,250.4,242.2,,,,369.8,277.7,23.0,,22.1,,-30.0,-65.0,,,,,-45.8,,,-26.2,,,63.0,-58.1,-27.8,-140.5,,-30.0,-31.4,,,,2.0,-30.0,15.3,,,,,,-32.6,-40.8,,,,86.8,-5.3,,True,,False,False,,,,,False,,,False,,,False,False,False,False,,False,False,,,,True,False,True,,,,,,False,False,,,,False,True
01117,765,827.0,,908.4,,736.0,780.0,,,,,583.5,,,706.9,,743.9,862.0,625.6,593.5,599.5,,620.0,649.5,,,,851.0,685.0,778.2,,,,,,709.9,652.2,749.0,,,872.0,912.6,62.0,,143.4,,-29.0,15.0,,,,,-181.5,,,-58.1,,-21.1,97.0,-139.4,-171.5,-165.5,,-145.0,-115.5,,,,86.0,-80.0,13.2,,,,,,-55.1,-112.8,-16.0,,,107.0,147.6,,False,,True,True,,,,,False,,,True,,True,False,False,False,False,,False,False,,,,False,False,True,,,,,,True,False,True,,,False,False
01119,23,17.0,,17.1,,10.0,0.0,,,,,19.8,,,21.7,,,39.0,0.8,20.8,,,2.0,8.4,,,,9.0,13.0,7.1,,,,,,,22.8,,,,9.6,22.2,-6.0,,-5.9,,-13.0,-23.0,,,,,-3.2,,,-1.3,,,16.0,-22.2,-2.2,,,-21.0,-14.6,,,,-14.0,-10.0,-15.9,,,,,,,-0.2,,,,-13.4,-0.8,,True,,False,False,,,,,True,,,True,,,False,False,True,,,False,False,,,,False,False,False,,,,,,,True,,,,False,True
01121,317,300.0,,295.4,,267.0,193.0,,,,,202.2,,,251.7,,,312.0,275.7,230.2,179.0,,282.0,258.8,,,,340.0,255.0,393.0,,,,,,284.6,217.3,,,,364.7,284.2,-17.0,,-21.6,,-50.0,-124.0,,,,,-114.8,,,-65.3,,,-5.0,-41.3,-86.8,-138.0,,-35.0,-58.2,,,,23.0,-62.0,76.0,,,,,,-32.4,-99.7,,,,47.7,-32.8,,False,,False,False,,,,,False,,,False,,,True,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
01123,140,536.0,,550.9,,126.0,89.0,,,,,83.9,,,399.9,,,125.0,28.6,193.4,149.5,,28.0,214.2,,,,410.0,291.0,88.2,,,,,,453.3,319.8,,,,1242.6,361.8,396.0,,410.9,,-14.0,-51.0,,,,,-56.1,,,259.9,,,-15.0,-111.4,53.4,9.5,,-112.0,74.2,,,,270.0,151.0,-51.8,,,,,,313.3,179.8,,,,1102.6,221.8,,False,,True,True,,,,,True,,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
01125,749,840.0,,878.0,,579.0,543.0,,,,,572.5,,,862.6,,593.3,853.0,318.4,608.9,437.0,,415.5,504.5,,,,712.0,646.0,739.1,,,,,,829.3,635.1,565.0,,,697.1,853.1,91.0,,129.0,,-170.0,-206.0,,,,,-176.5,,,113.6,,-155.7,104.0,-430.6,-140.1,-312.0,,-333.5,-244.5,,,,-37.0,-103.0,-9.9,,,,,,80.3,-113.9,-184.0,,,-51.9,104.1,,False,,False,False,,,,,False,,,False,,False,False,False,False,False,,False,False,,,,True,False,True,,,,,,True,False,False,,,True,False
01127,103,148.0,,157.8,,117.0,80.0,,,,,165.2,,,137.2,,,306.0,76.7,153.5,78.0,,70.0,101.7,,,,126.0,129.0,160.8,,,,,,159.7,114.0,,,,182.1,208.2,45.0,,54.8,,14.0,-23.0,,,,,62.2,,,34.2,,,203.0,-26.3,50.5,-25.0,,-33.0,-1.3,,,,23.0,26.0,57.8,,,,,,56.7,11.0,,,,79.1,105.2,,False,,True,True,,,,,False,,,True,,,False,True,False,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False,False
01129,47,47.0,,47.6,,43.0,38.0,,,,,34.7,,,57.4,,,70.0,32.3,36.9,,,36.0,39.2,,,,56.0,42.0,53.4,,,,,,,38.0,,,,56.7,44.7,0.0,,0.6,,-4.0,-9.0,,,,,-12.3,,,10.4,,,23.0,-14.7,-10.1,,,-11.0,-7.8,,,,9.0,-5.0,6.4,,,,,,,-9.0,,,,9.7,-2.3,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
01131,46,53.0,,52.6,,41.0,60.0,,,,,28.3,,,52.1,,,26.0,48.9,36.6,,,46.0,34.9,,,,71.0,43.0,41.3,,,,,,,44.4,,,,96.2,40.5,7.0,,6.6,,-5.0,14.0,,,,,-17.7,,,6.1,,,-20.0,2.9,-9.4,,,0.0,-11.1,,,,25.0,-3.0,-4.7,,,,,,,-1.6,,,,50.2,-5.5,,True,,True,False,,,,,False,,,True,,,False,True,False,,,True,False,,,,False,True,True,,,,,,,True,,,,False,True
01133,44,78.0,,82.8,,67.0,67.0,,,,,60.1,,,56.3,,,114.0,53.9,69.7,,,31.0,51.2,,,,74.0,63.0,88.9,,,,,,60.3,64.2,,,,96.8,71.3,34.0,,38.8,,23.0,23.0,,,,,16.1,,,12.3,,,70.0,9.9,25.7,,,-13.0,7.2,,,,30.0,19.0,44.9,,,,,,16.3,20.2,,,,52.8,27.3,,False,,True,True,,,,,True,,,True,,,False,True,True,,,True,True,,,,True,True,False,,,,,,True,True,,,,False,True
02013,15,31.0,,30.3,,9.0,,,,,,1.0,,,31.3,,,,0.9,20.1,,,1.0,9.4,,,,,19.0,2.0,,,,,,,,,,,427.1,,16.0,,15.3,,-6.0,,,,,,-14.0,,,16.3,,,,-14.1,5.1,,,-14.0,-5.6,,,,,4.0,-13.0,,,,,,,,,,,412.1,,,True,,True,,,,,,True,,,False,,,,True,True,,,True,True,,,,,True,True,,,,,,,,,,,False,
02016,29,48.0,,47.2,,32.0,,,,,,12.8,,,25.5,,,,62.7,37.1,,,26.0,17.5,,,,50.0,32.0,26.8,,,,,,,28.3,,,,33.5,,19.0,,18.2,,3.0,,,,,,-16.2,,,-3.5,,,,33.7,8.1,,,-3.0,-11.5,,,,21.0,3.0,-2.2,,,,,,,-0.7,,,,4.5,,,True,,True,,,,,,True,,,True,,,,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,
02020,400,451.0,,444.3,,358.0,332.0,,,,,362.2,,,471.5,,398.6,,290.6,425.3,459.0,,252.0,335.2,,,,438.0,458.0,696.9,,,,,,563.7,506.1,376.0,,,340.4,,51.0,,44.3,,-42.0,-68.0,,,,,-37.8,,,71.5,,-1.4,,-109.4,25.3,59.0,,-148.0,-64.8,,,,38.0,58.0,296.9,,,,,,163.7,106.1,-24.0,,,-59.6,,,True,,True,False,,,,,True,,,False,,True,,False,True,False,,False,False,,,,True,False,False,,,,,,False,False,True,,,False,
02050,178,208.0,,192.2,,126.0,0.0,,,,,52.2,,,227.1,,,,111.3,108.3,,,124.0,128.3,,,,196.0,144.0,192.1,,,,,,,170.7,,,,216.1,,30.0,,14.2,,-52.0,-178.0,,,,,-125.8,,,49.1,,,,-66.7,-69.7,,,-54.0,-49.7,,,,18.0,-34.0,14.1,,,,,,,-7.3,,,,38.1,,,True,,False,False,,,,,False,,,False,,,,False,False,,,False,False,,,,True,False,True,,,,,,,True,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,,0.1,,,,0.0,0.0,,,,0.0,,,,0.0,1.0,0.1,,,,,,,,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,1.3,,,0.1,,,,0.0,0.0,,,,0.0,,,,0.0,1.0,0.1,,,,,,,,,,,1.0,,,True,,True,True,,,,,False,,,False,,,,False,True,,,,True,,,,True,False,False,,,,,,,,,,,False,
02068,4,1.0,,0.8,,1.0,0.0,,,,,0.9,,,1.9,,,,1.2,1.3,,,4.0,4.5,,,,,2.0,,,,,,,,7.5,,,,0.7,,-3.0,,-3.2,,-3.0,-4.0,,,,,-3.1,,,-2.1,,,,-2.8,-2.7,,,0.0,0.5,,,,,-2.0,,,,,,,,3.5,,,,-3.3,,,False,,False,False,,,,,False,,,True,,,,True,True,,,True,True,,,,,True,,,,,,,,False,,,,False,
02070,7,13.0,,11.6,,7.0,,,,,,2.7,,,12.2,,,,2.3,7.4,,,4.0,7.0,,,,8.0,11.0,10.0,,,,,,,12.6,,,,13.5,,6.0,,4.6,,0.0,,,,,,-4.3,,,5.2,,,,-4.7,0.4,,,-3.0,0.0,,,,1.0,4.0,3.0,,,,,,,5.6,,,,6.5,,,True,,True,,,,,,True,,,True,,,,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,
02090,90,177.0,,174.4,,155.0,,,,,,125.5,,,176.0,,,,155.5,127.9,195.0,,105.0,141.7,,,,208.0,173.0,220.2,,,,,,160.1,119.6,,,,277.6,,87.0,,84.4,,65.0,,,,,,35.5,,,86.0,,,,65.5,37.9,105.0,,15.0,51.7,,,,118.0,83.0,130.2,,,,,,70.1,29.6,,,,187.6,,,True,,True,,,,,,True,,,True,,,,True,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False,
02100,2,1.0,,0.8,,1.0,0.0,,,,,0.1,,,0.6,,,,2.4,0.9,,,0.0,0.2,,,,1.0,2.0,0.6,,,,,,,,,,,0.8,,-1.0,,-1.2,,-1.0,-2.0,,,,,-1.9,,,-1.4,,,,0.4,-1.1,,,-2.0,-1.8,,,,-1.0,0.0,-1.4,,,,,,,,,,,-1.2,,,False,,False,False,,,,,False,,,False,,,,True,False,,,False,False,,,,False,True,False,,,,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,,0.2,,,,0.0,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,,0.2,,,,0.0,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,False,,,,False,True,,,,False,,,,True,,,,,,,,,,,,,,
02110,29,32.0,,34.8,,21.0,16.0,,,,,17.5,,,39.4,,,,28.2,16.5,20.0,,19.0,21.4,,,,32.0,25.0,59.9,,,,,,,,,,,34.7,,3.0,,5.8,,-8.0,-13.0,,,,,-11.5,,,10.4,,,,-0.8,-12.5,-9.0,,-10.0,-7.6,,,,3.0,-4.0,30.9,,,,,,,,,,,5.7,,,False,,False,False,,,,,False,,,False,,,,True,False,False,,False,False,,,,False,False,False,,,,,,,,,,,False,
02122,28,56.0,,55.5,,55.0,58.0,,,,,55.6,,,61.7,,,,45.8,46.6,,,31.0,42.4,,,,58.0,73.0,88.0,,,,,,56.6,44.5,,,,59.5,,28.0,,27.5,,27.0,30.0,,,,,27.6,,,33.7,,,,17.8,18.6,,,3.0,14.4,,,,30.0,45.0,60.0,,,,,,28.6,16.5,,,,31.5,,,True,,True,False,,,,,True,,,False,,,,True,True,,,True,True,,,,False,False,False,,,,,,False,True,,,,False,
02130,9,5.0,,5.4,,6.0,1.0,,,,,5.1,,,8.4,,,,3.1,6.0,,,7.0,6.7,,,,8.0,8.0,,,,,,,,,,,,8.1,,-4.0,,-3.6,,-3.0,-8.0,,,,,-3.9,,,-0.6,,,,-5.9,-3.0,,,-2.0,-2.3,,,,-1.0,-1.0,,,,,,,,,,,,-0.9,,,True,,True,False,,,,,True,,,True,,,,False,True,,,True,True,,,,True,True,,,,,,,,,,,,True,
02150,10,24.0,,21.4,,21.0,,,,,,28.4,,,20.7,,,,21.3,25.6,,,12.0,14.6,,,,28.0,24.0,83.0,,,,,,,25.9,,,,35.9,,14.0,,11.4,,11.0,,,,,,18.4,,,10.7,,,,11.3,15.6,,,2.0,4.6,,,,18.0,14.0,73.0,,,,,,,15.9,,,,25.9,,,True,,True,,,,,,False,,,True,,,,True,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,
02158,41,101.0,,114.4,,76.0,,,,,,,,,62.1,,,,75.6,57.9,,,94.0,42.3,,,,112.0,,,,,,,,,,,,,,,60.0,,73.4,,35.0,,,,,,,,,21.1,,,,34.6,16.9,,,53.0,1.3,,,,71.0,,,,,,,,,,,,,,,,False,,True,,,,,,,,,True,,,,True,True,,,True,True,,,,False,,,,,,,,,,,,,,
02164,0,7.0,,7.5,,3.0,,,,,,0.0,,,4.5,,,,12.4,3.0,,,2.0,,,,,4.0,5.0,3.0,,,,,,,12.6,,,,2.9,,7.0,,7.5,,3.0,,,,,,0.0,,,4.5,,,,12.4,3.0,,,2.0,,,,,4.0,5.0,3.0,,,,,,,12.6,,,,2.9,,,False,,True,,,,,,True,,,True,,,,False,True,,,True,,,,,True,True,True,,,,,,,False,,,,True,
02170,146,215.0,,209.9,,180.0,213.0,,,,,158.5,,,212.9,,,,149.2,159.7,223.0,,147.0,145.7,,,,234.0,192.0,242.8,,,,,,275.6,161.8,,,,342.2,,69.0,,63.9,,34.0,67.0,,,,,12.5,,,66.9,,,,3.2,13.7,77.0,,1.0,-0.3,,,,88.0,46.0,96.8,,,,,,129.6,15.8,,,,196.2,,,True,,True,True,,,,,True,,,True,,,,True,True,False,,True,True,,,,False,True,False,,,,,,False,True,,,,False,
02180,4,11.0,,10.6,,11.0,,,,,,4.7,,,12.3,,,,20.1,5.6,,,2.0,6.3,,,,12.0,11.0,13.8,,,,,,,14.0,,,,15.0,,7.0,,6.6,,7.0,,,,,,0.7,,,8.3,,,,16.1,1.6,,,-2.0,2.3,,,,8.0,7.0,9.8,,,,,,,10.0,,,,11.0,,,True,,False,,,,,,True,,,False,,,,False,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False,
02185,9,19.0,,12.2,,26.0,0.0,,,,,22.5,,,18.4,,,,96.8,35.0,,,3.0,26.0,,,,,27.0,51.1,,,,,,,21.1,,,,45.5,,10.0,,3.2,,17.0,-9.0,,,,,13.5,,,9.4,,,,87.8,26.0,,,-6.0,17.0,,,,,18.0,42.1,,,,,,,12.1,,,,36.5,,,True,,False,True,,,,,False,,,True,,,,False,False,,,True,False,,,,,False,False,,,,,,,False,,,,False,
02188,12,42.0,,40.3,,29.0,,,,,,11.7,,,29.1,,,,20.9,32.8,,,16.0,29.1,,,,53.0,34.0,27.3,,,,,,,54.0,,,,32.7,,30.0,,28.3,,17.0,,,,,,-0.3,,,17.1,,,,8.9,20.8,,,4.0,17.1,,,,41.0,22.0,15.3,,,,,,,42.0,,,,20.7,,,True,,True,,,,,,True,,,True,,,,True,True,,,True,True,,,,False,True,True,,,,,,,False,,,,True,
