,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48201,3328,6430.0,6273.1,3714.5,4834.0,11648.0,,,,,,7315.1,,3584.0,,5821.8,4924.8,,4834.3,4819.2,8637.0,15738.0,,4398.9,,5180.7,3944.0,,4789.0,,3102.0,2945.1,386.5,1506.0,8320.0,,,,,,3987.1,,256.0,,2493.8,1596.8,,1506.3,1491.2,5309.0,12410.0,,1070.9,,1852.7,616.0,,1461.0,,True,True,True,False,,,,,,False,,True,,True,True,,True,True,False,False,,True,,True,True,,True,
48203,30,31.0,30.5,,30.0,30.0,,,,,,64.4,,65.0,,40.3,59.6,,14.0,24.4,39.0,27.0,,13.1,,30.3,,,30.0,16.2,1.0,0.5,,0.0,0.0,,,,,,34.4,,35.0,,10.3,29.6,,-16.0,-5.6,9.0,-3.0,,-16.9,,0.3,,,0.0,-13.8,True,,True,True,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,True,False
48205,13,11.0,11.7,,7.0,6.0,,,,,,26.7,,14.0,,12.0,3.8,,2.7,4.5,,14.0,,6.6,,10.2,,,8.0,5.1,-2.0,-1.3,,-6.0,-7.0,,,,,,13.7,,1.0,,-1.0,-9.2,,-10.3,-8.5,,1.0,,-6.4,,-2.8,,,-5.0,-7.9,True,,False,False,,,,,,False,,True,,True,False,,False,False,,True,,False,,False,,,False,False
48207,2,6.0,6.0,,4.0,0.0,,,,,,8.4,,9.0,,6.8,4.4,,0.4,0.8,6.0,10.0,,5.1,,,,,11.0,2.0,4.0,4.0,,2.0,-2.0,,,,,,6.4,,7.0,,4.8,2.4,,-1.6,-1.2,4.0,8.0,,3.1,,,,,9.0,0.0,False,,True,True,,,,,,False,,False,,False,True,,True,True,False,False,,True,,,,,False,True
48209,820,80.0,75.3,,75.0,78.0,,,,,,168.1,,207.0,,87.5,87.7,,15.7,50.9,76.0,11.0,,25.2,,66.2,75.0,,60.0,79.8,-740.0,-744.7,,-745.0,-742.0,,,,,,-651.9,,-613.0,,-732.5,-732.3,,-804.3,-769.1,-744.0,-809.0,,-794.8,,-753.8,-745.0,,-760.0,-740.2,False,,False,False,,,,,,True,,True,,True,True,,False,False,False,False,,False,,False,False,,False,False
48211,14,10.0,8.8,,4.0,0.0,,,,,,14.9,,9.0,,5.4,2.0,,0.7,1.7,,18.0,,0.4,,8.9,,,15.0,4.0,-4.0,-5.2,,-10.0,-14.0,,,,,,0.9,,-5.0,,-8.6,-12.0,,-13.3,-12.3,,4.0,,-13.6,,-5.1,,,1.0,-10.0,False,,False,False,,,,,,True,,False,,False,False,,False,False,,False,,False,,False,,,True,False
48213,72,43.0,42.9,,41.0,46.0,,,,,,42.0,,76.0,,56.5,68.2,,22.0,36.7,52.0,44.0,,14.7,,41.3,,,44.0,28.4,-29.0,-29.1,,-31.0,-26.0,,,,,,-30.0,,4.0,,-15.5,-3.8,,-50.0,-35.3,-20.0,-28.0,,-57.3,,-30.7,,,-28.0,-43.6,False,,False,True,,,,,,False,,True,,True,True,,False,False,True,True,,False,,False,,,True,False
48215,946,844.0,857.0,795.2,820.0,1066.0,,,,,,498.5,,1169.0,,926.5,727.2,,640.9,696.3,781.0,952.0,,2800.4,,788.6,528.0,,637.0,565.7,-102.0,-89.0,-150.8,-126.0,120.0,,,,,,-447.5,,223.0,,-19.5,-218.8,,-305.1,-249.7,-165.0,6.0,,1854.4,,-157.4,-418.0,,-309.0,-380.3,True,False,False,False,,,,,,False,,False,,True,False,,False,False,False,True,,False,,False,False,,False,False
48217,20,60.0,56.1,,45.0,64.0,,,,,,24.3,,30.0,,62.3,30.5,,26.4,33.1,52.0,77.0,,45.1,,52.8,,,51.0,42.6,40.0,36.1,,25.0,44.0,,,,,,4.3,,10.0,,42.3,10.5,,6.4,13.1,32.0,57.0,,25.1,,32.8,,,31.0,22.6,True,,True,False,,,,,,True,,True,,False,True,,True,True,True,False,,True,,True,,,True,True
48219,43,22.0,20.3,,17.0,23.0,,,,,,427.6,,17.0,,29.8,12.6,,8.7,16.9,,20.0,,9.5,,19.0,,,18.0,15.4,-21.0,-22.7,,-26.0,-20.0,,,,,,384.6,,-26.0,,-13.2,-30.4,,-34.3,-26.1,,-23.0,,-33.5,,-24.0,,,-25.0,-27.6,False,,False,True,,,,,,False,,False,,True,False,,False,False,,False,,False,,False,,,False,False
48221,39,57.0,56.6,,45.0,61.0,,,,,,24.4,,45.0,,59.4,44.6,,19.3,39.5,74.0,45.0,,14.3,,50.6,,,55.0,23.5,18.0,17.6,,6.0,22.0,,,,,,-14.6,,6.0,,20.4,5.6,,-19.7,0.5,35.0,6.0,,-24.7,,11.6,,,16.0,-15.5,True,,True,False,,,,,,True,,True,,False,True,,False,True,False,True,,False,,True,,,True,True
48223,38,31.0,31.4,,28.0,51.0,,,,,,40.0,,45.0,,46.4,23.5,,12.6,18.9,40.0,18.0,,7.3,,27.3,,,37.0,17.2,-7.0,-6.6,,-10.0,13.0,,,,,,2.0,,7.0,,8.4,-14.5,,-25.4,-19.1,2.0,-20.0,,-30.7,,-10.7,,,-1.0,-20.8,True,,False,False,,,,,,True,,False,,False,False,,False,False,True,False,,False,,False,,,True,False
48225,4,11.0,0.0,,7.0,0.0,,,,,,42.9,,24.0,,17.0,12.2,,5.1,5.4,7.0,33.0,,8.3,,9.0,,,9.0,7.3,7.0,-4.0,,3.0,-4.0,,,,,,38.9,,20.0,,13.0,8.2,,1.1,1.4,3.0,29.0,,4.3,,5.0,,,5.0,3.3,True,,True,True,,,,,,False,,False,,False,False,,True,True,True,False,,True,,True,,,True,True
48227,67,160.0,153.5,,113.0,135.0,,,,,,30.5,,63.0,,189.1,51.1,,65.2,73.5,202.0,321.0,,112.6,,161.4,,,114.0,83.2,93.0,86.5,,46.0,68.0,,,,,,-36.5,,-4.0,,122.1,-15.9,,-1.8,6.5,135.0,254.0,,45.6,,94.4,,,47.0,16.2,True,,True,True,,,,,,True,,True,,False,True,,True,True,False,False,,True,,False,,,True,True
48229,3,15.0,15.5,,11.0,0.0,,,,,,6.9,,11.0,,18.0,2.9,,0.4,5.4,,37.0,,19.6,,13.4,,,26.0,1.7,12.0,12.5,,8.0,-3.0,,,,,,3.9,,8.0,,15.0,-0.1,,-2.6,2.4,,34.0,,16.6,,10.4,,,23.0,-1.3,False,,True,True,,,,,,True,,True,,False,True,,True,True,,False,,False,,True,,,False,True
48231,78,64.0,64.7,,65.0,70.0,,,,,,77.2,,131.0,,68.1,49.3,,43.3,70.1,92.0,52.0,,90.8,,53.1,,,65.0,39.2,-14.0,-13.3,,-13.0,-8.0,,,,,,-0.8,,53.0,,-9.9,-28.7,,-34.7,-7.9,14.0,-26.0,,12.8,,-24.9,,,-13.0,-38.8,True,,True,True,,,,,,True,,False,,True,False,,False,True,False,False,,True,,False,,,True,False
48233,27,22.0,22.8,,19.0,21.0,,,,,,31.9,,54.0,,30.4,12.5,,5.0,15.7,17.0,10.0,,9.5,,19.3,,,18.0,8.3,-5.0,-4.2,,-8.0,-6.0,,,,,,4.9,,27.0,,3.4,-14.5,,-22.0,-11.3,-10.0,-17.0,,-17.5,,-7.7,,,-9.0,-18.7,True,,False,False,,,,,,True,,False,,True,False,,False,False,False,False,,False,,False,,,False,False
48235,1,2.0,2.3,,2.0,0.0,,,,,,5.9,,2.0,,2.3,0.1,,0.0,0.0,0.0,8.0,,6.2,,,,,5.0,1.1,1.0,1.3,,1.0,-1.0,,,,,,4.9,,1.0,,1.3,-0.9,,-1.0,-1.0,-1.0,7.0,,5.2,,,,,4.0,0.1,False,,False,False,,,,,,False,,False,,False,True,,True,True,False,False,,False,,,,,False,True
48237,4,7.0,7.4,,3.0,0.0,,,,,,26.9,,8.0,,7.7,4.3,,2.0,1.7,,1.0,,0.1,,7.3,,,9.0,2.9,3.0,3.4,,-1.0,-4.0,,,,,,22.9,,4.0,,3.7,0.3,,-2.0,-2.3,,-3.0,,-3.9,,3.3,,,5.0,-1.1,False,,True,False,,,,,,False,,False,,False,True,,True,True,,False,,False,,False,,,False,True
48239,20,8.0,16.9,,7.0,0.0,,,,,,26.7,,7.0,,12.7,6.6,,0.7,4.9,,40.0,,1.3,,12.6,,,2.0,16.9,-12.0,-3.1,,-13.0,-20.0,,,,,,6.7,,-13.0,,-7.3,-13.4,,-19.3,-15.1,,20.0,,-18.7,,-7.4,,,-18.0,-3.1,True,,False,False,,,,,,True,,False,,True,False,,False,False,,False,,False,,True,,,False,True
48241,17,10.0,13.1,,10.0,29.0,,,,,,23.7,,37.0,,15.8,11.6,,0.4,4.5,7.0,11.0,,0.4,,10.2,,,7.0,13.5,-7.0,-3.9,,-7.0,12.0,,,,,,6.7,,20.0,,-1.2,-5.4,,-16.6,-12.5,-10.0,-6.0,,-16.6,,-6.8,,,-10.0,-3.5,True,,False,False,,,,,,True,,False,,True,True,,False,False,False,True,,False,,True,,,False,True
48243,0,0.0,0.8,,0.0,0.0,,,,,,2.3,,0.0,,0.1,0.1,,,0.0,0.0,0.0,,0.0,,,,,0.0,2.1,0.0,0.8,,0.0,0.0,,,,,,2.3,,0.0,,0.1,0.1,,,0.0,0.0,0.0,,0.0,,,,,0.0,2.1,False,,True,True,,,,,,False,,True,,False,False,,,False,True,True,,True,,,,,True,False
48245,190,183.0,174.5,200.5,165.0,137.0,,,,,,202.3,,240.0,,192.8,166.0,,126.2,133.3,217.0,185.0,,969.0,,153.9,115.0,,170.0,123.4,-7.0,-15.5,10.5,-25.0,-53.0,,,,,,12.3,,50.0,,2.8,-24.0,,-63.8,-56.7,27.0,-5.0,,779.0,,-36.1,-75.0,,-20.0,-66.6,False,False,False,False,,,,,,False,,False,,True,False,,False,False,False,True,,False,,False,False,,False,False
48247,37,3.0,3.0,,3.0,0.0,,,,,,11.9,,4.0,,4.3,3.2,,0.2,0.7,0.0,3.0,,3.3,,2.8,,,3.0,5.7,-34.0,-34.0,,-34.0,-37.0,,,,,,-25.1,,-33.0,,-32.7,-33.8,,-36.8,-36.3,-37.0,-34.0,,-33.7,,-34.2,,,-34.0,-31.3,True,,False,False,,,,,,True,,True,,True,True,,False,False,False,False,,True,,False,,,False,True
48249,31,54.0,54.8,,38.0,17.0,,,,,,40.4,,25.0,,47.4,45.0,,38.4,35.8,53.0,71.0,,12.1,,46.0,,,54.0,114.9,23.0,23.8,,7.0,-14.0,,,,,,9.4,,-6.0,,16.4,14.0,,7.4,4.8,22.0,40.0,,-18.9,,15.0,,,23.0,83.9,False,,True,True,,,,,,True,,True,,True,True,,True,True,True,False,,True,,True,,,False,False
48251,108,158.0,154.0,,133.0,133.0,,,,,,112.5,,168.0,,164.9,127.2,,43.7,98.6,245.0,140.0,,18.2,,150.9,172.0,,139.0,73.4,50.0,46.0,,25.0,25.0,,,,,,4.5,,60.0,,56.9,19.2,,-64.3,-9.4,137.0,32.0,,-89.8,,42.9,64.0,,31.0,-34.6,True,,True,True,,,,,,True,,False,,False,True,,False,True,False,True,,False,,True,False,,True,True
48253,13,0.0,0.0,,1.0,6.0,,,,,,100.2,,23.0,,4.6,2.5,,0.0,3.0,,2.0,,9.7,,0.0,,,0.0,1.0,-13.0,-13.0,,-12.0,-7.0,,,,,,87.2,,10.0,,-8.4,-10.5,,-13.0,-10.0,,-11.0,,-3.3,,-13.0,,,-13.0,-12.0,False,,True,True,,,,,,False,,True,,True,True,,True,True,,True,,True,,False,,,False,True
48255,4,7.0,21.4,,7.0,0.0,,,,,,34.7,,14.0,,12.4,6.9,,0.4,6.2,,60.0,,1.5,,7.5,,,2.0,8.4,3.0,17.4,,3.0,-4.0,,,,,,30.7,,10.0,,8.4,2.9,,-3.6,2.2,,56.0,,-2.5,,3.5,,,-2.0,4.4,False,,False,False,,,,,,False,,False,,False,True,,False,True,,False,,True,,False,,,True,False
48257,63,66.0,63.4,,63.0,66.0,,,,,,141.2,,138.0,,75.1,100.1,,3.3,42.0,80.0,34.0,,7.6,,62.0,58.0,,53.0,74.0,3.0,0.4,,0.0,3.0,,,,,,78.2,,75.0,,12.1,37.1,,-59.7,-21.0,17.0,-29.0,,-55.4,,-1.0,-5.0,,-10.0,11.0,True,,True,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,False,,False,False
48259,35,15.0,10.7,,14.0,14.0,,,,,,304.7,,17.0,,22.6,13.8,,0.7,7.1,,60.0,,304.6,,13.6,,,6.0,,-20.0,-24.3,,-21.0,-21.0,,,,,,269.7,,-18.0,,-12.4,-21.2,,-34.3,-27.9,,25.0,,269.6,,-21.4,,,-29.0,,False,,False,False,,,,,,False,,True,,True,False,,False,False,,False,,False,,False,,,False,
48261,0,0.0,0.0,,0.0,0.0,,,,,,3.2,,1.0,,1.5,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,3.2,,1.0,,1.5,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,False,,True,True,,,,,,False,,False,,False,False,,,True,True,True,,True,,,,,True,False
48263,0,0.0,0.0,,0.0,0.0,,,,,,2.1,,1.0,,0.1,0.4,,,0.0,0.0,0.0,,0.4,,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,2.1,,1.0,,0.1,0.4,,,0.0,0.0,0.0,,0.4,,,,,0.0,1.0,True,,True,True,,,,,,False,,False,,False,False,,,True,True,True,,False,,,,,True,False
48265,38,15.0,8.5,,12.0,22.0,,,,,,20.9,,29.0,,20.6,16.6,,2.8,6.8,,35.0,,11.8,,13.7,,,6.0,9.1,-23.0,-29.5,,-26.0,-16.0,,,,,,-17.1,,-9.0,,-17.4,-21.4,,-35.2,-31.2,,-3.0,,-26.1,,-24.3,,,-32.0,-28.9,False,,False,True,,,,,,True,,True,,True,True,,False,False,,True,,False,,False,,,False,False
48267,3,1.0,1.0,,0.0,0.0,,,,,,2.8,,3.0,,0.1,0.1,,0.1,0.0,0.0,1.0,,0.0,,,,,3.0,1.0,-2.0,-2.0,,-3.0,-3.0,,,,,,-0.2,,0.0,,-2.9,-2.9,,-2.9,-3.0,-3.0,-2.0,,-3.0,,,,,0.0,-2.0,True,,False,False,,,,,,True,,True,,False,False,,False,False,False,False,,False,,,,,True,False
48269,0,0.0,0.0,,0.0,0.0,,,,,,0.5,,1.0,,0.1,0.0,,,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0,0.0,,0.0,0.0,,,,,,0.5,,1.0,,0.1,0.0,,,0.0,0.0,0.0,,0.0,,,,,,1.0,True,,True,True,,,,,,False,,False,,False,True,,,True,True,True,,True,,,,,,False
48271,13,3.0,0.8,,1.0,0.0,,,,,,5.4,,1.0,,3.4,1.9,,0.2,0.5,0.0,7.0,,3.6,,,,,2.0,2.1,-10.0,-12.2,,-12.0,-13.0,,,,,,-7.6,,-12.0,,-9.6,-11.1,,-12.8,-12.5,-13.0,-6.0,,-9.4,,,,,-11.0,-10.9,False,,False,False,,,,,,True,,False,,True,False,,False,False,False,True,,True,,,,,False,False
48273,10,18.0,20.9,,15.0,12.0,,,,,,38.7,,15.0,,20.1,14.9,,7.2,9.5,14.0,45.0,,4.1,,30.4,,,16.0,94.0,8.0,10.9,,5.0,2.0,,,,,,28.7,,5.0,,10.1,4.9,,-2.8,-0.5,4.0,35.0,,-5.9,,20.4,,,6.0,84.0,False,,True,True,,,,,,False,,True,,False,True,,True,True,True,False,,True,,False,,,True,False
48275,5,30.0,31.8,,10.0,12.0,,,,,,4.0,,4.0,,35.7,1.1,,3.7,7.3,,21.0,,17.9,,,,,38.0,2.0,25.0,26.8,,5.0,7.0,,,,,,-1.0,,-1.0,,30.7,-3.9,,-1.3,2.3,,16.0,,12.9,,,,,33.0,-3.0,False,,True,True,,,,,,True,,True,,False,True,,True,True,,True,,True,,,,,False,True
48277,116,115.0,97.5,,82.0,115.0,,,,,,22.0,,82.0,,135.2,35.6,,48.6,67.0,135.0,71.0,,19.1,,103.0,,,95.0,51.8,-1.0,-18.5,,-34.0,-1.0,,,,,,-94.0,,-34.0,,19.2,-80.4,,-67.4,-49.0,19.0,-45.0,,-96.9,,-13.0,,,-21.0,-64.2,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
48279,28,10.0,11.0,,9.0,5.0,,,,,,23.0,,12.0,,10.8,7.6,,3.7,8.0,7.0,18.0,,4.1,,9.3,,,9.0,9.5,-18.0,-17.0,,-19.0,-23.0,,,,,,-5.0,,-16.0,,-17.2,-20.4,,-24.3,-20.0,-21.0,-10.0,,-23.9,,-18.7,,,-19.0,-18.5,True,,False,False,,,,,,True,,True,,True,False,,False,False,False,True,,False,,False,,,False,False
48281,23,12.0,13.4,,12.0,21.0,,,,,,25.2,,16.0,,20.8,16.2,,4.5,11.1,8.0,9.0,,9.3,,11.5,,,10.0,15.0,-11.0,-9.6,,-11.0,-2.0,,,,,,2.2,,-7.0,,-2.2,-6.8,,-18.5,-11.9,-15.0,-14.0,,-13.7,,-11.5,,,-13.0,-8.0,True,,False,True,,,,,,True,,True,,True,True,,False,False,False,False,,False,,False,,,False,True
48283,13,0.0,0.0,,0.0,0.0,,,,,,29.6,,6.0,,0.4,0.5,,3.0,0.5,,2.0,,2.4,,0.0,,,0.0,1.0,-13.0,-13.0,,-13.0,-13.0,,,,,,16.6,,-7.0,,-12.6,-12.5,,-10.0,-12.5,,-11.0,,-10.6,,-13.0,,,-13.0,-12.0,False,,False,False,,,,,,False,,True,,True,True,,True,True,,True,,True,,False,,,False,True
48285,40,29.0,7.4,,15.0,0.0,,,,,,16.8,,15.0,,36.2,7.9,,5.4,15.4,,7.0,,6.8,,24.7,,,7.0,27.2,-11.0,-32.6,,-25.0,-40.0,,,,,,-23.2,,-25.0,,-3.8,-32.1,,-34.6,-24.6,,-33.0,,-33.2,,-15.3,,,-33.0,-12.8,False,,False,False,,,,,,False,,False,,True,False,,False,False,,False,,False,,False,,,False,False
48287,4,9.0,9.1,,8.0,0.0,,,,,,13.5,,13.0,,16.1,7.3,,1.8,4.0,7.0,5.0,,21.5,,8.3,,,9.0,5.3,5.0,5.1,,4.0,-4.0,,,,,,9.5,,9.0,,12.1,3.3,,-2.2,0.0,3.0,1.0,,17.5,,4.3,,,5.0,1.3,False,,True,True,,,,,,False,,False,,False,True,,True,True,True,True,,False,,True,,,False,True
48289,25,17.0,16.0,,13.0,10.0,,,,,,19.7,,13.0,,19.9,10.2,,7.5,11.9,12.0,11.0,,53.4,,15.3,,,15.0,11.3,-8.0,-9.0,,-12.0,-15.0,,,,,,-5.3,,-12.0,,-5.1,-14.8,,-17.5,-13.1,-13.0,-14.0,,28.4,,-9.7,,,-10.0,-13.7,False,,False,False,,,,,,True,,False,,True,False,,False,False,False,False,,False,,False,,,False,False
48291,43,0.0,0.0,,9.0,9.0,,,,,,86.8,,67.0,,9.3,15.3,,156.3,22.4,,10.0,,8.5,,1.5,,,0.0,12.1,-43.0,-43.0,,-34.0,-34.0,,,,,,43.8,,24.0,,-33.7,-27.7,,113.3,-20.6,,-33.0,,-34.5,,-41.5,,,-43.0,-30.9,False,,True,True,,,,,,False,,True,,True,True,,False,True,,True,,True,,True,,,False,True
48293,30,20.0,20.7,,15.0,12.0,,,,,,26.0,,27.0,,21.6,15.8,,9.3,15.5,15.0,29.0,,4.7,,21.7,,,20.0,9.2,-10.0,-9.3,,-15.0,-18.0,,,,,,-4.0,,-3.0,,-8.4,-14.2,,-20.7,-14.5,-15.0,-1.0,,-25.4,,-8.3,,,-10.0,-20.8,True,,False,False,,,,,,True,,True,,True,False,,False,False,False,True,,False,,True,,,False,False
48295,18,4.0,4.2,,2.0,0.0,,,,,,30.5,,5.0,,2.2,1.3,,0.2,0.1,3.0,10.0,,7.7,,3.8,,,5.0,1.2,-14.0,-13.8,,-16.0,-18.0,,,,,,12.5,,-13.0,,-15.8,-16.7,,-17.8,-17.9,-15.0,-8.0,,-10.3,,-14.2,,,-13.0,-16.8,True,,False,False,,,,,,True,,True,,False,False,,False,False,False,True,,True,,False,,,True,False
48297,0,0.0,0.5,,1.0,0.0,,,,,,23.4,,6.0,,0.2,3.6,,0.0,0.1,,9.0,,0.6,,1.4,,,1.0,0.9,0.0,0.5,,1.0,0.0,,,,,,23.4,,6.0,,0.2,3.6,,0.0,0.1,,9.0,,0.6,,1.4,,,1.0,0.9,False,,False,True,,,,,,False,,False,,False,False,,True,False,,False,,False,,False,,,False,False
48299,11,14.0,14.8,,8.0,7.0,,,,,,12.7,,13.0,,20.0,12.1,,4.0,8.2,,22.0,,7.5,,12.3,,,14.0,4.8,3.0,3.8,,-3.0,-4.0,,,,,,1.7,,2.0,,9.0,1.1,,-7.0,-2.8,,11.0,,-3.5,,1.3,,,3.0,-6.2,False,,False,False,,,,,,True,,True,,False,True,,False,True,,False,,False,,True,,,False,False
48301,0,0.0,0.0,,0.0,0.0,,,,,,0.4,,0.0,,0.2,0.0,,,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0,0.0,,0.0,0.0,,,,,,0.4,,0.0,,0.2,0.0,,,0.0,0.0,0.0,,0.0,,,,,,1.0,True,,True,True,,,,,,False,,True,,False,True,,,True,True,True,,True,,,,,,False
48303,1117,1157.0,1099.4,926.0,1107.0,1409.0,,,,,,858.2,,1506.0,,1228.3,586.7,,1048.7,1114.0,1408.0,649.0,,1126.5,,988.3,920.0,,1269.0,750.6,40.0,-17.6,-191.0,-10.0,292.0,,,,,,-258.8,,389.0,,111.3,-530.3,,-68.3,-3.0,291.0,-468.0,,9.5,,-128.7,-197.0,,152.0,-366.4,True,False,True,False,,,,,,False,,False,,False,False,,False,True,False,False,,True,,False,False,,False,False
48305,6,10.0,8.8,,4.0,0.0,,,,,,14.4,,4.0,,14.1,2.8,,1.7,4.5,,0.0,,0.3,,8.6,,,11.0,2.6,4.0,2.8,,-2.0,-6.0,,,,,,8.4,,-2.0,,8.1,-3.2,,-4.3,-1.5,,-6.0,,-5.7,,2.6,,,5.0,-3.4,True,,True,False,,,,,,False,,True,,False,True,,False,True,,False,,False,,True,,,False,True
48307,6,13.0,13.4,,10.0,6.0,,,,,,19.2,,8.0,,13.4,10.7,,6.3,9.5,,,,5.2,,13.9,,,16.0,10.2,7.0,7.4,,4.0,0.0,,,,,,13.2,,2.0,,7.4,4.7,,0.3,3.5,,,,-0.8,,7.9,,,10.0,4.2,False,,True,True,,,,,,False,,True,,False,True,,True,True,,,,True,,False,,,False,True
48309,545,392.0,413.9,383.1,373.0,348.0,,,,,,305.1,,347.0,,384.9,193.9,,372.8,389.3,481.0,338.0,,373.3,,315.7,426.0,,427.0,302.2,-153.0,-131.1,-161.9,-172.0,-197.0,,,,,,-239.9,,-198.0,,-160.1,-351.1,,-172.2,-155.7,-64.0,-207.0,,-171.7,,-229.3,-119.0,,-118.0,-242.8,True,False,False,False,,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,True,,True,False
48311,0,0.0,0.0,,0.0,0.0,,,,,,2.7,,1.0,,0.4,0.2,,,0.0,0.0,0.0,,1.4,,,,,0.0,3.2,0.0,0.0,,0.0,0.0,,,,,,2.7,,1.0,,0.4,0.2,,,0.0,0.0,0.0,,1.4,,,,,0.0,3.2,True,,True,True,,,,,,False,,False,,False,False,,,False,True,True,,False,,,,,True,False
48313,9,7.0,22.8,,5.0,0.0,,,,,,28.1,,20.0,,4.9,4.5,,1.5,4.6,6.0,5.0,,5.7,,7.5,,,6.0,5.0,-2.0,13.8,,-4.0,-9.0,,,,,,19.1,,11.0,,-4.1,-4.5,,-7.5,-4.4,-3.0,-4.0,,-3.3,,-1.5,,,-3.0,-4.0,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
48315,6,2.0,2.0,,2.0,0.0,,,,,,10.6,,12.0,,2.5,1.9,,0.1,0.2,0.0,8.0,,1.3,,1.8,,,2.0,2.9,-4.0,-4.0,,-4.0,-6.0,,,,,,4.6,,6.0,,-3.5,-4.1,,-5.9,-5.8,-6.0,2.0,,-4.7,,-4.2,,,-4.0,-3.1,True,,False,False,,,,,,False,,False,,True,False,,False,False,False,True,,False,,False,,,False,True
48317,2,1.0,1.0,,1.0,0.0,,,,,,11.6,,4.0,,0.5,1.4,,0.6,0.0,0.0,1.0,,0.6,,1.1,,,2.0,1.3,-1.0,-1.0,,-1.0,-2.0,,,,,,9.6,,2.0,,-1.5,-0.6,,-1.4,-2.0,-2.0,-1.0,,-1.4,,-0.9,,,0.0,-0.7,True,,False,False,,,,,,False,,False,,False,True,,False,False,False,False,,False,,True,,,True,True
48319,0,2.0,2.1,,1.0,0.0,,,,,,11.0,,4.0,,1.4,0.7,,0.5,0.0,0.0,0.0,,1.4,,2.6,,,2.0,1.2,2.0,2.1,,1.0,0.0,,,,,,11.0,,4.0,,1.4,0.7,,0.5,0.0,0.0,0.0,,1.4,,2.6,,,2.0,1.2,False,,True,True,,,,,,False,,False,,True,True,,True,True,True,True,,True,,False,,,False,True
48321,26,17.0,15.6,,17.0,18.0,,,,,,50.6,,17.0,,20.4,10.6,,12.0,17.2,14.0,77.0,,4.8,,15.0,,,8.0,18.0,-9.0,-10.4,,-9.0,-8.0,,,,,,24.6,,-9.0,,-5.6,-15.4,,-14.0,-8.8,-12.0,51.0,,-21.2,,-11.0,,,-18.0,-8.0,False,,False,True,,,,,,False,,False,,True,False,,False,True,False,False,,False,,False,,,False,True
