,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13119,27,23.0,22.8,,22.0,22.0,,,,,,23.1,,46.0,,21.6,25.2,,8.6,22.3,23.0,8.0,,8.8,,20.6,,,23.0,22.5,-4.0,-4.2,,-5.0,-5.0,,,,,,-3.9,,19.0,,-5.4,-1.8,,-18.4,-4.7,-4.0,-19.0,,-18.2,,-6.4,,,-4.0,-4.5,False,,False,False,,,,,,True,,False,,False,True,,False,False,False,False,,False,,False,,,False,False
13121,948,514.0,540.0,397.9,522.0,530.0,,,,,,379.2,,626.0,,371.2,649.5,,563.0,597.4,491.0,463.0,,361.3,,545.7,452.0,,467.0,339.4,-434.0,-408.0,-550.1,-426.0,-418.0,,,,,,-568.8,,-322.0,,-576.8,-298.5,,-385.0,-350.6,-457.0,-485.0,,-586.7,,-402.3,-496.0,,-481.0,-608.6,True,False,True,True,,,,,,False,,True,,False,True,,True,True,False,False,,False,,True,False,,False,False
13123,55,41.0,43.6,,35.0,20.0,,,,,,24.2,,39.0,,33.6,36.5,,31.3,34.9,45.0,73.0,,59.6,,38.9,,,47.0,14.2,-14.0,-11.4,,-20.0,-35.0,,,,,,-30.8,,-16.0,,-21.4,-18.5,,-23.7,-20.1,-10.0,18.0,,4.6,,-16.1,,,-8.0,-40.8,True,,False,False,,,,,,False,,False,,False,False,,False,False,True,False,,True,,False,,,True,False
13125,0,2.0,2.1,,1.0,0.0,,,,,,4.8,,4.0,,2.1,1.1,,0.1,0.1,0.0,9.0,,1.0,,1.9,,,2.0,1.3,2.0,2.1,,1.0,0.0,,,,,,4.8,,4.0,,2.1,1.1,,0.1,0.1,0.0,9.0,,1.0,,1.9,,,2.0,1.3,False,,True,True,,,,,,False,,False,,False,True,,True,True,True,False,,True,,True,,,False,True
13127,45,59.0,59.9,,55.0,32.0,,,,,,58.9,,87.0,,54.8,41.5,,44.8,54.5,45.0,77.0,,134.8,,55.5,,,38.0,29.1,14.0,14.9,,10.0,-13.0,,,,,,13.9,,42.0,,9.8,-3.5,,-0.2,9.5,0.0,32.0,,89.8,,10.5,,,-7.0,-15.9,False,,True,True,,,,,,True,,False,,True,True,,True,True,True,False,,False,,True,,,True,False
13129,82,61.0,63.9,,55.0,62.0,,,,,,49.1,,80.0,,57.3,34.9,,30.2,53.7,55.0,0.0,,45.2,,55.3,,,55.0,45.4,-21.0,-18.1,,-27.0,-20.0,,,,,,-32.9,,-2.0,,-24.7,-47.1,,-51.8,-28.3,-27.0,-82.0,,-36.8,,-26.7,,,-27.0,-36.6,True,,False,True,,,,,,False,,True,,False,False,,False,False,False,False,,False,,False,,,False,False
13131,28,29.0,28.2,,29.0,21.0,,,,,,26.4,,30.0,,29.5,22.6,,22.3,30.1,29.0,26.0,,29.2,,28.9,,,25.0,21.4,1.0,0.2,,1.0,-7.0,,,,,,-1.6,,2.0,,1.5,-5.4,,-5.7,2.1,1.0,-2.0,,1.2,,0.9,,,-3.0,-6.6,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
13133,25,13.0,13.6,,11.0,7.0,,,,,,11.9,,19.0,,11.1,11.4,,3.9,11.2,,22.0,,5.6,,13.5,,,11.0,6.0,-12.0,-11.4,,-14.0,-18.0,,,,,,-13.1,,-6.0,,-13.9,-13.6,,-21.1,-13.8,,-3.0,,-19.4,,-11.5,,,-14.0,-19.0,True,,False,False,,,,,,False,,True,,False,False,,False,False,,True,,False,,True,,,False,False
13135,726,690.0,731.0,613.2,619.0,659.0,,,,,,417.0,,598.0,,583.2,628.9,,625.1,722.7,720.0,546.0,,611.0,,635.7,582.0,,683.0,501.0,-36.0,5.0,-112.8,-107.0,-67.0,,,,,,-309.0,,-128.0,,-142.8,-97.1,,-100.9,-3.3,-6.0,-180.0,,-115.0,,-90.3,-144.0,,-43.0,-225.0,True,False,False,False,,,,,,False,,False,,False,False,,False,True,True,False,,False,,False,False,,False,False
13137,44,91.0,104.8,,75.0,109.0,,,,,,51.5,,75.0,,97.2,61.5,,50.0,69.8,115.0,33.0,,50.9,,83.0,,,89.0,45.8,47.0,60.8,,31.0,65.0,,,,,,7.5,,31.0,,53.2,17.5,,6.0,25.8,71.0,-11.0,,6.9,,39.0,,,45.0,1.8,False,,True,False,,,,,,True,,True,,False,True,,True,True,False,True,,True,,True,,,True,True
13139,324,392.0,398.5,317.0,301.0,374.0,,,,,,208.8,,285.0,,411.6,288.0,,247.0,265.4,505.0,285.0,,76.2,,328.1,322.0,,474.0,243.0,68.0,74.5,-7.0,-23.0,50.0,,,,,,-115.2,,-39.0,,87.6,-36.0,,-77.0,-58.6,181.0,-39.0,,-247.8,,4.1,-2.0,,150.0,-81.0,False,True,True,True,,,,,,False,,True,,False,True,,False,True,False,True,,False,,True,True,,False,False
13141,4,7.0,7.8,,6.0,0.0,,,,,,16.7,,6.0,,8.3,7.0,,2.3,5.3,0.0,14.0,,6.3,,7.8,,,7.0,6.1,3.0,3.8,,2.0,-4.0,,,,,,12.7,,2.0,,4.3,3.0,,-1.7,1.3,-4.0,10.0,,2.3,,3.8,,,3.0,2.1,False,,True,False,,,,,,False,,True,,False,False,,True,True,False,False,,True,,False,,,False,True
13143,33,42.0,41.4,,39.0,38.0,,,,,,20.2,,33.0,,38.9,29.1,,27.0,42.6,43.0,64.0,,39.7,,43.4,,,41.0,30.3,9.0,8.4,,6.0,5.0,,,,,,-12.8,,0.0,,5.9,-3.9,,-6.0,9.6,10.0,31.0,,6.7,,10.4,,,8.0,-2.7,True,,True,True,,,,,,False,,True,,True,True,,True,False,False,False,,True,,False,,,True,True
13145,10,12.0,11.7,,11.0,9.0,,,,,,29.7,,23.0,,11.1,10.6,,6.8,12.6,,5.0,,14.0,,10.1,,,13.0,10.8,2.0,1.7,,1.0,-1.0,,,,,,19.7,,13.0,,1.1,0.6,,-3.2,2.6,,-5.0,,4.0,,0.1,,,3.0,0.8,True,,True,True,,,,,,False,,False,,True,True,,False,False,,False,,False,,True,,,False,True
13147,14,20.0,19.1,,16.0,14.0,,,,,,23.8,,37.0,,22.2,16.3,,6.2,16.4,,11.0,,7.3,,18.3,,,22.0,13.8,6.0,5.1,,2.0,0.0,,,,,,9.8,,23.0,,8.2,2.3,,-7.8,2.4,,-3.0,,-6.7,,4.3,,,8.0,-0.2,True,,True,True,,,,,,False,,False,,False,True,,False,True,,True,,False,,True,,,False,True
13149,2,7.0,8.2,,5.0,0.0,,,,,,15.2,,8.0,,7.8,5.6,,1.8,4.6,0.0,6.0,,5.2,,7.1,,,9.0,4.4,5.0,6.2,,3.0,-2.0,,,,,,13.2,,6.0,,5.8,3.6,,-0.2,2.6,-2.0,4.0,,3.2,,5.1,,,7.0,2.4,False,,True,True,,,,,,False,,False,,False,True,,True,True,True,True,,True,,False,,,False,True
13151,219,218.0,204.6,,189.0,192.0,,,,,,153.6,,143.0,,190.2,205.9,,170.5,204.8,244.0,226.0,,121.9,,189.0,186.0,,220.0,153.2,-1.0,-14.4,,-30.0,-27.0,,,,,,-65.4,,-76.0,,-28.8,-13.1,,-48.5,-14.2,25.0,7.0,,-97.1,,-30.0,-33.0,,1.0,-65.8,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,False,,False,False
13153,102,56.0,56.8,,53.0,37.0,,,,,,93.2,,105.0,,52.8,109.2,,36.9,68.3,42.0,160.0,,35.2,,52.6,45.0,,54.0,63.2,-46.0,-45.2,,-49.0,-65.0,,,,,,-8.8,,3.0,,-49.2,7.2,,-65.1,-33.7,-60.0,58.0,,-66.8,,-49.4,-57.0,,-48.0,-38.8,True,,False,False,,,,,,True,,True,,False,True,,False,True,False,False,,False,,False,False,,False,True
13155,12,30.0,31.3,,16.0,15.0,,,,,,15.7,,9.0,,28.1,8.2,,15.5,18.8,,37.0,,11.7,,30.9,,,20.0,16.3,18.0,19.3,,4.0,3.0,,,,,,3.7,,-3.0,,16.1,-3.8,,3.5,6.8,,25.0,,-0.3,,18.9,,,8.0,4.3,False,,True,True,,,,,,True,,True,,True,True,,True,True,,False,,True,,False,,,True,True
13157,79,80.0,83.9,,71.0,76.0,,,,,,57.2,,78.0,,86.1,70.6,,47.8,71.5,81.0,75.0,,44.1,,71.5,,,83.0,54.7,1.0,4.9,,-8.0,-3.0,,,,,,-21.8,,-1.0,,7.1,-8.4,,-31.2,-7.5,2.0,-4.0,,-34.9,,-7.5,,,4.0,-24.3,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
13159,7,4.0,3.2,,4.0,7.0,,,,,,17.6,,14.0,,2.9,5.6,,1.6,5.1,0.0,5.0,,6.1,,4.1,,,9.0,4.7,-3.0,-3.8,,-3.0,0.0,,,,,,10.6,,7.0,,-4.1,-1.4,,-5.4,-1.9,-7.0,-2.0,,-0.9,,-2.9,,,2.0,-2.3,False,,False,True,,,,,,False,,False,,False,True,,False,True,False,True,,True,,True,,,True,True
13161,18,12.0,11.4,,11.0,4.0,,,,,,20.4,,13.0,,12.6,11.4,,4.9,12.2,,19.0,,7.9,,12.9,,,11.0,6.8,-6.0,-6.6,,-7.0,-14.0,,,,,,2.4,,-5.0,,-5.4,-6.6,,-13.1,-5.8,,1.0,,-10.1,,-5.1,,,-7.0,-11.2,False,,False,False,,,,,,True,,True,,True,False,,False,True,,True,,False,,True,,,False,False
13163,11,24.0,22.9,,17.0,14.0,,,,,,19.3,,19.0,,23.0,15.9,,8.2,16.9,,37.0,,14.0,,20.5,,,21.0,13.8,13.0,11.9,,6.0,3.0,,,,,,8.3,,8.0,,12.0,4.9,,-2.8,5.9,,26.0,,3.0,,9.5,,,10.0,2.8,True,,True,True,,,,,,True,,True,,True,True,,True,True,,False,,True,,True,,,True,True
13165,15,22.0,22.9,,15.0,7.0,,,,,,14.9,,14.0,,24.4,8.0,,5.1,15.3,,2.0,,12.5,,18.1,,,16.0,19.0,7.0,7.9,,0.0,-8.0,,,,,,-0.1,,-1.0,,9.4,-7.0,,-9.9,0.3,,-13.0,,-2.5,,3.1,,,1.0,4.0,False,,True,False,,,,,,True,,True,,False,False,,False,True,,False,,True,,True,,,True,True
13167,10,4.0,6.1,,6.0,7.0,,,,,,16.5,,16.0,,2.3,6.5,,1.6,4.5,0.0,21.0,,13.5,,6.9,,,2.0,6.6,-6.0,-3.9,,-4.0,-3.0,,,,,,6.5,,6.0,,-7.7,-3.5,,-8.4,-5.5,-10.0,11.0,,3.5,,-3.1,,,-8.0,-3.4,True,,True,True,,,,,,False,,False,,False,True,,False,True,False,False,,True,,True,,,False,True
13169,27,23.0,24.0,,19.0,10.0,,,,,,29.0,,21.0,,23.9,24.1,,7.1,17.3,,51.0,,18.9,,24.4,,,21.0,15.8,-4.0,-3.0,,-8.0,-17.0,,,,,,2.0,,-6.0,,-3.1,-2.9,,-19.9,-9.7,,24.0,,-8.1,,-2.6,,,-6.0,-11.2,True,,False,False,,,,,,True,,False,,True,True,,False,False,,False,,False,,True,,,False,False
13171,10,16.0,15.8,,12.0,0.0,,,,,,22.1,,19.0,,16.7,8.5,,6.0,11.6,,0.0,,0.0,,16.1,,,21.0,4.8,6.0,5.8,,2.0,-10.0,,,,,,12.1,,9.0,,6.7,-1.5,,-4.0,1.6,,-10.0,,-10.0,,6.1,,,11.0,-5.2,True,,True,False,,,,,,False,,False,,False,True,,True,True,,False,,False,,False,,,False,True
13173,4,2.0,1.2,,1.0,0.0,,,,,,17.2,,8.0,,1.8,4.0,,0.0,0.5,0.0,5.0,,0.6,,2.3,,,1.0,9.4,-2.0,-2.8,,-3.0,-4.0,,,,,,13.2,,4.0,,-2.2,0.0,,-4.0,-3.5,-4.0,1.0,,-3.4,,-1.7,,,-3.0,5.4,False,,False,False,,,,,,False,,False,,False,True,,False,False,False,True,,False,,True,,,False,False
13175,127,58.0,56.8,,57.0,56.0,,,,,,37.8,,63.0,,51.9,39.8,,59.2,73.7,56.0,101.0,,41.7,,58.0,,,52.0,48.1,-69.0,-70.2,,-70.0,-71.0,,,,,,-89.2,,-64.0,,-75.1,-87.2,,-67.8,-53.3,-71.0,-26.0,,-85.3,,-69.0,,,-75.0,-78.9,False,,False,False,,,,,,False,,True,,False,False,,True,True,False,True,,False,,False,,,False,False
13177,15,10.0,9.8,,10.0,8.0,,,,,,57.3,,21.0,,7.9,12.2,,4.3,11.7,,7.0,,10.4,,11.1,,,7.0,8.9,-5.0,-5.2,,-5.0,-7.0,,,,,,42.3,,6.0,,-7.1,-2.8,,-10.7,-3.3,,-8.0,,-4.6,,-3.9,,,-8.0,-6.1,False,,False,False,,,,,,False,,False,,False,True,,False,True,,False,,True,,True,,,False,False
13179,23,35.0,33.1,,32.0,35.0,,,,,,46.6,,62.0,,31.7,40.6,,15.9,32.2,32.0,40.0,,21.8,,31.5,,,31.0,37.1,12.0,10.1,,9.0,12.0,,,,,,23.6,,39.0,,8.7,17.6,,-7.1,9.2,9.0,17.0,,-1.2,,8.5,,,8.0,14.1,True,,True,False,,,,,,False,,False,,True,False,,True,True,True,False,,True,,True,,,True,False
13181,5,1.0,1.4,,1.0,0.0,,,,,,11.3,,7.0,,0.9,3.1,,0.0,0.5,0.0,9.0,,0.5,,1.2,,,1.0,2.5,-4.0,-3.6,,-4.0,-5.0,,,,,,6.3,,2.0,,-4.1,-1.9,,-5.0,-4.5,-5.0,4.0,,-4.5,,-3.8,,,-4.0,-2.5,True,,False,False,,,,,,False,,True,,False,True,,False,False,False,False,,False,,True,,,False,True
13183,5,4.0,6.8,,7.0,8.0,,,,,,19.7,,11.0,,2.4,9.7,,1.9,8.5,0.0,4.0,,7.3,,4.1,,,9.0,10.8,-1.0,1.8,,2.0,3.0,,,,,,14.7,,6.0,,-2.6,4.7,,-3.1,3.5,-5.0,-1.0,,2.3,,-0.9,,,4.0,5.8,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
13185,122,89.0,89.4,,77.0,74.0,,,,,,94.1,,142.0,,67.8,47.8,,59.3,77.1,96.0,129.0,,80.9,,77.5,,,84.0,66.8,-33.0,-32.6,,-45.0,-48.0,,,,,,-27.9,,20.0,,-54.2,-74.2,,-62.7,-44.9,-26.0,7.0,,-41.1,,-44.5,,,-38.0,-55.2,True,,False,False,,,,,,True,,True,,False,False,,False,False,True,True,,False,,False,,,False,False
13187,28,35.0,38.8,,26.0,25.0,,,,,,30.4,,42.0,,34.4,30.4,,15.2,26.0,26.0,64.0,,13.7,,46.1,,,27.0,24.0,7.0,10.8,,-2.0,-3.0,,,,,,2.4,,14.0,,6.4,2.4,,-12.8,-2.0,-2.0,36.0,,-14.3,,18.1,,,-1.0,-4.0,False,,True,True,,,,,,True,,False,,True,True,,False,True,True,False,,False,,False,,,True,True
13189,23,14.0,13.6,,13.0,6.0,,,,,,22.7,,33.0,,9.6,18.5,,3.7,12.5,,0.0,,15.2,,12.5,,,18.0,13.4,-9.0,-9.4,,-10.0,-17.0,,,,,,-0.3,,10.0,,-13.4,-4.5,,-19.3,-10.5,,-23.0,,-7.8,,-10.5,,,-5.0,-9.6,False,,False,False,,,,,,True,,False,,False,True,,False,False,,False,,True,,False,,,True,False
13191,2,8.0,7.7,,6.0,2.0,,,,,,11.4,,7.0,,5.5,9.4,,1.3,5.5,0.0,4.0,,3.2,,7.8,,,7.0,5.6,6.0,5.7,,4.0,0.0,,,,,,9.4,,5.0,,3.5,7.4,,-0.7,3.5,-2.0,2.0,,1.2,,5.8,,,5.0,3.6,True,,True,True,,,,,,False,,True,,True,False,,True,True,True,True,,True,,True,,,True,True
13193,5,2.0,2.6,,2.0,0.0,,,,,,21.1,,13.0,,2.3,7.6,,1.1,2.7,0.0,4.0,,2.3,,2.2,,,4.0,2.6,-3.0,-2.4,,-3.0,-5.0,,,,,,16.1,,8.0,,-2.7,2.6,,-3.9,-2.3,-5.0,-1.0,,-2.7,,-2.8,,,-1.0,-2.4,True,,False,False,,,,,,False,,False,,True,True,,False,True,False,True,,True,,True,,,True,True
13195,20,24.0,23.6,,24.0,18.0,,,,,,22.9,,38.0,,24.2,22.8,,9.9,19.6,20.0,19.0,,12.0,,23.5,,,19.0,23.8,4.0,3.6,,4.0,-2.0,,,,,,2.9,,18.0,,4.2,2.8,,-10.1,-0.4,0.0,-1.0,,-8.0,,3.5,,,-1.0,3.8,True,,False,True,,,,,,True,,False,,False,True,,False,True,True,True,,False,,True,,,True,True
13197,1,3.0,2.5,,2.0,0.0,,,,,,13.2,,7.0,,1.9,3.3,,0.2,0.8,0.0,2.0,,1.8,,2.8,,,2.0,3.6,2.0,1.5,,1.0,-1.0,,,,,,12.2,,6.0,,0.9,2.3,,-0.8,-0.2,-1.0,1.0,,0.8,,1.8,,,1.0,2.6,True,,True,True,,,,,,False,,False,,True,False,,True,True,True,True,,True,,True,,,True,False
13199,6,12.0,11.8,,7.0,7.0,,,,,,20.3,,17.0,,4.8,10.7,,6.1,11.7,,7.0,,6.6,,12.3,,,10.0,7.0,6.0,5.8,,1.0,1.0,,,,,,14.3,,11.0,,-1.2,4.7,,0.1,5.7,,1.0,,0.6,,6.3,,,4.0,1.0,True,,True,True,,,,,,False,,False,,True,True,,True,True,,True,,True,,False,,,True,True
13201,17,19.0,20.8,,17.0,0.0,,,,,,18.9,,7.0,,17.5,4.9,,8.1,16.8,,23.0,,18.3,,19.1,,,17.0,9.9,2.0,3.8,,0.0,-17.0,,,,,,1.9,,-10.0,,0.5,-12.1,,-8.9,-0.2,,6.0,,1.3,,2.1,,,0.0,-7.1,False,,True,False,,,,,,True,,False,,True,False,,False,True,,False,,True,,False,,,True,False
13205,16,24.0,25.1,,20.0,21.0,,,,,,41.0,,20.0,,22.0,17.6,,4.7,16.5,,25.0,,14.8,,23.2,,,25.0,15.4,8.0,9.1,,4.0,5.0,,,,,,25.0,,4.0,,6.0,1.6,,-11.3,0.5,,9.0,,-1.2,,7.2,,,9.0,-0.6,False,,True,True,,,,,,False,,True,,True,True,,False,True,,False,,True,,True,,,False,True
13207,23,20.0,18.9,,19.0,18.0,,,,,,23.8,,25.0,,24.2,18.6,,6.9,16.3,,57.0,,18.7,,18.3,,,5.0,20.5,-3.0,-4.1,,-4.0,-5.0,,,,,,0.8,,2.0,,1.2,-4.4,,-16.1,-6.7,,34.0,,-4.3,,-4.7,,,-18.0,-2.5,False,,False,False,,,,,,True,,True,,True,False,,False,False,,False,,False,,False,,,False,True
13209,21,16.0,14.6,,15.0,13.0,,,,,,15.4,,7.0,,17.0,8.9,,7.0,14.1,,2.0,,14.5,,15.3,,,14.0,15.2,-5.0,-6.4,,-6.0,-8.0,,,,,,-5.6,,-14.0,,-4.0,-12.1,,-14.0,-6.9,,-19.0,,-6.5,,-5.7,,,-7.0,-5.8,False,,False,False,,,,,,False,,False,,True,False,,False,False,,False,,False,,False,,,False,False
13211,12,8.0,8.5,,7.0,1.0,,,,,,27.6,,30.0,,7.8,11.1,,1.0,7.3,,6.0,,3.5,,10.3,,,8.0,5.2,-4.0,-3.5,,-5.0,-11.0,,,,,,15.6,,18.0,,-4.2,-0.9,,-11.0,-4.7,,-6.0,,-8.5,,-1.7,,,-4.0,-6.8,True,,False,False,,,,,,False,,False,,False,True,,False,False,,False,,False,,True,,,False,False
13213,40,26.0,27.6,,26.0,33.0,,,,,,31.3,,55.0,,26.7,18.1,,12.6,26.7,27.0,17.0,,17.7,,22.9,,,28.0,24.0,-14.0,-12.4,,-14.0,-7.0,,,,,,-8.7,,15.0,,-13.3,-21.9,,-27.4,-13.3,-13.0,-23.0,,-22.3,,-17.1,,,-12.0,-16.0,True,,False,True,,,,,,True,,False,,True,False,,False,True,True,False,,False,,False,,,True,False
13215,83,103.0,104.2,,87.0,93.0,,,,,,118.7,,164.0,,87.2,95.1,,48.7,83.2,110.0,72.0,,58.1,,93.7,69.0,,111.0,75.4,20.0,21.2,,4.0,10.0,,,,,,35.7,,81.0,,4.2,12.1,,-34.3,0.2,27.0,-11.0,,-24.9,,10.7,-14.0,,28.0,-7.6,False,,True,True,,,,,,False,,False,,True,True,,False,True,False,True,,False,,True,True,,False,True
13217,53,48.0,49.1,,44.0,47.0,,,,,,75.7,,80.0,,41.3,68.1,,35.3,58.0,40.0,35.0,,27.9,,43.7,,,43.0,34.3,-5.0,-3.9,,-9.0,-6.0,,,,,,22.7,,27.0,,-11.7,15.1,,-17.7,5.0,-13.0,-18.0,,-25.1,,-9.3,,,-10.0,-18.7,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
13219,24,31.0,30.8,,25.0,17.0,,,,,,37.3,,34.0,,31.4,32.1,,12.7,25.0,27.0,9.0,,9.3,,29.7,,,26.0,22.8,7.0,6.8,,1.0,-7.0,,,,,,13.3,,10.0,,7.4,8.1,,-11.3,1.0,3.0,-15.0,,-14.7,,5.7,,,2.0,-1.2,True,,True,False,,,,,,False,,False,,False,False,,False,True,True,False,,False,,True,,,True,True
13221,29,13.0,13.3,,12.0,3.0,,,,,,17.0,,17.0,,14.8,10.8,,7.9,14.8,,19.0,,9.0,,11.0,,,13.0,11.5,-16.0,-15.7,,-17.0,-26.0,,,,,,-12.0,,-12.0,,-14.2,-18.2,,-21.1,-14.2,,-10.0,,-20.0,,-18.0,,,-16.0,-17.5,True,,False,False,,,,,,True,,True,,True,False,,False,True,,True,,False,,False,,,False,False
13223,68,84.0,86.6,,75.0,81.0,,,,,,93.0,,116.0,,69.8,105.1,,61.7,74.5,70.0,74.0,,38.4,,84.3,63.0,,62.0,9.4,16.0,18.6,,7.0,13.0,,,,,,25.0,,48.0,,1.8,37.1,,-6.3,6.5,2.0,6.0,,-29.6,,16.3,-5.0,,-6.0,-58.6,False,,True,True,,,,,,False,,False,,True,False,,True,True,True,True,,False,,False,True,,True,False
13225,22,16.0,16.6,,14.0,11.0,,,,,,27.4,,21.0,,9.7,17.1,,5.7,14.0,,34.0,,12.1,,16.7,,,10.0,15.9,-6.0,-5.4,,-8.0,-11.0,,,,,,5.4,,-1.0,,-12.3,-4.9,,-16.3,-8.0,,12.0,,-9.9,,-5.3,,,-12.0,-6.1,True,,False,False,,,,,,True,,True,,False,True,,False,False,,False,,False,,True,,,False,False
13227,25,10.0,10.0,,10.0,10.0,,,,,,19.2,,35.0,,7.2,17.1,,9.6,17.8,,16.0,,8.1,,12.4,,,8.0,,-15.0,-15.0,,-15.0,-15.0,,,,,,-5.8,,10.0,,-17.8,-7.9,,-15.4,-7.2,,-9.0,,-16.9,,-12.6,,,-17.0,,False,,False,False,,,,,,True,,True,,False,True,,False,True,,True,,False,,True,,,False,
13229,10,17.0,19.1,,15.0,15.0,,,,,,27.4,,18.0,,15.8,13.4,,3.9,11.2,,50.0,,11.2,,15.8,,,12.0,12.9,7.0,9.1,,5.0,5.0,,,,,,17.4,,8.0,,5.8,3.4,,-6.1,1.2,,40.0,,1.2,,5.8,,,2.0,2.9,False,,True,True,,,,,,False,,False,,True,True,,True,True,,False,,True,,True,,,True,True
13231,15,23.0,23.3,,13.0,7.0,,,,,,20.8,,13.0,,27.2,12.6,,8.2,14.2,,32.0,,10.6,,21.5,,,24.0,8.5,8.0,8.3,,-2.0,-8.0,,,,,,5.8,,-2.0,,12.2,-2.4,,-6.8,-0.8,,17.0,,-4.4,,6.5,,,9.0,-6.5,False,,True,False,,,,,,True,,True,,False,True,,True,True,,False,,True,,True,,,False,True
13233,34,40.0,43.7,,40.0,55.0,,,,,,44.1,,61.0,,39.9,33.0,,17.5,36.8,46.0,15.0,,16.4,,42.1,,,47.0,33.6,6.0,9.7,,6.0,21.0,,,,,,10.1,,27.0,,5.9,-1.0,,-16.5,2.8,12.0,-19.0,,-17.6,,8.1,,,13.0,-0.4,False,,False,False,,,,,,False,,False,,True,True,,False,True,False,False,,False,,False,,,False,True
13235,2,6.0,2.8,,6.0,14.0,,,,,,14.5,,10.0,,6.2,8.3,,1.3,3.9,0.0,32.0,,1.4,,14.4,,,2.0,5.8,4.0,0.8,,4.0,12.0,,,,,,12.5,,8.0,,4.2,6.3,,-0.7,1.9,-2.0,30.0,,-0.6,,12.4,,,0.0,3.8,True,,False,False,,,,,,False,,False,,False,False,,True,True,True,False,,True,,False,,,True,True
13237,35,26.0,26.8,,23.0,7.0,,,,,,19.8,,25.0,,18.8,18.3,,16.9,23.3,,16.0,,45.0,,24.8,,,23.0,13.9,-9.0,-8.2,,-12.0,-28.0,,,,,,-15.2,,-10.0,,-16.2,-16.7,,-18.1,-11.7,,-19.0,,10.0,,-10.2,,,-12.0,-21.1,True,,False,False,,,,,,False,,False,,False,False,,False,False,,False,,False,,False,,,False,False
13239,4,2.0,2.1,,1.0,0.0,,,,,,3.6,,1.0,,2.3,0.3,,0.0,0.1,0.0,3.0,,5.1,,1.9,,,2.0,1.3,-2.0,-1.9,,-3.0,-4.0,,,,,,-0.4,,-3.0,,-1.7,-3.7,,-4.0,-3.9,-4.0,-1.0,,1.1,,-2.1,,,-2.0,-2.7,True,,False,False,,,,,,True,,False,,True,False,,False,False,False,True,,True,,False,,,False,False
13241,19,40.0,41.1,,22.0,22.0,,,,,,11.2,,17.0,,46.8,11.6,,23.4,19.0,48.0,64.0,,13.1,,36.7,,,50.0,6.9,21.0,22.1,,3.0,3.0,,,,,,-7.8,,-2.0,,27.8,-7.4,,4.4,0.0,29.0,45.0,,-5.9,,17.7,,,31.0,-12.1,False,,True,True,,,,,,True,,True,,False,True,,True,True,False,False,,True,,True,,,False,True
