,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18177,458,273.0,,,,260.0,137.0,130.9,151.7,,318.0,-185.0,,,,-198.0,-321.0,-327.1,-306.3,,-140.0,,,,False,False,False,False,,True
18179,135,63.0,,,,105.0,12.2,14.9,148.6,,63.0,-72.0,,,,-30.0,-122.8,-120.1,13.6,,-72.0,,,,True,False,False,True,,False
18181,105,182.0,,,,134.0,17.0,136.5,160.2,,63.0,77.0,,,,29.0,-88.0,31.5,55.2,,-42.0,,,,True,False,True,True,,True
18183,176,147.0,,,,139.0,72.4,84.5,86.3,,118.0,-29.0,,,,-37.0,-103.6,-91.5,-89.7,,-58.0,,,,False,False,False,False,,False
19001,57,42.0,,,,28.0,4.5,4.6,74.9,,9.0,-15.0,,,,-29.0,-52.5,-52.4,17.9,,-48.0,,,,False,False,False,False,,False
19003,33,21.0,,,,14.0,1.1,4.0,,,30.0,-12.0,,,,-19.0,-31.9,-29.0,,,-3.0,,,,False,False,False,,,True
19005,131,21.0,,,,60.0,2.3,40.2,18.1,,8.0,-110.0,,,,-71.0,-128.7,-90.8,-112.9,,-123.0,,,,True,False,True,False,,False
19007,114,77.0,,,,43.0,6.5,55.8,91.1,,128.0,-37.0,,,,-71.0,-107.5,-58.2,-22.9,,14.0,,,,False,False,False,True,,True
19009,86,28.0,,,,21.0,2.9,7.7,24.4,,51.0,-58.0,,,,-65.0,-83.1,-78.2,-61.6,,-35.0,,,,False,False,False,False,,True
19011,225,77.0,,,,158.0,3.4,9.8,62.0,,128.0,-148.0,,,,-67.0,-221.6,-215.2,-163.0,,-97.0,,,,True,False,False,False,,True
19013,1394,1519.0,,,,931.0,1199.5,918.0,889.2,,945.0,125.0,,,,-463.0,-194.5,-476.0,-504.8,,-449.0,,,,False,False,False,False,,False
19015,297,161.0,,,,151.0,24.3,103.4,99.3,,135.0,-136.0,,,,-146.0,-272.7,-193.6,-197.7,,-162.0,,,,False,False,False,False,,False
19017,297,147.0,,,,189.0,16.9,36.8,98.7,,96.0,-150.0,,,,-108.0,-280.1,-260.2,-198.3,,-201.0,,,,True,False,False,False,,False
19019,188,119.0,,,,118.0,12.0,55.5,126.1,,121.0,-69.0,,,,-70.0,-176.0,-132.5,-61.9,,-67.0,,,,False,False,False,True,,True
19021,314,84.0,,,,160.0,4.4,30.0,22.1,,0.0,-230.0,,,,-154.0,-309.6,-284.0,-291.9,,-314.0,,,,True,False,False,False,,False
19023,163,147.0,,,,105.0,156.4,333.2,87.7,,150.0,-16.0,,,,-58.0,-6.6,170.2,-75.3,,-13.0,,,,False,True,False,False,,True
19025,163,56.0,,,,42.0,10.4,35.0,50.4,,36.0,-107.0,,,,-121.0,-152.6,-128.0,-112.6,,-127.0,,,,False,False,False,False,,False
19027,606,497.0,,,,109.0,750.7,131.2,296.3,,342.0,-109.0,,,,-497.0,144.7,-474.8,-309.7,,-264.0,,,,False,False,False,False,,False
19029,149,77.0,,,,50.0,10.2,13.2,82.3,,25.0,-72.0,,,,-99.0,-138.8,-135.8,-66.7,,-124.0,,,,False,False,False,True,,False
19031,156,49.0,,,,71.0,6.9,97.6,51.2,,54.0,-107.0,,,,-85.0,-149.1,-58.4,-104.8,,-102.0,,,,True,False,True,True,,True
19033,465,217.0,,,,454.0,80.5,210.4,88.6,,74.0,-248.0,,,,-11.0,-384.5,-254.6,-376.4,,-391.0,,,,True,False,False,False,,False
19035,232,98.0,,,,56.0,17.2,19.2,75.3,,165.0,-134.0,,,,-176.0,-214.8,-212.8,-156.7,,-67.0,,,,False,False,False,False,,True
19037,223,140.0,,,,86.0,21.1,46.6,79.9,,160.0,-83.0,,,,-137.0,-201.9,-176.4,-143.1,,-63.0,,,,False,False,False,False,,True
19039,79,28.0,,,,46.0,1.9,62.0,83.5,,7.0,-51.0,,,,-33.0,-77.1,-17.0,4.5,,-72.0,,,,True,False,True,True,,False
19041,195,119.0,,,,77.0,11.0,23.2,100.3,,45.0,-76.0,,,,-118.0,-184.0,-171.8,-94.7,,-150.0,,,,False,False,False,False,,False
19043,161,238.0,,,,71.0,72.7,61.9,96.8,,250.0,77.0,,,,-90.0,-88.3,-99.1,-64.2,,89.0,,,,False,False,False,True,,False
19045,612,1218.0,,,,188.0,1232.0,405.3,1839.0,,722.0,606.0,,,,-424.0,620.0,-206.7,1227.0,,110.0,,,,True,False,True,False,,True
19047,443,203.0,,,,136.0,54.2,214.5,68.7,,14.0,-240.0,,,,-307.0,-388.8,-228.5,-374.3,,-429.0,,,,False,False,True,False,,False
19049,992,798.0,,,,528.0,537.3,739.5,552.4,,682.0,-194.0,,,,-464.0,-454.7,-252.5,-439.6,,-310.0,,,,False,False,False,False,,False
19051,82,98.0,,,,29.0,9.3,32.6,54.9,,101.0,16.0,,,,-53.0,-72.7,-49.4,-27.1,,19.0,,,,False,False,False,False,,False
19053,71,21.0,,,,21.0,6.6,13.4,39.6,,9.0,-50.0,,,,-50.0,-64.4,-57.6,-31.4,,-62.0,,,,False,False,False,True,,False
19055,400,217.0,,,,77.0,86.0,58.2,273.7,,147.0,-183.0,,,,-323.0,-314.0,-341.8,-126.3,,-253.0,,,,False,False,False,True,,False
19057,584,1211.0,,,,416.0,673.3,800.1,852.9,,694.0,627.0,,,,-168.0,89.3,216.1,268.9,,110.0,,,,True,True,True,True,,True
19059,300,77.0,,,,95.0,9.2,39.6,171.6,,92.0,-223.0,,,,-205.0,-290.8,-260.4,-128.4,,-208.0,,,,True,False,False,True,,True
19061,2204,728.0,,,,492.0,415.1,474.7,710.8,,436.0,-1476.0,,,,-1712.0,-1788.9,-1729.3,-1493.2,,-1768.0,,,,False,False,False,False,,False
19063,134,98.0,,,,57.0,23.0,5.6,193.0,,82.0,-36.0,,,,-77.0,-111.0,-128.4,59.0,,-52.0,,,,False,False,False,False,,False
19065,164,161.0,,,,117.0,27.6,83.8,111.5,,161.0,-3.0,,,,-47.0,-136.4,-80.2,-52.5,,-3.0,,,,False,False,False,False,,False
19067,206,42.0,,,,133.0,7.1,53.9,44.0,,10.0,-164.0,,,,-73.0,-198.9,-152.1,-162.0,,-196.0,,,,True,False,True,True,,False
19069,92,63.0,,,,94.0,14.5,69.8,164.1,,25.0,-29.0,,,,2.0,-77.5,-22.2,72.1,,-67.0,,,,True,False,True,False,,False
19071,114,63.0,,,,35.0,7.2,12.7,,,74.0,-51.0,,,,-79.0,-106.8,-101.3,,,-40.0,,,,False,False,False,,,True
19073,108,28.0,,,,28.0,10.5,19.0,9.2,,128.0,-80.0,,,,-80.0,-97.5,-89.0,-98.8,,20.0,,,,False,False,False,False,,True
19075,145,147.0,,,,96.0,47.7,81.3,71.7,,171.0,2.0,,,,-49.0,-97.3,-63.7,-73.3,,26.0,,,,False,False,False,False,,False
19077,171,77.0,,,,44.0,7.6,54.4,32.0,,62.0,-94.0,,,,-127.0,-163.4,-116.6,-139.0,,-109.0,,,,False,False,False,False,,False
19079,137,0.0,,,,107.0,2.7,97.5,47.8,,0.0,-137.0,,,,-30.0,-134.3,-39.5,-89.2,,-137.0,,,,True,True,True,True,,False
19081,141,42.0,,,,77.0,5.2,0.0,203.4,,58.0,-99.0,,,,-64.0,-135.8,-141.0,62.4,,-83.0,,,,True,False,False,True,,True
19083,140,119.0,,,,139.0,63.4,60.4,88.2,,139.0,-21.0,,,,-1.0,-76.6,-79.6,-51.8,,-1.0,,,,True,False,False,False,,True
19085,301,133.0,,,,67.0,51.2,41.8,174.4,,116.0,-168.0,,,,-234.0,-249.8,-259.2,-126.6,,-185.0,,,,False,False,False,True,,False
19087,700,378.0,,,,125.0,63.0,46.9,251.0,,254.0,-322.0,,,,-575.0,-637.0,-653.1,-449.0,,-446.0,,,,False,False,False,False,,False
19089,128,189.0,,,,56.0,14.8,500.5,116.4,,164.0,61.0,,,,-72.0,-113.2,372.5,-11.6,,36.0,,,,False,False,False,True,,True
19091,148,0.0,,,,53.0,5.2,14.5,52.7,,0.0,-148.0,,,,-95.0,-142.8,-133.5,-95.3,,-148.0,,,,True,True,True,True,,False
19093,120,21.0,,,,40.0,2.2,7.2,14.8,,8.0,-99.0,,,,-80.0,-117.8,-112.8,-105.2,,-112.0,,,,True,False,False,False,,False
19095,204,63.0,,,,96.0,5.3,4.5,93.2,,286.0,-141.0,,,,-108.0,-198.7,-199.5,-110.8,,82.0,,,,True,False,False,True,,True
19097,265,77.0,,,,52.0,12.5,51.7,132.4,,44.0,-188.0,,,,-213.0,-252.5,-213.3,-132.6,,-221.0,,,,False,False,False,True,,False
19099,438,175.0,,,,212.0,52.9,61.1,120.4,,241.0,-263.0,,,,-226.0,-385.1,-376.9,-317.6,,-197.0,,,,True,False,False,False,,True
19101,66,84.0,,,,105.0,17.1,27.2,61.0,,169.0,18.0,,,,39.0,-48.9,-38.8,-5.0,,103.0,,,,False,False,False,True,,False
19103,2990,1904.0,,,,831.0,2756.5,4248.9,2620.0,,2022.0,-1086.0,,,,-2159.0,-233.5,1258.9,-370.0,,-968.0,,,,False,True,False,True,,True
19105,201,98.0,,,,91.0,25.5,51.0,59.6,,149.0,-103.0,,,,-110.0,-175.5,-150.0,-141.4,,-52.0,,,,False,False,False,False,,True
19107,87,28.0,,,,55.0,3.0,7.9,28.6,,10.0,-59.0,,,,-32.0,-84.0,-79.1,-58.4,,-77.0,,,,True,False,False,True,,False
19109,259,49.0,,,,84.0,3.8,62.2,52.9,,14.0,-210.0,,,,-175.0,-255.2,-196.8,-206.1,,-245.0,,,,True,False,True,True,,False
19111,521,672.0,,,,186.0,1259.7,750.1,579.7,,587.0,151.0,,,,-335.0,738.7,229.1,58.7,,66.0,,,,False,False,False,True,,True
19113,1922,1386.0,,,,1269.0,1297.6,1184.5,1801.5,,1135.0,-536.0,,,,-653.0,-624.4,-737.5,-120.5,,-787.0,,,,False,False,False,True,,False
19115,84,21.0,,,,65.0,1.8,36.4,27.1,,78.0,-63.0,,,,-19.0,-82.2,-47.6,-56.9,,-6.0,,,,True,False,True,True,,True
19117,87,28.0,,,,35.0,12.1,23.1,59.4,,5.0,-59.0,,,,-52.0,-74.9,-63.9,-27.6,,-82.0,,,,True,False,False,True,,False
19119,336,63.0,,,,47.0,6.5,50.5,23.9,,33.0,-273.0,,,,-289.0,-329.5,-285.5,-312.1,,-303.0,,,,False,False,False,False,,False
19121,155,91.0,,,,61.0,22.9,99.6,41.8,,68.0,-64.0,,,,-94.0,-132.1,-55.4,-113.2,,-87.0,,,,False,False,True,False,,False
19123,352,91.0,,,,113.0,9.7,45.9,59.3,,197.0,-261.0,,,,-239.0,-342.3,-306.1,-292.7,,-155.0,,,,True,False,False,False,,True
19125,568,644.0,,,,174.0,1067.1,287.4,243.5,,611.0,76.0,,,,-394.0,499.1,-280.6,-324.5,,43.0,,,,False,False,False,False,,True
19127,299,497.0,,,,375.0,70.4,182.9,491.8,,192.0,198.0,,,,76.0,-228.6,-116.1,192.8,,-107.0,,,,True,False,True,True,,True
19129,167,126.0,,,,97.0,46.0,157.8,214.4,,173.0,-41.0,,,,-70.0,-121.0,-9.2,47.4,,6.0,,,,False,False,True,False,,True
19131,122,63.0,,,,78.0,45.6,16.7,115.8,,80.0,-59.0,,,,-44.0,-76.4,-105.3,-6.2,,-42.0,,,,True,False,False,True,,True
19133,93,63.0,,,,42.0,21.5,29.7,31.1,,114.0,-30.0,,,,-51.0,-71.5,-63.3,-61.9,,21.0,,,,False,False,False,False,,True
19135,106,98.0,,,,30.0,10.4,50.9,57.0,,135.0,-8.0,,,,-76.0,-95.6,-55.1,-49.0,,29.0,,,,False,False,False,False,,False
19137,67,35.0,,,,42.0,6.6,20.8,31.5,,43.0,-32.0,,,,-25.0,-60.4,-46.2,-35.5,,-24.0,,,,True,False,False,False,,True
19139,294,252.0,,,,256.0,63.6,140.8,225.3,,171.0,-42.0,,,,-38.0,-230.4,-153.2,-68.7,,-123.0,,,,True,False,False,False,,False
19141,343,105.0,,,,65.0,58.4,110.2,100.9,,104.0,-238.0,,,,-278.0,-284.6,-232.8,-242.1,,-239.0,,,,False,False,True,False,,False
19143,120,14.0,,,,23.0,14.3,19.8,7.7,,6.0,-106.0,,,,-97.0,-105.7,-100.2,-112.3,,-114.0,,,,True,True,True,False,,False
19145,184,35.0,,,,77.0,2.1,4.4,85.4,,8.0,-149.0,,,,-107.0,-181.9,-179.7,-98.6,,-176.0,,,,True,False,False,True,,False
19147,152,42.0,,,,38.0,6.1,49.7,57.7,,13.0,-110.0,,,,-114.0,-145.9,-102.3,-94.3,,-139.0,,,,False,False,True,True,,False
19149,755,742.0,,,,141.0,218.5,270.9,354.4,,315.0,-13.0,,,,-614.0,-536.5,-484.1,-400.6,,-440.0,,,,False,False,False,False,,False
19151,95,0.0,,,,23.0,1.1,53.0,35.5,,0.0,-95.0,,,,-72.0,-93.9,-42.0,-59.5,,-95.0,,,,True,True,True,True,,False
19153,5423,5124.0,,,,3104.0,2164.6,4820.9,5517.3,,2982.0,-299.0,,,,-2319.0,-3258.4,-602.1,94.3,,-2441.0,,,,False,False,False,True,,False
19155,1099,658.0,,,,471.0,141.2,627.4,487.9,,410.0,-441.0,,,,-628.0,-957.8,-471.6,-611.1,,-689.0,,,,False,False,False,False,,False
19157,210,98.0,,,,112.0,21.6,41.6,179.0,,270.0,-112.0,,,,-98.0,-188.4,-168.4,-31.0,,60.0,,,,True,False,False,True,,True
19159,38,35.0,,,,14.0,6.4,0.5,34.8,,38.0,-3.0,,,,-24.0,-31.6,-37.5,-3.2,,0.0,,,,False,False,False,False,,True
19161,229,77.0,,,,43.0,24.3,0.0,57.5,,129.0,-152.0,,,,-186.0,-204.7,-229.0,-171.5,,-100.0,,,,False,False,False,False,,True
19163,1549,1050.0,,,,890.0,814.0,666.2,684.8,,1138.0,-499.0,,,,-659.0,-735.0,-882.8,-864.2,,-411.0,,,,False,False,False,False,,True
19165,103,77.0,,,,54.0,45.4,99.1,41.9,,40.0,-26.0,,,,-49.0,-57.6,-3.9,-61.1,,-63.0,,,,False,False,True,False,,False
19167,1303,511.0,,,,230.0,245.2,444.6,340.2,,332.0,-792.0,,,,-1073.0,-1057.8,-858.5,-962.8,,-971.0,,,,False,False,False,False,,False
19169,2138,1274.0,,,,457.0,866.7,413.4,581.4,,1765.0,-864.0,,,,-1681.0,-1271.3,-1724.6,-1556.6,,-373.0,,,,False,False,False,False,,True
19171,266,140.0,,,,115.0,28.7,63.2,136.0,,74.0,-126.0,,,,-151.0,-237.3,-202.8,-130.0,,-192.0,,,,False,False,False,False,,False
19173,91,7.0,,,,30.0,2.2,17.1,25.6,,29.0,-84.0,,,,-61.0,-88.8,-73.9,-65.4,,-62.0,,,,True,False,True,True,,True
19175,89,21.0,,,,46.0,28.4,36.2,35.0,,24.0,-68.0,,,,-43.0,-60.6,-52.8,-54.0,,-65.0,,,,True,True,True,True,,True
19177,96,35.0,,,,28.0,6.5,15.5,59.7,,30.0,-61.0,,,,-68.0,-89.5,-80.5,-36.3,,-66.0,,,,False,False,False,True,,False
19179,415,371.0,,,,297.0,49.3,340.6,326.9,,126.0,-44.0,,,,-118.0,-365.7,-74.4,-88.1,,-289.0,,,,False,False,False,False,,False
19181,395,322.0,,,,254.0,102.8,231.3,323.4,,253.0,-73.0,,,,-141.0,-292.2,-163.7,-71.6,,-142.0,,,,False,False,False,True,,False
19183,240,56.0,,,,116.0,4.2,55.5,49.1,,24.0,-184.0,,,,-124.0,-235.8,-184.5,-190.9,,-216.0,,,,True,False,False,False,,False
19185,78,91.0,,,,14.0,6.0,24.7,,,136.0,13.0,,,,-64.0,-72.0,-53.3,,,58.0,,,,False,False,False,,,False
19187,857,0.0,,,,267.0,10.2,198.2,617.1,,0.0,-857.0,,,,-590.0,-846.8,-658.8,-239.9,,-857.0,,,,True,True,True,True,,False
19189,221,203.0,,,,82.0,94.0,71.1,228.9,,96.0,-18.0,,,,-139.0,-127.0,-149.9,7.9,,-125.0,,,,False,False,False,True,,False
19191,217,399.0,,,,103.0,197.6,268.5,227.9,,380.0,182.0,,,,-114.0,-19.4,51.5,10.9,,163.0,,,,True,True,True,True,,True
19193,2397,910.0,,,,691.0,246.4,677.6,591.4,,461.0,-1487.0,,,,-1706.0,-2150.6,-1719.4,-1805.6,,-1936.0,,,,False,False,False,False,,False
19195,47,28.0,,,,61.0,22.9,9.1,37.8,,13.0,-19.0,,,,14.0,-24.1,-37.9,-9.2,,-34.0,,,,True,False,False,True,,False
19197,161,28.0,,,,112.0,3.6,88.3,229.3,,7.0,-133.0,,,,-49.0,-157.4,-72.7,68.3,,-154.0,,,,True,False,True,True,,False
20001,78,0.0,,,,44.0,,16.6,,,0.0,-78.0,,,,-34.0,,-61.4,,,-78.0,,,,True,,True,,,False
20003,58,14.0,,,,43.0,1.3,11.7,,,1.0,-44.0,,,,-15.0,-56.7,-46.3,,,-57.0,,,,True,False,False,,,False
20005,243,518.0,,,,98.0,22.1,36.8,242.7,,232.0,275.0,,,,-145.0,-220.9,-206.2,-0.3,,-11.0,,,,True,True,True,True,,True
20007,18,7.0,,,,7.0,0.0,1.9,5.5,,36.0,-11.0,,,,-11.0,-18.0,-16.1,-12.5,,18.0,,,,False,False,False,False,,False
20009,391,469.0,,,,180.0,31.2,72.4,380.6,,233.0,78.0,,,,-211.0,-359.8,-318.6,-10.4,,-158.0,,,,False,False,False,True,,False
20011,144,28.0,,,,90.0,6.2,18.7,56.9,,4.0,-116.0,,,,-54.0,-137.8,-125.3,-87.1,,-140.0,,,,True,False,False,True,,False
20013,108,84.0,,,,60.0,1.8,37.9,36.4,,13.0,-24.0,,,,-48.0,-106.2,-70.1,-71.6,,-95.0,,,,False,False,False,False,,False
20015,737,315.0,,,,444.0,59.0,35.8,244.6,,364.0,-422.0,,,,-293.0,-678.0,-701.2,-492.4,,-373.0,,,,True,False,False,False,,True
20017,29,84.0,,,,14.0,0.9,2.7,,,27.0,55.0,,,,-15.0,-28.1,-26.3,,,-2.0,,,,True,True,True,,,True
20019,18,7.0,,,,14.0,0.0,2.5,5.1,,4.0,-11.0,,,,-4.0,-18.0,-15.5,-12.9,,-14.0,,,,True,False,False,False,,False
20021,374,329.0,,,,174.0,86.3,54.2,467.4,,141.0,-45.0,,,,-200.0,-287.7,-319.8,93.4,,-233.0,,,,False,False,False,False,,False
20023,78,0.0,,,,2.0,0.0,0.1,0.5,,0.0,-78.0,,,,-76.0,-78.0,-77.9,-77.5,,-78.0,,,,True,True,True,True,,False
20025,12,0.0,,,,4.0,1.0,0.0,2.3,,29.0,-12.0,,,,-8.0,-11.0,-12.0,-9.7,,17.0,,,,True,True,False,True,,False
20027,40,7.0,,,,30.0,0.5,5.2,,,120.0,-33.0,,,,-10.0,-39.5,-34.8,,,80.0,,,,True,False,False,,,False
20029,43,14.0,,,,39.0,1.2,2.2,27.6,,1.0,-29.0,,,,-4.0,-41.8,-40.8,-15.4,,-42.0,,,,True,False,False,True,,False
20031,63,21.0,,,,45.0,3.3,51.4,8.9,,91.0,-42.0,,,,-18.0,-59.7,-11.6,-54.1,,28.0,,,,True,False,True,False,,True
20033,9,0.0,,,,1.0,0.1,0.0,1.4,,0.0,-9.0,,,,-8.0,-8.9,-9.0,-7.6,,-9.0,,,,True,True,False,True,,False
20035,214,280.0,,,,265.0,138.7,0.0,452.0,,358.0,66.0,,,,51.0,-75.3,-214.0,238.0,,144.0,,,,True,False,False,False,,False
20037,810,0.0,,,,350.0,9.2,0.1,421.2,,91.0,-810.0,,,,-460.0,-800.8,-809.9,-388.8,,-719.0,,,,True,True,True,True,,True
20039,34,7.0,,,,3.0,,0.3,8.5,,47.0,-27.0,,,,-31.0,,-33.7,-25.5,,13.0,,,,False,,False,True,,True
20041,182,119.0,,,,99.0,3.4,22.2,116.3,,258.0,-63.0,,,,-83.0,-178.6,-159.8,-65.7,,76.0,,,,False,False,False,False,,False
20043,83,84.0,,,,43.0,1.7,9.1,84.7,,160.0,1.0,,,,-40.0,-81.3,-73.9,1.7,,77.0,,,,False,False,False,False,,False
20045,1684,609.0,,,,859.0,179.5,272.4,263.3,,211.0,-1075.0,,,,-825.0,-1504.5,-1411.6,-1420.7,,-1473.0,,,,True,False,False,False,,False
20047,44,0.0,,,,3.0,0.1,6.5,,,0.0,-44.0,,,,-41.0,-43.9,-37.5,,,-44.0,,,,True,True,True,,,False
20049,12,0.0,,,,7.0,,0.0,,,0.0,-12.0,,,,-5.0,,-12.0,,,-12.0,,,,True,,False,,,False
20051,1002,189.0,,,,143.0,39.3,43.3,185.2,,351.0,-813.0,,,,-859.0,-962.7,-958.7,-816.8,,-651.0,,,,False,False,False,False,,True
20053,101,21.0,,,,31.0,0.3,2.8,16.1,,128.0,-80.0,,,,-70.0,-100.7,-98.2,-84.9,,27.0,,,,True,False,False,False,,True
20055,569,798.0,,,,1061.0,4.9,27.2,253.3,,0.0,229.0,,,,492.0,-564.1,-541.8,-315.7,,-569.0,,,,False,False,False,False,,False
20057,892,0.0,,,,1173.0,0.0,7.8,0.6,,0.0,-892.0,,,,281.0,-892.0,-884.2,-891.4,,-892.0,,,,True,True,True,True,,False
20059,208,147.0,,,,180.0,4.3,316.1,79.4,,24.0,-61.0,,,,-28.0,-203.7,108.1,-128.6,,-184.0,,,,True,False,False,False,,False
20061,286,0.0,,,,304.0,15.9,82.8,5.2,,53.0,-286.0,,,,18.0,-270.1,-203.2,-280.8,,-233.0,,,,True,True,True,True,,True
20063,123,14.0,,,,0.0,0.0,0.6,6.9,,57.0,-109.0,,,,-123.0,-123.0,-122.5,-116.1,,-66.0,,,,False,False,False,False,,True
20065,22,35.0,,,,3.0,,0.1,,,47.0,13.0,,,,-19.0,,-21.9,,,25.0,,,,False,,False,,,False
20067,205,252.0,,,,87.0,2.7,0.0,96.6,,54.0,47.0,,,,-118.0,-202.3,-205.0,-108.4,,-151.0,,,,False,False,False,False,,False
20069,50,147.0,,,,19.0,1.9,7.2,177.2,,25.0,97.0,,,,-31.0,-48.1,-42.8,127.2,,-25.0,,,,True,True,True,False,,True
20071,20,0.0,,,,2.0,,0.0,1.3,,0.0,-20.0,,,,-18.0,,-20.0,-18.7,,-20.0,,,,True,,True,True,,False
20073,35,0.0,,,,24.0,0.3,9.6,3.3,,0.0,-35.0,,,,-11.0,-34.7,-25.4,-31.7,,-35.0,,,,True,True,True,True,,False
20075,8,0.0,,,,21.0,0.7,9.2,8.7,,13.0,-8.0,,,,13.0,-7.3,1.2,0.7,,5.0,,,,False,True,True,True,,True
20077,87,98.0,,,,24.0,0.6,20.3,,,94.0,11.0,,,,-63.0,-86.4,-66.7,,,7.0,,,,False,False,False,,,True
20079,156,329.0,,,,259.0,51.6,13.4,287.9,,367.0,173.0,,,,103.0,-104.4,-142.6,131.9,,211.0,,,,True,True,True,True,,False
20081,100,0.0,,,,18.0,0.8,10.7,1.4,,0.0,-100.0,,,,-82.0,-99.2,-89.3,-98.6,,-100.0,,,,True,True,True,True,,False
20083,18,7.0,,,,0.0,0.1,4.2,,,33.0,-11.0,,,,-18.0,-17.9,-13.8,,,15.0,,,,False,False,False,,,False
20085,92,119.0,,,,88.0,7.8,60.1,84.6,,47.0,27.0,,,,-4.0,-84.2,-31.9,-7.4,,-45.0,,,,True,False,False,True,,False
20087,118,105.0,,,,119.0,4.8,40.2,113.4,,65.0,-13.0,,,,1.0,-113.2,-77.8,-4.6,,-53.0,,,,True,False,False,True,,False
20089,5,7.0,,,,10.0,0.1,2.0,,,2.0,2.0,,,,5.0,-4.9,-3.0,,,-3.0,,,,False,False,False,,,False
20091,5379,6188.0,,,,4214.0,5047.9,3826.4,3302.9,,4947.0,809.0,,,,-1165.0,-331.1,-1552.6,-2076.1,,-432.0,,,,False,True,False,False,,True
20093,42,14.0,,,,21.0,1.5,10.9,18.4,,3.0,-28.0,,,,-21.0,-40.5,-31.1,-23.6,,-39.0,,,,True,False,False,True,,False
20095,75,63.0,,,,24.0,,4.3,,,51.0,-12.0,,,,-51.0,,-70.7,,,-24.0,,,,False,,False,,,False
20097,29,0.0,,,,0.0,0.1,1.5,6.0,,0.0,-29.0,,,,-29.0,-28.9,-27.5,-23.0,,-29.0,,,,False,True,True,True,,False
20099,113,91.0,,,,165.0,2.3,51.8,73.8,,22.0,-22.0,,,,52.0,-110.7,-61.2,-39.2,,-91.0,,,,False,False,False,False,,False
20101,10,7.0,,,,0.0,0.0,1.9,4.2,,5.0,-3.0,,,,-10.0,-10.0,-8.1,-5.8,,-5.0,,,,False,False,False,False,,False
20103,814,161.0,,,,770.0,41.7,320.5,47.6,,147.0,-653.0,,,,-44.0,-772.3,-493.5,-766.4,,-667.0,,,,True,False,True,False,,False
20105,9,0.0,,,,7.0,,0.0,1.3,,0.0,-9.0,,,,-2.0,,-9.0,-7.7,,-9.0,,,,True,,False,True,,False
20107,45,0.0,,,,46.0,1.9,8.3,12.6,,5.0,-45.0,,,,1.0,-43.1,-36.7,-32.4,,-40.0,,,,True,True,True,True,,True
20109,49,0.0,,,,0.0,,0.0,0.4,,0.0,-49.0,,,,-49.0,,-49.0,-48.6,,-49.0,,,,False,,False,True,,False
20111,334,1078.0,,,,417.0,170.8,161.5,561.6,,359.0,744.0,,,,83.0,-163.2,-172.5,227.6,,25.0,,,,True,True,True,True,,True
20113,125,217.0,,,,186.0,24.8,5.8,139.1,,462.0,92.0,,,,61.0,-100.2,-119.2,14.1,,337.0,,,,True,False,False,True,,False
20115,61,7.0,,,,63.0,0.9,0.4,84.2,,252.0,-54.0,,,,2.0,-60.1,-60.6,23.2,,191.0,,,,True,False,False,True,,False
20117,38,0.0,,,,35.0,,0.1,,,0.0,-38.0,,,,-3.0,,-37.9,,,-38.0,,,,True,,True,,,False
20119,93,0.0,,,,12.0,0.8,8.8,6.7,,9.0,-93.0,,,,-81.0,-92.2,-84.2,-86.3,,-84.0,,,,True,True,True,True,,True
20121,285,105.0,,,,207.0,3.1,11.9,77.4,,40.0,-180.0,,,,-78.0,-281.9,-273.1,-207.6,,-245.0,,,,True,False,False,False,,False
20123,28,0.0,,,,26.0,0.3,9.8,,,0.0,-28.0,,,,-2.0,-27.7,-18.2,,,-28.0,,,,True,True,True,,,False
20125,336,252.0,,,,327.0,11.1,72.9,139.3,,87.0,-84.0,,,,-9.0,-324.9,-263.1,-196.7,,-249.0,,,,True,False,False,False,,False
20127,32,14.0,,,,17.0,0.1,1.7,,,80.0,-18.0,,,,-15.0,-31.9,-30.3,,,48.0,,,,True,False,False,,,False
20129,21,0.0,,,,15.0,0.1,1.0,0.4,,44.0,-21.0,,,,-6.0,-20.9,-20.0,-20.6,,23.0,,,,True,True,True,True,,False
20131,127,21.0,,,,55.0,1.2,8.2,42.1,,44.0,-106.0,,,,-72.0,-125.8,-118.8,-84.9,,-83.0,,,,True,False,False,True,,True
20133,115,35.0,,,,95.0,4.3,18.9,55.4,,16.0,-80.0,,,,-20.0,-110.7,-96.1,-59.6,,-99.0,,,,True,False,False,True,,False
