,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06001,5379,14945.0,,,,12924.0,6376.2,1773.8,11488.0,,,9566.0,,,,7545.0,997.2,-3605.2,6109.0,,,,,,True,True,True,True,,
06003,1,0.0,,,,0.0,0.0,0.0,0.0,,,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,,,False,True,False,True,,
06005,38,399.0,,,,192.0,162.8,3.6,421.0,,,361.0,,,,154.0,124.8,-34.4,383.0,,,,,,True,True,True,False,,
06007,1374,1484.0,,,,1146.0,651.8,1102.9,969.3,,,110.0,,,,-228.0,-722.2,-271.1,-404.7,,,,,,False,False,False,False,,
06009,133,161.0,,,,160.0,21.7,12.3,126.5,,,28.0,,,,27.0,-111.3,-120.7,-6.5,,,,,,True,False,False,True,,
06011,124,70.0,,,,413.0,0.4,148.4,235.5,,,-54.0,,,,289.0,-123.6,24.4,111.5,,,,,,False,False,True,False,,
06013,5184,9443.0,,,,9764.0,6148.1,6920.8,6172.0,,,4259.0,,,,4580.0,964.1,1736.8,988.0,,,,,,False,True,True,True,,
06015,54,70.0,,,,38.0,7.9,0.0,117.3,,,16.0,,,,-16.0,-46.1,-54.0,63.3,,,,,,False,False,False,False,,
06017,343,483.0,,,,991.0,104.5,93.0,236.3,,,140.0,,,,648.0,-238.5,-250.0,-106.7,,,,,,False,False,False,True,,
06019,6435,25781.0,,,,22450.0,20145.6,13518.9,18241.3,,,19346.0,,,,16015.0,13710.6,7083.9,11806.3,,,,,,True,True,True,True,,
06021,202,0.0,,,,207.0,0.9,125.8,194.5,,,-202.0,,,,5.0,-201.1,-76.2,-7.5,,,,,,True,True,True,True,,
06023,184,252.0,,,,501.0,46.6,125.6,267.9,,,68.0,,,,317.0,-137.4,-58.4,83.9,,,,,,False,False,True,False,,
06025,1752,2345.0,,,,1348.0,379.3,250.0,1639.1,,,593.0,,,,-404.0,-1372.7,-1502.0,-112.9,,,,,,True,False,False,True,,
06027,38,259.0,,,,23.0,17.3,133.7,534.6,,,221.0,,,,-15.0,-20.7,95.7,496.6,,,,,,True,True,True,False,,
06029,5173,9744.0,,,,12896.0,5864.4,3068.9,8429.8,,,4571.0,,,,7723.0,691.4,-2104.1,3256.8,,,,,,False,True,True,True,,
06031,2352,2751.0,,,,4168.0,886.0,11638.2,2317.6,,,399.0,,,,1816.0,-1466.0,9286.2,-34.4,,,,,,False,False,False,True,,
06033,339,154.0,,,,248.0,47.1,89.2,240.6,,,-185.0,,,,-91.0,-291.9,-249.8,-98.4,,,,,,True,False,False,True,,
06035,67,63.0,,,,88.0,0.0,9.0,,,,-4.0,,,,21.0,-67.0,-58.0,,,,,,,False,False,False,,,
06037,50503,68565.0,,,,72661.0,47790.4,33312.9,65502.0,,,18062.0,,,,22158.0,-2712.6,-17190.1,14999.0,,,,,,False,True,True,True,,
06039,1409,2905.0,,,,2631.0,488.5,174.3,1743.9,,,1496.0,,,,1222.0,-920.5,-1234.7,334.9,,,,,,True,True,True,True,,
06041,1031,1183.0,,,,2294.0,598.7,77.5,1451.5,,,152.0,,,,1263.0,-432.3,-953.5,420.5,,,,,,False,False,False,False,,
06043,8,35.0,,,,24.0,0.8,8.4,41.1,,,27.0,,,,16.0,-7.2,0.4,33.1,,,,,,True,True,True,False,,
06045,430,532.0,,,,670.0,402.9,310.3,362.2,,,102.0,,,,240.0,-27.1,-119.7,-67.8,,,,,,False,True,False,True,,
06047,1738,4557.0,,,,7738.0,1133.1,1062.6,2479.2,,,2819.0,,,,6000.0,-604.9,-675.4,741.2,,,,,,False,True,True,True,,
06049,25,0.0,,,,0.0,0.0,0.2,1.3,,,-25.0,,,,-25.0,-25.0,-24.8,-23.7,,,,,,False,True,True,True,,
06051,10,14.0,,,,9.0,0.1,43.3,173.1,,,4.0,,,,-1.0,-9.9,33.3,163.1,,,,,,True,False,False,False,,
06053,3613,6419.0,,,,6293.0,1677.0,2929.4,5906.0,,,2806.0,,,,2680.0,-1936.0,-683.6,2293.0,,,,,,True,True,True,True,,
06055,478,777.0,,,,1490.0,116.9,301.0,1620.5,,,299.0,,,,1012.0,-361.1,-177.0,1142.5,,,,,,False,False,True,False,,
06057,158,238.0,,,,408.0,89.4,11.8,181.1,,,80.0,,,,250.0,-68.6,-146.2,23.1,,,,,,False,True,False,True,,
06059,9358,17038.0,,,,21388.0,12597.5,4647.7,12007.6,,,7680.0,,,,12030.0,3239.5,-4710.3,2649.6,,,,,,False,True,True,True,,
06061,1010,1106.0,,,,2425.0,794.5,566.8,1360.3,,,96.0,,,,1415.0,-215.5,-443.2,350.3,,,,,,False,False,False,False,,
06063,12,7.0,,,,35.0,0.3,1.0,22.6,,,-5.0,,,,23.0,-11.7,-11.0,10.6,,,,,,False,False,False,False,,
06065,12342,26740.0,,,,37324.0,17475.7,25505.6,21661.6,,,14398.0,,,,24982.0,5133.7,13163.6,9319.6,,,,,,False,True,True,True,,
06067,8402,11424.0,,,,12712.0,4243.0,9546.7,6095.5,,,3022.0,,,,4310.0,-4159.0,1144.7,-2306.5,,,,,,False,False,True,True,,
06069,434,924.0,,,,1230.0,499.4,614.1,626.5,,,490.0,,,,796.0,65.4,180.1,192.5,,,,,,False,True,True,True,,
06071,13231,29855.0,,,,29433.0,21765.8,26761.7,18522.7,,,16624.0,,,,16202.0,8534.8,13530.7,5291.7,,,,,,True,True,True,True,,
06073,13940,14966.0,,,,13407.0,8247.2,9663.0,10216.1,,,1026.0,,,,-533.0,-5692.8,-4277.0,-3723.9,,,,,,True,False,False,False,,
06075,2829,4438.0,,,,7535.0,1797.3,3107.8,3849.3,,,1609.0,,,,4706.0,-1031.7,278.8,1020.3,,,,,,False,True,True,True,,
06077,4940,8659.0,,,,12700.0,4681.9,8105.3,5607.2,,,3719.0,,,,7760.0,-258.1,3165.3,667.2,,,,,,False,True,True,True,,
06079,1177,1582.0,,,,3475.0,503.8,91.8,1221.3,,,405.0,,,,2298.0,-673.2,-1085.2,44.3,,,,,,False,False,False,True,,
06081,2975,4081.0,,,,4835.0,1567.2,990.7,4151.6,,,1106.0,,,,1860.0,-1407.8,-1984.3,1176.6,,,,,,False,False,False,False,,
06083,1755,2653.0,,,,5044.0,1127.7,1702.5,2383.9,,,898.0,,,,3289.0,-627.3,-52.5,628.9,,,,,,False,True,True,True,,
06085,6923,11417.0,,,,16380.0,8535.7,9437.7,7170.9,,,4494.0,,,,9457.0,1612.7,2514.7,247.9,,,,,,False,True,True,True,,
06087,949,1379.0,,,,2366.0,876.8,1057.9,813.0,,,430.0,,,,1417.0,-72.2,108.9,-136.0,,,,,,False,True,True,True,,
06089,822,301.0,,,,370.0,92.1,30.6,413.2,,,-521.0,,,,-452.0,-729.9,-791.4,-408.8,,,,,,True,False,False,True,,
06091,0,0.0,,,,0.0,0.0,0.2,1.3,,,0.0,,,,0.0,0.0,0.2,1.3,,,,,,True,False,False,False,,
06093,63,84.0,,,,20.0,48.0,2.9,217.8,,,21.0,,,,-43.0,-15.0,-60.1,154.8,,,,,,False,True,False,False,,
06095,1702,3164.0,,,,4078.0,1622.3,589.2,2583.8,,,1462.0,,,,2376.0,-79.7,-1112.8,881.8,,,,,,False,True,True,True,,
06097,3285,6370.0,,,,4332.0,7006.7,1814.1,4336.0,,,3085.0,,,,1047.0,3721.7,-1470.9,1051.0,,,,,,True,False,True,True,,
06099,4270,9303.0,,,,12318.0,3351.4,8612.2,8181.0,,,5033.0,,,,8048.0,-918.6,4342.2,3911.0,,,,,,False,True,True,True,,
06101,572,924.0,,,,789.0,286.3,44.6,450.6,,,352.0,,,,217.0,-285.7,-527.4,-121.4,,,,,,True,True,False,True,,
06103,328,273.0,,,,166.0,197.7,204.5,575.2,,,-55.0,,,,-162.0,-130.3,-123.5,247.2,,,,,,False,False,False,False,,
06105,20,0.0,,,,0.0,2.0,14.4,2.3,,,-20.0,,,,-20.0,-18.0,-5.6,-17.7,,,,,,False,True,True,True,,
06107,3677,7084.0,,,,7057.0,1104.5,2769.7,1751.7,,,3407.0,,,,3380.0,-2572.5,-907.3,-1925.3,,,,,,True,True,True,True,,
06109,65,84.0,,,,126.0,17.5,39.7,97.6,,,19.0,,,,61.0,-47.5,-25.3,32.6,,,,,,False,False,False,False,,
06111,3604,5425.0,,,,10166.0,4042.8,1444.8,2643.3,,,1821.0,,,,6562.0,438.8,-2159.2,-960.7,,,,,,False,True,False,True,,
06113,758,1526.0,,,,2061.0,1004.0,1229.3,1007.7,,,768.0,,,,1303.0,246.0,471.3,249.7,,,,,,False,True,True,True,,
06115,383,728.0,,,,555.0,405.7,37.7,259.5,,,345.0,,,,172.0,22.7,-345.3,-123.5,,,,,,True,True,False,True,,
08001,3456,2527.0,,,,1259.0,763.3,1285.6,1768.0,,,-929.0,,,,-2197.0,-2692.7,-2170.4,-1688.0,,,,,,False,False,False,False,,
08003,26,21.0,,,,23.0,1.1,18.2,15.0,,,-5.0,,,,-3.0,-24.9,-7.8,-11.0,,,,,,True,False,False,False,,
08005,2426,1708.0,,,,1236.0,823.8,1151.3,1348.8,,,-718.0,,,,-1190.0,-1602.2,-1274.7,-1077.2,,,,,,False,False,False,False,,
08007,17,28.0,,,,3.0,0.3,0.0,14.8,,,11.0,,,,-14.0,-16.7,-17.0,-2.2,,,,,,False,False,False,True,,
08009,6,0.0,,,,6.0,0.1,0.2,0.6,,,-6.0,,,,0.0,-5.9,-5.8,-5.4,,,,,,True,True,True,True,,
08011,1,7.0,,,,3.0,0.1,2.3,14.1,,,6.0,,,,2.0,-0.9,1.3,13.1,,,,,,True,True,True,False,,
08013,2549,588.0,,,,296.0,443.5,438.6,778.0,,,-1961.0,,,,-2253.0,-2105.5,-2110.4,-1771.0,,,,,,False,False,False,True,,
08014,222,154.0,,,,119.0,31.7,17.6,134.8,,,-68.0,,,,-103.0,-190.3,-204.3,-87.2,,,,,,False,False,False,False,,
08015,47,35.0,,,,14.0,2.9,2.4,144.1,,,-12.0,,,,-33.0,-44.1,-44.6,97.1,,,,,,False,False,False,False,,
08017,5,0.0,,,,0.0,0.0,0.9,1.6,,,-5.0,,,,-5.0,-5.0,-4.1,-3.4,,,,,,False,True,True,True,,
08019,24,21.0,,,,4.0,0.2,0.0,12.6,,,-3.0,,,,-20.0,-23.8,-24.0,-11.4,,,,,,False,False,False,False,,
08021,11,21.0,,,,3.0,0.7,5.0,7.9,,,10.0,,,,-8.0,-10.3,-6.0,-3.1,,,,,,True,False,True,True,,
08023,9,14.0,,,,0.0,0.3,3.1,3.1,,,5.0,,,,-9.0,-8.7,-5.9,-5.9,,,,,,False,False,False,False,,
08025,1,0.0,,,,4.0,0.8,4.9,1.6,,,-1.0,,,,3.0,-0.2,3.9,0.6,,,,,,False,True,False,True,,
08027,5,0.0,,,,0.0,0.1,3.2,,,,-5.0,,,,-5.0,-4.9,-1.8,,,,,,,False,True,True,,,
08029,56,56.0,,,,8.0,1.2,1.8,34.7,,,0.0,,,,-48.0,-54.8,-54.2,-21.3,,,,,,False,False,False,False,,
08031,3820,2338.0,,,,1500.0,1577.5,5039.8,1540.3,,,-1482.0,,,,-2320.0,-2242.5,1219.8,-2279.7,,,,,,False,False,True,False,,
08033,1,7.0,,,,0.0,,1.1,2.8,,,6.0,,,,-1.0,,0.1,1.8,,,,,,True,,True,True,,
08035,1088,539.0,,,,351.0,297.6,370.0,289.9,,,-549.0,,,,-737.0,-790.4,-718.0,-798.1,,,,,,False,False,False,False,,
08037,147,112.0,,,,129.0,14.6,27.1,197.8,,,-35.0,,,,-18.0,-132.4,-119.9,50.8,,,,,,True,False,False,False,,
08039,58,49.0,,,,17.0,2.6,2.3,29.4,,,-9.0,,,,-41.0,-55.4,-55.8,-28.6,,,,,,False,False,False,False,,
08041,1937,1799.0,,,,1158.0,1255.7,1096.3,1147.3,,,-138.0,,,,-779.0,-681.3,-840.7,-789.7,,,,,,False,False,False,False,,
08043,54,63.0,,,,37.0,6.8,40.1,41.0,,,9.0,,,,-17.0,-47.2,-13.9,-13.0,,,,,,False,False,False,False,,
08045,194,154.0,,,,85.0,28.8,71.7,218.0,,,-40.0,,,,-109.0,-165.2,-122.3,24.0,,,,,,False,False,False,True,,
08047,3,0.0,,,,1.0,0.2,0.9,,,,-3.0,,,,-2.0,-2.8,-2.0,,,,,,,True,True,True,,,
08049,58,14.0,,,,3.0,0.4,16.6,65.4,,,-44.0,,,,-55.0,-57.6,-41.4,7.4,,,,,,False,False,True,True,,
08051,14,49.0,,,,6.0,7.2,1.6,37.2,,,35.0,,,,-8.0,-6.8,-12.4,23.2,,,,,,True,True,True,True,,
08053,0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,True,False,True,True,,
08055,18,0.0,,,,0.0,0.0,0.1,2.1,,,-18.0,,,,-18.0,-18.0,-17.9,-15.9,,,,,,False,True,True,True,,
08057,1,0.0,,,,0.0,,1.7,2.0,,,-1.0,,,,-1.0,,0.7,1.0,,,,,,False,,True,False,,
08059,1930,1295.0,,,,596.0,468.0,794.3,501.3,,,-635.0,,,,-1334.0,-1462.0,-1135.7,-1428.7,,,,,,False,False,False,False,,
08061,1,0.0,,,,0.0,,0.0,,,,-1.0,,,,-1.0,,-1.0,,,,,,,False,,False,,,
08063,32,0.0,,,,8.0,0.9,10.5,119.7,,,-32.0,,,,-24.0,-31.1,-21.5,87.7,,,,,,True,True,True,False,,
08065,24,7.0,,,,3.0,2.5,8.3,23.8,,,-17.0,,,,-21.0,-21.5,-15.7,-0.2,,,,,,False,False,True,True,,
08067,65,21.0,,,,19.0,1.4,33.5,25.7,,,-44.0,,,,-46.0,-63.6,-31.5,-39.3,,,,,,False,False,True,True,,
08069,1289,861.0,,,,248.0,435.9,713.9,466.5,,,-428.0,,,,-1041.0,-853.1,-575.1,-822.5,,,,,,False,False,False,False,,
08071,9,7.0,,,,2.0,0.2,0.7,,,,-2.0,,,,-7.0,-8.8,-8.3,,,,,,,False,False,False,,,
08073,19,0.0,,,,0.0,0.0,0.1,1.5,,,-19.0,,,,-19.0,-19.0,-18.9,-17.5,,,,,,False,True,True,True,,
08075,329,56.0,,,,86.0,2.2,15.6,17.9,,,-273.0,,,,-243.0,-326.8,-313.4,-311.1,,,,,,True,False,False,False,,
08077,404,84.0,,,,101.0,23.3,70.5,142.2,,,-320.0,,,,-303.0,-380.7,-333.5,-261.8,,,,,,True,False,False,True,,
08079,1,7.0,,,,0.0,0.3,0.8,8.0,,,6.0,,,,-1.0,-0.7,-0.2,7.0,,,,,,True,True,True,False,,
08081,15,7.0,,,,1.0,0.3,0.6,26.1,,,-8.0,,,,-14.0,-14.7,-14.4,11.1,,,,,,False,False,False,False,,
08083,39,56.0,,,,4.0,1.5,31.1,48.1,,,17.0,,,,-35.0,-37.5,-7.9,9.1,,,,,,False,False,True,True,,
08085,66,105.0,,,,22.0,11.3,43.8,121.2,,,39.0,,,,-44.0,-54.7,-22.2,55.2,,,,,,False,False,True,False,,
08087,78,63.0,,,,97.0,3.6,30.3,58.6,,,-15.0,,,,19.0,-74.4,-47.7,-19.4,,,,,,False,False,False,False,,
08089,30,14.0,,,,15.0,0.9,32.5,46.1,,,-16.0,,,,-15.0,-29.1,2.5,16.1,,,,,,True,False,True,False,,
08091,19,7.0,,,,0.0,4.1,0.9,2.9,,,-12.0,,,,-19.0,-14.9,-18.1,-16.1,,,,,,False,False,False,False,,
08093,22,7.0,,,,4.0,0.4,2.6,4.5,,,-15.0,,,,-18.0,-21.6,-19.4,-17.5,,,,,,False,False,False,False,,
08095,15,0.0,,,,0.0,0.1,0.4,4.2,,,-15.0,,,,-15.0,-14.9,-14.6,-10.8,,,,,,False,True,True,True,,
08097,53,7.0,,,,8.0,1.8,14.0,35.4,,,-46.0,,,,-45.0,-51.2,-39.0,-17.6,,,,,,True,False,True,True,,
08099,22,98.0,,,,29.0,1.8,27.7,83.5,,,76.0,,,,7.0,-20.2,5.7,61.5,,,,,,True,True,True,True,,
08101,538,336.0,,,,506.0,112.7,58.2,98.3,,,-202.0,,,,-32.0,-425.3,-479.8,-439.7,,,,,,True,False,False,False,,
08103,7,7.0,,,,0.0,0.3,2.0,,,,0.0,,,,-7.0,-6.7,-5.0,,,,,,,False,False,False,,,
08105,8,14.0,,,,7.0,3.0,23.4,27.7,,,6.0,,,,-1.0,-5.0,15.4,19.7,,,,,,True,True,False,False,,
08107,42,21.0,,,,6.0,0.7,17.0,117.9,,,-21.0,,,,-36.0,-41.3,-25.0,75.9,,,,,,False,False,False,False,,
08109,7,14.0,,,,2.0,0.0,16.0,36.0,,,7.0,,,,-5.0,-7.0,9.0,29.0,,,,,,True,True,False,False,,
08111,4,0.0,,,,0.0,0.0,0.0,0.2,,,-4.0,,,,-4.0,-4.0,-4.0,-3.8,,,,,,False,True,False,True,,
08113,10,0.0,,,,0.0,1.9,0.0,21.2,,,-10.0,,,,-10.0,-8.1,-10.0,11.2,,,,,,False,True,False,False,,
08115,3,7.0,,,,0.0,,4.0,,,,4.0,,,,-3.0,,1.0,,,,,,,True,,True,,,
08117,168,35.0,,,,27.0,1.3,9.7,33.7,,,-133.0,,,,-141.0,-166.7,-158.3,-134.3,,,,,,False,False,False,False,,
08119,31,49.0,,,,14.0,7.9,39.3,37.3,,,18.0,,,,-17.0,-23.1,8.3,6.3,,,,,,True,False,True,True,,
08121,22,14.0,,,,1.0,0.4,3.8,16.7,,,-8.0,,,,-21.0,-21.6,-18.2,-5.3,,,,,,False,False,False,True,,
08123,1198,826.0,,,,462.0,225.9,653.5,605.2,,,-372.0,,,,-736.0,-972.1,-544.5,-592.8,,,,,,False,False,False,False,,
08125,90,0.0,,,,11.0,0.6,9.1,8.6,,,-90.0,,,,-79.0,-89.4,-80.9,-81.4,,,,,,True,True,True,True,,
09001,2318,1918.0,,,,288.0,180.5,566.1,1506.7,,,-400.0,,,,-2030.0,-2137.5,-1751.9,-811.3,,,,,,False,False,False,False,,
09003,2518,917.0,,,,698.0,143.1,62.0,1593.2,,,-1601.0,,,,-1820.0,-2374.9,-2456.0,-924.8,,,,,,False,False,False,True,,
09005,284,91.0,,,,8.0,7.9,15.8,99.5,,,-193.0,,,,-276.0,-276.1,-268.2,-184.5,,,,,,False,False,False,True,,
09007,241,84.0,,,,5.0,0.3,7.9,80.4,,,-157.0,,,,-236.0,-240.7,-233.1,-160.6,,,,,,False,False,False,False,,
09009,1435,882.0,,,,171.0,101.6,481.2,1016.3,,,-553.0,,,,-1264.0,-1333.4,-953.8,-418.7,,,,,,False,False,False,True,,
09011,1065,196.0,,,,51.0,7.1,56.6,220.8,,,-869.0,,,,-1014.0,-1057.9,-1008.4,-844.2,,,,,,False,False,False,True,,
09013,419,189.0,,,,32.0,4.5,30.4,303.6,,,-230.0,,,,-387.0,-414.5,-388.6,-115.4,,,,,,False,False,False,True,,
09015,340,91.0,,,,52.0,3.2,6.0,153.0,,,-249.0,,,,-288.0,-336.8,-334.0,-187.0,,,,,,False,False,False,True,,
10001,673,476.0,,,,477.0,115.8,338.1,597.0,,123.0,-197.0,,,,-196.0,-557.2,-334.9,-76.0,,-550.0,,,,True,False,False,True,,False
10003,3736,1967.0,,,,1861.0,1196.5,1518.0,1594.2,,1242.0,-1769.0,,,,-1875.0,-2539.5,-2218.0,-2141.8,,-2494.0,,,,False,False,False,False,,False
10005,1057,490.0,,,,743.0,85.5,624.9,595.9,,142.0,-567.0,,,,-314.0,-971.5,-432.1,-461.1,,-915.0,,,,True,False,True,True,,False
12001,3898,2625.0,,,,4129.0,1686.2,991.1,1440.0,,1194.0,-1273.0,,,,231.0,-2211.8,-2906.8,-2458.0,,-2704.0,,,,True,False,False,False,,False
12003,493,287.0,,,,840.0,93.1,1098.3,2002.5,,32.0,-206.0,,,,347.0,-399.9,605.3,1509.5,,-461.0,,,,False,False,False,False,,False
12005,1148,2331.0,,,,3410.0,822.6,776.7,1603.8,,495.0,1183.0,,,,2262.0,-325.4,-371.3,455.8,,-653.0,,,,False,True,True,True,,True
12007,526,539.0,,,,826.0,204.3,553.0,715.8,,110.0,13.0,,,,300.0,-321.7,27.0,189.8,,-416.0,,,,False,False,False,False,,False
12009,2888,2877.0,,,,1399.0,2302.9,2051.4,1767.7,,1808.0,-11.0,,,,-1489.0,-585.1,-836.6,-1120.3,,-1080.0,,,,False,False,False,False,,False
12011,9904,20160.0,,,,16671.0,14571.8,6224.7,41593.9,,4045.0,10256.0,,,,6767.0,4667.8,-3679.3,31689.9,,-5859.0,,,,True,True,True,False,,True
12013,105,259.0,,,,462.0,43.1,121.7,328.2,,23.0,154.0,,,,357.0,-61.9,16.7,223.2,,-82.0,,,,False,True,True,False,,True
12015,710,868.0,,,,267.0,835.8,424.3,703.0,,377.0,158.0,,,,-443.0,125.8,-285.7,-7.0,,-333.0,,,,False,True,False,True,,False
12017,967,1393.0,,,,2599.0,1275.9,1388.3,773.2,,771.0,426.0,,,,1632.0,308.9,421.3,-193.8,,-196.0,,,,False,True,True,True,,True
12019,1794,1470.0,,,,2144.0,1220.2,753.8,648.3,,617.0,-324.0,,,,350.0,-573.8,-1040.2,-1145.7,,-1177.0,,,,False,False,False,False,,False
12021,1938,2527.0,,,,7.0,703.9,1434.7,2848.4,,900.0,589.0,,,,-1931.0,-1234.1,-503.3,910.4,,-1038.0,,,,False,False,True,False,,False
12023,788,1057.0,,,,2159.0,386.1,158.6,1510.8,,55.0,269.0,,,,1371.0,-401.9,-629.4,722.8,,-733.0,,,,False,False,False,False,,False
12027,149,252.0,,,,294.0,27.0,88.2,183.9,,62.0,103.0,,,,145.0,-122.0,-60.8,34.9,,-87.0,,,,False,False,True,True,,True
12029,190,511.0,,,,1823.0,87.4,189.0,326.1,,32.0,321.0,,,,1633.0,-102.6,-1.0,136.1,,-158.0,,,,False,True,True,True,,True
12031,6215,6615.0,,,,6889.0,5663.1,4297.2,2576.2,,2003.0,400.0,,,,674.0,-551.9,-1917.8,-3638.8,,-4212.0,,,,False,False,False,False,,False
12033,1859,3829.0,,,,3593.0,2580.4,527.1,6581.9,,618.0,1970.0,,,,1734.0,721.4,-1331.9,4722.9,,-1241.0,,,,True,True,True,False,,True
12035,600,588.0,,,,526.0,517.3,344.6,293.2,,365.0,-12.0,,,,-74.0,-82.7,-255.4,-306.8,,-235.0,,,,False,False,False,False,,False
12037,154,315.0,,,,1843.0,102.2,440.6,1717.6,,15.0,161.0,,,,1689.0,-51.8,286.6,1563.6,,-139.0,,,,False,True,False,False,,True
12039,797,931.0,,,,1063.0,790.0,264.7,706.7,,22.0,134.0,,,,266.0,-7.0,-532.3,-90.3,,-775.0,,,,False,True,False,True,,False
12041,91,245.0,,,,1124.0,44.5,191.2,271.9,,87.0,154.0,,,,1033.0,-46.5,100.2,180.9,,-4.0,,,,False,True,True,False,,True
12043,134,175.0,,,,83.0,21.1,30.7,234.7,,55.0,41.0,,,,-51.0,-112.9,-103.3,100.7,,-79.0,,,,False,False,False,False,,False
12045,107,427.0,,,,1908.0,161.6,43.3,1191.1,,0.0,320.0,,,,1801.0,54.6,-63.7,1084.1,,-107.0,,,,False,True,True,False,,True
12047,213,224.0,,,,865.0,103.2,56.6,324.8,,15.0,11.0,,,,652.0,-109.8,-156.4,111.8,,-198.0,,,,False,False,False,False,,False
12049,389,287.0,,,,260.0,59.8,302.3,127.8,,38.0,-102.0,,,,-129.0,-329.2,-86.7,-261.2,,-351.0,,,,False,False,True,False,,False
12051,180,315.0,,,,472.0,91.2,204.9,703.3,,38.0,135.0,,,,292.0,-88.8,24.9,523.3,,-142.0,,,,False,True,True,False,,False
12053,895,1561.0,,,,2209.0,1390.1,1284.3,949.6,,860.0,666.0,,,,1314.0,495.1,389.3,54.6,,-35.0,,,,False,True,True,True,,True
12055,598,938.0,,,,435.0,343.4,475.5,616.9,,412.0,340.0,,,,-163.0,-254.6,-122.5,18.9,,-186.0,,,,True,True,True,True,,True
12057,8234,10738.0,,,,9170.0,9074.9,7332.2,5945.7,,4080.0,2504.0,,,,936.0,840.9,-901.8,-2288.3,,-4154.0,,,,True,True,True,True,,False
12059,203,371.0,,,,321.0,38.5,278.2,282.1,,95.0,168.0,,,,118.0,-164.5,75.2,79.1,,-108.0,,,,True,True,True,True,,True
12061,680,672.0,,,,612.0,463.7,258.5,378.7,,230.0,-8.0,,,,-68.0,-216.3,-421.5,-301.3,,-450.0,,,,False,False,False,False,,False
12063,712,1414.0,,,,774.0,184.0,819.8,969.9,,23.0,702.0,,,,62.0,-528.0,107.8,257.9,,-689.0,,,,True,True,True,True,,True
12065,103,147.0,,,,743.0,21.0,39.1,1030.8,,11.0,44.0,,,,640.0,-82.0,-63.9,927.8,,-92.0,,,,False,False,False,False,,False
12067,91,1561.0,,,,144.0,353.5,4813.9,794.9,,1730.0,1470.0,,,,53.0,262.5,4722.9,703.9,,1639.0,,,,True,True,False,True,,False
12069,1858,2919.0,,,,3031.0,2589.7,2155.1,1273.8,,1690.0,1061.0,,,,1173.0,731.7,297.1,-584.2,,-168.0,,,,False,True,True,True,,True
12071,3219,4557.0,,,,2033.0,3097.9,1769.9,3295.5,,1950.0,1338.0,,,,-1186.0,-121.1,-1449.1,76.5,,-1269.0,,,,True,True,False,True,,True
12073,5324,3115.0,,,,4360.0,3097.3,2561.6,1265.1,,1236.0,-2209.0,,,,-964.0,-2226.7,-2762.4,-4058.9,,-4088.0,,,,True,False,False,False,,False
12075,228,651.0,,,,2041.0,134.4,405.6,424.3,,289.0,423.0,,,,1813.0,-93.6,177.6,196.3,,61.0,,,,False,True,True,True,,True
12077,106,35.0,,,,538.0,8.2,79.8,17.0,,0.0,-71.0,,,,432.0,-97.8,-26.2,-89.0,,-106.0,,,,False,False,True,False,,False
12079,218,476.0,,,,1005.0,302.9,316.6,446.9,,32.0,258.0,,,,787.0,84.9,98.6,228.9,,-186.0,,,,False,True,True,True,,True
12081,1876,2716.0,,,,2491.0,1677.3,1555.0,3368.1,,1007.0,840.0,,,,615.0,-198.7,-321.0,1492.1,,-869.0,,,,True,True,True,False,,False
12083,2176,5355.0,,,,3247.0,4488.2,1857.7,2894.5,,1414.0,3179.0,,,,1071.0,2312.2,-318.3,718.5,,-762.0,,,,True,True,True,True,,True
12085,1041,1078.0,,,,3634.0,482.6,329.2,775.3,,443.0,37.0,,,,2593.0,-558.4,-711.8,-265.7,,-598.0,,,,False,False,False,False,,False
12086,22898,47649.0,,,,58286.0,34407.9,15997.4,38295.2,,0.0,24751.0,,,,35388.0,11509.9,-6900.6,15397.2,,-22898.0,,,,False,True,True,True,,True
12087,239,504.0,,,,161.0,250.9,96.6,434.7,,156.0,265.0,,,,-78.0,11.9,-142.4,195.7,,-83.0,,,,True,True,True,True,,True
12089,768,980.0,,,,908.0,1074.8,628.1,595.4,,589.0,212.0,,,,140.0,306.8,-139.9,-172.6,,-179.0,,,,True,False,True,True,,True
