,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
13073,352,522.0,545.7,,425.0,174.0,,,,,,541.0,,511.1,287.4,,280.7,410.1,379.2,521.0,,240.9,413.4,273.0,,,407.0,855.4,821.6,170.0,193.7,,73.0,-178.0,,,,,,189.0,,159.1,-64.6,,-71.3,58.1,27.2,169.0,,-111.1,61.4,-79.0,,,55.0,503.4,469.6,False,,True,False,,,,,,False,,True,True,,True,True,True,True,,True,True,True,,,True,False,False
13075,21,27.0,25.5,,25.0,3.0,,,,,,44.0,,86.2,27.5,,7.6,30.1,0.2,,,15.4,,,,,24.0,51.9,78.5,6.0,4.5,,4.0,-18.0,,,,,,23.0,,65.2,6.5,,-13.4,9.1,-20.8,,,-5.6,,,,,3.0,30.9,57.5,True,,True,False,,,,,,False,,False,False,,False,False,False,,,True,,,,,True,False,False
13077,244,309.0,319.8,,275.0,59.0,,,,,,451.0,,325.6,215.8,,125.5,264.1,225.4,297.0,,53.3,380.7,149.0,,,295.0,479.9,1336.6,65.0,75.8,,31.0,-185.0,,,,,,207.0,,81.6,-28.2,,-118.5,20.1,-18.6,53.0,,-190.7,136.7,-95.0,,,51.0,235.9,1092.6,False,,True,False,,,,,,False,,False,True,,False,True,True,True,,False,False,False,,,True,False,False
13079,15,9.0,13.0,,9.0,10.0,,,,,,61.0,,8.6,17.9,,0.3,4.6,20.7,,,2.0,,,,,4.0,17.6,61.1,-6.0,-2.0,,-6.0,-5.0,,,,,,46.0,,-6.4,2.9,,-14.7,-10.4,5.7,,,-12.9,,,,,-11.0,2.6,46.1,True,,False,True,,,,,,False,,False,True,,False,False,True,,,False,,,,,False,True,False
13081,74,57.0,52.8,,41.0,23.0,,,,,,86.0,,134.6,48.2,,11.1,40.2,4.8,93.0,,24.4,,,,,45.0,78.1,37.7,-17.0,-21.2,,-33.0,-51.0,,,,,,12.0,,60.6,-25.8,,-62.9,-33.8,-69.2,19.0,,-49.6,,,,,-29.0,4.1,-36.3,False,,False,False,,,,,,True,,False,False,,False,False,False,False,,False,,,,,False,True,False
13083,32,99.0,104.1,,72.0,54.0,,,,,,95.0,,226.2,58.7,,46.7,70.2,39.6,156.0,,54.3,,,,,88.0,109.4,666.8,67.0,72.1,,40.0,22.0,,,,,,63.0,,194.2,26.7,,14.7,38.2,7.6,124.0,,22.3,,,,,56.0,77.4,634.8,False,,True,True,,,,,,True,,False,True,,True,True,True,False,,True,,,,,True,False,False
13085,69,114.0,113.1,,83.0,19.0,,,,,,83.0,,157.2,74.1,,64.1,93.2,4.3,79.0,,34.1,,,,,82.0,192.4,714.0,45.0,44.1,,14.0,-50.0,,,,,,14.0,,88.2,5.1,,-4.9,24.2,-64.7,10.0,,-34.9,,,,,13.0,123.4,645.0,True,,True,False,,,,,,True,,False,True,,True,True,False,True,,True,,,,,True,False,False
13087,134,120.0,120.0,,116.0,35.0,,,,,,131.0,,125.9,86.8,,60.9,121.1,0.4,142.0,,27.7,175.2,,,,70.0,192.5,175.1,-14.0,-14.0,,-18.0,-99.0,,,,,,-3.0,,-8.1,-47.2,,-73.1,-12.9,-133.6,8.0,,-106.3,41.2,,,,-64.0,58.5,41.1,False,,False,False,,,,,,True,,True,False,,False,True,False,True,,False,False,,,,False,False,False
13089,1607,1587.0,1681.2,1385.8,1460.0,2630.0,,,,,,1632.0,,1472.7,984.4,,1168.2,1549.5,135.4,1501.0,,960.0,1499.8,1033.0,,,1457.0,2473.6,4672.1,-20.0,74.2,-221.2,-147.0,1023.0,,,,,,25.0,,-134.3,-622.6,,-438.8,-57.5,-1471.6,-106.0,,-647.0,-107.2,-574.0,,,-150.0,866.6,3065.1,False,False,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,False,,,False,False,False
13091,62,72.0,70.4,,73.0,53.0,,,,,,105.0,,112.2,54.6,,77.2,80.2,53.6,84.0,,47.7,,,,,90.0,89.4,143.2,10.0,8.4,,11.0,-9.0,,,,,,43.0,,50.2,-7.4,,15.2,18.2,-8.4,22.0,,-14.3,,,,,28.0,27.4,81.2,True,,False,True,,,,,,False,,False,True,,False,False,True,False,,False,,,,,False,False,False
13093,28,54.0,53.1,,44.0,39.0,,,,,,54.0,,42.5,30.7,,16.5,49.0,0.1,64.0,,27.9,,,,,62.0,73.3,81.4,26.0,25.1,,16.0,11.0,,,,,,26.0,,14.5,2.7,,-11.5,21.0,-27.9,36.0,,-0.1,,,,,34.0,45.3,53.4,True,,True,True,,,,,,False,,True,True,,True,True,False,False,,True,,,,,False,False,False
13095,93,174.0,178.9,,145.0,,,,,,,469.0,,79.5,119.5,,49.4,145.2,7.4,201.0,,66.7,204.7,,,,137.0,222.3,199.5,81.0,85.9,,52.0,,,,,,,376.0,,-13.5,26.5,,-43.6,52.2,-85.6,108.0,,-26.3,111.7,,,,44.0,129.3,106.5,False,,True,,,,,,,False,,True,True,,True,True,False,False,,True,False,,,,True,False,False
13097,377,267.0,262.4,,256.0,275.0,,,,,,498.0,,355.5,174.5,,169.8,261.3,128.7,250.0,,132.6,227.4,171.0,,,194.0,434.6,1616.7,-110.0,-114.6,,-121.0,-102.0,,,,,,121.0,,-21.5,-202.5,,-207.2,-115.7,-248.3,-127.0,,-244.4,-149.6,-206.0,,,-183.0,57.6,1239.7,False,,False,True,,,,,,False,,True,False,,False,False,False,False,,False,False,False,,,False,True,False
13099,54,60.0,60.3,,51.0,0.0,,,,,,56.0,,36.0,25.6,,18.6,67.4,1.1,88.0,,52.2,,,,,13.0,72.0,99.7,6.0,6.3,,-3.0,-54.0,,,,,,2.0,,-18.0,-28.4,,-35.4,13.4,-52.9,34.0,,-1.8,,,,,-41.0,18.0,45.7,False,,True,False,,,,,,True,,False,False,,False,False,False,False,,True,,,,,False,False,False
13101,4,3.0,0.7,,0.0,0.0,,,,,,12.0,,0.9,3.2,,0.2,1.2,0.2,,,0.0,,,,,0.0,8.9,88.0,-1.0,-3.3,,-4.0,-4.0,,,,,,8.0,,-3.1,-0.8,,-3.8,-2.8,-3.8,,,-4.0,,,,,-4.0,4.9,84.0,False,,False,False,,,,,,False,,False,True,,False,False,False,,,False,,,,,False,False,False
13103,196,324.0,321.2,,276.0,228.0,,,,,,268.0,,313.1,166.0,,157.2,224.0,303.9,287.0,,218.4,285.1,,,,250.0,377.5,823.1,128.0,125.2,,80.0,32.0,,,,,,72.0,,117.1,-30.0,,-38.8,28.0,107.9,91.0,,22.4,89.1,,,,54.0,181.5,627.1,True,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,True,,,,True,False,False
13105,125,123.0,134.9,,82.0,26.0,,,,,,80.0,,191.7,73.1,,34.7,72.8,82.0,131.0,,22.7,,,,,62.0,158.8,181.7,-2.0,9.9,,-43.0,-99.0,,,,,,-45.0,,66.7,-51.9,,-90.3,-52.2,-43.0,6.0,,-102.3,,,,,-63.0,33.8,56.7,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,False,False
13107,151,225.0,228.6,,201.0,157.0,,,,,,138.0,,226.5,80.1,,144.7,177.7,166.5,198.0,,201.1,,,,,84.0,305.4,316.6,74.0,77.6,,50.0,6.0,,,,,,-13.0,,75.5,-70.9,,-6.3,26.7,15.5,47.0,,50.1,,,,,-67.0,154.4,165.6,False,,True,True,,,,,,True,,False,True,,True,True,True,True,,True,,,,,True,False,False
13109,31,36.0,33.8,,32.0,0.0,,,,,,42.0,,30.6,26.3,,10.1,32.6,0.0,73.0,,37.9,,,,,22.0,69.1,115.0,5.0,2.8,,1.0,-31.0,,,,,,11.0,,-0.4,-4.7,,-20.9,1.6,-31.0,42.0,,6.9,,,,,-9.0,38.1,84.0,True,,True,False,,,,,,False,,True,True,,False,True,False,False,,False,,,,,False,False,False
13111,151,195.0,192.3,,135.0,227.0,,,,,,74.0,,197.4,67.5,,58.6,132.0,93.0,291.0,,73.5,,,,,153.0,240.6,398.9,44.0,41.3,,-16.0,76.0,,,,,,-77.0,,46.4,-83.5,,-92.4,-19.0,-58.0,140.0,,-77.5,,,,,2.0,89.6,247.9,True,,True,False,,,,,,False,,False,False,,False,True,False,False,,False,,,,,True,False,False
13113,220,201.0,195.0,,194.0,48.0,,,,,,230.0,,258.5,195.3,,130.5,196.6,235.0,186.0,,42.1,158.4,,,,239.0,303.7,1077.7,-19.0,-25.0,,-26.0,-172.0,,,,,,10.0,,38.5,-24.7,,-89.5,-23.4,15.0,-34.0,,-177.8,-61.6,,,,19.0,83.7,857.7,False,,False,False,,,,,,True,,False,False,,False,False,True,False,,False,False,,,,False,False,False
13115,446,864.0,845.8,,716.0,737.0,,,,,,640.0,,726.7,314.8,,472.8,694.4,598.3,1284.0,,453.8,741.1,,,,531.0,1027.2,1299.1,418.0,399.8,,270.0,291.0,,,,,,194.0,,280.7,-131.2,,26.8,248.4,152.3,838.0,,7.8,295.1,,,,85.0,581.2,853.1,True,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,True,False,False
13117,651,570.0,589.3,,510.0,465.0,,,,,,641.0,,577.8,431.4,,501.9,560.4,330.3,479.0,,367.4,476.4,414.0,,,483.0,837.0,4032.2,-81.0,-61.7,,-141.0,-186.0,,,,,,-10.0,,-73.2,-219.6,,-149.1,-90.6,-320.7,-172.0,,-283.6,-174.6,-237.0,,,-168.0,186.0,3381.2,True,,False,False,,,,,,True,,True,False,,False,False,False,False,,False,False,False,,,False,False,False
13119,94,162.0,153.1,,143.0,135.0,,,,,,160.0,,269.4,74.9,,58.4,141.6,6.5,185.0,,103.2,,,,,94.0,218.4,222.8,68.0,59.1,,49.0,41.0,,,,,,66.0,,175.4,-19.1,,-35.6,47.6,-87.5,91.0,,9.2,,,,,0.0,124.4,128.8,True,,True,True,,,,,,True,,False,True,,True,True,False,False,,True,,,,,True,False,False
13121,2032,2406.0,2259.6,1882.5,2191.0,2510.0,,,,,,2920.0,,1705.7,1242.3,,2265.8,2326.8,694.7,2454.0,,1146.5,2642.7,1347.0,,,2390.0,3582.2,8373.1,374.0,227.6,-149.5,159.0,478.0,,,,,,888.0,,-326.3,-789.7,,233.8,294.8,-1337.3,422.0,,-885.5,610.7,-685.0,,,358.0,1550.2,6341.1,True,True,True,False,,,,,,False,,True,False,,True,True,False,False,,False,False,False,,,True,False,False
13123,115,36.0,34.7,,34.0,0.0,,,,,,134.0,,85.9,47.3,,7.6,34.4,40.0,129.0,,8.4,,,,,35.0,68.6,91.4,-79.0,-80.3,,-81.0,-115.0,,,,,,19.0,,-29.1,-67.7,,-107.4,-80.6,-75.0,14.0,,-106.6,,,,,-80.0,-46.4,-23.6,False,,False,False,,,,,,True,,True,True,,False,False,True,True,,False,,,,,False,True,True
13125,3,0.0,0.9,,0.0,0.0,,,,,,17.0,,1.0,3.5,,0.6,0.3,,0.0,,0.5,,,,,0.0,6.7,15.7,-3.0,-2.1,,-3.0,-3.0,,,,,,14.0,,-2.0,0.5,,-2.4,-2.7,,-3.0,,-2.5,,,,,-3.0,3.7,12.7,True,,False,False,,,,,,False,,True,True,,True,True,,False,,True,,,,,False,False,False
13127,151,300.0,304.6,,252.0,18.0,,,,,,265.0,,294.1,119.9,,189.9,239.2,6.5,226.0,,269.7,219.5,,,,153.0,493.0,407.3,149.0,153.6,,101.0,-133.0,,,,,,114.0,,143.1,-31.1,,38.9,88.2,-144.5,75.0,,118.7,68.5,,,,2.0,342.0,256.3,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,True,,,,True,False,False
13129,210,330.0,327.9,,276.0,43.0,,,,,,325.0,,350.4,114.0,,152.0,294.5,9.2,515.0,,142.8,255.8,,,,234.0,447.2,1142.3,120.0,117.9,,66.0,-167.0,,,,,,115.0,,140.4,-96.0,,-58.0,84.5,-200.8,305.0,,-67.2,45.8,,,,24.0,237.2,932.3,True,,True,False,,,,,,True,,False,True,,True,True,False,False,,True,True,,,,True,False,False
13131,85,99.0,109.1,,68.0,9.0,,,,,,97.0,,120.3,59.0,,30.5,64.1,0.5,69.0,,63.2,,,,,82.0,151.5,458.6,14.0,24.1,,-17.0,-76.0,,,,,,12.0,,35.3,-26.0,,-54.5,-20.9,-84.5,-16.0,,-21.8,,,,,-3.0,66.5,373.6,False,,False,False,,,,,,True,,False,False,,False,False,False,False,,False,,,,,True,False,False
13133,47,30.0,35.7,,29.0,22.0,,,,,,77.0,,106.2,32.0,,5.0,26.0,0.0,,,22.5,,,,,13.0,72.6,42.9,-17.0,-11.3,,-18.0,-25.0,,,,,,30.0,,59.2,-15.0,,-42.0,-21.0,-47.0,,,-24.5,,,,,-34.0,25.6,-4.1,True,,False,False,,,,,,False,,False,True,,False,False,False,,,False,,,,,False,False,True
13135,2162,2472.0,2608.2,1751.2,1983.0,3668.0,,,,,,2094.0,,1959.4,1463.8,,1620.9,2263.8,529.4,2425.0,,1284.1,2074.0,1506.0,,,1953.0,3871.2,7706.9,310.0,446.2,-410.8,-179.0,1506.0,,,,,,-68.0,,-202.6,-698.2,,-541.1,101.8,-1632.6,263.0,,-877.9,-88.0,-656.0,,,-209.0,1709.2,5544.9,False,False,True,False,,,,,,True,,True,False,,False,True,False,True,,False,True,False,,,True,False,False
13137,223,333.0,324.8,,271.0,220.0,,,,,,243.0,,277.8,116.6,,167.2,296.7,9.0,425.0,,148.7,331.5,,,,242.0,392.9,687.6,110.0,101.8,,48.0,-3.0,,,,,,20.0,,54.8,-106.4,,-55.8,73.7,-214.0,202.0,,-74.3,108.5,,,,19.0,169.9,464.6,True,,True,True,,,,,,True,,True,True,,True,True,False,False,,True,True,,,,True,False,False
13139,1184,1248.0,1295.5,774.9,874.0,293.0,,,,,,896.0,,852.3,585.8,,957.0,885.8,90.9,1482.0,,759.2,1033.7,857.0,,,600.0,1685.0,4686.1,64.0,111.5,-409.1,-310.0,-891.0,,,,,,-288.0,,-331.7,-598.2,,-227.0,-298.2,-1093.1,298.0,,-424.8,-150.3,-327.0,,,-584.0,501.0,3502.1,False,False,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,False,,,False,False,False
13141,19,36.0,35.4,,20.0,0.0,,,,,,20.0,,24.2,20.5,,3.2,22.9,0.1,67.0,,14.8,,,,,7.0,47.5,37.6,17.0,16.4,,1.0,-19.0,,,,,,1.0,,5.2,1.5,,-15.8,3.9,-18.9,48.0,,-4.2,,,,,-12.0,28.5,18.6,True,,True,False,,,,,,True,,True,True,,True,True,False,False,,True,,,,,True,False,False
13143,111,117.0,119.7,,117.0,87.0,,,,,,181.0,,230.0,90.6,,57.9,100.4,97.0,143.0,,114.2,,,,,106.0,150.3,302.7,6.0,8.7,,6.0,-24.0,,,,,,70.0,,119.0,-20.4,,-53.1,-10.6,-14.0,32.0,,3.2,,,,,-5.0,39.3,191.7,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,True,,,,,True,False,False
13145,38,42.0,40.4,,41.0,1.0,,,,,,183.0,,96.3,24.3,,11.9,47.5,28.8,125.0,,26.2,,,,,39.0,73.2,181.2,4.0,2.4,,3.0,-37.0,,,,,,145.0,,58.3,-13.7,,-26.1,9.5,-9.2,87.0,,-11.8,,,,,1.0,35.2,143.2,True,,True,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,True,False,False
13147,58,60.0,59.5,,59.0,45.0,,,,,,112.0,,136.6,58.0,,21.1,52.5,58.5,93.0,,29.6,,,,,31.0,105.3,120.2,2.0,1.5,,1.0,-13.0,,,,,,54.0,,78.6,-0.0,,-36.9,-5.5,0.5,35.0,,-28.4,,,,,-27.0,47.3,62.2,True,,True,False,,,,,,False,,False,True,,False,False,True,False,,False,,,,,False,False,False
13149,14,24.0,25.5,,18.0,0.0,,,,,,58.0,,18.1,17.9,,4.8,12.2,20.3,36.0,,9.6,,,,,34.0,26.4,84.8,10.0,11.5,,4.0,-14.0,,,,,,44.0,,4.1,3.9,,-9.2,-1.8,6.3,22.0,,-4.4,,,,,20.0,12.4,70.8,False,,True,False,,,,,,False,,True,True,,True,True,True,False,,True,,,,,False,False,False
13151,671,711.0,735.6,,589.0,413.0,,,,,,598.0,,603.0,398.1,,586.8,727.5,293.3,1038.0,,380.5,585.0,553.0,,,775.0,922.8,2211.7,40.0,64.6,,-82.0,-258.0,,,,,,-73.0,,-68.0,-272.9,,-84.2,56.5,-377.7,367.0,,-290.5,-86.0,-118.0,,,104.0,251.8,1540.7,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,False,,,False,False,False
13153,257,528.0,513.8,,408.0,166.0,,,,,,567.0,,428.9,298.9,,368.4,449.3,347.5,610.0,,291.4,402.8,392.0,,,558.0,644.4,678.8,271.0,256.8,,151.0,-91.0,,,,,,310.0,,171.9,41.9,,111.4,192.3,90.5,353.0,,34.4,145.8,135.0,,,301.0,387.4,421.8,True,,True,True,,,,,,False,,True,True,,True,True,True,False,,True,True,True,,,False,False,False
13155,53,84.0,79.8,,43.0,47.0,,,,,,26.0,,62.3,25.0,,17.2,40.3,36.4,61.0,,32.0,,,,,61.0,101.3,99.6,31.0,26.8,,-10.0,-6.0,,,,,,-27.0,,9.3,-28.0,,-35.8,-12.7,-16.6,8.0,,-21.0,,,,,8.0,48.3,46.6,True,,True,True,,,,,,True,,True,True,,False,True,True,True,,True,,,,,True,False,False
13157,266,432.0,438.5,,361.0,376.0,,,,,,291.0,,454.2,188.2,,182.2,302.8,364.5,382.0,,279.5,351.4,,,,334.0,604.7,2678.2,166.0,172.5,,95.0,110.0,,,,,,25.0,,188.2,-77.8,,-83.8,36.8,98.5,116.0,,13.5,85.4,,,,68.0,338.7,2412.2,False,,True,True,,,,,,True,,False,True,,True,True,True,True,,True,True,,,,True,False,False
13159,23,21.0,27.9,,22.0,19.0,,,,,,87.0,,93.9,18.8,,4.8,23.7,19.4,,,13.3,,,,,16.0,31.1,37.4,-2.0,4.9,,-1.0,-4.0,,,,,,64.0,,70.9,-4.2,,-18.2,0.7,-3.6,,,-9.7,,,,,-7.0,8.1,14.4,False,,True,False,,,,,,False,,False,False,,False,True,False,,,False,,,,,False,False,False
13161,44,75.0,74.2,,39.0,12.0,,,,,,41.0,,84.9,38.6,,12.6,45.4,0.2,131.0,,22.4,,,,,9.0,107.8,145.8,31.0,30.2,,-5.0,-32.0,,,,,,-3.0,,40.9,-5.4,,-31.4,1.4,-43.8,87.0,,-21.6,,,,,-35.0,63.8,101.8,True,,True,False,,,,,,True,,False,True,,False,True,False,False,,True,,,,,False,False,False
13163,59,72.0,75.2,,53.0,12.0,,,,,,60.0,,121.4,40.6,,15.6,54.6,0.2,54.0,,40.3,,,,,0.0,139.9,168.3,13.0,16.2,,-6.0,-47.0,,,,,,1.0,,62.4,-18.4,,-43.4,-4.4,-58.8,-5.0,,-18.7,,,,,-59.0,80.9,109.3,False,,True,False,,,,,,True,,False,False,,False,True,False,True,,False,,,,,False,False,False
13165,56,81.0,78.8,,51.0,48.0,,,,,,47.0,,68.1,17.3,,21.6,55.1,0.6,98.0,,40.8,,,,,14.0,107.4,154.4,25.0,22.8,,-5.0,-8.0,,,,,,-9.0,,12.1,-38.7,,-34.4,-0.9,-55.4,42.0,,-15.2,,,,,-42.0,51.4,98.4,True,,True,True,,,,,,True,,True,False,,False,True,False,False,,True,,,,,False,False,False
13167,21,27.0,24.6,,26.0,58.0,,,,,,82.0,,35.9,25.1,,3.6,25.0,0.0,,,10.7,,,,,7.0,65.9,46.9,6.0,3.6,,5.0,37.0,,,,,,61.0,,14.9,4.1,,-17.4,4.0,-21.0,,,-10.3,,,,,-14.0,44.9,25.9,True,,True,False,,,,,,False,,False,True,,False,True,False,,,False,,,,,False,False,False
13169,70,81.0,62.4,,62.0,52.0,,,,,,104.0,,112.2,70.5,,16.4,57.0,67.4,99.0,,17.9,,,,,90.0,109.7,148.9,11.0,-7.6,,-8.0,-18.0,,,,,,34.0,,42.2,0.5,,-53.6,-13.0,-2.6,29.0,,-52.1,,,,,20.0,39.7,78.9,True,,True,False,,,,,,False,,False,True,,False,False,True,False,,False,,,,,False,False,False
13171,40,24.0,24.5,,24.0,0.0,,,,,,100.0,,99.0,20.7,,6.4,23.0,23.9,60.0,,6.4,,,,,16.0,38.8,15.2,-16.0,-15.5,,-16.0,-40.0,,,,,,60.0,,59.0,-19.3,,-33.6,-17.0,-16.1,20.0,,-33.5,,,,,-24.0,-1.2,-24.8,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,True,False
13173,10,24.0,17.5,,21.0,29.0,,,,,,23.0,,25.3,13.3,,7.9,24.5,0.1,50.0,,7.5,,,,,24.0,37.1,70.2,14.0,7.5,,11.0,19.0,,,,,,13.0,,15.3,3.3,,-2.1,14.5,-9.9,40.0,,-2.5,,,,,14.0,27.1,60.2,True,,True,False,,,,,,True,,False,True,,True,False,True,False,,True,,,,,False,False,False
13175,251,300.0,309.7,,249.0,199.0,,,,,,257.0,,255.4,143.7,,157.6,247.1,0.6,308.0,,151.3,291.2,,,,191.0,450.5,351.9,49.0,58.7,,-2.0,-52.0,,,,,,6.0,,4.4,-107.3,,-93.4,-3.9,-250.4,57.0,,-99.7,40.2,,,,-60.0,199.5,100.9,False,,True,False,,,,,,True,,True,False,,False,True,False,False,,False,True,,,,False,False,False
13177,43,69.0,74.5,,60.0,20.0,,,,,,128.0,,91.8,29.8,,22.3,59.1,51.2,121.0,,35.4,,,,,77.0,75.5,59.9,26.0,31.5,,17.0,-23.0,,,,,,85.0,,48.8,-13.2,,-20.7,16.1,8.2,78.0,,-7.6,,,,,34.0,32.5,16.9,False,,True,True,,,,,,False,,False,True,,True,True,True,False,,True,,,,,False,False,True
13179,103,189.0,195.6,,168.0,180.0,,,,,,261.0,,204.8,122.7,,98.4,146.9,108.3,336.0,,8.2,,,,,158.0,239.5,590.1,86.0,92.6,,65.0,77.0,,,,,,158.0,,101.8,19.7,,-4.6,43.9,5.3,233.0,,-94.8,,,,,55.0,136.5,487.1,False,,True,True,,,,,,False,,False,True,,True,True,True,False,,False,,,,,True,False,False
13181,12,12.0,12.8,,10.0,0.0,,,,,,18.0,,10.0,8.8,,5.9,14.0,0.0,33.0,,4.6,,,,,28.0,21.9,59.9,0.0,0.8,,-2.0,-12.0,,,,,,6.0,,-2.0,-3.2,,-6.1,2.0,-12.0,21.0,,-7.4,,,,,16.0,9.9,47.9,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,False,False
13183,31,63.0,60.4,,49.0,29.0,,,,,,60.0,,122.3,36.5,,29.3,45.2,33.5,55.0,,0.0,,,,,47.0,59.3,129.8,32.0,29.4,,18.0,-2.0,,,,,,29.0,,91.3,5.5,,-1.7,14.2,2.5,24.0,,-31.0,,,,,16.0,28.3,98.8,True,,True,True,,,,,,True,,False,True,,True,True,True,True,,True,,,,,True,True,False
13185,298,336.0,327.6,,268.0,3.0,,,,,,588.0,,304.4,127.9,,119.1,309.0,9.0,377.0,,86.6,237.0,,,,241.0,511.6,507.6,38.0,29.6,,-30.0,-295.0,,,,,,290.0,,6.4,-170.1,,-178.9,11.0,-289.0,79.0,,-211.4,-61.0,,,,-57.0,213.6,209.6,True,,True,False,,,,,,False,,True,False,,False,True,False,False,,False,False,,,,False,False,False
13187,98,207.0,257.9,,131.0,64.0,,,,,,156.0,,188.9,86.9,,130.9,119.2,0.0,218.0,,45.9,,,,,209.0,295.7,517.2,109.0,159.9,,33.0,-34.0,,,,,,58.0,,90.9,-11.1,,32.9,21.2,-98.0,120.0,,-52.1,,,,,111.0,197.7,419.2,False,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,,,,,False,False,False
13189,58,81.0,80.9,,62.0,33.0,,,,,,90.0,,135.4,58.0,,17.7,61.9,0.0,115.0,,13.7,,,,,56.0,127.2,247.3,23.0,22.9,,4.0,-25.0,,,,,,32.0,,77.4,0.0,,-40.3,3.9,-58.0,57.0,,-44.3,,,,,-2.0,69.2,189.3,True,,True,False,,,,,,False,,False,True,,False,True,False,False,,False,,,,,True,False,False
13191,16,27.0,34.2,,22.0,16.0,,,,,,23.0,,22.3,25.6,,5.8,22.3,0.1,50.0,,18.4,,,,,16.0,54.9,85.1,11.0,18.2,,6.0,0.0,,,,,,7.0,,6.3,9.6,,-10.2,6.3,-15.9,34.0,,2.4,,,,,0.0,38.9,69.1,False,,True,True,,,,,,True,,True,True,,True,True,False,False,,True,,,,,True,False,False
13193,13,21.0,21.0,,15.0,10.0,,,,,,73.0,,20.2,22.5,,0.8,15.4,0.1,34.0,,3.1,,,,,13.0,25.7,30.1,8.0,8.0,,2.0,-3.0,,,,,,60.0,,7.2,9.5,,-12.2,2.4,-12.9,21.0,,-9.9,,,,,0.0,12.7,17.1,True,,True,True,,,,,,False,,True,False,,False,True,False,False,,False,,,,,True,False,False
13195,74,138.0,139.2,,135.0,154.0,,,,,,149.0,,232.7,77.4,,49.5,131.1,70.8,191.0,,108.2,,,,,94.0,163.2,466.7,64.0,65.2,,61.0,80.0,,,,,,75.0,,158.7,3.4,,-24.5,57.1,-3.2,117.0,,34.2,,,,,20.0,89.2,392.7,False,,True,False,,,,,,False,,False,True,,True,True,True,False,,True,,,,,True,False,False
13197,9,21.0,23.4,,16.0,0.0,,,,,,43.0,,15.6,7.6,,6.2,15.3,0.0,,,19.0,,,,,55.0,30.8,28.9,12.0,14.4,,7.0,-9.0,,,,,,34.0,,6.6,-1.4,,-2.8,6.3,-9.0,,,10.0,,,,,46.0,21.8,19.9,False,,True,True,,,,,,False,,True,True,,True,True,True,,,True,,,,,False,False,False
