,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
05121,108,70.0,63.0,,48.0,15.0,,,,,38.9,,,124.0,,81.7,33.2,,33.8,52.3,28.4,122.0,56.0,,26.4,,51.6,,,,,58.0,9.0,-38.0,-45.0,,-60.0,-93.0,,,,,-69.1,,,16.0,,-26.3,-74.8,,-74.2,-55.7,-79.6,14.0,-52.0,,-81.6,,-56.4,,,,,-50.0,-99.0,False,,False,False,,,,,False,,,True,,True,False,,False,False,False,True,False,,False,,False,,,,,False,False
05123,104,76.0,69.8,,66.0,0.0,,,,,72.6,,,195.0,,74.1,41.6,,22.8,66.6,1.2,154.0,,,28.7,,69.4,,,,,93.8,219.1,-28.0,-34.2,,-38.0,-104.0,,,,,-31.4,,,91.0,,-29.9,-62.4,,-81.2,-37.4,-102.8,50.0,,,-75.3,,-34.6,,,,,-10.2,115.1,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,,,False,,False,,,,,True,False
05125,355,234.0,235.4,,222.0,355.0,,,,,281.7,,,300.0,,247.1,242.6,,169.1,220.1,187.9,194.0,263.0,,173.4,,221.6,,,,,185.0,238.7,-121.0,-119.6,,-133.0,0.0,,,,,-73.3,,,-55.0,,-107.9,-112.4,,-185.9,-134.9,-167.1,-161.0,-92.0,,-181.6,,-133.4,,,,,-170.0,-116.3,True,,False,True,,,,,True,,,True,,True,True,,False,False,False,False,True,,False,,False,,,,,False,True
05127,28,10.0,9.9,,9.0,0.0,,,,,9.2,,,43.0,,14.4,10.3,,3.4,6.4,5.9,14.0,51.0,,11.7,,7.9,,,,,10.6,24.5,-18.0,-18.1,,-19.0,-28.0,,,,,-18.8,,,15.0,,-13.6,-17.7,,-24.6,-21.6,-22.1,-14.0,23.0,,-16.3,,-20.1,,,,,-17.4,-3.5,False,,False,False,,,,,False,,,True,,True,True,,False,False,False,True,False,,True,,False,,,,,True,True
05129,23,4.0,3.3,,4.0,22.0,,,,,44.4,,,35.0,,1.2,6.2,,1.0,6.0,0.0,,10.0,,3.6,,38.6,,,,,10.4,44.5,-19.0,-19.7,,-19.0,-1.0,,,,,21.4,,,12.0,,-21.8,-16.8,,-22.0,-17.0,-23.0,,-13.0,,-19.4,,15.6,,,,,-12.6,21.5,False,,False,True,,,,,False,,,True,,False,True,,False,True,False,,True,,False,,True,,,,,True,False
05131,577,534.0,529.4,,515.0,641.0,,,,,364.3,,,667.0,,553.5,194.1,,413.8,505.0,4.8,811.0,674.0,,208.2,,510.7,,,,,412.2,222.1,-43.0,-47.6,,-62.0,64.0,,,,,-212.7,,,90.0,,-23.5,-382.9,,-163.2,-72.0,-572.2,234.0,97.0,,-368.8,,-66.3,,,,,-164.8,-354.9,False,,False,False,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,,False,False
05133,24,18.0,14.5,,12.0,0.0,,,,,32.8,,,101.0,,17.7,12.3,,4.1,17.2,2.4,,56.0,,10.7,,11.5,,,,,20.4,30.2,-6.0,-9.5,,-12.0,-24.0,,,,,8.8,,,77.0,,-6.3,-11.7,,-19.9,-6.8,-21.6,,32.0,,-13.3,,-12.5,,,,,-3.6,6.2,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,True,False
05135,56,60.0,64.0,,46.0,44.0,,,,,19.9,,,46.0,,77.8,35.7,,17.4,46.8,30.3,69.0,13.0,,18.5,,51.0,,,,,54.5,14.5,4.0,8.0,,-10.0,-12.0,,,,,-36.1,,,-10.0,,21.8,-20.3,,-38.6,-9.2,-25.7,13.0,-43.0,,-37.5,,-5.0,,,,,-1.5,-41.5,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,,True,False
05137,35,86.0,85.8,,49.0,37.0,,,,,40.2,,,40.0,,112.0,32.5,,26.4,58.4,0.0,86.0,85.0,,49.3,,98.9,,,,,66.4,,51.0,50.8,,14.0,2.0,,,,,5.2,,,5.0,,77.0,-2.5,,-8.6,23.4,-35.0,51.0,50.0,,14.3,,63.9,,,,,31.4,,True,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,True,,True,,False,,,,,True,
05139,116,104.0,111.8,,90.0,145.0,,,,,92.0,,,102.0,,108.1,81.5,,51.7,74.4,1.3,104.0,132.0,,56.7,,90.8,,,,,81.9,,-12.0,-4.2,,-26.0,29.0,,,,,-24.0,,,-14.0,,-7.9,-34.5,,-64.3,-41.6,-114.7,-12.0,16.0,,-59.3,,-25.2,,,,,-34.1,,True,,False,False,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,,False,
05141,12,10.0,12.4,,13.0,14.0,,,,,21.5,,,56.0,,13.4,14.4,,1.8,13.5,34.3,20.0,7.0,,0.7,,36.9,,,,,18.9,71.7,-2.0,0.4,,1.0,2.0,,,,,9.5,,,44.0,,1.4,2.4,,-10.2,1.5,22.3,8.0,-5.0,,-11.3,,24.9,,,,,6.9,59.7,True,,True,False,,,,,False,,,False,,True,False,,False,True,False,False,False,,False,,False,,,,,False,False
05143,974,930.0,845.1,1056.3,729.0,550.0,,,,,1121.4,,,1180.0,,996.4,250.5,,451.8,727.2,73.4,1100.0,1401.0,,296.7,,841.0,579.0,,,,999.1,2038.3,-44.0,-128.9,82.3,-245.0,-424.0,,,,,147.4,,,206.0,,22.4,-723.5,,-522.2,-246.8,-900.6,126.0,427.0,,-677.3,,-133.0,-395.0,,,,25.1,1064.3,False,False,False,False,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,False,,,,True,False
05145,256,246.0,241.9,,242.0,528.0,,,,,141.2,,,394.0,,338.0,141.0,,192.5,185.9,208.8,402.0,474.0,,54.5,,207.9,,,,,230.1,152.1,-10.0,-14.1,,-14.0,272.0,,,,,-114.8,,,138.0,,82.0,-115.0,,-63.5,-70.1,-47.2,146.0,218.0,,-201.5,,-48.1,,,,,-25.9,-103.9,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,,False,False
05147,19,22.0,22.3,,12.0,0.0,,,,,22.9,,,26.0,,27.7,5.6,,5.9,12.8,,14.0,44.0,,7.5,,,,,,,17.5,38.6,3.0,3.3,,-7.0,-19.0,,,,,3.9,,,7.0,,8.7,-13.4,,-13.1,-6.2,,-5.0,25.0,,-11.5,,,,,,,-1.5,19.6,False,,False,False,,,,,False,,,False,,False,False,,False,False,,False,False,,False,,,,,,,True,False
05149,41,48.0,44.9,,38.0,0.0,,,,,49.2,,,86.0,,45.2,17.5,,15.8,40.9,0.6,60.0,81.0,,35.7,,33.4,,,,,49.1,61.0,7.0,3.9,,-3.0,-41.0,,,,,8.2,,,45.0,,4.2,-23.5,,-25.2,-0.1,-40.4,19.0,40.0,,-5.3,,-7.6,,,,,8.1,20.0,True,,True,False,,,,,False,,,False,,True,False,,False,True,False,False,False,,True,,False,,,,,False,False
06001,936,1284.0,1179.7,1264.7,1117.0,1483.0,,,,,1325.5,,,1581.0,,1241.1,2294.5,,929.0,1054.9,140.7,1172.0,706.0,,982.7,,1335.8,690.0,,,,932.7,2766.6,348.0,243.7,328.7,181.0,547.0,,,,,389.5,,,645.0,,305.1,1358.5,,-7.0,118.9,-795.3,236.0,-230.0,,46.7,,399.8,-246.0,,,,-3.3,1830.6,True,True,True,False,,,,,False,,,False,,True,False,,True,True,False,True,True,,True,,False,True,,,,True,False
06003,1,0.0,0.0,,0.0,0.0,,,,,3.1,,,0.0,,0.2,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.1,18.1,-1.0,-1.0,,-1.0,-1.0,,,,,2.1,,,-1.0,,-0.8,-1.0,,-1.0,-1.0,,-1.0,-1.0,,-1.0,,,,,,,-0.9,17.1,False,,False,False,,,,,False,,,False,,True,True,,True,True,,False,False,,False,,,,,,,True,False
06005,7,20.0,21.1,,16.0,16.0,,,,,20.6,,,12.0,,29.5,19.0,,0.1,1.7,16.6,,64.0,,2.7,,34.1,,,,,5.4,98.8,13.0,14.1,,9.0,9.0,,,,,13.6,,,5.0,,22.5,12.0,,-6.9,-5.3,9.6,,57.0,,-4.3,,27.1,,,,,-1.6,91.8,False,,True,True,,,,,False,,,True,,False,True,,True,True,True,,False,,True,,False,,,,,True,False
06007,137,162.0,144.9,,141.0,84.0,,,,,728.9,,,173.0,,135.4,350.4,,71.5,134.9,447.9,94.0,299.0,,115.6,,153.5,133.0,,,,212.1,340.1,25.0,7.9,,4.0,-53.0,,,,,591.9,,,36.0,,-1.6,213.4,,-65.5,-2.1,310.9,-43.0,162.0,,-21.4,,16.5,-4.0,,,,75.1,203.1,True,,True,False,,,,,False,,,False,,True,False,,False,True,False,False,False,,True,,True,True,,,,False,False
06009,13,12.0,13.8,,9.0,15.0,,,,,29.0,,,9.0,,11.0,32.5,,0.6,5.0,52.1,14.0,44.0,,6.8,,22.2,,,,,17.3,140.8,-1.0,0.8,,-4.0,2.0,,,,,16.0,,,-4.0,,-2.0,19.5,,-12.4,-8.0,39.1,1.0,31.0,,-6.2,,9.2,,,,,4.3,127.8,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,,False,False
06011,14,40.0,40.9,,25.0,0.0,,,,,33.5,,,15.0,,47.5,23.1,,8.0,28.7,0.3,23.0,57.0,,24.5,,35.0,,,,,29.8,88.1,26.0,26.9,,11.0,-14.0,,,,,19.5,,,1.0,,33.5,9.1,,-6.0,14.7,-13.7,9.0,43.0,,10.5,,21.0,,,,,15.8,74.1,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,True,False,,True,,True,,,,,True,False
06013,1077,1470.0,1490.8,1232.4,1265.0,1840.0,,,,,1711.3,,,1282.0,,1216.9,1657.8,,1265.1,1462.2,814.0,1273.0,2355.0,,1082.1,,1310.8,1065.0,,,,1426.9,1526.2,393.0,413.8,155.4,188.0,763.0,,,,,634.3,,,205.0,,139.9,580.8,,188.1,385.2,-263.0,196.0,1278.0,,5.1,,233.8,-12.0,,,,349.9,449.2,False,True,True,False,,,,,False,,,True,,True,False,,True,True,True,True,False,,True,,True,True,,,,True,False
06015,30,6.0,5.1,,5.0,0.0,,,,,12.6,,,10.0,,9.1,22.2,,0.2,1.6,13.6,0.0,26.0,,4.2,,7.0,,,,,6.8,23.1,-24.0,-24.9,,-25.0,-30.0,,,,,-17.4,,,-20.0,,-20.9,-7.8,,-29.8,-28.4,-16.4,-30.0,-4.0,,-25.8,,-23.0,,,,,-23.2,-6.9,False,,False,False,,,,,True,,,True,,True,True,,False,False,True,False,True,,False,,True,,,,,True,True
06017,130,90.0,89.0,,78.0,53.0,,,,,87.6,,,69.0,,79.4,174.8,,84.2,136.4,93.6,117.0,265.0,,49.0,,69.9,87.0,,,,51.9,162.4,-40.0,-41.0,,-52.0,-77.0,,,,,-42.4,,,-61.0,,-50.6,44.8,,-45.8,6.4,-36.4,-13.0,135.0,,-81.0,,-60.1,-43.0,,,,-78.1,32.4,False,,False,False,,,,,False,,,False,,False,False,,False,True,True,True,False,,False,,False,False,,,,False,True
06019,1076,1278.0,1247.1,1279.5,1111.0,225.0,,,,,1901.3,,,1107.0,,1045.5,1424.7,,1223.5,1309.6,168.3,858.0,1723.0,,856.0,,1328.7,702.0,,,,1011.4,896.5,202.0,171.1,203.5,35.0,-851.0,,,,,825.3,,,31.0,,-30.5,348.7,,147.5,233.6,-907.7,-218.0,647.0,,-220.0,,252.7,-374.0,,,,-64.6,-179.5,True,False,True,False,,,,,False,,,True,,True,False,,True,False,False,False,False,,False,,False,False,,,,True,True
06021,48,56.0,51.0,,33.0,25.0,,,,,38.6,,,33.0,,66.0,42.3,,12.0,38.6,0.0,49.0,79.0,,0.0,,52.9,,,,,45.9,69.0,8.0,3.0,,-15.0,-23.0,,,,,-9.4,,,-15.0,,18.0,-5.7,,-36.0,-9.4,-48.0,1.0,31.0,,-48.0,,4.9,,,,,-2.1,21.0,True,,False,False,,,,,False,,,False,,False,True,,False,False,False,True,False,,False,,True,,,,,True,False
06023,28,38.0,42.8,,36.0,41.0,,,,,42.7,,,96.0,,48.9,87.9,,8.8,28.8,115.8,26.0,265.0,,12.4,,38.9,24.0,,,,47.2,5.0,10.0,14.8,,8.0,13.0,,,,,14.7,,,68.0,,20.9,59.9,,-19.2,0.8,87.8,-2.0,237.0,,-15.6,,10.9,-4.0,,,,19.2,-23.0,False,,True,False,,,,,False,,,False,,False,False,,False,True,False,True,False,,False,,False,True,,,,False,False
06025,310,554.0,501.9,405.2,403.0,447.0,,,,,421.4,,,298.0,,497.3,279.7,,400.8,436.1,3.0,595.0,59.0,,160.7,,426.6,306.0,,,,557.8,1337.5,244.0,191.9,95.2,93.0,137.0,,,,,111.4,,,-12.0,,187.3,-30.3,,90.8,126.1,-307.0,285.0,-251.0,,-149.3,,116.6,-4.0,,,,247.8,1027.5,True,True,True,True,,,,,True,,,True,,True,True,,True,True,False,False,False,,True,,True,True,,,,False,False
06027,15,0.0,0.0,,0.0,0.0,,,,,29.1,,,5.0,,11.6,9.0,,0.0,0.2,9.3,0.0,10.0,,0.6,,9.6,,,,,4.3,135.2,-15.0,-15.0,,-15.0,-15.0,,,,,14.1,,,-10.0,,-3.4,-6.0,,-15.0,-14.8,-5.7,-15.0,-5.0,,-14.4,,-5.4,,,,,-10.7,120.2,False,,False,False,,,,,True,,,True,,True,True,,True,True,True,False,True,,True,,True,,,,,True,False
06029,966,1208.0,1225.8,916.5,959.0,2500.0,,,,,407.8,,,1508.0,,955.7,1524.6,,825.3,1054.4,51.2,995.0,1412.0,,941.5,,1301.4,852.0,,,,436.5,2032.1,242.0,259.8,-49.5,-7.0,1534.0,,,,,-558.2,,,542.0,,-10.3,558.6,,-140.7,88.4,-914.8,29.0,446.0,,-24.5,,335.4,-114.0,,,,-529.5,1066.1,False,True,True,False,,,,,False,,,False,,True,False,,True,True,False,True,False,,True,,False,True,,,,False,False
06031,424,726.0,719.5,684.6,337.0,1337.0,,,,,677.0,,,247.0,,771.6,360.9,,102.6,263.8,4.1,524.0,1603.0,,33.8,,794.4,337.0,,,,624.5,1144.7,302.0,295.5,260.6,-87.0,913.0,,,,,253.0,,,-177.0,,347.6,-63.1,,-321.4,-160.2,-419.9,100.0,1179.0,,-390.2,,370.4,-87.0,,,,200.5,720.7,True,True,True,False,,,,,True,,,True,,False,True,,False,True,False,True,False,,False,,False,True,,,,True,False
06033,89,160.0,155.2,,142.0,340.0,,,,,42.4,,,39.0,,211.8,32.9,,63.6,126.5,156.4,270.0,187.0,,58.6,,142.5,,,,,132.2,203.7,71.0,66.2,,53.0,251.0,,,,,-46.6,,,-50.0,,122.8,-56.1,,-25.4,37.5,67.4,181.0,98.0,,-30.4,,53.5,,,,,43.2,114.7,True,,True,False,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,,,,,True,False
06035,11,18.0,18.3,,8.0,0.0,,,,,148.4,,,53.0,,14.3,32.0,,1.6,7.9,0.0,18.0,35.0,,0.0,,,,,,,11.4,32.6,7.0,7.3,,-3.0,-11.0,,,,,137.4,,,42.0,,3.3,21.0,,-9.4,-3.1,-11.0,7.0,24.0,,-11.0,,,,,,,0.4,21.6,False,,True,False,,,,,False,,,False,,True,False,,False,True,False,False,False,,False,,,,,,,True,False
06037,14177,14342.0,15073.8,11404.1,12487.0,14762.0,,,,,7691.9,,,11123.0,,12110.4,8763.9,,13527.9,14250.1,1035.6,17321.0,16907.0,,11721.0,,12162.7,11819.0,,,,,11932.0,165.0,896.8,-2772.9,-1690.0,585.0,,,,,-6485.1,,,-3054.0,,-2066.6,-5413.1,,-649.1,73.1,-13141.4,3144.0,2730.0,,-2456.0,,-2014.3,-2358.0,,,,,-2245.0,False,False,False,False,,,,,False,,,False,,False,False,,False,True,False,False,False,,False,,False,False,,,,,False
06039,267,370.0,363.9,,190.0,116.0,,,,,381.1,,,206.0,,404.9,232.3,,56.8,201.3,1.7,231.0,422.0,,81.1,,385.1,185.0,,,,327.3,607.2,103.0,96.9,,-77.0,-151.0,,,,,114.1,,,-61.0,,137.9,-34.7,,-210.2,-65.7,-265.3,-36.0,155.0,,-185.9,,118.1,-82.0,,,,60.3,340.2,True,,True,False,,,,,False,,,True,,False,True,,False,True,False,True,False,,False,,False,True,,,,True,False
06041,180,274.0,277.6,,257.0,334.0,,,,,217.6,,,361.0,,266.0,202.2,,207.8,275.6,145.6,314.0,614.0,,195.0,,224.9,247.0,,,,267.1,712.3,94.0,97.6,,77.0,154.0,,,,,37.6,,,181.0,,86.0,22.2,,27.8,95.6,-34.4,134.0,434.0,,15.0,,44.9,67.0,,,,87.1,532.3,False,,True,False,,,,,True,,,False,,True,True,,True,False,True,False,False,,True,,True,True,,,,True,False
06043,2,0.0,0.4,,0.0,0.0,,,,,2.2,,,4.0,,1.3,4.1,,0.3,0.0,,0.0,12.0,,1.0,,0.8,,,,,0.7,42.4,-2.0,-1.6,,-2.0,-2.0,,,,,0.2,,,2.0,,-0.7,2.1,,-1.7,-2.0,,-2.0,10.0,,-1.0,,-1.2,,,,,-1.3,40.4,True,,False,False,,,,,True,,,False,,True,False,,True,True,,False,False,,True,,True,,,,,True,False
06045,127,150.0,142.1,,147.0,111.0,,,,,97.2,,,205.0,,147.2,165.2,,113.4,174.7,201.0,186.0,201.0,,86.4,,150.6,,,,,69.1,137.7,23.0,15.1,,20.0,-16.0,,,,,-29.8,,,78.0,,20.2,38.2,,-13.6,47.7,74.0,59.0,74.0,,-40.6,,23.6,,,,,-57.9,10.7,True,,True,True,,,,,False,,,False,,True,False,,True,False,False,False,False,,False,,False,,,,,False,True
06047,277,244.0,241.8,322.8,234.0,308.0,,,,,618.7,,,390.0,,249.8,454.6,,72.3,205.2,0.8,155.0,397.0,,76.1,,235.0,142.0,,,,227.4,1133.1,-33.0,-35.2,45.8,-43.0,31.0,,,,,341.7,,,113.0,,-27.2,177.6,,-204.7,-71.8,-276.2,-122.0,120.0,,-200.9,,-42.0,-135.0,,,,-49.6,856.1,False,False,False,True,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,False,,,,False,False
06049,1,8.0,6.8,,2.0,0.0,,,,,13.3,,,2.0,,10.6,4.3,,0.0,0.8,,0.0,48.0,,3.4,,,,,,,3.7,20.7,7.0,5.8,,1.0,-1.0,,,,,12.3,,,1.0,,9.6,3.3,,-1.0,-0.2,,-1.0,47.0,,2.4,,,,,,,2.7,19.7,True,,True,True,,,,,False,,,True,,False,True,,True,True,,True,False,,True,,,,,,,True,False
06051,7,2.0,1.9,,2.0,0.0,,,,,10.6,,,6.0,,2.8,5.1,,0.0,0.1,0.0,0.0,12.0,,1.2,,3.7,,,,,1.2,76.4,-5.0,-5.1,,-5.0,-7.0,,,,,3.6,,,-1.0,,-4.2,-1.9,,-7.0,-6.9,-7.0,-7.0,5.0,,-5.8,,-3.3,,,,,-5.8,69.4,False,,False,False,,,,,True,,,True,,True,True,,False,False,False,False,False,,False,,True,,,,,False,False
06053,780,894.0,878.0,848.0,791.0,1001.0,,,,,1154.3,,,835.0,,773.8,854.9,,583.1,788.3,15.9,740.0,453.0,,843.2,,719.4,653.0,,,,898.9,2910.2,114.0,98.0,68.0,11.0,221.0,,,,,374.3,,,55.0,,-6.2,74.9,,-196.9,8.3,-764.1,-40.0,-327.0,,63.2,,-60.6,-127.0,,,,118.9,2130.2,True,True,True,False,,,,,False,,,True,,True,True,,False,True,False,True,False,,True,,True,False,,,,False,False
06055,126,130.0,130.0,,126.0,185.0,,,,,219.6,,,201.0,,119.4,187.0,,49.7,135.4,171.6,107.0,230.0,,81.1,,117.0,91.0,,,,128.5,181.0,4.0,4.0,,0.0,59.0,,,,,93.6,,,75.0,,-6.6,61.0,,-76.3,9.4,45.6,-19.0,104.0,,-44.9,,-9.0,-35.0,,,,2.5,55.0,True,,True,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,,True,False
06057,30,54.0,57.5,,46.0,51.0,,,,,44.9,,,19.0,,66.7,87.5,,8.7,38.7,85.7,63.0,117.0,,13.3,,48.7,,,,,46.9,95.7,24.0,27.5,,16.0,21.0,,,,,14.9,,,-11.0,,36.7,57.5,,-21.3,8.7,55.7,33.0,87.0,,-16.7,,18.7,,,,,16.9,65.7,False,,True,True,,,,,True,,,True,,False,False,,True,True,False,False,False,,True,,True,,,,,True,False
06059,2835,2392.0,2287.5,2102.0,2223.0,5671.0,,,,,1598.0,,,2581.0,,2165.7,2396.9,,2338.6,2674.3,216.5,2373.0,6601.0,,1541.1,,2056.8,2742.0,,,,2197.0,3530.5,-443.0,-547.5,-733.0,-612.0,2836.0,,,,,-1237.0,,,-254.0,,-669.3,-438.1,,-496.4,-160.7,-2618.5,-462.0,3766.0,,-1293.9,,-778.2,-93.0,,,,-638.0,695.5,False,False,False,False,,,,,False,,,True,,False,True,,False,True,False,False,False,,False,,False,True,,,,False,False
06061,183,278.0,273.7,,226.0,294.0,,,,,322.3,,,230.0,,195.8,460.4,,125.1,220.3,268.4,212.0,557.0,,187.3,,269.1,172.0,,,,233.6,567.5,95.0,90.7,,43.0,111.0,,,,,139.3,,,47.0,,12.8,277.4,,-57.9,37.3,85.4,29.0,374.0,,4.3,,86.1,-11.0,,,,50.6,384.5,True,,True,False,,,,,False,,,True,,True,False,,True,True,True,True,False,,True,,True,True,,,,True,False
06063,2,2.0,3.7,,2.0,0.0,,,,,13.1,,,2.0,,3.4,9.5,,0.1,0.1,,0.0,14.0,,0.5,,2.4,,,,,2.4,33.2,0.0,1.7,,0.0,-2.0,,,,,11.1,,,0.0,,1.4,7.5,,-1.9,-1.9,,-2.0,12.0,,-1.5,,0.4,,,,,0.4,31.2,False,,True,False,,,,,False,,,True,,False,False,,False,False,,False,False,,False,,False,,,,,False,False
06065,3646,2994.0,3329.3,3343.2,2170.0,316.0,,,,,1709.0,,,3747.0,,3250.9,2281.7,,1695.3,2170.2,993.4,2614.0,4031.0,,137.6,,2789.6,1102.0,,,,2086.1,2162.3,-652.0,-316.7,-302.8,-1476.0,-3330.0,,,,,-1937.0,,,101.0,,-395.1,-1364.3,,-1950.7,-1475.8,-2652.6,-1032.0,385.0,,-3508.4,,-856.4,-2544.0,,,,-1559.9,-1483.7,True,True,False,False,,,,,False,,,True,,True,False,,False,False,False,False,True,,False,,False,False,,,,False,False
06067,1466,2024.0,2085.7,2532.6,1708.0,2511.0,,,,,2394.9,,,1446.0,,1708.2,4132.6,,1313.6,1419.1,2000.4,1422.0,2433.0,,1219.1,,1947.0,1079.0,,,,2020.8,2985.6,558.0,619.7,1066.6,242.0,1045.0,,,,,928.9,,,-20.0,,242.2,2666.6,,-152.4,-46.9,534.4,-44.0,967.0,,-246.9,,481.0,-387.0,,,,554.8,1519.6,False,False,True,False,,,,,False,,,True,,True,False,,True,True,True,True,False,,True,,True,True,,,,True,False
06069,41,100.0,104.6,,81.0,39.0,,,,,141.5,,,103.0,,79.4,45.1,,40.3,93.5,2.8,92.0,143.0,,81.5,,85.7,,,,,86.3,678.4,59.0,63.6,,40.0,-2.0,,,,,100.5,,,62.0,,38.4,4.1,,-0.7,52.5,-38.2,51.0,102.0,,40.5,,44.7,,,,,45.3,637.4,False,,True,True,,,,,False,,,False,,True,True,,True,True,True,True,False,,True,,True,,,,,True,False
06071,3448,4198.0,4246.6,3013.8,3054.0,2002.0,,,,,922.1,,,2940.0,,3290.9,3233.8,,3331.7,3830.4,1227.5,6662.0,6939.0,,2276.1,,4167.1,2433.0,,,,3282.4,17760.7,750.0,798.6,-434.2,-394.0,-1446.0,,,,,-2525.9,,,-508.0,,-157.1,-214.2,,-116.3,382.4,-2220.5,3214.0,3491.0,,-1171.9,,719.1,-1015.0,,,,-165.6,14312.7,False,True,True,False,,,,,False,,,True,,True,True,,True,True,False,False,False,,False,,True,False,,,,True,False
06073,3812,4076.0,4183.4,3455.8,3355.0,2872.0,,,,,2151.8,,,3567.0,,3500.0,3937.7,,3358.0,3931.0,1214.3,4026.0,8554.0,,993.2,,3441.3,2302.0,,,,,3496.0,264.0,371.4,-356.2,-457.0,-940.0,,,,,-1660.2,,,-245.0,,-312.0,125.7,,-454.0,119.0,-2597.7,214.0,4742.0,,-2818.8,,-370.7,-1510.0,,,,,-316.0,False,False,False,False,,,,,False,,,True,,False,True,,False,True,False,True,False,,False,,False,False,,,,,False
06075,544,760.0,772.7,781.9,760.0,803.0,,,,,731.0,,,6491.0,,765.8,1968.4,,562.3,814.1,0.1,711.0,993.0,,590.7,,590.6,573.0,,,,604.3,1224.0,216.0,228.7,237.9,216.0,259.0,,,,,187.0,,,5947.0,,221.8,1424.4,,18.3,270.1,-543.9,167.0,449.0,,46.7,,46.6,29.0,,,,60.3,680.0,False,False,False,False,,,,,True,,,False,,False,False,,True,False,False,True,False,,True,,True,True,,,,True,False
