,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
26143,34,20.0,20.3,,15.0,12.0,,,,,,28.0,,77.5,51.1,,3.2,2.8,,,11.4,,,,,,80.0,11.1,19.8,-14.0,-13.7,,-19.0,-22.0,,,,,,-6.0,,43.5,17.1,,-30.8,-31.2,,,-22.6,,,,,,46.0,-22.9,-14.2,True,,False,False,,,,,,True,,False,False,,False,False,,,False,,,,,,False,False,False
26145,426,476.0,438.4,,379.0,130.0,,,,,,379.0,,450.2,730.8,,139.2,362.3,522.3,,41.2,,345.3,246.0,,,382.0,283.5,793.6,50.0,12.4,,-47.0,-296.0,,,,,,-47.0,,24.2,304.8,,-286.8,-63.7,96.3,,-384.8,,-80.7,-180.0,,,-44.0,-142.5,367.6,True,,True,False,,,,,,True,,True,False,,False,False,False,,False,,False,False,,,True,False,False
26147,201,44.0,41.2,,46.0,,,,,,,84.0,,164.5,205.1,,5.8,54.6,90.5,,21.4,,,18.0,,,21.0,42.6,77.9,-157.0,-159.8,,-155.0,,,,,,,-117.0,,-36.5,4.1,,-195.2,-146.4,-110.5,,-179.6,,,-183.0,,,-180.0,-158.4,-123.1,False,,True,,,,,,,True,,True,True,,False,True,True,,False,,,False,,,False,False,True
26149,206,48.0,52.4,,49.0,8.0,,,,,,129.0,,113.7,77.3,,4.7,49.0,92.2,,0.4,,,,,,50.0,27.4,118.5,-158.0,-153.6,,-157.0,-198.0,,,,,,-77.0,,-92.3,-128.7,,-201.3,-157.0,-113.8,,-205.6,,,,,,-156.0,-178.6,-87.5,True,,True,False,,,,,,True,,True,True,,False,True,True,,False,,,,,,True,False,True
26151,28,16.0,15.1,,12.0,0.0,,,,,,13.0,,89.6,69.7,,0.9,9.3,58.1,,4.8,,,,,,10.0,11.5,25.6,-12.0,-12.9,,-16.0,-28.0,,,,,,-15.0,,61.6,41.7,,-27.1,-18.7,30.1,,-23.2,,,,,,-18.0,-16.5,-2.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,True
26153,26,4.0,3.0,,3.0,0.0,,,,,,13.0,,6.0,4.4,,0.4,0.4,,,2.1,,,,,,31.0,5.9,29.7,-22.0,-23.0,,-23.0,-26.0,,,,,,-13.0,,-20.0,-21.6,,-25.6,-25.6,,,-23.9,,,,,,5.0,-20.1,3.7,False,,False,False,,,,,,True,,True,True,,False,False,,,False,,,,,,True,True,True
26155,103,44.0,66.5,,54.0,86.0,,,,,,106.0,,162.3,246.8,,31.9,37.3,275.1,,7.2,,,,,,20.0,101.7,28.0,-59.0,-36.5,,-49.0,-17.0,,,,,,3.0,,59.3,143.8,,-71.1,-65.7,172.1,,-95.8,,,,,,-83.0,-1.3,-75.0,True,,True,True,,,,,,True,,False,False,,False,False,False,,False,,,,,,False,True,False
26157,73,16.0,16.5,,21.0,9.0,,,,,,31.0,,79.3,100.8,,0.6,33.9,164.2,,6.0,,,,,,4.0,30.8,26.0,-57.0,-56.5,,-52.0,-64.0,,,,,,-42.0,,6.3,27.8,,-72.4,-39.1,91.2,,-67.0,,,,,,-69.0,-42.2,-47.0,True,,True,False,,,,,,True,,True,True,,False,True,False,,False,,,,,,False,True,True
26159,147,104.0,118.0,,106.0,118.0,,,,,,134.0,,204.8,258.0,,22.3,89.0,310.0,,14.7,,,,,,88.0,70.6,833.2,-43.0,-29.0,,-41.0,-29.0,,,,,,-13.0,,57.8,111.0,,-124.7,-58.0,163.0,,-132.3,,,,,,-59.0,-76.4,686.2,True,,True,True,,,,,,True,,False,False,,False,False,False,,False,,,,,,False,False,False
26161,976,616.0,614.9,,585.0,872.0,,,,,,1081.0,,646.4,823.5,,539.5,516.5,689.8,,90.2,,436.8,560.0,,,836.0,304.1,1189.9,-360.0,-361.1,,-391.0,-104.0,,,,,,105.0,,-329.6,-152.5,,-436.5,-459.5,-286.2,,-885.8,,-539.2,-416.0,,,-140.0,-671.9,213.9,False,,False,True,,,,,,True,,True,True,,False,False,True,,False,,False,False,,,True,False,True
26163,3619,5172.0,5332.0,4242.2,3998.0,5950.0,,,,,,3577.0,,3007.4,5529.5,,2483.3,4011.0,917.5,,322.9,,6385.5,5280.0,,,5896.0,2545.2,10106.0,1553.0,1713.0,623.2,379.0,2331.0,,,,,,-42.0,,-611.6,1910.5,,-1135.7,392.0,-2701.5,,-3296.2,,2766.5,1661.0,,,2277.0,-1073.8,6487.0,False,True,True,False,,,,,,True,,True,False,,True,True,False,,False,,False,False,,,False,True,False
26165,27,12.0,21.3,,18.0,41.0,,,,,,99.0,,71.3,55.1,,0.5,11.3,129.1,,14.6,,,,,,2.0,11.3,24.3,-15.0,-5.7,,-9.0,14.0,,,,,,72.0,,44.3,28.1,,-26.5,-15.7,102.1,,-12.4,,,,,,-25.0,-15.7,-2.7,True,,True,True,,,,,,False,,False,False,,False,False,False,,True,,,,,,False,False,True
27001,53,28.0,26.3,,22.0,23.0,,,,,,20.0,,40.6,43.8,,4.3,22.2,,,10.6,,,,,,37.0,9.3,63.5,-25.0,-26.7,,-31.0,-30.0,,,,,,-33.0,,-12.4,-9.2,,-48.7,-30.8,,,-42.4,,,,,,-16.0,-43.7,10.5,False,,False,False,,,,,,False,,True,True,,False,False,,,False,,,,,,True,False,True
27003,1888,1240.0,1241.8,,1078.0,590.0,,,,,,908.0,,968.9,871.7,,827.2,1141.6,1519.6,,1153.0,,1008.4,1364.0,,,667.0,691.6,4064.1,-648.0,-646.2,,-810.0,-1298.0,,,,,,-980.0,,-919.1,-1016.3,,-1060.8,-746.4,-368.4,,-735.0,,-879.6,-524.0,,,-1221.0,-1196.4,2176.1,True,,False,False,,,,,,False,,False,False,,False,False,True,,False,,False,True,,,False,False,False
27005,150,64.0,64.0,,63.0,16.0,,,,,,126.0,,99.8,93.2,,16.6,62.5,111.6,,5.7,,,,,,45.0,31.4,113.2,-86.0,-86.0,,-87.0,-134.0,,,,,,-24.0,,-50.2,-56.8,,-133.4,-87.5,-38.4,,-144.3,,,,,,-105.0,-118.6,-36.8,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,,False,False,True
27007,277,60.0,79.4,,60.0,35.0,,,,,,108.0,,85.5,163.7,,16.9,58.8,90.8,,2.2,,,,,,45.0,30.1,134.0,-217.0,-197.6,,-217.0,-242.0,,,,,,-169.0,,-191.5,-113.3,,-260.1,-218.2,-186.2,,-274.8,,,,,,-232.0,-246.9,-143.0,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,,False,False,True
27009,221,84.0,74.6,,88.0,,,,,,,166.0,,184.5,132.3,,30.2,105.8,197.2,,68.3,,,,,,64.0,43.5,576.8,-137.0,-146.4,,-133.0,,,,,,,-55.0,,-36.5,-88.7,,-190.8,-115.2,-23.8,,-152.7,,,,,,-157.0,-177.5,355.8,False,,True,,,,,,,True,,True,True,,False,True,True,,False,,,,,,False,False,False
27011,60,28.0,29.2,,26.0,0.0,,,,,,16.0,,30.9,11.5,,7.5,29.9,,,30.0,,,,,,26.0,8.6,84.8,-32.0,-30.8,,-34.0,-60.0,,,,,,-44.0,,-29.1,-48.5,,-52.5,-30.1,,,-30.0,,,,,,-34.0,-51.4,24.8,True,,False,False,,,,,,False,,True,False,,False,True,,,True,,,,,,False,False,True
27013,387,316.0,306.2,,311.0,427.0,,,,,,573.0,,417.7,280.5,,160.3,270.1,298.3,,106.7,,309.5,,,,163.0,251.0,449.8,-71.0,-80.8,,-76.0,40.0,,,,,,186.0,,30.7,-106.5,,-226.7,-116.9,-88.7,,-280.3,,-77.5,,,,-224.0,-136.0,62.8,False,,False,True,,,,,,False,,True,False,,False,False,False,,False,,False,,,,False,False,True
27015,117,24.0,22.1,,26.0,31.0,,,,,,62.0,,103.9,62.7,,3.9,29.6,150.7,,11.3,,,,,,22.0,13.0,139.0,-93.0,-94.9,,-91.0,-86.0,,,,,,-55.0,,-13.1,-54.3,,-113.1,-87.4,33.7,,-105.7,,,,,,-95.0,-104.0,22.0,False,,True,True,,,,,,True,,True,True,,False,True,True,,False,,,,,,False,False,True
27017,123,12.0,16.7,,27.0,18.0,,,,,,90.0,,121.6,101.4,,4.3,40.8,140.0,,11.1,,,,,,31.0,19.7,47.7,-111.0,-106.3,,-96.0,-105.0,,,,,,-33.0,,-1.4,-21.6,,-118.7,-82.2,17.0,,-111.9,,,,,,-92.0,-103.3,-75.3,True,,True,True,,,,,,True,,True,True,,False,True,True,,False,,,,,,True,True,True
27019,325,256.0,264.5,,257.0,141.0,,,,,,382.0,,366.4,269.4,,87.9,247.2,461.2,,137.1,,262.8,,,,170.0,171.6,1385.1,-69.0,-60.5,,-68.0,-184.0,,,,,,57.0,,41.4,-55.6,,-237.1,-77.8,136.2,,-187.9,,-62.2,,,,-155.0,-153.4,1060.1,True,,True,False,,,,,,True,,True,True,,False,False,False,,False,,True,,,,False,False,False
27021,142,32.0,32.6,,32.0,0.0,,,,,,61.0,,92.1,87.8,,7.9,41.8,85.2,,8.5,,,,,,20.0,17.6,52.4,-110.0,-109.4,,-110.0,-142.0,,,,,,-81.0,,-49.9,-54.2,,-134.1,-100.2,-56.8,,-133.5,,,,,,-122.0,-124.4,-89.6,True,,False,False,,,,,,True,,True,True,,False,True,True,,False,,,,,,False,False,True
27023,138,52.0,51.5,,42.0,51.0,,,,,,33.0,,54.4,42.9,,8.5,37.7,31.9,,29.1,,,,,,35.0,33.1,120.5,-86.0,-86.5,,-96.0,-87.0,,,,,,-105.0,,-83.6,-95.1,,-129.5,-100.3,-106.1,,-108.9,,,,,,-103.0,-104.9,-17.5,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,,False,False,True
27025,276,188.0,197.5,,159.0,221.0,,,,,,104.0,,359.7,226.6,,51.2,130.9,399.1,,52.6,,,,,,173.0,110.4,716.6,-88.0,-78.5,,-117.0,-55.0,,,,,,-172.0,,83.7,-49.4,,-224.8,-145.1,123.1,,-223.4,,,,,,-103.0,-165.6,440.6,True,,False,True,,,,,,False,,True,True,,False,False,False,,False,,,,,,False,False,False
27027,592,508.0,511.6,,403.0,686.0,,,,,,359.0,,402.7,101.7,,261.5,417.3,235.9,,442.6,,,,,,244.0,138.2,953.0,-84.0,-80.4,,-189.0,94.0,,,,,,-233.0,,-189.3,-490.3,,-330.5,-174.7,-356.1,,-149.4,,,,,,-348.0,-453.8,361.0,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
27029,24,8.0,8.3,,7.0,0.0,,,,,,21.0,,9.8,3.6,,2.9,4.2,,,7.1,,,,,,8.0,5.6,116.1,-16.0,-15.7,,-17.0,-24.0,,,,,,-3.0,,-14.2,-20.4,,-21.1,-19.8,,,-16.9,,,,,,-16.0,-18.4,92.1,True,,False,False,,,,,,True,,True,False,,False,False,,,False,,,,,,False,False,False
27031,3,0.0,0.5,,0.0,0.0,,,,,,13.0,,0.2,1.0,,,0.1,,,0.0,,,,,,0.0,5.6,27.7,-3.0,-2.5,,-3.0,-3.0,,,,,,10.0,,-2.8,-2.0,,,-2.9,,,-3.0,,,,,,-3.0,2.6,24.7,True,,False,False,,,,,,False,,True,True,,,True,,,False,,,,,,False,True,False
27033,36,20.0,24.0,,13.0,2.0,,,,,,33.0,,13.9,15.6,,2.1,12.1,0.0,,13.6,,,,,,6.0,13.9,110.4,-16.0,-12.0,,-23.0,-34.0,,,,,,-3.0,,-22.1,-20.4,,-33.9,-23.9,-36.0,,-22.4,,,,,,-30.0,-22.1,74.4,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,False,False,False
27035,352,128.0,137.1,,123.0,39.0,,,,,,182.0,,203.7,242.1,,31.8,117.1,276.3,,83.2,,,,,,115.0,74.9,47.9,-224.0,-214.9,,-229.0,-313.0,,,,,,-170.0,,-148.3,-109.9,,-320.2,-234.9,-75.7,,-268.8,,,,,,-237.0,-277.1,-304.1,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,,False,False,False
27037,1684,1312.0,1232.2,1126.2,1159.0,737.0,,,,,,1425.0,,1357.2,1256.6,,961.4,1119.7,2572.1,,833.4,,1185.0,778.0,,,857.0,1030.8,4939.1,-372.0,-451.8,-557.8,-525.0,-947.0,,,,,,-259.0,,-326.8,-427.4,,-722.6,-564.3,888.1,,-850.6,,-499.0,-906.0,,,-827.0,-653.2,3255.1,False,False,False,False,,,,,,True,,True,False,,False,False,False,,False,,False,False,,,False,False,False
27039,155,68.0,71.1,,59.0,26.0,,,,,,57.0,,138.2,37.2,,32.5,61.7,76.5,,21.4,,,,,,39.0,12.2,561.4,-87.0,-83.9,,-96.0,-129.0,,,,,,-98.0,,-16.8,-117.8,,-122.5,-93.3,-78.5,,-133.6,,,,,,-116.0,-142.8,406.4,True,,False,False,,,,,,False,,True,False,,False,False,True,,False,,,,,,False,False,False
27041,303,60.0,62.4,,59.0,8.0,,,,,,157.0,,151.3,75.0,,14.3,59.6,195.3,,24.2,,,,,,55.0,27.8,445.8,-243.0,-240.6,,-244.0,-295.0,,,,,,-146.0,,-151.7,-228.0,,-288.7,-243.4,-107.7,,-278.8,,,,,,-248.0,-275.2,142.8,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,,False,False,True
27043,51,36.0,37.7,,29.0,29.0,,,,,,40.0,,18.8,33.3,,12.8,28.3,86.6,,19.9,,,,,,18.0,12.3,229.2,-15.0,-13.3,,-22.0,-22.0,,,,,,-11.0,,-32.2,-17.7,,-38.2,-22.7,35.6,,-31.1,,,,,,-33.0,-38.7,178.2,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,False,False,False
27045,111,8.0,10.2,,8.0,0.0,,,,,,56.0,,105.6,29.6,,12.5,10.2,,,5.9,,,,,,10.0,11.4,158.2,-103.0,-100.8,,-103.0,-111.0,,,,,,-55.0,,-5.4,-81.4,,-98.5,-100.8,,,-105.0,,,,,,-101.0,-99.6,47.2,True,,False,False,,,,,,True,,True,True,,True,True,,,False,,,,,,True,True,True
27047,143,88.0,85.3,,99.0,183.0,,,,,,143.0,,234.6,57.4,,40.1,99.5,90.9,,131.6,,,,,,47.0,26.9,388.6,-55.0,-57.7,,-44.0,40.0,,,,,,0.0,,91.6,-85.6,,-102.9,-43.5,-52.1,,-11.4,,,,,,-96.0,-116.1,245.6,False,,True,True,,,,,,True,,False,False,,False,True,True,,True,,,,,,False,False,False
27049,164,76.0,87.4,,79.0,30.0,,,,,,138.0,,182.1,108.6,,30.6,88.3,220.1,,64.5,,,,,,52.0,33.1,552.1,-88.0,-76.6,,-85.0,-134.0,,,,,,-26.0,,18.1,-55.4,,-133.4,-75.7,56.1,,-99.5,,,,,,-112.0,-130.9,388.1,True,,True,False,,,,,,True,,True,True,,False,True,True,,False,,,,,,False,False,False
27051,18,4.0,2.0,,4.0,0.0,,,,,,36.0,,3.0,5.7,,5.6,3.2,,,6.6,,,,,,3.0,7.8,25.1,-14.0,-16.0,,-14.0,-18.0,,,,,,18.0,,-15.0,-12.3,,-12.4,-14.8,,,-11.4,,,,,,-15.0,-10.2,7.1,False,,False,False,,,,,,False,,False,True,,True,False,,,True,,,,,,False,True,True
27053,5318,2340.0,2563.4,1994.2,2114.0,1063.0,,,,,,4857.0,,1918.4,2638.6,,1429.0,2244.1,1641.9,,2203.3,,2268.3,2290.0,,,1223.0,3272.3,3883.3,-2978.0,-2754.6,-3323.8,-3204.0,-4255.0,,,,,,-461.0,,-3399.6,-2679.4,,-3889.0,-3073.9,-3676.1,,-3114.7,,-3049.7,-3028.0,,,-4095.0,-2045.7,-1434.7,True,False,False,False,,,,,,True,,False,True,,False,False,False,,False,,False,False,,,False,True,True
27055,73,36.0,35.4,,31.0,35.0,,,,,,64.0,,133.9,51.7,,13.8,26.2,,,5.3,,,,,,31.0,19.2,180.5,-37.0,-37.6,,-42.0,-38.0,,,,,,-9.0,,60.9,-21.3,,-59.2,-46.8,,,-67.7,,,,,,-42.0,-53.8,107.5,False,,False,False,,,,,,True,,False,True,,False,False,,,False,,,,,,False,False,False
27057,148,24.0,22.7,,16.0,0.0,,,,,,40.0,,82.1,39.6,,5.9,7.5,,,14.3,,,,,,16.0,18.5,53.9,-124.0,-125.3,,-132.0,-148.0,,,,,,-108.0,,-65.9,-108.4,,-142.1,-140.5,,,-133.7,,,,,,-132.0,-129.5,-94.1,False,,False,False,,,,,,True,,True,True,,False,False,,,False,,,,,,False,False,True
27059,187,48.0,41.6,,57.0,71.0,,,,,,84.0,,234.8,96.4,,14.1,59.3,117.4,,55.6,,,,,,57.0,47.7,158.7,-139.0,-145.4,,-130.0,-116.0,,,,,,-103.0,,47.8,-90.6,,-172.9,-127.7,-69.6,,-131.4,,,,,,-130.0,-139.3,-28.3,False,,True,True,,,,,,True,,True,True,,False,True,True,,True,,,,,,True,False,True
27061,307,88.0,73.1,,79.0,17.0,,,,,,52.0,,121.0,170.7,,38.4,108.3,244.5,,104.2,,,,,,68.0,37.0,147.5,-219.0,-233.9,,-228.0,-290.0,,,,,,-255.0,,-186.0,-136.3,,-268.6,-198.7,-62.5,,-202.8,,,,,,-239.0,-270.0,-159.5,False,,False,False,,,,,,False,,True,True,,False,True,True,,True,,,,,,False,False,True
27063,66,20.0,14.8,,11.0,0.0,,,,,,24.0,,7.7,24.4,,2.9,13.1,34.4,,7.4,,,,,,9.0,8.5,200.4,-46.0,-51.2,,-55.0,-66.0,,,,,,-42.0,,-58.3,-41.6,,-63.1,-52.9,-31.6,,-58.5,,,,,,-57.0,-57.5,134.4,False,,False,False,,,,,,True,,False,True,,False,False,True,,False,,,,,,False,False,False
27065,75,44.0,46.4,,26.0,22.0,,,,,,22.0,,26.7,51.3,,8.8,33.2,,,34.4,,,,,,34.0,16.6,114.4,-31.0,-28.6,,-49.0,-53.0,,,,,,-53.0,,-48.3,-23.7,,-66.2,-41.8,,,-40.6,,,,,,-41.0,-58.4,39.4,True,,False,False,,,,,,False,,False,True,,False,False,,,False,,,,,,False,False,False
27067,399,116.0,117.1,,119.0,166.0,,,,,,257.0,,161.8,161.9,,28.0,119.7,35.9,,134.1,,,,,,41.0,113.5,336.0,-283.0,-281.9,,-280.0,-233.0,,,,,,-142.0,,-237.2,-237.1,,-371.0,-279.3,-363.1,,-264.9,,,,,,-358.0,-285.5,-63.0,True,,True,True,,,,,,True,,True,True,,False,True,False,,True,,,,,,False,False,True
27069,7,12.0,13.4,,3.0,0.0,,,,,,6.0,,22.4,5.5,,0.3,2.0,,,1.3,,,,,,14.0,6.0,120.0,5.0,6.4,,-4.0,-7.0,,,,,,-1.0,,15.4,-1.5,,-6.7,-5.0,,,-5.7,,,,,,7.0,-1.0,113.0,False,,True,False,,,,,,True,,False,True,,False,False,,,False,,,,,,False,True,False
27071,50,20.0,20.1,,9.0,0.0,,,,,,17.0,,18.2,33.1,,5.5,8.5,,,0.1,,,,,,14.0,8.8,30.1,-30.0,-29.9,,-41.0,-50.0,,,,,,-33.0,,-31.8,-16.9,,-44.5,-41.5,,,-49.9,,,,,,-36.0,-41.2,-19.9,True,,False,False,,,,,,False,,False,True,,False,False,,,False,,,,,,False,False,True
27073,73,24.0,21.4,,13.0,0.0,,,,,,12.0,,38.8,12.0,,5.1,21.5,,,11.2,,,,,,32.0,9.2,137.7,-49.0,-51.6,,-60.0,-73.0,,,,,,-61.0,,-34.2,-61.0,,-67.9,-51.5,,,-61.8,,,,,,-41.0,-63.8,64.7,False,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,,True,False,False
27075,42,40.0,39.9,,15.0,1.0,,,,,,21.0,,37.3,26.1,,5.0,11.1,,,11.9,,,,,,40.0,22.7,115.4,-2.0,-2.1,,-27.0,-41.0,,,,,,-21.0,,-4.7,-15.9,,-37.0,-30.9,,,-30.1,,,,,,-2.0,-19.3,73.4,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,,False,False,False
27077,18,16.0,16.2,,7.0,0.0,,,,,,10.0,,13.3,13.2,,,2.9,,,2.7,,,,,,16.0,7.5,167.6,-2.0,-1.8,,-11.0,-18.0,,,,,,-8.0,,-4.7,-4.8,,,-15.1,,,-15.3,,,,,,-2.0,-10.5,149.6,True,,False,False,,,,,,False,,False,False,,,False,,,False,,,,,,False,False,False
27079,99,104.0,66.2,,77.0,63.0,,,,,,78.0,,198.2,97.9,,50.3,74.8,201.6,,169.1,,,,,,57.0,50.3,602.6,5.0,-32.8,,-22.0,-36.0,,,,,,-21.0,,99.2,-1.1,,-48.7,-24.2,102.6,,70.1,,,,,,-42.0,-48.7,503.6,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,,,,,,False,False,False
27081,65,32.0,32.1,,18.0,0.0,,,,,,31.0,,18.3,16.4,,6.3,24.9,,,2.9,,,,,,11.0,9.0,100.7,-33.0,-32.9,,-47.0,-65.0,,,,,,-34.0,,-46.7,-48.6,,-58.7,-40.1,,,-62.1,,,,,,-54.0,-56.0,35.7,True,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,,False,False,False
27083,230,136.0,130.1,,117.0,616.0,,,,,,148.0,,164.6,59.1,,24.0,90.2,3.3,,125.1,,,,,,41.0,77.2,135.4,-94.0,-99.9,,-113.0,386.0,,,,,,-82.0,,-65.4,-170.9,,-206.0,-139.8,-226.7,,-104.9,,,,,,-189.0,-152.8,-94.6,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,,,,,,False,False,False
27085,117,136.0,130.0,,109.0,22.0,,,,,,104.0,,205.5,173.1,,60.3,113.9,292.9,,7.2,,,,,,76.0,95.2,433.8,19.0,13.0,,-8.0,-95.0,,,,,,-13.0,,88.5,56.1,,-56.7,-3.1,175.9,,-109.8,,,,,,-41.0,-21.8,316.8,True,,True,False,,,,,,True,,False,False,,False,True,False,,False,,,,,,False,False,False
27087,32,16.0,17.6,,7.0,0.0,,,,,,16.0,,6.5,12.4,,2.4,4.4,,,6.9,,,,,,10.0,6.8,64.4,-16.0,-14.4,,-25.0,-32.0,,,,,,-16.0,,-25.5,-19.6,,-29.6,-27.6,,,-25.1,,,,,,-22.0,-25.2,32.4,True,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,,False,False,False
27089,23,8.0,0.0,,5.0,0.0,,,,,,18.0,,21.2,16.1,,5.6,15.0,,,4.8,,,,,,14.0,7.5,229.0,-15.0,-23.0,,-18.0,-23.0,,,,,,-5.0,,-1.8,-6.9,,-17.4,-8.0,,,-18.2,,,,,,-9.0,-15.5,206.0,False,,False,False,,,,,,True,,True,True,,False,True,,,False,,,,,,True,False,False
27091,284,44.0,37.6,,43.0,28.0,,,,,,54.0,,116.1,44.6,,19.1,56.4,151.0,,36.0,,,,,,21.0,12.3,146.2,-240.0,-246.4,,-241.0,-256.0,,,,,,-230.0,,-167.9,-239.4,,-264.9,-227.6,-133.0,,-248.0,,,,,,-263.0,-271.7,-137.8,False,,False,False,,,,,,True,,True,True,,False,True,True,,False,,,,,,False,False,True
27093,123,60.0,56.8,,65.0,190.0,,,,,,46.0,,187.9,70.6,,36.0,71.2,115.1,,79.7,,,,,,69.0,18.4,964.0,-63.0,-66.2,,-58.0,67.0,,,,,,-77.0,,64.9,-52.4,,-87.0,-51.8,-7.9,,-43.3,,,,,,-54.0,-104.6,841.0,False,,True,False,,,,,,False,,False,True,,False,True,True,,True,,,,,,True,False,False
27095,112,72.0,68.3,,63.0,168.0,,,,,,51.0,,216.9,109.5,,9.0,40.8,124.6,,56.2,,,,,,71.0,48.6,137.0,-40.0,-43.7,,-49.0,56.0,,,,,,-61.0,,104.9,-2.5,,-103.0,-71.2,12.6,,-55.8,,,,,,-41.0,-63.4,25.0,False,,False,False,,,,,,False,,False,True,,False,False,True,,False,,,,,,False,False,True
27097,241,140.0,147.2,,133.0,328.0,,,,,,119.0,,257.2,124.3,,28.2,88.4,172.4,,89.1,,,,,,166.0,72.5,842.1,-101.0,-93.8,,-108.0,87.0,,,,,,-122.0,,16.2,-116.7,,-212.8,-152.6,-68.6,,-151.9,,,,,,-75.0,-168.5,601.1,True,,False,True,,,,,,False,,True,False,,False,False,True,,False,,,,,,True,False,False
27099,193,88.0,87.6,,86.0,62.0,,,,,,247.0,,157.8,65.5,,22.4,99.3,3.8,,99.0,,47.2,,,,18.0,51.9,348.2,-105.0,-105.4,,-107.0,-131.0,,,,,,54.0,,-35.2,-127.5,,-170.6,-93.7,-189.2,,-94.0,,-145.8,,,,-175.0,-141.1,155.2,False,,False,False,,,,,,True,,True,False,,False,True,False,,True,,False,,,,False,False,False
27101,64,4.0,5.2,,8.0,0.0,,,,,,24.0,,7.2,17.8,,0.1,7.5,22.9,,14.9,,,,,,5.0,11.4,108.9,-60.0,-58.8,,-56.0,-64.0,,,,,,-40.0,,-56.8,-46.2,,-63.9,-56.5,-41.1,,-49.1,,,,,,-59.0,-52.6,44.9,True,,True,False,,,,,,True,,True,True,,False,True,True,,True,,,,,,True,True,True
27103,151,76.0,82.6,,71.0,38.0,,,,,,122.0,,160.6,89.8,,39.8,65.6,151.1,,41.6,,,,,,41.0,38.8,196.4,-75.0,-68.4,,-80.0,-113.0,,,,,,-29.0,,9.6,-61.2,,-111.2,-85.4,0.1,,-109.4,,,,,,-110.0,-112.2,45.4,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,,False,False,True
