,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
12121,324,355.0,135.0,,,,,214.0,,214.7,,139.1,1.7,,210.8,411.1,,0.0,31.0,-189.0,,,,,-110.0,,-109.3,,-184.9,-322.3,,-113.2,87.1,,-324.0,False,,,,,False,,False,,False,False,,False,False,,False
12123,159,140.0,68.0,,,,,120.0,,134.0,,37.8,0.1,,144.7,929.6,,0.0,-19.0,-91.0,,,,,-39.0,,-25.0,,-121.2,-158.9,,-14.3,770.6,,-159.0,False,,,,,False,,False,,False,False,,True,False,,False
12125,365,410.0,175.0,,,,,219.0,,139.1,,115.0,0.8,,171.4,344.8,,63.0,45.0,-190.0,,,,,-146.0,,-225.9,,-250.0,-364.2,,-193.6,-20.2,,-302.0,False,,,,,False,,False,,False,False,,False,True,,False
12127,1643,2560.0,5833.0,,,,,1731.0,,1859.3,,1983.2,1036.7,,802.7,2315.2,,2418.0,917.0,4190.0,,,,,88.0,,216.3,,340.2,-606.3,,-840.3,672.2,,775.0,False,,,,,True,,True,,True,True,,True,True,,True
12129,233,315.0,378.0,,,,,98.0,,210.0,,111.5,0.1,,0.0,433.8,,196.0,82.0,145.0,,,,,-135.0,,-23.0,,-121.5,-232.9,,-233.0,200.8,,-37.0,False,,,,,False,,True,,False,False,,False,False,,True
12131,350,475.0,631.0,,,,,485.0,,197.7,,249.7,32.8,,56.9,639.7,,380.0,125.0,281.0,,,,,135.0,,-152.3,,-100.3,-317.2,,-293.1,289.7,,30.0,False,,,,,False,,False,,True,False,,False,False,,True
12133,79,135.0,1.0,,,,,230.0,,129.8,,30.1,0.1,,8.7,114.8,,61.0,56.0,-78.0,,,,,151.0,,50.8,,-48.9,-78.9,,-70.3,35.8,,-18.0,False,,,,,False,,True,,True,False,,False,True,,True
13001,169,235.0,95.0,,,,,143.0,,104.9,,47.7,0.3,,31.2,249.0,,0.0,66.0,-74.0,,,,,-26.0,,-64.1,,-121.3,-168.7,,-137.8,80.0,,-169.0,False,,,,,True,,True,,False,False,,False,False,,False
13003,40,65.0,43.0,,,,,56.0,,32.9,,11.1,0.0,,32.6,42.0,,0.0,25.0,3.0,,,,,16.0,,-7.1,,-28.9,-40.0,,-7.4,2.0,,-40.0,True,,,,,True,,True,,False,False,,True,True,,False
13005,83,110.0,49.0,,,,,100.0,,33.9,,15.9,0.2,,46.1,49.0,,5.0,27.0,-34.0,,,,,17.0,,-49.1,,-67.1,-82.8,,-36.9,-34.0,,-78.0,False,,,,,True,,False,,False,False,,False,False,,False
13007,14,0.0,0.0,,,,,29.0,,2.4,,1.4,,,0.1,8.5,,0.0,-14.0,-14.0,,,,,15.0,,-11.6,,-12.6,,,-13.9,-5.5,,-14.0,False,,,,,False,,True,,True,,,True,True,,False
13009,410,730.0,459.0,,,,,418.0,,386.4,,201.0,0.1,,144.0,582.4,,153.0,320.0,49.0,,,,,8.0,,-23.6,,-209.0,-409.9,,-266.0,172.4,,-257.0,True,,,,,True,,True,,True,False,,True,True,,True
13011,121,175.0,170.0,,,,,138.0,,127.7,,33.0,109.3,,54.5,143.2,,99.0,54.0,49.0,,,,,17.0,,6.7,,-88.0,-11.7,,-66.5,22.2,,-22.0,True,,,,,True,,True,,False,True,,False,True,,True
13013,495,815.0,954.0,,,,,518.0,,418.7,,510.2,361.4,,381.4,786.1,,515.0,320.0,459.0,,,,,23.0,,-76.3,,15.2,-133.6,,-113.6,291.1,,20.0,False,,,,,True,,True,,True,True,,True,True,,True
13015,588,675.0,573.0,,,,,753.0,,446.2,,403.0,302.8,,298.6,410.2,,362.0,87.0,-15.0,,,,,165.0,,-141.8,,-185.0,-285.2,,-289.4,-177.8,,-226.0,True,,,,,False,,False,,False,False,,False,False,,False
13017,162,210.0,187.0,,,,,115.0,,88.8,,61.3,0.1,,63.7,188.8,,82.0,48.0,25.0,,,,,-47.0,,-73.2,,-100.7,-161.9,,-98.3,26.8,,-80.0,True,,,,,True,,False,,False,False,,False,True,,False
13019,59,160.0,93.0,,,,,96.0,,80.0,,71.7,71.6,,49.5,143.9,,162.0,101.0,34.0,,,,,37.0,,21.0,,12.7,12.6,,-9.5,84.9,,103.0,True,,,,,True,,True,,True,True,,True,True,,False
13021,770,560.0,259.0,,,,,1141.0,,702.7,,320.4,20.9,,163.6,1492.9,,49.0,-210.0,-511.0,,,,,371.0,,-67.3,,-449.6,-749.1,,-606.4,722.9,,-721.0,False,,,,,False,,True,,False,False,,False,False,,False
13023,75,255.0,137.0,,,,,142.0,,120.7,,54.3,0.0,,35.8,202.0,,110.0,180.0,62.0,,,,,67.0,,45.7,,-20.7,-75.0,,-39.2,127.0,,35.0,True,,,,,True,,True,,True,True,,True,True,,True
13025,56,70.0,50.0,,,,,67.0,,62.3,,12.4,52.8,,25.4,69.8,,37.0,14.0,-6.0,,,,,11.0,,6.3,,-43.6,-3.2,,-30.6,13.8,,-19.0,True,,,,,True,,True,,False,True,,False,True,,False
13027,49,45.0,26.0,,,,,54.0,,46.6,,3.7,0.2,,17.2,42.1,,24.0,-4.0,-23.0,,,,,5.0,,-2.4,,-45.3,-48.8,,-31.8,-6.9,,-25.0,False,,,,,False,,True,,False,False,,False,False,,False
13029,309,285.0,250.0,,,,,207.0,,137.2,,177.4,214.9,,72.5,183.2,,146.0,-24.0,-59.0,,,,,-102.0,,-171.8,,-131.6,-94.1,,-236.5,-125.8,,-163.0,False,,,,,False,,False,,False,False,,False,False,,False
13031,615,2700.0,7348.0,,,,,1080.0,,409.5,,2342.0,559.9,,1582.3,1198.4,,852.0,2085.0,6733.0,,,,,465.0,,-205.5,,1727.0,-55.1,,967.3,583.4,,237.0,False,,,,,True,,True,,True,True,,True,True,,True
13033,172,205.0,92.0,,,,,175.0,,131.2,,116.8,0.1,,66.6,293.7,,135.0,33.0,-80.0,,,,,3.0,,-40.8,,-55.2,-171.9,,-105.4,121.7,,-37.0,False,,,,,True,,False,,False,False,,False,False,,False
13035,136,85.0,73.0,,,,,148.0,,84.3,,11.0,19.2,,9.7,68.7,,54.0,-51.0,-63.0,,,,,12.0,,-51.7,,-125.0,-116.8,,-126.3,-67.3,,-82.0,False,,,,,True,,False,,False,False,,False,False,,False
13037,30,0.0,2.0,,,,,93.0,,10.7,,0.7,0.4,,44.3,18.4,,0.0,-30.0,-28.0,,,,,63.0,,-19.3,,-29.3,-29.6,,14.3,-11.6,,-30.0,True,,,,,False,,True,,True,True,,True,True,,False
13039,266,405.0,421.0,,,,,221.0,,274.8,,325.3,250.7,,180.3,425.9,,248.0,139.0,155.0,,,,,-45.0,,8.8,,59.3,-15.3,,-85.7,159.9,,-18.0,False,,,,,True,,True,,True,True,,True,False,,True
13043,122,185.0,129.0,,,,,79.0,,52.0,,56.0,95.6,,8.5,182.2,,73.0,63.0,7.0,,,,,-43.0,,-70.0,,-66.0,-26.4,,-113.5,60.2,,-49.0,True,,,,,True,,False,,False,True,,False,True,,True
13045,554,645.0,549.0,,,,,828.0,,477.9,,221.0,268.6,,24.9,434.9,,499.0,91.0,-5.0,,,,,274.0,,-76.1,,-333.0,-285.4,,-529.1,-119.1,,-55.0,True,,,,,False,,True,,False,False,,False,False,,True
13047,360,365.0,442.0,,,,,457.0,,354.6,,213.9,289.8,,102.9,278.4,,396.0,5.0,82.0,,,,,97.0,,-5.4,,-146.1,-70.2,,-257.1,-81.6,,36.0,False,,,,,False,,False,,False,False,,False,False,,False
13049,62,135.0,47.0,,,,,98.0,,62.6,,29.7,0.1,,32.4,235.2,,30.0,73.0,-15.0,,,,,36.0,,0.6,,-32.3,-61.9,,-29.6,173.2,,-32.0,True,,,,,True,,True,,True,True,,True,False,,True
13051,1487,1840.0,2452.0,,,,,1874.0,,980.2,,1318.7,985.1,,883.8,1361.4,,1260.0,353.0,965.0,,,,,387.0,,-506.8,,-168.3,-501.9,,-603.2,-125.6,,-227.0,False,,,,,False,,False,,True,False,,False,True,,True
13053,282,1570.0,258.0,,,,,314.0,,83.5,,835.7,518.1,,221.1,765.1,,1575.0,1288.0,-24.0,,,,,32.0,,-198.5,,553.7,236.1,,-60.9,483.1,,1293.0,True,,,,,True,,True,,True,True,,True,True,,False
13055,200,405.0,372.0,,,,,157.0,,238.0,,202.3,269.1,,173.8,398.9,,164.0,205.0,172.0,,,,,-43.0,,38.0,,2.3,69.1,,-26.2,198.9,,-36.0,True,,,,,True,,True,,True,True,,True,True,,True
13057,1279,1765.0,1332.0,,,,,1334.0,,1290.0,,1824.3,855.0,,1366.0,1617.4,,976.0,486.0,53.0,,,,,55.0,,11.0,,545.3,-424.0,,87.0,338.4,,-303.0,True,,,,,True,,True,,False,True,,True,True,,True
13059,1667,4490.0,12100.0,,,,,1840.0,,772.5,,5376.1,1121.1,,1840.4,2725.3,,1515.0,2823.0,10433.0,,,,,173.0,,-894.5,,3709.1,-545.9,,173.4,1058.3,,-152.0,False,,,,,True,,True,,False,True,,True,True,,True
13061,9,10.0,0.0,,,,,10.0,,6.9,,0.2,0.0,,1.1,22.9,,2.0,1.0,-9.0,,,,,1.0,,-2.1,,-8.8,-9.0,,-7.9,13.9,,-7.0,False,,,,,False,,False,,False,False,,False,False,,False
13063,850,1085.0,317.0,,,,,1236.0,,878.1,,478.5,29.6,,170.8,1026.2,,429.0,235.0,-533.0,,,,,386.0,,28.1,,-371.5,-820.4,,-679.2,176.2,,-421.0,False,,,,,False,,True,,False,False,,False,True,,False
13065,94,120.0,133.0,,,,,30.0,,53.8,,19.5,0.0,,33.5,225.2,,9.0,26.0,39.0,,,,,-64.0,,-40.2,,-74.5,-94.0,,-60.5,131.2,,-85.0,False,,,,,False,,False,,False,False,,False,False,,False
13067,2844,3775.0,2110.0,,,,,3199.0,,2697.0,,3680.5,1022.1,,1747.3,3072.6,,2495.0,931.0,-734.0,,,,,355.0,,-147.0,,836.5,-1821.9,,-1096.7,228.6,,-349.0,True,,,,,True,,True,,True,False,,False,True,,True
13069,289,415.0,286.0,,,,,339.0,,185.0,,203.8,7.1,,230.5,308.3,,115.0,126.0,-3.0,,,,,50.0,,-104.0,,-85.2,-281.9,,-58.5,19.3,,-174.0,True,,,,,True,,True,,True,False,,True,True,,False
13071,207,330.0,296.0,,,,,353.0,,128.2,,80.3,9.2,,54.0,166.3,,125.0,123.0,89.0,,,,,146.0,,-78.8,,-126.7,-197.8,,-153.0,-40.7,,-82.0,True,,,,,False,,True,,False,False,,False,True,,True
13073,672,985.0,1205.0,,,,,966.0,,574.2,,539.4,836.2,,73.7,682.9,,676.0,313.0,533.0,,,,,294.0,,-97.8,,-132.6,164.2,,-598.3,10.9,,4.0,False,,,,,True,,True,,True,True,,False,True,,True
13075,40,65.0,20.0,,,,,109.0,,68.2,,11.5,0.4,,21.0,52.1,,53.0,25.0,-20.0,,,,,69.0,,28.2,,-28.5,-39.6,,-19.0,12.1,,13.0,True,,,,,False,,False,,False,False,,True,True,,True
13077,418,475.0,135.0,,,,,653.0,,553.9,,145.8,557.4,,193.2,867.7,,183.0,57.0,-283.0,,,,,235.0,,135.9,,-272.2,139.4,,-224.8,449.7,,-235.0,False,,,,,False,,False,,False,False,,False,False,,False
13079,24,40.0,39.0,,,,,87.0,,43.1,,9.4,56.1,,15.1,56.3,,10.0,16.0,15.0,,,,,63.0,,19.1,,-14.6,32.1,,-8.9,32.3,,-14.0,True,,,,,False,,False,,True,False,,True,False,,True
13081,109,145.0,184.0,,,,,170.0,,74.9,,47.7,17.0,,62.8,101.1,,92.0,36.0,75.0,,,,,61.0,,-34.1,,-61.3,-92.0,,-46.2,-7.9,,-17.0,False,,,,,False,,True,,False,False,,False,True,,True
13083,85,145.0,134.0,,,,,101.0,,94.0,,64.6,78.8,,57.6,154.7,,138.0,60.0,49.0,,,,,16.0,,9.0,,-20.4,-6.2,,-27.4,69.7,,53.0,True,,,,,True,,True,,True,True,,True,False,,True
13085,136,285.0,135.0,,,,,114.0,,174.6,,167.3,144.4,,73.2,296.9,,132.0,149.0,-1.0,,,,,-22.0,,38.6,,31.3,8.4,,-62.8,160.9,,-4.0,True,,,,,True,,True,,True,True,,True,False,,True
13087,220,170.0,121.0,,,,,243.0,,165.9,,30.9,0.6,,61.4,340.6,,62.0,-50.0,-99.0,,,,,23.0,,-54.1,,-189.1,-219.4,,-158.6,120.6,,-158.0,False,,,,,True,,False,,False,False,,False,False,,False
13089,2609,2805.0,4859.0,,,,,3096.0,,1793.5,,2168.8,981.5,,1533.1,3004.5,,1960.0,196.0,2250.0,,,,,487.0,,-815.5,,-440.2,-1627.5,,-1075.9,395.5,,-649.0,False,,,,,False,,False,,False,False,,False,False,,False
13091,111,140.0,148.0,,,,,199.0,,109.9,,49.3,70.7,,49.7,81.1,,96.0,29.0,37.0,,,,,88.0,,-1.1,,-61.7,-40.3,,-61.3,-29.9,,-15.0,False,,,,,False,,True,,False,False,,False,False,,True
13093,56,60.0,64.0,,,,,94.0,,44.9,,8.3,0.2,,62.8,70.0,,53.0,4.0,8.0,,,,,38.0,,-11.1,,-47.7,-55.8,,6.8,14.0,,-3.0,False,,,,,False,,False,,False,False,,False,False,,True
13095,205,205.0,169.0,,,,,754.0,,247.5,,48.6,20.0,,106.1,389.5,,79.0,0.0,-36.0,,,,,549.0,,42.5,,-156.4,-185.0,,-98.9,184.5,,-126.0,False,,,,,False,,False,,False,False,,False,False,,False
13097,571,445.0,339.0,,,,,782.0,,351.8,,287.0,253.0,,148.9,434.0,,291.0,-126.0,-232.0,,,,,211.0,,-219.2,,-284.0,-318.0,,-422.1,-137.0,,-280.0,False,,,,,False,,False,,False,False,,False,False,,False
13099,91,95.0,107.0,,,,,98.0,,35.6,,12.5,1.4,,42.2,67.4,,40.0,4.0,16.0,,,,,7.0,,-55.4,,-78.5,-89.6,,-48.8,-23.6,,-51.0,False,,,,,False,,False,,False,False,,False,False,,False
13101,6,25.0,0.0,,,,,19.0,,9.4,,0.4,0.6,,6.1,20.8,,0.0,19.0,-6.0,,,,,13.0,,3.4,,-5.6,-5.4,,0.1,14.8,,-6.0,True,,,,,True,,True,,True,True,,True,True,,True
13103,409,550.0,456.0,,,,,345.0,,299.8,,490.9,451.9,,478.6,440.6,,332.0,141.0,47.0,,,,,-64.0,,-109.2,,81.9,42.9,,69.6,31.6,,-77.0,True,,,,,True,,True,,True,True,,True,True,,True
13105,203,320.0,300.0,,,,,119.0,,140.2,,115.0,102.1,,37.7,176.5,,180.0,117.0,97.0,,,,,-84.0,,-62.8,,-88.0,-100.9,,-165.3,-26.5,,-23.0,True,,,,,True,,True,,True,True,,False,True,,True
13107,314,470.0,349.0,,,,,256.0,,151.0,,237.6,229.3,,428.5,262.1,,135.0,156.0,35.0,,,,,-58.0,,-163.0,,-76.4,-84.7,,114.5,-51.9,,-179.0,True,,,,,True,,False,,True,True,,True,True,,False
13109,61,110.0,51.0,,,,,81.0,,66.5,,18.2,0.0,,19.6,67.5,,38.0,49.0,-10.0,,,,,20.0,,5.5,,-42.8,-61.0,,-41.4,6.5,,-23.0,True,,,,,True,,True,,True,False,,True,True,,True
13111,262,260.0,257.0,,,,,102.0,,123.9,,68.2,119.1,,64.0,245.5,,245.0,-2.0,-5.0,,,,,-160.0,,-138.1,,-193.8,-142.9,,-198.0,-16.5,,-17.0,False,,,,,False,,False,,False,False,,False,False,,False
13113,330,300.0,105.0,,,,,376.0,,435.1,,133.1,496.1,,68.0,213.9,,160.0,-30.0,-225.0,,,,,46.0,,105.1,,-196.9,166.1,,-262.0,-116.1,,-170.0,False,,,,,False,,False,,False,False,,False,False,,False
13115,925,1170.0,1130.0,,,,,860.0,,628.8,,512.8,740.2,,722.5,1081.8,,533.0,245.0,205.0,,,,,-65.0,,-296.2,,-412.2,-184.8,,-202.5,156.8,,-392.0,True,,,,,True,,False,,False,True,,True,True,,False
13117,1032,1335.0,1468.0,,,,,1029.0,,937.0,,969.9,602.9,,940.8,975.1,,1011.0,303.0,436.0,,,,,-3.0,,-95.0,,-62.1,-429.1,,-91.2,-56.9,,-21.0,False,,,,,True,,True,,True,False,,True,True,,True
13119,199,335.0,427.0,,,,,185.0,,118.2,,89.2,135.3,,33.6,233.0,,229.0,136.0,228.0,,,,,-14.0,,-80.8,,-109.8,-63.7,,-165.4,34.0,,30.0,False,,,,,True,,True,,True,True,,False,True,,True
13121,3402,3965.0,2337.0,,,,,5331.0,,3324.9,,3188.0,1376.7,,2452.7,5656.4,,2144.0,563.0,-1065.0,,,,,1929.0,,-77.1,,-214.0,-2025.3,,-949.3,2254.4,,-1258.0,False,,,,,False,,True,,True,False,,False,False,,False
13123,139,115.0,42.0,,,,,174.0,,165.4,,43.2,109.8,,72.7,250.9,,42.0,-24.0,-97.0,,,,,35.0,,26.4,,-95.8,-29.2,,-66.3,111.9,,-97.0,False,,,,,False,,False,,False,False,,False,False,,False
13125,5,5.0,0.0,,,,,12.0,,7.7,,0.4,,,0.8,19.7,,0.0,0.0,-5.0,,,,,7.0,,2.7,,-4.6,,,-4.2,14.7,,-5.0,False,,,,,False,,False,,False,,,False,False,,False
13127,387,780.0,1183.0,,,,,410.0,,267.1,,652.1,19.1,,81.4,567.2,,358.0,393.0,796.0,,,,,23.0,,-119.9,,265.1,-367.9,,-305.6,180.2,,-29.0,False,,,,,True,,True,,True,True,,True,True,,True
13129,402,400.0,323.0,,,,,434.0,,239.9,,167.0,151.0,,267.2,413.2,,269.0,-2.0,-79.0,,,,,32.0,,-162.1,,-235.0,-251.0,,-134.8,11.2,,-133.0,False,,,,,False,,False,,False,False,,False,False,,False
13131,147,220.0,124.0,,,,,209.0,,127.8,,53.1,0.6,,101.9,313.4,,118.0,73.0,-23.0,,,,,62.0,,-19.2,,-93.9,-146.4,,-45.1,166.4,,-29.0,True,,,,,True,,True,,False,False,,True,False,,True
13133,72,180.0,113.0,,,,,94.0,,109.3,,21.0,40.4,,32.3,146.1,,99.0,108.0,41.0,,,,,22.0,,37.3,,-51.0,-31.6,,-39.7,74.1,,27.0,True,,,,,True,,True,,True,True,,True,True,,True
13135,3693,4410.0,3360.0,,,,,4120.0,,2944.3,,2420.5,988.9,,1612.8,3365.0,,2379.0,717.0,-333.0,,,,,427.0,,-748.7,,-1272.5,-2704.1,,-2080.2,-328.0,,-1314.0,True,,,,,True,,False,,False,False,,False,True,,False
13137,377,370.0,658.0,,,,,341.0,,234.5,,60.4,58.8,,150.2,403.6,,266.0,-7.0,281.0,,,,,-36.0,,-142.5,,-316.6,-318.2,,-226.8,26.6,,-111.0,False,,,,,False,,False,,False,False,,False,False,,False
13139,1823,2645.0,1993.0,,,,,1557.0,,1365.1,,1651.6,1539.2,,1894.3,2152.6,,831.0,822.0,170.0,,,,,-266.0,,-457.9,,-171.4,-283.8,,71.3,329.6,,-992.0,True,,,,,True,,True,,True,True,,True,True,,False
13141,35,75.0,35.0,,,,,20.0,,44.5,,10.5,0.5,,11.7,63.3,,18.0,40.0,0.0,,,,,-15.0,,9.5,,-24.5,-34.5,,-23.3,28.3,,-17.0,True,,,,,True,,True,,True,True,,True,True,,True
13143,185,160.0,135.0,,,,,204.0,,167.7,,95.7,189.4,,206.1,101.3,,125.0,-25.0,-50.0,,,,,19.0,,-17.3,,-89.3,4.4,,21.1,-83.7,,-60.0,False,,,,,True,,True,,False,True,,True,False,,False
13145,69,100.0,70.0,,,,,244.0,,51.3,,27.4,57.9,,24.9,72.8,,103.0,31.0,1.0,,,,,175.0,,-17.7,,-41.6,-11.1,,-44.1,3.8,,34.0,True,,,,,False,,True,,False,True,,False,True,,False
13147,107,140.0,106.0,,,,,144.0,,143.5,,29.7,125.1,,97.3,109.8,,116.0,33.0,-1.0,,,,,37.0,,36.5,,-77.3,18.1,,-9.7,2.8,,9.0,True,,,,,False,,False,,False,True,,True,True,,True
13149,24,50.0,35.0,,,,,72.0,,34.3,,14.3,45.9,,13.4,39.6,,39.0,26.0,11.0,,,,,48.0,,10.3,,-9.7,21.9,,-10.6,15.6,,15.0,True,,,,,False,,True,,True,True,,True,True,,True
13151,1051,880.0,370.0,,,,,906.0,,870.9,,518.3,653.9,,269.6,697.4,,461.0,-171.0,-681.0,,,,,-145.0,,-180.1,,-532.7,-397.1,,-781.4,-353.6,,-590.0,False,,,,,True,,False,,False,False,,False,False,,False
13153,540,615.0,252.0,,,,,942.0,,584.3,,597.5,760.3,,560.1,325.3,,256.0,75.0,-288.0,,,,,402.0,,44.3,,57.5,220.3,,20.1,-214.7,,-284.0,False,,,,,False,,True,,True,False,,True,False,,False
13155,96,110.0,101.0,,,,,63.0,,41.9,,67.3,45.1,,174.7,67.9,,84.0,14.0,5.0,,,,,-33.0,,-54.1,,-28.7,-50.9,,78.7,-28.1,,-12.0,True,,,,,False,,False,,False,False,,False,False,,True
13157,500,860.0,969.0,,,,,415.0,,390.3,,446.0,550.3,,446.9,590.8,,574.0,360.0,469.0,,,,,-85.0,,-109.7,,-54.0,50.3,,-53.1,90.8,,74.0,False,,,,,True,,True,,True,True,,True,True,,True
13159,40,0.0,0.0,,,,,82.0,,29.5,,3.3,56.0,,12.3,110.7,,0.0,-40.0,-40.0,,,,,42.0,,-10.5,,-36.7,16.0,,-27.7,70.7,,-40.0,False,,,,,False,,True,,True,True,,True,False,,False
13161,85,180.0,82.0,,,,,91.0,,78.4,,19.9,0.5,,52.7,211.5,,42.0,95.0,-3.0,,,,,6.0,,-6.6,,-65.1,-84.5,,-32.3,126.5,,-43.0,True,,,,,True,,True,,True,True,,True,False,,True
13163,120,280.0,87.0,,,,,102.0,,89.5,,78.0,0.9,,72.7,113.8,,25.0,160.0,-33.0,,,,,-18.0,,-30.5,,-42.0,-119.1,,-47.3,-6.2,,-95.0,True,,,,,True,,True,,True,True,,True,True,,True
13165,110,175.0,59.0,,,,,97.0,,29.9,,30.9,67.8,,37.5,87.0,,48.0,65.0,-51.0,,,,,-13.0,,-80.1,,-79.1,-42.2,,-72.5,-23.0,,-62.0,True,,,,,True,,False,,False,True,,False,True,,True
13167,75,230.0,215.0,,,,,132.0,,64.5,,40.8,62.0,,128.7,167.9,,61.0,155.0,140.0,,,,,57.0,,-10.5,,-34.2,-13.0,,53.7,92.9,,-14.0,True,,,,,True,,True,,True,True,,True,True,,True
13169,120,135.0,122.0,,,,,141.0,,175.6,,30.7,172.8,,54.2,130.0,,37.0,15.0,2.0,,,,,21.0,,55.6,,-89.3,52.8,,-65.8,10.0,,-83.0,True,,,,,False,,False,,False,False,,False,True,,False
13171,59,45.0,2.0,,,,,126.0,,57.2,,9.4,56.6,,18.9,55.0,,17.0,-14.0,-57.0,,,,,67.0,,-1.8,,-49.6,-2.4,,-40.1,-4.0,,-42.0,False,,,,,False,,True,,False,True,,False,True,,False
13173,27,140.0,133.0,,,,,41.0,,19.5,,15.1,1.0,,16.3,82.1,,117.0,113.0,106.0,,,,,14.0,,-7.5,,-11.9,-26.0,,-10.7,55.1,,90.0,True,,,,,True,,True,,True,True,,True,True,,True
13175,442,360.0,284.0,,,,,397.0,,245.6,,147.3,52.4,,170.3,444.2,,156.0,-82.0,-158.0,,,,,-45.0,,-196.4,,-294.7,-389.6,,-271.7,2.2,,-286.0,False,,,,,True,,False,,False,False,,False,True,,False
13177,82,0.0,74.0,,,,,216.0,,43.8,,7.7,97.4,,41.2,34.3,,0.0,-82.0,-8.0,,,,,134.0,,-38.2,,-74.3,15.4,,-40.8,-47.7,,-82.0,True,,,,,False,,True,,True,True,,True,True,,False
13179,214,125.0,51.0,,,,,340.0,,234.0,,56.4,290.8,,47.0,257.7,,63.0,-89.0,-163.0,,,,,126.0,,20.0,,-157.6,76.8,,-167.1,43.7,,-151.0,False,,,,,False,,True,,False,True,,False,True,,False
13181,19,40.0,25.0,,,,,26.0,,24.9,,2.0,0.0,,8.9,74.3,,17.0,21.0,6.0,,,,,7.0,,5.9,,-17.0,-19.0,,-10.1,55.3,,-2.0,True,,,,,True,,True,,True,True,,True,False,,True
13183,69,50.0,38.0,,,,,78.0,,54.4,,21.9,91.5,,18.3,32.3,,89.0,-19.0,-31.0,,,,,9.0,,-14.6,,-47.1,22.5,,-50.7,-36.7,,20.0,False,,,,,True,,True,,False,False,,False,False,,False
13185,514,640.0,1471.0,,,,,867.0,,219.2,,187.8,136.8,,119.1,423.7,,470.0,126.0,957.0,,,,,353.0,,-294.8,,-326.2,-377.2,,-394.9,-90.3,,-44.0,False,,,,,False,,False,,False,False,,False,True,,True
13187,184,425.0,193.0,,,,,211.0,,264.0,,338.5,159.7,,38.9,389.9,,164.0,241.0,9.0,,,,,27.0,,80.0,,154.5,-24.3,,-145.1,205.9,,-20.0,True,,,,,True,,True,,True,True,,True,True,,True
13189,108,95.0,27.0,,,,,139.0,,107.4,,6.6,0.1,,7.3,93.9,,45.0,-13.0,-81.0,,,,,31.0,,-0.6,,-101.4,-107.9,,-100.7,-14.1,,-63.0,False,,,,,False,,True,,False,False,,False,False,,False
13191,36,100.0,58.0,,,,,18.0,,70.7,,41.8,27.2,,29.7,99.4,,109.0,64.0,22.0,,,,,-18.0,,34.7,,5.8,-8.8,,-6.3,63.4,,73.0,True,,,,,True,,True,,True,True,,True,True,,False
13193,30,35.0,35.0,,,,,146.0,,49.5,,6.6,0.3,,10.4,22.6,,15.0,5.0,5.0,,,,,116.0,,19.5,,-23.4,-29.7,,-19.6,-7.4,,-15.0,False,,,,,False,,False,,False,False,,False,False,,False
13195,173,145.0,92.0,,,,,179.0,,135.8,,43.1,132.0,,64.8,163.4,,71.0,-28.0,-81.0,,,,,6.0,,-37.2,,-129.9,-41.0,,-108.2,-9.6,,-102.0,False,,,,,True,,False,,False,False,,False,True,,False
13197,16,45.0,0.0,,,,,57.0,,20.7,,9.3,14.2,,3.6,35.5,,78.0,29.0,-16.0,,,,,41.0,,4.7,,-6.7,-1.8,,-12.3,19.5,,62.0,True,,,,,False,,True,,True,True,,True,True,,False
13199,63,100.0,62.0,,,,,120.0,,81.7,,12.5,63.7,,25.5,84.5,,46.0,37.0,-1.0,,,,,57.0,,18.7,,-50.5,0.7,,-37.5,21.5,,-17.0,True,,,,,False,,True,,False,True,,False,True,,True
13201,67,80.0,37.0,,,,,57.0,,24.0,,9.6,0.0,,23.8,72.0,,22.0,13.0,-30.0,,,,,-10.0,,-43.0,,-57.4,-67.0,,-43.2,5.0,,-45.0,False,,,,,True,,False,,False,False,,False,True,,False
