,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
51105,96,175.0,299.0,,,,,95.0,,101.2,,28.3,60.0,,33.6,105.2,,144.0,79.0,203.0,,,,,-1.0,,5.2,,-67.7,-36.0,,-62.4,9.2,,48.0,False,,,,,True,,True,,True,True,,True,True,,True
51107,1017,1210.0,975.0,,,,,795.0,,766.7,,468.7,737.3,,870.4,979.8,,1204.0,193.0,-42.0,,,,,-222.0,,-250.3,,-548.3,-279.7,,-146.6,-37.2,,187.0,True,,,,,False,,False,,False,False,,True,True,,True
51109,65,60.0,41.0,,,,,48.0,,100.7,,18.2,89.9,,45.0,44.0,,61.0,-5.0,-24.0,,,,,-17.0,,35.7,,-46.8,24.9,,-20.0,-21.0,,-4.0,False,,,,,False,,False,,False,False,,False,False,,True
51111,28,35.0,36.0,,,,,15.0,,63.5,,2.7,40.3,,2.0,31.6,,9.0,7.0,8.0,,,,,-13.0,,35.5,,-25.3,12.3,,-26.0,3.6,,-19.0,False,,,,,False,,False,,False,False,,False,True,,False
51113,27,15.0,7.0,,,,,6.0,,40.1,,7.5,,,2.7,8.9,,20.0,-12.0,-20.0,,,,,-21.0,,13.1,,-19.5,,,-24.3,-18.1,,-7.0,False,,,,,False,,False,,False,,,False,False,,True
51115,88,0.0,0.0,,,,,8.0,,5.7,,0.8,,,0.0,,,0.0,-88.0,-88.0,,,,,-80.0,,-82.3,,-87.2,,,-88.0,,,-88.0,False,,,,,True,,True,,True,,,False,,,False
51117,248,380.0,849.0,,,,,110.0,,178.9,,179.9,76.6,,159.9,321.5,,356.0,132.0,601.0,,,,,-138.0,,-69.1,,-68.1,-171.4,,-88.1,73.5,,108.0,False,,,,,False,,True,,True,False,,True,True,,True
51119,72,30.0,108.0,,,,,13.0,,34.7,,3.5,,,1.1,28.0,,83.0,-42.0,36.0,,,,,-59.0,,-37.3,,-68.5,,,-70.9,-44.0,,11.0,True,,,,,False,,True,,False,,,False,False,,True
51121,1489,1895.0,8526.0,,,,,912.0,,599.8,,6033.2,280.4,,4039.6,899.5,,1975.0,406.0,7037.0,,,,,-577.0,,-889.2,,4544.2,-1208.6,,2550.6,-589.5,,486.0,False,,,,,False,,False,,False,False,,False,False,,False
51125,27,20.0,0.0,,,,,6.0,,56.9,,6.4,,,3.3,20.6,,24.0,-7.0,-27.0,,,,,-21.0,,29.9,,-20.6,,,-23.7,-6.4,,-3.0,False,,,,,False,,False,,False,,,False,True,,True
51127,87,40.0,36.0,,,,,52.0,,54.2,,9.0,66.4,,0.0,19.1,,46.0,-47.0,-51.0,,,,,-35.0,,-32.8,,-78.0,-20.6,,-87.0,-67.9,,-41.0,False,,,,,True,,True,,False,True,,False,False,,True
51131,7,0.0,0.0,,,,,33.0,,13.1,,0.0,3.4,,1.5,6.0,,7.0,-7.0,-7.0,,,,,26.0,,6.1,,-7.0,-3.6,,-5.5,-1.0,,0.0,False,,,,,False,,True,,False,True,,True,True,,True
51133,96,50.0,34.0,,,,,12.0,,44.9,,19.8,,,32.3,61.8,,87.0,-46.0,-62.0,,,,,-84.0,,-51.1,,-76.2,,,-63.7,-34.2,,-9.0,False,,,,,False,,False,,False,,,False,True,,True
51135,95,40.0,31.0,,,,,58.0,,27.7,,3.5,0.0,,4.0,24.8,,38.0,-55.0,-64.0,,,,,-37.0,,-67.3,,-91.5,-95.0,,-91.0,-70.2,,-57.0,False,,,,,True,,False,,False,False,,False,False,,False
51137,84,45.0,39.0,,,,,33.0,,78.1,,14.8,68.9,,10.4,33.6,,29.0,-39.0,-45.0,,,,,-51.0,,-5.9,,-69.2,-15.1,,-73.6,-50.4,,-55.0,False,,,,,False,,True,,False,True,,False,False,,False
51139,63,25.0,0.0,,,,,31.0,,39.4,,2.5,15.4,,12.7,19.4,,34.0,-38.0,-63.0,,,,,-32.0,,-23.6,,-60.5,-47.6,,-50.3,-43.6,,-29.0,False,,,,,True,,True,,False,False,,False,False,,True
51141,49,105.0,91.0,,,,,31.0,,187.5,,36.9,115.8,,26.3,166.6,,79.0,56.0,42.0,,,,,-18.0,,138.5,,-12.1,66.8,,-22.7,117.6,,30.0,True,,,,,True,,False,,True,False,,True,False,,True
51143,309,550.0,947.0,,,,,166.0,,448.2,,313.0,341.2,,486.8,596.8,,351.0,241.0,638.0,,,,,-143.0,,139.2,,4.0,32.2,,177.8,287.8,,42.0,False,,,,,True,,True,,True,True,,True,False,,True
51145,61,40.0,7.0,,,,,36.0,,81.6,,7.9,95.2,,23.2,77.0,,36.0,-21.0,-54.0,,,,,-25.0,,20.6,,-53.1,34.2,,-37.8,16.0,,-25.0,False,,,,,False,,True,,False,False,,False,True,,False
51147,153,100.0,37.0,,,,,134.0,,113.0,,18.8,0.0,,17.2,158.7,,115.0,-53.0,-116.0,,,,,-19.0,,-40.0,,-134.2,-153.0,,-135.8,5.7,,-38.0,False,,,,,True,,True,,False,False,,False,True,,True
51149,294,410.0,929.0,,,,,142.0,,204.2,,192.3,119.8,,108.9,357.6,,510.0,116.0,635.0,,,,,-152.0,,-89.8,,-101.7,-174.2,,-185.1,63.6,,216.0,False,,,,,False,,True,,True,False,,False,True,,False
51153,1954,2015.0,1523.0,,,,,1099.0,,1524.6,,881.9,1305.6,,2080.0,1516.2,,1453.0,61.0,-431.0,,,,,-855.0,,-429.4,,-1072.1,-648.4,,126.0,-437.8,,-501.0,False,,,,,False,,False,,False,False,,False,False,,False
51155,105,80.0,224.0,,,,,68.0,,156.0,,21.3,128.1,,15.0,89.5,,49.0,-25.0,119.0,,,,,-37.0,,51.0,,-83.7,23.1,,-90.0,-15.5,,-56.0,False,,,,,False,,False,,False,True,,False,True,,False
51157,13,15.0,26.0,,,,,0.0,,24.0,,2.1,,,12.0,7.6,,6.0,2.0,13.0,,,,,-13.0,,11.0,,-10.9,,,-1.0,-5.4,,-7.0,False,,,,,False,,False,,False,,,True,False,,False
51159,55,0.0,0.0,,,,,41.0,,8.4,,4.1,0.2,,6.1,4.1,,0.0,-55.0,-55.0,,,,,-14.0,,-46.6,,-50.9,-54.8,,-48.9,-50.9,,-55.0,False,,,,,True,,True,,True,True,,True,True,,False
51161,445,270.0,376.0,,,,,200.0,,387.2,,88.3,171.8,,9.6,197.6,,120.0,-175.0,-69.0,,,,,-245.0,,-57.8,,-356.7,-273.2,,-435.4,-247.4,,-325.0,True,,,,,False,,True,,False,False,,False,False,,False
51163,55,0.0,0.0,,,,,10.0,,32.2,,9.6,,,1.7,16.5,,0.0,-55.0,-55.0,,,,,-45.0,,-22.8,,-45.4,,,-53.3,-38.5,,-55.0,False,,,,,True,,True,,True,,,True,True,,False
51165,489,375.0,1094.0,,,,,259.0,,204.3,,160.2,142.2,,509.4,226.5,,520.0,-114.0,605.0,,,,,-230.0,,-284.7,,-328.8,-346.8,,20.4,-262.5,,31.0,False,,,,,False,,False,,False,False,,True,False,,True
51167,149,75.0,18.0,,,,,94.0,,193.0,,9.9,71.7,,22.4,70.1,,83.0,-74.0,-131.0,,,,,-55.0,,44.0,,-139.1,-77.3,,-126.7,-78.9,,-66.0,False,,,,,True,,True,,False,False,,False,False,,True
51169,59,60.0,32.0,,,,,61.0,,103.8,,14.5,85.5,,26.1,42.0,,59.0,1.0,-27.0,,,,,2.0,,44.8,,-44.5,26.5,,-32.9,-17.0,,0.0,False,,,,,False,,False,,False,False,,False,False,,True
51171,85,55.0,131.0,,,,,52.0,,57.3,,2.8,33.3,,10.2,71.2,,42.0,-30.0,46.0,,,,,-33.0,,-27.7,,-82.2,-51.7,,-74.8,-13.8,,-43.0,False,,,,,False,,True,,False,False,,False,True,,False
51173,259,235.0,279.0,,,,,122.0,,226.3,,150.2,70.4,,96.0,399.9,,174.0,-24.0,20.0,,,,,-137.0,,-32.7,,-108.8,-188.6,,-163.0,140.9,,-85.0,True,,,,,False,,False,,False,False,,False,False,,False
51175,437,165.0,0.0,,,,,69.0,,127.5,,35.6,68.1,,55.2,143.0,,158.0,-272.0,-437.0,,,,,-368.0,,-309.5,,-401.4,-368.9,,-381.8,-294.0,,-279.0,False,,,,,False,,False,,False,False,,False,False,,False
51177,379,450.0,614.0,,,,,258.0,,415.6,,122.1,432.5,,259.4,476.9,,344.0,71.0,235.0,,,,,-121.0,,36.6,,-256.9,53.5,,-119.6,97.9,,-35.0,False,,,,,False,,True,,False,True,,False,False,,True
51179,376,405.0,412.0,,,,,296.0,,561.9,,146.4,380.1,,141.4,397.4,,371.0,29.0,36.0,,,,,-80.0,,185.9,,-229.6,4.1,,-234.6,21.4,,-5.0,False,,,,,False,,False,,False,True,,False,True,,True
51181,47,105.0,130.0,,,,,7.0,,25.8,,11.0,,,39.2,85.4,,97.0,58.0,83.0,,,,,-40.0,,-21.2,,-36.0,,,-7.8,38.4,,50.0,False,,,,,True,,True,,True,,,True,True,,True
51183,283,75.0,24.0,,,,,66.0,,57.3,,11.0,2.5,,56.1,75.1,,41.0,-208.0,-259.0,,,,,-217.0,,-225.7,,-272.0,-280.5,,-226.9,-207.9,,-242.0,False,,,,,False,,False,,False,False,,False,True,,False
51185,165,95.0,89.0,,,,,139.0,,207.3,,21.7,188.1,,24.8,104.5,,47.0,-70.0,-76.0,,,,,-26.0,,42.3,,-143.3,23.1,,-140.2,-60.5,,-118.0,False,,,,,True,,True,,False,True,,False,True,,False
51187,85,20.0,21.0,,,,,63.0,,47.1,,1.4,21.6,,42.2,23.2,,4.0,-65.0,-64.0,,,,,-22.0,,-37.9,,-83.6,-63.4,,-42.8,-61.8,,-81.0,True,,,,,True,,True,,False,True,,True,True,,False
51191,310,235.0,301.0,,,,,242.0,,394.6,,101.7,279.8,,292.9,159.2,,220.0,-75.0,-9.0,,,,,-68.0,,84.6,,-208.3,-30.2,,-17.1,-150.8,,-90.0,True,,,,,True,,False,,False,True,,True,False,,False
51193,55,40.0,17.0,,,,,27.0,,35.8,,4.6,16.6,,24.1,26.7,,47.0,-15.0,-38.0,,,,,-28.0,,-19.2,,-50.4,-38.4,,-30.9,-28.3,,-8.0,False,,,,,False,,False,,False,False,,False,False,,True
51195,118,160.0,73.0,,,,,196.0,,310.4,,46.1,139.7,,22.3,334.1,,83.0,42.0,-45.0,,,,,78.0,,192.4,,-71.9,21.7,,-95.7,216.1,,-35.0,False,,,,,False,,False,,False,True,,False,False,,True
51197,87,175.0,413.0,,,,,90.0,,181.5,,95.1,102.8,,112.3,99.4,,286.0,88.0,326.0,,,,,3.0,,94.5,,8.1,15.8,,25.3,12.4,,199.0,False,,,,,True,,False,,True,True,,True,True,,False
51199,104,155.0,212.0,,,,,218.0,,245.6,,25.4,339.7,,0.0,86.3,,191.0,51.0,108.0,,,,,114.0,,141.6,,-78.6,235.7,,-104.0,-17.7,,87.0,False,,,,,False,,False,,False,False,,False,True,,False
51510,533,590.0,762.0,,,,,493.0,,586.3,,243.4,113.3,,502.8,492.1,,338.0,57.0,229.0,,,,,-40.0,,53.3,,-289.6,-419.7,,-30.2,-40.9,,-195.0,False,,,,,True,,True,,False,False,,True,True,,False
51520,87,25.0,109.0,,,,,83.0,,89.3,,26.1,5.2,,30.1,,,16.0,-62.0,22.0,,,,,-4.0,,2.3,,-60.9,-81.8,,-56.9,,,-71.0,True,,,,,True,,True,,True,False,,True,,,False
51530,31,20.0,2.0,,,,,2.0,,18.7,,4.4,,,1.0,23.3,,17.0,-11.0,-29.0,,,,,-29.0,,-12.3,,-26.6,,,-30.0,-7.7,,-14.0,False,,,,,False,,False,,False,,,False,True,,False
51540,685,600.0,1971.0,,,,,245.0,,156.8,,609.6,90.7,,209.1,288.0,,621.0,-85.0,1286.0,,,,,-440.0,,-528.2,,-75.4,-594.3,,-475.9,-397.0,,-64.0,False,,,,,False,,False,,True,False,,False,False,,True
51550,663,815.0,374.0,,,,,735.0,,910.3,,554.1,931.5,,392.3,510.9,,522.0,152.0,-289.0,,,,,72.0,,247.3,,-108.9,268.5,,-270.7,-152.1,,-141.0,False,,,,,True,,False,,True,False,,False,False,,True
51570,43,75.0,195.0,,,,,31.0,,59.0,,2.4,38.9,,11.1,62.0,,82.0,32.0,152.0,,,,,-12.0,,16.0,,-40.6,-4.1,,-31.9,19.0,,39.0,False,,,,,True,,True,,False,True,,True,True,,False
51580,7,15.0,0.0,,,,,1.0,,12.1,,2.0,,,2.5,,,5.0,8.0,-7.0,,,,,-6.0,,5.1,,-5.0,,,-4.5,,,-2.0,True,,,,,True,,True,,True,,,True,,,True
51590,391,285.0,214.0,,,,,175.0,,333.2,,214.8,125.2,,245.4,229.1,,208.0,-106.0,-177.0,,,,,-216.0,,-57.8,,-176.2,-265.8,,-145.6,-161.9,,-183.0,False,,,,,False,,True,,False,False,,False,False,,False
51595,29,85.0,128.0,,,,,24.0,,31.7,,11.4,0.0,,31.5,53.9,,13.0,56.0,99.0,,,,,-5.0,,2.7,,-17.6,-29.0,,2.5,24.9,,-16.0,False,,,,,True,,True,,True,True,,True,True,,True
51600,21,30.0,197.0,,,,,24.0,,110.5,,1.2,449.3,,24.3,25.3,,161.0,9.0,176.0,,,,,3.0,,89.5,,-19.8,428.3,,3.3,4.3,,140.0,False,,,,,True,,False,,False,False,,True,True,,False
51610,10,0.0,0.0,,,,,15.0,,7.3,,2.7,,,10.6,1.0,,0.0,-10.0,-10.0,,,,,5.0,,-2.7,,-7.3,,,0.6,-9.0,,-10.0,False,,,,,True,,True,,True,,,True,True,,False
51620,124,175.0,138.0,,,,,44.0,,79.5,,25.6,17.4,,118.5,165.8,,37.0,51.0,14.0,,,,,-80.0,,-44.5,,-98.4,-106.6,,-5.5,41.8,,-87.0,True,,,,,False,,True,,False,False,,True,True,,False
51630,80,75.0,59.0,,,,,136.0,,90.8,,14.6,0.0,,58.5,30.7,,34.0,-5.0,-21.0,,,,,56.0,,10.8,,-65.4,-80.0,,-21.5,-49.3,,-46.0,False,,,,,False,,False,,False,False,,False,False,,False
51640,22,25.0,0.0,,,,,71.0,,13.3,,3.5,0.0,,6.9,22.7,,0.0,3.0,-22.0,,,,,49.0,,-8.7,,-18.5,-22.0,,-15.1,0.7,,-22.0,False,,,,,False,,False,,False,False,,False,True,,False
51650,338,425.0,329.0,,,,,406.0,,606.0,,310.3,596.0,,209.3,273.7,,288.0,87.0,-9.0,,,,,68.0,,268.0,,-27.7,258.0,,-128.7,-64.3,,-50.0,True,,,,,True,,False,,True,False,,False,True,,True
51660,1155,2125.0,6175.0,,,,,434.0,,229.1,,2110.3,50.9,,3073.6,1165.9,,625.0,970.0,5020.0,,,,,-721.0,,-925.9,,955.3,-1104.1,,1918.6,10.9,,-530.0,False,,,,,True,,True,,True,False,,False,True,,True
51670,90,65.0,20.0,,,,,63.0,,49.7,,8.4,45.4,,46.1,51.5,,25.0,-25.0,-70.0,,,,,-27.0,,-40.3,,-81.6,-44.6,,-43.9,-38.5,,-65.0,False,,,,,False,,False,,False,False,,False,False,,False
51678,130,5.0,0.0,,,,,9.0,,13.7,,3.0,,,3.0,26.5,,1.0,-125.0,-130.0,,,,,-121.0,,-116.3,,-127.0,,,-127.0,-103.5,,-129.0,False,,,,,True,,True,,False,,,False,True,,False
51680,597,475.0,224.0,,,,,501.0,,726.1,,368.3,224.4,,315.8,543.8,,334.0,-122.0,-373.0,,,,,-96.0,,129.1,,-228.7,-372.6,,-281.2,-53.2,,-263.0,False,,,,,True,,False,,False,False,,False,True,,False
51683,153,200.0,175.0,,,,,137.0,,178.8,,25.3,3.0,,156.4,143.7,,49.0,47.0,22.0,,,,,-16.0,,25.8,,-127.7,-150.0,,3.4,-9.3,,-104.0,True,,,,,True,,True,,False,False,,True,True,,False
51685,54,70.0,50.0,,,,,38.0,,46.2,,14.6,0.0,,52.8,80.7,,78.0,16.0,-4.0,,,,,-16.0,,-7.8,,-39.4,-54.0,,-1.2,26.7,,24.0,True,,,,,False,,True,,False,False,,True,False,,False
51690,89,70.0,20.0,,,,,56.0,,90.9,,,2.9,,63.2,74.4,,28.0,-19.0,-69.0,,,,,-33.0,,1.9,,,-86.1,,-25.8,-14.6,,-61.0,False,,,,,False,,True,,,False,,False,True,,False
51700,453,885.0,867.0,,,,,667.0,,793.4,,833.3,815.8,,122.6,611.7,,1155.0,432.0,414.0,,,,,214.0,,340.4,,380.3,362.8,,-330.4,158.7,,702.0,True,,,,,True,,True,,True,True,,True,True,,False
51710,564,735.0,572.0,,,,,1324.0,,828.5,,248.4,676.4,,183.1,532.6,,326.0,171.0,8.0,,,,,760.0,,264.5,,-315.6,112.4,,-380.9,-31.4,,-238.0,True,,,,,False,,False,,False,True,,False,True,,False
51720,12,5.0,0.0,,,,,32.0,,6.1,,5.3,,,0.2,,,1.0,-7.0,-12.0,,,,,20.0,,-5.9,,-6.7,,,-11.8,,,-11.0,False,,,,,False,,True,,True,,,False,,,False
51730,156,155.0,166.0,,,,,78.0,,100.2,,42.6,0.1,,81.5,128.0,,84.0,-1.0,10.0,,,,,-78.0,,-55.8,,-113.4,-155.9,,-74.5,-28.0,,-72.0,False,,,,,False,,False,,False,False,,False,False,,False
51735,14,35.0,35.0,,,,,37.0,,30.8,,11.8,,,14.4,38.4,,17.0,21.0,21.0,,,,,23.0,,16.8,,-2.2,,,0.4,24.4,,3.0,False,,,,,False,,True,,True,,,True,False,,True
51740,387,395.0,338.0,,,,,327.0,,380.4,,143.8,364.4,,131.8,278.8,,184.0,8.0,-49.0,,,,,-60.0,,-6.6,,-243.2,-22.6,,-255.2,-108.2,,-203.0,False,,,,,False,,True,,False,False,,False,False,,False
51750,205,1150.0,1047.0,,,,,178.0,,178.3,,892.2,1.1,,429.7,434.6,,210.0,945.0,842.0,,,,,-27.0,,-26.7,,687.2,-203.9,,224.7,229.6,,5.0,True,,,,,True,,True,,True,True,,True,True,,True
51760,805,1340.0,1097.0,,,,,1118.0,,1013.8,,627.7,777.2,,1150.4,1133.0,,883.0,535.0,292.0,,,,,313.0,,208.8,,-177.3,-27.8,,345.4,328.0,,78.0,True,,,,,True,,True,,True,True,,True,True,,True
51770,875,245.0,511.0,,,,,444.0,,272.0,,214.2,216.2,,201.0,123.6,,149.0,-630.0,-364.0,,,,,-431.0,,-603.0,,-660.8,-658.8,,-674.0,-751.4,,-726.0,True,,,,,True,,True,,False,False,,False,False,,False
51775,137,45.0,36.0,,,,,69.0,,93.7,,34.7,8.9,,52.6,38.8,,10.0,-92.0,-101.0,,,,,-68.0,,-43.3,,-102.3,-128.1,,-84.3,-98.2,,-127.0,False,,,,,True,,True,,False,False,,True,False,,False
51790,141,35.0,55.0,,,,,20.0,,78.0,,7.0,17.2,,7.9,24.5,,23.0,-106.0,-86.0,,,,,-121.0,,-63.0,,-134.0,-123.8,,-133.1,-116.5,,-118.0,True,,,,,False,,True,,False,False,,False,False,,False
51800,471,495.0,546.0,,,,,322.0,,517.6,,310.8,402.4,,247.4,539.8,,379.0,24.0,75.0,,,,,-149.0,,46.6,,-160.2,-68.6,,-223.6,68.8,,-92.0,False,,,,,False,,False,,False,False,,False,False,,False
51810,1081,1175.0,958.0,,,,,1117.0,,1421.0,,1002.2,797.6,,486.3,1224.6,,823.0,94.0,-123.0,,,,,36.0,,340.0,,-78.8,-283.4,,-594.7,143.6,,-258.0,False,,,,,True,,False,,True,False,,False,False,,False
51820,103,50.0,35.0,,,,,31.0,,75.7,,17.8,11.4,,25.7,41.5,,35.0,-53.0,-68.0,,,,,-72.0,,-27.3,,-85.2,-91.6,,-77.3,-61.5,,-68.0,False,,,,,False,,True,,False,False,,False,False,,False
51830,50,20.0,35.0,,,,,53.0,,34.2,,0.9,0.0,,4.9,22.4,,39.0,-30.0,-15.0,,,,,3.0,,-15.8,,-49.1,-50.0,,-45.1,-27.6,,-11.0,True,,,,,True,,True,,False,False,,False,True,,True
51840,75,95.0,177.0,,,,,72.0,,31.9,,13.2,12.3,,269.2,68.2,,309.0,20.0,102.0,,,,,-3.0,,-43.1,,-61.8,-62.7,,194.2,-6.8,,234.0,False,,,,,True,,False,,False,False,,False,True,,False
53001,193,350.0,431.0,,,,,89.0,,96.0,,194.6,204.1,,239.0,133.1,,148.0,157.0,238.0,,,,,-104.0,,-97.0,,1.6,11.1,,46.0,-59.9,,-45.0,False,,,,,True,,True,,True,True,,True,True,,True
53003,95,25.0,17.0,,,,,130.0,,59.7,,2.5,,,4.4,14.3,,13.0,-70.0,-78.0,,,,,35.0,,-35.3,,-92.5,,,-90.6,-80.7,,-82.0,False,,,,,True,,True,,False,,,False,False,,False
53005,626,330.0,346.0,,,,,562.0,,259.3,,113.1,211.5,,193.2,382.6,,338.0,-296.0,-280.0,,,,,-64.0,,-366.7,,-512.9,-414.5,,-432.8,-243.4,,-288.0,True,,,,,True,,False,,False,False,,False,True,,True
53007,328,105.0,28.0,,,,,120.0,,204.7,,102.3,138.7,,59.8,72.4,,28.0,-223.0,-300.0,,,,,-208.0,,-123.3,,-225.7,-189.3,,-268.1,-255.6,,-300.0,False,,,,,True,,True,,False,True,,False,False,,False
53009,35,40.0,6.0,,,,,26.0,,188.4,,10.3,315.2,,4.5,209.3,,16.0,5.0,-29.0,,,,,-9.0,,153.4,,-24.7,280.2,,-30.5,174.3,,-19.0,False,,,,,False,,False,,False,False,,False,False,,False
53011,1579,610.0,642.0,,,,,333.0,,1320.5,,356.5,452.1,,120.9,451.7,,608.0,-969.0,-937.0,,,,,-1246.0,,-258.5,,-1222.5,-1126.9,,-1458.0,-1127.3,,-971.0,True,,,,,False,,True,,False,False,,False,False,,False
53013,0,10.0,0.0,,,,,10.0,,0.4,,0.6,,,0.6,,,126.0,10.0,0.0,,,,,10.0,,0.4,,0.6,,,0.6,,,126.0,True,,,,,False,,True,,True,,,True,,,False
53015,168,90.0,88.0,,,,,57.0,,226.7,,23.9,89.2,,12.9,79.9,,112.0,-78.0,-80.0,,,,,-111.0,,58.7,,-144.1,-78.8,,-155.1,-88.1,,-56.0,False,,,,,False,,True,,False,False,,False,False,,True
53017,135,40.0,12.0,,,,,90.0,,96.8,,17.0,0.1,,13.7,322.7,,15.0,-95.0,-123.0,,,,,-45.0,,-38.2,,-118.0,-134.9,,-121.2,187.7,,-120.0,False,,,,,True,,True,,False,False,,False,False,,False
53019,2,15.0,0.0,,,,,0.0,,5.9,,0.6,,,7.9,,,30.0,13.0,-2.0,,,,,-2.0,,3.9,,-1.4,,,5.9,,,28.0,True,,,,,True,,True,,True,,,True,,,False
53021,494,545.0,330.0,,,,,567.0,,215.8,,202.0,3.2,,194.8,366.1,,258.0,51.0,-164.0,,,,,73.0,,-278.2,,-292.0,-490.8,,-299.1,-127.9,,-236.0,False,,,,,False,,False,,False,False,,False,False,,False
53023,9,0.0,0.0,,,,,15.0,,1.3,,,,,0.0,0.2,,0.0,-9.0,-9.0,,,,,6.0,,-7.7,,,,,-9.0,-8.8,,-9.0,False,,,,,True,,True,,,,,False,True,,False
53025,676,930.0,631.0,,,,,331.0,,522.5,,640.8,8.6,,348.8,703.9,,481.0,254.0,-45.0,,,,,-345.0,,-153.5,,-35.2,-667.4,,-327.2,27.9,,-195.0,True,,,,,False,,True,,True,False,,False,True,,True
53027,314,275.0,362.0,,,,,36.0,,344.6,,234.6,282.3,,188.9,181.7,,190.0,-39.0,48.0,,,,,-278.0,,30.6,,-79.4,-31.7,,-125.1,-132.3,,-124.0,False,,,,,False,,True,,False,True,,False,False,,False
53029,69,25.0,32.0,,,,,8.0,,79.3,,2.2,63.6,,10.6,23.8,,9.0,-44.0,-37.0,,,,,-61.0,,10.3,,-66.8,-5.4,,-58.4,-45.2,,-60.0,True,,,,,False,,True,,False,True,,False,False,,False
53031,7,5.0,0.0,,,,,0.0,,17.0,,2.6,,,6.8,17.6,,1.0,-2.0,-7.0,,,,,-7.0,,10.0,,-4.4,,,-0.2,10.6,,-6.0,False,,,,,False,,False,,False,,,True,False,,False
53033,3886,3585.0,3094.0,,,,,2605.0,,4886.0,,3154.3,2149.7,,2509.1,2643.2,,2710.0,-301.0,-792.0,,,,,-1281.0,,1000.0,,-731.7,-1736.3,,-1376.9,-1242.8,,-1176.0,False,,,,,False,,False,,False,False,,False,False,,False
53035,310,305.0,160.0,,,,,205.0,,926.5,,171.0,1046.0,,221.6,176.3,,173.0,-5.0,-150.0,,,,,-105.0,,616.5,,-139.0,736.0,,-88.4,-133.7,,-137.0,False,,,,,False,,False,,False,False,,False,False,,False
53037,143,5.0,0.0,,,,,76.0,,40.1,,1.0,142.3,,1.5,12.6,,1.0,-138.0,-143.0,,,,,-67.0,,-102.9,,-142.0,-0.7,,-141.5,-130.4,,-142.0,False,,,,,True,,True,,False,True,,False,True,,False
53039,19,20.0,27.0,,,,,12.0,,42.2,,1.8,128.3,,36.2,28.9,,5.0,1.0,8.0,,,,,-7.0,,23.2,,-17.2,109.3,,17.2,9.9,,-14.0,False,,,,,False,,False,,False,False,,False,False,,False
53041,289,135.0,82.0,,,,,47.0,,337.2,,112.8,396.0,,61.7,126.3,,82.0,-154.0,-207.0,,,,,-242.0,,48.2,,-176.2,107.0,,-227.3,-162.7,,-207.0,False,,,,,False,,True,,False,True,,False,False,,False
53043,30,5.0,0.0,,,,,7.0,,7.9,,1.7,,,14.5,,,1.0,-25.0,-30.0,,,,,-23.0,,-22.1,,-28.3,,,-15.5,,,-29.0,False,,,,,True,,True,,False,,,True,,,False
53045,136,115.0,86.0,,,,,13.0,,269.1,,18.2,343.8,,44.6,59.7,,93.0,-21.0,-50.0,,,,,-123.0,,133.1,,-117.8,207.8,,-91.4,-76.3,,-43.0,False,,,,,False,,False,,False,False,,False,False,,False
53047,99,50.0,40.0,,,,,44.0,,114.0,,4.7,0.1,,17.9,241.1,,32.0,-49.0,-59.0,,,,,-55.0,,15.0,,-94.3,-98.9,,-81.1,142.1,,-67.0,False,,,,,False,,True,,False,False,,False,False,,False
53049,39,30.0,0.0,,,,,0.0,,30.3,,5.0,,,6.0,22.0,,136.0,-9.0,-39.0,,,,,-39.0,,-8.7,,-34.0,,,-33.0,-17.0,,97.0,False,,,,,False,,True,,False,,,False,False,,False
53051,56,20.0,0.0,,,,,18.0,,27.9,,2.3,,,0.0,,,22.0,-36.0,-56.0,,,,,-38.0,,-28.1,,-53.7,,,-56.0,,,-34.0,False,,,,,False,,True,,False,,,False,,,True
