,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
16015,14,24.0,0.0,,,,17.0,,,8.7,19.3,,10.0,10.0,-14.0,,,,3.0,,,-5.3,5.3,,-4.0,False,,,,True,,,True,True,,True
16017,183,102.0,35.0,,,,112.0,30.8,175.4,7.3,79.2,,64.0,-81.0,-148.0,,,,-71.0,-152.2,-7.6,-175.7,-103.8,,-119.0,False,,,,True,False,True,False,False,,False
16019,1603,1284.0,1153.0,,,,521.0,461.7,1031.3,671.3,830.7,,688.0,-319.0,-450.0,,,,-1082.0,-1141.3,-571.7,-931.7,-772.3,,-915.0,False,,,,False,False,False,False,False,,False
16021,25,6.0,0.0,,,,30.0,,,0.7,26.6,,2.0,-19.0,-25.0,,,,5.0,,,-24.3,1.6,,-23.0,False,,,,True,,,False,True,,False
16023,41,36.0,,,,,0.0,,,26.7,16.8,,65.0,-5.0,,,,,-41.0,,,-14.3,-24.2,,24.0,,,,,False,,,False,False,,False
16025,34,12.0,0.0,,,,0.0,0.1,,1.0,4.5,,32.0,-22.0,-34.0,,,,-34.0,-33.9,,-33.0,-29.5,,-2.0,False,,,,False,False,,False,False,,True
16027,1638,2346.0,3434.0,,,,2116.0,2066.3,838.1,970.1,1220.5,,715.0,708.0,1796.0,,,,478.0,428.3,-799.9,-667.9,-417.5,,-923.0,False,,,,True,True,False,True,True,,False
16029,113,24.0,0.0,,,,6.0,4.5,,0.7,35.3,,14.0,-89.0,-113.0,,,,-107.0,-108.5,,-112.3,-77.7,,-99.0,False,,,,False,False,,False,True,,False
16031,367,60.0,30.0,,,,131.0,7.3,0.0,7.6,92.4,,19.0,-307.0,-337.0,,,,-236.0,-359.7,-367.0,-359.4,-274.6,,-348.0,False,,,,True,False,False,False,True,,False
16033,18,30.0,0.0,,,,0.0,,,14.7,,,8.0,12.0,-18.0,,,,-18.0,,,-3.3,,,-10.0,False,,,,False,,,True,,,True
16035,76,6.0,0.0,,,,24.0,,,3.2,,,6.0,-70.0,-76.0,,,,-52.0,,,-72.8,,,-70.0,False,,,,True,,,False,,,False
16037,46,78.0,2.0,,,,1.0,2.9,,22.6,,,115.0,32.0,-44.0,,,,-45.0,-43.1,,-23.4,,,69.0,False,,,,False,False,,True,,,False
16039,136,114.0,138.0,,,,145.0,21.6,154.7,41.0,70.8,,86.0,-22.0,2.0,,,,9.0,-114.4,18.7,-95.0,-65.2,,-50.0,True,,,,True,False,True,False,False,,False
16041,146,12.0,0.0,,,,25.0,8.5,,9.1,26.5,,8.0,-134.0,-146.0,,,,-121.0,-137.5,,-136.9,-119.5,,-138.0,False,,,,True,False,,False,True,,False
16043,178,84.0,42.0,,,,16.0,10.8,84.1,8.7,92.6,,31.0,-94.0,-136.0,,,,-162.0,-167.2,-93.9,-169.3,-85.4,,-147.0,False,,,,False,False,True,False,True,,False
16045,148,30.0,3.0,,,,116.0,4.1,58.7,16.5,15.4,,20.0,-118.0,-145.0,,,,-32.0,-143.9,-89.3,-131.5,-132.6,,-128.0,False,,,,True,False,True,False,False,,False
16047,154,168.0,128.0,,,,94.0,30.3,76.3,394.7,219.7,,139.0,14.0,-26.0,,,,-60.0,-123.7,-77.7,240.7,65.7,,-15.0,False,,,,False,False,False,False,False,,False
16049,205,6.0,0.0,,,,42.0,2.0,,1.6,15.5,,4.0,-199.0,-205.0,,,,-163.0,-203.0,,-203.4,-189.5,,-201.0,False,,,,True,False,,False,True,,False
16051,384,252.0,193.0,,,,81.0,67.0,162.7,61.0,254.8,,139.0,-132.0,-191.0,,,,-303.0,-317.0,-221.3,-323.0,-129.2,,-245.0,False,,,,False,False,False,False,True,,False
16053,282,216.0,194.0,,,,119.0,28.2,90.1,160.9,148.4,,132.0,-66.0,-88.0,,,,-163.0,-253.8,-191.9,-121.1,-133.6,,-150.0,False,,,,False,False,False,False,False,,False
16055,850,642.0,597.0,,,,752.0,167.1,412.4,164.9,502.0,,219.0,-208.0,-253.0,,,,-98.0,-682.9,-437.6,-685.1,-348.0,,-631.0,False,,,,True,False,False,False,False,,False
16057,466,342.0,635.0,,,,251.0,73.3,19.4,21.3,348.8,,357.0,-124.0,169.0,,,,-215.0,-392.7,-446.6,-444.7,-117.2,,-109.0,False,,,,False,False,False,False,True,,True
16059,62,42.0,1.0,,,,11.0,8.8,,23.6,,,17.0,-20.0,-61.0,,,,-51.0,-53.2,,-38.4,,,-45.0,False,,,,False,False,,False,,,False
16061,52,0.0,0.0,,,,1.0,,,0.0,,,,-52.0,-52.0,,,,-51.0,,,-52.0,,,,False,,,,True,,,False,,,
16063,43,24.0,0.0,,,,19.0,2.8,,1.5,14.5,,11.0,-19.0,-43.0,,,,-24.0,-40.2,,-41.5,-28.5,,-32.0,False,,,,False,False,,False,False,,False
16065,1160,150.0,159.0,,,,157.0,17.9,82.8,83.8,41.3,,102.0,-1010.0,-1001.0,,,,-1003.0,-1142.1,-1077.2,-1076.2,-1118.7,,-1058.0,True,,,,True,False,False,False,False,,False
16067,339,162.0,49.0,,,,97.0,12.8,0.0,48.8,103.6,,66.0,-177.0,-290.0,,,,-242.0,-326.2,-339.0,-290.2,-235.4,,-273.0,False,,,,False,False,False,False,False,,False
16069,242,342.0,838.0,,,,287.0,68.6,446.7,27.6,425.0,,423.0,100.0,596.0,,,,45.0,-173.4,204.7,-214.4,183.0,,181.0,False,,,,True,False,False,False,False,,False
16071,8,18.0,0.0,,,,6.0,,,1.9,,,13.0,10.0,-8.0,,,,-2.0,,,-6.1,,,5.0,True,,,,True,,,True,,,True
16073,54,60.0,22.0,,,,166.0,28.6,0.0,11.7,99.7,,21.0,6.0,-32.0,,,,112.0,-25.4,-54.0,-42.3,45.7,,-33.0,False,,,,False,False,False,False,False,,False
16075,346,612.0,953.0,,,,207.0,569.1,117.4,238.0,264.4,,316.0,266.0,607.0,,,,-139.0,223.1,-228.6,-108.0,-81.6,,-30.0,False,,,,True,True,True,True,True,,True
16077,192,138.0,62.0,,,,22.0,123.7,30.6,43.6,94.3,,116.0,-54.0,-130.0,,,,-170.0,-68.3,-161.4,-148.4,-97.7,,-76.0,False,,,,False,False,False,False,False,,False
16079,25,78.0,50.0,,,,42.0,,45.1,7.4,264.4,,20.0,53.0,25.0,,,,17.0,,20.1,-17.6,239.4,,-5.0,True,,,,True,,True,True,False,,True
16081,100,48.0,48.0,,,,19.0,3.3,32.4,65.6,51.8,,34.0,-52.0,-52.0,,,,-81.0,-96.7,-67.6,-34.4,-48.2,,-66.0,False,,,,False,False,False,True,True,,False
16083,1202,456.0,182.0,,,,332.0,265.1,270.0,69.1,372.9,,174.0,-746.0,-1020.0,,,,-870.0,-936.9,-932.0,-1132.9,-829.1,,-1028.0,False,,,,False,False,False,False,False,,False
16085,20,36.0,,,,,26.0,14.5,,1.9,82.9,,9.0,16.0,,,,,6.0,-5.5,,-18.1,62.9,,-11.0,,,,,True,True,,False,False,,True
16087,133,84.0,100.0,,,,93.0,38.8,0.0,34.8,167.7,,31.0,-49.0,-33.0,,,,-40.0,-94.2,-133.0,-98.2,34.7,,-102.0,True,,,,True,False,False,False,True,,False
17001,604,342.0,92.0,,,,742.0,147.0,420.2,88.0,210.4,,112.0,-262.0,-512.0,,,,138.0,-457.0,-183.8,-516.0,-393.6,,-492.0,False,,,,True,False,True,False,False,,False
17003,56,24.0,0.0,,,,31.0,16.6,,13.1,37.9,,27.0,-32.0,-56.0,,,,-25.0,-39.4,,-42.9,-18.1,,-29.0,False,,,,True,False,,False,True,,True
17005,251,186.0,355.0,,,,132.0,85.6,72.7,67.0,147.3,,133.0,-65.0,104.0,,,,-119.0,-165.4,-178.3,-184.0,-103.7,,-118.0,False,,,,False,False,False,False,False,,False
17007,519,246.0,506.0,,,,426.0,42.0,131.6,0.0,187.2,,261.0,-273.0,-13.0,,,,-93.0,-477.0,-387.4,-519.0,-331.8,,-258.0,True,,,,True,False,False,False,False,,True
17009,59,30.0,0.0,,,,131.0,2.3,,4.4,11.2,,128.0,-29.0,-59.0,,,,72.0,-56.7,,-54.6,-47.8,,69.0,False,,,,False,False,,False,False,,False
17011,433,270.0,160.0,,,,187.0,78.6,308.2,95.7,314.7,,160.0,-163.0,-273.0,,,,-246.0,-354.4,-124.8,-337.3,-118.3,,-273.0,False,,,,False,False,True,False,True,,False
17013,41,42.0,,,,,26.0,2.9,,2.7,,,24.0,1.0,,,,,-15.0,-38.1,,-38.3,,,-17.0,,,,,False,False,,False,,,False
17015,138,126.0,176.0,,,,81.0,65.8,95.7,44.3,148.1,,87.0,-12.0,38.0,,,,-57.0,-72.2,-42.3,-93.7,10.1,,-51.0,False,,,,False,False,False,False,True,,False
17017,132,90.0,129.0,,,,96.0,15.0,71.8,44.2,97.8,,43.0,-42.0,-3.0,,,,-36.0,-117.0,-60.2,-87.8,-34.2,,-89.0,True,,,,True,False,False,False,True,,False
17019,2918,2634.0,9739.0,,,,1410.0,2198.8,1101.8,2599.5,1734.5,,3337.0,-284.0,6821.0,,,,-1508.0,-719.2,-1816.2,-318.5,-1183.5,,419.0,False,,,,False,False,False,False,False,,False
17021,469,288.0,566.0,,,,201.0,152.5,208.3,186.5,151.5,,484.0,-181.0,97.0,,,,-268.0,-316.5,-260.7,-282.5,-317.5,,15.0,True,,,,False,False,False,False,False,,True
17023,114,24.0,60.0,,,,79.0,2.1,163.8,5.9,59.9,,35.0,-90.0,-54.0,,,,-35.0,-111.9,49.8,-108.1,-54.1,,-79.0,True,,,,True,False,True,False,True,,True
17025,169,102.0,200.0,,,,71.0,18.4,,0.0,,,85.0,-67.0,31.0,,,,-98.0,-150.6,,-169.0,,,-84.0,True,,,,False,False,,False,,,False
17027,709,702.0,854.0,,,,277.0,238.2,323.8,392.4,784.3,,334.0,-7.0,145.0,,,,-432.0,-470.8,-385.2,-316.6,75.3,,-375.0,False,,,,False,False,False,False,False,,False
17029,694,1068.0,1224.0,,,,483.0,490.7,263.7,2719.6,622.8,,495.0,374.0,530.0,,,,-211.0,-203.3,-430.3,2025.6,-71.2,,-199.0,False,,,,True,True,False,False,True,,True
17031,28390,27342.0,17811.0,,,,23454.0,18333.5,2841.4,17046.1,25423.1,,18464.0,-1048.0,-10579.0,,,,-4936.0,-10056.5,-25548.6,-11343.9,-2966.9,,-9926.0,False,,,,False,False,False,False,False,,False
17033,467,168.0,390.0,,,,103.0,31.1,,15.4,84.7,,271.0,-299.0,-77.0,,,,-364.0,-435.9,,-451.6,-382.3,,-196.0,True,,,,False,False,,False,False,,True
17035,98,180.0,472.0,,,,53.0,83.9,72.1,119.3,201.9,,117.0,82.0,374.0,,,,-45.0,-14.1,-25.9,21.3,103.9,,19.0,False,,,,True,True,True,True,False,,True
17037,767,324.0,362.0,,,,692.0,69.2,307.2,154.9,277.3,,233.0,-443.0,-405.0,,,,-75.0,-697.8,-459.8,-612.1,-489.7,,-534.0,True,,,,True,False,False,False,False,,False
17039,146,24.0,42.0,,,,66.0,10.1,,12.3,31.4,,26.0,-122.0,-104.0,,,,-80.0,-135.9,,-133.7,-114.6,,-120.0,True,,,,True,False,,False,True,,True
17041,159,156.0,281.0,,,,99.0,128.2,138.6,53.7,202.0,,112.0,-3.0,122.0,,,,-60.0,-30.8,-20.4,-105.3,43.0,,-47.0,False,,,,False,False,False,False,False,,False
17043,4758,4272.0,3411.0,,,,4687.0,2260.2,1059.4,2951.2,4581.6,,3223.0,-486.0,-1347.0,,,,-71.0,-2497.8,-3698.6,-1806.8,-176.4,,-1535.0,False,,,,True,False,False,False,True,,False
17045,49,144.0,486.0,,,,80.0,47.1,,32.2,132.1,,134.0,95.0,437.0,,,,31.0,-1.9,,-16.8,83.1,,85.0,False,,,,True,True,,True,True,,True
17047,43,42.0,67.0,,,,20.0,5.5,,6.9,,,47.0,-1.0,24.0,,,,-23.0,-37.5,,-36.1,,,4.0,False,,,,False,False,,False,,,False
17049,464,834.0,1016.0,,,,267.0,1245.0,150.4,324.7,796.0,,389.0,370.0,552.0,,,,-197.0,781.0,-313.6,-139.3,332.0,,-75.0,False,,,,True,False,True,True,True,,True
17051,344,330.0,820.0,,,,178.0,159.2,164.0,0.0,163.7,,330.0,-14.0,476.0,,,,-166.0,-184.8,-180.0,-344.0,-180.3,,-14.0,False,,,,False,False,False,False,False,,False
17053,56,12.0,30.0,,,,53.0,26.4,,16.1,32.8,,11.0,-44.0,-26.0,,,,-3.0,-29.6,,-39.9,-23.2,,-45.0,True,,,,True,True,,True,True,,False
17055,303,300.0,202.0,,,,248.0,242.7,302.1,221.9,225.0,,180.0,-3.0,-101.0,,,,-55.0,-60.3,-0.9,-81.1,-78.0,,-123.0,False,,,,False,False,True,False,False,,False
17057,183,72.0,256.0,,,,212.0,27.0,,36.9,118.8,,100.0,-111.0,73.0,,,,29.0,-156.0,,-146.1,-64.2,,-83.0,True,,,,True,False,,False,True,,True
17059,25,12.0,0.0,,,,24.0,9.3,,0.7,93.2,,12.0,-13.0,-25.0,,,,-1.0,-15.7,,-24.3,68.2,,-13.0,False,,,,True,False,,False,False,,False
17061,143,60.0,12.0,,,,157.0,16.0,73.3,15.6,170.8,,27.0,-83.0,-131.0,,,,14.0,-127.0,-69.7,-127.4,27.8,,-116.0,False,,,,True,False,True,False,True,,False
17063,304,276.0,203.0,,,,267.0,73.9,316.1,127.1,247.7,,197.0,-28.0,-101.0,,,,-37.0,-230.1,12.1,-176.9,-56.3,,-107.0,False,,,,False,False,True,False,False,,False
17065,42,30.0,0.0,,,,55.0,13.9,,24.5,,,8.0,-12.0,-42.0,,,,13.0,-28.1,,-17.5,,,-34.0,False,,,,False,False,,False,,,False
17067,123,114.0,206.0,,,,130.0,35.3,114.4,16.6,99.7,,49.0,-9.0,83.0,,,,7.0,-87.7,-8.6,-106.4,-23.3,,-74.0,False,,,,True,False,True,False,False,,False
17069,27,0.0,0.0,,,,15.0,1.2,,4.3,,,0.0,-27.0,-27.0,,,,-12.0,-25.8,,-22.7,,,-27.0,False,,,,True,True,,True,,,False
17071,41,96.0,119.0,,,,34.0,5.5,,140.2,,,78.0,55.0,78.0,,,,-7.0,-35.5,,99.2,,,37.0,False,,,,True,True,,False,,,True
17073,293,522.0,766.0,,,,334.0,210.0,409.8,297.8,428.6,,420.0,229.0,473.0,,,,41.0,-83.0,116.8,4.8,135.6,,127.0,False,,,,True,True,True,True,True,,True
17075,107,66.0,17.0,,,,129.0,20.1,68.8,20.7,84.2,,39.0,-41.0,-90.0,,,,22.0,-86.9,-38.2,-86.3,-22.8,,-68.0,False,,,,True,False,True,False,True,,False
17077,436,486.0,1012.0,,,,660.0,115.0,313.8,38.1,498.9,,293.0,50.0,576.0,,,,224.0,-321.0,-122.2,-397.9,62.9,,-143.0,False,,,,False,False,False,False,False,,False
17079,104,222.0,0.0,,,,40.0,126.4,30.6,608.8,126.4,,178.0,118.0,-104.0,,,,-64.0,22.4,-73.4,504.8,22.4,,74.0,True,,,,True,True,True,False,True,,True
17081,325,378.0,267.0,,,,316.0,152.4,464.8,134.9,498.6,,213.0,53.0,-58.0,,,,-9.0,-172.6,139.8,-190.1,173.6,,-112.0,False,,,,True,False,False,False,False,,False
17083,147,372.0,372.0,,,,165.0,249.3,101.5,79.8,560.3,,187.0,225.0,225.0,,,,18.0,102.3,-45.5,-67.2,413.3,,40.0,False,,,,True,True,True,True,False,,True
17085,160,84.0,88.0,,,,102.0,7.2,291.8,20.9,64.1,,68.0,-76.0,-72.0,,,,-58.0,-152.8,131.8,-139.1,-95.9,,-92.0,True,,,,True,False,False,False,False,,False
17087,142,150.0,185.0,,,,97.0,91.3,117.8,98.7,198.0,,132.0,8.0,43.0,,,,-45.0,-50.7,-24.2,-43.3,56.0,,-10.0,False,,,,False,False,False,False,False,,False
17089,2966,2382.0,1306.0,,,,3494.0,1013.6,830.4,3346.6,1752.1,,1474.0,-584.0,-1660.0,,,,528.0,-1952.4,-2135.6,380.6,-1213.9,,-1492.0,False,,,,True,False,False,True,False,,False
17091,792,906.0,930.0,,,,738.0,1025.2,451.9,558.5,771.4,,733.0,114.0,138.0,,,,-54.0,233.2,-340.1,-233.5,-20.6,,-59.0,False,,,,True,False,False,False,True,,True
17093,601,420.0,209.0,,,,611.0,120.6,408.9,214.5,376.9,,259.0,-181.0,-392.0,,,,10.0,-480.4,-192.1,-386.5,-224.1,,-342.0,False,,,,True,False,False,False,False,,False
17095,401,156.0,65.0,,,,404.0,80.4,350.6,10.1,453.3,,75.0,-245.0,-336.0,,,,3.0,-320.6,-50.4,-390.9,52.3,,-326.0,False,,,,True,False,True,False,True,,False
17097,3686,3882.0,6765.0,,,,4171.0,2473.8,1177.7,2502.2,4977.1,,2496.0,196.0,3079.0,,,,485.0,-1212.2,-2508.3,-1183.8,1291.1,,-1190.0,False,,,,False,False,False,False,False,,False
17099,728,804.0,530.0,,,,599.0,408.4,971.0,310.6,347.0,,428.0,76.0,-198.0,,,,-129.0,-319.6,243.0,-417.4,-381.0,,-300.0,False,,,,False,False,False,False,False,,False
17101,176,186.0,369.0,,,,119.0,791.9,126.0,43.3,137.7,,216.0,10.0,193.0,,,,-57.0,615.9,-50.0,-132.7,-38.3,,40.0,False,,,,False,False,False,False,False,,False
17103,260,162.0,180.0,,,,244.0,44.2,210.7,99.6,155.0,,171.0,-98.0,-80.0,,,,-16.0,-215.8,-49.3,-160.4,-105.0,,-89.0,True,,,,True,False,True,False,False,,True
17105,287,96.0,85.0,,,,162.0,25.0,270.3,12.1,223.6,,69.0,-191.0,-202.0,,,,-125.0,-262.0,-16.7,-274.9,-63.4,,-218.0,False,,,,True,False,True,False,True,,False
17107,240,216.0,104.0,,,,160.0,78.3,254.6,2.8,182.4,,90.0,-24.0,-136.0,,,,-80.0,-161.7,14.6,-237.2,-57.6,,-150.0,False,,,,False,False,True,False,False,,False
17109,359,204.0,355.0,,,,320.0,73.2,45.3,53.8,101.4,,493.0,-155.0,-4.0,,,,-39.0,-285.8,-313.7,-305.2,-257.6,,134.0,True,,,,True,False,False,False,False,,True
17111,1264,1392.0,2562.0,,,,1655.0,521.4,1177.1,527.9,1215.5,,1185.0,128.0,1298.0,,,,391.0,-742.6,-86.9,-736.1,-48.5,,-79.0,False,,,,False,False,True,False,True,,True
17113,2078,2820.0,4147.0,,,,874.0,7743.6,1657.0,1823.1,1366.1,,2785.0,742.0,2069.0,,,,-1204.0,5665.6,-421.0,-254.9,-711.9,,707.0,False,,,,False,False,True,True,True,,True
17115,1050,558.0,606.0,,,,581.0,300.6,664.5,13.9,503.2,,445.0,-492.0,-444.0,,,,-469.0,-749.4,-385.5,-1036.1,-546.8,,-605.0,True,,,,True,False,True,False,False,,False
17117,293,330.0,320.0,,,,275.0,127.4,281.4,131.3,217.5,,218.0,37.0,27.0,,,,-18.0,-165.6,-11.6,-161.7,-75.5,,-75.0,True,,,,True,False,True,False,False,,False
17119,2325,2718.0,2474.0,,,,1819.0,2492.1,1446.1,2040.2,2227.2,,1450.0,393.0,149.0,,,,-506.0,167.1,-878.9,-284.8,-97.8,,-875.0,True,,,,False,True,False,True,True,,False
17121,473,252.0,511.0,,,,226.0,38.5,297.7,109.1,200.0,,223.0,-221.0,38.0,,,,-247.0,-434.5,-175.3,-363.9,-273.0,,-250.0,True,,,,False,False,True,False,False,,False
17123,75,42.0,65.0,,,,33.0,14.1,,22.5,68.8,,60.0,-33.0,-10.0,,,,-42.0,-60.9,,-52.5,-6.2,,-15.0,True,,,,False,False,,False,True,,True
17125,120,84.0,97.0,,,,73.0,27.9,,0.0,89.1,,83.0,-36.0,-23.0,,,,-47.0,-92.1,,-120.0,-30.9,,-37.0,True,,,,False,False,,False,True,,False
17127,66,84.0,225.0,,,,116.0,25.5,,37.7,102.0,,169.0,18.0,159.0,,,,50.0,-40.5,,-28.3,36.0,,103.0,False,,,,False,False,,False,False,,False
17129,74,36.0,35.0,,,,47.0,9.6,,5.7,21.7,,35.0,-38.0,-39.0,,,,-27.0,-64.4,,-68.3,-52.3,,-39.0,False,,,,True,False,,False,False,,False
17131,81,48.0,59.0,,,,94.0,23.1,,18.6,20.3,,79.0,-33.0,-22.0,,,,13.0,-57.9,,-62.4,-60.7,,-2.0,True,,,,True,False,,False,False,,True
17133,345,318.0,555.0,,,,214.0,118.5,102.9,94.5,204.5,,248.0,-27.0,210.0,,,,-131.0,-226.5,-242.1,-250.5,-140.5,,-97.0,False,,,,False,False,False,False,False,,False
17135,215,192.0,350.0,,,,241.0,32.4,152.3,23.3,95.1,,220.0,-23.0,135.0,,,,26.0,-182.6,-62.7,-191.7,-119.9,,5.0,False,,,,False,False,False,False,False,,True
17137,240,240.0,76.0,,,,315.0,21.4,294.8,19.9,250.9,,71.0,0.0,-164.0,,,,75.0,-218.6,54.8,-220.1,10.9,,-169.0,False,,,,False,False,False,False,False,,False
17139,109,144.0,130.0,,,,69.0,113.5,189.2,74.2,156.7,,73.0,35.0,21.0,,,,-40.0,4.5,80.2,-34.8,47.7,,-36.0,True,,,,False,True,False,True,False,,False
17141,423,114.0,86.0,,,,253.0,10.3,134.0,31.9,76.2,,53.0,-309.0,-337.0,,,,-170.0,-412.7,-289.0,-391.1,-346.8,,-370.0,False,,,,True,False,True,False,False,,False
17143,1523,1098.0,542.0,,,,1535.0,444.0,868.4,523.4,937.3,,582.0,-425.0,-981.0,,,,12.0,-1079.0,-654.6,-999.6,-585.7,,-941.0,False,,,,True,False,False,False,False,,False
17145,84,192.0,132.0,,,,193.0,34.9,152.6,22.0,682.2,,90.0,108.0,48.0,,,,109.0,-49.1,68.6,-62.0,598.2,,6.0,True,,,,False,True,True,True,False,,True
17147,92,42.0,41.0,,,,57.0,40.3,,13.2,33.4,,20.0,-50.0,-51.0,,,,-35.0,-51.7,,-78.8,-58.6,,-72.0,False,,,,True,False,,False,False,,False
17149,111,120.0,220.0,,,,106.0,30.7,,12.2,,,112.0,9.0,109.0,,,,-5.0,-80.3,,-98.8,,,1.0,False,,,,True,False,,False,,,True
17151,16,42.0,0.0,,,,12.0,2.4,,4.3,,,124.0,26.0,-16.0,,,,-4.0,-13.6,,-11.7,,,108.0,True,,,,True,True,,True,,,False
17153,88,102.0,98.0,,,,47.0,49.1,19.6,155.5,42.1,,78.0,14.0,10.0,,,,-41.0,-38.9,-68.4,67.5,-45.9,,-10.0,True,,,,False,False,False,False,False,,True
17155,57,24.0,0.0,,,,13.0,3.6,,34.8,,,99.0,-33.0,-57.0,,,,-44.0,-53.4,,-22.2,,,42.0,False,,,,False,False,,True,,,False
17157,310,618.0,930.0,,,,352.0,120.1,277.1,388.5,424.1,,265.0,308.0,620.0,,,,42.0,-189.9,-32.9,78.5,114.1,,-45.0,False,,,,True,True,True,True,True,,True
17159,217,54.0,72.0,,,,89.0,15.8,,0.7,,,32.0,-163.0,-145.0,,,,-128.0,-201.2,,-216.3,,,-185.0,True,,,,True,False,,False,,,False
17161,1174,1068.0,1974.0,,,,1227.0,847.6,479.5,828.0,676.0,,919.0,-106.0,800.0,,,,53.0,-326.4,-694.5,-346.0,-498.0,,-255.0,False,,,,True,False,False,False,False,,False
17163,1941,2478.0,1697.0,,,,1931.0,925.7,1122.7,1567.4,2012.6,,1359.0,537.0,-244.0,,,,-10.0,-1015.3,-818.3,-373.6,71.6,,-582.0,True,,,,True,False,False,True,True,,False
17165,271,60.0,43.0,,,,227.0,4.4,113.8,3.7,126.2,,45.0,-211.0,-228.0,,,,-44.0,-266.6,-157.2,-267.3,-144.8,,-226.0,False,,,,True,False,True,False,True,,False
17167,1179,906.0,859.0,,,,1203.0,440.9,714.9,298.6,663.8,,517.0,-273.0,-320.0,,,,24.0,-738.1,-464.1,-880.4,-515.2,,-662.0,False,,,,True,False,False,False,False,,False
17169,51,0.0,0.0,,,,51.0,4.6,,0.4,2.1,,0.0,-51.0,-51.0,,,,0.0,-46.4,,-50.6,-48.9,,-51.0,False,,,,True,True,,True,True,,False
17171,39,54.0,46.0,,,,35.0,,,21.1,,,18.0,15.0,7.0,,,,-4.0,,,-17.9,,,-21.0,True,,,,True,,,False,,,False
17173,308,276.0,518.0,,,,117.0,93.3,184.1,245.6,267.4,,274.0,-32.0,210.0,,,,-191.0,-214.7,-123.9,-62.4,-40.6,,-34.0,False,,,,False,False,False,False,False,,False
17175,43,72.0,,,,,17.0,3.3,,58.5,27.7,,135.0,29.0,,,,,-26.0,-39.7,,15.5,-15.3,,92.0,,,,,True,False,,True,True,,False
17177,290,96.0,150.0,,,,260.0,20.1,60.5,37.6,59.3,,59.0,-194.0,-140.0,,,,-30.0,-269.9,-229.5,-252.4,-230.7,,-231.0,True,,,,True,False,False,False,False,,False
17179,1033,792.0,302.0,,,,678.0,487.8,1163.0,84.6,2356.2,,474.0,-241.0,-731.0,,,,-355.0,-545.2,130.0,-948.4,1323.2,,-559.0,False,,,,False,False,True,False,False,,False
17181,220,186.0,243.0,,,,190.0,28.5,38.0,117.6,75.2,,71.0,-34.0,23.0,,,,-30.0,-191.5,-182.0,-102.4,-144.8,,-149.0,True,,,,True,False,False,False,False,,False
17183,884,252.0,464.0,,,,428.0,134.8,300.6,454.6,154.6,,350.0,-632.0,-420.0,,,,-456.0,-749.2,-583.4,-429.4,-729.4,,-534.0,True,,,,True,False,True,True,False,,True
17185,80,72.0,91.0,,,,70.0,45.5,55.0,78.1,135.1,,43.0,-8.0,11.0,,,,-10.0,-34.5,-25.0,-1.9,55.1,,-37.0,False,,,,False,False,False,True,False,,False
17187,135,144.0,0.0,,,,140.0,37.6,93.0,168.1,115.1,,150.0,9.0,-135.0,,,,5.0,-97.4,-42.0,33.1,-19.9,,15.0,False,,,,True,False,False,False,False,,False
17189,143,144.0,213.0,,,,82.0,17.1,142.7,0.1,76.2,,181.0,1.0,70.0,,,,-61.0,-125.9,-0.3,-142.9,-66.8,,38.0,False,,,,False,False,True,False,False,,False
17191,264,66.0,67.0,,,,106.0,42.5,131.3,40.4,72.7,,44.0,-198.0,-197.0,,,,-158.0,-221.5,-132.7,-223.6,-191.3,,-220.0,True,,,,True,False,True,False,True,,False
17193,84,66.0,84.0,,,,76.0,19.3,112.2,35.2,181.2,,41.0,-18.0,0.0,,,,-8.0,-64.7,28.2,-48.8,97.2,,-43.0,True,,,,True,False,False,False,False,,False
17195,479,366.0,587.0,,,,373.0,78.7,225.4,429.4,302.3,,402.0,-113.0,108.0,,,,-106.0,-400.3,-253.6,-49.6,-176.7,,-77.0,True,,,,True,False,False,True,False,,True
17197,4023,4542.0,3844.0,,,,3513.0,1948.7,4549.2,3061.4,4895.3,,3201.0,519.0,-179.0,,,,-510.0,-2074.3,526.2,-961.6,872.3,,-822.0,True,,,,True,False,False,False,False,,False
17199,672,1122.0,1199.0,,,,701.0,496.1,292.2,1414.6,1647.0,,611.0,450.0,527.0,,,,29.0,-175.9,-379.8,742.6,975.0,,-61.0,False,,,,True,True,True,False,False,,True
