,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18137,135,192.0,,,,74.0,112.5,65.9,84.8,,249.0,57.0,,,,-61.0,-22.5,-69.1,-50.2,,114.0,,,,False,True,False,True,,False
18139,68,200.0,,,,35.0,103.0,50.0,74.7,,671.0,132.0,,,,-33.0,35.0,-18.0,6.7,,603.0,,,,True,True,True,True,,False
18141,3958,3080.0,2823.4,,,1539.0,526.6,4106.6,3427.6,,2448.0,-878.0,-1134.6,,,-2419.0,-3431.4,148.6,-530.4,,-1510.0,False,,,False,False,True,True,,False
18143,173,168.0,,,,70.0,50.9,136.3,136.2,,106.0,-5.0,,,,-103.0,-122.1,-36.7,-36.8,,-67.0,,,,False,False,False,False,,False
18145,139,272.0,,,,185.0,206.5,57.0,171.5,,326.0,133.0,,,,46.0,67.5,-82.0,32.5,,187.0,,,,True,True,True,True,,False
18147,196,72.0,,,,53.0,112.7,0.0,130.1,,77.0,-124.0,,,,-143.0,-83.3,-196.0,-65.9,,-119.0,,,,False,True,False,True,,True
18149,144,56.0,,,,175.0,86.8,32.1,25.4,,30.0,-88.0,,,,31.0,-57.2,-111.9,-118.6,,-114.0,,,,True,True,False,False,,False
18151,263,120.0,,,,176.0,95.1,61.6,127.0,,56.0,-143.0,,,,-87.0,-167.9,-201.4,-136.0,,-207.0,,,,True,False,False,True,,False
18153,201,480.0,,,,117.0,179.2,115.4,415.8,,612.0,279.0,,,,-84.0,-21.8,-85.6,214.8,,411.0,,,,True,True,True,True,,False
18155,18,104.0,,,,16.0,,4.4,34.9,,242.0,86.0,,,,-2.0,,-13.6,16.9,,224.0,,,,True,,True,True,,False
18157,1764,1016.0,1667.7,,,928.0,485.8,998.5,753.3,,1019.0,-748.0,-96.3,,,-836.0,-1278.2,-765.5,-1010.7,,-745.0,True,,,False,False,False,False,,True
18159,92,184.0,,,,73.0,137.4,6.1,201.0,,92.0,92.0,,,,-19.0,45.4,-85.9,109.0,,0.0,,,,True,True,True,False,,True
18161,41,24.0,,,,8.0,,1.0,24.5,,21.0,-17.0,,,,-33.0,,-40.0,-16.5,,-20.0,,,,False,,False,True,,False
18163,2597,1816.0,5798.9,,,1350.0,546.4,1354.7,1747.0,,972.0,-781.0,3201.9,,,-1247.0,-2050.6,-1242.3,-850.0,,-1625.0,False,,,False,False,False,False,,False
18165,93,120.0,,,,89.0,,2.7,149.3,,75.0,27.0,,,,-4.0,,-90.3,56.3,,-18.0,,,,True,,False,False,,True
18167,1350,1544.0,978.0,,,757.0,798.6,1026.7,2305.0,,1945.0,194.0,-372.0,,,-593.0,-551.4,-323.3,955.0,,595.0,False,,,False,False,False,False,,False
18169,129,136.0,,,,158.0,196.2,65.5,171.4,,135.0,7.0,,,,29.0,67.2,-63.5,42.4,,6.0,,,,False,False,False,False,,True
18171,31,24.0,,,,36.0,,25.9,28.0,,106.0,-7.0,,,,5.0,,-5.1,-3.0,,75.0,,,,True,,True,True,,False
18173,1046,344.0,994.5,,,333.0,205.3,147.1,229.6,,189.0,-702.0,-51.5,,,-713.0,-840.7,-898.9,-816.4,,-857.0,True,,,False,False,False,False,,False
18175,147,160.0,,,,59.0,110.7,19.9,54.6,,224.0,13.0,,,,-88.0,-36.3,-127.1,-92.4,,77.0,,,,False,False,False,False,,False
18177,497,448.0,616.0,,,346.0,252.3,316.9,390.7,,415.0,-49.0,119.0,,,-151.0,-244.7,-180.1,-106.3,,-82.0,False,,,False,False,False,False,,False
18179,144,144.0,,,,136.0,194.3,43.0,418.7,,122.0,0.0,,,,-8.0,50.3,-101.0,274.7,,-22.0,,,,False,False,False,False,,False
18181,131,208.0,,,,148.0,45.4,1064.2,196.8,,202.0,77.0,,,,17.0,-85.6,933.2,65.8,,71.0,,,,True,False,False,True,,True
18183,197,104.0,,,,172.0,25.1,0.0,99.3,,75.0,-93.0,,,,-25.0,-171.9,-197.0,-97.7,,-122.0,,,,True,False,False,False,,False
19001,63,72.0,,,,16.0,,20.5,52.2,,49.0,9.0,,,,-47.0,,-42.5,-10.8,,-14.0,,,,False,,False,False,,False
19003,36,8.0,,,,8.0,,4.4,,,1.0,-28.0,,,,-28.0,,-31.6,,,-35.0,,,,False,,False,,,False
19005,135,72.0,,,,63.0,54.8,27.8,83.7,,136.0,-63.0,,,,-72.0,-80.2,-107.2,-51.3,,1.0,,,,False,False,False,True,,True
19007,125,48.0,,,,76.0,,29.6,80.6,,23.0,-77.0,,,,-49.0,,-95.4,-44.4,,-102.0,,,,True,,False,True,,False
19009,90,16.0,,,,8.0,,0.3,27.9,,52.0,-74.0,,,,-82.0,,-89.7,-62.1,,-38.0,,,,False,,False,True,,True
19011,236,128.0,,,,112.0,308.6,33.1,294.8,,73.0,-108.0,,,,-124.0,72.6,-202.9,58.8,,-163.0,,,,False,True,False,True,,False
19013,1611,1352.0,1409.4,,,727.0,267.5,1072.4,1196.1,,841.0,-259.0,-201.6,,,-884.0,-1343.5,-538.6,-414.9,,-770.0,True,,,False,False,False,False,,False
19015,320,272.0,,,,81.0,138.3,108.4,210.6,,462.0,-48.0,,,,-239.0,-181.7,-211.6,-109.4,,142.0,,,,False,False,False,False,,False
19017,318,152.0,,,,102.0,120.2,14.1,123.1,,204.0,-166.0,,,,-216.0,-197.8,-303.9,-194.9,,-114.0,,,,False,False,False,False,,True
19019,207,152.0,,,,89.0,83.6,140.7,87.8,,132.0,-55.0,,,,-118.0,-123.4,-66.3,-119.2,,-75.0,,,,False,False,False,False,,False
19021,326,88.0,,,,120.0,3.3,79.4,97.3,,0.0,-238.0,,,,-206.0,-322.7,-246.6,-228.7,,-326.0,,,,True,False,False,True,,False
19023,184,136.0,,,,35.0,92.9,57.7,151.0,,139.0,-48.0,,,,-149.0,-91.1,-126.3,-33.0,,-45.0,,,,False,False,False,True,,True
19025,178,80.0,,,,18.0,,6.4,77.7,,158.0,-98.0,,,,-160.0,,-171.6,-100.3,,-20.0,,,,False,,False,False,,True
19027,677,272.0,,,,76.0,108.5,103.8,279.0,,389.0,-405.0,,,,-601.0,-568.5,-573.2,-398.0,,-288.0,,,,False,False,False,True,,True
19029,160,184.0,,,,33.0,,14.0,199.2,,189.0,24.0,,,,-127.0,,-146.0,39.2,,29.0,,,,False,,False,False,,False
19031,163,48.0,,,,62.0,128.3,38.9,34.2,,23.0,-115.0,,,,-101.0,-34.7,-124.1,-128.8,,-140.0,,,,True,True,False,False,,False
19033,518,552.0,,,,242.0,102.4,181.2,332.7,,527.0,34.0,,,,-276.0,-415.6,-336.8,-185.3,,9.0,,,,False,False,False,False,,True
19035,246,32.0,,,,43.0,43.1,23.6,56.3,,45.0,-214.0,,,,-203.0,-202.9,-222.4,-189.7,,-201.0,,,,True,True,False,True,,True
19037,243,96.0,,,,40.0,,14.6,110.3,,228.0,-147.0,,,,-203.0,,-228.4,-132.7,,-15.0,,,,False,,False,True,,True
19039,85,96.0,,,,43.0,0.0,61.0,103.9,,25.0,11.0,,,,-42.0,-85.0,-24.0,18.9,,-60.0,,,,False,False,False,False,,False
19041,213,208.0,,,,64.0,49.4,110.1,162.4,,218.0,-5.0,,,,-149.0,-163.6,-102.9,-50.6,,5.0,,,,False,False,False,False,,False
19043,195,112.0,,,,72.0,38.9,72.0,68.3,,88.0,-83.0,,,,-123.0,-156.1,-123.0,-126.7,,-107.0,,,,False,False,False,False,,False
19045,786,752.0,,,,164.0,386.3,1481.5,1110.1,,609.0,-34.0,,,,-622.0,-399.7,695.5,324.1,,-177.0,,,,False,False,False,False,,False
19047,473,208.0,,,,88.0,3.6,46.5,118.7,,45.0,-265.0,,,,-385.0,-469.4,-426.5,-354.3,,-428.0,,,,False,False,False,False,,False
19049,1106,864.0,820.8,,,392.0,296.9,305.4,543.0,,604.0,-242.0,-285.2,,,-714.0,-809.1,-800.6,-563.0,,-502.0,False,,,False,False,False,False,,False
19051,96,56.0,,,,32.0,,45.4,36.7,,60.0,-40.0,,,,-64.0,,-50.6,-59.3,,-36.0,,,,False,,False,False,,True
19053,74,48.0,,,,24.0,,7.5,79.4,,74.0,-26.0,,,,-50.0,,-66.5,5.4,,0.0,,,,False,,False,True,,True
19055,431,160.0,,,,72.0,145.0,93.8,206.1,,166.0,-271.0,,,,-359.0,-286.0,-337.2,-224.9,,-265.0,,,,False,False,False,True,,True
19057,757,584.0,,,,345.0,411.8,811.9,257.0,,812.0,-173.0,,,,-412.0,-345.2,54.9,-500.0,,55.0,,,,False,False,True,False,,True
19059,312,72.0,,,,89.0,53.0,79.6,180.2,,56.0,-240.0,,,,-223.0,-259.0,-232.4,-131.8,,-256.0,,,,True,False,True,True,,False
19061,2308,1040.0,3804.7,,,457.0,256.8,56.0,821.9,,555.0,-1268.0,1496.7,,,-1851.0,-2051.2,-2252.0,-1486.1,,-1753.0,False,,,False,False,False,False,,False
19063,148,56.0,,,,39.0,0.0,7.5,142.5,,10.0,-92.0,,,,-109.0,-148.0,-140.5,-5.5,,-138.0,,,,False,False,False,True,,False
19065,187,136.0,,,,101.0,82.2,27.7,58.6,,366.0,-51.0,,,,-86.0,-104.8,-159.3,-128.4,,179.0,,,,False,False,False,False,,False
19067,225,192.0,,,,53.0,73.6,76.3,112.0,,92.0,-33.0,,,,-172.0,-151.4,-148.7,-113.0,,-133.0,,,,False,False,False,False,,False
19069,105,208.0,,,,27.0,0.0,34.6,210.4,,62.0,103.0,,,,-78.0,-105.0,-70.4,105.4,,-43.0,,,,True,False,True,False,,True
19071,123,24.0,,,,17.0,,1.7,,,15.0,-99.0,,,,-106.0,,-121.3,,,-108.0,,,,False,,False,,,False
19073,112,8.0,,,,9.0,,24.3,18.8,,5.0,-104.0,,,,-103.0,,-87.7,-93.2,,-107.0,,,,True,,True,True,,False
19075,166,80.0,,,,32.0,,31.5,42.6,,115.0,-86.0,,,,-134.0,,-134.5,-123.4,,-51.0,,,,False,,False,False,,True
19077,182,120.0,,,,24.0,56.8,73.4,63.6,,131.0,-62.0,,,,-158.0,-125.2,-108.6,-118.4,,-51.0,,,,False,False,False,False,,True
19079,150,96.0,,,,48.0,54.6,2.7,101.8,,63.0,-54.0,,,,-102.0,-95.4,-147.3,-48.2,,-87.0,,,,False,False,False,True,,False
19081,150,32.0,,,,21.0,42.8,11.9,201.5,,9.0,-118.0,,,,-129.0,-107.2,-138.1,51.5,,-141.0,,,,False,True,False,True,,False
19083,158,120.0,,,,53.0,145.9,34.8,38.9,,48.0,-38.0,,,,-105.0,-12.1,-123.2,-119.1,,-110.0,,,,False,True,False,False,,False
19085,320,80.0,,,,49.0,93.7,36.4,151.4,,58.0,-240.0,,,,-271.0,-226.3,-283.6,-168.6,,-262.0,,,,False,True,False,True,,False
19087,754,224.0,,,,119.0,46.4,749.7,131.6,,468.0,-530.0,,,,-635.0,-707.6,-4.3,-622.4,,-286.0,,,,False,False,True,False,,True
19089,155,56.0,,,,19.0,,23.7,30.2,,207.0,-99.0,,,,-136.0,,-131.3,-124.8,,52.0,,,,False,,False,False,,True
19091,152,200.0,,,,22.0,54.7,23.9,161.7,,108.0,48.0,,,,-130.0,-97.3,-128.1,9.7,,-44.0,,,,False,False,False,True,,True
19093,124,32.0,,,,24.0,,9.0,23.8,,148.0,-92.0,,,,-100.0,,-115.0,-100.2,,24.0,,,,False,,False,False,,True
19095,213,16.0,,,,72.0,,1.4,50.7,,5.0,-197.0,,,,-141.0,,-211.6,-162.3,,-208.0,,,,True,,False,True,,False
19097,276,144.0,,,,50.0,162.3,53.6,233.1,,91.0,-132.0,,,,-226.0,-113.7,-222.4,-42.9,,-185.0,,,,False,True,False,True,,False
19099,463,152.0,,,,163.0,92.9,51.7,164.9,,150.0,-311.0,,,,-300.0,-370.1,-411.3,-298.1,,-313.0,,,,True,False,False,True,,False
19101,78,64.0,,,,93.0,,41.9,59.8,,119.0,-14.0,,,,15.0,,-36.1,-18.2,,41.0,,,,False,,False,False,,False
19103,3262,920.0,1827.8,,,560.0,656.2,765.6,1175.2,,359.0,-2342.0,-1434.2,,,-2702.0,-2605.8,-2496.4,-2086.8,,-2903.0,True,,,False,False,False,True,,False
19105,216,48.0,,,,88.0,61.1,20.0,35.2,,19.0,-168.0,,,,-128.0,-154.9,-196.0,-180.8,,-197.0,,,,True,True,False,False,,False
19107,92,64.0,,,,46.0,,102.3,59.0,,70.0,-28.0,,,,-46.0,,10.3,-33.0,,-22.0,,,,False,,True,False,,True
19109,267,112.0,,,,29.0,74.6,214.4,92.8,,178.0,-155.0,,,,-238.0,-192.4,-52.6,-174.2,,-89.0,,,,False,False,True,False,,True
19111,617,288.0,,,,151.0,229.6,245.6,422.9,,686.0,-329.0,,,,-466.0,-387.4,-371.4,-194.1,,69.0,,,,False,False,False,True,,True
19113,2120,1464.0,1335.8,,,1061.0,1937.1,460.8,733.1,,591.0,-656.0,-784.2,,,-1059.0,-182.9,-1659.2,-1386.9,,-1529.0,False,,,False,True,False,False,,False
19115,88,0.0,,,,48.0,1.4,0.6,13.2,,0.0,-88.0,,,,-40.0,-86.6,-87.4,-74.8,,-88.0,,,,True,True,True,True,,False
19117,91,96.0,,,,48.0,,25.7,90.1,,42.0,5.0,,,,-43.0,,-65.3,-0.9,,-49.0,,,,False,,False,True,,False
19119,345,112.0,,,,42.0,64.4,117.1,68.2,,85.0,-233.0,,,,-303.0,-280.6,-227.9,-276.8,,-260.0,,,,False,False,True,False,,False
19121,168,120.0,,,,40.0,154.8,89.0,91.9,,64.0,-48.0,,,,-128.0,-13.2,-79.0,-76.1,,-104.0,,,,False,True,False,False,,False
19123,365,48.0,,,,105.0,14.0,42.5,44.9,,86.0,-317.0,,,,-260.0,-351.0,-322.5,-320.1,,-279.0,,,,True,False,False,False,,True
19125,660,232.0,,,,171.0,203.0,121.2,135.2,,317.0,-428.0,,,,-489.0,-457.0,-538.8,-524.8,,-343.0,,,,False,False,False,False,,True
19127,370,448.0,,,,250.0,29.3,241.9,298.9,,124.0,78.0,,,,-120.0,-340.7,-128.1,-71.1,,-246.0,,,,False,False,False,True,,False
19129,185,64.0,,,,78.0,,22.4,203.1,,43.0,-121.0,,,,-107.0,,-162.6,18.1,,-142.0,,,,True,,False,True,,False
19131,131,40.0,,,,20.0,,40.7,259.9,,81.0,-91.0,,,,-111.0,,-90.3,128.9,,-50.0,,,,False,,True,False,,True
19133,102,16.0,,,,28.0,,14.9,35.1,,9.0,-86.0,,,,-74.0,,-87.1,-66.9,,-93.0,,,,True,,False,True,,False
19135,120,40.0,,,,32.0,,52.1,35.5,,37.0,-80.0,,,,-88.0,,-67.9,-84.5,,-83.0,,,,False,,True,False,,False
19137,72,40.0,,,,26.0,,26.4,33.1,,41.0,-32.0,,,,-46.0,,-45.6,-38.9,,-31.0,,,,False,,False,False,,True
19139,330,328.0,,,,207.0,62.9,227.1,253.1,,178.0,-2.0,,,,-123.0,-267.1,-102.9,-76.9,,-152.0,,,,False,False,False,False,,False
19141,358,80.0,,,,54.0,80.2,43.0,106.3,,22.0,-278.0,,,,-304.0,-277.8,-315.0,-251.7,,-336.0,,,,False,True,False,True,,False
19143,122,48.0,,,,26.0,,14.2,15.0,,114.0,-74.0,,,,-96.0,,-107.8,-107.0,,-8.0,,,,False,,False,False,,True
19145,189,56.0,,,,58.0,67.8,5.1,48.5,,19.0,-133.0,,,,-131.0,-121.2,-183.9,-140.5,,-170.0,,,,True,True,False,False,,False
19147,161,120.0,,,,20.0,66.5,0.0,88.6,,127.0,-41.0,,,,-141.0,-94.5,-161.0,-72.4,,-34.0,,,,False,False,False,False,,True
19149,861,368.0,,,,115.0,61.6,161.6,215.6,,289.0,-493.0,,,,-746.0,-799.4,-699.4,-645.4,,-572.0,,,,False,False,False,False,,False
19151,97,56.0,,,,10.0,6.4,21.1,79.3,,134.0,-41.0,,,,-87.0,-90.6,-75.9,-17.7,,37.0,,,,False,False,False,True,,True
19153,6155,5584.0,2253.7,,,3397.0,1141.8,3164.1,4872.8,,3039.0,-571.0,-3901.3,,,-2758.0,-5013.2,-2990.9,-1282.2,,-3116.0,False,,,False,False,False,False,,False
19155,1193,816.0,810.9,,,439.0,263.4,470.7,502.4,,376.0,-377.0,-382.1,,,-754.0,-929.6,-722.3,-690.6,,-817.0,False,,,False,False,False,False,,False
19157,224,40.0,,,,75.0,113.2,12.6,359.1,,9.0,-184.0,,,,-149.0,-110.8,-211.4,135.1,,-215.0,,,,True,True,False,True,,False
19159,43,24.0,,,,8.0,,4.9,35.7,,130.0,-19.0,,,,-35.0,,-38.1,-7.3,,87.0,,,,False,,False,True,,False
19161,240,32.0,,,,25.0,,18.0,50.0,,51.0,-208.0,,,,-215.0,,-222.0,-190.0,,-189.0,,,,False,,False,True,,True
19163,1699,1008.0,1874.6,,,772.0,373.0,662.8,444.6,,1182.0,-691.0,175.6,,,-927.0,-1326.0,-1036.2,-1254.4,,-517.0,True,,,False,False,False,False,,True
19165,115,88.0,,,,36.0,49.1,30.5,46.4,,22.0,-27.0,,,,-79.0,-65.9,-84.5,-68.6,,-93.0,,,,False,False,False,False,,False
19167,1376,512.0,,,,176.0,68.3,183.7,266.8,,473.0,-864.0,,,,-1200.0,-1307.7,-1192.3,-1109.2,,-903.0,,,,False,False,False,False,,False
19169,2320,1776.0,496.9,,,371.0,446.1,856.6,808.5,,2539.0,-544.0,-1823.1,,,-1949.0,-1873.9,-1463.4,-1511.5,,219.0,False,,,False,False,False,False,,True
19171,286,104.0,,,,69.0,44.4,64.1,97.5,,58.0,-182.0,,,,-217.0,-241.6,-221.9,-188.5,,-228.0,,,,False,False,False,False,,False
19173,92,48.0,,,,19.0,21.4,46.3,42.3,,87.0,-44.0,,,,-73.0,-70.6,-45.7,-49.7,,-5.0,,,,False,False,False,False,,True
19175,92,80.0,,,,40.0,,54.8,65.6,,112.0,-12.0,,,,-52.0,,-37.2,-26.4,,20.0,,,,False,,False,False,,False
19177,101,48.0,,,,24.0,,24.3,76.1,,22.0,-53.0,,,,-77.0,,-76.7,-24.9,,-79.0,,,,False,,False,True,,False
19179,468,528.0,,,,258.0,11.0,348.3,263.1,,342.0,60.0,,,,-210.0,-457.0,-119.7,-204.9,,-126.0,,,,False,False,False,False,,False
19181,441,368.0,308.6,,,220.0,207.7,48.2,390.6,,230.0,-73.0,-132.4,,,-221.0,-233.3,-392.9,-50.4,,-211.0,False,,,False,False,False,True,,False
19183,248,80.0,,,,89.0,50.4,51.3,61.4,,95.0,-168.0,,,,-159.0,-197.6,-196.7,-186.6,,-153.0,,,,True,False,False,False,,True
19185,91,16.0,,,,28.0,,0.0,,,3.0,-75.0,,,,-63.0,,-91.0,,,-88.0,,,,True,,False,,,False
19187,884,632.0,,,,215.0,100.5,488.7,1047.8,,276.0,-252.0,,,,-669.0,-783.5,-395.3,163.8,,-608.0,,,,False,False,False,True,,False
19189,252,272.0,,,,22.0,45.2,130.7,206.4,,295.0,20.0,,,,-230.0,-206.8,-121.3,-45.6,,43.0,,,,False,False,False,False,,False
19191,274,104.0,,,,72.0,66.1,87.7,31.1,,94.0,-170.0,,,,-202.0,-207.9,-186.3,-242.9,,-180.0,,,,False,False,False,False,,False
19193,2527,696.0,484.6,,,638.0,33.3,653.5,713.2,,355.0,-1831.0,-2042.3,,,-1889.0,-2493.7,-1873.5,-1813.8,,-2172.0,False,,,False,False,False,True,,False
19195,51,40.0,,,,11.0,,8.7,59.4,,12.0,-11.0,,,,-40.0,,-42.3,8.4,,-39.0,,,,False,,False,True,,False
19197,174,184.0,,,,48.0,8.7,179.5,314.4,,48.0,10.0,,,,-126.0,-165.3,5.5,140.4,,-126.0,,,,False,False,True,False,,False
20001,78,56.0,,,,35.0,,12.6,,,267.0,-22.0,,,,-43.0,,-65.4,,,189.0,,,,False,,False,,,False
20003,60,8.0,,,,25.0,,22.8,,,1.0,-52.0,,,,-35.0,,-37.2,,,-59.0,,,,True,,True,,,False
20005,317,152.0,,,,59.0,,59.3,59.4,,189.0,-165.0,,,,-258.0,,-257.7,-257.6,,-128.0,,,,False,,False,False,,True
20007,20,0.0,,,,16.0,,0.0,3.3,,0.0,-20.0,,,,-4.0,,-20.0,-16.7,,-20.0,,,,True,,False,True,,False
20009,458,80.0,,,,150.0,104.4,36.4,673.1,,29.0,-378.0,,,,-308.0,-353.6,-421.6,215.1,,-429.0,,,,True,True,False,True,,False
20011,148,40.0,,,,110.0,,0.0,78.3,,9.0,-108.0,,,,-38.0,,-148.0,-69.7,,-139.0,,,,True,,False,True,,False
20013,120,80.0,,,,29.0,,17.7,37.5,,59.0,-40.0,,,,-91.0,,-102.3,-82.5,,-61.0,,,,False,,False,False,,False
20015,785,624.0,431.9,,,441.0,359.6,58.9,752.7,,470.0,-161.0,-353.1,,,-344.0,-425.4,-726.1,-32.3,,-315.0,False,,,False,False,False,True,,False
20017,41,32.0,,,,3.0,,12.2,,,1.0,-9.0,,,,-38.0,,-28.9,,,-40.0,,,,False,,False,,,False
20019,19,8.0,,,,8.0,,0.1,4.1,,64.0,-11.0,,,,-11.0,,-18.9,-14.9,,45.0,,,,False,,False,False,,False
20021,421,312.0,,,,225.0,164.5,146.6,455.1,,254.0,-109.0,,,,-196.0,-256.5,-274.4,34.1,,-167.0,,,,False,False,False,True,,False
20023,78,16.0,,,,0.0,,2.7,4.9,,21.0,-62.0,,,,-78.0,,-75.3,-73.1,,-57.0,,,,False,,False,False,,True
20025,12,8.0,,,,12.0,,7.2,5.3,,1.0,-4.0,,,,0.0,,-4.8,-6.7,,-11.0,,,,True,,False,False,,False
20027,42,16.0,,,,8.0,,4.2,,,9.0,-26.0,,,,-34.0,,-37.9,,,-33.0,,,,False,,False,,,False
20029,45,72.0,,,,18.0,,4.7,42.9,,109.0,27.0,,,,-27.0,,-40.3,-2.1,,64.0,,,,False,,False,True,,False
20031,66,24.0,,,,22.0,,6.4,9.6,,54.0,-42.0,,,,-44.0,,-59.6,-56.4,,-12.0,,,,False,,False,False,,True
20033,9,32.0,,,,8.0,,4.6,12.7,,22.0,23.0,,,,-1.0,,-4.4,3.7,,13.0,,,,True,,True,True,,True
20035,254,136.0,,,,303.0,94.7,319.5,294.4,,99.0,-118.0,,,,49.0,-159.3,65.5,40.4,,-155.0,,,,True,False,True,True,,False
20037,823,280.0,,,,388.0,48.8,47.5,107.5,,652.0,-543.0,,,,-435.0,-774.2,-775.5,-715.5,,-171.0,,,,True,False,False,False,,True
20039,35,0.0,,,,0.0,,0.0,2.1,,0.0,-35.0,,,,-35.0,,-35.0,-32.9,,-35.0,,,,False,,False,True,,False
20041,199,0.0,,,,42.0,,0.0,90.1,,0.0,-199.0,,,,-157.0,,-199.0,-108.9,,-199.0,,,,True,,False,True,,False
20043,95,0.0,,,,22.0,,13.1,31.0,,0.0,-95.0,,,,-73.0,,-81.9,-64.0,,-95.0,,,,True,,True,True,,False
20045,1771,728.0,1094.8,,,764.0,271.1,468.8,343.0,,549.0,-1043.0,-676.2,,,-1007.0,-1499.9,-1302.2,-1428.0,,-1222.0,True,,,True,False,False,False,,False
20047,44,48.0,,,,11.0,,8.8,18.7,,83.0,4.0,,,,-33.0,,-35.2,-25.3,,39.0,,,,False,,False,False,,False
20049,12,0.0,,,,0.0,,0.0,,,0.0,-12.0,,,,-12.0,,-12.0,,,-12.0,,,,False,,False,,,False
20051,1029,96.0,,,,136.0,48.5,4.3,94.0,,54.0,-933.0,,,,-893.0,-980.5,-1024.7,-935.0,,-975.0,,,,True,False,False,False,,False
20053,104,0.0,,,,19.0,,2.7,26.0,,0.0,-104.0,,,,-85.0,,-101.3,-78.0,,-104.0,,,,True,,True,True,,False
20055,683,0.0,,,,469.0,7.5,17.1,68.0,,0.0,-683.0,,,,-214.0,-675.5,-665.9,-615.0,,-683.0,,,,True,True,True,True,,False
20057,914,1096.0,,,,512.0,4.2,28.3,462.2,,0.0,182.0,,,,-402.0,-909.8,-885.7,-451.8,,-914.0,,,,False,False,False,False,,False
20059,229,352.0,,,,145.0,193.4,82.8,462.4,,182.0,123.0,,,,-84.0,-35.6,-146.2,233.4,,-47.0,,,,True,True,False,False,,True
20061,297,664.0,,,,200.0,106.0,61.6,445.8,,834.0,367.0,,,,-97.0,-191.0,-235.4,148.8,,537.0,,,,True,True,True,True,,False
20063,125,0.0,,,,0.0,,0.9,2.1,,0.0,-125.0,,,,-125.0,,-124.0,-122.9,,-125.0,,,,False,,True,True,,False
20065,27,16.0,,,,1.0,,0.3,,,60.0,-11.0,,,,-26.0,,-26.7,,,33.0,,,,False,,False,,,False
20067,241,0.0,,,,54.0,15.3,48.6,13.4,,0.0,-241.0,,,,-187.0,-225.7,-192.4,-227.6,,-241.0,,,,True,True,True,True,,False
20069,71,0.0,,,,17.0,,19.7,90.8,,0.0,-71.0,,,,-54.0,,-51.3,19.8,,-71.0,,,,True,,True,True,,False
20071,20,0.0,,,,0.0,,0.1,1.5,,0.0,-20.0,,,,-20.0,,-19.9,-18.5,,-20.0,,,,False,,True,True,,False
20073,35,24.0,,,,10.0,,7.1,58.3,,11.0,-11.0,,,,-25.0,,-27.9,23.3,,-24.0,,,,False,,False,False,,False
20075,8,48.0,,,,4.0,,14.0,26.0,,55.0,40.0,,,,-4.0,,6.0,18.0,,47.0,,,,True,,True,True,,False
20077,101,88.0,,,,18.0,,19.4,34.6,,132.0,-13.0,,,,-83.0,,-81.6,-66.4,,31.0,,,,False,,False,False,,False
20079,203,240.0,,,,213.0,98.7,115.4,256.7,,88.0,37.0,,,,10.0,-104.3,-87.6,53.7,,-115.0,,,,True,False,False,False,,False
20081,100,40.0,,,,26.0,,13.7,14.8,,107.0,-60.0,,,,-74.0,,-86.3,-85.2,,7.0,,,,False,,False,False,,True
20083,19,0.0,,,,3.0,,0.0,,,0.0,-19.0,,,,-16.0,,-19.0,,,-19.0,,,,True,,False,,,False
20085,109,144.0,,,,47.0,39.9,33.1,116.0,,223.0,35.0,,,,-62.0,-69.1,-75.9,7.0,,114.0,,,,False,False,False,True,,False
20087,133,104.0,,,,64.0,,30.3,32.9,,29.0,-29.0,,,,-69.0,,-102.7,-100.1,,-104.0,,,,False,,False,False,,False
20089,6,16.0,,,,2.0,,2.4,,,9.0,10.0,,,,-4.0,,-3.6,,,3.0,,,,True,,True,,,True
20091,6263,5712.0,11980.2,,,3957.0,2649.0,497.3,3662.0,,4153.0,-551.0,5717.2,,,-2306.0,-3614.0,-5765.6,-2601.0,,-2110.0,False,,,False,False,False,False,,False
20093,44,56.0,,,,10.0,,11.8,34.4,,46.0,12.0,,,,-34.0,,-32.2,-9.6,,2.0,,,,False,,False,True,,True
20095,84,64.0,,,,21.0,,15.3,,,32.0,-20.0,,,,-63.0,,-68.7,,,-52.0,,,,False,,False,,,False
20097,29,8.0,,,,8.0,,2.1,13.5,,2.0,-21.0,,,,-21.0,,-26.9,-15.5,,-27.0,,,,False,,False,True,,False
20099,126,160.0,,,,235.0,91.2,52.8,103.8,,51.0,34.0,,,,109.0,-34.8,-73.2,-22.2,,-75.0,,,,False,False,False,True,,False
