,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48443,1,0.0,,,,0.0,,0.0,0.5,,0.0,-1.0,,,,-1.0,,-1.0,-0.5,,-1.0,,,,False,,False,True,,False
48445,174,240.0,,,,222.0,49.7,0.0,115.1,,144.0,66.0,,,,48.0,-124.3,-174.0,-58.9,,-30.0,,,,True,False,False,True,,True
48447,10,0.0,,,,0.0,,0.1,8.2,,1.0,-10.0,,,,-10.0,,-9.9,-1.8,,-9.0,,,,False,,True,True,,True
48449,251,864.0,,,,616.0,19.0,296.9,760.6,,20.0,613.0,,,,365.0,-232.0,45.9,509.6,,-231.0,,,,True,True,True,True,,True
48451,1157,1928.0,4867.9,,,1301.0,559.0,790.2,862.7,,620.0,771.0,3710.9,,,144.0,-598.0,-366.8,-294.3,,-537.0,False,,,True,True,True,True,,True
48453,6191,11248.0,27046.2,,,12079.0,1875.9,7268.1,4762.5,,5031.0,5057.0,20855.2,,,5888.0,-4315.1,1077.1,-1428.5,,-1160.0,False,,,False,True,True,True,,True
48455,36,56.0,,,,187.0,87.6,8.1,30.7,,54.0,20.0,,,,151.0,51.6,-27.9,-5.3,,18.0,,,,False,False,False,True,,True
48457,97,240.0,,,,663.0,90.7,45.5,214.0,,93.0,143.0,,,,566.0,-6.3,-51.5,117.0,,-4.0,,,,False,True,True,True,,True
48459,158,376.0,,,,367.0,210.3,20.6,495.5,,375.0,218.0,,,,209.0,52.3,-137.4,337.5,,217.0,,,,True,True,True,False,,True
48461,11,0.0,,,,0.0,,0.4,,,1.0,-11.0,,,,-11.0,,-10.6,,,-10.0,,,,False,,True,,,True
48463,219,440.0,,,,826.0,0.4,247.2,430.8,,145.0,221.0,,,,607.0,-218.6,28.2,211.8,,-74.0,,,,False,True,True,True,,True
48465,602,0.0,,,,3067.0,0.1,22.1,127.1,,112.0,-602.0,,,,2465.0,-601.9,-579.9,-474.9,,-490.0,,,,False,True,True,True,,True
48467,170,568.0,627.9,,,441.0,327.0,200.7,554.3,,371.0,398.0,457.9,,,271.0,157.0,30.7,384.3,,201.0,False,,,True,True,True,True,,True
48469,572,1088.0,6731.6,,,3982.0,41.7,33.1,1296.8,,140.0,516.0,6159.6,,,3410.0,-530.3,-538.9,724.8,,-432.0,False,,,False,False,False,False,,True
48471,1542,2304.0,194.7,,,1486.0,17.3,273.0,2073.8,,58.0,762.0,-1347.3,,,-56.0,-1524.7,-1269.0,531.8,,-1484.0,False,,,True,False,False,True,,False
48473,415,624.0,1123.3,,,1100.0,384.5,400.0,476.5,,397.0,209.0,708.3,,,685.0,-30.5,-15.0,61.5,,-18.0,False,,,False,True,True,True,,True
48475,43,80.0,,,,220.0,,9.8,76.7,,42.0,37.0,,,,177.0,,-33.2,33.7,,-1.0,,,,False,,True,True,,True
48477,132,88.0,,,,634.0,71.0,8.1,59.0,,92.0,-44.0,,,,502.0,-61.0,-123.9,-73.0,,-40.0,,,,False,False,False,False,,True
48479,4885,12880.0,14218.3,,,17705.0,3985.6,3871.5,7276.7,,1788.0,7995.0,9333.3,,,12820.0,-899.4,-1013.5,2391.7,,-3097.0,False,,,False,True,True,True,,True
48481,395,2432.0,,,,1201.0,360.9,1056.6,1226.1,,510.0,2037.0,,,,806.0,-34.1,661.6,831.1,,115.0,,,,True,True,True,True,,True
48483,14,24.0,,,,32.0,,12.9,11.5,,10.0,10.0,,,,18.0,,-1.1,-2.5,,-4.0,,,,False,,True,True,,True
48485,1184,928.0,2437.8,,,1887.0,370.5,210.2,629.3,,623.0,-256.0,1253.8,,,703.0,-813.5,-973.8,-554.7,,-561.0,False,,,False,False,False,False,,False
48487,163,72.0,,,,207.0,,7.8,567.1,,133.0,-91.0,,,,44.0,,-155.2,404.1,,-30.0,,,,True,,False,False,,True
48489,467,552.0,,,,1423.0,1.9,387.8,280.3,,72.0,85.0,,,,956.0,-465.1,-79.2,-186.7,,-395.0,,,,False,False,True,False,,False
48491,1587,8680.0,5285.0,,,5729.0,1715.9,222.8,4754.9,,4007.0,7093.0,3698.0,,,4142.0,128.9,-1364.2,3167.9,,2420.0,True,,,True,True,True,True,,True
48493,476,480.0,416.4,,,1240.0,108.5,14.7,255.9,,184.0,4.0,-59.6,,,764.0,-367.5,-461.3,-220.1,,-292.0,False,,,False,False,False,False,,False
48495,40,32.0,,,,60.0,,34.8,207.9,,48.0,-8.0,,,,20.0,,-5.2,167.9,,8.0,,,,False,,True,False,,False
48497,285,1016.0,849.4,,,674.0,935.2,82.6,579.7,,1139.0,731.0,564.4,,,389.0,650.2,-202.4,294.7,,854.0,True,,,True,True,True,True,,False
48499,209,352.0,,,,374.0,221.4,53.2,539.3,,222.0,143.0,,,,165.0,12.4,-155.8,330.3,,13.0,,,,False,True,False,False,,True
48501,155,176.0,,,,33.0,48.2,68.1,241.8,,100.0,21.0,,,,-122.0,-106.8,-86.9,86.8,,-55.0,,,,False,False,False,False,,False
48503,216,248.0,,,,262.0,82.6,2.2,359.3,,204.0,32.0,,,,46.0,-133.4,-213.8,143.3,,-12.0,,,,False,False,False,False,,True
48505,147,184.0,,,,177.0,0.0,766.7,222.0,,92.0,37.0,,,,30.0,-147.0,619.7,75.0,,-55.0,,,,True,False,False,False,,False
48507,162,264.0,,,,542.0,0.0,26.3,301.4,,95.0,102.0,,,,380.0,-162.0,-135.7,139.4,,-67.0,,,,False,False,False,False,,True
49001,0,0.0,,,,8.0,,0.0,,,,0.0,,,,8.0,,0.0,,,,,,,False,,True,,,
49003,0,0.0,222.5,,,48.0,,0.0,,,,0.0,222.5,,,48.0,,0.0,,,,False,,,False,,True,,,
49005,0,0.0,279.3,,,289.0,,0.0,0.0,,,0.0,279.3,,,289.0,,0.0,0.0,,,False,,,False,,True,True,,
49007,0,0.0,,,,96.0,,0.0,0.0,,,0.0,,,,96.0,,0.0,0.0,,,,,,False,,True,True,,
49009,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
49011,2919,1552.0,8488.2,,,2184.0,505.6,892.0,1008.9,,951.0,-1367.0,5569.2,,,-735.0,-2413.4,-2027.0,-1910.1,,-1968.0,False,,,True,False,False,False,,False
49013,0,0.0,,,,69.0,,0.0,0.0,,,0.0,,,,69.0,,0.0,0.0,,,,,,False,,True,True,,
49015,0,0.0,,,,11.0,,0.0,0.0,,,0.0,,,,11.0,,0.0,0.0,,,,,,False,,True,True,,
49017,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
49019,0,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,,,True,,True,True,,
49021,0,0.0,260.8,,,181.0,,0.0,0.0,,,0.0,260.8,,,181.0,,0.0,0.0,,,False,,,False,,True,True,,
49023,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
49025,0,0.0,,,,4.0,,0.0,0.0,,,0.0,,,,4.0,,0.0,0.0,,,,,,False,,True,True,,
49027,0,0.0,,,,10.0,,0.0,,,,0.0,,,,10.0,,0.0,,,,,,,False,,True,,,
49029,0,0.0,,,,15.0,,0.0,,,,0.0,,,,15.0,,0.0,,,,,,,False,,True,,,
49031,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
49033,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
49035,14933,9400.0,29376.1,,,7366.0,1213.1,3927.1,7231.9,,5097.0,-5533.0,14443.1,,,-7567.0,-13719.9,-11005.9,-7701.1,,-9836.0,False,,,False,False,False,False,,False
49037,68,40.0,,,,17.0,0.0,3.9,50.6,,4.0,-28.0,,,,-51.0,-68.0,-64.1,-17.4,,-64.0,,,,False,False,False,True,,False
49039,0,0.0,,,,65.0,,0.0,,,,0.0,,,,65.0,,0.0,,,,,,,False,,True,,,
49041,0,0.0,,,,14.0,,0.0,,,,0.0,,,,14.0,,0.0,,,,,,,False,,True,,,
49043,409,184.0,,,,169.0,62.4,55.8,79.9,,140.0,-225.0,,,,-240.0,-346.6,-353.2,-329.1,,-269.0,,,,False,False,False,False,,False
49045,426,272.0,946.5,,,91.0,229.3,199.5,204.8,,78.0,-154.0,520.5,,,-335.0,-196.7,-226.5,-221.2,,-348.0,False,,,False,False,False,False,,False
49047,0,0.0,,,,23.0,,0.0,0.0,,,0.0,,,,23.0,,0.0,0.0,,,,,,False,,True,True,,
49049,13452,5392.0,12648.7,,,3142.0,1148.5,3390.3,2400.3,,2403.0,-8060.0,-803.3,,,-10310.0,-12303.5,-10061.7,-11051.7,,-11049.0,True,,,False,False,False,False,,False
49051,304,272.0,,,,160.0,71.8,223.2,311.2,,208.0,-32.0,,,,-144.0,-232.2,-80.8,7.2,,-96.0,,,,False,False,False,True,,False
49053,0,0.0,3013.4,,,1302.0,,0.0,0.0,,,0.0,3013.4,,,1302.0,,0.0,0.0,,,False,,,False,,True,True,,
49055,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
49057,0,0.0,4825.5,,,1051.0,,0.0,,,,0.0,4825.5,,,1051.0,,0.0,,,,False,,,False,,True,,,
50001,38,16.0,,,,8.0,,8.1,6.7,,27.0,-22.0,,,,-30.0,,-29.9,-31.3,,-11.0,,,,False,,False,False,,True
50003,37,56.0,,,,1.0,,17.6,33.1,,259.0,19.0,,,,-36.0,,-19.4,-3.9,,222.0,,,,False,,False,True,,False
50005,6,24.0,,,,16.0,,2.2,11.8,,578.0,18.0,,,,10.0,,-3.8,5.8,,572.0,,,,True,,True,True,,False
50007,125,192.0,36.6,,,18.0,45.1,9.8,219.8,,1482.0,67.0,-88.4,,,-107.0,-79.9,-115.2,94.8,,1357.0,False,,,False,False,False,False,,False
50009,0,0.0,,,,0.0,,0.1,1.5,,124.0,0.0,,,,0.0,,0.1,1.5,,124.0,,,,True,,False,False,,False
50011,13,16.0,,,,0.0,2.7,13.1,46.8,,19.0,3.0,,,,-13.0,-10.3,0.1,33.8,,6.0,,,,False,False,True,False,,False
50013,3,0.0,,,,0.0,,0.0,,,0.0,-3.0,,,,-3.0,,-3.0,,,-3.0,,,,False,,False,,,False
50015,16,0.0,,,,0.0,,20.6,13.2,,0.0,-16.0,,,,-16.0,,4.6,-2.8,,-16.0,,,,False,,True,True,,False
50017,8,24.0,,,,48.0,,9.1,,,1327.0,16.0,,,,40.0,,1.1,,,1319.0,,,,False,,True,,,False
50019,7,8.0,,,,0.0,,3.3,2.3,,298.0,1.0,,,,-7.0,,-3.7,-4.7,,291.0,,,,False,,False,False,,False
50021,33,16.0,0.6,,,32.0,21.8,22.4,35.9,,2.0,-17.0,-32.4,,,-1.0,-11.2,-10.6,2.9,,-31.0,False,,,True,True,True,True,,False
50023,24,40.0,15.1,,,24.0,,7.9,15.4,,15.0,16.0,-8.9,,,0.0,,-16.1,-8.6,,-9.0,True,,,True,,False,True,,True
50025,24,24.0,,,,12.0,3.1,4.4,10.2,,71.0,0.0,,,,-12.0,-20.9,-19.6,-13.8,,47.0,,,,False,False,False,False,,False
50027,27,24.0,0.0,,,64.0,,9.7,17.6,,60.0,-3.0,-27.0,,,37.0,,-17.3,-9.4,,33.0,False,,,False,,False,False,,False
51001,69,200.0,,,,88.0,6.5,330.7,95.7,,201.0,131.0,,,,19.0,-62.5,261.7,26.7,,132.0,,,,True,True,False,True,,False
51003,536,456.0,1422.4,,,201.0,455.9,594.1,230.5,,300.0,-80.0,886.4,,,-335.0,-80.1,58.1,-305.5,,-236.0,False,,,False,False,True,False,,False
51005,27,0.0,,,,28.0,,15.7,65.3,,0.0,-27.0,,,,1.0,,-11.3,38.3,,-27.0,,,,True,,True,False,,False
51007,49,32.0,,,,23.0,,15.1,19.8,,14.0,-17.0,,,,-26.0,,-33.9,-29.2,,-35.0,,,,False,,False,False,,False
51009,261,328.0,,,,65.0,125.8,357.8,588.9,,189.0,67.0,,,,-196.0,-135.2,96.8,327.9,,-72.0,,,,False,False,False,False,,False
51011,142,144.0,,,,31.0,61.9,48.2,222.8,,98.0,2.0,,,,-111.0,-80.1,-93.8,80.8,,-44.0,,,,False,False,False,False,,False
51013,974,1072.0,671.4,,,710.0,246.1,1521.4,1726.7,,769.0,98.0,-302.6,,,-264.0,-727.9,547.4,752.7,,-205.0,False,,,False,False,False,False,,False
51015,261,248.0,232.5,,,160.0,341.5,123.4,185.7,,843.0,-13.0,-28.5,,,-101.0,80.5,-137.6,-75.3,,582.0,False,,,False,False,False,False,,False
51017,17,0.0,,,,0.0,,0.2,2.3,,0.0,-17.0,,,,-17.0,,-16.8,-14.7,,-17.0,,,,False,,True,True,,False
51019,530,400.0,881.6,,,203.0,223.3,331.9,469.6,,250.0,-130.0,351.6,,,-327.0,-306.7,-198.1,-60.4,,-280.0,False,,,False,False,False,True,,False
51021,36,152.0,,,,18.0,,19.4,,,122.0,116.0,,,,-18.0,,-16.6,,,86.0,,,,True,,True,,,True
51023,114,64.0,,,,63.0,64.8,40.3,170.8,,17.0,-50.0,,,,-51.0,-49.2,-73.7,56.8,,-97.0,,,,False,True,False,False,,False
51025,144,160.0,,,,80.0,132.3,87.2,147.7,,60.0,16.0,,,,-64.0,-11.7,-56.8,3.7,,-84.0,,,,False,True,False,True,,False
51027,121,48.0,,,,108.0,,42.0,41.7,,15.0,-73.0,,,,-13.0,,-79.0,-79.3,,-106.0,,,,True,,False,False,,False
51029,96,88.0,,,,69.0,3.5,39.8,55.7,,80.0,-8.0,,,,-27.0,-92.5,-56.2,-40.3,,-16.0,,,,False,False,False,False,,False
51031,307,304.0,449.8,,,147.0,429.0,0.0,409.1,,261.0,-3.0,142.8,,,-160.0,122.0,-307.0,102.1,,-46.0,False,,,False,False,False,False,,False
51033,158,144.0,,,,65.0,87.2,136.6,124.2,,205.0,-14.0,,,,-93.0,-70.8,-21.4,-33.8,,47.0,,,,False,False,False,False,,False
51035,183,104.0,,,,173.0,128.8,95.4,80.6,,136.0,-79.0,,,,-10.0,-54.2,-87.6,-102.4,,-47.0,,,,True,True,False,False,,True
51036,36,16.0,,,,14.0,,9.7,12.1,,34.0,-20.0,,,,-22.0,,-26.3,-23.9,,-2.0,,,,False,,False,False,,True
51037,119,32.0,,,,26.0,,4.3,27.9,,53.0,-87.0,,,,-93.0,,-114.7,-91.1,,-66.0,,,,False,,False,False,,True
51041,1753,1968.0,3148.1,,,1329.0,659.5,1107.0,2346.8,,1106.0,215.0,1395.1,,,-424.0,-1093.5,-646.0,593.8,,-647.0,False,,,False,False,False,False,,False
51043,32,16.0,,,,21.0,,21.3,12.0,,49.0,-16.0,,,,-11.0,,-10.7,-20.0,,17.0,,,,True,,True,False,,False
51045,18,16.0,,,,4.0,,2.8,,,11.0,-2.0,,,,-14.0,,-15.2,,,-7.0,,,,False,,False,,,False
51047,208,296.0,76.1,,,153.0,38.1,236.0,294.3,,158.0,88.0,-131.9,,,-55.0,-169.9,28.0,86.3,,-50.0,False,,,True,False,True,True,,True
51049,30,32.0,,,,18.0,,18.9,13.8,,9.0,2.0,,,,-12.0,,-11.1,-16.2,,-21.0,,,,False,,False,False,,False
51051,56,96.0,,,,99.0,,12.5,,,37.0,40.0,,,,43.0,,-43.5,,,-19.0,,,,False,,False,,,True
51053,203,120.0,,,,101.0,46.1,88.8,128.5,,172.0,-83.0,,,,-102.0,-156.9,-114.2,-74.5,,-31.0,,,,False,False,False,True,,True
51057,77,72.0,,,,26.0,21.9,36.7,46.1,,41.0,-5.0,,,,-51.0,-55.1,-40.3,-30.9,,-36.0,,,,False,False,False,False,,False
51059,4979,4640.0,955.9,,,3324.0,1316.5,4.3,5044.9,,3207.0,-339.0,-4023.1,,,-1655.0,-3662.5,-4974.7,65.9,,-1772.0,False,,,False,False,False,True,,False
51061,363,144.0,339.1,,,163.0,62.4,219.9,82.1,,81.0,-219.0,-23.9,,,-200.0,-300.6,-143.1,-280.9,,-282.0,True,,,True,False,True,False,,False
51063,114,432.0,,,,38.0,1.7,0.0,251.4,,290.0,318.0,,,,-76.0,-112.3,-114.0,137.4,,176.0,,,,True,True,True,True,,True
51065,192,104.0,,,,43.0,44.0,67.3,44.2,,120.0,-88.0,,,,-149.0,-148.0,-124.7,-147.8,,-72.0,,,,False,False,False,False,,True
51067,403,112.0,475.1,,,175.0,107.7,0.0,86.5,,88.0,-291.0,72.1,,,-228.0,-295.3,-403.0,-316.5,,-315.0,True,,,True,False,False,False,,False
51069,301,120.0,296.1,,,216.0,73.7,50.1,77.1,,39.0,-181.0,-4.9,,,-85.0,-227.3,-250.9,-223.9,,-262.0,True,,,True,False,False,False,,False
51071,69,48.0,,,,42.0,,23.5,32.9,,367.0,-21.0,,,,-27.0,,-45.5,-36.1,,298.0,,,,False,,False,False,,False
51073,125,152.0,,,,79.0,91.2,8.0,77.1,,336.0,27.0,,,,-46.0,-33.8,-117.0,-47.9,,211.0,,,,False,False,False,False,,False
51075,125,80.0,,,,67.0,75.8,62.6,41.3,,65.0,-45.0,,,,-58.0,-49.2,-62.4,-83.7,,-60.0,,,,False,False,False,False,,False
51077,168,96.0,,,,126.0,177.8,50.4,93.8,,43.0,-72.0,,,,-42.0,9.8,-117.6,-74.2,,-125.0,,,,True,True,False,False,,False
51079,76,176.0,,,,30.0,38.3,48.5,308.9,,128.0,100.0,,,,-46.0,-37.7,-27.5,232.9,,52.0,,,,True,True,True,False,,True
51081,253,848.0,,,,146.0,5.8,240.2,358.2,,0.0,595.0,,,,-107.0,-247.2,-12.8,105.2,,-253.0,,,,True,True,True,True,,True
51083,243,112.0,,,,182.0,91.7,111.1,66.3,,54.0,-131.0,,,,-61.0,-151.3,-131.9,-176.7,,-189.0,,,,True,False,False,False,,False
51085,738,432.0,171.0,,,300.0,150.0,402.3,133.9,,305.0,-306.0,-567.0,,,-438.0,-588.0,-335.7,-604.1,,-433.0,False,,,False,False,False,False,,False
51087,1659,1832.0,411.3,,,1483.0,652.7,1073.6,1454.0,,1071.0,173.0,-1247.7,,,-176.0,-1006.3,-585.4,-205.0,,-588.0,False,,,False,False,False,False,,False
51089,500,744.0,584.3,,,323.0,280.1,58.5,504.5,,355.0,244.0,84.3,,,-177.0,-219.9,-441.5,4.5,,-145.0,True,,,True,True,False,True,,True
51091,2,0.0,,,,0.0,,0.2,0.6,,0.0,-2.0,,,,-2.0,,-1.8,-1.4,,-2.0,,,,False,,True,True,,False
51093,372,368.0,,,,128.0,131.9,127.3,205.0,,186.0,-4.0,,,,-244.0,-240.1,-244.7,-167.0,,-186.0,,,,False,False,False,False,,False
51095,257,280.0,499.5,,,267.0,148.8,83.6,85.9,,124.0,23.0,242.5,,,10.0,-108.2,-173.4,-171.1,,-133.0,False,,,True,False,False,False,,False
51097,38,24.0,,,,13.0,,17.6,55.4,,9.0,-14.0,,,,-25.0,,-20.4,17.4,,-29.0,,,,False,,False,False,,False
51099,88,184.0,,,,53.0,19.8,214.2,94.0,,234.0,96.0,,,,-35.0,-68.2,126.2,6.0,,146.0,,,,True,True,False,True,,False
51101,75,112.0,,,,38.0,77.7,91.5,69.2,,217.0,37.0,,,,-37.0,2.7,16.5,-5.8,,142.0,,,,False,True,True,True,,False
51103,118,104.0,,,,13.0,,39.1,105.4,,165.0,-14.0,,,,-105.0,,-78.9,-12.6,,47.0,,,,False,,False,True,,False
51105,176,240.0,,,,191.0,72.4,0.0,253.0,,253.0,64.0,,,,15.0,-103.6,-176.0,77.0,,77.0,,,,True,False,False,False,,False
51107,1701,1824.0,411.0,,,1033.0,605.7,2.2,1317.4,,1967.0,123.0,-1290.0,,,-668.0,-1095.3,-1698.8,-383.6,,266.0,False,,,False,False,False,False,,False
51109,122,168.0,,,,78.0,86.8,77.1,98.7,,154.0,46.0,,,,-44.0,-35.2,-44.9,-23.3,,32.0,,,,True,True,True,True,,True
51111,61,40.0,,,,34.0,,18.9,60.2,,48.0,-21.0,,,,-27.0,,-42.1,-0.8,,-13.0,,,,False,,False,True,,True
51113,47,32.0,,,,16.0,,9.6,40.8,,23.0,-15.0,,,,-31.0,,-37.4,-6.2,,-24.0,,,,False,,False,True,,False
51115,88,40.0,,,,7.0,,19.0,,,49.0,-48.0,,,,-81.0,,-69.0,,,-39.0,,,,False,,False,,,True
51117,372,144.0,,,,175.0,79.6,149.2,78.6,,163.0,-228.0,,,,-197.0,-292.4,-222.8,-293.4,,-209.0,,,,True,False,True,False,,True
51119,82,112.0,,,,11.0,,13.3,71.5,,121.0,30.0,,,,-71.0,,-68.7,-10.5,,39.0,,,,False,,False,True,,False
51121,1996,160.0,571.5,,,292.0,130.4,140.0,117.2,,60.0,-1836.0,-1424.5,,,-1704.0,-1865.6,-1856.0,-1878.8,,-1936.0,True,,,True,False,False,False,,False
51125,55,128.0,,,,17.0,,223.1,95.4,,234.0,73.0,,,,-38.0,,168.1,40.4,,179.0,,,,True,,False,True,,False
51127,113,56.0,,,,58.0,56.2,22.2,33.0,,58.0,-57.0,,,,-55.0,-56.8,-90.8,-80.0,,-55.0,,,,True,True,False,False,,True
51131,13,16.0,,,,30.0,5.7,7.1,16.1,,16.0,3.0,,,,17.0,-7.3,-5.9,3.1,,3.0,,,,False,False,False,False,,False
51133,114,64.0,,,,16.0,,31.2,140.6,,64.0,-50.0,,,,-98.0,,-82.8,26.6,,-50.0,,,,False,,False,True,,False
51135,118,8.0,,,,75.0,0.0,16.3,26.5,,3.0,-110.0,,,,-43.0,-118.0,-101.7,-91.5,,-115.0,,,,True,False,True,True,,False
51137,120,16.0,,,,74.0,89.5,27.1,10.4,,9.0,-104.0,,,,-46.0,-30.5,-92.9,-109.6,,-111.0,,,,True,True,True,False,,False
51139,77,72.0,,,,62.0,27.5,60.4,30.2,,199.0,-5.0,,,,-15.0,-49.5,-16.6,-46.8,,122.0,,,,False,False,False,False,,False
51141,118,176.0,,,,72.0,191.7,59.7,328.3,,189.0,58.0,,,,-46.0,73.7,-58.3,210.3,,71.0,,,,True,False,False,False,,False
51143,582,1088.0,734.5,,,276.0,679.7,290.5,1769.6,,649.0,506.0,152.5,,,-306.0,97.7,-291.5,1187.6,,67.0,True,,,True,True,True,False,,True
51145,95,136.0,,,,61.0,57.8,106.7,104.8,,97.0,41.0,,,,-34.0,-37.2,11.7,9.8,,2.0,,,,True,True,True,True,,True
51147,218,288.0,,,,114.0,0.0,195.1,151.7,,90.0,70.0,,,,-104.0,-218.0,-22.9,-66.3,,-128.0,,,,False,False,True,True,,False
51149,441,592.0,,,,168.0,77.1,130.2,308.7,,366.0,151.0,,,,-273.0,-363.9,-310.8,-132.3,,-75.0,,,,False,False,False,True,,True
51153,3255,3168.0,3112.8,,,1730.0,967.7,2556.1,3102.8,,1693.0,-87.0,-142.2,,,-1525.0,-2287.3,-698.9,-152.2,,-1562.0,False,,,False,False,False,False,,False
51155,160,24.0,,,,150.0,,3.9,92.4,,15.0,-136.0,,,,-10.0,,-156.1,-67.6,,-145.0,,,,True,,False,True,,False
51157,24,24.0,,,,2.0,,21.9,37.8,,76.0,0.0,,,,-22.0,,-2.1,13.8,,52.0,,,,False,,False,False,,False
51159,79,32.0,,,,47.0,0.4,0.0,30.7,,52.0,-47.0,,,,-32.0,-78.6,-79.0,-48.3,,-27.0,,,,True,False,False,False,,True
51161,585,176.0,,,,345.0,447.7,153.5,154.1,,31.0,-409.0,,,,-240.0,-137.3,-431.5,-430.9,,-554.0,,,,True,True,False,False,,False
51163,70,64.0,,,,27.0,,112.7,105.6,,640.0,-6.0,,,,-43.0,,42.7,35.6,,570.0,,,,False,,False,False,,False
51165,640,240.0,383.9,,,228.0,116.9,320.8,176.9,,119.0,-400.0,-256.1,,,-412.0,-523.1,-319.2,-463.1,,-521.0,True,,,False,False,True,False,,False
51167,198,264.0,,,,201.0,94.8,108.4,262.5,,146.0,66.0,,,,3.0,-103.2,-89.6,64.5,,-52.0,,,,True,False,False,True,,True
51169,107,192.0,,,,139.0,26.9,55.0,313.3,,95.0,85.0,,,,32.0,-80.1,-52.0,206.3,,-12.0,,,,True,True,True,False,,True
51171,125,288.0,,,,101.0,44.2,184.2,197.5,,442.0,163.0,,,,-24.0,-80.8,59.2,72.5,,317.0,,,,True,True,True,True,,False
51173,402,144.0,,,,201.0,76.5,172.4,278.5,,78.0,-258.0,,,,-201.0,-325.5,-229.6,-123.5,,-324.0,,,,True,False,True,True,,False
51175,511,296.0,,,,83.0,77.3,223.7,196.7,,200.0,-215.0,,,,-428.0,-433.7,-287.3,-314.3,,-311.0,,,,False,False,False,False,,False
51177,652,1016.0,1463.5,,,392.0,254.0,395.1,728.4,,554.0,364.0,811.5,,,-260.0,-398.0,-256.9,76.4,,-98.0,False,,,True,False,True,True,,True
51179,658,912.0,678.0,,,416.0,245.6,1074.5,874.6,,755.0,254.0,20.0,,,-242.0,-412.4,416.5,216.6,,97.0,True,,,True,False,False,True,,True
51181,82,16.0,,,,13.0,,6.1,52.9,,5.0,-66.0,,,,-69.0,,-76.0,-29.1,,-77.0,,,,False,,False,True,,False
51183,317,152.0,,,,83.0,6.8,80.6,154.6,,86.0,-165.0,,,,-234.0,-310.2,-236.4,-162.4,,-231.0,,,,False,False,False,True,,False
51185,242,104.0,,,,196.0,90.8,9.8,154.3,,29.0,-138.0,,,,-46.0,-151.2,-232.2,-87.7,,-213.0,,,,True,False,False,True,,False
51187,116,96.0,,,,100.0,14.9,57.5,52.5,,173.0,-20.0,,,,-16.0,-101.1,-58.5,-63.5,,57.0,,,,True,False,False,False,,False
51191,453,352.0,375.9,,,370.0,287.9,207.6,228.0,,255.0,-101.0,-77.1,,,-83.0,-165.1,-245.4,-225.0,,-198.0,True,,,True,False,False,False,,False
51193,71,56.0,,,,44.0,23.0,43.1,29.7,,94.0,-15.0,,,,-27.0,-48.0,-27.9,-41.3,,23.0,,,,False,False,False,False,,False
51195,243,824.0,,,,317.0,107.7,454.1,331.2,,687.0,581.0,,,,74.0,-135.3,211.1,88.2,,444.0,,,,True,True,True,True,,True
51197,151,80.0,,,,139.0,61.3,30.8,59.3,,105.0,-71.0,,,,-12.0,-89.7,-120.2,-91.7,,-46.0,,,,True,False,False,False,,True
51199,186,312.0,1032.8,,,186.0,335.0,332.5,145.5,,160.0,126.0,846.8,,,0.0,149.0,146.5,-40.5,,-26.0,False,,,True,False,False,True,,True
51510,927,1064.0,650.9,,,664.0,123.0,1104.4,1252.0,,939.0,137.0,-276.1,,,-263.0,-804.0,177.4,325.0,,12.0,False,,,False,False,False,False,,True
51520,123,120.0,,,,235.0,,16.5,,,49.0,-3.0,,,,112.0,,-106.5,,,-74.0,,,,False,,False,,,False
51530,43,112.0,,,,14.0,,37.3,122.5,,112.0,69.0,,,,-29.0,,-5.7,79.5,,69.0,,,,True,,True,False,,False
51540,895,168.0,,,,168.0,54.9,129.6,261.4,,102.0,-727.0,,,,-727.0,-840.1,-765.4,-633.6,,-793.0,,,,False,False,False,True,,False
