,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
12005,1925,3030.0,1605.4,2858.0,4215.0,,,,,,2102.0,1470.5,,3255.4,2893.1,1180.5,2657.0,,,3211.4,5050.0,,,1975.0,,1105.0,-319.6,933.0,2290.0,,,,,,177.0,-454.5,,1330.4,968.1,-744.5,732.0,,,1286.4,3125.0,,,50.0,,True,True,False,,,,,,True,True,,False,True,True,True,,,False,False,,,True,
12007,335,129.0,,139.0,185.0,,,,,,215.0,113.8,,69.4,144.1,134.9,149.0,,,57.9,,,,82.0,,-206.0,,-196.0,-150.0,,,,,,-120.0,-221.2,,-265.6,-190.9,-200.1,-186.0,,,-277.1,,,,-253.0,,,True,True,,,,,,True,False,,False,True,True,True,,,False,,,,False,
12009,1580,2514.0,4400.6,2514.0,2564.0,,,,,,3517.0,3655.4,,2535.3,2180.2,2817.2,2939.0,,,1900.8,1429.0,,,1982.0,,934.0,2820.6,934.0,984.0,,,,,,1937.0,2075.4,,955.3,600.2,1237.2,1359.0,,,320.8,-151.0,,,402.0,,False,False,False,,,,,,False,False,,False,True,False,False,,,True,True,,,True,
12011,17824,30168.0,36077.3,32447.0,43559.0,,,,,,28354.0,17577.3,,32447.2,26086.5,21956.4,31835.0,,,44344.0,38661.0,,,16036.0,,12344.0,18253.3,14623.0,25735.0,,,,,,10530.0,-246.7,,14623.2,8262.5,4132.4,14011.0,,,26520.0,20837.0,,,-1788.0,,False,False,False,,,,,,True,True,,False,True,True,False,,,False,False,,,True,
12013,250,144.0,,103.0,170.0,,,,,,196.0,114.6,,33.1,102.3,45.9,132.0,,,162.0,,,,90.0,,-106.0,,-147.0,-80.0,,,,,,-54.0,-135.4,,-216.9,-147.7,-204.1,-118.0,,,-88.0,,,,-160.0,,,False,True,,,,,,True,False,,False,False,False,False,,,True,,,,False,
12015,709,834.0,834.7,785.0,816.0,,,,,,1059.0,958.7,,738.8,766.7,766.6,974.0,,,935.4,647.0,,,600.0,,125.0,125.7,76.0,107.0,,,,,,350.0,249.7,,29.8,57.7,57.6,265.0,,,226.4,-62.0,,,-109.0,,False,True,True,,,,,,False,False,,True,True,True,False,,,False,True,,,True,
12017,694,870.0,681.7,834.0,989.0,,,,,,848.0,754.0,,1173.8,890.0,721.7,784.0,,,715.9,1139.0,,,720.0,,176.0,-12.3,140.0,295.0,,,,,,154.0,60.0,,479.8,196.0,27.7,90.0,,,21.9,445.0,,,26.0,,True,True,False,,,,,,True,True,,False,False,True,True,,,True,False,,,True,
12019,967,1479.0,2012.3,1373.0,1078.0,,,,,,1669.0,1091.5,,1594.6,1343.4,1432.3,1577.0,,,1070.5,1373.0,,,1063.0,,512.0,1045.3,406.0,111.0,,,,,,702.0,124.5,,627.6,376.4,465.3,610.0,,,103.5,406.0,,,96.0,,False,True,True,,,,,,False,True,,False,True,True,False,,,True,True,,,True,
12021,2115,3444.0,5782.8,2509.0,2026.0,,,,,,3391.0,1588.7,,1770.6,2544.3,2750.0,4730.0,,,3435.2,2028.0,,,1801.0,,1329.0,3667.8,394.0,-89.0,,,,,,1276.0,-526.3,,-344.4,429.3,635.0,2615.0,,,1320.2,-87.0,,,-314.0,,False,True,True,,,,,,True,True,,True,True,True,False,,,True,True,,,True,
12023,953,2679.0,997.9,1496.0,3199.0,,,,,,871.0,780.0,,2214.0,2035.0,602.6,2348.0,,,2231.8,,,,743.0,,1726.0,44.9,543.0,2246.0,,,,,,-82.0,-173.0,,1261.0,1082.0,-350.4,1395.0,,,1278.8,,,,-210.0,,True,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,True,
12027,249,327.0,,136.0,267.0,,,,,,406.0,230.9,,101.5,303.4,35.7,586.0,,,113.5,,,,112.0,,78.0,,-113.0,18.0,,,,,,157.0,-18.1,,-147.5,54.4,-213.3,337.0,,,-135.5,,,,-137.0,,,False,True,,,,,,False,True,,False,True,False,False,,,False,,,,False,
12029,359,195.0,,142.0,267.0,,,,,,181.0,141.5,,55.8,156.5,34.4,150.0,,,187.0,,,,131.0,,-164.0,,-217.0,-92.0,,,,,,-178.0,-217.5,,-303.2,-202.5,-324.6,-209.0,,,-172.0,,,,-228.0,,,False,True,,,,,,False,False,,False,False,False,False,,,False,,,,False,
12031,5221,10155.0,15431.1,9946.0,10865.0,,,,,,10056.0,7761.5,,10011.8,8149.4,7882.3,11245.0,,,10272.2,9513.0,,,6309.0,,4934.0,10210.1,4725.0,5644.0,,,,,,4835.0,2540.5,,4790.8,2928.4,2661.3,6024.0,,,5051.2,4292.0,,,1088.0,,False,True,False,,,,,,True,True,,True,True,True,False,,,False,True,,,True,
12033,3351,3891.0,6020.9,3371.0,2748.0,,,,,,3827.0,2948.0,,4105.8,3371.2,2434.2,4392.0,,,2657.1,5686.0,,,2039.0,,540.0,2669.9,20.0,-603.0,,,,,,476.0,-403.0,,754.8,20.2,-916.8,1041.0,,,-693.9,2335.0,,,-1312.0,,False,True,False,,,,,,True,True,,False,True,False,False,,,False,False,,,False,
12035,375,501.0,483.6,522.0,575.0,,,,,,588.0,471.3,,525.4,494.0,596.1,525.0,,,458.8,,,,463.0,,126.0,108.6,147.0,200.0,,,,,,213.0,96.3,,150.4,119.0,221.1,150.0,,,83.8,,,,88.0,,True,False,False,,,,,,False,True,,False,True,False,False,,,True,,,,True,
12037,380,99.0,,49.0,113.0,,,,,,173.0,68.8,,13.8,49.2,,,,,,,,,92.0,,-281.0,,-331.0,-267.0,,,,,,-207.0,-311.2,,-366.2,-330.8,,,,,,,,,-288.0,,,False,True,,,,,,True,False,,False,False,,,,,,,,,False,
12039,881,1089.0,,1089.0,1567.0,,,,,,687.0,580.9,,1483.1,1140.1,242.9,,,,1129.3,,,,553.0,,208.0,,208.0,686.0,,,,,,-194.0,-300.1,,602.1,259.1,-638.1,,,,248.3,,,,-328.0,,,False,False,,,,,,True,False,,False,False,False,,,,False,,,,False,
12041,132,306.0,,171.0,588.0,,,,,,180.0,177.2,,89.2,193.6,84.9,258.0,,,205.9,,,,192.0,,174.0,,39.0,456.0,,,,,,48.0,45.2,,-42.8,61.6,-47.1,126.0,,,73.9,,,,60.0,,,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,True,
12043,38,360.0,,123.0,471.0,,,,,,63.0,146.1,,132.2,161.8,96.8,334.0,,,240.0,,,,156.0,,322.0,,85.0,433.0,,,,,,25.0,108.1,,94.2,123.8,58.8,296.0,,,202.0,,,,118.0,,,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,True,
12045,485,321.0,,188.0,548.0,,,,,,204.0,201.3,,208.1,180.8,42.7,215.0,,,244.2,,,,173.0,,-164.0,,-297.0,63.0,,,,,,-281.0,-283.7,,-276.9,-304.2,-442.3,-270.0,,,-240.8,,,,-312.0,,,False,True,,,,,,False,False,,False,False,False,False,,,False,,,,False,
12047,83,144.0,,94.0,171.0,,,,,,190.0,144.1,,74.5,132.4,8.1,280.0,,,79.2,,,,49.0,,61.0,,11.0,88.0,,,,,,107.0,61.1,,-8.5,49.4,-74.9,197.0,,,-3.8,,,,-34.0,,,True,False,,,,,,False,False,,True,True,False,False,,,True,,,,True,
12049,233,246.0,,178.0,192.0,,,,,,402.0,255.9,,98.0,213.5,175.2,412.0,,,163.3,,,,122.0,,13.0,,-55.0,-41.0,,,,,,169.0,22.9,,-135.0,-19.5,-57.8,179.0,,,-69.7,,,,-111.0,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,False,
12051,383,444.0,,362.0,363.0,,,,,,838.0,247.9,,225.5,436.7,248.2,770.0,,,371.1,,,,202.0,,61.0,,-21.0,-20.0,,,,,,455.0,-135.1,,-157.5,53.7,-134.8,387.0,,,-11.9,,,,-181.0,,,True,True,,,,,,False,False,,False,True,False,False,,,True,,,,False,
12053,782,924.0,983.8,967.0,944.0,,,,,,1225.0,868.8,,1139.8,828.0,922.3,938.0,,,618.2,992.0,,,770.0,,142.0,201.8,185.0,162.0,,,,,,443.0,86.8,,357.8,46.0,140.3,156.0,,,-163.8,210.0,,,-12.0,,False,False,False,,,,,,False,True,,False,True,True,False,,,False,False,,,True,
12055,563,930.0,681.1,721.0,1832.0,,,,,,566.0,692.1,,889.1,808.9,663.9,855.0,,,830.9,,,,785.0,,367.0,118.1,158.0,1269.0,,,,,,3.0,129.1,,326.1,245.9,100.9,292.0,,,267.9,,,,222.0,,True,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,True,
12057,7414,10569.0,28856.4,8628.0,8049.0,,,,,,11113.0,8456.4,,11243.6,8991.3,9085.6,14793.0,,,6211.9,7768.0,,,6610.0,,3155.0,21442.4,1214.0,635.0,,,,,,3699.0,1042.4,,3829.6,1577.3,1671.6,7379.0,,,-1202.1,354.0,,,-804.0,,False,True,True,,,,,,False,True,,False,True,True,False,,,True,True,,,True,
12059,157,255.0,,199.0,268.0,,,,,,245.0,200.9,,79.7,199.6,114.3,245.0,,,252.0,,,,159.0,,98.0,,42.0,111.0,,,,,,88.0,43.9,,-77.3,42.6,-42.7,88.0,,,95.0,,,,2.0,,,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,True,
12061,699,1311.0,2182.7,1160.0,1672.0,,,,,,965.0,875.5,,1300.4,1136.3,939.5,1270.0,,,1059.1,1497.0,,,1005.0,,612.0,1483.7,461.0,973.0,,,,,,266.0,176.5,,601.4,437.3,240.5,571.0,,,360.1,798.0,,,306.0,,False,True,False,,,,,,True,True,,True,True,True,True,,,True,False,,,True,
12063,813,1353.0,,852.0,2301.0,,,,,,521.0,720.1,,1020.5,1050.1,352.2,1243.0,,,926.0,,,,611.0,,540.0,,39.0,1488.0,,,,,,-292.0,-92.9,,207.5,237.1,-460.8,430.0,,,113.0,,,,-202.0,,,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,True,
12065,298,177.0,,140.0,516.0,,,,,,87.0,107.9,,164.7,142.3,35.0,,,,275.9,,,,144.0,,-121.0,,-158.0,218.0,,,,,,-211.0,-190.1,,-133.3,-155.7,-263.0,,,,-22.1,,,,-154.0,,,False,False,,,,,,False,False,,False,False,False,,,,True,,,,False,
12067,855,33.0,,29.0,33.0,,,,,,48.0,52.6,,10.4,32.8,,41.0,,,25.2,,,,19.0,,-822.0,,-826.0,-822.0,,,,,,-807.0,-802.4,,-844.6,-822.2,,-814.0,,,-829.8,,,,-836.0,,,False,False,,,,,,True,True,,False,False,,True,,,False,,,,False,
12069,1599,2346.0,3154.8,2275.0,2650.0,,,,,,2372.0,2405.2,,3017.0,2246.7,2131.5,2643.0,,,1851.6,1999.0,,,1764.0,,747.0,1555.8,676.0,1051.0,,,,,,773.0,806.2,,1418.0,647.7,532.5,1044.0,,,252.6,400.0,,,165.0,,False,True,False,,,,,,False,False,,False,True,True,False,,,True,True,,,True,
12071,3013,5685.0,12730.4,4265.0,3097.0,,,,,,7738.0,4157.7,,4411.6,4194.5,4695.3,7903.0,,,5886.5,3178.0,,,2686.0,,2672.0,9717.4,1252.0,84.0,,,,,,4725.0,1144.7,,1398.6,1181.5,1682.3,4890.0,,,2873.5,165.0,,,-327.0,,False,True,True,,,,,,False,True,,True,True,True,False,,,False,True,,,True,
12073,1707,2316.0,4190.9,2237.0,3295.0,,,,,,2284.0,2120.1,,2508.1,2088.0,1373.2,2371.0,,,2440.0,1901.0,,,1927.0,,609.0,2483.9,530.0,1588.0,,,,,,577.0,413.1,,801.1,381.0,-333.8,664.0,,,733.0,194.0,,,220.0,,False,True,False,,,,,,True,True,,False,True,True,False,,,False,True,,,True,
12075,305,351.0,,293.0,579.0,,,,,,330.0,360.3,,143.6,292.8,210.1,313.0,,,363.3,,,,305.0,,46.0,,-12.0,274.0,,,,,,25.0,55.3,,-161.4,-12.2,-94.9,8.0,,,58.3,,,,0.0,,,True,False,,,,,,True,False,,False,True,False,True,,,False,,,,True,
12077,113,117.0,,56.0,,,,,,,125.0,69.1,,21.9,88.1,2.9,163.0,,,102.4,,,,46.0,,4.0,,-57.0,,,,,,,12.0,-43.9,,-91.1,-24.9,-110.1,50.0,,,-10.6,,,,-67.0,,,False,,,,,,,False,False,,False,False,False,False,,,False,,,,False,
12079,235,264.0,,177.0,276.0,,,,,,177.0,191.5,,141.8,199.5,58.1,323.0,,,208.1,,,,111.0,,29.0,,-58.0,41.0,,,,,,-58.0,-43.5,,-93.2,-35.5,-176.9,88.0,,,-26.9,,,,-124.0,,,False,False,,,,,,False,False,,False,False,False,False,,,True,,,,False,
12081,2026,4287.0,5657.2,3416.0,3014.0,,,,,,3257.0,3130.8,,4010.3,3513.9,3065.0,4725.0,,,3324.4,3838.0,,,2569.0,,2261.0,3631.2,1390.0,988.0,,,,,,1231.0,1104.8,,1984.3,1487.9,1039.0,2699.0,,,1298.4,1812.0,,,543.0,,False,True,True,,,,,,True,True,,True,True,True,False,,,True,True,,,True,
12083,3937,2895.0,2465.2,2688.0,2573.0,,,,,,1917.0,3089.7,,4064.3,3322.3,2327.9,2644.0,,,3459.7,5305.0,,,2670.0,,-1042.0,-1471.8,-1249.0,-1364.0,,,,,,-2020.0,-847.3,,127.3,-614.7,-1609.1,-1293.0,,,-477.3,1368.0,,,-1267.0,,False,False,False,,,,,,False,True,,True,True,False,False,,,True,False,,,False,
12085,525,990.0,854.5,833.0,1020.0,,,,,,1027.0,675.7,,715.8,862.8,584.1,1729.0,,,1008.7,774.0,,,639.0,,465.0,329.5,308.0,495.0,,,,,,502.0,150.7,,190.8,337.8,59.1,1204.0,,,483.7,249.0,,,114.0,,True,True,False,,,,,,False,True,,True,True,True,False,,,False,True,,,True,
12086,42553,62484.0,77121.7,68622.0,71397.0,,,,,,69981.0,32539.5,,70935.6,58461.3,,66944.0,,,73198.1,48532.0,,,19075.0,,19931.0,34568.7,26069.0,28844.0,,,,,,27428.0,-10013.5,,28382.6,15908.3,,24391.0,,,30645.1,5979.0,,,-23478.0,,False,False,False,,,,,,False,True,,False,True,,False,,,False,True,,,False,
12087,508,912.0,586.5,757.0,893.0,,,,,,1160.0,563.5,,960.9,698.8,389.0,827.0,,,911.2,,,,545.0,,404.0,78.5,249.0,385.0,,,,,,652.0,55.5,,452.9,190.8,-119.0,319.0,,,403.2,,,,37.0,,True,True,True,,,,,,False,True,,False,True,True,True,,,True,,,,True,
12089,397,711.0,475.1,515.0,647.0,,,,,,619.0,446.2,,524.3,512.8,476.7,604.0,,,599.3,,,,549.0,,314.0,78.1,118.0,250.0,,,,,,222.0,49.2,,127.3,115.8,79.7,207.0,,,202.3,,,,152.0,,True,True,True,,,,,,True,True,,True,True,True,True,,,True,,,,True,
12091,1421,1566.0,2021.5,1516.0,1075.0,,,,,,1917.0,1446.0,,1469.0,1461.1,1266.1,1473.0,,,1797.3,2088.0,,,1213.0,,145.0,600.5,95.0,-346.0,,,,,,496.0,25.0,,48.0,40.1,-154.9,52.0,,,376.3,667.0,,,-208.0,,False,True,False,,,,,,False,True,,True,True,False,True,,,False,False,,,False,
12093,323,507.0,,347.0,665.0,,,,,,464.0,374.9,,239.1,344.0,201.5,561.0,,,666.3,,,,350.0,,184.0,,24.0,342.0,,,,,,141.0,51.9,,-83.9,21.0,-121.5,238.0,,,343.3,,,,27.0,,,True,False,,,,,,True,True,,True,True,True,False,,,False,,,,True,
12095,6621,12123.0,19651.6,10134.0,8033.0,,,,,,13489.0,10425.0,,11892.1,9792.4,10736.5,15541.0,,,5350.0,9977.0,,,6605.0,,5502.0,13030.6,3513.0,1412.0,,,,,,6868.0,3804.0,,5271.1,3171.4,4115.5,8920.0,,,-1271.0,3356.0,,,-16.0,,False,True,True,,,,,,False,True,,True,True,True,False,,,True,True,,,True,
12097,2821,5046.0,6268.8,4457.0,4152.0,,,,,,4494.0,2266.1,,5566.8,4400.2,3680.2,4980.0,,,4429.3,4783.0,,,2877.0,,2225.0,3447.8,1636.0,1331.0,,,,,,1673.0,-554.9,,2745.8,1579.2,859.2,2159.0,,,1608.3,1962.0,,,56.0,,False,True,True,,,,,,True,True,,False,True,True,True,,,True,True,,,True,
12099,9195,13986.0,17745.5,13331.0,12813.0,,,,,,14285.0,8956.7,,14940.8,13384.4,10733.3,17451.0,,,25765.9,11615.0,,,9337.0,,4791.0,8550.5,4136.0,3618.0,,,,,,5090.0,-238.3,,5745.8,4189.4,1538.3,8256.0,,,16570.9,2420.0,,,142.0,,False,True,True,,,,,,False,True,,False,True,True,False,,,False,True,,,True,
12101,1732,2715.0,4641.6,2544.0,2338.0,,,,,,3310.0,3402.9,,2940.8,2557.1,2740.7,3340.0,,,2219.9,1879.0,,,2054.0,,983.0,2909.6,812.0,606.0,,,,,,1578.0,1670.9,,1208.8,825.1,1008.7,1608.0,,,487.9,147.0,,,322.0,,False,True,True,,,,,,False,False,,False,True,False,False,,,True,True,,,True,
12103,3675,5898.0,13741.2,4412.0,4193.0,,,,,,7479.0,5914.7,,5177.8,4516.5,4573.6,8039.0,,,3559.0,2805.0,,,3696.0,,2223.0,10066.2,737.0,518.0,,,,,,3804.0,2239.7,,1502.8,841.5,898.6,4364.0,,,-116.0,-870.0,,,21.0,,False,True,True,,,,,,False,False,,True,True,True,False,,,True,True,,,True,
12105,4115,6501.0,12360.4,5491.0,6285.0,,,,,,5489.0,5255.5,,6356.6,5066.7,4615.7,6713.0,,,6532.3,4340.0,,,4538.0,,2386.0,8245.4,1376.0,2170.0,,,,,,1374.0,1140.5,,2241.6,951.7,500.7,2598.0,,,2417.3,225.0,,,423.0,,False,True,True,,,,,,True,True,,True,True,True,False,,,False,True,,,True,
12107,452,672.0,910.0,601.0,599.0,,,,,,717.0,492.3,,607.6,563.1,422.6,741.0,,,631.8,,,,442.0,,220.0,458.0,149.0,147.0,,,,,,265.0,40.3,,155.6,111.1,-29.4,289.0,,,179.8,,,,-10.0,,False,True,True,,,,,,False,True,,True,True,True,False,,,True,,,,True,
12109,1077,1635.0,2229.2,1435.0,1414.0,,,,,,1902.0,1421.3,,1394.9,1380.9,1606.7,1707.0,,,1242.2,1042.0,,,1213.0,,558.0,1152.2,358.0,337.0,,,,,,825.0,344.3,,317.9,303.9,529.7,630.0,,,165.2,-35.0,,,136.0,,False,True,True,,,,,,False,True,,True,True,True,False,,,True,True,,,True,
12111,1876,2448.0,4116.5,2312.0,3018.0,,,,,,2104.0,2119.3,,2371.3,2410.1,1725.6,2765.0,,,2871.5,2190.0,,,1884.0,,572.0,2240.5,436.0,1142.0,,,,,,228.0,243.3,,495.3,534.1,-150.4,889.0,,,995.5,314.0,,,8.0,,False,True,False,,,,,,True,True,,True,True,True,False,,,False,True,,,True,
12113,1808,1629.0,1721.9,1673.0,1354.0,,,,,,1812.0,1188.2,,2604.2,1959.8,1274.5,1714.0,,,1131.8,2181.0,,,1332.0,,-179.0,-86.1,-135.0,-454.0,,,,,,4.0,-619.8,,796.2,151.8,-533.5,-94.0,,,-676.2,373.0,,,-476.0,,True,True,False,,,,,,True,False,,False,True,False,True,,,False,False,,,False,
12115,1646,2823.0,4093.4,2622.0,1588.0,,,,,,3119.0,2866.0,,2888.2,2435.8,2629.2,3134.0,,,1792.0,2781.0,,,1767.0,,1177.0,2447.4,976.0,-58.0,,,,,,1473.0,1220.0,,1242.2,789.8,983.2,1488.0,,,146.0,1135.0,,,121.0,,False,True,True,,,,,,False,False,,False,True,True,False,,,True,True,,,True,
12117,1455,2457.0,3935.1,1962.0,1741.0,,,,,,3828.0,3064.9,,2119.6,1899.6,2181.9,3277.0,,,1450.7,1931.0,,,1538.0,,1002.0,2480.1,507.0,286.0,,,,,,2373.0,1609.9,,664.6,444.6,726.9,1822.0,,,-4.3,476.0,,,83.0,,False,True,True,,,,,,False,False,,True,True,True,False,,,True,True,,,True,
12119,507,543.0,407.4,549.0,561.0,,,,,,761.0,330.9,,535.1,494.2,769.4,606.0,,,687.4,567.0,,,469.0,,36.0,-99.6,42.0,54.0,,,,,,254.0,-176.1,,28.1,-12.8,262.4,99.0,,,180.4,60.0,,,-38.0,,False,False,False,,,,,,False,False,,True,True,False,False,,,False,False,,,False,
12121,1243,345.0,,283.0,387.0,,,,,,445.0,361.9,,272.9,361.3,249.7,564.0,,,180.4,,,,209.0,,-898.0,,-960.0,-856.0,,,,,,-798.0,-881.0,,-970.1,-881.7,-993.3,-679.0,,,-1062.6,,,,-1034.0,,,False,True,,,,,,True,True,,False,True,False,True,,,False,,,,False,
12123,838,171.0,,159.0,347.0,,,,,,216.0,227.3,,163.5,162.7,67.1,181.0,,,143.4,,,,114.0,,-667.0,,-679.0,-491.0,,,,,,-622.0,-610.7,,-674.5,-675.3,-770.9,-657.0,,,-694.6,,,,-724.0,,,False,True,,,,,,True,True,,False,False,False,True,,,False,,,,False,
12125,360,126.0,,142.0,147.0,,,,,,186.0,141.4,,205.1,213.5,66.6,,,,111.2,,,,197.0,,-234.0,,-218.0,-213.0,,,,,,-174.0,-218.6,,-154.9,-146.5,-293.4,,,,-248.8,,,,-163.0,,,True,True,,,,,,True,True,,True,True,False,,,,False,,,,True,
12127,2269,3522.0,6005.7,3000.0,2777.0,,,,,,3807.0,2840.9,,3318.5,2891.1,3505.4,3859.0,,,2542.7,2854.0,,,2400.0,,1253.0,3736.7,731.0,508.0,,,,,,1538.0,571.9,,1049.5,622.1,1236.4,1590.0,,,273.7,585.0,,,131.0,,False,True,True,,,,,,False,True,,True,True,True,False,,,True,True,,,True,
12129,287,657.0,,541.0,1220.0,,,,,,311.0,283.4,,977.8,604.2,88.7,624.0,,,558.0,,,,444.0,,370.0,,254.0,933.0,,,,,,24.0,-3.6,,690.8,317.2,-198.3,337.0,,,271.0,,,,157.0,,,True,False,,,,,,True,True,,False,True,True,True,,,True,,,,True,
12131,460,750.0,559.2,688.0,756.0,,,,,,612.0,410.1,,783.0,791.5,586.3,772.0,,,784.6,,,,569.0,,290.0,99.2,228.0,296.0,,,,,,152.0,-49.9,,323.0,331.5,126.3,312.0,,,324.6,,,,109.0,,True,True,False,,,,,,True,True,,False,False,True,False,,,False,,,,True,
12133,507,492.0,,354.0,1058.0,,,,,,363.0,193.7,,357.0,371.7,102.7,375.0,,,321.1,,,,335.0,,-15.0,,-153.0,551.0,,,,,,-144.0,-313.3,,-150.0,-135.3,-404.3,-132.0,,,-185.9,,,,-172.0,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,False,
13001,293,225.0,,199.0,308.0,,,,,,228.0,141.3,,65.2,199.2,121.0,314.0,,,355.8,,,,113.0,,-68.0,,-94.0,15.0,,,,,,-65.0,-151.7,,-227.8,-93.8,-172.0,21.0,,,62.8,,,,-180.0,,,False,True,,,,,,True,False,,False,False,False,True,,,True,,,,False,
13003,86,114.0,,75.0,76.0,,,,,,102.0,75.3,,50.0,108.9,56.2,190.0,,,83.2,,,,49.0,,28.0,,-11.0,-10.0,,,,,,16.0,-10.7,,-36.0,22.9,-29.8,104.0,,,-2.8,,,,-37.0,,,True,True,,,,,,True,True,,False,True,False,False,,,True,,,,False,
13005,94,117.0,,89.0,89.0,,,,,,198.0,64.5,,57.9,132.5,62.9,235.0,,,107.6,,,,62.0,,23.0,,-5.0,-5.0,,,,,,104.0,-29.5,,-36.1,38.5,-31.1,141.0,,,13.6,,,,-32.0,,,True,True,,,,,,False,False,,False,False,False,False,,,True,,,,False,
13007,21,15.0,,7.0,0.0,,,,,,16.0,4.2,,5.4,11.1,,34.0,,,9.2,,,,33.0,,-6.0,,-14.0,-21.0,,,,,,-5.0,-16.8,,-15.6,-9.9,,13.0,,,-11.8,,,,12.0,,,False,False,,,,,,True,False,,False,False,,False,,,False,,,,False,
13009,326,276.0,,250.0,241.0,,,,,,264.0,329.2,,190.0,342.2,118.8,531.0,,,495.0,,,,226.0,,-50.0,,-76.0,-85.0,,,,,,-62.0,3.2,,-136.0,16.2,-207.2,205.0,,,169.0,,,,-100.0,,,False,False,,,,,,False,True,,False,True,False,False,,,False,,,,False,
13011,97,63.0,,62.0,97.0,,,,,,129.0,82.4,,18.2,65.3,61.7,121.0,,,45.4,,,,47.0,,-34.0,,-35.0,0.0,,,,,,32.0,-14.6,,-78.8,-31.7,-35.3,24.0,,,-51.6,,,,-50.0,,,False,True,,,,,,True,True,,False,True,False,True,,,False,,,,False,
13013,502,495.0,332.8,473.0,623.0,,,,,,486.0,464.0,,479.5,496.8,293.8,677.0,,,636.4,,,,406.0,,-7.0,-169.2,-29.0,121.0,,,,,,-16.0,-38.0,,-22.5,-5.2,-208.2,175.0,,,134.4,,,,-96.0,,False,False,False,,,,,,False,False,,False,True,False,False,,,False,,,,False,
13015,715,561.0,322.7,516.0,427.0,,,,,,789.0,517.6,,606.3,693.2,371.4,953.0,,,1264.0,,,,458.0,,-154.0,-392.3,-199.0,-288.0,,,,,,74.0,-197.4,,-108.7,-21.8,-343.6,238.0,,,549.0,,,,-257.0,,False,False,False,,,,,,True,False,,True,True,False,False,,,False,,,,False,
13017,232,96.0,,79.0,81.0,,,,,,139.0,106.0,,39.5,112.3,63.5,196.0,,,76.4,,,,67.0,,-136.0,,-153.0,-151.0,,,,,,-93.0,-126.0,,-192.5,-119.7,-168.5,-36.0,,,-155.6,,,,-165.0,,,False,False,,,,,,True,True,,False,True,False,True,,,False,,,,False,
13019,113,72.0,,62.0,56.0,,,,,,176.0,103.8,,52.3,91.9,78.7,144.0,,,35.3,,,,58.0,,-41.0,,-51.0,-57.0,,,,,,63.0,-9.2,,-60.7,-21.1,-34.3,31.0,,,-77.7,,,,-55.0,,,False,False,,,,,,False,True,,False,True,True,True,,,False,,,,False,
