,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19129,18,26.0,,24.0,31.0,,,,,,29.0,32.3,,7.7,23.4,,15.0,,15.6,25.0,,,,25.0,,8.0,,6.0,13.0,,,,,,11.0,14.3,,-10.3,5.4,,-3.0,,-2.4,7.0,,,,7.0,,,True,False,,,,,,False,False,,False,True,,True,,True,True,,,,True,
19131,7,0.0,,6.0,5.0,,,,,,10.0,15.0,,6.7,3.5,,,,8.0,16.5,,,,5.0,,-7.0,,-1.0,-2.0,,,,,,3.0,8.0,,-0.3,-3.5,,,,1.0,9.5,,,,-2.0,,,True,True,,,,,,True,False,,True,True,,,,True,False,,,,True,
19133,3,8.0,,6.0,0.0,,,,,,20.0,14.6,,7.2,4.1,,13.0,,3.6,11.1,,,,11.0,,5.0,,3.0,-3.0,,,,,,17.0,11.6,,4.2,1.1,,10.0,,0.6,8.1,,,,8.0,,,True,True,,,,,,False,False,,True,True,,False,,True,False,,,,False,
19135,12,2.0,,2.0,0.0,,,,,,8.0,7.3,,3.4,2.3,,,,5.3,2.9,,,,3.0,,-10.0,,-10.0,-12.0,,,,,,-4.0,-4.7,,-8.6,-9.7,,,,-6.7,-9.1,,,,-9.0,,,False,False,,,,,,True,True,,True,True,,,,True,True,,,,True,
19137,21,24.0,,15.0,38.0,,,,,,15.0,23.6,,1.8,9.2,,,,31.5,,,,,27.0,,3.0,,-6.0,17.0,,,,,,-6.0,2.6,,-19.2,-11.8,,,,10.5,,,,,6.0,,,False,False,,,,,,False,True,,False,False,,,,False,,,,,False,
19139,72,102.0,,86.0,116.0,,,,,,69.0,106.8,,85.6,111.1,40.0,119.0,,57.7,98.3,,,,104.0,,30.0,,14.0,44.0,,,,,,-3.0,34.8,,13.6,39.1,-32.0,47.0,,-14.3,26.3,,,,32.0,,,True,False,,,,,,True,False,,True,False,False,False,,True,True,,,,False,
19141,31,12.0,,15.0,6.0,,,,,,29.0,27.1,,38.2,36.8,22.8,,,14.8,13.4,,,,7.0,,-19.0,,-16.0,-25.0,,,,,,-2.0,-3.9,,7.2,5.8,-8.2,,,-16.2,-17.6,,,,-24.0,,,True,False,,,,,,True,True,,True,True,True,,,True,True,,,,False,
19143,12,6.0,,5.0,0.0,,,,,,10.0,9.0,,5.0,2.3,,10.0,,8.4,5.1,,,,5.0,,-6.0,,-7.0,-12.0,,,,,,-2.0,-3.0,,-7.0,-9.7,,-2.0,,-3.6,-6.9,,,,-7.0,,,False,False,,,,,,True,True,,False,False,,True,,True,False,,,,False,
19145,30,60.0,,28.0,89.0,,,,,,23.0,35.2,,6.6,29.0,,,,20.4,47.6,,,,74.0,,30.0,,-2.0,59.0,,,,,,-7.0,5.2,,-23.4,-1.0,,,,-9.6,17.6,,,,44.0,,,True,False,,,,,,True,True,,True,True,,,,True,True,,,,False,
19147,25,24.0,,19.0,14.0,,,,,,19.0,22.7,,10.8,19.9,,21.0,,21.1,19.5,,,,16.0,,-1.0,,-6.0,-11.0,,,,,,-6.0,-2.3,,-14.2,-5.1,,-4.0,,-3.9,-5.5,,,,-9.0,,,False,False,,,,,,False,False,,False,False,,False,,False,False,,,,False,
19149,63,64.0,,55.0,57.0,,,,,,58.0,59.4,,27.4,64.1,46.4,67.0,,54.4,46.2,,,,62.0,,1.0,,-8.0,-6.0,,,,,,-5.0,-3.6,,-35.6,1.1,-16.6,4.0,,-8.6,-16.8,,,,-1.0,,,False,False,,,,,,False,False,,False,False,False,False,,False,False,,,,False,
19151,10,4.0,,4.0,0.0,,,,,,12.0,8.1,,0.1,3.3,3.4,,,11.0,7.0,,,,1.0,,-6.0,,-6.0,-10.0,,,,,,2.0,-1.9,,-9.9,-6.7,-6.6,,,1.0,-3.0,,,,-9.0,,,False,False,,,,,,True,True,,False,False,False,,,True,True,,,,False,
19153,1312,1248.0,1154.0,1181.0,1276.0,,,,,,1184.0,1114.6,,1099.2,1207.2,781.1,1400.0,,1250.5,1154.7,1227.0,,,990.0,,-64.0,-158.0,-131.0,-36.0,,,,,,-128.0,-197.4,,-212.8,-104.8,-530.9,88.0,,-61.5,-157.3,-85.0,,,-322.0,,False,False,True,,,,,,False,False,,False,False,False,False,,True,False,False,,,False,
19155,212,354.0,433.1,263.0,490.0,,,,,,220.0,269.1,,244.5,298.8,185.5,271.0,,154.6,299.9,,,,417.0,,142.0,221.1,51.0,278.0,,,,,,8.0,57.1,,32.5,86.8,-26.5,59.0,,-57.4,87.9,,,,205.0,,False,True,False,,,,,,True,True,,True,True,True,True,,True,True,,,,False,
19157,18,44.0,,22.0,75.0,,,,,,22.0,28.2,,17.4,31.3,16.2,38.0,,18.8,32.7,,,,92.0,,26.0,,4.0,57.0,,,,,,4.0,10.2,,-0.6,13.3,-1.8,20.0,,0.8,14.7,,,,74.0,,,True,False,,,,,,True,True,,True,True,True,True,,True,True,,,,False,
19159,3,0.0,,0.0,0.0,,,,,,4.0,2.4,,0.9,0.7,,0.0,,1.2,1.1,,,,1.0,,-3.0,,-3.0,-3.0,,,,,,1.0,-0.6,,-2.1,-2.3,,-3.0,,-1.8,-1.9,,,,-2.0,,,False,False,,,,,,True,True,,True,True,,False,,True,True,,,,True,
19161,7,12.0,,6.0,0.0,,,,,,23.0,12.6,,5.8,5.0,,13.0,,7.2,11.0,,,,7.0,,5.0,,-1.0,-7.0,,,,,,16.0,5.6,,-1.2,-2.0,,6.0,,0.2,4.0,,,,0.0,,,True,False,,,,,,False,False,,True,True,,False,,True,True,,,,True,
19163,266,236.0,490.8,217.0,166.0,,,,,,266.0,547.2,,191.7,217.1,326.5,229.0,,155.6,206.2,145.0,,,200.0,,-30.0,224.8,-49.0,-100.0,,,,,,0.0,281.2,,-74.3,-48.9,60.5,-37.0,,-110.4,-59.8,-121.0,,,-66.0,,False,False,False,,,,,,True,False,,False,False,False,False,,False,False,False,,,False,
19165,38,46.0,,24.0,13.0,,,,,,24.0,30.3,,24.3,36.7,17.8,39.0,,22.0,38.8,,,,80.0,,8.0,,-14.0,-25.0,,,,,,-14.0,-7.7,,-13.7,-1.3,-20.2,1.0,,-16.0,0.8,,,,42.0,,,False,False,,,,,,False,True,,False,True,False,True,,False,True,,,,False,
19167,101,62.0,,57.0,61.0,,,,,,70.0,66.4,,30.6,62.9,46.0,77.0,,58.9,48.4,,,,56.0,,-39.0,,-44.0,-40.0,,,,,,-31.0,-34.6,,-70.4,-38.1,-55.0,-24.0,,-42.1,-52.6,,,,-45.0,,,False,False,,,,,,True,True,,False,True,False,True,,False,False,,,,False,
19169,282,132.0,527.7,134.0,118.0,,,,,,169.0,239.7,,97.4,141.4,167.8,148.0,,135.0,113.3,,,,139.0,,-150.0,245.7,-148.0,-164.0,,,,,,-113.0,-42.3,,-184.6,-140.6,-114.2,-134.0,,-147.0,-168.7,,,,-143.0,,False,True,False,,,,,,True,True,,False,True,True,True,,True,False,,,,True,
19171,27,32.0,,28.0,36.0,,,,,,29.0,30.3,,10.5,29.9,12.9,62.0,,26.2,37.4,,,,23.0,,5.0,,1.0,9.0,,,,,,2.0,3.3,,-16.5,2.9,-14.1,35.0,,-0.8,10.4,,,,-4.0,,,True,False,,,,,,True,True,,False,True,False,False,,True,False,,,,True,
19173,11,10.0,,8.0,10.0,,,,,,10.0,8.1,,5.2,1.3,,,,7.4,7.7,,,,16.0,,-1.0,,-3.0,-1.0,,,,,,-1.0,-2.9,,-5.8,-9.7,,,,-3.6,-3.3,,,,5.0,,,False,False,,,,,,False,False,,False,False,,,,False,False,,,,False,
19175,17,12.0,,11.0,14.0,,,,,,22.0,23.3,,5.4,10.5,,13.0,,5.8,8.7,,,,12.0,,-5.0,,-6.0,-3.0,,,,,,5.0,6.3,,-11.6,-6.5,,-4.0,,-11.2,-8.3,,,,-5.0,,,False,True,,,,,,False,False,,False,False,,True,,False,False,,,,False,
19177,11,14.0,,4.0,0.0,,,,,,4.0,7.1,,2.4,5.5,,,,3.9,13.6,,,,38.0,,3.0,,-7.0,-11.0,,,,,,-7.0,-3.9,,-8.6,-5.5,,,,-7.1,2.6,,,,27.0,,,False,False,,,,,,False,False,,False,False,,,,False,True,,,,False,
19179,118,96.0,,68.0,155.0,,,,,,111.0,58.5,,48.9,115.6,7.2,119.0,,59.8,61.0,,,,105.0,,-22.0,,-50.0,37.0,,,,,,-7.0,-59.5,,-69.1,-2.4,-110.8,1.0,,-58.2,-57.0,,,,-13.0,,,False,False,,,,,,True,False,,False,True,False,True,,False,False,,,,True,
19181,86,120.0,182.5,110.0,97.0,,,,,,76.0,177.5,,72.1,118.3,166.2,96.0,,146.2,99.9,,,,119.0,,34.0,96.5,24.0,11.0,,,,,,-10.0,91.5,,-13.9,32.3,80.2,10.0,,60.2,13.9,,,,33.0,,False,True,True,,,,,,True,False,,True,True,False,True,,False,True,,,,True,
19183,23,16.0,,16.0,13.0,,,,,,26.0,29.5,,4.7,20.7,25.5,32.0,,21.6,15.3,,,,15.0,,-7.0,,-7.0,-10.0,,,,,,3.0,6.5,,-18.3,-2.3,2.5,9.0,,-1.4,-7.7,,,,-8.0,,,False,False,,,,,,True,True,,False,True,True,False,,True,False,,,,False,
19185,6,4.0,,0.0,0.0,,,,,,6.0,3.8,,0.5,0.6,,0.0,,1.5,,,,,7.0,,-2.0,,-6.0,-6.0,,,,,,0.0,-2.2,,-5.5,-5.4,,-6.0,,-4.5,,,,,1.0,,,False,False,,,,,,True,False,,False,False,,False,,False,,,,,True,
19187,171,256.0,,141.0,148.0,,,,,,121.0,261.2,,50.0,117.1,147.8,118.0,,141.6,316.8,,,,135.0,,85.0,,-30.0,-23.0,,,,,,-50.0,90.2,,-121.0,-53.9,-23.2,-53.0,,-29.4,145.8,,,,-36.0,,,True,True,,,,,,True,False,,False,True,True,True,,True,False,,,,True,
19189,43,10.0,,10.0,8.0,,,,,,14.0,26.0,,7.0,11.5,,12.0,,8.5,13.4,,,,10.0,,-33.0,,-33.0,-35.0,,,,,,-29.0,-17.0,,-36.0,-31.5,,-31.0,,-34.5,-29.6,,,,-33.0,,,False,False,,,,,,True,True,,False,True,,True,,False,True,,,,False,
19191,30,18.0,,16.0,31.0,,,,,,14.0,45.3,,8.5,24.0,,17.0,,47.8,11.6,,,,20.0,,-12.0,,-14.0,1.0,,,,,,-16.0,15.3,,-21.5,-6.0,,-13.0,,17.8,-18.4,,,,-10.0,,,False,True,,,,,,False,False,,False,True,,False,,False,False,,,,True,
19193,173,182.0,28.9,154.0,146.0,,,,,,311.0,156.6,,87.5,162.6,41.7,382.0,,270.8,192.4,,,,143.0,,9.0,-144.1,-19.0,-27.0,,,,,,138.0,-16.4,,-85.5,-10.4,-131.3,209.0,,97.8,19.4,,,,-30.0,,False,False,False,,,,,,False,False,,False,False,False,False,,False,False,,,,False,
19195,11,24.0,,20.0,28.0,,,,,,6.0,30.7,,5.4,15.8,,17.0,,20.3,32.6,,,,18.0,,13.0,,9.0,17.0,,,,,,-5.0,19.7,,-5.6,4.8,,6.0,,9.3,21.6,,,,7.0,,,True,False,,,,,,True,False,,True,True,,True,,True,False,,,,True,
19197,48,26.0,,21.0,11.0,,,,,,36.0,24.0,,3.9,20.9,3.5,49.0,,24.7,39.8,,,,17.0,,-22.0,,-27.0,-37.0,,,,,,-12.0,-24.0,,-44.1,-27.1,-44.5,1.0,,-23.3,-8.2,,,,-31.0,,,False,False,,,,,,True,False,,False,False,False,True,,False,True,,,,False,
20001,8,6.0,,3.0,0.0,,,,,,10.0,7.3,,,0.8,,,,3.3,,,,,7.0,,-2.0,,-5.0,-8.0,,,,,,2.0,-0.7,,,-7.2,,,,-4.7,,,,,-1.0,,,False,False,,,,,,False,True,,,False,,,,False,,,,,True,
20003,4,4.0,,3.0,0.0,,,,,,10.0,8.6,,0.5,1.4,,,,4.1,,,,,2.0,,0.0,,-1.0,-4.0,,,,,,6.0,4.6,,-3.5,-2.6,,,,0.1,,,,,-2.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,False,
20005,38,10.0,,9.0,18.0,,,,,,28.0,37.9,,1.0,3.8,,12.0,,6.6,7.0,,,,9.0,,-28.0,,-29.0,-20.0,,,,,,-10.0,-0.1,,-37.0,-34.2,,-26.0,,-31.4,-31.0,,,,-29.0,,,False,True,,,,,,True,True,,False,False,,True,,False,False,,,,False,
20007,0,0.0,,0.0,0.0,,,,,,2.0,4.0,,0.0,0.0,,0.0,,0.8,,,,,0.0,,0.0,,0.0,0.0,,,,,,2.0,4.0,,0.0,0.0,,0.0,,0.8,,,,,0.0,,,True,True,,,,,,False,False,,False,False,,True,,False,,,,,True,
20009,51,44.0,,35.0,77.0,,,,,,48.0,44.8,,20.2,36.3,30.9,38.0,,12.4,34.3,,,,55.0,,-7.0,,-16.0,26.0,,,,,,-3.0,-6.2,,-30.8,-14.7,-20.1,-13.0,,-38.6,-16.7,,,,4.0,,,False,False,,,,,,True,True,,False,False,False,False,,False,False,,,,True,
20011,14,6.0,,2.0,0.0,,,,,,27.0,22.2,,1.8,1.8,,13.0,,3.2,7.7,,,,3.0,,-8.0,,-12.0,-14.0,,,,,,13.0,8.2,,-12.2,-12.2,,-1.0,,-10.8,-6.3,,,,-11.0,,,False,False,,,,,,False,False,,False,False,,True,,False,True,,,,False,
20013,21,10.0,,5.0,11.0,,,,,,16.0,11.6,,0.5,1.0,,,,1.8,8.5,,,,7.0,,-11.0,,-16.0,-10.0,,,,,,-5.0,-9.4,,-20.5,-20.0,,,,-19.2,-12.5,,,,-14.0,,,False,True,,,,,,True,True,,False,False,,,,False,False,,,,False,
20015,133,90.0,48.4,73.0,136.0,,,,,,132.0,185.6,,20.3,56.2,111.9,59.0,,47.7,97.4,,,,79.0,,-43.0,-84.6,-60.0,3.0,,,,,,-1.0,52.6,,-112.7,-76.8,-21.1,-74.0,,-85.3,-35.6,,,,-54.0,,False,False,True,,,,,,True,False,,False,False,True,False,,False,True,,,,False,
20017,42,0.0,,0.0,0.0,,,,,,0.0,1.2,,0.0,0.1,,0.0,,0.0,,,,,0.0,,-42.0,,-42.0,-42.0,,,,,,-42.0,-40.8,,-42.0,-41.9,,-42.0,,-42.0,,,,,-42.0,,,False,False,,,,,,False,True,,True,True,,False,,False,,,,,False,
20019,1,0.0,,0.0,0.0,,,,,,2.0,0.7,,0.0,0.0,,0.0,,0.0,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,1.0,-0.3,,-1.0,-1.0,,-1.0,,-1.0,,,,,-1.0,,,False,False,,,,,,False,True,,True,True,,False,,False,,,,,False,
20021,84,18.0,,11.0,15.0,,,,,,53.0,28.8,,1.7,5.9,,13.0,,2.2,19.9,,,,20.0,,-66.0,,-73.0,-69.0,,,,,,-31.0,-55.2,,-82.3,-78.1,,-71.0,,-81.8,-64.1,,,,-64.0,,,False,False,,,,,,True,True,,False,False,,False,,False,True,,,,True,
20023,3,0.0,,0.0,0.0,,,,,,0.0,1.4,,0.0,0.0,,0.0,,0.0,,,,,0.0,,-3.0,,-3.0,-3.0,,,,,,-3.0,-1.6,,-3.0,-3.0,,-3.0,,-3.0,,,,,-3.0,,,False,False,,,,,,False,True,,True,True,,False,,False,,,,,False,
20025,3,6.0,,2.0,0.0,,,,,,2.0,1.6,,0.7,1.2,,6.0,,2.3,4.3,,,,4.0,,3.0,,-1.0,-3.0,,,,,,-1.0,-1.4,,-2.3,-1.8,,3.0,,-0.7,1.3,,,,1.0,,,True,False,,,,,,True,True,,True,True,,False,,True,True,,,,True,
20027,5,4.0,,0.0,0.0,,,,,,5.0,9.6,,0.2,0.9,,,,5.0,,,,,3.0,,-1.0,,-5.0,-5.0,,,,,,0.0,4.6,,-4.8,-4.1,,,,-0.0,,,,,-2.0,,,False,False,,,,,,True,False,,False,False,,,,True,,,,,False,
20029,12,6.0,,2.0,0.0,,,,,,8.0,5.8,,0.4,1.0,,0.0,,4.6,3.9,,,,11.0,,-6.0,,-10.0,-12.0,,,,,,-4.0,-6.2,,-11.6,-11.0,,-12.0,,-7.4,-8.1,,,,-1.0,,,False,False,,,,,,True,False,,False,False,,False,,False,False,,,,True,
20031,5,4.0,,2.0,0.0,,,,,,12.0,4.1,,1.0,1.5,,,,5.8,3.0,,,,3.0,,-1.0,,-3.0,-5.0,,,,,,7.0,-0.9,,-4.0,-3.5,,,,0.8,-2.0,,,,-2.0,,,False,False,,,,,,False,True,,False,False,,,,True,False,,,,False,
20033,6,0.0,,0.0,0.0,,,,,,0.0,1.2,,0.0,0.0,,0.0,,0.0,,,,,0.0,,-6.0,,-6.0,-6.0,,,,,,-6.0,-4.8,,-6.0,-6.0,,-6.0,,-6.0,,,,,-6.0,,,False,False,,,,,,False,True,,True,True,,False,,False,,,,,False,
20035,31,46.0,,44.0,79.0,,,,,,86.0,93.0,,3.8,24.4,54.3,27.0,,22.0,43.0,,,,33.0,,15.0,,13.0,48.0,,,,,,55.0,62.0,,-27.2,-6.6,23.3,-4.0,,-9.0,12.0,,,,2.0,,,True,False,,,,,,False,False,,False,True,False,True,,True,True,,,,True,
20037,47,20.0,,20.0,30.0,,,,,,122.0,66.8,,1.1,15.1,40.7,40.0,,31.1,20.7,,,,9.0,,-27.0,,-27.0,-17.0,,,,,,75.0,19.8,,-45.9,-31.9,-6.3,-7.0,,-15.9,-26.3,,,,-38.0,,,False,True,,,,,,False,True,,False,False,True,True,,True,True,,,,False,
20039,0,0.0,,0.0,0.0,,,,,,0.0,7.7,,,0.1,,0.0,,3.3,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,7.7,,,0.1,,0.0,,3.3,,,,,0.0,,,True,True,,,,,,True,False,,,False,,True,,False,,,,,True,
20041,10,10.0,,6.0,0.0,,,,,,20.0,23.7,,0.8,2.8,,,,5.2,,,,,7.0,,0.0,,-4.0,-10.0,,,,,,10.0,13.7,,-9.2,-7.2,,,,-4.8,,,,,-3.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,False,
20043,4,2.0,,3.0,7.0,,,,,,12.0,7.3,,0.8,1.2,,4.0,,8.5,3.7,,,,1.0,,-2.0,,-1.0,3.0,,,,,,8.0,3.3,,-3.2,-2.8,,0.0,,4.5,-0.3,,,,-3.0,,,True,False,,,,,,False,False,,False,False,,True,,False,True,,,,False,
20045,162,124.0,315.2,112.0,156.0,,,,,,281.0,396.5,,58.1,91.0,186.1,112.0,,88.8,93.3,,,,82.0,,-38.0,153.2,-50.0,-6.0,,,,,,119.0,234.5,,-103.9,-71.0,24.1,-50.0,,-73.2,-68.7,,,,-80.0,,False,False,True,,,,,,False,False,,False,False,True,False,,False,False,,,,False,
20047,6,2.0,,0.0,0.0,,,,,,2.0,2.3,,0.1,0.1,,0.0,,1.6,,,,,2.0,,-4.0,,-6.0,-6.0,,,,,,-4.0,-3.7,,-5.9,-5.9,,-6.0,,-4.4,,,,,-4.0,,,False,False,,,,,,False,True,,False,False,,False,,False,,,,,False,
20049,0,0.0,,0.0,0.0,,,,,,0.0,0.8,,,0.0,,0.0,,0.2,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.8,,,0.0,,0.0,,0.2,,,,,0.0,,,True,True,,,,,,True,False,,,False,,True,,False,,,,,True,
20051,25,46.0,,27.0,39.0,,,,,,27.0,99.0,,6.0,24.9,41.4,31.0,,11.8,60.5,,,,31.0,,21.0,,2.0,14.0,,,,,,2.0,74.0,,-19.0,-0.1,16.4,6.0,,-13.2,35.5,,,,6.0,,,True,True,,,,,,True,False,,True,True,True,True,,True,False,,,,True,
20053,3,6.0,,2.0,0.0,,,,,,4.0,5.5,,0.2,0.5,,,,4.1,,,,,7.0,,3.0,,-1.0,-3.0,,,,,,1.0,2.5,,-2.8,-2.5,,,,1.1,,,,,4.0,,,True,False,,,,,,True,True,,True,True,,,,True,,,,,False,
20055,64,130.0,,83.0,199.0,,,,,,103.0,86.1,,60.2,86.9,5.2,228.0,,41.5,99.2,,,,14.0,,66.0,,19.0,135.0,,,,,,39.0,22.1,,-3.8,22.9,-58.8,164.0,,-22.5,35.2,,,,-50.0,,,True,False,,,,,,True,True,,True,True,True,False,,True,True,,,,True,
20057,180,56.0,,24.0,6.0,,,,,,133.0,31.2,,8.3,35.4,5.3,229.0,,23.8,58.4,,,,0.0,,-124.0,,-156.0,-174.0,,,,,,-47.0,-148.8,,-171.7,-144.6,-174.7,49.0,,-156.2,-121.6,,,,-180.0,,,False,False,,,,,,True,False,,False,False,False,True,,False,True,,,,False,
20059,75,42.0,,42.0,72.0,,,,,,56.0,74.2,,6.3,26.6,48.3,26.0,,20.7,52.4,,,,36.0,,-33.0,,-33.0,-3.0,,,,,,-19.0,-0.8,,-68.7,-48.4,-26.7,-49.0,,-54.3,-22.6,,,,-39.0,,,False,True,,,,,,True,True,,False,False,True,False,,False,True,,,,False,
20061,95,30.0,,30.0,46.0,,,,,,92.0,68.0,,1.4,19.7,40.0,31.0,,17.7,33.6,,,,15.0,,-65.0,,-65.0,-49.0,,,,,,-3.0,-27.0,,-93.6,-75.3,-55.0,-64.0,,-77.3,-61.4,,,,-80.0,,,False,True,,,,,,True,True,,False,False,True,True,,False,True,,,,False,
20063,3,0.0,,0.0,0.0,,,,,,0.0,2.5,,0.0,0.0,,0.0,,0.5,,,,,0.0,,-3.0,,-3.0,-3.0,,,,,,-3.0,-0.5,,-3.0,-3.0,,-3.0,,-2.5,,,,,-3.0,,,False,False,,,,,,False,True,,True,True,,False,,True,,,,,False,
20065,2,14.0,,2.0,0.0,,,,,,0.0,11.0,,,1.0,,,,3.4,,,,,18.0,,12.0,,0.0,-2.0,,,,,,-2.0,9.0,,,-1.0,,,,1.4,,,,,16.0,,,True,True,,,,,,True,True,,,True,,,,True,,,,,False,
20067,26,12.0,,9.0,8.0,,,,,,10.0,19.7,,2.7,9.9,,13.0,,6.8,12.8,,,,10.0,,-14.0,,-17.0,-18.0,,,,,,-16.0,-6.3,,-23.3,-16.1,,-13.0,,-19.2,-13.2,,,,-16.0,,,False,False,,,,,,False,True,,False,False,,True,,False,True,,,,False,
20069,16,40.0,,7.0,,,,,,,4.0,22.2,,1.2,6.3,,,,7.5,35.8,,,,39.0,,24.0,,-9.0,,,,,,,-12.0,6.2,,-14.8,-9.7,,,,-8.5,19.8,,,,23.0,,,True,,,,,,,True,True,,True,True,,,,True,True,,,,True,
20071,1,0.0,,0.0,0.0,,,,,,0.0,4.8,,,0.0,,0.0,,1.0,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,3.8,,,-1.0,,-1.0,,-0.0,,,,,-1.0,,,False,False,,,,,,False,False,,,True,,False,,True,,,,,False,
20073,4,10.0,,1.0,0.0,,,,,,5.0,0.8,,0.2,0.7,,8.0,,1.3,6.8,,,,11.0,,6.0,,-3.0,-4.0,,,,,,1.0,-3.2,,-3.8,-3.3,,4.0,,-2.7,2.8,,,,7.0,,,True,True,,,,,,True,True,,True,True,,True,,True,True,,,,False,
20075,6,4.0,,2.0,0.0,,,,,,2.0,3.3,,0.5,0.8,,0.0,,1.3,3.7,,,,7.0,,-2.0,,-4.0,-6.0,,,,,,-4.0,-2.7,,-5.5,-5.2,,-6.0,,-4.7,-2.3,,,,1.0,,,False,False,,,,,,False,False,,False,False,,False,,False,False,,,,True,
20077,13,0.0,,0.0,0.0,,,,,,4.0,4.8,,0.1,0.1,,,,2.4,,,,,0.0,,-13.0,,-13.0,-13.0,,,,,,-9.0,-8.2,,-12.9,-12.9,,,,-10.6,,,,,-13.0,,,False,False,,,,,,True,True,,True,True,,,,True,,,,,False,
20079,67,46.0,,40.0,33.0,,,,,,69.0,153.0,,28.1,36.1,45.2,44.0,,30.5,48.8,,,,42.0,,-21.0,,-27.0,-34.0,,,,,,2.0,86.0,,-38.9,-30.9,-21.8,-23.0,,-36.5,-18.2,,,,-25.0,,,False,False,,,,,,True,False,,False,False,False,False,,False,True,,,,False,
20081,5,0.0,,0.0,7.0,,,,,,4.0,3.7,,0.7,0.8,,,,2.0,0.0,,,,22.0,,-5.0,,-5.0,2.0,,,,,,-1.0,-1.3,,-4.3,-4.2,,,,-3.0,-5.0,,,,17.0,,,False,True,,,,,,True,True,,True,True,,,,True,True,,,,False,
20083,0,2.0,,0.0,0.0,,,,,,0.0,0.4,,0.1,0.1,,0.0,,1.4,,,,,3.0,,2.0,,0.0,0.0,,,,,,0.0,0.4,,0.1,0.1,,0.0,,1.4,,,,,3.0,,,True,True,,,,,,True,True,,True,True,,True,,True,,,,,False,
20085,20,26.0,,13.0,14.0,,,,,,27.0,23.4,,1.7,12.5,10.6,30.0,,7.5,26.2,,,,26.0,,6.0,,-7.0,-6.0,,,,,,7.0,3.4,,-18.3,-7.5,-9.4,10.0,,-12.5,6.2,,,,6.0,,,False,False,,,,,,False,True,,False,False,False,False,,False,False,,,,False,
20087,30,24.0,,15.0,28.0,,,,,,28.0,29.9,,1.0,12.4,,18.0,,4.8,16.4,,,,26.0,,-6.0,,-15.0,-2.0,,,,,,-2.0,-0.1,,-29.0,-17.6,,-12.0,,-25.1,-13.6,,,,-4.0,,,False,True,,,,,,True,True,,False,False,,False,,False,False,,,,True,
20089,4,2.0,,0.0,0.0,,,,,,0.0,2.9,,0.1,0.1,,0.0,,2.3,,,,,1.0,,-2.0,,-4.0,-4.0,,,,,,-4.0,-1.1,,-3.9,-3.9,,-4.0,,-1.7,,,,,-3.0,,,False,False,,,,,,False,True,,False,False,,False,,True,,,,,False,
20091,1343,1254.0,1980.6,1189.0,1343.0,,,,,,1474.0,1737.5,,1207.5,911.6,1811.4,1059.0,,734.8,999.1,785.0,,,1146.0,,-89.0,637.6,-154.0,0.0,,,,,,131.0,394.5,,-135.5,-431.4,468.4,-284.0,,-608.2,-343.9,-558.0,,,-197.0,,False,False,True,,,,,,False,False,,False,False,False,False,,False,False,False,,,False,
