,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
Pennsylvania,11191,9784.1,10243.7,9813.9,9955.0,9805.3,10080.0,10874.0,10089.8,10431.0,10280.9,9817.0,9852.4,,10086.5,,9813.0,10158.3,10117.1,9930.0,9730.3,9743.5,10501.3,9936.0,10036.9,9765.0,10210.7,10069.8,,10163.1,10151.1,9525.0,,9676.5,10127.6,10219.0,9980.2,10260.0,9708.0,,9805.9,10222.8,10274.0,9793.7,10219.0,9880.5,9555.0,9359.6,9795.0,-1406.9,-947.3,-1377.1,-1236.0,-1385.7,-1111.0,-317.0,-1101.2,-760.0,-910.1,-1374.0,-1338.6,,-1104.5,,-1378.0,-1032.7,-1073.9,-1261.0,-1460.7,-1447.5,-689.7,-1255.0,-1154.1,-1426.0,-980.3,-1121.2,,-1027.9,-1039.9,-1666.0,,-1514.5,-1063.4,-972.0,-1210.8,-931.0,-1483.0,,-1385.1,-968.2,-917.0,-1397.3,-972.0,-1310.5,-1636.0,-1831.4,-1396.0,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,False,False,True,True,True,False,True,True,,True,True,False,,False,True,True,True,True,False,,True,True,True,True,True,True,False,False,True
Rhode Island,1482,1312.7,1321.3,1315.7,1365.0,1320.2,1358.0,1392.0,1306.0,1434.0,1536.3,1391.0,1469.5,1357.6,1380.9,,1343.0,1388.7,1416.2,1309.0,1287.4,1309.0,1401.8,1372.0,1331.9,1308.0,1340.1,1439.0,,1439.0,1330.6,1282.0,,,1301.4,1382.0,1717.1,1278.0,1247.0,,1341.4,1363.3,1428.0,1320.5,1341.0,1339.8,1309.0,1240.3,1320.0,-146.3,-137.7,-143.3,-94.0,-138.8,-101.0,-67.0,-153.0,-25.0,77.3,-68.0,10.5,-101.4,-78.1,,-116.0,-70.3,-42.8,-150.0,-171.6,-150.0,-57.2,-87.0,-127.1,-151.0,-118.9,-20.0,,-20.0,-128.4,-177.0,,,-157.6,-77.0,258.1,-181.0,-212.0,,-117.6,-95.7,-31.0,-138.5,-118.0,-119.2,-150.0,-218.7,-139.0,True,True,True,True,True,True,False,True,True,True,True,True,True,,True,True,True,False,False,False,True,True,True,False,True,True,,True,True,False,,,False,True,False,False,False,,True,True,True,True,True,True,False,False,True
South Carolina,4517,4421.7,4240.4,4378.4,4443.0,4334.9,4459.0,4571.0,4451.6,4831.0,4773.3,4314.0,4474.1,4353.9,4459.0,,4497.0,4432.6,4474.0,4423.0,4249.9,4390.5,4529.1,4511.0,4512.1,4435.0,4407.8,4517.1,,4338.4,4625.6,4419.0,,4481.5,4208.6,4457.0,4728.5,4550.0,4282.8,,4672.2,4425.8,4534.0,4467.7,4580.0,4488.9,4411.5,4334.2,4498.0,-95.3,-276.6,-138.6,-74.0,-182.1,-58.0,54.0,-65.4,314.0,256.3,-203.0,-42.9,-163.1,-58.0,,-20.0,-84.4,-43.0,-94.0,-267.1,-126.5,12.1,-6.0,-4.9,-82.0,-109.2,0.1,,-178.6,108.6,-98.0,,-35.5,-308.4,-60.0,211.5,33.0,-234.2,,155.2,-91.2,17.0,-49.3,63.0,-28.1,-105.5,-182.8,-19.0,False,False,True,False,True,True,True,False,False,False,True,False,True,,True,True,True,True,False,False,True,True,True,True,False,True,,False,False,False,,True,False,True,False,True,False,,False,True,True,True,True,True,False,False,True
South Dakota,1091,917.9,1225.6,913.4,962.0,915.0,966.0,727.0,913.9,1051.0,940.3,820.0,1485.8,1107.3,968.9,,853.0,994.0,875.1,958.0,558.3,861.5,1093.8,915.0,995.9,886.0,1113.4,933.8,,815.1,1041.9,825.0,,,1240.9,1032.0,705.9,1043.0,837.2,,844.1,1137.9,966.0,1276.8,939.0,893.3,1469.0,640.8,980.0,-173.1,134.6,-177.6,-129.0,-176.0,-125.0,-364.0,-177.1,-40.0,-150.7,-271.0,394.8,16.3,-122.1,,-238.0,-97.0,-215.9,-133.0,-532.7,-229.5,2.8,-176.0,-95.1,-205.0,22.4,-157.2,,-275.9,-49.1,-266.0,,,149.9,-59.0,-385.1,-48.0,-253.8,,-246.9,46.9,-125.0,185.8,-152.0,-197.7,378.0,-450.2,-111.0,True,False,True,False,True,False,False,True,True,False,False,True,True,,False,True,False,True,False,False,True,False,True,False,True,True,,False,True,False,,,True,True,False,True,False,,False,True,True,False,True,False,False,False,True
Tennessee,4905,4528.4,4332.2,4549.9,4378.0,4538.2,4550.0,4585.0,4542.9,4504.0,4803.4,4238.0,4613.6,4280.4,4623.0,,4355.0,4808.4,4397.8,4550.0,4097.1,4415.0,4991.4,4714.0,4584.5,4440.0,4878.2,4674.5,,4184.8,4754.8,4971.0,,4865.1,4478.2,4692.0,3122.9,4712.0,4459.9,,4615.6,4894.0,4541.0,4554.3,4650.0,4517.5,4286.0,3970.1,4562.0,-376.6,-572.8,-355.1,-527.0,-366.8,-355.0,-320.0,-362.1,-401.0,-101.6,-667.0,-291.4,-624.6,-282.0,,-550.0,-96.6,-507.2,-355.0,-807.9,-490.0,86.4,-191.0,-320.5,-465.0,-26.8,-230.5,,-720.2,-150.2,66.0,,-39.9,-426.8,-213.0,-1782.1,-193.0,-445.1,,-289.4,-11.0,-364.0,-350.7,-255.0,-387.5,-619.0,-934.9,-343.0,False,True,False,True,True,True,True,False,True,False,True,False,True,,False,True,False,True,False,False,True,True,True,False,True,True,,False,True,True,,True,False,True,False,True,False,,True,True,True,True,True,False,False,False,True
Texas,23353,21814.6,23496.7,21841.9,22025.0,21869.5,21994.0,23657.0,21715.2,23414.0,21988.5,20501.0,21356.6,22322.9,22266.8,,21599.0,22074.1,22347.3,21724.0,20506.2,19425.5,22715.8,22273.5,22772.4,21185.0,22691.1,21652.0,,21556.2,22549.9,20927.5,,22941.2,22943.1,22493.0,21703.9,21933.0,21804.9,,21069.5,22687.4,22301.0,22008.7,22758.0,20949.8,21456.0,20634.7,22651.0,-1187.4,494.7,-1160.1,-977.0,-1132.5,-1008.0,655.0,-1286.8,412.0,-1013.5,-2501.0,-1645.4,-679.1,-735.2,,-1403.0,-927.9,-654.7,-1278.0,-2495.8,-3576.5,-286.2,-728.5,-229.6,-1817.0,-310.9,-1350.0,,-1445.8,-452.1,-2074.5,,-60.8,-58.9,-509.0,-1298.1,-1069.0,-1197.1,,-1932.5,-314.6,-701.0,-993.3,-244.0,-2052.2,-1546.0,-2367.3,-351.0,True,True,True,True,True,True,False,True,True,False,False,True,True,,False,True,True,False,False,False,True,True,True,False,True,False,,False,True,False,,True,True,True,False,True,False,,False,True,True,True,True,False,False,False,True
Utah,939,832.6,1085.2,877.2,1051.0,874.0,916.0,929.0,957.2,926.0,1040.3,741.0,1011.7,828.4,732.9,,898.0,852.2,647.5,851.0,809.8,831.0,953.5,911.0,1062.6,885.0,952.8,927.3,,730.9,934.2,903.5,,,1029.0,923.0,847.0,955.0,905.9,,844.2,976.6,980.0,802.1,886.0,888.1,804.0,567.0,921.0,-106.4,146.2,-61.8,112.0,-65.0,-23.0,-10.0,18.2,-13.0,101.3,-198.0,72.7,-110.6,-206.1,,-41.0,-86.8,-291.5,-88.0,-129.2,-108.0,14.5,-28.0,123.6,-54.0,13.8,-11.7,,-208.1,-4.8,-35.5,,,90.0,-16.0,-92.0,16.0,-33.1,,-94.8,37.6,41.0,-136.9,-53.0,-50.9,-135.0,-372.0,-18.0,False,True,False,True,True,True,True,True,True,False,True,False,False,,True,True,False,True,False,False,True,True,False,True,True,True,,False,True,True,,,True,True,True,True,True,,True,True,True,False,True,True,False,False,True
Vermont,79,62.9,128.4,63.5,61.0,63.0,63.0,60.0,63.2,59.0,58.3,64.0,64.2,64.5,64.0,,61.0,59.0,59.4,69.0,67.4,59.0,62.3,60.0,59.6,100.0,63.3,100.2,,63.0,60.7,59.0,,,58.8,63.0,62.4,84.0,59.7,,59.2,87.6,63.0,61.9,60.0,63.5,60.0,59.4,,-16.1,49.4,-15.5,-18.0,-16.0,-16.0,-19.0,-15.8,-20.0,-20.7,-15.0,-14.8,-14.5,-15.0,,-18.0,-20.0,-19.6,-10.0,-11.6,-20.0,-16.7,-19.0,-19.4,21.0,-15.7,21.2,,-16.0,-18.3,-20.0,,,-20.2,-16.0,-16.6,5.0,-19.3,,-19.8,8.6,-16.0,-17.1,-19.0,-15.5,-19.0,-19.6,,False,True,False,True,True,False,True,False,False,True,True,True,True,,False,False,False,True,True,False,False,False,False,False,True,False,,True,False,False,,,False,True,False,True,False,,False,True,True,False,False,True,False,False,
Virginia,4197,3907.6,3781.6,3959.5,4097.0,3911.9,4059.0,4906.0,4101.2,4149.0,4230.1,3956.0,3904.3,4096.0,3997.2,,4118.0,3991.4,4137.7,4153.0,4111.7,4009.5,4121.4,4011.0,4043.1,4310.0,4188.8,4138.9,,4001.6,4079.9,4170.0,,4234.1,3910.4,4038.0,3960.2,3999.0,3835.1,,4093.9,4201.5,4205.0,4115.8,3984.0,4002.8,3863.0,3961.3,4036.0,-289.4,-415.4,-237.5,-100.0,-285.1,-138.0,709.0,-95.8,-48.0,33.1,-241.0,-292.7,-101.0,-199.8,,-79.0,-205.6,-59.3,-44.0,-85.3,-187.5,-75.6,-186.0,-153.9,113.0,-8.2,-58.1,,-195.4,-117.1,-27.0,,37.1,-286.6,-159.0,-236.8,-198.0,-361.9,,-103.1,4.5,8.0,-81.2,-213.0,-194.2,-334.0,-235.7,-161.0,False,True,True,True,True,False,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,False,,True,True,True,True,True,True,False,True,True
Washington,2867,2720.6,2917.3,2730.4,2813.0,2731.1,2797.0,3209.0,2797.0,2930.0,2854.6,2591.0,2702.2,2840.6,2897.3,,2770.0,2809.1,2796.7,2779.0,2734.5,2698.5,2848.2,2932.0,2908.9,2764.0,2930.0,2795.2,,2641.3,2839.0,2795.5,,2718.0,2666.1,2818.0,2877.9,2888.0,2729.2,,2705.3,2924.4,2958.0,2686.0,2859.0,2782.8,2675.0,2579.9,2812.0,-163.4,33.3,-153.6,-71.0,-152.9,-87.0,325.0,-87.0,46.0,-29.4,-293.0,-181.8,-43.4,13.3,,-114.0,-74.9,-87.3,-105.0,-149.5,-185.5,-35.8,48.0,24.9,-120.0,46.0,-88.8,,-242.7,-45.0,-88.5,,-166.0,-217.9,-66.0,-6.1,4.0,-154.8,,-178.7,40.4,74.0,-198.0,-25.0,-101.2,-209.0,-304.1,-72.0,True,True,True,True,True,False,True,True,True,False,False,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,,False,True,True,,False,False,True,True,True,True,,False,True,True,False,True,True,False,False,True
West Virginia,829,673.7,811.1,685.8,681.0,679.0,713.0,729.0,723.5,952.0,654.0,650.0,620.2,643.2,720.6,,747.0,715.8,725.6,711.0,633.0,656.5,766.5,758.0,716.9,728.0,767.5,,,629.3,764.7,627.0,,,992.9,729.0,758.3,785.0,657.5,,650.5,792.2,749.0,650.8,734.0,716.7,702.0,567.5,693.0,-155.3,-17.9,-143.2,-148.0,-150.0,-116.0,-100.0,-105.5,123.0,-175.0,-179.0,-208.8,-185.8,-108.4,,-82.0,-113.2,-103.4,-118.0,-196.0,-172.5,-62.5,-71.0,-112.1,-101.0,-61.5,,,-199.7,-64.3,-202.0,,,163.9,-100.0,-70.7,-44.0,-171.5,,-178.5,-36.8,-80.0,-178.2,-95.0,-112.3,-127.0,-261.5,-136.0,True,True,True,True,True,True,True,True,False,False,False,False,True,,True,True,True,True,False,False,True,True,True,True,True,,,False,True,False,,,False,True,True,True,False,,False,True,True,False,True,True,True,False,True
Wisconsin,3934,3334.1,3677.0,3381.8,3940.0,3381.0,3655.0,3593.0,3726.4,4678.0,4068.9,2980.0,5241.5,,3802.4,,3308.0,4056.0,3948.8,3680.0,2825.6,3586.5,3903.4,3554.0,3900.0,3405.0,4226.0,,3066.0,3259.2,3830.4,3427.0,,3086.7,3612.6,3802.0,3389.5,3859.0,3145.1,,3618.2,4235.2,3738.0,4304.5,3571.0,3300.1,3383.5,2601.8,3795.0,-341.9,1.0,-294.2,264.0,-295.0,-21.0,-83.0,50.4,1002.0,392.9,-696.0,1565.5,,126.4,,-368.0,380.0,272.8,4.0,-850.4,-89.5,227.4,-122.0,224.0,-271.0,550.0,,-610.0,-416.8,154.4,-249.0,,-589.3,-63.4,126.0,-286.5,183.0,-530.9,,-57.8,559.2,62.0,628.5,-105.0,-375.9,-292.5,-1074.2,119.0,True,True,True,True,True,True,True,False,False,False,False,,True,,False,False,True,True,False,True,True,True,True,True,False,,False,False,True,True,,False,True,True,True,True,False,,True,False,True,False,True,False,True,False,True
Wyoming,266,218.1,207.5,221.2,235.0,222.0,235.0,239.0,266.4,352.0,296.4,181.0,278.4,274.8,305.5,,209.0,225.3,279.5,225.0,152.5,184.0,303.0,175.0,250.5,244.0,338.6,,,126.0,274.8,205.0,,,324.7,234.0,240.4,240.0,142.1,,241.9,362.0,235.0,140.4,255.0,228.5,293.5,138.8,299.0,-47.9,-58.5,-44.8,-31.0,-44.0,-31.0,-27.0,0.4,86.0,30.4,-85.0,12.4,8.8,39.5,,-57.0,-40.7,13.5,-41.0,-113.5,-82.0,37.0,-91.0,-15.5,-22.0,72.6,,,-140.0,8.8,-61.0,,,58.7,-32.0,-25.6,-26.0,-123.9,,-24.1,96.0,-31.0,-125.6,-11.0,-37.5,27.5,-127.2,33.0,False,True,True,True,True,True,True,False,True,False,True,True,True,,False,True,True,True,False,False,True,False,True,True,False,,,False,True,False,,,False,True,True,True,False,,True,False,True,False,True,True,True,False,True
US,284200,263093.4,276271.8,262923.4,,263162.1,268458.0,285611.0,270024.1,273949.0,276631.9,263977.0,268309.0,262694.2,,273125.0,261564.0,271701.1,270252.0,265327.0,253934.1,,280089.7,274775.0,274398.4,263664.0,270555.7,268795.7,,259955.2,272681.9,260729.0,273256.8,264073.3,267736.3,279060.0,271941.8,275146.0,264306.0,263358.0,,271555.0,281390.0,263730.3,274811.0,264214.5,263842.5,251589.6,267956.0,-19456.6,-6278.2,-19626.6,,-19387.9,-14092.0,3061.0,-12525.9,-8601.0,-5918.1,-18573.0,-14241.0,-19855.8,,-9425.0,-20986.0,-10848.9,-12298.0,-17223.0,-28615.9,,-2460.3,-7775.0,-8151.6,-18886.0,-11994.3,-13754.3,,-22594.8,-9868.1,-21821.0,-9293.2,-18476.7,-14813.7,-3490.0,-10608.2,-7404.0,-18244.0,-19192.0,,-10995.0,-1160.0,-18819.7,-7739.0,-18335.5,-18707.5,-30960.4,-14594.0,True,False,,True,True,True,True,True,True,True,True,False,,True,False,True,True,True,False,,True,True,True,True,True,True,,False,True,False,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,False,True
