,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18181,608,90.0,78.0,,,,,151.0,,82.0,214.3,27.9,174.7,,,187.0,-518.0,-530.0,,,,,-457.0,,-526.0,-393.7,-580.1,-433.3,,,-421.0,False,,,,,True,,False,True,False,True,,,True
18183,883,312.0,635.0,,,,,209.0,,298.5,187.8,299.5,165.1,,,312.0,-571.0,-248.0,,,,,-674.0,,-584.5,-695.2,-583.5,-717.9,,,-571.0,True,,,,,False,,False,False,False,False,,,False
19001,308,126.0,94.0,,,,,56.0,,117.9,12.4,33.8,,,,146.0,-182.0,-214.0,,,,,-252.0,,-190.1,-295.6,-274.2,,,,-162.0,False,,,,,False,,False,False,False,,,,True
19003,98,78.0,42.0,,,,,32.0,,145.9,7.4,13.3,,,,53.0,-20.0,-56.0,,,,,-66.0,,47.9,-90.6,-84.7,,,,-45.0,False,,,,,False,,False,False,False,,,,False
19005,400,150.0,117.0,,,,,175.0,,122.0,29.4,24.0,0.0,,,203.0,-250.0,-283.0,,,,,-225.0,,-278.0,-370.6,-376.0,-400.0,,,-197.0,False,,,,,True,,False,False,False,False,,,True
19007,533,168.0,126.0,,,,,146.0,,142.2,37.3,46.7,62.9,,,85.0,-365.0,-407.0,,,,,-387.0,,-390.8,-495.7,-486.3,-470.1,,,-448.0,False,,,,,False,,False,False,False,False,,,False
19009,164,66.0,55.0,,,,,51.0,,84.5,12.3,5.3,0.0,,,45.0,-98.0,-109.0,,,,,-113.0,,-79.5,-151.7,-158.7,-164.0,,,-119.0,False,,,,,False,,True,False,False,False,,,False
19011,1138,252.0,300.0,,,,,224.0,,266.3,102.6,90.9,280.3,,,115.0,-886.0,-838.0,,,,,-914.0,,-871.7,-1035.4,-1047.1,-857.7,,,-1023.0,True,,,,,False,,True,False,False,True,,,False
19013,5250,1524.0,2650.0,,,,,1388.0,,1025.1,763.4,1491.9,33.8,1033.2,,1090.0,-3726.0,-2600.0,,,,,-3862.0,,-4224.9,-4486.6,-3758.1,-5216.2,-4216.8,,-4160.0,True,,,,,False,,False,False,False,False,False,,False
19015,643,342.0,308.0,,,,,210.0,,324.8,156.7,88.2,223.2,,,240.0,-301.0,-335.0,,,,,-433.0,,-318.2,-486.3,-554.8,-419.8,,,-403.0,False,,,,,False,,False,False,False,False,,,False
19017,1180,210.0,131.0,,,,,227.0,,175.7,153.6,51.3,76.1,,,110.0,-970.0,-1049.0,,,,,-953.0,,-1004.3,-1026.4,-1128.7,-1103.9,,,-1070.0,False,,,,,True,,False,False,False,False,,,False
19019,714,216.0,233.0,,,,,234.0,,200.0,102.4,39.9,178.9,,,95.0,-498.0,-481.0,,,,,-480.0,,-514.0,-611.6,-674.1,-535.1,,,-619.0,True,,,,,True,,False,False,False,False,,,False
19021,760,492.0,0.0,,,,,307.0,,305.2,355.9,96.0,15.2,172.0,,899.0,-268.0,-760.0,,,,,-453.0,,-454.8,-404.1,-664.0,-744.8,-588.0,,139.0,False,,,,,False,,False,False,False,False,False,,True
19023,562,162.0,83.0,,,,,100.0,,164.0,52.4,119.0,0.0,,,195.0,-400.0,-479.0,,,,,-462.0,,-398.0,-509.6,-443.0,-562.0,,,-367.0,False,,,,,False,,True,False,False,False,,,True
19025,736,210.0,149.0,,,,,101.0,,221.6,66.3,119.2,115.6,,,215.0,-526.0,-587.0,,,,,-635.0,,-514.4,-669.7,-616.8,-620.4,,,-521.0,False,,,,,False,,True,False,False,False,,,True
19027,964,924.0,532.0,,,,,300.0,,870.0,148.8,777.4,492.4,,,181.0,-40.0,-432.0,,,,,-664.0,,-94.0,-815.2,-186.6,-471.6,,,-783.0,False,,,,,False,,False,False,False,False,,,False
19029,498,228.0,294.0,,,,,108.0,,211.6,52.2,68.4,116.6,,,134.0,-270.0,-204.0,,,,,-390.0,,-286.4,-445.8,-429.6,-381.4,,,-364.0,True,,,,,False,,False,False,False,False,,,False
19031,676,120.0,143.0,,,,,124.0,,156.9,75.8,17.4,118.7,,,129.0,-556.0,-533.0,,,,,-552.0,,-519.1,-600.2,-658.6,-557.3,,,-547.0,True,,,,,True,,True,False,False,False,,,True
19033,2021,414.0,446.0,,,,,555.0,,377.1,118.4,190.3,1.2,224.5,,0.0,-1607.0,-1575.0,,,,,-1466.0,,-1643.9,-1902.6,-1830.7,-2019.8,-1796.5,,-2021.0,True,,,,,True,,False,False,False,False,False,,False
19035,402,228.0,253.0,,,,,217.0,,250.3,118.8,69.3,0.0,,,117.0,-174.0,-149.0,,,,,-185.0,,-151.7,-283.2,-332.7,-402.0,,,-285.0,True,,,,,False,,True,False,False,False,,,False
19037,459,96.0,71.0,,,,,125.0,,97.9,43.5,33.4,0.0,,,37.0,-363.0,-388.0,,,,,-334.0,,-361.1,-415.5,-425.6,-459.0,,,-422.0,False,,,,,True,,True,False,False,False,,,False
19039,167,72.0,40.0,,,,,92.0,,85.2,60.7,16.2,0.0,,,74.0,-95.0,-127.0,,,,,-75.0,,-81.8,-106.3,-150.8,-167.0,,,-93.0,False,,,,,True,,True,False,False,False,,,True
19041,602,324.0,532.0,,,,,410.0,,317.8,120.5,138.6,312.9,,,224.0,-278.0,-70.0,,,,,-192.0,,-284.2,-481.5,-463.4,-289.1,,,-378.0,True,,,,,True,,False,False,False,False,,,False
19043,673,168.0,154.0,,,,,157.0,,183.6,60.1,30.5,83.2,,,153.0,-505.0,-519.0,,,,,-516.0,,-489.4,-612.9,-642.5,-589.8,,,-520.0,False,,,,,False,,True,False,False,False,,,False
19045,1739,396.0,398.0,,,,,502.0,,341.2,198.7,272.5,0.3,250.9,,478.0,-1343.0,-1341.0,,,,,-1237.0,,-1397.8,-1540.3,-1466.5,-1738.7,-1488.1,,-1261.0,True,,,,,True,,False,False,False,False,False,,True
19047,445,450.0,522.0,,,,,247.0,,359.7,162.0,132.2,10.2,203.6,,0.0,5.0,77.0,,,,,-198.0,,-85.3,-283.0,-312.8,-434.8,-241.4,,-445.0,False,,,,,False,,False,False,False,False,False,,False
19049,2765,996.0,1350.0,,,,,496.0,,728.8,246.6,798.6,315.9,676.6,,889.0,-1769.0,-1415.0,,,,,-2269.0,,-2036.2,-2518.4,-1966.4,-2449.1,-2088.4,,-1876.0,True,,,,,False,,False,False,False,False,False,,False
19051,274,78.0,42.0,,,,,78.0,,62.3,42.9,8.9,27.6,,,53.0,-196.0,-232.0,,,,,-196.0,,-211.7,-231.1,-265.1,-246.4,,,-221.0,False,,,,,False,,False,False,False,False,,,False
19053,194,150.0,134.0,,,,,64.0,,303.1,41.5,85.3,0.0,,,58.0,-44.0,-60.0,,,,,-130.0,,109.1,-152.5,-108.7,-194.0,,,-136.0,False,,,,,False,,False,False,False,False,,,False
19055,772,378.0,452.0,,,,,234.0,,448.6,157.7,306.6,232.7,,,137.0,-394.0,-320.0,,,,,-538.0,,-323.4,-614.3,-465.4,-539.3,,,-635.0,True,,,,,False,,True,False,False,False,,,False
19057,1649,624.0,1163.0,,,,,658.0,,721.1,238.8,208.9,75.8,,,431.0,-1025.0,-486.0,,,,,-991.0,,-927.9,-1410.2,-1440.1,-1573.2,,,-1218.0,True,,,,,True,,True,False,False,False,,,False
19059,628,348.0,344.0,,,,,331.0,,327.0,172.1,97.5,10.8,,,207.0,-280.0,-284.0,,,,,-297.0,,-301.0,-455.9,-530.5,-617.2,,,-421.0,False,,,,,False,,False,False,False,False,,,False
19061,4477,2442.0,1297.0,,,,,1208.0,,2202.6,690.8,2617.7,1951.0,926.1,,882.0,-2035.0,-3180.0,,,,,-3269.0,,-2274.4,-3786.2,-1859.3,-2526.0,-3550.9,,-3595.0,False,,,,,False,,False,False,True,False,False,,False
19063,351,288.0,109.0,,,,,178.0,,283.1,125.8,254.0,108.5,,,189.0,-63.0,-242.0,,,,,-173.0,,-67.9,-225.2,-97.0,-242.5,,,-162.0,False,,,,,False,,False,False,False,False,,,False
19065,657,216.0,238.0,,,,,262.0,,244.7,80.6,48.0,123.6,,,140.0,-441.0,-419.0,,,,,-395.0,,-412.3,-576.4,-609.0,-533.4,,,-517.0,True,,,,,True,,True,False,False,False,,,False
19067,524,78.0,127.0,,,,,153.0,,107.4,89.3,24.8,0.0,,,43.0,-446.0,-397.0,,,,,-371.0,,-416.6,-434.7,-499.2,-524.0,,,-481.0,True,,,,,True,,True,True,False,False,,,False
19069,306,42.0,0.0,,,,,84.0,,41.9,29.1,11.5,0.0,,,22.0,-264.0,-306.0,,,,,-222.0,,-264.1,-276.9,-294.5,-306.0,,,-284.0,False,,,,,True,,False,False,False,False,,,False
19071,177,150.0,171.0,,,,,48.0,,186.1,40.2,28.6,62.1,,,0.0,-27.0,-6.0,,,,,-129.0,,9.1,-136.8,-148.4,-114.9,,,-177.0,True,,,,,False,,True,False,False,False,,,False
19073,328,150.0,172.0,,,,,67.0,,214.3,28.5,66.2,16.8,,,195.0,-178.0,-156.0,,,,,-261.0,,-113.7,-299.5,-261.8,-311.2,,,-133.0,True,,,,,False,,True,False,False,False,,,True
19075,508,96.0,69.0,,,,,85.0,,86.8,59.4,16.4,0.0,,,83.0,-412.0,-439.0,,,,,-423.0,,-421.2,-448.6,-491.6,-508.0,,,-425.0,False,,,,,False,,False,False,False,False,,,False
19077,354,234.0,257.0,,,,,65.0,,264.8,87.0,69.4,160.2,,,98.0,-120.0,-97.0,,,,,-289.0,,-89.2,-267.0,-284.6,-193.8,,,-256.0,True,,,,,False,,True,False,False,False,,,False
19079,588,246.0,335.0,,,,,120.0,,239.5,88.6,72.4,160.8,,,400.0,-342.0,-253.0,,,,,-468.0,,-348.5,-499.4,-515.6,-427.2,,,-188.0,True,,,,,False,,False,False,False,False,,,True
19081,544,186.0,56.0,,,,,77.0,,226.3,34.2,135.9,100.4,,,187.0,-358.0,-488.0,,,,,-467.0,,-317.7,-509.8,-408.1,-443.6,,,-357.0,False,,,,,False,,True,False,False,False,,,True
19083,689,132.0,126.0,,,,,128.0,,113.7,77.2,197.5,168.6,,,52.0,-557.0,-563.0,,,,,-561.0,,-575.3,-611.8,-491.5,-520.4,,,-637.0,False,,,,,False,,False,False,True,True,,,False
19085,567,750.0,1140.0,,,,,165.0,,1184.7,33.6,819.1,257.5,,,477.0,183.0,573.0,,,,,-402.0,,617.7,-533.4,252.1,-309.5,,,-90.0,False,,,,,False,,False,False,False,False,,,True
19087,776,396.0,283.0,,,,,183.0,,361.6,114.7,100.8,0.5,,,81.0,-380.0,-493.0,,,,,-593.0,,-414.4,-661.3,-675.2,-775.5,,,-695.0,False,,,,,False,,False,False,False,False,,,False
19089,283,90.0,5.0,,,,,95.0,,75.5,37.0,19.8,0.0,,,110.0,-193.0,-278.0,,,,,-188.0,,-207.5,-246.0,-263.2,-283.0,,,-173.0,False,,,,,True,,False,False,False,False,,,True
19091,402,252.0,166.0,,,,,115.0,,231.3,50.3,218.5,114.7,,,232.0,-150.0,-236.0,,,,,-287.0,,-170.7,-351.7,-183.5,-287.3,,,-170.0,False,,,,,False,,False,False,False,False,,,False
19093,270,54.0,28.0,,,,,111.0,,81.1,28.1,7.9,0.0,,,37.0,-216.0,-242.0,,,,,-159.0,,-188.9,-241.8,-262.1,-270.0,,,-233.0,False,,,,,True,,True,False,False,False,,,False
19095,550,366.0,429.0,,,,,125.0,,523.3,92.2,121.7,164.2,,,428.0,-184.0,-121.0,,,,,-425.0,,-26.7,-457.8,-428.3,-385.8,,,-122.0,True,,,,,False,,True,False,False,False,,,True
19097,888,270.0,312.0,,,,,214.0,,311.2,83.3,134.0,225.3,,,180.0,-618.0,-576.0,,,,,-674.0,,-576.8,-804.7,-754.0,-662.7,,,-708.0,True,,,,,False,,True,False,False,False,,,False
19099,1040,294.0,148.0,,,,,274.0,,283.0,220.2,162.5,0.4,,,141.0,-746.0,-892.0,,,,,-766.0,,-757.0,-819.8,-877.5,-1039.6,,,-899.0,False,,,,,False,,False,False,False,False,,,False
19101,439,108.0,88.0,,,,,142.0,,170.7,49.4,24.9,73.4,,,268.0,-331.0,-351.0,,,,,-297.0,,-268.3,-389.6,-414.1,-365.6,,,-171.0,False,,,,,True,,True,False,False,False,,,True
19103,3510,1110.0,3232.0,,,,,1151.0,,814.7,317.5,840.1,0.3,1709.0,,8.0,-2400.0,-278.0,,,,,-2359.0,,-2695.3,-3192.5,-2669.9,-3509.7,-1801.0,,-3502.0,True,,,,,True,,False,False,False,False,True,,False
19105,1832,240.0,251.0,,,,,257.0,,232.6,108.4,71.6,183.6,,,116.0,-1592.0,-1581.0,,,,,-1575.0,,-1599.4,-1723.6,-1760.4,-1648.4,,,-1716.0,True,,,,,True,,False,False,False,False,,,False
19107,387,36.0,42.0,,,,,111.0,,34.9,23.1,4.9,40.9,,,10.0,-351.0,-345.0,,,,,-276.0,,-352.1,-363.9,-382.1,-346.1,,,-377.0,True,,,,,True,,False,False,False,True,,,False
19109,550,342.0,425.0,,,,,207.0,,417.4,123.3,143.7,267.1,,,304.0,-208.0,-125.0,,,,,-343.0,,-132.6,-426.7,-406.3,-282.9,,,-246.0,True,,,,,False,,True,False,False,False,,,False
19111,1092,444.0,824.0,,,,,268.0,,415.5,230.0,241.2,0.7,,,467.0,-648.0,-268.0,,,,,-824.0,,-676.5,-862.0,-850.8,-1091.3,,,-625.0,True,,,,,False,,False,False,False,False,,,True
19113,8429,1674.0,1335.0,,,,,1740.0,,1201.7,1755.8,1526.7,1890.3,741.6,,1045.0,-6755.0,-7094.0,,,,,-6689.0,,-7227.3,-6673.2,-6902.3,-6538.7,-7687.4,,-7384.0,False,,,,,True,,False,True,False,True,False,,False
19115,330,114.0,6.0,,,,,64.0,,70.1,29.6,17.9,31.0,,,76.0,-216.0,-324.0,,,,,-266.0,,-259.9,-300.4,-312.1,-299.0,,,-254.0,False,,,,,False,,False,False,False,False,,,False
19117,137,30.0,12.0,,,,,122.0,,21.6,43.4,2.5,0.0,,,9.0,-107.0,-125.0,,,,,-15.0,,-115.4,-93.6,-134.5,-137.0,,,-128.0,False,,,,,True,,False,True,False,False,,,False
19119,465,300.0,422.0,,,,,189.0,,313.7,101.2,70.6,0.0,,,42.0,-165.0,-43.0,,,,,-276.0,,-151.3,-363.8,-394.4,-465.0,,,-423.0,True,,,,,False,,True,False,False,False,,,False
19121,336,222.0,358.0,,,,,104.0,,240.6,98.5,109.2,144.2,,,103.0,-114.0,22.0,,,,,-232.0,,-95.4,-237.5,-226.8,-191.8,,,-233.0,True,,,,,False,,True,False,False,False,,,False
19123,665,360.0,283.0,,,,,214.0,,305.6,121.3,169.5,158.9,,,141.0,-305.0,-382.0,,,,,-451.0,,-359.4,-543.7,-495.5,-506.1,,,-524.0,False,,,,,False,,False,False,False,False,,,False
19125,1031,360.0,408.0,,,,,298.0,,305.1,232.6,224.5,12.7,,,322.0,-671.0,-623.0,,,,,-733.0,,-725.9,-798.4,-806.5,-1018.3,,,-709.0,True,,,,,False,,False,False,False,False,,,False
19127,1386,228.0,194.0,,,,,383.0,,191.6,117.4,48.3,50.2,221.3,,121.0,-1158.0,-1192.0,,,,,-1003.0,,-1194.4,-1268.6,-1337.7,-1335.8,-1164.7,,-1265.0,False,,,,,True,,False,False,False,False,False,,False
19129,682,366.0,556.0,,,,,152.0,,414.0,84.4,295.6,198.1,,,349.0,-316.0,-126.0,,,,,-530.0,,-268.0,-597.6,-386.4,-483.9,,,-333.0,True,,,,,False,,True,False,False,False,,,False
19131,497,42.0,6.0,,,,,82.0,,25.8,36.6,14.9,0.0,,,4.0,-455.0,-491.0,,,,,-415.0,,-471.2,-460.4,-482.1,-497.0,,,-493.0,False,,,,,True,,False,False,False,False,,,False
19133,191,120.0,85.0,,,,,128.0,,127.8,32.0,60.7,77.5,,,84.0,-71.0,-106.0,,,,,-63.0,,-63.2,-159.0,-130.3,-113.5,,,-107.0,False,,,,,True,,True,False,False,False,,,False
19135,221,192.0,25.0,,,,,100.0,,161.3,22.9,42.7,46.6,,,151.0,-29.0,-196.0,,,,,-121.0,,-59.7,-198.1,-178.3,-174.4,,,-70.0,False,,,,,False,,False,False,False,False,,,False
19137,277,138.0,108.0,,,,,68.0,,193.2,22.4,31.3,65.1,,,338.0,-139.0,-169.0,,,,,-209.0,,-83.8,-254.6,-245.7,-211.9,,,61.0,False,,,,,False,,True,False,False,False,,,True
19139,1414,318.0,387.0,,,,,302.0,,259.9,206.4,265.8,3.7,176.0,,199.0,-1096.0,-1027.0,,,,,-1112.0,,-1154.1,-1207.6,-1148.2,-1410.3,-1238.0,,-1215.0,True,,,,,False,,False,False,False,False,False,,False
19141,671,312.0,342.0,,,,,339.0,,312.3,123.6,236.2,0.0,,,203.0,-359.0,-329.0,,,,,-332.0,,-358.7,-547.4,-434.8,-671.0,,,-468.0,True,,,,,True,,True,False,False,False,,,False
19143,276,156.0,81.0,,,,,135.0,,105.9,32.3,47.7,0.0,,,23.0,-120.0,-195.0,,,,,-141.0,,-170.1,-243.7,-228.3,-276.0,,,-253.0,False,,,,,False,,False,False,False,False,,,False
19145,781,246.0,382.0,,,,,133.0,,298.7,68.6,67.7,0.0,,,91.0,-535.0,-399.0,,,,,-648.0,,-482.3,-712.4,-713.3,-781.0,,,-690.0,True,,,,,False,,True,False,False,False,,,False
19147,338,150.0,193.0,,,,,150.0,,154.6,82.5,66.6,0.0,,,44.0,-188.0,-145.0,,,,,-188.0,,-183.4,-255.5,-271.4,-338.0,,,-294.0,True,,,,,False,,True,False,False,False,,,False
19149,1200,648.0,434.0,,,,,456.0,,548.0,277.1,185.3,446.8,253.7,,90.0,-552.0,-766.0,,,,,-744.0,,-652.0,-922.9,-1014.7,-753.2,-946.3,,-1110.0,False,,,,,False,,False,False,False,False,False,,False
19151,316,84.0,0.0,,,,,62.0,,77.5,33.2,26.8,0.0,,,33.0,-232.0,-316.0,,,,,-254.0,,-238.5,-282.8,-289.2,-316.0,,,-283.0,False,,,,,False,,False,False,False,False,,,False
19153,13720,3756.0,3652.0,,,,,2963.0,,2376.6,2143.3,1874.5,110.5,3240.9,,2141.0,-9964.0,-10068.0,,,,,-10757.0,,-11343.4,-11576.6,-11845.5,-13609.5,-10479.1,,-11579.0,False,,,,,False,,False,False,False,False,False,,False
19155,3061,1686.0,2163.0,,,,,883.0,,1512.9,654.7,755.1,880.1,975.2,,1448.0,-1375.0,-898.0,,,,,-2178.0,,-1548.1,-2406.3,-2305.9,-2180.9,-2085.8,,-1613.0,True,,,,,False,,False,False,False,False,False,,False
19157,518,198.0,288.0,,,,,172.0,,212.5,82.8,94.2,27.1,,,99.0,-320.0,-230.0,,,,,-346.0,,-305.5,-435.2,-423.8,-490.9,,,-419.0,True,,,,,False,,True,False,False,False,,,False
19159,112,54.0,0.0,,,,,35.0,,78.3,24.7,42.3,,,,89.0,-58.0,-112.0,,,,,-77.0,,-33.7,-87.3,-69.7,,,,-23.0,False,,,,,False,,True,False,False,,,,True
19161,427,252.0,208.0,,,,,121.0,,238.3,105.3,114.8,0.0,,,173.0,-175.0,-219.0,,,,,-306.0,,-188.7,-321.7,-312.2,-427.0,,,-254.0,False,,,,,False,,False,False,False,False,,,False
19163,6546,1458.0,1260.0,,,,,1371.0,,1347.2,1367.0,1632.7,1209.7,597.3,,0.0,-5088.0,-5286.0,,,,,-5175.0,,-5198.8,-5179.0,-4913.3,-5336.3,-5948.7,,-6546.0,False,,,,,False,,False,False,True,False,False,,False
19165,404,138.0,103.0,,,,,131.0,,134.2,45.4,59.9,111.5,,,123.0,-266.0,-301.0,,,,,-273.0,,-269.8,-358.6,-344.1,-292.5,,,-281.0,False,,,,,False,,False,False,False,False,,,False
19167,1413,1236.0,1187.0,,,,,833.0,,942.6,548.7,760.2,24.0,629.6,,562.0,-177.0,-226.0,,,,,-580.0,,-470.4,-864.3,-652.8,-1389.0,-783.4,,-851.0,False,,,,,False,,False,False,False,False,False,,False
19169,2611,906.0,1992.0,,,,,700.0,,615.1,508.1,599.1,0.0,731.8,,259.0,-1705.0,-619.0,,,,,-1911.0,,-1995.9,-2102.9,-2011.9,-2611.0,-1879.2,,-2352.0,True,,,,,False,,False,False,False,False,False,,False
19171,597,342.0,250.0,,,,,116.0,,299.1,78.5,77.1,41.8,,,117.0,-255.0,-347.0,,,,,-481.0,,-297.9,-518.5,-519.9,-555.2,,,-480.0,False,,,,,False,,False,False,False,False,,,False
19173,217,192.0,125.0,,,,,50.0,,244.3,29.2,37.9,62.3,,,146.0,-25.0,-92.0,,,,,-167.0,,27.3,-187.8,-179.1,-154.7,,,-71.0,False,,,,,False,,False,False,False,False,,,False
19175,500,150.0,159.0,,,,,113.0,,197.8,61.0,226.9,69.7,,,11.0,-350.0,-341.0,,,,,-387.0,,-302.2,-439.0,-273.1,-430.3,,,-489.0,True,,,,,False,,True,False,True,False,,,False
19177,186,84.0,43.0,,,,,69.0,,83.7,14.3,15.9,0.0,,,75.0,-102.0,-143.0,,,,,-117.0,,-102.3,-171.7,-170.1,-186.0,,,-111.0,False,,,,,False,,False,False,False,False,,,False
19179,956,246.0,232.0,,,,,440.0,,195.0,232.1,49.6,1.2,280.0,,119.0,-710.0,-724.0,,,,,-516.0,,-761.0,-723.9,-906.4,-954.8,-676.0,,-837.0,False,,,,,True,,False,False,False,False,True,,False
19181,1449,288.0,368.0,,,,,334.0,,228.2,178.6,121.9,361.5,,,331.0,-1161.0,-1081.0,,,,,-1115.0,,-1220.8,-1270.4,-1327.1,-1087.5,,,-1118.0,True,,,,,True,,False,False,False,True,,,True
19183,696,246.0,301.0,,,,,164.0,,236.9,122.1,43.1,207.4,,,108.0,-450.0,-395.0,,,,,-532.0,,-459.1,-573.9,-652.9,-488.6,,,-588.0,True,,,,,False,,False,False,False,False,,,False
19185,179,60.0,0.0,,,,,60.0,,66.5,24.6,13.3,20.7,,,102.0,-119.0,-179.0,,,,,-119.0,,-112.5,-154.4,-165.7,-158.3,,,-77.0,False,,,,,False,,True,False,False,False,,,True
19187,1727,948.0,991.0,,,,,415.0,,878.0,350.6,252.4,4.3,536.2,,527.0,-779.0,-736.0,,,,,-1312.0,,-849.0,-1376.4,-1474.6,-1722.7,-1190.8,,-1200.0,True,,,,,False,,False,False,False,False,False,,False
19189,501,144.0,160.0,,,,,85.0,,126.6,61.3,27.0,0.0,,,44.0,-357.0,-341.0,,,,,-416.0,,-374.4,-439.7,-474.0,-501.0,,,-457.0,True,,,,,False,,False,False,False,False,,,False
19191,501,174.0,170.0,,,,,217.0,,158.9,55.3,43.6,0.0,,,162.0,-327.0,-331.0,,,,,-284.0,,-342.1,-445.7,-457.4,-501.0,,,-339.0,False,,,,,True,,False,False,False,False,,,False
19193,3475,2544.0,2154.0,,,,,1575.0,,2066.6,1553.2,946.2,63.2,835.4,,5.0,-931.0,-1321.0,,,,,-1900.0,,-1408.4,-1921.8,-2528.8,-3411.8,-2639.6,,-3470.0,False,,,,,False,,False,False,False,False,False,,False
19195,213,18.0,4.0,,,,,52.0,,28.4,23.1,2.2,0.0,,,8.0,-195.0,-209.0,,,,,-161.0,,-184.6,-189.9,-210.8,-213.0,,,-205.0,False,,,,,True,,True,True,False,False,,,False
19197,480,252.0,1.0,,,,,108.0,,207.6,117.2,66.6,13.9,,,340.0,-228.0,-479.0,,,,,-372.0,,-272.4,-362.8,-413.4,-466.1,,,-140.0,False,,,,,False,,False,False,False,False,,,True
20001,201,318.0,464.0,,,,,65.0,,3339.0,36.9,,,,,543.0,117.0,263.0,,,,,-136.0,,3138.0,-164.1,,,,,342.0,False,,,,,False,,False,False,,,,,False
20003,253,60.0,42.0,,,,,63.0,,72.3,21.0,10.4,,,,43.0,-193.0,-211.0,,,,,-190.0,,-180.7,-232.0,-242.6,,,,-210.0,False,,,,,True,,True,False,False,,,,False
20005,377,204.0,85.0,,,,,124.0,,285.3,91.3,0.6,119.1,,,342.0,-173.0,-292.0,,,,,-253.0,,-91.7,-285.7,-376.4,-257.9,,,-35.0,False,,,,,False,,True,False,False,False,,,True
20007,151,48.0,0.0,,,,,28.0,,210.8,3.7,0.3,,,,195.0,-103.0,-151.0,,,,,-123.0,,59.8,-147.3,-150.7,,,,44.0,False,,,,,False,,True,False,False,,,,True
20009,848,390.0,367.0,,,,,306.0,,486.4,163.1,35.5,220.9,,,415.0,-458.0,-481.0,,,,,-542.0,,-361.6,-684.9,-812.5,-627.1,,,-433.0,False,,,,,False,,True,False,False,False,,,True
20011,237,324.0,652.0,,,,,169.0,,639.1,42.8,44.7,105.3,,,383.0,87.0,415.0,,,,,-68.0,,402.1,-194.2,-192.3,-131.7,,,146.0,False,,,,,True,,False,False,False,False,,,False
20013,439,162.0,145.0,,,,,76.0,,214.9,35.4,4.3,26.8,,,111.0,-277.0,-294.0,,,,,-363.0,,-224.1,-403.6,-434.7,-412.2,,,-328.0,False,,,,,False,,True,False,False,False,,,False
20015,1678,558.0,1039.0,,,,,344.0,,640.8,257.1,45.6,412.5,,,857.0,-1120.0,-639.0,,,,,-1334.0,,-1037.2,-1420.9,-1632.4,-1265.5,,,-821.0,True,,,,,False,,True,False,False,False,,,True
20017,58,30.0,0.0,,,,,20.0,,23.3,4.5,3.4,,,,45.0,-28.0,-58.0,,,,,-38.0,,-34.7,-53.5,-54.6,,,,-13.0,False,,,,,False,,False,False,False,,,,True
20019,39,30.0,0.0,,,,,24.0,,82.7,4.9,0.3,,,,110.0,-9.0,-39.0,,,,,-15.0,,43.7,-34.1,-38.7,,,,71.0,False,,,,,False,,False,False,False,,,,False
20021,445,228.0,100.0,,,,,360.0,,173.6,74.0,45.6,0.1,,,64.0,-217.0,-345.0,,,,,-85.0,,-271.4,-371.0,-399.4,-444.9,,,-381.0,False,,,,,True,,False,False,False,False,,,False
20023,116,54.0,0.0,,,,,26.0,,76.9,13.6,3.6,,,,20.0,-62.0,-116.0,,,,,-90.0,,-39.1,-102.4,-112.4,,,,-96.0,False,,,,,False,,True,False,False,,,,False
20025,43,12.0,0.0,,,,,24.0,,16.2,0.9,2.5,,,,43.0,-31.0,-43.0,,,,,-19.0,,-26.8,-42.1,-40.5,,,,0.0,False,,,,,True,,True,False,False,,,,True
20027,347,0.0,0.0,,,,,72.0,,2.7,18.1,4.4,,,,58.0,-347.0,-347.0,,,,,-275.0,,-344.3,-328.9,-342.6,,,,-289.0,False,,,,,True,,True,True,True,,,,True
20029,412,78.0,0.0,,,,,100.0,,87.6,17.9,6.4,,,,296.0,-334.0,-412.0,,,,,-312.0,,-324.4,-394.1,-405.6,,,,-116.0,False,,,,,True,,True,False,False,,,,True
