,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
20187,52,0.0,,0.0,,,,,28.0,,2.0,3.3,,1.1,,,,0.0,-52.0,,-52.0,,,,,-24.0,,-50.0,-48.7,,-50.9,,,,-52.0,,False,,,,,True,,True,True,,True,,,,False
20189,194,65.0,,35.0,,,,,113.0,,81.3,22.2,,7.3,0.0,,,46.0,-129.0,,-159.0,,,,,-81.0,,-112.7,-171.8,,-186.7,-194.0,,,-148.0,,False,,,,,True,,True,False,,False,False,,,False
20191,416,70.0,,70.0,,,,,190.0,,104.8,53.9,,7.1,78.2,,,226.0,-346.0,,-346.0,,,,,-226.0,,-311.2,-362.1,,-408.9,-337.8,,,-190.0,,False,,,,,True,,True,False,,False,True,,,True
20193,361,270.0,,158.0,,,,,139.0,,337.4,17.9,,,36.1,,,0.0,-91.0,,-203.0,,,,,-222.0,,-23.6,-343.1,,,-324.9,,,-361.0,,False,,,,,False,,True,False,,,False,,,False
20195,118,35.0,,0.0,,,,,34.0,,30.1,8.2,,2.8,,,,47.0,-83.0,,-118.0,,,,,-84.0,,-87.9,-109.8,,-115.2,,,,-71.0,,False,,,,,False,,False,False,,False,,,,True
20197,200,20.0,,0.0,,,,,44.0,,24.7,11.1,,2.4,,,,125.0,-180.0,,-200.0,,,,,-156.0,,-175.3,-188.9,,-197.6,,,,-75.0,,False,,,,,True,,True,False,,False,,,,True
20199,106,40.0,,,,,,,28.0,,27.3,3.6,,,,,,36.0,-66.0,,,,,,,-78.0,,-78.7,-102.4,,,,,,-70.0,,,,,,,False,,False,False,,,,,,False
20201,236,10.0,,0.0,,,,,55.0,,24.0,9.6,,,,,,8.0,-226.0,,-236.0,,,,,-181.0,,-212.0,-226.4,,,,,,-228.0,,False,,,,,True,,True,False,,,,,,False
20203,104,45.0,,0.0,,,,,30.0,,28.7,1.3,,,,,,73.0,-59.0,,-104.0,,,,,-74.0,,-75.3,-102.7,,,,,,-31.0,,False,,,,,False,,False,False,,,,,,True
20205,138,125.0,,20.0,,,,,74.0,,92.8,21.8,,9.5,32.7,,,219.0,-13.0,,-118.0,,,,,-64.0,,-45.2,-116.2,,-128.5,-105.3,,,81.0,,False,,,,,False,,False,False,,False,False,,,False
20207,34,10.0,,0.0,,,,,33.0,,44.7,1.1,,0.7,,,,2.0,-24.0,,-34.0,,,,,-1.0,,10.7,-32.9,,-33.3,,,,-32.0,,False,,,,,True,,True,False,,False,,,,False
20209,2618,1795.0,,1776.0,,,,,1660.0,,1166.6,632.7,,639.2,13.8,,868.0,1164.0,-823.0,,-842.0,,,,,-958.0,,-1451.4,-1985.3,,-1978.8,-2604.2,,-1750.0,-1454.0,,False,,,,,False,,False,False,,False,False,,False,False
21001,245,300.0,,231.0,,,,,223.0,,436.5,63.9,,172.3,74.4,,,269.0,55.0,,-14.0,,,,,-22.0,,191.5,-181.1,,-72.7,-170.6,,,24.0,,True,,,,,True,,False,False,,False,False,,,True
21003,191,175.0,,193.0,,,,,200.0,,182.7,194.7,,31.2,0.9,,,72.0,-16.0,,2.0,,,,,9.0,,-8.3,3.7,,-159.8,-190.1,,,-119.0,,True,,,,,True,,True,True,,False,False,,,False
21005,223,155.0,,192.0,,,,,95.0,,146.8,71.3,,25.0,143.7,,,108.0,-68.0,,-31.0,,,,,-128.0,,-76.2,-151.7,,-198.0,-79.3,,,-115.0,,True,,,,,False,,False,False,,False,False,,,False
21007,66,30.0,,23.0,,,,,49.0,,3.4,15.7,,5.9,,,,20.0,-36.0,,-43.0,,,,,-17.0,,-62.6,-50.3,,-60.1,,,,-46.0,,False,,,,,True,,False,False,,False,,,,False
21009,861,470.0,,161.0,,,,,389.0,,203.9,254.4,,274.0,171.4,,,511.0,-391.0,,-700.0,,,,,-472.0,,-657.1,-606.6,,-587.0,-689.6,,,-350.0,,False,,,,,False,,False,False,,False,False,,,True
21011,128,45.0,,33.0,,,,,91.0,,24.6,23.6,,5.4,14.5,,,105.0,-83.0,,-95.0,,,,,-37.0,,-103.4,-104.4,,-122.6,-113.5,,,-23.0,,False,,,,,True,,False,False,,False,False,,,True
21013,554,200.0,,212.0,,,,,294.0,,166.1,159.8,,123.7,0.2,,,202.0,-354.0,,-342.0,,,,,-260.0,,-387.9,-394.2,,-430.3,-553.8,,,-352.0,,True,,,,,True,,False,False,,False,False,,,True
21015,2001,630.0,,785.0,,,,,786.0,,548.8,849.2,,156.4,647.4,,446.6,935.0,-1371.0,,-1216.0,,,,,-1215.0,,-1452.2,-1151.8,,-1844.6,-1353.6,,-1554.4,-1066.0,,True,,,,,True,,False,True,,False,True,,False,True
21017,218,170.0,,187.0,,,,,152.0,,227.1,76.7,,90.5,97.4,,,183.0,-48.0,,-31.0,,,,,-66.0,,9.1,-141.3,,-127.5,-120.6,,,-35.0,,True,,,,,False,,True,False,,False,False,,,True
21019,873,180.0,,91.0,,,,,308.0,,199.1,160.2,,49.6,206.6,,,80.0,-693.0,,-782.0,,,,,-565.0,,-673.9,-712.8,,-823.4,-666.4,,,-793.0,,False,,,,,True,,True,False,,False,True,,,False
21021,406,260.0,,428.0,,,,,238.0,,324.3,99.7,,72.0,81.6,,,562.0,-146.0,,22.0,,,,,-168.0,,-81.7,-306.3,,-334.0,-324.4,,,156.0,,True,,,,,False,,True,False,,False,False,,,False
21023,72,40.0,,24.0,,,,,53.0,,19.4,8.5,,6.4,,,,307.0,-32.0,,-48.0,,,,,-19.0,,-52.6,-63.5,,-65.6,,,,235.0,,False,,,,,True,,False,False,,False,,,,False
21025,184,40.0,,32.0,,,,,98.0,,29.5,37.3,,1.8,1.3,,,36.0,-144.0,,-152.0,,,,,-86.0,,-154.5,-146.7,,-182.2,-182.7,,,-148.0,,False,,,,,True,,False,False,,False,False,,,False
21027,240,115.0,,121.0,,,,,111.0,,102.0,55.0,,22.7,65.7,,,68.0,-125.0,,-119.0,,,,,-129.0,,-138.0,-185.0,,-217.3,-174.3,,,-172.0,,True,,,,,False,,False,False,,False,False,,,False
21029,1318,735.0,,1281.0,,,,,474.0,,744.3,468.3,,700.0,270.0,,564.0,1633.0,-583.0,,-37.0,,,,,-844.0,,-573.7,-849.7,,-618.0,-1048.0,,-754.0,315.0,,True,,,,,False,,True,False,,False,False,,False,True
21031,120,105.0,,27.0,,,,,108.0,,69.9,53.9,,34.5,10.1,,,27.0,-15.0,,-93.0,,,,,-12.0,,-50.1,-66.1,,-85.5,-109.9,,,-93.0,,False,,,,,True,,False,False,,False,False,,,False
21033,248,220.0,,193.0,,,,,117.0,,236.0,35.3,,37.6,55.5,,,274.0,-28.0,,-55.0,,,,,-131.0,,-12.0,-212.7,,-210.4,-192.5,,,26.0,,False,,,,,False,,True,False,,False,False,,,True
21035,682,450.0,,607.0,,,,,347.0,,719.6,161.7,,117.1,227.4,,,332.0,-232.0,,-75.0,,,,,-335.0,,37.6,-520.3,,-564.9,-454.6,,,-350.0,,True,,,,,False,,True,False,,False,False,,,False
21037,1395,465.0,,929.0,,,,,679.0,,370.3,327.3,,273.8,495.2,,,755.0,-930.0,,-466.0,,,,,-716.0,,-1024.7,-1067.7,,-1121.2,-899.8,,,-640.0,,True,,,,,True,,False,False,,False,True,,,True
21039,81,60.0,,32.0,,,,,47.0,,20.5,14.2,,10.7,,,,77.0,-21.0,,-49.0,,,,,-34.0,,-60.5,-66.8,,-70.3,,,,-4.0,,False,,,,,False,,False,False,,False,,,,True
21041,89,10.0,,0.0,,,,,95.0,,22.8,14.2,,4.7,0.0,,,93.0,-79.0,,-89.0,,,,,6.0,,-66.2,-74.8,,-84.3,-89.0,,,4.0,,False,,,,,True,,True,True,,False,False,,,True
21043,326,160.0,,182.0,,,,,205.0,,359.0,131.7,,44.9,126.0,,,100.0,-166.0,,-144.0,,,,,-121.0,,33.0,-194.3,,-281.1,-200.0,,,-226.0,,True,,,,,True,,True,False,,False,False,,,False
21045,168,30.0,,0.0,,,,,108.0,,22.9,23.6,,7.2,4.3,,,8.0,-138.0,,-168.0,,,,,-60.0,,-145.1,-144.4,,-160.8,-163.7,,,-160.0,,False,,,,,True,,False,False,,False,False,,,False
21047,1012,685.0,,589.0,,,,,653.0,,659.9,393.2,,198.8,0.5,,532.5,500.0,-327.0,,-423.0,,,,,-359.0,,-352.1,-618.8,,-813.2,-1011.5,,-479.5,-512.0,,False,,,,,False,,False,False,,False,False,,False,False
21049,365,205.0,,296.0,,,,,237.0,,223.9,100.9,,51.5,81.4,,,224.0,-160.0,,-69.0,,,,,-128.0,,-141.1,-264.1,,-313.5,-283.6,,,-141.0,,True,,,,,True,,True,False,,False,False,,,True
21051,497,305.0,,276.0,,,,,205.0,,160.4,133.9,,266.3,1.8,,,344.0,-192.0,,-221.0,,,,,-292.0,,-336.6,-363.1,,-230.7,-495.2,,,-153.0,,False,,,,,False,,False,False,,False,False,,,True
21053,166,165.0,,209.0,,,,,148.0,,177.1,39.9,,42.9,26.0,,,65.0,-1.0,,43.0,,,,,-18.0,,11.1,-126.2,,-123.1,-140.0,,,-101.0,,False,,,,,False,,False,False,,False,False,,,False
21055,71,75.0,,1.0,,,,,81.0,,46.0,20.8,,15.3,3.9,,,124.0,4.0,,-70.0,,,,,10.0,,-25.0,-50.2,,-55.7,-67.1,,,53.0,,False,,,,,False,,False,False,,False,False,,,False
21057,91,35.0,,0.0,,,,,65.0,,16.1,7.4,,13.6,0.3,,,26.0,-56.0,,-91.0,,,,,-26.0,,-74.9,-83.6,,-77.4,-90.7,,,-65.0,,False,,,,,True,,False,False,,False,False,,,False
21059,1265,495.0,,214.0,,,,,757.0,,599.8,644.8,,308.8,310.1,,382.8,201.0,-770.0,,-1051.0,,,,,-508.0,,-665.2,-620.2,,-956.2,-954.9,,-882.2,-1064.0,,False,,,,,True,,True,True,,False,False,,False,False
21061,172,55.0,,50.0,,,,,78.0,,43.6,30.3,,6.4,36.0,,,23.0,-117.0,,-122.0,,,,,-94.0,,-128.4,-141.7,,-165.6,-136.0,,,-149.0,,False,,,,,True,,False,False,,False,False,,,False
21063,498,20.0,,69.0,,,,,43.0,,157.4,33.5,,7.1,,,,87.0,-478.0,,-429.0,,,,,-455.0,,-340.6,-464.5,,-490.9,,,,-411.0,,True,,,,,True,,True,True,,False,,,,True
21065,166,105.0,,77.0,,,,,153.0,,173.5,122.7,,26.9,0.0,,,111.0,-61.0,,-89.0,,,,,-13.0,,7.5,-43.3,,-139.1,-166.0,,,-55.0,,False,,,,,True,,True,True,,False,False,,,True
21067,5423,3675.0,,8877.0,,,,,2624.0,,4344.3,2400.8,,1868.2,80.7,,2298.7,525.0,-1748.0,,3454.0,,,,,-2799.0,,-1078.7,-3022.2,,-3554.8,-5342.3,,-3124.3,-4898.0,,False,,,,,False,,True,False,,False,False,,False,False
21069,175,120.0,,172.0,,,,,107.0,,73.3,45.7,,109.7,23.4,,,160.0,-55.0,,-3.0,,,,,-68.0,,-101.7,-129.3,,-65.3,-151.6,,,-15.0,,True,,,,,False,,False,False,,False,False,,,True
21071,758,185.0,,366.0,,,,,227.0,,210.4,101.5,,113.2,112.7,,,341.0,-573.0,,-392.0,,,,,-531.0,,-547.6,-656.5,,-644.8,-645.3,,,-417.0,,True,,,,,True,,True,False,,False,False,,,True
21073,455,135.0,,52.0,,,,,353.0,,127.6,143.5,,28.6,23.9,,,36.0,-320.0,,-403.0,,,,,-102.0,,-327.4,-311.5,,-426.4,-431.1,,,-419.0,,False,,,,,True,,False,True,,False,False,,,False
21075,64,90.0,,87.0,,,,,59.0,,152.0,45.0,,11.1,22.8,,,91.0,26.0,,23.0,,,,,-5.0,,88.0,-19.0,,-52.9,-41.2,,,27.0,,True,,,,,True,,False,True,,False,False,,,False
21077,68,35.0,,72.0,,,,,54.0,,38.9,17.3,,1.2,18.7,,,235.0,-33.0,,4.0,,,,,-14.0,,-29.1,-50.7,,-66.8,-49.3,,,167.0,,True,,,,,True,,True,False,,False,False,,,False
21079,259,175.0,,226.0,,,,,117.0,,168.8,71.9,,177.6,47.7,,,164.0,-84.0,,-33.0,,,,,-142.0,,-90.2,-187.1,,-81.4,-211.3,,,-95.0,,True,,,,,False,,False,False,,True,False,,,False
21081,326,70.0,,113.0,,,,,195.0,,112.4,78.0,,10.2,111.7,,,65.0,-256.0,,-213.0,,,,,-131.0,,-213.6,-248.0,,-315.8,-214.3,,,-261.0,,True,,,,,True,,True,True,,False,True,,,False
21083,713,100.0,,108.0,,,,,397.0,,169.2,131.5,,16.2,34.8,,,55.0,-613.0,,-605.0,,,,,-316.0,,-543.8,-581.5,,-696.8,-678.2,,,-658.0,,True,,,,,True,,True,True,,False,False,,,False
21085,381,110.0,,35.0,,,,,181.0,,121.3,112.1,,42.9,35.0,,,411.0,-271.0,,-346.0,,,,,-200.0,,-259.7,-268.9,,-338.1,-346.0,,,30.0,,False,,,,,True,,True,True,,False,False,,,True
21087,153,80.0,,1.0,,,,,96.0,,75.3,43.5,,22.2,0.0,,,50.0,-73.0,,-152.0,,,,,-57.0,,-77.7,-109.5,,-130.8,-153.0,,,-103.0,,False,,,,,True,,False,False,,False,False,,,False
21089,538,310.0,,375.0,,,,,297.0,,279.1,129.9,,144.7,123.6,,,267.0,-228.0,,-163.0,,,,,-241.0,,-258.9,-408.1,,-393.3,-414.4,,,-271.0,,True,,,,,False,,False,False,,False,False,,,False
21091,162,55.0,,70.0,,,,,50.0,,64.2,27.2,,12.3,37.7,,,28.0,-107.0,,-92.0,,,,,-112.0,,-97.8,-134.8,,-149.7,-124.3,,,-134.0,,True,,,,,False,,True,False,,False,False,,,False
21093,2044,800.0,,1257.0,,,,,689.0,,723.9,430.0,,235.4,559.1,,750.7,1301.0,-1244.0,,-787.0,,,,,-1355.0,,-1320.1,-1614.0,,-1808.6,-1484.9,,-1293.3,-743.0,,True,,,,,False,,False,False,,False,False,,False,True
21095,250,195.0,,141.0,,,,,261.0,,155.7,158.2,,120.0,0.0,,,59.0,-55.0,,-109.0,,,,,11.0,,-94.3,-91.8,,-130.0,-250.0,,,-191.0,,False,,,,,True,,False,False,,False,False,,,False
21097,168,165.0,,223.0,,,,,188.0,,210.4,27.6,,38.6,49.1,,,155.0,-3.0,,55.0,,,,,20.0,,42.4,-140.4,,-129.4,-118.9,,,-13.0,,False,,,,,False,,False,False,,False,False,,,False
21099,431,260.0,,395.0,,,,,152.0,,255.5,74.9,,111.4,70.7,,,618.0,-171.0,,-36.0,,,,,-279.0,,-175.5,-356.1,,-319.6,-360.3,,,187.0,,True,,,,,False,,False,False,,False,False,,,False
21101,677,630.0,,544.0,,,,,341.0,,1141.6,410.1,,480.9,531.2,,891.9,366.0,-47.0,,-133.0,,,,,-336.0,,464.6,-266.9,,-196.1,-145.8,,214.9,-311.0,,False,,,,,False,,False,False,,False,False,,False,False
21103,220,75.0,,56.0,,,,,96.0,,82.1,53.2,,19.0,34.9,,,63.0,-145.0,,-164.0,,,,,-124.0,,-137.9,-166.8,,-201.0,-185.1,,,-157.0,,False,,,,,True,,True,False,,False,False,,,False
21105,55,40.0,,0.0,,,,,35.0,,52.6,15.8,,19.6,,,,24.0,-15.0,,-55.0,,,,,-20.0,,-2.4,-39.2,,-35.4,,,,-31.0,,False,,,,,False,,True,False,,False,,,,False
21107,722,490.0,,911.0,,,,,373.0,,904.1,291.0,,371.6,210.9,,,387.0,-232.0,,189.0,,,,,-349.0,,182.1,-431.0,,-350.4,-511.1,,,-335.0,,True,,,,,False,,True,False,,False,False,,,False
21109,203,85.0,,54.0,,,,,141.0,,58.9,27.8,,26.3,0.0,,,85.0,-118.0,,-149.0,,,,,-62.0,,-144.1,-175.2,,-176.7,-203.0,,,-118.0,,False,,,,,True,,False,False,,False,False,,,False
21111,13494,7100.0,,10231.0,,,,,4577.0,,4507.5,5152.6,,4212.2,5358.4,,5477.9,5218.0,-6394.0,,-3263.0,,,,,-8917.0,,-8986.5,-8341.4,,-9281.8,-8135.6,,-8016.1,-8276.0,,True,,,,,False,,False,False,,False,False,,False,False
21113,714,465.0,,1007.0,,,,,390.0,,591.7,177.8,,255.4,265.1,,,0.0,-249.0,,293.0,,,,,-324.0,,-122.3,-536.2,,-458.6,-448.9,,,-714.0,,False,,,,,False,,True,False,,False,False,,,False
21115,420,210.0,,456.0,,,,,175.0,,252.9,52.5,,120.7,42.0,,,304.0,-210.0,,36.0,,,,,-245.0,,-167.1,-367.4,,-299.3,-378.0,,,-116.0,,True,,,,,False,,True,False,,False,False,,,True
21117,2312,635.0,,826.0,,,,,1224.0,,517.6,559.7,,245.1,771.8,,396.1,899.0,-1677.0,,-1486.0,,,,,-1088.0,,-1794.4,-1752.3,,-2066.9,-1540.2,,-1915.9,-1413.0,,True,,,,,True,,False,False,,False,True,,False,True
21119,220,195.0,,146.0,,,,,74.0,,131.8,92.9,,62.3,0.0,,,88.0,-25.0,,-74.0,,,,,-146.0,,-88.2,-127.1,,-157.7,-220.0,,,-132.0,,False,,,,,False,,False,False,,False,False,,,False
21121,439,495.0,,759.0,,,,,448.0,,778.0,131.7,,295.4,93.6,,,788.0,56.0,,320.0,,,,,9.0,,339.0,-307.3,,-143.6,-345.4,,,349.0,,False,,,,,True,,False,False,,False,False,,,False
21123,290,225.0,,344.0,,,,,94.0,,343.9,51.8,,68.4,56.8,,,378.0,-65.0,,54.0,,,,,-196.0,,53.9,-238.2,,-221.6,-233.2,,,88.0,,True,,,,,False,,True,False,,False,False,,,False
21125,1041,465.0,,248.0,,,,,668.0,,545.3,230.6,,178.8,5.4,,157.3,302.0,-576.0,,-793.0,,,,,-373.0,,-495.7,-810.4,,-862.2,-1035.6,,-883.7,-739.0,,False,,,,,True,,True,False,,False,False,,False,False
21127,223,180.0,,375.0,,,,,81.0,,723.8,49.2,,68.7,1.1,,,187.0,-43.0,,152.0,,,,,-142.0,,500.8,-173.8,,-154.3,-221.9,,,-36.0,,False,,,,,False,,False,False,,False,False,,,True
21129,811,85.0,,170.0,,,,,40.0,,53.9,13.1,,8.2,,,,205.0,-726.0,,-641.0,,,,,-771.0,,-757.1,-798.0,,-802.8,,,,-606.0,,True,,,,,False,,False,False,,False,,,,True
21131,86,55.0,,75.0,,,,,67.0,,66.3,34.5,,16.9,0.0,,,13.0,-31.0,,-11.0,,,,,-19.0,,-19.7,-51.5,,-69.1,-86.0,,,-73.0,,True,,,,,True,,True,False,,False,False,,,False
21133,188,170.0,,149.0,,,,,108.0,,562.8,134.0,,113.9,1.7,,,73.0,-18.0,,-39.0,,,,,-80.0,,374.8,-54.0,,-74.1,-186.3,,,-115.0,,False,,,,,False,,False,False,,False,False,,,False
21135,192,60.0,,0.0,,,,,69.0,,70.9,34.6,,14.3,0.0,,,56.0,-132.0,,-192.0,,,,,-123.0,,-121.1,-157.4,,-177.7,-192.0,,,-136.0,,False,,,,,True,,True,False,,False,False,,,False
21137,277,140.0,,142.0,,,,,195.0,,134.4,98.9,,57.2,79.5,,,76.0,-137.0,,-135.0,,,,,-82.0,,-142.6,-178.1,,-219.8,-197.5,,,-201.0,,True,,,,,True,,False,False,,False,False,,,False
21139,128,90.0,,57.0,,,,,57.0,,54.5,28.2,,15.6,18.0,,,126.0,-38.0,,-71.0,,,,,-71.0,,-73.5,-99.8,,-112.4,-110.0,,,-2.0,,False,,,,,False,,False,False,,False,False,,,True
21141,441,290.0,,210.0,,,,,252.0,,239.4,132.9,,98.6,1.1,,,231.0,-151.0,,-231.0,,,,,-189.0,,-201.6,-308.1,,-342.4,-439.9,,,-210.0,,False,,,,,False,,False,False,,False,False,,,False
21143,83,35.0,,28.0,,,,,50.0,,46.3,15.2,,10.8,,,,68.0,-48.0,,-55.0,,,,,-33.0,,-36.7,-67.8,,-72.2,,,,-15.0,,False,,,,,True,,True,False,,False,,,,True
21145,1314,510.0,,902.0,,,,,606.0,,423.1,310.2,,218.5,259.4,,,736.0,-804.0,,-412.0,,,,,-708.0,,-890.9,-1003.8,,-1095.5,-1054.6,,,-578.0,,True,,,,,True,,False,False,,False,False,,,True
21147,112,75.0,,77.0,,,,,130.0,,70.5,40.2,,18.8,0.0,,,26.0,-37.0,,-35.0,,,,,18.0,,-41.5,-71.8,,-93.2,-112.0,,,-86.0,,True,,,,,True,,False,False,,False,False,,,False
21149,228,135.0,,151.0,,,,,51.0,,135.7,33.8,,50.9,42.7,,,79.0,-93.0,,-77.0,,,,,-177.0,,-92.3,-194.2,,-177.1,-185.3,,,-149.0,,True,,,,,False,,True,False,,False,False,,,False
21151,1189,755.0,,970.0,,,,,730.0,,618.4,313.4,,164.9,8.2,,979.7,487.0,-434.0,,-219.0,,,,,-459.0,,-570.6,-875.6,,-1024.1,-1180.8,,-209.3,-702.0,,True,,,,,False,,False,False,,False,False,,True,False
21153,245,70.0,,83.0,,,,,81.0,,73.5,52.9,,43.6,17.5,,,76.0,-175.0,,-162.0,,,,,-164.0,,-171.5,-192.1,,-201.4,-227.5,,,-169.0,,True,,,,,True,,True,False,,False,False,,,True
21155,535,310.0,,549.0,,,,,135.0,,314.4,58.7,,117.7,90.8,,,304.0,-225.0,,14.0,,,,,-400.0,,-220.6,-476.3,,-417.3,-444.2,,,-231.0,,True,,,,,False,,True,False,,False,False,,,False
21157,429,215.0,,183.0,,,,,223.0,,236.7,109.6,,50.4,113.0,,,200.0,-214.0,,-246.0,,,,,-206.0,,-192.3,-319.4,,-378.6,-316.0,,,-229.0,,False,,,,,True,,True,False,,False,False,,,False
21159,243,120.0,,203.0,,,,,37.0,,122.2,51.3,,55.0,17.7,,,236.0,-123.0,,-40.0,,,,,-206.0,,-120.8,-191.7,,-188.0,-225.3,,,-7.0,,True,,,,,False,,True,False,,False,False,,,True
21161,195,50.0,,26.0,,,,,143.0,,75.1,42.1,,17.0,53.7,,,52.0,-145.0,,-169.0,,,,,-52.0,,-119.9,-152.9,,-178.0,-141.3,,,-143.0,,False,,,,,True,,True,False,,False,True,,,True
21163,302,185.0,,216.0,,,,,135.0,,269.0,127.2,,45.2,95.8,,,224.0,-117.0,,-86.0,,,,,-167.0,,-33.0,-174.8,,-256.8,-206.2,,,-78.0,,True,,,,,False,,True,False,,False,False,,,True
21165,39,40.0,,55.0,,,,,39.0,,54.8,17.9,,7.5,,,,22.0,1.0,,16.0,,,,,0.0,,15.8,-21.1,,-31.5,,,,-17.0,,False,,,,,True,,False,False,,False,,,,False
21167,274,150.0,,108.0,,,,,138.0,,144.1,80.0,,46.8,71.8,,,87.0,-124.0,,-166.0,,,,,-136.0,,-129.9,-194.0,,-227.2,-202.2,,,-187.0,,False,,,,,False,,False,False,,False,False,,,False
21169,187,105.0,,101.0,,,,,61.0,,81.7,41.0,,41.1,31.6,,,65.0,-82.0,,-86.0,,,,,-126.0,,-105.3,-146.0,,-145.9,-155.4,,,-122.0,,False,,,,,False,,False,False,,False,False,,,False
21171,408,90.0,,36.0,,,,,112.0,,60.1,37.7,,28.2,0.0,,,137.0,-318.0,,-372.0,,,,,-296.0,,-347.9,-370.3,,-379.8,-408.0,,,-271.0,,False,,,,,True,,False,False,,False,False,,,True
21173,434,200.0,,264.0,,,,,302.0,,217.5,73.8,,40.6,30.0,,,303.0,-234.0,,-170.0,,,,,-132.0,,-216.5,-360.2,,-393.4,-404.0,,,-131.0,,True,,,,,True,,True,False,,False,False,,,True
21175,168,20.0,,46.0,,,,,99.0,,254.9,40.4,,0.6,0.2,,,28.0,-148.0,,-122.0,,,,,-69.0,,86.9,-127.6,,-167.4,-167.8,,,-140.0,,True,,,,,True,,True,True,,False,False,,,True
21177,359,320.0,,240.0,,,,,249.0,,241.0,177.8,,229.8,24.2,,,288.0,-39.0,,-119.0,,,,,-110.0,,-118.0,-181.2,,-129.2,-334.8,,,-71.0,,False,,,,,False,,False,False,,False,False,,,False
21179,1234,450.0,,978.0,,,,,275.0,,339.5,160.7,,191.0,256.3,,,831.0,-784.0,,-256.0,,,,,-959.0,,-894.5,-1073.3,,-1043.0,-977.7,,,-403.0,,True,,,,,False,,False,False,,False,False,,,True
21181,67,125.0,,160.0,,,,,71.0,,594.6,30.5,,16.2,,,,65.0,58.0,,93.0,,,,,4.0,,527.6,-36.5,,-50.8,,,,-2.0,,False,,,,,True,,False,True,,True,,,,True
21183,287,205.0,,346.0,,,,,208.0,,238.0,165.0,,31.0,25.6,,,155.0,-82.0,,59.0,,,,,-79.0,,-49.0,-122.0,,-256.0,-261.4,,,-132.0,,True,,,,,True,,True,False,,False,False,,,False
21185,852,450.0,,924.0,,,,,338.0,,290.1,256.7,,111.8,151.4,,324.9,552.0,-402.0,,72.0,,,,,-514.0,,-561.9,-595.3,,-740.2,-700.6,,-527.1,-300.0,,True,,,,,False,,False,False,,False,False,,False,True
21187,61,35.0,,27.0,,,,,73.0,,20.5,26.7,,3.3,1.0,,,22.0,-26.0,,-34.0,,,,,12.0,,-40.5,-34.3,,-57.7,-60.0,,,-39.0,,False,,,,,True,,False,False,,False,False,,,False
21189,112,80.0,,90.0,,,,,33.0,,32.2,17.3,,10.1,,,,67.0,-32.0,,-22.0,,,,,-79.0,,-79.8,-94.7,,-101.9,,,,-45.0,,True,,,,,False,,False,False,,False,,,,False
21191,189,25.0,,0.0,,,,,95.0,,31.3,16.6,,0.4,33.2,,,72.0,-164.0,,-189.0,,,,,-94.0,,-157.7,-172.4,,-188.6,-155.8,,,-117.0,,False,,,,,True,,True,False,,False,True,,,True
21193,438,290.0,,484.0,,,,,238.0,,157.8,75.8,,282.2,64.4,,,147.0,-148.0,,46.0,,,,,-200.0,,-280.2,-362.2,,-155.8,-373.6,,,-291.0,,True,,,,,False,,False,False,,False,False,,,False
21195,950,560.0,,790.0,,,,,380.0,,850.5,306.2,,183.3,26.1,,,1009.0,-390.0,,-160.0,,,,,-570.0,,-99.5,-643.8,,-766.7,-923.9,,,59.0,,True,,,,,False,,True,False,,False,False,,,True
21197,284,55.0,,69.0,,,,,78.0,,71.2,58.2,,11.6,45.1,,,21.0,-229.0,,-215.0,,,,,-206.0,,-212.8,-225.8,,-272.4,-238.9,,,-263.0,,True,,,,,True,,True,True,,False,False,,,False
21199,448,355.0,,635.0,,,,,812.0,,319.6,191.2,,158.0,235.1,,,638.0,-93.0,,187.0,,,,,364.0,,-128.4,-256.8,,-290.0,-212.9,,,190.0,,False,,,,,False,,False,False,,False,False,,,False
