,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01113,219,184.0,,186.9,,175.0,240.0,,,,,216.7,,282.0,,170.6,,52.4,185.0,,92.3,202.2,0.2,,,,91.8,,,,214.0,,-35.0,,-32.1,,-44.0,21.0,,,,,-2.3,,63.0,,-48.4,,-166.6,-34.0,,-126.7,-16.8,-218.8,,,,-127.2,,,,-5.0,,,True,,False,True,,,,,True,,False,,False,,False,True,,False,True,False,,,,False,,,,True,
01115,983,760.0,,754.9,,659.0,909.0,,,,,461.0,,429.0,,871.0,,163.7,740.0,,544.9,917.1,17.8,,,,495.2,,,,378.0,,-223.0,,-228.1,,-324.0,-74.0,,,,,-522.0,,-554.0,,-112.0,,-819.3,-243.0,,-438.1,-65.9,-965.2,,,,-487.8,,,,-605.0,,,False,,False,True,,,,,False,,False,,True,,False,False,,False,True,False,,,,False,,,,False,
01117,2228,1532.0,,1506.2,,1339.0,2232.0,,,,,902.8,,752.0,,1334.0,,560.2,1354.0,,1281.6,1822.0,166.1,,,,907.0,1363.0,,,1132.0,,-696.0,,-721.8,,-889.0,4.0,,,,,-1325.2,,-1476.0,,-894.0,,-1667.8,-874.0,,-946.4,-406.0,-2061.9,,,,-1321.0,-865.0,,,-1096.0,,,False,,False,True,,,,,False,,False,,False,,False,False,,False,True,False,,,,False,False,,,False,
01119,81,32.0,,12.0,,12.0,1.0,,,,,20.6,,69.0,,41.6,,21.3,,,3.5,38.0,0.0,,,,,,,,26.0,,-49.0,,-69.0,,-69.0,-80.0,,,,,-60.4,,-12.0,,-39.4,,-59.7,,,-77.5,-43.0,-81.0,,,,,,,,-55.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
01121,662,496.0,,539.6,,427.0,387.0,,,,,318.3,,478.0,,581.3,,177.5,529.5,,230.9,547.4,0.3,,,,264.2,,,,423.0,,-166.0,,-122.4,,-235.0,-275.0,,,,,-343.7,,-184.0,,-80.7,,-484.5,-132.5,,-431.1,-114.6,-661.7,,,,-397.8,,,,-239.0,,,True,,False,False,,,,,False,,False,,True,,False,True,,False,True,False,,,,False,,,,False,
01123,358,200.0,,199.8,,167.0,64.0,,,,,127.2,,191.0,,289.6,,72.4,200.5,,131.7,272.9,0.4,,,,144.9,,,,381.0,206.0,-158.0,,-158.2,,-191.0,-294.0,,,,,-230.8,,-167.0,,-68.4,,-285.6,-157.5,,-226.3,-85.1,-357.6,,,,-213.1,,,,23.0,-152.0,,False,,False,False,,,,,False,,False,,True,,False,True,,False,True,False,,,,False,,,,True,True
01125,2067,2056.0,,1806.9,1488.3,1476.0,3670.0,,,,,1291.7,,1311.0,,1490.0,,710.3,1306.5,,1273.6,1941.2,4.8,,,,2361.3,1160.0,,,953.0,,-11.0,,-260.1,-578.7,-591.0,1603.0,,,,,-775.3,,-756.0,,-577.0,,-1356.8,-760.5,,-793.4,-125.8,-2062.2,,,,294.3,-907.0,,,-1114.0,,,False,False,False,False,,,,,False,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,
01127,669,580.0,,561.6,,486.0,625.0,,,,,376.6,,471.0,,487.6,,108.9,516.5,,243.7,611.2,0.6,,,,386.0,,,,326.0,,-89.0,,-107.4,,-183.0,-44.0,,,,,-292.4,,-198.0,,-181.4,,-560.1,-152.5,,-425.3,-57.8,-668.4,,,,-283.0,,,,-343.0,,,False,,False,True,,,,,False,,False,,False,,False,False,,False,True,False,,,,False,,,,False,
01129,153,520.0,,523.2,,163.0,0.0,,,,,250.2,,181.0,,129.8,,23.7,,,197.1,187.2,54.0,,,,,,,,224.0,,367.0,,370.2,,10.0,-153.0,,,,,97.2,,28.0,,-23.2,,-129.3,,,44.1,34.2,-99.0,,,,,,,,71.0,,,False,,True,True,,,,,True,,True,,True,,True,,,True,True,True,,,,,,,,True,
01131,55,52.0,,47.2,,26.0,0.0,,,,,40.2,,31.0,,28.9,,7.6,,,9.3,51.7,0.0,,,,,,,,16.0,30.6,-3.0,,-7.8,,-29.0,-55.0,,,,,-14.8,,-24.0,,-26.1,,-47.4,,,-45.7,-3.3,-55.0,,,,,,,,-39.0,-24.4,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,False
01133,288,160.0,,175.8,,166.0,176.0,,,,,103.3,,181.0,,286.5,,56.0,,,65.9,198.6,0.5,,,,,,,,93.0,,-128.0,,-112.2,,-122.0,-112.0,,,,,-184.7,,-107.0,,-1.5,,-232.0,,,-222.1,-89.4,-287.5,,,,,,,,-195.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
02013,6,4.0,,5.1,,4.0,0.0,,,,,4.8,,,,218.1,,3.2,,,,0.9,,,,,,,,,0.0,,-2.0,,-0.9,,-2.0,-6.0,,,,,-1.2,,,,212.1,,-2.8,,,,-5.1,,,,,,,,,-6.0,,,True,,False,False,,,,,True,,,,False,,False,,,,False,,,,,,,,,False,
02016,9,0.0,,0.0,,0.0,0.0,,,,,1.4,,,,82.5,,0.6,,,,0.7,,,,,,,,,20.0,,-9.0,,-9.0,,-9.0,-9.0,,,,,-7.6,,,,73.5,,-8.4,,,,-8.3,,,,,,,,,11.0,,,False,,False,False,,,,,True,,,,False,,True,,,,True,,,,,,,,,False,
02020,7307,3424.0,,3473.0,,3438.0,4408.0,,,,,2332.1,,,,3438.8,,1501.5,4316.0,,3247.2,4555.7,1479.2,,,,1720.8,5878.0,,,845.0,2853.7,-3883.0,,-3834.0,,-3869.0,-2899.0,,,,,-4974.9,,,,-3868.2,,-5805.5,-2991.0,,-4059.8,-2751.3,-5827.8,,,,-5586.2,-1429.0,,,-6462.0,-4453.3,,True,,True,True,,,,,False,,,,True,,False,True,,False,True,False,,,,False,True,,,False,False
02050,756,512.0,,498.7,,440.0,0.0,,,,,164.5,,,,1167.5,,31.8,,,416.0,464.0,0.1,,,,,,,,300.0,332.7,-244.0,,-257.3,,-316.0,-756.0,,,,,-591.5,,,,411.5,,-724.2,,,-340.0,-292.0,-755.9,,,,,,,,-456.0,-423.3,,False,,False,False,,,,,False,,,,False,,False,,,False,False,False,,,,,,,,False,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,0.9,,,,66.9,,0.0,,,,0.5,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.9,,,,66.9,,0.0,,,,0.5,,,,,,,,,,,,True,,True,True,,,,,False,,,,False,,True,,,,False,,,,,,,,,,
02068,15,16.0,,16.1,,14.0,0.0,,,,,6.4,,,,282.8,,7.1,,,,15.1,,,,,,,,,40.0,,1.0,,1.1,,-1.0,-15.0,,,,,-8.6,,,,267.8,,-7.9,,,,0.1,,,,,,,,,25.0,,,False,,False,False,,,,,False,,,,False,,False,,,,True,,,,,,,,,False,
02070,48,36.0,,35.0,,24.0,0.0,,,,,4.1,,,,1453.3,,9.3,,,4.4,24.5,,,,,,,,,113.0,101.0,-12.0,,-13.0,,-24.0,-48.0,,,,,-43.9,,,,1405.3,,-38.7,,,-43.6,-23.5,,,,,,,,,65.0,53.0,,False,,False,False,,,,,False,,,,False,,False,,,False,False,,,,,,,,,False,False
02090,1179,720.0,,708.1,,720.0,653.0,,,,,345.7,,,,1038.0,,325.6,1177.5,,715.6,855.9,456.6,,,,784.3,,,,351.0,860.9,-459.0,,-470.9,,-459.0,-526.0,,,,,-833.3,,,,-141.0,,-853.4,-1.5,,-463.4,-323.1,-722.4,,,,-394.7,,,,-828.0,-318.1,,False,,False,False,,,,,False,,,,True,,False,True,,False,True,False,,,,True,,,,False,True
02100,4,0.0,,0.8,,0.0,0.0,,,,,4.1,,,,81.9,,0.4,,,,2.8,,,,,,,,,0.0,,-4.0,,-3.2,,-4.0,-4.0,,,,,0.1,,,,77.9,,-3.6,,,,-1.2,,,,,,,,,-4.0,,,True,,False,False,,,,,True,,,,False,,True,,,,True,,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,1.8,,,,65.5,,1.7,,,,0.1,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.8,,,,65.5,,1.7,,,,0.1,,,,,,,,,,,,True,,True,True,,,,,False,,,,False,,False,,,,False,,,,,,,,,,
02110,302,132.0,,129.8,,145.0,146.0,,,,,81.6,,,,278.2,,79.6,160.5,,166.3,263.2,106.1,,,,,,,,201.0,99.3,-170.0,,-172.2,,-157.0,-156.0,,,,,-220.4,,,,-23.8,,-222.4,-141.5,,-135.7,-38.8,-195.9,,,,,,,,-101.0,-202.7,,False,,True,True,,,,,False,,,,True,,False,True,,True,True,False,,,,,,,,True,False
02122,1257,412.0,,437.1,,365.0,262.0,,,,,175.3,,,,474.3,,65.1,,,268.6,560.1,112.5,,,,,,,,576.0,245.4,-845.0,,-819.9,,-892.0,-995.0,,,,,-1081.7,,,,-782.7,,-1191.9,,,-988.4,-696.9,-1144.5,,,,,,,,-681.0,-1011.6,,True,,False,False,,,,,False,,,,True,,False,,,False,True,False,,,,,,,,True,False
02130,108,4.0,,3.2,,4.0,0.0,,,,,4.2,,,,39.8,,3.6,,,3.4,10.6,,,,,,,,,9.0,,-104.0,,-104.8,,-104.0,-108.0,,,,,-103.8,,,,-68.2,,-104.4,,,-104.6,-97.4,,,,,,,,,-99.0,,,False,,False,False,,,,,True,,,,True,,False,,,False,True,,,,,,,,,True,
02150,121,12.0,,13.7,,11.0,0.0,,,,,6.2,,,,70.0,,13.8,,,4.0,23.7,,,,,,,,,100.0,,-109.0,,-107.3,,-110.0,-121.0,,,,,-114.8,,,,-51.0,,-107.2,,,-117.0,-97.3,,,,,,,,,-21.0,,,True,,False,False,,,,,False,,,,True,,True,,,False,True,,,,,,,,,True,
02158,216,552.0,,526.3,,320.0,269.0,,,,,234.7,,,,78.3,,,,,,280.5,,,,,,,,,348.0,,336.0,,310.3,,104.0,53.0,,,,,18.7,,,,-137.7,,,,,,64.5,,,,,,,,,132.0,,,True,,True,True,,,,,True,,,,True,,,,,,True,,,,,,,,,True,
02164,38,148.0,,149.4,,145.0,40.0,,,,,2.2,,,,174.7,,1.0,,,,,,,,,,,,,57.0,59.3,110.0,,111.4,,107.0,2.0,,,,,-35.8,,,,136.7,,-37.0,,,,,,,,,,,,,19.0,21.3,,False,,True,True,,,,,True,,,,False,,True,,,,,,,,,,,,,True,True
02170,1529,680.0,,684.6,,677.0,0.0,,,,,301.2,,,,815.9,,272.9,814.5,,1195.0,1020.5,188.3,,,,,,,,1004.0,455.6,-849.0,,-844.4,,-852.0,-1529.0,,,,,-1227.8,,,,-713.1,,-1256.1,-714.5,,-334.0,-508.5,-1340.7,,,,,,,,-525.0,-1073.4,,True,,False,False,,,,,False,,,,True,,False,True,,True,True,False,,,,,,,,True,False
02180,57,56.0,,47.3,,28.0,0.0,,,,,21.3,,,,48.4,,13.5,,,14.8,55.7,0.0,,,,,,,,54.0,69.0,-1.0,,-9.7,,-29.0,-57.0,,,,,-35.7,,,,-8.6,,-43.5,,,-42.2,-1.3,-57.0,,,,,,,,-3.0,12.0,,False,,False,False,,,,,False,,,,False,,False,,,False,False,False,,,,,,,,False,False
02185,163,120.0,,121.2,,75.0,0.0,,,,,36.2,,,,357.6,,28.0,,,32.1,127.0,0.0,,,,,,,,187.0,,-43.0,,-41.8,,-88.0,-163.0,,,,,-126.8,,,,194.6,,-135.0,,,-130.9,-36.0,-163.0,,,,,,,,24.0,,,True,,False,False,,,,,False,,,,False,,False,,,False,True,False,,,,,,,,True,
02188,113,76.0,,71.9,,49.0,0.0,,,,,34.7,,,,102.0,,12.7,,,26.9,105.0,0.0,,,,,,,,0.0,116.9,-37.0,,-41.1,,-64.0,-113.0,,,,,-78.3,,,,-11.0,,-100.3,,,-86.1,-8.0,-113.0,,,,,,,,-113.0,3.9,,False,,False,False,,,,,False,,,,True,,False,,,False,True,False,,,,,,,,False,True
02195,8,0.0,,0.0,,0.0,0.0,,,,,0.8,,,,80.1,,0.2,,,0.2,1.3,,,,,,,,,37.0,,-8.0,,-8.0,,-8.0,-8.0,,,,,-7.2,,,,72.1,,-7.8,,,-7.8,-6.7,,,,,,,,,29.0,,,False,,False,False,,,,,True,,,,False,,True,,,True,True,,,,,,,,,False,
02198,12,0.0,,0.0,,0.0,0.0,,,,,2.6,,,,29.2,,2.8,,,2.5,5.5,,,,,,,,,23.0,,-12.0,,-12.0,,-12.0,-12.0,,,,,-9.4,,,,17.2,,-9.2,,,-9.5,-6.5,,,,,,,,,11.0,,,False,,False,False,,,,,True,,,,False,,True,,,True,True,,,,,,,,,True,
02220,81,4.0,,3.9,,4.0,0.0,,,,,3.5,,,,23.1,,5.1,,,5.4,8.2,,,,,,,,,4.0,,-77.0,,-77.1,,-77.0,-81.0,,,,,-77.5,,,,-57.9,,-75.9,,,-75.6,-72.8,,,,,,,,,-77.0,,,False,,False,False,,,,,False,,,,True,,True,,,True,True,,,,,,,,,False,
02230,4,20.0,,20.3,,20.0,0.0,,,,,5.2,,,,31.6,,37.8,,,,15.6,,,,,,,,,36.0,,16.0,,16.3,,16.0,-4.0,,,,,1.2,,,,27.6,,33.8,,,,11.6,,,,,,,,,32.0,,,False,,False,True,,,,,True,,,,False,,False,,,,True,,,,,,,,,False,
02240,157,28.0,,28.7,,27.0,0.0,,,,,6.0,,,,392.0,,3.2,,,6.9,35.2,,,,,,,,,106.0,52.9,-129.0,,-128.3,,-130.0,-157.0,,,,,-151.0,,,,235.0,,-153.8,,,-150.1,-121.8,,,,,,,,,-51.0,-104.1,,True,,False,False,,,,,False,,,,False,,False,,,False,True,,,,,,,,,True,True
02261,78,36.0,,34.1,,37.0,,,,,,22.6,,,,132.4,,2.7,,,9.9,55.2,67.6,,,,,,,,53.0,,-42.0,,-43.9,,-41.0,,,,,,-55.4,,,,54.4,,-75.3,,,-68.1,-22.8,-10.4,,,,,,,,-25.0,,,False,,True,,,,,,False,,,,False,,False,,,False,True,True,,,,,,,,True,
02275,1,0.0,,0.0,,0.0,0.0,,,,,1.2,,,,24.7,,0.4,,,,1.2,,,,,,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,0.2,,,,23.7,,-0.6,,,,0.2,,,,,,,,,-1.0,,,False,,False,False,,,,,True,,,,False,,True,,,,True,,,,,,,,,False,
02282,11,12.0,,11.1,,10.0,0.0,,,,,2.6,,,,98.4,,0.0,,,,8.9,,,,,,,,,6.0,,1.0,,0.1,,-1.0,-11.0,,,,,-8.4,,,,87.4,,-11.0,,,,-2.1,,,,,,,,,-5.0,,,True,,False,False,,,,,False,,,,False,,False,,,,False,,,,,,,,,False,
02290,43,28.0,,27.0,,19.0,0.0,,,,,6.3,,,,123.8,,1.3,,,9.2,41.7,0.0,,,,,,,,33.0,,-15.0,,-16.0,,-24.0,-43.0,,,,,-36.7,,,,80.8,,-41.7,,,-33.8,-1.3,-43.0,,,,,,,,-10.0,,,False,,False,False,,,,,False,,,,False,,False,,,False,True,False,,,,,,,,True,
04001,1032,300.0,,347.7,,253.0,295.0,,,,,373.4,,767.0,,208.9,,233.1,312.0,,119.5,421.2,0.7,,,,173.8,,,,132.0,,-732.0,,-684.3,,-779.0,-737.0,,,,,-658.6,,-265.0,,-823.1,,-798.9,-720.0,,-912.5,-610.8,-1031.3,,,,-858.2,,,,-900.0,,,True,,False,False,,,,,True,,True,,False,,False,True,,False,True,False,,,,False,,,,False,
04003,976,320.0,,311.0,,312.0,544.0,,,,,172.9,,524.0,,365.3,,357.7,267.0,,103.6,406.7,0.1,,,,162.1,,,,434.0,,-656.0,,-665.0,,-664.0,-432.0,,,,,-803.1,,-452.0,,-610.7,,-618.3,-709.0,,-872.4,-569.3,-975.9,,,,-813.9,,,,-542.0,,,False,,False,True,,,,,False,,True,,True,,True,False,,False,True,False,,,,False,,,,True,
04005,1874,1228.0,,1254.9,,1149.0,1576.0,,,,,998.1,,740.0,,666.9,,430.1,1001.0,,1193.4,1578.8,561.8,,,,781.1,2175.0,,,952.0,,-646.0,,-619.1,,-725.0,-298.0,,,,,-875.9,,-1134.0,,-1207.1,,-1443.9,-873.0,,-680.6,-295.2,-1312.2,,,,-1092.9,301.0,,,-922.0,,,True,,False,True,,,,,False,,False,,False,,False,False,,False,True,False,,,,False,True,,,False,
04007,771,464.0,,356.7,,414.0,704.0,,,,,310.6,,350.0,,931.6,,292.9,667.5,,301.2,458.9,366.7,,,,221.0,,,,971.0,,-307.0,,-414.3,,-357.0,-67.0,,,,,-460.4,,-421.0,,160.6,,-478.1,-103.5,,-469.8,-312.1,-404.3,,,,-550.0,,,,200.0,,,False,,False,True,,,,,False,,False,,True,,False,True,,False,False,False,,,,False,,,,True,
04009,763,352.0,,349.9,,288.0,460.0,,,,,148.7,,141.0,,519.8,,70.9,420.0,,206.9,352.8,116.9,,,,222.9,,,,514.0,321.0,-411.0,,-413.1,,-475.0,-303.0,,,,,-614.3,,-622.0,,-243.2,,-692.1,-343.0,,-556.1,-410.2,-646.1,,,,-540.1,,,,-249.0,-442.0,,False,,False,True,,,,,False,,False,,True,,False,True,,False,True,False,,,,False,,,,True,False
04011,73,112.0,,120.5,,49.0,0.0,,,,,25.1,,49.0,,219.7,,16.4,,,33.4,82.2,0.0,,,,,,,,290.0,,39.0,,47.5,,-24.0,-73.0,,,,,-47.9,,-24.0,,146.7,,-56.6,,,-39.6,9.2,-73.0,,,,,,,,217.0,,,False,,True,False,,,,,False,,True,,False,,False,,,False,True,False,,,,,,,,False,
04012,133,88.0,,89.2,,53.0,51.0,,,,,24.6,,32.0,,281.1,,56.2,,,5.2,87.9,0.0,,,,,,,,201.0,89.3,-45.0,,-43.8,,-80.0,-82.0,,,,,-108.4,,-101.0,,148.1,,-76.8,,,-127.8,-45.1,-133.0,,,,,,,,68.0,-43.7,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,True
04013,34459,15900.0,,15954.2,17988.9,15099.0,18359.0,,,,,10905.7,,12625.0,,11702.3,,5416.6,17627.0,,14859.3,26171.9,463.4,,,,10666.5,25796.0,,,18238.0,,-18559.0,,-18504.8,-16470.1,-19360.0,-16100.0,,,,,-23553.3,,-21834.0,,-22756.7,,-29042.4,-16832.0,,-19599.7,-8287.1,-33995.6,,,,-23792.5,-8663.0,,,-16221.0,,,True,True,False,True,,,,,False,,False,,False,,False,True,,False,True,False,,,,False,True,,,True,
04015,1327,352.0,,344.3,,350.0,356.0,,,,,297.1,,742.0,,383.2,,516.4,313.5,,134.5,452.3,29.1,,,,316.3,400.0,,,532.0,384.3,-975.0,,-982.7,,-977.0,-971.0,,,,,-1029.9,,-585.0,,-943.8,,-810.6,-1013.5,,-1192.5,-874.7,-1297.9,,,,-1010.7,-927.0,,,-795.0,-942.7,,False,,False,True,,,,,False,,True,,True,,True,False,,False,True,False,,,,False,True,,,True,True
04017,1276,512.0,,514.9,,472.0,96.0,,,,,482.9,,1286.0,,547.0,,239.7,654.0,,484.3,980.7,3.5,,,,207.3,,,,555.0,616.9,-764.0,,-761.1,,-804.0,-1180.0,,,,,-793.1,,10.0,,-729.0,,-1036.3,-622.0,,-791.7,-295.3,-1272.5,,,,-1068.7,,,,-721.0,-659.1,,True,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,,,,True,True
04019,7820,2296.0,,2297.8,2876.0,1916.0,9043.0,,,,,3100.4,,1698.0,,1605.0,,3013.4,1571.5,,1793.2,2707.1,38.9,,,,1504.0,1964.0,,,1932.0,2457.2,-5524.0,,-5522.2,-4944.0,-5904.0,1223.0,,,,,-4719.6,,-6122.0,,-6215.0,,-4806.6,-6248.5,,-6026.8,-5112.9,-7781.1,,,,-6316.0,-5856.0,,,-5888.0,-5362.8,,True,True,False,True,,,,,True,,False,,False,,True,False,,False,True,False,,,,False,False,,,False,True
04021,3320,1528.0,,1537.0,1946.8,1418.0,1592.0,,,,,1275.3,,806.0,,1474.1,,1088.7,1461.5,,916.0,1604.1,7.8,,,,906.8,1372.0,,,1843.0,,-1792.0,,-1783.0,-1373.2,-1902.0,-1728.0,,,,,-2044.7,,-2514.0,,-1845.9,,-2231.3,-1858.5,,-2404.0,-1715.9,-3312.2,,,,-2413.2,-1948.0,,,-1477.0,,,True,True,False,True,,,,,False,,False,,False,,False,False,,False,True,False,,,,False,False,,,True,
04023,552,124.0,,143.3,,94.0,0.0,,,,,105.1,,192.0,,167.1,,76.6,153.0,,25.4,142.6,0.3,,,,64.3,,,,0.0,169.3,-428.0,,-408.7,,-458.0,-552.0,,,,,-446.9,,-360.0,,-384.9,,-475.4,-399.0,,-526.6,-409.4,-551.7,,,,-487.7,,,,-552.0,-382.7,,True,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,,,,False,True
04025,1387,432.0,,436.9,,429.0,442.0,,,,,277.8,,745.0,,372.2,,641.5,440.5,,382.0,522.7,302.7,,,,387.9,491.0,,,410.0,390.3,-955.0,,-950.1,,-958.0,-945.0,,,,,-1109.2,,-642.0,,-1014.8,,-745.5,-946.5,,-1005.0,-864.3,-1084.3,,,,-999.1,-896.0,,,-977.0,-996.7,,True,,False,True,,,,,False,,True,,False,,True,True,,False,True,False,,,,False,True,,,False,False
04027,2807,1240.0,,1194.5,1274.6,1035.0,937.0,,,,,1037.1,,291.0,,682.6,,557.9,979.0,,610.4,1836.3,1.5,,,,1090.3,2516.0,,,2140.0,994.6,-1567.0,,-1612.5,-1532.4,-1772.0,-1870.0,,,,,-1769.9,,-2516.0,,-2124.4,,-2249.1,-1828.0,,-2196.6,-970.7,-2805.5,,,,-1716.7,-291.0,,,-667.0,-1812.4,,False,True,False,False,,,,,False,,False,,False,,False,False,,False,True,False,,,,False,True,,,True,False
05001,245,224.0,,253.0,,208.0,225.0,,,,,143.7,,173.0,,254.1,,78.4,,,127.2,213.5,0.0,,,,,,,,0.0,,-21.0,,8.0,,-37.0,-20.0,,,,,-101.3,,-72.0,,9.1,,-166.6,,,-117.8,-31.5,-245.0,,,,,,,,-245.0,,,True,,False,True,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
05003,198,132.0,,132.6,,127.0,0.0,,,,,100.6,,147.0,,153.4,,31.2,,,102.9,166.7,0.5,,,,,,,,100.0,,-66.0,,-65.4,,-71.0,-198.0,,,,,-97.4,,-51.0,,-44.6,,-166.8,,,-95.1,-31.3,-197.5,,,,,,,,-98.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
05005,598,444.0,,444.9,,415.0,642.0,,,,,317.2,,415.0,,861.3,,154.1,500.0,,209.3,380.6,162.3,,,,,,,,375.0,,-154.0,,-153.1,,-183.0,44.0,,,,,-280.8,,-183.0,,263.3,,-443.9,-98.0,,-388.7,-217.4,-435.7,,,,,,,,-223.0,,,True,,False,True,,,,,False,,False,,False,,False,True,,False,False,False,,,,,,,,False,
05007,2985,1900.0,,1954.6,,1918.0,2284.0,,,,,1112.3,,2316.0,,1448.2,,641.4,1739.0,,998.4,2091.5,2331.0,,,,1318.0,1939.0,,,1685.0,,-1085.0,,-1030.4,,-1067.0,-701.0,,,,,-1872.7,,-669.0,,-1536.8,,-2343.6,-1246.0,,-1986.6,-893.5,-654.0,,,,-1667.0,-1046.0,,,-1300.0,,,True,,True,True,,,,,False,,True,,False,,False,False,,False,True,True,,,,False,True,,,False,
05009,536,292.0,,292.7,,283.0,201.0,,,,,231.0,,449.0,,359.4,,114.1,338.5,,192.4,291.4,0.3,,,,,,,,295.0,,-244.0,,-243.3,,-253.0,-335.0,,,,,-305.0,,-87.0,,-176.6,,-421.9,-197.5,,-343.6,-244.6,-535.7,,,,,,,,-241.0,,,True,,False,False,,,,,False,,True,,True,,False,True,,False,False,False,,,,,,,,True,
05011,58,56.0,,56.5,,49.0,0.0,,,,,29.0,,87.0,,136.1,,11.9,,,9.6,51.2,0.0,,,,,,,,167.0,,-2.0,,-1.5,,-9.0,-58.0,,,,,-29.0,,29.0,,78.1,,-46.1,,,-48.4,-6.8,-58.0,,,,,,,,109.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,
05013,80,24.0,,24.5,,24.0,0.0,,,,,7.5,,25.0,,64.2,,11.7,,,,19.1,,,,,,,,,78.0,,-56.0,,-55.5,,-56.0,-80.0,,,,,-72.5,,-55.0,,-15.8,,-68.3,,,,-60.9,,,,,,,,,-2.0,,,True,,False,False,,,,,False,,True,,True,,False,,,,False,,,,,,,,,True,
05015,299,240.0,,246.7,,221.0,183.0,,,,,160.8,,222.0,,333.5,,134.3,,,99.8,223.3,0.0,,,,,,,,128.0,328.0,-59.0,,-52.3,,-78.0,-116.0,,,,,-138.2,,-77.0,,34.5,,-164.7,,,-199.2,-75.7,-299.0,,,,,,,,-171.0,29.0,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,True
05017,78,80.0,,79.0,,54.0,0.0,,,,,71.4,,110.0,,59.3,,12.4,,,14.4,73.5,0.2,,,,52.8,,,,147.0,,2.0,,1.0,,-24.0,-78.0,,,,,-6.6,,32.0,,-18.7,,-65.7,,,-63.6,-4.5,-77.8,,,,-25.2,,,,69.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,False,,,,False,
