,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
01109,144,132.0,,127.0,,130.0,108.0,,,,,183.5,,160.0,,110.2,54.7,112.0,,142.0,146.4,,146.0,,,,121.3,,,156.0,,184.6,-12.0,,-17.0,,-14.0,-36.0,,,,,39.5,,16.0,,-33.8,-89.3,-32.0,,-2.0,2.4,,2.0,,,,-22.7,,,12.0,,40.6,,False,,False,False,,,,,False,,False,,False,False,False,,True,True,,True,,,,False,,,False,,False
01111,124,108.0,,109.7,,110.0,145.0,,,,,135.3,,132.0,,104.7,63.8,,,102.0,123.3,,84.0,,,,,,,83.0,,131.2,-16.0,,-14.3,,-14.0,21.0,,,,,11.3,,8.0,,-19.3,-60.2,,,-22.0,-0.7,,-40.0,,,,,,,-41.0,,7.2,,True,,True,False,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,False,,True
01113,160,180.0,,182.5,,180.0,250.0,,,,,243.9,,270.0,,169.2,45.7,166.0,,187.0,162.4,,168.0,,,,137.9,,,183.0,,205.3,20.0,,22.5,,20.0,90.0,,,,,83.9,,110.0,,9.2,-114.3,6.0,,27.0,2.4,,8.0,,,,-22.1,,,23.0,,45.3,,False,,False,False,,,,,False,,False,,True,False,True,,False,True,,True,,,,False,,,False,,False
01115,699,843.0,,846.7,,803.0,850.0,,,,,783.7,,392.0,,769.4,167.0,751.0,,1197.0,912.8,,1082.0,,,,574.8,,,227.0,,649.4,144.0,,147.7,,104.0,151.0,,,,,84.7,,-307.0,,70.4,-532.0,52.0,,498.0,213.8,,383.0,,,,-124.2,,,-472.0,,-49.6,,False,,True,False,,,,,True,,False,,True,False,True,,False,False,,False,,,,True,,,False,,True
01117,1832,1134.0,,1128.8,,1170.0,1165.0,,,,,1221.8,,702.0,,1213.3,459.5,1113.5,,1522.0,1381.9,,1305.0,,,,730.4,1455.0,,1080.0,,1436.4,-698.0,,-703.2,,-662.0,-667.0,,,,,-610.2,,-1130.0,,-618.7,-1372.5,-718.5,,-310.0,-450.1,,-527.0,,,,-1101.6,-377.0,,-752.0,,-395.6,,False,,True,True,,,,,True,,False,,True,False,False,,True,True,,True,,,,False,True,,False,,True
01119,64,45.0,,43.2,,36.0,8.0,,,,,48.7,,56.0,,23.4,21.7,,,25.0,35.9,,50.0,,,,,,,47.0,,49.4,-19.0,,-20.8,,-28.0,-56.0,,,,,-15.3,,-8.0,,-40.6,-42.3,,,-39.0,-28.1,,-14.0,,,,,,,-17.0,,-14.6,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,True,,,,,,,True,,True
01121,513,432.0,,458.3,,419.0,275.0,,,,,480.9,,411.0,,432.4,149.7,463.0,,522.0,387.4,,300.0,,,,359.8,,,315.0,,458.0,-81.0,,-54.7,,-94.0,-238.0,,,,,-32.1,,-102.0,,-80.6,-363.4,-50.0,,9.0,-125.6,,-213.0,,,,-153.2,,,-198.0,,-55.0,,True,,False,False,,,,,True,,False,,True,False,True,,True,False,,False,,,,False,,,False,,True
01123,285,243.0,,245.3,,208.0,56.0,,,,,239.7,,185.0,,166.3,57.8,190.0,,371.5,235.2,,226.0,,,,177.3,,,225.0,,249.7,-42.0,,-39.7,,-77.0,-229.0,,,,,-45.3,,-100.0,,-118.7,-227.2,-95.0,,86.5,-49.8,,-59.0,,,,-107.7,,,-60.0,,-35.3,,True,,False,False,,,,,False,,False,,False,False,False,,False,False,,False,,,,False,,,False,,True
01125,1592,1314.0,,1271.9,1476.9,1275.0,1299.0,,,,,1536.5,,1199.0,,1229.8,554.7,975.0,,1498.0,1506.2,,1195.0,,,,1247.5,1097.0,,846.0,,1577.0,-278.0,,-320.1,-115.1,-317.0,-293.0,,,,,-55.5,,-393.0,,-362.2,-1037.3,-617.0,,-94.0,-85.8,,-397.0,,,,-344.5,-495.0,,-746.0,,-15.0,,False,True,False,False,,,,,True,,False,,False,False,False,,True,True,,False,,,,False,False,,False,,True
01127,498,531.0,,541.9,,512.0,674.0,,,,,539.8,,430.0,,438.7,99.6,478.5,,524.5,545.4,,527.0,,,,361.4,,,389.0,,540.2,33.0,,43.9,,14.0,176.0,,,,,41.8,,-68.0,,-59.3,-398.4,-19.5,,26.5,47.4,,29.0,,,,-136.6,,,-109.0,,42.2,,False,,True,False,,,,,False,,False,,False,False,True,,True,False,,True,,,,False,,,False,,False
01129,125,72.0,,114.3,,75.0,0.0,,,,,144.3,,163.0,,572.2,17.9,,,73.0,65.2,,,,,,,,,55.0,,195.5,-53.0,,-10.7,,-50.0,-125.0,,,,,19.3,,38.0,,447.2,-107.1,,,-52.0,-59.8,,,,,,,,,-70.0,,70.5,,True,,True,False,,,,,True,,True,,False,False,,,True,False,,,,,,,,,False,,False
01131,46,18.0,,20.2,,20.0,0.0,,,,,38.9,,30.0,,26.9,5.5,,,16.0,29.0,,41.0,,,,,,,20.0,,21.0,-28.0,,-25.8,,-26.0,-46.0,,,,,-7.1,,-16.0,,-19.1,-40.5,,,-30.0,-17.0,,-5.0,,,,,,,-26.0,,-25.0,,True,,True,False,,,,,True,,True,,True,False,,,False,True,,True,,,,,,,True,,True
01133,230,126.0,,125.1,,125.0,115.0,,,,,147.8,,170.0,,101.7,47.3,,,128.0,184.3,,105.0,,,,,,,132.0,,174.8,-104.0,,-104.9,,-105.0,-115.0,,,,,-82.2,,-60.0,,-128.3,-182.7,,,-102.0,-45.7,,-125.0,,,,,,,-98.0,,-55.2,,False,,False,False,,,,,True,,True,,False,False,,,True,True,,False,,,,,,,True,,True
02013,6,0.0,,0.5,,0.0,0.0,,,,,6.8,,,,3.1,2.1,,,0.0,0.1,,3.0,,,,,,,0.0,,2.0,-6.0,,-5.5,,-6.0,-6.0,,,,,0.8,,,,-2.9,-3.9,,,-6.0,-5.9,,-3.0,,,,,,,-6.0,,-4.0,,True,,False,False,,,,,True,,,,True,True,,,False,True,,True,,,,,,,False,,True
02016,7,6.0,,6.2,,3.0,0.0,,,,,27.8,,,,3.0,0.3,,,4.0,2.1,,,,,,,,,26.0,,4.5,-1.0,,-0.8,,-4.0,-7.0,,,,,20.8,,,,-4.0,-6.7,,,-3.0,-4.9,,,,,,,,,19.0,,-2.5,,True,,False,False,,,,,False,,,,False,False,,,False,False,,,,,,,,,False,,False
02020,5997,3930.0,,3874.0,,4654.0,5674.0,,,,,4058.1,,,,5356.3,1296.6,4321.5,,5503.0,4447.4,,5215.0,,,,3882.2,6711.0,,159.0,,4861.2,-2067.0,,-2123.0,,-1343.0,-323.0,,,,,-1938.9,,,,-640.7,-4700.4,-1675.5,,-494.0,-1549.6,,-782.0,,,,-2114.8,714.0,,-5838.0,,-1135.8,,False,,True,True,,,,,True,,,,True,False,True,,True,True,,True,,,,False,True,,False,,True
02050,650,318.0,,332.8,,325.0,0.0,,,,,512.0,,,,1190.8,21.3,,,486.0,300.2,,511.0,,,,,,,166.0,,414.0,-332.0,,-317.2,,-325.0,-650.0,,,,,-138.0,,,,540.8,-628.7,,,-164.0,-349.8,,-139.0,,,,,,,-484.0,,-236.0,,True,,True,False,,,,,True,,,,False,False,,,True,False,,True,,,,,,,False,,True
02060,0,0.0,,0.0,,0.0,0.0,,,,,2.7,,,,0.3,0.0,,,,0.0,,0.0,,,,,,,,,1.5,0.0,,0.0,,0.0,0.0,,,,,2.7,,,,0.3,0.0,,,,0.0,,0.0,,,,,,,,,1.5,,True,,True,True,,,,,False,,,,False,True,,,,False,,True,,,,,,,,,False
02068,9,18.0,,17.4,,14.0,0.0,,,,,12.9,,,,69.7,5.4,,,11.0,4.1,,27.0,,,,,,,13.0,,18.1,9.0,,8.4,,5.0,-9.0,,,,,3.9,,,,60.7,-3.6,,,2.0,-4.9,,18.0,,,,,,,4.0,,9.1,,True,,True,False,,,,,True,,,,False,True,,,True,True,,False,,,,,,,True,,False
02070,33,45.0,,45.9,,34.0,0.0,,,,,35.5,,,,80.6,10.8,,,14.0,24.3,,64.0,,,,,,,42.0,,48.3,12.0,,12.9,,1.0,-33.0,,,,,2.5,,,,47.6,-22.2,,,-19.0,-8.7,,31.0,,,,,,,9.0,,15.3,,False,,True,False,,,,,True,,,,False,False,,,False,True,,False,,,,,,,True,,False
02090,875,912.0,,907.1,,916.0,1020.0,,,,,744.6,,,,1190.4,189.2,1068.0,,591.0,774.6,,918.0,,,,1115.9,,,428.0,,975.4,37.0,,32.1,,41.0,145.0,,,,,-130.4,,,,315.4,-685.8,193.0,,-284.0,-100.4,,43.0,,,,240.9,,,-447.0,,100.4,,True,,False,False,,,,,False,,,,False,False,False,,False,False,,False,,,,False,,,False,,False
02100,3,3.0,,2.8,,3.0,0.0,,,,,9.1,,,,4.9,0.2,,,3.0,0.1,,5.0,,,,,,,3.0,,2.3,0.0,,-0.2,,0.0,-3.0,,,,,6.1,,,,1.9,-2.8,,,0.0,-2.9,,2.0,,,,,,,0.0,,-0.7,,False,,True,False,,,,,False,,,,False,False,,,True,False,,False,,,,,,,True,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,1.1,,,,1.2,1.3,,,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.1,,,,1.2,1.3,,,,0.0,,0.0,,,,,,,,,,,True,,True,True,,,,,False,,,,False,False,,,,True,,True,,,,,,,,,
02110,205,291.0,,293.3,,314.0,461.0,,,,,266.0,,,,381.8,63.2,233.0,,351.0,236.2,,353.0,,,,,,,340.0,,334.0,86.0,,88.3,,109.0,256.0,,,,,61.0,,,,176.8,-141.8,28.0,,146.0,31.2,,148.0,,,,,,,135.0,,129.0,,False,,False,False,,,,,True,,,,False,False,True,,False,True,,False,,,,,,,False,,False
02122,999,774.0,,771.5,,904.0,964.0,,,,,638.1,,,,1129.5,56.9,,,1322.5,780.2,,958.0,,,,,,,794.0,,1325.1,-225.0,,-227.5,,-95.0,-35.0,,,,,-360.9,,,,130.5,-942.1,,,323.5,-218.8,,-41.0,,,,,,,-205.0,,326.1,,False,,True,True,,,,,False,,,,True,False,,,False,True,,True,,,,,,,True,,False
02130,100,21.0,,24.9,,17.0,,,,,,45.1,,,,6.6,4.4,,,16.0,30.2,,22.0,,,,,,,79.0,,13.9,-79.0,,-75.1,,-83.0,,,,,,-54.9,,,,-93.4,-95.6,,,-84.0,-69.8,,-78.0,,,,,,,-21.0,,-86.1,,True,,False,,,,,,True,,,,False,False,,,False,True,,True,,,,,,,True,,False
02150,95,78.0,,68.4,,37.0,0.0,,,,,117.8,,,,19.2,10.8,,,18.0,54.9,,78.0,,,,,,,150.0,,75.9,-17.0,,-26.6,,-58.0,-95.0,,,,,22.8,,,,-75.8,-84.2,,,-77.0,-40.1,,-17.0,,,,,,,55.0,,-19.1,,False,,False,False,,,,,False,,,,False,False,,,False,False,,False,,,,,,,False,,False
02158,142,222.0,,209.0,,216.0,89.0,,,,,214.3,,,,4378.3,,,,295.0,163.8,,382.0,,,,,,,96.0,,,80.0,,67.0,,74.0,-53.0,,,,,72.3,,,,4236.3,,,,153.0,21.8,,240.0,,,,,,,-46.0,,,,True,,True,True,,,,,True,,,,False,,,,False,True,,False,,,,,,,True,,
02164,28,30.0,,30.0,,19.0,,,,,,36.6,,,,17.2,0.7,,,11.0,,,40.0,,,,,,,0.0,,21.8,2.0,,2.0,,-9.0,,,,,,8.6,,,,-10.8,-27.3,,,-17.0,,,12.0,,,,,,,-28.0,,-6.2,,True,,False,,,,,,False,,,,False,False,,,False,,,False,,,,,,,False,,False
02170,1086,1329.0,,1288.2,,1331.0,0.0,,,,,816.1,,,,4223.5,255.6,1710.0,,2584.5,1400.9,,1656.0,,,,857.4,,,982.0,,1916.8,243.0,,202.2,,245.0,-1086.0,,,,,-269.9,,,,3137.5,-830.4,624.0,,1498.5,314.9,,570.0,,,,-228.6,,,-104.0,,830.8,,True,,False,False,,,,,False,,,,False,False,False,,False,False,,False,,,,True,,,True,,False
02180,45,33.0,,32.5,,30.0,0.0,,,,,84.9,,,,73.4,7.7,,,20.0,36.8,,67.0,,,,,,,20.0,,31.5,-12.0,,-12.5,,-15.0,-45.0,,,,,39.9,,,,28.4,-37.3,,,-25.0,-8.2,,22.0,,,,,,,-25.0,,-13.5,,False,,False,False,,,,,False,,,,False,False,,,False,True,,False,,,,,,,False,,False
02185,130,99.0,,115.9,,97.0,0.0,,,,,136.3,,,,183.6,21.3,,,113.0,89.9,,72.0,,,,,,,74.0,,95.8,-31.0,,-14.1,,-33.0,-130.0,,,,,6.3,,,,53.6,-108.7,,,-17.0,-40.1,,-58.0,,,,,,,-56.0,,-34.2,,True,,False,False,,,,,True,,,,False,False,,,True,False,,False,,,,,,,False,,False
02188,80,99.0,,93.7,,83.0,0.0,,,,,149.9,,,,100.0,11.4,,,40.0,77.6,,70.0,,,,,,,1.0,,89.1,19.0,,13.7,,3.0,-80.0,,,,,69.9,,,,20.0,-68.6,,,-40.0,-2.4,,-10.0,,,,,,,-79.0,,9.1,,True,,True,False,,,,,False,,,,False,False,,,False,True,,True,,,,,,,False,,True
02195,4,12.0,,12.4,,3.0,0.0,,,,,13.4,,,,4.2,0.2,,,3.0,0.9,,11.0,,,,,,,21.0,,,8.0,,8.4,,-1.0,-4.0,,,,,9.4,,,,0.2,-3.8,,,-1.0,-3.1,,7.0,,,,,,,17.0,,,,False,,True,True,,,,,False,,,,True,True,,,True,True,,True,,,,,,,False,,
02198,11,3.0,,2.7,,0.0,0.0,,,,,14.1,,,,3.0,2.4,,,0.0,0.2,,3.0,,,,,,,5.0,,,-8.0,,-8.3,,-11.0,-11.0,,,,,3.1,,,,-8.0,-8.6,,,-11.0,-10.8,,-8.0,,,,,,,-6.0,,,,False,,False,False,,,,,True,,,,True,False,,,False,False,,False,,,,,,,True,,
02220,71,30.0,,26.1,,15.0,,,,,,47.8,,,,10.4,4.1,,,11.0,14.8,,30.0,,,,,,,54.0,,42.7,-41.0,,-44.9,,-56.0,,,,,,-23.2,,,,-60.6,-66.9,,,-60.0,-56.2,,-41.0,,,,,,,-17.0,,-28.3,,False,,False,,,,,,True,,,,False,False,,,False,False,,False,,,,,,,True,,True
02230,2,6.0,,5.4,,6.0,0.0,,,,,3.1,,,,500.8,10.1,,,,1.0,,19.0,,,,,,,2.0,,,4.0,,3.4,,4.0,-2.0,,,,,1.1,,,,498.8,8.1,,,,-1.0,,17.0,,,,,,,0.0,,,,True,,False,True,,,,,True,,,,False,False,,,,True,,False,,,,,,,True,,
02240,135,66.0,,66.4,,66.0,0.0,,,,,61.3,,,,96.8,2.1,,,95.0,54.1,,78.0,,,,,,,89.0,,77.7,-69.0,,-68.6,,-69.0,-135.0,,,,,-73.7,,,,-38.2,-132.9,,,-40.0,-80.9,,-57.0,,,,,,,-46.0,,-57.3,,True,,False,False,,,,,False,,,,True,False,,,True,False,,True,,,,,,,True,,True
02261,64,42.0,,39.3,,42.0,,,,,,77.4,,,,50.6,2.1,,,46.0,52.8,,59.0,,,,,,,73.0,,40.1,-22.0,,-24.7,,-22.0,,,,,,13.4,,,,-13.4,-61.9,,,-18.0,-11.2,,-5.0,,,,,,,9.0,,-23.9,,False,,False,,,,,,True,,,,True,False,,,True,True,,True,,,,,,,True,,False
02275,1,0.0,,0.0,,0.0,0.0,,,,,7.7,,,,0.1,0.1,,,0.0,0.0,,0.0,,,,,,,0.0,,,-1.0,,-1.0,,-1.0,-1.0,,,,,6.7,,,,-0.9,-0.9,,,-1.0,-1.0,,-1.0,,,,,,,-1.0,,,,False,,False,False,,,,,False,,,,True,True,,,False,True,,False,,,,,,,False,,
02282,8,6.0,,5.9,,3.0,0.0,,,,,7.8,,,,11.0,0.0,,,3.0,1.9,,11.0,,,,,,,0.0,,4.4,-2.0,,-2.1,,-5.0,-8.0,,,,,-0.2,,,,3.0,-8.0,,,-5.0,-6.1,,3.0,,,,,,,-8.0,,-3.6,,False,,False,False,,,,,True,,,,False,False,,,False,False,,False,,,,,,,False,,False
02290,30,39.0,,38.3,,27.0,0.0,,,,,41.7,,,,48.0,0.7,,,8.0,18.6,,54.0,,,,,,,37.0,,41.0,9.0,,8.3,,-3.0,-30.0,,,,,11.7,,,,18.0,-29.3,,,-22.0,-11.4,,24.0,,,,,,,7.0,,11.0,,True,,True,False,,,,,False,,,,False,False,,,False,False,,False,,,,,,,True,,False
04001,883,447.0,,458.8,,351.0,343.0,,,,,380.6,,821.0,,293.4,192.7,366.0,,262.0,329.9,,345.0,,,,266.7,,,99.0,,588.4,-436.0,,-424.2,,-532.0,-540.0,,,,,-502.4,,-62.0,,-589.6,-690.3,-517.0,,-621.0,-553.1,,-538.0,,,,-616.3,,,-784.0,,-294.6,,True,,False,False,,,,,False,,True,,False,False,False,,False,False,,False,,,,False,,,False,,True
04003,876,297.0,,303.2,,293.0,587.0,,,,,316.5,,581.0,,215.3,246.9,230.5,,332.0,238.7,,415.0,,,,174.9,,,199.0,,394.7,-579.0,,-572.8,,-583.0,-289.0,,,,,-559.5,,-295.0,,-660.7,-629.1,-645.5,,-544.0,-637.3,,-461.0,,,,-701.1,,,-677.0,,-481.3,,True,,False,True,,,,,True,,True,,False,False,False,,True,False,,True,,,,False,,,False,,True
04005,1490,1152.0,,1146.6,,1122.0,1469.0,,,,,1014.9,,814.0,,762.4,552.8,1023.0,,1218.0,1122.0,,1172.0,,,,701.6,1365.0,,811.0,,1446.8,-338.0,,-343.4,,-368.0,-21.0,,,,,-475.1,,-676.0,,-727.6,-937.2,-467.0,,-272.0,-368.0,,-318.0,,,,-788.4,-125.0,,-679.0,,-43.2,,False,,False,True,,,,,False,,False,,False,False,False,,True,False,,True,,,,False,True,,False,,True
04007,629,426.0,,357.7,,356.0,501.0,,,,,379.2,,312.0,,427.3,236.1,426.0,,337.0,315.2,,350.0,,,,241.0,,,351.0,,555.6,-203.0,,-271.3,,-273.0,-128.0,,,,,-249.8,,-317.0,,-201.7,-392.9,-203.0,,-292.0,-313.8,,-279.0,,,,-388.0,,,-278.0,,-73.4,,False,,False,True,,,,,False,,False,,True,False,False,,False,False,,False,,,,False,,,False,,True
04009,627,408.0,,415.0,,433.0,473.0,,,,,371.2,,202.0,,453.3,93.6,380.0,,656.0,486.0,,459.0,,,,242.9,,,375.0,,559.4,-219.0,,-212.0,,-194.0,-154.0,,,,,-255.8,,-425.0,,-173.7,-533.4,-247.0,,29.0,-141.0,,-168.0,,,,-384.1,,,-252.0,,-67.6,,True,,True,True,,,,,False,,False,,True,False,False,,True,True,,True,,,,False,,,False,,True
04011,69,6.0,,11.1,,21.0,0.0,,,,,28.5,,61.0,,140.7,7.3,,,22.0,25.9,,,,,,,,,5.0,,21.1,-63.0,,-57.9,,-48.0,-69.0,,,,,-40.5,,-8.0,,71.7,-61.7,,,-47.0,-43.1,,,,,,,,,-64.0,,-47.9,,True,,True,False,,,,,True,,True,,False,True,,,True,True,,,,,,,,,False,,True
04012,117,48.0,,53.6,,47.0,39.0,,,,,65.6,,40.0,,85.7,29.5,,,46.0,43.3,,37.0,,,,,,,27.0,,67.7,-69.0,,-63.4,,-70.0,-78.0,,,,,-51.4,,-77.0,,-31.3,-87.5,,,-71.0,-73.7,,-80.0,,,,,,,-90.0,,-49.3,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,False,,,,,,,False,,True
04013,28875,16752.0,,17195.0,18259.4,17727.0,26806.0,,,,,16137.0,,12965.0,,11745.4,5633.3,17351.0,,20243.5,23024.6,,19895.0,,,,10987.4,28827.0,,18318.0,,21860.4,-12123.0,,-11680.0,-10615.6,-11148.0,-2069.0,,,,,-12738.0,,-15910.0,,-17129.6,-23241.7,-11524.0,,-8631.5,-5850.4,,-8980.0,,,,-17887.6,-48.0,,-10557.0,,-7014.6,,True,True,True,True,,,,,False,,False,,False,False,True,,True,True,,True,,,,False,True,,True,,True
04015,1153,522.0,,548.1,,541.0,459.0,,,,,637.5,,636.0,,334.6,397.6,367.5,,848.5,546.5,,656.0,,,,384.4,1292.0,,537.0,,639.0,-631.0,,-604.9,,-612.0,-694.0,,,,,-515.5,,-517.0,,-818.4,-755.4,-785.5,,-304.5,-606.5,,-497.0,,,,-768.6,139.0,,-616.0,,-514.0,,True,,True,False,,,,,True,,True,,False,False,False,,True,True,,True,,,,False,True,,True,,True
04017,1043,690.0,,726.4,,693.0,111.0,,,,,633.5,,1043.0,,346.8,221.1,612.0,,1258.0,733.2,,606.0,,,,406.0,,,908.0,,736.8,-353.0,,-316.6,,-350.0,-932.0,,,,,-409.5,,0.0,,-696.2,-821.9,-431.0,,215.0,-309.8,,-437.0,,,,-637.0,,,-135.0,,-306.2,,True,,True,False,,,,,False,,True,,False,False,False,,True,True,,False,,,,False,,,True,,True
04019,6639,3543.0,,3480.4,3710.4,3669.0,28546.0,,,,,3369.1,,2218.0,,2279.9,2515.1,2384.5,,4196.0,5140.5,,4514.0,,,,2187.9,9779.0,,5051.0,,4278.2,-3096.0,,-3158.6,-2928.6,-2970.0,21907.0,,,,,-3269.9,,-4421.0,,-4359.1,-4123.9,-4254.5,,-2443.0,-1498.5,,-2125.0,,,,-4451.1,3140.0,,-1588.0,,-2360.8,,False,True,True,False,,,,,False,,False,,False,False,False,,True,True,,True,,,,False,False,,True,,True
04021,2892,1284.0,,1285.5,1413.5,1302.0,1284.0,,,,,1557.0,,742.0,,933.1,1016.6,1233.0,,1503.5,1507.7,,1901.0,,,,720.8,2399.0,,1198.0,,2048.0,-1608.0,,-1606.5,-1478.5,-1590.0,-1608.0,,,,,-1335.0,,-2150.0,,-1958.9,-1875.4,-1659.0,,-1388.5,-1384.3,,-991.0,,,,-2171.2,-493.0,,-1694.0,,-844.0,,True,True,True,False,,,,,True,,False,,False,False,False,,True,True,,True,,,,False,True,,False,,True
04023,480,216.0,,215.6,,204.0,0.0,,,,,204.4,,215.0,,110.5,75.2,151.0,,272.0,274.0,,204.0,,,,126.7,,,21.0,,273.4,-264.0,,-264.4,,-276.0,-480.0,,,,,-275.6,,-265.0,,-369.5,-404.8,-329.0,,-208.0,-206.0,,-276.0,,,,-353.3,,,-459.0,,-206.6,,False,,False,False,,,,,False,,False,,False,False,False,,True,True,,False,,,,False,,,False,,True
04025,1239,444.0,,443.3,,461.0,709.0,,,,,508.4,,607.0,,364.3,391.8,416.5,,586.0,448.7,,659.0,,,,391.5,608.0,,302.0,,528.0,-795.0,,-795.7,,-778.0,-530.0,,,,,-730.6,,-632.0,,-874.7,-847.2,-822.5,,-653.0,-790.3,,-580.0,,,,-847.5,-631.0,,-937.0,,-711.0,,False,,True,True,,,,,True,,True,,False,False,False,,True,True,,True,,,,False,True,,False,,True
04027,2377,1290.0,,1311.9,1358.0,1289.0,953.0,,,,,1101.4,,582.0,,927.6,429.0,1142.0,,1616.5,1350.0,,1366.0,,,,1080.1,2546.0,,1536.0,,1538.9,-1087.0,,-1065.1,-1019.0,-1088.0,-1424.0,,,,,-1275.6,,-1795.0,,-1449.4,-1948.0,-1235.0,,-760.5,-1027.0,,-1011.0,,,,-1296.9,169.0,,-841.0,,-838.1,,True,True,False,False,,,,,False,,False,,False,False,False,,True,True,,True,,,,False,True,,True,,True
05001,191,162.0,,130.3,,155.0,155.0,,,,,165.1,,120.0,,181.0,69.5,,,144.0,196.9,,159.0,,,,,,,17.0,,212.8,-29.0,,-60.7,,-36.0,-36.0,,,,,-25.9,,-71.0,,-10.0,-121.5,,,-47.0,5.9,,-32.0,,,,,,,-174.0,,21.8,,False,,False,False,,,,,True,,False,,True,False,,,False,True,,False,,,,,,,False,,True
05003,166,96.0,,94.7,,96.0,0.0,,,,,108.6,,96.0,,118.2,22.3,,,106.0,134.0,,157.0,,,,,,,137.0,,116.4,-70.0,,-71.3,,-70.0,-166.0,,,,,-57.4,,-70.0,,-47.8,-143.7,,,-60.0,-32.0,,-9.0,,,,,,,-29.0,,-49.6,,False,,False,False,,,,,True,,False,,True,False,,,True,True,,True,,,,,,,True,,True
05005,492,318.0,,313.0,,357.0,357.0,,,,,352.4,,290.0,,435.2,102.5,393.0,,423.0,449.4,,467.0,,,,,,,358.0,,379.3,-174.0,,-179.0,,-135.0,-135.0,,,,,-139.6,,-202.0,,-56.8,-389.5,-99.0,,-69.0,-42.6,,-25.0,,,,,,,-134.0,,-112.7,,False,,True,True,,,,,True,,False,,True,False,True,,True,True,,True,,,,,,,True,,True
05007,2509,1428.0,,1488.4,,1488.0,1296.0,,,,,1504.5,,1898.0,,1449.3,491.0,1506.0,,1999.0,2048.3,,2077.0,,,,1125.0,1683.0,,1705.0,,1683.5,-1081.0,,-1020.6,,-1021.0,-1213.0,,,,,-1004.5,,-611.0,,-1059.7,-2018.0,-1003.0,,-510.0,-460.7,,-432.0,,,,-1384.0,-826.0,,-804.0,,-825.5,,True,,True,False,,,,,True,,True,,True,False,True,,True,True,,True,,,,False,True,,True,,True
05009,468,204.0,,202.6,,218.0,200.0,,,,,260.7,,325.0,,237.8,74.7,244.5,,258.0,221.6,,227.0,,,,,,,223.0,,235.1,-264.0,,-265.4,,-250.0,-268.0,,,,,-207.3,,-143.0,,-230.2,-393.3,-223.5,,-210.0,-246.4,,-241.0,,,,,,,-245.0,,-232.9,,False,,True,False,,,,,True,,True,,True,False,True,,True,True,,True,,,,,,,True,,True
