,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
19081,576,196.0,,,80.0,,52.8,40.1,95.1,263.0,-380.0,,,-496.0,,-523.2,-535.9,-480.9,-313.0,,,False,,False,False,False,True
19083,711,196.0,,,116.0,,44.7,50.8,104.4,78.0,-515.0,,,-595.0,,-666.3,-660.2,-606.6,-633.0,,,False,,False,False,False,False
19085,692,616.0,,,146.0,,373.2,44.0,271.8,907.0,-76.0,,,-546.0,,-318.8,-648.0,-420.2,215.0,,,False,,False,False,False,False
19087,842,651.0,,,168.0,,108.6,42.8,595.4,126.0,-191.0,,,-674.0,,-733.4,-799.2,-246.6,-716.0,,,False,,False,False,False,False
19089,298,56.0,,,111.0,,4.2,27.3,104.1,32.0,-242.0,,,-187.0,,-293.8,-270.7,-193.9,-266.0,,,True,,False,False,True,False
19091,444,84.0,,,123.0,,19.2,7.5,65.0,60.0,-360.0,,,-321.0,,-424.8,-436.4,-379.0,-384.0,,,True,,False,False,False,False
19093,279,168.0,,,100.0,,30.5,15.3,119.0,71.0,-111.0,,,-179.0,,-248.5,-263.7,-160.0,-208.0,,,False,,False,False,False,False
19095,611,280.0,,,83.0,,46.7,18.6,200.0,289.0,-331.0,,,-528.0,,-564.3,-592.4,-411.0,-322.0,,,False,,False,False,False,True
19097,933,357.0,,,248.0,,163.7,462.8,235.4,208.0,-576.0,,,-685.0,,-769.3,-470.2,-697.6,-725.0,,,False,,False,True,False,False
19099,1089,497.0,,,232.0,,155.5,20.5,280.5,240.0,-592.0,,,-857.0,,-933.5,-1068.5,-808.5,-849.0,,,False,,False,False,False,False
19101,457,84.0,,,92.0,,22.8,117.1,73.9,198.0,-373.0,,,-365.0,,-434.2,-339.9,-383.1,-259.0,,,True,,False,True,False,True
19103,3695,931.0,,,1619.0,,422.2,532.0,891.3,120.0,-2764.0,,,-2076.0,,-3272.8,-3163.0,-2803.7,-3575.0,,,True,,False,False,False,False
19105,1872,259.0,,,262.0,,47.1,42.6,159.3,244.0,-1613.0,,,-1610.0,,-1824.9,-1829.4,-1712.7,-1628.0,,,True,,False,False,False,False
19107,393,112.0,,,63.0,,6.2,8.4,147.6,80.0,-281.0,,,-330.0,,-386.8,-384.6,-245.4,-313.0,,,False,,False,False,True,False
19109,607,294.0,,,261.0,,118.5,107.5,157.7,150.0,-313.0,,,-346.0,,-488.5,-499.5,-449.3,-457.0,,,False,,False,False,False,False
19111,1166,385.0,,,224.0,,144.9,70.4,530.6,404.0,-781.0,,,-942.0,,-1021.1,-1095.6,-635.4,-762.0,,,False,,False,False,True,True
19113,8708,2534.0,,,2257.0,,1934.5,553.6,2542.3,2438.0,-6174.0,,,-6451.0,,-6773.5,-8154.4,-6165.7,-6270.0,,,False,,False,False,True,False
19115,349,98.0,,,54.0,,8.2,0.0,61.6,58.0,-251.0,,,-295.0,,-340.8,-349.0,-287.4,-291.0,,,False,,False,False,False,False
19117,142,28.0,,,75.0,,0.5,0.3,48.3,4.0,-114.0,,,-67.0,,-141.5,-141.7,-93.7,-138.0,,,True,,False,False,True,False
19119,515,672.0,,,212.0,,226.0,64.4,254.3,82.0,157.0,,,-303.0,,-289.0,-450.6,-260.7,-433.0,,,False,,False,False,False,False
19121,373,301.0,,,84.0,,96.3,138.2,135.2,456.0,-72.0,,,-289.0,,-276.7,-234.8,-237.8,83.0,,,False,,False,False,False,False
19123,725,252.0,,,156.0,,50.0,27.8,95.2,115.0,-473.0,,,-569.0,,-675.0,-697.2,-629.8,-610.0,,,False,,False,False,False,False
19125,1091,245.0,,,232.0,,95.3,109.4,312.4,102.0,-846.0,,,-859.0,,-995.7,-981.6,-778.6,-989.0,,,False,,False,False,True,False
19127,1424,287.0,,,389.0,,39.4,60.8,228.2,316.0,-1137.0,,,-1035.0,,-1384.6,-1363.2,-1195.8,-1108.0,,,True,,False,False,False,True
19129,743,273.0,,,121.0,,98.5,52.6,201.0,830.0,-470.0,,,-622.0,,-644.5,-690.4,-542.0,87.0,,,False,,False,False,False,True
19131,504,77.0,,,94.0,,7.1,1.8,49.0,11.0,-427.0,,,-410.0,,-496.9,-502.2,-455.0,-493.0,,,True,,False,False,False,False
19133,211,147.0,,,112.0,,34.4,15.2,66.4,102.0,-64.0,,,-99.0,,-176.6,-195.8,-144.6,-109.0,,,False,,False,False,False,False
19135,254,35.0,,,60.0,,2.5,5.0,49.9,11.0,-219.0,,,-194.0,,-251.5,-249.0,-204.1,-243.0,,,True,,False,False,True,False
19137,300,91.0,,,53.0,,12.3,32.9,45.9,253.0,-209.0,,,-247.0,,-287.7,-267.1,-254.1,-47.0,,,False,,False,False,False,True
19139,1467,392.0,,,303.0,,183.4,225.7,234.5,454.0,-1075.0,,,-1164.0,,-1283.6,-1241.3,-1232.5,-1013.0,,,False,,False,False,False,True
19141,723,546.0,,,398.0,,500.9,175.2,423.7,705.0,-177.0,,,-325.0,,-222.1,-547.8,-299.3,-18.0,,,False,,False,False,False,True
19143,302,161.0,,,158.0,,16.0,15.7,99.4,61.0,-141.0,,,-144.0,,-286.0,-286.3,-202.6,-241.0,,,False,,False,False,False,False
19145,822,525.0,,,110.0,,109.0,40.3,301.6,558.0,-297.0,,,-712.0,,-713.0,-781.7,-520.4,-264.0,,,False,,False,False,False,True
19147,363,210.0,,,173.0,,180.7,35.1,58.4,86.0,-153.0,,,-190.0,,-182.3,-327.9,-304.6,-277.0,,,False,,False,False,False,False
19149,1308,798.0,,,536.0,,182.4,617.6,770.2,176.0,-510.0,,,-772.0,,-1125.6,-690.4,-537.8,-1132.0,,,False,,False,False,False,False
19151,330,126.0,,,60.0,,37.1,18.7,47.2,135.0,-204.0,,,-270.0,,-292.9,-311.3,-282.8,-195.0,,,False,,False,False,False,True
19153,14346,4046.0,,,3780.0,,1044.5,582.2,3226.0,2490.0,-10300.0,,,-10566.0,,-13301.5,-13763.8,-11120.0,-11856.0,,,False,,False,False,False,False
19155,3342,1505.0,,,825.0,,289.6,611.1,969.5,1232.0,-1837.0,,,-2517.0,,-3052.4,-2730.9,-2372.5,-2110.0,,,False,,False,False,False,False
19157,551,392.0,,,125.0,,134.8,38.6,302.6,279.0,-159.0,,,-426.0,,-416.2,-512.4,-248.4,-272.0,,,False,,False,False,False,False
19159,121,42.0,,,26.0,,10.7,3.4,32.4,19.0,-79.0,,,-95.0,,-110.3,-117.6,-88.6,-102.0,,,False,,False,False,False,False
19161,469,252.0,,,139.0,,60.7,27.9,62.2,94.0,-217.0,,,-330.0,,-408.3,-441.1,-406.8,-375.0,,,False,,False,False,False,False
19163,6789,2009.0,,,1514.0,,1500.4,764.9,998.2,0.0,-4780.0,,,-5275.0,,-5288.6,-6024.1,-5790.8,-6789.0,,,False,,False,False,False,False
19165,427,119.0,,,120.0,,48.4,12.6,63.0,90.0,-308.0,,,-307.0,,-378.6,-414.4,-364.0,-337.0,,,True,,False,False,False,False
19167,1619,1687.0,,,1034.0,,722.2,256.2,887.1,1232.0,68.0,,,-585.0,,-896.8,-1362.8,-731.9,-387.0,,,False,,False,False,False,False
19169,2762,749.0,,,977.0,,347.7,109.1,192.5,243.0,-2013.0,,,-1785.0,,-2414.3,-2652.9,-2569.5,-2519.0,,,True,,False,False,False,False
19171,654,546.0,,,95.0,,66.7,33.2,264.0,194.0,-108.0,,,-559.0,,-587.3,-620.8,-390.0,-460.0,,,False,,False,False,False,False
19173,249,238.0,,,38.0,,57.9,80.0,82.0,173.0,-11.0,,,-211.0,,-191.1,-169.0,-167.0,-76.0,,,False,,False,False,False,False
19175,525,119.0,,,80.0,,41.9,5.8,44.5,27.0,-406.0,,,-445.0,,-483.1,-519.2,-480.5,-498.0,,,False,,False,False,False,False
19177,200,84.0,,,47.0,,13.8,85.9,117.7,173.0,-116.0,,,-153.0,,-186.2,-114.1,-82.3,-27.0,,,False,,False,True,True,True
19179,997,287.0,,,387.0,,57.4,130.3,295.8,104.0,-710.0,,,-610.0,,-939.6,-866.7,-701.2,-893.0,,,True,,False,False,True,False
19181,1498,273.0,,,286.0,,37.4,30.2,245.3,320.0,-1225.0,,,-1212.0,,-1460.6,-1467.8,-1252.7,-1178.0,,,True,,False,False,False,True
19183,737,385.0,,,122.0,,41.7,49.6,261.2,305.0,-352.0,,,-615.0,,-695.3,-687.5,-475.8,-432.0,,,False,,False,False,False,False
19185,189,35.0,,,52.0,,17.2,4.7,,13.0,-154.0,,,-137.0,,-171.8,-184.3,,-176.0,,,True,,False,False,,False
19187,1885,938.0,,,461.0,,131.6,121.2,510.7,532.0,-947.0,,,-1424.0,,-1753.4,-1763.8,-1374.3,-1353.0,,,False,,False,False,False,False
19189,526,238.0,,,94.0,,63.9,42.1,146.2,73.0,-288.0,,,-432.0,,-462.1,-483.9,-379.8,-453.0,,,False,,False,False,False,False
19191,530,126.0,,,251.0,,12.4,14.4,209.0,54.0,-404.0,,,-279.0,,-517.6,-515.6,-321.0,-476.0,,,True,,False,False,True,False
19193,3899,3213.0,,,1755.0,,1017.3,1066.5,1940.3,346.0,-686.0,,,-2144.0,,-2881.7,-2832.5,-1958.7,-3553.0,,,False,,False,False,False,False
19195,219,42.0,,,59.0,,21.3,43.6,19.3,42.0,-177.0,,,-160.0,,-197.7,-175.4,-199.7,-177.0,,,True,,False,True,False,False
19197,522,203.0,,,111.0,,20.3,53.1,85.4,202.0,-319.0,,,-411.0,,-501.7,-468.9,-436.6,-320.0,,,False,,False,False,False,False
20001,229,70.0,,,45.0,,,31.4,,193.0,-159.0,,,-184.0,,,-197.6,,-36.0,,,False,,,False,,True
20003,260,42.0,,,52.0,,5.1,0.0,,7.0,-218.0,,,-208.0,,-254.9,-260.0,,-253.0,,,True,,False,False,,False
20005,411,245.0,,,107.0,,0.7,101.2,212.3,145.0,-166.0,,,-304.0,,-410.3,-309.8,-198.7,-266.0,,,False,,False,False,False,False
20007,160,35.0,,,35.0,,0.1,8.8,,130.0,-125.0,,,-125.0,,-159.9,-151.2,,-30.0,,,False,,False,False,,True
20009,913,308.0,,,315.0,,22.6,12.3,215.1,126.0,-605.0,,,-598.0,,-890.4,-900.7,-697.9,-787.0,,,True,,False,False,False,False
20011,281,77.0,,,129.0,,8.9,4.9,37.3,15.0,-204.0,,,-152.0,,-272.1,-276.1,-243.7,-266.0,,,True,,False,False,False,False
20013,461,56.0,,,66.0,,2.7,8.8,54.0,8.0,-405.0,,,-395.0,,-458.3,-452.2,-407.0,-453.0,,,True,,False,False,False,False
20015,1778,364.0,,,343.0,,16.1,8.9,261.4,228.0,-1414.0,,,-1435.0,,-1761.9,-1769.1,-1516.6,-1550.0,,,False,,False,False,False,False
20017,62,7.0,,,22.0,,1.7,5.8,,34.0,-55.0,,,-40.0,,-60.3,-56.2,,-28.0,,,True,,False,False,,True
20019,43,28.0,,,23.0,,0.1,6.8,,95.0,-15.0,,,-20.0,,-42.9,-36.2,,52.0,,,False,,False,False,,False
20021,483,322.0,,,305.0,,57.1,18.4,351.2,101.0,-161.0,,,-178.0,,-425.9,-464.6,-131.8,-382.0,,,False,,False,False,True,False
20023,127,98.0,,,34.0,,1.6,33.8,,10.0,-29.0,,,-93.0,,-125.4,-93.2,,-117.0,,,False,,False,False,,False
20025,45,35.0,,,59.0,,1.4,48.7,14.9,41.0,-10.0,,,14.0,,-43.6,3.7,-30.1,-4.0,,,False,,False,True,False,True
20027,347,105.0,,,71.0,,2.5,126.8,,195.0,-242.0,,,-276.0,,-344.5,-220.2,,-152.0,,,False,,False,True,,True
20029,424,28.0,,,86.0,,2.8,8.8,58.0,25.0,-396.0,,,-338.0,,-421.2,-415.2,-366.0,-399.0,,,True,,False,False,True,False
20031,144,98.0,,,40.0,,2.3,5.9,87.1,66.0,-46.0,,,-104.0,,-141.7,-138.1,-56.9,-78.0,,,False,,False,False,False,False
20033,28,35.0,,,38.0,,0.2,13.2,,37.0,7.0,,,10.0,,-27.8,-14.8,,9.0,,,False,,False,False,,False
20035,860,196.0,,,256.0,,14.7,72.2,202.6,74.0,-664.0,,,-604.0,,-845.3,-787.8,-657.4,-786.0,,,True,,False,False,True,False
20037,972,630.0,,,492.0,,33.3,40.1,190.2,245.0,-342.0,,,-480.0,,-938.7,-931.9,-781.8,-727.0,,,False,,False,False,False,False
20039,163,42.0,,,26.0,,,2.9,,16.0,-121.0,,,-137.0,,,-160.1,,-147.0,,,False,,,False,,False
20041,419,266.0,,,103.0,,69.2,15.8,400.7,58.0,-153.0,,,-316.0,,-349.8,-403.2,-18.3,-361.0,,,False,,False,False,True,False
20043,268,91.0,,,51.0,,1.4,54.3,72.2,81.0,-177.0,,,-217.0,,-266.6,-213.7,-195.8,-187.0,,,False,,False,False,False,False
20045,1812,1659.0,,,936.0,,340.1,57.3,799.1,887.0,-153.0,,,-876.0,,-1471.9,-1754.7,-1012.9,-925.0,,,False,,False,False,False,False
20047,103,42.0,,,37.0,,1.2,3.4,,24.0,-61.0,,,-66.0,,-101.8,-99.6,,-79.0,,,False,,False,False,,False
20049,35,0.0,,,16.0,,,0.0,,0.0,-35.0,,,-19.0,,,-35.0,,-35.0,,,True,,,False,,False
20051,1037,826.0,,,531.0,,229.8,23.4,1623.8,200.0,-211.0,,,-506.0,,-807.2,-1013.6,586.8,-837.0,,,False,,False,False,False,False
20053,477,210.0,,,56.0,,1.2,41.5,76.3,156.0,-267.0,,,-421.0,,-475.8,-435.5,-400.7,-321.0,,,False,,False,False,False,False
20055,2153,882.0,,,569.0,,243.2,38.7,343.7,0.0,-1271.0,,,-1584.0,,-1909.8,-2114.3,-1809.3,-2153.0,,,False,,False,False,False,False
20057,1479,693.0,,,650.0,,43.5,73.0,146.8,0.0,-786.0,,,-829.0,,-1435.5,-1406.0,-1332.2,-1479.0,,,False,,False,False,False,False
20059,538,434.0,,,122.0,,135.1,16.8,217.6,243.0,-104.0,,,-416.0,,-402.9,-521.2,-320.4,-295.0,,,False,,False,False,False,False
20061,333,77.0,,,247.0,,21.0,6.4,71.3,19.0,-256.0,,,-86.0,,-312.0,-326.6,-261.7,-314.0,,,True,,False,False,False,False
20063,187,364.0,,,39.0,,1.4,129.6,,50.0,177.0,,,-148.0,,-185.6,-57.4,,-137.0,,,True,,False,True,,True
20065,85,14.0,,,21.0,,,3.9,,1.0,-71.0,,,-64.0,,,-81.1,,-84.0,,,True,,,False,,False
20067,347,322.0,,,93.0,,48.1,64.2,69.3,49.0,-25.0,,,-254.0,,-298.9,-282.8,-277.7,-298.0,,,False,,False,False,False,False
20069,247,0.0,,,40.0,,0.0,1.4,30.9,3.0,-247.0,,,-207.0,,-247.0,-245.6,-216.1,-244.0,,,True,,True,True,True,True
20071,71,7.0,,,27.0,,,1.8,,4.0,-64.0,,,-44.0,,,-69.2,,-67.0,,,True,,,False,,False
20073,111,14.0,,,52.0,,0.9,0.3,16.7,64.0,-97.0,,,-59.0,,-110.1,-110.7,-94.3,-47.0,,,True,,False,False,True,True
20075,84,0.0,,,37.0,,0.8,0.6,1.6,0.0,-84.0,,,-47.0,,-83.2,-83.4,-82.4,-84.0,,,True,,True,True,True,False
20077,155,0.0,,,60.0,,14.2,4.1,,0.0,-155.0,,,-95.0,,-140.8,-150.9,,-155.0,,,True,,True,True,,False
20079,1182,119.0,,,177.0,,29.3,13.8,121.8,67.0,-1063.0,,,-1005.0,,-1152.7,-1168.2,-1060.2,-1115.0,,,True,,False,False,True,False
20081,107,0.0,,,62.0,,2.0,0.7,19.2,0.0,-107.0,,,-45.0,,-105.0,-106.3,-87.8,-107.0,,,True,,True,True,True,False
20083,98,28.0,,,21.0,,0.2,3.7,,34.0,-70.0,,,-77.0,,-97.8,-94.3,,-64.0,,,False,,False,False,,True
20085,320,112.0,,,56.0,,4.5,120.0,45.5,138.0,-208.0,,,-264.0,,-315.5,-200.0,-274.5,-182.0,,,False,,False,True,False,True
20087,398,112.0,,,60.0,,5.4,12.4,86.8,78.0,-286.0,,,-338.0,,-392.6,-385.6,-311.2,-320.0,,,False,,False,False,False,False
20089,34,0.0,,,25.0,,0.2,0.2,,0.0,-34.0,,,-9.0,,-33.8,-33.8,,-34.0,,,True,,True,True,,False
20091,12091,4711.0,,,3315.0,,3258.0,999.2,1747.5,2655.0,-7380.0,,,-8776.0,,-8833.0,-11091.8,-10343.5,-9436.0,,,False,,False,False,False,False
20093,202,28.0,,,40.0,,2.7,29.9,22.8,3.0,-174.0,,,-162.0,,-199.3,-172.1,-179.2,-199.0,,,True,,False,True,False,False
20095,200,70.0,,,50.0,,,5.8,,18.0,-130.0,,,-150.0,,,-194.2,,-182.0,,,False,,,False,,False
20097,72,28.0,,,31.0,,0.4,3.3,,6.0,-44.0,,,-41.0,,-71.6,-68.7,,-66.0,,,True,,False,False,,False
20099,481,84.0,,,187.0,,4.6,17.1,45.4,37.0,-397.0,,,-294.0,,-476.4,-463.9,-435.6,-444.0,,,True,,False,False,False,False
20101,51,14.0,,,42.0,,0.1,6.3,,11.0,-37.0,,,-9.0,,-50.9,-44.7,,-40.0,,,True,,False,False,,False
20103,1115,1372.0,,,599.0,,220.7,51.8,710.7,584.0,257.0,,,-516.0,,-894.3,-1063.2,-404.3,-531.0,,,False,,False,False,False,False
20105,38,7.0,,,27.0,,,0.2,,46.0,-31.0,,,-11.0,,,-37.8,,8.0,,,True,,,False,,True
20107,161,84.0,,,41.0,,4.3,4.7,65.3,104.0,-77.0,,,-120.0,,-156.7,-156.3,-95.7,-57.0,,,False,,False,False,False,True
20109,172,154.0,,,25.0,,,14.3,,86.0,-18.0,,,-147.0,,,-157.7,,-86.0,,,False,,,False,,False
20111,1077,287.0,,,321.0,,22.3,70.0,200.9,113.0,-790.0,,,-756.0,,-1054.7,-1007.0,-876.1,-964.0,,,True,,False,False,False,False
20113,958,91.0,,,191.0,,4.2,10.8,83.1,89.0,-867.0,,,-767.0,,-953.8,-947.2,-874.9,-869.0,,,True,,False,False,False,False
20115,270,21.0,,,59.0,,1.6,33.4,16.7,11.0,-249.0,,,-211.0,,-268.4,-236.6,-253.3,-259.0,,,True,,False,True,False,False
20117,326,77.0,,,53.0,,,83.9,,117.0,-249.0,,,-273.0,,,-242.1,,-209.0,,,False,,,True,,True
20119,144,63.0,,,46.0,,2.6,9.3,68.0,11.0,-81.0,,,-98.0,,-141.4,-134.7,-76.0,-133.0,,,False,,False,False,True,False
20121,448,350.0,,,178.0,,95.1,8.8,343.2,102.0,-98.0,,,-270.0,,-352.9,-439.2,-104.8,-346.0,,,False,,False,False,False,False
20123,132,14.0,,,57.0,,0.8,3.2,,26.0,-118.0,,,-75.0,,-131.2,-128.8,,-106.0,,,True,,False,False,,True
20125,512,154.0,,,251.0,,6.9,71.5,80.8,35.0,-358.0,,,-261.0,,-505.1,-440.5,-431.2,-477.0,,,True,,False,False,False,False
20127,102,56.0,,,34.0,,0.6,7.0,,40.0,-46.0,,,-68.0,,-101.4,-95.0,,-62.0,,,False,,False,False,,False
20129,117,35.0,,,38.0,,0.2,7.3,,56.0,-82.0,,,-79.0,,-116.8,-109.7,,-61.0,,,True,,False,False,,True
20131,737,245.0,,,87.0,,12.2,20.6,138.1,104.0,-492.0,,,-650.0,,-724.8,-716.4,-598.9,-633.0,,,False,,False,False,False,False
20133,409,70.0,,,144.0,,4.3,5.1,83.7,30.0,-339.0,,,-265.0,,-404.7,-403.9,-325.3,-379.0,,,True,,False,False,True,False
20135,138,133.0,,,24.0,,4.6,34.6,,0.0,-5.0,,,-114.0,,-133.4,-103.4,,-138.0,,,False,,False,False,,False
20137,969,63.0,,,52.0,,1.2,59.4,37.0,82.0,-906.0,,,-917.0,,-967.8,-909.6,-932.0,-887.0,,,False,,False,False,False,True
20139,310,56.0,,,45.0,,1.2,11.9,50.6,17.0,-254.0,,,-265.0,,-308.8,-298.1,-259.4,-293.0,,,False,,False,False,False,False
20141,54,35.0,,,36.0,,0.1,4.4,,67.0,-19.0,,,-18.0,,-53.9,-49.6,,13.0,,,True,,False,False,,True
20143,133,42.0,,,41.0,,1.5,2.8,22.8,25.0,-91.0,,,-92.0,,-131.5,-130.2,-110.2,-108.0,,,False,,False,False,False,False
20145,192,343.0,,,95.0,,,0.6,,51.0,151.0,,,-97.0,,,-191.4,,-141.0,,,True,,,False,,True
20147,225,98.0,,,51.0,,37.7,6.8,73.1,10.0,-127.0,,,-174.0,,-187.3,-218.2,-151.9,-215.0,,,False,,False,False,False,False
20149,319,343.0,,,235.0,,36.6,207.6,152.2,243.0,24.0,,,-84.0,,-282.4,-111.4,-166.8,-76.0,,,False,,False,False,False,False
20151,360,35.0,,,101.0,,5.3,6.0,23.7,9.0,-325.0,,,-259.0,,-354.7,-354.0,-336.3,-351.0,,,True,,False,False,False,False
20153,106,105.0,,,30.0,,,15.6,,30.0,-1.0,,,-76.0,,,-90.4,,-76.0,,,False,,,False,,False
20155,2925,651.0,,,672.0,,271.4,183.7,640.2,297.0,-2274.0,,,-2253.0,,-2653.6,-2741.2,-2284.8,-2628.0,,,True,,False,False,False,False
20157,195,0.0,,,49.0,,1.7,2.9,4.7,0.0,-195.0,,,-146.0,,-193.3,-192.1,-190.3,-195.0,,,True,,True,True,True,False
20159,247,56.0,,,83.0,,1.9,4.9,,17.0,-191.0,,,-164.0,,-245.1,-242.1,,-230.0,,,True,,False,False,,False
20161,1288,434.0,,,888.0,,128.2,20.1,256.5,62.0,-854.0,,,-400.0,,-1159.8,-1267.9,-1031.5,-1226.0,,,True,,False,False,False,False
20163,169,308.0,,,48.0,,12.8,178.5,,92.0,139.0,,,-121.0,,-156.2,9.5,,-77.0,,,True,,False,True,,True
20165,108,154.0,,,25.0,,,12.5,,69.0,46.0,,,-83.0,,,-95.5,,-39.0,,,False,,,False,,True
20167,350,189.0,,,73.0,,,36.0,,137.0,-161.0,,,-277.0,,,-314.0,,-213.0,,,False,,,False,,False
20169,1216,434.0,,,417.0,,41.0,11.1,113.1,122.0,-782.0,,,-799.0,,-1175.0,-1204.9,-1102.9,-1094.0,,,False,,False,False,False,False
20171,195,84.0,,,51.0,,7.1,11.7,80.6,60.0,-111.0,,,-144.0,,-187.9,-183.3,-114.4,-135.0,,,False,,False,False,False,False
20173,14200,3045.0,,,2493.0,,2687.8,952.7,1741.0,2145.0,-11155.0,,,-11707.0,,-11512.2,-13247.3,-12459.0,-12055.0,,,False,,False,False,False,False
20175,939,602.0,,,516.0,,199.0,15.1,239.5,0.0,-337.0,,,-423.0,,-740.0,-923.9,-699.5,-939.0,,,False,,False,False,False,False
20177,3517,1050.0,,,1060.0,,172.4,302.1,674.5,525.0,-2467.0,,,-2457.0,,-3344.6,-3214.9,-2842.5,-2992.0,,,True,,False,False,False,False
20179,256,105.0,,,40.0,,0.4,12.5,,61.0,-151.0,,,-216.0,,-255.6,-243.5,,-195.0,,,False,,False,False,,False
20181,350,84.0,,,45.0,,0.8,67.5,,60.0,-266.0,,,-305.0,,-349.2,-282.5,,-290.0,,,False,,False,False,,False
20183,98,21.0,,,33.0,,0.1,9.9,,19.0,-77.0,,,-65.0,,-97.9,-88.1,,-79.0,,,True,,False,False,,False
20185,117,28.0,,,43.0,,3.6,1.3,,16.0,-89.0,,,-74.0,,-113.4,-115.7,,-101.0,,,True,,False,False,,False
20187,61,0.0,,,24.0,,0.8,0.0,21.1,0.0,-61.0,,,-37.0,,-60.2,-61.0,-39.9,-61.0,,,True,,True,False,True,False
20189,214,189.0,,,93.0,,28.8,117.8,153.7,49.0,-25.0,,,-121.0,,-185.2,-96.2,-60.3,-165.0,,,False,,False,False,False,False
20191,445,91.0,,,152.0,,3.8,103.0,43.6,27.0,-354.0,,,-293.0,,-441.2,-342.0,-401.4,-418.0,,,True,,False,True,False,False
20193,416,392.0,,,70.0,,,120.5,313.2,20.0,-24.0,,,-346.0,,,-295.5,-102.8,-396.0,,,False,,,False,False,False
20195,130,35.0,,,24.0,,1.4,3.1,,7.0,-95.0,,,-106.0,,-128.6,-126.8,,-123.0,,,False,,False,False,,False
20197,206,21.0,,,35.0,,1.3,5.7,37.7,37.0,-185.0,,,-171.0,,-204.7,-200.3,-168.3,-169.0,,,True,,False,False,True,True
20199,114,14.0,,,15.0,,,0.0,,23.0,-100.0,,,-99.0,,,-114.0,,-91.0,,,True,,,False,,True
20201,243,28.0,,,44.0,,,0.0,,80.0,-215.0,,,-199.0,,,-243.0,,-163.0,,,True,,,False,,True
20203,118,0.0,,,21.0,,,0.0,,0.0,-118.0,,,-97.0,,,-118.0,,-118.0,,,True,,,False,,False
20205,177,35.0,,,50.0,,2.0,0.8,,126.0,-142.0,,,-127.0,,-175.0,-176.2,,-51.0,,,True,,False,False,,True
20207,36,14.0,,,32.0,,0.3,0.4,3.1,7.0,-22.0,,,-4.0,,-35.7,-35.6,-32.9,-29.0,,,True,,False,False,False,False
20209,3264,2079.0,,,1769.0,,763.8,1890.0,1053.3,2099.0,-1185.0,,,-1495.0,,-2500.2,-1374.0,-2210.7,-1165.0,,,False,,False,False,False,True
21001,350,161.0,,,211.0,,76.8,201.4,82.4,134.0,-189.0,,,-139.0,,-273.2,-148.6,-267.6,-216.0,,,True,,False,True,False,False
21003,272,364.0,,,202.0,,121.1,125.2,208.7,677.0,92.0,,,-70.0,,-150.9,-146.8,-63.3,405.0,,,True,,False,False,True,False
21005,267,126.0,,,70.0,,12.4,12.8,112.8,158.0,-141.0,,,-197.0,,-254.6,-254.2,-154.2,-109.0,,,False,,False,False,False,True
21007,74,14.0,,,44.0,,3.4,4.0,16.3,3.0,-60.0,,,-30.0,,-70.6,-70.0,-57.7,-71.0,,,True,,False,False,True,False
21009,992,434.0,,,393.0,,65.8,46.2,183.2,96.0,-558.0,,,-599.0,,-926.2,-945.8,-808.8,-896.0,,,False,,False,False,False,False
21011,139,28.0,,,82.0,,8.4,3.9,45.2,6.0,-111.0,,,-57.0,,-130.6,-135.1,-93.8,-133.0,,,True,,False,False,True,False
21013,622,252.0,,,292.0,,137.4,39.3,143.1,183.0,-370.0,,,-330.0,,-484.6,-582.7,-478.9,-439.0,,,True,,False,False,False,False
21015,2228,651.0,,,698.0,,155.5,482.4,667.8,895.0,-1577.0,,,-1530.0,,-2072.5,-1745.6,-1560.2,-1333.0,,,True,,False,False,True,True
21017,279,147.0,,,106.0,,39.0,22.8,145.7,110.0,-132.0,,,-173.0,,-240.0,-256.2,-133.3,-169.0,,,False,,False,False,False,False
21019,957,434.0,,,266.0,,92.0,91.6,232.6,247.0,-523.0,,,-691.0,,-865.0,-865.4,-724.4,-710.0,,,False,,False,False,False,False
21021,500,119.0,,,205.0,,25.3,64.0,30.6,55.0,-381.0,,,-295.0,,-474.7,-436.0,-469.4,-445.0,,,True,,False,False,False,False
21023,80,7.0,,,51.0,,2.9,4.5,3.7,43.0,-73.0,,,-29.0,,-77.1,-75.5,-76.3,-37.0,,,True,,False,False,False,True
21025,197,56.0,,,105.0,,13.4,8.7,37.3,54.0,-141.0,,,-92.0,,-183.6,-188.3,-159.7,-143.0,,,True,,False,False,False,False
21027,269,56.0,,,98.0,,3.5,48.9,20.2,21.0,-213.0,,,-171.0,,-265.5,-220.1,-248.8,-248.0,,,True,,False,False,False,False
